Orthogroup	Praa	Syao
OG0000602	Praa.g_00648	Syao.g_00914
OG0000603	Praa.g_00649	Syao.g_00915
OG0000604	Praa.g_00650	Syao.g_00918
OG0000606	Praa.g_00654	Syao.g_00924
OG0000607	Praa.g_00657	Syao.g_00927
OG0000608	Praa.g_00658	Syao.g_00928
OG0000609	Praa.g_00659	Syao.g_00930
OG0000610	Praa.g_00664	Syao.g_00940
OG0000611	Praa.g_00667	Syao.g_00943
OG0000612	Praa.g_00668	Syao.g_00944
OG0000613	Praa.g_00673	Syao.g_01979
OG0000614	Praa.g_00692	Syao.g_00375
OG0000615	Praa.g_00700	Syao.g_00978
OG0000616	Praa.g_00704	Syao.g_02342
OG0000617	Praa.g_00717	Syao.g_00486
OG0000618	Praa.g_00718	Syao.g_00485
OG0000619	Praa.g_00719	Syao.g_00484
OG0000620	Praa.g_00722	Syao.g_00479
OG0000621	Praa.g_00723	Syao.g_00478
OG0000622	Praa.g_00724	Syao.g_00476
OG0000623	Praa.g_00725	Syao.g_00475
OG0000624	Praa.g_00726	Syao.g_00473
OG0000625	Praa.g_00727	Syao.g_00472
OG0000626	Praa.g_00728	Syao.g_00471
OG0000627	Praa.g_00729	Syao.g_00567
OG0000628	Praa.g_00730	Syao.g_00566
OG0000629	Praa.g_00731	Syao.g_00590
OG0000630	Praa.g_00734	Syao.g_00585
OG0000631	Praa.g_00794	Syao.g_00644
OG0000632	Praa.g_00795	Syao.g_00643
OG0000633	Praa.g_00796	Syao.g_00642
OG0000634	Praa.g_00799	Syao.g_00752
OG0000635	Praa.g_00800	Syao.g_00753
OG0000636	Praa.g_00802	Syao.g_00755
OG0000637	Praa.g_00804	Syao.g_00757
OG0000638	Praa.g_00805	Syao.g_00758
OG0000639	Praa.g_00806	Syao.g_00759
OG0000640	Praa.g_00807	Syao.g_00760
OG0000641	Praa.g_00812	Syao.g_00764
OG0000642	Praa.g_00813	Syao.g_00765
OG0000643	Praa.g_00814	Syao.g_00767
OG0000644	Praa.g_00815	Syao.g_00768
OG0000645	Praa.g_00816	Syao.g_00770
OG0000646	Praa.g_00818	Syao.g_00773
OG0000647	Praa.g_00819	Syao.g_00775
OG0000648	Praa.g_00821	Syao.g_00777
OG0000649	Praa.g_00822	Syao.g_00778
OG0000650	Praa.g_00823	Syao.g_00779
OG0000651	Praa.g_00824	Syao.g_00780
OG0000652	Praa.g_00825	Syao.g_00781
OG0000653	Praa.g_00827	Syao.g_00783
OG0000654	Praa.g_00828	Syao.g_00784
OG0000655	Praa.g_00829	Syao.g_00785
OG0000656	Praa.g_00832	Syao.g_00789
OG0000657	Praa.g_00840	Syao.g_00435
OG0000658	Praa.g_00841	Syao.g_00560
OG0000659	Praa.g_00842	Syao.g_00559
OG0000660	Praa.g_00846	Syao.g_00555
OG0000661	Praa.g_00848	Syao.g_00553
OG0000662	Praa.g_00850	Syao.g_00535
OG0000663	Praa.g_00852	Syao.g_00532
OG0000664	Praa.g_00853	Syao.g_00530
OG0000665	Praa.g_00857	Syao.g_01436
OG0000666	Praa.g_00858	Syao.g_02120
OG0000667	Praa.g_00862	Syao.g_01375
OG0000668	Praa.g_00892	Syao.g_02678
OG0000669	Praa.g_00899	Syao.g_00955
OG0000670	Praa.g_00901	Syao.g_00958
OG0000671	Praa.g_00903	Syao.g_00960
OG0000672	Praa.g_00905	Syao.g_00963
OG0000673	Praa.g_00908	Syao.g_00966
OG0000674	Praa.g_00910	Syao.g_00968
OG0000675	Praa.g_00911	Syao.g_00969
OG0000676	Praa.g_00913	Syao.g_00971
OG0000677	Praa.g_00914	Syao.g_00972
OG0000678	Praa.g_00916	Syao.g_00974
OG0000679	Praa.g_00920	Syao.g_00981
OG0000680	Praa.g_00921	Syao.g_00982
OG0000681	Praa.g_00923	Syao.g_00985
OG0000682	Praa.g_00924	Syao.g_00986
OG0000683	Praa.g_00925	Syao.g_00987
OG0000684	Praa.g_00926	Syao.g_00990
OG0000685	Praa.g_00928	Syao.g_00733
OG0000686	Praa.g_00929	Syao.g_00734
OG0000687	Praa.g_00930	Syao.g_00735
OG0000688	Praa.g_00933	Syao.g_00741
OG0000689	Praa.g_00934	Syao.g_00743
OG0000690	Praa.g_00935	Syao.g_00744
OG0000691	Praa.g_00936	Syao.g_00745
OG0000692	Praa.g_00938	Syao.g_00747
OG0000693	Praa.g_00939	Syao.g_00748
OG0000694	Praa.g_00940	Syao.g_00749
OG0000695	Praa.g_00942	Syao.g_00639
OG0000696	Praa.g_00943	Syao.g_00638
OG0000697	Praa.g_00944	Syao.g_00636
OG0000698	Praa.g_00947	Syao.g_00633
OG0000699	Praa.g_00948	Syao.g_00631
OG0000700	Praa.g_00949	Syao.g_00630
OG0000701	Praa.g_00950	Syao.g_00629
OG0000702	Praa.g_00952	Syao.g_00705
OG0000703	Praa.g_00953	Syao.g_00693
OG0000704	Praa.g_00954	Syao.g_00689
OG0000705	Praa.g_00958	Syao.g_00682
OG0000706	Praa.g_00959	Syao.g_00681
OG0000707	Praa.g_00960	Syao.g_00680
OG0000708	Praa.g_00961	Syao.g_00677
OG0000709	Praa.g_00965	Syao.g_00670
OG0000710	Praa.g_00968	Syao.g_00666
OG0000711	Praa.g_00985	Syao.g_00815
OG0000712	Praa.g_00987	Syao.g_00813
OG0000713	Praa.g_00988	Syao.g_00812
OG0000714	Praa.g_00989	Syao.g_00810
OG0000715	Praa.g_00991	Syao.g_00808
OG0000716	Praa.g_00993	Syao.g_00804
OG0000717	Praa.g_00994	Syao.g_00803
OG0000718	Praa.g_01008	Syao.g_00794
OG0000719	Praa.g_01010	Syao.g_00444
OG0000720	Praa.g_01019	Syao.g_00457
OG0000721	Praa.g_01021	Syao.g_00459
OG0000722	Praa.g_01022	Syao.g_00460
OG0000723	Praa.g_01025	Syao.g_00469
OG0000724	Praa.g_01034	Syao.g_00513
OG0000725	Praa.g_01040	Syao.g_00385
OG0000726	Praa.g_01041	Syao.g_00384
OG0000727	Praa.g_01042	Syao.g_00383
OG0000728	Praa.g_01044	Syao.g_00381
OG0000729	Praa.g_01091	Syao.g_02190
OG0000730	Praa.g_01095	Syao.g_01880
OG0000731	Praa.g_01099	Syao.g_01868
OG0000732	Praa.g_01109	Syao.g_02218
OG0000733	Praa.g_01128	Syao.g_01427
OG0000734	Praa.g_01145	Syao.g_02592
OG0000735	Praa.g_01147	Syao.g_00140
OG0000736	Praa.g_01148	Syao.g_00139
OG0000737	Praa.g_01149	Syao.g_00138
OG0000738	Praa.g_01153	Syao.g_00132
OG0000739	Praa.g_01154	Syao.g_00131
OG0000740	Praa.g_01155	Syao.g_00130
OG0000741	Praa.g_01156	Syao.g_00127
OG0000742	Praa.g_01158	Syao.g_00124
OG0000743	Praa.g_01160	Syao.g_00217
OG0000744	Praa.g_01161	Syao.g_00216
OG0000745	Praa.g_01162	Syao.g_00213
OG0000746	Praa.g_01164	Syao.g_00210
OG0000747	Praa.g_01165	Syao.g_00208
OG0000748	Praa.g_01168	Syao.g_00193
OG0000749	Praa.g_01169	Syao.g_00192
OG0000750	Praa.g_01170	Syao.g_00191
OG0000751	Praa.g_01172	Syao.g_00185
OG0000752	Praa.g_01174	Syao.g_00183
OG0000753	Praa.g_01177	Syao.g_00180
OG0000754	Praa.g_01180	Syao.g_00175
OG0000755	Praa.g_01183	Syao.g_00021
OG0000756	Praa.g_01184	Syao.g_00229
OG0000757	Praa.g_01190	Syao.g_00252
OG0000758	Praa.g_01191	Syao.g_00251
OG0000759	Praa.g_01192	Syao.g_00250
OG0000760	Praa.g_01193	Syao.g_00249
OG0000761	Praa.g_01194	Syao.g_00248
OG0000762	Praa.g_01195	Syao.g_00246
OG0000763	Praa.g_01197	Syao.g_00242
OG0000764	Praa.g_01198	Syao.g_00241
OG0000765	Praa.g_01207	Syao.g_00267
OG0000766	Praa.g_01208	Syao.g_00266
OG0000767	Praa.g_01210	Syao.g_00264
OG0000768	Praa.g_01211	Syao.g_00263
OG0000769	Praa.g_01213	Syao.g_00261
OG0000770	Praa.g_01215	Syao.g_00257
OG0000771	Praa.g_01224	Syao.g_00506
OG0000772	Praa.g_01290	Syao.g_01523
OG0000773	Praa.g_01309	Syao.g_01447
OG0000774	Praa.g_01311	Syao.g_01442
OG0000775	Praa.g_01313	Syao.g_01440
OG0000776	Praa.g_01314	Syao.g_01439
OG0000777	Praa.g_01315	Syao.g_01438
OG0000778	Praa.g_01316	Syao.g_01437
OG0000779	Praa.g_01320	Syao.g_01469
OG0000780	Praa.g_01321	Syao.g_01456
OG0000781	Praa.g_01324	Syao.g_01452
OG0000782	Praa.g_01325	Syao.g_01451
OG0000783	Praa.g_01326	Syao.g_01450
OG0000784	Praa.g_01327	Syao.g_01449
OG0000785	Praa.g_01329	Syao.g_01481
OG0000786	Praa.g_01331	Syao.g_01473
OG0000787	Praa.g_01332	Syao.g_01472
OG0000788	Praa.g_01353	Syao.g_00870
OG0000789	Praa.g_01356	Syao.g_00623
OG0000790	Praa.g_01371	Syao.g_00041, Syao.g_00315
OG0000791	Praa.g_01373	Syao.g_00043
OG0000792	Praa.g_01374	Syao.g_00044
OG0000793	Praa.g_01377	Syao.g_02700
OG0000794	Praa.g_01378	Syao.g_02703
OG0000795	Praa.g_01379	Syao.g_02704
OG0000796	Praa.g_01383	Syao.g_02708
OG0000797	Praa.g_01384	Syao.g_02709
OG0000798	Praa.g_01393	Syao.g_02066
OG0000799	Praa.g_01458	Syao.g_01525
OG0000800	Praa.g_01459	Syao.g_01526
OG0000801	Praa.g_01460	Syao.g_01527
OG0000802	Praa.g_01462	Syao.g_01531
OG0000803	Praa.g_01464	Syao.g_01534
OG0000804	Praa.g_01465	Syao.g_01537
OG0000805	Praa.g_01467	Syao.g_01502
OG0000806	Praa.g_01469	Syao.g_01504
OG0000807	Praa.g_01470	Syao.g_01506
OG0000808	Praa.g_01471	Syao.g_01507
OG0000809	Praa.g_01474	Syao.g_01511
OG0000810	Praa.g_01475	Syao.g_01482
OG0000811	Praa.g_01479	Syao.g_01490
OG0000812	Praa.g_01481	Syao.g_01492
OG0000813	Praa.g_01482	Syao.g_01493
OG0000814	Praa.g_01484	Syao.g_01495
OG0000815	Praa.g_01485	Syao.g_01499
OG0000816	Praa.g_01487	Syao.g_01471
OG0000817	Praa.g_01488	Syao.g_01519
OG0000818	Praa.g_01493	Syao.g_00062
OG0000819	Praa.g_01494	Syao.g_00063
OG0000820	Praa.g_01495	Syao.g_00064
OG0000821	Praa.g_01499	Syao.g_00070
OG0000822	Praa.g_01500	Syao.g_00072
OG0000823	Praa.g_01501	Syao.g_00073
OG0000824	Praa.g_01504	Syao.g_00079
OG0000825	Praa.g_01505	Syao.g_00080
OG0000826	Praa.g_01506	Syao.g_00081
OG0000827	Praa.g_01507	Syao.g_00082
OG0000828	Praa.g_01510	Syao.g_00085
OG0000829	Praa.g_01511	Syao.g_00086
OG0000830	Praa.g_01512	Syao.g_00087
OG0000831	Praa.g_01514	Syao.g_00089
OG0000832	Praa.g_01520	Syao.g_01696
OG0000833	Praa.g_01528	Syao.g_01612
OG0000834	Praa.g_01529	Syao.g_01610
OG0000835	Praa.g_01530	Syao.g_01609
OG0000836	Praa.g_01531	Syao.g_01606
OG0000837	Praa.g_01532	Syao.g_01605
OG0000838	Praa.g_01534	Syao.g_01601
OG0000839	Praa.g_01535	Syao.g_01600
OG0000840	Praa.g_01536	Syao.g_01599
OG0000841	Praa.g_01537	Syao.g_01598
OG0000842	Praa.g_01538	Syao.g_01597
OG0000843	Praa.g_01539	Syao.g_01596
OG0000844	Praa.g_01541	Syao.g_01594
OG0000845	Praa.g_01542	Syao.g_01593
OG0000846	Praa.g_01543	Syao.g_01592
OG0000847	Praa.g_01544	Syao.g_01591
OG0000848	Praa.g_01545	Syao.g_01589
OG0000849	Praa.g_01546	Syao.g_01588
OG0000850	Praa.g_01548	Syao.g_01585
OG0000851	Praa.g_01549	Syao.g_01582
OG0000852	Praa.g_01550	Syao.g_01581
OG0000853	Praa.g_01554	Syao.g_01577
OG0000854	Praa.g_01556	Syao.g_01575
OG0000855	Praa.g_01557	Syao.g_01574
OG0000856	Praa.g_01572	Syao.g_01327
OG0000857	Praa.g_01600	Syao.g_00774
OG0000858	Praa.g_01629	Syao.g_01567
OG0000859	Praa.g_01630	Syao.g_01566
OG0000860	Praa.g_01637	Syao.g_01552
OG0000861	Praa.g_01638	Syao.g_01551
OG0000862	Praa.g_01639	Syao.g_01542
OG0000863	Praa.g_01641	Syao.g_01540
OG0000864	Praa.g_01642	Syao.g_01017
OG0000866	Praa.g_01644	Syao.g_01686
OG0000867	Praa.g_01645	Syao.g_01685
OG0000868	Praa.g_01646	Syao.g_01682
OG0000869	Praa.g_01650	Syao.g_01677
OG0000870	Praa.g_01655	Syao.g_01672
OG0000871	Praa.g_01656	Syao.g_01671
OG0000872	Praa.g_01657	Syao.g_01665
OG0000873	Praa.g_01660	Syao.g_01662
OG0000874	Praa.g_01663	Syao.g_01660
OG0000875	Praa.g_01665	Syao.g_01658
OG0000876	Praa.g_01666	Syao.g_00536
OG0000877	Praa.g_01668	Syao.g_01654
OG0000878	Praa.g_01669	Syao.g_01653
OG0000879	Praa.g_01670	Syao.g_01652
OG0000880	Praa.g_01671	Syao.g_01651
OG0000881	Praa.g_01675	Syao.g_01647
OG0000882	Praa.g_01680	Syao.g_01642
OG0000883	Praa.g_01682	Syao.g_01638
OG0000884	Praa.g_01684	Syao.g_01636
OG0000885	Praa.g_01685	Syao.g_01635
OG0000886	Praa.g_01686	Syao.g_01634
OG0000887	Praa.g_01687	Syao.g_01633
OG0000888	Praa.g_01689	Syao.g_01631
OG0000889	Praa.g_01691	Syao.g_01629
OG0000890	Praa.g_01692	Syao.g_01626
OG0000891	Praa.g_01693	Syao.g_01625
OG0000892	Praa.g_01695	Syao.g_01695
OG0000893	Praa.g_01699	Syao.g_01934
OG0000894	Praa.g_01701	Syao.g_01937
OG0000895	Praa.g_01704	Syao.g_01916
OG0000896	Praa.g_01705	Syao.g_01917
OG0000897	Praa.g_01707	Syao.g_01919
OG0000898	Praa.g_01708	Syao.g_01920
OG0000899	Praa.g_01709	Syao.g_01921
OG0000900	Praa.g_01710	Syao.g_01922
OG0000901	Praa.g_01713	Syao.g_01927
OG0000902	Praa.g_01715	Syao.g_01929
OG0000903	Praa.g_01718	Syao.g_01798
OG0000904	Praa.g_01720	Syao.g_01804
OG0000905	Praa.g_01725	Syao.g_01862
OG0000906	Praa.g_01726	Syao.g_01931
OG0000907	Praa.g_01733	Syao.g_01796
OG0000908	Praa.g_01736	Syao.g_01793
OG0000909	Praa.g_01737	Syao.g_01792
OG0000910	Praa.g_01738	Syao.g_01791
OG0000911	Praa.g_01740	Syao.g_01789
OG0000912	Praa.g_01741	Syao.g_01788
OG0000913	Praa.g_01742	Syao.g_01787
OG0000914	Praa.g_01743	Syao.g_01786
OG0000915	Praa.g_01744	Syao.g_01784
OG0000916	Praa.g_01745	Syao.g_01783
OG0000917	Praa.g_01746	Syao.g_01782
OG0000918	Praa.g_01747	Syao.g_01781
OG0000919	Praa.g_01748	Syao.g_01780
OG0000920	Praa.g_01749	Syao.g_01779
OG0000921	Praa.g_01750	Syao.g_01778
OG0000922	Praa.g_01751	Syao.g_01777
OG0000923	Praa.g_01755	Syao.g_01772
OG0000924	Praa.g_01756	Syao.g_01771
OG0000925	Praa.g_01757	Syao.g_01770
OG0000926	Praa.g_01758	Syao.g_01769
OG0000927	Praa.g_01760	Syao.g_01767
OG0000928	Praa.g_01761	Syao.g_01766
OG0000929	Praa.g_01762	Syao.g_01765
OG0000930	Praa.g_01763	Syao.g_01764
OG0000931	Praa.g_01764	Syao.g_01763
OG0000932	Praa.g_01765	Syao.g_01762
OG0000933	Praa.g_01769	Syao.g_01811
OG0000934	Praa.g_01771	Syao.g_01809
OG0000935	Praa.g_01772	Syao.g_01808
OG0000936	Praa.g_01773	Syao.g_01843
OG0000937	Praa.g_01774	Syao.g_01842
OG0000938	Praa.g_01776	Syao.g_01839
OG0000939	Praa.g_01777	Syao.g_01838
OG0000940	Praa.g_01784	Syao.g_01830
OG0000941	Praa.g_01786	Syao.g_01828
OG0000942	Praa.g_01788	Syao.g_01826
OG0000943	Praa.g_01789	Syao.g_01824
OG0000944	Praa.g_01790	Syao.g_01822
OG0000945	Praa.g_01791	Syao.g_01821
OG0000946	Praa.g_01796	Syao.g_01852
OG0000947	Praa.g_01798	Syao.g_01849
OG0000948	Praa.g_01799	Syao.g_01848
OG0000949	Praa.g_01802	Syao.g_01970
OG0000950	Praa.g_01807	Syao.g_01957
OG0000951	Praa.g_01811	Syao.g_02262
OG0000952	Praa.g_01815	Syao.g_02266
OG0000953	Praa.g_01818	Syao.g_02130
OG0000954	Praa.g_01822	Syao.g_02135
OG0000955	Praa.g_01823	Syao.g_02136
OG0000956	Praa.g_01825	Syao.g_02138
OG0000957	Praa.g_01830	Syao.g_01951
OG0000958	Praa.g_01831	Syao.g_01950
OG0000959	Praa.g_01835	Syao.g_01947
OG0000960	Praa.g_01836	Syao.g_01946
OG0000961	Praa.g_01838	Syao.g_02496
OG0000962	Praa.g_01840	Syao.g_02191
OG0000963	Praa.g_01844	Syao.g_02186
OG0000964	Praa.g_01845	Syao.g_02185
OG0000965	Praa.g_01846	Syao.g_02184
OG0000966	Praa.g_01853	Syao.g_02172
OG0000967	Praa.g_01858	Syao.g_02167
OG0000968	Praa.g_01860	Syao.g_02199
OG0000969	Praa.g_01861	Syao.g_02200
OG0000970	Praa.g_01862	Syao.g_02201
OG0000971	Praa.g_01863	Syao.g_02203
OG0000972	Praa.g_01864	Syao.g_02204
OG0000973	Praa.g_01865	Syao.g_02205
OG0000974	Praa.g_01866	Syao.g_02206
OG0000975	Praa.g_01867	Syao.g_02207
OG0000976	Praa.g_01868	Syao.g_02208
OG0000977	Praa.g_01869	Syao.g_02210
OG0000978	Praa.g_01870	Syao.g_02211
OG0000979	Praa.g_01873	Syao.g_02214
OG0000980	Praa.g_01875	Syao.g_02217
OG0000981	Praa.g_01877	Syao.g_02220
OG0000982	Praa.g_01879	Syao.g_02437
OG0000983	Praa.g_01880	Syao.g_02438
OG0000984	Praa.g_01881	Syao.g_02439
OG0000985	Praa.g_01884	Syao.g_02443
OG0000986	Praa.g_01886	Syao.g_02445
OG0000987	Praa.g_01887	Syao.g_02447
OG0000988	Praa.g_01890	Syao.g_02452
OG0000989	Praa.g_01893	Syao.g_02368
OG0000990	Praa.g_01896	Syao.g_02362
OG0000991	Praa.g_01897	Syao.g_02354
OG0000992	Praa.g_01899	Syao.g_02279
OG0000993	Praa.g_01900	Syao.g_02280
OG0000994	Praa.g_01901	Syao.g_02283
OG0000995	Praa.g_01905	Syao.g_02287
OG0000996	Praa.g_01906	Syao.g_02305
OG0000997	Praa.g_01907	Syao.g_02326
OG0000998	Praa.g_01909	Syao.g_02328
OG0000999	Praa.g_01910	Syao.g_02329
OG0001000	Praa.g_01913	Syao.g_02333
OG0001001	Praa.g_01915	Syao.g_02338
OG0001002	Praa.g_01919	Syao.g_02345
OG0001003	Praa.g_01920	Syao.g_02347
OG0001004	Praa.g_01921	Syao.g_02348
OG0001005	Praa.g_01922	Syao.g_02194
OG0001006	Praa.g_01926	Syao.g_02159
OG0001007	Praa.g_01928	Syao.g_02161
OG0001009	Praa.g_00027	Syao.g_02239
OG0001010	Praa.g_00028	Syao.g_02238
OG0001011	Praa.g_00029	Syao.g_02236
OG0001012	Praa.g_00043	Syao.g_00322
OG0001013	Praa.g_00048	Syao.g_02413
OG0001014	Praa.g_00051	Syao.g_02407
OG0001015	Praa.g_00052	Syao.g_02406
OG0001016	Praa.g_00073	Syao.g_02622
OG0001017	Praa.g_00077	Syao.g_02628
OG0001018	Praa.g_00080	Syao.g_02630
OG0001019	Praa.g_00089	Syao.g_02654
OG0001020	Praa.g_00090	Syao.g_02663
OG0001021	Praa.g_00091	Syao.g_02666
OG0001022	Praa.g_00094	Syao.g_02670
OG0001023	Praa.g_00095	Syao.g_02671
OG0001024	Praa.g_00098	Syao.g_01018
OG0001025	Praa.g_00104	Syao.g_02597
OG0001026	Praa.g_00111	Syao.g_02594
OG0001027	Praa.g_00112	Syao.g_02564
OG0001028	Praa.g_00114	Syao.g_02568
OG0001029	Praa.g_00115	Syao.g_02570
OG0001030	Praa.g_00130	Syao.g_02545
OG0001031	Praa.g_00186	Syao.g_02528
OG0001032	Praa.g_00187	Syao.g_02530
OG0001033	Praa.g_00208	Syao.g_01016
OG0001034	Praa.g_00236	Syao.g_01704
OG0001035	Praa.g_00254	Syao.g_02101
OG0001036	Praa.g_00259	Syao.g_02096
OG0001037	Praa.g_00260	Syao.g_02094
OG0001038	Praa.g_00278	Syao.g_02065
OG0001039	Praa.g_00281	Syao.g_02062
OG0001040	Praa.g_00283	Syao.g_02059
OG0001041	Praa.g_00287	Syao.g_02055
OG0001042	Praa.g_00304	Syao.g_02032
OG0001043	Praa.g_00305	Syao.g_02028
OG0001044	Praa.g_00333	Syao.g_01878
OG0001045	Praa.g_00341	Syao.g_01865
OG0001046	Praa.g_00378	Syao.g_00827
OG0001047	Praa.g_00438	Syao.g_01739
OG0001048	Praa.g_00439	Syao.g_01740
OG0001049	Praa.g_00441	Syao.g_01616
OG0001050	Praa.g_00442	Syao.g_01618
OG0001051	Praa.g_00443	Syao.g_01619
OG0001052	Praa.g_00471	Syao.g_02686
OG0001053	Praa.g_00483	Syao.g_00025
OG0001054	Praa.g_00498	Syao.g_00104
OG0001055	Praa.g_00517	Syao.g_00156
OG0001056	Praa.g_00536	Syao.g_01417
OG0001057	Praa.g_00541	Syao.g_00879
OG0001058	Praa.g_00550	Syao.g_00862
OG0001059	Praa.g_00554	Syao.g_00858
OG0001060	Praa.g_00561	Syao.g_00852
OG0001062	Praa.g_00576	Syao.g_01050
OG0001063	Praa.g_00578	Syao.g_01042
OG0001064	Praa.g_00579	Syao.g_01041
OG0001065	Praa.g_00580	Syao.g_01040
OG0001066	Praa.g_00581	Syao.g_01039
OG0001067	Praa.g_00582	Syao.g_01038
OG0001068	Praa.g_00583	Syao.g_01037
OG0001069	Praa.g_00584	Syao.g_01036
OG0001070	Praa.g_00587	Syao.g_01032
OG0001071	Praa.g_00588	Syao.g_01031
OG0001072	Praa.g_00590	Syao.g_01027
OG0001073	Praa.g_00604	Syao.g_00991
OG0001074	Praa.g_00615	Syao.g_00392
OG0001075	Praa.g_00616	Syao.g_00391
OG0001076	Praa.g_00624	Syao.g_01339
OG0001077	Praa.g_00628	Syao.g_01323
OG0001078	Praa.g_00636	Syao.g_00895
OG0001079	Praa.g_00647	Syao.g_00911
OG0001081	Praa.g_00655	Syao.g_00925
OG0001082	Praa.g_00656	Syao.g_00926
OG0001083	Praa.g_00661	Syao.g_00934
OG0001084	Praa.g_00662	Syao.g_00935
OG0001085	Praa.g_00670	Syao.g_00947
OG0001086	Praa.g_00671	Syao.g_00949
OG0001087	Praa.g_00688	Syao.g_01419
OG0001088	Praa.g_00689	Syao.g_00211
OG0001089	Praa.g_00697	Syao.g_00376
OG0001090	Praa.g_00712	Syao.g_00494
OG0001091	Praa.g_00714	Syao.g_00491
OG0001092	Praa.g_00715	Syao.g_00489
OG0001093	Praa.g_00720	Syao.g_00482
OG0001094	Praa.g_00797	Syao.g_00750
OG0001095	Praa.g_00817	Syao.g_00771
OG0001096	Praa.g_00830	Syao.g_00786
OG0001097	Praa.g_00849	Syao.g_00552
OG0001098	Praa.g_00864	Syao.g_00731
OG0001099	Praa.g_00896	Syao.g_02569
OG0001100	Praa.g_00900	Syao.g_00957
OG0001101	Praa.g_00902	Syao.g_00959
OG0001102	Praa.g_00904	Syao.g_00962
OG0001103	Praa.g_00906	Syao.g_00964
OG0001105	Praa.g_00931	Syao.g_00736
OG0001106	Praa.g_00955	Syao.g_00688
OG0001107	Praa.g_00962	Syao.g_00676
OG0001108	Praa.g_00966	Syao.g_00669
OG0001109	Praa.g_00967	Syao.g_00667
OG0001110	Praa.g_00969	Syao.g_00665
OG0001111	Praa.g_00970	Syao.g_00663
OG0001112	Praa.g_00971	Syao.g_00661
OG0001113	Praa.g_00972	Syao.g_00660
OG0001114	Praa.g_00973	Syao.g_00659
OG0001115	Praa.g_00975	Syao.g_00832
OG0001116	Praa.g_00976	Syao.g_00830
OG0001117	Praa.g_00977	Syao.g_00829
OG0001118	Praa.g_00978	Syao.g_00828
OG0001119	Praa.g_00979	Syao.g_00826
OG0001120	Praa.g_00981	Syao.g_00822
OG0001121	Praa.g_01125, Praa.g_00984	Syao.g_01294
OG0001122	Praa.g_01011	Syao.g_00445
OG0001123	Praa.g_01015	Syao.g_00451
OG0001124	Praa.g_01017	Syao.g_00453
OG0001125	Praa.g_01018	Syao.g_00456
OG0001126	Praa.g_01028	Syao.g_00504
OG0001127	Praa.g_01029	Syao.g_00505
OG0001128	Praa.g_01031	Syao.g_00508
OG0001129	Praa.g_01032	Syao.g_00510
OG0001130	Praa.g_01033	Syao.g_00511
OG0001131	Praa.g_01070	Syao.g_01387
OG0001132	Praa.g_01080	Syao.g_01221
OG0001133	Praa.g_01115	Syao.g_01333
OG0001134	Praa.g_01127	Syao.g_01428
OG0001135	Praa.g_01130	Syao.g_01424
OG0001136	Praa.g_01157	Syao.g_00126
OG0001137	Praa.g_01167	Syao.g_00194
OG0001138	Praa.g_01185	Syao.g_00227
OG0001139	Praa.g_01186	Syao.g_00225
OG0001140	Praa.g_01187	Syao.g_00224
OG0001141	Praa.g_01188	Syao.g_00254
OG0001142	Praa.g_01189	Syao.g_00253
OG0001143	Praa.g_01196	Syao.g_00243
OG0001144	Praa.g_01201	Syao.g_00276
OG0001145	Praa.g_01310	Syao.g_01446
OG0001146	Praa.g_01322	Syao.g_01455
OG0001147	Praa.g_01352	Syao.g_00095
OG0001148	Praa.g_01368	Syao.g_00038
OG0001149	Praa.g_01369	Syao.g_00039
OG0001150	Praa.g_01370	Syao.g_00040
OG0001151	Praa.g_01381	Syao.g_02706
OG0001152	Praa.g_01382	Syao.g_02707
OG0001153	Praa.g_01508	Syao.g_00083
OG0001154	Praa.g_01509	Syao.g_00084
OG0001155	Praa.g_01521	Syao.g_01747
OG0001156	Praa.g_01524	Syao.g_01744
OG0001157	Praa.g_01525	Syao.g_01743
OG0001158	Praa.g_01526	Syao.g_01742
OG0001159	Praa.g_01527	Syao.g_01741
OG0001160	Praa.g_01552	Syao.g_01579
OG0001161	Praa.g_01565	Syao.g_02373
OG0001162	Praa.g_01576	Syao.g_02650
OG0001163	Praa.g_01627	Syao.g_01571
OG0001164	Praa.g_01631	Syao.g_01564
OG0001165	Praa.g_01634	Syao.g_01559
OG0001166	Praa.g_01654	Syao.g_01673
OG0001167	Praa.g_01672	Syao.g_01006
OG0001168	Praa.g_01674	Syao.g_01648
OG0001169	Praa.g_01676	Syao.g_01646
OG0001170	Praa.g_01678	Syao.g_01644
OG0001171	Praa.g_01688	Syao.g_01632
OG0001172	Praa.g_01702	Syao.g_01914
OG0001173	Praa.g_01703	Syao.g_01915
OG0001174	Praa.g_01711	Syao.g_01923
OG0001175	Praa.g_01712	Syao.g_01924
OG0001176	Praa.g_01719	Syao.g_01799
OG0001177	Praa.g_01722	Syao.g_01802
OG0001178	Praa.g_01727	Syao.g_01541
OG0001179	Praa.g_01759	Syao.g_01768
OG0001180	Praa.g_01781	Syao.g_01833
OG0001181	Praa.g_01785	Syao.g_01829
OG0001182	Praa.g_01792	Syao.g_01820
OG0001183	Praa.g_01797	Syao.g_01851
OG0001184	Praa.g_01813	Syao.g_02264
OG0001185	Praa.g_01827	Syao.g_02147
OG0001186	Praa.g_01850	Syao.g_02173
OG0001187	Praa.g_01854	Syao.g_02171
OG0001188	Praa.g_01857	Syao.g_02169
