Orthogroup	Praa	Syaq
OG0000582	Praa.g_00608	Syaq.g_02012
OG0000583	Praa.g_00609	Syaq.g_02013
OG0000584	Praa.g_00610	Syaq.g_02014
OG0000585	Praa.g_00612	Syaq.g_02017
OG0000586	Praa.g_00613	Syaq.g_02018
OG0000587	Praa.g_00614	Syaq.g_02020
OG0000588	Praa.g_00618	Syaq.g_02043
OG0000589	Praa.g_00621	Syaq.g_02057
OG0000590	Praa.g_00622	Syaq.g_02058
OG0000591	Praa.g_00625	Syaq.g_02066
OG0000592	Praa.g_00626	Syaq.g_02067
OG0000593	Praa.g_00632	Syaq.g_02078
OG0000594	Praa.g_00633	Syaq.g_02079
OG0000595	Praa.g_00634	Syaq.g_02080
OG0000596	Praa.g_00638	Syaq.g_02085
OG0000597	Praa.g_00640	Syaq.g_02088
OG0000598	Praa.g_00641	Syaq.g_02089
OG0000599	Praa.g_00644	Syaq.g_02096
OG0000600	Praa.g_00645	Syaq.g_02097
OG0000601	Praa.g_00646	Syaq.g_02098
OG0000602	Praa.g_00648	Syaq.g_02104
OG0000603	Praa.g_00649	Syaq.g_02105
OG0000604	Praa.g_00650	Syaq.g_02107
OG0000605	Praa.g_00651	Syaq.g_02151
OG0000606	Praa.g_00654	Syaq.g_02231
OG0000607	Praa.g_00657	Syaq.g_02234
OG0000608	Praa.g_00658	Syaq.g_02235
OG0000609	Praa.g_00659	Syaq.g_02237
OG0000610	Praa.g_00664	Syaq.g_02244
OG0000611	Praa.g_00667	Syaq.g_02247
OG0000612	Praa.g_00668	Syaq.g_02248
OG0000613	Praa.g_00673	Syaq.g_00885
OG0000614	Praa.g_00692	Syaq.g_02588
OG0000615	Praa.g_00700	Syaq.g_02302
OG0000616	Praa.g_00704	Syaq.g_01168
OG0000617	Praa.g_00717	Syaq.g_00031
OG0000618	Praa.g_00718	Syaq.g_00032
OG0000619	Praa.g_00719	Syaq.g_00033
OG0000620	Praa.g_00722	Syaq.g_00038
OG0000621	Praa.g_00723	Syaq.g_00039
OG0000622	Praa.g_00724	Syaq.g_00040
OG0000623	Praa.g_00725	Syaq.g_00041
OG0000624	Praa.g_00726	Syaq.g_00042
OG0000625	Praa.g_00727	Syaq.g_00043
OG0000626	Praa.g_00728	Syaq.g_00044
OG0000627	Praa.g_00729	Syaq.g_02425
OG0000628	Praa.g_00730	Syaq.g_02426
OG0000629	Praa.g_00731	Syaq.g_02429
OG0000630	Praa.g_00734	Syaq.g_02433
OG0000631	Praa.g_00794	Syaq.g_02441
OG0000632	Praa.g_00795	Syaq.g_02442
OG0000633	Praa.g_00796	Syaq.g_02444
OG0000634	Praa.g_00799	Syaq.g_02336
OG0000635	Praa.g_00800	Syaq.g_02337
OG0000636	Praa.g_00802	Syaq.g_02339
OG0000637	Praa.g_00804	Syaq.g_02341
OG0000638	Praa.g_00805	Syaq.g_02342
OG0000639	Praa.g_00806	Syaq.g_02343
OG0000640	Praa.g_00807	Syaq.g_02344
OG0000641	Praa.g_00812	Syaq.g_02348
OG0000642	Praa.g_00813	Syaq.g_02349
OG0000643	Praa.g_00814	Syaq.g_02350
OG0000644	Praa.g_00815	Syaq.g_02351
OG0000645	Praa.g_00816	Syaq.g_02353
OG0000646	Praa.g_00818	Syaq.g_02356
OG0000647	Praa.g_00819	Syaq.g_02358
OG0000648	Praa.g_00821	Syaq.g_02360
OG0000649	Praa.g_00822	Syaq.g_02361
OG0000650	Praa.g_00823	Syaq.g_02362
OG0000651	Praa.g_00824	Syaq.g_02363
OG0000652	Praa.g_00825	Syaq.g_02364
OG0000653	Praa.g_00827	Syaq.g_02367
OG0000654	Praa.g_00828	Syaq.g_02368
OG0000655	Praa.g_00829	Syaq.g_02369
OG0000656	Praa.g_00832	Syaq.g_02372
OG0000657	Praa.g_00840	Syaq.g_02382
OG0000658	Praa.g_00841	Syaq.g_02385
OG0000659	Praa.g_00842	Syaq.g_02386
OG0000660	Praa.g_00846	Syaq.g_02390
OG0000661	Praa.g_00848	Syaq.g_02392
OG0000662	Praa.g_00850	Syaq.g_02394
OG0000663	Praa.g_00852	Syaq.g_02397
OG0000664	Praa.g_00853	Syaq.g_02400
OG0000665	Praa.g_00857	Syaq.g_02124
OG0000666	Praa.g_00858	Syaq.g_02117
OG0000667	Praa.g_00862	Syaq.g_02222
OG0000668	Praa.g_00892	Syaq.g_00068
OG0000669	Praa.g_00899	Syaq.g_02260
OG0000670	Praa.g_00901	Syaq.g_00079
OG0000671	Praa.g_00903	Syaq.g_02264
OG0000672	Praa.g_00905	Syaq.g_02267
OG0000673	Praa.g_00908	Syaq.g_02270
OG0000674	Praa.g_00910	Syaq.g_02272
OG0000675	Praa.g_00911	Syaq.g_02273
OG0000676	Praa.g_00913	Syaq.g_02275
OG0000677	Praa.g_00914	Syaq.g_02276
OG0000678	Praa.g_00916	Syaq.g_02282
OG0000679	Praa.g_00920	Syaq.g_02305
OG0000680	Praa.g_00921	Syaq.g_02306
OG0000681	Praa.g_00923	Syaq.g_02309
OG0000682	Praa.g_00924	Syaq.g_02310
OG0000683	Praa.g_00925	Syaq.g_02311
OG0000684	Praa.g_00926	Syaq.g_02315
OG0000685	Praa.g_00928	Syaq.g_02317
OG0000686	Praa.g_00929	Syaq.g_02318
OG0000687	Praa.g_00930	Syaq.g_02319
OG0000688	Praa.g_00933	Syaq.g_02325
OG0000689	Praa.g_00934	Syaq.g_02327
OG0000690	Praa.g_00935	Syaq.g_02328
OG0000691	Praa.g_00936	Syaq.g_02329
OG0000692	Praa.g_00938	Syaq.g_02330
OG0000693	Praa.g_00939	Syaq.g_02332
OG0000694	Praa.g_00940	Syaq.g_02333
OG0000695	Praa.g_00942	Syaq.g_02446
OG0000696	Praa.g_00943	Syaq.g_02447
OG0000697	Praa.g_00944	Syaq.g_02448
OG0000698	Praa.g_00947	Syaq.g_02451
OG0000699	Praa.g_00948	Syaq.g_02452
OG0000700	Praa.g_00949	Syaq.g_02453
OG0000701	Praa.g_00950	Syaq.g_02454
OG0000702	Praa.g_00952	Syaq.g_02467
OG0000703	Praa.g_00953	Syaq.g_02468
OG0000704	Praa.g_00954	Syaq.g_02470
OG0000705	Praa.g_00958	Syaq.g_02477
OG0000706	Praa.g_00959	Syaq.g_02478
OG0000707	Praa.g_00960	Syaq.g_02479
OG0000708	Praa.g_00961	Syaq.g_02482
OG0000709	Praa.g_00965	Syaq.g_02490
OG0000710	Praa.g_00968	Syaq.g_02494
OG0000711	Praa.g_00985	Syaq.g_02521
OG0000712	Praa.g_00987	Syaq.g_02523
OG0000713	Praa.g_00988	Syaq.g_02524
OG0000714	Praa.g_00989	Syaq.g_02527
OG0000715	Praa.g_00991	Syaq.g_02529
OG0000716	Praa.g_00993	Syaq.g_02533
OG0000717	Praa.g_00994	Syaq.g_02534
OG0000718	Praa.g_01008	Syaq.g_00072
OG0000719	Praa.g_01010	Syaq.g_00070
OG0000720	Praa.g_01019	Syaq.g_00057
OG0000721	Praa.g_01021	Syaq.g_00055
OG0000722	Praa.g_01022	Syaq.g_00054
OG0000723	Praa.g_01025	Syaq.g_00046
OG0000724	Praa.g_01034	Syaq.g_02685
OG0000725	Praa.g_01040	Syaq.g_02676
OG0000726	Praa.g_01041	Syaq.g_02675
OG0000727	Praa.g_01042	Syaq.g_02674
OG0000728	Praa.g_01044	Syaq.g_02672
OG0000729	Praa.g_01091	Syaq.g_01046
OG0000730	Praa.g_01095	Syaq.g_00561
OG0000731	Praa.g_01099	Syaq.g_00550
OG0000732	Praa.g_01109	Syaq.g_01098
OG0000733	Praa.g_01128	Syaq.g_01232
OG0000734	Praa.g_01145	Syaq.g_01479
OG0000735	Praa.g_01147	Syaq.g_00266
OG0000736	Praa.g_01148	Syaq.g_00265
OG0000737	Praa.g_01149	Syaq.g_00264
OG0000738	Praa.g_01153	Syaq.g_00258
OG0000739	Praa.g_01154	Syaq.g_00257
OG0000740	Praa.g_01155	Syaq.g_00256
OG0000741	Praa.g_01156	Syaq.g_00253
OG0000742	Praa.g_01158	Syaq.g_00250
OG0000743	Praa.g_01160	Syaq.g_00248
OG0000744	Praa.g_01161	Syaq.g_00247
OG0000745	Praa.g_01162	Syaq.g_00245
OG0000746	Praa.g_01164	Syaq.g_00242
OG0000747	Praa.g_01165	Syaq.g_00241
OG0000748	Praa.g_01168	Syaq.g_00227
OG0000749	Praa.g_01169	Syaq.g_00226
OG0000750	Praa.g_01170	Syaq.g_00225
OG0000751	Praa.g_01172	Syaq.g_00219
OG0000752	Praa.g_01174	Syaq.g_00217
OG0000753	Praa.g_01177	Syaq.g_00214
OG0000754	Praa.g_01180	Syaq.g_00209
OG0000755	Praa.g_01183	Syaq.g_00198
OG0000756	Praa.g_01184	Syaq.g_00197
OG0000757	Praa.g_01190	Syaq.g_00190
OG0000758	Praa.g_01191	Syaq.g_00189
OG0000759	Praa.g_01192	Syaq.g_00188
OG0000760	Praa.g_01193	Syaq.g_00187
OG0000761	Praa.g_01194	Syaq.g_00186
OG0000762	Praa.g_01195	Syaq.g_00183
OG0000763	Praa.g_01197	Syaq.g_00181
OG0000764	Praa.g_01198	Syaq.g_00180
OG0000765	Praa.g_01207	Syaq.g_00157
OG0000766	Praa.g_01208	Syaq.g_00156
OG0000767	Praa.g_01210	Syaq.g_00154
OG0000768	Praa.g_01211	Syaq.g_00153
OG0000769	Praa.g_01213	Syaq.g_00151
OG0000770	Praa.g_01215	Syaq.g_00148
OG0000771	Praa.g_01224	Syaq.g_02691
OG0000772	Praa.g_01290	Syaq.g_01887
OG0000773	Praa.g_01309	Syaq.g_00283
OG0000774	Praa.g_01311	Syaq.g_00288
OG0000775	Praa.g_01313	Syaq.g_00290
OG0000776	Praa.g_01314	Syaq.g_00291
OG0000777	Praa.g_01315	Syaq.g_00292
OG0000778	Praa.g_01316	Syaq.g_00293
OG0000779	Praa.g_01320	Syaq.g_00299
OG0000780	Praa.g_01321	Syaq.g_00304
OG0000781	Praa.g_01324	Syaq.g_00308
OG0000782	Praa.g_01325	Syaq.g_00309
OG0000783	Praa.g_01326	Syaq.g_00310
OG0000784	Praa.g_01327	Syaq.g_00311
OG0000785	Praa.g_01329	Syaq.g_00313
OG0000786	Praa.g_01331	Syaq.g_00328
OG0000787	Praa.g_01332	Syaq.g_00329
OG0000788	Praa.g_01353	Syaq.g_02099
OG0000789	Praa.g_01356	Syaq.g_02123
OG0000790	Praa.g_01371	Syaq.g_01758
OG0000791	Praa.g_01373	Syaq.g_01756
OG0000792	Praa.g_01374	Syaq.g_01755
OG0000793	Praa.g_01377	Syaq.g_01750
OG0000794	Praa.g_01378	Syaq.g_01749
OG0000795	Praa.g_01379	Syaq.g_01748
OG0000796	Praa.g_01383	Syaq.g_01744
OG0000797	Praa.g_01384	Syaq.g_01743
OG0000798	Praa.g_01393	Syaq.g_00760
OG0000799	Praa.g_01458	Syaq.g_00341
OG0000800	Praa.g_01459	Syaq.g_00342
OG0000801	Praa.g_01460	Syaq.g_00343
OG0000802	Praa.g_01462	Syaq.g_00350
OG0000803	Praa.g_01464	Syaq.g_00353
OG0000804	Praa.g_01465	Syaq.g_00358
OG0000805	Praa.g_01467	Syaq.g_00360
OG0000806	Praa.g_01469	Syaq.g_00362
OG0000807	Praa.g_01470	Syaq.g_00364
OG0000808	Praa.g_01471	Syaq.g_00365
OG0000809	Praa.g_01474	Syaq.g_00369
OG0000810	Praa.g_01475	Syaq.g_00370
OG0000811	Praa.g_01479	Syaq.g_00378
OG0000812	Praa.g_01481	Syaq.g_00380
OG0000813	Praa.g_01482	Syaq.g_00381
OG0000814	Praa.g_01484	Syaq.g_00383
OG0000815	Praa.g_01485	Syaq.g_00384
OG0000816	Praa.g_01487	Syaq.g_00386
OG0000817	Praa.g_01488	Syaq.g_00387
OG0000818	Praa.g_01493	Syaq.g_00392
OG0000819	Praa.g_01494	Syaq.g_00393
OG0000820	Praa.g_01495	Syaq.g_00394
OG0000821	Praa.g_01499	Syaq.g_00400
OG0000822	Praa.g_01500	Syaq.g_00402
OG0000823	Praa.g_01501	Syaq.g_00403
OG0000824	Praa.g_01504	Syaq.g_00409
OG0000825	Praa.g_01505	Syaq.g_00410
OG0000826	Praa.g_01506	Syaq.g_00411
OG0000827	Praa.g_01507	Syaq.g_00412
OG0000828	Praa.g_01510	Syaq.g_00415
OG0000829	Praa.g_01511	Syaq.g_00416
OG0000830	Praa.g_01512	Syaq.g_00417
OG0000831	Praa.g_01514	Syaq.g_00419
OG0000832	Praa.g_01520	Syaq.g_01737
OG0000833	Praa.g_01528	Syaq.g_01725
OG0000834	Praa.g_01529	Syaq.g_01724
OG0000835	Praa.g_01530	Syaq.g_01723
OG0000836	Praa.g_01531	Syaq.g_01720
OG0000837	Praa.g_01532	Syaq.g_01719
OG0000838	Praa.g_01534	Syaq.g_01715
OG0000839	Praa.g_01535	Syaq.g_01714
OG0000840	Praa.g_01536	Syaq.g_01713
OG0000841	Praa.g_01537	Syaq.g_01712
OG0000842	Praa.g_01538	Syaq.g_01711
OG0000843	Praa.g_01539	Syaq.g_01710
OG0000844	Praa.g_01541	Syaq.g_01708
OG0000845	Praa.g_01542	Syaq.g_01707
OG0000846	Praa.g_01543	Syaq.g_01706
OG0000847	Praa.g_01544	Syaq.g_01705
OG0000848	Praa.g_01545	Syaq.g_01703
OG0000849	Praa.g_01546	Syaq.g_01702
OG0000850	Praa.g_01548	Syaq.g_01699
OG0000851	Praa.g_01549	Syaq.g_01696
OG0000852	Praa.g_01550	Syaq.g_01695
OG0000853	Praa.g_01554	Syaq.g_01691
OG0000854	Praa.g_01556	Syaq.g_01689
OG0000855	Praa.g_01557	Syaq.g_01688
OG0000856	Praa.g_01572	Syaq.g_02069
OG0000857	Praa.g_01600	Syaq.g_02357
OG0000858	Praa.g_01629	Syaq.g_01682
OG0000859	Praa.g_01630	Syaq.g_01681
OG0000860	Praa.g_01637	Syaq.g_01671
OG0000861	Praa.g_01638	Syaq.g_01670
OG0000862	Praa.g_01639	Syaq.g_01668
OG0000863	Praa.g_01641	Syaq.g_01665
OG0000864	Praa.g_01642	Syaq.g_01664
OG0000865	Praa.g_01643	Syaq.g_01663
OG0000866	Praa.g_01644	Syaq.g_01662
OG0000867	Praa.g_01645	Syaq.g_01661
OG0000868	Praa.g_01646	Syaq.g_01659
OG0000869	Praa.g_01650	Syaq.g_01656
OG0000870	Praa.g_01655	Syaq.g_01651
OG0000871	Praa.g_01656	Syaq.g_01650
OG0000872	Praa.g_01657	Syaq.g_01644
OG0000873	Praa.g_01660	Syaq.g_01641
OG0000874	Praa.g_01663	Syaq.g_01637
OG0000875	Praa.g_01665	Syaq.g_01633
OG0000876	Praa.g_01666	Syaq.g_01631
OG0000877	Praa.g_01668	Syaq.g_01628
OG0000878	Praa.g_01669	Syaq.g_01627
OG0000879	Praa.g_01670	Syaq.g_01626
OG0000880	Praa.g_01671	Syaq.g_01625
OG0000881	Praa.g_01675	Syaq.g_01621
OG0000882	Praa.g_01680	Syaq.g_01616
OG0000883	Praa.g_01682	Syaq.g_01613
OG0000884	Praa.g_01684	Syaq.g_01611
OG0000885	Praa.g_01685	Syaq.g_01610
OG0000886	Praa.g_01686	Syaq.g_01609
OG0000887	Praa.g_01687	Syaq.g_01608
OG0000888	Praa.g_01689	Syaq.g_01606
OG0000889	Praa.g_01691	Syaq.g_01604
OG0000890	Praa.g_01692	Syaq.g_01597
OG0000891	Praa.g_01693	Syaq.g_01596
OG0000892	Praa.g_01695	Syaq.g_01594
OG0000893	Praa.g_01699	Syaq.g_00695
OG0000894	Praa.g_01701	Syaq.g_00692
OG0000895	Praa.g_01704	Syaq.g_00688
OG0000896	Praa.g_01705	Syaq.g_00687
OG0000897	Praa.g_01707	Syaq.g_00685
OG0000898	Praa.g_01708	Syaq.g_00684
OG0000899	Praa.g_01709	Syaq.g_00683
OG0000900	Praa.g_01710	Syaq.g_00682
OG0000901	Praa.g_01713	Syaq.g_00677
OG0000902	Praa.g_01715	Syaq.g_00671
OG0000903	Praa.g_01718	Syaq.g_00655
OG0000904	Praa.g_01720	Syaq.g_00660
OG0000905	Praa.g_01725	Syaq.g_00666
OG0000906	Praa.g_01726	Syaq.g_00669
OG0000907	Praa.g_01733	Syaq.g_00653
OG0000908	Praa.g_01736	Syaq.g_00650
OG0000909	Praa.g_01737	Syaq.g_00649
OG0000910	Praa.g_01738	Syaq.g_00648
OG0000911	Praa.g_01740	Syaq.g_00646
OG0000912	Praa.g_01741	Syaq.g_00645
OG0000913	Praa.g_01742	Syaq.g_00644
OG0000914	Praa.g_01743	Syaq.g_00643
OG0000915	Praa.g_01744	Syaq.g_00641
OG0000916	Praa.g_01745	Syaq.g_00640
OG0000917	Praa.g_01746	Syaq.g_00639
OG0000918	Praa.g_01747	Syaq.g_00638
OG0000919	Praa.g_01748	Syaq.g_00637
OG0000920	Praa.g_01749	Syaq.g_00636
OG0000921	Praa.g_01750	Syaq.g_00635
OG0000922	Praa.g_01751	Syaq.g_00634
OG0000923	Praa.g_01755	Syaq.g_00630
OG0000924	Praa.g_01756	Syaq.g_00629
OG0000925	Praa.g_01757	Syaq.g_00628
OG0000926	Praa.g_01758	Syaq.g_00627
OG0000927	Praa.g_01760	Syaq.g_00625
OG0000928	Praa.g_01761	Syaq.g_00624
OG0000929	Praa.g_01762	Syaq.g_00623
OG0000930	Praa.g_01763	Syaq.g_00622
OG0000931	Praa.g_01764	Syaq.g_00621
OG0000932	Praa.g_01765	Syaq.g_00620
OG0000933	Praa.g_01769	Syaq.g_00614
OG0000934	Praa.g_01771	Syaq.g_00612
OG0000935	Praa.g_01772	Syaq.g_00611
OG0000936	Praa.g_01773	Syaq.g_00610
OG0000937	Praa.g_01774	Syaq.g_00609
OG0000938	Praa.g_01776	Syaq.g_00606
OG0000939	Praa.g_01777	Syaq.g_00604
OG0000940	Praa.g_01784	Syaq.g_00597
OG0000941	Praa.g_01786	Syaq.g_00595
OG0000942	Praa.g_01788	Syaq.g_00593
OG0000943	Praa.g_01789	Syaq.g_00592
OG0000944	Praa.g_01790	Syaq.g_00590
OG0000945	Praa.g_01791	Syaq.g_00588
OG0000946	Praa.g_01796	Syaq.g_00580
OG0000947	Praa.g_01798	Syaq.g_00577
OG0000948	Praa.g_01799	Syaq.g_00576
OG0000949	Praa.g_01802	Syaq.g_00971
OG0000950	Praa.g_01807	Syaq.g_00984
OG0000951	Praa.g_01811	Syaq.g_00991
OG0000952	Praa.g_01815	Syaq.g_01002
OG0000953	Praa.g_01818	Syaq.g_01006
OG0000954	Praa.g_01822	Syaq.g_01012
OG0000955	Praa.g_01823	Syaq.g_01013
OG0000956	Praa.g_01825	Syaq.g_01015
OG0000957	Praa.g_01830	Syaq.g_01026
OG0000958	Praa.g_01831	Syaq.g_01027
OG0000959	Praa.g_01835	Syaq.g_01031
OG0000960	Praa.g_01836	Syaq.g_01032
OG0000961	Praa.g_01838	Syaq.g_01043
OG0000962	Praa.g_01840	Syaq.g_01045
OG0000963	Praa.g_01844	Syaq.g_01049
OG0000964	Praa.g_01845	Syaq.g_01050
OG0000965	Praa.g_01846	Syaq.g_01051
OG0000966	Praa.g_01853	Syaq.g_01060
OG0000967	Praa.g_01858	Syaq.g_01067
OG0000968	Praa.g_01860	Syaq.g_01071
OG0000969	Praa.g_01861	Syaq.g_01078
OG0000970	Praa.g_01862	Syaq.g_01079
OG0000971	Praa.g_01863	Syaq.g_01081
OG0000972	Praa.g_01864	Syaq.g_01082
OG0000973	Praa.g_01865	Syaq.g_01083
OG0000974	Praa.g_01866	Syaq.g_01084
OG0000975	Praa.g_01867	Syaq.g_01085
OG0000976	Praa.g_01868	Syaq.g_01086
OG0000977	Praa.g_01869	Syaq.g_01088
OG0000978	Praa.g_01870	Syaq.g_01091
OG0000979	Praa.g_01873	Syaq.g_01094
OG0000980	Praa.g_01875	Syaq.g_01097
OG0000981	Praa.g_01877	Syaq.g_01100
OG0000982	Praa.g_01879	Syaq.g_01263
OG0000983	Praa.g_01880	Syaq.g_01262
OG0000984	Praa.g_01881	Syaq.g_01261
OG0000985	Praa.g_01884	Syaq.g_01257
OG0000986	Praa.g_01886	Syaq.g_01253
OG0000987	Praa.g_01887	Syaq.g_01251
OG0000988	Praa.g_01890	Syaq.g_01245
OG0000989	Praa.g_01893	Syaq.g_01239
OG0000990	Praa.g_01896	Syaq.g_01229
OG0000991	Praa.g_01897	Syaq.g_01225
OG0000992	Praa.g_01899	Syaq.g_01222
OG0000993	Praa.g_01900	Syaq.g_01221
OG0000994	Praa.g_01901	Syaq.g_01218
OG0000995	Praa.g_01905	Syaq.g_01212
OG0000996	Praa.g_01906	Syaq.g_01193
OG0000997	Praa.g_01907	Syaq.g_01184
OG0000998	Praa.g_01909	Syaq.g_01182
OG0000999	Praa.g_01910	Syaq.g_01181
OG0001000	Praa.g_01913	Syaq.g_01177
OG0001001	Praa.g_01915	Syaq.g_01172
OG0001002	Praa.g_01919	Syaq.g_01165
OG0001003	Praa.g_01920	Syaq.g_01163
OG0001004	Praa.g_01921	Syaq.g_01162
OG0001005	Praa.g_01922	Syaq.g_01161
OG0001006	Praa.g_01926	Syaq.g_01152
OG0001007	Praa.g_01928	Syaq.g_01150
OG0001009	Praa.g_00027	Syaq.g_01118
OG0001010	Praa.g_00028	Syaq.g_01117
OG0001011	Praa.g_00029	Syaq.g_01115
OG0001012	Praa.g_00043	Syaq.g_01267
OG0001013	Praa.g_00048	Syaq.g_01289
OG0001014	Praa.g_00051	Syaq.g_01295
OG0001015	Praa.g_00052	Syaq.g_01296
OG0001016	Praa.g_00073	Syaq.g_01554
OG0001017	Praa.g_00077	Syaq.g_01548
OG0001018	Praa.g_00080	Syaq.g_01546
OG0001019	Praa.g_00089	Syaq.g_01524
OG0001020	Praa.g_00090	Syaq.g_01510
OG0001021	Praa.g_00091	Syaq.g_01506
OG0001022	Praa.g_00094	Syaq.g_01501
OG0001023	Praa.g_00095	Syaq.g_01500
OG0001024	Praa.g_00098	Syaq.g_01496
OG0001025	Praa.g_00104	Syaq.g_01490
OG0001026	Praa.g_00111	Syaq.g_01477
OG0001027	Praa.g_00112	Syaq.g_01474
OG0001028	Praa.g_00114	Syaq.g_01472
OG0001029	Praa.g_00115	Syaq.g_01470
OG0001030	Praa.g_00130	Syaq.g_01450
OG0001031	Praa.g_00186	Syaq.g_01378
OG0001032	Praa.g_00187	Syaq.g_01376
OG0001033	Praa.g_00208	Syaq.g_01344
OG0001034	Praa.g_00236	Syaq.g_01579
OG0001035	Praa.g_00254	Syaq.g_00726
OG0001036	Praa.g_00259	Syaq.g_00731
OG0001037	Praa.g_00260	Syaq.g_00733
OG0001038	Praa.g_00278	Syaq.g_00761
OG0001039	Praa.g_00281	Syaq.g_00764
OG0001040	Praa.g_00283	Syaq.g_00767
OG0001041	Praa.g_00287	Syaq.g_00772
OG0001042	Praa.g_00304	Syaq.g_00858
OG0001044	Praa.g_00333	Syaq.g_00560
OG0001045	Praa.g_00341	Syaq.g_00547
OG0001046	Praa.g_00378	Syaq.g_02509
OG0001047	Praa.g_00438	Syaq.g_00498
OG0001048	Praa.g_00439	Syaq.g_00497
OG0001049	Praa.g_00441	Syaq.g_00494
OG0001050	Praa.g_00442	Syaq.g_00493
OG0001051	Praa.g_00443	Syaq.g_00492
OG0001052	Praa.g_00471	Syaq.g_00446
OG0001053	Praa.g_00483	Syaq.g_01775
OG0001054	Praa.g_00498	Syaq.g_01794
OG0001055	Praa.g_00517	Syaq.g_01815
OG0001056	Praa.g_00536	Syaq.g_01843
OG0001057	Praa.g_00541	Syaq.g_00334
OG0001058	Praa.g_00550	Syaq.g_01931
OG0001059	Praa.g_00554	Syaq.g_01935
OG0001060	Praa.g_00561	Syaq.g_01941
OG0001061	Praa.g_00574	Syaq.g_01961
OG0001062	Praa.g_00576	Syaq.g_01963
OG0001063	Praa.g_00578	Syaq.g_01968
OG0001064	Praa.g_00579	Syaq.g_01969
OG0001065	Praa.g_00580	Syaq.g_01970
OG0001066	Praa.g_00581	Syaq.g_01971
OG0001067	Praa.g_00582	Syaq.g_01972
OG0001068	Praa.g_00583	Syaq.g_01973
OG0001069	Praa.g_00584	Syaq.g_01974
OG0001070	Praa.g_00587	Syaq.g_01978
OG0001071	Praa.g_00588	Syaq.g_01979
OG0001072	Praa.g_00590	Syaq.g_01983
OG0001073	Praa.g_00604	Syaq.g_01998
OG0001074	Praa.g_00615	Syaq.g_02132
OG0001075	Praa.g_00616	Syaq.g_02025
OG0001076	Praa.g_00624	Syaq.g_02060
OG0001077	Praa.g_00628	Syaq.g_02071
OG0001078	Praa.g_00636	Syaq.g_02083
OG0001079	Praa.g_00647	Syaq.g_02100
OG0001080	Praa.g_00653	Syaq.g_02161
OG0001081	Praa.g_00655	Syaq.g_02232
OG0001082	Praa.g_00656	Syaq.g_02233
OG0001083	Praa.g_00661	Syaq.g_02240
OG0001084	Praa.g_00662	Syaq.g_02241
OG0001085	Praa.g_00670	Syaq.g_02251
OG0001086	Praa.g_00671	Syaq.g_02253
OG0001087	Praa.g_00688	Syaq.g_02574
OG0001088	Praa.g_00689	Syaq.g_02576
OG0001089	Praa.g_00697	Syaq.g_02604
OG0001090	Praa.g_00712	Syaq.g_00024
OG0001091	Praa.g_00714	Syaq.g_00027
OG0001092	Praa.g_00715	Syaq.g_00029
OG0001093	Praa.g_00720	Syaq.g_00035
OG0001094	Praa.g_00797	Syaq.g_02334
OG0001095	Praa.g_00817	Syaq.g_02354
OG0001096	Praa.g_00830	Syaq.g_02370
OG0001097	Praa.g_00849	Syaq.g_02393
OG0001098	Praa.g_00864	Syaq.g_02415
OG0001099	Praa.g_00896	Syaq.g_01471
OG0001100	Praa.g_00900	Syaq.g_02262
OG0001101	Praa.g_00902	Syaq.g_02263
OG0001102	Praa.g_00904	Syaq.g_02266
OG0001103	Praa.g_00906	Syaq.g_02268
OG0001104	Praa.g_00927	Syaq.g_02316
OG0001105	Praa.g_00931	Syaq.g_02320
OG0001106	Praa.g_00955	Syaq.g_02471
OG0001108	Praa.g_00966	Syaq.g_02491
OG0001109	Praa.g_00967	Syaq.g_02493
OG0001110	Praa.g_00969	Syaq.g_02495
OG0001111	Praa.g_00970	Syaq.g_02497
OG0001112	Praa.g_00971	Syaq.g_02499
OG0001113	Praa.g_00972	Syaq.g_02539
OG0001114	Praa.g_00973	Syaq.g_02500
OG0001115	Praa.g_00975	Syaq.g_02504
OG0001116	Praa.g_00976	Syaq.g_02506
OG0001117	Praa.g_00977	Syaq.g_02507
OG0001118	Praa.g_00978	Syaq.g_02508
OG0001119	Praa.g_00979	Syaq.g_02510
OG0001120	Praa.g_00981	Syaq.g_02514
OG0001121	Praa.g_01125, Praa.g_00984	Syaq.g_01919
OG0001122	Praa.g_01011	Syaq.g_00069
OG0001123	Praa.g_01015	Syaq.g_00061
OG0001124	Praa.g_01017	Syaq.g_00060
OG0001125	Praa.g_01018	Syaq.g_00058
OG0001126	Praa.g_01028	Syaq.g_02693
OG0001127	Praa.g_01029	Syaq.g_02692
OG0001128	Praa.g_01031	Syaq.g_02689
OG0001129	Praa.g_01032	Syaq.g_02687
OG0001130	Praa.g_01033	Syaq.g_02686
OG0001131	Praa.g_01070	Syaq.g_02284
OG0001132	Praa.g_01080	Syaq.g_01872
OG0001133	Praa.g_01115	Syaq.g_02063
OG0001134	Praa.g_01127	Syaq.g_02213
OG0001136	Praa.g_01157	Syaq.g_00252
OG0001137	Praa.g_01167	Syaq.g_00228
OG0001138	Praa.g_01185	Syaq.g_00196
OG0001139	Praa.g_01186	Syaq.g_00194
OG0001140	Praa.g_01187	Syaq.g_00193
OG0001141	Praa.g_01188	Syaq.g_00192
OG0001142	Praa.g_01189	Syaq.g_00191
OG0001143	Praa.g_01196	Syaq.g_00182
OG0001144	Praa.g_01201	Syaq.g_00166
