Orthogroup	Praa	Syaf
OG0000574	Praa.g_00593	Syaf.g_02566
OG0000575	Praa.g_00597	Syaf.g_02562
OG0000576	Praa.g_00599	Syaf.g_02560
OG0000577	Praa.g_00600	Syaf.g_02559
OG0000578	Praa.g_00601	Syaf.g_02558
OG0000579	Praa.g_00602	Syaf.g_02557
OG0000580	Praa.g_00603	Syaf.g_02556
OG0000581	Praa.g_00605	Syaf.g_02550
OG0000582	Praa.g_00608	Syaf.g_02374
OG0000583	Praa.g_00609	Syaf.g_02373
OG0000584	Praa.g_00610	Syaf.g_02372
OG0000585	Praa.g_00612	Syaf.g_02370
OG0000586	Praa.g_00613	Syaf.g_02369
OG0000587	Praa.g_00614	Syaf.g_02367
OG0000588	Praa.g_00618	Syaf.g_02350
OG0000589	Praa.g_00621	Syaf.g_02340
OG0000590	Praa.g_00622	Syaf.g_02339
OG0000591	Praa.g_00625	Syaf.g_02331
OG0000592	Praa.g_00626	Syaf.g_02330
OG0000593	Praa.g_00632	Syaf.g_02314
OG0000594	Praa.g_00633	Syaf.g_02313
OG0000595	Praa.g_00634	Syaf.g_02312
OG0000596	Praa.g_00638	Syaf.g_02307
OG0000597	Praa.g_00640	Syaf.g_02304
OG0000598	Praa.g_00641	Syaf.g_02303
OG0000599	Praa.g_00644	Syaf.g_02300
OG0000600	Praa.g_00645	Syaf.g_02299
OG0000601	Praa.g_00646	Syaf.g_02298
OG0000602	Praa.g_00648	Syaf.g_02293
OG0000603	Praa.g_00649	Syaf.g_02292
OG0000604	Praa.g_00650	Syaf.g_02289
OG0000605	Praa.g_00651	Syaf.g_01734
OG0000606	Praa.g_00654	Syaf.g_02145
OG0000607	Praa.g_00657	Syaf.g_02142
OG0000608	Praa.g_00658	Syaf.g_02141
OG0000609	Praa.g_00659	Syaf.g_02139
OG0000610	Praa.g_00664	Syaf.g_02132
OG0000611	Praa.g_00667	Syaf.g_02129
OG0000612	Praa.g_00668	Syaf.g_02128
OG0000613	Praa.g_00673	Syaf.g_00315
OG0000614	Praa.g_00692	Syaf.g_01469
OG0000615	Praa.g_00700	Syaf.g_02085
OG0000616	Praa.g_00704	Syaf.g_00518
OG0000617	Praa.g_00717	Syaf.g_01975
OG0000618	Praa.g_00718	Syaf.g_01974
OG0000619	Praa.g_00719	Syaf.g_01973
OG0000620	Praa.g_00722	Syaf.g_01966
OG0000621	Praa.g_00723	Syaf.g_01965
OG0000622	Praa.g_00724	Syaf.g_01964
OG0000623	Praa.g_00725	Syaf.g_01963
OG0000624	Praa.g_00726	Syaf.g_01961
OG0000625	Praa.g_00727	Syaf.g_01960
OG0000626	Praa.g_00728	Syaf.g_01959
OG0000627	Praa.g_00729	Syaf.g_01782
OG0000628	Praa.g_00730	Syaf.g_01783
OG0000629	Praa.g_00731	Syaf.g_01786
OG0000630	Praa.g_00734	Syaf.g_01790
OG0000631	Praa.g_00794	Syaf.g_01801
OG0000632	Praa.g_00795	Syaf.g_01802
OG0000633	Praa.g_00796	Syaf.g_01803
OG0000634	Praa.g_00799	Syaf.g_02053
OG0000635	Praa.g_00800	Syaf.g_02052
OG0000636	Praa.g_00802	Syaf.g_02050
OG0000637	Praa.g_00804	Syaf.g_02048
OG0000638	Praa.g_00805	Syaf.g_02047
OG0000639	Praa.g_00806	Syaf.g_02046
OG0000640	Praa.g_00807	Syaf.g_02045
OG0000641	Praa.g_00812	Syaf.g_02041
OG0000642	Praa.g_00813	Syaf.g_02040
OG0000643	Praa.g_00814	Syaf.g_02038
OG0000644	Praa.g_00815	Syaf.g_02037
OG0000645	Praa.g_00816	Syaf.g_02035
OG0000646	Praa.g_00818	Syaf.g_02032
OG0000647	Praa.g_00819	Syaf.g_02030
OG0000648	Praa.g_00821	Syaf.g_02027
OG0000649	Praa.g_00822	Syaf.g_02026
OG0000650	Praa.g_00823	Syaf.g_02025
OG0000651	Praa.g_00824	Syaf.g_02024
OG0000652	Praa.g_00825	Syaf.g_02023
OG0000653	Praa.g_00827	Syaf.g_02021
OG0000654	Praa.g_00828	Syaf.g_02020
OG0000655	Praa.g_00829	Syaf.g_02019
OG0000656	Praa.g_00832	Syaf.g_02016
OG0000657	Praa.g_00840	Syaf.g_01384
OG0000658	Praa.g_00841	Syaf.g_01381
OG0000659	Praa.g_00842	Syaf.g_01380
OG0000660	Praa.g_00846	Syaf.g_01376
OG0000661	Praa.g_00848	Syaf.g_01374
OG0000662	Praa.g_00850	Syaf.g_01372
OG0000663	Praa.g_00852	Syaf.g_01369
OG0000664	Praa.g_00853	Syaf.g_01368
OG0000665	Praa.g_00857	Syaf.g_00980
OG0000666	Praa.g_00858	Syaf.g_01733
OG0000667	Praa.g_00862	Syaf.g_01635
OG0000668	Praa.g_00892	Syaf.g_01928
OG0000669	Praa.g_00899	Syaf.g_02112
OG0000670	Praa.g_00901	Syaf.g_02769
OG0000671	Praa.g_00903	Syaf.g_02108
OG0000672	Praa.g_00905	Syaf.g_02105
OG0000673	Praa.g_00908	Syaf.g_02102
OG0000674	Praa.g_00910	Syaf.g_02100
OG0000675	Praa.g_00911	Syaf.g_02099
OG0000676	Praa.g_00913	Syaf.g_02097
OG0000677	Praa.g_00914	Syaf.g_02096
OG0000678	Praa.g_00916	Syaf.g_02092
OG0000679	Praa.g_00920	Syaf.g_02083
OG0000680	Praa.g_00921	Syaf.g_02082
OG0000681	Praa.g_00923	Syaf.g_02079
OG0000682	Praa.g_00924	Syaf.g_02078
OG0000683	Praa.g_00925	Syaf.g_02077
OG0000684	Praa.g_00926	Syaf.g_02072
OG0000685	Praa.g_00928	Syaf.g_02070
OG0000686	Praa.g_00929	Syaf.g_02069
OG0000687	Praa.g_00930	Syaf.g_02068
OG0000688	Praa.g_00933	Syaf.g_02063
OG0000689	Praa.g_00934	Syaf.g_02061
OG0000690	Praa.g_00935	Syaf.g_02060
OG0000691	Praa.g_00936	Syaf.g_02059
OG0000692	Praa.g_00938	Syaf.g_02058
OG0000693	Praa.g_00939	Syaf.g_02057
OG0000694	Praa.g_00940	Syaf.g_02056
OG0000695	Praa.g_00942	Syaf.g_01805
OG0000696	Praa.g_00943	Syaf.g_01806
OG0000697	Praa.g_00944	Syaf.g_01808
OG0000698	Praa.g_00947	Syaf.g_01811
OG0000699	Praa.g_00948	Syaf.g_01813
OG0000700	Praa.g_00949	Syaf.g_01814
OG0000701	Praa.g_00950	Syaf.g_01815
OG0000702	Praa.g_00952	Syaf.g_01843
OG0000703	Praa.g_00953	Syaf.g_01844
OG0000704	Praa.g_00954	Syaf.g_01846
OG0000705	Praa.g_00958	Syaf.g_01853
OG0000706	Praa.g_00959	Syaf.g_01854
OG0000707	Praa.g_00960	Syaf.g_01855
OG0000708	Praa.g_00961	Syaf.g_01858
OG0000709	Praa.g_00965	Syaf.g_01867
OG0000710	Praa.g_00968	Syaf.g_01878
OG0000711	Praa.g_00985	Syaf.g_01908
OG0000712	Praa.g_00987	Syaf.g_01910
OG0000713	Praa.g_00988	Syaf.g_01911
OG0000714	Praa.g_00989	Syaf.g_01913
OG0000715	Praa.g_00991	Syaf.g_01915
OG0000716	Praa.g_00993	Syaf.g_01919
OG0000717	Praa.g_00994	Syaf.g_01920
OG0000718	Praa.g_01008	Syaf.g_01924
OG0000719	Praa.g_01010	Syaf.g_01926
OG0000720	Praa.g_01019	Syaf.g_01939
OG0000721	Praa.g_01021	Syaf.g_01941
OG0000722	Praa.g_01022	Syaf.g_01942
OG0000723	Praa.g_01025	Syaf.g_01957
OG0000724	Praa.g_01034	Syaf.g_01418
OG0000725	Praa.g_01040	Syaf.g_01445
OG0000726	Praa.g_01041	Syaf.g_01446
OG0000727	Praa.g_01042	Syaf.g_01447
OG0000728	Praa.g_01044	Syaf.g_01449
OG0000729	Praa.g_01091	Syaf.g_00405
OG0000730	Praa.g_01095	Syaf.g_00026
OG0000731	Praa.g_01099	Syaf.g_00014
OG0000732	Praa.g_01109	Syaf.g_00444
OG0000733	Praa.g_01128	Syaf.g_00615
OG0000734	Praa.g_01145	Syaf.g_00895
OG0000735	Praa.g_01147	Syaf.g_01273
OG0000736	Praa.g_01148	Syaf.g_01274
OG0000737	Praa.g_01149	Syaf.g_01275
OG0000738	Praa.g_01153	Syaf.g_01280
OG0000739	Praa.g_01154	Syaf.g_01281
OG0000740	Praa.g_01155	Syaf.g_01282
OG0000741	Praa.g_01156	Syaf.g_01285
OG0000742	Praa.g_01158	Syaf.g_01287
OG0000743	Praa.g_01160	Syaf.g_01289
OG0000744	Praa.g_01161	Syaf.g_01290
OG0000745	Praa.g_01162	Syaf.g_01293
OG0000746	Praa.g_01164	Syaf.g_01295
OG0000747	Praa.g_01165	Syaf.g_01296
OG0000748	Praa.g_01168	Syaf.g_01307
OG0000749	Praa.g_01169	Syaf.g_01309
OG0000750	Praa.g_01170	Syaf.g_01310
OG0000751	Praa.g_01172	Syaf.g_01317
OG0000752	Praa.g_01174	Syaf.g_01319
OG0000753	Praa.g_01177	Syaf.g_01322
OG0000754	Praa.g_01180	Syaf.g_01611
OG0000755	Praa.g_01183	Syaf.g_01599
OG0000756	Praa.g_01184	Syaf.g_01598
OG0000757	Praa.g_01190	Syaf.g_01590
OG0000758	Praa.g_01191	Syaf.g_01589
OG0000759	Praa.g_01192	Syaf.g_01588
OG0000760	Praa.g_01193	Syaf.g_01587
OG0000761	Praa.g_01194	Syaf.g_01586
OG0000762	Praa.g_01195	Syaf.g_01584
OG0000763	Praa.g_01197	Syaf.g_01582
OG0000764	Praa.g_01198	Syaf.g_01581
OG0000765	Praa.g_01207	Syaf.g_01564
OG0000766	Praa.g_01208	Syaf.g_01563
OG0000767	Praa.g_01210	Syaf.g_01561
OG0000768	Praa.g_01211	Syaf.g_01560
OG0000769	Praa.g_01213	Syaf.g_01558
OG0000770	Praa.g_01215	Syaf.g_01553
OG0000771	Praa.g_01224	Syaf.g_01411
OG0000772	Praa.g_01290	Syaf.g_01705
OG0000773	Praa.g_01309	Syaf.g_01268
OG0000774	Praa.g_01311	Syaf.g_01263
OG0000775	Praa.g_01313	Syaf.g_01261
OG0000776	Praa.g_01314	Syaf.g_01260
OG0000777	Praa.g_01315	Syaf.g_01259
OG0000778	Praa.g_01316	Syaf.g_01258
OG0000779	Praa.g_01320	Syaf.g_01252
OG0000780	Praa.g_01321	Syaf.g_01249
OG0000781	Praa.g_01324	Syaf.g_01245
OG0000782	Praa.g_01325	Syaf.g_01244
OG0000783	Praa.g_01326	Syaf.g_01243
OG0000784	Praa.g_01327	Syaf.g_01242
OG0000785	Praa.g_01329	Syaf.g_01240
OG0000786	Praa.g_01331	Syaf.g_02546
OG0000787	Praa.g_01332	Syaf.g_02547
OG0000788	Praa.g_01353	Syaf.g_02297
OG0000789	Praa.g_01356	Syaf.g_01750
OG0000790	Praa.g_01371	Syaf.g_02738
OG0000791	Praa.g_01373	Syaf.g_02740
OG0000792	Praa.g_01374	Syaf.g_02741
OG0000793	Praa.g_01377	Syaf.g_02746
OG0000794	Praa.g_01378	Syaf.g_02747
OG0000795	Praa.g_01379	Syaf.g_02748
OG0000796	Praa.g_01383	Syaf.g_02752
OG0000797	Praa.g_01384	Syaf.g_02753
OG0000798	Praa.g_01393	Syaf.g_00240
OG0000799	Praa.g_01458	Syaf.g_02380
OG0000800	Praa.g_01459	Syaf.g_02383
OG0000801	Praa.g_01460	Syaf.g_02384
OG0000802	Praa.g_01462	Syaf.g_02388
OG0000803	Praa.g_01464	Syaf.g_02393
OG0000804	Praa.g_01465	Syaf.g_02396
OG0000805	Praa.g_01467	Syaf.g_02398
OG0000806	Praa.g_01469	Syaf.g_02405
OG0000807	Praa.g_01470	Syaf.g_02406
OG0000808	Praa.g_01471	Syaf.g_02407
OG0000809	Praa.g_01474	Syaf.g_02410
OG0000810	Praa.g_01475	Syaf.g_02411
OG0000811	Praa.g_01479	Syaf.g_02420
OG0000812	Praa.g_01481	Syaf.g_02422
OG0000813	Praa.g_01482	Syaf.g_02423
OG0000814	Praa.g_01484	Syaf.g_02425
OG0000815	Praa.g_01485	Syaf.g_02426
OG0000816	Praa.g_01487	Syaf.g_02428
OG0000817	Praa.g_01488	Syaf.g_02429
OG0000818	Praa.g_01493	Syaf.g_02442
OG0000819	Praa.g_01494	Syaf.g_02443
OG0000820	Praa.g_01495	Syaf.g_02444
OG0000821	Praa.g_01499	Syaf.g_02450
OG0000822	Praa.g_01500	Syaf.g_02452
OG0000823	Praa.g_01501	Syaf.g_02453
OG0000824	Praa.g_01504	Syaf.g_02459
OG0000825	Praa.g_01505	Syaf.g_02460
OG0000826	Praa.g_01506	Syaf.g_02461
OG0000827	Praa.g_01507	Syaf.g_02462
OG0000828	Praa.g_01510	Syaf.g_02465
OG0000829	Praa.g_01511	Syaf.g_02466
OG0000830	Praa.g_01512	Syaf.g_02467
OG0000831	Praa.g_01514	Syaf.g_02470
OG0000832	Praa.g_01520	Syaf.g_01109
OG0000833	Praa.g_01528	Syaf.g_01100
OG0000834	Praa.g_01529	Syaf.g_01098
OG0000835	Praa.g_01530	Syaf.g_01097
OG0000836	Praa.g_01531	Syaf.g_01093
OG0000837	Praa.g_01532	Syaf.g_01091
OG0000838	Praa.g_01534	Syaf.g_01087
OG0000839	Praa.g_01535	Syaf.g_01086
OG0000840	Praa.g_01536	Syaf.g_01085
OG0000841	Praa.g_01537	Syaf.g_01084
OG0000842	Praa.g_01538	Syaf.g_01083
OG0000843	Praa.g_01539	Syaf.g_01082
OG0000844	Praa.g_01541	Syaf.g_01080
OG0000845	Praa.g_01542	Syaf.g_01079
OG0000846	Praa.g_01543	Syaf.g_01078
OG0000847	Praa.g_01544	Syaf.g_01077
OG0000848	Praa.g_01545	Syaf.g_01075
OG0000849	Praa.g_01546	Syaf.g_01074
OG0000850	Praa.g_01548	Syaf.g_01072
OG0000851	Praa.g_01549	Syaf.g_01061
OG0000852	Praa.g_01550	Syaf.g_01060
OG0000853	Praa.g_01554	Syaf.g_01056
OG0000854	Praa.g_01556	Syaf.g_01054
OG0000855	Praa.g_01557	Syaf.g_01053
OG0000856	Praa.g_01572	Syaf.g_02328
OG0000857	Praa.g_01600	Syaf.g_02031
OG0000858	Praa.g_01629	Syaf.g_01047
OG0000859	Praa.g_01630	Syaf.g_01046
OG0000860	Praa.g_01637	Syaf.g_01031
OG0000861	Praa.g_01638	Syaf.g_01030
OG0000862	Praa.g_01639	Syaf.g_01029
OG0000863	Praa.g_01641	Syaf.g_01026
OG0000864	Praa.g_01642	Syaf.g_01025
OG0000865	Praa.g_01643	Syaf.g_01024
OG0000866	Praa.g_01644	Syaf.g_01023
OG0000867	Praa.g_01645	Syaf.g_01022
OG0000868	Praa.g_01646	Syaf.g_01019
OG0000869	Praa.g_01650	Syaf.g_01014
OG0000870	Praa.g_01655	Syaf.g_01009
OG0000871	Praa.g_01656	Syaf.g_01008
OG0000872	Praa.g_01657	Syaf.g_01001
OG0000873	Praa.g_01660	Syaf.g_00998
OG0000874	Praa.g_01663	Syaf.g_01002
OG0000875	Praa.g_01665	Syaf.g_00996
OG0000876	Praa.g_01666	Syaf.g_01198
OG0000877	Praa.g_01668	Syaf.g_01188
OG0000878	Praa.g_01669	Syaf.g_01187
OG0000879	Praa.g_01670	Syaf.g_01186
OG0000880	Praa.g_01671	Syaf.g_01185
OG0000881	Praa.g_01675	Syaf.g_01179
OG0000882	Praa.g_01680	Syaf.g_01174
OG0000883	Praa.g_01682	Syaf.g_01172
OG0000884	Praa.g_01684	Syaf.g_01170
OG0000885	Praa.g_01685	Syaf.g_01169
OG0000886	Praa.g_01686	Syaf.g_01168
OG0000887	Praa.g_01687	Syaf.g_01167
OG0000888	Praa.g_01689	Syaf.g_01165
OG0000889	Praa.g_01691	Syaf.g_01163
OG0000890	Praa.g_01692	Syaf.g_01157
OG0000891	Praa.g_01693	Syaf.g_01156
OG0000892	Praa.g_01695	Syaf.g_01154
OG0000893	Praa.g_01699	Syaf.g_00178
OG0000894	Praa.g_01701	Syaf.g_00175
OG0000895	Praa.g_01704	Syaf.g_00171
OG0000896	Praa.g_01705	Syaf.g_00170
OG0000897	Praa.g_01707	Syaf.g_00168
OG0000898	Praa.g_01708	Syaf.g_00167
OG0000899	Praa.g_01709	Syaf.g_00166
OG0000900	Praa.g_01710	Syaf.g_00165
OG0000901	Praa.g_01713	Syaf.g_00160
OG0000902	Praa.g_01715	Syaf.g_00158
OG0000903	Praa.g_01718	Syaf.g_00141
OG0000904	Praa.g_01720	Syaf.g_00146
OG0000905	Praa.g_01725	Syaf.g_00151
OG0000906	Praa.g_01726	Syaf.g_00154
OG0000907	Praa.g_01733	Syaf.g_00139
OG0000908	Praa.g_01736	Syaf.g_00136
OG0000909	Praa.g_01737	Syaf.g_00135
OG0000910	Praa.g_01738	Syaf.g_00134
OG0000911	Praa.g_01740	Syaf.g_00132
OG0000912	Praa.g_01741	Syaf.g_00131
OG0000913	Praa.g_01742	Syaf.g_00130
OG0000914	Praa.g_01743	Syaf.g_00129
OG0000915	Praa.g_01744	Syaf.g_00127
OG0000916	Praa.g_01745	Syaf.g_00126
OG0000917	Praa.g_01746	Syaf.g_00125
OG0000918	Praa.g_01747	Syaf.g_00124
OG0000919	Praa.g_01748	Syaf.g_00123
OG0000920	Praa.g_01749	Syaf.g_00122
OG0000921	Praa.g_01750	Syaf.g_00121
OG0000922	Praa.g_01751	Syaf.g_00120
OG0000923	Praa.g_01755	Syaf.g_00116
OG0000924	Praa.g_01756	Syaf.g_00115
OG0000925	Praa.g_01757	Syaf.g_00114
OG0000926	Praa.g_01758	Syaf.g_00113
OG0000927	Praa.g_01760	Syaf.g_00111
OG0000928	Praa.g_01761	Syaf.g_00110
OG0000929	Praa.g_01762	Syaf.g_00109
OG0000930	Praa.g_01763	Syaf.g_00108
OG0000931	Praa.g_01764	Syaf.g_00107
OG0000932	Praa.g_01765	Syaf.g_00106
OG0000933	Praa.g_01769	Syaf.g_00100
OG0000934	Praa.g_01771	Syaf.g_00098
OG0000935	Praa.g_01772	Syaf.g_00097
OG0000936	Praa.g_01773	Syaf.g_00096
OG0000937	Praa.g_01774	Syaf.g_00095
OG0000938	Praa.g_01776	Syaf.g_00092
OG0000939	Praa.g_01777	Syaf.g_00091
OG0000940	Praa.g_01784	Syaf.g_00084
OG0000941	Praa.g_01786	Syaf.g_00082
OG0000942	Praa.g_01788	Syaf.g_00080
OG0000943	Praa.g_01789	Syaf.g_00079
OG0000944	Praa.g_01790	Syaf.g_00077
OG0000945	Praa.g_01791	Syaf.g_00075
OG0000946	Praa.g_01796	Syaf.g_00070
OG0000947	Praa.g_01798	Syaf.g_00067
OG0000948	Praa.g_01799	Syaf.g_00066
OG0000949	Praa.g_01802	Syaf.g_00337
OG0000950	Praa.g_01807	Syaf.g_00351
OG0000951	Praa.g_01811	Syaf.g_00358
OG0000952	Praa.g_01815	Syaf.g_00363
OG0000953	Praa.g_01818	Syaf.g_00367
OG0000954	Praa.g_01822	Syaf.g_00372
OG0000955	Praa.g_01823	Syaf.g_00373
OG0000956	Praa.g_01825	Syaf.g_00375
OG0000957	Praa.g_01830	Syaf.g_00386
OG0000958	Praa.g_01831	Syaf.g_00387
OG0000959	Praa.g_01835	Syaf.g_00391
OG0000960	Praa.g_01836	Syaf.g_00392
OG0000961	Praa.g_01838	Syaf.g_00402
OG0000962	Praa.g_01840	Syaf.g_00404
OG0000963	Praa.g_01844	Syaf.g_00409
OG0000964	Praa.g_01845	Syaf.g_00410
OG0000965	Praa.g_01846	Syaf.g_00411
OG0000966	Praa.g_01853	Syaf.g_00421
OG0000967	Praa.g_01858	Syaf.g_00426
OG0000968	Praa.g_01860	Syaf.g_00417
OG0000969	Praa.g_01861	Syaf.g_00423
OG0000970	Praa.g_01862	Syaf.g_00424
OG0000971	Praa.g_01863	Syaf.g_00429
OG0000972	Praa.g_01864	Syaf.g_00430
OG0000973	Praa.g_01865	Syaf.g_00431
OG0000974	Praa.g_01866	Syaf.g_00432
OG0000975	Praa.g_01867	Syaf.g_00433
OG0000976	Praa.g_01868	Syaf.g_00434
OG0000977	Praa.g_01869	Syaf.g_00436
OG0000978	Praa.g_01870	Syaf.g_00437
OG0000979	Praa.g_01873	Syaf.g_00440
OG0000980	Praa.g_01875	Syaf.g_00443
OG0000981	Praa.g_01877	Syaf.g_00446
OG0000982	Praa.g_01879	Syaf.g_00645
OG0000983	Praa.g_01880	Syaf.g_00644
OG0000984	Praa.g_01881	Syaf.g_00643
OG0000985	Praa.g_01884	Syaf.g_00641
OG0000986	Praa.g_01886	Syaf.g_00639
OG0000987	Praa.g_01887	Syaf.g_00637
OG0000988	Praa.g_01890	Syaf.g_00633
OG0000989	Praa.g_01893	Syaf.g_00624
OG0000990	Praa.g_01896	Syaf.g_00606
OG0000991	Praa.g_01897	Syaf.g_00604
OG0000992	Praa.g_01899	Syaf.g_00601
OG0000993	Praa.g_01900	Syaf.g_00600
OG0000994	Praa.g_01901	Syaf.g_00597
OG0000995	Praa.g_01905	Syaf.g_00592
OG0000996	Praa.g_01906	Syaf.g_00543
OG0000997	Praa.g_01907	Syaf.g_00532
OG0000998	Praa.g_01909	Syaf.g_00530
OG0000999	Praa.g_01910	Syaf.g_00529
OG0001000	Praa.g_01913	Syaf.g_00526
OG0001001	Praa.g_01915	Syaf.g_00521
OG0001002	Praa.g_01919	Syaf.g_00515
OG0001003	Praa.g_01920	Syaf.g_00514
OG0001004	Praa.g_01921	Syaf.g_00513
OG0001005	Praa.g_01922	Syaf.g_00510
OG0001006	Praa.g_01926	Syaf.g_00500
OG0001007	Praa.g_01928	Syaf.g_00498
OG0001009	Praa.g_00027	Syaf.g_00466
OG0001010	Praa.g_00028	Syaf.g_00465
OG0001011	Praa.g_00029	Syaf.g_00463
OG0001012	Praa.g_00043	Syaf.g_00649
OG0001013	Praa.g_00048	Syaf.g_00669
OG0001014	Praa.g_00051	Syaf.g_00691
OG0001015	Praa.g_00052	Syaf.g_00692
OG0001016	Praa.g_00073	Syaf.g_00958
OG0001017	Praa.g_00077	Syaf.g_00952
OG0001018	Praa.g_00080	Syaf.g_00950
OG0001019	Praa.g_00089	Syaf.g_00931
OG0001020	Praa.g_00090	Syaf.g_00926
OG0001021	Praa.g_00091	Syaf.g_00922
OG0001022	Praa.g_00094	Syaf.g_00918
OG0001023	Praa.g_00095	Syaf.g_00917
OG0001024	Praa.g_00098	Syaf.g_00913
OG0001025	Praa.g_00104	Syaf.g_00906
OG0001026	Praa.g_00111	Syaf.g_00893
OG0001027	Praa.g_00112	Syaf.g_00884
OG0001028	Praa.g_00114	Syaf.g_00882
OG0001029	Praa.g_00115	Syaf.g_00880
OG0001030	Praa.g_00130	Syaf.g_00860
OG0001031	Praa.g_00186	Syaf.g_00784
OG0001032	Praa.g_00187	Syaf.g_00781
OG0001034	Praa.g_00236	Syaf.g_02787
OG0001035	Praa.g_00254	Syaf.g_00207
OG0001036	Praa.g_00259	Syaf.g_00212
OG0001037	Praa.g_00260	Syaf.g_00214
OG0001038	Praa.g_00278	Syaf.g_00242
OG0001039	Praa.g_00281	Syaf.g_00245
OG0001040	Praa.g_00283	Syaf.g_00248
OG0001041	Praa.g_00287	Syaf.g_00253
OG0001042	Praa.g_00304	Syaf.g_00275
OG0001043	Praa.g_00305	Syaf.g_00279
OG0001044	Praa.g_00333	Syaf.g_00024
OG0001045	Praa.g_00341	Syaf.g_00011
OG0001046	Praa.g_00378	Syaf.g_01894
OG0001047	Praa.g_00438	Syaf.g_01217
OG0001048	Praa.g_00439	Syaf.g_01218
OG0001049	Praa.g_00441	Syaf.g_01226
OG0001050	Praa.g_00442	Syaf.g_01227
OG0001051	Praa.g_00443	Syaf.g_01228
OG0001052	Praa.g_00471	Syaf.g_02502
OG0001053	Praa.g_00483	Syaf.g_02718
OG0001054	Praa.g_00498	Syaf.g_02701
OG0001056	Praa.g_00536	Syaf.g_02649
OG0001057	Praa.g_00541	Syaf.g_02638
OG0001058	Praa.g_00550	Syaf.g_02624
OG0001059	Praa.g_00554	Syaf.g_02620
OG0001060	Praa.g_00561	Syaf.g_02614
OG0001061	Praa.g_00574	Syaf.g_02590
OG0001062	Praa.g_00576	Syaf.g_02588
OG0001063	Praa.g_00578	Syaf.g_02583
OG0001064	Praa.g_00579	Syaf.g_02582
OG0001065	Praa.g_00580	Syaf.g_02581
OG0001066	Praa.g_00581	Syaf.g_02580
OG0001067	Praa.g_00582	Syaf.g_02579
OG0001068	Praa.g_00583	Syaf.g_02578
OG0001069	Praa.g_00584	Syaf.g_02577
OG0001070	Praa.g_00587	Syaf.g_02574
OG0001071	Praa.g_00588	Syaf.g_02573
OG0001072	Praa.g_00590	Syaf.g_02569
OG0001073	Praa.g_00604	Syaf.g_02555
OG0001074	Praa.g_00615	Syaf.g_02365
OG0001075	Praa.g_00616	Syaf.g_02363
OG0001076	Praa.g_00624	Syaf.g_02337
OG0001077	Praa.g_00628	Syaf.g_02325
OG0001078	Praa.g_00636	Syaf.g_02309
OG0001079	Praa.g_00647	Syaf.g_02296
OG0001080	Praa.g_00653	Syaf.g_01740
OG0001081	Praa.g_00655	Syaf.g_02144
OG0001082	Praa.g_00656	Syaf.g_02143
OG0001083	Praa.g_00661	Syaf.g_02136
OG0001084	Praa.g_00662	Syaf.g_02135
OG0001085	Praa.g_00670	Syaf.g_02125
OG0001086	Praa.g_00671	Syaf.g_02123
OG0001087	Praa.g_00688	Syaf.g_01482
OG0001088	Praa.g_00689	Syaf.g_01478
OG0001089	Praa.g_00697	Syaf.g_01453
OG0001090	Praa.g_00712	Syaf.g_01981
OG0001091	Praa.g_00714	Syaf.g_01979
OG0001092	Praa.g_00715	Syaf.g_01977
OG0001093	Praa.g_00720	Syaf.g_01971
OG0001094	Praa.g_00797	Syaf.g_02055
OG0001095	Praa.g_00817	Syaf.g_02034
OG0001096	Praa.g_00830	Syaf.g_02018
OG0001097	Praa.g_00849	Syaf.g_01373
OG0001098	Praa.g_00864	Syaf.g_01743
OG0001099	Praa.g_00896	Syaf.g_00881
OG0001100	Praa.g_00900	Syaf.g_02110
OG0001101	Praa.g_00902	Syaf.g_02109
OG0001102	Praa.g_00904	Syaf.g_02106
OG0001103	Praa.g_00906	Syaf.g_02104
OG0001104	Praa.g_00927	Syaf.g_02071
OG0001105	Praa.g_00931	Syaf.g_02067
OG0001106	Praa.g_00955	Syaf.g_01847
OG0001107	Praa.g_00962	Syaf.g_01859
OG0001108	Praa.g_00966	Syaf.g_01868
OG0001109	Praa.g_00967	Syaf.g_01877
OG0001110	Praa.g_00969	Syaf.g_01879
OG0001111	Praa.g_00970	Syaf.g_01881
OG0001112	Praa.g_00971	Syaf.g_01883
OG0001113	Praa.g_00972	Syaf.g_01884
OG0001114	Praa.g_00973	Syaf.g_01885
OG0001115	Praa.g_00975	Syaf.g_01889
OG0001116	Praa.g_00976	Syaf.g_01891
OG0001117	Praa.g_00977	Syaf.g_01892
OG0001118	Praa.g_00978	Syaf.g_01893
OG0001119	Praa.g_00979	Syaf.g_01895
OG0001120	Praa.g_00981	Syaf.g_01899
OG0001122	Praa.g_01011	Syaf.g_01927
OG0001123	Praa.g_01015	Syaf.g_01934
OG0001124	Praa.g_01017	Syaf.g_01936
OG0001125	Praa.g_01018	Syaf.g_01938
OG0001126	Praa.g_01028	Syaf.g_01409
OG0001127	Praa.g_01029	Syaf.g_01410
OG0001128	Praa.g_01031	Syaf.g_01413
OG0001129	Praa.g_01032	Syaf.g_01415
OG0001130	Praa.g_01033	Syaf.g_01416
OG0001131	Praa.g_01070	Syaf.g_02090
OG0001132	Praa.g_01080	Syaf.g_01722
OG0001133	Praa.g_01115	Syaf.g_02334
OG0001134	Praa.g_01127	Syaf.g_01616
OG0001136	Praa.g_01157	Syaf.g_01286
OG0001137	Praa.g_01167	Syaf.g_01306
