Orthogroup	Syad	Prba
OG0000588	Syad.g_02183	Prba.g_01699
OG0000589	Syad.g_02178	Prba.g_01696
OG0000590	Syad.g_02177	Prba.g_01695
OG0000591	Syad.g_02169	Prba.g_01692
OG0000592	Syad.g_02168	Prba.g_01691
OG0000593	Syad.g_02156	Prba.g_01685
OG0000594	Syad.g_02155	Prba.g_01684
OG0000595	Syad.g_02154	Prba.g_01683
OG0000596	Syad.g_02149	Prba.g_01679
OG0000597	Syad.g_02146	Prba.g_01677
OG0000598	Syad.g_02145	Prba.g_01676
OG0000599	Syad.g_02142	Prba.g_01673
OG0000600	Syad.g_02141	Prba.g_01672
OG0000601	Syad.g_02140	Prba.g_01671
OG0000602	Syad.g_02135	Prba.g_01669
OG0000603	Syad.g_02134	Prba.g_01668
OG0000604	Syad.g_02131	Prba.g_01667
OG0000605	Syad.g_02026	Prba.g_01666
OG0000606	Syad.g_01567	Prba.g_01663
OG0000607	Syad.g_01571	Prba.g_01660
OG0000608	Syad.g_01572	Prba.g_01659
OG0000609	Syad.g_01574	Prba.g_01658
OG0000610	Syad.g_01589	Prba.g_01653
OG0000611	Syad.g_01592	Prba.g_01650
OG0000612	Syad.g_01593	Prba.g_01649
OG0000613	Syad.g_00457	Prba.g_01644
OG0000614	Syad.g_01340	Prba.g_01625
OG0000615	Syad.g_01948	Prba.g_01617
OG0000616	Syad.g_00145	Prba.g_01613
OG0000617	Syad.g_01810	Prba.g_01588
OG0000618	Syad.g_01809	Prba.g_01587
OG0000619	Syad.g_01808	Prba.g_01586
OG0000620	Syad.g_01803	Prba.g_01583
OG0000621	Syad.g_01802	Prba.g_01582
OG0000622	Syad.g_01801	Prba.g_01581
OG0000623	Syad.g_01800	Prba.g_01580
OG0000624	Syad.g_01798	Prba.g_01579
OG0000625	Syad.g_01797	Prba.g_01578
OG0000626	Syad.g_01796	Prba.g_01577
OG0000627	Syad.g_01640	Prba.g_01576
OG0000628	Syad.g_01641	Prba.g_01575
OG0000629	Syad.g_01644	Prba.g_01574
OG0000630	Syad.g_01648	Prba.g_01571
OG0000631	Syad.g_01658	Prba.g_01508
OG0000632	Syad.g_01659	Prba.g_01507
OG0000633	Syad.g_01660	Prba.g_01506
OG0000634	Syad.g_01893	Prba.g_01503
OG0000635	Syad.g_01892	Prba.g_01502
OG0000636	Syad.g_01890	Prba.g_01500
OG0000637	Syad.g_01888	Prba.g_01498
OG0000638	Syad.g_01887	Prba.g_01497
OG0000639	Syad.g_01886	Prba.g_01496
OG0000640	Syad.g_01885	Prba.g_01495
OG0000641	Syad.g_01881	Prba.g_01491
OG0000642	Syad.g_01880	Prba.g_01490
OG0000643	Syad.g_01878	Prba.g_01489
OG0000644	Syad.g_01877	Prba.g_01488
OG0000645	Syad.g_01875	Prba.g_01487
OG0000646	Syad.g_01872	Prba.g_01485
OG0000647	Syad.g_01870	Prba.g_01484
OG0000648	Syad.g_01860	Prba.g_01482
OG0000649	Syad.g_01859	Prba.g_01481
OG0000650	Syad.g_01858	Prba.g_01480
OG0000651	Syad.g_01857	Prba.g_01479
OG0000652	Syad.g_01856	Prba.g_01478
OG0000653	Syad.g_01850	Prba.g_01476
OG0000654	Syad.g_01849	Prba.g_01475
OG0000655	Syad.g_01848	Prba.g_01474
OG0000656	Syad.g_01845	Prba.g_01471
OG0000657	Syad.g_01240	Prba.g_01463
OG0000658	Syad.g_01231	Prba.g_01462
OG0000659	Syad.g_01230	Prba.g_01461
OG0000660	Syad.g_01226	Prba.g_01457
OG0000661	Syad.g_01224	Prba.g_01455
OG0000662	Syad.g_01222	Prba.g_01453
OG0000663	Syad.g_01219	Prba.g_01451
OG0000664	Syad.g_01209	Prba.g_01450
OG0000665	Syad.g_02115	Prba.g_01446
OG0000666	Syad.g_02027	Prba.g_01445
OG0000667	Syad.g_00612	Prba.g_01441
OG0000668	Syad.g_01688	Prba.g_01411
OG0000669	Syad.g_01606	Prba.g_01404
OG0000670	Syad.g_01609	Prba.g_01402
OG0000671	Syad.g_01611	Prba.g_01400
OG0000672	Syad.g_01615	Prba.g_01397
OG0000673	Syad.g_01618	Prba.g_01394
OG0000674	Syad.g_01620	Prba.g_01392
OG0000675	Syad.g_01633	Prba.g_01391
OG0000676	Syad.g_01635	Prba.g_01389
OG0000677	Syad.g_01636	Prba.g_01388
OG0000678	Syad.g_01957	Prba.g_01386
OG0000679	Syad.g_01922	Prba.g_01382
OG0000680	Syad.g_01921	Prba.g_01381
OG0000681	Syad.g_01919	Prba.g_01379
OG0000682	Syad.g_01918	Prba.g_01378
OG0000683	Syad.g_01917	Prba.g_01377
OG0000684	Syad.g_01912	Prba.g_01375
OG0000685	Syad.g_01910	Prba.g_01373
OG0000686	Syad.g_01909	Prba.g_01372
OG0000687	Syad.g_01908	Prba.g_01371
OG0000688	Syad.g_01904	Prba.g_01368
OG0000689	Syad.g_01902	Prba.g_01367
OG0000690	Syad.g_01901	Prba.g_01366
OG0000691	Syad.g_01900	Prba.g_01365
OG0000692	Syad.g_01899	Prba.g_01363
OG0000693	Syad.g_01897	Prba.g_01362
OG0000694	Syad.g_01896	Prba.g_01361
OG0000695	Syad.g_01662	Prba.g_01359
OG0000696	Syad.g_01663	Prba.g_01358
OG0000697	Syad.g_01789	Prba.g_01357
OG0000698	Syad.g_01786	Prba.g_01354
OG0000699	Syad.g_01785	Prba.g_01353
OG0000700	Syad.g_01784	Prba.g_01352
OG0000701	Syad.g_01783	Prba.g_01351
OG0000702	Syad.g_01775	Prba.g_01349
OG0000703	Syad.g_01774	Prba.g_01348
OG0000704	Syad.g_01772	Prba.g_01347
OG0000705	Syad.g_01765	Prba.g_01343
OG0000706	Syad.g_01764	Prba.g_01342
OG0000707	Syad.g_01763	Prba.g_01341
OG0000708	Syad.g_01760	Prba.g_01340
OG0000709	Syad.g_01745	Prba.g_01336
OG0000710	Syad.g_01738	Prba.g_01333
OG0000711	Syad.g_01710	Prba.g_01316
OG0000712	Syad.g_01708	Prba.g_01314
OG0000713	Syad.g_01707	Prba.g_01313
OG0000714	Syad.g_01705	Prba.g_01312
OG0000715	Syad.g_01703	Prba.g_01310
OG0000716	Syad.g_01697	Prba.g_01308
OG0000717	Syad.g_01696	Prba.g_01307
OG0000718	Syad.g_01692	Prba.g_01295
OG0000719	Syad.g_01690	Prba.g_01293
OG0000720	Syad.g_01677	Prba.g_01284
OG0000721	Syad.g_01675	Prba.g_01282
OG0000722	Syad.g_01674	Prba.g_01281
OG0000723	Syad.g_01791	Prba.g_01278
OG0000724	Syad.g_01284	Prba.g_01269
OG0000725	Syad.g_01293	Prba.g_01263
OG0000726	Syad.g_01294	Prba.g_01262
OG0000727	Syad.g_01295	Prba.g_01261
OG0000728	Syad.g_01297	Prba.g_01259
OG0000729	Syad.g_00331	Prba.g_01214
OG0000730	Syad.g_00758	Prba.g_00749
OG0000731	Syad.g_00770	Prba.g_00745
OG0000732	Syad.g_00214	Prba.g_00735
OG0000733	Syad.g_00028	Prba.g_00096
OG0000734	Syad.g_02809	Prba.g_00079
OG0000735	Syad.g_01120	Prba.g_00077
OG0000736	Syad.g_01121	Prba.g_00076
OG0000737	Syad.g_01122	Prba.g_00075
OG0000738	Syad.g_01127	Prba.g_00071
OG0000739	Syad.g_01145	Prba.g_00070
OG0000740	Syad.g_01146	Prba.g_00069
OG0000741	Syad.g_01149	Prba.g_00068
OG0000742	Syad.g_01151	Prba.g_00065
OG0000743	Syad.g_01153	Prba.g_00063
OG0000744	Syad.g_01154	Prba.g_00062
OG0000745	Syad.g_01156	Prba.g_00060
OG0000746	Syad.g_01158	Prba.g_00058
OG0000747	Syad.g_01159	Prba.g_00057
OG0000748	Syad.g_01170	Prba.g_00054
OG0000749	Syad.g_01173	Prba.g_00053
OG0000750	Syad.g_01174	Prba.g_00052
OG0000751	Syad.g_01182	Prba.g_00050
OG0000752	Syad.g_01184	Prba.g_00048
OG0000753	Syad.g_01187	Prba.g_00045
OG0000754	Syad.g_01516	Prba.g_00042
OG0000755	Syad.g_01504	Prba.g_00039
OG0000756	Syad.g_01498	Prba.g_00038
OG0000757	Syad.g_01487	Prba.g_00032
OG0000758	Syad.g_01486	Prba.g_00031
OG0000759	Syad.g_01485	Prba.g_00030
OG0000760	Syad.g_01484	Prba.g_00029
OG0000761	Syad.g_01480	Prba.g_00028
OG0000762	Syad.g_01474	Prba.g_00027
OG0000763	Syad.g_01468	Prba.g_00025
OG0000764	Syad.g_01467	Prba.g_00024
OG0000765	Syad.g_01447	Prba.g_00015
OG0000766	Syad.g_01446	Prba.g_00014
OG0000767	Syad.g_01444	Prba.g_00012
OG0000768	Syad.g_01443	Prba.g_00011
OG0000769	Syad.g_01441	Prba.g_00009
OG0000770	Syad.g_01437	Prba.g_00007
OG0000771	Syad.g_01278	Prba.g_01084
OG0000772	Syad.g_02078	Prba.g_01167
OG0000773	Syad.g_01114	Prba.g_01183
OG0000774	Syad.g_02396	Prba.g_01185
OG0000775	Syad.g_02398	Prba.g_01187
OG0000776	Syad.g_02399	Prba.g_01188
OG0000777	Syad.g_02400	Prba.g_01189
OG0000778	Syad.g_02401	Prba.g_01190
OG0000779	Syad.g_02407	Prba.g_01194
OG0000780	Syad.g_02411	Prba.g_01195
OG0000781	Syad.g_02415	Prba.g_01198
OG0000782	Syad.g_02416	Prba.g_01199
OG0000783	Syad.g_02418	Prba.g_01200
OG0000784	Syad.g_02419	Prba.g_01201
OG0000785	Syad.g_02421	Prba.g_01203
OG0000786	Syad.g_01101	Prba.g_01205
OG0000787	Syad.g_01100	Prba.g_01206
OG0000788	Syad.g_02139	Prba.g_00209
OG0000789	Syad.g_01982	Prba.g_00206
OG0000790	Syad.g_00886	Prba.g_00191
OG0000791	Syad.g_00885	Prba.g_00189
OG0000792	Syad.g_00884	Prba.g_00188
OG0000793	Syad.g_00879	Prba.g_00185
OG0000794	Syad.g_00878	Prba.g_00184
OG0000795	Syad.g_00877	Prba.g_00183
OG0000796	Syad.g_00871	Prba.g_00179
OG0000797	Syad.g_00870	Prba.g_00178
OG0000799	Syad.g_02243	Prba.g_00115
OG0000800	Syad.g_02245	Prba.g_00114
OG0000801	Syad.g_02246	Prba.g_00113
OG0000802	Syad.g_02251	Prba.g_00111
OG0000803	Syad.g_02255	Prba.g_00109
OG0000804	Syad.g_02260	Prba.g_00108
OG0000805	Syad.g_02266	Prba.g_00106
OG0000806	Syad.g_02267	Prba.g_00720
OG0000807	Syad.g_02269	Prba.g_00719
OG0000808	Syad.g_02270	Prba.g_00718
OG0000809	Syad.g_02273	Prba.g_00715
OG0000810	Syad.g_02274	Prba.g_00714
OG0000811	Syad.g_02283	Prba.g_00710
OG0000812	Syad.g_02285	Prba.g_00708
OG0000813	Syad.g_02286	Prba.g_00707
OG0000814	Syad.g_02288	Prba.g_00705
OG0000815	Syad.g_02289	Prba.g_00704
OG0000816	Syad.g_02290	Prba.g_00702
OG0000817	Syad.g_02291	Prba.g_00701
OG0000818	Syad.g_02297	Prba.g_00696
OG0000819	Syad.g_02298	Prba.g_00695
OG0000820	Syad.g_02299	Prba.g_00694
OG0000821	Syad.g_02305	Prba.g_00690
OG0000822	Syad.g_02307	Prba.g_00689
OG0000823	Syad.g_02308	Prba.g_00688
OG0000824	Syad.g_02314	Prba.g_00685
OG0000825	Syad.g_02315	Prba.g_00684
OG0000826	Syad.g_02316	Prba.g_00683
OG0000827	Syad.g_02317	Prba.g_00682
OG0000828	Syad.g_02320	Prba.g_00679
OG0000829	Syad.g_02321	Prba.g_00678
OG0000830	Syad.g_02322	Prba.g_00677
OG0000831	Syad.g_02325	Prba.g_00350
OG0000832	Syad.g_02538	Prba.g_00344
OG0000833	Syad.g_02550	Prba.g_00336
OG0000834	Syad.g_02552	Prba.g_00335
OG0000835	Syad.g_02553	Prba.g_00334
OG0000836	Syad.g_02557	Prba.g_00333
OG0000837	Syad.g_02561	Prba.g_00332
OG0000838	Syad.g_02565	Prba.g_00330
OG0000839	Syad.g_02566	Prba.g_00329
OG0000840	Syad.g_02567	Prba.g_00328
OG0000841	Syad.g_02568	Prba.g_00327
OG0000842	Syad.g_02569	Prba.g_00326
OG0000843	Syad.g_02570	Prba.g_00325
OG0000844	Syad.g_02577	Prba.g_00324
OG0000845	Syad.g_02578	Prba.g_00323
OG0000846	Syad.g_02579	Prba.g_00322
OG0000847	Syad.g_02580	Prba.g_00321
OG0000848	Syad.g_02582	Prba.g_00320
OG0000849	Syad.g_02583	Prba.g_00319
OG0000850	Syad.g_02586	Prba.g_00317
OG0000851	Syad.g_02592	Prba.g_00316
OG0000852	Syad.g_02593	Prba.g_00315
OG0000853	Syad.g_02597	Prba.g_00311
OG0000854	Syad.g_02606	Prba.g_00309
OG0000855	Syad.g_02607	Prba.g_00308
OG0000856	Syad.g_02166	Prba.g_00293
OG0000857	Syad.g_01871	Prba.g_00266
OG0000858	Syad.g_02613	Prba.g_00232
OG0000859	Syad.g_02614	Prba.g_00231
OG0000860	Syad.g_02625	Prba.g_00618
OG0000861	Syad.g_02626	Prba.g_00617
OG0000862	Syad.g_02628	Prba.g_00616
OG0000863	Syad.g_02631	Prba.g_00614
OG0000864	Syad.g_02632	Prba.g_00613
OG0000865	Syad.g_02633	Prba.g_00612
OG0000866	Syad.g_02634	Prba.g_00611
OG0000867	Syad.g_02635	Prba.g_00610
OG0000868	Syad.g_02637	Prba.g_00609
OG0000869	Syad.g_02643	Prba.g_00605
OG0000870	Syad.g_02648	Prba.g_00600
OG0000871	Syad.g_02649	Prba.g_00599
OG0000872	Syad.g_02657	Prba.g_00598
OG0000873	Syad.g_02660	Prba.g_00595
OG0000874	Syad.g_02655	Prba.g_00592
OG0000875	Syad.g_02662	Prba.g_00591
OG0000876	Syad.g_03003	Prba.g_00590
OG0000877	Syad.g_02480	Prba.g_00588
OG0000878	Syad.g_02481	Prba.g_00587
OG0000879	Syad.g_02482	Prba.g_00586
OG0000880	Syad.g_02483	Prba.g_00585
OG0000881	Syad.g_02489	Prba.g_00581
OG0000882	Syad.g_02494	Prba.g_00576
OG0000883	Syad.g_02497	Prba.g_00574
OG0000884	Syad.g_02499	Prba.g_00573
OG0000885	Syad.g_02500	Prba.g_00572
OG0000886	Syad.g_02501	Prba.g_00571
OG0000887	Syad.g_02502	Prba.g_00570
OG0000888	Syad.g_02504	Prba.g_00568
OG0000889	Syad.g_02506	Prba.g_00566
OG0000890	Syad.g_02512	Prba.g_00565
OG0000891	Syad.g_02513	Prba.g_00564
OG0000892	Syad.g_02517	Prba.g_00352
OG0000893	Syad.g_00589	Prba.g_00357
OG0000894	Syad.g_00592	Prba.g_00359
OG0000895	Syad.g_00596	Prba.g_00362
OG0000896	Syad.g_00597	Prba.g_00363
OG0000897	Syad.g_00599	Prba.g_00365
OG0000898	Syad.g_00600	Prba.g_00366
OG0000899	Syad.g_00601	Prba.g_00367
OG0000900	Syad.g_00602	Prba.g_00368
OG0000901	Syad.g_00607	Prba.g_00371
OG0000902	Syad.g_00609	Prba.g_00373
OG0000903	Syad.g_00645	Prba.g_00376
OG0000904	Syad.g_00640	Prba.g_00378
OG0000905	Syad.g_00632	Prba.g_00383
OG0000906	Syad.g_00630	Prba.g_00384
OG0000907	Syad.g_00648	Prba.g_00387
OG0000908	Syad.g_00651	Prba.g_00390
OG0000909	Syad.g_00652	Prba.g_00391
OG0000910	Syad.g_00653	Prba.g_00392
OG0000911	Syad.g_00655	Prba.g_00394
OG0000912	Syad.g_00656	Prba.g_00395
OG0000913	Syad.g_00657	Prba.g_00396
OG0000914	Syad.g_00658	Prba.g_00397
OG0000915	Syad.g_00660	Prba.g_00398
OG0000916	Syad.g_00661	Prba.g_00399
OG0000917	Syad.g_00662	Prba.g_00400
OG0000918	Syad.g_00663	Prba.g_00401
OG0000919	Syad.g_00664	Prba.g_00402
OG0000920	Syad.g_00665	Prba.g_00403
OG0000921	Syad.g_00666	Prba.g_00404
OG0000922	Syad.g_00667	Prba.g_00405
OG0000923	Syad.g_00671	Prba.g_00409
OG0000924	Syad.g_00672	Prba.g_00410
OG0000925	Syad.g_00673	Prba.g_00411
OG0000926	Syad.g_00674	Prba.g_00412
OG0000927	Syad.g_00676	Prba.g_00414
OG0000928	Syad.g_00677	Prba.g_00415
OG0000929	Syad.g_00678	Prba.g_00416
OG0000930	Syad.g_00679	Prba.g_00417
OG0000931	Syad.g_00680	Prba.g_00418
OG0000932	Syad.g_00681	Prba.g_00419
OG0000933	Syad.g_00687	Prba.g_00423
OG0000934	Syad.g_00689	Prba.g_00425
OG0000935	Syad.g_00690	Prba.g_00426
OG0000936	Syad.g_00691	Prba.g_00427
OG0000937	Syad.g_00692	Prba.g_00428
OG0000938	Syad.g_00695	Prba.g_00430
OG0000939	Syad.g_00696	Prba.g_00431
OG0000940	Syad.g_00703	Prba.g_00438
OG0000941	Syad.g_00705	Prba.g_01049
OG0000942	Syad.g_00707	Prba.g_01051
OG0000943	Syad.g_00708	Prba.g_01052
OG0000944	Syad.g_00710	Prba.g_01053
OG0000945	Syad.g_00711	Prba.g_01054
OG0000946	Syad.g_00716	Prba.g_01059
OG0000947	Syad.g_00719	Prba.g_01061
OG0000948	Syad.g_00720	Prba.g_01062
OG0000949	Syad.g_00432	Prba.g_01065
OG0000950	Syad.g_00418	Prba.g_01070
OG0000951	Syad.g_00411	Prba.g_01074
OG0000952	Syad.g_00375	Prba.g_01078
OG0000953	Syad.g_00369	Prba.g_00753
OG0000954	Syad.g_00364	Prba.g_00757
OG0000955	Syad.g_00363	Prba.g_00758
OG0000956	Syad.g_00361	Prba.g_00760
OG0000957	Syad.g_00350	Prba.g_00766
OG0000958	Syad.g_00349	Prba.g_00767
OG0000959	Syad.g_00345	Prba.g_00771
OG0000960	Syad.g_00344	Prba.g_00772
OG0000961	Syad.g_00335	Prba.g_00774
OG0000962	Syad.g_00332	Prba.g_00776
OG0000963	Syad.g_00325	Prba.g_00780
OG0000964	Syad.g_00324	Prba.g_00781
OG0000965	Syad.g_00323	Prba.g_00782
OG0000966	Syad.g_00246	Prba.g_00789
OG0000967	Syad.g_00234	Prba.g_00794
OG0000968	Syad.g_00243	Prba.g_00796
OG0000969	Syad.g_00240	Prba.g_00797
OG0000970	Syad.g_00239	Prba.g_00798
OG0000971	Syad.g_00229	Prba.g_00799
OG0000972	Syad.g_00228	Prba.g_00800
OG0000973	Syad.g_00227	Prba.g_00801
OG0000974	Syad.g_00226	Prba.g_00802
OG0000975	Syad.g_00225	Prba.g_00803
OG0000976	Syad.g_00224	Prba.g_00804
OG0000977	Syad.g_00222	Prba.g_00805
OG0000978	Syad.g_00221	Prba.g_00806
OG0000979	Syad.g_00218	Prba.g_00809
OG0000980	Syad.g_00215	Prba.g_00811
OG0000981	Syad.g_00212	Prba.g_00813
OG0000982	Syad.g_03035	Prba.g_00815
OG0000983	Syad.g_03036	Prba.g_00816
OG0000984	Syad.g_03037	Prba.g_00817
OG0000985	Syad.g_03039	Prba.g_00820
OG0000986	Syad.g_03049	Prba.g_00822
OG0000987	Syad.g_00002	Prba.g_00823
OG0000988	Syad.g_00008	Prba.g_00826
OG0000989	Syad.g_00020	Prba.g_00830
OG0000990	Syad.g_00061	Prba.g_00833
OG0000991	Syad.g_00064	Prba.g_00834
OG0000992	Syad.g_00067	Prba.g_00836
OG0000993	Syad.g_00069	Prba.g_00837
OG0000994	Syad.g_00071	Prba.g_00838
OG0000995	Syad.g_00077	Prba.g_00842
OG0000996	Syad.g_00121	Prba.g_00843
OG0000997	Syad.g_00128	Prba.g_00844
OG0000998	Syad.g_00130	Prba.g_00846
OG0000999	Syad.g_00131	Prba.g_00847
OG0001000	Syad.g_00136	Prba.g_01778
OG0001001	Syad.g_00141	Prba.g_01780
OG0001002	Syad.g_00148	Prba.g_01784
OG0001003	Syad.g_00150	Prba.g_01785
OG0001004	Syad.g_00151	Prba.g_01786
OG0001005	Syad.g_00152	Prba.g_01787
OG0001006	Syad.g_00160	Prba.g_01791
OG0001007	Syad.g_00162	Prba.g_01793
OG0001008	Syad.g_02449	Prba.g_01024
OG0001009	Syad.g_00194	Prba.g_01820
OG0001010	Syad.g_00195	Prba.g_01821
OG0001011	Syad.g_00196	Prba.g_01822
OG0001012	Syad.g_03030	Prba.g_01837
OG0001013	Syad.g_03011	Prba.g_01842
OG0001014	Syad.g_03002	Prba.g_01845
OG0001015	Syad.g_03001	Prba.g_01846
OG0001016	Syad.g_02734	Prba.g_01861
OG0001017	Syad.g_02740	Prba.g_01865
OG0001018	Syad.g_02742	Prba.g_01868
OG0001019	Syad.g_02771	Prba.g_01877
OG0001020	Syad.g_02777	Prba.g_01878
OG0001021	Syad.g_02781	Prba.g_01879
OG0001022	Syad.g_02786	Prba.g_01882
OG0001023	Syad.g_02787	Prba.g_01883
OG0001024	Syad.g_02791	Prba.g_01886
OG0001025	Syad.g_02798	Prba.g_01892
OG0001026	Syad.g_02811	Prba.g_01899
OG0001027	Syad.g_02817	Prba.g_01900
OG0001028	Syad.g_02819	Prba.g_01902
OG0001029	Syad.g_02821	Prba.g_01903
OG0001030	Syad.g_02848	Prba.g_01918
OG0001031	Syad.g_02925	Prba.g_00642
OG0001032	Syad.g_02928	Prba.g_00643
OG0001033	Syad.g_02956	Prba.g_00664
OG0001034	Syad.g_00819	Prba.g_00455
OG0001035	Syad.g_00559	Prba.g_00473
OG0001036	Syad.g_00554	Prba.g_00477
OG0001037	Syad.g_00552	Prba.g_00478
OG0001039	Syad.g_00522	Prba.g_00498
OG0001040	Syad.g_00519	Prba.g_00500
OG0001041	Syad.g_00514	Prba.g_00504
OG0001042	Syad.g_00485	Prba.g_00520
OG0001043	Syad.g_00481	Prba.g_00521
OG0001044	Syad.g_00760	Prba.g_00549
OG0001045	Syad.g_00773	Prba.g_00558
OG0001046	Syad.g_01722	Prba.g_00873
OG0001047	Syad.g_02447	Prba.g_01022
OG0001048	Syad.g_02446	Prba.g_01021
OG0001049	Syad.g_02443	Prba.g_01019
OG0001050	Syad.g_02442	Prba.g_01018
OG0001051	Syad.g_02441	Prba.g_01017
OG0001052	Syad.g_02357	Prba.g_00990
OG0001054	Syad.g_00925	Prba.g_00963
OG0001055	Syad.g_00946	Prba.g_00944
OG0001056	Syad.g_00982	Prba.g_00925
OG0001057	Syad.g_00996	Prba.g_01774
OG0001058	Syad.g_01015	Prba.g_01766
OG0001059	Syad.g_01018	Prba.g_01762
OG0001060	Syad.g_01025	Prba.g_01755
OG0001061	Syad.g_01047	Prba.g_01742
OG0001062	Syad.g_01049	Prba.g_01740
OG0001063	Syad.g_01056	Prba.g_01738
OG0001064	Syad.g_01057	Prba.g_01737
OG0001065	Syad.g_01058	Prba.g_01736
OG0001066	Syad.g_01059	Prba.g_01735
OG0001067	Syad.g_01060	Prba.g_01734
OG0001068	Syad.g_01061	Prba.g_01733
OG0001069	Syad.g_01062	Prba.g_01732
OG0001070	Syad.g_01065	Prba.g_01729
OG0001071	Syad.g_01066	Prba.g_01728
OG0001072	Syad.g_01070	Prba.g_01727
OG0001073	Syad.g_01090	Prba.g_01713
OG0001074	Syad.g_02197	Prba.g_01702
OG0001075	Syad.g_02196	Prba.g_01701
OG0001076	Syad.g_02175	Prba.g_01693
OG0001077	Syad.g_02164	Prba.g_01689
OG0001078	Syad.g_02151	Prba.g_01681
OG0001079	Syad.g_02138	Prba.g_01670
OG0001080	Syad.g_02008	Prba.g_01664
OG0001081	Syad.g_01568	Prba.g_01662
OG0001082	Syad.g_01569	Prba.g_01661
OG0001083	Syad.g_01578	Prba.g_01656
OG0001084	Syad.g_01586	Prba.g_01655
OG0001085	Syad.g_01596	Prba.g_01647
OG0001086	Syad.g_01598	Prba.g_01646
OG0001087	Syad.g_01372	Prba.g_01629
OG0001088	Syad.g_01368	Prba.g_01628
OG0001089	Syad.g_01302	Prba.g_01620
OG0001090	Syad.g_01817	Prba.g_01593
OG0001091	Syad.g_01815	Prba.g_01591
OG0001092	Syad.g_01812	Prba.g_01590
OG0001093	Syad.g_01806	Prba.g_01585
OG0001094	Syad.g_01895	Prba.g_01505
OG0001095	Syad.g_01874	Prba.g_01486
OG0001096	Syad.g_01847	Prba.g_01473
OG0001097	Syad.g_01223	Prba.g_01454
OG0001098	Syad.g_02005, Syad.g_01995	Prba.g_01439
OG0001099	Syad.g_02820	Prba.g_01407
OG0001100	Syad.g_01608	Prba.g_01403
OG0001101	Syad.g_01610	Prba.g_01401
OG0001102	Syad.g_01613	Prba.g_01398
OG0001103	Syad.g_01616	Prba.g_01396
OG0001104	Syad.g_01911	Prba.g_01374
OG0001105	Syad.g_01907	Prba.g_01370
OG0001106	Syad.g_01771	Prba.g_01346
OG0001107	Syad.g_01759	Prba.g_01339
OG0001108	Syad.g_01744	Prba.g_01335
OG0001109	Syad.g_01739	Prba.g_01334
OG0001110	Syad.g_01737	Prba.g_01332
OG0001111	Syad.g_01735	Prba.g_01331
OG0001112	Syad.g_01733	Prba.g_01330
OG0001113	Syad.g_01732	Prba.g_01329
OG0001114	Syad.g_01731	Prba.g_01328
OG0001115	Syad.g_01727	Prba.g_01326
OG0001116	Syad.g_01725	Prba.g_01325
OG0001117	Syad.g_01724	Prba.g_01324
OG0001118	Syad.g_01723	Prba.g_01323
OG0001119	Syad.g_01721	Prba.g_01322
OG0001120	Syad.g_01717	Prba.g_01320
OG0001121	Syad.g_01503	Prba.g_00099, Prba.g_01317
OG0001122	Syad.g_01689	Prba.g_01292
OG0001123	Syad.g_01682	Prba.g_01288
OG0001124	Syad.g_01680	Prba.g_01286
OG0001125	Syad.g_01678	Prba.g_01285
OG0001126	Syad.g_01276	Prba.g_01275
OG0001127	Syad.g_01277	Prba.g_01274
OG0001128	Syad.g_01280	Prba.g_01272
OG0001129	Syad.g_01282	Prba.g_01271
OG0001130	Syad.g_01283	Prba.g_01270
OG0001131	Syad.g_01953	Prba.g_01234
OG0001132	Syad.g_02038	Prba.g_01225
OG0001133	Syad.g_02172	Prba.g_00729
OG0001134	Syad.g_01527	Prba.g_00097
OG0001136	Syad.g_01150	Prba.g_00067
OG0001137	Syad.g_01169	Prba.g_00055
OG0001138	Syad.g_01493	Prba.g_00037
OG0001139	Syad.g_01491	Prba.g_00036
OG0001140	Syad.g_01490	Prba.g_00035
OG0001141	Syad.g_01489	Prba.g_00034
OG0001142	Syad.g_01488	Prba.g_00033
OG0001143	Syad.g_01473	Prba.g_00026
OG0001144	Syad.g_01457	Prba.g_00021
OG0001145	Syad.g_01112	Prba.g_01184
OG0001146	Syad.g_02412	Prba.g_01196
OG0001147	Syad.g_02349	Prba.g_00210
OG0001148	Syad.g_00889	Prba.g_00194
OG0001149	Syad.g_00888	Prba.g_00193
OG0001150	Syad.g_00887	Prba.g_00192
OG0001151	Syad.g_00875	Prba.g_00181
OG0001152	Syad.g_00872	Prba.g_00180
OG0001153	Syad.g_02318	Prba.g_00681
OG0001154	Syad.g_02319	Prba.g_00680
OG0001155	Syad.g_02540	Prba.g_00343
OG0001156	Syad.g_02543	Prba.g_00340
OG0001157	Syad.g_02544	Prba.g_00339
OG0001158	Syad.g_02546	Prba.g_00338
OG0001159	Syad.g_02547	Prba.g_00337
OG0001160	Syad.g_02595	Prba.g_00313
OG0001161	Syad.g_00026	Prba.g_00300
OG0001162	Syad.g_01844	Prba.g_00289
OG0001163	Syad.g_02610	Prba.g_00234
OG0001164	Syad.g_02616	Prba.g_00230
OG0001165	Syad.g_02621	Prba.g_00227
OG0001166	Syad.g_02647	Prba.g_00601
OG0001167	Syad.g_02486	Prba.g_00584
OG0001168	Syad.g_02488	Prba.g_00582
OG0001169	Syad.g_02490	Prba.g_00580
OG0001170	Syad.g_02492	Prba.g_00578
OG0001171	Syad.g_02503	Prba.g_00569
OG0001172	Syad.g_00594	Prba.g_00360
