Orthogroup	Syad	Syam
OG0000577	Syad.g_01086	Syam.g_01713
OG0000578	Syad.g_01087	Syam.g_01712
OG0000579	Syad.g_01088	Syam.g_01711
OG0000580	Syad.g_01089	Syam.g_01710
OG0000581	Syad.g_01097	Syam.g_01704
OG0000582	Syad.g_02206	Syam.g_01513
OG0000583	Syad.g_02205	Syam.g_01512
OG0000584	Syad.g_02204	Syam.g_01511
OG0000585	Syad.g_02202	Syam.g_01509
OG0000586	Syad.g_02201	Syam.g_01508
OG0000587	Syad.g_02199	Syam.g_01506
OG0000588	Syad.g_02183	Syam.g_01498
OG0000589	Syad.g_02178	Syam.g_01494
OG0000590	Syad.g_02177	Syam.g_01493
OG0000591	Syad.g_02169	Syam.g_01486
OG0000592	Syad.g_02168	Syam.g_01485
OG0000593	Syad.g_02156	Syam.g_01471
OG0000594	Syad.g_02155	Syam.g_01470
OG0000595	Syad.g_02154	Syam.g_01469
OG0000596	Syad.g_02149	Syam.g_01465
OG0000597	Syad.g_02146	Syam.g_01462
OG0000598	Syad.g_02145	Syam.g_01461
OG0000599	Syad.g_02142	Syam.g_01458
OG0000600	Syad.g_02141	Syam.g_01457
OG0000601	Syad.g_02140	Syam.g_01456
OG0000602	Syad.g_02135	Syam.g_01451
OG0000603	Syad.g_02134	Syam.g_01450
OG0000604	Syad.g_02131	Syam.g_01447
OG0000605	Syad.g_02026	Syam.g_01031
OG0000606	Syad.g_01567	Syam.g_01387
OG0000607	Syad.g_01571	Syam.g_01384
OG0000608	Syad.g_01572	Syam.g_01383
OG0000609	Syad.g_01574	Syam.g_01380
OG0000610	Syad.g_01589	Syam.g_01373
OG0000611	Syad.g_01592	Syam.g_01370
OG0000612	Syad.g_01593	Syam.g_01369
OG0000613	Syad.g_00457	Syam.g_00170
OG0000614	Syad.g_01340	Syam.g_00801
OG0000615	Syad.g_01948	Syam.g_01332
OG0000616	Syad.g_00145	Syam.g_02430
OG0000617	Syad.g_01810	Syam.g_01240
OG0000618	Syad.g_01809	Syam.g_01239
OG0000619	Syad.g_01808	Syam.g_01238
OG0000620	Syad.g_01803	Syam.g_01233
OG0000621	Syad.g_01802	Syam.g_01232
OG0000622	Syad.g_01801	Syam.g_01231
OG0000623	Syad.g_01800	Syam.g_01230
OG0000624	Syad.g_01798	Syam.g_01228
OG0000625	Syad.g_01797	Syam.g_01227
OG0000626	Syad.g_01796	Syam.g_01226
OG0000627	Syad.g_01640	Syam.g_01065
OG0000628	Syad.g_01641	Syam.g_01067
OG0000629	Syad.g_01644	Syam.g_01070
OG0000630	Syad.g_01648	Syam.g_01074
OG0000631	Syad.g_01658	Syam.g_01084
OG0000632	Syad.g_01659	Syam.g_01085
OG0000633	Syad.g_01660	Syam.g_01086
OG0000634	Syad.g_01893	Syam.g_01294
OG0000635	Syad.g_01892	Syam.g_01293
OG0000636	Syad.g_01890	Syam.g_01291
OG0000637	Syad.g_01888	Syam.g_01289
OG0000638	Syad.g_01887	Syam.g_01288
OG0000639	Syad.g_01886	Syam.g_01287
OG0000640	Syad.g_01885	Syam.g_01286
OG0000641	Syad.g_01881	Syam.g_01282
OG0000642	Syad.g_01880	Syam.g_01281
OG0000643	Syad.g_01878	Syam.g_01280
OG0000644	Syad.g_01877	Syam.g_01279
OG0000645	Syad.g_01875	Syam.g_01277
OG0000646	Syad.g_01872	Syam.g_01274
OG0000647	Syad.g_01870	Syam.g_01272
OG0000648	Syad.g_01860	Syam.g_01269
OG0000649	Syad.g_01859	Syam.g_01268
OG0000650	Syad.g_01858	Syam.g_01267
OG0000651	Syad.g_01857	Syam.g_01266
OG0000652	Syad.g_01856	Syam.g_01265
OG0000653	Syad.g_01850	Syam.g_01263
OG0000654	Syad.g_01849	Syam.g_01262
OG0000655	Syad.g_01848	Syam.g_01261
OG0000656	Syad.g_01845	Syam.g_01258
OG0000657	Syad.g_01240	Syam.g_00739
OG0000658	Syad.g_01231	Syam.g_00735
OG0000659	Syad.g_01230	Syam.g_00734
OG0000660	Syad.g_01226	Syam.g_00730
OG0000661	Syad.g_01224	Syam.g_00728
OG0000662	Syad.g_01222	Syam.g_00726
OG0000663	Syad.g_01219	Syam.g_00723
OG0000664	Syad.g_01209	Syam.g_00722
OG0000665	Syad.g_02115	Syam.g_02027
OG0000666	Syad.g_02027	Syam.g_01030
OG0000667	Syad.g_00612	Syam.g_00937
OG0000668	Syad.g_01688	Syam.g_01185
OG0000669	Syad.g_01606	Syam.g_01358
OG0000670	Syad.g_01609	Syam.g_00528
OG0000671	Syad.g_01611	Syam.g_01354
OG0000672	Syad.g_01615	Syam.g_01351
OG0000673	Syad.g_01618	Syam.g_01348
OG0000674	Syad.g_01620	Syam.g_01346
OG0000675	Syad.g_01633	Syam.g_01345
OG0000676	Syad.g_01635	Syam.g_01343
OG0000677	Syad.g_01636	Syam.g_01342
OG0000678	Syad.g_01957	Syam.g_01339
OG0000679	Syad.g_01922	Syam.g_01323
OG0000680	Syad.g_01921	Syam.g_01322
OG0000681	Syad.g_01919	Syam.g_01319
OG0000682	Syad.g_01918	Syam.g_01318
OG0000683	Syad.g_01917	Syam.g_01317
OG0000684	Syad.g_01912	Syam.g_01312
OG0000685	Syad.g_01910	Syam.g_01310
OG0000686	Syad.g_01909	Syam.g_01309
OG0000687	Syad.g_01908	Syam.g_01308
OG0000688	Syad.g_01904	Syam.g_01304
OG0000689	Syad.g_01902	Syam.g_01302
OG0000690	Syad.g_01901	Syam.g_01301
OG0000691	Syad.g_01900	Syam.g_01300
OG0000692	Syad.g_01899	Syam.g_01299
OG0000693	Syad.g_01897	Syam.g_01298
OG0000694	Syad.g_01896	Syam.g_01297
OG0000695	Syad.g_01662	Syam.g_01088
OG0000696	Syad.g_01663	Syam.g_01089
OG0000697	Syad.g_01789	Syam.g_01091
OG0000698	Syad.g_01786	Syam.g_01094
OG0000699	Syad.g_01785	Syam.g_01096
OG0000700	Syad.g_01784	Syam.g_01097
OG0000701	Syad.g_01783	Syam.g_01098
OG0000702	Syad.g_01775	Syam.g_01106
OG0000703	Syad.g_01774	Syam.g_01107
OG0000704	Syad.g_01772	Syam.g_01109
OG0000705	Syad.g_01765	Syam.g_01116
OG0000706	Syad.g_01764	Syam.g_01117
OG0000707	Syad.g_01763	Syam.g_01118
OG0000708	Syad.g_01760	Syam.g_01121
OG0000709	Syad.g_01745	Syam.g_01131
OG0000710	Syad.g_01738	Syam.g_01135
OG0000711	Syad.g_01710	Syam.g_01165
OG0000712	Syad.g_01708	Syam.g_01167
OG0000713	Syad.g_01707	Syam.g_01168
OG0000714	Syad.g_01705	Syam.g_01170
OG0000715	Syad.g_01703	Syam.g_01172
OG0000716	Syad.g_01697	Syam.g_01176
OG0000717	Syad.g_01696	Syam.g_01177
OG0000718	Syad.g_01692	Syam.g_01181
OG0000719	Syad.g_01690	Syam.g_01183
OG0000720	Syad.g_01677	Syam.g_01197
OG0000721	Syad.g_01675	Syam.g_01199
OG0000722	Syad.g_01674	Syam.g_01200
OG0000723	Syad.g_01791	Syam.g_01224
OG0000724	Syad.g_01284	Syam.g_00768
OG0000725	Syad.g_01293	Syam.g_00777
OG0000726	Syad.g_01294	Syam.g_00778
OG0000727	Syad.g_01295	Syam.g_00779
OG0000728	Syad.g_01297	Syam.g_00781
OG0000729	Syad.g_00331	Syam.g_00105
OG0000730	Syad.g_00758	Syam.g_00454
OG0000731	Syad.g_00770	Syam.g_00466
OG0000732	Syad.g_00214	Syam.g_00051
OG0000733	Syad.g_00028	Syam.g_02339
OG0000734	Syad.g_02809	Syam.g_02128
OG0000735	Syad.g_01120	Syam.g_01810
OG0000736	Syad.g_01121	Syam.g_01809
OG0000737	Syad.g_01122	Syam.g_01808
OG0000738	Syad.g_01127	Syam.g_01803
OG0000739	Syad.g_01145	Syam.g_01802
OG0000740	Syad.g_01146	Syam.g_01801
OG0000741	Syad.g_01149	Syam.g_01798
OG0000742	Syad.g_01151	Syam.g_01796
OG0000743	Syad.g_01153	Syam.g_01794
OG0000744	Syad.g_01154	Syam.g_01793
OG0000745	Syad.g_01156	Syam.g_01791
OG0000746	Syad.g_01158	Syam.g_01789
OG0000747	Syad.g_01159	Syam.g_01788
OG0000748	Syad.g_01170	Syam.g_01779
OG0000749	Syad.g_01173	Syam.g_01776
OG0000750	Syad.g_01174	Syam.g_01775
OG0000751	Syad.g_01182	Syam.g_01770
OG0000752	Syad.g_01184	Syam.g_01768
OG0000753	Syad.g_01187	Syam.g_01765
OG0000754	Syad.g_01516	Syam.g_00910
OG0000755	Syad.g_01504	Syam.g_00900
OG0000756	Syad.g_01498	Syam.g_00899
OG0000757	Syad.g_01487	Syam.g_00891
OG0000758	Syad.g_01486	Syam.g_00890
OG0000759	Syad.g_01485	Syam.g_00889
OG0000760	Syad.g_01484	Syam.g_00888
OG0000761	Syad.g_01480	Syam.g_00886
OG0000762	Syad.g_01474	Syam.g_00884
OG0000763	Syad.g_01468	Syam.g_00882
OG0000764	Syad.g_01467	Syam.g_00881
OG0000765	Syad.g_01447	Syam.g_00864
OG0000766	Syad.g_01446	Syam.g_00863
OG0000767	Syad.g_01444	Syam.g_00861
OG0000768	Syad.g_01443	Syam.g_00860
OG0000769	Syad.g_01441	Syam.g_00858
OG0000770	Syad.g_01437	Syam.g_00855
OG0000771	Syad.g_01278	Syam.g_00762
OG0000772	Syad.g_02078	Syam.g_01005
OG0000773	Syad.g_01114	Syam.g_01816
OG0000774	Syad.g_02396	Syam.g_01820
OG0000775	Syad.g_02398	Syam.g_01823
OG0000776	Syad.g_02399	Syam.g_01824
OG0000777	Syad.g_02400	Syam.g_01825
OG0000778	Syad.g_02401	Syam.g_01826
OG0000779	Syad.g_02407	Syam.g_01832
OG0000780	Syad.g_02411	Syam.g_01835
OG0000781	Syad.g_02415	Syam.g_01839
OG0000782	Syad.g_02416	Syam.g_01840
OG0000783	Syad.g_02418	Syam.g_01841
OG0000784	Syad.g_02419	Syam.g_01842
OG0000785	Syad.g_02421	Syam.g_01844
OG0000786	Syad.g_01101	Syam.g_01700
OG0000787	Syad.g_01100	Syam.g_01701
OG0000788	Syad.g_02139	Syam.g_01455
OG0000789	Syad.g_01982	Syam.g_01044
OG0000790	Syad.g_00886	Syam.g_00570
OG0000791	Syad.g_00885	Syam.g_00568
OG0000792	Syad.g_00884	Syam.g_00567
OG0000793	Syad.g_00879	Syam.g_00562
OG0000794	Syad.g_00878	Syam.g_00561
OG0000795	Syad.g_00877	Syam.g_00560
OG0000796	Syad.g_00871	Syam.g_00556
OG0000797	Syad.g_00870	Syam.g_00555
OG0000798	Syad.g_00525	Syam.g_00233
OG0000799	Syad.g_02243	Syam.g_01585
OG0000800	Syad.g_02245	Syam.g_01588
OG0000801	Syad.g_02246	Syam.g_01589
OG0000802	Syad.g_02251	Syam.g_01592
OG0000803	Syad.g_02255	Syam.g_01597
OG0000804	Syad.g_02260	Syam.g_01600
OG0000805	Syad.g_02266	Syam.g_01602
OG0000806	Syad.g_02267	Syam.g_01604
OG0000807	Syad.g_02269	Syam.g_01606
OG0000808	Syad.g_02270	Syam.g_01607
OG0000809	Syad.g_02273	Syam.g_01610
OG0000810	Syad.g_02274	Syam.g_01611
OG0000811	Syad.g_02283	Syam.g_01616
OG0000812	Syad.g_02285	Syam.g_01618
OG0000813	Syad.g_02286	Syam.g_01619
OG0000814	Syad.g_02288	Syam.g_01621
OG0000815	Syad.g_02289	Syam.g_01622
OG0000816	Syad.g_02290	Syam.g_01624
OG0000817	Syad.g_02291	Syam.g_01625
OG0000818	Syad.g_02297	Syam.g_01631
OG0000819	Syad.g_02298	Syam.g_01632
OG0000820	Syad.g_02299	Syam.g_01633
OG0000821	Syad.g_02305	Syam.g_01639
OG0000822	Syad.g_02307	Syam.g_01641
OG0000823	Syad.g_02308	Syam.g_01642
OG0000824	Syad.g_02314	Syam.g_01648
OG0000825	Syad.g_02315	Syam.g_01649
OG0000826	Syad.g_02316	Syam.g_01650
OG0000827	Syad.g_02317	Syam.g_01651
OG0000828	Syad.g_02320	Syam.g_01655
OG0000829	Syad.g_02321	Syam.g_01656
OG0000830	Syad.g_02322	Syam.g_01657
OG0000831	Syad.g_02325	Syam.g_01659
OG0000832	Syad.g_02538	Syam.g_01923
OG0000833	Syad.g_02550	Syam.g_01932
OG0000834	Syad.g_02552	Syam.g_01933
OG0000835	Syad.g_02553	Syam.g_01934
OG0000836	Syad.g_02557	Syam.g_01937
OG0000837	Syad.g_02561	Syam.g_01938
OG0000838	Syad.g_02565	Syam.g_01946
OG0000839	Syad.g_02566	Syam.g_01947
OG0000840	Syad.g_02567	Syam.g_01948
OG0000841	Syad.g_02568	Syam.g_01949
OG0000842	Syad.g_02569	Syam.g_01950
OG0000843	Syad.g_02570	Syam.g_01951
OG0000844	Syad.g_02577	Syam.g_01953
OG0000845	Syad.g_02578	Syam.g_01954
OG0000846	Syad.g_02579	Syam.g_01955
OG0000847	Syad.g_02580	Syam.g_01956
OG0000848	Syad.g_02582	Syam.g_01958
OG0000849	Syad.g_02583	Syam.g_01959
OG0000850	Syad.g_02586	Syam.g_01961
OG0000851	Syad.g_02592	Syam.g_01966
OG0000852	Syad.g_02593	Syam.g_01967
OG0000853	Syad.g_02597	Syam.g_01971
OG0000854	Syad.g_02606	Syam.g_01973
OG0000855	Syad.g_02607	Syam.g_01974
OG0000856	Syad.g_02166	Syam.g_01483
OG0000857	Syad.g_01871	Syam.g_01273
OG0000858	Syad.g_02613	Syam.g_01980
OG0000859	Syad.g_02614	Syam.g_01981
OG0000860	Syad.g_02625	Syam.g_01992
OG0000861	Syad.g_02626	Syam.g_01993
OG0000862	Syad.g_02628	Syam.g_01994
OG0000863	Syad.g_02631	Syam.g_01996
OG0000864	Syad.g_02632	Syam.g_01997
OG0000865	Syad.g_02633	Syam.g_01998
OG0000866	Syad.g_02634	Syam.g_01999
OG0000867	Syad.g_02635	Syam.g_02000
OG0000868	Syad.g_02637	Syam.g_02003
OG0000869	Syad.g_02643	Syam.g_02007
OG0000870	Syad.g_02648	Syam.g_02012
OG0000871	Syad.g_02649	Syam.g_02013
OG0000872	Syad.g_02657	Syam.g_02021
OG0000873	Syad.g_02660	Syam.g_02024
OG0000874	Syad.g_02655	Syam.g_02019
OG0000875	Syad.g_02662	Syam.g_02026
OG0000876	Syad.g_03003	Syam.g_01877
OG0000877	Syad.g_02480	Syam.g_01882
OG0000878	Syad.g_02481	Syam.g_01883
OG0000879	Syad.g_02482	Syam.g_01884
OG0000880	Syad.g_02483	Syam.g_01885
OG0000881	Syad.g_02489	Syam.g_01891
OG0000882	Syad.g_02494	Syam.g_01896
OG0000883	Syad.g_02497	Syam.g_01898
OG0000884	Syad.g_02499	Syam.g_01900
OG0000885	Syad.g_02500	Syam.g_01901
OG0000886	Syad.g_02501	Syam.g_01902
OG0000887	Syad.g_02502	Syam.g_01903
OG0000888	Syad.g_02504	Syam.g_01905
OG0000889	Syad.g_02506	Syam.g_01907
OG0000890	Syad.g_02512	Syam.g_01910
OG0000891	Syad.g_02513	Syam.g_01911
OG0000892	Syad.g_02517	Syam.g_01913
OG0000893	Syad.g_00589	Syam.g_00287
OG0000894	Syad.g_00592	Syam.g_00290
OG0000895	Syad.g_00596	Syam.g_00294
OG0000896	Syad.g_00597	Syam.g_00295
OG0000897	Syad.g_00599	Syam.g_00297
OG0000898	Syad.g_00600	Syam.g_00298
OG0000899	Syad.g_00601	Syam.g_00299
OG0000900	Syad.g_00602	Syam.g_00300
OG0000901	Syad.g_00607	Syam.g_00305
OG0000902	Syad.g_00609	Syam.g_00307
OG0000903	Syad.g_00645	Syam.g_00322
OG0000904	Syad.g_00640	Syam.g_00317
OG0000905	Syad.g_00632	Syam.g_00312
OG0000906	Syad.g_00630	Syam.g_00309
OG0000907	Syad.g_00648	Syam.g_00324
OG0000908	Syad.g_00651	Syam.g_00327
OG0000909	Syad.g_00652	Syam.g_00328
OG0000910	Syad.g_00653	Syam.g_00329
OG0000911	Syad.g_00655	Syam.g_00331
OG0000912	Syad.g_00656	Syam.g_00332
OG0000913	Syad.g_00657	Syam.g_00333
OG0000914	Syad.g_00658	Syam.g_00334
OG0000915	Syad.g_00660	Syam.g_00336
OG0000916	Syad.g_00661	Syam.g_00337
OG0000917	Syad.g_00662	Syam.g_00338
OG0000918	Syad.g_00663	Syam.g_00339
OG0000919	Syad.g_00664	Syam.g_00340
OG0000920	Syad.g_00665	Syam.g_00341
OG0000921	Syad.g_00666	Syam.g_00342
OG0000922	Syad.g_00667	Syam.g_00343
OG0000923	Syad.g_00671	Syam.g_00347
OG0000924	Syad.g_00672	Syam.g_00348
OG0000925	Syad.g_00673	Syam.g_00349
OG0000926	Syad.g_00674	Syam.g_00350
OG0000927	Syad.g_00676	Syam.g_00352
OG0000928	Syad.g_00677	Syam.g_00353
OG0000929	Syad.g_00678	Syam.g_00354
OG0000930	Syad.g_00679	Syam.g_00355
OG0000931	Syad.g_00680	Syam.g_00356
OG0000932	Syad.g_00681	Syam.g_00357
OG0000933	Syad.g_00687	Syam.g_00363
OG0000934	Syad.g_00689	Syam.g_00365
OG0000935	Syad.g_00690	Syam.g_00366
OG0000936	Syad.g_00691	Syam.g_00368
OG0000937	Syad.g_00692	Syam.g_00369
OG0000938	Syad.g_00695	Syam.g_00373
OG0000939	Syad.g_00696	Syam.g_00374
OG0000940	Syad.g_00703	Syam.g_00381
OG0000941	Syad.g_00705	Syam.g_00383
OG0000942	Syad.g_00707	Syam.g_00385
OG0000943	Syad.g_00708	Syam.g_00386
OG0000944	Syad.g_00710	Syam.g_00388
OG0000945	Syad.g_00711	Syam.g_00390
OG0000946	Syad.g_00716	Syam.g_00395
OG0000947	Syad.g_00719	Syam.g_00398
OG0000948	Syad.g_00720	Syam.g_00399
OG0000949	Syad.g_00432	Syam.g_00159
OG0000950	Syad.g_00418	Syam.g_00150
OG0000951	Syad.g_00411	Syam.g_00145
OG0000952	Syad.g_00375	Syam.g_00140
OG0000953	Syad.g_00369	Syam.g_00136
OG0000954	Syad.g_00364	Syam.g_00131
OG0000955	Syad.g_00363	Syam.g_00130
OG0000956	Syad.g_00361	Syam.g_00128
OG0000957	Syad.g_00350	Syam.g_00117
OG0000958	Syad.g_00349	Syam.g_00116
OG0000959	Syad.g_00345	Syam.g_00112
OG0000960	Syad.g_00344	Syam.g_00111
OG0000961	Syad.g_00335	Syam.g_00108
OG0000962	Syad.g_00332	Syam.g_00106
OG0000963	Syad.g_00325	Syam.g_00101
OG0000964	Syad.g_00324	Syam.g_00100
OG0000965	Syad.g_00323	Syam.g_00099
OG0000966	Syad.g_00246	Syam.g_00074
OG0000967	Syad.g_00234	Syam.g_00069
OG0000968	Syad.g_00243	Syam.g_00077
OG0000969	Syad.g_00240	Syam.g_00072
OG0000970	Syad.g_00239	Syam.g_00071
OG0000971	Syad.g_00229	Syam.g_00066
OG0000972	Syad.g_00228	Syam.g_00065
OG0000973	Syad.g_00227	Syam.g_00064
OG0000974	Syad.g_00226	Syam.g_00063
OG0000975	Syad.g_00225	Syam.g_00062
OG0000976	Syad.g_00224	Syam.g_00061
OG0000977	Syad.g_00222	Syam.g_00059
OG0000978	Syad.g_00221	Syam.g_00058
OG0000979	Syad.g_00218	Syam.g_00055
OG0000980	Syad.g_00215	Syam.g_00052
OG0000981	Syad.g_00212	Syam.g_00049
OG0000982	Syad.g_03035	Syam.g_02314
OG0000983	Syad.g_03036	Syam.g_02315
OG0000984	Syad.g_03037	Syam.g_02316
OG0000985	Syad.g_03039	Syam.g_02318
OG0000986	Syad.g_03049	Syam.g_02320
OG0000987	Syad.g_00002	Syam.g_02322
OG0000988	Syad.g_00008	Syam.g_02327
OG0000989	Syad.g_00020	Syam.g_02334
OG0000990	Syad.g_00061	Syam.g_02346
OG0000991	Syad.g_00064	Syam.g_02348
OG0000992	Syad.g_00067	Syam.g_02351
OG0000993	Syad.g_00069	Syam.g_02352
OG0000994	Syad.g_00071	Syam.g_02354
OG0000995	Syad.g_00077	Syam.g_02359
OG0000996	Syad.g_00121	Syam.g_02405
OG0000997	Syad.g_00128	Syam.g_02416
OG0000998	Syad.g_00130	Syam.g_02418
OG0000999	Syad.g_00131	Syam.g_02419
OG0001000	Syad.g_00136	Syam.g_02422
OG0001001	Syad.g_00141	Syam.g_02427
OG0001002	Syad.g_00148	Syam.g_02433
OG0001003	Syad.g_00150	Syam.g_02434
OG0001004	Syad.g_00151	Syam.g_02435
OG0001005	Syad.g_00152	Syam.g_02436
OG0001006	Syad.g_00160	Syam.g_02444
OG0001007	Syad.g_00162	Syam.g_02446
OG0001008	Syad.g_02449	Syam.g_01866
OG0001009	Syad.g_00194	Syam.g_00032
OG0001010	Syad.g_00195	Syam.g_00033
OG0001011	Syad.g_00196	Syam.g_00034
OG0001012	Syad.g_03030	Syam.g_02310
OG0001013	Syad.g_03011	Syam.g_02296
OG0001014	Syad.g_03002	Syam.g_02292
OG0001015	Syad.g_03001	Syam.g_02291
OG0001016	Syad.g_02734	Syam.g_02067
OG0001017	Syad.g_02740	Syam.g_02073
OG0001018	Syad.g_02742	Syam.g_02075
OG0001019	Syad.g_02771	Syam.g_02093
OG0001020	Syad.g_02777	Syam.g_02098
OG0001021	Syad.g_02781	Syam.g_02102
OG0001022	Syad.g_02786	Syam.g_02106
OG0001023	Syad.g_02787	Syam.g_02107
OG0001024	Syad.g_02791	Syam.g_02111
OG0001025	Syad.g_02798	Syam.g_02118
OG0001026	Syad.g_02811	Syam.g_02130
OG0001027	Syad.g_02817	Syam.g_02135
OG0001028	Syad.g_02819	Syam.g_02137
OG0001029	Syad.g_02821	Syam.g_02139
OG0001030	Syad.g_02848	Syam.g_02163
OG0001031	Syad.g_02925	Syam.g_02239
OG0001032	Syad.g_02928	Syam.g_02241
OG0001033	Syad.g_02956	Syam.g_02265
OG0001034	Syad.g_00819	Syam.g_00508
OG0001035	Syad.g_00559	Syam.g_00265
OG0001036	Syad.g_00554	Syam.g_00261
OG0001037	Syad.g_00552	Syam.g_00259
OG0001039	Syad.g_00522	Syam.g_00229
OG0001040	Syad.g_00519	Syam.g_00226
OG0001041	Syad.g_00514	Syam.g_00221
OG0001042	Syad.g_00485	Syam.g_00196
OG0001043	Syad.g_00481	Syam.g_00192
OG0001044	Syad.g_00760	Syam.g_00456
OG0001045	Syad.g_00773	Syam.g_00469
OG0001046	Syad.g_01722	Syam.g_01151
OG0001047	Syad.g_02447	Syam.g_01864
OG0001048	Syad.g_02446	Syam.g_01863
OG0001049	Syad.g_02443	Syam.g_01855
OG0001050	Syad.g_02442	Syam.g_01854
OG0001051	Syad.g_02441	Syam.g_01853
OG0001052	Syad.g_02357	Syam.g_01672
OG0001054	Syad.g_00925	Syam.g_00603
OG0001055	Syad.g_00946	Syam.g_00624
OG0001056	Syad.g_00982	Syam.g_00656
OG0001057	Syad.g_00996	Syam.g_00664
OG0001058	Syad.g_01015	Syam.g_00677
OG0001059	Syad.g_01018	Syam.g_00681
OG0001060	Syad.g_01025	Syam.g_00688
OG0001061	Syad.g_01047	Syam.g_01744
OG0001062	Syad.g_01049	Syam.g_01742
OG0001063	Syad.g_01056	Syam.g_01737
OG0001064	Syad.g_01057	Syam.g_01736
OG0001065	Syad.g_01058	Syam.g_01735
OG0001066	Syad.g_01059	Syam.g_01734
OG0001067	Syad.g_01060	Syam.g_01733
OG0001068	Syad.g_01061	Syam.g_01732
OG0001069	Syad.g_01062	Syam.g_01731
OG0001070	Syad.g_01065	Syam.g_01728
OG0001071	Syad.g_01066	Syam.g_01727
OG0001072	Syad.g_01070	Syam.g_01723
OG0001073	Syad.g_01090	Syam.g_01709
OG0001074	Syad.g_02197	Syam.g_01504
OG0001075	Syad.g_02196	Syam.g_01502
OG0001076	Syad.g_02175	Syam.g_01491
OG0001077	Syad.g_02164	Syam.g_01480
OG0001078	Syad.g_02151	Syam.g_01467
OG0001079	Syad.g_02138	Syam.g_01454
OG0001080	Syad.g_02008	Syam.g_01034
OG0001081	Syad.g_01568	Syam.g_01386
OG0001082	Syad.g_01569	Syam.g_01385
OG0001083	Syad.g_01578	Syam.g_01377
OG0001084	Syad.g_01586	Syam.g_01376
OG0001085	Syad.g_01596	Syam.g_01366
OG0001086	Syad.g_01598	Syam.g_01364
OG0001087	Syad.g_01372	Syam.g_00813
OG0001088	Syad.g_01368	Syam.g_00809
OG0001089	Syad.g_01302	Syam.g_00785
OG0001090	Syad.g_01817	Syam.g_01246
OG0001091	Syad.g_01815	Syam.g_01244
OG0001092	Syad.g_01812	Syam.g_01242
OG0001093	Syad.g_01806	Syam.g_01236
OG0001094	Syad.g_01895	Syam.g_01296
OG0001095	Syad.g_01874	Syam.g_01276
OG0001096	Syad.g_01847	Syam.g_01260
OG0001097	Syad.g_01223	Syam.g_00727
OG0001098	Syad.g_02005, Syad.g_01995	Syam.g_01037
OG0001099	Syad.g_02820	Syam.g_02138
OG0001100	Syad.g_01608	Syam.g_01356
OG0001101	Syad.g_01610	Syam.g_01355
OG0001103	Syad.g_01616	Syam.g_01350
OG0001104	Syad.g_01911	Syam.g_01311
OG0001105	Syad.g_01907	Syam.g_01307
OG0001106	Syad.g_01771	Syam.g_01110
OG0001107	Syad.g_01759	Syam.g_01122
OG0001108	Syad.g_01744	Syam.g_01132
OG0001109	Syad.g_01739	Syam.g_01134
OG0001110	Syad.g_01737	Syam.g_01136
OG0001111	Syad.g_01735	Syam.g_01138
OG0001112	Syad.g_01733	Syam.g_01140
OG0001113	Syad.g_01732	Syam.g_01141
OG0001114	Syad.g_01731	Syam.g_01142
OG0001115	Syad.g_01727	Syam.g_01146
OG0001116	Syad.g_01725	Syam.g_01148
OG0001117	Syad.g_01724	Syam.g_01149
OG0001118	Syad.g_01723	Syam.g_01150
OG0001119	Syad.g_01721	Syam.g_01152
OG0001120	Syad.g_01717	Syam.g_01156
OG0001121	Syad.g_01503	Syam.g_00970
OG0001122	Syad.g_01689	Syam.g_01184
OG0001123	Syad.g_01682	Syam.g_01191
OG0001124	Syad.g_01680	Syam.g_01194
OG0001125	Syad.g_01678	Syam.g_01196
OG0001126	Syad.g_01276	Syam.g_00757
OG0001127	Syad.g_01277	Syam.g_00758
OG0001128	Syad.g_01280	Syam.g_00764
OG0001129	Syad.g_01282	Syam.g_00766
OG0001130	Syad.g_01283	Syam.g_00767
OG0001131	Syad.g_01953	Syam.g_01337
OG0001132	Syad.g_02038	Syam.g_01020
OG0001134	Syad.g_01527	Syam.g_00915
OG0001135	Syad.g_01529	Syam.g_00917
OG0001136	Syad.g_01150	Syam.g_01797
OG0001137	Syad.g_01169	Syam.g_01780
OG0001138	Syad.g_01493	Syam.g_00898
OG0001139	Syad.g_01491	Syam.g_00896
OG0001140	Syad.g_01490	Syam.g_00895
OG0001141	Syad.g_01489	Syam.g_00894
OG0001142	Syad.g_01488	Syam.g_00892
OG0001143	Syad.g_01473	Syam.g_00883
OG0001144	Syad.g_01457	Syam.g_00873
OG0001145	Syad.g_01112	Syam.g_01817
OG0001146	Syad.g_02412	Syam.g_01836
OG0001147	Syad.g_02349	Syam.g_01665
OG0001148	Syad.g_00889	Syam.g_00573
OG0001149	Syad.g_00888	Syam.g_00572
OG0001150	Syad.g_00887	Syam.g_00571
OG0001151	Syad.g_00875	Syam.g_00558
OG0001152	Syad.g_00872	Syam.g_00557
OG0001153	Syad.g_02318	Syam.g_01652
OG0001154	Syad.g_02319	Syam.g_01654
OG0001155	Syad.g_02540	Syam.g_01925
OG0001156	Syad.g_02543	Syam.g_01928
OG0001157	Syad.g_02544	Syam.g_01929
OG0001158	Syad.g_02546	Syam.g_01930
OG0001159	Syad.g_02547	Syam.g_01931
OG0001160	Syad.g_02595	Syam.g_01969
OG0001161	Syad.g_00026	Syam.g_02338
OG0001162	Syad.g_01844	Syam.g_01257
