Orthogroup	Syad	Praf
OG0000564	Syad.g_01023	Praf.g_00698
OG0000565	Syad.g_01027	Praf.g_00701
OG0000566	Syad.g_01031	Praf.g_00705
OG0000567	Syad.g_01035	Praf.g_00709
OG0000568	Syad.g_01040	Praf.g_00711
OG0000569	Syad.g_01041	Praf.g_00712
OG0000570	Syad.g_01042	Praf.g_00713
OG0000571	Syad.g_01046	Praf.g_00716
OG0000572	Syad.g_01064	Praf.g_00733
OG0000573	Syad.g_01072	Praf.g_00740
OG0000574	Syad.g_01077	Praf.g_00741
OG0000575	Syad.g_01083	Praf.g_00751
OG0000576	Syad.g_01085	Praf.g_00753
OG0000577	Syad.g_01086	Praf.g_00754
OG0000578	Syad.g_01087	Praf.g_00755
OG0000579	Syad.g_01088	Praf.g_00756
OG0000580	Syad.g_01089	Praf.g_00757
OG0000581	Syad.g_01097	Praf.g_00761
OG0000582	Syad.g_02206	Praf.g_00765
OG0000583	Syad.g_02205	Praf.g_00766
OG0000584	Syad.g_02204	Praf.g_00767
OG0000585	Syad.g_02202	Praf.g_00769
OG0000586	Syad.g_02201	Praf.g_00771
OG0000587	Syad.g_02199	Praf.g_00773
OG0000588	Syad.g_02183	Praf.g_01663
OG0000589	Syad.g_02178	Praf.g_01666
OG0000590	Syad.g_02177	Praf.g_01667
OG0000591	Syad.g_02169	Praf.g_01674
OG0000592	Syad.g_02168	Praf.g_01675
OG0000593	Syad.g_02156	Praf.g_01688
OG0000594	Syad.g_02155	Praf.g_01689
OG0000595	Syad.g_02154	Praf.g_01690
OG0000596	Syad.g_02149	Praf.g_01695
OG0000597	Syad.g_02146	Praf.g_01698
OG0000598	Syad.g_02145	Praf.g_01699
OG0000599	Syad.g_02142	Praf.g_01709
OG0000600	Syad.g_02141	Praf.g_01710
OG0000601	Syad.g_02140	Praf.g_01711
OG0000602	Syad.g_02135	Praf.g_01716
OG0000603	Syad.g_02134	Praf.g_01717
OG0000604	Syad.g_02131	Praf.g_01718
OG0000605	Syad.g_02026	Praf.g_01720
OG0000606	Syad.g_01567	Praf.g_01727
OG0000607	Syad.g_01571	Praf.g_01730
OG0000608	Syad.g_01572	Praf.g_01731
OG0000609	Syad.g_01574	Praf.g_01733
OG0000610	Syad.g_01589	Praf.g_01741
OG0000611	Syad.g_01592	Praf.g_01744
OG0000612	Syad.g_01593	Praf.g_01745
OG0000613	Syad.g_00457	Praf.g_02344
OG0000614	Syad.g_01340	Praf.g_01207
OG0000615	Syad.g_01948	Praf.g_01489
OG0000616	Syad.g_00145	Praf.g_02767
OG0000617	Syad.g_01810	Praf.g_01308
OG0000618	Syad.g_01809	Praf.g_01309
OG0000619	Syad.g_01808	Praf.g_01310
OG0000620	Syad.g_01803	Praf.g_01314
OG0000621	Syad.g_01802	Praf.g_01315
OG0000622	Syad.g_01801	Praf.g_01316
OG0000623	Syad.g_01800	Praf.g_01317
OG0000624	Syad.g_01798	Praf.g_01318
OG0000625	Syad.g_01797	Praf.g_01319
OG0000626	Syad.g_01796	Praf.g_01320
OG0000627	Syad.g_01640	Praf.g_01441
OG0000628	Syad.g_01641	Praf.g_01440
OG0000629	Syad.g_01644	Praf.g_01437
OG0000630	Syad.g_01648	Praf.g_01433
OG0000631	Syad.g_01658	Praf.g_01429
OG0000632	Syad.g_01659	Praf.g_01428
OG0000633	Syad.g_01660	Praf.g_01427
OG0000634	Syad.g_01893	Praf.g_01526
OG0000635	Syad.g_01892	Praf.g_01527
OG0000636	Syad.g_01890	Praf.g_01529
OG0000637	Syad.g_01888	Praf.g_01531
OG0000638	Syad.g_01887	Praf.g_01532
OG0000639	Syad.g_01886	Praf.g_01533
OG0000640	Syad.g_01885	Praf.g_01534
OG0000641	Syad.g_01881	Praf.g_01538
OG0000642	Syad.g_01880	Praf.g_01539
OG0000643	Syad.g_01878	Praf.g_01540
OG0000644	Syad.g_01877	Praf.g_01541
OG0000645	Syad.g_01875	Praf.g_01542
OG0000646	Syad.g_01872	Praf.g_01545
OG0000647	Syad.g_01870	Praf.g_01547
OG0000648	Syad.g_01860	Praf.g_01549
OG0000649	Syad.g_01859	Praf.g_01550
OG0000650	Syad.g_01858	Praf.g_01551
OG0000651	Syad.g_01857	Praf.g_01552
OG0000652	Syad.g_01856	Praf.g_01553
OG0000653	Syad.g_01850	Praf.g_01557
OG0000654	Syad.g_01849	Praf.g_01558
OG0000655	Syad.g_01848	Praf.g_01559
OG0000656	Syad.g_01845	Praf.g_01562
OG0000657	Syad.g_01240	Praf.g_01592
OG0000658	Syad.g_01231	Praf.g_01594
OG0000659	Syad.g_01230	Praf.g_01595
OG0000660	Syad.g_01226	Praf.g_01599
OG0000661	Syad.g_01224	Praf.g_01601
OG0000662	Syad.g_01222	Praf.g_01603
OG0000663	Syad.g_01219	Praf.g_01606
OG0000664	Syad.g_01209	Praf.g_01607
OG0000665	Syad.g_02115	Praf.g_01620
OG0000666	Syad.g_02027	Praf.g_01622
OG0000667	Syad.g_00612	Praf.g_01629
OG0000668	Syad.g_01688	Praf.g_01339
OG0000669	Syad.g_01606	Praf.g_01638
OG0000670	Syad.g_01609	Praf.g_00961
OG0000671	Syad.g_01611	Praf.g_01456
OG0000672	Syad.g_01615	Praf.g_01459
OG0000673	Syad.g_01618	Praf.g_01462
OG0000674	Syad.g_01620	Praf.g_01464
OG0000675	Syad.g_01633	Praf.g_01465
OG0000676	Syad.g_01635	Praf.g_01467
OG0000677	Syad.g_01636	Praf.g_01469
OG0000678	Syad.g_01957	Praf.g_01475
OG0000679	Syad.g_01922	Praf.g_01494
OG0000680	Syad.g_01921	Praf.g_01495
OG0000681	Syad.g_01919	Praf.g_01497
OG0000682	Syad.g_01918	Praf.g_01498
OG0000683	Syad.g_01917	Praf.g_01499
OG0000684	Syad.g_01912	Praf.g_01512
OG0000685	Syad.g_01910	Praf.g_01510
OG0000686	Syad.g_01909	Praf.g_01509
OG0000687	Syad.g_01908	Praf.g_01508
OG0000688	Syad.g_01904	Praf.g_01515
OG0000689	Syad.g_01902	Praf.g_01516
OG0000690	Syad.g_01901	Praf.g_01517
OG0000691	Syad.g_01900	Praf.g_01519
OG0000692	Syad.g_01899	Praf.g_01520
OG0000693	Syad.g_01897	Praf.g_01522
OG0000694	Syad.g_01896	Praf.g_01523
OG0000695	Syad.g_01662	Praf.g_01425
OG0000696	Syad.g_01663	Praf.g_01424
OG0000697	Syad.g_01789	Praf.g_01422
OG0000698	Syad.g_01786	Praf.g_01419
OG0000699	Syad.g_01785	Praf.g_01417
OG0000700	Syad.g_01784	Praf.g_01416
OG0000701	Syad.g_01783	Praf.g_01415
OG0000702	Syad.g_01775	Praf.g_01408
OG0000703	Syad.g_01774	Praf.g_01407
OG0000704	Syad.g_01772	Praf.g_01405
OG0000705	Syad.g_01765	Praf.g_01399
OG0000706	Syad.g_01764	Praf.g_01398
OG0000707	Syad.g_01763	Praf.g_01397
OG0000708	Syad.g_01760	Praf.g_01395
OG0000709	Syad.g_01745	Praf.g_01388
OG0000710	Syad.g_01738	Praf.g_01383, Praf.g_01384
OG0000711	Syad.g_01710	Praf.g_01360
OG0000712	Syad.g_01708	Praf.g_01359
OG0000713	Syad.g_01707	Praf.g_01358
OG0000714	Syad.g_01705	Praf.g_01355
OG0000715	Syad.g_01703	Praf.g_01353
OG0000716	Syad.g_01697	Praf.g_01349
OG0000717	Syad.g_01696	Praf.g_01348
OG0000718	Syad.g_01692	Praf.g_01343
OG0000719	Syad.g_01690	Praf.g_01341
OG0000720	Syad.g_01677	Praf.g_01328
OG0000721	Syad.g_01675	Praf.g_01327
OG0000722	Syad.g_01674	Praf.g_01326
OG0000723	Syad.g_01791	Praf.g_01322
OG0000724	Syad.g_01284	Praf.g_01279
OG0000725	Syad.g_01293	Praf.g_01270
OG0000726	Syad.g_01294	Praf.g_01269
OG0000727	Syad.g_01295	Praf.g_01268
OG0000728	Syad.g_01297	Praf.g_01267
OG0000729	Syad.g_00331	Praf.g_00162
OG0000730	Syad.g_00758	Praf.g_02056
OG0000731	Syad.g_00770	Praf.g_02047
OG0000732	Syad.g_00214	Praf.g_00055
OG0000733	Syad.g_00028	Praf.g_02698
OG0000734	Syad.g_02809	Praf.g_00233
OG0000735	Syad.g_01120	Praf.g_00822
OG0000736	Syad.g_01121	Praf.g_00823
OG0000737	Syad.g_01122	Praf.g_00824
OG0000738	Syad.g_01127	Praf.g_00830
OG0000739	Syad.g_01145	Praf.g_00832
OG0000740	Syad.g_01146	Praf.g_00833
OG0000741	Syad.g_01149	Praf.g_00836
OG0000742	Syad.g_01151	Praf.g_00853
OG0000743	Syad.g_01153	Praf.g_00855
OG0000744	Syad.g_01154	Praf.g_00856
OG0000745	Syad.g_01156	Praf.g_00858
OG0000746	Syad.g_01158	Praf.g_00860
OG0000747	Syad.g_01159	Praf.g_00861
OG0000748	Syad.g_01170	Praf.g_00873
OG0000749	Syad.g_01173	Praf.g_00874
OG0000750	Syad.g_01174	Praf.g_00875
OG0000751	Syad.g_01182	Praf.g_00880
OG0000752	Syad.g_01184	Praf.g_00882
OG0000753	Syad.g_01187	Praf.g_00885
OG0000754	Syad.g_01516	Praf.g_00914
OG0000755	Syad.g_01504	Praf.g_00921
OG0000756	Syad.g_01498	Praf.g_00922
OG0000757	Syad.g_01487	Praf.g_00929
OG0000758	Syad.g_01486	Praf.g_00930
OG0000759	Syad.g_01485	Praf.g_00931
OG0000760	Syad.g_01484	Praf.g_00932
OG0000761	Syad.g_01480	Praf.g_00933
OG0000762	Syad.g_01474	Praf.g_00913
OG0000763	Syad.g_01468	Praf.g_00911
OG0000764	Syad.g_01467	Praf.g_00910
OG0000765	Syad.g_01447	Praf.g_00895
OG0000766	Syad.g_01446	Praf.g_00894
OG0000767	Syad.g_01444	Praf.g_00892
OG0000768	Syad.g_01443	Praf.g_00891
OG0000769	Syad.g_01441	Praf.g_00887
OG0000770	Syad.g_01437	Praf.g_00937
OG0000771	Syad.g_01278	Praf.g_01285
OG0000772	Syad.g_02078	Praf.g_00548
OG0000773	Syad.g_01114	Praf.g_00808
OG0000774	Syad.g_02396	Praf.g_00804
OG0000775	Syad.g_02398	Praf.g_00802
OG0000776	Syad.g_02399	Praf.g_00801
OG0000777	Syad.g_02400	Praf.g_00800
OG0000778	Syad.g_02401	Praf.g_00799
OG0000779	Syad.g_02407	Praf.g_00794
OG0000780	Syad.g_02411	Praf.g_00791
OG0000781	Syad.g_02415	Praf.g_00787
OG0000782	Syad.g_02416	Praf.g_00786
OG0000783	Syad.g_02418	Praf.g_00785
OG0000784	Syad.g_02419	Praf.g_00784
OG0000785	Syad.g_02421	Praf.g_00782
OG0000786	Syad.g_01101	Praf.g_00777
OG0000787	Syad.g_01100	Praf.g_00776
OG0000788	Syad.g_02139	Praf.g_01996
OG0000789	Syad.g_01982	Praf.g_01001
OG0000790	Syad.g_00886	Praf.g_00579
OG0000791	Syad.g_00885	Praf.g_00577
OG0000792	Syad.g_00884	Praf.g_00576
OG0000793	Syad.g_00879	Praf.g_00572
OG0000794	Syad.g_00878	Praf.g_00571
OG0000795	Syad.g_00877	Praf.g_00570
OG0000796	Syad.g_00871	Praf.g_00566
OG0000797	Syad.g_00870	Praf.g_00565
OG0000798	Syad.g_00525	Praf.g_02276
OG0000799	Syad.g_02243	Praf.g_01765
OG0000800	Syad.g_02245	Praf.g_01766
OG0000801	Syad.g_02246	Praf.g_01767
OG0000802	Syad.g_02251	Praf.g_01773
OG0000803	Syad.g_02255	Praf.g_01779
OG0000804	Syad.g_02260	Praf.g_01781
OG0000805	Syad.g_02266	Praf.g_01783
OG0000806	Syad.g_02267	Praf.g_01785
OG0000807	Syad.g_02269	Praf.g_01787
OG0000808	Syad.g_02270	Praf.g_01788
OG0000809	Syad.g_02273	Praf.g_01792
OG0000810	Syad.g_02274	Praf.g_01793
OG0000811	Syad.g_02283	Praf.g_01801
OG0000812	Syad.g_02285	Praf.g_01803
OG0000813	Syad.g_02286	Praf.g_01804
OG0000814	Syad.g_02288	Praf.g_01806
OG0000815	Syad.g_02289	Praf.g_01807
OG0000816	Syad.g_02290	Praf.g_01809
OG0000817	Syad.g_02291	Praf.g_01810
OG0000818	Syad.g_02297	Praf.g_01822
OG0000819	Syad.g_02298	Praf.g_01823
OG0000820	Syad.g_02299	Praf.g_01824
OG0000821	Syad.g_02305	Praf.g_01831
OG0000822	Syad.g_02307	Praf.g_01833
OG0000823	Syad.g_02308	Praf.g_01834
OG0000824	Syad.g_02314	Praf.g_01838
OG0000825	Syad.g_02315	Praf.g_01839
OG0000826	Syad.g_02316	Praf.g_01840
OG0000827	Syad.g_02317	Praf.g_01841
OG0000828	Syad.g_02320	Praf.g_01844
OG0000829	Syad.g_02321	Praf.g_01845
OG0000830	Syad.g_02322	Praf.g_01846
OG0000831	Syad.g_02325	Praf.g_01849
OG0000832	Syad.g_02538	Praf.g_00542
OG0000833	Syad.g_02550	Praf.g_00534
OG0000834	Syad.g_02552	Praf.g_00533
OG0000835	Syad.g_02553	Praf.g_00532
OG0000836	Syad.g_02557	Praf.g_00530
OG0000837	Syad.g_02561	Praf.g_00529
OG0000838	Syad.g_02565	Praf.g_00525
OG0000839	Syad.g_02566	Praf.g_00524
OG0000840	Syad.g_02567	Praf.g_00523
OG0000841	Syad.g_02568	Praf.g_00522
OG0000842	Syad.g_02569	Praf.g_00521
OG0000843	Syad.g_02570	Praf.g_00520
OG0000844	Syad.g_02577	Praf.g_00518
OG0000845	Syad.g_02578	Praf.g_00517
OG0000846	Syad.g_02579	Praf.g_00516
OG0000847	Syad.g_02580	Praf.g_00515
OG0000848	Syad.g_02582	Praf.g_00513
OG0000849	Syad.g_02583	Praf.g_00512
OG0000850	Syad.g_02586	Praf.g_00511
OG0000851	Syad.g_02592	Praf.g_00508
OG0000852	Syad.g_02593	Praf.g_00507
OG0000853	Syad.g_02597	Praf.g_00502
OG0000854	Syad.g_02606	Praf.g_00500
OG0000855	Syad.g_02607	Praf.g_00499
OG0000856	Syad.g_02166	Praf.g_01677
OG0000857	Syad.g_01871	Praf.g_01546
OG0000858	Syad.g_02613	Praf.g_00490
OG0000859	Syad.g_02614	Praf.g_00489
OG0000860	Syad.g_02625	Praf.g_00478
OG0000861	Syad.g_02626	Praf.g_00477
OG0000862	Syad.g_02628	Praf.g_00475
OG0000863	Syad.g_02631	Praf.g_00472
OG0000864	Syad.g_02632	Praf.g_00471
OG0000865	Syad.g_02633	Praf.g_00470
OG0000866	Syad.g_02634	Praf.g_00469
OG0000867	Syad.g_02635	Praf.g_00468
OG0000868	Syad.g_02637	Praf.g_00466
OG0000869	Syad.g_02643	Praf.g_00463
OG0000870	Syad.g_02648	Praf.g_00458
OG0000871	Syad.g_02649	Praf.g_00457
OG0000872	Syad.g_02657	Praf.g_00455
OG0000873	Syad.g_02660	Praf.g_00452
OG0000874	Syad.g_02655	Praf.g_00448
OG0000875	Syad.g_02662	Praf.g_00447
OG0000876	Syad.g_03003	Praf.g_00446
OG0000877	Syad.g_02480	Praf.g_00443
OG0000878	Syad.g_02481	Praf.g_00442
OG0000879	Syad.g_02482	Praf.g_00441
OG0000880	Syad.g_02483	Praf.g_00440
OG0000881	Syad.g_02489	Praf.g_00434
OG0000882	Syad.g_02494	Praf.g_00429
OG0000883	Syad.g_02497	Praf.g_00427
OG0000884	Syad.g_02499	Praf.g_00425
OG0000885	Syad.g_02500	Praf.g_00424
OG0000886	Syad.g_02501	Praf.g_00423
OG0000887	Syad.g_02502	Praf.g_00422
OG0000888	Syad.g_02504	Praf.g_00420
OG0000889	Syad.g_02506	Praf.g_00418
OG0000890	Syad.g_02512	Praf.g_00405
OG0000891	Syad.g_02513	Praf.g_00404
OG0000892	Syad.g_02517	Praf.g_00402
OG0000893	Syad.g_00589	Praf.g_02202
OG0000894	Syad.g_00592	Praf.g_02199
OG0000895	Syad.g_00596	Praf.g_02195
OG0000896	Syad.g_00597	Praf.g_02194
OG0000897	Syad.g_00599	Praf.g_02192
OG0000898	Syad.g_00600	Praf.g_02191
OG0000899	Syad.g_00601	Praf.g_02190
OG0000900	Syad.g_00602	Praf.g_02189
OG0000901	Syad.g_00607	Praf.g_02185
OG0000902	Syad.g_00609	Praf.g_02183
OG0000903	Syad.g_00645	Praf.g_02170
OG0000904	Syad.g_00640	Praf.g_02175
OG0000905	Syad.g_00632	Praf.g_02177
OG0000906	Syad.g_00630	Praf.g_02179
OG0000907	Syad.g_00648	Praf.g_02163
OG0000908	Syad.g_00651	Praf.g_02160
OG0000909	Syad.g_00652	Praf.g_02159
OG0000910	Syad.g_00653	Praf.g_02158
OG0000911	Syad.g_00655	Praf.g_02156
OG0000912	Syad.g_00656	Praf.g_02155
OG0000913	Syad.g_00657	Praf.g_02154
OG0000914	Syad.g_00658	Praf.g_02153
OG0000915	Syad.g_00660	Praf.g_02152
OG0000916	Syad.g_00661	Praf.g_02151
OG0000917	Syad.g_00662	Praf.g_02150
OG0000918	Syad.g_00663	Praf.g_02149
OG0000919	Syad.g_00664	Praf.g_02148
OG0000920	Syad.g_00665	Praf.g_02147
OG0000921	Syad.g_00666	Praf.g_02146
OG0000922	Syad.g_00667	Praf.g_02145
OG0000923	Syad.g_00671	Praf.g_02141
OG0000924	Syad.g_00672	Praf.g_02140
OG0000925	Syad.g_00673	Praf.g_02139
OG0000926	Syad.g_00674	Praf.g_02138
OG0000927	Syad.g_00676	Praf.g_02136
OG0000928	Syad.g_00677	Praf.g_02135
OG0000929	Syad.g_00678	Praf.g_02134
OG0000930	Syad.g_00679	Praf.g_02133
OG0000931	Syad.g_00680	Praf.g_02132
OG0000932	Syad.g_00681	Praf.g_02131
OG0000933	Syad.g_00687	Praf.g_02126
OG0000934	Syad.g_00689	Praf.g_02124
OG0000935	Syad.g_00690	Praf.g_02123
OG0000936	Syad.g_00691	Praf.g_02122
OG0000937	Syad.g_00692	Praf.g_02121
OG0000938	Syad.g_00695	Praf.g_02118
OG0000939	Syad.g_00696	Praf.g_02117
OG0000940	Syad.g_00703	Praf.g_02106
OG0000941	Syad.g_00705	Praf.g_02104
OG0000942	Syad.g_00707	Praf.g_02102
OG0000943	Syad.g_00708	Praf.g_02101
OG0000944	Syad.g_00710	Praf.g_02099
OG0000945	Syad.g_00711	Praf.g_02097
OG0000946	Syad.g_00716	Praf.g_02082
OG0000947	Syad.g_00719	Praf.g_02079
OG0000948	Syad.g_00720	Praf.g_02078
OG0000949	Syad.g_00432	Praf.g_02075
OG0000950	Syad.g_00418	Praf.g_02383
OG0000951	Syad.g_00411	Praf.g_02388
OG0000952	Syad.g_00375	Praf.g_02393
OG0000953	Syad.g_00369	Praf.g_02397
OG0000954	Syad.g_00364	Praf.g_00195
OG0000955	Syad.g_00363	Praf.g_00194
OG0000956	Syad.g_00361	Praf.g_00192
OG0000957	Syad.g_00350	Praf.g_00180
OG0000958	Syad.g_00349	Praf.g_00179
OG0000959	Syad.g_00345	Praf.g_00175
OG0000960	Syad.g_00344	Praf.g_00174
OG0000961	Syad.g_00335	Praf.g_00165
OG0000962	Syad.g_00332	Praf.g_00163
OG0000963	Syad.g_00325	Praf.g_00157
OG0000964	Syad.g_00324	Praf.g_00156
OG0000965	Syad.g_00323	Praf.g_00155
OG0000966	Syad.g_00246	Praf.g_00089
OG0000967	Syad.g_00234	Praf.g_00082
OG0000968	Syad.g_00243	Praf.g_00077
OG0000969	Syad.g_00240	Praf.g_00075
OG0000970	Syad.g_00239	Praf.g_00074
OG0000971	Syad.g_00229	Praf.g_00072
OG0000972	Syad.g_00228	Praf.g_00071
OG0000973	Syad.g_00227	Praf.g_00070
OG0000974	Syad.g_00226	Praf.g_00069
OG0000975	Syad.g_00225	Praf.g_00068
OG0000976	Syad.g_00224	Praf.g_00067
OG0000977	Syad.g_00222	Praf.g_00064
OG0000978	Syad.g_00221	Praf.g_00063
OG0000979	Syad.g_00218	Praf.g_00060
OG0000980	Syad.g_00215	Praf.g_00056
OG0000981	Syad.g_00212	Praf.g_00053
OG0000982	Syad.g_03035	Praf.g_02657
OG0000983	Syad.g_03036	Praf.g_02658
OG0000984	Syad.g_03037	Praf.g_02659
OG0000985	Syad.g_03039	Praf.g_02663
OG0000986	Syad.g_03049	Praf.g_02665
OG0000987	Syad.g_00002	Praf.g_02667
OG0000988	Syad.g_00008	Praf.g_02671
OG0000989	Syad.g_00020	Praf.g_02680
OG0000990	Syad.g_00061	Praf.g_02702
OG0000991	Syad.g_00064	Praf.g_02716
OG0000992	Syad.g_00067	Praf.g_02719
OG0000993	Syad.g_00069	Praf.g_02720
OG0000994	Syad.g_00071	Praf.g_02723
OG0000995	Syad.g_00077	Praf.g_02730
OG0000996	Syad.g_00121	Praf.g_02743
OG0000997	Syad.g_00128	Praf.g_02753
OG0000998	Syad.g_00130	Praf.g_02755
OG0000999	Syad.g_00131	Praf.g_02756
OG0001000	Syad.g_00136	Praf.g_02759
OG0001001	Syad.g_00141	Praf.g_02764
OG0001002	Syad.g_00148	Praf.g_02770
OG0001003	Syad.g_00150	Praf.g_02772
OG0001004	Syad.g_00151	Praf.g_02773
OG0001005	Syad.g_00152	Praf.g_02775
OG0001006	Syad.g_00160	Praf.g_02781
OG0001007	Syad.g_00162	Praf.g_02783
OG0001008	Syad.g_02449	Praf.g_01988
OG0001009	Syad.g_00194	Praf.g_00032
OG0001010	Syad.g_00195	Praf.g_00033
OG0001011	Syad.g_00196	Praf.g_00035
OG0001012	Syad.g_03030	Praf.g_02654
OG0001013	Syad.g_03011	Praf.g_02603
OG0001014	Syad.g_03002	Praf.g_02597
OG0001015	Syad.g_03001	Praf.g_02596
OG0001016	Syad.g_02734	Praf.g_00316
OG0001017	Syad.g_02740	Praf.g_00310
OG0001018	Syad.g_02742	Praf.g_00308
OG0001019	Syad.g_02771	Praf.g_00296
OG0001020	Syad.g_02777	Praf.g_00268
OG0001021	Syad.g_02781	Praf.g_00264
OG0001022	Syad.g_02786	Praf.g_00259
OG0001023	Syad.g_02787	Praf.g_00258
OG0001024	Syad.g_02791	Praf.g_00254
OG0001025	Syad.g_02798	Praf.g_00247
OG0001026	Syad.g_02811	Praf.g_00230
OG0001027	Syad.g_02817	Praf.g_00225
OG0001028	Syad.g_02819	Praf.g_00223
OG0001029	Syad.g_02821	Praf.g_00221
OG0001030	Syad.g_02848	Praf.g_02408
OG0001031	Syad.g_02925	Praf.g_02497
OG0001032	Syad.g_02928	Praf.g_02500
OG0001033	Syad.g_02956	Praf.g_02533
OG0001034	Syad.g_00819	Praf.g_00385
OG0001035	Syad.g_00559	Praf.g_02243
OG0001036	Syad.g_00554	Praf.g_02247
OG0001037	Syad.g_00552	Praf.g_02249
OG0001039	Syad.g_00522	Praf.g_02280
OG0001040	Syad.g_00519	Praf.g_02283
OG0001041	Syad.g_00514	Praf.g_02288
OG0001042	Syad.g_00485	Praf.g_02316
OG0001043	Syad.g_00481	Praf.g_02318
OG0001044	Syad.g_00760	Praf.g_02055
OG0001045	Syad.g_00773	Praf.g_02044
OG0001046	Syad.g_01722	Praf.g_00495
OG0001047	Syad.g_02447	Praf.g_01986
OG0001048	Syad.g_02446	Praf.g_01985
OG0001049	Syad.g_02443	Praf.g_01982
OG0001050	Syad.g_02442	Praf.g_01981
OG0001051	Syad.g_02441	Praf.g_01980
OG0001052	Syad.g_02357	Praf.g_01911
OG0001054	Syad.g_00925	Praf.g_00615
OG0001055	Syad.g_00946	Praf.g_00636
OG0001056	Syad.g_00982	Praf.g_00665
OG0001057	Syad.g_00996	Praf.g_00675
OG0001058	Syad.g_01015	Praf.g_00689
OG0001059	Syad.g_01018	Praf.g_00693
OG0001060	Syad.g_01025	Praf.g_00700
OG0001061	Syad.g_01047	Praf.g_00717
OG0001062	Syad.g_01049	Praf.g_00719
OG0001063	Syad.g_01056	Praf.g_00723
OG0001064	Syad.g_01057	Praf.g_00724
OG0001065	Syad.g_01058	Praf.g_00725
OG0001066	Syad.g_01059	Praf.g_00726
OG0001067	Syad.g_01060	Praf.g_00728
OG0001068	Syad.g_01061	Praf.g_00729
OG0001069	Syad.g_01062	Praf.g_00730
OG0001070	Syad.g_01065	Praf.g_00734
OG0001071	Syad.g_01066	Praf.g_00735
OG0001072	Syad.g_01070	Praf.g_00738
OG0001073	Syad.g_01090	Praf.g_00758
OG0001074	Syad.g_02197	Praf.g_01659
OG0001075	Syad.g_02196	Praf.g_01661
OG0001076	Syad.g_02175	Praf.g_01669
OG0001077	Syad.g_02164	Praf.g_01680
OG0001078	Syad.g_02151	Praf.g_01693
OG0001079	Syad.g_02138	Praf.g_01713
OG0001080	Syad.g_02008	Praf.g_01722
OG0001081	Syad.g_01568	Praf.g_01728
OG0001082	Syad.g_01569	Praf.g_01729
OG0001083	Syad.g_01578	Praf.g_01737
OG0001084	Syad.g_01586	Praf.g_01738
OG0001085	Syad.g_01596	Praf.g_01749
OG0001086	Syad.g_01598	Praf.g_01751
OG0001087	Syad.g_01372	Praf.g_01225
OG0001088	Syad.g_01368	Praf.g_01221
OG0001089	Syad.g_01302	Praf.g_01124
OG0001090	Syad.g_01817	Praf.g_01303
OG0001091	Syad.g_01815	Praf.g_01305
OG0001092	Syad.g_01812	Praf.g_01307
OG0001093	Syad.g_01806	Praf.g_01311
OG0001094	Syad.g_01895	Praf.g_01524
OG0001095	Syad.g_01874	Praf.g_01543
OG0001096	Syad.g_01847	Praf.g_01560
OG0001097	Syad.g_01223	Praf.g_01602
OG0001098	Syad.g_02005, Syad.g_01995	Praf.g_01444
OG0001099	Syad.g_02820	Praf.g_00222
OG0001100	Syad.g_01608	Praf.g_01454
OG0001101	Syad.g_01610	Praf.g_01455
OG0001102	Syad.g_01613	Praf.g_01458
OG0001103	Syad.g_01616	Praf.g_01460
OG0001104	Syad.g_01911	Praf.g_01511
OG0001105	Syad.g_01907	Praf.g_01506
OG0001106	Syad.g_01771	Praf.g_01404
OG0001107	Syad.g_01759	Praf.g_01394
OG0001108	Syad.g_01744	Praf.g_01387
OG0001109	Syad.g_01739	Praf.g_01385
OG0001110	Syad.g_01737	Praf.g_01382
OG0001111	Syad.g_01735	Praf.g_01380
OG0001112	Syad.g_01733	Praf.g_01378
OG0001113	Syad.g_01732	Praf.g_01377
OG0001114	Syad.g_01731	Praf.g_01376
OG0001115	Syad.g_01727	Praf.g_01374
OG0001116	Syad.g_01725	Praf.g_01372
OG0001117	Syad.g_01724	Praf.g_01371
OG0001118	Syad.g_01723	Praf.g_01370
OG0001119	Syad.g_01721	Praf.g_01369
OG0001120	Syad.g_01717	Praf.g_01366
OG0001122	Syad.g_01689	Praf.g_01340
OG0001123	Syad.g_01682	Praf.g_01333
OG0001124	Syad.g_01680	Praf.g_01331
OG0001125	Syad.g_01678	Praf.g_01329
OG0001126	Syad.g_01276	Praf.g_01287
OG0001127	Syad.g_01277	Praf.g_01286
OG0001128	Syad.g_01280	Praf.g_01283
OG0001129	Syad.g_01282	Praf.g_01281
OG0001130	Syad.g_01283	Praf.g_01280
OG0001131	Syad.g_01953	Praf.g_01296
OG0001132	Syad.g_02038	Praf.g_01652
OG0001133	Syad.g_02172	Praf.g_01671
OG0001134	Syad.g_01527	Praf.g_02690
OG0001135	Syad.g_01529	Praf.g_02692
OG0001136	Syad.g_01150	Praf.g_00852
OG0001137	Syad.g_01169	Praf.g_00872
OG0001138	Syad.g_01493	Praf.g_00923
OG0001139	Syad.g_01491	Praf.g_00925
OG0001140	Syad.g_01490	Praf.g_00926
OG0001141	Syad.g_01489	Praf.g_00927
OG0001142	Syad.g_01488	Praf.g_00928
OG0001143	Syad.g_01473	Praf.g_00912
OG0001144	Syad.g_01457	Praf.g_00904
OG0001145	Syad.g_01112	Praf.g_00806
OG0001146	Syad.g_02412	Praf.g_00790
OG0001147	Syad.g_02349	Praf.g_01897
