Orthogroup	Syad	Prbe
OG0000557	Syad.g_01011	Prbe.g_00590
OG0000558	Syad.g_01013	Prbe.g_00588
OG0000559	Syad.g_01016	Prbe.g_00584
OG0000560	Syad.g_01019	Prbe.g_00581
OG0000561	Syad.g_01020	Prbe.g_00580
OG0000562	Syad.g_01021	Prbe.g_00579
OG0000563	Syad.g_01022	Prbe.g_00578
OG0000564	Syad.g_01023	Prbe.g_00577
OG0000565	Syad.g_01027	Prbe.g_00575
OG0000566	Syad.g_01031	Prbe.g_00571
OG0000567	Syad.g_01035	Prbe.g_00567
OG0000568	Syad.g_01040	Prbe.g_00566
OG0000569	Syad.g_01041	Prbe.g_00565
OG0000570	Syad.g_01042	Prbe.g_00564
OG0000571	Syad.g_01046	Prbe.g_00562
OG0000572	Syad.g_01064	Prbe.g_00548
OG0000573	Syad.g_01072	Prbe.g_00542
OG0000574	Syad.g_01077	Prbe.g_00541
OG0000575	Syad.g_01083	Prbe.g_00537
OG0000576	Syad.g_01085	Prbe.g_00535
OG0000577	Syad.g_01086	Prbe.g_00534
OG0000578	Syad.g_01087	Prbe.g_00533
OG0000579	Syad.g_01088	Prbe.g_00532
OG0000580	Syad.g_01089	Prbe.g_00531
OG0000581	Syad.g_01097	Prbe.g_00528
OG0000582	Syad.g_02206	Prbe.g_00525
OG0000583	Syad.g_02205	Prbe.g_00524
OG0000584	Syad.g_02204	Prbe.g_00523
OG0000585	Syad.g_02202	Prbe.g_00521
OG0000586	Syad.g_02201	Prbe.g_00520
OG0000587	Syad.g_02199	Prbe.g_00519
OG0000588	Syad.g_02183	Prbe.g_00515
OG0000589	Syad.g_02178	Prbe.g_00513
OG0000590	Syad.g_02177	Prbe.g_00512
OG0000591	Syad.g_02169	Prbe.g_00508
OG0000592	Syad.g_02168	Prbe.g_00507
OG0000593	Syad.g_02156	Prbe.g_01488
OG0000594	Syad.g_02155	Prbe.g_01487
OG0000595	Syad.g_02154	Prbe.g_01486
OG0000596	Syad.g_02149	Prbe.g_01482
OG0000597	Syad.g_02146	Prbe.g_01479
OG0000598	Syad.g_02145	Prbe.g_01478
OG0000599	Syad.g_02142	Prbe.g_01475
OG0000600	Syad.g_02141	Prbe.g_01474
OG0000601	Syad.g_02140	Prbe.g_01473
OG0000602	Syad.g_02135	Prbe.g_01471
OG0000603	Syad.g_02134	Prbe.g_01470
OG0000604	Syad.g_02131	Prbe.g_01469
OG0000605	Syad.g_02026	Prbe.g_01468
OG0000606	Syad.g_01567	Prbe.g_01465
OG0000607	Syad.g_01571	Prbe.g_01462
OG0000608	Syad.g_01572	Prbe.g_01461
OG0000609	Syad.g_01574	Prbe.g_01460
OG0000610	Syad.g_01589	Prbe.g_01454
OG0000611	Syad.g_01592	Prbe.g_01451
OG0000612	Syad.g_01593	Prbe.g_01450
OG0000613	Syad.g_00457	Prbe.g_00447
OG0000614	Syad.g_01340	Prbe.g_00468
OG0000615	Syad.g_01948	Prbe.g_01209
OG0000616	Syad.g_00145	Prbe.g_01197
OG0000617	Syad.g_01810	Prbe.g_01434
OG0000618	Syad.g_01809	Prbe.g_01433
OG0000619	Syad.g_01808	Prbe.g_01432
OG0000620	Syad.g_01803	Prbe.g_01429
OG0000621	Syad.g_01802	Prbe.g_01428
OG0000622	Syad.g_01801	Prbe.g_01427
OG0000623	Syad.g_01800	Prbe.g_01426
OG0000624	Syad.g_01798	Prbe.g_01424
OG0000625	Syad.g_01797	Prbe.g_01423
OG0000626	Syad.g_01796	Prbe.g_01422
OG0000627	Syad.g_01640	Prbe.g_01421
OG0000628	Syad.g_01641	Prbe.g_01420
OG0000629	Syad.g_01644	Prbe.g_01419
OG0000630	Syad.g_01648	Prbe.g_01416
OG0000631	Syad.g_01658	Prbe.g_01323
OG0000632	Syad.g_01659	Prbe.g_01324
OG0000633	Syad.g_01660	Prbe.g_01325
OG0000634	Syad.g_01893	Prbe.g_01218
OG0000635	Syad.g_01892	Prbe.g_01219
OG0000636	Syad.g_01890	Prbe.g_01221
OG0000637	Syad.g_01888	Prbe.g_01223
OG0000638	Syad.g_01887	Prbe.g_01224
OG0000639	Syad.g_01886	Prbe.g_01225
OG0000640	Syad.g_01885	Prbe.g_01226
OG0000641	Syad.g_01881	Prbe.g_01230
OG0000642	Syad.g_01880	Prbe.g_01231
OG0000643	Syad.g_01878	Prbe.g_01232
OG0000644	Syad.g_01877	Prbe.g_01233
OG0000645	Syad.g_01875	Prbe.g_01234
OG0000646	Syad.g_01872	Prbe.g_01236
OG0000647	Syad.g_01870	Prbe.g_01238
OG0000648	Syad.g_01860	Prbe.g_01240
OG0000649	Syad.g_01859	Prbe.g_01241
OG0000650	Syad.g_01858	Prbe.g_01242
OG0000651	Syad.g_01857	Prbe.g_01243
OG0000652	Syad.g_01856	Prbe.g_01244
OG0000653	Syad.g_01850	Prbe.g_01246
OG0000654	Syad.g_01849	Prbe.g_01247
OG0000655	Syad.g_01848	Prbe.g_01248
OG0000656	Syad.g_01845	Prbe.g_01251
OG0000657	Syad.g_01240	Prbe.g_01259
OG0000658	Syad.g_01231	Prbe.g_01261
OG0000659	Syad.g_01230	Prbe.g_01262
OG0000660	Syad.g_01226	Prbe.g_01266
OG0000661	Syad.g_01224	Prbe.g_01268
OG0000662	Syad.g_01222	Prbe.g_01270
OG0000663	Syad.g_01219	Prbe.g_01272
OG0000664	Syad.g_01209	Prbe.g_01273
OG0000665	Syad.g_02115	Prbe.g_01279
OG0000666	Syad.g_02027	Prbe.g_01280
OG0000667	Syad.g_00612	Prbe.g_01284
OG0000668	Syad.g_01688	Prbe.g_00105
OG0000669	Syad.g_01606	Prbe.g_00406
OG0000670	Syad.g_01609	Prbe.g_00409
OG0000671	Syad.g_01611	Prbe.g_00412
OG0000672	Syad.g_01615	Prbe.g_00415
OG0000673	Syad.g_01618	Prbe.g_00418
OG0000674	Syad.g_01620	Prbe.g_00420
OG0000675	Syad.g_01633	Prbe.g_00421
OG0000676	Syad.g_01635	Prbe.g_00423
OG0000677	Syad.g_01636	Prbe.g_00424
OG0000678	Syad.g_01957	Prbe.g_00426
OG0000679	Syad.g_01922	Prbe.g_00430
OG0000680	Syad.g_01921	Prbe.g_00431
OG0000681	Syad.g_01919	Prbe.g_00434
OG0000682	Syad.g_01918	Prbe.g_00435
OG0000683	Syad.g_01917	Prbe.g_00436
OG0000684	Syad.g_01912	Prbe.g_00438
OG0000685	Syad.g_01910	Prbe.g_00440
OG0000686	Syad.g_01909	Prbe.g_00441
OG0000687	Syad.g_01908	Prbe.g_00442
OG0000688	Syad.g_01904	Prbe.g_01446
OG0000689	Syad.g_01902	Prbe.g_01445
OG0000690	Syad.g_01901	Prbe.g_01444
OG0000691	Syad.g_01900	Prbe.g_01443
OG0000692	Syad.g_01899	Prbe.g_01441
OG0000693	Syad.g_01897	Prbe.g_01440
OG0000694	Syad.g_01896	Prbe.g_01439
OG0000695	Syad.g_01662	Prbe.g_01327
OG0000696	Syad.g_01663	Prbe.g_01328
OG0000697	Syad.g_01789	Prbe.g_01329
OG0000698	Syad.g_01786	Prbe.g_01332
OG0000699	Syad.g_01785	Prbe.g_01333
OG0000700	Syad.g_01784	Prbe.g_01334
OG0000701	Syad.g_01783	Prbe.g_01335
OG0000702	Syad.g_01775	Prbe.g_01337
OG0000703	Syad.g_01774	Prbe.g_01338
OG0000704	Syad.g_01772	Prbe.g_01340
OG0000705	Syad.g_01765	Prbe.g_01343
OG0000706	Syad.g_01764	Prbe.g_01344
OG0000707	Syad.g_01763	Prbe.g_01345
OG0000708	Syad.g_01760	Prbe.g_01347
OG0000709	Syad.g_01745	Prbe.g_01351
OG0000710	Syad.g_01738	Prbe.g_01354
OG0000711	Syad.g_01710	Prbe.g_01372
OG0000712	Syad.g_01708	Prbe.g_01373
OG0000713	Syad.g_01707	Prbe.g_01374
OG0000714	Syad.g_01705	Prbe.g_01375
OG0000715	Syad.g_01703	Prbe.g_01377
OG0000716	Syad.g_01697	Prbe.g_01379
OG0000717	Syad.g_01696	Prbe.g_01380
OG0000718	Syad.g_01692	Prbe.g_01384
OG0000719	Syad.g_01690	Prbe.g_01386
OG0000720	Syad.g_01677	Prbe.g_01398
OG0000721	Syad.g_01675	Prbe.g_01402
OG0000722	Syad.g_01674	Prbe.g_01403
OG0000723	Syad.g_01791	Prbe.g_01407
OG0000724	Syad.g_01284	Prbe.g_01302
OG0000725	Syad.g_01293	Prbe.g_01296
OG0000726	Syad.g_01294	Prbe.g_01295
OG0000727	Syad.g_01295	Prbe.g_01294
OG0000728	Syad.g_01297	Prbe.g_01292
OG0000729	Syad.g_00331	Prbe.g_00915
OG0000730	Syad.g_00758	Prbe.g_01591
OG0000731	Syad.g_00770	Prbe.g_01898
OG0000732	Syad.g_00214	Prbe.g_01148
OG0000733	Syad.g_00028	Prbe.g_00042
OG0000734	Syad.g_02809	Prbe.g_01565
OG0000735	Syad.g_01120	Prbe.g_01563
OG0000736	Syad.g_01121	Prbe.g_01562
OG0000737	Syad.g_01122	Prbe.g_01561
OG0000738	Syad.g_01127	Prbe.g_01557
OG0000739	Syad.g_01145	Prbe.g_01556
OG0000740	Syad.g_01146	Prbe.g_01555
OG0000741	Syad.g_01149	Prbe.g_01553
OG0000742	Syad.g_01151	Prbe.g_01550
OG0000743	Syad.g_01153	Prbe.g_01548
OG0000744	Syad.g_01154	Prbe.g_01547
OG0000745	Syad.g_01156	Prbe.g_01546
OG0000746	Syad.g_01158	Prbe.g_01544
OG0000747	Syad.g_01159	Prbe.g_01543
OG0000748	Syad.g_01170	Prbe.g_01539
OG0000749	Syad.g_01173	Prbe.g_01538
OG0000750	Syad.g_01174	Prbe.g_01537
OG0000751	Syad.g_01182	Prbe.g_01534
OG0000752	Syad.g_01184	Prbe.g_01532
OG0000753	Syad.g_01187	Prbe.g_01530
OG0000754	Syad.g_01516	Prbe.g_01527
OG0000755	Syad.g_01504	Prbe.g_01521
OG0000756	Syad.g_01498	Prbe.g_01520
OG0000757	Syad.g_01487	Prbe.g_01513
OG0000758	Syad.g_01486	Prbe.g_01512
OG0000759	Syad.g_01485	Prbe.g_01511
OG0000760	Syad.g_01484	Prbe.g_01510
OG0000761	Syad.g_01480	Prbe.g_01509
OG0000762	Syad.g_01474	Prbe.g_01508
OG0000763	Syad.g_01468	Prbe.g_01506
OG0000764	Syad.g_01467	Prbe.g_01505
OG0000765	Syad.g_01447	Prbe.g_01497
OG0000766	Syad.g_01446	Prbe.g_01496
OG0000767	Syad.g_01444	Prbe.g_01494
OG0000768	Syad.g_01443	Prbe.g_01493
OG0000769	Syad.g_01441	Prbe.g_01491
OG0000770	Syad.g_01437	Prbe.g_00502
OG0000771	Syad.g_01278	Prbe.g_00215
OG0000772	Syad.g_02078	Prbe.g_01128
OG0000773	Syad.g_01114	Prbe.g_00902
OG0000774	Syad.g_02396	Prbe.g_00900
OG0000775	Syad.g_02398	Prbe.g_00898
OG0000776	Syad.g_02399	Prbe.g_00897
OG0000777	Syad.g_02400	Prbe.g_00896
OG0000778	Syad.g_02401	Prbe.g_00895
OG0000779	Syad.g_02407	Prbe.g_00891
OG0000780	Syad.g_02411	Prbe.g_00890
OG0000781	Syad.g_02415	Prbe.g_00886
OG0000782	Syad.g_02416	Prbe.g_00885
OG0000783	Syad.g_02418	Prbe.g_00884
OG0000784	Syad.g_02419	Prbe.g_00883
OG0000785	Syad.g_02421	Prbe.g_00881
OG0000786	Syad.g_01101	Prbe.g_00878
OG0000787	Syad.g_01100	Prbe.g_00877
OG0000788	Syad.g_02139	Prbe.g_00634
OG0000789	Syad.g_01982	Prbe.g_00212
OG0000790	Syad.g_00886	Prbe.g_00368
OG0000791	Syad.g_00885	Prbe.g_00366
OG0000792	Syad.g_00884	Prbe.g_00365
OG0000793	Syad.g_00879	Prbe.g_00362
OG0000794	Syad.g_00878	Prbe.g_00361
OG0000795	Syad.g_00877	Prbe.g_00360
OG0000796	Syad.g_00871	Prbe.g_00356
OG0000797	Syad.g_00870	Prbe.g_00355
OG0000799	Syad.g_02243	Prbe.g_00328
OG0000800	Syad.g_02245	Prbe.g_00327
OG0000801	Syad.g_02246	Prbe.g_00326
OG0000802	Syad.g_02251	Prbe.g_00324
OG0000803	Syad.g_02255	Prbe.g_00322
OG0000804	Syad.g_02260	Prbe.g_00321
OG0000805	Syad.g_02266	Prbe.g_00319
OG0000806	Syad.g_02267	Prbe.g_00317
OG0000807	Syad.g_02269	Prbe.g_00316
OG0000808	Syad.g_02270	Prbe.g_00315
OG0000809	Syad.g_02273	Prbe.g_00313
OG0000810	Syad.g_02274	Prbe.g_00312
OG0000811	Syad.g_02283	Prbe.g_00308
OG0000812	Syad.g_02285	Prbe.g_00306
OG0000813	Syad.g_02286	Prbe.g_00305
OG0000814	Syad.g_02288	Prbe.g_00303
OG0000815	Syad.g_02289	Prbe.g_00302
OG0000816	Syad.g_02290	Prbe.g_00300
OG0000817	Syad.g_02291	Prbe.g_00299
OG0000818	Syad.g_02297	Prbe.g_00294
OG0000819	Syad.g_02298	Prbe.g_00293
OG0000820	Syad.g_02299	Prbe.g_00292
OG0000821	Syad.g_02305	Prbe.g_00288
OG0000822	Syad.g_02307	Prbe.g_00287
OG0000823	Syad.g_02308	Prbe.g_00286
OG0000824	Syad.g_02314	Prbe.g_00283
OG0000825	Syad.g_02315	Prbe.g_00282
OG0000826	Syad.g_02316	Prbe.g_00281
OG0000827	Syad.g_02317	Prbe.g_00280
OG0000828	Syad.g_02320	Prbe.g_00277
OG0000829	Syad.g_02321	Prbe.g_00276
OG0000830	Syad.g_02322	Prbe.g_00275
OG0000831	Syad.g_02325	Prbe.g_00273
OG0000832	Syad.g_02538	Prbe.g_00263
OG0000833	Syad.g_02550	Prbe.g_00254
OG0000834	Syad.g_02552	Prbe.g_00253
OG0000835	Syad.g_02553	Prbe.g_00252
OG0000836	Syad.g_02557	Prbe.g_00251
OG0000837	Syad.g_02561	Prbe.g_00250
OG0000838	Syad.g_02565	Prbe.g_00248
OG0000839	Syad.g_02566	Prbe.g_00247
OG0000840	Syad.g_02567	Prbe.g_00246
OG0000841	Syad.g_02568	Prbe.g_00245
OG0000842	Syad.g_02569	Prbe.g_00244
OG0000843	Syad.g_02570	Prbe.g_00243
OG0000844	Syad.g_02577	Prbe.g_00242
OG0000845	Syad.g_02578	Prbe.g_00241
OG0000846	Syad.g_02579	Prbe.g_00240
OG0000847	Syad.g_02580	Prbe.g_00239
OG0000848	Syad.g_02582	Prbe.g_00238
OG0000849	Syad.g_02583	Prbe.g_00237
OG0000850	Syad.g_02586	Prbe.g_00235
OG0000851	Syad.g_02592	Prbe.g_00234
OG0000852	Syad.g_02593	Prbe.g_00233
OG0000853	Syad.g_02597	Prbe.g_00227
OG0000854	Syad.g_02606	Prbe.g_00225
OG0000855	Syad.g_02607	Prbe.g_00224
OG0000856	Syad.g_02166	Prbe.g_00505
OG0000857	Syad.g_01871	Prbe.g_01237
OG0000858	Syad.g_02613	Prbe.g_00992
OG0000859	Syad.g_02614	Prbe.g_00991
OG0000860	Syad.g_02625	Prbe.g_00983
OG0000861	Syad.g_02626	Prbe.g_00982
OG0000862	Syad.g_02628	Prbe.g_00981
OG0000863	Syad.g_02631	Prbe.g_00979
OG0000864	Syad.g_02632	Prbe.g_00978
OG0000865	Syad.g_02633	Prbe.g_00977
OG0000866	Syad.g_02634	Prbe.g_00976
OG0000867	Syad.g_02635	Prbe.g_00975
OG0000868	Syad.g_02637	Prbe.g_00973
OG0000869	Syad.g_02643	Prbe.g_00970
OG0000870	Syad.g_02648	Prbe.g_00965
OG0000871	Syad.g_02649	Prbe.g_00964
OG0000872	Syad.g_02657	Prbe.g_00963
OG0000873	Syad.g_02660	Prbe.g_00960
OG0000874	Syad.g_02655	Prbe.g_00957
OG0000875	Syad.g_02662	Prbe.g_00956
OG0000876	Syad.g_03003	Prbe.g_00955
OG0000877	Syad.g_02480	Prbe.g_00953
OG0000878	Syad.g_02481	Prbe.g_00952
OG0000879	Syad.g_02482	Prbe.g_00951
OG0000880	Syad.g_02483	Prbe.g_00950
OG0000881	Syad.g_02489	Prbe.g_00946
OG0000882	Syad.g_02494	Prbe.g_00941
OG0000883	Syad.g_02497	Prbe.g_00939
OG0000884	Syad.g_02499	Prbe.g_00937
OG0000885	Syad.g_02500	Prbe.g_00936
OG0000886	Syad.g_02501	Prbe.g_00935
OG0000887	Syad.g_02502	Prbe.g_00934
OG0000888	Syad.g_02504	Prbe.g_00932
OG0000889	Syad.g_02506	Prbe.g_00930
OG0000890	Syad.g_02512	Prbe.g_00929
OG0000891	Syad.g_02513	Prbe.g_00928
OG0000892	Syad.g_02517	Prbe.g_00926
OG0000893	Syad.g_00589	Prbe.g_00922
OG0000894	Syad.g_00592	Prbe.g_00919
OG0000895	Syad.g_00596	Prbe.g_01111
OG0000896	Syad.g_00597	Prbe.g_01110
OG0000897	Syad.g_00599	Prbe.g_01108
OG0000898	Syad.g_00600	Prbe.g_01107
OG0000899	Syad.g_00601	Prbe.g_01106
OG0000900	Syad.g_00602	Prbe.g_01105
OG0000901	Syad.g_00607	Prbe.g_01102
OG0000902	Syad.g_00609	Prbe.g_01100
OG0000903	Syad.g_00645	Prbe.g_01096
OG0000904	Syad.g_00640	Prbe.g_01092
OG0000905	Syad.g_00632	Prbe.g_01098
OG0000906	Syad.g_00630	Prbe.g_01099
OG0000907	Syad.g_00648	Prbe.g_01089
OG0000908	Syad.g_00651	Prbe.g_01086
OG0000909	Syad.g_00652	Prbe.g_01085
OG0000910	Syad.g_00653	Prbe.g_01084
OG0000911	Syad.g_00655	Prbe.g_01082
OG0000912	Syad.g_00656	Prbe.g_01081
OG0000913	Syad.g_00657	Prbe.g_01080
OG0000914	Syad.g_00658	Prbe.g_01079
OG0000915	Syad.g_00660	Prbe.g_01078
OG0000916	Syad.g_00661	Prbe.g_00867
OG0000917	Syad.g_00662	Prbe.g_00866
OG0000918	Syad.g_00663	Prbe.g_00865
OG0000919	Syad.g_00664	Prbe.g_00864
OG0000920	Syad.g_00665	Prbe.g_00863
OG0000921	Syad.g_00666	Prbe.g_00862
OG0000922	Syad.g_00667	Prbe.g_00861
OG0000923	Syad.g_00671	Prbe.g_00857
OG0000924	Syad.g_00672	Prbe.g_00856
OG0000925	Syad.g_00673	Prbe.g_00855
OG0000926	Syad.g_00674	Prbe.g_00854
OG0000927	Syad.g_00676	Prbe.g_00852
OG0000928	Syad.g_00677	Prbe.g_00851
OG0000929	Syad.g_00678	Prbe.g_00850
OG0000930	Syad.g_00679	Prbe.g_00849
OG0000931	Syad.g_00680	Prbe.g_00848
OG0000932	Syad.g_00681	Prbe.g_00847
OG0000933	Syad.g_00687	Prbe.g_00843
OG0000934	Syad.g_00689	Prbe.g_00841
OG0000935	Syad.g_00690	Prbe.g_00840
OG0000936	Syad.g_00691	Prbe.g_00839
OG0000937	Syad.g_00692	Prbe.g_00838
OG0000938	Syad.g_00695	Prbe.g_00835
OG0000939	Syad.g_00696	Prbe.g_00834
OG0000940	Syad.g_00703	Prbe.g_00827
OG0000941	Syad.g_00705	Prbe.g_00825
OG0000942	Syad.g_00707	Prbe.g_00823
OG0000943	Syad.g_00708	Prbe.g_00822
OG0000944	Syad.g_00710	Prbe.g_00820
OG0000945	Syad.g_00711	Prbe.g_00819
OG0000946	Syad.g_00716	Prbe.g_00814
OG0000947	Syad.g_00719	Prbe.g_00812
OG0000948	Syad.g_00720	Prbe.g_00811
OG0000949	Syad.g_00432	Prbe.g_00808
OG0000950	Syad.g_00418	Prbe.g_00801
OG0000951	Syad.g_00411	Prbe.g_00797
OG0000952	Syad.g_00375	Prbe.g_00793
OG0000953	Syad.g_00369	Prbe.g_00789
OG0000954	Syad.g_00364	Prbe.g_00785
OG0000955	Syad.g_00363	Prbe.g_00784
OG0000956	Syad.g_00361	Prbe.g_00782
OG0000957	Syad.g_00350	Prbe.g_00776
OG0000958	Syad.g_00349	Prbe.g_00775
OG0000959	Syad.g_00345	Prbe.g_00771
OG0000960	Syad.g_00344	Prbe.g_00770
OG0000961	Syad.g_00335	Prbe.g_00767
OG0000962	Syad.g_00332	Prbe.g_00765
OG0000963	Syad.g_00325	Prbe.g_00761
OG0000964	Syad.g_00324	Prbe.g_00760
OG0000965	Syad.g_00323	Prbe.g_00759
OG0000966	Syad.g_00246	Prbe.g_00749
OG0000967	Syad.g_00234	Prbe.g_00753
OG0000968	Syad.g_00243	Prbe.g_00755
OG0000969	Syad.g_00240	Prbe.g_00756
OG0000970	Syad.g_00239	Prbe.g_01134
OG0000971	Syad.g_00229	Prbe.g_01135
OG0000972	Syad.g_00228	Prbe.g_01136
OG0000973	Syad.g_00227	Prbe.g_01137
OG0000974	Syad.g_00226	Prbe.g_01138
OG0000975	Syad.g_00225	Prbe.g_01139
OG0000976	Syad.g_00224	Prbe.g_01140
OG0000977	Syad.g_00222	Prbe.g_01141
OG0000978	Syad.g_00221	Prbe.g_01142
OG0000979	Syad.g_00218	Prbe.g_01145
OG0000980	Syad.g_00215	Prbe.g_01147
OG0000981	Syad.g_00212	Prbe.g_01150
OG0000982	Syad.g_03035	Prbe.g_01152
OG0000983	Syad.g_03036	Prbe.g_01153
OG0000984	Syad.g_03037	Prbe.g_01154
OG0000985	Syad.g_03039	Prbe.g_01157
OG0000986	Syad.g_03049	Prbe.g_01159
OG0000987	Syad.g_00002	Prbe.g_01160
OG0000988	Syad.g_00008	Prbe.g_01163
OG0000989	Syad.g_00020	Prbe.g_01167
OG0000990	Syad.g_00061	Prbe.g_01171
OG0000991	Syad.g_00064	Prbe.g_01172
OG0000992	Syad.g_00067	Prbe.g_01175
OG0000993	Syad.g_00069	Prbe.g_01176
OG0000994	Syad.g_00071	Prbe.g_01177
OG0000995	Syad.g_00077	Prbe.g_01181
OG0000996	Syad.g_00121	Prbe.g_01182
OG0000997	Syad.g_00128	Prbe.g_01185
OG0000998	Syad.g_00130	Prbe.g_01187
OG0000999	Syad.g_00131	Prbe.g_01188
OG0001000	Syad.g_00136	Prbe.g_01191
OG0001001	Syad.g_00141	Prbe.g_01194
OG0001002	Syad.g_00148	Prbe.g_01056
OG0001003	Syad.g_00150	Prbe.g_01057
OG0001004	Syad.g_00151	Prbe.g_01058
OG0001005	Syad.g_00152	Prbe.g_01059
OG0001006	Syad.g_00160	Prbe.g_01063
OG0001007	Syad.g_00162	Prbe.g_01065
OG0001008	Syad.g_02449	Prbe.g_01935
OG0001009	Syad.g_00194	Prbe.g_00127
OG0001010	Syad.g_00195	Prbe.g_00128
OG0001011	Syad.g_00196	Prbe.g_00130
OG0001012	Syad.g_03030	Prbe.g_00144
OG0001013	Syad.g_03011	Prbe.g_00151
OG0001014	Syad.g_03002	Prbe.g_00154
OG0001015	Syad.g_03001	Prbe.g_00156
OG0001016	Syad.g_02734	Prbe.g_00178
OG0001017	Syad.g_02740	Prbe.g_00182
OG0001018	Syad.g_02742	Prbe.g_00184
OG0001019	Syad.g_02771	Prbe.g_00193
OG0001020	Syad.g_02777	Prbe.g_01630
OG0001021	Syad.g_02781	Prbe.g_01631
OG0001022	Syad.g_02786	Prbe.g_01634
OG0001023	Syad.g_02787	Prbe.g_01635
OG0001024	Syad.g_02791	Prbe.g_01639
OG0001025	Syad.g_02798	Prbe.g_01646
OG0001026	Syad.g_02811	Prbe.g_01655
OG0001027	Syad.g_02817	Prbe.g_01656
OG0001028	Syad.g_02819	Prbe.g_01658
OG0001029	Syad.g_02821	Prbe.g_01659
OG0001030	Syad.g_02848	Prbe.g_01675
OG0001031	Syad.g_02925	Prbe.g_01735
OG0001032	Syad.g_02928	Prbe.g_01736
OG0001033	Syad.g_02956	Prbe.g_01757
OG0001034	Syad.g_00819	Prbe.g_01788
OG0001035	Syad.g_00559	Prbe.g_01808
OG0001036	Syad.g_00554	Prbe.g_01812
OG0001037	Syad.g_00552	Prbe.g_01813
OG0001039	Syad.g_00522	Prbe.g_01835
OG0001040	Syad.g_00519	Prbe.g_01837
OG0001041	Syad.g_00514	Prbe.g_01842
OG0001042	Syad.g_00485	Prbe.g_01859
OG0001043	Syad.g_00481	Prbe.g_01860
OG0001044	Syad.g_00760	Prbe.g_01891
OG0001045	Syad.g_00773	Prbe.g_01900
OG0001046	Syad.g_01722	Prbe.g_01033
OG0001047	Syad.g_02447	Prbe.g_01937
OG0001048	Syad.g_02446	Prbe.g_01938
OG0001049	Syad.g_02443	Prbe.g_01940
OG0001050	Syad.g_02442	Prbe.g_01941
OG0001051	Syad.g_02441	Prbe.g_01942
OG0001052	Syad.g_02357	Prbe.g_00662
OG0001054	Syad.g_00925	Prbe.g_00635
OG0001055	Syad.g_00946	Prbe.g_00616
OG0001056	Syad.g_00982	Prbe.g_00599
OG0001057	Syad.g_00996	Prbe.g_00594
OG0001058	Syad.g_01015	Prbe.g_00586
OG0001059	Syad.g_01018	Prbe.g_00582
OG0001060	Syad.g_01025	Prbe.g_00576
OG0001061	Syad.g_01047	Prbe.g_00561
OG0001062	Syad.g_01049	Prbe.g_00559
OG0001063	Syad.g_01056	Prbe.g_00557
OG0001064	Syad.g_01057	Prbe.g_00556
OG0001065	Syad.g_01058	Prbe.g_00555
OG0001066	Syad.g_01059	Prbe.g_00554
OG0001067	Syad.g_01060	Prbe.g_00553
OG0001068	Syad.g_01061	Prbe.g_00552
OG0001069	Syad.g_01062	Prbe.g_00551
OG0001070	Syad.g_01065	Prbe.g_00547
OG0001071	Syad.g_01066	Prbe.g_00546
OG0001072	Syad.g_01070	Prbe.g_00544
OG0001073	Syad.g_01090	Prbe.g_00530
OG0001074	Syad.g_02197	Prbe.g_00518
OG0001075	Syad.g_02196	Prbe.g_00517
OG0001076	Syad.g_02175	Prbe.g_00510
OG0001077	Syad.g_02164	Prbe.g_00504
OG0001078	Syad.g_02151	Prbe.g_01484
OG0001079	Syad.g_02138	Prbe.g_01472
OG0001080	Syad.g_02008	Prbe.g_01466
OG0001081	Syad.g_01568	Prbe.g_01464
OG0001082	Syad.g_01569	Prbe.g_01463
OG0001083	Syad.g_01578	Prbe.g_01458
OG0001084	Syad.g_01586	Prbe.g_01457
OG0001085	Syad.g_01596	Prbe.g_00444
OG0001086	Syad.g_01598	Prbe.g_00445
OG0001087	Syad.g_01372	Prbe.g_00463
OG0001088	Syad.g_01368	Prbe.g_00464
OG0001089	Syad.g_01302	Prbe.g_01205
OG0001090	Syad.g_01817	Prbe.g_01215
OG0001091	Syad.g_01815	Prbe.g_01437
OG0001092	Syad.g_01812	Prbe.g_01436
OG0001093	Syad.g_01806	Prbe.g_01431
OG0001094	Syad.g_01895	Prbe.g_01438
OG0001095	Syad.g_01874	Prbe.g_01235
OG0001096	Syad.g_01847	Prbe.g_01249
OG0001097	Syad.g_01223	Prbe.g_01269
OG0001098	Syad.g_02005, Syad.g_01995	Prbe.g_01288
OG0001099	Syad.g_02820	Prbe.g_00110
OG0001100	Syad.g_01608	Prbe.g_00408
OG0001101	Syad.g_01610	Prbe.g_00411
OG0001102	Syad.g_01613	Prbe.g_00414
OG0001103	Syad.g_01616	Prbe.g_00416
OG0001104	Syad.g_01911	Prbe.g_00439
OG0001105	Syad.g_01907	Prbe.g_00443
OG0001106	Syad.g_01771	Prbe.g_01341
OG0001107	Syad.g_01759	Prbe.g_01348
OG0001108	Syad.g_01744	Prbe.g_01352
OG0001109	Syad.g_01739	Prbe.g_01353
OG0001110	Syad.g_01737	Prbe.g_01355
OG0001111	Syad.g_01735	Prbe.g_01356
OG0001112	Syad.g_01733	Prbe.g_01357
OG0001113	Syad.g_01732	Prbe.g_01358
OG0001114	Syad.g_01731	Prbe.g_01359
OG0001115	Syad.g_01727	Prbe.g_01361
OG0001116	Syad.g_01725	Prbe.g_01362
OG0001117	Syad.g_01724	Prbe.g_01363
OG0001118	Syad.g_01723	Prbe.g_01364
