Orthogroup	Syad	Prak
OG0000580	Syad.g_01089	Prak.g_00564
OG0000581	Syad.g_01097	Prak.g_00567
OG0000582	Syad.g_02206	Prak.g_00570
OG0000583	Syad.g_02205	Prak.g_00571
OG0000584	Syad.g_02204	Prak.g_00572
OG0000585	Syad.g_02202	Prak.g_00574
OG0000586	Syad.g_02201	Prak.g_00575
OG0000587	Syad.g_02199	Prak.g_00576
OG0000588	Syad.g_02183	Prak.g_00580
OG0000589	Syad.g_02178	Prak.g_00582
OG0000590	Syad.g_02177	Prak.g_00583
OG0000591	Syad.g_02169	Prak.g_00587
OG0000592	Syad.g_02168	Prak.g_00588
OG0000593	Syad.g_02156	Prak.g_01111
OG0000594	Syad.g_02155	Prak.g_01110
OG0000595	Syad.g_02154	Prak.g_01109
OG0000596	Syad.g_02149	Prak.g_01105
OG0000597	Syad.g_02146	Prak.g_01102
OG0000598	Syad.g_02145	Prak.g_01101
OG0000599	Syad.g_02142	Prak.g_01098
OG0000600	Syad.g_02141	Prak.g_01097
OG0000601	Syad.g_02140	Prak.g_01096
OG0000602	Syad.g_02135	Prak.g_01094
OG0000603	Syad.g_02134	Prak.g_01093
OG0000604	Syad.g_02131	Prak.g_01092
OG0000605	Syad.g_02026	Prak.g_01091
OG0000606	Syad.g_01567	Prak.g_01088
OG0000607	Syad.g_01571	Prak.g_01085
OG0000608	Syad.g_01572	Prak.g_01084
OG0000609	Syad.g_01574	Prak.g_01083
OG0000610	Syad.g_01589	Prak.g_01077
OG0000611	Syad.g_01592	Prak.g_01074
OG0000612	Syad.g_01593	Prak.g_01073
OG0000613	Syad.g_00457	Prak.g_00800
OG0000614	Syad.g_01340	Prak.g_00821
OG0000615	Syad.g_01948	Prak.g_00832
OG0000616	Syad.g_00145	Prak.g_01934
OG0000617	Syad.g_01810	Prak.g_01057
OG0000618	Syad.g_01809	Prak.g_01056
OG0000619	Syad.g_01808	Prak.g_01055
OG0000620	Syad.g_01803	Prak.g_01052
OG0000621	Syad.g_01802	Prak.g_01051
OG0000622	Syad.g_01801	Prak.g_01050
OG0000623	Syad.g_01800	Prak.g_01049
OG0000624	Syad.g_01798	Prak.g_01047
OG0000625	Syad.g_01797	Prak.g_01046
OG0000626	Syad.g_01796	Prak.g_01045
OG0000627	Syad.g_01640	Prak.g_01044
OG0000628	Syad.g_01641	Prak.g_01043
OG0000629	Syad.g_01644	Prak.g_01042
OG0000630	Syad.g_01648	Prak.g_01039
OG0000631	Syad.g_01658	Prak.g_00946
OG0000632	Syad.g_01659	Prak.g_00947
OG0000633	Syad.g_01660	Prak.g_00948
OG0000634	Syad.g_01893	Prak.g_00841
OG0000635	Syad.g_01892	Prak.g_00842
OG0000636	Syad.g_01890	Prak.g_00844
OG0000637	Syad.g_01888	Prak.g_00846
OG0000638	Syad.g_01887	Prak.g_00847
OG0000639	Syad.g_01886	Prak.g_00848
OG0000640	Syad.g_01885	Prak.g_00849
OG0000641	Syad.g_01881	Prak.g_00853
OG0000642	Syad.g_01880	Prak.g_00854
OG0000643	Syad.g_01878	Prak.g_00855
OG0000644	Syad.g_01877	Prak.g_00856
OG0000645	Syad.g_01875	Prak.g_00857
OG0000646	Syad.g_01872	Prak.g_00859
OG0000647	Syad.g_01870	Prak.g_00861
OG0000648	Syad.g_01860	Prak.g_00863
OG0000649	Syad.g_01859	Prak.g_00864
OG0000650	Syad.g_01858	Prak.g_00865
OG0000651	Syad.g_01857	Prak.g_00866
OG0000652	Syad.g_01856	Prak.g_00867
OG0000653	Syad.g_01850	Prak.g_00869
OG0000654	Syad.g_01849	Prak.g_00870
OG0000655	Syad.g_01848	Prak.g_00871
OG0000656	Syad.g_01845	Prak.g_00874
OG0000657	Syad.g_01240	Prak.g_00882
OG0000658	Syad.g_01231	Prak.g_00884
OG0000659	Syad.g_01230	Prak.g_00885
OG0000660	Syad.g_01226	Prak.g_00889
OG0000661	Syad.g_01224	Prak.g_00891
OG0000662	Syad.g_01222	Prak.g_00893
OG0000663	Syad.g_01219	Prak.g_00895
OG0000664	Syad.g_01209	Prak.g_00896
OG0000665	Syad.g_02115	Prak.g_00902
OG0000666	Syad.g_02027	Prak.g_00903
OG0000667	Syad.g_00612	Prak.g_00907
OG0000668	Syad.g_01688	Prak.g_00748
OG0000669	Syad.g_01606	Prak.g_00759
OG0000670	Syad.g_01609	Prak.g_00762
OG0000671	Syad.g_01611	Prak.g_00765
OG0000672	Syad.g_01615	Prak.g_00768
OG0000673	Syad.g_01618	Prak.g_00771
OG0000674	Syad.g_01620	Prak.g_00773
OG0000675	Syad.g_01633	Prak.g_00774
OG0000676	Syad.g_01635	Prak.g_00776
OG0000677	Syad.g_01636	Prak.g_00777
OG0000678	Syad.g_01957	Prak.g_00779
OG0000679	Syad.g_01922	Prak.g_00783
OG0000680	Syad.g_01921	Prak.g_00784
OG0000681	Syad.g_01919	Prak.g_00787
OG0000682	Syad.g_01918	Prak.g_00788
OG0000683	Syad.g_01917	Prak.g_00789
OG0000684	Syad.g_01912	Prak.g_00791
OG0000685	Syad.g_01910	Prak.g_00793
OG0000686	Syad.g_01909	Prak.g_00794
OG0000687	Syad.g_01908	Prak.g_00795
OG0000688	Syad.g_01904	Prak.g_01069
OG0000689	Syad.g_01902	Prak.g_01068
OG0000690	Syad.g_01901	Prak.g_01067
OG0000691	Syad.g_01900	Prak.g_01066
OG0000692	Syad.g_01899	Prak.g_01064
OG0000693	Syad.g_01897	Prak.g_01063
OG0000694	Syad.g_01896	Prak.g_01062
OG0000695	Syad.g_01662	Prak.g_00950
OG0000696	Syad.g_01663	Prak.g_00951
OG0000697	Syad.g_01789	Prak.g_00952
OG0000698	Syad.g_01786	Prak.g_00955
OG0000699	Syad.g_01785	Prak.g_00956
OG0000700	Syad.g_01784	Prak.g_00957
OG0000701	Syad.g_01783	Prak.g_00958
OG0000702	Syad.g_01775	Prak.g_00960
OG0000703	Syad.g_01774	Prak.g_00961
OG0000704	Syad.g_01772	Prak.g_00963
OG0000705	Syad.g_01765	Prak.g_00966
OG0000706	Syad.g_01764	Prak.g_00967
OG0000707	Syad.g_01763	Prak.g_00968
OG0000708	Syad.g_01760	Prak.g_00970
OG0000709	Syad.g_01745	Prak.g_00974
OG0000710	Syad.g_01738	Prak.g_00977
OG0000711	Syad.g_01710	Prak.g_00995
OG0000712	Syad.g_01708	Prak.g_00996
OG0000713	Syad.g_01707	Prak.g_00997
OG0000714	Syad.g_01705	Prak.g_00998
OG0000715	Syad.g_01703	Prak.g_01000
OG0000716	Syad.g_01697	Prak.g_01002
OG0000717	Syad.g_01696	Prak.g_01003
OG0000718	Syad.g_01692	Prak.g_01007
OG0000719	Syad.g_01690	Prak.g_01009
OG0000720	Syad.g_01677	Prak.g_01021
OG0000721	Syad.g_01675	Prak.g_01025
OG0000722	Syad.g_01674	Prak.g_01026
OG0000723	Syad.g_01791	Prak.g_01030
OG0000724	Syad.g_01284	Prak.g_00925
OG0000725	Syad.g_01293	Prak.g_00919
OG0000726	Syad.g_01294	Prak.g_00918
OG0000727	Syad.g_01295	Prak.g_00917
OG0000728	Syad.g_01297	Prak.g_00915
OG0000729	Syad.g_00331	Prak.g_01255
OG0000730	Syad.g_00758	Prak.g_01214
OG0000731	Syad.g_00770	Prak.g_00362
OG0000732	Syad.g_00214	Prak.g_01885
OG0000733	Syad.g_00028	Prak.g_01551
OG0000734	Syad.g_02809	Prak.g_01188
OG0000735	Syad.g_01120	Prak.g_01186
OG0000736	Syad.g_01121	Prak.g_01185
OG0000737	Syad.g_01122	Prak.g_01184
OG0000738	Syad.g_01127	Prak.g_01180
OG0000739	Syad.g_01145	Prak.g_01179
OG0000740	Syad.g_01146	Prak.g_01178
OG0000741	Syad.g_01149	Prak.g_01176
OG0000742	Syad.g_01151	Prak.g_01173
OG0000743	Syad.g_01153	Prak.g_01171
OG0000744	Syad.g_01154	Prak.g_01170
OG0000745	Syad.g_01156	Prak.g_01169
OG0000746	Syad.g_01158	Prak.g_01167
OG0000747	Syad.g_01159	Prak.g_01166
OG0000748	Syad.g_01170	Prak.g_01162
OG0000749	Syad.g_01173	Prak.g_01161
OG0000750	Syad.g_01174	Prak.g_01160
OG0000751	Syad.g_01182	Prak.g_01157
OG0000752	Syad.g_01184	Prak.g_01155
OG0000753	Syad.g_01187	Prak.g_01153
OG0000754	Syad.g_01516	Prak.g_01150
OG0000755	Syad.g_01504	Prak.g_01144
OG0000756	Syad.g_01498	Prak.g_01143
OG0000757	Syad.g_01487	Prak.g_01136
OG0000758	Syad.g_01486	Prak.g_01135
OG0000759	Syad.g_01485	Prak.g_01134
OG0000760	Syad.g_01484	Prak.g_01133
OG0000761	Syad.g_01480	Prak.g_01132
OG0000762	Syad.g_01474	Prak.g_01131
OG0000763	Syad.g_01468	Prak.g_01129
OG0000764	Syad.g_01467	Prak.g_01128
OG0000765	Syad.g_01447	Prak.g_01120
OG0000766	Syad.g_01446	Prak.g_01119
OG0000767	Syad.g_01444	Prak.g_01117
OG0000768	Syad.g_01443	Prak.g_01116
OG0000769	Syad.g_01441	Prak.g_01114
OG0000770	Syad.g_01437	Prak.g_00593
OG0000771	Syad.g_01278	Prak.g_01487
OG0000772	Syad.g_02078	Prak.g_01571
OG0000773	Syad.g_01114	Prak.g_01268
OG0000774	Syad.g_02396	Prak.g_01270
OG0000775	Syad.g_02398	Prak.g_01272
OG0000776	Syad.g_02399	Prak.g_01273
OG0000777	Syad.g_02400	Prak.g_01274
OG0000778	Syad.g_02401	Prak.g_01275
OG0000779	Syad.g_02407	Prak.g_01279
OG0000780	Syad.g_02411	Prak.g_01280
OG0000781	Syad.g_02415	Prak.g_01284
OG0000782	Syad.g_02416	Prak.g_01285
OG0000783	Syad.g_02418	Prak.g_01286
OG0000784	Syad.g_02419	Prak.g_01287
OG0000785	Syad.g_02421	Prak.g_01289
OG0000786	Syad.g_01101	Prak.g_01292
OG0000787	Syad.g_01100	Prak.g_01293
OG0000788	Syad.g_02139	Prak.g_00460
OG0000789	Syad.g_01982	Prak.g_01490
OG0000790	Syad.g_00886	Prak.g_01334
OG0000791	Syad.g_00885	Prak.g_01336
OG0000792	Syad.g_00884	Prak.g_01337
OG0000793	Syad.g_00879	Prak.g_01340
OG0000794	Syad.g_00878	Prak.g_01341
OG0000795	Syad.g_00877	Prak.g_01342
OG0000796	Syad.g_00871	Prak.g_01346
OG0000797	Syad.g_00870	Prak.g_01347
OG0000799	Syad.g_02243	Prak.g_01374
OG0000800	Syad.g_02245	Prak.g_01375
OG0000801	Syad.g_02246	Prak.g_01376
OG0000802	Syad.g_02251	Prak.g_01378
OG0000803	Syad.g_02255	Prak.g_01380
OG0000804	Syad.g_02260	Prak.g_01381
OG0000805	Syad.g_02266	Prak.g_01383
OG0000806	Syad.g_02267	Prak.g_01385
OG0000807	Syad.g_02269	Prak.g_01386
OG0000808	Syad.g_02270	Prak.g_01387
OG0000809	Syad.g_02273	Prak.g_01389
OG0000810	Syad.g_02274	Prak.g_01390
OG0000811	Syad.g_02283	Prak.g_01394
OG0000812	Syad.g_02285	Prak.g_01396
OG0000813	Syad.g_02286	Prak.g_01397
OG0000814	Syad.g_02288	Prak.g_01399
OG0000815	Syad.g_02289	Prak.g_01400
OG0000816	Syad.g_02290	Prak.g_01402
OG0000817	Syad.g_02291	Prak.g_01403
OG0000818	Syad.g_02297	Prak.g_01408
OG0000819	Syad.g_02298	Prak.g_01409
OG0000820	Syad.g_02299	Prak.g_01410
OG0000821	Syad.g_02305	Prak.g_01414
OG0000822	Syad.g_02307	Prak.g_01415
OG0000823	Syad.g_02308	Prak.g_01416
OG0000824	Syad.g_02314	Prak.g_01419
OG0000825	Syad.g_02315	Prak.g_01420
OG0000826	Syad.g_02316	Prak.g_01421
OG0000827	Syad.g_02317	Prak.g_01422
OG0000828	Syad.g_02320	Prak.g_01425
OG0000829	Syad.g_02321	Prak.g_01426
OG0000830	Syad.g_02322	Prak.g_01427
OG0000831	Syad.g_02325	Prak.g_01429
OG0000832	Syad.g_02538	Prak.g_01439
OG0000833	Syad.g_02550	Prak.g_01448
OG0000834	Syad.g_02552	Prak.g_01449
OG0000835	Syad.g_02553	Prak.g_01450
OG0000836	Syad.g_02557	Prak.g_01451
OG0000837	Syad.g_02561	Prak.g_01452
OG0000838	Syad.g_02565	Prak.g_01454
OG0000839	Syad.g_02566	Prak.g_01455
OG0000840	Syad.g_02567	Prak.g_01456
OG0000841	Syad.g_02568	Prak.g_01457
OG0000842	Syad.g_02569	Prak.g_01458
OG0000843	Syad.g_02570	Prak.g_01459
OG0000844	Syad.g_02577	Prak.g_01460
OG0000845	Syad.g_02578	Prak.g_01461
OG0000846	Syad.g_02579	Prak.g_01462
OG0000847	Syad.g_02580	Prak.g_01463
OG0000848	Syad.g_02582	Prak.g_01464
OG0000849	Syad.g_02583	Prak.g_01465
OG0000850	Syad.g_02586	Prak.g_01467
OG0000851	Syad.g_02592	Prak.g_01468
OG0000852	Syad.g_02593	Prak.g_01469
OG0000853	Syad.g_02597	Prak.g_01475
OG0000854	Syad.g_02606	Prak.g_01477
OG0000855	Syad.g_02607	Prak.g_01478
OG0000856	Syad.g_02166	Prak.g_00590
OG0000857	Syad.g_01871	Prak.g_00860
OG0000858	Syad.g_02613	Prak.g_01638
OG0000859	Syad.g_02614	Prak.g_01639
OG0000860	Syad.g_02625	Prak.g_01647
OG0000861	Syad.g_02626	Prak.g_01648
OG0000862	Syad.g_02628	Prak.g_01649
OG0000863	Syad.g_02631	Prak.g_01651
OG0000864	Syad.g_02632	Prak.g_01652
OG0000865	Syad.g_02633	Prak.g_01653
OG0000866	Syad.g_02634	Prak.g_01654
OG0000867	Syad.g_02635	Prak.g_01655
OG0000868	Syad.g_02637	Prak.g_01657
OG0000869	Syad.g_02643	Prak.g_01660
OG0000870	Syad.g_02648	Prak.g_01665
OG0000871	Syad.g_02649	Prak.g_01666
OG0000872	Syad.g_02657	Prak.g_01667
OG0000873	Syad.g_02660	Prak.g_01670
OG0000874	Syad.g_02655	Prak.g_01673
OG0000875	Syad.g_02662	Prak.g_01674
OG0000876	Syad.g_03003	Prak.g_01675
OG0000877	Syad.g_02480	Prak.g_01677
OG0000878	Syad.g_02481	Prak.g_01678
OG0000879	Syad.g_02482	Prak.g_01679
OG0000880	Syad.g_02483	Prak.g_01680
OG0000881	Syad.g_02489	Prak.g_01684
OG0000882	Syad.g_02494	Prak.g_01689
OG0000883	Syad.g_02497	Prak.g_01691
OG0000884	Syad.g_02499	Prak.g_01693
OG0000885	Syad.g_02500	Prak.g_01694
OG0000886	Syad.g_02501	Prak.g_01695
OG0000887	Syad.g_02502	Prak.g_01696
OG0000888	Syad.g_02504	Prak.g_01698
OG0000889	Syad.g_02506	Prak.g_01700
OG0000890	Syad.g_02512	Prak.g_01701
OG0000891	Syad.g_02513	Prak.g_01702
OG0000892	Syad.g_02517	Prak.g_01704
OG0000893	Syad.g_00589	Prak.g_01708
OG0000894	Syad.g_00592	Prak.g_01711
OG0000895	Syad.g_00596	Prak.g_01715
OG0000896	Syad.g_00597	Prak.g_01716
OG0000897	Syad.g_00599	Prak.g_01718
OG0000898	Syad.g_00600	Prak.g_01719
OG0000899	Syad.g_00601	Prak.g_01720
OG0000900	Syad.g_00602	Prak.g_01721
OG0000901	Syad.g_00607	Prak.g_01724
OG0000902	Syad.g_00609	Prak.g_01726
OG0000903	Syad.g_00645	Prak.g_01730
OG0000904	Syad.g_00640	Prak.g_01734
OG0000905	Syad.g_00632	Prak.g_01728
OG0000906	Syad.g_00630	Prak.g_01727
OG0000907	Syad.g_00648	Prak.g_01737
OG0000908	Syad.g_00651	Prak.g_01740
OG0000909	Syad.g_00652	Prak.g_01741
OG0000910	Syad.g_00653	Prak.g_01742
OG0000911	Syad.g_00655	Prak.g_01744
OG0000912	Syad.g_00656	Prak.g_01745
OG0000913	Syad.g_00657	Prak.g_01746
OG0000914	Syad.g_00658	Prak.g_01747
OG0000915	Syad.g_00660	Prak.g_01748
OG0000916	Syad.g_00661	Prak.g_01749
OG0000917	Syad.g_00662	Prak.g_01750
OG0000918	Syad.g_00663	Prak.g_01751
OG0000919	Syad.g_00664	Prak.g_01752
OG0000920	Syad.g_00665	Prak.g_01753
OG0000921	Syad.g_00666	Prak.g_01754
OG0000922	Syad.g_00667	Prak.g_01755
OG0000923	Syad.g_00671	Prak.g_01759
OG0000924	Syad.g_00672	Prak.g_01760
OG0000925	Syad.g_00673	Prak.g_01761
OG0000926	Syad.g_00674	Prak.g_01762
OG0000927	Syad.g_00676	Prak.g_01764
OG0000928	Syad.g_00677	Prak.g_01765
OG0000929	Syad.g_00678	Prak.g_01766
OG0000930	Syad.g_00679	Prak.g_01767
OG0000931	Syad.g_00680	Prak.g_01768
OG0000932	Syad.g_00681	Prak.g_01769
OG0000933	Syad.g_00687	Prak.g_01773
OG0000934	Syad.g_00689	Prak.g_01775
OG0000935	Syad.g_00690	Prak.g_01776
OG0000936	Syad.g_00691	Prak.g_01777
OG0000937	Syad.g_00692	Prak.g_01778
OG0000938	Syad.g_00695	Prak.g_01781
OG0000939	Syad.g_00696	Prak.g_01782
OG0000940	Syad.g_00703	Prak.g_01789
OG0000941	Syad.g_00705	Prak.g_01791
OG0000942	Syad.g_00707	Prak.g_01793
OG0000943	Syad.g_00708	Prak.g_01794
OG0000944	Syad.g_00710	Prak.g_01796
OG0000945	Syad.g_00711	Prak.g_01797
OG0000946	Syad.g_00716	Prak.g_01802
OG0000947	Syad.g_00719	Prak.g_01804
OG0000948	Syad.g_00720	Prak.g_01805
OG0000949	Syad.g_00432	Prak.g_01808
OG0000950	Syad.g_00418	Prak.g_01815
OG0000951	Syad.g_00411	Prak.g_01819
OG0000952	Syad.g_00375	Prak.g_01823
OG0000953	Syad.g_00369	Prak.g_01827
OG0000954	Syad.g_00364	Prak.g_01831
OG0000955	Syad.g_00363	Prak.g_01832
OG0000956	Syad.g_00361	Prak.g_01834
OG0000957	Syad.g_00350	Prak.g_01840
OG0000958	Syad.g_00349	Prak.g_01841
OG0000959	Syad.g_00345	Prak.g_01845
OG0000960	Syad.g_00344	Prak.g_01846
OG0000961	Syad.g_00335	Prak.g_01849
OG0000962	Syad.g_00332	Prak.g_01851
OG0000963	Syad.g_00325	Prak.g_01855
OG0000964	Syad.g_00324	Prak.g_01856
OG0000965	Syad.g_00323	Prak.g_01857
OG0000966	Syad.g_00246	Prak.g_01863
OG0000967	Syad.g_00234	Prak.g_01867
OG0000968	Syad.g_00243	Prak.g_01869
OG0000969	Syad.g_00240	Prak.g_01870
OG0000970	Syad.g_00239	Prak.g_01871
OG0000971	Syad.g_00229	Prak.g_01872
OG0000972	Syad.g_00228	Prak.g_01873
OG0000973	Syad.g_00227	Prak.g_01874
OG0000974	Syad.g_00226	Prak.g_01875
OG0000975	Syad.g_00225	Prak.g_01876
OG0000976	Syad.g_00224	Prak.g_01877
OG0000977	Syad.g_00222	Prak.g_01878
OG0000978	Syad.g_00221	Prak.g_01879
OG0000979	Syad.g_00218	Prak.g_01882
OG0000980	Syad.g_00215	Prak.g_01884
OG0000981	Syad.g_00212	Prak.g_01887
OG0000982	Syad.g_03035	Prak.g_01889
OG0000983	Syad.g_03036	Prak.g_01890
OG0000984	Syad.g_03037	Prak.g_01891
OG0000985	Syad.g_03039	Prak.g_01894
OG0000986	Syad.g_03049	Prak.g_01896
OG0000987	Syad.g_00002	Prak.g_01897
OG0000988	Syad.g_00008	Prak.g_01900
OG0000989	Syad.g_00020	Prak.g_01904
OG0000990	Syad.g_00061	Prak.g_01908
OG0000991	Syad.g_00064	Prak.g_01909
OG0000992	Syad.g_00067	Prak.g_01912
OG0000993	Syad.g_00069	Prak.g_01913
OG0000994	Syad.g_00071	Prak.g_01914
OG0000995	Syad.g_00077	Prak.g_01918
OG0000996	Syad.g_00121	Prak.g_01919
OG0000997	Syad.g_00128	Prak.g_01922
OG0000998	Syad.g_00130	Prak.g_01924
OG0000999	Syad.g_00131	Prak.g_01925
OG0001000	Syad.g_00136	Prak.g_01928
OG0001001	Syad.g_00141	Prak.g_01931
OG0001002	Syad.g_00148	Prak.g_01936
OG0001003	Syad.g_00150	Prak.g_01937
OG0001004	Syad.g_00151	Prak.g_01938
OG0001005	Syad.g_00152	Prak.g_01939
OG0001006	Syad.g_00160	Prak.g_01943
OG0001007	Syad.g_00162	Prak.g_01945
OG0001008	Syad.g_02449	Prak.g_00399
OG0001009	Syad.g_00194	Prak.g_00027
OG0001010	Syad.g_00195	Prak.g_00028
OG0001011	Syad.g_00196	Prak.g_00030
OG0001012	Syad.g_03030	Prak.g_00044
OG0001013	Syad.g_03011	Prak.g_00051
OG0001014	Syad.g_03002	Prak.g_00054
OG0001015	Syad.g_03001	Prak.g_00056
OG0001016	Syad.g_02734	Prak.g_00078
OG0001017	Syad.g_02740	Prak.g_00082
OG0001018	Syad.g_02742	Prak.g_00084
OG0001019	Syad.g_02771	Prak.g_00093
OG0001020	Syad.g_02777	Prak.g_00094
OG0001021	Syad.g_02781	Prak.g_00095
OG0001022	Syad.g_02786	Prak.g_00098
OG0001023	Syad.g_02787	Prak.g_00099
OG0001024	Syad.g_02791	Prak.g_00103
OG0001025	Syad.g_02798	Prak.g_00110
OG0001026	Syad.g_02811	Prak.g_00119
OG0001027	Syad.g_02817	Prak.g_00120
OG0001028	Syad.g_02819	Prak.g_00122
OG0001029	Syad.g_02821	Prak.g_00123
OG0001030	Syad.g_02848	Prak.g_00139
OG0001031	Syad.g_02925	Prak.g_00199
OG0001032	Syad.g_02928	Prak.g_00200
OG0001033	Syad.g_02956	Prak.g_00221
OG0001034	Syad.g_00819	Prak.g_00252
OG0001035	Syad.g_00559	Prak.g_00272
OG0001036	Syad.g_00554	Prak.g_00276
OG0001037	Syad.g_00552	Prak.g_00277
OG0001039	Syad.g_00522	Prak.g_00299
OG0001040	Syad.g_00519	Prak.g_00301
OG0001041	Syad.g_00514	Prak.g_00306
OG0001042	Syad.g_00485	Prak.g_00323
OG0001043	Syad.g_00481	Prak.g_00324
OG0001044	Syad.g_00760	Prak.g_00355
OG0001045	Syad.g_00773	Prak.g_00364
OG0001046	Syad.g_01722	Prak.g_01597
OG0001047	Syad.g_02447	Prak.g_00401
OG0001048	Syad.g_02446	Prak.g_00402
OG0001049	Syad.g_02443	Prak.g_00404
OG0001050	Syad.g_02442	Prak.g_00405
OG0001051	Syad.g_02441	Prak.g_00406
OG0001052	Syad.g_02357	Prak.g_00432
OG0001054	Syad.g_00925	Prak.g_00459
OG0001055	Syad.g_00946	Prak.g_00478
OG0001056	Syad.g_00982	Prak.g_00495
OG0001057	Syad.g_00996	Prak.g_00500
OG0001058	Syad.g_01015	Prak.g_00509
OG0001059	Syad.g_01018	Prak.g_00513
OG0001060	Syad.g_01025	Prak.g_00519
OG0001061	Syad.g_01047	Prak.g_00534
OG0001062	Syad.g_01049	Prak.g_00536
OG0001063	Syad.g_01056	Prak.g_00538
OG0001064	Syad.g_01057	Prak.g_00539
OG0001065	Syad.g_01058	Prak.g_00540
OG0001066	Syad.g_01059	Prak.g_00541
OG0001067	Syad.g_01060	Prak.g_00542
OG0001068	Syad.g_01061	Prak.g_00543
OG0001069	Syad.g_01062	Prak.g_00544
OG0001070	Syad.g_01065	Prak.g_00548
OG0001071	Syad.g_01066	Prak.g_00549
OG0001072	Syad.g_01070	Prak.g_00551
OG0001073	Syad.g_01090	Prak.g_00565
OG0001074	Syad.g_02197	Prak.g_00577
OG0001075	Syad.g_02196	Prak.g_00578
OG0001076	Syad.g_02175	Prak.g_00585
OG0001077	Syad.g_02164	Prak.g_00591
OG0001078	Syad.g_02151	Prak.g_01107
OG0001079	Syad.g_02138	Prak.g_01095
OG0001080	Syad.g_02008	Prak.g_01089
OG0001081	Syad.g_01568	Prak.g_01087
OG0001082	Syad.g_01569	Prak.g_01086
OG0001083	Syad.g_01578	Prak.g_01081
OG0001084	Syad.g_01586	Prak.g_01080
OG0001085	Syad.g_01596	Prak.g_00797
OG0001086	Syad.g_01598	Prak.g_00798
OG0001087	Syad.g_01372	Prak.g_00816
OG0001088	Syad.g_01368	Prak.g_00817
OG0001089	Syad.g_01302	Prak.g_00828
OG0001090	Syad.g_01817	Prak.g_00838
OG0001091	Syad.g_01815	Prak.g_01060
OG0001092	Syad.g_01812	Prak.g_01059
OG0001093	Syad.g_01806	Prak.g_01054
OG0001094	Syad.g_01895	Prak.g_01061
OG0001095	Syad.g_01874	Prak.g_00858
OG0001096	Syad.g_01847	Prak.g_00872
OG0001097	Syad.g_01223	Prak.g_00892
OG0001098	Syad.g_02005, Syad.g_01995	Prak.g_00911
OG0001099	Syad.g_02820	Prak.g_00753
OG0001100	Syad.g_01608	Prak.g_00761
OG0001101	Syad.g_01610	Prak.g_00764
OG0001102	Syad.g_01613	Prak.g_00767
OG0001103	Syad.g_01616	Prak.g_00769
OG0001104	Syad.g_01911	Prak.g_00792
OG0001105	Syad.g_01907	Prak.g_00796
OG0001106	Syad.g_01771	Prak.g_00964
OG0001107	Syad.g_01759	Prak.g_00971
OG0001108	Syad.g_01744	Prak.g_00975
OG0001109	Syad.g_01739	Prak.g_00976
OG0001110	Syad.g_01737	Prak.g_00978
OG0001111	Syad.g_01735	Prak.g_00979
OG0001112	Syad.g_01733	Prak.g_00980
OG0001113	Syad.g_01732	Prak.g_00981
OG0001114	Syad.g_01731	Prak.g_00982
OG0001115	Syad.g_01727	Prak.g_00984
OG0001116	Syad.g_01725	Prak.g_00985
OG0001117	Syad.g_01724	Prak.g_00986
OG0001118	Syad.g_01723	Prak.g_00987
OG0001119	Syad.g_01721	Prak.g_00988
OG0001120	Syad.g_01717	Prak.g_00990
OG0001122	Syad.g_01689	Prak.g_01010
OG0001123	Syad.g_01682	Prak.g_01016
OG0001124	Syad.g_01680	Prak.g_01018
OG0001125	Syad.g_01678	Prak.g_01020
OG0001126	Syad.g_01276	Prak.g_00931
OG0001127	Syad.g_01277	Prak.g_00930
OG0001128	Syad.g_01280	Prak.g_00928
OG0001129	Syad.g_01282	Prak.g_00927
OG0001130	Syad.g_01283	Prak.g_00926
OG0001131	Syad.g_01953	Prak.g_00383
OG0001132	Syad.g_02038	Prak.g_00712
OG0001133	Syad.g_02172	Prak.g_01328
OG0001134	Syad.g_01527	Prak.g_01550
OG0001136	Syad.g_01150	Prak.g_01175
OG0001137	Syad.g_01169	Prak.g_01163
OG0001138	Syad.g_01493	Prak.g_01142
OG0001139	Syad.g_01491	Prak.g_01140
OG0001140	Syad.g_01490	Prak.g_01139
OG0001141	Syad.g_01489	Prak.g_01138
OG0001142	Syad.g_01488	Prak.g_01137
OG0001143	Syad.g_01473	Prak.g_01130
OG0001144	Syad.g_01457	Prak.g_01125
OG0001145	Syad.g_01112	Prak.g_01269
OG0001146	Syad.g_02412	Prak.g_01281
OG0001147	Syad.g_02349	Prak.g_01301
OG0001148	Syad.g_00889	Prak.g_01331
OG0001149	Syad.g_00888	Prak.g_01332
OG0001150	Syad.g_00887	Prak.g_01333
OG0001151	Syad.g_00875	Prak.g_01344
OG0001152	Syad.g_00872	Prak.g_01345
OG0001153	Syad.g_02318	Prak.g_01423
OG0001154	Syad.g_02319	Prak.g_01424
OG0001155	Syad.g_02540	Prak.g_01441
OG0001156	Syad.g_02543	Prak.g_01444
OG0001157	Syad.g_02544	Prak.g_01445
OG0001158	Syad.g_02546	Prak.g_01446
OG0001159	Syad.g_02547	Prak.g_01447
OG0001160	Syad.g_02595	Prak.g_01473
OG0001161	Syad.g_00026	Prak.g_01588
OG0001162	Syad.g_01844	Prak.g_01526
OG0001163	Syad.g_02610	Prak.g_01636
OG0001164	Syad.g_02616	Prak.g_01640
OG0001165	Syad.g_02621	Prak.g_01643
OG0001166	Syad.g_02647	Prak.g_01664
