Orthogroup	Syad	Prax
OG0000590	Syad.g_02177	Prax.g_00081
OG0000591	Syad.g_02169	Prax.g_00084
OG0000592	Syad.g_02168	Prax.g_00085
OG0000593	Syad.g_02156	Prax.g_00091
OG0000594	Syad.g_02155	Prax.g_00092
OG0000595	Syad.g_02154	Prax.g_00093
OG0000596	Syad.g_02149	Prax.g_00097
OG0000597	Syad.g_02146	Prax.g_00099
OG0000598	Syad.g_02145	Prax.g_00100
OG0000599	Syad.g_02142	Prax.g_00103
OG0000600	Syad.g_02141	Prax.g_00104
OG0000601	Syad.g_02140	Prax.g_00105
OG0000602	Syad.g_02135	Prax.g_00107
OG0000603	Syad.g_02134	Prax.g_00108
OG0000604	Syad.g_02131	Prax.g_00109
OG0000605	Syad.g_02026	Prax.g_00110
OG0000606	Syad.g_01567	Prax.g_00113
OG0000607	Syad.g_01571	Prax.g_00116
OG0000608	Syad.g_01572	Prax.g_00117
OG0000609	Syad.g_01574	Prax.g_00118
OG0000610	Syad.g_01589	Prax.g_00123
OG0000611	Syad.g_01592	Prax.g_00975
OG0000612	Syad.g_01593	Prax.g_00974
OG0000613	Syad.g_00457	Prax.g_00969
OG0000614	Syad.g_01340	Prax.g_00950
OG0000615	Syad.g_01948	Prax.g_00942
OG0000616	Syad.g_00145	Prax.g_00938
OG0000617	Syad.g_01810	Prax.g_00479
OG0000618	Syad.g_01809	Prax.g_00478
OG0000619	Syad.g_01808	Prax.g_00477
OG0000620	Syad.g_01803	Prax.g_00474
OG0000621	Syad.g_01802	Prax.g_00473
OG0000622	Syad.g_01801	Prax.g_00472
OG0000623	Syad.g_01800	Prax.g_00471
OG0000624	Syad.g_01798	Prax.g_00470
OG0000625	Syad.g_01797	Prax.g_00469
OG0000626	Syad.g_01796	Prax.g_00468
OG0000627	Syad.g_01640	Prax.g_00467
OG0000628	Syad.g_01641	Prax.g_00466
OG0000629	Syad.g_01644	Prax.g_00465
OG0000630	Syad.g_01648	Prax.g_00462
OG0000631	Syad.g_01658	Prax.g_00382
OG0000632	Syad.g_01659	Prax.g_00381
OG0000633	Syad.g_01660	Prax.g_00380
OG0000634	Syad.g_01893	Prax.g_00377
OG0000635	Syad.g_01892	Prax.g_00376
OG0000636	Syad.g_01890	Prax.g_00374
OG0000637	Syad.g_01888	Prax.g_00372
OG0000638	Syad.g_01887	Prax.g_00371
OG0000639	Syad.g_01886	Prax.g_00370
OG0000640	Syad.g_01885	Prax.g_00369
OG0000641	Syad.g_01881	Prax.g_00365
OG0000642	Syad.g_01880	Prax.g_00364
OG0000643	Syad.g_01878	Prax.g_00363
OG0000644	Syad.g_01877	Prax.g_00362
OG0000645	Syad.g_01875	Prax.g_00361
OG0000646	Syad.g_01872	Prax.g_00359
OG0000647	Syad.g_01870	Prax.g_00358
OG0000648	Syad.g_01860	Prax.g_00356
OG0000649	Syad.g_01859	Prax.g_00355
OG0000650	Syad.g_01858	Prax.g_00354
OG0000651	Syad.g_01857	Prax.g_00353
OG0000652	Syad.g_01856	Prax.g_00352
OG0000653	Syad.g_01850	Prax.g_00350
OG0000654	Syad.g_01849	Prax.g_00349
OG0000655	Syad.g_01848	Prax.g_00348
OG0000656	Syad.g_01845	Prax.g_00345
OG0000657	Syad.g_01240	Prax.g_00337
OG0000658	Syad.g_01231	Prax.g_00336
OG0000659	Syad.g_01230	Prax.g_00335
OG0000660	Syad.g_01226	Prax.g_00331
OG0000661	Syad.g_01224	Prax.g_00329
OG0000662	Syad.g_01222	Prax.g_00327
OG0000663	Syad.g_01219	Prax.g_00325
OG0000664	Syad.g_01209	Prax.g_00324
OG0000665	Syad.g_02115	Prax.g_00320
OG0000666	Syad.g_02027	Prax.g_00319
OG0000667	Syad.g_00612	Prax.g_00315
OG0000668	Syad.g_01688	Prax.g_00546
OG0000669	Syad.g_01606	Prax.g_00553
OG0000670	Syad.g_01609	Prax.g_00555
OG0000671	Syad.g_01611	Prax.g_00557
OG0000672	Syad.g_01615	Prax.g_00559
OG0000673	Syad.g_01618	Prax.g_00562
OG0000674	Syad.g_01620	Prax.g_00564
OG0000675	Syad.g_01633	Prax.g_00565
OG0000676	Syad.g_01635	Prax.g_00567
OG0000677	Syad.g_01636	Prax.g_00568
OG0000678	Syad.g_01957	Prax.g_00570
OG0000679	Syad.g_01922	Prax.g_00574
OG0000680	Syad.g_01921	Prax.g_00575
OG0000681	Syad.g_01919	Prax.g_00578
OG0000682	Syad.g_01918	Prax.g_00579
OG0000683	Syad.g_01917	Prax.g_00580
OG0000684	Syad.g_01912	Prax.g_00582
OG0000685	Syad.g_01910	Prax.g_00584
OG0000686	Syad.g_01909	Prax.g_00585
OG0000687	Syad.g_01908	Prax.g_00586
OG0000688	Syad.g_01904	Prax.g_00589
OG0000689	Syad.g_01902	Prax.g_00590
OG0000690	Syad.g_01901	Prax.g_00591
OG0000691	Syad.g_01900	Prax.g_00592
OG0000692	Syad.g_01899	Prax.g_00594
OG0000693	Syad.g_01897	Prax.g_00595
OG0000694	Syad.g_01896	Prax.g_00596
OG0000695	Syad.g_01662	Prax.g_00598
OG0000696	Syad.g_01663	Prax.g_00599
OG0000697	Syad.g_01789	Prax.g_00600
OG0000698	Syad.g_01786	Prax.g_00603
OG0000699	Syad.g_01785	Prax.g_00604
OG0000700	Syad.g_01784	Prax.g_00605
OG0000701	Syad.g_01783	Prax.g_00606
OG0000702	Syad.g_01775	Prax.g_00608
OG0000703	Syad.g_01774	Prax.g_00609
OG0000704	Syad.g_01772	Prax.g_00610
OG0000705	Syad.g_01765	Prax.g_00614
OG0000706	Syad.g_01764	Prax.g_00615
OG0000707	Syad.g_01763	Prax.g_00616
OG0000708	Syad.g_01760	Prax.g_00617
OG0000709	Syad.g_01745	Prax.g_01130
OG0000710	Syad.g_01738	Prax.g_01133
OG0000711	Syad.g_01710	Prax.g_01150
OG0000712	Syad.g_01708	Prax.g_01152
OG0000713	Syad.g_01707	Prax.g_01153
OG0000714	Syad.g_01705	Prax.g_01154
OG0000715	Syad.g_01703	Prax.g_01156
OG0000716	Syad.g_01697	Prax.g_01158
OG0000717	Syad.g_01696	Prax.g_01159
OG0000718	Syad.g_01692	Prax.g_01173
OG0000719	Syad.g_01690	Prax.g_01175
OG0000720	Syad.g_01677	Prax.g_01184
OG0000721	Syad.g_01675	Prax.g_01186
OG0000722	Syad.g_01674	Prax.g_01187
OG0000723	Syad.g_01791	Prax.g_01190
OG0000724	Syad.g_01284	Prax.g_01199
OG0000725	Syad.g_01293	Prax.g_01205
OG0000726	Syad.g_01294	Prax.g_01206
OG0000727	Syad.g_01295	Prax.g_01207
OG0000728	Syad.g_01297	Prax.g_01209
OG0000729	Syad.g_00331	Prax.g_01256
OG0000730	Syad.g_00758	Prax.g_00126
OG0000731	Syad.g_00770	Prax.g_00130
OG0000732	Syad.g_00214	Prax.g_00140
OG0000733	Syad.g_00028	Prax.g_00162
OG0000734	Syad.g_02809	Prax.g_00185
OG0000735	Syad.g_01120	Prax.g_00187
OG0000736	Syad.g_01121	Prax.g_00188
OG0000737	Syad.g_01122	Prax.g_00189
OG0000738	Syad.g_01127	Prax.g_00193
OG0000739	Syad.g_01145	Prax.g_00194
OG0000740	Syad.g_01146	Prax.g_00195
OG0000741	Syad.g_01149	Prax.g_00196
OG0000742	Syad.g_01151	Prax.g_00199
OG0000743	Syad.g_01153	Prax.g_00201
OG0000744	Syad.g_01154	Prax.g_00202
OG0000745	Syad.g_01156	Prax.g_00203
OG0000746	Syad.g_01158	Prax.g_00205
OG0000747	Syad.g_01159	Prax.g_00206
OG0000748	Syad.g_01170	Prax.g_00209
OG0000749	Syad.g_01173	Prax.g_00210
OG0000750	Syad.g_01174	Prax.g_00211
OG0000751	Syad.g_01182	Prax.g_00213
OG0000752	Syad.g_01184	Prax.g_00215
OG0000753	Syad.g_01187	Prax.g_00218
OG0000754	Syad.g_01516	Prax.g_00221
OG0000755	Syad.g_01504	Prax.g_00224
OG0000756	Syad.g_01498	Prax.g_00225
OG0000757	Syad.g_01487	Prax.g_00231
OG0000758	Syad.g_01486	Prax.g_00232
OG0000759	Syad.g_01485	Prax.g_00233
OG0000760	Syad.g_01484	Prax.g_00234
OG0000761	Syad.g_01480	Prax.g_00235
OG0000762	Syad.g_01474	Prax.g_00236
OG0000763	Syad.g_01468	Prax.g_00238
OG0000764	Syad.g_01467	Prax.g_00239
OG0000765	Syad.g_01447	Prax.g_00248
OG0000766	Syad.g_01446	Prax.g_00249
OG0000767	Syad.g_01444	Prax.g_00251
OG0000768	Syad.g_01443	Prax.g_00252
OG0000769	Syad.g_01441	Prax.g_00254
OG0000770	Syad.g_01437	Prax.g_00256
OG0000771	Syad.g_01278	Prax.g_01789
OG0000772	Syad.g_02078	Prax.g_01928
OG0000773	Syad.g_01114	Prax.g_01908
OG0000774	Syad.g_02396	Prax.g_01906
OG0000775	Syad.g_02398	Prax.g_01904
OG0000776	Syad.g_02399	Prax.g_01903
OG0000777	Syad.g_02400	Prax.g_01902
OG0000778	Syad.g_02401	Prax.g_01901
OG0000779	Syad.g_02407	Prax.g_01897
OG0000780	Syad.g_02411	Prax.g_01896
OG0000781	Syad.g_02415	Prax.g_01893
OG0000782	Syad.g_02416	Prax.g_01892
OG0000783	Syad.g_02418	Prax.g_01891
OG0000784	Syad.g_02419	Prax.g_01890
OG0000785	Syad.g_02421	Prax.g_01888
OG0000786	Syad.g_01101	Prax.g_01886
OG0000787	Syad.g_01100	Prax.g_01885
OG0000788	Syad.g_02139	Prax.g_01876
OG0000789	Syad.g_01982	Prax.g_01873
OG0000790	Syad.g_00886	Prax.g_01858
OG0000791	Syad.g_00885	Prax.g_01856
OG0000792	Syad.g_00884	Prax.g_01855
OG0000793	Syad.g_00879	Prax.g_01852
OG0000794	Syad.g_00878	Prax.g_01851
OG0000795	Syad.g_00877	Prax.g_01850
OG0000796	Syad.g_00871	Prax.g_01846
OG0000797	Syad.g_00870	Prax.g_01845
OG0000798	Syad.g_00525	Prax.g_01819
OG0000799	Syad.g_02243	Prax.g_01751
OG0000800	Syad.g_02245	Prax.g_01750
OG0000801	Syad.g_02246	Prax.g_01749
OG0000802	Syad.g_02251	Prax.g_01747
OG0000803	Syad.g_02255	Prax.g_01745
OG0000804	Syad.g_02260	Prax.g_01744
OG0000805	Syad.g_02266	Prax.g_01742
OG0000806	Syad.g_02267	Prax.g_01740
OG0000807	Syad.g_02269	Prax.g_01739
OG0000808	Syad.g_02270	Prax.g_01738
OG0000809	Syad.g_02273	Prax.g_01735
OG0000810	Syad.g_02274	Prax.g_01734
OG0000811	Syad.g_02283	Prax.g_01725
OG0000812	Syad.g_02285	Prax.g_01723
OG0000813	Syad.g_02286	Prax.g_01722
OG0000814	Syad.g_02288	Prax.g_01720
OG0000815	Syad.g_02289	Prax.g_01719
OG0000816	Syad.g_02290	Prax.g_01717
OG0000817	Syad.g_02291	Prax.g_01716
OG0000818	Syad.g_02297	Prax.g_01711
OG0000819	Syad.g_02298	Prax.g_01710
OG0000820	Syad.g_02299	Prax.g_01709
OG0000821	Syad.g_02305	Prax.g_01705
OG0000822	Syad.g_02307	Prax.g_01704
OG0000823	Syad.g_02308	Prax.g_01703
OG0000824	Syad.g_02314	Prax.g_01700
OG0000825	Syad.g_02315	Prax.g_01699
OG0000826	Syad.g_02316	Prax.g_01698
OG0000827	Syad.g_02317	Prax.g_01697
OG0000828	Syad.g_02320	Prax.g_01694
OG0000829	Syad.g_02321	Prax.g_01693
OG0000830	Syad.g_02322	Prax.g_01692
OG0000831	Syad.g_02325	Prax.g_01690
OG0000832	Syad.g_02538	Prax.g_01684
OG0000833	Syad.g_02550	Prax.g_01676
OG0000834	Syad.g_02552	Prax.g_01675
OG0000835	Syad.g_02553	Prax.g_01674
OG0000836	Syad.g_02557	Prax.g_01673
OG0000837	Syad.g_02561	Prax.g_01672
OG0000838	Syad.g_02565	Prax.g_01670
OG0000839	Syad.g_02566	Prax.g_01669
OG0000840	Syad.g_02567	Prax.g_01668
OG0000841	Syad.g_02568	Prax.g_01667
OG0000842	Syad.g_02569	Prax.g_01666
OG0000843	Syad.g_02570	Prax.g_01665
OG0000844	Syad.g_02577	Prax.g_01664
OG0000845	Syad.g_02578	Prax.g_01663
OG0000846	Syad.g_02579	Prax.g_01662
OG0000847	Syad.g_02580	Prax.g_01661
OG0000848	Syad.g_02582	Prax.g_01660
OG0000849	Syad.g_02583	Prax.g_01659
OG0000850	Syad.g_02586	Prax.g_01657
OG0000851	Syad.g_02592	Prax.g_01656
OG0000852	Syad.g_02593	Prax.g_01655
OG0000853	Syad.g_02597	Prax.g_01651
OG0000854	Syad.g_02606	Prax.g_01649
OG0000855	Syad.g_02607	Prax.g_01648
OG0000856	Syad.g_02166	Prax.g_01633
OG0000857	Syad.g_01871	Prax.g_01605
OG0000858	Syad.g_02613	Prax.g_01565
OG0000859	Syad.g_02614	Prax.g_01564
OG0000860	Syad.g_02625	Prax.g_01557
OG0000861	Syad.g_02626	Prax.g_01556
OG0000862	Syad.g_02628	Prax.g_01555
OG0000863	Syad.g_02631	Prax.g_01553
OG0000864	Syad.g_02632	Prax.g_01552
OG0000865	Syad.g_02633	Prax.g_01551
OG0000866	Syad.g_02634	Prax.g_01550
OG0000867	Syad.g_02635	Prax.g_01549
OG0000868	Syad.g_02637	Prax.g_01548
OG0000869	Syad.g_02643	Prax.g_01544
OG0000870	Syad.g_02648	Prax.g_01539
OG0000871	Syad.g_02649	Prax.g_01538
OG0000872	Syad.g_02657	Prax.g_01537
OG0000873	Syad.g_02660	Prax.g_01534
OG0000874	Syad.g_02655	Prax.g_01531
OG0000875	Syad.g_02662	Prax.g_01530
OG0000876	Syad.g_03003	Prax.g_01529
OG0000877	Syad.g_02480	Prax.g_01527
OG0000878	Syad.g_02481	Prax.g_01526
OG0000879	Syad.g_02482	Prax.g_01525
OG0000880	Syad.g_02483	Prax.g_01524
OG0000881	Syad.g_02489	Prax.g_01520
OG0000882	Syad.g_02494	Prax.g_01515
OG0000883	Syad.g_02497	Prax.g_01513
OG0000884	Syad.g_02499	Prax.g_01511
OG0000885	Syad.g_02500	Prax.g_01510
OG0000886	Syad.g_02501	Prax.g_01509
OG0000887	Syad.g_02502	Prax.g_01508
OG0000888	Syad.g_02504	Prax.g_01506
OG0000889	Syad.g_02506	Prax.g_01504
OG0000890	Syad.g_02512	Prax.g_01503
OG0000891	Syad.g_02513	Prax.g_01502
OG0000892	Syad.g_02517	Prax.g_01257
OG0000893	Syad.g_00589	Prax.g_01262
OG0000894	Syad.g_00592	Prax.g_01264
OG0000895	Syad.g_00596	Prax.g_01267
OG0000896	Syad.g_00597	Prax.g_01268
OG0000897	Syad.g_00599	Prax.g_01270
OG0000898	Syad.g_00600	Prax.g_01271
OG0000899	Syad.g_00601	Prax.g_01272
OG0000900	Syad.g_00602	Prax.g_01273
OG0000901	Syad.g_00607	Prax.g_01276
OG0000902	Syad.g_00609	Prax.g_01278
OG0000903	Syad.g_00645	Prax.g_01281
OG0000904	Syad.g_00640	Prax.g_01283
OG0000905	Syad.g_00632	Prax.g_01288
OG0000906	Syad.g_00630	Prax.g_01289
OG0000907	Syad.g_00648	Prax.g_01296
OG0000908	Syad.g_00651	Prax.g_01299
OG0000909	Syad.g_00652	Prax.g_01300
OG0000910	Syad.g_00653	Prax.g_01301
OG0000911	Syad.g_00655	Prax.g_01303
OG0000912	Syad.g_00656	Prax.g_01304
OG0000913	Syad.g_00657	Prax.g_01305
OG0000914	Syad.g_00658	Prax.g_01306
OG0000915	Syad.g_00660	Prax.g_01307
OG0000916	Syad.g_00661	Prax.g_01308
OG0000917	Syad.g_00662	Prax.g_01309
OG0000918	Syad.g_00663	Prax.g_01310
OG0000919	Syad.g_00664	Prax.g_01311
OG0000920	Syad.g_00665	Prax.g_01312
OG0000921	Syad.g_00666	Prax.g_01313
OG0000922	Syad.g_00667	Prax.g_01314
OG0000923	Syad.g_00671	Prax.g_01318
OG0000924	Syad.g_00672	Prax.g_01319
OG0000925	Syad.g_00673	Prax.g_01320
OG0000926	Syad.g_00674	Prax.g_01321
OG0000927	Syad.g_00676	Prax.g_01323
OG0000928	Syad.g_00677	Prax.g_01324
OG0000929	Syad.g_00678	Prax.g_01325
OG0000930	Syad.g_00679	Prax.g_01326
OG0000931	Syad.g_00680	Prax.g_01327
OG0000932	Syad.g_00681	Prax.g_01328
OG0000933	Syad.g_00687	Prax.g_01332
OG0000934	Syad.g_00689	Prax.g_01334
OG0000935	Syad.g_00690	Prax.g_01335
OG0000936	Syad.g_00691	Prax.g_01336
OG0000937	Syad.g_00692	Prax.g_01337
OG0000938	Syad.g_00695	Prax.g_01339
OG0000939	Syad.g_00696	Prax.g_01340
OG0000940	Syad.g_00703	Prax.g_01347
OG0000941	Syad.g_00705	Prax.g_01349
OG0000942	Syad.g_00707	Prax.g_01351
OG0000943	Syad.g_00708	Prax.g_01352
OG0000944	Syad.g_00710	Prax.g_01353
OG0000945	Syad.g_00711	Prax.g_01354
OG0000946	Syad.g_00716	Prax.g_01358
OG0000947	Syad.g_00719	Prax.g_01360
OG0000948	Syad.g_00720	Prax.g_01361
OG0000949	Syad.g_00432	Prax.g_01364
OG0000950	Syad.g_00418	Prax.g_01369
OG0000951	Syad.g_00411	Prax.g_01373
OG0000952	Syad.g_00375	Prax.g_01377
OG0000953	Syad.g_00369	Prax.g_01380
OG0000954	Syad.g_00364	Prax.g_01384
OG0000955	Syad.g_00363	Prax.g_01385
OG0000956	Syad.g_00361	Prax.g_01387
OG0000957	Syad.g_00350	Prax.g_01392
OG0000958	Syad.g_00349	Prax.g_01393
OG0000959	Syad.g_00345	Prax.g_01397
OG0000960	Syad.g_00344	Prax.g_01398
OG0000961	Syad.g_00335	Prax.g_01400
OG0000962	Syad.g_00332	Prax.g_01402
OG0000963	Syad.g_00325	Prax.g_01406
OG0000964	Syad.g_00324	Prax.g_01407
OG0000965	Syad.g_00323	Prax.g_01408
OG0000966	Syad.g_00246	Prax.g_01415
OG0000967	Syad.g_00234	Prax.g_01420
OG0000968	Syad.g_00243	Prax.g_01422
OG0000969	Syad.g_00240	Prax.g_01423
OG0000970	Syad.g_00239	Prax.g_01424
OG0000971	Syad.g_00229	Prax.g_01425
OG0000972	Syad.g_00228	Prax.g_01426
OG0000973	Syad.g_00227	Prax.g_01427
OG0000974	Syad.g_00226	Prax.g_01428
OG0000975	Syad.g_00225	Prax.g_01429
OG0000976	Syad.g_00224	Prax.g_01430
OG0000977	Syad.g_00222	Prax.g_01431
OG0000978	Syad.g_00221	Prax.g_01432
OG0000979	Syad.g_00218	Prax.g_01435
OG0000980	Syad.g_00215	Prax.g_01437
OG0000981	Syad.g_00212	Prax.g_01439
OG0000982	Syad.g_03035	Prax.g_01441
OG0000983	Syad.g_03036	Prax.g_01442
OG0000984	Syad.g_03037	Prax.g_01443
OG0000985	Syad.g_03039	Prax.g_01446
OG0000986	Syad.g_03049	Prax.g_01448
OG0000987	Syad.g_00002	Prax.g_01449
OG0000988	Syad.g_00008	Prax.g_01452
OG0000989	Syad.g_00020	Prax.g_01455
OG0000990	Syad.g_00061	Prax.g_01458
OG0000991	Syad.g_00064	Prax.g_01459
OG0000992	Syad.g_00067	Prax.g_01461
OG0000993	Syad.g_00069	Prax.g_01462
OG0000994	Syad.g_00071	Prax.g_01463
OG0000995	Syad.g_00077	Prax.g_01467
OG0000996	Syad.g_00121	Prax.g_01468
OG0000997	Syad.g_00128	Prax.g_01469
OG0000998	Syad.g_00130	Prax.g_01471
OG0000999	Syad.g_00131	Prax.g_01472
OG0001000	Syad.g_00136	Prax.g_01475
OG0001001	Syad.g_00141	Prax.g_01477
OG0001002	Syad.g_00148	Prax.g_01481
OG0001003	Syad.g_00150	Prax.g_01482
OG0001004	Syad.g_00151	Prax.g_01483
OG0001005	Syad.g_00152	Prax.g_01484
OG0001006	Syad.g_00160	Prax.g_01488
OG0001007	Syad.g_00162	Prax.g_01490
OG0001008	Syad.g_02449	Prax.g_00763
OG0001009	Syad.g_00194	Prax.g_00286
OG0001010	Syad.g_00195	Prax.g_00285
OG0001011	Syad.g_00196	Prax.g_00284
OG0001012	Syad.g_03030	Prax.g_00270
OG0001013	Syad.g_03011	Prax.g_00623
OG0001014	Syad.g_03002	Prax.g_00626
OG0001015	Syad.g_03001	Prax.g_00627
OG0001016	Syad.g_02734	Prax.g_00644
OG0001017	Syad.g_02740	Prax.g_00648
OG0001018	Syad.g_02742	Prax.g_00651
OG0001019	Syad.g_02771	Prax.g_00660
OG0001020	Syad.g_02777	Prax.g_01128
OG0001021	Syad.g_02781	Prax.g_01127
OG0001022	Syad.g_02786	Prax.g_01124
OG0001023	Syad.g_02787	Prax.g_01123
OG0001024	Syad.g_02791	Prax.g_01120
OG0001025	Syad.g_02798	Prax.g_01114
OG0001026	Syad.g_02811	Prax.g_01108
OG0001027	Syad.g_02817	Prax.g_01107
OG0001028	Syad.g_02819	Prax.g_01105
OG0001029	Syad.g_02821	Prax.g_01103
OG0001030	Syad.g_02848	Prax.g_01088
OG0001031	Syad.g_02925	Prax.g_01032
OG0001032	Syad.g_02928	Prax.g_01031
OG0001033	Syad.g_02956	Prax.g_01010
OG0001034	Syad.g_00819	Prax.g_00982
OG0001035	Syad.g_00559	Prax.g_00921
OG0001036	Syad.g_00554	Prax.g_00916
OG0001037	Syad.g_00552	Prax.g_00915
OG0001039	Syad.g_00522	Prax.g_00894
OG0001040	Syad.g_00519	Prax.g_00892
OG0001041	Syad.g_00514	Prax.g_00888
OG0001042	Syad.g_00485	Prax.g_00871
OG0001043	Syad.g_00481	Prax.g_00870
OG0001044	Syad.g_00760	Prax.g_00840
OG0001045	Syad.g_00773	Prax.g_00831
OG0001046	Syad.g_01722	Prax.g_00795
OG0001047	Syad.g_02447	Prax.g_00761
OG0001048	Syad.g_02446	Prax.g_00760
OG0001049	Syad.g_02443	Prax.g_00758
OG0001050	Syad.g_02442	Prax.g_00757
OG0001051	Syad.g_02441	Prax.g_00756
OG0001052	Syad.g_02357	Prax.g_00731
OG0001054	Syad.g_00925	Prax.g_00703
OG0001055	Syad.g_00946	Prax.g_00684
OG0001056	Syad.g_00982	Prax.g_00665
OG0001057	Syad.g_00996	Prax.g_00002
OG0001058	Syad.g_01015	Prax.g_00010
OG0001059	Syad.g_01018	Prax.g_00014
OG0001060	Syad.g_01025	Prax.g_00021
OG0001061	Syad.g_01047	Prax.g_00034
OG0001062	Syad.g_01049	Prax.g_00036
OG0001063	Syad.g_01056	Prax.g_00038
OG0001064	Syad.g_01057	Prax.g_00039
OG0001065	Syad.g_01058	Prax.g_00040
OG0001066	Syad.g_01059	Prax.g_00041
OG0001067	Syad.g_01060	Prax.g_00042
OG0001068	Syad.g_01061	Prax.g_00043
OG0001069	Syad.g_01062	Prax.g_00044
OG0001070	Syad.g_01065	Prax.g_00047
OG0001071	Syad.g_01066	Prax.g_00048
OG0001072	Syad.g_01070	Prax.g_00049
OG0001073	Syad.g_01090	Prax.g_00063
OG0001074	Syad.g_02197	Prax.g_00074
OG0001075	Syad.g_02196	Prax.g_00075
OG0001076	Syad.g_02175	Prax.g_00083
OG0001077	Syad.g_02164	Prax.g_00087
OG0001078	Syad.g_02151	Prax.g_00095
OG0001079	Syad.g_02138	Prax.g_00106
OG0001080	Syad.g_02008	Prax.g_00112
OG0001081	Syad.g_01568	Prax.g_00114
OG0001082	Syad.g_01569	Prax.g_00115
OG0001083	Syad.g_01578	Prax.g_00120
OG0001084	Syad.g_01586	Prax.g_00121
OG0001085	Syad.g_01596	Prax.g_00972
OG0001086	Syad.g_01598	Prax.g_00971
OG0001087	Syad.g_01372	Prax.g_00954
OG0001088	Syad.g_01368	Prax.g_00953
OG0001089	Syad.g_01302	Prax.g_00945
OG0001090	Syad.g_01817	Prax.g_00484
OG0001091	Syad.g_01815	Prax.g_00482
OG0001092	Syad.g_01812	Prax.g_00481
OG0001093	Syad.g_01806	Prax.g_00476
OG0001094	Syad.g_01895	Prax.g_00379
OG0001095	Syad.g_01874	Prax.g_00360
OG0001096	Syad.g_01847	Prax.g_00347
OG0001097	Syad.g_01223	Prax.g_00328
OG0001098	Syad.g_02005, Syad.g_01995	Prax.g_00313
OG0001099	Syad.g_02820	Prax.g_00550
OG0001100	Syad.g_01608	Prax.g_00554
OG0001101	Syad.g_01610	Prax.g_00556
OG0001102	Syad.g_01613	Prax.g_00558
OG0001103	Syad.g_01616	Prax.g_00560
OG0001104	Syad.g_01911	Prax.g_00583
OG0001105	Syad.g_01907	Prax.g_00587
OG0001106	Syad.g_01771	Prax.g_00611
OG0001107	Syad.g_01759	Prax.g_00618
OG0001108	Syad.g_01744	Prax.g_01131
OG0001109	Syad.g_01739	Prax.g_01132
OG0001110	Syad.g_01737	Prax.g_01134
OG0001111	Syad.g_01735	Prax.g_01135
OG0001112	Syad.g_01733	Prax.g_01136
OG0001113	Syad.g_01732	Prax.g_01137
OG0001114	Syad.g_01731	Prax.g_01138
OG0001115	Syad.g_01727	Prax.g_01140
OG0001116	Syad.g_01725	Prax.g_01141
OG0001117	Syad.g_01724	Prax.g_01142
OG0001118	Syad.g_01723	Prax.g_01143
OG0001119	Syad.g_01721	Prax.g_01144
OG0001120	Syad.g_01717	Prax.g_01146
OG0001121	Syad.g_01503	Prax.g_00159, Prax.g_01149
OG0001122	Syad.g_01689	Prax.g_01176
OG0001123	Syad.g_01682	Prax.g_01180
OG0001124	Syad.g_01680	Prax.g_01182
OG0001125	Syad.g_01678	Prax.g_01183
OG0001126	Syad.g_01276	Prax.g_01193
OG0001127	Syad.g_01277	Prax.g_01194
OG0001128	Syad.g_01280	Prax.g_01196
OG0001129	Syad.g_01282	Prax.g_01197
OG0001130	Syad.g_01283	Prax.g_01198
OG0001131	Syad.g_01953	Prax.g_01235
OG0001132	Syad.g_02038	Prax.g_01245
OG0001133	Syad.g_02172	Prax.g_00146
OG0001134	Syad.g_01527	Prax.g_00161
OG0001136	Syad.g_01150	Prax.g_00197
OG0001137	Syad.g_01169	Prax.g_00208
OG0001138	Syad.g_01493	Prax.g_00226
OG0001139	Syad.g_01491	Prax.g_00227
OG0001140	Syad.g_01490	Prax.g_00228
OG0001141	Syad.g_01489	Prax.g_00229
OG0001142	Syad.g_01488	Prax.g_00230
OG0001143	Syad.g_01473	Prax.g_00237
OG0001144	Syad.g_01457	Prax.g_00242
OG0001145	Syad.g_01112	Prax.g_01907
OG0001146	Syad.g_02412	Prax.g_01895
OG0001147	Syad.g_02349	Prax.g_01877
OG0001148	Syad.g_00889	Prax.g_01861
OG0001149	Syad.g_00888	Prax.g_01860
OG0001150	Syad.g_00887	Prax.g_01859
OG0001151	Syad.g_00875	Prax.g_01848
OG0001152	Syad.g_00872	Prax.g_01847
OG0001153	Syad.g_02318	Prax.g_01696
OG0001154	Syad.g_02319	Prax.g_01695
OG0001155	Syad.g_02540	Prax.g_01683
OG0001156	Syad.g_02543	Prax.g_01680
OG0001157	Syad.g_02544	Prax.g_01679
OG0001158	Syad.g_02546	Prax.g_01678
OG0001159	Syad.g_02547	Prax.g_01677
OG0001160	Syad.g_02595	Prax.g_01653
OG0001161	Syad.g_00026	Prax.g_01640
OG0001162	Syad.g_01844	Prax.g_01629
OG0001163	Syad.g_02610	Prax.g_01567
OG0001164	Syad.g_02616	Prax.g_01563
OG0001165	Syad.g_02621	Prax.g_01560
OG0001166	Syad.g_02647	Prax.g_01540
OG0001167	Syad.g_02486	Prax.g_01523
OG0001168	Syad.g_02488	Prax.g_01521
OG0001169	Syad.g_02490	Prax.g_01519
OG0001170	Syad.g_02492	Prax.g_01517
OG0001171	Syad.g_02503	Prax.g_01507
OG0001172	Syad.g_00594	Prax.g_01265
OG0001173	Syad.g_00595	Prax.g_01266
