Orthogroup	Syad	Prbj
OG0000551	Syad.g_00960	Prbj.g_02117
OG0000552	Syad.g_00961	Prbj.g_02118
OG0000553	Syad.g_00965	Prbj.g_02123
OG0000554	Syad.g_00978	Prbj.g_02128
OG0000555	Syad.g_00999	Prbj.g_02146
OG0000556	Syad.g_01003	Prbj.g_02666
OG0000557	Syad.g_01011	Prbj.g_01858
OG0000558	Syad.g_01013	Prbj.g_01861
OG0000559	Syad.g_01016	Prbj.g_01865
OG0000560	Syad.g_01019	Prbj.g_01868
OG0000561	Syad.g_01020	Prbj.g_01869
OG0000562	Syad.g_01021	Prbj.g_01870
OG0000563	Syad.g_01022	Prbj.g_01871
OG0000564	Syad.g_01023	Prbj.g_01872
OG0000565	Syad.g_01027	Prbj.g_01875
OG0000566	Syad.g_01031	Prbj.g_01879
OG0000567	Syad.g_01035	Prbj.g_01883
OG0000568	Syad.g_01040	Prbj.g_01885
OG0000569	Syad.g_01041	Prbj.g_01807
OG0000570	Syad.g_01042	Prbj.g_01806
OG0000571	Syad.g_01046	Prbj.g_01803
OG0000572	Syad.g_01064	Prbj.g_01787
OG0000573	Syad.g_01072	Prbj.g_01780
OG0000574	Syad.g_01077	Prbj.g_01779
OG0000575	Syad.g_01083	Prbj.g_01770
OG0000576	Syad.g_01085	Prbj.g_01768
OG0000577	Syad.g_01086	Prbj.g_01767
OG0000578	Syad.g_01087	Prbj.g_01766
OG0000579	Syad.g_01088	Prbj.g_01765
OG0000580	Syad.g_01089	Prbj.g_01764
OG0000581	Syad.g_01097	Prbj.g_01760
OG0000582	Syad.g_02206	Prbj.g_01756
OG0000583	Syad.g_02205	Prbj.g_01755
OG0000584	Syad.g_02204	Prbj.g_01754
OG0000585	Syad.g_02202	Prbj.g_01752
OG0000586	Syad.g_02201	Prbj.g_01750
OG0000587	Syad.g_02199	Prbj.g_01748
OG0000588	Syad.g_02183	Prbj.g_02547
OG0000589	Syad.g_02178	Prbj.g_02550
OG0000590	Syad.g_02177	Prbj.g_02551
OG0000591	Syad.g_02169	Prbj.g_02558
OG0000592	Syad.g_02168	Prbj.g_02559
OG0000593	Syad.g_02156	Prbj.g_02569
OG0000594	Syad.g_02155	Prbj.g_02570
OG0000595	Syad.g_02154	Prbj.g_02571
OG0000596	Syad.g_02149	Prbj.g_02576
OG0000597	Syad.g_02146	Prbj.g_02579
OG0000598	Syad.g_02145	Prbj.g_02580
OG0000599	Syad.g_02142	Prbj.g_02590
OG0000600	Syad.g_02141	Prbj.g_02591
OG0000601	Syad.g_02140	Prbj.g_02592
OG0000602	Syad.g_02135	Prbj.g_02596
OG0000603	Syad.g_02134	Prbj.g_02597
OG0000604	Syad.g_02131	Prbj.g_02598
OG0000605	Syad.g_02026	Prbj.g_00792
OG0000606	Syad.g_01567	Prbj.g_00803
OG0000607	Syad.g_01571	Prbj.g_00806
OG0000608	Syad.g_01572	Prbj.g_00807
OG0000609	Syad.g_01574	Prbj.g_00809
OG0000610	Syad.g_01589	Prbj.g_00818
OG0000611	Syad.g_01592	Prbj.g_00821
OG0000612	Syad.g_01593	Prbj.g_00822
OG0000613	Syad.g_00457	Prbj.g_01466
OG0000614	Syad.g_01340	Prbj.g_00946
OG0000615	Syad.g_01948	Prbj.g_02373
OG0000616	Syad.g_00145	Prbj.g_02057
OG0000617	Syad.g_01810	Prbj.g_02184
OG0000618	Syad.g_01809	Prbj.g_02185
OG0000619	Syad.g_01808	Prbj.g_02186
OG0000620	Syad.g_01803	Prbj.g_02190
OG0000621	Syad.g_01802	Prbj.g_02191
OG0000622	Syad.g_01801	Prbj.g_02192
OG0000623	Syad.g_01800	Prbj.g_02193
OG0000624	Syad.g_01798	Prbj.g_02194
OG0000625	Syad.g_01797	Prbj.g_02195
OG0000626	Syad.g_01796	Prbj.g_02196
OG0000627	Syad.g_01640	Prbj.g_02320
OG0000628	Syad.g_01641	Prbj.g_02319
OG0000629	Syad.g_01644	Prbj.g_02316
OG0000630	Syad.g_01648	Prbj.g_02312
OG0000631	Syad.g_01658	Prbj.g_02306
OG0000632	Syad.g_01659	Prbj.g_02305
OG0000633	Syad.g_01660	Prbj.g_02304
OG0000634	Syad.g_01893	Prbj.g_02408
OG0000635	Syad.g_01892	Prbj.g_02409
OG0000636	Syad.g_01890	Prbj.g_02411
OG0000637	Syad.g_01888	Prbj.g_02413
OG0000638	Syad.g_01887	Prbj.g_02414
OG0000639	Syad.g_01886	Prbj.g_02415
OG0000640	Syad.g_01885	Prbj.g_02416
OG0000641	Syad.g_01881	Prbj.g_02420
OG0000642	Syad.g_01880	Prbj.g_02421
OG0000643	Syad.g_01878	Prbj.g_02422
OG0000644	Syad.g_01877	Prbj.g_02423
OG0000645	Syad.g_01875	Prbj.g_02424
OG0000646	Syad.g_01872	Prbj.g_02427
OG0000647	Syad.g_01870	Prbj.g_02430
OG0000648	Syad.g_01860	Prbj.g_02432
OG0000649	Syad.g_01859	Prbj.g_02433
OG0000650	Syad.g_01858	Prbj.g_02434
OG0000651	Syad.g_01857	Prbj.g_02435
OG0000652	Syad.g_01856	Prbj.g_02436
OG0000653	Syad.g_01850	Prbj.g_02438
OG0000654	Syad.g_01849	Prbj.g_02439
OG0000655	Syad.g_01848	Prbj.g_02440
OG0000656	Syad.g_01845	Prbj.g_02443
OG0000657	Syad.g_01240	Prbj.g_02476
OG0000658	Syad.g_01231	Prbj.g_02478
OG0000659	Syad.g_01230	Prbj.g_02479
OG0000660	Syad.g_01226	Prbj.g_02483
OG0000661	Syad.g_01224	Prbj.g_02485
OG0000662	Syad.g_01222	Prbj.g_02487
OG0000663	Syad.g_01219	Prbj.g_02490
OG0000664	Syad.g_01209	Prbj.g_02491
OG0000665	Syad.g_02115	Prbj.g_02504
OG0000666	Syad.g_02027	Prbj.g_02507
OG0000667	Syad.g_00612	Prbj.g_02514
OG0000668	Syad.g_01688	Prbj.g_02215
OG0000669	Syad.g_01606	Prbj.g_02523
OG0000670	Syad.g_01609	Prbj.g_00044
OG0000671	Syad.g_01611	Prbj.g_02335
OG0000672	Syad.g_01615	Prbj.g_02338
OG0000673	Syad.g_01618	Prbj.g_02341
OG0000674	Syad.g_01620	Prbj.g_02343
OG0000675	Syad.g_01633	Prbj.g_02344
OG0000676	Syad.g_01635	Prbj.g_02352
OG0000677	Syad.g_01636	Prbj.g_02354
OG0000678	Syad.g_01957	Prbj.g_02359
OG0000679	Syad.g_01922	Prbj.g_02379
OG0000680	Syad.g_01921	Prbj.g_02380
OG0000681	Syad.g_01919	Prbj.g_02382
OG0000682	Syad.g_01918	Prbj.g_02383
OG0000683	Syad.g_01917	Prbj.g_02384
OG0000684	Syad.g_01912	Prbj.g_02397
OG0000685	Syad.g_01910	Prbj.g_02395
OG0000686	Syad.g_01909	Prbj.g_02394
OG0000687	Syad.g_01908	Prbj.g_02393
OG0000688	Syad.g_01904	Prbj.g_02399
OG0000689	Syad.g_01902	Prbj.g_02400
OG0000690	Syad.g_01901	Prbj.g_02401
OG0000691	Syad.g_01900	Prbj.g_02402
OG0000692	Syad.g_01899	Prbj.g_02403
OG0000693	Syad.g_01897	Prbj.g_02404
OG0000694	Syad.g_01896	Prbj.g_02405
OG0000695	Syad.g_01662	Prbj.g_02302
OG0000696	Syad.g_01663	Prbj.g_02301
OG0000697	Syad.g_01789	Prbj.g_02299
OG0000698	Syad.g_01786	Prbj.g_02296
OG0000699	Syad.g_01785	Prbj.g_02294
OG0000700	Syad.g_01784	Prbj.g_02293
OG0000701	Syad.g_01783	Prbj.g_02292
OG0000702	Syad.g_01775	Prbj.g_02284
OG0000703	Syad.g_01774	Prbj.g_02283
OG0000704	Syad.g_01772	Prbj.g_02281
OG0000705	Syad.g_01765	Prbj.g_02275
OG0000706	Syad.g_01764	Prbj.g_02274
OG0000707	Syad.g_01763	Prbj.g_02273
OG0000708	Syad.g_01760	Prbj.g_02271
OG0000709	Syad.g_01745	Prbj.g_02264
OG0000710	Syad.g_01738	Prbj.g_02260
OG0000711	Syad.g_01710	Prbj.g_02237
OG0000712	Syad.g_01708	Prbj.g_02236
OG0000713	Syad.g_01707	Prbj.g_02235
OG0000714	Syad.g_01705	Prbj.g_02231
OG0000715	Syad.g_01703	Prbj.g_02229
OG0000716	Syad.g_01697	Prbj.g_02225
OG0000717	Syad.g_01696	Prbj.g_02224
OG0000718	Syad.g_01692	Prbj.g_02219
OG0000719	Syad.g_01690	Prbj.g_02217
OG0000720	Syad.g_01677	Prbj.g_02204
OG0000721	Syad.g_01675	Prbj.g_02203
OG0000722	Syad.g_01674	Prbj.g_02202
OG0000723	Syad.g_01791	Prbj.g_02198
OG0000724	Syad.g_01284	Prbj.g_01843
OG0000725	Syad.g_01293	Prbj.g_01836
OG0000726	Syad.g_01294	Prbj.g_01835
OG0000727	Syad.g_01295	Prbj.g_01834
OG0000728	Syad.g_01297	Prbj.g_01833
OG0000729	Syad.g_00331	Prbj.g_01289
OG0000730	Syad.g_00758	Prbj.g_00343
OG0000731	Syad.g_00770	Prbj.g_00333
OG0000732	Syad.g_00214	Prbj.g_01220
OG0000733	Syad.g_00028	Prbj.g_01997
OG0000734	Syad.g_02809	Prbj.g_00627
OG0000735	Syad.g_01120	Prbj.g_00953
OG0000736	Syad.g_01121	Prbj.g_00954
OG0000737	Syad.g_01122	Prbj.g_00955
OG0000738	Syad.g_01127	Prbj.g_00962
OG0000739	Syad.g_01145	Prbj.g_00964
OG0000740	Syad.g_01146	Prbj.g_00965
OG0000741	Syad.g_01149	Prbj.g_00968
OG0000742	Syad.g_01151	Prbj.g_00970
OG0000743	Syad.g_01153	Prbj.g_00972
OG0000744	Syad.g_01154	Prbj.g_00973
OG0000745	Syad.g_01156	Prbj.g_00846
OG0000746	Syad.g_01158	Prbj.g_00844
OG0000747	Syad.g_01159	Prbj.g_00843
OG0000748	Syad.g_01170	Prbj.g_00831
OG0000749	Syad.g_01173	Prbj.g_00830
OG0000750	Syad.g_01174	Prbj.g_00829
OG0000751	Syad.g_01182	Prbj.g_00305
OG0000752	Syad.g_01184	Prbj.g_00308
OG0000753	Syad.g_01187	Prbj.g_00311
OG0000754	Syad.g_01516	Prbj.g_01910
OG0000755	Syad.g_01504	Prbj.g_00002
OG0000756	Syad.g_01498	Prbj.g_00003
OG0000757	Syad.g_01487	Prbj.g_00010
OG0000758	Syad.g_01486	Prbj.g_00011
OG0000759	Syad.g_01485	Prbj.g_00012
OG0000760	Syad.g_01484	Prbj.g_00013
OG0000761	Syad.g_01480	Prbj.g_00014
OG0000762	Syad.g_01474	Prbj.g_01908
OG0000763	Syad.g_01468	Prbj.g_01906
OG0000764	Syad.g_01467	Prbj.g_01905
OG0000765	Syad.g_01447	Prbj.g_02163
OG0000766	Syad.g_01446	Prbj.g_02164
OG0000767	Syad.g_01444	Prbj.g_02166
OG0000768	Syad.g_01443	Prbj.g_02167
OG0000769	Syad.g_01441	Prbj.g_00313
OG0000770	Syad.g_01437	Prbj.g_00019
OG0000771	Syad.g_01278	Prbj.g_01848
OG0000772	Syad.g_02078	Prbj.g_01679
OG0000773	Syad.g_01114	Prbj.g_00161
OG0000774	Syad.g_02396	Prbj.g_01719
OG0000775	Syad.g_02398	Prbj.g_01721
OG0000776	Syad.g_02399	Prbj.g_01722
OG0000777	Syad.g_02400	Prbj.g_01723
OG0000778	Syad.g_02401	Prbj.g_01724
OG0000779	Syad.g_02407	Prbj.g_01729
OG0000780	Syad.g_02411	Prbj.g_01732
OG0000781	Syad.g_02415	Prbj.g_01736
OG0000782	Syad.g_02416	Prbj.g_01737
OG0000783	Syad.g_02418	Prbj.g_01738
OG0000784	Syad.g_02419	Prbj.g_01739
OG0000785	Syad.g_02421	Prbj.g_01741
OG0000786	Syad.g_01101	Prbj.g_01744
OG0000787	Syad.g_01100	Prbj.g_01745
OG0000788	Syad.g_02139	Prbj.g_00094
OG0000789	Syad.g_01982	Prbj.g_00687
OG0000790	Syad.g_00886	Prbj.g_01643
OG0000791	Syad.g_00885	Prbj.g_01645
OG0000792	Syad.g_00884	Prbj.g_01646
OG0000793	Syad.g_00879	Prbj.g_01650
OG0000794	Syad.g_00878	Prbj.g_01651
OG0000795	Syad.g_00877	Prbj.g_01652
OG0000796	Syad.g_00871	Prbj.g_01656
OG0000797	Syad.g_00870	Prbj.g_01657
OG0000798	Syad.g_00525	Prbj.g_01402
OG0000799	Syad.g_02243	Prbj.g_01304
OG0000800	Syad.g_02245	Prbj.g_01303
OG0000801	Syad.g_02246	Prbj.g_01302
OG0000802	Syad.g_02251	Prbj.g_01293
OG0000803	Syad.g_02255	Prbj.g_01041
OG0000804	Syad.g_02260	Prbj.g_01043
OG0000805	Syad.g_02266	Prbj.g_01045
OG0000806	Syad.g_02267	Prbj.g_01047
OG0000807	Syad.g_02269	Prbj.g_01049
OG0000808	Syad.g_02270	Prbj.g_01050
OG0000809	Syad.g_02273	Prbj.g_01054
OG0000810	Syad.g_02274	Prbj.g_01055
OG0000811	Syad.g_02283	Prbj.g_01067
OG0000812	Syad.g_02285	Prbj.g_01069
OG0000813	Syad.g_02286	Prbj.g_01070
OG0000814	Syad.g_02288	Prbj.g_01072
OG0000815	Syad.g_02289	Prbj.g_01073
OG0000816	Syad.g_02290	Prbj.g_01075
OG0000817	Syad.g_02291	Prbj.g_01076
OG0000818	Syad.g_02297	Prbj.g_00631
OG0000819	Syad.g_02298	Prbj.g_00632
OG0000820	Syad.g_02299	Prbj.g_00633
OG0000821	Syad.g_02305	Prbj.g_00640
OG0000822	Syad.g_02307	Prbj.g_00642
OG0000823	Syad.g_02308	Prbj.g_00643
OG0000824	Syad.g_02314	Prbj.g_00647
OG0000825	Syad.g_02315	Prbj.g_00648
OG0000826	Syad.g_02316	Prbj.g_00649
OG0000827	Syad.g_02317	Prbj.g_00650
OG0000828	Syad.g_02320	Prbj.g_00653
OG0000829	Syad.g_02321	Prbj.g_00654
OG0000830	Syad.g_02322	Prbj.g_00655
OG0000831	Syad.g_02325	Prbj.g_00657
OG0000832	Syad.g_02538	Prbj.g_01684
OG0000833	Syad.g_02550	Prbj.g_01692
OG0000834	Syad.g_02552	Prbj.g_01693
OG0000835	Syad.g_02553	Prbj.g_01694
OG0000836	Syad.g_02557	Prbj.g_01696
OG0000837	Syad.g_02561	Prbj.g_01697
OG0000838	Syad.g_02565	Prbj.g_01700
OG0000839	Syad.g_02566	Prbj.g_01701
OG0000840	Syad.g_02567	Prbj.g_01702
OG0000841	Syad.g_02568	Prbj.g_01703
OG0000842	Syad.g_02569	Prbj.g_01704
OG0000843	Syad.g_02570	Prbj.g_01705
OG0000844	Syad.g_02577	Prbj.g_01707
OG0000845	Syad.g_02578	Prbj.g_01708
OG0000846	Syad.g_02579	Prbj.g_01709
OG0000847	Syad.g_02580	Prbj.g_01710
OG0000848	Syad.g_02582	Prbj.g_01711
OG0000849	Syad.g_02583	Prbj.g_01712
OG0000850	Syad.g_02586	Prbj.g_01713
OG0000851	Syad.g_02592	Prbj.g_00888
OG0000852	Syad.g_02593	Prbj.g_00887
OG0000853	Syad.g_02597	Prbj.g_00882
OG0000854	Syad.g_02606	Prbj.g_00880
OG0000855	Syad.g_02607	Prbj.g_00879
OG0000856	Syad.g_02166	Prbj.g_02561
OG0000857	Syad.g_01871	Prbj.g_02429
OG0000858	Syad.g_02613	Prbj.g_00868
OG0000859	Syad.g_02614	Prbj.g_00867
OG0000860	Syad.g_02625	Prbj.g_00855
OG0000861	Syad.g_02626	Prbj.g_00854
OG0000862	Syad.g_02628	Prbj.g_00852
OG0000863	Syad.g_02631	Prbj.g_00495
OG0000864	Syad.g_02632	Prbj.g_00494
OG0000865	Syad.g_02633	Prbj.g_00493
OG0000866	Syad.g_02634	Prbj.g_00492
OG0000867	Syad.g_02635	Prbj.g_00491
OG0000868	Syad.g_02637	Prbj.g_00489
OG0000869	Syad.g_02643	Prbj.g_00486
OG0000870	Syad.g_02648	Prbj.g_00481
OG0000871	Syad.g_02649	Prbj.g_00480
OG0000872	Syad.g_02657	Prbj.g_00478
OG0000873	Syad.g_02660	Prbj.g_00475
OG0000874	Syad.g_02655	Prbj.g_00471
OG0000875	Syad.g_02662	Prbj.g_00470
OG0000876	Syad.g_03003	Prbj.g_00469
OG0000877	Syad.g_02480	Prbj.g_00466
OG0000878	Syad.g_02481	Prbj.g_00465
OG0000879	Syad.g_02482	Prbj.g_00464
OG0000880	Syad.g_02483	Prbj.g_00463
OG0000881	Syad.g_02489	Prbj.g_00458
OG0000882	Syad.g_02494	Prbj.g_00453
OG0000883	Syad.g_02497	Prbj.g_00451
OG0000884	Syad.g_02499	Prbj.g_00449
OG0000885	Syad.g_02500	Prbj.g_00448
OG0000886	Syad.g_02501	Prbj.g_00447
OG0000887	Syad.g_02502	Prbj.g_00446
OG0000888	Syad.g_02504	Prbj.g_00444
OG0000889	Syad.g_02506	Prbj.g_00442
OG0000890	Syad.g_02512	Prbj.g_00428
OG0000891	Syad.g_02513	Prbj.g_00427
OG0000892	Syad.g_02517	Prbj.g_00425
OG0000893	Syad.g_00589	Prbj.g_02660
OG0000894	Syad.g_00592	Prbj.g_02656
OG0000895	Syad.g_00596	Prbj.g_02651
OG0000896	Syad.g_00597	Prbj.g_02650
OG0000897	Syad.g_00599	Prbj.g_02648
OG0000898	Syad.g_00600	Prbj.g_02647
OG0000899	Syad.g_00601	Prbj.g_02646
OG0000900	Syad.g_00602	Prbj.g_02645
OG0000901	Syad.g_00607	Prbj.g_02641
OG0000902	Syad.g_00609	Prbj.g_02639
OG0000903	Syad.g_00645	Prbj.g_01027
OG0000904	Syad.g_00640	Prbj.g_01032
OG0000905	Syad.g_00632	Prbj.g_01034
OG0000906	Syad.g_00630	Prbj.g_02635
OG0000907	Syad.g_00648	Prbj.g_01025
OG0000908	Syad.g_00651	Prbj.g_01022
OG0000909	Syad.g_00652	Prbj.g_01021
OG0000910	Syad.g_00653	Prbj.g_01020
OG0000911	Syad.g_00655	Prbj.g_01018
OG0000912	Syad.g_00656	Prbj.g_01017
OG0000913	Syad.g_00657	Prbj.g_01016
OG0000914	Syad.g_00658	Prbj.g_01015
OG0000915	Syad.g_00660	Prbj.g_01014
OG0000916	Syad.g_00661	Prbj.g_01013
OG0000917	Syad.g_00662	Prbj.g_01012
OG0000918	Syad.g_00663	Prbj.g_01011
OG0000919	Syad.g_00664	Prbj.g_01010
OG0000920	Syad.g_00665	Prbj.g_01009
OG0000921	Syad.g_00666	Prbj.g_01008
OG0000922	Syad.g_00667	Prbj.g_01007
OG0000923	Syad.g_00671	Prbj.g_01003
OG0000924	Syad.g_00672	Prbj.g_01002
OG0000925	Syad.g_00673	Prbj.g_01001
OG0000926	Syad.g_00674	Prbj.g_01000
OG0000927	Syad.g_00676	Prbj.g_00998
OG0000928	Syad.g_00677	Prbj.g_00997
OG0000929	Syad.g_00678	Prbj.g_00996
OG0000930	Syad.g_00679	Prbj.g_00995
OG0000931	Syad.g_00680	Prbj.g_00994
OG0000932	Syad.g_00681	Prbj.g_00993
OG0000933	Syad.g_00687	Prbj.g_00988
OG0000934	Syad.g_00689	Prbj.g_00986
OG0000935	Syad.g_00690	Prbj.g_00985
OG0000936	Syad.g_00691	Prbj.g_00984
OG0000937	Syad.g_00692	Prbj.g_00983
OG0000938	Syad.g_00695	Prbj.g_00414
OG0000939	Syad.g_00696	Prbj.g_00413
OG0000940	Syad.g_00703	Prbj.g_00404
OG0000941	Syad.g_00705	Prbj.g_00402
OG0000942	Syad.g_00707	Prbj.g_00400
OG0000943	Syad.g_00708	Prbj.g_00399
OG0000944	Syad.g_00710	Prbj.g_00397
OG0000945	Syad.g_00711	Prbj.g_00395
OG0000946	Syad.g_00716	Prbj.g_00368
OG0000947	Syad.g_00719	Prbj.g_00365
OG0000948	Syad.g_00720	Prbj.g_00364
OG0000949	Syad.g_00432	Prbj.g_00361
OG0000950	Syad.g_00418	Prbj.g_01501
OG0000951	Syad.g_00411	Prbj.g_01506
OG0000952	Syad.g_00375	Prbj.g_01513
OG0000953	Syad.g_00369	Prbj.g_01517
OG0000954	Syad.g_00364	Prbj.g_01577
OG0000955	Syad.g_00363	Prbj.g_01578
OG0000956	Syad.g_00361	Prbj.g_01580
OG0000957	Syad.g_00350	Prbj.g_01596
OG0000958	Syad.g_00349	Prbj.g_01597
OG0000959	Syad.g_00345	Prbj.g_01821
OG0000960	Syad.g_00344	Prbj.g_01820
OG0000961	Syad.g_00335	Prbj.g_01809
OG0000962	Syad.g_00332	Prbj.g_01290
OG0000963	Syad.g_00325	Prbj.g_01285
OG0000964	Syad.g_00324	Prbj.g_01284
OG0000965	Syad.g_00323	Prbj.g_01283
OG0000966	Syad.g_00246	Prbj.g_01250
OG0000967	Syad.g_00234	Prbj.g_01244
OG0000968	Syad.g_00243	Prbj.g_01241
OG0000969	Syad.g_00240	Prbj.g_01239
OG0000970	Syad.g_00239	Prbj.g_01238
OG0000971	Syad.g_00229	Prbj.g_01236
OG0000972	Syad.g_00228	Prbj.g_01235
OG0000973	Syad.g_00227	Prbj.g_01234
OG0000974	Syad.g_00226	Prbj.g_01233
OG0000975	Syad.g_00225	Prbj.g_01232
OG0000976	Syad.g_00224	Prbj.g_01231
OG0000977	Syad.g_00222	Prbj.g_01229
OG0000978	Syad.g_00221	Prbj.g_01228
OG0000979	Syad.g_00218	Prbj.g_01225
OG0000980	Syad.g_00215	Prbj.g_01221
OG0000981	Syad.g_00212	Prbj.g_01218
OG0000982	Syad.g_03035	Prbj.g_01956
OG0000983	Syad.g_03036	Prbj.g_01957
OG0000984	Syad.g_03037	Prbj.g_01958
OG0000985	Syad.g_03039	Prbj.g_01962
OG0000986	Syad.g_03049	Prbj.g_01964
OG0000987	Syad.g_00002	Prbj.g_01966
OG0000988	Syad.g_00008	Prbj.g_01970
OG0000989	Syad.g_00020	Prbj.g_01980
OG0000990	Syad.g_00061	Prbj.g_02002
OG0000991	Syad.g_00064	Prbj.g_02005
OG0000992	Syad.g_00067	Prbj.g_02008
OG0000993	Syad.g_00069	Prbj.g_02009
OG0000994	Syad.g_00071	Prbj.g_02012
OG0000995	Syad.g_00077	Prbj.g_02021
OG0000996	Syad.g_00121	Prbj.g_02034
OG0000997	Syad.g_00128	Prbj.g_02043
OG0000998	Syad.g_00130	Prbj.g_02045
OG0000999	Syad.g_00131	Prbj.g_02046
OG0001000	Syad.g_00136	Prbj.g_02049
OG0001001	Syad.g_00141	Prbj.g_02053
OG0001002	Syad.g_00148	Prbj.g_02060
OG0001003	Syad.g_00150	Prbj.g_02062
OG0001004	Syad.g_00151	Prbj.g_02063
OG0001005	Syad.g_00152	Prbj.g_02065
OG0001006	Syad.g_00160	Prbj.g_02071
OG0001007	Syad.g_00162	Prbj.g_02073
OG0001008	Syad.g_02449	Prbj.g_00101
OG0001009	Syad.g_00194	Prbj.g_01199
OG0001010	Syad.g_00195	Prbj.g_01200
OG0001011	Syad.g_00196	Prbj.g_01202
OG0001012	Syad.g_03030	Prbj.g_01953
OG0001013	Syad.g_03011	Prbj.g_01928
OG0001014	Syad.g_03002	Prbj.g_01919
OG0001015	Syad.g_03001	Prbj.g_01918
OG0001016	Syad.g_02734	Prbj.g_00569
OG0001017	Syad.g_02740	Prbj.g_00575
OG0001018	Syad.g_02742	Prbj.g_00577
OG0001019	Syad.g_02771	Prbj.g_00590
OG0001020	Syad.g_02777	Prbj.g_00596
OG0001021	Syad.g_02781	Prbj.g_00600
OG0001022	Syad.g_02786	Prbj.g_00605
OG0001023	Syad.g_02787	Prbj.g_00606
OG0001024	Syad.g_02791	Prbj.g_00610
OG0001025	Syad.g_02798	Prbj.g_00617
OG0001026	Syad.g_02811	Prbj.g_00630
OG0001027	Syad.g_02817	Prbj.g_01550
OG0001028	Syad.g_02819	Prbj.g_01552
OG0001029	Syad.g_02821	Prbj.g_01554
OG0001030	Syad.g_02848	Prbj.g_01535
OG0001031	Syad.g_02925	Prbj.g_01143
OG0001032	Syad.g_02928	Prbj.g_01146
OG0001033	Syad.g_02956	Prbj.g_00287
OG0001034	Syad.g_00819	Prbj.g_02608
OG0001035	Syad.g_00559	Prbj.g_01360
OG0001036	Syad.g_00554	Prbj.g_01364
OG0001037	Syad.g_00552	Prbj.g_01366
OG0001039	Syad.g_00522	Prbj.g_01406
OG0001040	Syad.g_00519	Prbj.g_01409
OG0001041	Syad.g_00514	Prbj.g_01414
OG0001042	Syad.g_00485	Prbj.g_01439
OG0001043	Syad.g_00481	Prbj.g_01441
OG0001044	Syad.g_00760	Prbj.g_00342
OG0001045	Syad.g_00773	Prbj.g_00330
OG0001046	Syad.g_01722	Prbj.g_00874
OG0001047	Syad.g_02447	Prbj.g_00103
OG0001048	Syad.g_02446	Prbj.g_00104
OG0001049	Syad.g_02443	Prbj.g_00107
OG0001050	Syad.g_02442	Prbj.g_00108
OG0001051	Syad.g_02441	Prbj.g_00109
OG0001052	Syad.g_02357	Prbj.g_00132
OG0001054	Syad.g_00925	Prbj.g_01609
OG0001055	Syad.g_00946	Prbj.g_02103
OG0001056	Syad.g_00982	Prbj.g_02132
OG0001057	Syad.g_00996	Prbj.g_02144
OG0001058	Syad.g_01015	Prbj.g_01863
OG0001059	Syad.g_01018	Prbj.g_01867
OG0001060	Syad.g_01025	Prbj.g_01874
OG0001061	Syad.g_01047	Prbj.g_01802
OG0001062	Syad.g_01049	Prbj.g_01800
OG0001063	Syad.g_01056	Prbj.g_01796
OG0001064	Syad.g_01057	Prbj.g_01795
OG0001065	Syad.g_01058	Prbj.g_01794
OG0001066	Syad.g_01059	Prbj.g_01793
OG0001067	Syad.g_01060	Prbj.g_01792
OG0001068	Syad.g_01061	Prbj.g_01791
OG0001069	Syad.g_01062	Prbj.g_01790
OG0001070	Syad.g_01065	Prbj.g_01786
OG0001071	Syad.g_01066	Prbj.g_01785
OG0001072	Syad.g_01070	Prbj.g_01782
OG0001073	Syad.g_01090	Prbj.g_01763
OG0001074	Syad.g_02197	Prbj.g_02544
OG0001075	Syad.g_02196	Prbj.g_02545
OG0001076	Syad.g_02175	Prbj.g_02553
OG0001077	Syad.g_02164	Prbj.g_02563
OG0001078	Syad.g_02151	Prbj.g_02574
OG0001079	Syad.g_02138	Prbj.g_02593
OG0001080	Syad.g_02008	Prbj.g_00794
OG0001081	Syad.g_01568	Prbj.g_00804
OG0001082	Syad.g_01569	Prbj.g_00805
OG0001083	Syad.g_01578	Prbj.g_00813
OG0001084	Syad.g_01586	Prbj.g_00815
OG0001085	Syad.g_01596	Prbj.g_00825
OG0001086	Syad.g_01598	Prbj.g_02707
OG0001087	Syad.g_01372	Prbj.g_00927
OG0001088	Syad.g_01368	Prbj.g_00931
OG0001089	Syad.g_01302	Prbj.g_00757
OG0001090	Syad.g_01817	Prbj.g_02180
OG0001091	Syad.g_01815	Prbj.g_02182
OG0001092	Syad.g_01812	Prbj.g_02183
OG0001093	Syad.g_01806	Prbj.g_02187
OG0001094	Syad.g_01895	Prbj.g_02406
OG0001095	Syad.g_01874	Prbj.g_02425
OG0001096	Syad.g_01847	Prbj.g_02441
OG0001097	Syad.g_01223	Prbj.g_02486
OG0001098	Syad.g_02005, Syad.g_01995	Prbj.g_02323
OG0001099	Syad.g_02820	Prbj.g_01553
OG0001100	Syad.g_01608	Prbj.g_02333
OG0001101	Syad.g_01610	Prbj.g_02334
OG0001102	Syad.g_01613	Prbj.g_02337
OG0001103	Syad.g_01616	Prbj.g_02339
OG0001104	Syad.g_01911	Prbj.g_02396
OG0001105	Syad.g_01907	Prbj.g_02391
OG0001106	Syad.g_01771	Prbj.g_02280
OG0001107	Syad.g_01759	Prbj.g_02270
OG0001108	Syad.g_01744	Prbj.g_02263
OG0001109	Syad.g_01739	Prbj.g_02261
OG0001110	Syad.g_01737	Prbj.g_02259
OG0001111	Syad.g_01735	Prbj.g_02257
