Orthogroup	Syad	Syao
OG0000593	Syad.g_02156	Syao.g_00890
OG0000594	Syad.g_02155	Syao.g_00891
OG0000595	Syad.g_02154	Syao.g_00892
OG0000596	Syad.g_02149	Syao.g_00897
OG0000597	Syad.g_02146	Syao.g_00900
OG0000598	Syad.g_02145	Syao.g_00901
OG0000599	Syad.g_02142	Syao.g_00908
OG0000600	Syad.g_02141	Syao.g_00909
OG0000601	Syad.g_02140	Syao.g_00910
OG0000602	Syad.g_02135	Syao.g_00914
OG0000603	Syad.g_02134	Syao.g_00915
OG0000604	Syad.g_02131	Syao.g_00918
OG0000606	Syad.g_01567	Syao.g_00924
OG0000607	Syad.g_01571	Syao.g_00927
OG0000608	Syad.g_01572	Syao.g_00928
OG0000609	Syad.g_01574	Syao.g_00930
OG0000610	Syad.g_01589	Syao.g_00940
OG0000611	Syad.g_01592	Syao.g_00943
OG0000612	Syad.g_01593	Syao.g_00944
OG0000613	Syad.g_00457	Syao.g_01979
OG0000614	Syad.g_01340	Syao.g_00375
OG0000615	Syad.g_01948	Syao.g_00978
OG0000616	Syad.g_00145	Syao.g_02342
OG0000617	Syad.g_01810	Syao.g_00486
OG0000618	Syad.g_01809	Syao.g_00485
OG0000619	Syad.g_01808	Syao.g_00484
OG0000620	Syad.g_01803	Syao.g_00479
OG0000621	Syad.g_01802	Syao.g_00478
OG0000622	Syad.g_01801	Syao.g_00476
OG0000623	Syad.g_01800	Syao.g_00475
OG0000624	Syad.g_01798	Syao.g_00473
OG0000625	Syad.g_01797	Syao.g_00472
OG0000626	Syad.g_01796	Syao.g_00471
OG0000627	Syad.g_01640	Syao.g_00567
OG0000628	Syad.g_01641	Syao.g_00566
OG0000629	Syad.g_01644	Syao.g_00590
OG0000630	Syad.g_01648	Syao.g_00585
OG0000631	Syad.g_01658	Syao.g_00644
OG0000632	Syad.g_01659	Syao.g_00643
OG0000633	Syad.g_01660	Syao.g_00642
OG0000634	Syad.g_01893	Syao.g_00752
OG0000635	Syad.g_01892	Syao.g_00753
OG0000636	Syad.g_01890	Syao.g_00755
OG0000637	Syad.g_01888	Syao.g_00757
OG0000638	Syad.g_01887	Syao.g_00758
OG0000639	Syad.g_01886	Syao.g_00759
OG0000640	Syad.g_01885	Syao.g_00760
OG0000641	Syad.g_01881	Syao.g_00764
OG0000642	Syad.g_01880	Syao.g_00765
OG0000643	Syad.g_01878	Syao.g_00767
OG0000644	Syad.g_01877	Syao.g_00768
OG0000645	Syad.g_01875	Syao.g_00770
OG0000646	Syad.g_01872	Syao.g_00773
OG0000647	Syad.g_01870	Syao.g_00775
OG0000648	Syad.g_01860	Syao.g_00777
OG0000649	Syad.g_01859	Syao.g_00778
OG0000650	Syad.g_01858	Syao.g_00779
OG0000651	Syad.g_01857	Syao.g_00780
OG0000652	Syad.g_01856	Syao.g_00781
OG0000653	Syad.g_01850	Syao.g_00783
OG0000654	Syad.g_01849	Syao.g_00784
OG0000655	Syad.g_01848	Syao.g_00785
OG0000656	Syad.g_01845	Syao.g_00789
OG0000657	Syad.g_01240	Syao.g_00435
OG0000658	Syad.g_01231	Syao.g_00560
OG0000659	Syad.g_01230	Syao.g_00559
OG0000660	Syad.g_01226	Syao.g_00555
OG0000662	Syad.g_01222	Syao.g_00535
OG0000663	Syad.g_01219	Syao.g_00532
OG0000664	Syad.g_01209	Syao.g_00530
OG0000665	Syad.g_02115	Syao.g_01436
OG0000666	Syad.g_02027	Syao.g_02120
OG0000667	Syad.g_00612	Syao.g_01375
OG0000668	Syad.g_01688	Syao.g_02678
OG0000669	Syad.g_01606	Syao.g_00955
OG0000670	Syad.g_01609	Syao.g_00958
OG0000671	Syad.g_01611	Syao.g_00960
OG0000672	Syad.g_01615	Syao.g_00963
OG0000673	Syad.g_01618	Syao.g_00966
OG0000674	Syad.g_01620	Syao.g_00968
OG0000675	Syad.g_01633	Syao.g_00969
OG0000676	Syad.g_01635	Syao.g_00971
OG0000677	Syad.g_01636	Syao.g_00972
OG0000678	Syad.g_01957	Syao.g_00974
OG0000679	Syad.g_01922	Syao.g_00981
OG0000680	Syad.g_01921	Syao.g_00982
OG0000681	Syad.g_01919	Syao.g_00985
OG0000682	Syad.g_01918	Syao.g_00986
OG0000683	Syad.g_01917	Syao.g_00987
OG0000684	Syad.g_01912	Syao.g_00990
OG0000685	Syad.g_01910	Syao.g_00733
OG0000686	Syad.g_01909	Syao.g_00734
OG0000687	Syad.g_01908	Syao.g_00735
OG0000688	Syad.g_01904	Syao.g_00741
OG0000689	Syad.g_01902	Syao.g_00743
OG0000690	Syad.g_01901	Syao.g_00744
OG0000691	Syad.g_01900	Syao.g_00745
OG0000692	Syad.g_01899	Syao.g_00747
OG0000693	Syad.g_01897	Syao.g_00748
OG0000694	Syad.g_01896	Syao.g_00749
OG0000695	Syad.g_01662	Syao.g_00639
OG0000696	Syad.g_01663	Syao.g_00638
OG0000697	Syad.g_01789	Syao.g_00636
OG0000698	Syad.g_01786	Syao.g_00633
OG0000699	Syad.g_01785	Syao.g_00631
OG0000700	Syad.g_01784	Syao.g_00630
OG0000701	Syad.g_01783	Syao.g_00629
OG0000702	Syad.g_01775	Syao.g_00705
OG0000703	Syad.g_01774	Syao.g_00693
OG0000704	Syad.g_01772	Syao.g_00689
OG0000705	Syad.g_01765	Syao.g_00682
OG0000706	Syad.g_01764	Syao.g_00681
OG0000707	Syad.g_01763	Syao.g_00680
OG0000708	Syad.g_01760	Syao.g_00677
OG0000709	Syad.g_01745	Syao.g_00670
OG0000710	Syad.g_01738	Syao.g_00666
OG0000711	Syad.g_01710	Syao.g_00815
OG0000712	Syad.g_01708	Syao.g_00813
OG0000713	Syad.g_01707	Syao.g_00812
OG0000714	Syad.g_01705	Syao.g_00810
OG0000715	Syad.g_01703	Syao.g_00808
OG0000716	Syad.g_01697	Syao.g_00804
OG0000717	Syad.g_01696	Syao.g_00803
OG0000718	Syad.g_01692	Syao.g_00794
OG0000719	Syad.g_01690	Syao.g_00444
OG0000720	Syad.g_01677	Syao.g_00457
OG0000721	Syad.g_01675	Syao.g_00459
OG0000722	Syad.g_01674	Syao.g_00460
OG0000723	Syad.g_01791	Syao.g_00469
OG0000724	Syad.g_01284	Syao.g_00513
OG0000725	Syad.g_01293	Syao.g_00385
OG0000726	Syad.g_01294	Syao.g_00384
OG0000727	Syad.g_01295	Syao.g_00383
OG0000728	Syad.g_01297	Syao.g_00381
OG0000729	Syad.g_00331	Syao.g_02190
OG0000730	Syad.g_00758	Syao.g_01880
OG0000731	Syad.g_00770	Syao.g_01868
OG0000732	Syad.g_00214	Syao.g_02218
OG0000733	Syad.g_00028	Syao.g_01427
OG0000734	Syad.g_02809	Syao.g_02592
OG0000735	Syad.g_01120	Syao.g_00140
OG0000736	Syad.g_01121	Syao.g_00139
OG0000737	Syad.g_01122	Syao.g_00138
OG0000738	Syad.g_01127	Syao.g_00132
OG0000739	Syad.g_01145	Syao.g_00131
OG0000740	Syad.g_01146	Syao.g_00130
OG0000741	Syad.g_01149	Syao.g_00127
OG0000742	Syad.g_01151	Syao.g_00124
OG0000743	Syad.g_01153	Syao.g_00217
OG0000744	Syad.g_01154	Syao.g_00216
OG0000745	Syad.g_01156	Syao.g_00213
OG0000746	Syad.g_01158	Syao.g_00210
OG0000747	Syad.g_01159	Syao.g_00208
OG0000748	Syad.g_01170	Syao.g_00193
OG0000749	Syad.g_01173	Syao.g_00192
OG0000750	Syad.g_01174	Syao.g_00191
OG0000751	Syad.g_01182	Syao.g_00185
OG0000752	Syad.g_01184	Syao.g_00183
OG0000753	Syad.g_01187	Syao.g_00180
OG0000754	Syad.g_01516	Syao.g_00175
OG0000755	Syad.g_01504	Syao.g_00021
OG0000756	Syad.g_01498	Syao.g_00229
OG0000757	Syad.g_01487	Syao.g_00252
OG0000758	Syad.g_01486	Syao.g_00251
OG0000759	Syad.g_01485	Syao.g_00250
OG0000760	Syad.g_01484	Syao.g_00249
OG0000761	Syad.g_01480	Syao.g_00248
OG0000762	Syad.g_01474	Syao.g_00246
OG0000763	Syad.g_01468	Syao.g_00242
OG0000764	Syad.g_01467	Syao.g_00241
OG0000765	Syad.g_01447	Syao.g_00267
OG0000766	Syad.g_01446	Syao.g_00266
OG0000767	Syad.g_01444	Syao.g_00264
OG0000768	Syad.g_01443	Syao.g_00263
OG0000769	Syad.g_01441	Syao.g_00261
OG0000770	Syad.g_01437	Syao.g_00257
OG0000771	Syad.g_01278	Syao.g_00506
OG0000772	Syad.g_02078	Syao.g_01523
OG0000773	Syad.g_01114	Syao.g_01447
OG0000774	Syad.g_02396	Syao.g_01442
OG0000775	Syad.g_02398	Syao.g_01440
OG0000776	Syad.g_02399	Syao.g_01439
OG0000777	Syad.g_02400	Syao.g_01438
OG0000778	Syad.g_02401	Syao.g_01437
OG0000779	Syad.g_02407	Syao.g_01469
OG0000780	Syad.g_02411	Syao.g_01456
OG0000781	Syad.g_02415	Syao.g_01452
OG0000782	Syad.g_02416	Syao.g_01451
OG0000783	Syad.g_02418	Syao.g_01450
OG0000784	Syad.g_02419	Syao.g_01449
OG0000785	Syad.g_02421	Syao.g_01481
OG0000786	Syad.g_01101	Syao.g_01473
OG0000787	Syad.g_01100	Syao.g_01472
OG0000788	Syad.g_02139	Syao.g_00870
OG0000789	Syad.g_01982	Syao.g_00623
OG0000790	Syad.g_00886	Syao.g_00041, Syao.g_00315
OG0000791	Syad.g_00885	Syao.g_00043
OG0000792	Syad.g_00884	Syao.g_00044
OG0000793	Syad.g_00879	Syao.g_02700
OG0000794	Syad.g_00878	Syao.g_02703
OG0000795	Syad.g_00877	Syao.g_02704
OG0000796	Syad.g_00871	Syao.g_02708
OG0000797	Syad.g_00870	Syao.g_02709
OG0000798	Syad.g_00525	Syao.g_02066
OG0000799	Syad.g_02243	Syao.g_01525
OG0000800	Syad.g_02245	Syao.g_01526
OG0000801	Syad.g_02246	Syao.g_01527
OG0000802	Syad.g_02251	Syao.g_01531
OG0000803	Syad.g_02255	Syao.g_01534
OG0000804	Syad.g_02260	Syao.g_01537
OG0000805	Syad.g_02266	Syao.g_01502
OG0000806	Syad.g_02267	Syao.g_01504
OG0000807	Syad.g_02269	Syao.g_01506
OG0000808	Syad.g_02270	Syao.g_01507
OG0000809	Syad.g_02273	Syao.g_01511
OG0000810	Syad.g_02274	Syao.g_01482
OG0000811	Syad.g_02283	Syao.g_01490
OG0000812	Syad.g_02285	Syao.g_01492
OG0000813	Syad.g_02286	Syao.g_01493
OG0000814	Syad.g_02288	Syao.g_01495
OG0000815	Syad.g_02289	Syao.g_01499
OG0000816	Syad.g_02290	Syao.g_01471
OG0000817	Syad.g_02291	Syao.g_01519
OG0000818	Syad.g_02297	Syao.g_00062
OG0000819	Syad.g_02298	Syao.g_00063
OG0000820	Syad.g_02299	Syao.g_00064
OG0000821	Syad.g_02305	Syao.g_00070
OG0000822	Syad.g_02307	Syao.g_00072
OG0000823	Syad.g_02308	Syao.g_00073
OG0000824	Syad.g_02314	Syao.g_00079
OG0000825	Syad.g_02315	Syao.g_00080
OG0000826	Syad.g_02316	Syao.g_00081
OG0000827	Syad.g_02317	Syao.g_00082
OG0000828	Syad.g_02320	Syao.g_00085
OG0000829	Syad.g_02321	Syao.g_00086
OG0000830	Syad.g_02322	Syao.g_00087
OG0000831	Syad.g_02325	Syao.g_00089
OG0000832	Syad.g_02538	Syao.g_01696
OG0000833	Syad.g_02550	Syao.g_01612
OG0000834	Syad.g_02552	Syao.g_01610
OG0000835	Syad.g_02553	Syao.g_01609
OG0000836	Syad.g_02557	Syao.g_01606
OG0000837	Syad.g_02561	Syao.g_01605
OG0000838	Syad.g_02565	Syao.g_01601
OG0000839	Syad.g_02566	Syao.g_01600
OG0000840	Syad.g_02567	Syao.g_01599
OG0000841	Syad.g_02568	Syao.g_01598
OG0000842	Syad.g_02569	Syao.g_01597
OG0000843	Syad.g_02570	Syao.g_01596
OG0000844	Syad.g_02577	Syao.g_01594
OG0000845	Syad.g_02578	Syao.g_01593
OG0000846	Syad.g_02579	Syao.g_01592
OG0000847	Syad.g_02580	Syao.g_01591
OG0000848	Syad.g_02582	Syao.g_01589
OG0000849	Syad.g_02583	Syao.g_01588
OG0000850	Syad.g_02586	Syao.g_01585
OG0000851	Syad.g_02592	Syao.g_01582
OG0000852	Syad.g_02593	Syao.g_01581
OG0000853	Syad.g_02597	Syao.g_01577
OG0000854	Syad.g_02606	Syao.g_01575
OG0000855	Syad.g_02607	Syao.g_01574
OG0000856	Syad.g_02166	Syao.g_01327
OG0000857	Syad.g_01871	Syao.g_00774
OG0000858	Syad.g_02613	Syao.g_01567
OG0000859	Syad.g_02614	Syao.g_01566
OG0000860	Syad.g_02625	Syao.g_01552
OG0000861	Syad.g_02626	Syao.g_01551
OG0000862	Syad.g_02628	Syao.g_01542
OG0000863	Syad.g_02631	Syao.g_01540
OG0000864	Syad.g_02632	Syao.g_01017
OG0000866	Syad.g_02634	Syao.g_01686
OG0000867	Syad.g_02635	Syao.g_01685
OG0000868	Syad.g_02637	Syao.g_01682
OG0000869	Syad.g_02643	Syao.g_01677
OG0000870	Syad.g_02648	Syao.g_01672
OG0000871	Syad.g_02649	Syao.g_01671
OG0000872	Syad.g_02657	Syao.g_01665
OG0000873	Syad.g_02660	Syao.g_01662
OG0000874	Syad.g_02655	Syao.g_01660
OG0000875	Syad.g_02662	Syao.g_01658
OG0000876	Syad.g_03003	Syao.g_00536
OG0000877	Syad.g_02480	Syao.g_01654
OG0000878	Syad.g_02481	Syao.g_01653
OG0000879	Syad.g_02482	Syao.g_01652
OG0000880	Syad.g_02483	Syao.g_01651
OG0000881	Syad.g_02489	Syao.g_01647
OG0000882	Syad.g_02494	Syao.g_01642
OG0000883	Syad.g_02497	Syao.g_01638
OG0000884	Syad.g_02499	Syao.g_01636
OG0000885	Syad.g_02500	Syao.g_01635
OG0000886	Syad.g_02501	Syao.g_01634
OG0000887	Syad.g_02502	Syao.g_01633
OG0000888	Syad.g_02504	Syao.g_01631
OG0000889	Syad.g_02506	Syao.g_01629
OG0000890	Syad.g_02512	Syao.g_01626
OG0000891	Syad.g_02513	Syao.g_01625
OG0000892	Syad.g_02517	Syao.g_01695
OG0000893	Syad.g_00589	Syao.g_01934
OG0000894	Syad.g_00592	Syao.g_01937
OG0000895	Syad.g_00596	Syao.g_01916
OG0000896	Syad.g_00597	Syao.g_01917
OG0000897	Syad.g_00599	Syao.g_01919
OG0000898	Syad.g_00600	Syao.g_01920
OG0000899	Syad.g_00601	Syao.g_01921
OG0000900	Syad.g_00602	Syao.g_01922
OG0000901	Syad.g_00607	Syao.g_01927
OG0000902	Syad.g_00609	Syao.g_01929
OG0000903	Syad.g_00645	Syao.g_01798
OG0000904	Syad.g_00640	Syao.g_01804
OG0000905	Syad.g_00632	Syao.g_01862
OG0000906	Syad.g_00630	Syao.g_01931
OG0000907	Syad.g_00648	Syao.g_01796
OG0000908	Syad.g_00651	Syao.g_01793
OG0000909	Syad.g_00652	Syao.g_01792
OG0000910	Syad.g_00653	Syao.g_01791
OG0000911	Syad.g_00655	Syao.g_01789
OG0000912	Syad.g_00656	Syao.g_01788
OG0000913	Syad.g_00657	Syao.g_01787
OG0000914	Syad.g_00658	Syao.g_01786
OG0000915	Syad.g_00660	Syao.g_01784
OG0000916	Syad.g_00661	Syao.g_01783
OG0000917	Syad.g_00662	Syao.g_01782
OG0000918	Syad.g_00663	Syao.g_01781
OG0000919	Syad.g_00664	Syao.g_01780
OG0000920	Syad.g_00665	Syao.g_01779
OG0000921	Syad.g_00666	Syao.g_01778
OG0000922	Syad.g_00667	Syao.g_01777
OG0000923	Syad.g_00671	Syao.g_01772
OG0000924	Syad.g_00672	Syao.g_01771
OG0000925	Syad.g_00673	Syao.g_01770
OG0000926	Syad.g_00674	Syao.g_01769
OG0000927	Syad.g_00676	Syao.g_01767
OG0000928	Syad.g_00677	Syao.g_01766
OG0000929	Syad.g_00678	Syao.g_01765
OG0000930	Syad.g_00679	Syao.g_01764
OG0000931	Syad.g_00680	Syao.g_01763
OG0000932	Syad.g_00681	Syao.g_01762
OG0000933	Syad.g_00687	Syao.g_01811
OG0000934	Syad.g_00689	Syao.g_01809
OG0000935	Syad.g_00690	Syao.g_01808
OG0000936	Syad.g_00691	Syao.g_01843
OG0000937	Syad.g_00692	Syao.g_01842
OG0000938	Syad.g_00695	Syao.g_01839
OG0000939	Syad.g_00696	Syao.g_01838
OG0000940	Syad.g_00703	Syao.g_01830
OG0000941	Syad.g_00705	Syao.g_01828
OG0000942	Syad.g_00707	Syao.g_01826
OG0000943	Syad.g_00708	Syao.g_01824
OG0000944	Syad.g_00710	Syao.g_01822
OG0000945	Syad.g_00711	Syao.g_01821
OG0000946	Syad.g_00716	Syao.g_01852
OG0000947	Syad.g_00719	Syao.g_01849
OG0000948	Syad.g_00720	Syao.g_01848
OG0000949	Syad.g_00432	Syao.g_01970
OG0000950	Syad.g_00418	Syao.g_01957
OG0000951	Syad.g_00411	Syao.g_02262
OG0000952	Syad.g_00375	Syao.g_02266
OG0000953	Syad.g_00369	Syao.g_02130
OG0000954	Syad.g_00364	Syao.g_02135
OG0000955	Syad.g_00363	Syao.g_02136
OG0000956	Syad.g_00361	Syao.g_02138
OG0000957	Syad.g_00350	Syao.g_01951
OG0000958	Syad.g_00349	Syao.g_01950
OG0000959	Syad.g_00345	Syao.g_01947
OG0000960	Syad.g_00344	Syao.g_01946
OG0000961	Syad.g_00335	Syao.g_02496
OG0000962	Syad.g_00332	Syao.g_02191
OG0000963	Syad.g_00325	Syao.g_02186
OG0000964	Syad.g_00324	Syao.g_02185
OG0000965	Syad.g_00323	Syao.g_02184
OG0000966	Syad.g_00246	Syao.g_02172
OG0000967	Syad.g_00234	Syao.g_02167
OG0000968	Syad.g_00243	Syao.g_02199
OG0000969	Syad.g_00240	Syao.g_02200
OG0000970	Syad.g_00239	Syao.g_02201
OG0000971	Syad.g_00229	Syao.g_02203
OG0000972	Syad.g_00228	Syao.g_02204
OG0000973	Syad.g_00227	Syao.g_02205
OG0000974	Syad.g_00226	Syao.g_02206
OG0000975	Syad.g_00225	Syao.g_02207
OG0000976	Syad.g_00224	Syao.g_02208
OG0000977	Syad.g_00222	Syao.g_02210
OG0000978	Syad.g_00221	Syao.g_02211
OG0000979	Syad.g_00218	Syao.g_02214
OG0000980	Syad.g_00215	Syao.g_02217
OG0000981	Syad.g_00212	Syao.g_02220
OG0000982	Syad.g_03035	Syao.g_02437
OG0000983	Syad.g_03036	Syao.g_02438
OG0000984	Syad.g_03037	Syao.g_02439
OG0000985	Syad.g_03039	Syao.g_02443
OG0000986	Syad.g_03049	Syao.g_02445
OG0000987	Syad.g_00002	Syao.g_02447
OG0000988	Syad.g_00008	Syao.g_02452
OG0000989	Syad.g_00020	Syao.g_02368
OG0000990	Syad.g_00061	Syao.g_02362
OG0000991	Syad.g_00064	Syao.g_02354
OG0000992	Syad.g_00067	Syao.g_02279
OG0000993	Syad.g_00069	Syao.g_02280
OG0000994	Syad.g_00071	Syao.g_02283
OG0000995	Syad.g_00077	Syao.g_02287
OG0000996	Syad.g_00121	Syao.g_02305
OG0000997	Syad.g_00128	Syao.g_02326
OG0000998	Syad.g_00130	Syao.g_02328
OG0000999	Syad.g_00131	Syao.g_02329
OG0001000	Syad.g_00136	Syao.g_02333
OG0001001	Syad.g_00141	Syao.g_02338
OG0001002	Syad.g_00148	Syao.g_02345
OG0001003	Syad.g_00150	Syao.g_02347
OG0001004	Syad.g_00151	Syao.g_02348
OG0001005	Syad.g_00152	Syao.g_02194
OG0001006	Syad.g_00160	Syao.g_02159
OG0001007	Syad.g_00162	Syao.g_02161
OG0001008	Syad.g_02449	Syao.g_01737
OG0001009	Syad.g_00194	Syao.g_02239
OG0001010	Syad.g_00195	Syao.g_02238
OG0001011	Syad.g_00196	Syao.g_02236
OG0001012	Syad.g_03030	Syao.g_00322
OG0001013	Syad.g_03011	Syao.g_02413
OG0001014	Syad.g_03002	Syao.g_02407
OG0001015	Syad.g_03001	Syao.g_02406
OG0001016	Syad.g_02734	Syao.g_02622
OG0001017	Syad.g_02740	Syao.g_02628
OG0001018	Syad.g_02742	Syao.g_02630
OG0001019	Syad.g_02771	Syao.g_02654
OG0001020	Syad.g_02777	Syao.g_02663
OG0001021	Syad.g_02781	Syao.g_02666
OG0001022	Syad.g_02786	Syao.g_02670
OG0001023	Syad.g_02787	Syao.g_02671
OG0001024	Syad.g_02791	Syao.g_01018
OG0001025	Syad.g_02798	Syao.g_02597
OG0001026	Syad.g_02811	Syao.g_02594
OG0001027	Syad.g_02817	Syao.g_02564
OG0001028	Syad.g_02819	Syao.g_02568
OG0001029	Syad.g_02821	Syao.g_02570
OG0001030	Syad.g_02848	Syao.g_02545
OG0001031	Syad.g_02925	Syao.g_02528
OG0001032	Syad.g_02928	Syao.g_02530
OG0001033	Syad.g_02956	Syao.g_01016
OG0001034	Syad.g_00819	Syao.g_01704
OG0001035	Syad.g_00559	Syao.g_02101
OG0001036	Syad.g_00554	Syao.g_02096
OG0001037	Syad.g_00552	Syao.g_02094
OG0001039	Syad.g_00522	Syao.g_02062
OG0001040	Syad.g_00519	Syao.g_02059
OG0001041	Syad.g_00514	Syao.g_02055
OG0001042	Syad.g_00485	Syao.g_02032
OG0001043	Syad.g_00481	Syao.g_02028
OG0001044	Syad.g_00760	Syao.g_01878
OG0001045	Syad.g_00773	Syao.g_01865
OG0001046	Syad.g_01722	Syao.g_00827
OG0001047	Syad.g_02447	Syao.g_01739
OG0001048	Syad.g_02446	Syao.g_01740
OG0001049	Syad.g_02443	Syao.g_01616
OG0001050	Syad.g_02442	Syao.g_01618
OG0001051	Syad.g_02441	Syao.g_01619
OG0001052	Syad.g_02357	Syao.g_02686
OG0001054	Syad.g_00925	Syao.g_00104
OG0001055	Syad.g_00946	Syao.g_00156
OG0001056	Syad.g_00982	Syao.g_01417
OG0001057	Syad.g_00996	Syao.g_00879
OG0001058	Syad.g_01015	Syao.g_00862
OG0001059	Syad.g_01018	Syao.g_00858
OG0001060	Syad.g_01025	Syao.g_00852
OG0001062	Syad.g_01049	Syao.g_01050
OG0001063	Syad.g_01056	Syao.g_01042
OG0001064	Syad.g_01057	Syao.g_01041
OG0001065	Syad.g_01058	Syao.g_01040
OG0001066	Syad.g_01059	Syao.g_01039
OG0001067	Syad.g_01060	Syao.g_01038
OG0001068	Syad.g_01061	Syao.g_01037
OG0001069	Syad.g_01062	Syao.g_01036
OG0001070	Syad.g_01065	Syao.g_01032
OG0001071	Syad.g_01066	Syao.g_01031
OG0001072	Syad.g_01070	Syao.g_01027
OG0001073	Syad.g_01090	Syao.g_00991
OG0001074	Syad.g_02197	Syao.g_00392
OG0001075	Syad.g_02196	Syao.g_00391
OG0001076	Syad.g_02175	Syao.g_01339
OG0001077	Syad.g_02164	Syao.g_01323
OG0001078	Syad.g_02151	Syao.g_00895
OG0001079	Syad.g_02138	Syao.g_00911
OG0001081	Syad.g_01568	Syao.g_00925
OG0001082	Syad.g_01569	Syao.g_00926
OG0001083	Syad.g_01578	Syao.g_00934
OG0001084	Syad.g_01586	Syao.g_00935
OG0001085	Syad.g_01596	Syao.g_00947
OG0001086	Syad.g_01598	Syao.g_00949
OG0001087	Syad.g_01372	Syao.g_01419
OG0001088	Syad.g_01368	Syao.g_00211
OG0001089	Syad.g_01302	Syao.g_00376
OG0001090	Syad.g_01817	Syao.g_00494
OG0001091	Syad.g_01815	Syao.g_00491
OG0001092	Syad.g_01812	Syao.g_00489
OG0001093	Syad.g_01806	Syao.g_00482
OG0001094	Syad.g_01895	Syao.g_00750
OG0001095	Syad.g_01874	Syao.g_00771
OG0001096	Syad.g_01847	Syao.g_00786
OG0001097	Syad.g_01223	Syao.g_00552
OG0001098	Syad.g_02005, Syad.g_01995	Syao.g_00731
OG0001099	Syad.g_02820	Syao.g_02569
OG0001100	Syad.g_01608	Syao.g_00957
OG0001101	Syad.g_01610	Syao.g_00959
OG0001102	Syad.g_01613	Syao.g_00962
OG0001103	Syad.g_01616	Syao.g_00964
OG0001105	Syad.g_01907	Syao.g_00736
OG0001106	Syad.g_01771	Syao.g_00688
OG0001107	Syad.g_01759	Syao.g_00676
OG0001108	Syad.g_01744	Syao.g_00669
OG0001109	Syad.g_01739	Syao.g_00667
OG0001110	Syad.g_01737	Syao.g_00665
OG0001111	Syad.g_01735	Syao.g_00663
OG0001112	Syad.g_01733	Syao.g_00661
OG0001113	Syad.g_01732	Syao.g_00660
OG0001114	Syad.g_01731	Syao.g_00659
OG0001115	Syad.g_01727	Syao.g_00832
OG0001116	Syad.g_01725	Syao.g_00830
OG0001117	Syad.g_01724	Syao.g_00829
OG0001118	Syad.g_01723	Syao.g_00828
OG0001119	Syad.g_01721	Syao.g_00826
OG0001120	Syad.g_01717	Syao.g_00822
OG0001121	Syad.g_01503	Syao.g_01294
OG0001122	Syad.g_01689	Syao.g_00445
OG0001123	Syad.g_01682	Syao.g_00451
OG0001124	Syad.g_01680	Syao.g_00453
OG0001125	Syad.g_01678	Syao.g_00456
OG0001126	Syad.g_01276	Syao.g_00504
OG0001127	Syad.g_01277	Syao.g_00505
OG0001128	Syad.g_01280	Syao.g_00508
OG0001129	Syad.g_01282	Syao.g_00510
OG0001130	Syad.g_01283	Syao.g_00511
OG0001131	Syad.g_01953	Syao.g_01387
OG0001132	Syad.g_02038	Syao.g_01221
OG0001133	Syad.g_02172	Syao.g_01333
OG0001134	Syad.g_01527	Syao.g_01428
OG0001135	Syad.g_01529	Syao.g_01424
OG0001136	Syad.g_01150	Syao.g_00126
OG0001137	Syad.g_01169	Syao.g_00194
OG0001138	Syad.g_01493	Syao.g_00227
OG0001139	Syad.g_01491	Syao.g_00225
OG0001140	Syad.g_01490	Syao.g_00224
OG0001141	Syad.g_01489	Syao.g_00254
OG0001142	Syad.g_01488	Syao.g_00253
OG0001143	Syad.g_01473	Syao.g_00243
OG0001144	Syad.g_01457	Syao.g_00276
OG0001145	Syad.g_01112	Syao.g_01446
OG0001146	Syad.g_02412	Syao.g_01455
OG0001147	Syad.g_02349	Syao.g_00095
OG0001148	Syad.g_00889	Syao.g_00038
OG0001149	Syad.g_00888	Syao.g_00039
OG0001150	Syad.g_00887	Syao.g_00040
OG0001151	Syad.g_00875	Syao.g_02706
OG0001152	Syad.g_00872	Syao.g_02707
OG0001153	Syad.g_02318	Syao.g_00083
OG0001154	Syad.g_02319	Syao.g_00084
OG0001155	Syad.g_02540	Syao.g_01747
OG0001156	Syad.g_02543	Syao.g_01744
OG0001157	Syad.g_02544	Syao.g_01743
OG0001158	Syad.g_02546	Syao.g_01742
OG0001159	Syad.g_02547	Syao.g_01741
OG0001160	Syad.g_02595	Syao.g_01579
OG0001161	Syad.g_00026	Syao.g_02373
OG0001162	Syad.g_01844	Syao.g_02650
OG0001163	Syad.g_02610	Syao.g_01571
OG0001164	Syad.g_02616	Syao.g_01564
OG0001165	Syad.g_02621	Syao.g_01559
OG0001166	Syad.g_02647	Syao.g_01673
OG0001167	Syad.g_02486	Syao.g_01006
OG0001168	Syad.g_02488	Syao.g_01648
OG0001169	Syad.g_02490	Syao.g_01646
OG0001170	Syad.g_02492	Syao.g_01644
OG0001171	Syad.g_02503	Syao.g_01632
OG0001172	Syad.g_00594	Syao.g_01914
OG0001173	Syad.g_00595	Syao.g_01915
OG0001174	Syad.g_00603	Syao.g_01923
OG0001175	Syad.g_00604	Syao.g_01924
OG0001176	Syad.g_00644	Syao.g_01799
OG0001177	Syad.g_00641	Syao.g_01802
OG0001178	Syad.g_02629	Syao.g_01541
OG0001179	Syad.g_00675	Syao.g_01768
OG0001180	Syad.g_00700	Syao.g_01833
OG0001181	Syad.g_00704	Syao.g_01829
