Orthogroup	Syad	Prai
OG0000589	Syad.g_02178	Prai.g_00650
OG0000590	Syad.g_02177	Prai.g_00651
OG0000591	Syad.g_02169	Prai.g_00654
OG0000592	Syad.g_02168	Prai.g_00655
OG0000593	Syad.g_02156	Prai.g_00661
OG0000594	Syad.g_02155	Prai.g_00662
OG0000595	Syad.g_02154	Prai.g_00663
OG0000596	Syad.g_02149	Prai.g_00667
OG0000597	Syad.g_02146	Prai.g_00669
OG0000598	Syad.g_02145	Prai.g_00670
OG0000599	Syad.g_02142	Prai.g_00673
OG0000600	Syad.g_02141	Prai.g_00674
OG0000601	Syad.g_02140	Prai.g_00675
OG0000602	Syad.g_02135	Prai.g_00677
OG0000603	Syad.g_02134	Prai.g_00678
OG0000604	Syad.g_02131	Prai.g_00679
OG0000605	Syad.g_02026	Prai.g_00680
OG0000606	Syad.g_01567	Prai.g_00683
OG0000607	Syad.g_01571	Prai.g_00686
OG0000608	Syad.g_01572	Prai.g_00687
OG0000609	Syad.g_01574	Prai.g_00688
OG0000610	Syad.g_01589	Prai.g_00693
OG0000611	Syad.g_01592	Prai.g_00696
OG0000612	Syad.g_01593	Prai.g_00697
OG0000613	Syad.g_00457	Prai.g_00702
OG0000614	Syad.g_01340	Prai.g_00721
OG0000615	Syad.g_01948	Prai.g_00729
OG0000616	Syad.g_00145	Prai.g_00732
OG0000617	Syad.g_01810	Prai.g_00754
OG0000618	Syad.g_01809	Prai.g_00755
OG0000619	Syad.g_01808	Prai.g_00756
OG0000620	Syad.g_01803	Prai.g_00759
OG0000621	Syad.g_01802	Prai.g_00760
OG0000622	Syad.g_01801	Prai.g_00761
OG0000623	Syad.g_01800	Prai.g_00762
OG0000624	Syad.g_01798	Prai.g_00763
OG0000625	Syad.g_01797	Prai.g_00764
OG0000626	Syad.g_01796	Prai.g_00765
OG0000627	Syad.g_01640	Prai.g_00766
OG0000628	Syad.g_01641	Prai.g_00767
OG0000629	Syad.g_01644	Prai.g_00768
OG0000630	Syad.g_01648	Prai.g_00771
OG0000631	Syad.g_01658	Prai.g_00857
OG0000632	Syad.g_01659	Prai.g_00856
OG0000633	Syad.g_01660	Prai.g_00855
OG0000634	Syad.g_01893	Prai.g_00852
OG0000635	Syad.g_01892	Prai.g_00851
OG0000636	Syad.g_01890	Prai.g_00849
OG0000637	Syad.g_01888	Prai.g_00847
OG0000638	Syad.g_01887	Prai.g_00846
OG0000639	Syad.g_01886	Prai.g_00845
OG0000640	Syad.g_01885	Prai.g_00844
OG0000641	Syad.g_01881	Prai.g_00839
OG0000642	Syad.g_01880	Prai.g_00838
OG0000643	Syad.g_01878	Prai.g_00837
OG0000644	Syad.g_01877	Prai.g_00836
OG0000645	Syad.g_01875	Prai.g_00835
OG0000646	Syad.g_01872	Prai.g_00833
OG0000647	Syad.g_01870	Prai.g_00832
OG0000648	Syad.g_01860	Prai.g_00830
OG0000649	Syad.g_01859	Prai.g_00829
OG0000650	Syad.g_01858	Prai.g_00828
OG0000651	Syad.g_01857	Prai.g_00827
OG0000652	Syad.g_01856	Prai.g_00826
OG0000653	Syad.g_01850	Prai.g_00824
OG0000654	Syad.g_01849	Prai.g_00823
OG0000655	Syad.g_01848	Prai.g_00822
OG0000656	Syad.g_01845	Prai.g_00819
OG0000657	Syad.g_01240	Prai.g_00811
OG0000658	Syad.g_01231	Prai.g_00810
OG0000659	Syad.g_01230	Prai.g_00809
OG0000660	Syad.g_01226	Prai.g_00805
OG0000661	Syad.g_01224	Prai.g_00803
OG0000662	Syad.g_01222	Prai.g_00801
OG0000663	Syad.g_01219	Prai.g_00799
OG0000664	Syad.g_01209	Prai.g_00798
OG0000665	Syad.g_02115	Prai.g_00794
OG0000666	Syad.g_02027	Prai.g_00793
OG0000667	Syad.g_00612	Prai.g_00789
OG0000668	Syad.g_01688	Prai.g_01060
OG0000669	Syad.g_01606	Prai.g_01054
OG0000670	Syad.g_01609	Prai.g_01052
OG0000671	Syad.g_01611	Prai.g_01050
OG0000672	Syad.g_01615	Prai.g_01048
OG0000673	Syad.g_01618	Prai.g_01045
OG0000674	Syad.g_01620	Prai.g_01043
OG0000675	Syad.g_01633	Prai.g_01042
OG0000676	Syad.g_01635	Prai.g_01040
OG0000677	Syad.g_01636	Prai.g_01039
OG0000678	Syad.g_01957	Prai.g_01037
OG0000679	Syad.g_01922	Prai.g_01033
OG0000680	Syad.g_01921	Prai.g_01032
OG0000681	Syad.g_01919	Prai.g_01030
OG0000682	Syad.g_01918	Prai.g_01029
OG0000683	Syad.g_01917	Prai.g_01028
OG0000684	Syad.g_01912	Prai.g_01027
OG0000685	Syad.g_01910	Prai.g_01025
OG0000686	Syad.g_01909	Prai.g_01024
OG0000687	Syad.g_01908	Prai.g_01023
OG0000688	Syad.g_01904	Prai.g_01020
OG0000689	Syad.g_01902	Prai.g_01019
OG0000690	Syad.g_01901	Prai.g_01018
OG0000691	Syad.g_01900	Prai.g_01017
OG0000692	Syad.g_01899	Prai.g_01015
OG0000693	Syad.g_01897	Prai.g_01014
OG0000694	Syad.g_01896	Prai.g_01013
OG0000695	Syad.g_01662	Prai.g_01011
OG0000696	Syad.g_01663	Prai.g_01010
OG0000697	Syad.g_01789	Prai.g_01009
OG0000698	Syad.g_01786	Prai.g_01006
OG0000699	Syad.g_01785	Prai.g_01005
OG0000700	Syad.g_01784	Prai.g_01004
OG0000701	Syad.g_01783	Prai.g_01003
OG0000702	Syad.g_01775	Prai.g_01001
OG0000703	Syad.g_01774	Prai.g_01000
OG0000704	Syad.g_01772	Prai.g_00999
OG0000705	Syad.g_01765	Prai.g_00995
OG0000706	Syad.g_01764	Prai.g_00994
OG0000707	Syad.g_01763	Prai.g_00993
OG0000708	Syad.g_01760	Prai.g_00992
OG0000709	Syad.g_01745	Prai.g_00988
OG0000710	Syad.g_01738	Prai.g_00985
OG0000711	Syad.g_01710	Prai.g_00968
OG0000712	Syad.g_01708	Prai.g_00966
OG0000713	Syad.g_01707	Prai.g_00965
OG0000714	Syad.g_01705	Prai.g_00964
OG0000715	Syad.g_01703	Prai.g_00962
OG0000716	Syad.g_01697	Prai.g_00960
OG0000717	Syad.g_01696	Prai.g_00959
OG0000718	Syad.g_01692	Prai.g_00948
OG0000719	Syad.g_01690	Prai.g_00946
OG0000720	Syad.g_01677	Prai.g_00938
OG0000721	Syad.g_01675	Prai.g_00936
OG0000722	Syad.g_01674	Prai.g_00935
OG0000723	Syad.g_01791	Prai.g_00932
OG0000724	Syad.g_01284	Prai.g_00923
OG0000725	Syad.g_01293	Prai.g_00917
OG0000726	Syad.g_01294	Prai.g_00916
OG0000727	Syad.g_01295	Prai.g_00915
OG0000728	Syad.g_01297	Prai.g_00913
OG0000729	Syad.g_00331	Prai.g_01109
OG0000730	Syad.g_00758	Prai.g_01113
OG0000731	Syad.g_00770	Prai.g_01117
OG0000732	Syad.g_00214	Prai.g_01126
OG0000733	Syad.g_00028	Prai.g_01144
OG0000734	Syad.g_02809	Prai.g_01157
OG0000735	Syad.g_01120	Prai.g_01159
OG0000736	Syad.g_01121	Prai.g_01160
OG0000737	Syad.g_01122	Prai.g_01161
OG0000738	Syad.g_01127	Prai.g_01165
OG0000739	Syad.g_01145	Prai.g_01166
OG0000740	Syad.g_01146	Prai.g_01167
OG0000741	Syad.g_01149	Prai.g_01168
OG0000742	Syad.g_01151	Prai.g_01170
OG0000743	Syad.g_01153	Prai.g_01172
OG0000744	Syad.g_01154	Prai.g_01173
OG0000745	Syad.g_01156	Prai.g_01174
OG0000746	Syad.g_01158	Prai.g_01176
OG0000747	Syad.g_01159	Prai.g_01177
OG0000748	Syad.g_01170	Prai.g_01180
OG0000749	Syad.g_01173	Prai.g_01181
OG0000750	Syad.g_01174	Prai.g_01182
OG0000751	Syad.g_01182	Prai.g_01184
OG0000752	Syad.g_01184	Prai.g_01186
OG0000753	Syad.g_01187	Prai.g_01189
OG0000754	Syad.g_01516	Prai.g_01192
OG0000755	Syad.g_01504	Prai.g_01196
OG0000756	Syad.g_01498	Prai.g_01197
OG0000757	Syad.g_01487	Prai.g_01204
OG0000758	Syad.g_01486	Prai.g_01205
OG0000759	Syad.g_01485	Prai.g_01206
OG0000760	Syad.g_01484	Prai.g_01207
OG0000761	Syad.g_01480	Prai.g_01208
OG0000762	Syad.g_01474	Prai.g_01209
OG0000763	Syad.g_01468	Prai.g_01211
OG0000764	Syad.g_01467	Prai.g_01212
OG0000765	Syad.g_01447	Prai.g_01221
OG0000766	Syad.g_01446	Prai.g_01222
OG0000767	Syad.g_01444	Prai.g_01224
OG0000768	Syad.g_01443	Prai.g_01225
OG0000769	Syad.g_01441	Prai.g_01227
OG0000770	Syad.g_01437	Prai.g_01229
OG0000771	Syad.g_01278	Prai.g_01238
OG0000772	Syad.g_02078	Prai.g_01310
OG0000773	Syad.g_01114	Prai.g_01325
OG0000774	Syad.g_02396	Prai.g_01327
OG0000775	Syad.g_02398	Prai.g_01330
OG0000776	Syad.g_02399	Prai.g_01331
OG0000777	Syad.g_02400	Prai.g_01332
OG0000778	Syad.g_02401	Prai.g_01333
OG0000779	Syad.g_02407	Prai.g_01337
OG0000780	Syad.g_02411	Prai.g_01338
OG0000781	Syad.g_02415	Prai.g_01341
OG0000782	Syad.g_02416	Prai.g_01342
OG0000783	Syad.g_02418	Prai.g_01343
OG0000784	Syad.g_02419	Prai.g_01344
OG0000785	Syad.g_02421	Prai.g_01346
OG0000786	Syad.g_01101	Prai.g_01348
OG0000787	Syad.g_01100	Prai.g_01349
OG0000788	Syad.g_02139	Prai.g_01358
OG0000789	Syad.g_01982	Prai.g_01360
OG0000790	Syad.g_00886	Prai.g_01375
OG0000791	Syad.g_00885	Prai.g_01377
OG0000792	Syad.g_00884	Prai.g_01378
OG0000793	Syad.g_00879	Prai.g_01381
OG0000794	Syad.g_00878	Prai.g_01382
OG0000795	Syad.g_00877	Prai.g_01383
OG0000796	Syad.g_00871	Prai.g_01387
OG0000797	Syad.g_00870	Prai.g_01388
OG0000799	Syad.g_02243	Prai.g_01445
OG0000800	Syad.g_02245	Prai.g_01446
OG0000801	Syad.g_02246	Prai.g_01447
OG0000802	Syad.g_02251	Prai.g_01449
OG0000803	Syad.g_02255	Prai.g_01451
OG0000804	Syad.g_02260	Prai.g_01452
OG0000805	Syad.g_02266	Prai.g_01454
OG0000806	Syad.g_02267	Prai.g_01456
OG0000807	Syad.g_02269	Prai.g_01457
OG0000808	Syad.g_02270	Prai.g_01458
OG0000809	Syad.g_02273	Prai.g_01461
OG0000810	Syad.g_02274	Prai.g_01462
OG0000811	Syad.g_02283	Prai.g_01466
OG0000812	Syad.g_02285	Prai.g_01468
OG0000813	Syad.g_02286	Prai.g_01469
OG0000814	Syad.g_02288	Prai.g_01471
OG0000815	Syad.g_02289	Prai.g_01472
OG0000816	Syad.g_02290	Prai.g_01474
OG0000817	Syad.g_02291	Prai.g_01475
OG0000818	Syad.g_02297	Prai.g_01480
OG0000819	Syad.g_02298	Prai.g_01481
OG0000820	Syad.g_02299	Prai.g_01482
OG0000821	Syad.g_02305	Prai.g_01485
OG0000822	Syad.g_02307	Prai.g_01486
OG0000823	Syad.g_02308	Prai.g_01487
OG0000824	Syad.g_02314	Prai.g_01490
OG0000825	Syad.g_02315	Prai.g_01491
OG0000826	Syad.g_02316	Prai.g_01492
OG0000827	Syad.g_02317	Prai.g_01493
OG0000828	Syad.g_02320	Prai.g_01496
OG0000829	Syad.g_02321	Prai.g_01497
OG0000830	Syad.g_02322	Prai.g_01498
OG0000831	Syad.g_02325	Prai.g_01500
OG0000832	Syad.g_02538	Prai.g_01505
OG0000833	Syad.g_02550	Prai.g_01514
OG0000834	Syad.g_02552	Prai.g_01515
OG0000835	Syad.g_02553	Prai.g_01516
OG0000836	Syad.g_02557	Prai.g_01517
OG0000837	Syad.g_02561	Prai.g_01518
OG0000838	Syad.g_02565	Prai.g_01520
OG0000839	Syad.g_02566	Prai.g_01521
OG0000840	Syad.g_02567	Prai.g_01522
OG0000841	Syad.g_02568	Prai.g_01523
OG0000842	Syad.g_02569	Prai.g_01524
OG0000843	Syad.g_02570	Prai.g_01525
OG0000844	Syad.g_02577	Prai.g_01526
OG0000845	Syad.g_02578	Prai.g_01527
OG0000846	Syad.g_02579	Prai.g_01528
OG0000847	Syad.g_02580	Prai.g_01529
OG0000848	Syad.g_02582	Prai.g_01530
OG0000849	Syad.g_02583	Prai.g_01531
OG0000850	Syad.g_02586	Prai.g_01533
OG0000851	Syad.g_02592	Prai.g_01534
OG0000852	Syad.g_02593	Prai.g_01535
OG0000853	Syad.g_02597	Prai.g_01539
OG0000854	Syad.g_02606	Prai.g_01541
OG0000855	Syad.g_02607	Prai.g_01542
OG0000856	Syad.g_02166	Prai.g_01558
OG0000857	Syad.g_01871	Prai.g_01597
OG0000858	Syad.g_02613	Prai.g_01632
OG0000859	Syad.g_02614	Prai.g_01633
OG0000860	Syad.g_02625	Prai.g_01640
OG0000861	Syad.g_02626	Prai.g_01641
OG0000862	Syad.g_02628	Prai.g_01642
OG0000863	Syad.g_02631	Prai.g_01644
OG0000864	Syad.g_02632	Prai.g_01645
OG0000865	Syad.g_02633	Prai.g_01646
OG0000866	Syad.g_02634	Prai.g_01647
OG0000867	Syad.g_02635	Prai.g_01648
OG0000868	Syad.g_02637	Prai.g_01649
OG0000869	Syad.g_02643	Prai.g_01653
OG0000870	Syad.g_02648	Prai.g_01658
OG0000871	Syad.g_02649	Prai.g_01659
OG0000872	Syad.g_02657	Prai.g_01660
OG0000873	Syad.g_02660	Prai.g_01663
OG0000874	Syad.g_02655	Prai.g_01666
OG0000875	Syad.g_02662	Prai.g_01667
OG0000876	Syad.g_03003	Prai.g_01668
OG0000877	Syad.g_02480	Prai.g_01670
OG0000878	Syad.g_02481	Prai.g_01671
OG0000879	Syad.g_02482	Prai.g_01672
OG0000880	Syad.g_02483	Prai.g_01673
OG0000881	Syad.g_02489	Prai.g_01677
OG0000882	Syad.g_02494	Prai.g_01682
OG0000883	Syad.g_02497	Prai.g_01683
OG0000884	Syad.g_02499	Prai.g_01685
OG0000885	Syad.g_02500	Prai.g_01686
OG0000886	Syad.g_02501	Prai.g_01687
OG0000887	Syad.g_02502	Prai.g_01688
OG0000888	Syad.g_02504	Prai.g_01690
OG0000889	Syad.g_02506	Prai.g_01692
OG0000890	Syad.g_02512	Prai.g_01693
OG0000891	Syad.g_02513	Prai.g_01694
OG0000892	Syad.g_02517	Prai.g_01696
OG0000893	Syad.g_00589	Prai.g_01701
OG0000894	Syad.g_00592	Prai.g_01703
OG0000895	Syad.g_00596	Prai.g_01706
OG0000896	Syad.g_00597	Prai.g_01707
OG0000897	Syad.g_00599	Prai.g_01709
OG0000898	Syad.g_00600	Prai.g_01710
OG0000899	Syad.g_00601	Prai.g_01711
OG0000900	Syad.g_00602	Prai.g_01712
OG0000901	Syad.g_00607	Prai.g_01715
OG0000902	Syad.g_00609	Prai.g_01717
OG0000903	Syad.g_00645	Prai.g_01720
OG0000904	Syad.g_00640	Prai.g_01722
OG0000905	Syad.g_00632	Prai.g_01727
OG0000906	Syad.g_00630	Prai.g_01728
OG0000907	Syad.g_00648	Prai.g_01734
OG0000908	Syad.g_00651	Prai.g_01737
OG0000909	Syad.g_00652	Prai.g_01738
OG0000910	Syad.g_00653	Prai.g_01739
OG0000911	Syad.g_00655	Prai.g_01741
OG0000912	Syad.g_00656	Prai.g_01742
OG0000913	Syad.g_00657	Prai.g_01743
OG0000914	Syad.g_00658	Prai.g_01744
OG0000915	Syad.g_00660	Prai.g_01746
OG0000916	Syad.g_00661	Prai.g_01747
OG0000917	Syad.g_00662	Prai.g_01748
OG0000918	Syad.g_00663	Prai.g_01749
OG0000919	Syad.g_00664	Prai.g_01750
OG0000920	Syad.g_00665	Prai.g_01751
OG0000921	Syad.g_00666	Prai.g_01752
OG0000922	Syad.g_00667	Prai.g_01753
OG0000923	Syad.g_00671	Prai.g_01757
OG0000924	Syad.g_00672	Prai.g_01758
OG0000925	Syad.g_00673	Prai.g_01759
OG0000926	Syad.g_00674	Prai.g_01760
OG0000927	Syad.g_00676	Prai.g_01762
OG0000928	Syad.g_00677	Prai.g_01763
OG0000929	Syad.g_00678	Prai.g_01764
OG0000930	Syad.g_00679	Prai.g_01765
OG0000931	Syad.g_00680	Prai.g_01766
OG0000932	Syad.g_00681	Prai.g_01767
OG0000933	Syad.g_00687	Prai.g_01776
OG0000934	Syad.g_00689	Prai.g_01778
OG0000935	Syad.g_00690	Prai.g_01779
OG0000936	Syad.g_00691	Prai.g_01780
OG0000937	Syad.g_00692	Prai.g_01781
OG0000938	Syad.g_00695	Prai.g_01783
OG0000939	Syad.g_00696	Prai.g_01784
OG0000940	Syad.g_00703	Prai.g_01791
OG0000941	Syad.g_00705	Prai.g_01793
OG0000942	Syad.g_00707	Prai.g_01795
OG0000943	Syad.g_00708	Prai.g_01796
OG0000944	Syad.g_00710	Prai.g_01797
OG0000945	Syad.g_00711	Prai.g_01798
OG0000946	Syad.g_00716	Prai.g_01802
OG0000947	Syad.g_00719	Prai.g_01804
OG0000948	Syad.g_00720	Prai.g_01805
OG0000949	Syad.g_00432	Prai.g_01808
OG0000950	Syad.g_00418	Prai.g_01813
OG0000951	Syad.g_00411	Prai.g_01817
OG0000952	Syad.g_00375	Prai.g_01821
OG0000953	Syad.g_00369	Prai.g_01824
OG0000954	Syad.g_00364	Prai.g_01828
OG0000955	Syad.g_00363	Prai.g_01829
OG0000956	Syad.g_00361	Prai.g_01831
OG0000957	Syad.g_00350	Prai.g_01836
OG0000958	Syad.g_00349	Prai.g_01837
OG0000959	Syad.g_00345	Prai.g_01841
OG0000960	Syad.g_00344	Prai.g_01842
OG0000961	Syad.g_00335	Prai.g_01844
OG0000962	Syad.g_00332	Prai.g_01846
OG0000963	Syad.g_00325	Prai.g_01850
OG0000964	Syad.g_00324	Prai.g_01851
OG0000965	Syad.g_00323	Prai.g_01852
OG0000966	Syad.g_00246	Prai.g_01861
OG0000967	Syad.g_00234	Prai.g_01865
OG0000968	Syad.g_00243	Prai.g_01867
OG0000969	Syad.g_00240	Prai.g_01868
OG0000970	Syad.g_00239	Prai.g_01869
OG0000971	Syad.g_00229	Prai.g_01870
OG0000972	Syad.g_00228	Prai.g_01871
OG0000973	Syad.g_00227	Prai.g_01872
OG0000974	Syad.g_00226	Prai.g_01873
OG0000975	Syad.g_00225	Prai.g_01874
OG0000976	Syad.g_00224	Prai.g_01875
OG0000977	Syad.g_00222	Prai.g_01876
OG0000978	Syad.g_00221	Prai.g_01877
OG0000979	Syad.g_00218	Prai.g_01880
OG0000980	Syad.g_00215	Prai.g_01882
OG0000981	Syad.g_00212	Prai.g_01884
OG0000982	Syad.g_03035	Prai.g_01886
OG0000983	Syad.g_03036	Prai.g_01887
OG0000984	Syad.g_03037	Prai.g_01888
OG0000985	Syad.g_03039	Prai.g_01891
OG0000986	Syad.g_03049	Prai.g_01893
OG0000987	Syad.g_00002	Prai.g_01894
OG0000988	Syad.g_00008	Prai.g_01897
OG0000989	Syad.g_00020	Prai.g_01900
OG0000990	Syad.g_00061	Prai.g_01903
OG0000991	Syad.g_00064	Prai.g_01904
OG0000992	Syad.g_00067	Prai.g_01906
OG0000993	Syad.g_00069	Prai.g_01907
OG0000994	Syad.g_00071	Prai.g_01908
OG0000995	Syad.g_00077	Prai.g_01912
OG0000996	Syad.g_00121	Prai.g_01913
OG0000997	Syad.g_00128	Prai.g_01914
OG0000998	Syad.g_00130	Prai.g_01916
OG0000999	Syad.g_00131	Prai.g_01917
OG0001000	Syad.g_00136	Prai.g_01920
OG0001001	Syad.g_00141	Prai.g_01922
OG0001002	Syad.g_00148	Prai.g_01926
OG0001003	Syad.g_00150	Prai.g_01928
OG0001004	Syad.g_00151	Prai.g_01929
OG0001005	Syad.g_00152	Prai.g_01930
OG0001006	Syad.g_00160	Prai.g_01934
OG0001007	Syad.g_00162	Prai.g_01936
OG0001008	Syad.g_02449	Prai.g_00468
OG0001009	Syad.g_00194	Prai.g_00027
OG0001010	Syad.g_00195	Prai.g_00028
OG0001011	Syad.g_00196	Prai.g_00029
OG0001012	Syad.g_03030	Prai.g_00050
OG0001013	Syad.g_03011	Prai.g_00055
OG0001014	Syad.g_03002	Prai.g_00058
OG0001015	Syad.g_03001	Prai.g_00059
OG0001016	Syad.g_02734	Prai.g_00073
OG0001017	Syad.g_02740	Prai.g_00077
OG0001018	Syad.g_02742	Prai.g_00080
OG0001019	Syad.g_02771	Prai.g_00089
OG0001020	Syad.g_02777	Prai.g_00090
OG0001021	Syad.g_02781	Prai.g_00091
OG0001022	Syad.g_02786	Prai.g_00094
OG0001023	Syad.g_02787	Prai.g_00095
OG0001024	Syad.g_02791	Prai.g_00098
OG0001025	Syad.g_02798	Prai.g_00104
OG0001026	Syad.g_02811	Prai.g_00111
OG0001027	Syad.g_02817	Prai.g_00112
OG0001028	Syad.g_02819	Prai.g_00114
OG0001029	Syad.g_02821	Prai.g_00115
OG0001030	Syad.g_02848	Prai.g_00130
OG0001031	Syad.g_02925	Prai.g_00197
OG0001032	Syad.g_02928	Prai.g_00198
OG0001033	Syad.g_02956	Prai.g_00219
OG0001034	Syad.g_00819	Prai.g_00247
OG0001035	Syad.g_00559	Prai.g_00267
OG0001036	Syad.g_00554	Prai.g_00272
OG0001037	Syad.g_00552	Prai.g_00273
OG0001039	Syad.g_00522	Prai.g_00294
OG0001040	Syad.g_00519	Prai.g_00296
OG0001041	Syad.g_00514	Prai.g_00300
OG0001042	Syad.g_00485	Prai.g_00317
OG0001043	Syad.g_00481	Prai.g_00318
OG0001045	Syad.g_00773	Prai.g_00355
OG0001046	Syad.g_01722	Prai.g_00390
OG0001047	Syad.g_02447	Prai.g_00470
OG0001048	Syad.g_02446	Prai.g_00471
OG0001049	Syad.g_02443	Prai.g_00473
OG0001050	Syad.g_02442	Prai.g_00474
OG0001051	Syad.g_02441	Prai.g_00475
OG0001052	Syad.g_02357	Prai.g_00501
OG0001054	Syad.g_00925	Prai.g_00528
OG0001055	Syad.g_00946	Prai.g_00546
OG0001056	Syad.g_00982	Prai.g_00564
OG0001057	Syad.g_00996	Prai.g_00569
OG0001058	Syad.g_01015	Prai.g_00577
OG0001059	Syad.g_01018	Prai.g_00581
OG0001060	Syad.g_01025	Prai.g_00588
OG0001061	Syad.g_01047	Prai.g_00602
OG0001062	Syad.g_01049	Prai.g_00604
OG0001063	Syad.g_01056	Prai.g_00606
OG0001064	Syad.g_01057	Prai.g_00607
OG0001065	Syad.g_01058	Prai.g_00608
OG0001066	Syad.g_01059	Prai.g_00609
OG0001067	Syad.g_01060	Prai.g_00610
OG0001068	Syad.g_01061	Prai.g_00611
OG0001069	Syad.g_01062	Prai.g_00612
OG0001070	Syad.g_01065	Prai.g_00615
OG0001071	Syad.g_01066	Prai.g_00616
OG0001072	Syad.g_01070	Prai.g_00618
OG0001073	Syad.g_01090	Prai.g_00632
OG0001074	Syad.g_02197	Prai.g_00643
OG0001075	Syad.g_02196	Prai.g_00644
OG0001076	Syad.g_02175	Prai.g_00653
OG0001077	Syad.g_02164	Prai.g_00657
OG0001078	Syad.g_02151	Prai.g_00665
OG0001079	Syad.g_02138	Prai.g_00676
OG0001080	Syad.g_02008	Prai.g_00682
OG0001081	Syad.g_01568	Prai.g_00684
OG0001082	Syad.g_01569	Prai.g_00685
OG0001083	Syad.g_01578	Prai.g_00690
OG0001084	Syad.g_01586	Prai.g_00691
OG0001085	Syad.g_01596	Prai.g_00699
OG0001086	Syad.g_01598	Prai.g_00700
OG0001087	Syad.g_01372	Prai.g_00717
OG0001088	Syad.g_01368	Prai.g_00718
OG0001089	Syad.g_01302	Prai.g_00726
OG0001090	Syad.g_01817	Prai.g_00749
OG0001091	Syad.g_01815	Prai.g_00751
OG0001092	Syad.g_01812	Prai.g_00752
OG0001093	Syad.g_01806	Prai.g_00757
OG0001094	Syad.g_01895	Prai.g_00854
OG0001095	Syad.g_01874	Prai.g_00834
OG0001096	Syad.g_01847	Prai.g_00821
OG0001097	Syad.g_01223	Prai.g_00802
OG0001098	Syad.g_02005, Syad.g_01995	Prai.g_00787
OG0001099	Syad.g_02820	Prai.g_01057
OG0001100	Syad.g_01608	Prai.g_01053
OG0001101	Syad.g_01610	Prai.g_01051
OG0001102	Syad.g_01613	Prai.g_01049
OG0001103	Syad.g_01616	Prai.g_01047
OG0001104	Syad.g_01911	Prai.g_01026
OG0001105	Syad.g_01907	Prai.g_01022
OG0001106	Syad.g_01771	Prai.g_00998
OG0001107	Syad.g_01759	Prai.g_00991
OG0001108	Syad.g_01744	Prai.g_00987
OG0001109	Syad.g_01739	Prai.g_00986
OG0001110	Syad.g_01737	Prai.g_00984
OG0001111	Syad.g_01735	Prai.g_00983
OG0001112	Syad.g_01733	Prai.g_00982
OG0001113	Syad.g_01732	Prai.g_00981
OG0001114	Syad.g_01731	Prai.g_00980
OG0001115	Syad.g_01727	Prai.g_00978
OG0001116	Syad.g_01725	Prai.g_00977
OG0001117	Syad.g_01724	Prai.g_00976
OG0001118	Syad.g_01723	Prai.g_00975
OG0001119	Syad.g_01721	Prai.g_00974
OG0001120	Syad.g_01717	Prai.g_00972
OG0001121	Syad.g_01503	Prai.g_01141, Prai.g_00969
OG0001122	Syad.g_01689	Prai.g_00945
OG0001124	Syad.g_01680	Prai.g_00940
OG0001125	Syad.g_01678	Prai.g_00939
OG0001126	Syad.g_01276	Prai.g_00929
OG0001127	Syad.g_01277	Prai.g_00928
OG0001128	Syad.g_01280	Prai.g_00926
OG0001129	Syad.g_01282	Prai.g_00925
OG0001130	Syad.g_01283	Prai.g_00924
OG0001131	Syad.g_01953	Prai.g_01088
OG0001132	Syad.g_02038	Prai.g_01098
OG0001133	Syad.g_02172	Prai.g_01130
OG0001134	Syad.g_01527	Prai.g_01143
OG0001137	Syad.g_01169	Prai.g_01179
OG0001138	Syad.g_01493	Prai.g_01198
OG0001139	Syad.g_01491	Prai.g_01200
OG0001140	Syad.g_01490	Prai.g_01201
OG0001141	Syad.g_01489	Prai.g_01202
OG0001142	Syad.g_01488	Prai.g_01203
OG0001143	Syad.g_01473	Prai.g_01210
OG0001144	Syad.g_01457	Prai.g_01215
OG0001145	Syad.g_01112	Prai.g_01326
OG0001146	Syad.g_02412	Prai.g_01339
OG0001147	Syad.g_02349	Prai.g_01357
OG0001148	Syad.g_00889	Prai.g_01372
OG0001149	Syad.g_00888	Prai.g_01373
OG0001150	Syad.g_00887	Prai.g_01374
OG0001151	Syad.g_00875	Prai.g_01385
OG0001152	Syad.g_00872	Prai.g_01386
OG0001153	Syad.g_02318	Prai.g_01494
OG0001154	Syad.g_02319	Prai.g_01495
OG0001155	Syad.g_02540	Prai.g_01507
OG0001156	Syad.g_02543	Prai.g_01510
OG0001157	Syad.g_02544	Prai.g_01511
OG0001158	Syad.g_02546	Prai.g_01512
OG0001159	Syad.g_02547	Prai.g_01513
OG0001160	Syad.g_02595	Prai.g_01537
OG0001161	Syad.g_00026	Prai.g_01550
OG0001162	Syad.g_01844	Prai.g_01563
OG0001163	Syad.g_02610	Prai.g_01630
OG0001164	Syad.g_02616	Prai.g_01634
OG0001165	Syad.g_02621	Prai.g_01637
OG0001166	Syad.g_02647	Prai.g_01657
OG0001167	Syad.g_02486	Prai.g_01674
OG0001168	Syad.g_02488	Prai.g_01676
OG0001169	Syad.g_02490	Prai.g_01678
OG0001170	Syad.g_02492	Prai.g_01680
OG0001171	Syad.g_02503	Prai.g_01689
OG0001172	Syad.g_00594	Prai.g_01704
OG0001173	Syad.g_00595	Prai.g_01705
OG0001174	Syad.g_00603	Prai.g_01713
OG0001175	Syad.g_00604	Prai.g_01714
OG0001176	Syad.g_00644	Prai.g_01721
