Orthogroup	Syad	Prag
OG0000589	Syad.g_02178	Prag.g_00599
OG0000590	Syad.g_02177	Prag.g_00600
OG0000591	Syad.g_02169	Prag.g_00603
OG0000592	Syad.g_02168	Prag.g_00604
OG0000593	Syad.g_02156	Prag.g_00610
OG0000594	Syad.g_02155	Prag.g_00611
OG0000595	Syad.g_02154	Prag.g_00612
OG0000596	Syad.g_02149	Prag.g_00616
OG0000597	Syad.g_02146	Prag.g_00618
OG0000598	Syad.g_02145	Prag.g_00619
OG0000599	Syad.g_02142	Prag.g_00622
OG0000600	Syad.g_02141	Prag.g_00623
OG0000601	Syad.g_02140	Prag.g_00624
OG0000602	Syad.g_02135	Prag.g_00626
OG0000603	Syad.g_02134	Prag.g_00627
OG0000604	Syad.g_02131	Prag.g_00628
OG0000605	Syad.g_02026	Prag.g_00629
OG0000606	Syad.g_01567	Prag.g_00632
OG0000607	Syad.g_01571	Prag.g_00635
OG0000608	Syad.g_01572	Prag.g_00636
OG0000609	Syad.g_01574	Prag.g_00637
OG0000610	Syad.g_01589	Prag.g_00642
OG0000611	Syad.g_01592	Prag.g_00645
OG0000612	Syad.g_01593	Prag.g_00646
OG0000613	Syad.g_00457	Prag.g_00651
OG0000614	Syad.g_01340	Prag.g_00670
OG0000615	Syad.g_01948	Prag.g_00678
OG0000616	Syad.g_00145	Prag.g_00682
OG0000617	Syad.g_01810	Prag.g_00698
OG0000618	Syad.g_01809	Prag.g_00699
OG0000619	Syad.g_01808	Prag.g_00700
OG0000620	Syad.g_01803	Prag.g_00703
OG0000621	Syad.g_01802	Prag.g_00704
OG0000622	Syad.g_01801	Prag.g_00705
OG0000623	Syad.g_01800	Prag.g_00706
OG0000624	Syad.g_01798	Prag.g_00707
OG0000625	Syad.g_01797	Prag.g_00708
OG0000626	Syad.g_01796	Prag.g_00709
OG0000627	Syad.g_01640	Prag.g_00710
OG0000628	Syad.g_01641	Prag.g_00711
OG0000629	Syad.g_01644	Prag.g_00712
OG0000630	Syad.g_01648	Prag.g_00715
OG0000631	Syad.g_01658	Prag.g_00797
OG0000632	Syad.g_01659	Prag.g_00798
OG0000633	Syad.g_01660	Prag.g_00799
OG0000634	Syad.g_01893	Prag.g_00802
OG0000635	Syad.g_01892	Prag.g_00803
OG0000636	Syad.g_01890	Prag.g_00805
OG0000637	Syad.g_01888	Prag.g_00807
OG0000638	Syad.g_01887	Prag.g_00808
OG0000639	Syad.g_01886	Prag.g_00809
OG0000640	Syad.g_01885	Prag.g_00810
OG0000641	Syad.g_01881	Prag.g_00814
OG0000642	Syad.g_01880	Prag.g_00815
OG0000643	Syad.g_01878	Prag.g_00816
OG0000644	Syad.g_01877	Prag.g_00817
OG0000645	Syad.g_01875	Prag.g_00818
OG0000646	Syad.g_01872	Prag.g_00820
OG0000647	Syad.g_01870	Prag.g_00821
OG0000648	Syad.g_01860	Prag.g_00823
OG0000649	Syad.g_01859	Prag.g_00824
OG0000650	Syad.g_01858	Prag.g_00825
OG0000651	Syad.g_01857	Prag.g_00826
OG0000652	Syad.g_01856	Prag.g_00827
OG0000653	Syad.g_01850	Prag.g_00829
OG0000654	Syad.g_01849	Prag.g_00830
OG0000655	Syad.g_01848	Prag.g_00831
OG0000656	Syad.g_01845	Prag.g_00834
OG0000657	Syad.g_01240	Prag.g_00840
OG0000658	Syad.g_01231	Prag.g_00841
OG0000659	Syad.g_01230	Prag.g_00842
OG0000660	Syad.g_01226	Prag.g_00846
OG0000661	Syad.g_01224	Prag.g_00848
OG0000662	Syad.g_01222	Prag.g_00850
OG0000663	Syad.g_01219	Prag.g_00852
OG0000664	Syad.g_01209	Prag.g_00853
OG0000665	Syad.g_02115	Prag.g_00857
OG0000666	Syad.g_02027	Prag.g_00858
OG0000667	Syad.g_00612	Prag.g_00862
OG0000668	Syad.g_01688	Prag.g_00892
OG0000669	Syad.g_01606	Prag.g_00898
OG0000670	Syad.g_01609	Prag.g_00900
OG0000671	Syad.g_01611	Prag.g_00902
OG0000672	Syad.g_01615	Prag.g_00904
OG0000673	Syad.g_01618	Prag.g_00907
OG0000674	Syad.g_01620	Prag.g_00909
OG0000675	Syad.g_01633	Prag.g_00910
OG0000676	Syad.g_01635	Prag.g_00912
OG0000677	Syad.g_01636	Prag.g_00913
OG0000678	Syad.g_01957	Prag.g_00915
OG0000679	Syad.g_01922	Prag.g_00919
OG0000680	Syad.g_01921	Prag.g_00920
OG0000681	Syad.g_01919	Prag.g_00922
OG0000682	Syad.g_01918	Prag.g_00923
OG0000683	Syad.g_01917	Prag.g_00924
OG0000684	Syad.g_01912	Prag.g_00926
OG0000685	Syad.g_01910	Prag.g_00928
OG0000686	Syad.g_01909	Prag.g_00929
OG0000687	Syad.g_01908	Prag.g_00930
OG0000688	Syad.g_01904	Prag.g_00933
OG0000689	Syad.g_01902	Prag.g_00934
OG0000690	Syad.g_01901	Prag.g_00935
OG0000691	Syad.g_01900	Prag.g_00936
OG0000692	Syad.g_01899	Prag.g_00938
OG0000693	Syad.g_01897	Prag.g_00939
OG0000694	Syad.g_01896	Prag.g_00940
OG0000695	Syad.g_01662	Prag.g_00942
OG0000696	Syad.g_01663	Prag.g_00943
OG0000697	Syad.g_01789	Prag.g_00944
OG0000698	Syad.g_01786	Prag.g_00947
OG0000699	Syad.g_01785	Prag.g_00948
OG0000700	Syad.g_01784	Prag.g_00949
OG0000701	Syad.g_01783	Prag.g_00950
OG0000702	Syad.g_01775	Prag.g_00952
OG0000703	Syad.g_01774	Prag.g_00953
OG0000704	Syad.g_01772	Prag.g_00954
OG0000705	Syad.g_01765	Prag.g_00958
OG0000706	Syad.g_01764	Prag.g_00959
OG0000707	Syad.g_01763	Prag.g_00960
OG0000708	Syad.g_01760	Prag.g_00961
OG0000709	Syad.g_01745	Prag.g_00965
OG0000710	Syad.g_01738	Prag.g_00968
OG0000711	Syad.g_01710	Prag.g_00985
OG0000712	Syad.g_01708	Prag.g_00987
OG0000713	Syad.g_01707	Prag.g_00988
OG0000714	Syad.g_01705	Prag.g_00989
OG0000715	Syad.g_01703	Prag.g_00991
OG0000716	Syad.g_01697	Prag.g_00993
OG0000717	Syad.g_01696	Prag.g_00994
OG0000718	Syad.g_01692	Prag.g_01005
OG0000719	Syad.g_01690	Prag.g_01007
OG0000720	Syad.g_01677	Prag.g_01016
OG0000721	Syad.g_01675	Prag.g_01018
OG0000722	Syad.g_01674	Prag.g_01019
OG0000723	Syad.g_01791	Prag.g_01022
OG0000724	Syad.g_01284	Prag.g_01031
OG0000725	Syad.g_01293	Prag.g_01037
OG0000726	Syad.g_01294	Prag.g_01038
OG0000727	Syad.g_01295	Prag.g_01039
OG0000728	Syad.g_01297	Prag.g_01041
OG0000729	Syad.g_00331	Prag.g_01087
OG0000730	Syad.g_00758	Prag.g_01091
OG0000731	Syad.g_00770	Prag.g_01095
OG0000732	Syad.g_00214	Prag.g_01102
OG0000733	Syad.g_00028	Prag.g_01121
OG0000734	Syad.g_02809	Prag.g_01138
OG0000735	Syad.g_01120	Prag.g_01140
OG0000736	Syad.g_01121	Prag.g_01141
OG0000737	Syad.g_01122	Prag.g_01142
OG0000738	Syad.g_01127	Prag.g_01146
OG0000739	Syad.g_01145	Prag.g_01147
OG0000740	Syad.g_01146	Prag.g_01148
OG0000741	Syad.g_01149	Prag.g_01149
OG0000742	Syad.g_01151	Prag.g_01152
OG0000743	Syad.g_01153	Prag.g_01154
OG0000744	Syad.g_01154	Prag.g_01155
OG0000745	Syad.g_01156	Prag.g_01156
OG0000746	Syad.g_01158	Prag.g_01158
OG0000747	Syad.g_01159	Prag.g_01159
OG0000748	Syad.g_01170	Prag.g_01162
OG0000749	Syad.g_01173	Prag.g_01163
OG0000750	Syad.g_01174	Prag.g_01164
OG0000751	Syad.g_01182	Prag.g_01166
OG0000752	Syad.g_01184	Prag.g_01168
OG0000753	Syad.g_01187	Prag.g_01171
OG0000754	Syad.g_01516	Prag.g_01174
OG0000755	Syad.g_01504	Prag.g_01177
OG0000756	Syad.g_01498	Prag.g_01178
OG0000757	Syad.g_01487	Prag.g_01184
OG0000758	Syad.g_01486	Prag.g_01185
OG0000759	Syad.g_01485	Prag.g_01186
OG0000760	Syad.g_01484	Prag.g_01187
OG0000761	Syad.g_01480	Prag.g_01188
OG0000762	Syad.g_01474	Prag.g_01189
OG0000763	Syad.g_01468	Prag.g_01191
OG0000764	Syad.g_01467	Prag.g_01192
OG0000765	Syad.g_01447	Prag.g_01201
OG0000766	Syad.g_01446	Prag.g_01202
OG0000767	Syad.g_01444	Prag.g_01204
OG0000768	Syad.g_01443	Prag.g_01205
OG0000769	Syad.g_01441	Prag.g_01207
OG0000770	Syad.g_01437	Prag.g_01209
OG0000771	Syad.g_01278	Prag.g_01219
OG0000772	Syad.g_02078	Prag.g_01328
OG0000773	Syad.g_01114	Prag.g_01344
OG0000774	Syad.g_02396	Prag.g_01346
OG0000775	Syad.g_02398	Prag.g_01350
OG0000776	Syad.g_02399	Prag.g_01351
OG0000777	Syad.g_02400	Prag.g_01352
OG0000778	Syad.g_02401	Prag.g_01353
OG0000779	Syad.g_02407	Prag.g_01357
OG0000780	Syad.g_02411	Prag.g_01358
OG0000781	Syad.g_02415	Prag.g_01361
OG0000782	Syad.g_02416	Prag.g_01362
OG0000783	Syad.g_02418	Prag.g_01363
OG0000784	Syad.g_02419	Prag.g_01364
OG0000785	Syad.g_02421	Prag.g_01366
OG0000786	Syad.g_01101	Prag.g_01368
OG0000787	Syad.g_01100	Prag.g_01369
OG0000788	Syad.g_02139	Prag.g_01376
OG0000789	Syad.g_01982	Prag.g_01379
OG0000790	Syad.g_00886	Prag.g_01394
OG0000791	Syad.g_00885	Prag.g_01396
OG0000792	Syad.g_00884	Prag.g_01397
OG0000793	Syad.g_00879	Prag.g_01400
OG0000794	Syad.g_00878	Prag.g_01401
OG0000795	Syad.g_00877	Prag.g_01402
OG0000796	Syad.g_00871	Prag.g_01406
OG0000797	Syad.g_00870	Prag.g_01407
OG0000798	Syad.g_00525	Prag.g_01430
OG0000799	Syad.g_02243	Prag.g_01470
OG0000800	Syad.g_02245	Prag.g_01471
OG0000801	Syad.g_02246	Prag.g_01472
OG0000802	Syad.g_02251	Prag.g_01474
OG0000803	Syad.g_02255	Prag.g_01476
OG0000804	Syad.g_02260	Prag.g_01477
OG0000805	Syad.g_02266	Prag.g_01479
OG0000806	Syad.g_02267	Prag.g_01481
OG0000807	Syad.g_02269	Prag.g_01482
OG0000808	Syad.g_02270	Prag.g_01483
OG0000809	Syad.g_02273	Prag.g_01486
OG0000810	Syad.g_02274	Prag.g_01487
OG0000811	Syad.g_02283	Prag.g_01493
OG0000812	Syad.g_02285	Prag.g_01495
OG0000813	Syad.g_02286	Prag.g_01496
OG0000814	Syad.g_02288	Prag.g_01498
OG0000815	Syad.g_02289	Prag.g_01499
OG0000816	Syad.g_02290	Prag.g_01501
OG0000817	Syad.g_02291	Prag.g_01502
OG0000818	Syad.g_02297	Prag.g_01507
OG0000819	Syad.g_02298	Prag.g_01508
OG0000820	Syad.g_02299	Prag.g_01509
OG0000821	Syad.g_02305	Prag.g_01512
OG0000822	Syad.g_02307	Prag.g_01513
OG0000823	Syad.g_02308	Prag.g_01514
OG0000824	Syad.g_02314	Prag.g_01517
OG0000825	Syad.g_02315	Prag.g_01518
OG0000826	Syad.g_02316	Prag.g_01519
OG0000827	Syad.g_02317	Prag.g_01520
OG0000828	Syad.g_02320	Prag.g_01524
OG0000829	Syad.g_02321	Prag.g_01525
OG0000830	Syad.g_02322	Prag.g_01526
OG0000831	Syad.g_02325	Prag.g_01528
OG0000832	Syad.g_02538	Prag.g_01534
OG0000833	Syad.g_02550	Prag.g_01542
OG0000834	Syad.g_02552	Prag.g_01543
OG0000835	Syad.g_02553	Prag.g_01544
OG0000836	Syad.g_02557	Prag.g_01545
OG0000837	Syad.g_02561	Prag.g_01546
OG0000838	Syad.g_02565	Prag.g_01548
OG0000839	Syad.g_02566	Prag.g_01549
OG0000840	Syad.g_02567	Prag.g_01550
OG0000841	Syad.g_02568	Prag.g_01551
OG0000842	Syad.g_02569	Prag.g_01552
OG0000843	Syad.g_02570	Prag.g_01553
OG0000844	Syad.g_02577	Prag.g_01554
OG0000845	Syad.g_02578	Prag.g_01555
OG0000846	Syad.g_02579	Prag.g_01556
OG0000847	Syad.g_02580	Prag.g_01557
OG0000848	Syad.g_02582	Prag.g_01558
OG0000849	Syad.g_02583	Prag.g_01559
OG0000850	Syad.g_02586	Prag.g_01561
OG0000851	Syad.g_02592	Prag.g_01562
OG0000852	Syad.g_02593	Prag.g_01563
OG0000853	Syad.g_02597	Prag.g_01567
OG0000854	Syad.g_02606	Prag.g_01569
OG0000855	Syad.g_02607	Prag.g_01570
OG0000856	Syad.g_02166	Prag.g_01583
OG0000857	Syad.g_01871	Prag.g_01611
OG0000858	Syad.g_02613	Prag.g_01663
OG0000859	Syad.g_02614	Prag.g_01664
OG0000860	Syad.g_02625	Prag.g_01671
OG0000861	Syad.g_02626	Prag.g_01672
OG0000862	Syad.g_02628	Prag.g_01673
OG0000863	Syad.g_02631	Prag.g_01675
OG0000864	Syad.g_02632	Prag.g_01676
OG0000865	Syad.g_02633	Prag.g_01677
OG0000866	Syad.g_02634	Prag.g_01678
OG0000867	Syad.g_02635	Prag.g_01679
OG0000868	Syad.g_02637	Prag.g_01680
OG0000869	Syad.g_02643	Prag.g_01684
OG0000870	Syad.g_02648	Prag.g_01689
OG0000871	Syad.g_02649	Prag.g_01690
OG0000872	Syad.g_02657	Prag.g_01691
OG0000873	Syad.g_02660	Prag.g_01694
OG0000874	Syad.g_02655	Prag.g_01697
OG0000875	Syad.g_02662	Prag.g_01698
OG0000876	Syad.g_03003	Prag.g_01699
OG0000877	Syad.g_02480	Prag.g_01701
OG0000878	Syad.g_02481	Prag.g_01702
OG0000879	Syad.g_02482	Prag.g_01703
OG0000880	Syad.g_02483	Prag.g_01704
OG0000881	Syad.g_02489	Prag.g_01708
OG0000882	Syad.g_02494	Prag.g_01713
OG0000883	Syad.g_02497	Prag.g_01715
OG0000884	Syad.g_02499	Prag.g_01717
OG0000885	Syad.g_02500	Prag.g_01718
OG0000886	Syad.g_02501	Prag.g_01719
OG0000887	Syad.g_02502	Prag.g_01720
OG0000888	Syad.g_02504	Prag.g_01722
OG0000889	Syad.g_02506	Prag.g_01724
OG0000890	Syad.g_02512	Prag.g_01725
OG0000891	Syad.g_02513	Prag.g_01726
OG0000892	Syad.g_02517	Prag.g_01728
OG0000893	Syad.g_00589	Prag.g_01732
OG0000894	Syad.g_00592	Prag.g_01734
OG0000895	Syad.g_00596	Prag.g_01737
OG0000896	Syad.g_00597	Prag.g_01738
OG0000897	Syad.g_00599	Prag.g_01740
OG0000898	Syad.g_00600	Prag.g_01741
OG0000899	Syad.g_00601	Prag.g_01742
OG0000900	Syad.g_00602	Prag.g_01743
OG0000901	Syad.g_00607	Prag.g_01746
OG0000902	Syad.g_00609	Prag.g_01748
OG0000903	Syad.g_00645	Prag.g_01751
OG0000904	Syad.g_00640	Prag.g_01753
OG0000905	Syad.g_00632	Prag.g_01757
OG0000906	Syad.g_00630	Prag.g_01758
OG0000907	Syad.g_00648	Prag.g_01762
OG0000908	Syad.g_00651	Prag.g_01765
OG0000909	Syad.g_00652	Prag.g_01766
OG0000910	Syad.g_00653	Prag.g_01767
OG0000911	Syad.g_00655	Prag.g_01769
OG0000912	Syad.g_00656	Prag.g_01770
OG0000913	Syad.g_00657	Prag.g_01771
OG0000914	Syad.g_00658	Prag.g_01772
OG0000915	Syad.g_00660	Prag.g_01773
OG0000916	Syad.g_00661	Prag.g_01774
OG0000917	Syad.g_00662	Prag.g_01775
OG0000918	Syad.g_00663	Prag.g_01776
OG0000919	Syad.g_00664	Prag.g_01777
OG0000920	Syad.g_00665	Prag.g_01778
OG0000921	Syad.g_00666	Prag.g_01779
OG0000922	Syad.g_00667	Prag.g_01780
OG0000923	Syad.g_00671	Prag.g_01784
OG0000924	Syad.g_00672	Prag.g_01785
OG0000925	Syad.g_00673	Prag.g_01786
OG0000926	Syad.g_00674	Prag.g_01787
OG0000927	Syad.g_00676	Prag.g_01789
OG0000928	Syad.g_00677	Prag.g_01790
OG0000929	Syad.g_00678	Prag.g_01791
OG0000930	Syad.g_00679	Prag.g_01792
OG0000931	Syad.g_00680	Prag.g_01793
OG0000932	Syad.g_00681	Prag.g_01794
OG0000933	Syad.g_00687	Prag.g_01798
OG0000934	Syad.g_00689	Prag.g_01800
OG0000935	Syad.g_00690	Prag.g_01801
OG0000936	Syad.g_00691	Prag.g_01802
OG0000937	Syad.g_00692	Prag.g_01803
OG0000938	Syad.g_00695	Prag.g_01805
OG0000939	Syad.g_00696	Prag.g_01806
OG0000940	Syad.g_00703	Prag.g_01813
OG0000941	Syad.g_00705	Prag.g_01815
OG0000942	Syad.g_00707	Prag.g_01817
OG0000943	Syad.g_00708	Prag.g_01818
OG0000944	Syad.g_00710	Prag.g_01819
OG0000945	Syad.g_00711	Prag.g_01820
OG0000946	Syad.g_00716	Prag.g_01824
OG0000947	Syad.g_00719	Prag.g_01826
OG0000948	Syad.g_00720	Prag.g_01827
OG0000949	Syad.g_00432	Prag.g_01830
OG0000950	Syad.g_00418	Prag.g_01835
OG0000951	Syad.g_00411	Prag.g_01839
OG0000952	Syad.g_00375	Prag.g_01843
OG0000953	Syad.g_00369	Prag.g_01846
OG0000954	Syad.g_00364	Prag.g_01850
OG0000955	Syad.g_00363	Prag.g_01851
OG0000956	Syad.g_00361	Prag.g_01853
OG0000957	Syad.g_00350	Prag.g_01859
OG0000958	Syad.g_00349	Prag.g_01860
OG0000959	Syad.g_00345	Prag.g_01864
OG0000960	Syad.g_00344	Prag.g_01865
OG0000961	Syad.g_00335	Prag.g_01867
OG0000962	Syad.g_00332	Prag.g_01869
OG0000963	Syad.g_00325	Prag.g_01873
OG0000964	Syad.g_00324	Prag.g_01874
OG0000965	Syad.g_00323	Prag.g_01875
OG0000966	Syad.g_00246	Prag.g_01882
OG0000967	Syad.g_00234	Prag.g_01886
OG0000968	Syad.g_00243	Prag.g_01888
OG0000969	Syad.g_00240	Prag.g_01889
OG0000970	Syad.g_00239	Prag.g_01890
OG0000971	Syad.g_00229	Prag.g_01891
OG0000972	Syad.g_00228	Prag.g_01892
OG0000973	Syad.g_00227	Prag.g_01893
OG0000974	Syad.g_00226	Prag.g_01894
OG0000975	Syad.g_00225	Prag.g_01895
OG0000976	Syad.g_00224	Prag.g_01896
OG0000977	Syad.g_00222	Prag.g_01897
OG0000978	Syad.g_00221	Prag.g_01898
OG0000979	Syad.g_00218	Prag.g_01901
OG0000980	Syad.g_00215	Prag.g_01903
OG0000981	Syad.g_00212	Prag.g_01905
OG0000982	Syad.g_03035	Prag.g_01907
OG0000983	Syad.g_03036	Prag.g_01908
OG0000984	Syad.g_03037	Prag.g_01909
OG0000985	Syad.g_03039	Prag.g_01912
OG0000986	Syad.g_03049	Prag.g_01914
OG0000987	Syad.g_00002	Prag.g_01915
OG0000988	Syad.g_00008	Prag.g_01918
OG0000989	Syad.g_00020	Prag.g_01922
OG0000990	Syad.g_00061	Prag.g_01925
OG0000991	Syad.g_00064	Prag.g_01926
OG0000992	Syad.g_00067	Prag.g_01928
OG0000993	Syad.g_00069	Prag.g_01929
OG0000994	Syad.g_00071	Prag.g_01930
OG0000995	Syad.g_00077	Prag.g_01934
OG0000996	Syad.g_00121	Prag.g_01935
OG0000997	Syad.g_00128	Prag.g_01936
OG0000998	Syad.g_00130	Prag.g_01938
OG0000999	Syad.g_00131	Prag.g_01939
OG0001000	Syad.g_00136	Prag.g_01942
OG0001001	Syad.g_00141	Prag.g_01944
OG0001002	Syad.g_00148	Prag.g_01948
OG0001003	Syad.g_00150	Prag.g_01949
OG0001004	Syad.g_00151	Prag.g_01950
OG0001005	Syad.g_00152	Prag.g_01951
OG0001006	Syad.g_00160	Prag.g_01955
OG0001007	Syad.g_00162	Prag.g_01957
OG0001008	Syad.g_02449	Prag.g_00416
OG0001009	Syad.g_00194	Prag.g_00027
OG0001010	Syad.g_00195	Prag.g_00028
OG0001011	Syad.g_00196	Prag.g_00029
OG0001012	Syad.g_03030	Prag.g_00043
OG0001013	Syad.g_03011	Prag.g_00048
OG0001014	Syad.g_03002	Prag.g_00051
OG0001015	Syad.g_03001	Prag.g_00052
OG0001016	Syad.g_02734	Prag.g_00067
OG0001017	Syad.g_02740	Prag.g_00071
OG0001018	Syad.g_02742	Prag.g_00074
OG0001019	Syad.g_02771	Prag.g_00083
OG0001020	Syad.g_02777	Prag.g_00084
OG0001021	Syad.g_02781	Prag.g_00085
OG0001022	Syad.g_02786	Prag.g_00087
OG0001023	Syad.g_02787	Prag.g_00088
OG0001024	Syad.g_02791	Prag.g_00091
OG0001025	Syad.g_02798	Prag.g_00097
OG0001026	Syad.g_02811	Prag.g_00104
OG0001027	Syad.g_02817	Prag.g_00105
OG0001028	Syad.g_02819	Prag.g_00107
OG0001029	Syad.g_02821	Prag.g_00108
OG0001030	Syad.g_02848	Prag.g_00123
OG0001031	Syad.g_02925	Prag.g_00179
OG0001032	Syad.g_02928	Prag.g_00180
OG0001033	Syad.g_02956	Prag.g_00201
OG0001034	Syad.g_00819	Prag.g_00229
OG0001035	Syad.g_00559	Prag.g_00246
OG0001036	Syad.g_00554	Prag.g_00250
OG0001037	Syad.g_00552	Prag.g_00251
OG0001039	Syad.g_00522	Prag.g_00272
OG0001040	Syad.g_00519	Prag.g_00274
OG0001041	Syad.g_00514	Prag.g_00278
OG0001042	Syad.g_00485	Prag.g_00295
OG0001043	Syad.g_00481	Prag.g_00296
OG0001044	Syad.g_00760	Prag.g_00328
OG0001045	Syad.g_00773	Prag.g_00337
OG0001046	Syad.g_01722	Prag.g_00372
OG0001047	Syad.g_02447	Prag.g_00418
OG0001048	Syad.g_02446	Prag.g_00419
OG0001049	Syad.g_02443	Prag.g_00421
OG0001050	Syad.g_02442	Prag.g_00422
OG0001051	Syad.g_02441	Prag.g_00423
OG0001052	Syad.g_02357	Prag.g_00450
OG0001054	Syad.g_00925	Prag.g_00477
OG0001055	Syad.g_00946	Prag.g_00496
OG0001056	Syad.g_00982	Prag.g_00515
OG0001057	Syad.g_00996	Prag.g_00520
OG0001058	Syad.g_01015	Prag.g_00528
OG0001059	Syad.g_01018	Prag.g_00532
OG0001060	Syad.g_01025	Prag.g_00539
OG0001061	Syad.g_01047	Prag.g_00552
OG0001062	Syad.g_01049	Prag.g_00554
OG0001063	Syad.g_01056	Prag.g_00556
OG0001064	Syad.g_01057	Prag.g_00557
OG0001065	Syad.g_01058	Prag.g_00558
OG0001066	Syad.g_01059	Prag.g_00559
OG0001067	Syad.g_01060	Prag.g_00560
OG0001068	Syad.g_01061	Prag.g_00561
OG0001069	Syad.g_01062	Prag.g_00562
OG0001070	Syad.g_01065	Prag.g_00565
OG0001071	Syad.g_01066	Prag.g_00566
OG0001072	Syad.g_01070	Prag.g_00568
OG0001073	Syad.g_01090	Prag.g_00582
OG0001074	Syad.g_02197	Prag.g_00593
OG0001075	Syad.g_02196	Prag.g_00594
OG0001076	Syad.g_02175	Prag.g_00602
OG0001077	Syad.g_02164	Prag.g_00606
OG0001078	Syad.g_02151	Prag.g_00614
OG0001079	Syad.g_02138	Prag.g_00625
OG0001080	Syad.g_02008	Prag.g_00631
OG0001081	Syad.g_01568	Prag.g_00633
OG0001082	Syad.g_01569	Prag.g_00634
OG0001083	Syad.g_01578	Prag.g_00639
OG0001084	Syad.g_01586	Prag.g_00640
OG0001085	Syad.g_01596	Prag.g_00648
OG0001086	Syad.g_01598	Prag.g_00649
OG0001087	Syad.g_01372	Prag.g_00666
OG0001088	Syad.g_01368	Prag.g_00667
OG0001089	Syad.g_01302	Prag.g_00675
OG0001090	Syad.g_01817	Prag.g_00693
OG0001091	Syad.g_01815	Prag.g_00695
OG0001092	Syad.g_01812	Prag.g_00696
OG0001093	Syad.g_01806	Prag.g_00701
OG0001094	Syad.g_01895	Prag.g_00800
OG0001095	Syad.g_01874	Prag.g_00819
OG0001096	Syad.g_01847	Prag.g_00832
OG0001097	Syad.g_01223	Prag.g_00849
OG0001098	Syad.g_02005, Syad.g_01995	Prag.g_00864
OG0001099	Syad.g_02820	Prag.g_00895
OG0001100	Syad.g_01608	Prag.g_00899
OG0001101	Syad.g_01610	Prag.g_00901
OG0001102	Syad.g_01613	Prag.g_00903
OG0001103	Syad.g_01616	Prag.g_00905
OG0001104	Syad.g_01911	Prag.g_00927
OG0001105	Syad.g_01907	Prag.g_00931
OG0001106	Syad.g_01771	Prag.g_00955
OG0001107	Syad.g_01759	Prag.g_00962
OG0001108	Syad.g_01744	Prag.g_00966
OG0001109	Syad.g_01739	Prag.g_00967
OG0001110	Syad.g_01737	Prag.g_00969
OG0001111	Syad.g_01735	Prag.g_00970
OG0001112	Syad.g_01733	Prag.g_00971
OG0001113	Syad.g_01732	Prag.g_00972
OG0001114	Syad.g_01731	Prag.g_00973
OG0001115	Syad.g_01727	Prag.g_00975
OG0001116	Syad.g_01725	Prag.g_00976
OG0001117	Syad.g_01724	Prag.g_00977
OG0001118	Syad.g_01723	Prag.g_00978
OG0001119	Syad.g_01721	Prag.g_00979
OG0001120	Syad.g_01717	Prag.g_00981
OG0001121	Syad.g_01503	Prag.g_01118, Prag.g_00984
OG0001122	Syad.g_01689	Prag.g_01008
OG0001123	Syad.g_01682	Prag.g_01012
OG0001124	Syad.g_01680	Prag.g_01014
OG0001125	Syad.g_01678	Prag.g_01015
OG0001126	Syad.g_01276	Prag.g_01025
OG0001127	Syad.g_01277	Prag.g_01026
OG0001128	Syad.g_01280	Prag.g_01028
OG0001129	Syad.g_01282	Prag.g_01029
OG0001130	Syad.g_01283	Prag.g_01030
OG0001131	Syad.g_01953	Prag.g_01066
OG0001132	Syad.g_02038	Prag.g_01076
OG0001133	Syad.g_02172	Prag.g_01106
OG0001134	Syad.g_01527	Prag.g_01120
OG0001136	Syad.g_01150	Prag.g_01150
OG0001137	Syad.g_01169	Prag.g_01161
OG0001138	Syad.g_01493	Prag.g_01179
OG0001139	Syad.g_01491	Prag.g_01180
OG0001140	Syad.g_01490	Prag.g_01181
OG0001141	Syad.g_01489	Prag.g_01182
OG0001142	Syad.g_01488	Prag.g_01183
OG0001143	Syad.g_01473	Prag.g_01190
OG0001144	Syad.g_01457	Prag.g_01195
OG0001145	Syad.g_01112	Prag.g_01345
OG0001146	Syad.g_02412	Prag.g_01359
OG0001147	Syad.g_02349	Prag.g_01375
OG0001148	Syad.g_00889	Prag.g_01391
OG0001149	Syad.g_00888	Prag.g_01392
OG0001150	Syad.g_00887	Prag.g_01393
OG0001151	Syad.g_00875	Prag.g_01404
OG0001152	Syad.g_00872	Prag.g_01405
OG0001153	Syad.g_02318	Prag.g_01521
OG0001154	Syad.g_02319	Prag.g_01523
OG0001155	Syad.g_02540	Prag.g_01535
OG0001156	Syad.g_02543	Prag.g_01538
OG0001157	Syad.g_02544	Prag.g_01539
OG0001158	Syad.g_02546	Prag.g_01540
OG0001159	Syad.g_02547	Prag.g_01541
OG0001160	Syad.g_02595	Prag.g_01565
OG0001161	Syad.g_00026	Prag.g_01576
OG0001162	Syad.g_01844	Prag.g_01587
OG0001163	Syad.g_02610	Prag.g_01661
OG0001164	Syad.g_02616	Prag.g_01665
OG0001165	Syad.g_02621	Prag.g_01668
OG0001166	Syad.g_02647	Prag.g_01688
OG0001167	Syad.g_02486	Prag.g_01705
OG0001168	Syad.g_02488	Prag.g_01707
OG0001169	Syad.g_02490	Prag.g_01709
OG0001170	Syad.g_02492	Prag.g_01711
OG0001171	Syad.g_02503	Prag.g_01721
OG0001172	Syad.g_00594	Prag.g_01735
