Orthogroup	Syad	Pral
OG0000583	Syad.g_02205	Pral.g_00479
OG0000584	Syad.g_02204	Pral.g_00478
OG0000585	Syad.g_02202	Pral.g_00476
OG0000586	Syad.g_02201	Pral.g_00475
OG0000587	Syad.g_02199	Pral.g_00474
OG0000588	Syad.g_02183	Pral.g_00469
OG0000589	Syad.g_02178	Pral.g_00466
OG0000590	Syad.g_02177	Pral.g_00465
OG0000591	Syad.g_02169	Pral.g_00462
OG0000592	Syad.g_02168	Pral.g_00461
OG0000593	Syad.g_02156	Pral.g_01433
OG0000594	Syad.g_02155	Pral.g_01434
OG0000595	Syad.g_02154	Pral.g_01435
OG0000596	Syad.g_02149	Pral.g_01439
OG0000597	Syad.g_02146	Pral.g_01441
OG0000598	Syad.g_02145	Pral.g_01442
OG0000599	Syad.g_02142	Pral.g_01445
OG0000600	Syad.g_02141	Pral.g_01446
OG0000601	Syad.g_02140	Pral.g_01447
OG0000602	Syad.g_02135	Pral.g_01449
OG0000603	Syad.g_02134	Pral.g_01450
OG0000604	Syad.g_02131	Pral.g_01451
OG0000605	Syad.g_02026	Pral.g_01452
OG0000606	Syad.g_01567	Pral.g_01455
OG0000607	Syad.g_01571	Pral.g_01458
OG0000608	Syad.g_01572	Pral.g_01459
OG0000609	Syad.g_01574	Pral.g_01460
OG0000610	Syad.g_01589	Pral.g_01466
OG0000611	Syad.g_01592	Pral.g_01469
OG0000612	Syad.g_01593	Pral.g_01470
OG0000613	Syad.g_00457	Pral.g_01769
OG0000614	Syad.g_01340	Pral.g_01748
OG0000615	Syad.g_01948	Pral.g_01737
OG0000616	Syad.g_00145	Pral.g_00399
OG0000617	Syad.g_01810	Pral.g_01723
OG0000618	Syad.g_01809	Pral.g_01722
OG0000619	Syad.g_01808	Pral.g_01721
OG0000620	Syad.g_01803	Pral.g_01718
OG0000621	Syad.g_01802	Pral.g_01717
OG0000622	Syad.g_01801	Pral.g_01716
OG0000623	Syad.g_01800	Pral.g_01715
OG0000624	Syad.g_01798	Pral.g_01713
OG0000625	Syad.g_01797	Pral.g_01712
OG0000626	Syad.g_01796	Pral.g_01711
OG0000627	Syad.g_01640	Pral.g_01709
OG0000628	Syad.g_01641	Pral.g_01708
OG0000629	Syad.g_01644	Pral.g_01707
OG0000630	Syad.g_01648	Pral.g_01704
OG0000631	Syad.g_01658	Pral.g_01658
OG0000632	Syad.g_01659	Pral.g_01657
OG0000633	Syad.g_01660	Pral.g_01656
OG0000634	Syad.g_01893	Pral.g_01484
OG0000635	Syad.g_01892	Pral.g_01485
OG0000636	Syad.g_01890	Pral.g_01487
OG0000637	Syad.g_01888	Pral.g_01489
OG0000638	Syad.g_01887	Pral.g_01490
OG0000639	Syad.g_01886	Pral.g_01491
OG0000640	Syad.g_01885	Pral.g_01492
OG0000641	Syad.g_01881	Pral.g_01496
OG0000642	Syad.g_01880	Pral.g_01497
OG0000643	Syad.g_01878	Pral.g_01498
OG0000644	Syad.g_01877	Pral.g_01499
OG0000645	Syad.g_01875	Pral.g_01500
OG0000646	Syad.g_01872	Pral.g_01502
OG0000647	Syad.g_01870	Pral.g_01504
OG0000648	Syad.g_01860	Pral.g_01506
OG0000649	Syad.g_01859	Pral.g_01507
OG0000650	Syad.g_01858	Pral.g_01508
OG0000651	Syad.g_01857	Pral.g_01509
OG0000652	Syad.g_01856	Pral.g_01510
OG0000653	Syad.g_01850	Pral.g_01512
OG0000654	Syad.g_01849	Pral.g_01513
OG0000655	Syad.g_01848	Pral.g_01514
OG0000656	Syad.g_01845	Pral.g_01517
OG0000657	Syad.g_01240	Pral.g_01524
OG0000658	Syad.g_01231	Pral.g_01525
OG0000659	Syad.g_01230	Pral.g_01526
OG0000660	Syad.g_01226	Pral.g_01530
OG0000661	Syad.g_01224	Pral.g_01532
OG0000662	Syad.g_01222	Pral.g_01534
OG0000663	Syad.g_01219	Pral.g_01536
OG0000664	Syad.g_01209	Pral.g_01537
OG0000665	Syad.g_02115	Pral.g_01543
OG0000666	Syad.g_02027	Pral.g_01544
OG0000667	Syad.g_00612	Pral.g_01548
OG0000668	Syad.g_01688	Pral.g_01820
OG0000669	Syad.g_01606	Pral.g_01809
OG0000670	Syad.g_01609	Pral.g_01806
OG0000671	Syad.g_01611	Pral.g_01804
OG0000672	Syad.g_01615	Pral.g_01801
OG0000673	Syad.g_01618	Pral.g_01798
OG0000674	Syad.g_01620	Pral.g_01796
OG0000675	Syad.g_01633	Pral.g_01795
OG0000676	Syad.g_01635	Pral.g_01793
OG0000677	Syad.g_01636	Pral.g_01792
OG0000678	Syad.g_01957	Pral.g_01790
OG0000679	Syad.g_01922	Pral.g_01786
OG0000680	Syad.g_01921	Pral.g_01785
OG0000681	Syad.g_01919	Pral.g_01782
OG0000682	Syad.g_01918	Pral.g_01781
OG0000683	Syad.g_01917	Pral.g_01780
OG0000684	Syad.g_01912	Pral.g_01778
OG0000685	Syad.g_01910	Pral.g_01776
OG0000686	Syad.g_01909	Pral.g_01775
OG0000687	Syad.g_01908	Pral.g_01774
OG0000688	Syad.g_01904	Pral.g_01474
OG0000689	Syad.g_01902	Pral.g_01475
OG0000690	Syad.g_01901	Pral.g_01476
OG0000691	Syad.g_01900	Pral.g_01477
OG0000692	Syad.g_01899	Pral.g_01479
OG0000693	Syad.g_01897	Pral.g_01480
OG0000694	Syad.g_01896	Pral.g_01481
OG0000695	Syad.g_01662	Pral.g_01654
OG0000696	Syad.g_01663	Pral.g_01653
OG0000697	Syad.g_01789	Pral.g_01652
OG0000698	Syad.g_01786	Pral.g_01649
OG0000699	Syad.g_01785	Pral.g_01647
OG0000700	Syad.g_01784	Pral.g_01646
OG0000701	Syad.g_01783	Pral.g_01645
OG0000702	Syad.g_01775	Pral.g_01643
OG0000703	Syad.g_01774	Pral.g_01642
OG0000704	Syad.g_01772	Pral.g_01640
OG0000705	Syad.g_01765	Pral.g_01634
OG0000706	Syad.g_01764	Pral.g_01633
OG0000707	Syad.g_01763	Pral.g_01632
OG0000708	Syad.g_01760	Pral.g_01630
OG0000709	Syad.g_01745	Pral.g_01626
OG0000710	Syad.g_01738	Pral.g_01623
OG0000711	Syad.g_01710	Pral.g_01579
OG0000712	Syad.g_01708	Pral.g_01580
OG0000713	Syad.g_01707	Pral.g_01581
OG0000714	Syad.g_01705	Pral.g_01582
OG0000715	Syad.g_01703	Pral.g_01584
OG0000716	Syad.g_01697	Pral.g_01586
OG0000717	Syad.g_01696	Pral.g_01587
OG0000718	Syad.g_01692	Pral.g_01590
OG0000719	Syad.g_01690	Pral.g_01592
OG0000720	Syad.g_01677	Pral.g_01603
OG0000721	Syad.g_01675	Pral.g_01607
OG0000722	Syad.g_01674	Pral.g_01608
OG0000723	Syad.g_01791	Pral.g_01575
OG0000724	Syad.g_01284	Pral.g_01566
OG0000725	Syad.g_01293	Pral.g_01560
OG0000726	Syad.g_01294	Pral.g_01559
OG0000727	Syad.g_01295	Pral.g_01558
OG0000728	Syad.g_01297	Pral.g_01556
OG0000729	Syad.g_00331	Pral.g_01311
OG0000730	Syad.g_00758	Pral.g_01324
OG0000731	Syad.g_00770	Pral.g_00692
OG0000732	Syad.g_00214	Pral.g_00348
OG0000733	Syad.g_00028	Pral.g_00077
OG0000734	Syad.g_02809	Pral.g_01351
OG0000735	Syad.g_01120	Pral.g_01353
OG0000736	Syad.g_01121	Pral.g_01354
OG0000737	Syad.g_01122	Pral.g_01355
OG0000738	Syad.g_01127	Pral.g_01359
OG0000739	Syad.g_01145	Pral.g_01360
OG0000740	Syad.g_01146	Pral.g_01361
OG0000741	Syad.g_01149	Pral.g_01363
OG0000742	Syad.g_01151	Pral.g_01366
OG0000743	Syad.g_01153	Pral.g_01368
OG0000744	Syad.g_01154	Pral.g_01369
OG0000745	Syad.g_01156	Pral.g_01370
OG0000746	Syad.g_01158	Pral.g_01372
OG0000747	Syad.g_01159	Pral.g_01373
OG0000748	Syad.g_01170	Pral.g_01378
OG0000749	Syad.g_01173	Pral.g_01379
OG0000750	Syad.g_01174	Pral.g_01380
OG0000751	Syad.g_01182	Pral.g_01383
OG0000752	Syad.g_01184	Pral.g_01385
OG0000753	Syad.g_01187	Pral.g_01388
OG0000754	Syad.g_01516	Pral.g_01391
OG0000755	Syad.g_01504	Pral.g_01399
OG0000756	Syad.g_01498	Pral.g_01400
OG0000757	Syad.g_01487	Pral.g_01406
OG0000758	Syad.g_01486	Pral.g_01407
OG0000759	Syad.g_01485	Pral.g_01408
OG0000760	Syad.g_01484	Pral.g_01409
OG0000761	Syad.g_01480	Pral.g_01410
OG0000762	Syad.g_01474	Pral.g_01411
OG0000763	Syad.g_01468	Pral.g_01413
OG0000764	Syad.g_01467	Pral.g_01414
OG0000765	Syad.g_01447	Pral.g_01423
OG0000766	Syad.g_01446	Pral.g_01424
OG0000767	Syad.g_01444	Pral.g_01426
OG0000768	Syad.g_01443	Pral.g_01427
OG0000769	Syad.g_01441	Pral.g_01429
OG0000770	Syad.g_01437	Pral.g_00456
OG0000771	Syad.g_01278	Pral.g_01064
OG0000772	Syad.g_02078	Pral.g_01893
OG0000773	Syad.g_01114	Pral.g_01290
OG0000774	Syad.g_02396	Pral.g_01288
OG0000775	Syad.g_02398	Pral.g_01286
OG0000776	Syad.g_02399	Pral.g_01285
OG0000777	Syad.g_02400	Pral.g_01284
OG0000778	Syad.g_02401	Pral.g_01283
OG0000779	Syad.g_02407	Pral.g_01279
OG0000780	Syad.g_02411	Pral.g_01278
OG0000781	Syad.g_02415	Pral.g_01275
OG0000782	Syad.g_02416	Pral.g_01274
OG0000783	Syad.g_02418	Pral.g_01273
OG0000784	Syad.g_02419	Pral.g_01272
OG0000785	Syad.g_02421	Pral.g_01270
OG0000786	Syad.g_01101	Pral.g_01267
OG0000787	Syad.g_01100	Pral.g_01266
OG0000788	Syad.g_02139	Pral.g_00440
OG0000789	Syad.g_01982	Pral.g_01060
OG0000790	Syad.g_00886	Pral.g_01217
OG0000791	Syad.g_00885	Pral.g_01215
OG0000792	Syad.g_00884	Pral.g_01214
OG0000793	Syad.g_00879	Pral.g_01211
OG0000794	Syad.g_00878	Pral.g_01210
OG0000795	Syad.g_00877	Pral.g_01209
OG0000796	Syad.g_00871	Pral.g_01205
OG0000797	Syad.g_00870	Pral.g_01204
OG0000799	Syad.g_02243	Pral.g_01184
OG0000800	Syad.g_02245	Pral.g_01183
OG0000801	Syad.g_02246	Pral.g_01182
OG0000802	Syad.g_02251	Pral.g_01180
OG0000803	Syad.g_02255	Pral.g_01178
OG0000804	Syad.g_02260	Pral.g_01177
OG0000805	Syad.g_02266	Pral.g_01175
OG0000806	Syad.g_02267	Pral.g_01173
OG0000807	Syad.g_02269	Pral.g_01172
OG0000808	Syad.g_02270	Pral.g_01171
OG0000809	Syad.g_02273	Pral.g_01167
OG0000810	Syad.g_02274	Pral.g_01166
OG0000811	Syad.g_02283	Pral.g_01158
OG0000812	Syad.g_02285	Pral.g_01156
OG0000813	Syad.g_02286	Pral.g_01155
OG0000814	Syad.g_02288	Pral.g_01153
OG0000815	Syad.g_02289	Pral.g_01152
OG0000816	Syad.g_02290	Pral.g_01150
OG0000817	Syad.g_02291	Pral.g_01149
OG0000818	Syad.g_02297	Pral.g_01144
OG0000819	Syad.g_02298	Pral.g_01143
OG0000820	Syad.g_02299	Pral.g_01142
OG0000821	Syad.g_02305	Pral.g_01137
OG0000822	Syad.g_02307	Pral.g_01136
OG0000823	Syad.g_02308	Pral.g_01135
OG0000824	Syad.g_02314	Pral.g_01132
OG0000825	Syad.g_02315	Pral.g_01131
OG0000826	Syad.g_02316	Pral.g_01130
OG0000827	Syad.g_02317	Pral.g_01129
OG0000828	Syad.g_02320	Pral.g_01126
OG0000829	Syad.g_02321	Pral.g_01125
OG0000830	Syad.g_02322	Pral.g_01124
OG0000831	Syad.g_02325	Pral.g_01122
OG0000832	Syad.g_02538	Pral.g_01110
OG0000833	Syad.g_02550	Pral.g_01101
OG0000834	Syad.g_02552	Pral.g_01100
OG0000835	Syad.g_02553	Pral.g_01099
OG0000836	Syad.g_02557	Pral.g_01098
OG0000837	Syad.g_02561	Pral.g_01097
OG0000838	Syad.g_02565	Pral.g_01094
OG0000839	Syad.g_02566	Pral.g_01093
OG0000840	Syad.g_02567	Pral.g_01092
OG0000841	Syad.g_02568	Pral.g_01091
OG0000842	Syad.g_02569	Pral.g_01090
OG0000843	Syad.g_02570	Pral.g_01089
OG0000844	Syad.g_02577	Pral.g_01088
OG0000845	Syad.g_02578	Pral.g_01087
OG0000846	Syad.g_02579	Pral.g_01086
OG0000847	Syad.g_02580	Pral.g_01085
OG0000848	Syad.g_02582	Pral.g_01084
OG0000849	Syad.g_02583	Pral.g_01083
OG0000850	Syad.g_02586	Pral.g_01081
OG0000851	Syad.g_02592	Pral.g_01080
OG0000852	Syad.g_02593	Pral.g_01079
OG0000853	Syad.g_02597	Pral.g_01074
OG0000854	Syad.g_02606	Pral.g_01072
OG0000855	Syad.g_02607	Pral.g_01071
OG0000856	Syad.g_02166	Pral.g_01058
OG0000857	Syad.g_01871	Pral.g_01503
OG0000858	Syad.g_02613	Pral.g_00100
OG0000859	Syad.g_02614	Pral.g_00101
OG0000860	Syad.g_02625	Pral.g_00109
OG0000861	Syad.g_02626	Pral.g_00110
OG0000862	Syad.g_02628	Pral.g_00111
OG0000863	Syad.g_02631	Pral.g_00113
OG0000864	Syad.g_02632	Pral.g_00114
OG0000865	Syad.g_02633	Pral.g_00115
OG0000866	Syad.g_02634	Pral.g_00116
OG0000867	Syad.g_02635	Pral.g_00117
OG0000868	Syad.g_02637	Pral.g_00119
OG0000869	Syad.g_02643	Pral.g_00122
OG0000870	Syad.g_02648	Pral.g_00127
OG0000871	Syad.g_02649	Pral.g_00128
OG0000872	Syad.g_02657	Pral.g_00129
OG0000873	Syad.g_02660	Pral.g_00132
OG0000874	Syad.g_02655	Pral.g_00135
OG0000875	Syad.g_02662	Pral.g_00136
OG0000876	Syad.g_03003	Pral.g_00137
OG0000877	Syad.g_02480	Pral.g_00139
OG0000878	Syad.g_02481	Pral.g_00140
OG0000879	Syad.g_02482	Pral.g_00141
OG0000880	Syad.g_02483	Pral.g_00142
OG0000881	Syad.g_02489	Pral.g_00146
OG0000882	Syad.g_02494	Pral.g_00151
OG0000883	Syad.g_02497	Pral.g_00154
OG0000884	Syad.g_02499	Pral.g_00156
OG0000885	Syad.g_02500	Pral.g_00157
OG0000886	Syad.g_02501	Pral.g_00158
OG0000887	Syad.g_02502	Pral.g_00159
OG0000888	Syad.g_02504	Pral.g_00161
OG0000889	Syad.g_02506	Pral.g_00163
OG0000890	Syad.g_02512	Pral.g_00164
OG0000891	Syad.g_02513	Pral.g_00165
OG0000892	Syad.g_02517	Pral.g_00167
OG0000893	Syad.g_00589	Pral.g_00170
OG0000894	Syad.g_00592	Pral.g_00173
OG0000895	Syad.g_00596	Pral.g_00177
OG0000896	Syad.g_00597	Pral.g_00178
OG0000897	Syad.g_00599	Pral.g_00180
OG0000898	Syad.g_00600	Pral.g_00181
OG0000899	Syad.g_00601	Pral.g_00182
OG0000900	Syad.g_00602	Pral.g_00183
OG0000901	Syad.g_00607	Pral.g_00187
OG0000902	Syad.g_00609	Pral.g_00189
OG0000903	Syad.g_00645	Pral.g_00193
OG0000904	Syad.g_00640	Pral.g_00198
OG0000905	Syad.g_00632	Pral.g_00191
OG0000906	Syad.g_00630	Pral.g_00190
OG0000907	Syad.g_00648	Pral.g_00200
OG0000908	Syad.g_00651	Pral.g_00203
OG0000909	Syad.g_00652	Pral.g_00204
OG0000910	Syad.g_00653	Pral.g_00205
OG0000911	Syad.g_00655	Pral.g_00207
OG0000912	Syad.g_00656	Pral.g_00208
OG0000913	Syad.g_00657	Pral.g_00209
OG0000914	Syad.g_00658	Pral.g_00210
OG0000915	Syad.g_00660	Pral.g_00211
OG0000916	Syad.g_00661	Pral.g_00212
OG0000917	Syad.g_00662	Pral.g_00213
OG0000918	Syad.g_00663	Pral.g_00214
OG0000919	Syad.g_00664	Pral.g_00215
OG0000920	Syad.g_00665	Pral.g_00216
OG0000921	Syad.g_00666	Pral.g_00217
OG0000922	Syad.g_00667	Pral.g_00218
OG0000923	Syad.g_00671	Pral.g_00222
OG0000924	Syad.g_00672	Pral.g_00223
OG0000925	Syad.g_00673	Pral.g_00224
OG0000926	Syad.g_00674	Pral.g_00225
OG0000927	Syad.g_00676	Pral.g_00227
OG0000928	Syad.g_00677	Pral.g_00228
OG0000929	Syad.g_00678	Pral.g_00229
OG0000930	Syad.g_00679	Pral.g_00230
OG0000931	Syad.g_00680	Pral.g_00232
OG0000932	Syad.g_00681	Pral.g_01190
OG0000933	Syad.g_00687	Pral.g_00236
OG0000934	Syad.g_00689	Pral.g_00238
OG0000935	Syad.g_00690	Pral.g_00239
OG0000936	Syad.g_00691	Pral.g_00240
OG0000937	Syad.g_00692	Pral.g_00241
OG0000938	Syad.g_00695	Pral.g_00244
OG0000939	Syad.g_00696	Pral.g_00245
OG0000940	Syad.g_00703	Pral.g_00252
OG0000941	Syad.g_00705	Pral.g_00254
OG0000942	Syad.g_00707	Pral.g_00256
OG0000943	Syad.g_00708	Pral.g_00257
OG0000944	Syad.g_00710	Pral.g_00259
OG0000945	Syad.g_00711	Pral.g_00260
OG0000946	Syad.g_00716	Pral.g_00266
OG0000947	Syad.g_00719	Pral.g_00268
OG0000948	Syad.g_00720	Pral.g_00269
OG0000949	Syad.g_00432	Pral.g_00272
OG0000950	Syad.g_00418	Pral.g_00278
OG0000951	Syad.g_00411	Pral.g_00282
OG0000952	Syad.g_00375	Pral.g_00286
OG0000953	Syad.g_00369	Pral.g_00290
OG0000954	Syad.g_00364	Pral.g_00294
OG0000955	Syad.g_00363	Pral.g_00295
OG0000956	Syad.g_00361	Pral.g_00297
OG0000957	Syad.g_00350	Pral.g_00303
OG0000958	Syad.g_00349	Pral.g_00304
OG0000959	Syad.g_00345	Pral.g_00308
OG0000960	Syad.g_00344	Pral.g_00309
OG0000961	Syad.g_00335	Pral.g_00312
OG0000962	Syad.g_00332	Pral.g_00314
OG0000963	Syad.g_00325	Pral.g_00318
OG0000964	Syad.g_00324	Pral.g_00319
OG0000965	Syad.g_00323	Pral.g_00320
OG0000966	Syad.g_00246	Pral.g_00326
OG0000967	Syad.g_00234	Pral.g_00330
OG0000968	Syad.g_00243	Pral.g_00332
OG0000969	Syad.g_00240	Pral.g_00333
OG0000970	Syad.g_00239	Pral.g_00334
OG0000971	Syad.g_00229	Pral.g_00335
OG0000972	Syad.g_00228	Pral.g_00336
OG0000973	Syad.g_00227	Pral.g_00337
OG0000974	Syad.g_00226	Pral.g_00338
OG0000975	Syad.g_00225	Pral.g_00339
OG0000976	Syad.g_00224	Pral.g_00340
OG0000977	Syad.g_00222	Pral.g_00341
OG0000978	Syad.g_00221	Pral.g_00342
OG0000979	Syad.g_00218	Pral.g_00345
OG0000980	Syad.g_00215	Pral.g_00347
OG0000981	Syad.g_00212	Pral.g_00350
OG0000982	Syad.g_03035	Pral.g_00352
OG0000983	Syad.g_03036	Pral.g_00353
OG0000984	Syad.g_03037	Pral.g_00354
OG0000985	Syad.g_03039	Pral.g_00357
OG0000986	Syad.g_03049	Pral.g_00359
OG0000987	Syad.g_00002	Pral.g_00360
OG0000988	Syad.g_00008	Pral.g_00363
OG0000989	Syad.g_00020	Pral.g_00367
OG0000990	Syad.g_00061	Pral.g_00373
OG0000991	Syad.g_00064	Pral.g_00374
OG0000992	Syad.g_00067	Pral.g_00377
OG0000993	Syad.g_00069	Pral.g_00378
OG0000994	Syad.g_00071	Pral.g_00379
OG0000995	Syad.g_00077	Pral.g_00383
OG0000996	Syad.g_00121	Pral.g_00384
OG0000997	Syad.g_00128	Pral.g_00386
OG0000998	Syad.g_00130	Pral.g_00388
OG0000999	Syad.g_00131	Pral.g_00389
OG0001000	Syad.g_00136	Pral.g_00392
OG0001001	Syad.g_00141	Pral.g_00396
OG0001002	Syad.g_00148	Pral.g_00401
OG0001003	Syad.g_00150	Pral.g_00402
OG0001004	Syad.g_00151	Pral.g_00403
OG0001005	Syad.g_00152	Pral.g_00404
OG0001006	Syad.g_00160	Pral.g_00408
OG0001007	Syad.g_00162	Pral.g_00410
OG0001008	Syad.g_02449	Pral.g_00657
OG0001009	Syad.g_00194	Pral.g_01017
OG0001010	Syad.g_00195	Pral.g_01016
OG0001011	Syad.g_00196	Pral.g_01014
OG0001012	Syad.g_03030	Pral.g_01001
OG0001013	Syad.g_03011	Pral.g_00994
OG0001014	Syad.g_03002	Pral.g_00991
OG0001015	Syad.g_03001	Pral.g_00990
OG0001016	Syad.g_02734	Pral.g_00974
OG0001017	Syad.g_02740	Pral.g_00970
OG0001018	Syad.g_02742	Pral.g_00968
OG0001019	Syad.g_02771	Pral.g_00958
OG0001020	Syad.g_02777	Pral.g_00957
OG0001021	Syad.g_02781	Pral.g_00956
OG0001022	Syad.g_02786	Pral.g_00953
OG0001023	Syad.g_02787	Pral.g_00952
OG0001024	Syad.g_02791	Pral.g_00949
OG0001025	Syad.g_02798	Pral.g_00942
OG0001026	Syad.g_02811	Pral.g_00934
OG0001027	Syad.g_02817	Pral.g_00933
OG0001028	Syad.g_02819	Pral.g_00931
OG0001029	Syad.g_02821	Pral.g_00930
OG0001030	Syad.g_02848	Pral.g_00914
OG0001031	Syad.g_02925	Pral.g_00857
OG0001032	Syad.g_02928	Pral.g_00856
OG0001033	Syad.g_02956	Pral.g_00836
OG0001034	Syad.g_00819	Pral.g_00804
OG0001035	Syad.g_00559	Pral.g_00784
OG0001036	Syad.g_00554	Pral.g_00780
OG0001037	Syad.g_00552	Pral.g_00779
OG0001039	Syad.g_00522	Pral.g_00758
OG0001040	Syad.g_00519	Pral.g_00755
OG0001041	Syad.g_00514	Pral.g_00751
OG0001042	Syad.g_00485	Pral.g_00734
OG0001043	Syad.g_00481	Pral.g_00733
OG0001044	Syad.g_00760	Pral.g_00699
OG0001045	Syad.g_00773	Pral.g_00690
OG0001046	Syad.g_01722	Pral.g_01039
OG0001047	Syad.g_02447	Pral.g_00655
OG0001048	Syad.g_02446	Pral.g_00654
OG0001049	Syad.g_02443	Pral.g_00651
OG0001050	Syad.g_02442	Pral.g_00650
OG0001051	Syad.g_02441	Pral.g_00649
OG0001052	Syad.g_02357	Pral.g_00621
OG0001055	Syad.g_00946	Pral.g_00573
OG0001056	Syad.g_00982	Pral.g_00554
OG0001057	Syad.g_00996	Pral.g_00549
OG0001058	Syad.g_01015	Pral.g_00541
OG0001059	Syad.g_01018	Pral.g_00537
OG0001060	Syad.g_01025	Pral.g_00530
OG0001061	Syad.g_01047	Pral.g_00514
OG0001062	Syad.g_01049	Pral.g_00512
OG0001063	Syad.g_01056	Pral.g_00510
OG0001064	Syad.g_01057	Pral.g_00509
OG0001065	Syad.g_01058	Pral.g_00508
OG0001066	Syad.g_01059	Pral.g_00507
OG0001067	Syad.g_01060	Pral.g_00506
OG0001068	Syad.g_01061	Pral.g_00505
OG0001069	Syad.g_01062	Pral.g_00504
OG0001070	Syad.g_01065	Pral.g_00502
OG0001071	Syad.g_01066	Pral.g_00501
OG0001072	Syad.g_01070	Pral.g_00499
OG0001073	Syad.g_01090	Pral.g_00485
OG0001074	Syad.g_02197	Pral.g_00472
OG0001075	Syad.g_02196	Pral.g_00471
OG0001076	Syad.g_02175	Pral.g_00464
OG0001077	Syad.g_02164	Pral.g_00459
OG0001078	Syad.g_02151	Pral.g_01437
OG0001079	Syad.g_02138	Pral.g_01448
OG0001080	Syad.g_02008	Pral.g_01454
OG0001081	Syad.g_01568	Pral.g_01456
OG0001082	Syad.g_01569	Pral.g_01457
OG0001083	Syad.g_01578	Pral.g_01462
OG0001084	Syad.g_01586	Pral.g_01463
OG0001085	Syad.g_01596	Pral.g_01772
OG0001086	Syad.g_01598	Pral.g_01771
OG0001087	Syad.g_01372	Pral.g_01753
OG0001088	Syad.g_01368	Pral.g_01752
OG0001089	Syad.g_01302	Pral.g_01741
OG0001090	Syad.g_01817	Pral.g_01728
OG0001091	Syad.g_01815	Pral.g_01726
OG0001092	Syad.g_01812	Pral.g_01725
OG0001093	Syad.g_01806	Pral.g_01720
OG0001094	Syad.g_01895	Pral.g_01482
OG0001095	Syad.g_01874	Pral.g_01501
OG0001096	Syad.g_01847	Pral.g_01515
OG0001097	Syad.g_01223	Pral.g_01533
OG0001098	Syad.g_02005, Syad.g_01995	Pral.g_01552
OG0001099	Syad.g_02820	Pral.g_01815
OG0001100	Syad.g_01608	Pral.g_01807
OG0001101	Syad.g_01610	Pral.g_01805
OG0001102	Syad.g_01613	Pral.g_01802
OG0001103	Syad.g_01616	Pral.g_01800
OG0001104	Syad.g_01911	Pral.g_01777
OG0001105	Syad.g_01907	Pral.g_01773
OG0001106	Syad.g_01771	Pral.g_01639
OG0001107	Syad.g_01759	Pral.g_01629
OG0001108	Syad.g_01744	Pral.g_01625
OG0001109	Syad.g_01739	Pral.g_01624
OG0001110	Syad.g_01737	Pral.g_01622
OG0001111	Syad.g_01735	Pral.g_01621
OG0001112	Syad.g_01733	Pral.g_01620
OG0001113	Syad.g_01732	Pral.g_01619
OG0001114	Syad.g_01731	Pral.g_01618
OG0001115	Syad.g_01727	Pral.g_01616
OG0001116	Syad.g_01725	Pral.g_01615
OG0001117	Syad.g_01724	Pral.g_01614
OG0001118	Syad.g_01723	Pral.g_01613
OG0001119	Syad.g_01721	Pral.g_01612
OG0001120	Syad.g_01717	Pral.g_01611
OG0001122	Syad.g_01689	Pral.g_01593
OG0001123	Syad.g_01682	Pral.g_01598
OG0001124	Syad.g_01680	Pral.g_01600
OG0001125	Syad.g_01678	Pral.g_01602
OG0001126	Syad.g_01276	Pral.g_01571
OG0001127	Syad.g_01277	Pral.g_01570
OG0001128	Syad.g_01280	Pral.g_01569
OG0001129	Syad.g_01282	Pral.g_01568
OG0001130	Syad.g_01283	Pral.g_01567
OG0001131	Syad.g_01953	Pral.g_01321
OG0001132	Syad.g_02038	Pral.g_01033
OG0001133	Syad.g_02172	Pral.g_01314
OG0001134	Syad.g_01527	Pral.g_00056, Pral.g_00078
OG0001136	Syad.g_01150	Pral.g_01364
OG0001137	Syad.g_01169	Pral.g_01377
OG0001138	Syad.g_01493	Pral.g_01401
OG0001139	Syad.g_01491	Pral.g_01403
OG0001141	Syad.g_01489	Pral.g_01404
OG0001142	Syad.g_01488	Pral.g_01405
OG0001143	Syad.g_01473	Pral.g_01412
OG0001144	Syad.g_01457	Pral.g_01417
OG0001145	Syad.g_01112	Pral.g_01289
OG0001146	Syad.g_02412	Pral.g_01277
OG0001147	Syad.g_02349	Pral.g_01235
OG0001148	Syad.g_00889	Pral.g_01220
OG0001149	Syad.g_00888	Pral.g_01219
OG0001150	Syad.g_00887	Pral.g_01218
OG0001151	Syad.g_00875	Pral.g_01207
OG0001152	Syad.g_00872	Pral.g_01206
OG0001153	Syad.g_02318	Pral.g_01128
OG0001154	Syad.g_02319	Pral.g_01127
OG0001155	Syad.g_02540	Pral.g_01108
OG0001156	Syad.g_02543	Pral.g_01105
OG0001157	Syad.g_02544	Pral.g_01104
OG0001158	Syad.g_02546	Pral.g_01103
OG0001159	Syad.g_02547	Pral.g_01102
OG0001160	Syad.g_02595	Pral.g_01076
OG0001161	Syad.g_00026	Pral.g_00045
OG0001163	Syad.g_02610	Pral.g_00098
OG0001164	Syad.g_02616	Pral.g_00102
OG0001165	Syad.g_02621	Pral.g_00105
OG0001166	Syad.g_02647	Pral.g_00126
OG0001167	Syad.g_02486	Pral.g_00143
OG0001168	Syad.g_02488	Pral.g_00145
OG0001169	Syad.g_02490	Pral.g_00147
OG0001170	Syad.g_02492	Pral.g_00149
OG0001171	Syad.g_02503	Pral.g_00160
