Orthogroup	Syad	Prbh
OG0000554	Syad.g_00978	Prbh.g_00295
OG0000555	Syad.g_00999	Prbh.g_00288
OG0000556	Syad.g_01003	Prbh.g_00286
OG0000557	Syad.g_01011	Prbh.g_00285
OG0000558	Syad.g_01013	Prbh.g_00283
OG0000559	Syad.g_01016	Prbh.g_00279
OG0000560	Syad.g_01019	Prbh.g_00276
OG0000561	Syad.g_01020	Prbh.g_00275
OG0000562	Syad.g_01021	Prbh.g_00274
OG0000563	Syad.g_01022	Prbh.g_00273
OG0000564	Syad.g_01023	Prbh.g_00272
OG0000565	Syad.g_01027	Prbh.g_00269
OG0000566	Syad.g_01031	Prbh.g_00265
OG0000567	Syad.g_01035	Prbh.g_00261
OG0000568	Syad.g_01040	Prbh.g_00260
OG0000569	Syad.g_01041	Prbh.g_00259
OG0000570	Syad.g_01042	Prbh.g_00258
OG0000571	Syad.g_01046	Prbh.g_00256
OG0000572	Syad.g_01064	Prbh.g_00244
OG0000573	Syad.g_01072	Prbh.g_00238
OG0000574	Syad.g_01077	Prbh.g_00237
OG0000575	Syad.g_01083	Prbh.g_00233
OG0000576	Syad.g_01085	Prbh.g_00231
OG0000577	Syad.g_01086	Prbh.g_00230
OG0000578	Syad.g_01087	Prbh.g_00229
OG0000579	Syad.g_01088	Prbh.g_00228
OG0000580	Syad.g_01089	Prbh.g_00227
OG0000581	Syad.g_01097	Prbh.g_00224
OG0000582	Syad.g_02206	Prbh.g_00221
OG0000583	Syad.g_02205	Prbh.g_00220
OG0000584	Syad.g_02204	Prbh.g_00219
OG0000585	Syad.g_02202	Prbh.g_00217
OG0000586	Syad.g_02201	Prbh.g_00216
OG0000587	Syad.g_02199	Prbh.g_00215
OG0000588	Syad.g_02183	Prbh.g_01465
OG0000589	Syad.g_02178	Prbh.g_01462
OG0000590	Syad.g_02177	Prbh.g_01461
OG0000591	Syad.g_02169	Prbh.g_01457
OG0000592	Syad.g_02168	Prbh.g_01456
OG0000593	Syad.g_02156	Prbh.g_01221
OG0000594	Syad.g_02155	Prbh.g_01220
OG0000595	Syad.g_02154	Prbh.g_01219
OG0000596	Syad.g_02149	Prbh.g_01216
OG0000597	Syad.g_02146	Prbh.g_01213
OG0000598	Syad.g_02145	Prbh.g_01212
OG0000599	Syad.g_02142	Prbh.g_01209
OG0000600	Syad.g_02141	Prbh.g_01208
OG0000601	Syad.g_02140	Prbh.g_01207
OG0000602	Syad.g_02135	Prbh.g_01205
OG0000603	Syad.g_02134	Prbh.g_01204
OG0000604	Syad.g_02131	Prbh.g_01203
OG0000605	Syad.g_02026	Prbh.g_01202
OG0000606	Syad.g_01567	Prbh.g_01199
OG0000607	Syad.g_01571	Prbh.g_01196
OG0000608	Syad.g_01572	Prbh.g_01195
OG0000609	Syad.g_01574	Prbh.g_01194
OG0000610	Syad.g_01589	Prbh.g_01188
OG0000611	Syad.g_01592	Prbh.g_01185
OG0000612	Syad.g_01593	Prbh.g_01184
OG0000613	Syad.g_00457	Prbh.g_00907
OG0000614	Syad.g_01340	Prbh.g_00928
OG0000615	Syad.g_01948	Prbh.g_00939
OG0000616	Syad.g_00145	Prbh.g_01487
OG0000617	Syad.g_01810	Prbh.g_01167
OG0000618	Syad.g_01809	Prbh.g_01166
OG0000619	Syad.g_01808	Prbh.g_01165
OG0000620	Syad.g_01803	Prbh.g_01162
OG0000621	Syad.g_01802	Prbh.g_01161
OG0000622	Syad.g_01801	Prbh.g_01160
OG0000623	Syad.g_01800	Prbh.g_01159
OG0000624	Syad.g_01798	Prbh.g_01157
OG0000625	Syad.g_01797	Prbh.g_01156
OG0000626	Syad.g_01796	Prbh.g_01155
OG0000627	Syad.g_01640	Prbh.g_01154
OG0000628	Syad.g_01641	Prbh.g_01153
OG0000629	Syad.g_01644	Prbh.g_01151
OG0000630	Syad.g_01648	Prbh.g_01148
OG0000631	Syad.g_01658	Prbh.g_01056
OG0000632	Syad.g_01659	Prbh.g_01057
OG0000633	Syad.g_01660	Prbh.g_01058
OG0000634	Syad.g_01893	Prbh.g_00949
OG0000635	Syad.g_01892	Prbh.g_00950
OG0000636	Syad.g_01890	Prbh.g_00952
OG0000637	Syad.g_01888	Prbh.g_00954
OG0000638	Syad.g_01887	Prbh.g_00955
OG0000639	Syad.g_01886	Prbh.g_00956
OG0000640	Syad.g_01885	Prbh.g_00957
OG0000641	Syad.g_01881	Prbh.g_00961
OG0000642	Syad.g_01880	Prbh.g_00962
OG0000643	Syad.g_01878	Prbh.g_00963
OG0000644	Syad.g_01877	Prbh.g_00964
OG0000645	Syad.g_01875	Prbh.g_00965
OG0000646	Syad.g_01872	Prbh.g_00967
OG0000647	Syad.g_01870	Prbh.g_00969
OG0000648	Syad.g_01860	Prbh.g_00971
OG0000649	Syad.g_01859	Prbh.g_00972
OG0000650	Syad.g_01858	Prbh.g_00973
OG0000651	Syad.g_01857	Prbh.g_00974
OG0000652	Syad.g_01856	Prbh.g_00975
OG0000653	Syad.g_01850	Prbh.g_00977
OG0000654	Syad.g_01849	Prbh.g_00978
OG0000655	Syad.g_01848	Prbh.g_00979
OG0000656	Syad.g_01845	Prbh.g_00982
OG0000657	Syad.g_01240	Prbh.g_00989
OG0000658	Syad.g_01231	Prbh.g_00991
OG0000659	Syad.g_01230	Prbh.g_00992
OG0000660	Syad.g_01226	Prbh.g_00996
OG0000661	Syad.g_01224	Prbh.g_00998
OG0000662	Syad.g_01222	Prbh.g_01001
OG0000663	Syad.g_01219	Prbh.g_01003
OG0000664	Syad.g_01209	Prbh.g_01004
OG0000665	Syad.g_02115	Prbh.g_01010
OG0000666	Syad.g_02027	Prbh.g_01011
OG0000667	Syad.g_00612	Prbh.g_01015
OG0000668	Syad.g_01688	Prbh.g_00857
OG0000669	Syad.g_01606	Prbh.g_00868
OG0000670	Syad.g_01609	Prbh.g_00871
OG0000671	Syad.g_01611	Prbh.g_00873
OG0000672	Syad.g_01615	Prbh.g_00876
OG0000673	Syad.g_01618	Prbh.g_00879
OG0000674	Syad.g_01620	Prbh.g_00881
OG0000675	Syad.g_01633	Prbh.g_00882
OG0000676	Syad.g_01635	Prbh.g_00884
OG0000677	Syad.g_01636	Prbh.g_00885
OG0000678	Syad.g_01957	Prbh.g_00887
OG0000679	Syad.g_01922	Prbh.g_00891
OG0000680	Syad.g_01921	Prbh.g_00892
OG0000681	Syad.g_01919	Prbh.g_00895
OG0000682	Syad.g_01918	Prbh.g_00896
OG0000683	Syad.g_01917	Prbh.g_00897
OG0000684	Syad.g_01912	Prbh.g_00898
OG0000685	Syad.g_01910	Prbh.g_00900
OG0000686	Syad.g_01909	Prbh.g_00901
OG0000687	Syad.g_01908	Prbh.g_00902
OG0000688	Syad.g_01904	Prbh.g_01179
OG0000689	Syad.g_01902	Prbh.g_01178
OG0000690	Syad.g_01901	Prbh.g_01177
OG0000691	Syad.g_01900	Prbh.g_01176
OG0000692	Syad.g_01899	Prbh.g_01174
OG0000693	Syad.g_01897	Prbh.g_01173
OG0000694	Syad.g_01896	Prbh.g_01172
OG0000695	Syad.g_01662	Prbh.g_01060
OG0000696	Syad.g_01663	Prbh.g_01061
OG0000697	Syad.g_01789	Prbh.g_01062
OG0000698	Syad.g_01786	Prbh.g_01065
OG0000699	Syad.g_01785	Prbh.g_01066
OG0000700	Syad.g_01784	Prbh.g_01067
OG0000701	Syad.g_01783	Prbh.g_01068
OG0000702	Syad.g_01775	Prbh.g_01070
OG0000703	Syad.g_01774	Prbh.g_01071
OG0000704	Syad.g_01772	Prbh.g_01073
OG0000705	Syad.g_01765	Prbh.g_01079
OG0000706	Syad.g_01764	Prbh.g_01080
OG0000707	Syad.g_01763	Prbh.g_01081
OG0000708	Syad.g_01760	Prbh.g_01083
OG0000709	Syad.g_01745	Prbh.g_01087
OG0000710	Syad.g_01738	Prbh.g_01090
OG0000711	Syad.g_01710	Prbh.g_01106
OG0000712	Syad.g_01708	Prbh.g_01107
OG0000713	Syad.g_01707	Prbh.g_01108
OG0000714	Syad.g_01705	Prbh.g_01109
OG0000715	Syad.g_01703	Prbh.g_01111
OG0000716	Syad.g_01697	Prbh.g_01113
OG0000717	Syad.g_01696	Prbh.g_01114
OG0000718	Syad.g_01692	Prbh.g_01116
OG0000719	Syad.g_01690	Prbh.g_01118
OG0000720	Syad.g_01677	Prbh.g_01129
OG0000721	Syad.g_01675	Prbh.g_01133
OG0000722	Syad.g_01674	Prbh.g_01134
OG0000723	Syad.g_01791	Prbh.g_01138
OG0000724	Syad.g_01284	Prbh.g_01036
OG0000725	Syad.g_01293	Prbh.g_01030
OG0000726	Syad.g_01294	Prbh.g_01029
OG0000727	Syad.g_01295	Prbh.g_01028
OG0000728	Syad.g_01297	Prbh.g_01026
OG0000729	Syad.g_00331	Prbh.g_01351
OG0000730	Syad.g_00758	Prbh.g_01325
OG0000731	Syad.g_00770	Prbh.g_00432
OG0000733	Syad.g_00028	Prbh.g_01867
OG0000734	Syad.g_02809	Prbh.g_01299
OG0000735	Syad.g_01120	Prbh.g_01297
OG0000736	Syad.g_01121	Prbh.g_01296
OG0000737	Syad.g_01122	Prbh.g_01295
OG0000738	Syad.g_01127	Prbh.g_01291
OG0000739	Syad.g_01145	Prbh.g_01290
OG0000740	Syad.g_01146	Prbh.g_01289
OG0000741	Syad.g_01149	Prbh.g_01287
OG0000742	Syad.g_01151	Prbh.g_01284
OG0000743	Syad.g_01153	Prbh.g_01282
OG0000744	Syad.g_01154	Prbh.g_01280
OG0000745	Syad.g_01156	Prbh.g_01279
OG0000746	Syad.g_01158	Prbh.g_01277
OG0000747	Syad.g_01159	Prbh.g_01276
OG0000748	Syad.g_01170	Prbh.g_01272
OG0000749	Syad.g_01173	Prbh.g_01271
OG0000750	Syad.g_01174	Prbh.g_01270
OG0000751	Syad.g_01182	Prbh.g_01267
OG0000752	Syad.g_01184	Prbh.g_01265
OG0000753	Syad.g_01187	Prbh.g_01262
OG0000754	Syad.g_01516	Prbh.g_01260
OG0000755	Syad.g_01504	Prbh.g_01254
OG0000756	Syad.g_01498	Prbh.g_01253
OG0000757	Syad.g_01487	Prbh.g_01246
OG0000758	Syad.g_01486	Prbh.g_01245
OG0000759	Syad.g_01485	Prbh.g_01244
OG0000760	Syad.g_01484	Prbh.g_01243
OG0000761	Syad.g_01480	Prbh.g_01242
OG0000762	Syad.g_01474	Prbh.g_01241
OG0000763	Syad.g_01468	Prbh.g_01239
OG0000764	Syad.g_01467	Prbh.g_01238
OG0000765	Syad.g_01447	Prbh.g_01230
OG0000766	Syad.g_01446	Prbh.g_01229
OG0000767	Syad.g_01444	Prbh.g_01227
OG0000768	Syad.g_01443	Prbh.g_01226
OG0000769	Syad.g_01441	Prbh.g_01224
OG0000770	Syad.g_01437	Prbh.g_01451
OG0000771	Syad.g_01278	Prbh.g_01397
OG0000772	Syad.g_02078	Prbh.g_01845
OG0000773	Syad.g_01114	Prbh.g_01364
OG0000774	Syad.g_02396	Prbh.g_01366
OG0000775	Syad.g_02398	Prbh.g_01368
OG0000776	Syad.g_02399	Prbh.g_01369
OG0000777	Syad.g_02400	Prbh.g_01370
OG0000778	Syad.g_02401	Prbh.g_01371
OG0000779	Syad.g_02407	Prbh.g_01375
OG0000780	Syad.g_02411	Prbh.g_01376
OG0000781	Syad.g_02415	Prbh.g_01379
OG0000782	Syad.g_02416	Prbh.g_01380
OG0000783	Syad.g_02418	Prbh.g_01381
OG0000784	Syad.g_02419	Prbh.g_01382
OG0000785	Syad.g_02421	Prbh.g_01384
OG0000786	Syad.g_01101	Prbh.g_01387
OG0000787	Syad.g_01100	Prbh.g_01388
OG0000788	Syad.g_02139	Prbh.g_00206
OG0000789	Syad.g_01982	Prbh.g_00196
OG0000790	Syad.g_00886	Prbh.g_00014
OG0000791	Syad.g_00885	Prbh.g_00016
OG0000792	Syad.g_00884	Prbh.g_00017
OG0000793	Syad.g_00879	Prbh.g_00021
OG0000794	Syad.g_00878	Prbh.g_00022
OG0000795	Syad.g_00877	Prbh.g_00023
OG0000796	Syad.g_00871	Prbh.g_00027
OG0000797	Syad.g_00870	Prbh.g_00028
OG0000798	Syad.g_00525	Prbh.g_00033
OG0000799	Syad.g_02243	Prbh.g_00079
OG0000800	Syad.g_02245	Prbh.g_00080
OG0000801	Syad.g_02246	Prbh.g_00081
OG0000802	Syad.g_02251	Prbh.g_00083
OG0000803	Syad.g_02255	Prbh.g_00085
OG0000804	Syad.g_02260	Prbh.g_00086
OG0000805	Syad.g_02266	Prbh.g_00088
OG0000806	Syad.g_02267	Prbh.g_00090
OG0000807	Syad.g_02269	Prbh.g_00091
OG0000808	Syad.g_02270	Prbh.g_00092
OG0000809	Syad.g_02273	Prbh.g_00094
OG0000810	Syad.g_02274	Prbh.g_00095
OG0000811	Syad.g_02283	Prbh.g_00102
OG0000812	Syad.g_02285	Prbh.g_00104
OG0000813	Syad.g_02286	Prbh.g_00105
OG0000814	Syad.g_02288	Prbh.g_00107
OG0000815	Syad.g_02289	Prbh.g_00108
OG0000816	Syad.g_02290	Prbh.g_00110
OG0000817	Syad.g_02291	Prbh.g_00111
OG0000818	Syad.g_02297	Prbh.g_00116
OG0000819	Syad.g_02298	Prbh.g_00117
OG0000820	Syad.g_02299	Prbh.g_00118
OG0000821	Syad.g_02305	Prbh.g_00122
OG0000822	Syad.g_02307	Prbh.g_00123
OG0000823	Syad.g_02308	Prbh.g_00124
OG0000824	Syad.g_02314	Prbh.g_00127
OG0000825	Syad.g_02315	Prbh.g_00128
OG0000826	Syad.g_02316	Prbh.g_00129
OG0000827	Syad.g_02317	Prbh.g_00130
OG0000828	Syad.g_02320	Prbh.g_00133
OG0000829	Syad.g_02321	Prbh.g_00134
OG0000830	Syad.g_02322	Prbh.g_00135
OG0000831	Syad.g_02325	Prbh.g_00137
OG0000832	Syad.g_02538	Prbh.g_00147
OG0000833	Syad.g_02550	Prbh.g_00156
OG0000834	Syad.g_02552	Prbh.g_00157
OG0000835	Syad.g_02553	Prbh.g_00158
OG0000836	Syad.g_02557	Prbh.g_00159
OG0000837	Syad.g_02561	Prbh.g_00160
OG0000838	Syad.g_02565	Prbh.g_00163
OG0000839	Syad.g_02566	Prbh.g_00164
OG0000840	Syad.g_02567	Prbh.g_00165
OG0000841	Syad.g_02568	Prbh.g_00166
OG0000842	Syad.g_02569	Prbh.g_00167
OG0000843	Syad.g_02570	Prbh.g_00168
OG0000844	Syad.g_02577	Prbh.g_00169
OG0000845	Syad.g_02578	Prbh.g_00170
OG0000846	Syad.g_02579	Prbh.g_00171
OG0000847	Syad.g_02580	Prbh.g_00172
OG0000848	Syad.g_02582	Prbh.g_00173
OG0000849	Syad.g_02583	Prbh.g_00174
OG0000850	Syad.g_02586	Prbh.g_00176
OG0000851	Syad.g_02592	Prbh.g_00177
OG0000852	Syad.g_02593	Prbh.g_00178
OG0000853	Syad.g_02597	Prbh.g_00183
OG0000854	Syad.g_02606	Prbh.g_00185
OG0000855	Syad.g_02607	Prbh.g_00186
OG0000856	Syad.g_02166	Prbh.g_01454
OG0000857	Syad.g_01871	Prbh.g_00968
OG0000858	Syad.g_02613	Prbh.g_01789
OG0000859	Syad.g_02614	Prbh.g_01788
OG0000860	Syad.g_02625	Prbh.g_01780
OG0000861	Syad.g_02626	Prbh.g_01779
OG0000862	Syad.g_02628	Prbh.g_01778
OG0000863	Syad.g_02631	Prbh.g_01776
OG0000864	Syad.g_02632	Prbh.g_01775
OG0000865	Syad.g_02633	Prbh.g_01774
OG0000866	Syad.g_02634	Prbh.g_01773
OG0000867	Syad.g_02635	Prbh.g_01772
OG0000868	Syad.g_02637	Prbh.g_01770
OG0000869	Syad.g_02643	Prbh.g_01767
OG0000870	Syad.g_02648	Prbh.g_01762
OG0000871	Syad.g_02649	Prbh.g_01761
OG0000872	Syad.g_02657	Prbh.g_01760
OG0000873	Syad.g_02660	Prbh.g_01757
OG0000874	Syad.g_02655	Prbh.g_01754
OG0000875	Syad.g_02662	Prbh.g_01752
OG0000876	Syad.g_03003	Prbh.g_01751
OG0000877	Syad.g_02480	Prbh.g_01749
OG0000878	Syad.g_02481	Prbh.g_01748
OG0000879	Syad.g_02482	Prbh.g_01747
OG0000880	Syad.g_02483	Prbh.g_01746
OG0000881	Syad.g_02489	Prbh.g_01742
OG0000882	Syad.g_02494	Prbh.g_01737
OG0000883	Syad.g_02497	Prbh.g_01735
OG0000884	Syad.g_02499	Prbh.g_01733
OG0000885	Syad.g_02500	Prbh.g_01732
OG0000886	Syad.g_02501	Prbh.g_01731
OG0000887	Syad.g_02502	Prbh.g_01730
OG0000888	Syad.g_02504	Prbh.g_01728
OG0000889	Syad.g_02506	Prbh.g_01726
OG0000890	Syad.g_02512	Prbh.g_01725
OG0000891	Syad.g_02513	Prbh.g_01724
OG0000892	Syad.g_02517	Prbh.g_01723
OG0000893	Syad.g_00589	Prbh.g_01719
OG0000894	Syad.g_00592	Prbh.g_01716
OG0000895	Syad.g_00596	Prbh.g_01712
OG0000896	Syad.g_00597	Prbh.g_01711
OG0000897	Syad.g_00599	Prbh.g_01709
OG0000898	Syad.g_00600	Prbh.g_01708
OG0000899	Syad.g_00601	Prbh.g_01707
OG0000900	Syad.g_00602	Prbh.g_01706
OG0000901	Syad.g_00607	Prbh.g_01703
OG0000902	Syad.g_00609	Prbh.g_01701
OG0000903	Syad.g_00645	Prbh.g_01697
OG0000904	Syad.g_00640	Prbh.g_01692
OG0000905	Syad.g_00632	Prbh.g_01699
OG0000906	Syad.g_00630	Prbh.g_01700
OG0000907	Syad.g_00648	Prbh.g_01687
OG0000908	Syad.g_00651	Prbh.g_01684
OG0000909	Syad.g_00652	Prbh.g_01683
OG0000910	Syad.g_00653	Prbh.g_01682
OG0000911	Syad.g_00655	Prbh.g_01680
OG0000912	Syad.g_00656	Prbh.g_01679
OG0000913	Syad.g_00657	Prbh.g_01678
OG0000914	Syad.g_00658	Prbh.g_01677
OG0000915	Syad.g_00660	Prbh.g_01676
OG0000916	Syad.g_00661	Prbh.g_01675
OG0000917	Syad.g_00662	Prbh.g_01674
OG0000918	Syad.g_00663	Prbh.g_01673
OG0000919	Syad.g_00664	Prbh.g_01672
OG0000920	Syad.g_00665	Prbh.g_01671
OG0000921	Syad.g_00666	Prbh.g_01670
OG0000922	Syad.g_00667	Prbh.g_01669
OG0000923	Syad.g_00671	Prbh.g_01665
OG0000924	Syad.g_00672	Prbh.g_01664
OG0000925	Syad.g_00673	Prbh.g_01663
OG0000926	Syad.g_00674	Prbh.g_01662
OG0000927	Syad.g_00676	Prbh.g_01660
OG0000928	Syad.g_00677	Prbh.g_01659
OG0000929	Syad.g_00678	Prbh.g_01658
OG0000930	Syad.g_00679	Prbh.g_01657
OG0000931	Syad.g_00680	Prbh.g_01656
OG0000932	Syad.g_00681	Prbh.g_01655
OG0000933	Syad.g_00687	Prbh.g_01651
OG0000934	Syad.g_00689	Prbh.g_01649
OG0000935	Syad.g_00690	Prbh.g_01648
OG0000936	Syad.g_00691	Prbh.g_01647
OG0000937	Syad.g_00692	Prbh.g_01646
OG0000938	Syad.g_00695	Prbh.g_01643
OG0000939	Syad.g_00696	Prbh.g_01642
OG0000940	Syad.g_00703	Prbh.g_01635
OG0000941	Syad.g_00705	Prbh.g_01633
OG0000942	Syad.g_00707	Prbh.g_01631
OG0000943	Syad.g_00708	Prbh.g_01630
OG0000944	Syad.g_00710	Prbh.g_01628
OG0000945	Syad.g_00711	Prbh.g_01627
OG0000946	Syad.g_00716	Prbh.g_01621
OG0000947	Syad.g_00719	Prbh.g_01619
OG0000948	Syad.g_00720	Prbh.g_01618
OG0000949	Syad.g_00432	Prbh.g_01615
OG0000950	Syad.g_00418	Prbh.g_01608
OG0000951	Syad.g_00411	Prbh.g_01604
OG0000952	Syad.g_00375	Prbh.g_01600
OG0000953	Syad.g_00369	Prbh.g_01596
OG0000954	Syad.g_00364	Prbh.g_01592
OG0000955	Syad.g_00363	Prbh.g_01591
OG0000956	Syad.g_00361	Prbh.g_01589
OG0000957	Syad.g_00350	Prbh.g_01583
OG0000958	Syad.g_00349	Prbh.g_01582
OG0000959	Syad.g_00345	Prbh.g_01578
OG0000960	Syad.g_00344	Prbh.g_01577
OG0000961	Syad.g_00335	Prbh.g_01574
OG0000962	Syad.g_00332	Prbh.g_01572
OG0000963	Syad.g_00325	Prbh.g_01568
OG0000964	Syad.g_00324	Prbh.g_01567
OG0000965	Syad.g_00323	Prbh.g_01566
OG0000966	Syad.g_00246	Prbh.g_01560
OG0000967	Syad.g_00234	Prbh.g_01556
OG0000968	Syad.g_00243	Prbh.g_01554
OG0000969	Syad.g_00240	Prbh.g_01553
OG0000970	Syad.g_00239	Prbh.g_01552
OG0000971	Syad.g_00229	Prbh.g_01551
OG0000972	Syad.g_00228	Prbh.g_01550
OG0000973	Syad.g_00227	Prbh.g_01549
OG0000974	Syad.g_00226	Prbh.g_01548
OG0000975	Syad.g_00225	Prbh.g_01547
OG0000976	Syad.g_00224	Prbh.g_01546
OG0000977	Syad.g_00222	Prbh.g_01545
OG0000978	Syad.g_00221	Prbh.g_01544
OG0000979	Syad.g_00218	Prbh.g_01541
OG0000980	Syad.g_00215	Prbh.g_01539
OG0000981	Syad.g_00212	Prbh.g_01536
OG0000982	Syad.g_03035	Prbh.g_01534
OG0000983	Syad.g_03036	Prbh.g_01533
OG0000984	Syad.g_03037	Prbh.g_01532
OG0000985	Syad.g_03039	Prbh.g_01529
OG0000986	Syad.g_03049	Prbh.g_01527
OG0000987	Syad.g_00002	Prbh.g_01526
OG0000988	Syad.g_00008	Prbh.g_01523
OG0000989	Syad.g_00020	Prbh.g_01519
OG0000990	Syad.g_00061	Prbh.g_01514
OG0000991	Syad.g_00064	Prbh.g_01513
OG0000992	Syad.g_00067	Prbh.g_01510
OG0000993	Syad.g_00069	Prbh.g_01509
OG0000994	Syad.g_00071	Prbh.g_01508
OG0000995	Syad.g_00077	Prbh.g_01504
OG0000996	Syad.g_00121	Prbh.g_01503
OG0000997	Syad.g_00128	Prbh.g_01501
OG0000998	Syad.g_00130	Prbh.g_01499
OG0000999	Syad.g_00131	Prbh.g_01498
OG0001000	Syad.g_00136	Prbh.g_01495
OG0001001	Syad.g_00141	Prbh.g_01490
OG0001002	Syad.g_00148	Prbh.g_01485
OG0001003	Syad.g_00150	Prbh.g_01484
OG0001004	Syad.g_00151	Prbh.g_01483
OG0001005	Syad.g_00152	Prbh.g_01482
OG0001006	Syad.g_00160	Prbh.g_01478
OG0001007	Syad.g_00162	Prbh.g_01476
OG0001008	Syad.g_02449	Prbh.g_00395
OG0001009	Syad.g_00194	Prbh.g_00753
OG0001010	Syad.g_00195	Prbh.g_00752
OG0001011	Syad.g_00196	Prbh.g_00751
OG0001012	Syad.g_03030	Prbh.g_00739
OG0001013	Syad.g_03011	Prbh.g_00732
OG0001014	Syad.g_03002	Prbh.g_00729
OG0001015	Syad.g_03001	Prbh.g_00728
OG0001016	Syad.g_02734	Prbh.g_00709
OG0001017	Syad.g_02740	Prbh.g_00705
OG0001018	Syad.g_02742	Prbh.g_00703
OG0001019	Syad.g_02771	Prbh.g_00694
OG0001020	Syad.g_02777	Prbh.g_00693
OG0001021	Syad.g_02781	Prbh.g_00692
OG0001022	Syad.g_02786	Prbh.g_00689
OG0001023	Syad.g_02787	Prbh.g_00688
OG0001024	Syad.g_02791	Prbh.g_00685
OG0001025	Syad.g_02798	Prbh.g_00678
OG0001026	Syad.g_02811	Prbh.g_00670
OG0001027	Syad.g_02817	Prbh.g_00669
OG0001028	Syad.g_02819	Prbh.g_00667
OG0001029	Syad.g_02821	Prbh.g_00666
OG0001030	Syad.g_02848	Prbh.g_00650
OG0001031	Syad.g_02925	Prbh.g_00596
OG0001032	Syad.g_02928	Prbh.g_00595
OG0001033	Syad.g_02956	Prbh.g_00574
OG0001034	Syad.g_00819	Prbh.g_00544
OG0001035	Syad.g_00559	Prbh.g_00524
OG0001036	Syad.g_00554	Prbh.g_00520
OG0001037	Syad.g_00552	Prbh.g_00519
OG0001039	Syad.g_00522	Prbh.g_00498
OG0001040	Syad.g_00519	Prbh.g_00496
OG0001041	Syad.g_00514	Prbh.g_00491
OG0001042	Syad.g_00485	Prbh.g_00474
OG0001043	Syad.g_00481	Prbh.g_00473
OG0001044	Syad.g_00760	Prbh.g_00440
OG0001045	Syad.g_00773	Prbh.g_00430
OG0001046	Syad.g_01722	Prbh.g_01877
OG0001047	Syad.g_02447	Prbh.g_00393
OG0001048	Syad.g_02446	Prbh.g_00392
OG0001049	Syad.g_02443	Prbh.g_00390
OG0001050	Syad.g_02442	Prbh.g_00389
OG0001051	Syad.g_02441	Prbh.g_00388
OG0001052	Syad.g_02357	Prbh.g_00360
OG0001054	Syad.g_00925	Prbh.g_00333
OG0001055	Syad.g_00946	Prbh.g_00313
OG0001056	Syad.g_00982	Prbh.g_00293
OG0001057	Syad.g_00996	Prbh.g_00289
OG0001058	Syad.g_01015	Prbh.g_00281
OG0001059	Syad.g_01018	Prbh.g_00277
OG0001060	Syad.g_01025	Prbh.g_00270
OG0001061	Syad.g_01047	Prbh.g_00255
OG0001062	Syad.g_01049	Prbh.g_00253
OG0001063	Syad.g_01056	Prbh.g_00251
OG0001064	Syad.g_01057	Prbh.g_00250
OG0001065	Syad.g_01058	Prbh.g_00249
OG0001066	Syad.g_01059	Prbh.g_00248
OG0001067	Syad.g_01060	Prbh.g_00247
OG0001068	Syad.g_01061	Prbh.g_00246
OG0001069	Syad.g_01062	Prbh.g_00245
OG0001070	Syad.g_01065	Prbh.g_00243
OG0001071	Syad.g_01066	Prbh.g_00242
OG0001072	Syad.g_01070	Prbh.g_00240
OG0001073	Syad.g_01090	Prbh.g_00226
OG0001074	Syad.g_02197	Prbh.g_00214
OG0001075	Syad.g_02196	Prbh.g_00213
OG0001076	Syad.g_02175	Prbh.g_01459
OG0001077	Syad.g_02164	Prbh.g_01453
OG0001078	Syad.g_02151	Prbh.g_01217
OG0001079	Syad.g_02138	Prbh.g_01206
OG0001080	Syad.g_02008	Prbh.g_01200
OG0001081	Syad.g_01568	Prbh.g_01198
OG0001082	Syad.g_01569	Prbh.g_01197
OG0001083	Syad.g_01578	Prbh.g_01192
OG0001084	Syad.g_01586	Prbh.g_01191
OG0001085	Syad.g_01596	Prbh.g_00904
OG0001086	Syad.g_01598	Prbh.g_00905
OG0001087	Syad.g_01372	Prbh.g_00923
OG0001088	Syad.g_01368	Prbh.g_00924
OG0001089	Syad.g_01302	Prbh.g_00935
OG0001090	Syad.g_01817	Prbh.g_00946
OG0001091	Syad.g_01815	Prbh.g_01170
OG0001092	Syad.g_01812	Prbh.g_01169
OG0001093	Syad.g_01806	Prbh.g_01164
OG0001094	Syad.g_01895	Prbh.g_01171
OG0001095	Syad.g_01874	Prbh.g_00966
OG0001096	Syad.g_01847	Prbh.g_00980
OG0001097	Syad.g_01223	Prbh.g_00999
OG0001098	Syad.g_02005, Syad.g_01995	Prbh.g_01019
OG0001099	Syad.g_02820	Prbh.g_00861
OG0001100	Syad.g_01608	Prbh.g_00870
OG0001101	Syad.g_01610	Prbh.g_00872
OG0001102	Syad.g_01613	Prbh.g_00875
OG0001103	Syad.g_01616	Prbh.g_00877
OG0001104	Syad.g_01911	Prbh.g_00899
OG0001105	Syad.g_01907	Prbh.g_00903
OG0001106	Syad.g_01771	Prbh.g_01074
OG0001107	Syad.g_01759	Prbh.g_01084
OG0001108	Syad.g_01744	Prbh.g_01088
OG0001109	Syad.g_01739	Prbh.g_01089
OG0001110	Syad.g_01737	Prbh.g_01091
OG0001111	Syad.g_01735	Prbh.g_01092
OG0001112	Syad.g_01733	Prbh.g_01093
OG0001113	Syad.g_01732	Prbh.g_01094
OG0001114	Syad.g_01731	Prbh.g_01095
OG0001115	Syad.g_01727	Prbh.g_01097
