Orthogroup	Syad	Praa
OG0000589	Syad.g_02178	Praa.g_00621
OG0000590	Syad.g_02177	Praa.g_00622
OG0000591	Syad.g_02169	Praa.g_00625
OG0000592	Syad.g_02168	Praa.g_00626
OG0000593	Syad.g_02156	Praa.g_00632
OG0000594	Syad.g_02155	Praa.g_00633
OG0000595	Syad.g_02154	Praa.g_00634
OG0000596	Syad.g_02149	Praa.g_00638
OG0000597	Syad.g_02146	Praa.g_00640
OG0000598	Syad.g_02145	Praa.g_00641
OG0000599	Syad.g_02142	Praa.g_00644
OG0000600	Syad.g_02141	Praa.g_00645
OG0000601	Syad.g_02140	Praa.g_00646
OG0000602	Syad.g_02135	Praa.g_00648
OG0000603	Syad.g_02134	Praa.g_00649
OG0000604	Syad.g_02131	Praa.g_00650
OG0000605	Syad.g_02026	Praa.g_00651
OG0000606	Syad.g_01567	Praa.g_00654
OG0000607	Syad.g_01571	Praa.g_00657
OG0000608	Syad.g_01572	Praa.g_00658
OG0000609	Syad.g_01574	Praa.g_00659
OG0000610	Syad.g_01589	Praa.g_00664
OG0000611	Syad.g_01592	Praa.g_00667
OG0000612	Syad.g_01593	Praa.g_00668
OG0000613	Syad.g_00457	Praa.g_00673
OG0000614	Syad.g_01340	Praa.g_00692
OG0000615	Syad.g_01948	Praa.g_00700
OG0000616	Syad.g_00145	Praa.g_00704
OG0000617	Syad.g_01810	Praa.g_00717
OG0000618	Syad.g_01809	Praa.g_00718
OG0000619	Syad.g_01808	Praa.g_00719
OG0000620	Syad.g_01803	Praa.g_00722
OG0000621	Syad.g_01802	Praa.g_00723
OG0000622	Syad.g_01801	Praa.g_00724
OG0000623	Syad.g_01800	Praa.g_00725
OG0000624	Syad.g_01798	Praa.g_00726
OG0000625	Syad.g_01797	Praa.g_00727
OG0000626	Syad.g_01796	Praa.g_00728
OG0000627	Syad.g_01640	Praa.g_00729
OG0000628	Syad.g_01641	Praa.g_00730
OG0000629	Syad.g_01644	Praa.g_00731
OG0000630	Syad.g_01648	Praa.g_00734
OG0000631	Syad.g_01658	Praa.g_00794
OG0000632	Syad.g_01659	Praa.g_00795
OG0000633	Syad.g_01660	Praa.g_00796
OG0000634	Syad.g_01893	Praa.g_00799
OG0000635	Syad.g_01892	Praa.g_00800
OG0000636	Syad.g_01890	Praa.g_00802
OG0000637	Syad.g_01888	Praa.g_00804
OG0000638	Syad.g_01887	Praa.g_00805
OG0000639	Syad.g_01886	Praa.g_00806
OG0000640	Syad.g_01885	Praa.g_00807
OG0000641	Syad.g_01881	Praa.g_00812
OG0000642	Syad.g_01880	Praa.g_00813
OG0000643	Syad.g_01878	Praa.g_00814
OG0000644	Syad.g_01877	Praa.g_00815
OG0000645	Syad.g_01875	Praa.g_00816
OG0000646	Syad.g_01872	Praa.g_00818
OG0000647	Syad.g_01870	Praa.g_00819
OG0000648	Syad.g_01860	Praa.g_00821
OG0000649	Syad.g_01859	Praa.g_00822
OG0000650	Syad.g_01858	Praa.g_00823
OG0000651	Syad.g_01857	Praa.g_00824
OG0000652	Syad.g_01856	Praa.g_00825
OG0000653	Syad.g_01850	Praa.g_00827
OG0000654	Syad.g_01849	Praa.g_00828
OG0000655	Syad.g_01848	Praa.g_00829
OG0000656	Syad.g_01845	Praa.g_00832
OG0000657	Syad.g_01240	Praa.g_00840
OG0000658	Syad.g_01231	Praa.g_00841
OG0000659	Syad.g_01230	Praa.g_00842
OG0000660	Syad.g_01226	Praa.g_00846
OG0000661	Syad.g_01224	Praa.g_00848
OG0000662	Syad.g_01222	Praa.g_00850
OG0000663	Syad.g_01219	Praa.g_00852
OG0000664	Syad.g_01209	Praa.g_00853
OG0000665	Syad.g_02115	Praa.g_00857
OG0000666	Syad.g_02027	Praa.g_00858
OG0000667	Syad.g_00612	Praa.g_00862
OG0000668	Syad.g_01688	Praa.g_00892
OG0000669	Syad.g_01606	Praa.g_00899
OG0000670	Syad.g_01609	Praa.g_00901
OG0000671	Syad.g_01611	Praa.g_00903
OG0000672	Syad.g_01615	Praa.g_00905
OG0000673	Syad.g_01618	Praa.g_00908
OG0000674	Syad.g_01620	Praa.g_00910
OG0000675	Syad.g_01633	Praa.g_00911
OG0000676	Syad.g_01635	Praa.g_00913
OG0000677	Syad.g_01636	Praa.g_00914
OG0000678	Syad.g_01957	Praa.g_00916
OG0000679	Syad.g_01922	Praa.g_00920
OG0000680	Syad.g_01921	Praa.g_00921
OG0000681	Syad.g_01919	Praa.g_00923
OG0000682	Syad.g_01918	Praa.g_00924
OG0000683	Syad.g_01917	Praa.g_00925
OG0000684	Syad.g_01912	Praa.g_00926
OG0000685	Syad.g_01910	Praa.g_00928
OG0000686	Syad.g_01909	Praa.g_00929
OG0000687	Syad.g_01908	Praa.g_00930
OG0000688	Syad.g_01904	Praa.g_00933
OG0000689	Syad.g_01902	Praa.g_00934
OG0000690	Syad.g_01901	Praa.g_00935
OG0000691	Syad.g_01900	Praa.g_00936
OG0000692	Syad.g_01899	Praa.g_00938
OG0000693	Syad.g_01897	Praa.g_00939
OG0000694	Syad.g_01896	Praa.g_00940
OG0000695	Syad.g_01662	Praa.g_00942
OG0000696	Syad.g_01663	Praa.g_00943
OG0000697	Syad.g_01789	Praa.g_00944
OG0000698	Syad.g_01786	Praa.g_00947
OG0000699	Syad.g_01785	Praa.g_00948
OG0000700	Syad.g_01784	Praa.g_00949
OG0000701	Syad.g_01783	Praa.g_00950
OG0000702	Syad.g_01775	Praa.g_00952
OG0000703	Syad.g_01774	Praa.g_00953
OG0000704	Syad.g_01772	Praa.g_00954
OG0000705	Syad.g_01765	Praa.g_00958
OG0000706	Syad.g_01764	Praa.g_00959
OG0000707	Syad.g_01763	Praa.g_00960
OG0000708	Syad.g_01760	Praa.g_00961
OG0000709	Syad.g_01745	Praa.g_00965
OG0000710	Syad.g_01738	Praa.g_00968
OG0000711	Syad.g_01710	Praa.g_00985
OG0000712	Syad.g_01708	Praa.g_00987
OG0000713	Syad.g_01707	Praa.g_00988
OG0000714	Syad.g_01705	Praa.g_00989
OG0000715	Syad.g_01703	Praa.g_00991
OG0000716	Syad.g_01697	Praa.g_00993
OG0000717	Syad.g_01696	Praa.g_00994
OG0000718	Syad.g_01692	Praa.g_01008
OG0000719	Syad.g_01690	Praa.g_01010
OG0000720	Syad.g_01677	Praa.g_01019
OG0000721	Syad.g_01675	Praa.g_01021
OG0000722	Syad.g_01674	Praa.g_01022
OG0000723	Syad.g_01791	Praa.g_01025
OG0000724	Syad.g_01284	Praa.g_01034
OG0000725	Syad.g_01293	Praa.g_01040
OG0000726	Syad.g_01294	Praa.g_01041
OG0000727	Syad.g_01295	Praa.g_01042
OG0000728	Syad.g_01297	Praa.g_01044
OG0000729	Syad.g_00331	Praa.g_01091
OG0000730	Syad.g_00758	Praa.g_01095
OG0000731	Syad.g_00770	Praa.g_01099
OG0000732	Syad.g_00214	Praa.g_01109
OG0000733	Syad.g_00028	Praa.g_01128
OG0000734	Syad.g_02809	Praa.g_01145
OG0000735	Syad.g_01120	Praa.g_01147
OG0000736	Syad.g_01121	Praa.g_01148
OG0000737	Syad.g_01122	Praa.g_01149
OG0000738	Syad.g_01127	Praa.g_01153
OG0000739	Syad.g_01145	Praa.g_01154
OG0000740	Syad.g_01146	Praa.g_01155
OG0000741	Syad.g_01149	Praa.g_01156
OG0000742	Syad.g_01151	Praa.g_01158
OG0000743	Syad.g_01153	Praa.g_01160
OG0000744	Syad.g_01154	Praa.g_01161
OG0000745	Syad.g_01156	Praa.g_01162
OG0000746	Syad.g_01158	Praa.g_01164
OG0000747	Syad.g_01159	Praa.g_01165
OG0000748	Syad.g_01170	Praa.g_01168
OG0000749	Syad.g_01173	Praa.g_01169
OG0000750	Syad.g_01174	Praa.g_01170
OG0000751	Syad.g_01182	Praa.g_01172
OG0000752	Syad.g_01184	Praa.g_01174
OG0000753	Syad.g_01187	Praa.g_01177
OG0000754	Syad.g_01516	Praa.g_01180
OG0000755	Syad.g_01504	Praa.g_01183
OG0000756	Syad.g_01498	Praa.g_01184
OG0000757	Syad.g_01487	Praa.g_01190
OG0000758	Syad.g_01486	Praa.g_01191
OG0000759	Syad.g_01485	Praa.g_01192
OG0000760	Syad.g_01484	Praa.g_01193
OG0000761	Syad.g_01480	Praa.g_01194
OG0000762	Syad.g_01474	Praa.g_01195
OG0000763	Syad.g_01468	Praa.g_01197
OG0000764	Syad.g_01467	Praa.g_01198
OG0000765	Syad.g_01447	Praa.g_01207
OG0000766	Syad.g_01446	Praa.g_01208
OG0000767	Syad.g_01444	Praa.g_01210
OG0000768	Syad.g_01443	Praa.g_01211
OG0000769	Syad.g_01441	Praa.g_01213
OG0000770	Syad.g_01437	Praa.g_01215
OG0000771	Syad.g_01278	Praa.g_01224
OG0000772	Syad.g_02078	Praa.g_01290
OG0000773	Syad.g_01114	Praa.g_01309
OG0000774	Syad.g_02396	Praa.g_01311
OG0000775	Syad.g_02398	Praa.g_01313
OG0000776	Syad.g_02399	Praa.g_01314
OG0000777	Syad.g_02400	Praa.g_01315
OG0000778	Syad.g_02401	Praa.g_01316
OG0000779	Syad.g_02407	Praa.g_01320
OG0000780	Syad.g_02411	Praa.g_01321
OG0000781	Syad.g_02415	Praa.g_01324
OG0000782	Syad.g_02416	Praa.g_01325
OG0000783	Syad.g_02418	Praa.g_01326
OG0000784	Syad.g_02419	Praa.g_01327
OG0000785	Syad.g_02421	Praa.g_01329
OG0000786	Syad.g_01101	Praa.g_01331
OG0000787	Syad.g_01100	Praa.g_01332
OG0000788	Syad.g_02139	Praa.g_01353
OG0000789	Syad.g_01982	Praa.g_01356
OG0000790	Syad.g_00886	Praa.g_01371
OG0000791	Syad.g_00885	Praa.g_01373
OG0000792	Syad.g_00884	Praa.g_01374
OG0000793	Syad.g_00879	Praa.g_01377
OG0000794	Syad.g_00878	Praa.g_01378
OG0000795	Syad.g_00877	Praa.g_01379
OG0000796	Syad.g_00871	Praa.g_01383
OG0000797	Syad.g_00870	Praa.g_01384
OG0000798	Syad.g_00525	Praa.g_01393
OG0000799	Syad.g_02243	Praa.g_01458
OG0000800	Syad.g_02245	Praa.g_01459
OG0000801	Syad.g_02246	Praa.g_01460
OG0000802	Syad.g_02251	Praa.g_01462
OG0000803	Syad.g_02255	Praa.g_01464
OG0000804	Syad.g_02260	Praa.g_01465
OG0000805	Syad.g_02266	Praa.g_01467
OG0000806	Syad.g_02267	Praa.g_01469
OG0000807	Syad.g_02269	Praa.g_01470
OG0000808	Syad.g_02270	Praa.g_01471
OG0000809	Syad.g_02273	Praa.g_01474
OG0000810	Syad.g_02274	Praa.g_01475
OG0000811	Syad.g_02283	Praa.g_01479
OG0000812	Syad.g_02285	Praa.g_01481
OG0000813	Syad.g_02286	Praa.g_01482
OG0000814	Syad.g_02288	Praa.g_01484
OG0000815	Syad.g_02289	Praa.g_01485
OG0000816	Syad.g_02290	Praa.g_01487
OG0000817	Syad.g_02291	Praa.g_01488
OG0000818	Syad.g_02297	Praa.g_01493
OG0000819	Syad.g_02298	Praa.g_01494
OG0000820	Syad.g_02299	Praa.g_01495
OG0000821	Syad.g_02305	Praa.g_01499
OG0000822	Syad.g_02307	Praa.g_01500
OG0000823	Syad.g_02308	Praa.g_01501
OG0000824	Syad.g_02314	Praa.g_01504
OG0000825	Syad.g_02315	Praa.g_01505
OG0000826	Syad.g_02316	Praa.g_01506
OG0000827	Syad.g_02317	Praa.g_01507
OG0000828	Syad.g_02320	Praa.g_01510
OG0000829	Syad.g_02321	Praa.g_01511
OG0000830	Syad.g_02322	Praa.g_01512
OG0000831	Syad.g_02325	Praa.g_01514
OG0000832	Syad.g_02538	Praa.g_01520
OG0000833	Syad.g_02550	Praa.g_01528
OG0000834	Syad.g_02552	Praa.g_01529
OG0000835	Syad.g_02553	Praa.g_01530
OG0000836	Syad.g_02557	Praa.g_01531
OG0000837	Syad.g_02561	Praa.g_01532
OG0000838	Syad.g_02565	Praa.g_01534
OG0000839	Syad.g_02566	Praa.g_01535
OG0000840	Syad.g_02567	Praa.g_01536
OG0000841	Syad.g_02568	Praa.g_01537
OG0000842	Syad.g_02569	Praa.g_01538
OG0000843	Syad.g_02570	Praa.g_01539
OG0000844	Syad.g_02577	Praa.g_01541
OG0000845	Syad.g_02578	Praa.g_01542
OG0000846	Syad.g_02579	Praa.g_01543
OG0000847	Syad.g_02580	Praa.g_01544
OG0000848	Syad.g_02582	Praa.g_01545
OG0000849	Syad.g_02583	Praa.g_01546
OG0000850	Syad.g_02586	Praa.g_01548
OG0000851	Syad.g_02592	Praa.g_01549
OG0000852	Syad.g_02593	Praa.g_01550
OG0000853	Syad.g_02597	Praa.g_01554
OG0000854	Syad.g_02606	Praa.g_01556
OG0000855	Syad.g_02607	Praa.g_01557
OG0000856	Syad.g_02166	Praa.g_01572
OG0000857	Syad.g_01871	Praa.g_01600
OG0000858	Syad.g_02613	Praa.g_01629
OG0000859	Syad.g_02614	Praa.g_01630
OG0000860	Syad.g_02625	Praa.g_01637
OG0000861	Syad.g_02626	Praa.g_01638
OG0000862	Syad.g_02628	Praa.g_01639
OG0000863	Syad.g_02631	Praa.g_01641
OG0000864	Syad.g_02632	Praa.g_01642
OG0000865	Syad.g_02633	Praa.g_01643
OG0000866	Syad.g_02634	Praa.g_01644
OG0000867	Syad.g_02635	Praa.g_01645
OG0000868	Syad.g_02637	Praa.g_01646
OG0000869	Syad.g_02643	Praa.g_01650
OG0000870	Syad.g_02648	Praa.g_01655
OG0000871	Syad.g_02649	Praa.g_01656
OG0000872	Syad.g_02657	Praa.g_01657
OG0000873	Syad.g_02660	Praa.g_01660
OG0000874	Syad.g_02655	Praa.g_01663
OG0000875	Syad.g_02662	Praa.g_01665
OG0000876	Syad.g_03003	Praa.g_01666
OG0000877	Syad.g_02480	Praa.g_01668
OG0000878	Syad.g_02481	Praa.g_01669
OG0000879	Syad.g_02482	Praa.g_01670
OG0000880	Syad.g_02483	Praa.g_01671
OG0000881	Syad.g_02489	Praa.g_01675
OG0000882	Syad.g_02494	Praa.g_01680
OG0000883	Syad.g_02497	Praa.g_01682
OG0000884	Syad.g_02499	Praa.g_01684
OG0000885	Syad.g_02500	Praa.g_01685
OG0000886	Syad.g_02501	Praa.g_01686
OG0000887	Syad.g_02502	Praa.g_01687
OG0000888	Syad.g_02504	Praa.g_01689
OG0000889	Syad.g_02506	Praa.g_01691
OG0000890	Syad.g_02512	Praa.g_01692
OG0000891	Syad.g_02513	Praa.g_01693
OG0000892	Syad.g_02517	Praa.g_01695
OG0000893	Syad.g_00589	Praa.g_01699
OG0000894	Syad.g_00592	Praa.g_01701
OG0000895	Syad.g_00596	Praa.g_01704
OG0000896	Syad.g_00597	Praa.g_01705
OG0000897	Syad.g_00599	Praa.g_01707
OG0000898	Syad.g_00600	Praa.g_01708
OG0000899	Syad.g_00601	Praa.g_01709
OG0000900	Syad.g_00602	Praa.g_01710
OG0000901	Syad.g_00607	Praa.g_01713
OG0000902	Syad.g_00609	Praa.g_01715
OG0000903	Syad.g_00645	Praa.g_01718
OG0000904	Syad.g_00640	Praa.g_01720
OG0000905	Syad.g_00632	Praa.g_01725
OG0000906	Syad.g_00630	Praa.g_01726
OG0000907	Syad.g_00648	Praa.g_01733
OG0000908	Syad.g_00651	Praa.g_01736
OG0000909	Syad.g_00652	Praa.g_01737
OG0000910	Syad.g_00653	Praa.g_01738
OG0000911	Syad.g_00655	Praa.g_01740
OG0000912	Syad.g_00656	Praa.g_01741
OG0000913	Syad.g_00657	Praa.g_01742
OG0000914	Syad.g_00658	Praa.g_01743
OG0000915	Syad.g_00660	Praa.g_01744
OG0000916	Syad.g_00661	Praa.g_01745
OG0000917	Syad.g_00662	Praa.g_01746
OG0000918	Syad.g_00663	Praa.g_01747
OG0000919	Syad.g_00664	Praa.g_01748
OG0000920	Syad.g_00665	Praa.g_01749
OG0000921	Syad.g_00666	Praa.g_01750
OG0000922	Syad.g_00667	Praa.g_01751
OG0000923	Syad.g_00671	Praa.g_01755
OG0000924	Syad.g_00672	Praa.g_01756
OG0000925	Syad.g_00673	Praa.g_01757
OG0000926	Syad.g_00674	Praa.g_01758
OG0000927	Syad.g_00676	Praa.g_01760
OG0000928	Syad.g_00677	Praa.g_01761
OG0000929	Syad.g_00678	Praa.g_01762
OG0000930	Syad.g_00679	Praa.g_01763
OG0000931	Syad.g_00680	Praa.g_01764
OG0000932	Syad.g_00681	Praa.g_01765
OG0000933	Syad.g_00687	Praa.g_01769
OG0000934	Syad.g_00689	Praa.g_01771
OG0000935	Syad.g_00690	Praa.g_01772
OG0000936	Syad.g_00691	Praa.g_01773
OG0000937	Syad.g_00692	Praa.g_01774
OG0000938	Syad.g_00695	Praa.g_01776
OG0000939	Syad.g_00696	Praa.g_01777
OG0000940	Syad.g_00703	Praa.g_01784
OG0000941	Syad.g_00705	Praa.g_01786
OG0000942	Syad.g_00707	Praa.g_01788
OG0000943	Syad.g_00708	Praa.g_01789
OG0000944	Syad.g_00710	Praa.g_01790
OG0000945	Syad.g_00711	Praa.g_01791
OG0000946	Syad.g_00716	Praa.g_01796
OG0000947	Syad.g_00719	Praa.g_01798
OG0000948	Syad.g_00720	Praa.g_01799
OG0000949	Syad.g_00432	Praa.g_01802
OG0000950	Syad.g_00418	Praa.g_01807
OG0000951	Syad.g_00411	Praa.g_01811
OG0000952	Syad.g_00375	Praa.g_01815
OG0000953	Syad.g_00369	Praa.g_01818
OG0000954	Syad.g_00364	Praa.g_01822
OG0000955	Syad.g_00363	Praa.g_01823
OG0000956	Syad.g_00361	Praa.g_01825
OG0000957	Syad.g_00350	Praa.g_01830
OG0000958	Syad.g_00349	Praa.g_01831
OG0000959	Syad.g_00345	Praa.g_01835
OG0000960	Syad.g_00344	Praa.g_01836
OG0000961	Syad.g_00335	Praa.g_01838
OG0000962	Syad.g_00332	Praa.g_01840
OG0000963	Syad.g_00325	Praa.g_01844
OG0000964	Syad.g_00324	Praa.g_01845
OG0000965	Syad.g_00323	Praa.g_01846
OG0000966	Syad.g_00246	Praa.g_01853
OG0000967	Syad.g_00234	Praa.g_01858
OG0000968	Syad.g_00243	Praa.g_01860
OG0000969	Syad.g_00240	Praa.g_01861
OG0000970	Syad.g_00239	Praa.g_01862
OG0000971	Syad.g_00229	Praa.g_01863
OG0000972	Syad.g_00228	Praa.g_01864
OG0000973	Syad.g_00227	Praa.g_01865
OG0000974	Syad.g_00226	Praa.g_01866
OG0000975	Syad.g_00225	Praa.g_01867
OG0000976	Syad.g_00224	Praa.g_01868
OG0000977	Syad.g_00222	Praa.g_01869
OG0000978	Syad.g_00221	Praa.g_01870
OG0000979	Syad.g_00218	Praa.g_01873
OG0000980	Syad.g_00215	Praa.g_01875
OG0000981	Syad.g_00212	Praa.g_01877
OG0000982	Syad.g_03035	Praa.g_01879
OG0000983	Syad.g_03036	Praa.g_01880
OG0000984	Syad.g_03037	Praa.g_01881
OG0000985	Syad.g_03039	Praa.g_01884
OG0000986	Syad.g_03049	Praa.g_01886
OG0000987	Syad.g_00002	Praa.g_01887
OG0000988	Syad.g_00008	Praa.g_01890
OG0000989	Syad.g_00020	Praa.g_01893
OG0000990	Syad.g_00061	Praa.g_01896
OG0000991	Syad.g_00064	Praa.g_01897
OG0000992	Syad.g_00067	Praa.g_01899
OG0000993	Syad.g_00069	Praa.g_01900
OG0000994	Syad.g_00071	Praa.g_01901
OG0000995	Syad.g_00077	Praa.g_01905
OG0000996	Syad.g_00121	Praa.g_01906
OG0000997	Syad.g_00128	Praa.g_01907
OG0000998	Syad.g_00130	Praa.g_01909
OG0000999	Syad.g_00131	Praa.g_01910
OG0001000	Syad.g_00136	Praa.g_01913
OG0001001	Syad.g_00141	Praa.g_01915
OG0001002	Syad.g_00148	Praa.g_01919
OG0001003	Syad.g_00150	Praa.g_01920
OG0001004	Syad.g_00151	Praa.g_01921
OG0001005	Syad.g_00152	Praa.g_01922
OG0001006	Syad.g_00160	Praa.g_01926
OG0001007	Syad.g_00162	Praa.g_01928
OG0001009	Syad.g_00194	Praa.g_00027
OG0001010	Syad.g_00195	Praa.g_00028
OG0001011	Syad.g_00196	Praa.g_00029
OG0001012	Syad.g_03030	Praa.g_00043
OG0001013	Syad.g_03011	Praa.g_00048
OG0001014	Syad.g_03002	Praa.g_00051
OG0001015	Syad.g_03001	Praa.g_00052
OG0001016	Syad.g_02734	Praa.g_00073
OG0001017	Syad.g_02740	Praa.g_00077
OG0001018	Syad.g_02742	Praa.g_00080
OG0001019	Syad.g_02771	Praa.g_00089
OG0001020	Syad.g_02777	Praa.g_00090
OG0001021	Syad.g_02781	Praa.g_00091
OG0001022	Syad.g_02786	Praa.g_00094
OG0001023	Syad.g_02787	Praa.g_00095
OG0001024	Syad.g_02791	Praa.g_00098
OG0001025	Syad.g_02798	Praa.g_00104
OG0001026	Syad.g_02811	Praa.g_00111
OG0001027	Syad.g_02817	Praa.g_00112
OG0001028	Syad.g_02819	Praa.g_00114
OG0001029	Syad.g_02821	Praa.g_00115
OG0001030	Syad.g_02848	Praa.g_00130
OG0001031	Syad.g_02925	Praa.g_00186
OG0001032	Syad.g_02928	Praa.g_00187
OG0001033	Syad.g_02956	Praa.g_00208
OG0001034	Syad.g_00819	Praa.g_00236
OG0001035	Syad.g_00559	Praa.g_00254
OG0001036	Syad.g_00554	Praa.g_00259
OG0001037	Syad.g_00552	Praa.g_00260
OG0001039	Syad.g_00522	Praa.g_00281
OG0001040	Syad.g_00519	Praa.g_00283
OG0001041	Syad.g_00514	Praa.g_00287
OG0001042	Syad.g_00485	Praa.g_00304
OG0001043	Syad.g_00481	Praa.g_00305
OG0001044	Syad.g_00760	Praa.g_00333
OG0001045	Syad.g_00773	Praa.g_00341
OG0001046	Syad.g_01722	Praa.g_00378
OG0001047	Syad.g_02447	Praa.g_00438
OG0001048	Syad.g_02446	Praa.g_00439
OG0001049	Syad.g_02443	Praa.g_00441
OG0001050	Syad.g_02442	Praa.g_00442
OG0001051	Syad.g_02441	Praa.g_00443
OG0001052	Syad.g_02357	Praa.g_00471
OG0001054	Syad.g_00925	Praa.g_00498
OG0001055	Syad.g_00946	Praa.g_00517
OG0001056	Syad.g_00982	Praa.g_00536
OG0001057	Syad.g_00996	Praa.g_00541
OG0001058	Syad.g_01015	Praa.g_00550
OG0001059	Syad.g_01018	Praa.g_00554
OG0001060	Syad.g_01025	Praa.g_00561
OG0001061	Syad.g_01047	Praa.g_00574
OG0001062	Syad.g_01049	Praa.g_00576
OG0001063	Syad.g_01056	Praa.g_00578
OG0001064	Syad.g_01057	Praa.g_00579
OG0001065	Syad.g_01058	Praa.g_00580
OG0001066	Syad.g_01059	Praa.g_00581
OG0001067	Syad.g_01060	Praa.g_00582
OG0001068	Syad.g_01061	Praa.g_00583
OG0001069	Syad.g_01062	Praa.g_00584
OG0001070	Syad.g_01065	Praa.g_00587
OG0001071	Syad.g_01066	Praa.g_00588
OG0001072	Syad.g_01070	Praa.g_00590
OG0001073	Syad.g_01090	Praa.g_00604
OG0001074	Syad.g_02197	Praa.g_00615
OG0001075	Syad.g_02196	Praa.g_00616
OG0001076	Syad.g_02175	Praa.g_00624
OG0001077	Syad.g_02164	Praa.g_00628
OG0001078	Syad.g_02151	Praa.g_00636
OG0001079	Syad.g_02138	Praa.g_00647
OG0001080	Syad.g_02008	Praa.g_00653
OG0001081	Syad.g_01568	Praa.g_00655
OG0001082	Syad.g_01569	Praa.g_00656
OG0001083	Syad.g_01578	Praa.g_00661
OG0001084	Syad.g_01586	Praa.g_00662
OG0001085	Syad.g_01596	Praa.g_00670
OG0001086	Syad.g_01598	Praa.g_00671
OG0001087	Syad.g_01372	Praa.g_00688
OG0001088	Syad.g_01368	Praa.g_00689
OG0001089	Syad.g_01302	Praa.g_00697
OG0001090	Syad.g_01817	Praa.g_00712
OG0001091	Syad.g_01815	Praa.g_00714
OG0001092	Syad.g_01812	Praa.g_00715
OG0001093	Syad.g_01806	Praa.g_00720
OG0001094	Syad.g_01895	Praa.g_00797
OG0001095	Syad.g_01874	Praa.g_00817
OG0001096	Syad.g_01847	Praa.g_00830
OG0001097	Syad.g_01223	Praa.g_00849
OG0001098	Syad.g_02005, Syad.g_01995	Praa.g_00864
OG0001099	Syad.g_02820	Praa.g_00896
OG0001100	Syad.g_01608	Praa.g_00900
OG0001101	Syad.g_01610	Praa.g_00902
OG0001102	Syad.g_01613	Praa.g_00904
OG0001103	Syad.g_01616	Praa.g_00906
OG0001104	Syad.g_01911	Praa.g_00927
OG0001105	Syad.g_01907	Praa.g_00931
OG0001106	Syad.g_01771	Praa.g_00955
OG0001107	Syad.g_01759	Praa.g_00962
OG0001108	Syad.g_01744	Praa.g_00966
OG0001109	Syad.g_01739	Praa.g_00967
OG0001110	Syad.g_01737	Praa.g_00969
OG0001111	Syad.g_01735	Praa.g_00970
OG0001112	Syad.g_01733	Praa.g_00971
OG0001113	Syad.g_01732	Praa.g_00972
OG0001114	Syad.g_01731	Praa.g_00973
OG0001115	Syad.g_01727	Praa.g_00975
OG0001116	Syad.g_01725	Praa.g_00976
OG0001117	Syad.g_01724	Praa.g_00977
OG0001118	Syad.g_01723	Praa.g_00978
OG0001119	Syad.g_01721	Praa.g_00979
OG0001120	Syad.g_01717	Praa.g_00981
OG0001121	Syad.g_01503	Praa.g_01125, Praa.g_00984
OG0001122	Syad.g_01689	Praa.g_01011
OG0001123	Syad.g_01682	Praa.g_01015
OG0001124	Syad.g_01680	Praa.g_01017
OG0001125	Syad.g_01678	Praa.g_01018
OG0001126	Syad.g_01276	Praa.g_01028
OG0001127	Syad.g_01277	Praa.g_01029
OG0001128	Syad.g_01280	Praa.g_01031
OG0001129	Syad.g_01282	Praa.g_01032
OG0001130	Syad.g_01283	Praa.g_01033
OG0001131	Syad.g_01953	Praa.g_01070
OG0001132	Syad.g_02038	Praa.g_01080
OG0001133	Syad.g_02172	Praa.g_01115
OG0001134	Syad.g_01527	Praa.g_01127
OG0001136	Syad.g_01150	Praa.g_01157
OG0001137	Syad.g_01169	Praa.g_01167
OG0001138	Syad.g_01493	Praa.g_01185
OG0001139	Syad.g_01491	Praa.g_01186
OG0001140	Syad.g_01490	Praa.g_01187
OG0001141	Syad.g_01489	Praa.g_01188
OG0001142	Syad.g_01488	Praa.g_01189
OG0001143	Syad.g_01473	Praa.g_01196
OG0001144	Syad.g_01457	Praa.g_01201
OG0001145	Syad.g_01112	Praa.g_01310
OG0001146	Syad.g_02412	Praa.g_01322
OG0001147	Syad.g_02349	Praa.g_01352
OG0001148	Syad.g_00889	Praa.g_01368
OG0001149	Syad.g_00888	Praa.g_01369
OG0001150	Syad.g_00887	Praa.g_01370
OG0001151	Syad.g_00875	Praa.g_01381
OG0001152	Syad.g_00872	Praa.g_01382
OG0001153	Syad.g_02318	Praa.g_01508
OG0001154	Syad.g_02319	Praa.g_01509
OG0001155	Syad.g_02540	Praa.g_01521
OG0001156	Syad.g_02543	Praa.g_01524
OG0001157	Syad.g_02544	Praa.g_01525
OG0001158	Syad.g_02546	Praa.g_01526
OG0001159	Syad.g_02547	Praa.g_01527
OG0001160	Syad.g_02595	Praa.g_01552
OG0001161	Syad.g_00026	Praa.g_01565
OG0001162	Syad.g_01844	Praa.g_01576
OG0001163	Syad.g_02610	Praa.g_01627
OG0001164	Syad.g_02616	Praa.g_01631
OG0001165	Syad.g_02621	Praa.g_01634
OG0001166	Syad.g_02647	Praa.g_01654
OG0001167	Syad.g_02486	Praa.g_01672
OG0001168	Syad.g_02488	Praa.g_01674
OG0001169	Syad.g_02490	Praa.g_01676
OG0001170	Syad.g_02492	Praa.g_01678
OG0001171	Syad.g_02503	Praa.g_01688
OG0001172	Syad.g_00594	Praa.g_01702
OG0001173	Syad.g_00595	Praa.g_01703
