Orthogroup	Syad	Syas
OG0000614	Syad.g_01340	Syas.g_01044
OG0000615	Syad.g_01948	Syas.g_00650
OG0000616	Syad.g_00145	Syas.g_02011
OG0000617	Syad.g_01810	Syas.g_00180
OG0000618	Syad.g_01809	Syas.g_00181
OG0000619	Syad.g_01808	Syas.g_00182
OG0000620	Syad.g_01803	Syas.g_00188
OG0000621	Syad.g_01802	Syas.g_00189
OG0000622	Syad.g_01801	Syas.g_00190
OG0000623	Syad.g_01800	Syas.g_00191
OG0000624	Syad.g_01798	Syas.g_00192
OG0000625	Syad.g_01797	Syas.g_00193
OG0000626	Syad.g_01796	Syas.g_00194
OG0000627	Syad.g_01640	Syas.g_00372
OG0000628	Syad.g_01641	Syas.g_00373
OG0000629	Syad.g_01644	Syas.g_00376
OG0000630	Syad.g_01648	Syas.g_00397
OG0000631	Syad.g_01658	Syas.g_00405
OG0000632	Syad.g_01659	Syas.g_00406
OG0000633	Syad.g_01660	Syas.g_00407
OG0000634	Syad.g_01893	Syas.g_00600
OG0000635	Syad.g_01892	Syas.g_00599
OG0000636	Syad.g_01890	Syas.g_00597
OG0000637	Syad.g_01888	Syas.g_00595
OG0000638	Syad.g_01887	Syas.g_00594
OG0000639	Syad.g_01886	Syas.g_00593
OG0000640	Syad.g_01885	Syas.g_00592
OG0000641	Syad.g_01881	Syas.g_00587
OG0000642	Syad.g_01880	Syas.g_00586
OG0000643	Syad.g_01878	Syas.g_00585
OG0000644	Syad.g_01877	Syas.g_00584
OG0000645	Syad.g_01875	Syas.g_00583
OG0000646	Syad.g_01872	Syas.g_00580
OG0000647	Syad.g_01870	Syas.g_00578
OG0000648	Syad.g_01860	Syas.g_00576
OG0000649	Syad.g_01859	Syas.g_00575
OG0000650	Syad.g_01858	Syas.g_00574
OG0000651	Syad.g_01857	Syas.g_00573
OG0000652	Syad.g_01856	Syas.g_00572
OG0000653	Syad.g_01850	Syas.g_00570
OG0000654	Syad.g_01849	Syas.g_00569
OG0000655	Syad.g_01848	Syas.g_00568
OG0000656	Syad.g_01845	Syas.g_00565
OG0000657	Syad.g_01240	Syas.g_00232
OG0000658	Syad.g_01231	Syas.g_00235
OG0000659	Syad.g_01230	Syas.g_00236
OG0000660	Syad.g_01226	Syas.g_00240
OG0000662	Syad.g_01222	Syas.g_00281
OG0000663	Syad.g_01219	Syas.g_00284
OG0000664	Syad.g_01209	Syas.g_00287
OG0000665	Syad.g_02115	Syas.g_00385
OG0000666	Syad.g_02027	Syas.g_01362
OG0000667	Syad.g_00612	Syas.g_00088
OG0000668	Syad.g_01688	Syas.g_00221
OG0000669	Syad.g_01606	Syas.g_00684
OG0000670	Syad.g_01609	Syas.g_00681
OG0000671	Syad.g_01611	Syas.g_00679
OG0000672	Syad.g_01615	Syas.g_00676
OG0000673	Syad.g_01618	Syas.g_00673
OG0000674	Syad.g_01620	Syas.g_00671
OG0000675	Syad.g_01633	Syas.g_00670
OG0000676	Syad.g_01635	Syas.g_00668
OG0000677	Syad.g_01636	Syas.g_00667
OG0000678	Syad.g_01957	Syas.g_00660
OG0000679	Syad.g_01922	Syas.g_00629
OG0000680	Syad.g_01921	Syas.g_00628
OG0000681	Syad.g_01919	Syas.g_00625
OG0000682	Syad.g_01918	Syas.g_00624
OG0000683	Syad.g_01917	Syas.g_00623
OG0000684	Syad.g_01912	Syas.g_00621
OG0000685	Syad.g_01910	Syas.g_00187
OG0000686	Syad.g_01909	Syas.g_00619
OG0000687	Syad.g_01908	Syas.g_00618
OG0000688	Syad.g_01904	Syas.g_00612
OG0000689	Syad.g_01902	Syas.g_00610
OG0000690	Syad.g_01901	Syas.g_00609
OG0000691	Syad.g_01900	Syas.g_00608
OG0000692	Syad.g_01899	Syas.g_00606
OG0000693	Syad.g_01897	Syas.g_00604
OG0000694	Syad.g_01896	Syas.g_00603
OG0000695	Syad.g_01662	Syas.g_00410
OG0000696	Syad.g_01663	Syas.g_00411
OG0000697	Syad.g_01789	Syas.g_00413
OG0000698	Syad.g_01786	Syas.g_00417
OG0000699	Syad.g_01785	Syas.g_00419
OG0000700	Syad.g_01784	Syas.g_00420
OG0000701	Syad.g_01783	Syas.g_00421
OG0000702	Syad.g_01775	Syas.g_00437
OG0000703	Syad.g_01774	Syas.g_00438
OG0000704	Syad.g_01772	Syas.g_00446
OG0000705	Syad.g_01765	Syas.g_00453
OG0000706	Syad.g_01764	Syas.g_00454
OG0000707	Syad.g_01763	Syas.g_00455
OG0000708	Syad.g_01760	Syas.g_00458
OG0000709	Syad.g_01745	Syas.g_00466
OG0000710	Syad.g_01738	Syas.g_00497
OG0000711	Syad.g_01710	Syas.g_00546
OG0000712	Syad.g_01708	Syas.g_00548
OG0000713	Syad.g_01707	Syas.g_00549
OG0000714	Syad.g_01705	Syas.g_00551
OG0000715	Syad.g_01703	Syas.g_00553
OG0000716	Syad.g_01697	Syas.g_00556
OG0000717	Syad.g_01696	Syas.g_00557
OG0000718	Syad.g_01692	Syas.g_00561
OG0000719	Syad.g_01690	Syas.g_00223
OG0000720	Syad.g_01677	Syas.g_00209
OG0000721	Syad.g_01675	Syas.g_00207
OG0000722	Syad.g_01674	Syas.g_00206
OG0000723	Syad.g_01791	Syas.g_00196
OG0000724	Syad.g_01284	Syas.g_00999
OG0000725	Syad.g_01293	Syas.g_01024
OG0000726	Syad.g_01294	Syas.g_01025
OG0000727	Syad.g_01295	Syas.g_01026
OG0000728	Syad.g_01297	Syas.g_01028
OG0000729	Syad.g_00331	Syas.g_02145
OG0000730	Syad.g_00758	Syas.g_01544
OG0000731	Syad.g_00770	Syas.g_01532
OG0000732	Syad.g_00214	Syas.g_02086
OG0000733	Syad.g_00028	Syas.g_00096
OG0000734	Syad.g_02809	Syas.g_02414
OG0000735	Syad.g_01120	Syas.g_01201
OG0000736	Syad.g_01121	Syas.g_01200
OG0000737	Syad.g_01122	Syas.g_01199
OG0000738	Syad.g_01127	Syas.g_01193
OG0000739	Syad.g_01145	Syas.g_01192
OG0000740	Syad.g_01146	Syas.g_01191
OG0000741	Syad.g_01149	Syas.g_01188
OG0000742	Syad.g_01151	Syas.g_01185
OG0000743	Syad.g_01153	Syas.g_01182
OG0000744	Syad.g_01154	Syas.g_01181
OG0000745	Syad.g_01156	Syas.g_01178
OG0000746	Syad.g_01158	Syas.g_01176
OG0000747	Syad.g_01159	Syas.g_01174
OG0000748	Syad.g_01170	Syas.g_01146
OG0000749	Syad.g_01173	Syas.g_01144
OG0000750	Syad.g_01174	Syas.g_01143
OG0000751	Syad.g_01182	Syas.g_01138
OG0000752	Syad.g_01184	Syas.g_01136
OG0000753	Syad.g_01187	Syas.g_01133
OG0000754	Syad.g_01516	Syas.g_01128
OG0000755	Syad.g_01504	Syas.g_01117
OG0000756	Syad.g_01498	Syas.g_01116
OG0000757	Syad.g_01487	Syas.g_01108
OG0000758	Syad.g_01486	Syas.g_01107
OG0000759	Syad.g_01485	Syas.g_01106
OG0000760	Syad.g_01484	Syas.g_01105
OG0000761	Syad.g_01480	Syas.g_01104
OG0000762	Syad.g_01474	Syas.g_01102
OG0000763	Syad.g_01468	Syas.g_01091
OG0000764	Syad.g_01467	Syas.g_01090
OG0000765	Syad.g_01447	Syas.g_01076
OG0000766	Syad.g_01446	Syas.g_01075
OG0000767	Syad.g_01444	Syas.g_01073
OG0000768	Syad.g_01443	Syas.g_01072
OG0000769	Syad.g_01441	Syas.g_01070
OG0000770	Syad.g_01437	Syas.g_01067
OG0000771	Syad.g_01278	Syas.g_00993
OG0000772	Syad.g_02078	Syas.g_01461
OG0000773	Syad.g_01114	Syas.g_00002
OG0000774	Syad.g_02396	Syas.g_02862
OG0000775	Syad.g_02398	Syas.g_02860
OG0000776	Syad.g_02399	Syas.g_02859
OG0000777	Syad.g_02400	Syas.g_02858
OG0000778	Syad.g_02401	Syas.g_02857
OG0000779	Syad.g_02407	Syas.g_02852
OG0000780	Syad.g_02411	Syas.g_02847
OG0000781	Syad.g_02415	Syas.g_02842
OG0000782	Syad.g_02416	Syas.g_02841
OG0000783	Syad.g_02418	Syas.g_02840
OG0000784	Syad.g_02419	Syas.g_02839
OG0000785	Syad.g_02421	Syas.g_02837
OG0000786	Syad.g_01101	Syas.g_02833
OG0000787	Syad.g_01100	Syas.g_02832
OG0000788	Syad.g_02139	Syas.g_00782
OG0000789	Syad.g_01982	Syas.g_01507
OG0000790	Syad.g_00886	Syas.g_01266
OG0000791	Syad.g_00885	Syas.g_01268
OG0000792	Syad.g_00884	Syas.g_01269
OG0000793	Syad.g_00879	Syas.g_01359
OG0000794	Syad.g_00878	Syas.g_01361
OG0000795	Syad.g_00877	Syas.g_01363
OG0000796	Syad.g_00871	Syas.g_01368
OG0000797	Syad.g_00870	Syas.g_01369
OG0000798	Syad.g_00525	Syas.g_01750
OG0000799	Syad.g_02243	Syas.g_02789
OG0000800	Syad.g_02245	Syas.g_02790
OG0000801	Syad.g_02246	Syas.g_02791
OG0000802	Syad.g_02251	Syas.g_02797
OG0000803	Syad.g_02255	Syas.g_02800
OG0000804	Syad.g_02260	Syas.g_02803
OG0000805	Syad.g_02266	Syas.g_02805
OG0000806	Syad.g_02267	Syas.g_02807
OG0000807	Syad.g_02269	Syas.g_02808
OG0000808	Syad.g_02270	Syas.g_02809
OG0000809	Syad.g_02273	Syas.g_02811
OG0000810	Syad.g_02274	Syas.g_02813
OG0000811	Syad.g_02283	Syas.g_02822
OG0000812	Syad.g_02285	Syas.g_02824
OG0000813	Syad.g_02286	Syas.g_02825
OG0000814	Syad.g_02288	Syas.g_02827
OG0000815	Syad.g_02289	Syas.g_02829
OG0000816	Syad.g_02290	Syas.g_02831
OG0000817	Syad.g_02291	Syas.g_02753
OG0000818	Syad.g_02297	Syas.g_01282
OG0000819	Syad.g_02298	Syas.g_01283
OG0000820	Syad.g_02299	Syas.g_01284
OG0000821	Syad.g_02305	Syas.g_01289
OG0000822	Syad.g_02307	Syas.g_01291
OG0000823	Syad.g_02308	Syas.g_01292
OG0000824	Syad.g_02314	Syas.g_01297
OG0000825	Syad.g_02315	Syas.g_01298
OG0000826	Syad.g_02316	Syas.g_01299
OG0000827	Syad.g_02317	Syas.g_01300
OG0000828	Syad.g_02320	Syas.g_01303
OG0000829	Syad.g_02321	Syas.g_01304
OG0000830	Syad.g_02322	Syas.g_01305
OG0000831	Syad.g_02325	Syas.g_01308
OG0000832	Syad.g_02538	Syas.g_01476
OG0000833	Syad.g_02550	Syas.g_02738
OG0000834	Syad.g_02552	Syas.g_02737
OG0000835	Syad.g_02553	Syas.g_02736
OG0000836	Syad.g_02557	Syas.g_02732
OG0000837	Syad.g_02561	Syas.g_02731
OG0000838	Syad.g_02565	Syas.g_02727
OG0000839	Syad.g_02566	Syas.g_02726
OG0000840	Syad.g_02567	Syas.g_02725
OG0000841	Syad.g_02568	Syas.g_02724
OG0000842	Syad.g_02569	Syas.g_02723
OG0000843	Syad.g_02570	Syas.g_02722
OG0000844	Syad.g_02577	Syas.g_02720
OG0000845	Syad.g_02578	Syas.g_02719
OG0000846	Syad.g_02579	Syas.g_02718
OG0000847	Syad.g_02580	Syas.g_02717
OG0000848	Syad.g_02582	Syas.g_02715
OG0000849	Syad.g_02583	Syas.g_02714
OG0000850	Syad.g_02586	Syas.g_02711
OG0000851	Syad.g_02592	Syas.g_02708
OG0000852	Syad.g_02593	Syas.g_02707
OG0000853	Syad.g_02597	Syas.g_02703
OG0000854	Syad.g_02606	Syas.g_02701
OG0000855	Syad.g_02607	Syas.g_02700
OG0000856	Syad.g_02166	Syas.g_00103
OG0000857	Syad.g_01871	Syas.g_00579
OG0000858	Syad.g_02613	Syas.g_02693
OG0000859	Syad.g_02614	Syas.g_02692
OG0000860	Syad.g_02625	Syas.g_02679
OG0000861	Syad.g_02626	Syas.g_02678
OG0000862	Syad.g_02628	Syas.g_02677
OG0000863	Syad.g_02631	Syas.g_02675
OG0000864	Syad.g_02632	Syas.g_02674
OG0000865	Syad.g_02633	Syas.g_02673
OG0000866	Syad.g_02634	Syas.g_02672
OG0000867	Syad.g_02635	Syas.g_02671
OG0000868	Syad.g_02637	Syas.g_02667
OG0000869	Syad.g_02643	Syas.g_02662
OG0000870	Syad.g_02648	Syas.g_02657
OG0000871	Syad.g_02649	Syas.g_02656
OG0000872	Syad.g_02657	Syas.g_02650
OG0000873	Syad.g_02660	Syas.g_02647
OG0000874	Syad.g_02655	Syas.g_02645
OG0000875	Syad.g_02662	Syas.g_02644
OG0000876	Syad.g_03003	Syas.g_00280
OG0000877	Syad.g_02480	Syas.g_02603
OG0000878	Syad.g_02481	Syas.g_02602
OG0000879	Syad.g_02482	Syas.g_02601
OG0000880	Syad.g_02483	Syas.g_02600
OG0000881	Syad.g_02489	Syas.g_02596
OG0000882	Syad.g_02494	Syas.g_02591
OG0000883	Syad.g_02497	Syas.g_02586
OG0000884	Syad.g_02499	Syas.g_02584
OG0000885	Syad.g_02500	Syas.g_02583
OG0000886	Syad.g_02501	Syas.g_02582
OG0000887	Syad.g_02502	Syas.g_02581
OG0000888	Syad.g_02504	Syas.g_02579
OG0000889	Syad.g_02506	Syas.g_02577
OG0000890	Syad.g_02512	Syas.g_02574
OG0000891	Syad.g_02513	Syas.g_02573
OG0000892	Syad.g_02517	Syas.g_02571
OG0000893	Syad.g_00589	Syas.g_01677
OG0000894	Syad.g_00592	Syas.g_01667
OG0000895	Syad.g_00596	Syas.g_01663
OG0000896	Syad.g_00597	Syas.g_01662
OG0000897	Syad.g_00599	Syas.g_01660
OG0000898	Syad.g_00600	Syas.g_01659
OG0000899	Syad.g_00601	Syas.g_01658
OG0000900	Syad.g_00602	Syas.g_01657
OG0000901	Syad.g_00607	Syas.g_01652
OG0000902	Syad.g_00609	Syas.g_01651
OG0000903	Syad.g_00645	Syas.g_01637
OG0000904	Syad.g_00640	Syas.g_01642
OG0000905	Syad.g_00632	Syas.g_01647
OG0000906	Syad.g_00630	Syas.g_01649
OG0000907	Syad.g_00648	Syas.g_01635
OG0000908	Syad.g_00651	Syas.g_01632
OG0000909	Syad.g_00652	Syas.g_01631
OG0000910	Syad.g_00653	Syas.g_01630
OG0000911	Syad.g_00655	Syas.g_01628
OG0000912	Syad.g_00656	Syas.g_01627
OG0000913	Syad.g_00657	Syas.g_01626
OG0000914	Syad.g_00658	Syas.g_01625
OG0000915	Syad.g_00660	Syas.g_01623
OG0000916	Syad.g_00661	Syas.g_01622
OG0000917	Syad.g_00662	Syas.g_01621
OG0000918	Syad.g_00663	Syas.g_01620
OG0000919	Syad.g_00664	Syas.g_01619
OG0000920	Syad.g_00665	Syas.g_01618
OG0000921	Syad.g_00666	Syas.g_01617
OG0000922	Syad.g_00667	Syas.g_01616
OG0000923	Syad.g_00671	Syas.g_01612
OG0000924	Syad.g_00672	Syas.g_01611
OG0000925	Syad.g_00673	Syas.g_01610
OG0000926	Syad.g_00674	Syas.g_01609
OG0000927	Syad.g_00676	Syas.g_01607
OG0000928	Syad.g_00677	Syas.g_01606
OG0000929	Syad.g_00678	Syas.g_01605
OG0000930	Syad.g_00679	Syas.g_01604
OG0000931	Syad.g_00680	Syas.g_01603
OG0000932	Syad.g_00681	Syas.g_01602
OG0000933	Syad.g_00687	Syas.g_01596
OG0000934	Syad.g_00689	Syas.g_01594
OG0000935	Syad.g_00690	Syas.g_01593
OG0000936	Syad.g_00691	Syas.g_01592
OG0000937	Syad.g_00692	Syas.g_01591
OG0000938	Syad.g_00695	Syas.g_01588
OG0000939	Syad.g_00696	Syas.g_01587
OG0000940	Syad.g_00703	Syas.g_01580
OG0000941	Syad.g_00705	Syas.g_01578
OG0000942	Syad.g_00707	Syas.g_01576
OG0000943	Syad.g_00708	Syas.g_01575
OG0000944	Syad.g_00710	Syas.g_01573
OG0000945	Syad.g_00711	Syas.g_01572
OG0000946	Syad.g_00716	Syas.g_01565
OG0000947	Syad.g_00719	Syas.g_01562
OG0000948	Syad.g_00720	Syas.g_01561
OG0000949	Syad.g_00432	Syas.g_02213
OG0000950	Syad.g_00418	Syas.g_02197
OG0000951	Syad.g_00411	Syas.g_02190
OG0000952	Syad.g_00375	Syas.g_02186
OG0000953	Syad.g_00369	Syas.g_02182
OG0000954	Syad.g_00364	Syas.g_02174
OG0000955	Syad.g_00363	Syas.g_02173
OG0000956	Syad.g_00361	Syas.g_02171
OG0000957	Syad.g_00350	Syas.g_02158
OG0000958	Syad.g_00349	Syas.g_02157
OG0000959	Syad.g_00345	Syas.g_02154
OG0000960	Syad.g_00344	Syas.g_02153
OG0000961	Syad.g_00335	Syas.g_02345
OG0000962	Syad.g_00332	Syas.g_02146
OG0000963	Syad.g_00325	Syas.g_02143
OG0000964	Syad.g_00324	Syas.g_02142
OG0000965	Syad.g_00323	Syas.g_02141
OG0000966	Syad.g_00246	Syas.g_02112
OG0000967	Syad.g_00234	Syas.g_02108
OG0000968	Syad.g_00243	Syas.g_02106
OG0000969	Syad.g_00240	Syas.g_02104
OG0000970	Syad.g_00239	Syas.g_02103
OG0000971	Syad.g_00229	Syas.g_02101
OG0000972	Syad.g_00228	Syas.g_02100
OG0000973	Syad.g_00227	Syas.g_02099
OG0000974	Syad.g_00226	Syas.g_02098
OG0000975	Syad.g_00225	Syas.g_02097
OG0000976	Syad.g_00224	Syas.g_02096
OG0000977	Syad.g_00222	Syas.g_02094
OG0000978	Syad.g_00221	Syas.g_02093
OG0000979	Syad.g_00218	Syas.g_02090
OG0000980	Syad.g_00215	Syas.g_02087
OG0000981	Syad.g_00212	Syas.g_02084
OG0000982	Syad.g_03035	Syas.g_01882
OG0000983	Syad.g_03036	Syas.g_01883
OG0000984	Syad.g_03037	Syas.g_01884
OG0000985	Syad.g_03039	Syas.g_01888
OG0000986	Syad.g_03049	Syas.g_01891
OG0000987	Syad.g_00002	Syas.g_01897
OG0000988	Syad.g_00008	Syas.g_01902
OG0000989	Syad.g_00020	Syas.g_01908
OG0000990	Syad.g_00061	Syas.g_01937
OG0000991	Syad.g_00064	Syas.g_01939
OG0000992	Syad.g_00067	Syas.g_01943
OG0000993	Syad.g_00069	Syas.g_01945
OG0000994	Syad.g_00071	Syas.g_01948
OG0000995	Syad.g_00077	Syas.g_01955
OG0000996	Syad.g_00121	Syas.g_01977
OG0000997	Syad.g_00128	Syas.g_01993
OG0000998	Syad.g_00130	Syas.g_01995
OG0000999	Syad.g_00131	Syas.g_01996
OG0001000	Syad.g_00136	Syas.g_02000
OG0001001	Syad.g_00141	Syas.g_02006
OG0001002	Syad.g_00148	Syas.g_02014
OG0001003	Syad.g_00150	Syas.g_02016
OG0001004	Syad.g_00151	Syas.g_02017
OG0001005	Syad.g_00152	Syas.g_02018
OG0001006	Syad.g_00160	Syas.g_02032
OG0001007	Syad.g_00162	Syas.g_02034
OG0001008	Syad.g_02449	Syas.g_01496
OG0001009	Syad.g_00194	Syas.g_02065
OG0001010	Syad.g_00195	Syas.g_02066
OG0001011	Syad.g_00196	Syas.g_02068
OG0001012	Syad.g_03030	Syas.g_00152
OG0001013	Syad.g_03011	Syas.g_01866
OG0001014	Syad.g_03002	Syas.g_01857
OG0001015	Syad.g_03001	Syas.g_01856
OG0001016	Syad.g_02734	Syas.g_02517
OG0001017	Syad.g_02740	Syas.g_02511
OG0001018	Syad.g_02742	Syas.g_02509
OG0001019	Syad.g_02771	Syas.g_02469
OG0001020	Syad.g_02777	Syas.g_02443
OG0001021	Syad.g_02781	Syas.g_02437
OG0001022	Syad.g_02786	Syas.g_02434
OG0001023	Syad.g_02787	Syas.g_02433
OG0001024	Syad.g_02791	Syas.g_00135
OG0001025	Syad.g_02798	Syas.g_02424
OG0001026	Syad.g_02811	Syas.g_02412
OG0001027	Syad.g_02817	Syas.g_02408
OG0001028	Syad.g_02819	Syas.g_02405
OG0001029	Syad.g_02821	Syas.g_02403
OG0001030	Syad.g_02848	Syas.g_02384
OG0001031	Syad.g_02925	Syas.g_02293
OG0001032	Syad.g_02928	Syas.g_02290
OG0001033	Syad.g_02956	Syas.g_02239
OG0001034	Syad.g_00819	Syas.g_02556
OG0001035	Syad.g_00559	Syas.g_01704
OG0001036	Syad.g_00554	Syas.g_01709
OG0001037	Syad.g_00552	Syas.g_01711
OG0001039	Syad.g_00522	Syas.g_01754
OG0001041	Syad.g_00514	Syas.g_01761
OG0001042	Syad.g_00485	Syas.g_01821
OG0001043	Syad.g_00481	Syas.g_01817
OG0001044	Syad.g_00760	Syas.g_01542
OG0001045	Syad.g_00773	Syas.g_01529
OG0001046	Syad.g_01722	Syas.g_00532
OG0001047	Syad.g_02447	Syas.g_01494
OG0001048	Syad.g_02446	Syas.g_01493
OG0001049	Syad.g_02443	Syas.g_02742
OG0001050	Syad.g_02442	Syas.g_02743
OG0001051	Syad.g_02441	Syas.g_02744
OG0001052	Syad.g_02357	Syas.g_01337
OG0001054	Syad.g_00925	Syas.g_01231
OG0001055	Syad.g_00946	Syas.g_01210
OG0001056	Syad.g_00982	Syas.g_00068
OG0001057	Syad.g_00996	Syas.g_00763
OG0001058	Syad.g_01015	Syas.g_00787
OG0001059	Syad.g_01018	Syas.g_00791
OG0001060	Syad.g_01025	Syas.g_00797
OG0001061	Syad.g_01047	Syas.g_00816
OG0001062	Syad.g_01049	Syas.g_00819
OG0001063	Syad.g_01056	Syas.g_00830
OG0001064	Syad.g_01057	Syas.g_00831
OG0001065	Syad.g_01058	Syas.g_00832
OG0001066	Syad.g_01059	Syas.g_00833
OG0001067	Syad.g_01060	Syas.g_00834
OG0001068	Syad.g_01061	Syas.g_00835
OG0001069	Syad.g_01062	Syas.g_00836
OG0001070	Syad.g_01065	Syas.g_00840
OG0001071	Syad.g_01066	Syas.g_00841
OG0001072	Syad.g_01070	Syas.g_00844
OG0001073	Syad.g_01090	Syas.g_00855
OG0001074	Syad.g_02197	Syas.g_00157
OG0001075	Syad.g_02196	Syas.g_00163
OG0001076	Syad.g_02175	Syas.g_00113
OG0001077	Syad.g_02164	Syas.g_00101
OG0001078	Syad.g_02151	Syas.g_00745
OG0001079	Syad.g_02138	Syas.g_00729
OG0001080	Syad.g_02008	Syas.g_00717
OG0001081	Syad.g_01568	Syas.g_00715
OG0001082	Syad.g_01569	Syas.g_00714
OG0001083	Syad.g_01578	Syas.g_00707
OG0001084	Syad.g_01586	Syas.g_00706
OG0001085	Syad.g_01596	Syas.g_00693
OG0001086	Syad.g_01598	Syas.g_00691
OG0001087	Syad.g_01372	Syas.g_00071
OG0001088	Syad.g_01368	Syas.g_01060
OG0001089	Syad.g_01302	Syas.g_01039
OG0001090	Syad.g_01817	Syas.g_00980
OG0001091	Syad.g_01815	Syas.g_00979
OG0001092	Syad.g_01812	Syas.g_00178
OG0001093	Syad.g_01806	Syas.g_00184
OG0001095	Syad.g_01874	Syas.g_00582
OG0001097	Syad.g_01223	Syas.g_00243
OG0001098	Syad.g_02005, Syad.g_01995	Syas.g_00880
OG0001099	Syad.g_02820	Syas.g_02404
OG0001100	Syad.g_01608	Syas.g_00682
OG0001101	Syad.g_01610	Syas.g_00680
OG0001102	Syad.g_01613	Syas.g_00677
OG0001103	Syad.g_01616	Syas.g_00675
OG0001104	Syad.g_01911	Syas.g_00620
OG0001105	Syad.g_01907	Syas.g_00617
OG0001106	Syad.g_01771	Syas.g_00447
OG0001107	Syad.g_01759	Syas.g_00459
OG0001108	Syad.g_01744	Syas.g_00494
OG0001109	Syad.g_01739	Syas.g_00496
OG0001110	Syad.g_01737	Syas.g_00498
OG0001111	Syad.g_01735	Syas.g_00500
OG0001112	Syad.g_01733	Syas.g_00503
OG0001113	Syad.g_01732	Syas.g_00504
OG0001114	Syad.g_01731	Syas.g_00505
OG0001115	Syad.g_01727	Syas.g_00527
OG0001116	Syad.g_01725	Syas.g_00529
OG0001117	Syad.g_01724	Syas.g_00530
OG0001118	Syad.g_01723	Syas.g_00531
OG0001119	Syad.g_01721	Syas.g_00533
OG0001120	Syad.g_01717	Syas.g_00539
OG0001122	Syad.g_01689	Syas.g_00222
OG0001123	Syad.g_01682	Syas.g_00214
OG0001124	Syad.g_01680	Syas.g_00212
OG0001125	Syad.g_01678	Syas.g_00210
OG0001126	Syad.g_01276	Syas.g_00991
OG0001127	Syad.g_01277	Syas.g_00992
OG0001128	Syad.g_01280	Syas.g_00995
OG0001129	Syad.g_01282	Syas.g_00997
OG0001130	Syad.g_01283	Syas.g_00998
OG0001131	Syad.g_01953	Syas.g_01401
OG0001132	Syad.g_02038	Syas.g_00525
OG0001133	Syad.g_02172	Syas.g_00109
OG0001136	Syad.g_01150	Syas.g_01187
OG0001138	Syad.g_01493	Syas.g_01114
OG0001139	Syad.g_01491	Syas.g_01112
OG0001140	Syad.g_01490	Syas.g_01111
OG0001141	Syad.g_01489	Syas.g_01110
OG0001142	Syad.g_01488	Syas.g_01109
OG0001143	Syad.g_01473	Syas.g_01092
OG0001144	Syad.g_01457	Syas.g_01084
OG0001145	Syad.g_01112	Syas.g_02867
OG0001146	Syad.g_02412	Syas.g_02846
OG0001147	Syad.g_02349	Syas.g_01329
OG0001148	Syad.g_00889	Syas.g_01263
OG0001149	Syad.g_00888	Syas.g_01264
OG0001150	Syad.g_00887	Syas.g_01265
OG0001151	Syad.g_00875	Syas.g_01366
OG0001152	Syad.g_00872	Syas.g_01367
OG0001153	Syad.g_02318	Syas.g_01301
OG0001154	Syad.g_02319	Syas.g_01302
OG0001155	Syad.g_02540	Syas.g_01478
OG0001156	Syad.g_02543	Syas.g_01489
OG0001157	Syad.g_02544	Syas.g_01490
OG0001158	Syad.g_02546	Syas.g_01491
OG0001159	Syad.g_02547	Syas.g_01492
OG0001160	Syad.g_02595	Syas.g_02705
OG0001161	Syad.g_00026	Syas.g_02030
OG0001162	Syad.g_01844	Syas.g_02473
OG0001163	Syad.g_02610	Syas.g_02697
OG0001164	Syad.g_02616	Syas.g_02691
OG0001165	Syad.g_02621	Syas.g_02686
OG0001166	Syad.g_02647	Syas.g_02658
OG0001167	Syad.g_02486	Syas.g_01046
OG0001168	Syad.g_02488	Syas.g_02597
OG0001169	Syad.g_02490	Syas.g_02595
OG0001170	Syad.g_02492	Syas.g_02593
OG0001171	Syad.g_02503	Syas.g_02580
OG0001172	Syad.g_00594	Syas.g_01665
OG0001173	Syad.g_00595	Syas.g_01664
OG0001174	Syad.g_00603	Syas.g_01656
OG0001175	Syad.g_00604	Syas.g_01655
OG0001176	Syad.g_00644	Syas.g_01638
OG0001177	Syad.g_00641	Syas.g_01640
OG0001178	Syad.g_02629	Syas.g_02676
OG0001179	Syad.g_00675	Syas.g_01608
OG0001180	Syad.g_00700	Syas.g_01583
OG0001181	Syad.g_00704	Syas.g_01579
OG0001182	Syad.g_00712	Syas.g_01571
OG0001183	Syad.g_00717	Syas.g_01564
OG0001184	Syad.g_00378	Syas.g_02188
OG0001185	Syad.g_00354	Syas.g_02162
OG0001186	Syad.g_00247	Syas.g_02113
OG0001187	Syad.g_00245	Syas.g_02111
OG0001189	Syad.g_00217	Syas.g_02089
OG0001190	Syad.g_03034	Syas.g_01881
OG0001193	Syad.g_00072	Syas.g_01952
OG0001194	Syad.g_00075	Syas.g_01953
OG0001195	Syad.g_00076	Syas.g_01954
OG0001196	Syad.g_00144	Syas.g_02010
OG0001197	Syad.g_00146	Syas.g_02012
OG0001198	Syad.g_00159	Syas.g_02031
OG0001199	Syad.g_02735	Syas.g_02516
OG0001200	Syad.g_02737	Syas.g_02514
OG0001201	Syad.g_02802	Syas.g_02419
OG0001202	Syad.g_02945	Syas.g_02270
OG0001203	Syad.g_00821	Syas.g_02557
OG0001204	Syad.g_00577	Syas.g_01687
OG0001205	Syad.g_02440	Syas.g_02745
OG0001207	Syad.g_00893	Syas.g_01260
OG0001208	Syad.g_00906	Syas.g_01251
OG0001209	Syad.g_00980	Syas.g_00065
