Orthogroup	Syad	Prav
OG0000588	Syad.g_02183	Prav.g_01214
OG0000589	Syad.g_02178	Prav.g_01219
OG0000590	Syad.g_02177	Prav.g_01220
OG0000591	Syad.g_02169	Prav.g_01223
OG0000592	Syad.g_02168	Prav.g_01224
OG0000593	Syad.g_02156	Prav.g_01230
OG0000594	Syad.g_02155	Prav.g_01231
OG0000595	Syad.g_02154	Prav.g_01232
OG0000596	Syad.g_02149	Prav.g_01236
OG0000597	Syad.g_02146	Prav.g_01238
OG0000598	Syad.g_02145	Prav.g_01239
OG0000599	Syad.g_02142	Prav.g_01242
OG0000600	Syad.g_02141	Prav.g_01243
OG0000601	Syad.g_02140	Prav.g_01244
OG0000602	Syad.g_02135	Prav.g_01246
OG0000603	Syad.g_02134	Prav.g_01247
OG0000604	Syad.g_02131	Prav.g_01248
OG0000605	Syad.g_02026	Prav.g_01249
OG0000606	Syad.g_01567	Prav.g_01252
OG0000607	Syad.g_01571	Prav.g_01255
OG0000608	Syad.g_01572	Prav.g_01256
OG0000609	Syad.g_01574	Prav.g_01257
OG0000610	Syad.g_01589	Prav.g_01262
OG0000611	Syad.g_01592	Prav.g_01265
OG0000612	Syad.g_01593	Prav.g_01266
OG0000613	Syad.g_00457	Prav.g_01271
OG0000614	Syad.g_01340	Prav.g_01290
OG0000615	Syad.g_01948	Prav.g_01298
OG0000616	Syad.g_00145	Prav.g_01312
OG0000617	Syad.g_01810	Prav.g_00312
OG0000618	Syad.g_01809	Prav.g_00313
OG0000619	Syad.g_01808	Prav.g_00314
OG0000620	Syad.g_01803	Prav.g_00317
OG0000621	Syad.g_01802	Prav.g_00318
OG0000622	Syad.g_01801	Prav.g_00319
OG0000623	Syad.g_01800	Prav.g_00320
OG0000624	Syad.g_01798	Prav.g_00321
OG0000625	Syad.g_01797	Prav.g_00322
OG0000626	Syad.g_01796	Prav.g_00323
OG0000627	Syad.g_01640	Prav.g_00324
OG0000628	Syad.g_01641	Prav.g_00325
OG0000629	Syad.g_01644	Prav.g_00326
OG0000630	Syad.g_01648	Prav.g_00329
OG0000631	Syad.g_01658	Prav.g_00388
OG0000632	Syad.g_01659	Prav.g_00389
OG0000633	Syad.g_01660	Prav.g_00390
OG0000634	Syad.g_01893	Prav.g_00393
OG0000635	Syad.g_01892	Prav.g_00394
OG0000636	Syad.g_01890	Prav.g_00396
OG0000637	Syad.g_01888	Prav.g_00398
OG0000638	Syad.g_01887	Prav.g_00399
OG0000639	Syad.g_01886	Prav.g_00400
OG0000640	Syad.g_01885	Prav.g_00401
OG0000641	Syad.g_01881	Prav.g_00405
OG0000642	Syad.g_01880	Prav.g_00406
OG0000643	Syad.g_01878	Prav.g_00407
OG0000644	Syad.g_01877	Prav.g_00408
OG0000645	Syad.g_01875	Prav.g_00409
OG0000646	Syad.g_01872	Prav.g_00411
OG0000647	Syad.g_01870	Prav.g_00412
OG0000648	Syad.g_01860	Prav.g_00414
OG0000649	Syad.g_01859	Prav.g_00415
OG0000650	Syad.g_01858	Prav.g_00416
OG0000651	Syad.g_01857	Prav.g_00417
OG0000652	Syad.g_01856	Prav.g_00418
OG0000653	Syad.g_01850	Prav.g_00420
OG0000654	Syad.g_01849	Prav.g_00421
OG0000655	Syad.g_01848	Prav.g_00422
OG0000656	Syad.g_01845	Prav.g_00425
OG0000657	Syad.g_01240	Prav.g_00432
OG0000658	Syad.g_01231	Prav.g_00433
OG0000659	Syad.g_01230	Prav.g_00434
OG0000660	Syad.g_01226	Prav.g_00438
OG0000661	Syad.g_01224	Prav.g_00440
OG0000662	Syad.g_01222	Prav.g_00442
OG0000663	Syad.g_01219	Prav.g_00444
OG0000664	Syad.g_01209	Prav.g_00445
OG0000665	Syad.g_02115	Prav.g_00449
OG0000666	Syad.g_02027	Prav.g_00450
OG0000667	Syad.g_00612	Prav.g_00454
OG0000668	Syad.g_01688	Prav.g_00483
OG0000669	Syad.g_01606	Prav.g_00490
OG0000670	Syad.g_01609	Prav.g_00492
OG0000671	Syad.g_01611	Prav.g_00494
OG0000672	Syad.g_01615	Prav.g_00497
OG0000673	Syad.g_01618	Prav.g_00500
OG0000674	Syad.g_01620	Prav.g_00502
OG0000675	Syad.g_01633	Prav.g_00503
OG0000676	Syad.g_01635	Prav.g_00505
OG0000677	Syad.g_01636	Prav.g_00506
OG0000678	Syad.g_01957	Prav.g_00508
OG0000679	Syad.g_01922	Prav.g_00512
OG0000680	Syad.g_01921	Prav.g_00513
OG0000681	Syad.g_01919	Prav.g_00515
OG0000682	Syad.g_01918	Prav.g_00516
OG0000683	Syad.g_01917	Prav.g_00517
OG0000684	Syad.g_01912	Prav.g_00519
OG0000685	Syad.g_01910	Prav.g_00521
OG0000686	Syad.g_01909	Prav.g_00522
OG0000687	Syad.g_01908	Prav.g_00523
OG0000688	Syad.g_01904	Prav.g_00526
OG0000689	Syad.g_01902	Prav.g_00527
OG0000690	Syad.g_01901	Prav.g_00528
OG0000691	Syad.g_01900	Prav.g_00529
OG0000692	Syad.g_01899	Prav.g_00530
OG0000693	Syad.g_01897	Prav.g_00531
OG0000694	Syad.g_01896	Prav.g_00532
OG0000695	Syad.g_01662	Prav.g_00534
OG0000696	Syad.g_01663	Prav.g_00535
OG0000697	Syad.g_01789	Prav.g_00536
OG0000698	Syad.g_01786	Prav.g_00539
OG0000699	Syad.g_01785	Prav.g_00540
OG0000700	Syad.g_01784	Prav.g_00541
OG0000701	Syad.g_01783	Prav.g_00542
OG0000702	Syad.g_01775	Prav.g_00544
OG0000703	Syad.g_01774	Prav.g_00545
OG0000704	Syad.g_01772	Prav.g_00546
OG0000705	Syad.g_01765	Prav.g_00550
OG0000706	Syad.g_01764	Prav.g_00551
OG0000707	Syad.g_01763	Prav.g_00552
OG0000708	Syad.g_01760	Prav.g_00553
OG0000709	Syad.g_01745	Prav.g_00557
OG0000710	Syad.g_01738	Prav.g_00560
OG0000711	Syad.g_01710	Prav.g_00577
OG0000712	Syad.g_01708	Prav.g_00579
OG0000713	Syad.g_01707	Prav.g_00580
OG0000714	Syad.g_01705	Prav.g_00581
OG0000715	Syad.g_01703	Prav.g_00583
OG0000716	Syad.g_01697	Prav.g_00585
OG0000717	Syad.g_01696	Prav.g_00586
OG0000718	Syad.g_01692	Prav.g_00902
OG0000719	Syad.g_01690	Prav.g_00904
OG0000720	Syad.g_01677	Prav.g_00913
OG0000721	Syad.g_01675	Prav.g_00915
OG0000722	Syad.g_01674	Prav.g_00916
OG0000723	Syad.g_01791	Prav.g_00919
OG0000724	Syad.g_01284	Prav.g_00928
OG0000725	Syad.g_01293	Prav.g_00934
OG0000726	Syad.g_01294	Prav.g_00935
OG0000727	Syad.g_01295	Prav.g_00936
OG0000728	Syad.g_01297	Prav.g_00938
OG0000729	Syad.g_00331	Prav.g_00263
OG0000730	Syad.g_00758	Prav.g_00004
OG0000731	Syad.g_00770	Prav.g_00008
OG0000732	Syad.g_00214	Prav.g_00016
OG0000733	Syad.g_00028	Prav.g_00034
OG0000734	Syad.g_02809	Prav.g_00050
OG0000735	Syad.g_01120	Prav.g_00052
OG0000736	Syad.g_01121	Prav.g_00053
OG0000737	Syad.g_01122	Prav.g_00054
OG0000738	Syad.g_01127	Prav.g_00058
OG0000739	Syad.g_01145	Prav.g_00059
OG0000740	Syad.g_01146	Prav.g_00060
OG0000741	Syad.g_01149	Prav.g_00061
OG0000742	Syad.g_01151	Prav.g_00064
OG0000743	Syad.g_01153	Prav.g_00066
OG0000744	Syad.g_01154	Prav.g_00067
OG0000745	Syad.g_01156	Prav.g_00068
OG0000746	Syad.g_01158	Prav.g_00070
OG0000747	Syad.g_01159	Prav.g_00071
OG0000748	Syad.g_01170	Prav.g_00074
OG0000749	Syad.g_01173	Prav.g_00075
OG0000750	Syad.g_01174	Prav.g_00076
OG0000751	Syad.g_01182	Prav.g_01868
OG0000752	Syad.g_01184	Prav.g_01866
OG0000753	Syad.g_01187	Prav.g_01863
OG0000754	Syad.g_01516	Prav.g_01860
OG0000755	Syad.g_01504	Prav.g_01857
OG0000756	Syad.g_01498	Prav.g_01856
OG0000757	Syad.g_01487	Prav.g_01850
OG0000758	Syad.g_01486	Prav.g_01849
OG0000759	Syad.g_01485	Prav.g_01848
OG0000760	Syad.g_01484	Prav.g_01847
OG0000761	Syad.g_01480	Prav.g_01846
OG0000762	Syad.g_01474	Prav.g_01845
OG0000763	Syad.g_01468	Prav.g_01843
OG0000764	Syad.g_01467	Prav.g_01842
OG0000765	Syad.g_01447	Prav.g_01833
OG0000766	Syad.g_01446	Prav.g_01832
OG0000767	Syad.g_01444	Prav.g_01830
OG0000768	Syad.g_01443	Prav.g_01829
OG0000769	Syad.g_01441	Prav.g_01827
OG0000770	Syad.g_01437	Prav.g_01825
OG0000771	Syad.g_01278	Prav.g_02003
OG0000772	Syad.g_02078	Prav.g_01409
OG0000773	Syad.g_01114	Prav.g_01429
OG0000774	Syad.g_02396	Prav.g_01431
OG0000775	Syad.g_02398	Prav.g_01433
OG0000776	Syad.g_02399	Prav.g_01434
OG0000777	Syad.g_02400	Prav.g_01435
OG0000778	Syad.g_02401	Prav.g_01436
OG0000779	Syad.g_02407	Prav.g_01440
OG0000780	Syad.g_02411	Prav.g_01441
OG0000781	Syad.g_02415	Prav.g_01444
OG0000782	Syad.g_02416	Prav.g_01445
OG0000783	Syad.g_02418	Prav.g_01446
OG0000784	Syad.g_02419	Prav.g_01447
OG0000785	Syad.g_02421	Prav.g_01449
OG0000786	Syad.g_01101	Prav.g_01451
OG0000787	Syad.g_01100	Prav.g_01452
OG0000788	Syad.g_02139	Prav.g_01460
OG0000789	Syad.g_01982	Prav.g_01463
OG0000790	Syad.g_00886	Prav.g_01478
OG0000791	Syad.g_00885	Prav.g_01480
OG0000792	Syad.g_00884	Prav.g_01481
OG0000793	Syad.g_00879	Prav.g_01484
OG0000794	Syad.g_00878	Prav.g_01485
OG0000795	Syad.g_00877	Prav.g_01486
OG0000796	Syad.g_00871	Prav.g_01490
OG0000797	Syad.g_00870	Prav.g_01491
OG0000799	Syad.g_02243	Prav.g_01560
OG0000800	Syad.g_02245	Prav.g_01561
OG0000801	Syad.g_02246	Prav.g_01562
OG0000802	Syad.g_02251	Prav.g_01564
OG0000803	Syad.g_02255	Prav.g_01566
OG0000804	Syad.g_02260	Prav.g_01567
OG0000805	Syad.g_02266	Prav.g_01569
OG0000806	Syad.g_02267	Prav.g_01571
OG0000807	Syad.g_02269	Prav.g_01572
OG0000808	Syad.g_02270	Prav.g_01573
OG0000809	Syad.g_02273	Prav.g_01576
OG0000810	Syad.g_02274	Prav.g_01577
OG0000811	Syad.g_02283	Prav.g_01581
OG0000812	Syad.g_02285	Prav.g_01583
OG0000813	Syad.g_02286	Prav.g_01584
OG0000814	Syad.g_02288	Prav.g_01586
OG0000815	Syad.g_02289	Prav.g_01587
OG0000816	Syad.g_02290	Prav.g_01589
OG0000817	Syad.g_02291	Prav.g_01590
OG0000818	Syad.g_02297	Prav.g_01595
OG0000819	Syad.g_02298	Prav.g_01596
OG0000820	Syad.g_02299	Prav.g_01597
OG0000821	Syad.g_02305	Prav.g_01601
OG0000822	Syad.g_02307	Prav.g_01602
OG0000823	Syad.g_02308	Prav.g_01603
OG0000824	Syad.g_02314	Prav.g_01606
OG0000825	Syad.g_02315	Prav.g_01607
OG0000826	Syad.g_02316	Prav.g_01608
OG0000827	Syad.g_02317	Prav.g_01609
OG0000828	Syad.g_02320	Prav.g_01612
OG0000829	Syad.g_02321	Prav.g_01613
OG0000830	Syad.g_02322	Prav.g_01614
OG0000831	Syad.g_02325	Prav.g_01616
OG0000832	Syad.g_02538	Prav.g_01622
OG0000833	Syad.g_02550	Prav.g_01630
OG0000834	Syad.g_02552	Prav.g_01631
OG0000835	Syad.g_02553	Prav.g_01632
OG0000836	Syad.g_02557	Prav.g_01633
OG0000837	Syad.g_02561	Prav.g_01634
OG0000838	Syad.g_02565	Prav.g_01636
OG0000839	Syad.g_02566	Prav.g_01637
OG0000840	Syad.g_02567	Prav.g_01638
OG0000841	Syad.g_02568	Prav.g_01639
OG0000842	Syad.g_02569	Prav.g_01640
OG0000843	Syad.g_02570	Prav.g_01641
OG0000844	Syad.g_02577	Prav.g_01642
OG0000845	Syad.g_02578	Prav.g_01643
OG0000846	Syad.g_02579	Prav.g_01644
OG0000847	Syad.g_02580	Prav.g_01645
OG0000848	Syad.g_02582	Prav.g_01646
OG0000849	Syad.g_02583	Prav.g_01647
OG0000850	Syad.g_02586	Prav.g_01649
OG0000851	Syad.g_02592	Prav.g_01650
OG0000852	Syad.g_02593	Prav.g_01651
OG0000853	Syad.g_02597	Prav.g_01655
OG0000854	Syad.g_02606	Prav.g_01657
OG0000855	Syad.g_02607	Prav.g_01658
OG0000856	Syad.g_02166	Prav.g_01671
OG0000857	Syad.g_01871	Prav.g_01699
OG0000858	Syad.g_02613	Prav.g_01755
OG0000859	Syad.g_02614	Prav.g_01756
OG0000860	Syad.g_02625	Prav.g_01763
OG0000861	Syad.g_02626	Prav.g_01764
OG0000862	Syad.g_02628	Prav.g_01765
OG0000863	Syad.g_02631	Prav.g_01767
OG0000864	Syad.g_02632	Prav.g_01768
OG0000865	Syad.g_02633	Prav.g_01769
OG0000866	Syad.g_02634	Prav.g_01770
OG0000867	Syad.g_02635	Prav.g_01771
OG0000868	Syad.g_02637	Prav.g_01772
OG0000869	Syad.g_02643	Prav.g_01776
OG0000870	Syad.g_02648	Prav.g_01781
OG0000871	Syad.g_02649	Prav.g_01782
OG0000872	Syad.g_02657	Prav.g_01783
OG0000873	Syad.g_02660	Prav.g_01786
OG0000874	Syad.g_02655	Prav.g_01789
OG0000875	Syad.g_02662	Prav.g_01790
OG0000876	Syad.g_03003	Prav.g_01791
OG0000877	Syad.g_02480	Prav.g_01793
OG0000878	Syad.g_02481	Prav.g_01794
OG0000879	Syad.g_02482	Prav.g_01795
OG0000880	Syad.g_02483	Prav.g_01796
OG0000881	Syad.g_02489	Prav.g_01800
OG0000882	Syad.g_02494	Prav.g_01805
OG0000883	Syad.g_02497	Prav.g_01807
OG0000884	Syad.g_02499	Prav.g_01809
OG0000885	Syad.g_02500	Prav.g_01810
OG0000886	Syad.g_02501	Prav.g_01811
OG0000887	Syad.g_02502	Prav.g_01812
OG0000888	Syad.g_02504	Prav.g_01814
OG0000889	Syad.g_02506	Prav.g_01816
OG0000890	Syad.g_02512	Prav.g_01817
OG0000891	Syad.g_02513	Prav.g_01818
OG0000892	Syad.g_02517	Prav.g_00264
OG0000893	Syad.g_00589	Prav.g_00268
OG0000894	Syad.g_00592	Prav.g_00270
OG0000895	Syad.g_00596	Prav.g_00273
OG0000896	Syad.g_00597	Prav.g_00274
OG0000897	Syad.g_00599	Prav.g_00276
OG0000898	Syad.g_00600	Prav.g_00277
OG0000899	Syad.g_00601	Prav.g_00278
OG0000900	Syad.g_00602	Prav.g_00279
OG0000901	Syad.g_00607	Prav.g_00282
OG0000902	Syad.g_00609	Prav.g_00284
OG0000903	Syad.g_00645	Prav.g_00287
OG0000904	Syad.g_00640	Prav.g_00289
OG0000905	Syad.g_00632	Prav.g_00294
OG0000906	Syad.g_00630	Prav.g_00295
OG0000907	Syad.g_00648	Prav.g_00590
OG0000908	Syad.g_00651	Prav.g_00593
OG0000909	Syad.g_00652	Prav.g_00594
OG0000910	Syad.g_00653	Prav.g_00595
OG0000911	Syad.g_00655	Prav.g_00597
OG0000912	Syad.g_00656	Prav.g_00598
OG0000913	Syad.g_00657	Prav.g_00599
OG0000914	Syad.g_00658	Prav.g_00600
OG0000915	Syad.g_00660	Prav.g_00601
OG0000916	Syad.g_00661	Prav.g_00602
OG0000917	Syad.g_00662	Prav.g_00603
OG0000918	Syad.g_00663	Prav.g_00604
OG0000919	Syad.g_00664	Prav.g_00605
OG0000920	Syad.g_00665	Prav.g_00606
OG0000921	Syad.g_00666	Prav.g_00607
OG0000922	Syad.g_00667	Prav.g_00608
OG0000923	Syad.g_00671	Prav.g_00612
OG0000924	Syad.g_00672	Prav.g_00613
OG0000925	Syad.g_00673	Prav.g_00614
OG0000926	Syad.g_00674	Prav.g_00615
OG0000927	Syad.g_00676	Prav.g_00617
OG0000928	Syad.g_00677	Prav.g_00618
OG0000929	Syad.g_00678	Prav.g_00619
OG0000930	Syad.g_00679	Prav.g_00620
OG0000931	Syad.g_00680	Prav.g_00621
OG0000932	Syad.g_00681	Prav.g_00622
OG0000933	Syad.g_00687	Prav.g_00626
OG0000934	Syad.g_00689	Prav.g_00628
OG0000935	Syad.g_00690	Prav.g_00629
OG0000936	Syad.g_00691	Prav.g_00630
OG0000937	Syad.g_00692	Prav.g_00631
OG0000938	Syad.g_00695	Prav.g_00633
OG0000939	Syad.g_00696	Prav.g_00634
OG0000940	Syad.g_00703	Prav.g_00641
OG0000941	Syad.g_00705	Prav.g_00643
OG0000942	Syad.g_00707	Prav.g_00645
OG0000943	Syad.g_00708	Prav.g_00646
OG0000944	Syad.g_00710	Prav.g_00647
OG0000945	Syad.g_00711	Prav.g_00648
OG0000946	Syad.g_00716	Prav.g_00653
OG0000947	Syad.g_00719	Prav.g_00655
OG0000948	Syad.g_00720	Prav.g_00656
OG0000949	Syad.g_00432	Prav.g_00659
OG0000950	Syad.g_00418	Prav.g_00664
OG0000951	Syad.g_00411	Prav.g_00668
OG0000952	Syad.g_00375	Prav.g_00672
OG0000953	Syad.g_00369	Prav.g_00675
OG0000954	Syad.g_00364	Prav.g_00679
OG0000955	Syad.g_00363	Prav.g_00680
OG0000956	Syad.g_00361	Prav.g_00682
OG0000957	Syad.g_00350	Prav.g_00687
OG0000958	Syad.g_00349	Prav.g_00688
OG0000959	Syad.g_00345	Prav.g_00692
OG0000960	Syad.g_00344	Prav.g_00693
OG0000961	Syad.g_00335	Prav.g_00695
OG0000962	Syad.g_00332	Prav.g_00697
OG0000963	Syad.g_00325	Prav.g_00701
OG0000964	Syad.g_00324	Prav.g_00702
OG0000965	Syad.g_00323	Prav.g_00703
OG0000966	Syad.g_00246	Prav.g_00710
OG0000967	Syad.g_00234	Prav.g_00714
OG0000968	Syad.g_00243	Prav.g_00716
OG0000969	Syad.g_00240	Prav.g_00717
OG0000970	Syad.g_00239	Prav.g_00718
OG0000971	Syad.g_00229	Prav.g_00719
OG0000972	Syad.g_00228	Prav.g_00720
OG0000973	Syad.g_00227	Prav.g_00721
OG0000974	Syad.g_00226	Prav.g_00722
OG0000975	Syad.g_00225	Prav.g_00723
OG0000976	Syad.g_00224	Prav.g_00724
OG0000977	Syad.g_00222	Prav.g_00725
OG0000978	Syad.g_00221	Prav.g_00726
OG0000979	Syad.g_00218	Prav.g_00729
OG0000980	Syad.g_00215	Prav.g_00731
OG0000981	Syad.g_00212	Prav.g_00733
OG0000982	Syad.g_03035	Prav.g_00735
OG0000983	Syad.g_03036	Prav.g_00736
OG0000984	Syad.g_03037	Prav.g_00737
OG0000985	Syad.g_03039	Prav.g_00740
OG0000986	Syad.g_03049	Prav.g_00742
OG0000987	Syad.g_00002	Prav.g_00743
OG0000988	Syad.g_00008	Prav.g_00746
OG0000989	Syad.g_00020	Prav.g_00750
OG0000990	Syad.g_00061	Prav.g_00753
OG0000991	Syad.g_00064	Prav.g_00754
OG0000992	Syad.g_00067	Prav.g_00756
OG0000993	Syad.g_00069	Prav.g_00757
OG0000994	Syad.g_00071	Prav.g_00758
OG0000995	Syad.g_00077	Prav.g_00762
OG0000996	Syad.g_00121	Prav.g_00763
OG0000997	Syad.g_00128	Prav.g_00764
OG0000998	Syad.g_00130	Prav.g_00766
OG0000999	Syad.g_00131	Prav.g_00767
OG0001000	Syad.g_00136	Prav.g_00770
OG0001001	Syad.g_00141	Prav.g_00772
OG0001002	Syad.g_00148	Prav.g_00776
OG0001003	Syad.g_00150	Prav.g_00778
OG0001004	Syad.g_00151	Prav.g_00779
OG0001005	Syad.g_00152	Prav.g_00780
OG0001006	Syad.g_00160	Prav.g_00784
OG0001007	Syad.g_00162	Prav.g_00786
OG0001008	Syad.g_02449	Prav.g_01036
OG0001009	Syad.g_00194	Prav.g_00095
OG0001010	Syad.g_00195	Prav.g_00096
OG0001011	Syad.g_00196	Prav.g_00097
OG0001012	Syad.g_03030	Prav.g_00114
OG0001013	Syad.g_03011	Prav.g_00119
OG0001014	Syad.g_03002	Prav.g_00122
OG0001015	Syad.g_03001	Prav.g_00123
OG0001016	Syad.g_02734	Prav.g_00138
OG0001017	Syad.g_02740	Prav.g_00142
OG0001018	Syad.g_02742	Prav.g_00145
OG0001019	Syad.g_02771	Prav.g_00154
OG0001020	Syad.g_02777	Prav.g_00155
OG0001021	Syad.g_02781	Prav.g_00156
OG0001022	Syad.g_02786	Prav.g_00159
OG0001023	Syad.g_02787	Prav.g_00160
OG0001024	Syad.g_02791	Prav.g_00163
OG0001025	Syad.g_02798	Prav.g_00169
OG0001026	Syad.g_02811	Prav.g_00176
OG0001027	Syad.g_02817	Prav.g_00177
OG0001028	Syad.g_02819	Prav.g_00179
OG0001029	Syad.g_02821	Prav.g_00180
OG0001030	Syad.g_02848	Prav.g_00195
OG0001031	Syad.g_02925	Prav.g_00852
OG0001032	Syad.g_02928	Prav.g_00851
OG0001033	Syad.g_02956	Prav.g_00830
OG0001034	Syad.g_00819	Prav.g_00802
OG0001035	Syad.g_00559	Prav.g_01901
OG0001036	Syad.g_00554	Prav.g_01906
OG0001037	Syad.g_00552	Prav.g_01907
OG0001039	Syad.g_00522	Prav.g_01927
OG0001040	Syad.g_00519	Prav.g_01929
OG0001041	Syad.g_00514	Prav.g_01933
OG0001042	Syad.g_00485	Prav.g_01950
OG0001043	Syad.g_00481	Prav.g_01951
OG0001044	Syad.g_00760	Prav.g_01979
OG0001045	Syad.g_00773	Prav.g_01988
OG0001046	Syad.g_01722	Prav.g_00996
OG0001047	Syad.g_02447	Prav.g_01038
OG0001048	Syad.g_02446	Prav.g_01039
OG0001049	Syad.g_02443	Prav.g_01041
OG0001050	Syad.g_02442	Prav.g_01042
OG0001051	Syad.g_02441	Prav.g_01043
OG0001052	Syad.g_02357	Prav.g_01069
OG0001054	Syad.g_00925	Prav.g_01096
OG0001055	Syad.g_00946	Prav.g_01115
OG0001056	Syad.g_00982	Prav.g_01134
OG0001057	Syad.g_00996	Prav.g_01139
OG0001058	Syad.g_01015	Prav.g_01147
OG0001059	Syad.g_01018	Prav.g_01151
OG0001060	Syad.g_01025	Prav.g_01158
OG0001061	Syad.g_01047	Prav.g_01171
OG0001062	Syad.g_01049	Prav.g_01173
OG0001063	Syad.g_01056	Prav.g_01175
OG0001064	Syad.g_01057	Prav.g_01176
OG0001065	Syad.g_01058	Prav.g_01177
OG0001066	Syad.g_01059	Prav.g_01178
OG0001067	Syad.g_01060	Prav.g_01179
OG0001068	Syad.g_01061	Prav.g_01180
OG0001069	Syad.g_01062	Prav.g_01181
OG0001070	Syad.g_01065	Prav.g_01184
OG0001071	Syad.g_01066	Prav.g_01185
OG0001072	Syad.g_01070	Prav.g_01186
OG0001073	Syad.g_01090	Prav.g_01200
OG0001074	Syad.g_02197	Prav.g_01211
OG0001075	Syad.g_02196	Prav.g_01212
OG0001076	Syad.g_02175	Prav.g_01222
OG0001077	Syad.g_02164	Prav.g_01226
OG0001078	Syad.g_02151	Prav.g_01234
OG0001079	Syad.g_02138	Prav.g_01245
OG0001080	Syad.g_02008	Prav.g_01251
OG0001081	Syad.g_01568	Prav.g_01253
OG0001082	Syad.g_01569	Prav.g_01254
OG0001083	Syad.g_01578	Prav.g_01259
OG0001084	Syad.g_01586	Prav.g_01260
OG0001085	Syad.g_01596	Prav.g_01268
OG0001086	Syad.g_01598	Prav.g_01269
OG0001087	Syad.g_01372	Prav.g_01286
OG0001088	Syad.g_01368	Prav.g_01287
OG0001089	Syad.g_01302	Prav.g_01295
OG0001090	Syad.g_01817	Prav.g_00307
OG0001091	Syad.g_01815	Prav.g_00309
OG0001092	Syad.g_01812	Prav.g_00310
OG0001093	Syad.g_01806	Prav.g_00315
OG0001094	Syad.g_01895	Prav.g_00391
OG0001095	Syad.g_01874	Prav.g_00410
OG0001096	Syad.g_01847	Prav.g_00423
OG0001097	Syad.g_01223	Prav.g_00441
OG0001098	Syad.g_02005, Syad.g_01995	Prav.g_00456
OG0001099	Syad.g_02820	Prav.g_00487
OG0001100	Syad.g_01608	Prav.g_00491
OG0001101	Syad.g_01610	Prav.g_00493
OG0001102	Syad.g_01613	Prav.g_00496
OG0001103	Syad.g_01616	Prav.g_00498
OG0001104	Syad.g_01911	Prav.g_00520
OG0001105	Syad.g_01907	Prav.g_00524
OG0001106	Syad.g_01771	Prav.g_00547
OG0001107	Syad.g_01759	Prav.g_00554
OG0001108	Syad.g_01744	Prav.g_00558
OG0001109	Syad.g_01739	Prav.g_00559
OG0001110	Syad.g_01737	Prav.g_00561
OG0001111	Syad.g_01735	Prav.g_00562
OG0001112	Syad.g_01733	Prav.g_00563
OG0001113	Syad.g_01732	Prav.g_00564
OG0001114	Syad.g_01731	Prav.g_00565
OG0001115	Syad.g_01727	Prav.g_00567
OG0001116	Syad.g_01725	Prav.g_00568
OG0001117	Syad.g_01724	Prav.g_00569
OG0001118	Syad.g_01723	Prav.g_00570
OG0001119	Syad.g_01721	Prav.g_00571
OG0001120	Syad.g_01717	Prav.g_00573
OG0001121	Syad.g_01503	Prav.g_00031, Prav.g_00576
OG0001122	Syad.g_01689	Prav.g_00905
OG0001123	Syad.g_01682	Prav.g_00909
OG0001124	Syad.g_01680	Prav.g_00911
OG0001125	Syad.g_01678	Prav.g_00912
OG0001126	Syad.g_01276	Prav.g_00922
OG0001127	Syad.g_01277	Prav.g_00923
OG0001128	Syad.g_01280	Prav.g_00925
OG0001129	Syad.g_01282	Prav.g_00926
OG0001130	Syad.g_01283	Prav.g_00927
OG0001131	Syad.g_01953	Prav.g_00242
OG0001132	Syad.g_02038	Prav.g_00252
OG0001133	Syad.g_02172	Prav.g_00019
OG0001134	Syad.g_01527	Prav.g_00033
OG0001136	Syad.g_01150	Prav.g_00062
OG0001137	Syad.g_01169	Prav.g_00073
OG0001138	Syad.g_01493	Prav.g_01855
OG0001139	Syad.g_01491	Prav.g_01854
OG0001140	Syad.g_01490	Prav.g_01853
OG0001141	Syad.g_01489	Prav.g_01852
OG0001142	Syad.g_01488	Prav.g_01851
OG0001143	Syad.g_01473	Prav.g_01844
OG0001144	Syad.g_01457	Prav.g_01839
OG0001145	Syad.g_01112	Prav.g_01430
OG0001146	Syad.g_02412	Prav.g_01442
OG0001147	Syad.g_02349	Prav.g_01459
OG0001148	Syad.g_00889	Prav.g_01475
OG0001149	Syad.g_00888	Prav.g_01476
OG0001150	Syad.g_00887	Prav.g_01477
OG0001151	Syad.g_00875	Prav.g_01488
OG0001152	Syad.g_00872	Prav.g_01489
OG0001153	Syad.g_02318	Prav.g_01610
OG0001154	Syad.g_02319	Prav.g_01611
OG0001155	Syad.g_02540	Prav.g_01623
OG0001156	Syad.g_02543	Prav.g_01626
OG0001157	Syad.g_02544	Prav.g_01627
OG0001158	Syad.g_02546	Prav.g_01628
OG0001159	Syad.g_02547	Prav.g_01629
OG0001160	Syad.g_02595	Prav.g_01653
OG0001161	Syad.g_00026	Prav.g_01664
OG0001162	Syad.g_01844	Prav.g_01675
OG0001163	Syad.g_02610	Prav.g_01753
OG0001164	Syad.g_02616	Prav.g_01757
OG0001165	Syad.g_02621	Prav.g_01760
OG0001166	Syad.g_02647	Prav.g_01780
OG0001167	Syad.g_02486	Prav.g_01797
OG0001168	Syad.g_02488	Prav.g_01799
OG0001169	Syad.g_02490	Prav.g_01801
OG0001170	Syad.g_02492	Prav.g_01803
OG0001171	Syad.g_02503	Prav.g_01813
OG0001172	Syad.g_00594	Prav.g_00271
