Orthogroup	Prav	Syap
OG0000607	Prav.g_01255	Syap.g_00093
OG0000608	Prav.g_01256	Syap.g_00094
OG0000609	Prav.g_01257	Syap.g_00096
OG0000610	Prav.g_01262	Syap.g_01963
OG0000611	Prav.g_01265	Syap.g_01958
OG0000612	Prav.g_01266	Syap.g_01957
OG0000613	Prav.g_01271	Syap.g_02480
OG0000615	Prav.g_01298	Syap.g_00154
OG0000616	Prav.g_01312	Syap.g_00127
OG0000617	Prav.g_00312	Syap.g_00513
OG0000618	Prav.g_00313	Syap.g_00514
OG0000619	Prav.g_00314	Syap.g_00515
OG0000620	Prav.g_00317	Syap.g_00520
OG0000621	Prav.g_00318	Syap.g_00521
OG0000622	Prav.g_00319	Syap.g_00523
OG0000623	Prav.g_00320	Syap.g_00526
OG0000624	Prav.g_00321	Syap.g_00527
OG0000625	Prav.g_00322	Syap.g_00528
OG0000626	Prav.g_00323	Syap.g_00529
OG0000627	Prav.g_00324	Syap.g_00848
OG0000628	Prav.g_00325	Syap.g_00850
OG0000629	Prav.g_00326	Syap.g_02334
OG0000630	Prav.g_00329	Syap.g_02793
OG0000631	Prav.g_00388	Syap.g_01724
OG0000632	Prav.g_00389	Syap.g_01725
OG0000633	Prav.g_00390	Syap.g_01726
OG0000634	Prav.g_00393	Syap.g_00190
OG0000635	Prav.g_00394	Syap.g_00191
OG0000636	Prav.g_00396	Syap.g_00193
OG0000637	Prav.g_00398	Syap.g_00195
OG0000638	Prav.g_00399	Syap.g_00196
OG0000639	Prav.g_00400	Syap.g_00197
OG0000640	Prav.g_00401	Syap.g_00198
OG0000641	Prav.g_00405	Syap.g_00203
OG0000642	Prav.g_00406	Syap.g_02732
OG0000643	Prav.g_00407	Syap.g_02731
OG0000644	Prav.g_00408	Syap.g_02730
OG0000645	Prav.g_00409	Syap.g_02726
OG0000646	Prav.g_00411	Syap.g_02723
OG0000647	Prav.g_00412	Syap.g_02721
OG0000648	Prav.g_00414	Syap.g_02719
OG0000649	Prav.g_00415	Syap.g_02718
OG0000650	Prav.g_00416	Syap.g_02717
OG0000651	Prav.g_00417	Syap.g_02716
OG0000652	Prav.g_00418	Syap.g_02715
OG0000653	Prav.g_00420	Syap.g_02713
OG0000654	Prav.g_00421	Syap.g_02711
OG0000655	Prav.g_00422	Syap.g_02710
OG0000656	Prav.g_00425	Syap.g_02706
OG0000657	Prav.g_00432	Syap.g_01845
OG0000658	Prav.g_00433	Syap.g_01841
OG0000659	Prav.g_00434	Syap.g_01840
OG0000660	Prav.g_00438	Syap.g_01835
OG0000662	Prav.g_00442	Syap.g_00823
OG0000663	Prav.g_00444	Syap.g_00826
OG0000664	Prav.g_00445	Syap.g_00828
OG0000665	Prav.g_00449	Syap.g_02331
OG0000666	Prav.g_00450	Syap.g_01573
OG0000667	Prav.g_00454	Syap.g_01979
OG0000668	Prav.g_00483	Syap.g_02765
OG0000669	Prav.g_00490	Syap.g_02371
OG0000670	Prav.g_00492	Syap.g_02368
OG0000671	Prav.g_00494	Syap.g_01260
OG0000672	Prav.g_00497	Syap.g_01257
OG0000673	Prav.g_00500	Syap.g_01253
OG0000674	Prav.g_00502	Syap.g_01251
OG0000675	Prav.g_00503	Syap.g_01250
OG0000676	Prav.g_00505	Syap.g_01248
OG0000677	Prav.g_00506	Syap.g_01246
OG0000678	Prav.g_00508	Syap.g_01239
OG0000679	Prav.g_00512	Syap.g_00157
OG0000680	Prav.g_00513	Syap.g_00158
OG0000681	Prav.g_00515	Syap.g_00163
OG0000682	Prav.g_00516	Syap.g_00165
OG0000683	Prav.g_00517	Syap.g_00166
OG0000684	Prav.g_00519	Syap.g_00169
OG0000685	Prav.g_00521	Syap.g_00172
OG0000686	Prav.g_00522	Syap.g_00173
OG0000687	Prav.g_00523	Syap.g_00174
OG0000688	Prav.g_00526	Syap.g_00178
OG0000689	Prav.g_00527	Syap.g_00180
OG0000690	Prav.g_00528	Syap.g_00181
OG0000691	Prav.g_00529	Syap.g_00182
OG0000692	Prav.g_00530	Syap.g_00184
OG0000693	Prav.g_00531	Syap.g_00185
OG0000694	Prav.g_00532	Syap.g_00186
OG0000695	Prav.g_00534	Syap.g_01729
OG0000696	Prav.g_00535	Syap.g_01730
OG0000697	Prav.g_00536	Syap.g_01734
OG0000698	Prav.g_00539	Syap.g_01737
OG0000699	Prav.g_00540	Syap.g_01738
OG0000700	Prav.g_00541	Syap.g_01739
OG0000701	Prav.g_00542	Syap.g_01740
OG0000702	Prav.g_00544	Syap.g_01747
OG0000703	Prav.g_00545	Syap.g_01750
OG0000704	Prav.g_00546	Syap.g_01753
OG0000705	Prav.g_00550	Syap.g_02022
OG0000706	Prav.g_00551	Syap.g_02020
OG0000707	Prav.g_00552	Syap.g_02019
OG0000708	Prav.g_00553	Syap.g_02016
OG0000709	Prav.g_00557	Syap.g_00121
OG0000711	Prav.g_00577	Syap.g_02686
OG0000712	Prav.g_00579	Syap.g_02688
OG0000713	Prav.g_00580	Syap.g_02689
OG0000714	Prav.g_00581	Syap.g_02691
OG0000715	Prav.g_00583	Syap.g_02693
OG0000716	Prav.g_00585	Syap.g_02696
OG0000717	Prav.g_00586	Syap.g_02697
OG0000718	Prav.g_00902	Syap.g_02701
OG0000719	Prav.g_00904	Syap.g_02767
OG0000720	Prav.g_00913	Syap.g_02780
OG0000721	Prav.g_00915	Syap.g_02782
OG0000722	Prav.g_00916	Syap.g_02783
OG0000723	Prav.g_00919	Syap.g_00532
OG0000725	Prav.g_00934	Syap.g_01559
OG0000726	Prav.g_00935	Syap.g_01560
OG0000727	Prav.g_00936	Syap.g_01561
OG0000728	Prav.g_00938	Syap.g_01564
OG0000729	Prav.g_00263	Syap.g_01122
OG0000730	Prav.g_00004	Syap.g_00572
OG0000731	Prav.g_00008	Syap.g_00560
OG0000732	Prav.g_00016	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prav.g_00034	Syap.g_01971
OG0000734	Prav.g_00050	Syap.g_02628
OG0000735	Prav.g_00052	Syap.g_00244
OG0000736	Prav.g_00053	Syap.g_00243
OG0000737	Prav.g_00054	Syap.g_00242
OG0000738	Prav.g_00058	Syap.g_00236
OG0000739	Prav.g_00059	Syap.g_00235
OG0000740	Prav.g_00060	Syap.g_00234
OG0000741	Prav.g_00061	Syap.g_00231
OG0000742	Prav.g_00064	Syap.g_00229
OG0000743	Prav.g_00066	Syap.g_00226
OG0000744	Prav.g_00067	Syap.g_00225
OG0000745	Prav.g_00068	Syap.g_00222
OG0000746	Prav.g_00070	Syap.g_00220
OG0000747	Prav.g_00071	Syap.g_00219
OG0000748	Prav.g_00074	Syap.g_00212
OG0000749	Prav.g_00075	Syap.g_00211
OG0000750	Prav.g_00076	Syap.g_00210
OG0000751	Prav.g_01868	Syap.g_00205
OG0000752	Prav.g_01866	Syap.g_01793
OG0000753	Prav.g_01863	Syap.g_02775
OG0000754	Prav.g_01860	Syap.g_01883
OG0000755	Prav.g_01857	Syap.g_01893
OG0000757	Prav.g_01850	Syap.g_00427
OG0000758	Prav.g_01849	Syap.g_00428
OG0000759	Prav.g_01848	Syap.g_00429
OG0000760	Prav.g_01847	Syap.g_00430
OG0000761	Prav.g_01846	Syap.g_00431
OG0000762	Prav.g_01845	Syap.g_00434
OG0000763	Prav.g_01843	Syap.g_02624
OG0000764	Prav.g_01842	Syap.g_02623
OG0000765	Prav.g_01833	Syap.g_02440
OG0000766	Prav.g_01832	Syap.g_02439
OG0000767	Prav.g_01830	Syap.g_02437
OG0000768	Prav.g_01829	Syap.g_02436
OG0000769	Prav.g_01827	Syap.g_02434
OG0000770	Prav.g_01825	Syap.g_02431
OG0000772	Prav.g_01409	Syap.g_02295
OG0000773	Prav.g_01429	Syap.g_00885
OG0000774	Prav.g_01431	Syap.g_01473
OG0000775	Prav.g_01433	Syap.g_01475
OG0000776	Prav.g_01434	Syap.g_01476
OG0000777	Prav.g_01435	Syap.g_01478
OG0000778	Prav.g_01436	Syap.g_01479
OG0000779	Prav.g_01440	Syap.g_01494
OG0000780	Prav.g_01441	Syap.g_01496
OG0000781	Prav.g_01444	Syap.g_02609
OG0000782	Prav.g_01445	Syap.g_02611
OG0000783	Prav.g_01446	Syap.g_02612
OG0000784	Prav.g_01447	Syap.g_02613
OG0000785	Prav.g_01449	Syap.g_02281
OG0000786	Prav.g_01451	Syap.g_02287
OG0000787	Prav.g_01452	Syap.g_02288
OG0000788	Prav.g_01460	Syap.g_01932
OG0000789	Prav.g_01463	Syap.g_00372
OG0000791	Prav.g_01480	Syap.g_02520
OG0000792	Prav.g_01481	Syap.g_02519
OG0000793	Prav.g_01484	Syap.g_02141
OG0000794	Prav.g_01485	Syap.g_02200
OG0000795	Prav.g_01486	Syap.g_02199
OG0000796	Prav.g_01490	Syap.g_02448
OG0000797	Prav.g_01491	Syap.g_02449
OG0000798	Prav.g_01556	Syap.g_01269
OG0000799	Prav.g_01560	Syap.g_02488
OG0000800	Prav.g_01561	Syap.g_02487
OG0000801	Prav.g_01562	Syap.g_02486
OG0000802	Prav.g_01564	Syap.g_02659
OG0000803	Prav.g_01566	Syap.g_02109
OG0000804	Prav.g_01567	Syap.g_02113
OG0000805	Prav.g_01569	Syap.g_02115
OG0000806	Prav.g_01571	Syap.g_02117
OG0000807	Prav.g_01572	Syap.g_02118
OG0000808	Prav.g_01573	Syap.g_02119
OG0000809	Prav.g_01576	Syap.g_02122
OG0000810	Prav.g_01577	Syap.g_02124
OG0000811	Prav.g_01581	Syap.g_02472
OG0000812	Prav.g_01583	Syap.g_02474
OG0000813	Prav.g_01584	Syap.g_02475
OG0000814	Prav.g_01586	Syap.g_02753
OG0000815	Prav.g_01587	Syap.g_02752
OG0000816	Prav.g_01589	Syap.g_02289
OG0000817	Prav.g_01590	Syap.g_02527
OG0000818	Prav.g_01595	Syap.g_02001
OG0000819	Prav.g_01596	Syap.g_02002
OG0000820	Prav.g_01597	Syap.g_02003
OG0000821	Prav.g_01601	Syap.g_02009
OG0000822	Prav.g_01602	Syap.g_02011
OG0000824	Prav.g_01606	Syap.g_00008
OG0000825	Prav.g_01607	Syap.g_00009
OG0000826	Prav.g_01608	Syap.g_00010
OG0000827	Prav.g_01609	Syap.g_00011
OG0000828	Prav.g_01612	Syap.g_00014
OG0000829	Prav.g_01613	Syap.g_00015
OG0000830	Prav.g_01614	Syap.g_00016
OG0000831	Prav.g_01616	Syap.g_00019
OG0000832	Prav.g_01622	Syap.g_00752
OG0000833	Prav.g_01630	Syap.g_00021
OG0000834	Prav.g_01631	Syap.g_00023
OG0000835	Prav.g_01632	Syap.g_00024
OG0000836	Prav.g_01633	Syap.g_00026
OG0000837	Prav.g_01634	Syap.g_00027
OG0000838	Prav.g_01636	Syap.g_00031
OG0000839	Prav.g_01637	Syap.g_00032
OG0000840	Prav.g_01638	Syap.g_00033
OG0000841	Prav.g_01639	Syap.g_00034
OG0000842	Prav.g_01640	Syap.g_00035
OG0000843	Prav.g_01641	Syap.g_00036
OG0000844	Prav.g_01642	Syap.g_00039
OG0000845	Prav.g_01643	Syap.g_00040
OG0000846	Prav.g_01644	Syap.g_00042
OG0000847	Prav.g_01645	Syap.g_00043
OG0000848	Prav.g_01646	Syap.g_00045
OG0000849	Prav.g_01647	Syap.g_00046
OG0000850	Prav.g_01649	Syap.g_00310
OG0000851	Prav.g_01650	Syap.g_01214
OG0000852	Prav.g_01651	Syap.g_01215
OG0000853	Prav.g_01655	Syap.g_01219
OG0000854	Prav.g_01657	Syap.g_01222
OG0000855	Prav.g_01658	Syap.g_01223
OG0000856	Prav.g_01671	Syap.g_01286
OG0000857	Prav.g_01699	Syap.g_02722
OG0000858	Prav.g_01755	Syap.g_00612
OG0000859	Prav.g_01756	Syap.g_00613
OG0000860	Prav.g_01763	Syap.g_00623
OG0000861	Prav.g_01764	Syap.g_02789
OG0000862	Prav.g_01765	Syap.g_01789
OG0000863	Prav.g_01767	Syap.g_01784
OG0000864	Prav.g_01768	Syap.g_01783
OG0000865	Prav.g_01769	Syap.g_01781, Syap.g_01782
OG0000866	Prav.g_01770	Syap.g_01780
OG0000867	Prav.g_01771	Syap.g_01779
OG0000868	Prav.g_01772	Syap.g_01775
OG0000869	Prav.g_01776	Syap.g_01770
OG0000870	Prav.g_01781	Syap.g_01401
OG0000871	Prav.g_01782	Syap.g_01400
OG0000872	Prav.g_01783	Syap.g_01394
OG0000873	Prav.g_01786	Syap.g_01390
OG0000874	Prav.g_01789	Syap.g_01388
OG0000875	Prav.g_01790	Syap.g_01386
OG0000876	Prav.g_01791	Syap.g_00822
OG0000877	Prav.g_01793	Syap.g_01380
OG0000878	Prav.g_01794	Syap.g_01378
OG0000879	Prav.g_01795	Syap.g_01377
OG0000880	Prav.g_01796	Syap.g_01376
OG0000882	Prav.g_01805	Syap.g_01516
OG0000883	Prav.g_01807	Syap.g_01511
OG0000884	Prav.g_01809	Syap.g_01509
OG0000885	Prav.g_01810	Syap.g_01508
OG0000886	Prav.g_01811	Syap.g_01507
OG0000887	Prav.g_01812	Syap.g_01506
OG0000888	Prav.g_01814	Syap.g_01504
OG0000889	Prav.g_01816	Syap.g_01502
OG0000890	Prav.g_01817	Syap.g_01499
OG0000891	Prav.g_01818	Syap.g_01498
OG0000892	Prav.g_00264	Syap.g_02671
OG0000893	Prav.g_00268	Syap.g_02497
OG0000894	Prav.g_00270	Syap.g_02679
OG0000895	Prav.g_00273	Syap.g_00546
OG0000896	Prav.g_00274	Syap.g_00545
OG0000897	Prav.g_00276	Syap.g_00543
OG0000898	Prav.g_00277	Syap.g_00542
OG0000899	Prav.g_00278	Syap.g_00541
OG0000900	Prav.g_00279	Syap.g_00540
OG0000901	Prav.g_00282	Syap.g_01930
OG0000902	Prav.g_00284	Syap.g_01929
OG0000903	Prav.g_00287	Syap.g_01916
OG0000904	Prav.g_00289	Syap.g_01922
OG0000905	Prav.g_00294	Syap.g_01925
OG0000906	Prav.g_00295	Syap.g_01927
OG0000907	Prav.g_00590	Syap.g_01914
OG0000908	Prav.g_00593	Syap.g_01235
OG0000909	Prav.g_00594	Syap.g_01236
OG0000910	Prav.g_00595	Syap.g_01237
OG0000911	Prav.g_00597	Syap.g_00511
OG0000912	Prav.g_00598	Syap.g_00510
OG0000913	Prav.g_00599	Syap.g_00509
OG0000914	Prav.g_00600	Syap.g_00508
OG0000915	Prav.g_00601	Syap.g_00506
OG0000916	Prav.g_00602	Syap.g_00505
OG0000917	Prav.g_00603	Syap.g_00504
OG0000918	Prav.g_00604	Syap.g_00503
OG0000919	Prav.g_00605	Syap.g_00502
OG0000920	Prav.g_00606	Syap.g_00501
OG0000921	Prav.g_00607	Syap.g_00500
OG0000922	Prav.g_00608	Syap.g_00499
OG0000923	Prav.g_00612	Syap.g_00495
OG0000924	Prav.g_00613	Syap.g_00494
OG0000925	Prav.g_00614	Syap.g_00493
OG0000926	Prav.g_00615	Syap.g_00492
OG0000927	Prav.g_00617	Syap.g_00490
OG0000928	Prav.g_00618	Syap.g_00489
OG0000929	Prav.g_00619	Syap.g_00488
OG0000930	Prav.g_00620	Syap.g_00487
OG0000931	Prav.g_00621	Syap.g_00486
OG0000932	Prav.g_00622	Syap.g_00485
OG0000933	Prav.g_00626	Syap.g_00479
OG0000934	Prav.g_00628	Syap.g_00477
OG0000935	Prav.g_00629	Syap.g_00476
OG0000936	Prav.g_00630	Syap.g_00475
OG0000937	Prav.g_00631	Syap.g_00474
OG0000938	Prav.g_00633	Syap.g_00471
OG0000939	Prav.g_00634	Syap.g_00469
OG0000940	Prav.g_00641	Syap.g_00460
OG0000941	Prav.g_00643	Syap.g_00458
OG0000942	Prav.g_00645	Syap.g_00606
OG0000943	Prav.g_00646	Syap.g_00604
OG0000944	Prav.g_00647	Syap.g_00602
OG0000945	Prav.g_00648	Syap.g_00601
OG0000946	Prav.g_00653	Syap.g_00595
OG0000947	Prav.g_00655	Syap.g_00591
OG0000948	Prav.g_00656	Syap.g_00590
OG0000949	Prav.g_00659	Syap.g_01051
OG0000950	Prav.g_00664	Syap.g_01061
OG0000951	Prav.g_00668	Syap.g_01070
OG0000952	Prav.g_00672	Syap.g_01074
OG0000953	Prav.g_00675	Syap.g_01078
OG0000954	Prav.g_00679	Syap.g_01089
OG0000955	Prav.g_00680	Syap.g_01090
OG0000956	Prav.g_00682	Syap.g_01092
OG0000957	Prav.g_00687	Syap.g_01109
OG0000958	Prav.g_00688	Syap.g_01110
OG0000959	Prav.g_00692	Syap.g_01114
OG0000960	Prav.g_00693	Syap.g_01115
OG0000961	Prav.g_00695	Syap.g_02170
OG0000962	Prav.g_00697	Syap.g_01121
OG0000963	Prav.g_00701	Syap.g_01124
OG0000964	Prav.g_00702	Syap.g_01125
OG0000965	Prav.g_00703	Syap.g_01126
OG0000966	Prav.g_00710	Syap.g_01141
OG0000967	Prav.g_00714	Syap.g_00633
OG0000968	Prav.g_00716	Syap.g_00998
OG0000969	Prav.g_00717	Syap.g_00996
OG0000970	Prav.g_00718	Syap.g_00995
OG0000971	Prav.g_00719	Syap.g_00993
OG0000972	Prav.g_00720	Syap.g_00992
OG0000973	Prav.g_00721	Syap.g_00991
OG0000974	Prav.g_00722	Syap.g_00990
OG0000975	Prav.g_00723	Syap.g_00989
OG0000976	Prav.g_00724	Syap.g_00988
OG0000977	Prav.g_00725	Syap.g_00986
OG0000978	Prav.g_00726	Syap.g_00985
OG0000979	Prav.g_00729	Syap.g_00980
OG0000980	Prav.g_00731	Syap.g_00977
OG0000981	Prav.g_00733	Syap.g_01812
OG0000982	Prav.g_00735	Syap.g_00132
OG0000983	Prav.g_00736	Syap.g_00134
OG0000984	Prav.g_00737	Syap.g_00135
OG0000985	Prav.g_00740	Syap.g_00140
OG0000986	Prav.g_00742	Syap.g_01044
OG0000987	Prav.g_00743	Syap.g_01033
OG0000988	Prav.g_00746	Syap.g_01027
OG0000989	Prav.g_00750	Syap.g_01011
OG0000990	Prav.g_00753	Syap.g_02087
OG0000991	Prav.g_00754	Syap.g_02091
OG0000992	Prav.g_00756	Syap.g_02095
OG0000993	Prav.g_00757	Syap.g_02097
OG0000994	Prav.g_00758	Syap.g_02101
OG0000996	Prav.g_00763	Syap.g_01817
OG0000997	Prav.g_00764	Syap.g_02590
OG0000998	Prav.g_00766	Syap.g_02591
OG0000999	Prav.g_00767	Syap.g_02592
OG0001001	Prav.g_00772	Syap.g_02605
OG0001002	Prav.g_00776	Syap.g_00124
OG0001003	Prav.g_00778	Syap.g_02310
OG0001004	Prav.g_00779	Syap.g_02311
OG0001005	Prav.g_00780	Syap.g_02312
OG0001006	Prav.g_00784	Syap.g_00053
OG0001007	Prav.g_00786	Syap.g_00055
OG0001008	Prav.g_01036	Syap.g_02060
OG0001012	Prav.g_00114	Syap.g_00371
OG0001013	Prav.g_00119	Syap.g_01325
OG0001016	Prav.g_00138	Syap.g_01695
OG0001033	Prav.g_00830	Syap.g_00105
OG0001035	Prav.g_01901	Syap.g_01594
OG0001038	Prav.g_01924	Syap.g_01362
OG0001039	Prav.g_01927	Syap.g_01359
OG0001040	Prav.g_01929	Syap.g_01356
OG0001041	Prav.g_01933	Syap.g_01352
OG0001043	Prav.g_01951	Syap.g_01676
OG0001044	Prav.g_01979	Syap.g_00571
OG0001053	Prav.g_01081	Syap.g_02253
OG0001054	Prav.g_01096	Syap.g_00274
OG0001055	Prav.g_01115	Syap.g_00252
OG0001059	Prav.g_01151	Syap.g_00306
OG0001060	Prav.g_01158	Syap.g_00299
OG0001061	Prav.g_01171	Syap.g_01309
OG0001062	Prav.g_01173	Syap.g_01314
OG0001072	Prav.g_01186	Syap.g_00441
OG0001073	Prav.g_01200	Syap.g_00122, Syap.g_00455
OG0001078	Prav.g_01234	Syap.g_00896
OG0001080	Prav.g_01251	Syap.g_02505
OG0001085	Prav.g_01268	Syap.g_01953
OG0001094	Prav.g_00391	Syap.g_00187
OG0001095	Prav.g_00410	Syap.g_02725
OG0001096	Prav.g_00423	Syap.g_02709
OG0001100	Prav.g_00491	Syap.g_02369
OG0001102	Prav.g_00496	Syap.g_01258
OG0001103	Prav.g_00498	Syap.g_01256
OG0001104	Prav.g_00520	Syap.g_00171
OG0001105	Prav.g_00524	Syap.g_00175
OG0001107	Prav.g_00554	Syap.g_02015
OG0001108	Prav.g_00558	Syap.g_00119
OG0001122	Prav.g_00905	Syap.g_02766
OG0001123	Prav.g_00909	Syap.g_01872
OG0001133	Prav.g_00019	Syap.g_01292
OG0001136	Prav.g_00062	Syap.g_00230
OG0001137	Prav.g_00073	Syap.g_00213
OG0001140	Prav.g_01853	Syap.g_02134
OG0001152	Prav.g_01489	Syap.g_02447
OG0001154	Prav.g_01611	Syap.g_00013
OG0001155	Prav.g_01623	Syap.g_00750
OG0001160	Prav.g_01653	Syap.g_01217
OG0001162	Prav.g_01675	Syap.g_02366
OG0001163	Prav.g_01753	Syap.g_00609
OG0001164	Prav.g_01757	Syap.g_00614
OG0001165	Prav.g_01760	Syap.g_00619
OG0001168	Prav.g_01799	Syap.g_01372
OG0001171	Prav.g_01813	Syap.g_01505
OG0001172	Prav.g_00271	Syap.g_00547
OG0001177	Prav.g_00291	Syap.g_01920
OG0001178	Prav.g_00296	Syap.g_01786, Syap.g_01787
OG0001179	Prav.g_00616	Syap.g_00491
OG0001180	Prav.g_00638	Syap.g_00097, Syap.g_00465
OG0001181	Prav.g_00642	Syap.g_00459
OG0001183	Prav.g_00654	Syap.g_00594
OG0001185	Prav.g_00684	Syap.g_01104
OG0001186	Prav.g_00707	Syap.g_01140
OG0001187	Prav.g_00711	Syap.g_01142
OG0001188	Prav.g_00713	Syap.g_00634
OG0001189	Prav.g_00730	Syap.g_00979
OG0001191	Prav.g_00744	Syap.g_01030
OG0001192	Prav.g_00749	Syap.g_01021
OG0001197	Prav.g_00775	Syap.g_00126
OG0001198	Prav.g_00783	Syap.g_00052
OG0001199	Prav.g_00139	Syap.g_01696
OG0001200	Prav.g_00141	Syap.g_01698
OG0001202	Prav.g_00839	Syap.g_01613
OG0001203	Prav.g_00800	Syap.g_01154
OG0001204	Prav.g_01890	Syap.g_01577
OG0001214	Prav.g_01235	Syap.g_00897
OG0001217	Prav.g_00346	Syap.g_01464
OG0001218	Prav.g_00355	Syap.g_00020
OG0001219	Prav.g_00385	Syap.g_02794
OG0001221	Prav.g_00510	Syap.g_01777
OG0001222	Prav.g_00548	Syap.g_02027
OG0001224	Prav.g_00929	Syap.g_01551
OG0001225	Prav.g_00931	Syap.g_01553
OG0001226	Prav.g_00236	Syap.g_02551
OG0001228	Prav.g_01836	Syap.g_01063
OG0001229	Prav.g_01471	Syap.g_00827
OG0001230	Prav.g_01570	Syap.g_02116
OG0001231	Prav.g_01673	Syap.g_00073
OG0001232	Prav.g_01784	Syap.g_01393
OG0001235	Prav.g_00293	Syap.g_01924
OG0001236	Prav.g_00667	Syap.g_01069
OG0001237	Prav.g_00671	Syap.g_01073
OG0001238	Prav.g_00745	Syap.g_01028
OG0001239	Prav.g_00136	Syap.g_01693, Syap.g_01692
OG0001242	Prav.g_00184	Syap.g_02227, Syap.g_02229
OG0001243	Prav.g_00190	Syap.g_02219
OG0001244	Prav.g_00206	Syap.g_02192
OG0001246	Prav.g_01102	Syap.g_00267, Syap.g_01165
OG0001248	Prav.g_01283	Syap.g_00423
OG0001249	Prav.g_00373	Syap.g_00575
OG0001250	Prav.g_00437	Syap.g_01836
OG0001251	Prav.g_00484	Syap.g_01549, Syap.g_01727
OG0001253	Prav.g_00256	Syap.g_01969
OG0001255	Prav.g_00049	Syap.g_02523
OG0001256	Prav.g_01666	Syap.g_01225
OG0001257	Prav.g_01672	Syap.g_00374, Syap.g_00373
OG0001258	Prav.g_01758	Syap.g_00617
OG0001260	Prav.g_01819	Syap.g_01497
OG0001261	Prav.g_00624	Syap.g_00482
OG0001262	Prav.g_00728	Syap.g_00981
OG0001263	Prav.g_00193	Syap.g_02216
OG0001265	Prav.g_00183	Syap.g_02231
OG0001266	Prav.g_00835	Syap.g_01618
OG0001267	Prav.g_01926	Syap.g_01360
OG0001268	Prav.g_01985	Syap.g_00563
OG0001270	Prav.g_01033	Syap.g_02056
OG0001271	Prav.g_01070	Syap.g_02759
OG0001272	Prav.g_01084	Syap.g_02250
OG0001274	Prav.g_01308, Prav.g_01311	Syap.g_01897
OG0001275	Prav.g_00584	Syap.g_02694
OG0001276	Prav.g_00908	Syap.g_01873
OG0001277	Prav.g_00244	Syap.g_01293
OG0001278	Prav.g_01831	Syap.g_02438
OG0001279	Prav.g_01392	Syap.g_02663
OG0001282	Prav.g_01474	Syap.g_01701
OG0001284	Prav.g_01648	Syap.g_00047
OG0001286	Prav.g_00636	Syap.g_00467
OG0001287	Prav.g_00691	Syap.g_00418
OG0001288	Prav.g_00700	Syap.g_01123
OG0001289	Prav.g_00152	Syap.g_02365
OG0001291	Prav.g_00200	Syap.g_02207
OG0001292	Prav.g_01895	Syap.g_01583
OG0001297	Prav.g_01112	Syap.g_00255
OG0001299	Prav.g_01264	Syap.g_01959
OG0001303	Prav.g_00946	Syap.g_02795
OG0001304	Prav.g_00918	Syap.g_00536
OG0001305	Prav.g_00937	Syap.g_01562
OG0001306	Prav.g_00051	Syap.g_00245
OG0001307	Prav.g_01456	Syap.g_00403
OG0001308	Prav.g_01588	Syap.g_02751, Syap.g_02750
OG0001310	Prav.g_01773	Syap.g_01774
OG0001311	Prav.g_00910	Syap.g_01871
OG0001315	Prav.g_00126	Syap.g_00596
OG0001318	Prav.g_01903	Syap.g_01596, Syap.g_01597
OG0001319	Prav.g_01919	Syap.g_02338
OG0001323	Prav.g_01117	Syap.g_00757
OG0001326	Prav.g_00472	Syap.g_02646
OG0001332	Prav.g_01621	Syap.g_01548
OG0001333	Prav.g_01798	Syap.g_01373
OG0001336	Prav.g_00771	Syap.g_02602
OG0001345	Prav.g_01862	Syap.g_01877, Syap.g_02776
OG0001346	Prav.g_01439	Syap.g_01484
OG0001348	Prav.g_01693	Syap.g_00938
OG0001349	Prav.g_01558	Syap.g_01264, Syap.g_00851
OG0001353	Prav.g_00429	Syap.g_01849
OG0001358	Prav.g_01218	Syap.g_00942
OG0001360	Prav.g_00257	Syap.g_01881, Syap.g_02778
OG0001361	Prav.g_01865	Syap.g_01792
OG0001364	Prav.g_00660	Syap.g_01052
OG0001365	Prav.g_00738	Syap.g_00138
OG0001371	Prav.g_01277	Syap.g_02545, Syap.g_02544
OG0001373	Prav.g_00471	Syap.g_02647
OG0001374	Prav.g_00479	Syap.g_01829, Syap.g_01830
OG0001376	Prav.g_00220	Syap.g_01991
OG0001377	Prav.g_00221	Syap.g_01992
OG0001378	Prav.g_00003	Syap.g_02055
OG0001379	Prav.g_01432	Syap.g_01474
OG0001382	Prav.g_01686	Syap.g_00677
OG0001385	Prav.g_00468	Syap.g_02650
OG0001386	Prav.g_00469	Syap.g_02649
OG0001387	Prav.g_00470	Syap.g_02648
OG0001388	Prav.g_00473	Syap.g_02645
OG0001389	Prav.g_00474	Syap.g_02644
OG0001390	Prav.g_00475	Syap.g_02643
OG0001391	Prav.g_00476	Syap.g_01833
OG0001392	Prav.g_00477	Syap.g_01832
OG0001393	Prav.g_00478	Syap.g_01831
OG0001395	Prav.g_00920	Syap.g_00531
OG0001396	Prav.g_00300	Syap.g_02537
OG0001398	Prav.g_01700	Syap.g_02356
OG0001401	Prav.g_01365	Syap.g_01844
OG0001406	Prav.g_00219	Syap.g_01989
OG0001408	Prav.g_00239	Syap.g_01862
OG0001411	Prav.g_01507	Syap.g_00853
OG0001412	Prav.g_00298	Syap.g_02535
OG0001415	Prav.g_00807	Syap.g_00447, Syap.g_00446
OG0001418	Prav.g_01282	Syap.g_00221
OG0001420	Prav.g_00012	Syap.g_02736
OG0001422	Prav.g_01691	Syap.g_01682
