Orthogroup	Prav	Syaj
OG0000563	Prav.g_01155	Syaj.g_00191
OG0000564	Prav.g_01156	Syaj.g_00192
OG0000565	Prav.g_01159	Syaj.g_00195
OG0000566	Prav.g_01161	Syaj.g_00199
OG0000567	Prav.g_01165	Syaj.g_00203
OG0000568	Prav.g_01166	Syaj.g_00207
OG0000569	Prav.g_01167	Syaj.g_00208
OG0000570	Prav.g_01168	Syaj.g_00209
OG0000571	Prav.g_01170	Syaj.g_00213
OG0000572	Prav.g_01183	Syaj.g_00230
OG0000573	Prav.g_01188	Syaj.g_00238
OG0000574	Prav.g_01189	Syaj.g_00242
OG0000575	Prav.g_01193	Syaj.g_00247
OG0000576	Prav.g_01195	Syaj.g_00249
OG0000577	Prav.g_01196	Syaj.g_00250
OG0000578	Prav.g_01197	Syaj.g_00251
OG0000579	Prav.g_01198	Syaj.g_00252
OG0000580	Prav.g_01199	Syaj.g_00253
OG0000581	Prav.g_01201	Syaj.g_00261
OG0000582	Prav.g_01204	Syaj.g_01338
OG0000583	Prav.g_01205	Syaj.g_01337
OG0000584	Prav.g_01206	Syaj.g_01336
OG0000585	Prav.g_01208	Syaj.g_01334
OG0000586	Prav.g_01209	Syaj.g_01333
OG0000587	Prav.g_01210	Syaj.g_01331
OG0000588	Prav.g_01214	Syaj.g_01313
OG0000589	Prav.g_01219	Syaj.g_01308
OG0000590	Prav.g_01220	Syaj.g_01307
OG0000591	Prav.g_01223	Syaj.g_01299
OG0000592	Prav.g_01224	Syaj.g_01298
OG0000593	Prav.g_01230	Syaj.g_01287
OG0000594	Prav.g_01231	Syaj.g_01286
OG0000595	Prav.g_01232	Syaj.g_01285
OG0000596	Prav.g_01236	Syaj.g_01280
OG0000597	Prav.g_01238	Syaj.g_01277
OG0000598	Prav.g_01239	Syaj.g_01276
OG0000599	Prav.g_01242	Syaj.g_01273
OG0000600	Prav.g_01243	Syaj.g_01272
OG0000601	Prav.g_01244	Syaj.g_01271
OG0000602	Prav.g_01246	Syaj.g_01266
OG0000603	Prav.g_01247	Syaj.g_01265
OG0000604	Prav.g_01248	Syaj.g_01262
OG0000605	Prav.g_01249	Syaj.g_01153
OG0000606	Prav.g_01252	Syaj.g_00698
OG0000607	Prav.g_01255	Syaj.g_00702
OG0000608	Prav.g_01256	Syaj.g_00703
OG0000609	Prav.g_01257	Syaj.g_00705
OG0000610	Prav.g_01262	Syaj.g_00714
OG0000611	Prav.g_01265	Syaj.g_00717
OG0000612	Prav.g_01266	Syaj.g_00718
OG0000613	Prav.g_01271	Syaj.g_02500
OG0000614	Prav.g_01290	Syaj.g_00480
OG0000615	Prav.g_01298	Syaj.g_01065
OG0000616	Prav.g_01312	Syaj.g_02245
OG0000617	Prav.g_00312	Syaj.g_00952
OG0000618	Prav.g_00313	Syaj.g_00951
OG0000619	Prav.g_00314	Syaj.g_00950
OG0000620	Prav.g_00317	Syaj.g_00945
OG0000621	Prav.g_00318	Syaj.g_00944
OG0000622	Prav.g_00319	Syaj.g_00943
OG0000623	Prav.g_00320	Syaj.g_00942
OG0000624	Prav.g_00321	Syaj.g_00940
OG0000625	Prav.g_00322	Syaj.g_00939
OG0000626	Prav.g_00323	Syaj.g_00938
OG0000627	Prav.g_00324	Syaj.g_00765
OG0000628	Prav.g_00325	Syaj.g_00766
OG0000629	Prav.g_00326	Syaj.g_00769
OG0000630	Prav.g_00329	Syaj.g_00773
OG0000631	Prav.g_00388	Syaj.g_00786
OG0000632	Prav.g_00389	Syaj.g_00787
OG0000633	Prav.g_00390	Syaj.g_00789
OG0000634	Prav.g_00393	Syaj.g_01030
OG0000635	Prav.g_00394	Syaj.g_01029
OG0000636	Prav.g_00396	Syaj.g_01024
OG0000637	Prav.g_00398	Syaj.g_01022
OG0000638	Prav.g_00399	Syaj.g_01021
OG0000639	Prav.g_00400	Syaj.g_01020
OG0000640	Prav.g_00401	Syaj.g_01019
OG0000641	Prav.g_00405	Syaj.g_01015
OG0000642	Prav.g_00406	Syaj.g_01014
OG0000643	Prav.g_00407	Syaj.g_01012
OG0000644	Prav.g_00408	Syaj.g_01011
OG0000645	Prav.g_00409	Syaj.g_01009
OG0000646	Prav.g_00411	Syaj.g_01006
OG0000647	Prav.g_00412	Syaj.g_01004
OG0000648	Prav.g_00414	Syaj.g_01001
OG0000649	Prav.g_00415	Syaj.g_01000
OG0000650	Prav.g_00416	Syaj.g_00999
OG0000651	Prav.g_00417	Syaj.g_00998
OG0000652	Prav.g_00418	Syaj.g_00997
OG0000653	Prav.g_00420	Syaj.g_00991
OG0000654	Prav.g_00421	Syaj.g_00990
OG0000655	Prav.g_00422	Syaj.g_00989
OG0000656	Prav.g_00425	Syaj.g_00986
OG0000657	Prav.g_00432	Syaj.g_00382
OG0000658	Prav.g_00433	Syaj.g_00379
OG0000659	Prav.g_00434	Syaj.g_00378
OG0000660	Prav.g_00438	Syaj.g_00374
OG0000661	Prav.g_00440	Syaj.g_00372
OG0000662	Prav.g_00442	Syaj.g_00370
OG0000663	Prav.g_00444	Syaj.g_00367
OG0000664	Prav.g_00445	Syaj.g_00358
OG0000665	Prav.g_00449	Syaj.g_01243
OG0000666	Prav.g_00450	Syaj.g_01154
OG0000667	Prav.g_00454	Syaj.g_02661
OG0000668	Prav.g_00483	Syaj.g_00816
OG0000669	Prav.g_00490	Syaj.g_00730
OG0000670	Prav.g_00492	Syaj.g_00733
OG0000671	Prav.g_00494	Syaj.g_00735
OG0000672	Prav.g_00497	Syaj.g_00739
OG0000673	Prav.g_00500	Syaj.g_00742
OG0000674	Prav.g_00502	Syaj.g_00744
OG0000675	Prav.g_00503	Syaj.g_00757
OG0000676	Prav.g_00505	Syaj.g_00759
OG0000677	Prav.g_00506	Syaj.g_00760
OG0000678	Prav.g_00508	Syaj.g_01075
OG0000679	Prav.g_00512	Syaj.g_01061
OG0000680	Prav.g_00513	Syaj.g_01060
OG0000681	Prav.g_00515	Syaj.g_01057
OG0000682	Prav.g_00516	Syaj.g_01056
OG0000683	Prav.g_00517	Syaj.g_01055
OG0000684	Prav.g_00519	Syaj.g_01051
OG0000685	Prav.g_00521	Syaj.g_01049
OG0000686	Prav.g_00522	Syaj.g_01048
OG0000687	Prav.g_00523	Syaj.g_01047
OG0000688	Prav.g_00526	Syaj.g_01041
OG0000689	Prav.g_00527	Syaj.g_01039
OG0000690	Prav.g_00528	Syaj.g_01038
OG0000691	Prav.g_00529	Syaj.g_01037
OG0000692	Prav.g_00530	Syaj.g_01036
OG0000693	Prav.g_00531	Syaj.g_01034
OG0000694	Prav.g_00532	Syaj.g_01033
OG0000695	Prav.g_00534	Syaj.g_00791
OG0000696	Prav.g_00535	Syaj.g_00792
OG0000697	Prav.g_00536	Syaj.g_00932
OG0000698	Prav.g_00539	Syaj.g_00929
OG0000699	Prav.g_00540	Syaj.g_00928
OG0000700	Prav.g_00541	Syaj.g_00927
OG0000701	Prav.g_00542	Syaj.g_00926
OG0000702	Prav.g_00544	Syaj.g_00916
OG0000703	Prav.g_00545	Syaj.g_00915
OG0000704	Prav.g_00546	Syaj.g_00913
OG0000705	Prav.g_00550	Syaj.g_00906
OG0000706	Prav.g_00551	Syaj.g_00905
OG0000707	Prav.g_00552	Syaj.g_00904
OG0000708	Prav.g_00553	Syaj.g_00901
OG0000709	Prav.g_00557	Syaj.g_00872
OG0000710	Prav.g_00560	Syaj.g_00867
OG0000711	Prav.g_00577	Syaj.g_00839
OG0000712	Prav.g_00579	Syaj.g_00837
OG0000713	Prav.g_00580	Syaj.g_00836
OG0000714	Prav.g_00581	Syaj.g_00834
OG0000715	Prav.g_00583	Syaj.g_00832
OG0000716	Prav.g_00585	Syaj.g_00825
OG0000717	Prav.g_00586	Syaj.g_00824
OG0000718	Prav.g_00902	Syaj.g_00820
OG0000719	Prav.g_00904	Syaj.g_00818
OG0000720	Prav.g_00913	Syaj.g_00805
OG0000721	Prav.g_00915	Syaj.g_00803
OG0000722	Prav.g_00916	Syaj.g_00802
OG0000723	Prav.g_00919	Syaj.g_00934
OG0000724	Prav.g_00928	Syaj.g_00421
OG0000725	Prav.g_00934	Syaj.g_00430
OG0000726	Prav.g_00935	Syaj.g_00431
OG0000727	Prav.g_00936	Syaj.g_00432
OG0000728	Prav.g_00938	Syaj.g_00434
OG0000729	Prav.g_00263	Syaj.g_02397
OG0000730	Prav.g_00004	Syaj.g_02802
OG0000731	Prav.g_00008	Syaj.g_02814
OG0000732	Prav.g_00016	Syaj.g_02315
OG0000733	Prav.g_00034	Syaj.g_02151
OG0000734	Prav.g_00050	Syaj.g_01895
OG0000735	Prav.g_00052	Syaj.g_00286
OG0000736	Prav.g_00053	Syaj.g_00287
OG0000737	Prav.g_00054	Syaj.g_00288
OG0000738	Prav.g_00058	Syaj.g_00293
OG0000739	Prav.g_00059	Syaj.g_00295
OG0000740	Prav.g_00060	Syaj.g_00296
OG0000741	Prav.g_00061	Syaj.g_00299
OG0000742	Prav.g_00064	Syaj.g_00301
OG0000743	Prav.g_00066	Syaj.g_00303
OG0000744	Prav.g_00067	Syaj.g_00304
OG0000745	Prav.g_00068	Syaj.g_00306
OG0000746	Prav.g_00070	Syaj.g_00308
OG0000747	Prav.g_00071	Syaj.g_00309
OG0000748	Prav.g_00074	Syaj.g_00319
OG0000749	Prav.g_00075	Syaj.g_00322
OG0000750	Prav.g_00076	Syaj.g_00323
OG0000751	Prav.g_01868	Syaj.g_00331
OG0000752	Prav.g_01866	Syaj.g_00333
OG0000753	Prav.g_01863	Syaj.g_00336
OG0000754	Prav.g_01860	Syaj.g_00643
OG0000755	Prav.g_01857	Syaj.g_00631
OG0000756	Prav.g_01856	Syaj.g_00625
OG0000757	Prav.g_01850	Syaj.g_00614
OG0000758	Prav.g_01849	Syaj.g_00613
OG0000759	Prav.g_01848	Syaj.g_00612
OG0000760	Prav.g_01847	Syaj.g_00611
OG0000761	Prav.g_01846	Syaj.g_00609
OG0000762	Prav.g_01845	Syaj.g_00603
OG0000763	Prav.g_01843	Syaj.g_00597
OG0000764	Prav.g_01842	Syaj.g_00596
OG0000765	Prav.g_01833	Syaj.g_00577
OG0000766	Prav.g_01832	Syaj.g_00576
OG0000767	Prav.g_01830	Syaj.g_00574
OG0000768	Prav.g_01829	Syaj.g_00573
OG0000769	Prav.g_01827	Syaj.g_00571
OG0000770	Prav.g_01825	Syaj.g_00567
OG0000771	Prav.g_02003	Syaj.g_00415
OG0000772	Prav.g_01409	Syaj.g_01208
OG0000773	Prav.g_01429	Syaj.g_00280
OG0000774	Prav.g_01431	Syaj.g_01502
OG0000775	Prav.g_01433	Syaj.g_01504
OG0000776	Prav.g_01434	Syaj.g_01505
OG0000777	Prav.g_01435	Syaj.g_01506
OG0000778	Prav.g_01436	Syaj.g_01507
OG0000779	Prav.g_01440	Syaj.g_01513
OG0000780	Prav.g_01441	Syaj.g_01517
OG0000781	Prav.g_01444	Syaj.g_01521
OG0000782	Prav.g_01445	Syaj.g_01522
OG0000783	Prav.g_01446	Syaj.g_01524
OG0000784	Prav.g_01447	Syaj.g_01525
OG0000785	Prav.g_01449	Syaj.g_01526
OG0000786	Prav.g_01451	Syaj.g_00265
OG0000787	Prav.g_01452	Syaj.g_00264
OG0000788	Prav.g_01460	Syaj.g_01270
OG0000789	Prav.g_01463	Syaj.g_01121
OG0000790	Prav.g_01478	Syaj.g_00054
OG0000791	Prav.g_01480	Syaj.g_00053
OG0000792	Prav.g_01481	Syaj.g_00052
OG0000793	Prav.g_01484	Syaj.g_00047
OG0000794	Prav.g_01485	Syaj.g_00046
OG0000795	Prav.g_01486	Syaj.g_00045
OG0000796	Prav.g_01490	Syaj.g_00039
OG0000797	Prav.g_01491	Syaj.g_00038
OG0000799	Prav.g_01560	Syaj.g_01352
OG0000800	Prav.g_01561	Syaj.g_01354
OG0000801	Prav.g_01562	Syaj.g_01355
OG0000802	Prav.g_01564	Syaj.g_01359
OG0000803	Prav.g_01566	Syaj.g_01363
OG0000804	Prav.g_01567	Syaj.g_01366
OG0000805	Prav.g_01569	Syaj.g_01369
OG0000806	Prav.g_01571	Syaj.g_01370
OG0000807	Prav.g_01572	Syaj.g_01372
OG0000808	Prav.g_01573	Syaj.g_01373
OG0000809	Prav.g_01576	Syaj.g_01376
OG0000810	Prav.g_01577	Syaj.g_01377
OG0000811	Prav.g_01581	Syaj.g_01385
OG0000812	Prav.g_01583	Syaj.g_01387
OG0000813	Prav.g_01584	Syaj.g_01388
OG0000814	Prav.g_01586	Syaj.g_01390
OG0000815	Prav.g_01587	Syaj.g_01391
OG0000816	Prav.g_01589	Syaj.g_01392
OG0000817	Prav.g_01590	Syaj.g_01393
OG0000818	Prav.g_01595	Syaj.g_01399
OG0000819	Prav.g_01596	Syaj.g_01400
OG0000820	Prav.g_01597	Syaj.g_01401
OG0000821	Prav.g_01601	Syaj.g_01412
OG0000822	Prav.g_01602	Syaj.g_01414
OG0000823	Prav.g_01603	Syaj.g_01415
OG0000824	Prav.g_01606	Syaj.g_01421
OG0000825	Prav.g_01607	Syaj.g_01422
OG0000826	Prav.g_01608	Syaj.g_01423
OG0000827	Prav.g_01609	Syaj.g_01424
OG0000828	Prav.g_01612	Syaj.g_01427
OG0000829	Prav.g_01613	Syaj.g_01428
OG0000830	Prav.g_01614	Syaj.g_01429
OG0000831	Prav.g_01616	Syaj.g_01431
OG0000832	Prav.g_01622	Syaj.g_01635
OG0000833	Prav.g_01630	Syaj.g_01647
OG0000834	Prav.g_01631	Syaj.g_01649
OG0000835	Prav.g_01632	Syaj.g_01650
OG0000836	Prav.g_01633	Syaj.g_01654
OG0000837	Prav.g_01634	Syaj.g_01661
OG0000838	Prav.g_01636	Syaj.g_01665
OG0000839	Prav.g_01637	Syaj.g_01666
OG0000840	Prav.g_01638	Syaj.g_01667
OG0000841	Prav.g_01639	Syaj.g_01668
OG0000842	Prav.g_01640	Syaj.g_01669
OG0000843	Prav.g_01641	Syaj.g_01670
OG0000844	Prav.g_01642	Syaj.g_01680
OG0000845	Prav.g_01643	Syaj.g_01681
OG0000846	Prav.g_01644	Syaj.g_01682
OG0000847	Prav.g_01645	Syaj.g_01683
OG0000848	Prav.g_01646	Syaj.g_01685
OG0000849	Prav.g_01647	Syaj.g_01686
OG0000850	Prav.g_01649	Syaj.g_01689
OG0000851	Prav.g_01650	Syaj.g_01694
OG0000852	Prav.g_01651	Syaj.g_01695
OG0000853	Prav.g_01655	Syaj.g_01699
OG0000854	Prav.g_01657	Syaj.g_01701
OG0000855	Prav.g_01658	Syaj.g_01702
OG0000856	Prav.g_01671	Syaj.g_01296
OG0000857	Prav.g_01699	Syaj.g_01005
OG0000858	Prav.g_01755	Syaj.g_01708
OG0000859	Prav.g_01756	Syaj.g_01709
OG0000860	Prav.g_01763	Syaj.g_01723
OG0000861	Prav.g_01764	Syaj.g_01724
OG0000862	Prav.g_01765	Syaj.g_01725
OG0000863	Prav.g_01767	Syaj.g_01728
OG0000864	Prav.g_01768	Syaj.g_01729
OG0000865	Prav.g_01769	Syaj.g_01730
OG0000866	Prav.g_01770	Syaj.g_01731
OG0000867	Prav.g_01771	Syaj.g_01732
OG0000868	Prav.g_01772	Syaj.g_01734
OG0000869	Prav.g_01776	Syaj.g_01742
OG0000870	Prav.g_01781	Syaj.g_01747
OG0000871	Prav.g_01782	Syaj.g_01748
OG0000872	Prav.g_01783	Syaj.g_01756
OG0000873	Prav.g_01786	Syaj.g_01759
OG0000874	Prav.g_01789	Syaj.g_01754
OG0000875	Prav.g_01790	Syaj.g_01762
OG0000876	Prav.g_01791	Syaj.g_02084
OG0000877	Prav.g_01793	Syaj.g_01586
OG0000878	Prav.g_01794	Syaj.g_01587
OG0000879	Prav.g_01795	Syaj.g_01588
OG0000880	Prav.g_01796	Syaj.g_01589
OG0000881	Prav.g_01800	Syaj.g_01595
OG0000882	Prav.g_01805	Syaj.g_01599
OG0000883	Prav.g_01807	Syaj.g_01601
OG0000884	Prav.g_01809	Syaj.g_01603
OG0000885	Prav.g_01810	Syaj.g_01604
OG0000886	Prav.g_01811	Syaj.g_01605
OG0000887	Prav.g_01812	Syaj.g_01606
OG0000888	Prav.g_01814	Syaj.g_01608
OG0000889	Prav.g_01816	Syaj.g_01610
OG0000890	Prav.g_01817	Syaj.g_01615
OG0000891	Prav.g_01818	Syaj.g_01616
OG0000892	Prav.g_00264	Syaj.g_01620
OG0000893	Prav.g_00268	Syaj.g_02636
OG0000894	Prav.g_00270	Syaj.g_02639
OG0000895	Prav.g_00273	Syaj.g_02643
OG0000896	Prav.g_00274	Syaj.g_02644
OG0000897	Prav.g_00276	Syaj.g_02646
OG0000898	Prav.g_00277	Syaj.g_02647
OG0000899	Prav.g_00278	Syaj.g_02648
OG0000900	Prav.g_00279	Syaj.g_02649
OG0000901	Prav.g_00282	Syaj.g_02654
OG0000902	Prav.g_00284	Syaj.g_02656
OG0000903	Prav.g_00287	Syaj.g_02689
OG0000904	Prav.g_00289	Syaj.g_02684
OG0000905	Prav.g_00294	Syaj.g_02678
OG0000906	Prav.g_00295	Syaj.g_02676
OG0000907	Prav.g_00590	Syaj.g_02692
OG0000908	Prav.g_00593	Syaj.g_02695
OG0000909	Prav.g_00594	Syaj.g_02696
OG0000910	Prav.g_00595	Syaj.g_02697
OG0000911	Prav.g_00597	Syaj.g_02699
OG0000912	Prav.g_00598	Syaj.g_02700
OG0000913	Prav.g_00599	Syaj.g_02701
OG0000914	Prav.g_00600	Syaj.g_02702
OG0000915	Prav.g_00601	Syaj.g_02704
OG0000916	Prav.g_00602	Syaj.g_02705
OG0000917	Prav.g_00603	Syaj.g_02706
OG0000918	Prav.g_00604	Syaj.g_02707
OG0000919	Prav.g_00605	Syaj.g_02708
OG0000920	Prav.g_00606	Syaj.g_02709
OG0000921	Prav.g_00607	Syaj.g_02710
OG0000922	Prav.g_00608	Syaj.g_02711
OG0000923	Prav.g_00612	Syaj.g_02715
OG0000924	Prav.g_00613	Syaj.g_02716
OG0000925	Prav.g_00614	Syaj.g_02717
OG0000926	Prav.g_00615	Syaj.g_02718
OG0000927	Prav.g_00617	Syaj.g_02720
OG0000928	Prav.g_00618	Syaj.g_02721
OG0000929	Prav.g_00619	Syaj.g_02722
OG0000930	Prav.g_00620	Syaj.g_02723
OG0000931	Prav.g_00621	Syaj.g_02724
OG0000932	Prav.g_00622	Syaj.g_02725
OG0000933	Prav.g_00626	Syaj.g_02731
OG0000934	Prav.g_00628	Syaj.g_02733
OG0000935	Prav.g_00629	Syaj.g_02734
OG0000936	Prav.g_00630	Syaj.g_02735
OG0000937	Prav.g_00631	Syaj.g_02736
OG0000938	Prav.g_00633	Syaj.g_02739
OG0000939	Prav.g_00634	Syaj.g_02740
OG0000940	Prav.g_00641	Syaj.g_02747
OG0000941	Prav.g_00643	Syaj.g_02749
OG0000942	Prav.g_00645	Syaj.g_02751
OG0000943	Prav.g_00646	Syaj.g_02752
OG0000944	Prav.g_00647	Syaj.g_02754
OG0000945	Prav.g_00648	Syaj.g_02756
OG0000946	Prav.g_00653	Syaj.g_02761
OG0000947	Prav.g_00655	Syaj.g_02764
OG0000948	Prav.g_00656	Syaj.g_02765
OG0000949	Prav.g_00659	Syaj.g_02474
OG0000950	Prav.g_00664	Syaj.g_02459
OG0000951	Prav.g_00668	Syaj.g_02452
OG0000952	Prav.g_00672	Syaj.g_02446
OG0000953	Prav.g_00675	Syaj.g_02442
OG0000954	Prav.g_00679	Syaj.g_02435
OG0000955	Prav.g_00680	Syaj.g_02434
OG0000956	Prav.g_00682	Syaj.g_02432
OG0000957	Prav.g_00687	Syaj.g_02419
OG0000958	Prav.g_00688	Syaj.g_02418
OG0000959	Prav.g_00692	Syaj.g_02413
OG0000960	Prav.g_00693	Syaj.g_02412
OG0000961	Prav.g_00695	Syaj.g_02402
OG0000962	Prav.g_00697	Syaj.g_02398
OG0000963	Prav.g_00701	Syaj.g_02393
OG0000964	Prav.g_00702	Syaj.g_02392
OG0000965	Prav.g_00703	Syaj.g_02391
OG0000966	Prav.g_00710	Syaj.g_02370
OG0000967	Prav.g_00714	Syaj.g_02334
OG0000968	Prav.g_00716	Syaj.g_02363
OG0000969	Prav.g_00717	Syaj.g_02338
OG0000970	Prav.g_00718	Syaj.g_02337
OG0000971	Prav.g_00719	Syaj.g_02331
OG0000972	Prav.g_00720	Syaj.g_02330
OG0000973	Prav.g_00721	Syaj.g_02329
OG0000974	Prav.g_00722	Syaj.g_02328
OG0000975	Prav.g_00723	Syaj.g_02327
OG0000976	Prav.g_00724	Syaj.g_02326
OG0000977	Prav.g_00725	Syaj.g_02324
OG0000978	Prav.g_00726	Syaj.g_02322
OG0000979	Prav.g_00729	Syaj.g_02319
OG0000980	Prav.g_00731	Syaj.g_02316
OG0000981	Prav.g_00733	Syaj.g_02313
OG0000982	Prav.g_00735	Syaj.g_02112
OG0000983	Prav.g_00736	Syaj.g_02113
OG0000984	Prav.g_00737	Syaj.g_02114
OG0000985	Prav.g_00740	Syaj.g_02116
OG0000986	Prav.g_00742	Syaj.g_02123
OG0000987	Prav.g_00743	Syaj.g_02125
OG0000988	Prav.g_00746	Syaj.g_02131
OG0000989	Prav.g_00750	Syaj.g_02142
OG0000990	Prav.g_00753	Syaj.g_02165
OG0000991	Prav.g_00754	Syaj.g_02168
OG0000992	Prav.g_00756	Syaj.g_02171
OG0000993	Prav.g_00757	Syaj.g_02173
OG0000994	Prav.g_00758	Syaj.g_02177
OG0000995	Prav.g_00762	Syaj.g_02182
OG0000996	Prav.g_00763	Syaj.g_02221
OG0000997	Prav.g_00764	Syaj.g_02228
OG0000998	Prav.g_00766	Syaj.g_02230
OG0000999	Prav.g_00767	Syaj.g_02231
OG0001000	Prav.g_00770	Syaj.g_02236
OG0001001	Prav.g_00772	Syaj.g_02241
OG0001002	Prav.g_00776	Syaj.g_02248
OG0001003	Prav.g_00778	Syaj.g_02250
OG0001004	Prav.g_00779	Syaj.g_02251
OG0001005	Prav.g_00780	Syaj.g_02252
OG0001006	Prav.g_00784	Syaj.g_02260
OG0001007	Prav.g_00786	Syaj.g_02262
OG0001008	Prav.g_01036	Syaj.g_01554
OG0001009	Prav.g_00095	Syaj.g_02294
OG0001010	Prav.g_00096	Syaj.g_02295
OG0001011	Prav.g_00097	Syaj.g_02296
OG0001012	Prav.g_00114	Syaj.g_02108
OG0001014	Prav.g_00122	Syaj.g_02083
OG0001015	Prav.g_00123	Syaj.g_02082
OG0001016	Prav.g_00138	Syaj.g_01824
OG0001017	Prav.g_00142	Syaj.g_01830
OG0001018	Prav.g_00145	Syaj.g_01832
OG0001019	Prav.g_00154	Syaj.g_01849
OG0001020	Prav.g_00155	Syaj.g_01862
OG0001021	Prav.g_00156	Syaj.g_01867
OG0001022	Prav.g_00159	Syaj.g_01872
OG0001023	Prav.g_00160	Syaj.g_01873
OG0001024	Prav.g_00163	Syaj.g_01877
OG0001025	Prav.g_00169	Syaj.g_01884
OG0001026	Prav.g_00176	Syaj.g_01897
OG0001027	Prav.g_00177	Syaj.g_01903
OG0001028	Prav.g_00179	Syaj.g_01905
OG0001029	Prav.g_00180	Syaj.g_01907
OG0001030	Prav.g_00195	Syaj.g_01933
OG0001031	Prav.g_00852	Syaj.g_02012
OG0001032	Prav.g_00851	Syaj.g_02015
OG0001033	Prav.g_00830	Syaj.g_02044
OG0001034	Prav.g_00802	Syaj.g_02875
OG0001035	Prav.g_01901	Syaj.g_02603
OG0001036	Prav.g_01906	Syaj.g_02599
OG0001037	Prav.g_01907	Syaj.g_02597
OG0001038	Prav.g_01924	Syaj.g_02567
OG0001039	Prav.g_01927	Syaj.g_02564
OG0001040	Prav.g_01929	Syaj.g_02561
OG0001041	Prav.g_01933	Syaj.g_02556
OG0001042	Prav.g_01950	Syaj.g_02527
OG0001043	Prav.g_01951	Syaj.g_02523
OG0001044	Prav.g_01979	Syaj.g_02804
OG0001045	Prav.g_01988	Syaj.g_02817
OG0001046	Prav.g_00996	Syaj.g_00851
OG0001047	Prav.g_01038	Syaj.g_01552
OG0001048	Prav.g_01039	Syaj.g_01551
OG0001049	Prav.g_01041	Syaj.g_01548
OG0001050	Prav.g_01042	Syaj.g_01547
OG0001051	Prav.g_01043	Syaj.g_01546
OG0001052	Prav.g_01069	Syaj.g_01448
OG0001053	Prav.g_01081	Syaj.g_00075
OG0001054	Prav.g_01096	Syaj.g_00092
OG0001055	Prav.g_01115	Syaj.g_00113
OG0001056	Prav.g_01134	Syaj.g_00149
OG0001057	Prav.g_01139	Syaj.g_00160
OG0001058	Prav.g_01147	Syaj.g_00183
OG0001059	Prav.g_01151	Syaj.g_00187
OG0001060	Prav.g_01158	Syaj.g_00193
OG0001061	Prav.g_01171	Syaj.g_00214
OG0001062	Prav.g_01173	Syaj.g_00216
OG0001063	Prav.g_01175	Syaj.g_00222
OG0001064	Prav.g_01176	Syaj.g_00223
OG0001065	Prav.g_01177	Syaj.g_00224
OG0001066	Prav.g_01178	Syaj.g_00225
OG0001067	Prav.g_01179	Syaj.g_00226
OG0001068	Prav.g_01180	Syaj.g_00227
OG0001069	Prav.g_01181	Syaj.g_00228
OG0001070	Prav.g_01184	Syaj.g_00231
OG0001071	Prav.g_01185	Syaj.g_00232
OG0001072	Prav.g_01186	Syaj.g_00236
OG0001073	Prav.g_01200	Syaj.g_00254
OG0001074	Prav.g_01211	Syaj.g_01327
OG0001075	Prav.g_01212	Syaj.g_01325
OG0001076	Prav.g_01222	Syaj.g_01305
OG0001077	Prav.g_01226	Syaj.g_01294
OG0001078	Prav.g_01234	Syaj.g_01282
OG0001079	Prav.g_01245	Syaj.g_01269
OG0001080	Prav.g_01251	Syaj.g_01135
OG0001081	Prav.g_01253	Syaj.g_00699
OG0001082	Prav.g_01254	Syaj.g_00700
OG0001083	Prav.g_01259	Syaj.g_00709
OG0001084	Prav.g_01260	Syaj.g_00711
OG0001085	Prav.g_01268	Syaj.g_00721
OG0001086	Prav.g_01269	Syaj.g_00723
OG0001087	Prav.g_01286	Syaj.g_00498
OG0001088	Prav.g_01287	Syaj.g_00494
OG0001089	Prav.g_01295	Syaj.g_00439
OG0001090	Prav.g_00307	Syaj.g_00959
OG0001091	Prav.g_00309	Syaj.g_00957
OG0001092	Prav.g_00310	Syaj.g_00954
OG0001093	Prav.g_00315	Syaj.g_00948
OG0001094	Prav.g_00391	Syaj.g_01032
OG0001095	Prav.g_00410	Syaj.g_01008
OG0001096	Prav.g_00423	Syaj.g_00988
OG0001097	Prav.g_00441	Syaj.g_00371
OG0001098	Prav.g_00456	Syaj.g_01132
OG0001099	Prav.g_00487	Syaj.g_01906
OG0001100	Prav.g_00491	Syaj.g_00732
OG0001101	Prav.g_00493	Syaj.g_00734
OG0001102	Prav.g_00496	Syaj.g_00737
OG0001103	Prav.g_00498	Syaj.g_00740
OG0001104	Prav.g_00520	Syaj.g_01050
OG0001105	Prav.g_00524	Syaj.g_01046
OG0001106	Prav.g_00547	Syaj.g_00912
OG0001107	Prav.g_00554	Syaj.g_00900
OG0001108	Prav.g_00558	Syaj.g_00870
OG0001109	Prav.g_00559	Syaj.g_00868
OG0001110	Prav.g_00561	Syaj.g_00866
OG0001111	Prav.g_00562	Syaj.g_00864
OG0001112	Prav.g_00563	Syaj.g_00862
OG0001113	Prav.g_00564	Syaj.g_00861
OG0001114	Prav.g_00565	Syaj.g_00860
OG0001115	Prav.g_00567	Syaj.g_00856
OG0001116	Prav.g_00568	Syaj.g_00854
OG0001117	Prav.g_00569	Syaj.g_00853
OG0001118	Prav.g_00570	Syaj.g_00852
OG0001119	Prav.g_00571	Syaj.g_00850
OG0001120	Prav.g_00573	Syaj.g_00846
OG0001121	Prav.g_00031, Prav.g_00576	Syaj.g_00630
OG0001122	Prav.g_00905	Syaj.g_00817
OG0001123	Prav.g_00909	Syaj.g_00810
