Orthogroup	Prav	Syag
OG0000591	Prav.g_01223	Syag.g_00383
OG0000592	Prav.g_01224	Syag.g_00384
OG0000593	Prav.g_01230	Syag.g_00406
OG0000594	Prav.g_01231	Syag.g_00407
OG0000595	Prav.g_01232	Syag.g_00408
OG0000596	Prav.g_01236	Syag.g_00413
OG0000597	Prav.g_01238	Syag.g_00416
OG0000598	Prav.g_01239	Syag.g_00417
OG0000599	Prav.g_01242	Syag.g_00424
OG0000600	Prav.g_01243	Syag.g_00425
OG0000601	Prav.g_01244	Syag.g_00426
OG0000602	Prav.g_01246	Syag.g_00431
OG0000603	Prav.g_01247	Syag.g_00432
OG0000604	Prav.g_01248	Syag.g_00434
OG0000605	Prav.g_01249	Syag.g_00522
OG0000606	Prav.g_01252	Syag.g_00550
OG0000607	Prav.g_01255	Syag.g_00553
OG0000608	Prav.g_01256	Syag.g_00554
OG0000609	Prav.g_01257	Syag.g_00556
OG0000610	Prav.g_01262	Syag.g_00580
OG0000611	Prav.g_01265	Syag.g_00583
OG0000612	Prav.g_01266	Syag.g_00584
OG0000613	Prav.g_01271	Syag.g_02533
OG0000614	Prav.g_01290	Syag.g_01004
OG0000615	Prav.g_01298	Syag.g_00630
OG0000616	Prav.g_01312	Syag.g_02255
OG0000617	Prav.g_00312	Syag.g_00915
OG0000618	Prav.g_00313	Syag.g_00914
OG0000619	Prav.g_00314	Syag.g_00913
OG0000620	Prav.g_00317	Syag.g_00906
OG0000621	Prav.g_00318	Syag.g_00905
OG0000622	Prav.g_00319	Syag.g_00904
OG0000623	Prav.g_00320	Syag.g_00903
OG0000624	Prav.g_00321	Syag.g_00901
OG0000625	Prav.g_00322	Syag.g_00900
OG0000626	Prav.g_00323	Syag.g_00899
OG0000627	Prav.g_00324	Syag.g_00756
OG0000628	Prav.g_00325	Syag.g_00757
OG0000629	Prav.g_00326	Syag.g_00761
OG0000630	Prav.g_00329	Syag.g_00765
OG0000631	Prav.g_00388	Syag.g_00772
OG0000632	Prav.g_00389	Syag.g_00773
OG0000633	Prav.g_00390	Syag.g_00774
OG0000634	Prav.g_00393	Syag.g_00663
OG0000635	Prav.g_00394	Syag.g_00664
OG0000636	Prav.g_00396	Syag.g_00666
OG0000637	Prav.g_00398	Syag.g_00668
OG0000638	Prav.g_00399	Syag.g_00669
OG0000639	Prav.g_00400	Syag.g_00670
OG0000640	Prav.g_00401	Syag.g_00671
OG0000641	Prav.g_00405	Syag.g_00675
OG0000642	Prav.g_00406	Syag.g_00676
OG0000643	Prav.g_00407	Syag.g_00677
OG0000644	Prav.g_00408	Syag.g_00678
OG0000645	Prav.g_00409	Syag.g_00680
OG0000646	Prav.g_00411	Syag.g_00683
OG0000647	Prav.g_00412	Syag.g_00685
OG0000648	Prav.g_00414	Syag.g_00694
OG0000649	Prav.g_00415	Syag.g_00695
OG0000650	Prav.g_00416	Syag.g_00696
OG0000651	Prav.g_00417	Syag.g_00697
OG0000652	Prav.g_00418	Syag.g_00698
OG0000653	Prav.g_00420	Syag.g_00700
OG0000654	Prav.g_00421	Syag.g_00701
OG0000655	Prav.g_00422	Syag.g_00702
OG0000656	Prav.g_00425	Syag.g_00705
OG0000657	Prav.g_00432	Syag.g_00719
OG0000658	Prav.g_00433	Syag.g_00721
OG0000659	Prav.g_00434	Syag.g_00722
OG0000660	Prav.g_00438	Syag.g_00726
OG0000661	Prav.g_00440	Syag.g_00728
OG0000662	Prav.g_00442	Syag.g_00730
OG0000663	Prav.g_00444	Syag.g_00733
OG0000664	Prav.g_00445	Syag.g_00734
OG0000665	Prav.g_00449	Syag.g_00456
OG0000666	Prav.g_00450	Syag.g_00445
OG0000667	Prav.g_00454	Syag.g_00574
OG0000668	Prav.g_00483	Syag.g_00868
OG0000669	Prav.g_00490	Syag.g_00600
OG0000670	Prav.g_00492	Syag.g_00399
OG0000671	Prav.g_00494	Syag.g_00604
OG0000672	Prav.g_00497	Syag.g_00607
OG0000673	Prav.g_00500	Syag.g_00610
OG0000674	Prav.g_00502	Syag.g_00612
OG0000675	Prav.g_00503	Syag.g_00613
OG0000676	Prav.g_00505	Syag.g_00615
OG0000677	Prav.g_00506	Syag.g_00616
OG0000678	Prav.g_00508	Syag.g_00622
OG0000679	Prav.g_00512	Syag.g_00633
OG0000680	Prav.g_00513	Syag.g_00634
OG0000681	Prav.g_00515	Syag.g_00637
OG0000682	Prav.g_00516	Syag.g_00638
OG0000683	Prav.g_00517	Syag.g_00639
OG0000684	Prav.g_00519	Syag.g_00641
OG0000685	Prav.g_00521	Syag.g_00643
OG0000686	Prav.g_00522	Syag.g_00644
OG0000687	Prav.g_00523	Syag.g_00645
OG0000688	Prav.g_00526	Syag.g_00651
OG0000689	Prav.g_00527	Syag.g_00653
OG0000690	Prav.g_00528	Syag.g_00654
OG0000691	Prav.g_00529	Syag.g_00655
OG0000692	Prav.g_00530	Syag.g_00656
OG0000693	Prav.g_00531	Syag.g_00658
OG0000694	Prav.g_00532	Syag.g_00659
OG0000695	Prav.g_00534	Syag.g_00776
OG0000696	Prav.g_00535	Syag.g_00777
OG0000697	Prav.g_00536	Syag.g_00778
OG0000698	Prav.g_00539	Syag.g_00781
OG0000699	Prav.g_00540	Syag.g_00782
OG0000700	Prav.g_00541	Syag.g_00783
OG0000701	Prav.g_00542	Syag.g_00784
OG0000702	Prav.g_00544	Syag.g_00792
OG0000703	Prav.g_00545	Syag.g_00793
OG0000704	Prav.g_00546	Syag.g_00795
OG0000705	Prav.g_00550	Syag.g_00802
OG0000706	Prav.g_00551	Syag.g_00803
OG0000707	Prav.g_00552	Syag.g_00804
OG0000708	Prav.g_00553	Syag.g_00807
OG0000709	Prav.g_00557	Syag.g_00816
OG0000710	Prav.g_00560	Syag.g_00820
OG0000711	Prav.g_00577	Syag.g_00848
OG0000712	Prav.g_00579	Syag.g_00850
OG0000713	Prav.g_00580	Syag.g_00851
OG0000714	Prav.g_00581	Syag.g_00853
OG0000715	Prav.g_00583	Syag.g_00855
OG0000716	Prav.g_00585	Syag.g_00859
OG0000717	Prav.g_00586	Syag.g_00860
OG0000718	Prav.g_00902	Syag.g_00864
OG0000719	Prav.g_00904	Syag.g_00866
OG0000720	Prav.g_00913	Syag.g_00880
OG0000721	Prav.g_00915	Syag.g_00882
OG0000722	Prav.g_00916	Syag.g_00883
OG0000723	Prav.g_00919	Syag.g_00897
OG0000724	Prav.g_00928	Syag.g_00967
OG0000725	Prav.g_00934	Syag.g_00978
OG0000726	Prav.g_00935	Syag.g_00979
OG0000727	Prav.g_00936	Syag.g_00980
OG0000728	Prav.g_00938	Syag.g_00982
OG0000729	Prav.g_00263	Syag.g_02376
OG0000730	Prav.g_00004	Syag.g_02840
OG0000731	Prav.g_00008	Syag.g_02853
OG0000732	Prav.g_00016	Syag.g_02331
OG0000733	Prav.g_00034	Syag.g_00145
OG0000734	Prav.g_00050	Syag.g_01892
OG0000735	Prav.g_00052	Syag.g_01159
OG0000736	Prav.g_00053	Syag.g_01158
OG0000737	Prav.g_00054	Syag.g_01157
OG0000738	Prav.g_00058	Syag.g_01152
OG0000739	Prav.g_00059	Syag.g_01149
OG0000740	Prav.g_00060	Syag.g_01148
OG0000741	Prav.g_00061	Syag.g_01145
OG0000742	Prav.g_00064	Syag.g_01142
OG0000743	Prav.g_00066	Syag.g_01140
OG0000744	Prav.g_00067	Syag.g_01139
OG0000745	Prav.g_00068	Syag.g_01137
OG0000746	Prav.g_00070	Syag.g_01135
OG0000747	Prav.g_00071	Syag.g_01134
OG0000748	Prav.g_00074	Syag.g_01122
OG0000749	Prav.g_00075	Syag.g_01121
OG0000750	Prav.g_00076	Syag.g_01120
OG0000751	Prav.g_01868	Syag.g_01114
OG0000752	Prav.g_01866	Syag.g_01112
OG0000753	Prav.g_01863	Syag.g_01109
OG0000754	Prav.g_01860	Syag.g_01103
OG0000755	Prav.g_01857	Syag.g_01092
OG0000756	Prav.g_01856	Syag.g_01091
OG0000757	Prav.g_01850	Syag.g_01084
OG0000758	Prav.g_01849	Syag.g_01083
OG0000759	Prav.g_01848	Syag.g_01082
OG0000760	Prav.g_01847	Syag.g_01081
OG0000761	Prav.g_01846	Syag.g_01080
OG0000762	Prav.g_01845	Syag.g_01078
OG0000763	Prav.g_01843	Syag.g_01076
OG0000764	Prav.g_01842	Syag.g_01075
OG0000765	Prav.g_01833	Syag.g_01056
OG0000766	Prav.g_01832	Syag.g_01055
OG0000767	Prav.g_01830	Syag.g_01053
OG0000768	Prav.g_01829	Syag.g_01052
OG0000769	Prav.g_01827	Syag.g_01047
OG0000770	Prav.g_01825	Syag.g_01043
OG0000771	Prav.g_02003	Syag.g_00959
OG0000772	Prav.g_01409	Syag.g_02043
OG0000773	Prav.g_01429	Syag.g_01168
OG0000774	Prav.g_01431	Syag.g_01182
OG0000775	Prav.g_01433	Syag.g_01185
OG0000776	Prav.g_01434	Syag.g_01186
OG0000777	Prav.g_01435	Syag.g_01187
OG0000778	Prav.g_01436	Syag.g_01188
OG0000779	Prav.g_01440	Syag.g_01194
OG0000780	Prav.g_01441	Syag.g_01217
OG0000781	Prav.g_01444	Syag.g_01221
OG0000782	Prav.g_01445	Syag.g_01222
OG0000783	Prav.g_01446	Syag.g_01223
OG0000784	Prav.g_01447	Syag.g_01224
OG0000785	Prav.g_01449	Syag.g_01226
OG0000786	Prav.g_01451	Syag.g_01235
OG0000787	Prav.g_01452	Syag.g_01236
OG0000788	Prav.g_01460	Syag.g_00427
OG0000789	Prav.g_01463	Syag.g_00453
OG0000790	Prav.g_01478	Syag.g_01542
OG0000791	Prav.g_01480	Syag.g_01544
OG0000792	Prav.g_01481	Syag.g_01545
OG0000793	Prav.g_01484	Syag.g_01550
OG0000794	Prav.g_01485	Syag.g_01551
OG0000795	Prav.g_01486	Syag.g_01552
OG0000796	Prav.g_01490	Syag.g_01556
OG0000797	Prav.g_01491	Syag.g_01557
OG0000799	Prav.g_01560	Syag.g_01278
OG0000800	Prav.g_01561	Syag.g_01280
OG0000801	Prav.g_01562	Syag.g_01285
OG0000802	Prav.g_01564	Syag.g_01293
OG0000803	Prav.g_01566	Syag.g_01321
OG0000804	Prav.g_01567	Syag.g_01438
OG0000805	Prav.g_01569	Syag.g_01433
OG0000806	Prav.g_01571	Syag.g_01429
OG0000807	Prav.g_01572	Syag.g_01428
OG0000808	Prav.g_01573	Syag.g_01427
OG0000809	Prav.g_01576	Syag.g_01423
OG0000810	Prav.g_01577	Syag.g_01422
OG0000811	Prav.g_01581	Syag.g_01413
OG0000812	Prav.g_01583	Syag.g_01411
OG0000813	Prav.g_01584	Syag.g_01410
OG0000814	Prav.g_01586	Syag.g_01408
OG0000815	Prav.g_01587	Syag.g_01407
OG0000816	Prav.g_01589	Syag.g_01405
OG0000817	Prav.g_01590	Syag.g_01404
OG0000818	Prav.g_01595	Syag.g_01400
OG0000819	Prav.g_01596	Syag.g_01399
OG0000820	Prav.g_01597	Syag.g_01398
OG0000821	Prav.g_01601	Syag.g_01388
OG0000822	Prav.g_01602	Syag.g_01386
OG0000823	Prav.g_01603	Syag.g_01385
OG0000824	Prav.g_01606	Syag.g_01379
OG0000825	Prav.g_01607	Syag.g_01378
OG0000826	Prav.g_01608	Syag.g_01377
OG0000827	Prav.g_01609	Syag.g_01376
OG0000828	Prav.g_01612	Syag.g_01373
OG0000829	Prav.g_01613	Syag.g_01372
OG0000830	Prav.g_01614	Syag.g_01371
OG0000831	Prav.g_01616	Syag.g_01367
OG0000832	Prav.g_01622	Syag.g_01614
OG0000833	Prav.g_01630	Syag.g_01628
OG0000834	Prav.g_01631	Syag.g_01632
OG0000835	Prav.g_01632	Syag.g_01633
OG0000836	Prav.g_01633	Syag.g_01637
OG0000837	Prav.g_01634	Syag.g_01638
OG0000838	Prav.g_01636	Syag.g_01642
OG0000839	Prav.g_01637	Syag.g_01643
OG0000840	Prav.g_01638	Syag.g_01644
OG0000841	Prav.g_01639	Syag.g_01645
OG0000842	Prav.g_01640	Syag.g_01646
OG0000843	Prav.g_01641	Syag.g_01647
OG0000844	Prav.g_01642	Syag.g_01649
OG0000845	Prav.g_01643	Syag.g_01650
OG0000846	Prav.g_01644	Syag.g_01651
OG0000847	Prav.g_01645	Syag.g_01652
OG0000848	Prav.g_01646	Syag.g_01654
OG0000849	Prav.g_01647	Syag.g_01655
OG0000850	Prav.g_01649	Syag.g_01657
OG0000851	Prav.g_01650	Syag.g_01663
OG0000852	Prav.g_01651	Syag.g_01664
OG0000853	Prav.g_01655	Syag.g_01668
OG0000854	Prav.g_01657	Syag.g_01670
OG0000855	Prav.g_01658	Syag.g_01671
OG0000856	Prav.g_01671	Syag.g_00386
OG0000857	Prav.g_01699	Syag.g_00684
OG0000858	Prav.g_01755	Syag.g_01677
OG0000859	Prav.g_01756	Syag.g_01678
OG0000860	Prav.g_01763	Syag.g_01689
OG0000861	Prav.g_01764	Syag.g_01690
OG0000862	Prav.g_01765	Syag.g_01693
OG0000863	Prav.g_01767	Syag.g_01695
OG0000864	Prav.g_01768	Syag.g_01696
OG0000865	Prav.g_01769	Syag.g_01697
OG0000866	Prav.g_01770	Syag.g_01698
OG0000867	Prav.g_01771	Syag.g_01699
OG0000868	Prav.g_01772	Syag.g_01707
OG0000869	Prav.g_01776	Syag.g_01711
OG0000870	Prav.g_01781	Syag.g_01716
OG0000871	Prav.g_01782	Syag.g_01717
OG0000872	Prav.g_01783	Syag.g_01723
OG0000873	Prav.g_01786	Syag.g_01726
OG0000874	Prav.g_01789	Syag.g_01729
OG0000875	Prav.g_01790	Syag.g_01731
OG0000876	Prav.g_01791	Syag.g_01732
OG0000877	Prav.g_01793	Syag.g_01734
OG0000878	Prav.g_01794	Syag.g_01735
OG0000879	Prav.g_01795	Syag.g_02356
OG0000880	Prav.g_01796	Syag.g_01736
OG0000881	Prav.g_01800	Syag.g_01741
OG0000882	Prav.g_01805	Syag.g_01746
OG0000883	Prav.g_01807	Syag.g_01749
OG0000884	Prav.g_01809	Syag.g_01751
OG0000885	Prav.g_01810	Syag.g_01752
OG0000886	Prav.g_01811	Syag.g_01753
OG0000887	Prav.g_01812	Syag.g_01754
OG0000888	Prav.g_01814	Syag.g_01756
OG0000889	Prav.g_01816	Syag.g_01758
OG0000890	Prav.g_01817	Syag.g_01761
OG0000891	Prav.g_01818	Syag.g_01762
OG0000892	Prav.g_00264	Syag.g_01765
OG0000893	Prav.g_00268	Syag.g_02688
OG0000894	Prav.g_00270	Syag.g_02691
OG0000895	Prav.g_00273	Syag.g_02695
OG0000896	Prav.g_00274	Syag.g_02696
OG0000897	Prav.g_00276	Syag.g_02699
OG0000898	Prav.g_00277	Syag.g_02700
OG0000899	Prav.g_00278	Syag.g_02701
OG0000900	Prav.g_00279	Syag.g_02702
OG0000901	Prav.g_00282	Syag.g_02707
OG0000902	Prav.g_00284	Syag.g_02709
OG0000903	Prav.g_00287	Syag.g_02724
OG0000904	Prav.g_00289	Syag.g_02718
OG0000905	Prav.g_00294	Syag.g_02714
OG0000906	Prav.g_00295	Syag.g_02711
OG0000907	Prav.g_00590	Syag.g_02727
OG0000908	Prav.g_00593	Syag.g_02730
OG0000909	Prav.g_00594	Syag.g_02731
OG0000910	Prav.g_00595	Syag.g_02732
OG0000911	Prav.g_00597	Syag.g_02734
OG0000912	Prav.g_00598	Syag.g_02735
OG0000913	Prav.g_00599	Syag.g_02736
OG0000914	Prav.g_00600	Syag.g_02737
OG0000915	Prav.g_00601	Syag.g_02739
OG0000916	Prav.g_00602	Syag.g_02740
OG0000917	Prav.g_00603	Syag.g_02741
OG0000918	Prav.g_00604	Syag.g_02742
OG0000919	Prav.g_00605	Syag.g_02743
OG0000920	Prav.g_00606	Syag.g_02744
OG0000921	Prav.g_00607	Syag.g_02745
OG0000922	Prav.g_00608	Syag.g_02746
OG0000923	Prav.g_00612	Syag.g_02750
OG0000924	Prav.g_00613	Syag.g_02751
OG0000925	Prav.g_00614	Syag.g_02752
OG0000926	Prav.g_00615	Syag.g_02753
OG0000927	Prav.g_00617	Syag.g_02755
OG0000928	Prav.g_00618	Syag.g_02756
OG0000929	Prav.g_00619	Syag.g_02757
OG0000930	Prav.g_00620	Syag.g_02758
OG0000931	Prav.g_00621	Syag.g_02759
OG0000932	Prav.g_00622	Syag.g_02760
OG0000933	Prav.g_00626	Syag.g_02766
OG0000934	Prav.g_00628	Syag.g_02768
OG0000935	Prav.g_00629	Syag.g_02769
OG0000936	Prav.g_00630	Syag.g_02770
OG0000937	Prav.g_00631	Syag.g_02771
OG0000938	Prav.g_00633	Syag.g_02774
OG0000939	Prav.g_00634	Syag.g_02775
OG0000940	Prav.g_00641	Syag.g_02783
OG0000941	Prav.g_00643	Syag.g_02785
OG0000942	Prav.g_00645	Syag.g_02787
OG0000943	Prav.g_00646	Syag.g_02788
OG0000944	Prav.g_00647	Syag.g_02790
OG0000945	Prav.g_00648	Syag.g_02792
OG0000946	Prav.g_00653	Syag.g_02797
OG0000947	Prav.g_00655	Syag.g_02801
OG0000948	Prav.g_00656	Syag.g_02802
OG0000949	Prav.g_00659	Syag.g_02449
OG0000950	Prav.g_00664	Syag.g_02436
OG0000951	Prav.g_00668	Syag.g_02431
OG0000952	Prav.g_00672	Syag.g_02423
OG0000953	Prav.g_00675	Syag.g_02415
OG0000954	Prav.g_00679	Syag.g_02409
OG0000955	Prav.g_00680	Syag.g_02408
OG0000956	Prav.g_00682	Syag.g_02406
OG0000957	Prav.g_00687	Syag.g_02395
OG0000958	Prav.g_00688	Syag.g_02394
OG0000959	Prav.g_00692	Syag.g_02389
OG0000960	Prav.g_00693	Syag.g_02388
OG0000961	Prav.g_00695	Syag.g_02379
OG0000962	Prav.g_00697	Syag.g_02377
OG0000963	Prav.g_00701	Syag.g_02372
OG0000964	Prav.g_00702	Syag.g_02371
OG0000965	Prav.g_00703	Syag.g_02370
OG0000966	Prav.g_00710	Syag.g_02362
OG0000967	Prav.g_00714	Syag.g_02358
OG0000968	Prav.g_00716	Syag.g_02355
OG0000969	Prav.g_00717	Syag.g_02354
OG0000970	Prav.g_00718	Syag.g_02353
OG0000971	Prav.g_00719	Syag.g_02348
OG0000972	Prav.g_00720	Syag.g_02347
OG0000973	Prav.g_00721	Syag.g_02346
OG0000974	Prav.g_00722	Syag.g_02345
OG0000975	Prav.g_00723	Syag.g_02344
OG0000976	Prav.g_00724	Syag.g_02343
OG0000977	Prav.g_00725	Syag.g_02340
OG0000978	Prav.g_00726	Syag.g_02338
OG0000979	Prav.g_00729	Syag.g_02335
OG0000980	Prav.g_00731	Syag.g_02332
OG0000981	Prav.g_00733	Syag.g_02329
OG0000982	Prav.g_00735	Syag.g_02127
OG0000983	Prav.g_00736	Syag.g_02128
OG0000984	Prav.g_00737	Syag.g_02129
OG0000985	Prav.g_00740	Syag.g_02133
OG0000986	Prav.g_00742	Syag.g_02138
OG0000987	Prav.g_00743	Syag.g_02140
OG0000988	Prav.g_00746	Syag.g_02145
OG0000989	Prav.g_00750	Syag.g_02156
OG0000990	Prav.g_00753	Syag.g_02169
OG0000991	Prav.g_00754	Syag.g_02174
OG0000992	Prav.g_00756	Syag.g_02177
OG0000993	Prav.g_00757	Syag.g_02178
OG0000994	Prav.g_00758	Syag.g_02181
OG0000995	Prav.g_00762	Syag.g_02187
OG0000996	Prav.g_00763	Syag.g_02229
OG0000997	Prav.g_00764	Syag.g_02239
OG0000998	Prav.g_00766	Syag.g_02241
OG0000999	Prav.g_00767	Syag.g_02242
OG0001000	Prav.g_00770	Syag.g_02246
OG0001001	Prav.g_00772	Syag.g_02251
OG0001002	Prav.g_00776	Syag.g_02258
OG0001003	Prav.g_00778	Syag.g_02260
OG0001004	Prav.g_00779	Syag.g_02261
OG0001005	Prav.g_00780	Syag.g_02263
OG0001006	Prav.g_00784	Syag.g_02270
OG0001007	Prav.g_00786	Syag.g_02272
OG0001008	Prav.g_01036	Syag.g_00034
OG0001009	Prav.g_00095	Syag.g_02304
OG0001010	Prav.g_00096	Syag.g_02305
OG0001011	Prav.g_00097	Syag.g_02307
OG0001012	Prav.g_00114	Syag.g_02123
OG0001013	Prav.g_00119	Syag.g_02098
OG0001014	Prav.g_00122	Syag.g_02084
OG0001015	Prav.g_00123	Syag.g_02083
OG0001016	Prav.g_00138	Syag.g_01824
OG0001017	Prav.g_00142	Syag.g_01830
OG0001018	Prav.g_00145	Syag.g_01832
OG0001019	Prav.g_00154	Syag.g_01854
OG0001020	Prav.g_00155	Syag.g_01861
OG0001021	Prav.g_00156	Syag.g_01865
OG0001022	Prav.g_00159	Syag.g_01870
OG0001023	Prav.g_00160	Syag.g_01871
OG0001024	Prav.g_00163	Syag.g_01875
OG0001025	Prav.g_00169	Syag.g_01882
OG0001026	Prav.g_00176	Syag.g_01894
OG0001027	Prav.g_00177	Syag.g_01902
OG0001028	Prav.g_00179	Syag.g_01904
OG0001029	Prav.g_00180	Syag.g_01906
OG0001030	Prav.g_00195	Syag.g_01927
OG0001031	Prav.g_00852	Syag.g_02000
OG0001032	Prav.g_00851	Syag.g_02005
OG0001033	Prav.g_00830	Syag.g_02048
OG0001034	Prav.g_00802	Syag.g_01784
OG0001035	Prav.g_01901	Syag.g_02635
OG0001036	Prav.g_01906	Syag.g_02630
OG0001037	Prav.g_01907	Syag.g_02628
OG0001038	Prav.g_01924	Syag.g_02600
OG0001039	Prav.g_01927	Syag.g_02597
OG0001040	Prav.g_01929	Syag.g_02594
OG0001041	Prav.g_01933	Syag.g_02589
OG0001042	Prav.g_01950	Syag.g_02564
OG0001043	Prav.g_01951	Syag.g_02560
OG0001044	Prav.g_01979	Syag.g_02842
OG0001045	Prav.g_01988	Syag.g_02856
OG0001046	Prav.g_00996	Syag.g_00836
OG0001047	Prav.g_01038	Syag.g_00036
OG0001048	Prav.g_01039	Syag.g_00037
OG0001049	Prav.g_01041	Syag.g_00040
OG0001050	Prav.g_01042	Syag.g_00041
OG0001051	Prav.g_01043	Syag.g_00042
OG0001052	Prav.g_01069	Syag.g_01352
OG0001053	Prav.g_01081	Syag.g_01525
OG0001054	Prav.g_01096	Syag.g_01506
OG0001055	Prav.g_01115	Syag.g_01485
OG0001056	Prav.g_01134	Syag.g_01449
OG0001057	Prav.g_01139	Syag.g_01241
OG0001058	Prav.g_01147	Syag.g_00271
OG0001059	Prav.g_01151	Syag.g_00275
OG0001060	Prav.g_01158	Syag.g_00282
OG0001061	Prav.g_01171	Syag.g_00302
OG0001062	Prav.g_01173	Syag.g_00304
OG0001063	Prav.g_01175	Syag.g_00310
OG0001064	Prav.g_01176	Syag.g_00311
OG0001065	Prav.g_01177	Syag.g_00312
OG0001066	Prav.g_01178	Syag.g_00313
OG0001067	Prav.g_01179	Syag.g_00314
OG0001068	Prav.g_01180	Syag.g_00315
OG0001069	Prav.g_01181	Syag.g_00317
OG0001070	Prav.g_01184	Syag.g_00321
OG0001071	Prav.g_01185	Syag.g_00322
OG0001072	Prav.g_01186	Syag.g_00327
OG0001073	Prav.g_01200	Syag.g_00342
OG0001074	Prav.g_01211	Syag.g_00467
OG0001075	Prav.g_01212	Syag.g_00362
OG0001076	Prav.g_01222	Syag.g_00378
OG0001077	Prav.g_01226	Syag.g_00388
OG0001078	Prav.g_01234	Syag.g_00411
OG0001079	Prav.g_01245	Syag.g_00428
OG0001080	Prav.g_01251	Syag.g_00495
OG0001081	Prav.g_01253	Syag.g_00551
OG0001082	Prav.g_01254	Syag.g_00552
OG0001083	Prav.g_01259	Syag.g_00565
OG0001084	Prav.g_01260	Syag.g_00569
OG0001085	Prav.g_01268	Syag.g_00592
OG0001086	Prav.g_01269	Syag.g_00594
OG0001087	Prav.g_01286	Syag.g_01018
OG0001088	Prav.g_01287	Syag.g_01016
OG0001089	Prav.g_01295	Syag.g_00986
OG0001090	Prav.g_00307	Syag.g_00922
OG0001091	Prav.g_00309	Syag.g_00919
OG0001092	Prav.g_00310	Syag.g_00917
OG0001093	Prav.g_00315	Syag.g_00910
OG0001094	Prav.g_00391	Syag.g_00661
OG0001095	Prav.g_00410	Syag.g_00681
OG0001096	Prav.g_00423	Syag.g_00703
OG0001097	Prav.g_00441	Syag.g_00729
OG0001098	Prav.g_00456	Syag.g_00744
OG0001099	Prav.g_00487	Syag.g_01905
OG0001101	Prav.g_00493	Syag.g_00603
OG0001102	Prav.g_00496	Syag.g_00606
OG0001103	Prav.g_00498	Syag.g_00608
OG0001104	Prav.g_00520	Syag.g_00642
OG0001105	Prav.g_00524	Syag.g_00646
OG0001106	Prav.g_00547	Syag.g_00796
OG0001107	Prav.g_00554	Syag.g_00808
OG0001108	Prav.g_00558	Syag.g_00817
OG0001109	Prav.g_00559	Syag.g_00819
OG0001110	Prav.g_00561	Syag.g_00821
OG0001111	Prav.g_00562	Syag.g_00823
OG0001112	Prav.g_00563	Syag.g_00825
OG0001113	Prav.g_00564	Syag.g_00826
OG0001114	Prav.g_00565	Syag.g_00827
OG0001115	Prav.g_00567	Syag.g_00831
OG0001116	Prav.g_00568	Syag.g_00833
OG0001117	Prav.g_00569	Syag.g_00834
OG0001118	Prav.g_00570	Syag.g_00835
OG0001119	Prav.g_00571	Syag.g_00837
OG0001120	Prav.g_00573	Syag.g_00841
OG0001121	Prav.g_00031, Prav.g_00576	Syag.g_01584
OG0001122	Prav.g_00905	Syag.g_00867
OG0001123	Prav.g_00909	Syag.g_00875
OG0001124	Prav.g_00911	Syag.g_00877
OG0001125	Prav.g_00912	Syag.g_00879
OG0001126	Prav.g_00922	Syag.g_00957
OG0001127	Prav.g_00923	Syag.g_00958
OG0001128	Prav.g_00925	Syag.g_00961
OG0001129	Prav.g_00926	Syag.g_00963
OG0001130	Prav.g_00927	Syag.g_00964
OG0001131	Prav.g_00242	Syag.g_00624
OG0001132	Prav.g_00252	Syag.g_00096
OG0001133	Prav.g_00019	Syag.g_00380
OG0001134	Prav.g_00033	Syag.g_02164
OG0001135	Prav.g_00036	Syag.g_00147
OG0001136	Prav.g_00062	Syag.g_01144
OG0001137	Prav.g_00073	Syag.g_01123
OG0001138	Prav.g_01855	Syag.g_01090
OG0001139	Prav.g_01854	Syag.g_01088
OG0001140	Prav.g_01853	Syag.g_01087
OG0001141	Prav.g_01852	Syag.g_01086
OG0001142	Prav.g_01851	Syag.g_01085
OG0001143	Prav.g_01844	Syag.g_01077
OG0001144	Prav.g_01839	Syag.g_01064
OG0001145	Prav.g_01430	Syag.g_01169
OG0001146	Prav.g_01442	Syag.g_01218
OG0001147	Prav.g_01459	Syag.g_01360
OG0001148	Prav.g_01475	Syag.g_01539
OG0001149	Prav.g_01476	Syag.g_01540
OG0001150	Prav.g_01477	Syag.g_01541
OG0001151	Prav.g_01488	Syag.g_01554
OG0001152	Prav.g_01489	Syag.g_01555
OG0001153	Prav.g_01610	Syag.g_01375
OG0001154	Prav.g_01611	Syag.g_01374
OG0001155	Prav.g_01623	Syag.g_01616
OG0001156	Prav.g_01626	Syag.g_01619
OG0001157	Prav.g_01627	Syag.g_01620
OG0001158	Prav.g_01628	Syag.g_01621
OG0001159	Prav.g_01629	Syag.g_01622, Syag.g_01625
OG0001160	Prav.g_01653	Syag.g_01666
OG0001161	Prav.g_01664	Syag.g_02163
OG0001162	Prav.g_01675	Syag.g_01238
OG0001163	Prav.g_01753	Syag.g_01674
OG0001164	Prav.g_01757	Syag.g_01680
OG0001165	Prav.g_01760	Syag.g_01685
OG0001166	Prav.g_01780	Syag.g_01715
OG0001167	Prav.g_01797	Syag.g_02383
OG0001168	Prav.g_01799	Syag.g_01740
OG0001169	Prav.g_01801	Syag.g_01742
OG0001170	Prav.g_01803	Syag.g_01744
OG0001171	Prav.g_01813	Syag.g_01755
OG0001172	Prav.g_00271	Syag.g_02693
OG0001173	Prav.g_00272	Syag.g_02694
