Orthogroup	Prav	Syan
OG0000595	Prav.g_01232	Syan.g_00818
OG0000596	Prav.g_01236	Syan.g_00813
OG0000597	Prav.g_01238	Syan.g_00810
OG0000598	Prav.g_01239	Syan.g_00809
OG0000599	Prav.g_01242	Syan.g_00802
OG0000600	Prav.g_01243	Syan.g_00801
OG0000601	Prav.g_01244	Syan.g_00800
OG0000602	Prav.g_01246	Syan.g_00796
OG0000603	Prav.g_01247	Syan.g_00795
OG0000604	Prav.g_01248	Syan.g_00792
OG0000605	Prav.g_01249	Syan.g_00783
OG0000606	Prav.g_01252	Syan.g_00780
OG0000607	Prav.g_01255	Syan.g_00777
OG0000608	Prav.g_01256	Syan.g_00776
OG0000609	Prav.g_01257	Syan.g_00774
OG0000610	Prav.g_01262	Syan.g_00766
OG0000611	Prav.g_01265	Syan.g_00763
OG0000612	Prav.g_01266	Syan.g_00762
OG0000613	Prav.g_01271	Syan.g_01965
OG0000614	Prav.g_01290	Syan.g_00184
OG0000615	Prav.g_01298	Syan.g_00728
OG0000616	Prav.g_01312	Syan.g_01694
OG0000617	Prav.g_00312	Syan.g_00324
OG0000618	Prav.g_00313	Syan.g_00325
OG0000619	Prav.g_00314	Syan.g_00326
OG0000620	Prav.g_00317	Syan.g_00331
OG0000621	Prav.g_00318	Syan.g_00332
OG0000622	Prav.g_00319	Syan.g_00334
OG0000623	Prav.g_00320	Syan.g_00335
OG0000624	Prav.g_00321	Syan.g_00337
OG0000625	Prav.g_00322	Syan.g_00338
OG0000626	Prav.g_00323	Syan.g_00339
OG0000627	Prav.g_00324	Syan.g_00465
OG0000628	Prav.g_00325	Syan.g_00466
OG0000629	Prav.g_00326	Syan.g_00469
OG0000630	Prav.g_00329	Syan.g_00474
OG0000631	Prav.g_00388	Syan.g_00484
OG0000632	Prav.g_00389	Syan.g_00485
OG0000633	Prav.g_00390	Syan.g_00489
OG0000634	Prav.g_00393	Syan.g_00694
OG0000635	Prav.g_00394	Syan.g_00693
OG0000636	Prav.g_00396	Syan.g_00691
OG0000637	Prav.g_00398	Syan.g_00689
OG0000638	Prav.g_00399	Syan.g_00688
OG0000639	Prav.g_00400	Syan.g_00687
OG0000640	Prav.g_00401	Syan.g_00686
OG0000641	Prav.g_00405	Syan.g_00682
OG0000642	Prav.g_00406	Syan.g_00681
OG0000643	Prav.g_00407	Syan.g_00679
OG0000644	Prav.g_00408	Syan.g_00678
OG0000645	Prav.g_00409	Syan.g_00676
OG0000646	Prav.g_00411	Syan.g_00673
OG0000647	Prav.g_00412	Syan.g_00671
OG0000648	Prav.g_00414	Syan.g_00669
OG0000649	Prav.g_00415	Syan.g_00668
OG0000650	Prav.g_00416	Syan.g_00667
OG0000651	Prav.g_00417	Syan.g_00666
OG0000652	Prav.g_00418	Syan.g_00665
OG0000653	Prav.g_00420	Syan.g_00663
OG0000654	Prav.g_00421	Syan.g_00661
OG0000655	Prav.g_00422	Syan.g_00660
OG0000656	Prav.g_00425	Syan.g_00656
OG0000657	Prav.g_00432	Syan.g_00375
OG0000658	Prav.g_00433	Syan.g_00378
OG0000659	Prav.g_00434	Syan.g_00379
OG0000660	Prav.g_00438	Syan.g_00383
OG0000661	Prav.g_00440	Syan.g_00385
OG0000662	Prav.g_00442	Syan.g_00392
OG0000663	Prav.g_00444	Syan.g_00395
OG0000664	Prav.g_00445	Syan.g_00397
OG0000665	Prav.g_00449	Syan.g_00788
OG0000666	Prav.g_00450	Syan.g_02100
OG0000667	Prav.g_00454	Syan.g_00044
OG0000668	Prav.g_00483	Syan.g_00365
OG0000669	Prav.g_00490	Syan.g_00751
OG0000670	Prav.g_00492	Syan.g_00748
OG0000671	Prav.g_00494	Syan.g_00746
OG0000672	Prav.g_00497	Syan.g_00743
OG0000673	Prav.g_00500	Syan.g_00740
OG0000674	Prav.g_00502	Syan.g_00738
OG0000675	Prav.g_00503	Syan.g_00737
OG0000676	Prav.g_00505	Syan.g_00735
OG0000677	Prav.g_00506	Syan.g_00734
OG0000678	Prav.g_00508	Syan.g_00732
OG0000679	Prav.g_00512	Syan.g_00724
OG0000680	Prav.g_00513	Syan.g_00723
OG0000681	Prav.g_00515	Syan.g_00720
OG0000682	Prav.g_00516	Syan.g_00719
OG0000683	Prav.g_00517	Syan.g_00718
OG0000684	Prav.g_00519	Syan.g_00715
OG0000685	Prav.g_00521	Syan.g_00713
OG0000686	Prav.g_00522	Syan.g_00712
OG0000687	Prav.g_00523	Syan.g_00711
OG0000688	Prav.g_00526	Syan.g_00706
OG0000689	Prav.g_00527	Syan.g_00704
OG0000690	Prav.g_00528	Syan.g_00703
OG0000691	Prav.g_00529	Syan.g_00702
OG0000692	Prav.g_00530	Syan.g_00700
OG0000693	Prav.g_00531	Syan.g_00698
OG0000694	Prav.g_00532	Syan.g_00697
OG0000695	Prav.g_00534	Syan.g_00492
OG0000696	Prav.g_00535	Syan.g_00493
OG0000697	Prav.g_00536	Syan.g_00495
OG0000698	Prav.g_00539	Syan.g_00498
OG0000699	Prav.g_00540	Syan.g_00500
OG0000700	Prav.g_00541	Syan.g_00501
OG0000701	Prav.g_00542	Syan.g_00502
OG0000702	Prav.g_00544	Syan.g_00534
OG0000703	Prav.g_00545	Syan.g_00546
OG0000704	Prav.g_00546	Syan.g_00550
OG0000705	Prav.g_00550	Syan.g_00557
OG0000706	Prav.g_00551	Syan.g_00558
OG0000707	Prav.g_00552	Syan.g_00559
OG0000708	Prav.g_00553	Syan.g_00562
OG0000709	Prav.g_00557	Syan.g_00570
OG0000710	Prav.g_00560	Syan.g_00574
OG0000711	Prav.g_00577	Syan.g_00607
OG0000712	Prav.g_00579	Syan.g_00609
OG0000713	Prav.g_00580	Syan.g_00610
OG0000714	Prav.g_00581	Syan.g_00624
OG0000715	Prav.g_00583	Syan.g_00626
OG0000716	Prav.g_00585	Syan.g_00630
OG0000717	Prav.g_00586	Syan.g_00631
OG0000718	Prav.g_00902	Syan.g_00651
OG0000719	Prav.g_00904	Syan.g_00367
OG0000720	Prav.g_00913	Syan.g_00354
OG0000721	Prav.g_00915	Syan.g_00352
OG0000722	Prav.g_00916	Syan.g_00351
OG0000723	Prav.g_00919	Syan.g_00341
OG0000724	Prav.g_00928	Syan.g_00299
OG0000725	Prav.g_00934	Syan.g_00194
OG0000726	Prav.g_00935	Syan.g_00193
OG0000727	Prav.g_00936	Syan.g_00192
OG0000728	Prav.g_00938	Syan.g_00190
OG0000729	Prav.g_00263	Syan.g_01885
OG0000730	Prav.g_00004	Syan.g_02147
OG0000731	Prav.g_00008	Syan.g_02135
OG0000732	Prav.g_00016	Syan.g_01726
OG0000733	Prav.g_00034	Syan.g_01147
OG0000734	Prav.g_00050	Syan.g_02982
OG0000735	Prav.g_00052	Syan.g_02713
OG0000736	Prav.g_00053	Syan.g_02712
OG0000737	Prav.g_00054	Syan.g_02711
OG0000738	Prav.g_00058	Syan.g_02705
OG0000739	Prav.g_00059	Syan.g_02704
OG0000740	Prav.g_00060	Syan.g_02703
OG0000741	Prav.g_00061	Syan.g_02700
OG0000742	Prav.g_00064	Syan.g_02697
OG0000743	Prav.g_00066	Syan.g_02694
OG0000744	Prav.g_00067	Syan.g_02693
OG0000745	Prav.g_00068	Syan.g_02690
OG0000746	Prav.g_00070	Syan.g_02687
OG0000747	Prav.g_00071	Syan.g_02685
OG0000748	Prav.g_00074	Syan.g_02669
OG0000749	Prav.g_00075	Syan.g_02668
OG0000750	Prav.g_00076	Syan.g_02667
OG0000751	Prav.g_01868	Syan.g_02661
OG0000752	Prav.g_01866	Syan.g_02659
OG0000753	Prav.g_01863	Syan.g_02656
OG0000754	Prav.g_01860	Syan.g_02650
OG0000755	Prav.g_01857	Syan.g_02641
OG0000756	Prav.g_01856	Syan.g_02640
OG0000757	Prav.g_01850	Syan.g_02623
OG0000758	Prav.g_01849	Syan.g_02622
OG0000759	Prav.g_01848	Syan.g_02621
OG0000760	Prav.g_01847	Syan.g_02620
OG0000761	Prav.g_01846	Syan.g_02619
OG0000762	Prav.g_01845	Syan.g_02617
OG0000763	Prav.g_01843	Syan.g_02615
OG0000764	Prav.g_01842	Syan.g_02614
OG0000765	Prav.g_01833	Syan.g_02587
OG0000766	Prav.g_01832	Syan.g_02586
OG0000767	Prav.g_01830	Syan.g_02584
OG0000768	Prav.g_01829	Syan.g_02583
OG0000769	Prav.g_01827	Syan.g_02581
OG0000770	Prav.g_01825	Syan.g_02561
OG0000771	Prav.g_02003	Syan.g_00305
OG0000772	Prav.g_01409	Syan.g_00436
OG0000773	Prav.g_01429	Syan.g_01199
OG0000774	Prav.g_01431	Syan.g_01205
OG0000775	Prav.g_01433	Syan.g_01207
OG0000776	Prav.g_01434	Syan.g_01208
OG0000777	Prav.g_01435	Syan.g_01209
OG0000778	Prav.g_01436	Syan.g_01210
OG0000779	Prav.g_01440	Syan.g_01215
OG0000780	Prav.g_01441	Syan.g_01218
OG0000781	Prav.g_01444	Syan.g_01222
OG0000782	Prav.g_01445	Syan.g_01223
OG0000783	Prav.g_01446	Syan.g_01224
OG0000784	Prav.g_01447	Syan.g_01225
OG0000785	Prav.g_01449	Syan.g_01228
OG0000786	Prav.g_01451	Syan.g_01243
OG0000787	Prav.g_01452	Syan.g_01244
OG0000788	Prav.g_01460	Syan.g_00843
OG0000789	Prav.g_01463	Syan.g_00075
OG0000790	Prav.g_01478	Syan.g_02778
OG0000791	Prav.g_01480	Syan.g_02780
OG0000792	Prav.g_01481	Syan.g_02781
OG0000793	Prav.g_01484	Syan.g_02879
OG0000794	Prav.g_01485	Syan.g_02881
OG0000795	Prav.g_01486	Syan.g_02882
OG0000796	Prav.g_01490	Syan.g_02886
OG0000797	Prav.g_01491	Syan.g_02888
OG0000799	Prav.g_01560	Syan.g_01310
OG0000800	Prav.g_01561	Syan.g_01308
OG0000801	Prav.g_01562	Syan.g_01307
OG0000802	Prav.g_01564	Syan.g_01303
OG0000803	Prav.g_01566	Syan.g_01294
OG0000804	Prav.g_01567	Syan.g_01291
OG0000805	Prav.g_01569	Syan.g_01289
OG0000806	Prav.g_01571	Syan.g_01287
OG0000807	Prav.g_01572	Syan.g_01286
OG0000808	Prav.g_01573	Syan.g_01285
OG0000809	Prav.g_01576	Syan.g_01281
OG0000810	Prav.g_01577	Syan.g_01280
OG0000811	Prav.g_01581	Syan.g_01272
OG0000812	Prav.g_01583	Syan.g_01270
OG0000813	Prav.g_01584	Syan.g_01269
OG0000814	Prav.g_01586	Syan.g_01267
OG0000815	Prav.g_01587	Syan.g_01249
OG0000816	Prav.g_01589	Syan.g_01247
OG0000817	Prav.g_01590	Syan.g_01328
OG0000818	Prav.g_01595	Syan.g_02807
OG0000819	Prav.g_01596	Syan.g_02808
OG0000820	Prav.g_01597	Syan.g_02809
OG0000821	Prav.g_01601	Syan.g_02815
OG0000822	Prav.g_01602	Syan.g_02817
OG0000823	Prav.g_01603	Syan.g_02818
OG0000824	Prav.g_01606	Syan.g_02824
OG0000825	Prav.g_01607	Syan.g_02825
OG0000826	Prav.g_01608	Syan.g_02826
OG0000827	Prav.g_01609	Syan.g_02827
OG0000828	Prav.g_01612	Syan.g_02830
OG0000829	Prav.g_01613	Syan.g_02831
OG0000830	Prav.g_01614	Syan.g_02832
OG0000831	Prav.g_01616	Syan.g_02834
OG0000832	Prav.g_01622	Syan.g_02408
OG0000833	Prav.g_01630	Syan.g_01343
OG0000834	Prav.g_01631	Syan.g_01345
OG0000835	Prav.g_01632	Syan.g_01346
OG0000836	Prav.g_01633	Syan.g_01349
OG0000837	Prav.g_01634	Syan.g_01351
OG0000838	Prav.g_01636	Syan.g_01355
OG0000839	Prav.g_01637	Syan.g_01356
OG0000840	Prav.g_01638	Syan.g_01357
OG0000841	Prav.g_01639	Syan.g_01358
OG0000842	Prav.g_01640	Syan.g_01359
OG0000843	Prav.g_01641	Syan.g_01360
OG0000844	Prav.g_01642	Syan.g_01362
OG0000845	Prav.g_01643	Syan.g_01363
OG0000846	Prav.g_01644	Syan.g_01364
OG0000847	Prav.g_01645	Syan.g_01365
OG0000848	Prav.g_01646	Syan.g_01367
OG0000849	Prav.g_01647	Syan.g_01368
OG0000850	Prav.g_01649	Syan.g_01371
OG0000851	Prav.g_01650	Syan.g_01374
OG0000852	Prav.g_01651	Syan.g_01375
OG0000853	Prav.g_01655	Syan.g_01379
OG0000854	Prav.g_01657	Syan.g_01381
OG0000855	Prav.g_01658	Syan.g_01382
OG0000856	Prav.g_01671	Syan.g_01136
OG0000857	Prav.g_01699	Syan.g_00672
OG0000858	Prav.g_01755	Syan.g_01389
OG0000859	Prav.g_01756	Syan.g_01390
OG0000860	Prav.g_01763	Syan.g_01402
OG0000861	Prav.g_01764	Syan.g_01403
OG0000862	Prav.g_01765	Syan.g_01412
OG0000863	Prav.g_01767	Syan.g_01414
OG0000864	Prav.g_01768	Syan.g_00969
OG0000865	Prav.g_01769	Syan.g_01415
OG0000866	Prav.g_01770	Syan.g_01416
OG0000867	Prav.g_01771	Syan.g_01417
OG0000868	Prav.g_01772	Syan.g_01421
OG0000869	Prav.g_01776	Syan.g_01426
OG0000870	Prav.g_01781	Syan.g_01431
OG0000871	Prav.g_01782	Syan.g_01432
OG0000872	Prav.g_01783	Syan.g_01438
OG0000873	Prav.g_01786	Syan.g_01441
OG0000874	Prav.g_01789	Syan.g_01443
OG0000875	Prav.g_01790	Syan.g_01445
OG0000876	Prav.g_01791	Syan.g_00391
OG0000877	Prav.g_01793	Syan.g_01449
OG0000878	Prav.g_01794	Syan.g_01450
OG0000879	Prav.g_01795	Syan.g_01451
OG0000880	Prav.g_01796	Syan.g_01452
OG0000881	Prav.g_01800	Syan.g_01457
OG0000882	Prav.g_01805	Syan.g_01462
OG0000883	Prav.g_01807	Syan.g_01464
OG0000884	Prav.g_01809	Syan.g_01466
OG0000885	Prav.g_01810	Syan.g_01467
OG0000886	Prav.g_01811	Syan.g_01468
OG0000887	Prav.g_01812	Syan.g_01469
OG0000888	Prav.g_01814	Syan.g_01471
OG0000889	Prav.g_01816	Syan.g_01473
OG0000890	Prav.g_01817	Syan.g_01476
OG0000891	Prav.g_01818	Syan.g_01477
OG0000892	Prav.g_00264	Syan.g_01480
OG0000893	Prav.g_00268	Syan.g_02103
OG0000894	Prav.g_00270	Syan.g_02108
OG0000895	Prav.g_00273	Syan.g_02112
OG0000896	Prav.g_00274	Syan.g_02113
OG0000897	Prav.g_00276	Syan.g_02115
OG0000898	Prav.g_00277	Syan.g_02116
OG0000899	Prav.g_00278	Syan.g_02117
OG0000900	Prav.g_00279	Syan.g_02118
OG0000901	Prav.g_00282	Syan.g_02123
OG0000902	Prav.g_00284	Syan.g_02125
OG0000903	Prav.g_00287	Syan.g_02252
OG0000904	Prav.g_00289	Syan.g_02258
OG0000905	Prav.g_00294	Syan.g_02129
OG0000906	Prav.g_00295	Syan.g_02127
OG0000907	Prav.g_00590	Syan.g_02245
OG0000908	Prav.g_00593	Syan.g_02242
OG0000909	Prav.g_00594	Syan.g_02241
OG0000910	Prav.g_00595	Syan.g_02240
OG0000911	Prav.g_00597	Syan.g_02238
OG0000912	Prav.g_00598	Syan.g_02237
OG0000913	Prav.g_00599	Syan.g_02236
OG0000914	Prav.g_00600	Syan.g_02235
OG0000915	Prav.g_00601	Syan.g_02233
OG0000916	Prav.g_00602	Syan.g_02232
OG0000917	Prav.g_00603	Syan.g_02231
OG0000918	Prav.g_00604	Syan.g_02230
OG0000919	Prav.g_00605	Syan.g_02229
OG0000920	Prav.g_00606	Syan.g_02228
OG0000921	Prav.g_00607	Syan.g_02227
OG0000922	Prav.g_00608	Syan.g_02226
OG0000923	Prav.g_00612	Syan.g_02222
OG0000924	Prav.g_00613	Syan.g_02221
OG0000925	Prav.g_00614	Syan.g_02220
OG0000926	Prav.g_00615	Syan.g_02219
OG0000927	Prav.g_00617	Syan.g_02217
OG0000928	Prav.g_00618	Syan.g_02216
OG0000929	Prav.g_00619	Syan.g_02215
OG0000930	Prav.g_00620	Syan.g_02214
OG0000931	Prav.g_00621	Syan.g_02213
OG0000932	Prav.g_00622	Syan.g_02212
OG0000933	Prav.g_00626	Syan.g_02206
OG0000934	Prav.g_00628	Syan.g_02204
OG0000935	Prav.g_00629	Syan.g_02203
OG0000936	Prav.g_00630	Syan.g_02202
OG0000937	Prav.g_00631	Syan.g_02201
OG0000938	Prav.g_00633	Syan.g_02198
OG0000939	Prav.g_00634	Syan.g_02197
OG0000940	Prav.g_00641	Syan.g_02188
OG0000941	Prav.g_00643	Syan.g_02186
OG0000942	Prav.g_00645	Syan.g_02184
OG0000943	Prav.g_00646	Syan.g_02183
OG0000944	Prav.g_00647	Syan.g_02181
OG0000945	Prav.g_00648	Syan.g_02180
OG0000946	Prav.g_00653	Syan.g_02167
OG0000947	Prav.g_00655	Syan.g_02164
OG0000948	Prav.g_00656	Syan.g_02163
OG0000949	Prav.g_00659	Syan.g_01951
OG0000950	Prav.g_00664	Syan.g_01940
OG0000951	Prav.g_00668	Syan.g_01932
OG0000952	Prav.g_00672	Syan.g_01927
OG0000953	Prav.g_00675	Syan.g_01922
OG0000954	Prav.g_00679	Syan.g_01916
OG0000955	Prav.g_00680	Syan.g_01915
OG0000956	Prav.g_00682	Syan.g_01913
OG0000957	Prav.g_00687	Syan.g_01898
OG0000958	Prav.g_00688	Syan.g_01897
OG0000959	Prav.g_00692	Syan.g_01893
OG0000960	Prav.g_00693	Syan.g_01892
OG0000961	Prav.g_00695	Syan.g_03024
OG0000962	Prav.g_00697	Syan.g_01887
OG0000963	Prav.g_00701	Syan.g_01881
OG0000964	Prav.g_00702	Syan.g_01880
OG0000965	Prav.g_00703	Syan.g_01879
OG0000966	Prav.g_00710	Syan.g_01812
OG0000967	Prav.g_00714	Syan.g_01804
OG0000968	Prav.g_00716	Syan.g_01706
OG0000969	Prav.g_00717	Syan.g_01708
OG0000970	Prav.g_00718	Syan.g_01709
OG0000971	Prav.g_00719	Syan.g_01711
OG0000972	Prav.g_00720	Syan.g_01712
OG0000973	Prav.g_00721	Syan.g_01713
OG0000974	Prav.g_00722	Syan.g_01714
OG0000975	Prav.g_00723	Syan.g_01715
OG0000976	Prav.g_00724	Syan.g_01716
OG0000977	Prav.g_00725	Syan.g_01718
OG0000978	Prav.g_00726	Syan.g_01719
OG0000979	Prav.g_00729	Syan.g_01722
OG0000980	Prav.g_00731	Syan.g_01725
OG0000981	Prav.g_00733	Syan.g_01728
OG0000982	Prav.g_00735	Syan.g_01566
OG0000983	Prav.g_00736	Syan.g_01567
OG0000984	Prav.g_00737	Syan.g_01568
OG0000985	Prav.g_00740	Syan.g_01572
OG0000986	Prav.g_00742	Syan.g_01574
OG0000987	Prav.g_00743	Syan.g_01576
OG0000988	Prav.g_00746	Syan.g_01581
OG0000989	Prav.g_00750	Syan.g_01587
OG0000990	Prav.g_00753	Syan.g_01615
OG0000991	Prav.g_00754	Syan.g_01618
OG0000992	Prav.g_00756	Syan.g_01622
OG0000993	Prav.g_00757	Syan.g_01623
OG0000994	Prav.g_00758	Syan.g_01625
OG0000995	Prav.g_00762	Syan.g_01629
OG0000996	Prav.g_00763	Syan.g_01653
OG0000997	Prav.g_00764	Syan.g_01677
OG0000998	Prav.g_00766	Syan.g_01679
OG0000999	Prav.g_00767	Syan.g_01680
OG0001000	Prav.g_00770	Syan.g_01684
OG0001001	Prav.g_00772	Syan.g_01690
OG0001002	Prav.g_00776	Syan.g_01697
OG0001003	Prav.g_00778	Syan.g_01699
OG0001004	Prav.g_00779	Syan.g_01700
OG0001005	Prav.g_00780	Syan.g_01701
OG0001006	Prav.g_00784	Syan.g_01794
OG0001007	Prav.g_00786	Syan.g_01796
OG0001008	Prav.g_01036	Syan.g_02397
OG0001009	Prav.g_00095	Syan.g_01748
OG0001010	Prav.g_00096	Syan.g_01747
OG0001011	Prav.g_00097	Syan.g_01745
OG0001012	Prav.g_00114	Syan.g_00281
OG0001013	Prav.g_00119	Syan.g_01542
OG0001014	Prav.g_00122	Syan.g_01535
OG0001015	Prav.g_00123	Syan.g_01534
OG0001016	Prav.g_00138	Syan.g_02912
OG0001017	Prav.g_00142	Syan.g_02918
OG0001018	Prav.g_00145	Syan.g_02920
OG0001019	Prav.g_00154	Syan.g_02947
OG0001020	Prav.g_00155	Syan.g_02951
OG0001021	Prav.g_00156	Syan.g_02958
OG0001022	Prav.g_00159	Syan.g_02964
OG0001023	Prav.g_00160	Syan.g_02965
OG0001024	Prav.g_00163	Syan.g_00968
OG0001025	Prav.g_00169	Syan.g_02971
OG0001026	Prav.g_00176	Syan.g_02984
OG0001027	Prav.g_00177	Syan.g_02308
OG0001028	Prav.g_00179	Syan.g_02305
OG0001029	Prav.g_00180	Syan.g_02303
OG0001030	Prav.g_00195	Syan.g_02281
OG0001031	Prav.g_00852	Syan.g_03060
OG0001032	Prav.g_00851	Syan.g_03063
OG0001033	Prav.g_00830	Syan.g_00970
OG0001034	Prav.g_00802	Syan.g_02425
OG0001035	Prav.g_01901	Syan.g_02062
OG0001036	Prav.g_01906	Syan.g_02056
OG0001037	Prav.g_01907	Syan.g_02054
OG0001038	Prav.g_01924	Syan.g_02025
OG0001039	Prav.g_01927	Syan.g_02022
OG0001040	Prav.g_01929	Syan.g_02019
OG0001041	Prav.g_01933	Syan.g_02015
OG0001042	Prav.g_01950	Syan.g_01992
OG0001043	Prav.g_01951	Syan.g_01988
OG0001044	Prav.g_01979	Syan.g_02145
OG0001045	Prav.g_01988	Syan.g_02132
OG0001046	Prav.g_00996	Syan.g_00591
OG0001047	Prav.g_01038	Syan.g_02399
OG0001048	Prav.g_01039	Syan.g_02400
OG0001049	Prav.g_01041	Syan.g_01340
OG0001050	Prav.g_01042	Syan.g_01339
OG0001051	Prav.g_01043	Syan.g_01338
OG0001052	Prav.g_01069	Syan.g_02850
OG0001053	Prav.g_01081	Syan.g_02761
OG0001054	Prav.g_01096	Syan.g_02742
OG0001055	Prav.g_01115	Syan.g_02721
OG0001056	Prav.g_01134	Syan.g_01161
OG0001057	Prav.g_01139	Syan.g_00832
OG0001058	Prav.g_01147	Syan.g_00851
OG0001059	Prav.g_01151	Syan.g_00855
OG0001060	Prav.g_01158	Syan.g_00861
OG0001061	Prav.g_01171	Syan.g_00880
OG0001063	Prav.g_01175	Syan.g_00945
OG0001064	Prav.g_01176	Syan.g_00946
OG0001065	Prav.g_01177	Syan.g_00947
OG0001066	Prav.g_01178	Syan.g_00948
OG0001067	Prav.g_01179	Syan.g_00949
OG0001068	Prav.g_01180	Syan.g_00950
OG0001069	Prav.g_01181	Syan.g_00951
OG0001070	Prav.g_01184	Syan.g_00955
OG0001071	Prav.g_01185	Syan.g_00956
OG0001072	Prav.g_01186	Syan.g_00960
OG0001073	Prav.g_01200	Syan.g_01012
OG0001074	Prav.g_01211	Syan.g_00202
OG0001075	Prav.g_01212	Syan.g_00200
OG0001076	Prav.g_01222	Syan.g_00012
OG0001077	Prav.g_01226	Syan.g_01140
OG0001078	Prav.g_01234	Syan.g_00815
OG0001079	Prav.g_01245	Syan.g_00799
OG0001080	Prav.g_01251	Syan.g_00781
OG0001081	Prav.g_01253	Syan.g_00779
OG0001082	Prav.g_01254	Syan.g_00778
OG0001083	Prav.g_01259	Syan.g_00771
OG0001084	Prav.g_01260	Syan.g_00770
OG0001086	Prav.g_01269	Syan.g_00757
OG0001087	Prav.g_01286	Syan.g_01159
OG0001088	Prav.g_01287	Syan.g_02688
OG0001089	Prav.g_01295	Syan.g_00185
OG0001090	Prav.g_00307	Syan.g_00317
OG0001091	Prav.g_00309	Syan.g_00320
OG0001092	Prav.g_00310	Syan.g_00322
OG0001093	Prav.g_00315	Syan.g_00328
OG0001094	Prav.g_00391	Syan.g_00696
OG0001095	Prav.g_00410	Syan.g_00675
OG0001096	Prav.g_00423	Syan.g_00659
OG0001097	Prav.g_00441	Syan.g_00386
OG0001099	Prav.g_00487	Syan.g_02304
OG0001100	Prav.g_00491	Syan.g_00749
OG0001101	Prav.g_00493	Syan.g_00747
OG0001102	Prav.g_00496	Syan.g_00744
OG0001103	Prav.g_00498	Syan.g_00742
OG0001104	Prav.g_00520	Syan.g_00714
OG0001106	Prav.g_00547	Syan.g_00551
OG0001107	Prav.g_00554	Syan.g_00563
OG0001108	Prav.g_00558	Syan.g_00571
OG0001109	Prav.g_00559	Syan.g_00573
OG0001110	Prav.g_00561	Syan.g_00575
OG0001111	Prav.g_00562	Syan.g_00577
OG0001112	Prav.g_00563	Syan.g_00579
OG0001113	Prav.g_00564	Syan.g_00580
OG0001114	Prav.g_00565	Syan.g_00581
OG0001115	Prav.g_00567	Syan.g_00586
OG0001116	Prav.g_00568	Syan.g_00588
OG0001117	Prav.g_00569	Syan.g_00589
OG0001118	Prav.g_00570	Syan.g_00590
OG0001119	Prav.g_00571	Syan.g_00592
OG0001120	Prav.g_00573	Syan.g_00597
OG0001122	Prav.g_00905	Syan.g_00366
OG0001123	Prav.g_00909	Syan.g_00359
OG0001124	Prav.g_00911	Syan.g_00357
OG0001125	Prav.g_00912	Syan.g_00355
OG0001126	Prav.g_00922	Syan.g_00307
OG0001127	Prav.g_00923	Syan.g_00306
OG0001128	Prav.g_00925	Syan.g_00303
OG0001129	Prav.g_00926	Syan.g_00301
OG0001130	Prav.g_00927	Syan.g_00300
OG0001131	Prav.g_00242	Syan.g_00079
OG0001132	Prav.g_00252	Syan.g_00100
OG0001133	Prav.g_00019	Syan.g_00006
OG0001134	Prav.g_00033	Syan.g_01146
OG0001135	Prav.g_00036	Syan.g_01150
OG0001136	Prav.g_00062	Syan.g_02699
OG0001137	Prav.g_00073	Syan.g_02670
OG0001138	Prav.g_01855	Syan.g_02638
OG0001139	Prav.g_01854	Syan.g_02636
OG0001140	Prav.g_01853	Syan.g_02635
OG0001141	Prav.g_01852	Syan.g_02625
OG0001142	Prav.g_01851	Syan.g_02624
OG0001143	Prav.g_01844	Syan.g_02616
OG0001144	Prav.g_01839	Syan.g_02596
OG0001145	Prav.g_01430	Syan.g_01200
OG0001146	Prav.g_01442	Syan.g_01219
OG0001147	Prav.g_01459	Syan.g_02842
OG0001148	Prav.g_01475	Syan.g_02775
OG0001149	Prav.g_01476	Syan.g_02776
OG0001150	Prav.g_01477	Syan.g_02777
OG0001151	Prav.g_01488	Syan.g_02884
OG0001152	Prav.g_01489	Syan.g_02885
OG0001153	Prav.g_01610	Syan.g_02828
OG0001154	Prav.g_01611	Syan.g_02829
OG0001156	Prav.g_01626	Syan.g_02404
OG0001157	Prav.g_01627	Syan.g_02403
OG0001158	Prav.g_01628	Syan.g_02402
OG0001159	Prav.g_01629	Syan.g_02401
OG0001160	Prav.g_01653	Syan.g_01377
OG0001161	Prav.g_01664	Syan.g_01594
OG0001162	Prav.g_01675	Syan.g_02943
OG0001163	Prav.g_01753	Syan.g_01385
OG0001164	Prav.g_01757	Syan.g_01392
OG0001165	Prav.g_01760	Syan.g_01397
OG0001166	Prav.g_01780	Syan.g_01430
OG0001167	Prav.g_01797	Syan.g_00992
OG0001168	Prav.g_01799	Syan.g_01456
OG0001169	Prav.g_01801	Syan.g_01458
OG0001170	Prav.g_01803	Syan.g_01460
OG0001171	Prav.g_01813	Syan.g_01470
OG0001172	Prav.g_00271	Syan.g_02110
OG0001173	Prav.g_00272	Syan.g_02111
OG0001174	Prav.g_00280	Syan.g_02119
OG0001175	Prav.g_00281	Syan.g_02120
OG0001176	Prav.g_00288	Syan.g_02253
OG0001177	Prav.g_00291	Syan.g_02256
OG0001179	Prav.g_00616	Syan.g_02218
OG0001180	Prav.g_00638	Syan.g_02191
OG0001181	Prav.g_00642	Syan.g_02187
OG0001182	Prav.g_00649	Syan.g_02179
OG0001183	Prav.g_00654	Syan.g_02166
OG0001184	Prav.g_00670	Syan.g_01929
