Orthogroup	Prav	Syas
OG0000610	Prav.g_01262	Syas.g_00702
OG0000611	Prav.g_01265	Syas.g_00699
OG0000612	Prav.g_01266	Syas.g_00698
OG0000613	Prav.g_01271	Syas.g_01825
OG0000614	Prav.g_01290	Syas.g_01044
OG0000615	Prav.g_01298	Syas.g_00650
OG0000616	Prav.g_01312	Syas.g_02011
OG0000617	Prav.g_00312	Syas.g_00180
OG0000618	Prav.g_00313	Syas.g_00181
OG0000619	Prav.g_00314	Syas.g_00182
OG0000620	Prav.g_00317	Syas.g_00188
OG0000621	Prav.g_00318	Syas.g_00189
OG0000622	Prav.g_00319	Syas.g_00190
OG0000623	Prav.g_00320	Syas.g_00191
OG0000624	Prav.g_00321	Syas.g_00192
OG0000625	Prav.g_00322	Syas.g_00193
OG0000626	Prav.g_00323	Syas.g_00194
OG0000627	Prav.g_00324	Syas.g_00372
OG0000628	Prav.g_00325	Syas.g_00373
OG0000629	Prav.g_00326	Syas.g_00376
OG0000630	Prav.g_00329	Syas.g_00397
OG0000631	Prav.g_00388	Syas.g_00405
OG0000632	Prav.g_00389	Syas.g_00406
OG0000633	Prav.g_00390	Syas.g_00407
OG0000634	Prav.g_00393	Syas.g_00600
OG0000635	Prav.g_00394	Syas.g_00599
OG0000636	Prav.g_00396	Syas.g_00597
OG0000637	Prav.g_00398	Syas.g_00595
OG0000638	Prav.g_00399	Syas.g_00594
OG0000639	Prav.g_00400	Syas.g_00593
OG0000640	Prav.g_00401	Syas.g_00592
OG0000641	Prav.g_00405	Syas.g_00587
OG0000642	Prav.g_00406	Syas.g_00586
OG0000643	Prav.g_00407	Syas.g_00585
OG0000644	Prav.g_00408	Syas.g_00584
OG0000645	Prav.g_00409	Syas.g_00583
OG0000646	Prav.g_00411	Syas.g_00580
OG0000647	Prav.g_00412	Syas.g_00578
OG0000648	Prav.g_00414	Syas.g_00576
OG0000649	Prav.g_00415	Syas.g_00575
OG0000650	Prav.g_00416	Syas.g_00574
OG0000651	Prav.g_00417	Syas.g_00573
OG0000652	Prav.g_00418	Syas.g_00572
OG0000653	Prav.g_00420	Syas.g_00570
OG0000654	Prav.g_00421	Syas.g_00569
OG0000655	Prav.g_00422	Syas.g_00568
OG0000656	Prav.g_00425	Syas.g_00565
OG0000657	Prav.g_00432	Syas.g_00232
OG0000658	Prav.g_00433	Syas.g_00235
OG0000659	Prav.g_00434	Syas.g_00236
OG0000660	Prav.g_00438	Syas.g_00240
OG0000661	Prav.g_00440	Syas.g_00242
OG0000662	Prav.g_00442	Syas.g_00281
OG0000663	Prav.g_00444	Syas.g_00284
OG0000664	Prav.g_00445	Syas.g_00287
OG0000665	Prav.g_00449	Syas.g_00385
OG0000666	Prav.g_00450	Syas.g_01362
OG0000667	Prav.g_00454	Syas.g_00088
OG0000668	Prav.g_00483	Syas.g_00221
OG0000669	Prav.g_00490	Syas.g_00684
OG0000670	Prav.g_00492	Syas.g_00681
OG0000671	Prav.g_00494	Syas.g_00679
OG0000672	Prav.g_00497	Syas.g_00676
OG0000673	Prav.g_00500	Syas.g_00673
OG0000674	Prav.g_00502	Syas.g_00671
OG0000675	Prav.g_00503	Syas.g_00670
OG0000676	Prav.g_00505	Syas.g_00668
OG0000677	Prav.g_00506	Syas.g_00667
OG0000678	Prav.g_00508	Syas.g_00660
OG0000679	Prav.g_00512	Syas.g_00629
OG0000680	Prav.g_00513	Syas.g_00628
OG0000681	Prav.g_00515	Syas.g_00625
OG0000682	Prav.g_00516	Syas.g_00624
OG0000683	Prav.g_00517	Syas.g_00623
OG0000684	Prav.g_00519	Syas.g_00621
OG0000685	Prav.g_00521	Syas.g_00187
OG0000686	Prav.g_00522	Syas.g_00619
OG0000687	Prav.g_00523	Syas.g_00618
OG0000688	Prav.g_00526	Syas.g_00612
OG0000689	Prav.g_00527	Syas.g_00610
OG0000690	Prav.g_00528	Syas.g_00609
OG0000691	Prav.g_00529	Syas.g_00608
OG0000692	Prav.g_00530	Syas.g_00606
OG0000693	Prav.g_00531	Syas.g_00604
OG0000694	Prav.g_00532	Syas.g_00603
OG0000695	Prav.g_00534	Syas.g_00410
OG0000696	Prav.g_00535	Syas.g_00411
OG0000697	Prav.g_00536	Syas.g_00413
OG0000698	Prav.g_00539	Syas.g_00417
OG0000699	Prav.g_00540	Syas.g_00419
OG0000700	Prav.g_00541	Syas.g_00420
OG0000701	Prav.g_00542	Syas.g_00421
OG0000702	Prav.g_00544	Syas.g_00437
OG0000703	Prav.g_00545	Syas.g_00438
OG0000704	Prav.g_00546	Syas.g_00446
OG0000705	Prav.g_00550	Syas.g_00453
OG0000706	Prav.g_00551	Syas.g_00454
OG0000707	Prav.g_00552	Syas.g_00455
OG0000708	Prav.g_00553	Syas.g_00458
OG0000709	Prav.g_00557	Syas.g_00466
OG0000710	Prav.g_00560	Syas.g_00497
OG0000711	Prav.g_00577	Syas.g_00546
OG0000712	Prav.g_00579	Syas.g_00548
OG0000713	Prav.g_00580	Syas.g_00549
OG0000714	Prav.g_00581	Syas.g_00551
OG0000715	Prav.g_00583	Syas.g_00553
OG0000716	Prav.g_00585	Syas.g_00556
OG0000717	Prav.g_00586	Syas.g_00557
OG0000718	Prav.g_00902	Syas.g_00561
OG0000719	Prav.g_00904	Syas.g_00223
OG0000720	Prav.g_00913	Syas.g_00209
OG0000721	Prav.g_00915	Syas.g_00207
OG0000722	Prav.g_00916	Syas.g_00206
OG0000723	Prav.g_00919	Syas.g_00196
OG0000724	Prav.g_00928	Syas.g_00999
OG0000725	Prav.g_00934	Syas.g_01024
OG0000726	Prav.g_00935	Syas.g_01025
OG0000727	Prav.g_00936	Syas.g_01026
OG0000728	Prav.g_00938	Syas.g_01028
OG0000729	Prav.g_00263	Syas.g_02145
OG0000730	Prav.g_00004	Syas.g_01544
OG0000731	Prav.g_00008	Syas.g_01532
OG0000732	Prav.g_00016	Syas.g_02086
OG0000733	Prav.g_00034	Syas.g_00096
OG0000734	Prav.g_00050	Syas.g_02414
OG0000735	Prav.g_00052	Syas.g_01201
OG0000736	Prav.g_00053	Syas.g_01200
OG0000737	Prav.g_00054	Syas.g_01199
OG0000738	Prav.g_00058	Syas.g_01193
OG0000739	Prav.g_00059	Syas.g_01192
OG0000740	Prav.g_00060	Syas.g_01191
OG0000741	Prav.g_00061	Syas.g_01188
OG0000742	Prav.g_00064	Syas.g_01185
OG0000743	Prav.g_00066	Syas.g_01182
OG0000744	Prav.g_00067	Syas.g_01181
OG0000745	Prav.g_00068	Syas.g_01178
OG0000746	Prav.g_00070	Syas.g_01176
OG0000747	Prav.g_00071	Syas.g_01174
OG0000748	Prav.g_00074	Syas.g_01146
OG0000749	Prav.g_00075	Syas.g_01144
OG0000750	Prav.g_00076	Syas.g_01143
OG0000751	Prav.g_01868	Syas.g_01138
OG0000752	Prav.g_01866	Syas.g_01136
OG0000753	Prav.g_01863	Syas.g_01133
OG0000754	Prav.g_01860	Syas.g_01128
OG0000755	Prav.g_01857	Syas.g_01117
OG0000756	Prav.g_01856	Syas.g_01116
OG0000757	Prav.g_01850	Syas.g_01108
OG0000758	Prav.g_01849	Syas.g_01107
OG0000759	Prav.g_01848	Syas.g_01106
OG0000760	Prav.g_01847	Syas.g_01105
OG0000761	Prav.g_01846	Syas.g_01104
OG0000762	Prav.g_01845	Syas.g_01102
OG0000763	Prav.g_01843	Syas.g_01091
OG0000764	Prav.g_01842	Syas.g_01090
OG0000765	Prav.g_01833	Syas.g_01076
OG0000766	Prav.g_01832	Syas.g_01075
OG0000767	Prav.g_01830	Syas.g_01073
OG0000768	Prav.g_01829	Syas.g_01072
OG0000769	Prav.g_01827	Syas.g_01070
OG0000770	Prav.g_01825	Syas.g_01067
OG0000771	Prav.g_02003	Syas.g_00993
OG0000772	Prav.g_01409	Syas.g_01461
OG0000773	Prav.g_01429	Syas.g_00002
OG0000774	Prav.g_01431	Syas.g_02862
OG0000775	Prav.g_01433	Syas.g_02860
OG0000776	Prav.g_01434	Syas.g_02859
OG0000777	Prav.g_01435	Syas.g_02858
OG0000778	Prav.g_01436	Syas.g_02857
OG0000779	Prav.g_01440	Syas.g_02852
OG0000780	Prav.g_01441	Syas.g_02847
OG0000781	Prav.g_01444	Syas.g_02842
OG0000782	Prav.g_01445	Syas.g_02841
OG0000783	Prav.g_01446	Syas.g_02840
OG0000784	Prav.g_01447	Syas.g_02839
OG0000785	Prav.g_01449	Syas.g_02837
OG0000786	Prav.g_01451	Syas.g_02833
OG0000787	Prav.g_01452	Syas.g_02832
OG0000788	Prav.g_01460	Syas.g_00782
OG0000789	Prav.g_01463	Syas.g_01507
OG0000790	Prav.g_01478	Syas.g_01266
OG0000791	Prav.g_01480	Syas.g_01268
OG0000792	Prav.g_01481	Syas.g_01269
OG0000793	Prav.g_01484	Syas.g_01359
OG0000794	Prav.g_01485	Syas.g_01361
OG0000795	Prav.g_01486	Syas.g_01363
OG0000796	Prav.g_01490	Syas.g_01368
OG0000797	Prav.g_01491	Syas.g_01369
OG0000798	Prav.g_01556	Syas.g_02134
OG0000799	Prav.g_01560	Syas.g_02789
OG0000800	Prav.g_01561	Syas.g_02790
OG0000801	Prav.g_01562	Syas.g_02791
OG0000802	Prav.g_01564	Syas.g_02797
OG0000803	Prav.g_01566	Syas.g_02800
OG0000804	Prav.g_01567	Syas.g_02803
OG0000805	Prav.g_01569	Syas.g_02805
OG0000806	Prav.g_01571	Syas.g_02807
OG0000807	Prav.g_01572	Syas.g_02808
OG0000808	Prav.g_01573	Syas.g_02809
OG0000809	Prav.g_01576	Syas.g_02811
OG0000810	Prav.g_01577	Syas.g_02813
OG0000811	Prav.g_01581	Syas.g_02822
OG0000812	Prav.g_01583	Syas.g_02824
OG0000813	Prav.g_01584	Syas.g_02825
OG0000814	Prav.g_01586	Syas.g_02827
OG0000815	Prav.g_01587	Syas.g_02829
OG0000816	Prav.g_01589	Syas.g_02831
OG0000817	Prav.g_01590	Syas.g_02753
OG0000818	Prav.g_01595	Syas.g_01282
OG0000819	Prav.g_01596	Syas.g_01283
OG0000820	Prav.g_01597	Syas.g_01284
OG0000821	Prav.g_01601	Syas.g_01289
OG0000822	Prav.g_01602	Syas.g_01291
OG0000823	Prav.g_01603	Syas.g_01292
OG0000824	Prav.g_01606	Syas.g_01297
OG0000825	Prav.g_01607	Syas.g_01298
OG0000826	Prav.g_01608	Syas.g_01299
OG0000827	Prav.g_01609	Syas.g_01300
OG0000828	Prav.g_01612	Syas.g_01303
OG0000829	Prav.g_01613	Syas.g_01304
OG0000830	Prav.g_01614	Syas.g_01305
OG0000831	Prav.g_01616	Syas.g_01308
OG0000832	Prav.g_01622	Syas.g_01476
OG0000833	Prav.g_01630	Syas.g_02738
OG0000834	Prav.g_01631	Syas.g_02737
OG0000835	Prav.g_01632	Syas.g_02736
OG0000836	Prav.g_01633	Syas.g_02732
OG0000837	Prav.g_01634	Syas.g_02731
OG0000838	Prav.g_01636	Syas.g_02727
OG0000839	Prav.g_01637	Syas.g_02726
OG0000840	Prav.g_01638	Syas.g_02725
OG0000841	Prav.g_01639	Syas.g_02724
OG0000842	Prav.g_01640	Syas.g_02723
OG0000843	Prav.g_01641	Syas.g_02722
OG0000844	Prav.g_01642	Syas.g_02720
OG0000845	Prav.g_01643	Syas.g_02719
OG0000846	Prav.g_01644	Syas.g_02718
OG0000847	Prav.g_01645	Syas.g_02717
OG0000848	Prav.g_01646	Syas.g_02715
OG0000849	Prav.g_01647	Syas.g_02714
OG0000850	Prav.g_01649	Syas.g_02711
OG0000851	Prav.g_01650	Syas.g_02708
OG0000852	Prav.g_01651	Syas.g_02707
OG0000853	Prav.g_01655	Syas.g_02703
OG0000854	Prav.g_01657	Syas.g_02701
OG0000855	Prav.g_01658	Syas.g_02700
OG0000856	Prav.g_01671	Syas.g_00103
OG0000857	Prav.g_01699	Syas.g_00579
OG0000858	Prav.g_01755	Syas.g_02693
OG0000859	Prav.g_01756	Syas.g_02692
OG0000860	Prav.g_01763	Syas.g_02679
OG0000861	Prav.g_01764	Syas.g_02678
OG0000862	Prav.g_01765	Syas.g_02677
OG0000863	Prav.g_01767	Syas.g_02675
OG0000864	Prav.g_01768	Syas.g_02674
OG0000865	Prav.g_01769	Syas.g_02673
OG0000866	Prav.g_01770	Syas.g_02672
OG0000867	Prav.g_01771	Syas.g_02671
OG0000868	Prav.g_01772	Syas.g_02667
OG0000869	Prav.g_01776	Syas.g_02662
OG0000870	Prav.g_01781	Syas.g_02657
OG0000871	Prav.g_01782	Syas.g_02656
OG0000872	Prav.g_01783	Syas.g_02650
OG0000873	Prav.g_01786	Syas.g_02647
OG0000874	Prav.g_01789	Syas.g_02645
OG0000875	Prav.g_01790	Syas.g_02644
OG0000876	Prav.g_01791	Syas.g_00280
OG0000877	Prav.g_01793	Syas.g_02603
OG0000878	Prav.g_01794	Syas.g_02602
OG0000879	Prav.g_01795	Syas.g_02601
OG0000880	Prav.g_01796	Syas.g_02600
OG0000881	Prav.g_01800	Syas.g_02596
OG0000882	Prav.g_01805	Syas.g_02591
OG0000883	Prav.g_01807	Syas.g_02586
OG0000884	Prav.g_01809	Syas.g_02584
OG0000885	Prav.g_01810	Syas.g_02583
OG0000886	Prav.g_01811	Syas.g_02582
OG0000887	Prav.g_01812	Syas.g_02581
OG0000888	Prav.g_01814	Syas.g_02579
OG0000889	Prav.g_01816	Syas.g_02577
OG0000890	Prav.g_01817	Syas.g_02574
OG0000891	Prav.g_01818	Syas.g_02573
OG0000892	Prav.g_00264	Syas.g_02571
OG0000893	Prav.g_00268	Syas.g_01677
OG0000894	Prav.g_00270	Syas.g_01667
OG0000895	Prav.g_00273	Syas.g_01663
OG0000896	Prav.g_00274	Syas.g_01662
OG0000897	Prav.g_00276	Syas.g_01660
OG0000898	Prav.g_00277	Syas.g_01659
OG0000899	Prav.g_00278	Syas.g_01658
OG0000900	Prav.g_00279	Syas.g_01657
OG0000901	Prav.g_00282	Syas.g_01652
OG0000902	Prav.g_00284	Syas.g_01651
OG0000903	Prav.g_00287	Syas.g_01637
OG0000904	Prav.g_00289	Syas.g_01642
OG0000905	Prav.g_00294	Syas.g_01647
OG0000906	Prav.g_00295	Syas.g_01649
OG0000907	Prav.g_00590	Syas.g_01635
OG0000908	Prav.g_00593	Syas.g_01632
OG0000909	Prav.g_00594	Syas.g_01631
OG0000910	Prav.g_00595	Syas.g_01630
OG0000911	Prav.g_00597	Syas.g_01628
OG0000912	Prav.g_00598	Syas.g_01627
OG0000913	Prav.g_00599	Syas.g_01626
OG0000914	Prav.g_00600	Syas.g_01625
OG0000915	Prav.g_00601	Syas.g_01623
OG0000916	Prav.g_00602	Syas.g_01622
OG0000917	Prav.g_00603	Syas.g_01621
OG0000918	Prav.g_00604	Syas.g_01620
OG0000919	Prav.g_00605	Syas.g_01619
OG0000920	Prav.g_00606	Syas.g_01618
OG0000921	Prav.g_00607	Syas.g_01617
OG0000922	Prav.g_00608	Syas.g_01616
OG0000923	Prav.g_00612	Syas.g_01612
OG0000924	Prav.g_00613	Syas.g_01611
OG0000925	Prav.g_00614	Syas.g_01610
OG0000926	Prav.g_00615	Syas.g_01609
OG0000927	Prav.g_00617	Syas.g_01607
OG0000928	Prav.g_00618	Syas.g_01606
OG0000929	Prav.g_00619	Syas.g_01605
OG0000930	Prav.g_00620	Syas.g_01604
OG0000931	Prav.g_00621	Syas.g_01603
OG0000932	Prav.g_00622	Syas.g_01602
OG0000933	Prav.g_00626	Syas.g_01596
OG0000934	Prav.g_00628	Syas.g_01594
OG0000935	Prav.g_00629	Syas.g_01593
OG0000936	Prav.g_00630	Syas.g_01592
OG0000937	Prav.g_00631	Syas.g_01591
OG0000938	Prav.g_00633	Syas.g_01588
OG0000939	Prav.g_00634	Syas.g_01587
OG0000940	Prav.g_00641	Syas.g_01580
OG0000941	Prav.g_00643	Syas.g_01578
OG0000942	Prav.g_00645	Syas.g_01576
OG0000943	Prav.g_00646	Syas.g_01575
OG0000944	Prav.g_00647	Syas.g_01573
OG0000945	Prav.g_00648	Syas.g_01572
OG0000946	Prav.g_00653	Syas.g_01565
OG0000947	Prav.g_00655	Syas.g_01562
OG0000948	Prav.g_00656	Syas.g_01561
OG0000949	Prav.g_00659	Syas.g_02213
OG0000950	Prav.g_00664	Syas.g_02197
OG0000951	Prav.g_00668	Syas.g_02190
OG0000952	Prav.g_00672	Syas.g_02186
OG0000953	Prav.g_00675	Syas.g_02182
OG0000954	Prav.g_00679	Syas.g_02174
OG0000955	Prav.g_00680	Syas.g_02173
OG0000956	Prav.g_00682	Syas.g_02171
OG0000957	Prav.g_00687	Syas.g_02158
OG0000958	Prav.g_00688	Syas.g_02157
OG0000959	Prav.g_00692	Syas.g_02154
OG0000960	Prav.g_00693	Syas.g_02153
OG0000961	Prav.g_00695	Syas.g_02345
OG0000962	Prav.g_00697	Syas.g_02146
OG0000963	Prav.g_00701	Syas.g_02143
OG0000964	Prav.g_00702	Syas.g_02142
OG0000965	Prav.g_00703	Syas.g_02141
OG0000966	Prav.g_00710	Syas.g_02112
OG0000967	Prav.g_00714	Syas.g_02108
OG0000968	Prav.g_00716	Syas.g_02106
OG0000969	Prav.g_00717	Syas.g_02104
OG0000970	Prav.g_00718	Syas.g_02103
OG0000971	Prav.g_00719	Syas.g_02101
OG0000972	Prav.g_00720	Syas.g_02100
OG0000973	Prav.g_00721	Syas.g_02099
OG0000974	Prav.g_00722	Syas.g_02098
OG0000975	Prav.g_00723	Syas.g_02097
OG0000976	Prav.g_00724	Syas.g_02096
OG0000977	Prav.g_00725	Syas.g_02094
OG0000978	Prav.g_00726	Syas.g_02093
OG0000979	Prav.g_00729	Syas.g_02090
OG0000980	Prav.g_00731	Syas.g_02087
OG0000981	Prav.g_00733	Syas.g_02084
OG0000982	Prav.g_00735	Syas.g_01882
OG0000983	Prav.g_00736	Syas.g_01883
OG0000984	Prav.g_00737	Syas.g_01884
OG0000985	Prav.g_00740	Syas.g_01888
OG0000986	Prav.g_00742	Syas.g_01891
OG0000987	Prav.g_00743	Syas.g_01897
OG0000988	Prav.g_00746	Syas.g_01902
OG0000989	Prav.g_00750	Syas.g_01908
OG0000990	Prav.g_00753	Syas.g_01937
OG0000991	Prav.g_00754	Syas.g_01939
OG0000992	Prav.g_00756	Syas.g_01943
OG0000993	Prav.g_00757	Syas.g_01945
OG0000994	Prav.g_00758	Syas.g_01948
OG0000995	Prav.g_00762	Syas.g_01955
OG0000996	Prav.g_00763	Syas.g_01977
OG0000997	Prav.g_00764	Syas.g_01993
OG0000998	Prav.g_00766	Syas.g_01995
OG0000999	Prav.g_00767	Syas.g_01996
OG0001000	Prav.g_00770	Syas.g_02000
OG0001001	Prav.g_00772	Syas.g_02006
OG0001002	Prav.g_00776	Syas.g_02014
OG0001003	Prav.g_00778	Syas.g_02016
OG0001004	Prav.g_00779	Syas.g_02017
OG0001005	Prav.g_00780	Syas.g_02018
OG0001006	Prav.g_00784	Syas.g_02032
OG0001007	Prav.g_00786	Syas.g_02034
OG0001008	Prav.g_01036	Syas.g_01496
OG0001009	Prav.g_00095	Syas.g_02065
OG0001010	Prav.g_00096	Syas.g_02066
OG0001011	Prav.g_00097	Syas.g_02068
OG0001012	Prav.g_00114	Syas.g_00152
OG0001013	Prav.g_00119	Syas.g_01866
OG0001014	Prav.g_00122	Syas.g_01857
OG0001015	Prav.g_00123	Syas.g_01856
OG0001016	Prav.g_00138	Syas.g_02517
OG0001017	Prav.g_00142	Syas.g_02511
OG0001018	Prav.g_00145	Syas.g_02509
OG0001019	Prav.g_00154	Syas.g_02469
OG0001020	Prav.g_00155	Syas.g_02443
OG0001021	Prav.g_00156	Syas.g_02437
OG0001022	Prav.g_00159	Syas.g_02434
OG0001023	Prav.g_00160	Syas.g_02433
OG0001024	Prav.g_00163	Syas.g_00135
OG0001025	Prav.g_00169	Syas.g_02424
OG0001026	Prav.g_00176	Syas.g_02412
OG0001027	Prav.g_00177	Syas.g_02408
OG0001028	Prav.g_00179	Syas.g_02405
OG0001029	Prav.g_00180	Syas.g_02403
OG0001030	Prav.g_00195	Syas.g_02384
OG0001031	Prav.g_00852	Syas.g_02293
OG0001032	Prav.g_00851	Syas.g_02290
OG0001033	Prav.g_00830	Syas.g_02239
OG0001034	Prav.g_00802	Syas.g_02556
OG0001035	Prav.g_01901	Syas.g_01704
OG0001036	Prav.g_01906	Syas.g_01709
OG0001037	Prav.g_01907	Syas.g_01711
OG0001038	Prav.g_01924	Syas.g_01751
OG0001039	Prav.g_01927	Syas.g_01754
OG0001041	Prav.g_01933	Syas.g_01761
OG0001042	Prav.g_01950	Syas.g_01821
OG0001043	Prav.g_01951	Syas.g_01817
OG0001044	Prav.g_01979	Syas.g_01542
OG0001045	Prav.g_01988	Syas.g_01529
OG0001046	Prav.g_00996	Syas.g_00532
OG0001047	Prav.g_01038	Syas.g_01494
OG0001048	Prav.g_01039	Syas.g_01493
OG0001049	Prav.g_01041	Syas.g_02742
OG0001050	Prav.g_01042	Syas.g_02743
OG0001051	Prav.g_01043	Syas.g_02744
OG0001052	Prav.g_01069	Syas.g_01337
OG0001053	Prav.g_01081	Syas.g_01250
OG0001054	Prav.g_01096	Syas.g_01231
OG0001055	Prav.g_01115	Syas.g_01210
OG0001056	Prav.g_01134	Syas.g_00068
OG0001057	Prav.g_01139	Syas.g_00763
OG0001058	Prav.g_01147	Syas.g_00787
OG0001059	Prav.g_01151	Syas.g_00791
OG0001060	Prav.g_01158	Syas.g_00797
OG0001061	Prav.g_01171	Syas.g_00816
OG0001062	Prav.g_01173	Syas.g_00819
OG0001063	Prav.g_01175	Syas.g_00830
OG0001064	Prav.g_01176	Syas.g_00831
OG0001065	Prav.g_01177	Syas.g_00832
OG0001066	Prav.g_01178	Syas.g_00833
OG0001067	Prav.g_01179	Syas.g_00834
OG0001068	Prav.g_01180	Syas.g_00835
OG0001069	Prav.g_01181	Syas.g_00836
OG0001070	Prav.g_01184	Syas.g_00840
OG0001071	Prav.g_01185	Syas.g_00841
OG0001072	Prav.g_01186	Syas.g_00844
OG0001073	Prav.g_01200	Syas.g_00855
OG0001074	Prav.g_01211	Syas.g_00157
OG0001075	Prav.g_01212	Syas.g_00163
OG0001076	Prav.g_01222	Syas.g_00113
OG0001077	Prav.g_01226	Syas.g_00101
OG0001078	Prav.g_01234	Syas.g_00745
OG0001079	Prav.g_01245	Syas.g_00729
OG0001080	Prav.g_01251	Syas.g_00717
OG0001081	Prav.g_01253	Syas.g_00715
OG0001082	Prav.g_01254	Syas.g_00714
OG0001083	Prav.g_01259	Syas.g_00707
OG0001084	Prav.g_01260	Syas.g_00706
OG0001085	Prav.g_01268	Syas.g_00693
OG0001086	Prav.g_01269	Syas.g_00691
OG0001087	Prav.g_01286	Syas.g_00071
OG0001088	Prav.g_01287	Syas.g_01060
OG0001089	Prav.g_01295	Syas.g_01039
OG0001090	Prav.g_00307	Syas.g_00980
OG0001091	Prav.g_00309	Syas.g_00979
OG0001092	Prav.g_00310	Syas.g_00178
OG0001093	Prav.g_00315	Syas.g_00184
OG0001095	Prav.g_00410	Syas.g_00582
OG0001097	Prav.g_00441	Syas.g_00243
OG0001098	Prav.g_00456	Syas.g_00880
OG0001099	Prav.g_00487	Syas.g_02404
OG0001100	Prav.g_00491	Syas.g_00682
OG0001101	Prav.g_00493	Syas.g_00680
OG0001102	Prav.g_00496	Syas.g_00677
OG0001103	Prav.g_00498	Syas.g_00675
OG0001104	Prav.g_00520	Syas.g_00620
OG0001105	Prav.g_00524	Syas.g_00617
OG0001106	Prav.g_00547	Syas.g_00447
OG0001107	Prav.g_00554	Syas.g_00459
OG0001108	Prav.g_00558	Syas.g_00494
OG0001109	Prav.g_00559	Syas.g_00496
OG0001110	Prav.g_00561	Syas.g_00498
OG0001111	Prav.g_00562	Syas.g_00500
OG0001112	Prav.g_00563	Syas.g_00503
OG0001113	Prav.g_00564	Syas.g_00504
OG0001114	Prav.g_00565	Syas.g_00505
OG0001115	Prav.g_00567	Syas.g_00527
OG0001116	Prav.g_00568	Syas.g_00529
OG0001117	Prav.g_00569	Syas.g_00530
OG0001118	Prav.g_00570	Syas.g_00531
OG0001119	Prav.g_00571	Syas.g_00533
OG0001120	Prav.g_00573	Syas.g_00539
OG0001122	Prav.g_00905	Syas.g_00222
OG0001123	Prav.g_00909	Syas.g_00214
OG0001124	Prav.g_00911	Syas.g_00212
OG0001125	Prav.g_00912	Syas.g_00210
OG0001126	Prav.g_00922	Syas.g_00991
OG0001127	Prav.g_00923	Syas.g_00992
OG0001128	Prav.g_00925	Syas.g_00995
OG0001129	Prav.g_00926	Syas.g_00997
OG0001130	Prav.g_00927	Syas.g_00998
OG0001131	Prav.g_00242	Syas.g_01401
OG0001132	Prav.g_00252	Syas.g_00525
OG0001133	Prav.g_00019	Syas.g_00109
OG0001136	Prav.g_00062	Syas.g_01187
OG0001138	Prav.g_01855	Syas.g_01114
OG0001139	Prav.g_01854	Syas.g_01112
OG0001140	Prav.g_01853	Syas.g_01111
OG0001141	Prav.g_01852	Syas.g_01110
OG0001142	Prav.g_01851	Syas.g_01109
OG0001143	Prav.g_01844	Syas.g_01092
OG0001144	Prav.g_01839	Syas.g_01084
OG0001145	Prav.g_01430	Syas.g_02867
OG0001146	Prav.g_01442	Syas.g_02846
OG0001147	Prav.g_01459	Syas.g_01329
OG0001148	Prav.g_01475	Syas.g_01263
OG0001149	Prav.g_01476	Syas.g_01264
OG0001150	Prav.g_01477	Syas.g_01265
OG0001151	Prav.g_01488	Syas.g_01366
OG0001152	Prav.g_01489	Syas.g_01367
OG0001153	Prav.g_01610	Syas.g_01301
OG0001154	Prav.g_01611	Syas.g_01302
OG0001155	Prav.g_01623	Syas.g_01478
OG0001156	Prav.g_01626	Syas.g_01489
OG0001157	Prav.g_01627	Syas.g_01490
OG0001158	Prav.g_01628	Syas.g_01491
OG0001159	Prav.g_01629	Syas.g_01492
OG0001160	Prav.g_01653	Syas.g_02705
OG0001161	Prav.g_01664	Syas.g_02030
OG0001162	Prav.g_01675	Syas.g_02473
OG0001163	Prav.g_01753	Syas.g_02697
OG0001164	Prav.g_01757	Syas.g_02691
OG0001165	Prav.g_01760	Syas.g_02686
OG0001166	Prav.g_01780	Syas.g_02658
OG0001167	Prav.g_01797	Syas.g_01046
OG0001168	Prav.g_01799	Syas.g_02597
OG0001169	Prav.g_01801	Syas.g_02595
OG0001170	Prav.g_01803	Syas.g_02593
OG0001171	Prav.g_01813	Syas.g_02580
OG0001172	Prav.g_00271	Syas.g_01665
OG0001173	Prav.g_00272	Syas.g_01664
OG0001174	Prav.g_00280	Syas.g_01656
OG0001175	Prav.g_00281	Syas.g_01655
OG0001176	Prav.g_00288	Syas.g_01638
OG0001177	Prav.g_00291	Syas.g_01640
OG0001178	Prav.g_00296	Syas.g_02676
OG0001179	Prav.g_00616	Syas.g_01608
OG0001180	Prav.g_00638	Syas.g_01583
OG0001181	Prav.g_00642	Syas.g_01579
OG0001182	Prav.g_00649	Syas.g_01571
OG0001183	Prav.g_00654	Syas.g_01564
OG0001184	Prav.g_00670	Syas.g_02188
OG0001185	Prav.g_00684	Syas.g_02162
OG0001186	Prav.g_00707	Syas.g_02113
OG0001187	Prav.g_00711	Syas.g_02111
OG0001189	Prav.g_00730	Syas.g_02089
OG0001190	Prav.g_00734	Syas.g_01881
OG0001191	Prav.g_00744	Syas.g_01900
OG0001193	Prav.g_00759	Syas.g_01952
OG0001194	Prav.g_00760	Syas.g_01953
OG0001195	Prav.g_00761	Syas.g_01954
OG0001196	Prav.g_00774	Syas.g_02010
OG0001197	Prav.g_00775	Syas.g_02012
OG0001198	Prav.g_00783	Syas.g_02031
OG0001199	Prav.g_00139	Syas.g_02516
OG0001200	Prav.g_00141	Syas.g_02514
