Orthogroup	Prav	Prbh
OG0000557	Prav.g_01143	Prbh.g_00285
OG0000558	Prav.g_01145	Prbh.g_00283
OG0000559	Prav.g_01149	Prbh.g_00279
OG0000560	Prav.g_01152	Prbh.g_00276
OG0000561	Prav.g_01153	Prbh.g_00275
OG0000562	Prav.g_01154	Prbh.g_00274
OG0000563	Prav.g_01155	Prbh.g_00273
OG0000564	Prav.g_01156	Prbh.g_00272
OG0000565	Prav.g_01159	Prbh.g_00269
OG0000566	Prav.g_01161	Prbh.g_00265
OG0000567	Prav.g_01165	Prbh.g_00261
OG0000568	Prav.g_01166	Prbh.g_00260
OG0000569	Prav.g_01167	Prbh.g_00259
OG0000570	Prav.g_01168	Prbh.g_00258
OG0000571	Prav.g_01170	Prbh.g_00256
OG0000572	Prav.g_01183	Prbh.g_00244
OG0000573	Prav.g_01188	Prbh.g_00238
OG0000574	Prav.g_01189	Prbh.g_00237
OG0000575	Prav.g_01193	Prbh.g_00233
OG0000576	Prav.g_01195	Prbh.g_00231
OG0000577	Prav.g_01196	Prbh.g_00230
OG0000578	Prav.g_01197	Prbh.g_00229
OG0000579	Prav.g_01198	Prbh.g_00228
OG0000580	Prav.g_01199	Prbh.g_00227
OG0000581	Prav.g_01201	Prbh.g_00224
OG0000582	Prav.g_01204	Prbh.g_00221
OG0000583	Prav.g_01205	Prbh.g_00220
OG0000584	Prav.g_01206	Prbh.g_00219
OG0000585	Prav.g_01208	Prbh.g_00217
OG0000586	Prav.g_01209	Prbh.g_00216
OG0000587	Prav.g_01210	Prbh.g_00215
OG0000588	Prav.g_01214	Prbh.g_01465
OG0000589	Prav.g_01219	Prbh.g_01462
OG0000590	Prav.g_01220	Prbh.g_01461
OG0000591	Prav.g_01223	Prbh.g_01457
OG0000592	Prav.g_01224	Prbh.g_01456
OG0000593	Prav.g_01230	Prbh.g_01221
OG0000594	Prav.g_01231	Prbh.g_01220
OG0000595	Prav.g_01232	Prbh.g_01219
OG0000596	Prav.g_01236	Prbh.g_01216
OG0000597	Prav.g_01238	Prbh.g_01213
OG0000598	Prav.g_01239	Prbh.g_01212
OG0000599	Prav.g_01242	Prbh.g_01209
OG0000600	Prav.g_01243	Prbh.g_01208
OG0000601	Prav.g_01244	Prbh.g_01207
OG0000602	Prav.g_01246	Prbh.g_01205
OG0000603	Prav.g_01247	Prbh.g_01204
OG0000604	Prav.g_01248	Prbh.g_01203
OG0000605	Prav.g_01249	Prbh.g_01202
OG0000606	Prav.g_01252	Prbh.g_01199
OG0000607	Prav.g_01255	Prbh.g_01196
OG0000608	Prav.g_01256	Prbh.g_01195
OG0000609	Prav.g_01257	Prbh.g_01194
OG0000610	Prav.g_01262	Prbh.g_01188
OG0000611	Prav.g_01265	Prbh.g_01185
OG0000612	Prav.g_01266	Prbh.g_01184
OG0000613	Prav.g_01271	Prbh.g_00907
OG0000614	Prav.g_01290	Prbh.g_00928
OG0000615	Prav.g_01298	Prbh.g_00939
OG0000616	Prav.g_01312	Prbh.g_01487
OG0000617	Prav.g_00312	Prbh.g_01167
OG0000618	Prav.g_00313	Prbh.g_01166
OG0000619	Prav.g_00314	Prbh.g_01165
OG0000620	Prav.g_00317	Prbh.g_01162
OG0000621	Prav.g_00318	Prbh.g_01161
OG0000622	Prav.g_00319	Prbh.g_01160
OG0000623	Prav.g_00320	Prbh.g_01159
OG0000624	Prav.g_00321	Prbh.g_01157
OG0000625	Prav.g_00322	Prbh.g_01156
OG0000626	Prav.g_00323	Prbh.g_01155
OG0000627	Prav.g_00324	Prbh.g_01154
OG0000628	Prav.g_00325	Prbh.g_01153
OG0000629	Prav.g_00326	Prbh.g_01151
OG0000630	Prav.g_00329	Prbh.g_01148
OG0000631	Prav.g_00388	Prbh.g_01056
OG0000632	Prav.g_00389	Prbh.g_01057
OG0000633	Prav.g_00390	Prbh.g_01058
OG0000634	Prav.g_00393	Prbh.g_00949
OG0000635	Prav.g_00394	Prbh.g_00950
OG0000636	Prav.g_00396	Prbh.g_00952
OG0000637	Prav.g_00398	Prbh.g_00954
OG0000638	Prav.g_00399	Prbh.g_00955
OG0000639	Prav.g_00400	Prbh.g_00956
OG0000640	Prav.g_00401	Prbh.g_00957
OG0000641	Prav.g_00405	Prbh.g_00961
OG0000642	Prav.g_00406	Prbh.g_00962
OG0000643	Prav.g_00407	Prbh.g_00963
OG0000644	Prav.g_00408	Prbh.g_00964
OG0000645	Prav.g_00409	Prbh.g_00965
OG0000646	Prav.g_00411	Prbh.g_00967
OG0000647	Prav.g_00412	Prbh.g_00969
OG0000648	Prav.g_00414	Prbh.g_00971
OG0000649	Prav.g_00415	Prbh.g_00972
OG0000650	Prav.g_00416	Prbh.g_00973
OG0000651	Prav.g_00417	Prbh.g_00974
OG0000652	Prav.g_00418	Prbh.g_00975
OG0000653	Prav.g_00420	Prbh.g_00977
OG0000654	Prav.g_00421	Prbh.g_00978
OG0000655	Prav.g_00422	Prbh.g_00979
OG0000656	Prav.g_00425	Prbh.g_00982
OG0000657	Prav.g_00432	Prbh.g_00989
OG0000658	Prav.g_00433	Prbh.g_00991
OG0000659	Prav.g_00434	Prbh.g_00992
OG0000660	Prav.g_00438	Prbh.g_00996
OG0000661	Prav.g_00440	Prbh.g_00998
OG0000662	Prav.g_00442	Prbh.g_01001
OG0000663	Prav.g_00444	Prbh.g_01003
OG0000664	Prav.g_00445	Prbh.g_01004
OG0000665	Prav.g_00449	Prbh.g_01010
OG0000666	Prav.g_00450	Prbh.g_01011
OG0000667	Prav.g_00454	Prbh.g_01015
OG0000668	Prav.g_00483	Prbh.g_00857
OG0000669	Prav.g_00490	Prbh.g_00868
OG0000670	Prav.g_00492	Prbh.g_00871
OG0000671	Prav.g_00494	Prbh.g_00873
OG0000672	Prav.g_00497	Prbh.g_00876
OG0000673	Prav.g_00500	Prbh.g_00879
OG0000674	Prav.g_00502	Prbh.g_00881
OG0000675	Prav.g_00503	Prbh.g_00882
OG0000676	Prav.g_00505	Prbh.g_00884
OG0000677	Prav.g_00506	Prbh.g_00885
OG0000678	Prav.g_00508	Prbh.g_00887
OG0000679	Prav.g_00512	Prbh.g_00891
OG0000680	Prav.g_00513	Prbh.g_00892
OG0000681	Prav.g_00515	Prbh.g_00895
OG0000682	Prav.g_00516	Prbh.g_00896
OG0000683	Prav.g_00517	Prbh.g_00897
OG0000684	Prav.g_00519	Prbh.g_00898
OG0000685	Prav.g_00521	Prbh.g_00900
OG0000686	Prav.g_00522	Prbh.g_00901
OG0000687	Prav.g_00523	Prbh.g_00902
OG0000688	Prav.g_00526	Prbh.g_01179
OG0000689	Prav.g_00527	Prbh.g_01178
OG0000690	Prav.g_00528	Prbh.g_01177
OG0000691	Prav.g_00529	Prbh.g_01176
OG0000692	Prav.g_00530	Prbh.g_01174
OG0000693	Prav.g_00531	Prbh.g_01173
OG0000694	Prav.g_00532	Prbh.g_01172
OG0000695	Prav.g_00534	Prbh.g_01060
OG0000696	Prav.g_00535	Prbh.g_01061
OG0000697	Prav.g_00536	Prbh.g_01062
OG0000698	Prav.g_00539	Prbh.g_01065
OG0000699	Prav.g_00540	Prbh.g_01066
OG0000700	Prav.g_00541	Prbh.g_01067
OG0000701	Prav.g_00542	Prbh.g_01068
OG0000702	Prav.g_00544	Prbh.g_01070
OG0000703	Prav.g_00545	Prbh.g_01071
OG0000704	Prav.g_00546	Prbh.g_01073
OG0000705	Prav.g_00550	Prbh.g_01079
OG0000706	Prav.g_00551	Prbh.g_01080
OG0000707	Prav.g_00552	Prbh.g_01081
OG0000708	Prav.g_00553	Prbh.g_01083
OG0000709	Prav.g_00557	Prbh.g_01087
OG0000710	Prav.g_00560	Prbh.g_01090
OG0000711	Prav.g_00577	Prbh.g_01106
OG0000712	Prav.g_00579	Prbh.g_01107
OG0000713	Prav.g_00580	Prbh.g_01108
OG0000714	Prav.g_00581	Prbh.g_01109
OG0000715	Prav.g_00583	Prbh.g_01111
OG0000716	Prav.g_00585	Prbh.g_01113
OG0000717	Prav.g_00586	Prbh.g_01114
OG0000718	Prav.g_00902	Prbh.g_01116
OG0000719	Prav.g_00904	Prbh.g_01118
OG0000720	Prav.g_00913	Prbh.g_01129
OG0000721	Prav.g_00915	Prbh.g_01133
OG0000722	Prav.g_00916	Prbh.g_01134
OG0000723	Prav.g_00919	Prbh.g_01138
OG0000724	Prav.g_00928	Prbh.g_01036
OG0000725	Prav.g_00934	Prbh.g_01030
OG0000726	Prav.g_00935	Prbh.g_01029
OG0000727	Prav.g_00936	Prbh.g_01028
OG0000728	Prav.g_00938	Prbh.g_01026
OG0000729	Prav.g_00263	Prbh.g_01351
OG0000730	Prav.g_00004	Prbh.g_01325
OG0000731	Prav.g_00008	Prbh.g_00432
OG0000733	Prav.g_00034	Prbh.g_01867
OG0000734	Prav.g_00050	Prbh.g_01299
OG0000735	Prav.g_00052	Prbh.g_01297
OG0000736	Prav.g_00053	Prbh.g_01296
OG0000737	Prav.g_00054	Prbh.g_01295
OG0000738	Prav.g_00058	Prbh.g_01291
OG0000739	Prav.g_00059	Prbh.g_01290
OG0000740	Prav.g_00060	Prbh.g_01289
OG0000741	Prav.g_00061	Prbh.g_01287
OG0000742	Prav.g_00064	Prbh.g_01284
OG0000743	Prav.g_00066	Prbh.g_01282
OG0000744	Prav.g_00067	Prbh.g_01280
OG0000745	Prav.g_00068	Prbh.g_01279
OG0000746	Prav.g_00070	Prbh.g_01277
OG0000747	Prav.g_00071	Prbh.g_01276
OG0000748	Prav.g_00074	Prbh.g_01272
OG0000749	Prav.g_00075	Prbh.g_01271
OG0000750	Prav.g_00076	Prbh.g_01270
OG0000751	Prav.g_01868	Prbh.g_01267
OG0000752	Prav.g_01866	Prbh.g_01265
OG0000753	Prav.g_01863	Prbh.g_01262
OG0000754	Prav.g_01860	Prbh.g_01260
OG0000755	Prav.g_01857	Prbh.g_01254
OG0000756	Prav.g_01856	Prbh.g_01253
OG0000757	Prav.g_01850	Prbh.g_01246
OG0000758	Prav.g_01849	Prbh.g_01245
OG0000759	Prav.g_01848	Prbh.g_01244
OG0000760	Prav.g_01847	Prbh.g_01243
OG0000761	Prav.g_01846	Prbh.g_01242
OG0000762	Prav.g_01845	Prbh.g_01241
OG0000763	Prav.g_01843	Prbh.g_01239
OG0000764	Prav.g_01842	Prbh.g_01238
OG0000765	Prav.g_01833	Prbh.g_01230
OG0000766	Prav.g_01832	Prbh.g_01229
OG0000767	Prav.g_01830	Prbh.g_01227
OG0000768	Prav.g_01829	Prbh.g_01226
OG0000769	Prav.g_01827	Prbh.g_01224
OG0000770	Prav.g_01825	Prbh.g_01451
OG0000771	Prav.g_02003	Prbh.g_01397
OG0000772	Prav.g_01409	Prbh.g_01845
OG0000773	Prav.g_01429	Prbh.g_01364
OG0000774	Prav.g_01431	Prbh.g_01366
OG0000775	Prav.g_01433	Prbh.g_01368
OG0000776	Prav.g_01434	Prbh.g_01369
OG0000777	Prav.g_01435	Prbh.g_01370
OG0000778	Prav.g_01436	Prbh.g_01371
OG0000779	Prav.g_01440	Prbh.g_01375
OG0000780	Prav.g_01441	Prbh.g_01376
OG0000781	Prav.g_01444	Prbh.g_01379
OG0000782	Prav.g_01445	Prbh.g_01380
OG0000783	Prav.g_01446	Prbh.g_01381
OG0000784	Prav.g_01447	Prbh.g_01382
OG0000785	Prav.g_01449	Prbh.g_01384
OG0000786	Prav.g_01451	Prbh.g_01387
OG0000787	Prav.g_01452	Prbh.g_01388
OG0000788	Prav.g_01460	Prbh.g_00206
OG0000789	Prav.g_01463	Prbh.g_00196
OG0000790	Prav.g_01478	Prbh.g_00014
OG0000791	Prav.g_01480	Prbh.g_00016
OG0000792	Prav.g_01481	Prbh.g_00017
OG0000793	Prav.g_01484	Prbh.g_00021
OG0000794	Prav.g_01485	Prbh.g_00022
OG0000795	Prav.g_01486	Prbh.g_00023
OG0000796	Prav.g_01490	Prbh.g_00027
OG0000797	Prav.g_01491	Prbh.g_00028
OG0000798	Prav.g_01556	Prbh.g_00062
OG0000799	Prav.g_01560	Prbh.g_00079
OG0000800	Prav.g_01561	Prbh.g_00080
OG0000801	Prav.g_01562	Prbh.g_00081
OG0000802	Prav.g_01564	Prbh.g_00083
OG0000803	Prav.g_01566	Prbh.g_00085
OG0000804	Prav.g_01567	Prbh.g_00086
OG0000805	Prav.g_01569	Prbh.g_00088
OG0000806	Prav.g_01571	Prbh.g_00090
OG0000807	Prav.g_01572	Prbh.g_00091
OG0000808	Prav.g_01573	Prbh.g_00092
OG0000809	Prav.g_01576	Prbh.g_00094
OG0000810	Prav.g_01577	Prbh.g_00095
OG0000811	Prav.g_01581	Prbh.g_00102
OG0000812	Prav.g_01583	Prbh.g_00104
OG0000813	Prav.g_01584	Prbh.g_00105
OG0000814	Prav.g_01586	Prbh.g_00107
OG0000815	Prav.g_01587	Prbh.g_00108
OG0000816	Prav.g_01589	Prbh.g_00110
OG0000817	Prav.g_01590	Prbh.g_00111
OG0000818	Prav.g_01595	Prbh.g_00116
OG0000819	Prav.g_01596	Prbh.g_00117
OG0000820	Prav.g_01597	Prbh.g_00118
OG0000821	Prav.g_01601	Prbh.g_00122
OG0000822	Prav.g_01602	Prbh.g_00123
OG0000823	Prav.g_01603	Prbh.g_00124
OG0000824	Prav.g_01606	Prbh.g_00127
OG0000825	Prav.g_01607	Prbh.g_00128
OG0000826	Prav.g_01608	Prbh.g_00129
OG0000827	Prav.g_01609	Prbh.g_00130
OG0000828	Prav.g_01612	Prbh.g_00133
OG0000829	Prav.g_01613	Prbh.g_00134
OG0000830	Prav.g_01614	Prbh.g_00135
OG0000831	Prav.g_01616	Prbh.g_00137
OG0000832	Prav.g_01622	Prbh.g_00147
OG0000833	Prav.g_01630	Prbh.g_00156
OG0000834	Prav.g_01631	Prbh.g_00157
OG0000835	Prav.g_01632	Prbh.g_00158
OG0000836	Prav.g_01633	Prbh.g_00159
OG0000837	Prav.g_01634	Prbh.g_00160
OG0000838	Prav.g_01636	Prbh.g_00163
OG0000839	Prav.g_01637	Prbh.g_00164
OG0000840	Prav.g_01638	Prbh.g_00165
OG0000841	Prav.g_01639	Prbh.g_00166
OG0000842	Prav.g_01640	Prbh.g_00167
OG0000843	Prav.g_01641	Prbh.g_00168
OG0000844	Prav.g_01642	Prbh.g_00169
OG0000845	Prav.g_01643	Prbh.g_00170
OG0000846	Prav.g_01644	Prbh.g_00171
OG0000847	Prav.g_01645	Prbh.g_00172
OG0000848	Prav.g_01646	Prbh.g_00173
OG0000849	Prav.g_01647	Prbh.g_00174
OG0000850	Prav.g_01649	Prbh.g_00176
OG0000851	Prav.g_01650	Prbh.g_00177
OG0000852	Prav.g_01651	Prbh.g_00178
OG0000853	Prav.g_01655	Prbh.g_00183
OG0000854	Prav.g_01657	Prbh.g_00185
OG0000855	Prav.g_01658	Prbh.g_00186
OG0000856	Prav.g_01671	Prbh.g_01454
OG0000857	Prav.g_01699	Prbh.g_00968
OG0000858	Prav.g_01755	Prbh.g_01789
OG0000859	Prav.g_01756	Prbh.g_01788
OG0000860	Prav.g_01763	Prbh.g_01780
OG0000861	Prav.g_01764	Prbh.g_01779
OG0000862	Prav.g_01765	Prbh.g_01778
OG0000863	Prav.g_01767	Prbh.g_01776
OG0000864	Prav.g_01768	Prbh.g_01775
OG0000865	Prav.g_01769	Prbh.g_01774
OG0000866	Prav.g_01770	Prbh.g_01773
OG0000867	Prav.g_01771	Prbh.g_01772
OG0000868	Prav.g_01772	Prbh.g_01770
OG0000869	Prav.g_01776	Prbh.g_01767
OG0000870	Prav.g_01781	Prbh.g_01762
OG0000871	Prav.g_01782	Prbh.g_01761
OG0000872	Prav.g_01783	Prbh.g_01760
OG0000873	Prav.g_01786	Prbh.g_01757
OG0000874	Prav.g_01789	Prbh.g_01754
OG0000875	Prav.g_01790	Prbh.g_01752
OG0000876	Prav.g_01791	Prbh.g_01751
OG0000877	Prav.g_01793	Prbh.g_01749
OG0000878	Prav.g_01794	Prbh.g_01748
OG0000879	Prav.g_01795	Prbh.g_01747
OG0000880	Prav.g_01796	Prbh.g_01746
OG0000881	Prav.g_01800	Prbh.g_01742
OG0000882	Prav.g_01805	Prbh.g_01737
OG0000883	Prav.g_01807	Prbh.g_01735
OG0000884	Prav.g_01809	Prbh.g_01733
OG0000885	Prav.g_01810	Prbh.g_01732
OG0000886	Prav.g_01811	Prbh.g_01731
OG0000887	Prav.g_01812	Prbh.g_01730
OG0000888	Prav.g_01814	Prbh.g_01728
OG0000889	Prav.g_01816	Prbh.g_01726
OG0000890	Prav.g_01817	Prbh.g_01725
OG0000891	Prav.g_01818	Prbh.g_01724
OG0000892	Prav.g_00264	Prbh.g_01723
OG0000893	Prav.g_00268	Prbh.g_01719
OG0000894	Prav.g_00270	Prbh.g_01716
OG0000895	Prav.g_00273	Prbh.g_01712
OG0000896	Prav.g_00274	Prbh.g_01711
OG0000897	Prav.g_00276	Prbh.g_01709
OG0000898	Prav.g_00277	Prbh.g_01708
OG0000899	Prav.g_00278	Prbh.g_01707
OG0000900	Prav.g_00279	Prbh.g_01706
OG0000901	Prav.g_00282	Prbh.g_01703
OG0000902	Prav.g_00284	Prbh.g_01701
OG0000903	Prav.g_00287	Prbh.g_01697
OG0000904	Prav.g_00289	Prbh.g_01692
OG0000905	Prav.g_00294	Prbh.g_01699
OG0000906	Prav.g_00295	Prbh.g_01700
OG0000907	Prav.g_00590	Prbh.g_01687
OG0000908	Prav.g_00593	Prbh.g_01684
OG0000909	Prav.g_00594	Prbh.g_01683
OG0000910	Prav.g_00595	Prbh.g_01682
OG0000911	Prav.g_00597	Prbh.g_01680
OG0000912	Prav.g_00598	Prbh.g_01679
OG0000913	Prav.g_00599	Prbh.g_01678
OG0000914	Prav.g_00600	Prbh.g_01677
OG0000915	Prav.g_00601	Prbh.g_01676
OG0000916	Prav.g_00602	Prbh.g_01675
OG0000917	Prav.g_00603	Prbh.g_01674
OG0000918	Prav.g_00604	Prbh.g_01673
OG0000919	Prav.g_00605	Prbh.g_01672
OG0000920	Prav.g_00606	Prbh.g_01671
OG0000921	Prav.g_00607	Prbh.g_01670
OG0000922	Prav.g_00608	Prbh.g_01669
OG0000923	Prav.g_00612	Prbh.g_01665
OG0000924	Prav.g_00613	Prbh.g_01664
OG0000925	Prav.g_00614	Prbh.g_01663
OG0000926	Prav.g_00615	Prbh.g_01662
OG0000927	Prav.g_00617	Prbh.g_01660
OG0000928	Prav.g_00618	Prbh.g_01659
OG0000929	Prav.g_00619	Prbh.g_01658
OG0000930	Prav.g_00620	Prbh.g_01657
OG0000931	Prav.g_00621	Prbh.g_01656
OG0000932	Prav.g_00622	Prbh.g_01655
OG0000933	Prav.g_00626	Prbh.g_01651
OG0000934	Prav.g_00628	Prbh.g_01649
OG0000935	Prav.g_00629	Prbh.g_01648
OG0000936	Prav.g_00630	Prbh.g_01647
OG0000937	Prav.g_00631	Prbh.g_01646
OG0000938	Prav.g_00633	Prbh.g_01643
OG0000939	Prav.g_00634	Prbh.g_01642
OG0000940	Prav.g_00641	Prbh.g_01635
OG0000941	Prav.g_00643	Prbh.g_01633
OG0000942	Prav.g_00645	Prbh.g_01631
OG0000943	Prav.g_00646	Prbh.g_01630
OG0000944	Prav.g_00647	Prbh.g_01628
OG0000945	Prav.g_00648	Prbh.g_01627
OG0000946	Prav.g_00653	Prbh.g_01621
OG0000947	Prav.g_00655	Prbh.g_01619
OG0000948	Prav.g_00656	Prbh.g_01618
OG0000949	Prav.g_00659	Prbh.g_01615
OG0000950	Prav.g_00664	Prbh.g_01608
OG0000951	Prav.g_00668	Prbh.g_01604
OG0000952	Prav.g_00672	Prbh.g_01600
OG0000953	Prav.g_00675	Prbh.g_01596
OG0000954	Prav.g_00679	Prbh.g_01592
OG0000955	Prav.g_00680	Prbh.g_01591
OG0000956	Prav.g_00682	Prbh.g_01589
OG0000957	Prav.g_00687	Prbh.g_01583
OG0000958	Prav.g_00688	Prbh.g_01582
OG0000959	Prav.g_00692	Prbh.g_01578
OG0000960	Prav.g_00693	Prbh.g_01577
OG0000961	Prav.g_00695	Prbh.g_01574
OG0000962	Prav.g_00697	Prbh.g_01572
OG0000963	Prav.g_00701	Prbh.g_01568
OG0000964	Prav.g_00702	Prbh.g_01567
OG0000965	Prav.g_00703	Prbh.g_01566
OG0000966	Prav.g_00710	Prbh.g_01560
OG0000967	Prav.g_00714	Prbh.g_01556
OG0000968	Prav.g_00716	Prbh.g_01554
OG0000969	Prav.g_00717	Prbh.g_01553
OG0000970	Prav.g_00718	Prbh.g_01552
OG0000971	Prav.g_00719	Prbh.g_01551
OG0000972	Prav.g_00720	Prbh.g_01550
OG0000973	Prav.g_00721	Prbh.g_01549
OG0000974	Prav.g_00722	Prbh.g_01548
OG0000975	Prav.g_00723	Prbh.g_01547
OG0000976	Prav.g_00724	Prbh.g_01546
OG0000977	Prav.g_00725	Prbh.g_01545
OG0000978	Prav.g_00726	Prbh.g_01544
OG0000979	Prav.g_00729	Prbh.g_01541
OG0000980	Prav.g_00731	Prbh.g_01539
OG0000981	Prav.g_00733	Prbh.g_01536
OG0000982	Prav.g_00735	Prbh.g_01534
OG0000983	Prav.g_00736	Prbh.g_01533
OG0000984	Prav.g_00737	Prbh.g_01532
OG0000985	Prav.g_00740	Prbh.g_01529
OG0000986	Prav.g_00742	Prbh.g_01527
OG0000987	Prav.g_00743	Prbh.g_01526
OG0000988	Prav.g_00746	Prbh.g_01523
OG0000989	Prav.g_00750	Prbh.g_01519
OG0000990	Prav.g_00753	Prbh.g_01514
OG0000991	Prav.g_00754	Prbh.g_01513
OG0000992	Prav.g_00756	Prbh.g_01510
OG0000993	Prav.g_00757	Prbh.g_01509
OG0000994	Prav.g_00758	Prbh.g_01508
OG0000995	Prav.g_00762	Prbh.g_01504
OG0000996	Prav.g_00763	Prbh.g_01503
OG0000997	Prav.g_00764	Prbh.g_01501
OG0000998	Prav.g_00766	Prbh.g_01499
OG0000999	Prav.g_00767	Prbh.g_01498
OG0001000	Prav.g_00770	Prbh.g_01495
OG0001001	Prav.g_00772	Prbh.g_01490
OG0001002	Prav.g_00776	Prbh.g_01485
OG0001003	Prav.g_00778	Prbh.g_01484
OG0001004	Prav.g_00779	Prbh.g_01483
OG0001005	Prav.g_00780	Prbh.g_01482
OG0001006	Prav.g_00784	Prbh.g_01478
OG0001007	Prav.g_00786	Prbh.g_01476
OG0001008	Prav.g_01036	Prbh.g_00395
OG0001009	Prav.g_00095	Prbh.g_00753
OG0001010	Prav.g_00096	Prbh.g_00752
OG0001011	Prav.g_00097	Prbh.g_00751
OG0001012	Prav.g_00114	Prbh.g_00739
OG0001013	Prav.g_00119	Prbh.g_00732
OG0001014	Prav.g_00122	Prbh.g_00729
OG0001015	Prav.g_00123	Prbh.g_00728
OG0001016	Prav.g_00138	Prbh.g_00709
OG0001017	Prav.g_00142	Prbh.g_00705
OG0001018	Prav.g_00145	Prbh.g_00703
OG0001019	Prav.g_00154	Prbh.g_00694
OG0001020	Prav.g_00155	Prbh.g_00693
OG0001021	Prav.g_00156	Prbh.g_00692
OG0001022	Prav.g_00159	Prbh.g_00689
OG0001023	Prav.g_00160	Prbh.g_00688
OG0001024	Prav.g_00163	Prbh.g_00685
OG0001025	Prav.g_00169	Prbh.g_00678
OG0001026	Prav.g_00176	Prbh.g_00670
OG0001027	Prav.g_00177	Prbh.g_00669
OG0001028	Prav.g_00179	Prbh.g_00667
OG0001029	Prav.g_00180	Prbh.g_00666
OG0001030	Prav.g_00195	Prbh.g_00650
OG0001031	Prav.g_00852	Prbh.g_00596
OG0001032	Prav.g_00851	Prbh.g_00595
OG0001033	Prav.g_00830	Prbh.g_00574
OG0001034	Prav.g_00802	Prbh.g_00544
OG0001035	Prav.g_01901	Prbh.g_00524
OG0001036	Prav.g_01906	Prbh.g_00520
OG0001037	Prav.g_01907	Prbh.g_00519
OG0001038	Prav.g_01924	Prbh.g_00501
OG0001039	Prav.g_01927	Prbh.g_00498
OG0001040	Prav.g_01929	Prbh.g_00496
OG0001041	Prav.g_01933	Prbh.g_00491
OG0001042	Prav.g_01950	Prbh.g_00474
OG0001043	Prav.g_01951	Prbh.g_00473
OG0001044	Prav.g_01979	Prbh.g_00440
OG0001045	Prav.g_01988	Prbh.g_00430
OG0001046	Prav.g_00996	Prbh.g_01877
OG0001047	Prav.g_01038	Prbh.g_00393
OG0001048	Prav.g_01039	Prbh.g_00392
OG0001049	Prav.g_01041	Prbh.g_00390
OG0001050	Prav.g_01042	Prbh.g_00389
OG0001051	Prav.g_01043	Prbh.g_00388
OG0001052	Prav.g_01069	Prbh.g_00360
OG0001053	Prav.g_01081	Prbh.g_00348
OG0001054	Prav.g_01096	Prbh.g_00333
OG0001055	Prav.g_01115	Prbh.g_00313
OG0001056	Prav.g_01134	Prbh.g_00293
OG0001057	Prav.g_01139	Prbh.g_00289
OG0001058	Prav.g_01147	Prbh.g_00281
OG0001059	Prav.g_01151	Prbh.g_00277
OG0001060	Prav.g_01158	Prbh.g_00270
OG0001061	Prav.g_01171	Prbh.g_00255
OG0001062	Prav.g_01173	Prbh.g_00253
OG0001063	Prav.g_01175	Prbh.g_00251
OG0001064	Prav.g_01176	Prbh.g_00250
OG0001065	Prav.g_01177	Prbh.g_00249
OG0001066	Prav.g_01178	Prbh.g_00248
OG0001067	Prav.g_01179	Prbh.g_00247
OG0001068	Prav.g_01180	Prbh.g_00246
OG0001069	Prav.g_01181	Prbh.g_00245
OG0001070	Prav.g_01184	Prbh.g_00243
OG0001071	Prav.g_01185	Prbh.g_00242
OG0001072	Prav.g_01186	Prbh.g_00240
OG0001073	Prav.g_01200	Prbh.g_00226
OG0001074	Prav.g_01211	Prbh.g_00214
OG0001075	Prav.g_01212	Prbh.g_00213
OG0001076	Prav.g_01222	Prbh.g_01459
OG0001077	Prav.g_01226	Prbh.g_01453
OG0001078	Prav.g_01234	Prbh.g_01217
OG0001079	Prav.g_01245	Prbh.g_01206
OG0001080	Prav.g_01251	Prbh.g_01200
OG0001081	Prav.g_01253	Prbh.g_01198
OG0001082	Prav.g_01254	Prbh.g_01197
OG0001083	Prav.g_01259	Prbh.g_01192
OG0001084	Prav.g_01260	Prbh.g_01191
OG0001085	Prav.g_01268	Prbh.g_00904
OG0001086	Prav.g_01269	Prbh.g_00905
OG0001087	Prav.g_01286	Prbh.g_00923
OG0001088	Prav.g_01287	Prbh.g_00924
OG0001089	Prav.g_01295	Prbh.g_00935
OG0001090	Prav.g_00307	Prbh.g_00946
OG0001091	Prav.g_00309	Prbh.g_01170
OG0001092	Prav.g_00310	Prbh.g_01169
OG0001093	Prav.g_00315	Prbh.g_01164
OG0001094	Prav.g_00391	Prbh.g_01171
OG0001095	Prav.g_00410	Prbh.g_00966
OG0001096	Prav.g_00423	Prbh.g_00980
OG0001097	Prav.g_00441	Prbh.g_00999
OG0001098	Prav.g_00456	Prbh.g_01019
OG0001099	Prav.g_00487	Prbh.g_00861
OG0001100	Prav.g_00491	Prbh.g_00870
OG0001101	Prav.g_00493	Prbh.g_00872
OG0001102	Prav.g_00496	Prbh.g_00875
OG0001103	Prav.g_00498	Prbh.g_00877
OG0001104	Prav.g_00520	Prbh.g_00899
OG0001105	Prav.g_00524	Prbh.g_00903
OG0001106	Prav.g_00547	Prbh.g_01074
OG0001107	Prav.g_00554	Prbh.g_01084
OG0001108	Prav.g_00558	Prbh.g_01088
OG0001109	Prav.g_00559	Prbh.g_01089
OG0001110	Prav.g_00561	Prbh.g_01091
OG0001111	Prav.g_00562	Prbh.g_01092
OG0001112	Prav.g_00563	Prbh.g_01093
OG0001113	Prav.g_00564	Prbh.g_01094
OG0001114	Prav.g_00565	Prbh.g_01095
OG0001115	Prav.g_00567	Prbh.g_01097
OG0001116	Prav.g_00568	Prbh.g_01098
