Orthogroup	Prau	Syar
OG0000557	Prau.g_00585	Syar.g_02328
OG0000558	Prau.g_00587	Syar.g_02326
OG0000559	Prau.g_00591	Syar.g_02322
OG0000560	Prau.g_00594	Syar.g_02320
OG0000561	Prau.g_00595	Syar.g_02319
OG0000562	Prau.g_00596	Syar.g_02318
OG0000563	Prau.g_00597	Syar.g_02317
OG0000564	Prau.g_00598	Syar.g_02316
OG0000565	Prau.g_00601	Syar.g_02312
OG0000566	Prau.g_00603	Syar.g_02308
OG0000567	Prau.g_00607	Syar.g_02304
OG0000568	Prau.g_00608	Syar.g_02302
OG0000569	Prau.g_00609	Syar.g_02301
OG0000570	Prau.g_00610	Syar.g_02300
OG0000571	Prau.g_00612	Syar.g_02298
OG0000572	Prau.g_00625	Syar.g_02201
OG0000573	Prau.g_00630	Syar.g_02191
OG0000574	Prau.g_00631	Syar.g_02190
OG0000575	Prau.g_00635	Syar.g_03180
OG0000576	Prau.g_00637	Syar.g_02187
OG0000577	Prau.g_00638	Syar.g_02186
OG0000578	Prau.g_00639	Syar.g_02185
OG0000579	Prau.g_00640	Syar.g_02184
OG0000580	Prau.g_00641	Syar.g_02183
OG0000581	Prau.g_00643	Syar.g_02175
OG0000582	Prau.g_00646	Syar.g_02131
OG0000583	Prau.g_00647	Syar.g_02132
OG0000584	Prau.g_00648	Syar.g_02133
OG0000585	Prau.g_00650	Syar.g_02170
OG0000586	Prau.g_00651	Syar.g_02171
OG0000587	Prau.g_00652	Syar.g_02173
OG0000588	Prau.g_00656	Syar.g_02275
OG0000589	Prau.g_00661	Syar.g_02261
OG0000590	Prau.g_00662	Syar.g_02260
OG0000591	Prau.g_00665	Syar.g_02246
OG0000592	Prau.g_00666	Syar.g_02245
OG0000593	Prau.g_00672	Syar.g_02414
OG0000594	Prau.g_00673	Syar.g_02415
OG0000595	Prau.g_00674	Syar.g_02416
OG0000596	Prau.g_00678	Syar.g_02421
OG0000597	Prau.g_00680	Syar.g_02424
OG0000598	Prau.g_00681	Syar.g_02425
OG0000599	Prau.g_00684	Syar.g_02428
OG0000600	Prau.g_00685	Syar.g_02429
OG0000601	Prau.g_00686	Syar.g_02430
OG0000602	Prau.g_00688	Syar.g_02435
OG0000603	Prau.g_00689	Syar.g_02436
OG0000604	Prau.g_00690	Syar.g_02438
OG0000605	Prau.g_00691	Syar.g_02440
OG0000606	Prau.g_00694	Syar.g_02443
OG0000607	Prau.g_00697	Syar.g_02446
OG0000608	Prau.g_00698	Syar.g_02447
OG0000609	Prau.g_00699	Syar.g_02470
OG0000610	Prau.g_00704	Syar.g_01917
OG0000611	Prau.g_00707	Syar.g_01914
OG0000612	Prau.g_00708	Syar.g_01913
OG0000613	Prau.g_00713	Syar.g_00712
OG0000614	Prau.g_00732	Syar.g_02012, Syar.g_01344
OG0000615	Prau.g_00740	Syar.g_02603
OG0000616	Prau.g_00744	Syar.g_00454
OG0000617	Prau.g_00761	Syar.g_01576
OG0000618	Prau.g_00762	Syar.g_01575
OG0000619	Prau.g_00763	Syar.g_01574
OG0000620	Prau.g_00766	Syar.g_01569
OG0000621	Prau.g_00767	Syar.g_01568
OG0000622	Prau.g_00768	Syar.g_01566
OG0000623	Prau.g_00769	Syar.g_01565
OG0000624	Prau.g_00770	Syar.g_01564
OG0000625	Prau.g_00771	Syar.g_01563
OG0000626	Prau.g_00772	Syar.g_01562
OG0000627	Prau.g_00773	Syar.g_01868
OG0000628	Prau.g_00774	Syar.g_01869
OG0000629	Prau.g_00775	Syar.g_01872
OG0000630	Prau.g_00778	Syar.g_02586
OG0000631	Prau.g_00845	Syar.g_02579
OG0000632	Prau.g_00846	Syar.g_02578
OG0000633	Prau.g_00847	Syar.g_02576
OG0000634	Prau.g_00850	Syar.g_02635
OG0000635	Prau.g_00851	Syar.g_02636
OG0000636	Prau.g_00853	Syar.g_02638
OG0000637	Prau.g_00855	Syar.g_02640
OG0000638	Prau.g_00856	Syar.g_02641
OG0000639	Prau.g_00857	Syar.g_02642
OG0000640	Prau.g_00858	Syar.g_02643
OG0000641	Prau.g_00862	Syar.g_02648
OG0000642	Prau.g_00863	Syar.g_02649
OG0000643	Prau.g_00864	Syar.g_02650
OG0000644	Prau.g_00865	Syar.g_02651
OG0000645	Prau.g_00866	Syar.g_02652
OG0000646	Prau.g_00868	Syar.g_02655
OG0000647	Prau.g_00869	Syar.g_02657
OG0000648	Prau.g_00871	Syar.g_02659
OG0000649	Prau.g_00872	Syar.g_02660
OG0000650	Prau.g_00873	Syar.g_02661
OG0000651	Prau.g_00874	Syar.g_02662
OG0000652	Prau.g_00875	Syar.g_02663
OG0000653	Prau.g_00877	Syar.g_02665
OG0000654	Prau.g_00878	Syar.g_02666
OG0000655	Prau.g_00879	Syar.g_02667
OG0000656	Prau.g_00882	Syar.g_02479
OG0000657	Prau.g_00889	Syar.g_01812
OG0000658	Prau.g_00890	Syar.g_01815
OG0000659	Prau.g_00891	Syar.g_01816
OG0000660	Prau.g_00895	Syar.g_01820
OG0000661	Prau.g_00897	Syar.g_03175, Syar.g_01822
OG0000662	Prau.g_00899	Syar.g_01829
OG0000663	Prau.g_00902	Syar.g_01832
OG0000664	Prau.g_00903	Syar.g_01837
OG0000665	Prau.g_00907	Syar.g_02774
OG0000666	Prau.g_00908	Syar.g_01241
OG0000667	Prau.g_00912	Syar.g_02346
OG0000668	Prau.g_00942	Syar.g_01802
OG0000669	Prau.g_00949	Syar.g_01627
OG0000670	Prau.g_00951	Syar.g_01624
OG0000671	Prau.g_00953	Syar.g_01622
OG0000672	Prau.g_00955	Syar.g_01619
OG0000673	Prau.g_00957	Syar.g_01615
OG0000674	Prau.g_00959	Syar.g_01613
OG0000675	Prau.g_00960	Syar.g_01612
OG0000676	Prau.g_00962	Syar.g_01608
OG0000677	Prau.g_00963	Syar.g_01607
OG0000678	Prau.g_00965	Syar.g_02037
OG0000679	Prau.g_00969	Syar.g_02606
OG0000680	Prau.g_00970	Syar.g_02607
OG0000681	Prau.g_00973	Syar.g_02610
OG0000682	Prau.g_00974	Syar.g_02611
OG0000683	Prau.g_00975	Syar.g_02612
OG0000684	Prau.g_00977	Syar.g_02615
OG0000685	Prau.g_00979	Syar.g_02617
OG0000686	Prau.g_00980	Syar.g_02618
OG0000687	Prau.g_00981	Syar.g_02619
OG0000688	Prau.g_00984	Syar.g_02624
OG0000689	Prau.g_00985	Syar.g_02626
OG0000690	Prau.g_00986	Syar.g_02627
OG0000691	Prau.g_00987	Syar.g_02628
OG0000692	Prau.g_00989	Syar.g_02629
OG0000693	Prau.g_00990	Syar.g_02631
OG0000694	Prau.g_00991	Syar.g_02632
OG0000695	Prau.g_00993	Syar.g_02573
OG0000696	Prau.g_00994	Syar.g_02572
OG0000697	Prau.g_00995	Syar.g_02570
OG0000698	Prau.g_00998	Syar.g_02567
OG0000699	Prau.g_00999	Syar.g_02566
OG0000700	Prau.g_01000	Syar.g_02565
OG0000701	Prau.g_01001	Syar.g_02564
OG0000702	Prau.g_01003	Syar.g_02559
OG0000703	Prau.g_01004	Syar.g_02557
OG0000704	Prau.g_01005	Syar.g_02555
OG0000705	Prau.g_01009	Syar.g_02547
OG0000706	Prau.g_01010	Syar.g_02546
OG0000707	Prau.g_01011	Syar.g_02545
OG0000708	Prau.g_01012	Syar.g_02542
OG0000709	Prau.g_01016	Syar.g_02534
OG0000710	Prau.g_01019	Syar.g_02528
OG0000711	Prau.g_01036	Syar.g_02499
OG0000712	Prau.g_01038	Syar.g_02497
OG0000713	Prau.g_01039	Syar.g_02496
OG0000714	Prau.g_01040	Syar.g_02494
OG0000715	Prau.g_01042	Syar.g_02492
OG0000716	Prau.g_01044	Syar.g_02488
OG0000717	Prau.g_01045	Syar.g_02487
OG0000718	Prau.g_01058	Syar.g_02483
OG0000719	Prau.g_01060	Syar.g_01804
OG0000720	Prau.g_01069	Syar.g_01790
OG0000721	Prau.g_01071	Syar.g_01788
OG0000722	Prau.g_01072	Syar.g_01787
OG0000723	Prau.g_01075	Syar.g_01560
OG0000724	Prau.g_01084	Syar.g_01367, Syar.g_02120
OG0000725	Prau.g_01090	Syar.g_01934
OG0000726	Prau.g_01091	Syar.g_01935
OG0000727	Prau.g_01092	Syar.g_01936
OG0000728	Prau.g_01094	Syar.g_01938
OG0000729	Prau.g_01138	Syar.g_00593
OG0000730	Prau.g_01142	Syar.g_01115
OG0000731	Prau.g_01146	Syar.g_01127
OG0000732	Prau.g_01155	Syar.g_00522
OG0000733	Prau.g_01175	Syar.g_02234
OG0000734	Prau.g_01192	Syar.g_03128
OG0000735	Prau.g_01194	Syar.g_01522
OG0000736	Prau.g_01195	Syar.g_01523
OG0000737	Prau.g_01196	Syar.g_01524
OG0000738	Prau.g_01200	Syar.g_01530
OG0000739	Prau.g_01201	Syar.g_01531
OG0000740	Prau.g_01202	Syar.g_01532
OG0000741	Prau.g_01203	Syar.g_01535
OG0000742	Prau.g_01205	Syar.g_01538
OG0000743	Prau.g_01207	Syar.g_01541
OG0000744	Prau.g_01208	Syar.g_01542
OG0000745	Prau.g_01209	Syar.g_01545
OG0000746	Prau.g_01211	Syar.g_01549
OG0000747	Prau.g_01212	Syar.g_01551
OG0000748	Prau.g_01215	Syar.g_01945
OG0000749	Prau.g_01216	Syar.g_01946
OG0000750	Prau.g_01217	Syar.g_01947
OG0000751	Prau.g_01219	Syar.g_01952
OG0000752	Prau.g_01221	Syar.g_01954
OG0000753	Prau.g_01224	Syar.g_01957
OG0000754	Prau.g_01227	Syar.g_01963
OG0000755	Prau.g_01230	Syar.g_01974
OG0000756	Prau.g_01231	Syar.g_01975
OG0000757	Prau.g_01237	Syar.g_01984
OG0000758	Prau.g_01238	Syar.g_01985
OG0000759	Prau.g_01239	Syar.g_01986
OG0000760	Prau.g_01240	Syar.g_01987
OG0000761	Prau.g_01241	Syar.g_01988
OG0000762	Prau.g_01242	Syar.g_01992
OG0000763	Prau.g_01244	Syar.g_01699
OG0000764	Prau.g_01245	Syar.g_01700
OG0000765	Prau.g_01254	Syar.g_01718
OG0000766	Prau.g_01255	Syar.g_01719
OG0000767	Prau.g_01257	Syar.g_01721
OG0000768	Prau.g_01258	Syar.g_01722
OG0000769	Prau.g_01260	Syar.g_01724
OG0000770	Prau.g_01262	Syar.g_01727
OG0000771	Prau.g_01271, Prau.g_01496	Syar.g_01373
OG0000772	Prau.g_01346	Syar.g_00746
OG0000773	Prau.g_01361	Syar.g_02694
OG0000774	Prau.g_01363	Syar.g_02771
OG0000775	Prau.g_01366	Syar.g_02773
OG0000776	Prau.g_01367	Syar.g_01755
OG0000777	Prau.g_01368	Syar.g_01754
OG0000778	Prau.g_01369	Syar.g_01753
OG0000779	Prau.g_01373	Syar.g_02779
OG0000780	Prau.g_01374	Syar.g_02781
OG0000781	Prau.g_01377	Syar.g_02785
OG0000782	Prau.g_01378	Syar.g_02786
OG0000783	Prau.g_01379	Syar.g_02787
OG0000784	Prau.g_01380	Syar.g_02788
OG0000785	Prau.g_01382	Syar.g_02791
OG0000786	Prau.g_01384	Syar.g_02795
OG0000787	Prau.g_01385	Syar.g_02796
OG0000788	Prau.g_01396	Syar.g_02331
OG0000789	Prau.g_01399	Syar.g_02040
OG0000790	Prau.g_01414	Syar.g_01456
OG0000791	Prau.g_01416	Syar.g_01454
OG0000792	Prau.g_01417	Syar.g_01453
OG0000793	Prau.g_01420	Syar.g_01243
OG0000794	Prau.g_01421	Syar.g_01242
OG0000795	Prau.g_01422	Syar.g_01240
OG0000796	Prau.g_01426	Syar.g_01236
OG0000797	Prau.g_01427	Syar.g_01235
OG0000799	Prau.g_01510	Syar.g_02844
OG0000800	Prau.g_01511	Syar.g_02843
OG0000801	Prau.g_01512	Syar.g_02842
OG0000802	Prau.g_01514	Syar.g_02825
OG0000803	Prau.g_01516	Syar.g_02822
OG0000804	Prau.g_01517	Syar.g_02819
OG0000805	Prau.g_01519	Syar.g_02817
OG0000806	Prau.g_01521	Syar.g_02815
OG0000807	Prau.g_01522	Syar.g_02814
OG0000808	Prau.g_01523	Syar.g_02813
OG0000809	Prau.g_01526	Syar.g_02811
OG0000810	Prau.g_01527	Syar.g_02810
OG0000811	Prau.g_01534	Syar.g_02805
OG0000812	Prau.g_01536	Syar.g_02803
OG0000813	Prau.g_01537	Syar.g_02802
OG0000814	Prau.g_01539	Syar.g_02800
OG0000815	Prau.g_01540	Syar.g_02799
OG0000816	Prau.g_01542	Syar.g_02797
OG0000817	Prau.g_01543	Syar.g_02861
OG0000818	Prau.g_01548	Syar.g_01418
OG0000819	Prau.g_01549	Syar.g_01417
OG0000820	Prau.g_01550	Syar.g_01416
OG0000821	Prau.g_01554	Syar.g_01410
OG0000822	Prau.g_01555	Syar.g_01408
OG0000823	Prau.g_01556	Syar.g_00017, Syar.g_01407
OG0000824	Prau.g_01559	Syar.g_01402
OG0000825	Prau.g_01560	Syar.g_01401
OG0000826	Prau.g_01561	Syar.g_01400
OG0000827	Prau.g_01562	Syar.g_01399
OG0000828	Prau.g_01565	Syar.g_01396
OG0000829	Prau.g_01566	Syar.g_01395
OG0000830	Prau.g_01567	Syar.g_01394
OG0000831	Prau.g_01569	Syar.g_01391
OG0000832	Prau.g_01575	Syar.g_01213
OG0000833	Prau.g_01583	Syar.g_02877
OG0000834	Prau.g_01584	Syar.g_02878
OG0000835	Prau.g_01585	Syar.g_02879
OG0000836	Prau.g_01586	Syar.g_02881
OG0000837	Prau.g_01587	Syar.g_02882
OG0000838	Prau.g_01589	Syar.g_02886
OG0000839	Prau.g_01590	Syar.g_02887
OG0000840	Prau.g_01591	Syar.g_02888
OG0000841	Prau.g_01592	Syar.g_02889
OG0000842	Prau.g_01593	Syar.g_02890
OG0000843	Prau.g_01594	Syar.g_02891
OG0000844	Prau.g_01595	Syar.g_02893
OG0000845	Prau.g_01596	Syar.g_02894
OG0000846	Prau.g_01597	Syar.g_02895
OG0000847	Prau.g_01598	Syar.g_02896
OG0000848	Prau.g_01599	Syar.g_02898
OG0000849	Prau.g_01600	Syar.g_02899
OG0000850	Prau.g_01602	Syar.g_02902
OG0000851	Prau.g_01603	Syar.g_02905
OG0000852	Prau.g_01604	Syar.g_02906
OG0000853	Prau.g_01608	Syar.g_02910
OG0000854	Prau.g_01610	Syar.g_02912
OG0000855	Prau.g_01611	Syar.g_02913
OG0000856	Prau.g_01626	Syar.g_02243
OG0000857	Prau.g_01652	Syar.g_02656
OG0000858	Prau.g_01726	Syar.g_02920
OG0000859	Prau.g_01727	Syar.g_02921
OG0000860	Prau.g_01734	Syar.g_02931
OG0000861	Prau.g_01735	Syar.g_02932
OG0000862	Prau.g_01736	Syar.g_02942
OG0000863	Prau.g_01738	Syar.g_02944
OG0000864	Prau.g_01739	Syar.g_02945
OG0000865	Prau.g_01740	Syar.g_02946
OG0000866	Prau.g_01741	Syar.g_02947
OG0000867	Prau.g_01742	Syar.g_02948
OG0000868	Prau.g_01743	Syar.g_02950
OG0000869	Prau.g_01747	Syar.g_02955
OG0000870	Prau.g_01752	Syar.g_02960
OG0000871	Prau.g_01753	Syar.g_02961
OG0000872	Prau.g_01754	Syar.g_02967
OG0000873	Prau.g_01757	Syar.g_02970
OG0000874	Prau.g_01760	Syar.g_02974
OG0000875	Prau.g_01761	Syar.g_02975
OG0000876	Prau.g_01762	Syar.g_01828
OG0000877	Prau.g_01764	Syar.g_02977
OG0000878	Prau.g_01765	Syar.g_02978
OG0000879	Prau.g_01766	Syar.g_02979
OG0000880	Prau.g_01767	Syar.g_02980
OG0000881	Prau.g_01771	Syar.g_02984
OG0000882	Prau.g_01776	Syar.g_02989
OG0000883	Prau.g_01777	Syar.g_02992
OG0000884	Prau.g_01779	Syar.g_02994
OG0000885	Prau.g_01780	Syar.g_02995
OG0000886	Prau.g_01781	Syar.g_02996
OG0000887	Prau.g_01782	Syar.g_02998
OG0000888	Prau.g_01784	Syar.g_03000
OG0000889	Prau.g_01786	Syar.g_03002
OG0000890	Prau.g_01787	Syar.g_03005
OG0000891	Prau.g_01788	Syar.g_03006
OG0000892	Prau.g_01790	Syar.g_03008
OG0000893	Prau.g_01794	Syar.g_00150
OG0000894	Prau.g_01796	Syar.g_00145
OG0000895	Prau.g_01799	Syar.g_00141
OG0000896	Prau.g_01800	Syar.g_00140
OG0000897	Prau.g_01802	Syar.g_00138
OG0000898	Prau.g_01803	Syar.g_00137
OG0000899	Prau.g_01804	Syar.g_00136
OG0000900	Prau.g_01805	Syar.g_00135
OG0000901	Prau.g_01808	Syar.g_00130
OG0000902	Prau.g_01810	Syar.g_01013
OG0000903	Prau.g_01813	Syar.g_01026
OG0000904	Prau.g_01815	Syar.g_01021
OG0000905	Prau.g_01820	Syar.g_01018
OG0000906	Prau.g_01821	Syar.g_01015
OG0000907	Prau.g_01827	Syar.g_01028
OG0000908	Prau.g_01830	Syar.g_01031
OG0000909	Prau.g_01831	Syar.g_01032
OG0000910	Prau.g_01832	Syar.g_01033
OG0000911	Prau.g_01834	Syar.g_01035
OG0000912	Prau.g_01835	Syar.g_01036
OG0000913	Prau.g_01836	Syar.g_01037
OG0000914	Prau.g_01837	Syar.g_01038
OG0000915	Prau.g_01838	Syar.g_01040
OG0000916	Prau.g_01839	Syar.g_01041
OG0000917	Prau.g_01840	Syar.g_01042
OG0000918	Prau.g_01841	Syar.g_01043
OG0000919	Prau.g_01842	Syar.g_01044
OG0000920	Prau.g_01843	Syar.g_01045
OG0000921	Prau.g_01844	Syar.g_01046
OG0000922	Prau.g_01845	Syar.g_01047
OG0000923	Prau.g_01849	Syar.g_01051
OG0000924	Prau.g_01850	Syar.g_01052
OG0000925	Prau.g_01851	Syar.g_01053
OG0000926	Prau.g_01852	Syar.g_01054
OG0000927	Prau.g_01854	Syar.g_01056
OG0000928	Prau.g_01855	Syar.g_01057
OG0000929	Prau.g_01856	Syar.g_01058
OG0000930	Prau.g_01857	Syar.g_01059
OG0000931	Prau.g_01858	Syar.g_01060
OG0000932	Prau.g_01859	Syar.g_01061
OG0000933	Prau.g_01863	Syar.g_01066
OG0000934	Prau.g_01865	Syar.g_01068
OG0000935	Prau.g_01866	Syar.g_01069
OG0000936	Prau.g_01867	Syar.g_01070
OG0000937	Prau.g_01868	Syar.g_01071
OG0000938	Prau.g_01870	Syar.g_01074
OG0000939	Prau.g_01871	Syar.g_01075
OG0000940	Prau.g_01878	Syar.g_01081
OG0000941	Prau.g_01880	Syar.g_01083
OG0000942	Prau.g_01882	Syar.g_01085
OG0000943	Prau.g_01883	Syar.g_01086
OG0000944	Prau.g_01884	Syar.g_01088
OG0000945	Prau.g_01885	Syar.g_01089
OG0000946	Prau.g_01889	Syar.g_01095
OG0000947	Prau.g_01891	Syar.g_01098
OG0000948	Prau.g_01892	Syar.g_01099
OG0000949	Prau.g_01895	Syar.g_00283
OG0000950	Prau.g_01900	Syar.g_00661
OG0000951	Prau.g_01904	Syar.g_00656
OG0000952	Prau.g_01908	Syar.g_00651
OG0000953	Prau.g_01911	Syar.g_00248
OG0000954	Prau.g_01915	Syar.g_00258
OG0000955	Prau.g_01916	Syar.g_00259
OG0000956	Prau.g_01918	Syar.g_00261
OG0000957	Prau.g_01923	Syar.g_00610
OG0000958	Prau.g_01924	Syar.g_00609
OG0000959	Prau.g_01928	Syar.g_00605
OG0000960	Prau.g_01929	Syar.g_00604
OG0000961	Prau.g_01931	Syar.g_00094
OG0000962	Prau.g_01933	Syar.g_00594
OG0000963	Prau.g_01937	Syar.g_00590
OG0000964	Prau.g_01938	Syar.g_00589
OG0000965	Prau.g_01939	Syar.g_00588
OG0000966	Prau.g_01946	Syar.g_00549
OG0000967	Prau.g_01951	Syar.g_00545
OG0000968	Prau.g_01953	Syar.g_00542
OG0000969	Prau.g_01954	Syar.g_00540
OG0000970	Prau.g_01955	Syar.g_00539
OG0000971	Prau.g_01956	Syar.g_00537
OG0000972	Prau.g_01957	Syar.g_00536
OG0000973	Prau.g_01958	Syar.g_00535
OG0000974	Prau.g_01959	Syar.g_00534
OG0000975	Prau.g_01960	Syar.g_00533
OG0000976	Prau.g_01961	Syar.g_00532
OG0000977	Prau.g_01962	Syar.g_00530
OG0000978	Prau.g_01963	Syar.g_00529
OG0000979	Prau.g_01966	Syar.g_00526
OG0000980	Prau.g_01968	Syar.g_00523
OG0000981	Prau.g_01970	Syar.g_00520
OG0000982	Prau.g_01972	Syar.g_00331
OG0000983	Prau.g_01973	Syar.g_00332
OG0000984	Prau.g_01974	Syar.g_00333
OG0000985	Prau.g_01977	Syar.g_00337
OG0000986	Prau.g_01979	Syar.g_00344
OG0000987	Prau.g_01980	Syar.g_00346
OG0000988	Prau.g_01983	Syar.g_00352
OG0000989	Prau.g_01986	Syar.g_00377
OG0000990	Prau.g_01989	Syar.g_00697
OG0000991	Prau.g_01990	Syar.g_00700
OG0000992	Prau.g_01992	Syar.g_00704
OG0000993	Prau.g_01993	Syar.g_00705
OG0000994	Prau.g_01994	Syar.g_00708
OG0000995	Prau.g_01998	Syar.g_03212, Syar.g_00624
OG0000996	Prau.g_01999	Syar.g_00861
OG0000997	Prau.g_02000	Syar.g_00437
OG0000998	Prau.g_02002	Syar.g_00439
OG0000999	Prau.g_02003	Syar.g_00440
OG0001000	Prau.g_02006	Syar.g_00955, Syar.g_00444
OG0001001	Prau.g_02008	Syar.g_00450
OG0001002	Prau.g_02012	Syar.g_00457
OG0001003	Prau.g_02014	Syar.g_00459
OG0001004	Prau.g_02015	Syar.g_00460
OG0001005	Prau.g_02016	Syar.g_00461
OG0001006	Prau.g_02020	Syar.g_00468
OG0001007	Prau.g_02022	Syar.g_00470
OG0001008	Prau.g_00478	Syar.g_01178, Syar.g_03274
OG0001009	Prau.g_00027	Syar.g_00500
OG0001010	Prau.g_00028	Syar.g_00501
OG0001011	Prau.g_00029	Syar.g_00503
OG0001013	Prau.g_00056	Syar.g_00906
OG0001014	Prau.g_00059	Syar.g_00914
OG0001015	Prau.g_00060	Syar.g_00915
OG0001017	Prau.g_00078	Syar.g_03050
OG0001018	Prau.g_00081	Syar.g_03052
OG0001019	Prau.g_00090	Syar.g_03086
OG0001020	Prau.g_00091	Syar.g_03092
OG0001021	Prau.g_00092	Syar.g_03098
OG0001022	Prau.g_00095	Syar.g_03102
OG0001023	Prau.g_00096	Syar.g_03103
OG0001024	Prau.g_00099	Syar.g_02276
OG0001025	Prau.g_00105	Syar.g_03115
OG0001026	Prau.g_00112	Syar.g_03131
OG0001027	Prau.g_00113	Syar.g_00031
OG0001028	Prau.g_00115	Syar.g_00034
OG0001029	Prau.g_00116	Syar.g_00036
OG0001030	Prau.g_00131	Syar.g_00058
OG0001031	Prau.g_00187	Syar.g_00129
OG0001032	Prau.g_00188	Syar.g_01011
OG0001033	Prau.g_00209	Syar.g_00962
OG0001034	Prau.g_00237	Syar.g_03022
OG0001035	Prau.g_00256	Syar.g_00171
OG0001036	Prau.g_00261	Syar.g_00193
OG0001037	Prau.g_00262	Syar.g_00195
OG0001038	Prau.g_00280	Syar.g_00223
OG0001039	Prau.g_00283	Syar.g_00226
OG0001040	Prau.g_00285	Syar.g_00229
OG0001041	Prau.g_00289	Syar.g_00234
OG0001042	Prau.g_00306	Syar.g_00831
OG0001043	Prau.g_00307	Syar.g_00826
OG0001044	Prau.g_00335	Syar.g_01117
OG0001045	Prau.g_00344	Syar.g_01130
OG0001046	Prau.g_00382	Syar.g_02514
OG0001047	Prau.g_00480	Syar.g_01180
OG0001048	Prau.g_00481	Syar.g_01181
OG0001049	Prau.g_00483	Syar.g_02872
OG0001050	Prau.g_00484	Syar.g_02871
OG0001051	Prau.g_00485	Syar.g_02870
OG0001052	Prau.g_00512	Syar.g_01269
OG0001053	Prau.g_00524	Syar.g_01472
OG0001054	Prau.g_00539	Syar.g_01492
OG0001055	Prau.g_00558	Syar.g_01513
OG0001056	Prau.g_00576	Syar.g_02349
OG0001057	Prau.g_00581	Syar.g_02341
OG0001058	Prau.g_00589	Syar.g_02324
OG0001059	Prau.g_00593	Syar.g_00422
OG0001060	Prau.g_00600	Syar.g_02315
OG0001061	Prau.g_00613	Syar.g_02297
OG0001062	Prau.g_00615	Syar.g_02294
OG0001063	Prau.g_00617	Syar.g_02209
OG0001064	Prau.g_00618	Syar.g_02208
OG0001065	Prau.g_00619	Syar.g_02207
OG0001066	Prau.g_00620	Syar.g_02206
OG0001067	Prau.g_00621	Syar.g_02205
OG0001068	Prau.g_00622	Syar.g_02204
OG0001069	Prau.g_00623	Syar.g_02203
OG0001070	Prau.g_00626	Syar.g_02200
OG0001071	Prau.g_00627	Syar.g_02199
OG0001072	Prau.g_00628	Syar.g_02195
OG0001073	Prau.g_00642	Syar.g_02182
OG0001074	Prau.g_00653	Syar.g_02031
OG0001075	Prau.g_00654	Syar.g_02215
OG0001076	Prau.g_00664	Syar.g_02253
OG0001077	Prau.g_00668	Syar.g_02240
OG0001078	Prau.g_00676	Syar.g_02419
OG0001079	Prau.g_00687	Syar.g_02431
OG0001080	Prau.g_00693	Syar.g_02442
OG0001081	Prau.g_00695	Syar.g_02444
OG0001082	Prau.g_00696	Syar.g_02445
OG0001083	Prau.g_00701	Syar.g_02473
OG0001084	Prau.g_00702	Syar.g_02474
OG0001085	Prau.g_00710	Syar.g_01688
OG0001086	Prau.g_00711	Syar.g_01686
OG0001087	Prau.g_00728	Syar.g_02347
OG0001088	Prau.g_00729	Syar.g_00431
OG0001089	Prau.g_00737	Syar.g_01942
OG0001090	Prau.g_00756	Syar.g_01582
OG0001091	Prau.g_00758	Syar.g_01580
OG0001092	Prau.g_00759	Syar.g_01578
OG0001093	Prau.g_00764	Syar.g_01572
OG0001094	Prau.g_00848	Syar.g_02633
OG0001095	Prau.g_00867	Syar.g_02653
OG0001096	Prau.g_00880	Syar.g_02476
OG0001097	Prau.g_00898	Syar.g_01823
OG0001098	Prau.g_00914	Syar.g_01672
OG0001099	Prau.g_00946	Syar.g_00035
OG0001100	Prau.g_00950	Syar.g_01625
OG0001101	Prau.g_00952	Syar.g_01623
OG0001102	Prau.g_00954	Syar.g_01620
OG0001104	Prau.g_00978	Syar.g_02616
OG0001105	Prau.g_00982	Syar.g_02620
OG0001106	Prau.g_01006	Syar.g_02553
OG0001107	Prau.g_01013	Syar.g_02541
OG0001109	Prau.g_01018	Syar.g_02529
OG0001110	Prau.g_01020	Syar.g_02527
OG0001111	Prau.g_01021	Syar.g_02525
OG0001112	Prau.g_01022	Syar.g_02523
OG0001113	Prau.g_01023	Syar.g_02522
OG0001114	Prau.g_01024	Syar.g_02521
OG0001115	Prau.g_01026	Syar.g_02519
OG0001116	Prau.g_01027	Syar.g_02517
OG0001117	Prau.g_01028	Syar.g_02516
OG0001118	Prau.g_01029	Syar.g_02515
OG0001119	Prau.g_01030	Syar.g_02513
OG0001120	Prau.g_01032	Syar.g_02507
OG0001122	Prau.g_01061	Syar.g_01803
OG0001123	Prau.g_01065	Syar.g_01796
OG0001124	Prau.g_01067	Syar.g_01793
OG0001125	Prau.g_01068	Syar.g_01791
OG0001126	Prau.g_01078	Syar.g_01375
OG0001127	Prau.g_01079	Syar.g_01374
OG0001128	Prau.g_01081	Syar.g_01371
OG0001129	Prau.g_01082	Syar.g_01369
OG0001130	Prau.g_01083	Syar.g_01368
OG0001131	Prau.g_01118	Syar.g_02448
OG0001132	Prau.g_01127	Syar.g_00684
OG0001133	Prau.g_01160	Syar.g_02249
OG0001134	Prau.g_01174	Syar.g_02235
OG0001135	Prau.g_01177	Syar.g_02232
OG0001136	Prau.g_01204	Syar.g_01536
OG0001137	Prau.g_01214	Syar.g_01944
OG0001138	Prau.g_01232	Syar.g_01977
OG0001139	Prau.g_01233	Syar.g_01980
OG0001140	Prau.g_01234	Syar.g_01981
OG0001141	Prau.g_01235	Syar.g_01982
