Orthogroup	Prau	Syai
OG0000577	Prau.g_00638	Syai.g_00803
OG0000578	Prau.g_00639	Syai.g_00804
OG0000579	Prau.g_00640	Syai.g_00805
OG0000580	Prau.g_00641	Syai.g_00806
OG0000581	Prau.g_00643	Syai.g_00812
OG0000582	Prau.g_00646	Syai.g_01042
OG0000583	Prau.g_00647	Syai.g_01043
OG0000584	Prau.g_00648	Syai.g_01044
OG0000585	Prau.g_00650	Syai.g_01046
OG0000586	Prau.g_00651	Syai.g_01047
OG0000587	Prau.g_00652	Syai.g_01049
OG0000588	Prau.g_00656	Syai.g_01063
OG0000589	Prau.g_00661	Syai.g_01066
OG0000590	Prau.g_00662	Syai.g_01067
OG0000591	Prau.g_00665	Syai.g_01075
OG0000592	Prau.g_00666	Syai.g_01076
OG0000593	Prau.g_00672	Syai.g_01100
OG0000594	Prau.g_00673	Syai.g_01101
OG0000595	Prau.g_00674	Syai.g_01102
OG0000596	Prau.g_00678	Syai.g_01107
OG0000597	Prau.g_00680	Syai.g_01110
OG0000598	Prau.g_00681	Syai.g_01111
OG0000599	Prau.g_00684	Syai.g_01114
OG0000600	Prau.g_00685	Syai.g_01115
OG0000601	Prau.g_00686	Syai.g_01116
OG0000602	Prau.g_00688	Syai.g_01121
OG0000603	Prau.g_00689	Syai.g_01122
OG0000604	Prau.g_00690	Syai.g_01125
OG0000605	Prau.g_00691	Syai.g_01609
OG0000606	Prau.g_00694	Syai.g_01221
OG0000607	Prau.g_00697	Syai.g_01224
OG0000608	Prau.g_00698	Syai.g_01225
OG0000609	Prau.g_00699	Syai.g_01227
OG0000610	Prau.g_00704	Syai.g_01234
OG0000611	Prau.g_00707	Syai.g_01237
OG0000612	Prau.g_00708	Syai.g_01238
OG0000613	Prau.g_00713	Syai.g_00196
OG0000614	Prau.g_00732	Syai.g_01981
OG0000615	Prau.g_00740	Syai.g_01286
OG0000616	Prau.g_00744	Syai.g_02914
OG0000617	Prau.g_00761	Syai.g_01393
OG0000618	Prau.g_00762	Syai.g_01394
OG0000619	Prau.g_00763	Syai.g_01395
OG0000620	Prau.g_00766	Syai.g_01402
OG0000621	Prau.g_00767	Syai.g_01403
OG0000622	Prau.g_00768	Syai.g_01404
OG0000623	Prau.g_00769	Syai.g_01405
OG0000624	Prau.g_00770	Syai.g_01407
OG0000625	Prau.g_00771	Syai.g_01408
OG0000626	Prau.g_00772	Syai.g_01409
OG0000627	Prau.g_00773	Syai.g_01575
OG0000628	Prau.g_00774	Syai.g_01573
OG0000629	Prau.g_00775	Syai.g_01570
OG0000630	Prau.g_00778	Syai.g_01566
OG0000631	Prau.g_00845	Syai.g_01557
OG0000632	Prau.g_00846	Syai.g_01556
OG0000633	Prau.g_00847	Syai.g_01555
OG0000634	Prau.g_00850	Syai.g_01317
OG0000635	Prau.g_00851	Syai.g_01318
OG0000636	Prau.g_00853	Syai.g_01320
OG0000637	Prau.g_00855	Syai.g_01322
OG0000638	Prau.g_00856	Syai.g_01323
OG0000639	Prau.g_00857	Syai.g_01324
OG0000640	Prau.g_00858	Syai.g_01325
OG0000641	Prau.g_00862	Syai.g_01329
OG0000642	Prau.g_00863	Syai.g_01330
OG0000643	Prau.g_00864	Syai.g_01349
OG0000644	Prau.g_00865	Syai.g_01350
OG0000645	Prau.g_00866	Syai.g_01352
OG0000646	Prau.g_00868	Syai.g_01355
OG0000647	Prau.g_00869	Syai.g_01357
OG0000648	Prau.g_00871	Syai.g_01362
OG0000649	Prau.g_00872	Syai.g_01363
OG0000650	Prau.g_00873	Syai.g_01364
OG0000651	Prau.g_00874	Syai.g_01365
OG0000652	Prau.g_00875	Syai.g_01366
OG0000653	Prau.g_00877	Syai.g_01368
OG0000654	Prau.g_00878	Syai.g_01369
OG0000655	Prau.g_00879	Syai.g_01370
OG0000656	Prau.g_00882	Syai.g_01373
OG0000657	Prau.g_00889	Syai.g_02045
OG0000658	Prau.g_00890	Syai.g_02049
OG0000659	Prau.g_00891	Syai.g_02050
OG0000660	Prau.g_00895	Syai.g_02054
OG0000661	Prau.g_00897	Syai.g_02056
OG0000662	Prau.g_00899	Syai.g_02058
OG0000663	Prau.g_00902	Syai.g_02061
OG0000664	Prau.g_00903	Syai.g_02062
OG0000665	Prau.g_00907	Syai.g_02431
OG0000666	Prau.g_00908	Syai.g_01610
OG0000667	Prau.g_00912	Syai.g_01724
OG0000668	Prau.g_00942	Syai.g_01436
OG0000669	Prau.g_00949	Syai.g_01251
OG0000670	Prau.g_00951	Syai.g_00561
OG0000671	Prau.g_00953	Syai.g_01255
OG0000672	Prau.g_00955	Syai.g_01259
OG0000673	Prau.g_00957	Syai.g_01262
OG0000674	Prau.g_00959	Syai.g_01264
OG0000675	Prau.g_00960	Syai.g_01265
OG0000676	Prau.g_00962	Syai.g_01275
OG0000677	Prau.g_00963	Syai.g_01276
OG0000678	Prau.g_00965	Syai.g_01279
OG0000679	Prau.g_00969	Syai.g_01288
OG0000680	Prau.g_00970	Syai.g_01289
OG0000681	Prau.g_00973	Syai.g_01292
OG0000682	Prau.g_00974	Syai.g_01293
OG0000683	Prau.g_00975	Syai.g_01294
OG0000684	Prau.g_00977	Syai.g_01299
OG0000685	Prau.g_00979	Syai.g_01301
OG0000686	Prau.g_00980	Syai.g_01302
OG0000687	Prau.g_00981	Syai.g_01303
OG0000688	Prau.g_00984	Syai.g_01307
OG0000689	Prau.g_00985	Syai.g_01309
OG0000690	Prau.g_00986	Syai.g_01310
OG0000691	Prau.g_00987	Syai.g_01311
OG0000692	Prau.g_00989	Syai.g_01312
OG0000693	Prau.g_00990	Syai.g_01313
OG0000694	Prau.g_00991	Syai.g_01314
OG0000695	Prau.g_00993	Syai.g_01553
OG0000696	Prau.g_00994	Syai.g_01552
OG0000697	Prau.g_00995	Syai.g_01550
OG0000698	Prau.g_00998	Syai.g_01547
OG0000699	Prau.g_00999	Syai.g_01545
OG0000700	Prau.g_01000	Syai.g_01544
OG0000701	Prau.g_01001	Syai.g_01543
OG0000702	Prau.g_01003	Syai.g_01521
OG0000703	Prau.g_01004	Syai.g_01520
OG0000704	Prau.g_01005	Syai.g_01518
OG0000705	Prau.g_01009	Syai.g_01511
OG0000706	Prau.g_01010	Syai.g_01510
OG0000707	Prau.g_01011	Syai.g_01509
OG0000708	Prau.g_01012	Syai.g_01506
OG0000709	Prau.g_01016	Syai.g_01497
OG0000710	Prau.g_01019	Syai.g_01487
OG0000711	Prau.g_01036	Syai.g_01456
OG0000712	Prau.g_01038	Syai.g_01454
OG0000713	Prau.g_01039	Syai.g_01453
OG0000714	Prau.g_01040	Syai.g_01451
OG0000715	Prau.g_01042	Syai.g_01449
OG0000716	Prau.g_01044	Syai.g_01445
OG0000717	Prau.g_01045	Syai.g_01444
OG0000718	Prau.g_01058	Syai.g_01440
OG0000719	Prau.g_01060	Syai.g_01438
OG0000720	Prau.g_01069	Syai.g_01425
OG0000721	Prau.g_01071	Syai.g_01423
OG0000722	Prau.g_01072	Syai.g_01422
OG0000723	Prau.g_01075	Syai.g_01411
OG0000724	Prau.g_01084	Syai.g_02013
OG0000725	Prau.g_01090	Syai.g_02004
OG0000726	Prau.g_01091	Syai.g_02003
OG0000727	Prau.g_01092	Syai.g_02002
OG0000728	Prau.g_01094	Syai.g_02000
OG0000729	Prau.g_01138	Syai.g_00097
OG0000730	Prau.g_01142	Syai.g_00483
OG0000731	Prau.g_01146	Syai.g_00495
OG0000732	Prau.g_01155	Syai.g_00058
OG0000733	Prau.g_01175	Syai.g_02805
OG0000734	Prau.g_01192	Syai.g_02548
OG0000735	Prau.g_01194	Syai.g_02159
OG0000736	Prau.g_01195	Syai.g_02158
OG0000737	Prau.g_01196	Syai.g_02157
OG0000738	Prau.g_01200	Syai.g_02152
OG0000739	Prau.g_01201	Syai.g_02151
OG0000740	Prau.g_01202	Syai.g_02150
OG0000741	Prau.g_01203	Syai.g_02147
OG0000742	Prau.g_01205	Syai.g_02145
OG0000743	Prau.g_01207	Syai.g_02143
OG0000744	Prau.g_01208	Syai.g_02142
OG0000745	Prau.g_01209	Syai.g_02140
OG0000746	Prau.g_01211	Syai.g_02138
OG0000747	Prau.g_01212	Syai.g_02137
OG0000748	Prau.g_01215	Syai.g_02125
OG0000749	Prau.g_01216	Syai.g_02123
OG0000750	Prau.g_01217	Syai.g_02122
OG0000751	Prau.g_01219	Syai.g_02116
OG0000752	Prau.g_01221	Syai.g_02114
OG0000753	Prau.g_01224	Syai.g_02111
OG0000754	Prau.g_01227	Syai.g_01750
OG0000755	Prau.g_01230	Syai.g_01760
OG0000756	Prau.g_01231	Syai.g_01761
OG0000757	Prau.g_01237	Syai.g_01769
OG0000758	Prau.g_01238	Syai.g_01770
OG0000759	Prau.g_01239	Syai.g_01771
OG0000760	Prau.g_01240	Syai.g_01772
OG0000761	Prau.g_01241	Syai.g_01775
OG0000762	Prau.g_01242	Syai.g_01777
OG0000763	Prau.g_01244	Syai.g_01779
OG0000764	Prau.g_01245	Syai.g_01780
OG0000765	Prau.g_01254	Syai.g_01797
OG0000766	Prau.g_01255	Syai.g_01798
OG0000767	Prau.g_01257	Syai.g_01800
OG0000768	Prau.g_01258	Syai.g_01801
OG0000769	Prau.g_01260	Syai.g_01803
OG0000770	Prau.g_01262	Syai.g_01822
OG0000771	Prau.g_01271, Prau.g_01496	Syai.g_02019
OG0000772	Prau.g_01346	Syai.g_01639
OG0000773	Prau.g_01361	Syai.g_02164
OG0000774	Prau.g_01363	Syai.g_02168
OG0000775	Prau.g_01366	Syai.g_02172
OG0000776	Prau.g_01367	Syai.g_02173
OG0000777	Prau.g_01368	Syai.g_02174
OG0000778	Prau.g_01369	Syai.g_02175
OG0000779	Prau.g_01373	Syai.g_02181
OG0000780	Prau.g_01374	Syai.g_02184
OG0000781	Prau.g_01377	Syai.g_02188
OG0000782	Prau.g_01378	Syai.g_02189
OG0000783	Prau.g_01379	Syai.g_02190
OG0000784	Prau.g_01380	Syai.g_02191
OG0000785	Prau.g_01382	Syai.g_02193
OG0000786	Prau.g_01384	Syai.g_00816
OG0000787	Prau.g_01385	Syai.g_00815
OG0000788	Prau.g_01396	Syai.g_01117
OG0000789	Prau.g_01399	Syai.g_01596
OG0000790	Prau.g_01414	Syai.g_00623
OG0000791	Prau.g_01416	Syai.g_00621
OG0000792	Prau.g_01417	Syai.g_00620
OG0000793	Prau.g_01420	Syai.g_00615
OG0000794	Prau.g_01421	Syai.g_00614
OG0000795	Prau.g_01422	Syai.g_00613
OG0000796	Prau.g_01426	Syai.g_00609
OG0000797	Prau.g_01427	Syai.g_00608
OG0000799	Prau.g_01510	Syai.g_00996
OG0000800	Prau.g_01511	Syai.g_00993
OG0000801	Prau.g_01512	Syai.g_00992
OG0000802	Prau.g_01514	Syai.g_00988
OG0000803	Prau.g_01516	Syai.g_00983
OG0000804	Prau.g_01517	Syai.g_00980
OG0000805	Prau.g_01519	Syai.g_00965
OG0000806	Prau.g_01521	Syai.g_00963
OG0000807	Prau.g_01522	Syai.g_00961
OG0000808	Prau.g_01523	Syai.g_00960
OG0000809	Prau.g_01526	Syai.g_00957
OG0000810	Prau.g_01527	Syai.g_00956
OG0000811	Prau.g_01534	Syai.g_00950
OG0000812	Prau.g_01536	Syai.g_00948
OG0000813	Prau.g_01537	Syai.g_00947
OG0000814	Prau.g_01539	Syai.g_00945
OG0000815	Prau.g_01540	Syai.g_00944
OG0000816	Prau.g_01542	Syai.g_00942
OG0000817	Prau.g_01543	Syai.g_00941
OG0000818	Prau.g_01548	Syai.g_00935
OG0000819	Prau.g_01549	Syai.g_00934
OG0000820	Prau.g_01550	Syai.g_00933
OG0000821	Prau.g_01554	Syai.g_00916
OG0000822	Prau.g_01555	Syai.g_00914
OG0000823	Prau.g_01556	Syai.g_00913
OG0000824	Prau.g_01559	Syai.g_00907
OG0000825	Prau.g_01560	Syai.g_00906
OG0000826	Prau.g_01561	Syai.g_00905
OG0000827	Prau.g_01562	Syai.g_00904
OG0000828	Prau.g_01565	Syai.g_00900
OG0000829	Prau.g_01566	Syai.g_00899
OG0000830	Prau.g_01567	Syai.g_00898
OG0000831	Prau.g_01569	Syai.g_00896
OG0000832	Prau.g_01575	Syai.g_02296
OG0000833	Prau.g_01583	Syai.g_02305
OG0000834	Prau.g_01584	Syai.g_02307
OG0000835	Prau.g_01585	Syai.g_02308
OG0000836	Prau.g_01586	Syai.g_02312
OG0000837	Prau.g_01587	Syai.g_02313
OG0000838	Prau.g_01589	Syai.g_02323
OG0000839	Prau.g_01590	Syai.g_02324
OG0000840	Prau.g_01591	Syai.g_02325
OG0000841	Prau.g_01592	Syai.g_02326
OG0000842	Prau.g_01593	Syai.g_02327
OG0000843	Prau.g_01594	Syai.g_02328
OG0000844	Prau.g_01595	Syai.g_02330
OG0000845	Prau.g_01596	Syai.g_02331
OG0000846	Prau.g_01597	Syai.g_02332
OG0000847	Prau.g_01598	Syai.g_02333
OG0000848	Prau.g_01599	Syai.g_02335
OG0000849	Prau.g_01600	Syai.g_02336
OG0000850	Prau.g_01602	Syai.g_02339
OG0000851	Prau.g_01603	Syai.g_02352
OG0000852	Prau.g_01604	Syai.g_02353
OG0000853	Prau.g_01608	Syai.g_02357
OG0000854	Prau.g_01610	Syai.g_02359
OG0000855	Prau.g_01611	Syai.g_02360
OG0000856	Prau.g_01626	Syai.g_01078
OG0000857	Prau.g_01652	Syai.g_01356
OG0000858	Prau.g_01726	Syai.g_02366
OG0000859	Prau.g_01727	Syai.g_02367
OG0000860	Prau.g_01734	Syai.g_02380
OG0000861	Prau.g_01735	Syai.g_02381
OG0000862	Prau.g_01736	Syai.g_02382
OG0000863	Prau.g_01738	Syai.g_02385
OG0000864	Prau.g_01739	Syai.g_02386
OG0000865	Prau.g_01740	Syai.g_02387
OG0000866	Prau.g_01741	Syai.g_02388
OG0000867	Prau.g_01742	Syai.g_02389
OG0000868	Prau.g_01743	Syai.g_02392
OG0000869	Prau.g_01747	Syai.g_02396
OG0000870	Prau.g_01752	Syai.g_02401
OG0000871	Prau.g_01753	Syai.g_02402
OG0000872	Prau.g_01754	Syai.g_02409
OG0000873	Prau.g_01757	Syai.g_02412
OG0000874	Prau.g_01760	Syai.g_02408
OG0000875	Prau.g_01761	Syai.g_02416
OG0000876	Prau.g_01762	Syai.g_02243
OG0000877	Prau.g_01764	Syai.g_02250
OG0000878	Prau.g_01765	Syai.g_02251
OG0000879	Prau.g_01766	Syai.g_02252
OG0000880	Prau.g_01767	Syai.g_02253
OG0000881	Prau.g_01771	Syai.g_02257
OG0000882	Prau.g_01776	Syai.g_02262
OG0000883	Prau.g_01777	Syai.g_02264
OG0000884	Prau.g_01779	Syai.g_02266
OG0000885	Prau.g_01780	Syai.g_02267
OG0000886	Prau.g_01781	Syai.g_02268
OG0000887	Prau.g_01782	Syai.g_02269
OG0000888	Prau.g_01784	Syai.g_02271
OG0000889	Prau.g_01786	Syai.g_02273
OG0000890	Prau.g_01787	Syai.g_02279
OG0000891	Prau.g_01788	Syai.g_02280
OG0000892	Prau.g_01790	Syai.g_02282
OG0000893	Prau.g_01794	Syai.g_00318
OG0000894	Prau.g_01796	Syai.g_00321
OG0000895	Prau.g_01799	Syai.g_00325
OG0000896	Prau.g_01800	Syai.g_00326
OG0000897	Prau.g_01802	Syai.g_00328
OG0000898	Prau.g_01803	Syai.g_00329
OG0000899	Prau.g_01804	Syai.g_00330
OG0000900	Prau.g_01805	Syai.g_00331
OG0000901	Prau.g_01808	Syai.g_00336
OG0000902	Prau.g_01810	Syai.g_00338
OG0000903	Prau.g_01813	Syai.g_00353
OG0000904	Prau.g_01815	Syai.g_00348
OG0000905	Prau.g_01820	Syai.g_00342
OG0000906	Prau.g_01821	Syai.g_00340
OG0000907	Prau.g_01827	Syai.g_00358
OG0000908	Prau.g_01830	Syai.g_00361
OG0000909	Prau.g_01831	Syai.g_00362
OG0000910	Prau.g_01832	Syai.g_00363
OG0000911	Prau.g_01834	Syai.g_00365
OG0000912	Prau.g_01835	Syai.g_00366
OG0000913	Prau.g_01836	Syai.g_00367
OG0000914	Prau.g_01837	Syai.g_00368
OG0000915	Prau.g_01838	Syai.g_00370
OG0000916	Prau.g_01839	Syai.g_00371
OG0000917	Prau.g_01840	Syai.g_00372
OG0000918	Prau.g_01841	Syai.g_00373
OG0000919	Prau.g_01842	Syai.g_00374
OG0000920	Prau.g_01843	Syai.g_00375
OG0000921	Prau.g_01844	Syai.g_00376
OG0000922	Prau.g_01845	Syai.g_00377
OG0000923	Prau.g_01849	Syai.g_00381
OG0000924	Prau.g_01850	Syai.g_00382
OG0000925	Prau.g_01851	Syai.g_00383
OG0000926	Prau.g_01852	Syai.g_00384
OG0000927	Prau.g_01854	Syai.g_00386
OG0000928	Prau.g_01855	Syai.g_00387
OG0000929	Prau.g_01856	Syai.g_00388
OG0000930	Prau.g_01857	Syai.g_00389
OG0000931	Prau.g_01858	Syai.g_00390
OG0000932	Prau.g_01859	Syai.g_00391
OG0000933	Prau.g_01863	Syai.g_00397
OG0000934	Prau.g_01865	Syai.g_00399
OG0000935	Prau.g_01866	Syai.g_00400
OG0000936	Prau.g_01867	Syai.g_00401
OG0000937	Prau.g_01868	Syai.g_00402
OG0000938	Prau.g_01870	Syai.g_00405
OG0000939	Prau.g_01871	Syai.g_00406
OG0000940	Prau.g_01878	Syai.g_00413
OG0000941	Prau.g_01880	Syai.g_00415
OG0000942	Prau.g_01882	Syai.g_00417
OG0000943	Prau.g_01883	Syai.g_00418
OG0000944	Prau.g_01884	Syai.g_00420
OG0000945	Prau.g_01885	Syai.g_00422
OG0000946	Prau.g_01889	Syai.g_00428
OG0000947	Prau.g_01891	Syai.g_00431
OG0000948	Prau.g_01892	Syai.g_00432
OG0000949	Prau.g_01895	Syai.g_00174
OG0000950	Prau.g_01900	Syai.g_00163
OG0000951	Prau.g_01904	Syai.g_00158
OG0000952	Prau.g_01908	Syai.g_00136
OG0000953	Prau.g_01911	Syai.g_00132
OG0000954	Prau.g_01915	Syai.g_00127
OG0000955	Prau.g_01916	Syai.g_00126
OG0000956	Prau.g_01918	Syai.g_00124
OG0000957	Prau.g_01923	Syai.g_00113
OG0000958	Prau.g_01924	Syai.g_00112
OG0000959	Prau.g_01928	Syai.g_00108
OG0000960	Prau.g_01929	Syai.g_00107
OG0000961	Prau.g_01931	Syai.g_00100
OG0000962	Prau.g_01933	Syai.g_00098
OG0000963	Prau.g_01937	Syai.g_00094
OG0000964	Prau.g_01938	Syai.g_00093
OG0000965	Prau.g_01939	Syai.g_00092
OG0000966	Prau.g_01946	Syai.g_00082
OG0000967	Prau.g_01951	Syai.g_00077
OG0000968	Prau.g_01953	Syai.g_00085
OG0000969	Prau.g_01954	Syai.g_00080
OG0000970	Prau.g_01955	Syai.g_00079
OG0000971	Prau.g_01956	Syai.g_00074
OG0000972	Prau.g_01957	Syai.g_00073
OG0000973	Prau.g_01958	Syai.g_00072
OG0000974	Prau.g_01959	Syai.g_00071
OG0000975	Prau.g_01960	Syai.g_00070
OG0000976	Prau.g_01961	Syai.g_00069
OG0000977	Prau.g_01962	Syai.g_00067
OG0000978	Prau.g_01963	Syai.g_00065
OG0000979	Prau.g_01966	Syai.g_00062
OG0000980	Prau.g_01968	Syai.g_00059
OG0000981	Prau.g_01970	Syai.g_00056
OG0000982	Prau.g_01972	Syai.g_02777
OG0000983	Prau.g_01973	Syai.g_02778
OG0000984	Prau.g_01974	Syai.g_02779
OG0000985	Prau.g_01977	Syai.g_02781
OG0000986	Prau.g_01979	Syai.g_02784
OG0000987	Prau.g_01980	Syai.g_02786
OG0000988	Prau.g_01983	Syai.g_02790
OG0000989	Prau.g_01986	Syai.g_02797
OG0000990	Prau.g_01989	Syai.g_02825
OG0000991	Prau.g_01990	Syai.g_02827
OG0000992	Prau.g_01992	Syai.g_02830
OG0000993	Prau.g_01993	Syai.g_02831
OG0000994	Prau.g_01994	Syai.g_02834
OG0000995	Prau.g_01998	Syai.g_02840
OG0000996	Prau.g_01999	Syai.g_02891
OG0000997	Prau.g_02000	Syai.g_02900
OG0000998	Prau.g_02002	Syai.g_02902
OG0000999	Prau.g_02003	Syai.g_02903
OG0001000	Prau.g_02006	Syai.g_02906
OG0001001	Prau.g_02008	Syai.g_02911
OG0001002	Prau.g_02012	Syai.g_02918
OG0001003	Prau.g_02014	Syai.g_02919
OG0001004	Prau.g_02015	Syai.g_02920
OG0001005	Prau.g_02016	Syai.g_02921
OG0001006	Prau.g_02020	Syai.g_02931
OG0001007	Prau.g_02022	Syai.g_02933
OG0001008	Prau.g_00478	Syai.g_02227
OG0001009	Prau.g_00027	Syai.g_00034
OG0001010	Prau.g_00028	Syai.g_00035
OG0001011	Prau.g_00029	Syai.g_00037
OG0001012	Prau.g_00050	Syai.g_02773
OG0001013	Prau.g_00056	Syai.g_02750
OG0001014	Prau.g_00059	Syai.g_02726
OG0001015	Prau.g_00060	Syai.g_02725
OG0001016	Prau.g_00074	Syai.g_02479
OG0001017	Prau.g_00078	Syai.g_02485
OG0001018	Prau.g_00081	Syai.g_02487
OG0001019	Prau.g_00090	Syai.g_02508
OG0001020	Prau.g_00091	Syai.g_02516
OG0001021	Prau.g_00092	Syai.g_02523
OG0001022	Prau.g_00095	Syai.g_02528
OG0001023	Prau.g_00096	Syai.g_02529
OG0001024	Prau.g_00099	Syai.g_02533
OG0001025	Prau.g_00105	Syai.g_02540
OG0001026	Prau.g_00112	Syai.g_02550
OG0001027	Prau.g_00113	Syai.g_02555
OG0001028	Prau.g_00115	Syai.g_02557
OG0001029	Prau.g_00116	Syai.g_02559
OG0001030	Prau.g_00131	Syai.g_02580
OG0001031	Prau.g_00187	Syai.g_02656
OG0001032	Prau.g_00188	Syai.g_02658
OG0001033	Prau.g_00209	Syai.g_02685
OG0001034	Prau.g_00237	Syai.g_00537
OG0001035	Prau.g_00256	Syai.g_00295
OG0001036	Prau.g_00261	Syai.g_00290
OG0001037	Prau.g_00262	Syai.g_00288
OG0001038	Prau.g_00280	Syai.g_00261
OG0001039	Prau.g_00283	Syai.g_00258
OG0001040	Prau.g_00285	Syai.g_00255
OG0001041	Prau.g_00289	Syai.g_00250
OG0001042	Prau.g_00306	Syai.g_00225
OG0001043	Prau.g_00307	Syai.g_00221
OG0001044	Prau.g_00335	Syai.g_00485
OG0001045	Prau.g_00344	Syai.g_00498
OG0001046	Prau.g_00382	Syai.g_01471
OG0001047	Prau.g_00480	Syai.g_02225
OG0001048	Prau.g_00481	Syai.g_02224
OG0001049	Prau.g_00483	Syai.g_02215
OG0001050	Prau.g_00484	Syai.g_02214
OG0001051	Prau.g_00485	Syai.g_02213
OG0001052	Prau.g_00512	Syai.g_00861
OG0001053	Prau.g_00524	Syai.g_00641
OG0001054	Prau.g_00539	Syai.g_00658
OG0001055	Prau.g_00558	Syai.g_00679
OG0001056	Prau.g_00576	Syai.g_00713
OG0001057	Prau.g_00581	Syai.g_00721
OG0001058	Prau.g_00589	Syai.g_00734
OG0001059	Prau.g_00593	Syai.g_00738
OG0001060	Prau.g_00600	Syai.g_00744
OG0001061	Prau.g_00613	Syai.g_00765
OG0001062	Prau.g_00615	Syai.g_00767
OG0001063	Prau.g_00617	Syai.g_00774
OG0001064	Prau.g_00618	Syai.g_00775
OG0001065	Prau.g_00619	Syai.g_00776
OG0001066	Prau.g_00620	Syai.g_00777
OG0001067	Prau.g_00621	Syai.g_00778
OG0001068	Prau.g_00622	Syai.g_00779
OG0001069	Prau.g_00623	Syai.g_00780
OG0001070	Prau.g_00626	Syai.g_00783
OG0001071	Prau.g_00627	Syai.g_00784
OG0001072	Prau.g_00628	Syai.g_00788
OG0001073	Prau.g_00642	Syai.g_00807
OG0001074	Prau.g_00653	Syai.g_01051
OG0001075	Prau.g_00654	Syai.g_01053
OG0001076	Prau.g_00664	Syai.g_01069
OG0001077	Prau.g_00668	Syai.g_01081
OG0001078	Prau.g_00676	Syai.g_01105
OG0001079	Prau.g_00687	Syai.g_01118
OG0001080	Prau.g_00693	Syai.g_01606
OG0001081	Prau.g_00695	Syai.g_01222
OG0001082	Prau.g_00696	Syai.g_01223
OG0001083	Prau.g_00701	Syai.g_01230
OG0001084	Prau.g_00702	Syai.g_01231
OG0001085	Prau.g_00710	Syai.g_01241
OG0001086	Prau.g_00711	Syai.g_01243
OG0001087	Prau.g_00728	Syai.g_01953
OG0001088	Prau.g_00729	Syai.g_01957
OG0001089	Prau.g_00737	Syai.g_01996
OG0001090	Prau.g_00756	Syai.g_01387
OG0001091	Prau.g_00758	Syai.g_01389
OG0001092	Prau.g_00759	Syai.g_01391
OG0001093	Prau.g_00764	Syai.g_01397
OG0001094	Prau.g_00848	Syai.g_01315
OG0001096	Prau.g_00880	Syai.g_01371
OG0001097	Prau.g_00898	Syai.g_02057
OG0001098	Prau.g_00914	Syai.g_01603
OG0001099	Prau.g_00946	Syai.g_02558
OG0001100	Prau.g_00950	Syai.g_01253
OG0001101	Prau.g_00952	Syai.g_01254
OG0001102	Prau.g_00954	Syai.g_01257
OG0001104	Prau.g_00978	Syai.g_01300
OG0001105	Prau.g_00982	Syai.g_01304
OG0001106	Prau.g_01006	Syai.g_01517
OG0001107	Prau.g_01013	Syai.g_01505
OG0001108	Prau.g_01017	Syai.g_01496
OG0001109	Prau.g_01018	Syai.g_01488
OG0001110	Prau.g_01020	Syai.g_01486
OG0001111	Prau.g_01021	Syai.g_01484
OG0001112	Prau.g_01022	Syai.g_01482
OG0001113	Prau.g_01023	Syai.g_01481
OG0001114	Prau.g_01024	Syai.g_01480
OG0001115	Prau.g_01026	Syai.g_01476
OG0001116	Prau.g_01027	Syai.g_01474
OG0001117	Prau.g_01028	Syai.g_01473
OG0001118	Prau.g_01029	Syai.g_01472
OG0001119	Prau.g_01030	Syai.g_01470
OG0001120	Prau.g_01032	Syai.g_01466
OG0001121	Prau.g_01172, Prau.g_01035	Syai.g_01676
OG0001122	Prau.g_01061	Syai.g_01437
OG0001123	Prau.g_01065	Syai.g_01430
OG0001124	Prau.g_01067	Syai.g_01428
OG0001125	Prau.g_01068	Syai.g_01426
OG0001126	Prau.g_01078	Syai.g_02021
OG0001127	Prau.g_01079	Syai.g_02020
OG0001128	Prau.g_01081	Syai.g_02017
OG0001129	Prau.g_01082	Syai.g_02015
OG0001130	Prau.g_01083	Syai.g_02014
OG0001131	Prau.g_01118	Syai.g_01281
OG0001132	Prau.g_01127	Syai.g_01620
OG0001133	Prau.g_01160	Syai.g_01072
OG0001134	Prau.g_01174	Syai.g_01745
OG0001135	Prau.g_01177	Syai.g_01742
OG0001136	Prau.g_01204	Syai.g_02146
OG0001137	Prau.g_01214	Syai.g_02126
OG0001138	Prau.g_01232	Syai.g_01763
OG0001139	Prau.g_01233	Syai.g_01765
OG0001140	Prau.g_01234	Syai.g_01766
OG0001141	Prau.g_01235	Syai.g_01767
OG0001142	Prau.g_01236	Syai.g_01768
OG0001143	Prau.g_01243	Syai.g_01778
OG0001144	Prau.g_01248	Syai.g_01788
OG0001145	Prau.g_01362	Syai.g_02165
OG0001146	Prau.g_01375	Syai.g_02185
OG0001147	Prau.g_01395	Syai.g_00869
OG0001148	Prau.g_01411	Syai.g_00626
OG0001149	Prau.g_01412	Syai.g_00625
OG0001150	Prau.g_01413	Syai.g_00624
OG0001151	Prau.g_01424	Syai.g_00611
OG0001152	Prau.g_01425	Syai.g_00610
OG0001153	Prau.g_01563	Syai.g_00903
OG0001154	Prau.g_01564	Syai.g_00901
OG0001155	Prau.g_01576	Syai.g_02298
OG0001156	Prau.g_01579	Syai.g_02301
OG0001157	Prau.g_01580	Syai.g_02302
OG0001158	Prau.g_01581	Syai.g_02303
OG0001159	Prau.g_01582	Syai.g_02304
OG0001160	Prau.g_01606	Syai.g_02355
