Orthogroup	Prbe	Prau
OG0000560	Prbe.g_01482	Prau.g_00678
OG0000561	Prbe.g_01481	Prau.g_00679
OG0000562	Prbe.g_01479	Prau.g_00680
OG0000563	Prbe.g_01478	Prau.g_00681
OG0000564	Prbe.g_01477	Prau.g_00682
OG0000565	Prbe.g_01476	Prau.g_00683
OG0000566	Prbe.g_01475	Prau.g_00684
OG0000567	Prbe.g_01474	Prau.g_00685
OG0000568	Prbe.g_01473	Prau.g_00686
OG0000569	Prbe.g_01472	Prau.g_00687
OG0000570	Prbe.g_01471	Prau.g_00688
OG0000571	Prbe.g_01470	Prau.g_00689
OG0000572	Prbe.g_01469	Prau.g_00690
OG0000573	Prbe.g_01466	Prau.g_00693
OG0000574	Prbe.g_01465	Prau.g_00694
OG0000575	Prbe.g_01464	Prau.g_00695
OG0000576	Prbe.g_01463	Prau.g_00696
OG0000577	Prbe.g_01462	Prau.g_00697
OG0000578	Prbe.g_01461	Prau.g_00698
OG0000579	Prbe.g_01460	Prau.g_00699
OG0000580	Prbe.g_01459	Prau.g_00700
OG0000581	Prbe.g_01458	Prau.g_00701
OG0000582	Prbe.g_01457	Prau.g_00702
OG0000583	Prbe.g_01456	Prau.g_00703
OG0000584	Prbe.g_01454	Prau.g_00704
OG0000585	Prbe.g_01453	Prau.g_00705
OG0000586	Prbe.g_01451	Prau.g_00707
OG0000587	Prbe.g_01450	Prau.g_00708
OG0000588	Prbe.g_00444	Prau.g_00710
OG0000589	Prbe.g_00445	Prau.g_00711
OG0000590	Prbe.g_00447	Prau.g_00713
OG0000591	Prbe.g_00453	Prau.g_00719
OG0000592	Prbe.g_00454	Prau.g_00720
OG0000593	Prbe.g_00455	Prau.g_00721
OG0000594	Prbe.g_00458	Prau.g_00723
OG0000595	Prbe.g_00459	Prau.g_00724
OG0000596	Prbe.g_00460	Prau.g_00725
OG0000597	Prbe.g_00462	Prau.g_00727
OG0000598	Prbe.g_00463	Prau.g_00728
OG0000599	Prbe.g_00464	Prau.g_00729
OG0000600	Prbe.g_00465	Prau.g_00730
OG0000601	Prbe.g_00468	Prau.g_00732
OG0000602	Prbe.g_01199	Prau.g_00733
OG0000603	Prbe.g_01200	Prau.g_00734
OG0000604	Prbe.g_01203	Prau.g_00735
OG0000605	Prbe.g_01204	Prau.g_00736
OG0000606	Prbe.g_01205	Prau.g_00737
OG0000607	Prbe.g_01207	Prau.g_00739
OG0000608	Prbe.g_01209	Prau.g_00740
OG0000609	Prbe.g_01197	Prau.g_00744
OG0000610	Prbe.g_00403	Prau.g_00745
OG0000611	Prbe.g_01215	Prau.g_00756
OG0000612	Prbe.g_01216	Prau.g_00757
OG0000613	Prbe.g_01437	Prau.g_00758
OG0000614	Prbe.g_01436	Prau.g_00759
OG0000615	Prbe.g_01434	Prau.g_00761
OG0000616	Prbe.g_01433	Prau.g_00762
OG0000617	Prbe.g_01432	Prau.g_00763
OG0000618	Prbe.g_01431	Prau.g_00764
OG0000619	Prbe.g_01430	Prau.g_00765
OG0000620	Prbe.g_01429	Prau.g_00766
OG0000621	Prbe.g_01428	Prau.g_00767
OG0000622	Prbe.g_01427	Prau.g_00768
OG0000623	Prbe.g_01426	Prau.g_00769
OG0000624	Prbe.g_01424	Prau.g_00770
OG0000625	Prbe.g_01423	Prau.g_00771
OG0000626	Prbe.g_01422	Prau.g_00772
OG0000627	Prbe.g_01421	Prau.g_00773
OG0000628	Prbe.g_01420	Prau.g_00774
OG0000629	Prbe.g_01419	Prau.g_00775
OG0000630	Prbe.g_01418	Prau.g_00776
OG0000631	Prbe.g_01416	Prau.g_00778
OG0000632	Prbe.g_01415	Prau.g_00796
OG0000633	Prbe.g_00055	Prau.g_00800
OG0000634	Prbe.g_00909	Prau.g_00816
OG0000635	Prbe.g_00487	Prau.g_00818
OG0000636	Prbe.g_00488	Prau.g_00819
OG0000637	Prbe.g_00489	Prau.g_00820
OG0000638	Prbe.g_01889	Prau.g_00832
OG0000639	Prbe.g_01317	Prau.g_00841
OG0000640	Prbe.g_01321	Prau.g_00843
OG0000641	Prbe.g_01323	Prau.g_00845
OG0000642	Prbe.g_01324	Prau.g_00846
OG0000643	Prbe.g_01325	Prau.g_00847
OG0000644	Prbe.g_01438	Prau.g_00848
OG0000645	Prbe.g_01217	Prau.g_00849
OG0000646	Prbe.g_01218	Prau.g_00850
OG0000647	Prbe.g_01219	Prau.g_00851
OG0000648	Prbe.g_01221	Prau.g_00853
OG0000649	Prbe.g_01222	Prau.g_00854
OG0000650	Prbe.g_01223	Prau.g_00855
OG0000651	Prbe.g_01224	Prau.g_00856
OG0000652	Prbe.g_01225	Prau.g_00857
OG0000653	Prbe.g_01226	Prau.g_00858
OG0000654	Prbe.g_01228	Prau.g_00860
OG0000655	Prbe.g_01230	Prau.g_00862
OG0000656	Prbe.g_01231	Prau.g_00863
OG0000657	Prbe.g_01232	Prau.g_00864
OG0000658	Prbe.g_01233	Prau.g_00865
OG0000659	Prbe.g_01234	Prau.g_00866
OG0000660	Prbe.g_01235	Prau.g_00867
OG0000661	Prbe.g_01236	Prau.g_00868
OG0000662	Prbe.g_01238	Prau.g_00869
OG0000663	Prbe.g_01239	Prau.g_00870
OG0000664	Prbe.g_01240	Prau.g_00871
OG0000665	Prbe.g_01241	Prau.g_00872
OG0000666	Prbe.g_01242	Prau.g_00873
OG0000667	Prbe.g_01243	Prau.g_00874
OG0000668	Prbe.g_01244	Prau.g_00875
OG0000669	Prbe.g_01246	Prau.g_00877
OG0000670	Prbe.g_01247	Prau.g_00878
OG0000671	Prbe.g_01248	Prau.g_00879
OG0000672	Prbe.g_01249	Prau.g_00880
OG0000673	Prbe.g_01250	Prau.g_00881
OG0000674	Prbe.g_01251	Prau.g_00882
OG0000675	Prbe.g_01253	Prau.g_00884
OG0000676	Prbe.g_01254	Prau.g_00885
OG0000677	Prbe.g_01257	Prau.g_00887
OG0000678	Prbe.g_01259	Prau.g_00889
OG0000679	Prbe.g_01261	Prau.g_00890
OG0000680	Prbe.g_01262	Prau.g_00891
OG0000681	Prbe.g_01263	Prau.g_00892
OG0000682	Prbe.g_01264	Prau.g_00893
OG0000683	Prbe.g_01266	Prau.g_00895
OG0000684	Prbe.g_01267	Prau.g_00896
OG0000685	Prbe.g_01268	Prau.g_00897
OG0000686	Prbe.g_01269	Prau.g_00898
OG0000687	Prbe.g_01270	Prau.g_00899
OG0000688	Prbe.g_01271	Prau.g_00900
OG0000689	Prbe.g_01272	Prau.g_00902
OG0000690	Prbe.g_01273	Prau.g_00903
OG0000691	Prbe.g_01274	Prau.g_00904
OG0000692	Prbe.g_01278	Prau.g_00906
OG0000693	Prbe.g_01279	Prau.g_00907
OG0000694	Prbe.g_01280	Prau.g_00908
OG0000695	Prbe.g_01281	Prau.g_00909
OG0000696	Prbe.g_01282	Prau.g_00910
OG0000697	Prbe.g_01284	Prau.g_00912
OG0000698	Prbe.g_01288	Prau.g_00914
OG0000699	Prbe.g_01289	Prau.g_00915
OG0000700	Prbe.g_00105	Prau.g_00942
OG0000701	Prbe.g_00110	Prau.g_00946
OG0000702	Prbe.g_00406	Prau.g_00949
OG0000703	Prbe.g_00408	Prau.g_00950
OG0000704	Prbe.g_00409	Prau.g_00951
OG0000705	Prbe.g_00411	Prau.g_00952
OG0000706	Prbe.g_00412	Prau.g_00953
OG0000707	Prbe.g_00414	Prau.g_00954
OG0000708	Prbe.g_00415	Prau.g_00955
OG0000709	Prbe.g_00417	Prau.g_00956
OG0000710	Prbe.g_00418	Prau.g_00957
OG0000711	Prbe.g_00419	Prau.g_00958
OG0000712	Prbe.g_00420	Prau.g_00959
OG0000713	Prbe.g_00421	Prau.g_00960
OG0000714	Prbe.g_00423	Prau.g_00962
OG0000715	Prbe.g_00424	Prau.g_00963
OG0000716	Prbe.g_00426	Prau.g_00965
OG0000717	Prbe.g_00427	Prau.g_00966
OG0000718	Prbe.g_00428	Prau.g_00967
OG0000719	Prbe.g_00430	Prau.g_00969
OG0000720	Prbe.g_00431	Prau.g_00970
OG0000721	Prbe.g_00434	Prau.g_00973
OG0000722	Prbe.g_00435	Prau.g_00974
OG0000723	Prbe.g_00436	Prau.g_00975
OG0000724	Prbe.g_00438	Prau.g_00977
OG0000725	Prbe.g_00439	Prau.g_00978
OG0000726	Prbe.g_00440	Prau.g_00979
OG0000727	Prbe.g_00441	Prau.g_00980
OG0000728	Prbe.g_00442	Prau.g_00981
OG0000729	Prbe.g_00443	Prau.g_00982
OG0000730	Prbe.g_01448	Prau.g_00983
OG0000731	Prbe.g_01446	Prau.g_00984
OG0000732	Prbe.g_01445	Prau.g_00985
OG0000733	Prbe.g_01444	Prau.g_00986
OG0000734	Prbe.g_01443	Prau.g_00987
OG0000735	Prbe.g_01441	Prau.g_00989
OG0000736	Prbe.g_01440	Prau.g_00990
OG0000737	Prbe.g_01439	Prau.g_00991
OG0000738	Prbe.g_01326	Prau.g_00992
OG0000739	Prbe.g_01327	Prau.g_00993
OG0000740	Prbe.g_01328	Prau.g_00994
OG0000741	Prbe.g_01329	Prau.g_00995
OG0000742	Prbe.g_01331	Prau.g_00997
OG0000743	Prbe.g_01332	Prau.g_00998
OG0000744	Prbe.g_01333	Prau.g_00999
OG0000745	Prbe.g_01334	Prau.g_01000
OG0000746	Prbe.g_01335	Prau.g_01001
OG0000747	Prbe.g_01336	Prau.g_01002
OG0000748	Prbe.g_01337	Prau.g_01003
OG0000749	Prbe.g_01338	Prau.g_01004
OG0000750	Prbe.g_01340	Prau.g_01005
OG0000751	Prbe.g_01341	Prau.g_01006
OG0000752	Prbe.g_01400	Prau.g_01007
OG0000753	Prbe.g_01343	Prau.g_01009
OG0000754	Prbe.g_01344	Prau.g_01010
OG0000755	Prbe.g_01345	Prau.g_01011
OG0000756	Prbe.g_01347	Prau.g_01012
OG0000757	Prbe.g_01348	Prau.g_01013
OG0000758	Prbe.g_01349	Prau.g_01014
OG0000759	Prbe.g_01351	Prau.g_01016
OG0000760	Prbe.g_01352	Prau.g_01017
OG0000761	Prbe.g_01353	Prau.g_01018
OG0000762	Prbe.g_01355	Prau.g_01020
OG0000763	Prbe.g_01356	Prau.g_01021
OG0000764	Prbe.g_01357	Prau.g_01022
OG0000765	Prbe.g_01358	Prau.g_01023
OG0000766	Prbe.g_01359	Prau.g_01024
OG0000767	Prbe.g_01361	Prau.g_01026
OG0000768	Prbe.g_01362	Prau.g_01027
OG0000769	Prbe.g_01363	Prau.g_01028
OG0000770	Prbe.g_01364	Prau.g_01029
OG0000771	Prbe.g_01365	Prau.g_01030
OG0000772	Prbe.g_01615	Prau.g_01031
OG0000773	Prbe.g_01367	Prau.g_01032
OG0000774	Prbe.g_01368	Prau.g_01033
OG0000775	Prbe.g_01369	Prau.g_01034
OG0000776	Prbe.g_01372	Prau.g_01036
OG0000777	Prbe.g_01373	Prau.g_01038
OG0000778	Prbe.g_01374	Prau.g_01039
OG0000779	Prbe.g_01375	Prau.g_01040
OG0000780	Prbe.g_01377	Prau.g_01042
OG0000781	Prbe.g_01379	Prau.g_01044
OG0000782	Prbe.g_01380	Prau.g_01045
OG0000783	Prbe.g_01384	Prau.g_01058
OG0000784	Prbe.g_01386	Prau.g_01060
OG0000785	Prbe.g_01387	Prau.g_01061
OG0000786	Prbe.g_01388	Prau.g_01062
OG0000787	Prbe.g_01389	Prau.g_01063
OG0000788	Prbe.g_01395	Prau.g_01067
OG0000789	Prbe.g_01398	Prau.g_01069
OG0000790	Prbe.g_01399	Prau.g_01070
OG0000791	Prbe.g_01402	Prau.g_01071
OG0000792	Prbe.g_01403	Prau.g_01072
OG0000793	Prbe.g_01404	Prau.g_01073
OG0000794	Prbe.g_01407	Prau.g_01075
OG0000795	Prbe.g_01308	Prau.g_01078
OG0000796	Prbe.g_01307	Prau.g_01079
OG0000797	Prbe.g_01305	Prau.g_01081
OG0000798	Prbe.g_01304	Prau.g_01082
OG0000799	Prbe.g_01303	Prau.g_01083
OG0000800	Prbe.g_01302	Prau.g_01084
OG0000801	Prbe.g_01299	Prau.g_01087
OG0000802	Prbe.g_01298	Prau.g_01088
OG0000803	Prbe.g_01296	Prau.g_01090
OG0000804	Prbe.g_01295	Prau.g_01091
OG0000805	Prbe.g_01294	Prau.g_01092
OG0000806	Prbe.g_01292	Prau.g_01094
OG0000807	Prbe.g_01919	Prau.g_01118
OG0000808	Prbe.g_00071	Prau.g_01127
OG0000809	Prbe.g_01597	Prau.g_01130
OG0000810	Prbe.g_00492	Prau.g_01131
OG0000811	Prbe.g_00915	Prau.g_01138
OG0000812	Prbe.g_01591	Prau.g_01142
OG0000813	Prbe.g_01898	Prau.g_01146
OG0000814	Prbe.g_01618	Prau.g_01148
OG0000815	Prbe.g_00374	Prau.g_01160
OG0000816	Prbe.g_00042	Prau.g_01175
OG0000817	Prbe.g_00043	Prau.g_01176
OG0000818	Prbe.g_00060	Prau.g_01181
OG0000819	Prbe.g_01571	Prau.g_01188
OG0000820	Prbe.g_01565	Prau.g_01192
OG0000821	Prbe.g_01563	Prau.g_01194
OG0000822	Prbe.g_01562	Prau.g_01195
OG0000823	Prbe.g_01561	Prau.g_01196
OG0000824	Prbe.g_01560	Prau.g_01197
OG0000825	Prbe.g_01559	Prau.g_01198
OG0000826	Prbe.g_01558	Prau.g_01199
OG0000827	Prbe.g_01557	Prau.g_01200
OG0000828	Prbe.g_01556	Prau.g_01201
OG0000829	Prbe.g_01555	Prau.g_01202
OG0000830	Prbe.g_01553	Prau.g_01203
OG0000831	Prbe.g_01550	Prau.g_01205
OG0000832	Prbe.g_01548	Prau.g_01207
OG0000833	Prbe.g_01547	Prau.g_01208
OG0000834	Prbe.g_01546	Prau.g_01209
OG0000835	Prbe.g_01545	Prau.g_01210
OG0000836	Prbe.g_01544	Prau.g_01211
OG0000837	Prbe.g_01541	Prau.g_01213
OG0000838	Prbe.g_01540	Prau.g_01214
OG0000839	Prbe.g_01539	Prau.g_01215
OG0000840	Prbe.g_01538	Prau.g_01216
OG0000841	Prbe.g_01537	Prau.g_01217
OG0000842	Prbe.g_01535	Prau.g_01218
OG0000843	Prbe.g_01534	Prau.g_01219
OG0000844	Prbe.g_01533	Prau.g_01220
OG0000845	Prbe.g_01532	Prau.g_01221
OG0000846	Prbe.g_01530	Prau.g_01224
OG0000847	Prbe.g_01528	Prau.g_01226
OG0000848	Prbe.g_01527	Prau.g_01227
OG0000849	Prbe.g_01524	Prau.g_01228
OG0000850	Prbe.g_01523	Prau.g_01229
OG0000851	Prbe.g_01521	Prau.g_01230
OG0000852	Prbe.g_01519	Prau.g_01232
OG0000853	Prbe.g_01517	Prau.g_01233
OG0000854	Prbe.g_01515	Prau.g_01235
OG0000855	Prbe.g_01514	Prau.g_01236
OG0000856	Prbe.g_01513	Prau.g_01237
OG0000857	Prbe.g_01512	Prau.g_01238
OG0000858	Prbe.g_01511	Prau.g_01239
OG0000859	Prbe.g_01510	Prau.g_01240
OG0000860	Prbe.g_01509	Prau.g_01241
OG0000861	Prbe.g_01508	Prau.g_01242
OG0000862	Prbe.g_01507	Prau.g_01243
OG0000863	Prbe.g_01506	Prau.g_01244
OG0000864	Prbe.g_01505	Prau.g_01245
OG0000865	Prbe.g_01504	Prau.g_01246
OG0000866	Prbe.g_01503	Prau.g_01247
OG0000867	Prbe.g_01502	Prau.g_01248
OG0000868	Prbe.g_01501	Prau.g_01249
OG0000869	Prbe.g_01499	Prau.g_01251
OG0000870	Prbe.g_01498	Prau.g_01252
OG0000871	Prbe.g_01497	Prau.g_01254
OG0000872	Prbe.g_01496	Prau.g_01255
OG0000873	Prbe.g_01494	Prau.g_01257
OG0000874	Prbe.g_01493	Prau.g_01258
OG0000875	Prbe.g_01492	Prau.g_01259
OG0000876	Prbe.g_01491	Prau.g_01260
OG0000877	Prbe.g_00502	Prau.g_01262
OG0000878	Prbe.g_01128	Prau.g_01346
OG0000879	Prbe.g_00904	Prau.g_01359
OG0000880	Prbe.g_00903	Prau.g_01360
OG0000881	Prbe.g_00902	Prau.g_01361
OG0000882	Prbe.g_00901	Prau.g_01362
OG0000883	Prbe.g_00900	Prau.g_01363
OG0000884	Prbe.g_00898	Prau.g_01366
OG0000885	Prbe.g_00897	Prau.g_01367
OG0000886	Prbe.g_00896	Prau.g_01368
OG0000887	Prbe.g_00895	Prau.g_01369
OG0000888	Prbe.g_00894	Prau.g_01370
OG0000889	Prbe.g_00891	Prau.g_01373
OG0000890	Prbe.g_00890	Prau.g_01374
OG0000891	Prbe.g_00889	Prau.g_01375
OG0000892	Prbe.g_00886	Prau.g_01377
OG0000893	Prbe.g_00885	Prau.g_01378
OG0000894	Prbe.g_00884	Prau.g_01379
OG0000895	Prbe.g_00883	Prau.g_01380
OG0000896	Prbe.g_00882	Prau.g_01381
OG0000897	Prbe.g_00881	Prau.g_01382
OG0000898	Prbe.g_00878	Prau.g_01384
OG0000899	Prbe.g_00877	Prau.g_01385
OG0000900	Prbe.g_00397	Prau.g_01391
OG0000901	Prbe.g_00869	Prau.g_01395
OG0000902	Prbe.g_00634	Prau.g_01396
OG0000903	Prbe.g_01614	Prau.g_01397
OG0000904	Prbe.g_00212	Prau.g_01399
OG0000905	Prbe.g_01592	Prau.g_01401
OG0000906	Prbe.g_01574	Prau.g_01403
OG0000907	Prbe.g_01286	Prau.g_01404
OG0000908	Prbe.g_01611	Prau.g_01407
OG0000909	Prbe.g_00371	Prau.g_01411
OG0000910	Prbe.g_00370	Prau.g_01412
OG0000911	Prbe.g_00369	Prau.g_01413
OG0000912	Prbe.g_00368	Prau.g_01414
OG0000913	Prbe.g_00367	Prau.g_01415
OG0000914	Prbe.g_00366	Prau.g_01416
OG0000915	Prbe.g_00365	Prau.g_01417
OG0000916	Prbe.g_00364	Prau.g_01418
OG0000917	Prbe.g_00363	Prau.g_01419
OG0000918	Prbe.g_00362	Prau.g_01420
OG0000919	Prbe.g_00361	Prau.g_01421
OG0000920	Prbe.g_00360	Prau.g_01422
OG0000921	Prbe.g_00359	Prau.g_01423
OG0000922	Prbe.g_00358	Prau.g_01424
OG0000923	Prbe.g_00357	Prau.g_01425
OG0000924	Prbe.g_00356	Prau.g_01426
OG0000925	Prbe.g_00355	Prau.g_01427
OG0000926	Prbe.g_00792	Prau.g_01436
OG0000927	Prbe.g_00328	Prau.g_01510
OG0000928	Prbe.g_00327	Prau.g_01511
OG0000929	Prbe.g_00326	Prau.g_01512
OG0000930	Prbe.g_00325	Prau.g_01513
OG0000931	Prbe.g_00324	Prau.g_01514
OG0000932	Prbe.g_00322	Prau.g_01516
OG0000933	Prbe.g_00321	Prau.g_01517
OG0000934	Prbe.g_00320	Prau.g_01518
OG0000935	Prbe.g_00319	Prau.g_01519
OG0000936	Prbe.g_00318	Prau.g_01520
OG0000937	Prbe.g_00317	Prau.g_01521
OG0000938	Prbe.g_00316	Prau.g_01522
OG0000939	Prbe.g_00315	Prau.g_01523
OG0000940	Prbe.g_00314	Prau.g_01524
OG0000941	Prbe.g_00313	Prau.g_01526
OG0000942	Prbe.g_00312	Prau.g_01527
OG0000943	Prbe.g_00309	Prau.g_01533
OG0000944	Prbe.g_00308	Prau.g_01534
OG0000945	Prbe.g_00307	Prau.g_01535
OG0000946	Prbe.g_00306	Prau.g_01536
OG0000947	Prbe.g_00305	Prau.g_01537
OG0000948	Prbe.g_00304	Prau.g_01538
OG0000949	Prbe.g_00303	Prau.g_01539
OG0000950	Prbe.g_00302	Prau.g_01540
OG0000951	Prbe.g_00301	Prau.g_01541
OG0000952	Prbe.g_00300	Prau.g_01542
OG0000953	Prbe.g_00299	Prau.g_01543
OG0000954	Prbe.g_00298	Prau.g_01544
OG0000955	Prbe.g_00297	Prau.g_01545
OG0000956	Prbe.g_00296	Prau.g_01546
OG0000957	Prbe.g_00295	Prau.g_01547
OG0000958	Prbe.g_00294	Prau.g_01548
OG0000959	Prbe.g_00293	Prau.g_01549
OG0000960	Prbe.g_00292	Prau.g_01550
OG0000961	Prbe.g_00288	Prau.g_01554
OG0000962	Prbe.g_00287	Prau.g_01555
OG0000963	Prbe.g_00286	Prau.g_01556
OG0000964	Prbe.g_00284	Prau.g_01558
OG0000965	Prbe.g_00283	Prau.g_01559
OG0000966	Prbe.g_00282	Prau.g_01560
OG0000967	Prbe.g_00281	Prau.g_01561
OG0000968	Prbe.g_00280	Prau.g_01562
OG0000969	Prbe.g_00279	Prau.g_01563
OG0000970	Prbe.g_00278	Prau.g_01564
OG0000971	Prbe.g_00277	Prau.g_01565
OG0000972	Prbe.g_00276	Prau.g_01566
OG0000973	Prbe.g_00275	Prau.g_01567
OG0000974	Prbe.g_00273	Prau.g_01569
OG0000975	Prbe.g_00267	Prau.g_01572
OG0000976	Prbe.g_00265	Prau.g_01574
OG0000977	Prbe.g_00263	Prau.g_01575
OG0000978	Prbe.g_00261	Prau.g_01576
OG0000979	Prbe.g_00259	Prau.g_01578
OG0000980	Prbe.g_00258	Prau.g_01579
OG0000981	Prbe.g_00257	Prau.g_01580
OG0000982	Prbe.g_00256	Prau.g_01581
OG0000983	Prbe.g_00254	Prau.g_01583
OG0000984	Prbe.g_00253	Prau.g_01584
OG0000985	Prbe.g_00252	Prau.g_01585
OG0000986	Prbe.g_00251	Prau.g_01586
OG0000987	Prbe.g_00250	Prau.g_01587
OG0000988	Prbe.g_00249	Prau.g_01588
OG0000989	Prbe.g_00248	Prau.g_01589
OG0000990	Prbe.g_00247	Prau.g_01590
OG0000991	Prbe.g_00246	Prau.g_01591
OG0000992	Prbe.g_00245	Prau.g_01592
OG0000993	Prbe.g_00244	Prau.g_01593
OG0000994	Prbe.g_00243	Prau.g_01594
OG0000995	Prbe.g_00242	Prau.g_01595
OG0000996	Prbe.g_00241	Prau.g_01596
OG0000997	Prbe.g_00240	Prau.g_01597
OG0000998	Prbe.g_00239	Prau.g_01598
OG0000999	Prbe.g_00238	Prau.g_01599
OG0001000	Prbe.g_00237	Prau.g_01600
OG0001001	Prbe.g_00235	Prau.g_01602
OG0001002	Prbe.g_00234	Prau.g_01603
OG0001003	Prbe.g_00233	Prau.g_01604
OG0001004	Prbe.g_00232	Prau.g_01605
OG0001005	Prbe.g_00229	Prau.g_01606
OG0001006	Prbe.g_00228	Prau.g_01607
OG0001007	Prbe.g_00227	Prau.g_01608
OG0001008	Prbe.g_00225	Prau.g_01610
OG0001009	Prbe.g_00224	Prau.g_01611
OG0001010	Prbe.g_01042	Prau.g_01619
OG0001011	Prbe.g_00505	Prau.g_01626
OG0001012	Prbe.g_01237	Prau.g_01652
OG0001013	Prbe.g_00992	Prau.g_01726
OG0001014	Prbe.g_00991	Prau.g_01727
OG0001015	Prbe.g_00984	Prau.g_01733
OG0001016	Prbe.g_00983	Prau.g_01734
OG0001017	Prbe.g_00982	Prau.g_01735
OG0001018	Prbe.g_00981	Prau.g_01736
OG0001019	Prbe.g_00979	Prau.g_01738
OG0001020	Prbe.g_00978	Prau.g_01739
OG0001021	Prbe.g_00977	Prau.g_01740
OG0001022	Prbe.g_00976	Prau.g_01741
OG0001023	Prbe.g_00975	Prau.g_01742
OG0001024	Prbe.g_00973	Prau.g_01743
OG0001025	Prbe.g_00972	Prau.g_01744
OG0001026	Prbe.g_00971	Prau.g_01746
OG0001027	Prbe.g_00970	Prau.g_01747
OG0001028	Prbe.g_00969	Prau.g_01748
OG0001029	Prbe.g_00968	Prau.g_01749
OG0001030	Prbe.g_00967	Prau.g_01750
OG0001031	Prbe.g_00966	Prau.g_01751
OG0001032	Prbe.g_00965	Prau.g_01752
OG0001033	Prbe.g_00964	Prau.g_01753
OG0001034	Prbe.g_00963	Prau.g_01754
OG0001035	Prbe.g_00961	Prau.g_01756
OG0001036	Prbe.g_00960	Prau.g_01757
OG0001037	Prbe.g_00959	Prau.g_01758
OG0001038	Prbe.g_00958	Prau.g_01759
OG0001039	Prbe.g_00957	Prau.g_01760
OG0001040	Prbe.g_00956	Prau.g_01761
OG0001041	Prbe.g_00955	Prau.g_01762
OG0001042	Prbe.g_00954	Prau.g_01763
OG0001043	Prbe.g_00953	Prau.g_01764
OG0001044	Prbe.g_00952	Prau.g_01765
OG0001045	Prbe.g_00951	Prau.g_01766
OG0001046	Prbe.g_00950	Prau.g_01767
OG0001047	Prbe.g_00947	Prau.g_01770
OG0001048	Prbe.g_00945	Prau.g_01772
OG0001049	Prbe.g_00944	Prau.g_01773
OG0001050	Prbe.g_00943	Prau.g_01774
OG0001051	Prbe.g_00942	Prau.g_01775
OG0001052	Prbe.g_00941	Prau.g_01776
OG0001053	Prbe.g_00939	Prau.g_01777
OG0001054	Prbe.g_00937	Prau.g_01779
OG0001055	Prbe.g_00936	Prau.g_01780
OG0001056	Prbe.g_00935	Prau.g_01781
OG0001057	Prbe.g_00934	Prau.g_01782
OG0001058	Prbe.g_00933	Prau.g_01783
OG0001059	Prbe.g_00932	Prau.g_01784
OG0001060	Prbe.g_00931	Prau.g_01785
OG0001061	Prbe.g_00930	Prau.g_01786
OG0001062	Prbe.g_00929	Prau.g_01787
OG0001063	Prbe.g_00928	Prau.g_01788
OG0001064	Prbe.g_00926	Prau.g_01790
OG0001065	Prbe.g_00922	Prau.g_01794
OG0001066	Prbe.g_00920	Prau.g_01795
OG0001067	Prbe.g_00919	Prau.g_01796
OG0001068	Prbe.g_01112	Prau.g_01798
OG0001069	Prbe.g_01111	Prau.g_01799
OG0001070	Prbe.g_01110	Prau.g_01800
OG0001071	Prbe.g_01109	Prau.g_01801
OG0001072	Prbe.g_01108	Prau.g_01802
OG0001073	Prbe.g_01107	Prau.g_01803
OG0001074	Prbe.g_01106	Prau.g_01804
OG0001075	Prbe.g_01105	Prau.g_01805
OG0001076	Prbe.g_01104	Prau.g_01806
OG0001077	Prbe.g_01103	Prau.g_01807
OG0001078	Prbe.g_01102	Prau.g_01808
OG0001079	Prbe.g_01101	Prau.g_01809
OG0001080	Prbe.g_01100	Prau.g_01810
OG0001081	Prbe.g_01096	Prau.g_01813
OG0001082	Prbe.g_01095	Prau.g_01814
OG0001083	Prbe.g_01092	Prau.g_01815
OG0001084	Prbe.g_01093	Prau.g_01817
OG0001085	Prbe.g_01094	Prau.g_01818
OG0001086	Prbe.g_01097	Prau.g_01819
OG0001087	Prbe.g_01098	Prau.g_01820
OG0001088	Prbe.g_01099	Prau.g_01821
OG0001089	Prbe.g_01089	Prau.g_01827
OG0001090	Prbe.g_01087	Prau.g_01829
OG0001091	Prbe.g_01086	Prau.g_01830
OG0001092	Prbe.g_01085	Prau.g_01831
OG0001093	Prbe.g_01084	Prau.g_01832
OG0001094	Prbe.g_01083	Prau.g_01833
OG0001095	Prbe.g_01082	Prau.g_01834
OG0001096	Prbe.g_01081	Prau.g_01835
OG0001097	Prbe.g_01080	Prau.g_01836
OG0001098	Prbe.g_01079	Prau.g_01837
OG0001099	Prbe.g_01078	Prau.g_01838
OG0001100	Prbe.g_00867	Prau.g_01839
OG0001101	Prbe.g_00866	Prau.g_01840
OG0001102	Prbe.g_00865	Prau.g_01841
OG0001103	Prbe.g_00864	Prau.g_01842
OG0001104	Prbe.g_00863	Prau.g_01843
OG0001105	Prbe.g_00862	Prau.g_01844
OG0001106	Prbe.g_00861	Prau.g_01845
OG0001107	Prbe.g_00860	Prau.g_01846
OG0001108	Prbe.g_00859	Prau.g_01847
OG0001109	Prbe.g_00858	Prau.g_01848
OG0001110	Prbe.g_00857	Prau.g_01849
OG0001111	Prbe.g_00856	Prau.g_01850
OG0001112	Prbe.g_00855	Prau.g_01851
OG0001113	Prbe.g_00854	Prau.g_01852
OG0001114	Prbe.g_00853	Prau.g_01853
OG0001115	Prbe.g_00852	Prau.g_01854
OG0001116	Prbe.g_00851	Prau.g_01855
OG0001117	Prbe.g_00850	Prau.g_01856
OG0001118	Prbe.g_00849	Prau.g_01857
