Orthogroup	Prae	Praj
OG0000571	Prae.g_00623	Praj.g_00637
OG0000572	Prae.g_00624	Praj.g_00638
OG0000573	Prae.g_00627	Praj.g_00641
OG0000574	Prae.g_00628	Praj.g_00642
OG0000575	Prae.g_00629	Praj.g_00643
OG0000576	Prae.g_00630	Praj.g_00644
OG0000577	Prae.g_00631	Praj.g_00645
OG0000578	Prae.g_00632	Praj.g_00646
OG0000579	Prae.g_00633	Praj.g_00647
OG0000580	Prae.g_00634	Praj.g_00648
OG0000581	Prae.g_00635	Praj.g_00649
OG0000582	Prae.g_00636	Praj.g_00650
OG0000583	Prae.g_00637	Praj.g_00651
OG0000584	Prae.g_00638	Praj.g_00653
OG0000585	Prae.g_00639	Praj.g_00654
OG0000586	Prae.g_00641	Praj.g_00656
OG0000587	Prae.g_00642	Praj.g_00657
OG0000588	Prae.g_00644	Praj.g_00660
OG0000589	Prae.g_00645	Praj.g_00661
OG0000590	Prae.g_00647	Praj.g_00663
OG0000591	Prae.g_00653	Praj.g_00671
OG0000592	Prae.g_00654	Praj.g_00672
OG0000593	Prae.g_00655	Praj.g_00673
OG0000594	Prae.g_00657	Praj.g_00676
OG0000595	Prae.g_00658	Praj.g_00677
OG0000596	Prae.g_00659	Praj.g_00678
OG0000597	Prae.g_00661	Praj.g_00680
OG0000598	Prae.g_00662	Praj.g_00681
OG0000599	Prae.g_00663	Praj.g_00682
OG0000600	Prae.g_00664	Praj.g_00683
OG0000601	Prae.g_00666	Praj.g_00686
OG0000602	Prae.g_00667	Praj.g_00687
OG0000603	Prae.g_00668	Praj.g_00688
OG0000604	Prae.g_00669	Praj.g_01396
OG0000605	Prae.g_00670	Praj.g_00689
OG0000606	Prae.g_00671	Praj.g_00690
OG0000607	Prae.g_00673	Praj.g_00692
OG0000608	Prae.g_00674	Praj.g_00693
OG0000609	Prae.g_00678	Praj.g_02137
OG0000610	Prae.g_00679	Praj.g_01218
OG0000611	Prae.g_00712	Praj.g_00699
OG0000612	Prae.g_00713	Praj.g_00700
OG0000613	Prae.g_00714	Praj.g_00701
OG0000614	Prae.g_00715	Praj.g_00702
OG0000615	Prae.g_00717	Praj.g_00704
OG0000616	Prae.g_00718	Praj.g_00705
OG0000617	Prae.g_00719	Praj.g_00706
OG0000618	Prae.g_00720	Praj.g_00707
OG0000619	Prae.g_00721	Praj.g_00708
OG0000620	Prae.g_00722	Praj.g_00709
OG0000621	Prae.g_00723	Praj.g_00710
OG0000622	Prae.g_00724	Praj.g_00711
OG0000623	Prae.g_00725	Praj.g_00712
OG0000624	Prae.g_00726	Praj.g_00714
OG0000625	Prae.g_00727	Praj.g_00715
OG0000626	Prae.g_00728	Praj.g_00716
OG0000627	Prae.g_00729	Praj.g_00718
OG0000628	Prae.g_00730	Praj.g_00719
OG0000629	Prae.g_00731	Praj.g_00720
OG0000630	Prae.g_00732	Praj.g_00721
OG0000631	Prae.g_00734	Praj.g_00723
OG0000632	Prae.g_00748	Praj.g_01134
OG0000633	Prae.g_00752	Praj.g_00091
OG0000634	Prae.g_00766	Praj.g_01054
OG0000635	Prae.g_00770	Praj.g_00938
OG0000636	Prae.g_00771	Praj.g_00937
OG0000637	Prae.g_00772	Praj.g_00936
OG0000638	Prae.g_00784	Praj.g_00373
OG0000639	Prae.g_00793	Praj.g_00913
OG0000640	Prae.g_00794	Praj.g_00915
OG0000641	Prae.g_00797	Praj.g_00917
OG0000642	Prae.g_00798	Praj.g_00918
OG0000643	Prae.g_00799	Praj.g_00919
OG0000644	Prae.g_00800	Praj.g_00763
OG0000645	Prae.g_00801	Praj.g_00764
OG0000646	Prae.g_00802	Praj.g_00765
OG0000647	Prae.g_00803	Praj.g_00766
OG0000648	Prae.g_00805	Praj.g_00768
OG0000649	Prae.g_00806	Praj.g_00769
OG0000650	Prae.g_00807	Praj.g_00770
OG0000651	Prae.g_00808	Praj.g_00771
OG0000652	Prae.g_00809	Praj.g_00772
OG0000653	Prae.g_00810	Praj.g_00773
OG0000654	Prae.g_00812	Praj.g_00775
OG0000655	Prae.g_00814	Praj.g_00777
OG0000656	Prae.g_00815	Praj.g_00778
OG0000657	Prae.g_00816	Praj.g_00779
OG0000658	Prae.g_00817	Praj.g_00780
OG0000659	Prae.g_00818	Praj.g_00781
OG0000660	Prae.g_00819	Praj.g_00782
OG0000661	Prae.g_00820	Praj.g_00784
OG0000662	Prae.g_00821	Praj.g_00786
OG0000663	Prae.g_00822	Praj.g_00787
OG0000664	Prae.g_00823	Praj.g_00788
OG0000665	Prae.g_00824	Praj.g_00789
OG0000666	Prae.g_00825	Praj.g_00790
OG0000667	Prae.g_00826	Praj.g_00791
OG0000668	Prae.g_00827	Praj.g_00792
OG0000669	Prae.g_00829	Praj.g_00794
OG0000670	Prae.g_00830	Praj.g_00795
OG0000671	Prae.g_00831	Praj.g_00796
OG0000672	Prae.g_00832	Praj.g_00797
OG0000673	Prae.g_00833	Praj.g_00798
OG0000674	Prae.g_00834	Praj.g_00799
OG0000675	Prae.g_00836	Praj.g_00801
OG0000676	Prae.g_00837	Praj.g_00802
OG0000677	Prae.g_00839	Praj.g_00804
OG0000678	Prae.g_00841	Praj.g_00806
OG0000679	Prae.g_00842	Praj.g_00808
OG0000680	Prae.g_00843	Praj.g_00809
OG0000681	Prae.g_00844	Praj.g_00810
OG0000682	Prae.g_00845	Praj.g_00811
OG0000683	Prae.g_00847	Praj.g_00814
OG0000684	Prae.g_00848	Praj.g_00815
OG0000685	Prae.g_00849	Praj.g_00816
OG0000686	Prae.g_00850	Praj.g_00817
OG0000687	Prae.g_00851	Praj.g_00818
OG0000688	Prae.g_00852	Praj.g_00819
OG0000689	Prae.g_00853	Praj.g_00820
OG0000690	Prae.g_00854	Praj.g_00821
OG0000691	Prae.g_00855	Praj.g_00822
OG0000692	Prae.g_00857	Praj.g_00825
OG0000693	Prae.g_00858	Praj.g_00826
OG0000694	Prae.g_00859	Praj.g_00827
OG0000695	Prae.g_00860	Praj.g_00828
OG0000696	Prae.g_00861	Praj.g_00829
OG0000697	Prae.g_00863	Praj.g_00831
OG0000698	Prae.g_00865	Praj.g_00835
OG0000699	Prae.g_00866	Praj.g_00836
OG0000700	Prae.g_00892	Praj.g_00869
OG0000701	Prae.g_00897	Praj.g_00872
OG0000702	Prae.g_00900	Praj.g_00877
OG0000703	Prae.g_00901	Praj.g_00879
OG0000704	Prae.g_00902	Praj.g_00880
OG0000705	Prae.g_00903	Praj.g_00881
OG0000706	Prae.g_00904	Praj.g_00882
OG0000707	Prae.g_00905	Praj.g_00884
OG0000708	Prae.g_00906	Praj.g_00885
OG0000709	Prae.g_00908	Praj.g_00887
OG0000710	Prae.g_00909	Praj.g_00888
OG0000711	Prae.g_00910	Praj.g_00889
OG0000712	Prae.g_00911	Praj.g_00890
OG0000713	Prae.g_00912	Praj.g_00891
OG0000714	Prae.g_00914	Praj.g_00893
OG0000715	Prae.g_00915	Praj.g_00894
OG0000716	Prae.g_00917	Praj.g_00897
OG0000717	Prae.g_00918	Praj.g_00898
OG0000718	Prae.g_00919	Praj.g_00899
OG0000719	Prae.g_00921	Praj.g_00901
OG0000720	Prae.g_00922	Praj.g_00902
OG0000721	Prae.g_00924	Praj.g_00905
OG0000722	Prae.g_00925	Praj.g_00906
OG0000723	Prae.g_00926	Praj.g_00907
OG0000724	Prae.g_00927	Praj.g_00748
OG0000725	Prae.g_00928	Praj.g_00749
OG0000726	Prae.g_00929	Praj.g_00750
OG0000727	Prae.g_00930	Praj.g_00751
OG0000728	Prae.g_00931	Praj.g_00752
OG0000729	Prae.g_00932	Praj.g_00753
OG0000730	Prae.g_00933	Praj.g_00754
OG0000731	Prae.g_00934	Praj.g_00755
OG0000732	Prae.g_00935	Praj.g_00756
OG0000733	Prae.g_00936	Praj.g_00757
OG0000734	Prae.g_00937	Praj.g_00758
OG0000735	Prae.g_00938	Praj.g_00760
OG0000736	Prae.g_00939	Praj.g_00761
OG0000737	Prae.g_00940	Praj.g_00762
OG0000738	Prae.g_00941	Praj.g_00920
OG0000739	Prae.g_00942	Praj.g_00921
OG0000740	Prae.g_00943	Praj.g_00922
OG0000741	Prae.g_00944	Praj.g_00923
OG0000742	Prae.g_00946	Praj.g_00925
OG0000743	Prae.g_00947	Praj.g_00926
OG0000744	Prae.g_00948	Praj.g_00927
OG0000745	Prae.g_00949	Praj.g_00928
OG0000746	Prae.g_00950	Praj.g_00929
OG0000747	Prae.g_00951	Praj.g_00930
OG0000748	Prae.g_00952	Praj.g_00931
OG0000749	Prae.g_00953	Praj.g_00932
OG0000750	Prae.g_00954	Praj.g_00933
OG0000751	Prae.g_00955	Praj.g_00934
OG0000752	Prae.g_00956	Praj.g_00847
OG0000753	Prae.g_00958	Praj.g_00939
OG0000754	Prae.g_00959	Praj.g_00940
OG0000755	Prae.g_00960	Praj.g_00941
OG0000756	Prae.g_00961	Praj.g_00943
OG0000757	Prae.g_00962	Praj.g_00944
OG0000758	Prae.g_00963	Praj.g_00945
OG0000759	Prae.g_00965	Praj.g_00947
OG0000760	Prae.g_00966	Praj.g_00948
OG0000761	Prae.g_00967	Praj.g_00949
OG0000762	Prae.g_00969	Praj.g_00951
OG0000763	Prae.g_00970	Praj.g_00952
OG0000764	Prae.g_00971	Praj.g_00953
OG0000765	Prae.g_00972	Praj.g_00954
OG0000766	Prae.g_00973	Praj.g_00955
OG0000767	Prae.g_00975	Praj.g_00957
OG0000768	Prae.g_00976	Praj.g_00958
OG0000769	Prae.g_00977	Praj.g_00959
OG0000770	Prae.g_00978	Praj.g_00960
OG0000771	Prae.g_00979	Praj.g_00961
OG0000772	Prae.g_00980	Praj.g_00085
OG0000773	Prae.g_00981	Praj.g_00963
OG0000774	Prae.g_00982	Praj.g_00964
OG0000775	Prae.g_00983	Praj.g_00965
OG0000776	Prae.g_00985	Praj.g_00966
OG0000777	Prae.g_00987	Praj.g_00968
OG0000778	Prae.g_00988	Praj.g_00969
OG0000779	Prae.g_00989	Praj.g_00970
OG0000780	Prae.g_00991	Praj.g_00972
OG0000781	Prae.g_00993	Praj.g_00973
OG0000782	Prae.g_00994	Praj.g_00974
OG0000783	Prae.g_01009	Praj.g_00991
OG0000784	Prae.g_01011	Praj.g_00992
OG0000785	Prae.g_01012	Praj.g_00993
OG0000786	Prae.g_01013	Praj.g_00994
OG0000787	Prae.g_01014	Praj.g_00995
OG0000788	Prae.g_01018	Praj.g_00999
OG0000789	Prae.g_01020	Praj.g_01002
OG0000790	Prae.g_01021	Praj.g_00846
OG0000791	Prae.g_01022	Praj.g_01003
OG0000792	Prae.g_01023	Praj.g_01004
OG0000793	Prae.g_01024	Praj.g_01005
OG0000794	Prae.g_01026	Praj.g_01008
OG0000795	Prae.g_01029	Praj.g_01012
OG0000796	Prae.g_01030	Praj.g_01013
OG0000797	Prae.g_01032	Praj.g_01016
OG0000798	Prae.g_01033	Praj.g_01017
OG0000799	Prae.g_01034	Praj.g_01018
OG0000800	Prae.g_01035	Praj.g_01019
OG0000801	Prae.g_01038	Praj.g_01022
OG0000802	Prae.g_01039	Praj.g_01023
OG0000803	Prae.g_01041	Praj.g_00845
OG0000804	Prae.g_01042	Praj.g_00844
OG0000805	Prae.g_01043	Praj.g_00843
OG0000806	Prae.g_01045	Praj.g_00841
OG0000807	Prae.g_01072	Praj.g_00852
OG0000808	Prae.g_01081	Praj.g_01063
OG0000809	Prae.g_01084	Praj.g_01045
OG0000810	Prae.g_01085	Praj.g_01728
OG0000811	Prae.g_01092	Praj.g_02022
OG0000812	Prae.g_01096	Praj.g_00378
OG0000813	Prae.g_01100	Praj.g_00386
OG0000814	Prae.g_01102	Praj.g_01725
OG0000815	Prae.g_01115	Praj.g_01040
OG0000816	Prae.g_01131	Praj.g_01833
OG0000817	Prae.g_01132	Praj.g_01834
OG0000818	Prae.g_01137	Praj.g_01083
OG0000819	Prae.g_01144	Praj.g_01482
OG0000820	Prae.g_01148	Praj.g_01476
OG0000821	Prae.g_01150	Praj.g_01474
OG0000822	Prae.g_01151	Praj.g_01473
OG0000823	Prae.g_01152	Praj.g_01472
OG0000824	Prae.g_01153	Praj.g_01471
OG0000825	Prae.g_01154	Praj.g_01470
OG0000826	Prae.g_01155	Praj.g_01469
OG0000827	Prae.g_01156	Praj.g_01468
OG0000828	Prae.g_01157	Praj.g_01467
OG0000829	Prae.g_01158	Praj.g_01466
OG0000830	Prae.g_01159	Praj.g_01464
OG0000831	Prae.g_01162	Praj.g_01462
OG0000832	Prae.g_01164	Praj.g_01460
OG0000833	Prae.g_01165	Praj.g_01459
OG0000834	Prae.g_01166	Praj.g_01458
OG0000835	Prae.g_01167	Praj.g_01457
OG0000836	Prae.g_01168	Praj.g_01456
OG0000837	Prae.g_01170	Praj.g_01453
OG0000838	Prae.g_01171	Praj.g_01452
OG0000839	Prae.g_01172	Praj.g_01451
OG0000840	Prae.g_01173	Praj.g_01450
OG0000841	Prae.g_01174	Praj.g_01449
OG0000842	Prae.g_01175	Praj.g_01447
OG0000843	Prae.g_01176	Praj.g_01446
OG0000844	Prae.g_01177	Praj.g_01445
OG0000845	Prae.g_01178	Praj.g_01444
OG0000846	Prae.g_01181	Praj.g_01442
OG0000847	Prae.g_01183	Praj.g_01440
OG0000848	Prae.g_01184	Praj.g_01438
OG0000849	Prae.g_01185	Praj.g_01437
OG0000850	Prae.g_01186	Praj.g_01436
OG0000851	Prae.g_01187	Praj.g_01434
OG0000852	Prae.g_01189	Praj.g_01432
OG0000853	Prae.g_01190	Praj.g_01430
OG0000854	Prae.g_01192	Praj.g_01428
OG0000855	Prae.g_01193	Praj.g_01427
OG0000856	Prae.g_01194	Praj.g_01426
OG0000857	Prae.g_01195	Praj.g_01425
OG0000858	Prae.g_01196	Praj.g_01424
OG0000859	Prae.g_01197	Praj.g_01423
OG0000860	Prae.g_01198	Praj.g_01422
OG0000861	Prae.g_01199	Praj.g_01421
OG0000862	Prae.g_01200	Praj.g_01420
OG0000863	Prae.g_01201	Praj.g_01419
OG0000864	Prae.g_01202	Praj.g_01418
OG0000865	Prae.g_01203	Praj.g_01417
OG0000866	Prae.g_01204	Praj.g_01416
OG0000867	Prae.g_01205	Praj.g_01415
OG0000868	Prae.g_01206	Praj.g_01414
OG0000869	Prae.g_01208	Praj.g_01411
OG0000870	Prae.g_01209	Praj.g_01410
OG0000871	Prae.g_01211	Praj.g_01409
OG0000872	Prae.g_01212	Praj.g_01408
OG0000873	Prae.g_01214	Praj.g_01407
OG0000874	Prae.g_01215	Praj.g_01406
OG0000875	Prae.g_01216	Praj.g_01405
OG0000876	Prae.g_01217	Praj.g_01404
OG0000877	Prae.g_01219	Praj.g_01403
OG0000878	Prae.g_01293	Praj.g_01246
OG0000879	Prae.g_01317	Praj.g_01517
OG0000880	Prae.g_01318	Praj.g_01518
OG0000881	Prae.g_01319	Praj.g_01519
OG0000882	Prae.g_01320	Praj.g_01520
OG0000883	Prae.g_01321	Praj.g_01522
OG0000884	Prae.g_01324	Praj.g_01523
OG0000885	Prae.g_01325	Praj.g_01524
OG0000886	Prae.g_01326	Praj.g_01525
OG0000887	Prae.g_01327	Praj.g_01526
OG0000888	Prae.g_01328	Praj.g_01527
OG0000889	Prae.g_01331	Praj.g_01530
OG0000890	Prae.g_01332	Praj.g_01531
OG0000891	Prae.g_01333	Praj.g_01532
OG0000892	Prae.g_01335	Praj.g_01534
OG0000893	Prae.g_01336	Praj.g_01535
OG0000894	Prae.g_01337	Praj.g_01536
OG0000895	Prae.g_01338	Praj.g_01537
OG0000896	Prae.g_01339	Praj.g_01538
OG0000897	Prae.g_01340	Praj.g_01539
OG0000898	Prae.g_01342	Praj.g_01542
OG0000899	Prae.g_01343	Praj.g_01543
OG0000900	Prae.g_01350	Praj.g_01546
OG0000901	Prae.g_01354	Praj.g_01550
OG0000902	Prae.g_01355	Praj.g_00732
OG0000903	Prae.g_01356	Praj.g_01484
OG0000904	Prae.g_01358	Praj.g_01011
OG0000905	Prae.g_01360	Praj.g_01734
OG0000906	Prae.g_01362	Praj.g_01573
OG0000907	Prae.g_01363	Praj.g_00833
OG0000908	Prae.g_01366	Praj.g_01160
OG0000909	Prae.g_01370	Praj.g_01577
OG0000910	Prae.g_01371	Praj.g_01578
OG0000911	Prae.g_01372	Praj.g_01579
OG0000912	Prae.g_01373	Praj.g_01580
OG0000913	Prae.g_01374	Praj.g_01581
OG0000914	Prae.g_01375	Praj.g_01582
OG0000915	Prae.g_01376	Praj.g_01583
OG0000916	Prae.g_01377	Praj.g_01584
OG0000917	Prae.g_01378	Praj.g_01585
OG0000918	Prae.g_01379	Praj.g_01586
OG0000919	Prae.g_01380	Praj.g_01587
OG0000920	Prae.g_01381	Praj.g_01588
OG0000921	Prae.g_01382	Praj.g_01589
OG0000922	Prae.g_01383	Praj.g_01590
OG0000923	Prae.g_01384	Praj.g_01591
OG0000924	Prae.g_01385	Praj.g_01592
OG0000925	Prae.g_01386	Praj.g_01593
OG0000926	Prae.g_01426	Praj.g_01995
OG0000927	Prae.g_01441	Praj.g_01613
OG0000928	Prae.g_01442	Praj.g_01614
OG0000929	Prae.g_01443	Praj.g_01615
OG0000930	Prae.g_01444	Praj.g_01616
OG0000931	Prae.g_01445	Praj.g_01617
OG0000932	Prae.g_01447	Praj.g_01619
OG0000933	Prae.g_01448	Praj.g_01620
OG0000934	Prae.g_01449	Praj.g_01621
OG0000935	Prae.g_01450	Praj.g_01622
OG0000936	Prae.g_01451	Praj.g_01623
OG0000937	Prae.g_01452	Praj.g_01624
OG0000938	Prae.g_01453	Praj.g_01625
OG0000939	Prae.g_01454	Praj.g_01626
OG0000940	Prae.g_01455	Praj.g_01628
OG0000941	Prae.g_01457	Praj.g_01630
OG0000942	Prae.g_01458	Praj.g_01631
OG0000943	Prae.g_01461	Praj.g_01634
OG0000944	Prae.g_01462	Praj.g_01635
OG0000945	Prae.g_01463	Praj.g_01636
OG0000946	Prae.g_01464	Praj.g_01637
OG0000947	Prae.g_01465	Praj.g_01638
OG0000948	Prae.g_01466	Praj.g_01639
OG0000949	Prae.g_01467	Praj.g_01640
OG0000950	Prae.g_01468	Praj.g_01641
OG0000951	Prae.g_01469	Praj.g_01642
OG0000952	Prae.g_01470	Praj.g_01643
OG0000953	Prae.g_01471	Praj.g_01644
OG0000954	Prae.g_01472	Praj.g_01645
OG0000955	Prae.g_01473	Praj.g_01646
OG0000956	Prae.g_01474	Praj.g_01647
OG0000957	Prae.g_01475	Praj.g_00454
OG0000958	Prae.g_01476	Praj.g_01648
OG0000959	Prae.g_01477	Praj.g_01649
OG0000960	Prae.g_01478	Praj.g_01650
OG0000961	Prae.g_01482	Praj.g_01653
OG0000962	Prae.g_01483	Praj.g_01654
OG0000963	Prae.g_01484	Praj.g_01655
OG0000964	Prae.g_01486	Praj.g_01657
OG0000965	Prae.g_01487	Praj.g_01658
OG0000966	Prae.g_01488	Praj.g_01659
OG0000967	Prae.g_01489	Praj.g_01660
OG0000968	Prae.g_01490	Praj.g_01661
OG0000969	Prae.g_01491	Praj.g_01662
OG0000970	Prae.g_01492	Praj.g_01663
OG0000971	Prae.g_01493	Praj.g_01664
OG0000972	Prae.g_01494	Praj.g_01665
OG0000973	Prae.g_01495	Praj.g_01666
OG0000974	Prae.g_01497	Praj.g_01668
OG0000975	Prae.g_01500	Praj.g_01674
OG0000976	Prae.g_01502	Praj.g_01677
OG0000977	Prae.g_01503	Praj.g_01678
OG0000978	Prae.g_01504	Praj.g_01679
OG0000979	Prae.g_01506	Praj.g_01681
OG0000980	Prae.g_01507	Praj.g_01682
OG0000981	Prae.g_01508	Praj.g_01683
OG0000982	Prae.g_01509	Praj.g_01684
OG0000983	Prae.g_01511	Praj.g_01686
OG0000984	Prae.g_01512	Praj.g_01687
OG0000985	Prae.g_01513	Praj.g_01688
OG0000986	Prae.g_01514	Praj.g_01690
OG0000987	Prae.g_01515	Praj.g_01691
OG0000988	Prae.g_01516	Praj.g_01692
OG0000989	Prae.g_01517	Praj.g_01693
OG0000990	Prae.g_01518	Praj.g_01694
OG0000991	Prae.g_01519	Praj.g_01695
OG0000992	Prae.g_01520	Praj.g_01696
OG0000993	Prae.g_01521	Praj.g_01697
OG0000994	Prae.g_01522	Praj.g_01698
OG0000995	Prae.g_01523	Praj.g_01699
OG0000996	Prae.g_01524	Praj.g_01700
OG0000997	Prae.g_01525	Praj.g_01701
OG0000998	Prae.g_01526	Praj.g_01702
OG0000999	Prae.g_01527	Praj.g_01703
OG0001000	Prae.g_01528	Praj.g_01704
OG0001001	Prae.g_01530	Praj.g_01706
OG0001002	Prae.g_01531	Praj.g_01707
OG0001003	Prae.g_01532	Praj.g_01708
OG0001004	Prae.g_01533	Praj.g_01709
OG0001005	Prae.g_01534	Praj.g_01711
OG0001006	Prae.g_01535	Praj.g_01712
OG0001007	Prae.g_01536	Praj.g_01713
OG0001008	Prae.g_01538	Praj.g_01715
OG0001009	Prae.g_01539	Praj.g_01716
OG0001010	Prae.g_01547	Praj.g_01499
OG0001011	Prae.g_01554	Praj.g_01599
OG0001012	Prae.g_01582	Praj.g_00785
OG0001013	Prae.g_01617	Praj.g_01763
OG0001014	Prae.g_01618	Praj.g_01764
OG0001015	Prae.g_01624	Praj.g_01769
OG0001016	Prae.g_01625	Praj.g_01770
OG0001017	Prae.g_01626	Praj.g_01771
OG0001018	Prae.g_01627	Praj.g_01772
OG0001019	Prae.g_01629	Praj.g_01773
OG0001020	Prae.g_01630	Praj.g_01774
OG0001021	Prae.g_01631	Praj.g_01775
OG0001022	Prae.g_01632	Praj.g_01776
OG0001023	Prae.g_01633	Praj.g_01777
OG0001024	Prae.g_01634	Praj.g_01778
OG0001025	Prae.g_01635	Praj.g_01779
OG0001026	Prae.g_01637	Praj.g_01780
OG0001027	Prae.g_01638	Praj.g_01781
OG0001028	Prae.g_01639	Praj.g_01782
OG0001029	Prae.g_01640	Praj.g_01783
OG0001030	Prae.g_01641	Praj.g_01784
OG0001031	Prae.g_01642	Praj.g_01785
OG0001032	Prae.g_01643	Praj.g_01786
OG0001033	Prae.g_01644	Praj.g_01787
OG0001034	Prae.g_01645	Praj.g_01788
OG0001035	Prae.g_01647	Praj.g_01790
OG0001036	Prae.g_01648	Praj.g_01791
OG0001037	Prae.g_01649	Praj.g_01792
OG0001038	Prae.g_01650	Praj.g_01793
OG0001039	Prae.g_01651	Praj.g_01794
OG0001040	Prae.g_01652	Praj.g_01796
OG0001041	Prae.g_01653	Praj.g_01797
OG0001042	Prae.g_01654	Praj.g_01798
OG0001043	Prae.g_01655	Praj.g_01799
OG0001044	Prae.g_01656	Praj.g_01800
OG0001045	Prae.g_01657	Praj.g_01801
OG0001046	Prae.g_01658	Praj.g_01802
OG0001047	Prae.g_01661	Praj.g_01804
OG0001048	Prae.g_01663	Praj.g_01806
OG0001049	Prae.g_01664	Praj.g_01807
OG0001050	Prae.g_01665	Praj.g_01808
OG0001051	Prae.g_01666	Praj.g_01809
OG0001052	Prae.g_01667	Praj.g_01810
OG0001053	Prae.g_01668	Praj.g_01812
OG0001054	Prae.g_01670	Praj.g_01814
OG0001055	Prae.g_01671	Praj.g_01815
OG0001056	Prae.g_01672	Praj.g_01816
OG0001057	Prae.g_01673	Praj.g_01817
OG0001058	Prae.g_01674	Praj.g_01818
OG0001059	Prae.g_01675	Praj.g_01819
OG0001060	Prae.g_01676	Praj.g_01820
OG0001061	Prae.g_01677	Praj.g_01821
OG0001062	Prae.g_01678	Praj.g_01822
OG0001063	Prae.g_01679	Praj.g_01823
OG0001064	Prae.g_01681	Praj.g_01825
OG0001065	Prae.g_01686	Praj.g_01868
OG0001066	Prae.g_01687	Praj.g_01870
OG0001067	Prae.g_01688	Praj.g_01871
OG0001068	Prae.g_01690	Praj.g_01873
OG0001069	Prae.g_01691	Praj.g_01874
OG0001070	Prae.g_01692	Praj.g_01875
OG0001071	Prae.g_01693	Praj.g_01876
OG0001072	Prae.g_01694	Praj.g_01877
OG0001073	Prae.g_01695	Praj.g_01878
OG0001074	Prae.g_01696	Praj.g_01879
OG0001075	Prae.g_01697	Praj.g_01880
OG0001076	Prae.g_01698	Praj.g_01881
OG0001077	Prae.g_01699	Praj.g_01882
OG0001078	Prae.g_01700	Praj.g_01883
OG0001079	Prae.g_01701	Praj.g_01884
OG0001080	Prae.g_01702	Praj.g_01885
OG0001081	Prae.g_01705	Praj.g_01894
OG0001082	Prae.g_01706	Praj.g_01893
OG0001083	Prae.g_01707	Praj.g_01889
OG0001084	Prae.g_01709	Praj.g_01891
OG0001085	Prae.g_01710	Praj.g_01892
OG0001086	Prae.g_01711	Praj.g_01888
OG0001087	Prae.g_01712	Praj.g_01887
OG0001088	Prae.g_01713	Praj.g_01886
OG0001089	Prae.g_01716	Praj.g_01909
OG0001090	Prae.g_01718	Praj.g_01911
OG0001091	Prae.g_01719	Praj.g_01912
OG0001092	Prae.g_01720	Praj.g_01913
OG0001093	Prae.g_01721	Praj.g_01914
OG0001094	Prae.g_01722	Praj.g_01915
OG0001095	Prae.g_01723	Praj.g_01916
OG0001096	Prae.g_01724	Praj.g_01917
OG0001097	Prae.g_01725	Praj.g_01918
OG0001098	Prae.g_01726	Praj.g_01919
OG0001099	Prae.g_01727	Praj.g_01920
OG0001100	Prae.g_01728	Praj.g_01921
OG0001101	Prae.g_01729	Praj.g_01922
OG0001102	Prae.g_01730	Praj.g_01923
OG0001103	Prae.g_01731	Praj.g_01924
OG0001104	Prae.g_01732	Praj.g_01925
OG0001105	Prae.g_01733	Praj.g_01926
OG0001106	Prae.g_01734	Praj.g_01927
OG0001107	Prae.g_01735	Praj.g_01928
OG0001108	Prae.g_01736	Praj.g_01929
OG0001109	Prae.g_01737	Praj.g_01930
OG0001110	Prae.g_01738	Praj.g_01931
OG0001111	Prae.g_01739	Praj.g_01932
OG0001112	Prae.g_01740	Praj.g_01933
OG0001113	Prae.g_01741	Praj.g_01934
OG0001114	Prae.g_01742	Praj.g_01935
OG0001115	Prae.g_01743	Praj.g_01936
OG0001116	Prae.g_01744	Praj.g_01937
OG0001117	Prae.g_01745	Praj.g_01938
OG0001118	Prae.g_01746	Praj.g_01939
OG0001119	Prae.g_01747	Praj.g_01940
OG0001120	Prae.g_01748	Praj.g_01941
OG0001121	Prae.g_01750	Praj.g_01943
OG0001122	Prae.g_01751	Praj.g_01944
OG0001123	Prae.g_01752	Praj.g_01945
OG0001124	Prae.g_01754	Praj.g_01947
OG0001125	Prae.g_01756	Praj.g_01949
OG0001126	Prae.g_01757	Praj.g_01950
OG0001127	Prae.g_01759	Praj.g_01953
OG0001128	Prae.g_01760	Praj.g_01954
OG0001129	Prae.g_01761	Praj.g_01955
OG0001130	Prae.g_01765	Praj.g_01958
OG0001131	Prae.g_01766	Praj.g_01959
OG0001132	Prae.g_01767	Praj.g_01960
OG0001133	Prae.g_01768	Praj.g_01961
OG0001134	Prae.g_01769	Praj.g_01962
OG0001135	Prae.g_01770	Praj.g_01963
OG0001136	Prae.g_01771	Praj.g_01964
OG0001137	Prae.g_01772	Praj.g_01965
OG0001138	Prae.g_01773	Praj.g_01966
OG0001139	Prae.g_01774	Praj.g_01968
OG0001140	Prae.g_01775	Praj.g_01969
OG0001141	Prae.g_01776	Praj.g_01970
OG0001142	Prae.g_01779	Praj.g_01975
OG0001143	Prae.g_01780	Praj.g_01976
OG0001144	Prae.g_01781	Praj.g_01977
OG0001145	Prae.g_01782	Praj.g_01978
OG0001146	Prae.g_01783	Praj.g_01979
OG0001147	Prae.g_01784	Praj.g_01980
OG0001148	Prae.g_01785	Praj.g_01981
OG0001149	Prae.g_01787	Praj.g_01982
OG0001150	Prae.g_01788	Praj.g_01983
OG0001151	Prae.g_01790	Praj.g_01986
OG0001152	Prae.g_01791	Praj.g_01987
