Orthogroup	Prae	Prbn
OG0000566	Prae.g_00618	Prbn.g_00436
OG0000567	Prae.g_00619	Prbn.g_00437
OG0000568	Prae.g_00620	Prbn.g_00438
OG0000569	Prae.g_00621	Prbn.g_00439
OG0000570	Prae.g_00622	Prbn.g_00440
OG0000571	Prae.g_00623	Prbn.g_00441
OG0000572	Prae.g_00624	Prbn.g_00442
OG0000573	Prae.g_00627	Prbn.g_00445
OG0000574	Prae.g_00628	Prbn.g_00446
OG0000575	Prae.g_00629	Prbn.g_00447
OG0000576	Prae.g_00630	Prbn.g_00448
OG0000577	Prae.g_00631	Prbn.g_00449
OG0000578	Prae.g_00632	Prbn.g_00450
OG0000579	Prae.g_00633	Prbn.g_00834
OG0000580	Prae.g_00634	Prbn.g_00835
OG0000581	Prae.g_00635	Prbn.g_00836
OG0000582	Prae.g_00636	Prbn.g_00837
OG0000583	Prae.g_00637	Prbn.g_00838
OG0000584	Prae.g_00638	Prbn.g_00840
OG0000585	Prae.g_00639	Prbn.g_00841
OG0000586	Prae.g_00641	Prbn.g_00843
OG0000587	Prae.g_00642	Prbn.g_00844
OG0000588	Prae.g_00644	Prbn.g_01594
OG0000589	Prae.g_00645	Prbn.g_01593
OG0000590	Prae.g_00647	Prbn.g_01591
OG0000591	Prae.g_00653	Prbn.g_01585
OG0000592	Prae.g_00654	Prbn.g_01584
OG0000593	Prae.g_00655	Prbn.g_01583
OG0000594	Prae.g_00657	Prbn.g_01580
OG0000595	Prae.g_00658	Prbn.g_01579
OG0000596	Prae.g_00659	Prbn.g_01578
OG0000597	Prae.g_00661	Prbn.g_01576
OG0000598	Prae.g_00662	Prbn.g_01575
OG0000599	Prae.g_00663	Prbn.g_01574
OG0000600	Prae.g_00664	Prbn.g_01573
OG0000601	Prae.g_00666	Prbn.g_01570
OG0000602	Prae.g_00667	Prbn.g_01569
OG0000603	Prae.g_00668	Prbn.g_01568
OG0000604	Prae.g_00669	Prbn.g_01565
OG0000605	Prae.g_00670	Prbn.g_01564
OG0000606	Prae.g_00671	Prbn.g_01563
OG0000607	Prae.g_00673	Prbn.g_01561
OG0000608	Prae.g_00674	Prbn.g_01559
OG0000609	Prae.g_00678	Prbn.g_00905
OG0000610	Prae.g_00679	Prbn.g_01635
OG0000611	Prae.g_00712	Prbn.g_01553
OG0000612	Prae.g_00713	Prbn.g_01552
OG0000613	Prae.g_00714	Prbn.g_00857
OG0000614	Prae.g_00715	Prbn.g_00858
OG0000615	Prae.g_00717	Prbn.g_00860
OG0000616	Prae.g_00718	Prbn.g_00861
OG0000617	Prae.g_00719	Prbn.g_00862
OG0000618	Prae.g_00720	Prbn.g_00863
OG0000619	Prae.g_00721	Prbn.g_00864
OG0000620	Prae.g_00722	Prbn.g_01947
OG0000621	Prae.g_00723	Prbn.g_01948
OG0000622	Prae.g_00724	Prbn.g_01949
OG0000623	Prae.g_00725	Prbn.g_01950
OG0000624	Prae.g_00726	Prbn.g_01952
OG0000625	Prae.g_00727	Prbn.g_01345
OG0000626	Prae.g_00728	Prbn.g_01346
OG0000627	Prae.g_00729	Prbn.g_01347
OG0000628	Prae.g_00730	Prbn.g_01348
OG0000629	Prae.g_00731	Prbn.g_01349
OG0000630	Prae.g_00732	Prbn.g_01350
OG0000631	Prae.g_00734	Prbn.g_01352
OG0000632	Prae.g_00748	Prbn.g_01353
OG0000633	Prae.g_00752	Prbn.g_01023
OG0000634	Prae.g_00766	Prbn.g_01100
OG0000635	Prae.g_00770	Prbn.g_00468
OG0000636	Prae.g_00771	Prbn.g_00469
OG0000637	Prae.g_00772	Prbn.g_00470
OG0000638	Prae.g_00784	Prbn.g_00102
OG0000639	Prae.g_00793	Prbn.g_01451
OG0000640	Prae.g_00794	Prbn.g_01447
OG0000641	Prae.g_00797	Prbn.g_01445
OG0000642	Prae.g_00798	Prbn.g_01444
OG0000643	Prae.g_00799	Prbn.g_01443
OG0000644	Prae.g_00800	Prbn.g_00856
OG0000645	Prae.g_00801	Prbn.g_01551
OG0000646	Prae.g_00802	Prbn.g_01550
OG0000647	Prae.g_00803	Prbn.g_01549
OG0000648	Prae.g_00805	Prbn.g_01547
OG0000649	Prae.g_00806	Prbn.g_01546
OG0000650	Prae.g_00807	Prbn.g_01545
OG0000651	Prae.g_00808	Prbn.g_01544
OG0000652	Prae.g_00809	Prbn.g_01543
OG0000653	Prae.g_00810	Prbn.g_01542
OG0000654	Prae.g_00812	Prbn.g_01540
OG0000655	Prae.g_00814	Prbn.g_01538
OG0000656	Prae.g_00815	Prbn.g_01537
OG0000657	Prae.g_00816	Prbn.g_01536
OG0000658	Prae.g_00817	Prbn.g_01535
OG0000659	Prae.g_00818	Prbn.g_01534
OG0000660	Prae.g_00819	Prbn.g_01533
OG0000661	Prae.g_00820	Prbn.g_01532
OG0000662	Prae.g_00821	Prbn.g_01530
OG0000663	Prae.g_00822	Prbn.g_01529
OG0000664	Prae.g_00823	Prbn.g_01528
OG0000665	Prae.g_00824	Prbn.g_01527
OG0000666	Prae.g_00825	Prbn.g_01526
OG0000667	Prae.g_00826	Prbn.g_01525
OG0000668	Prae.g_00827	Prbn.g_01524
OG0000669	Prae.g_00829	Prbn.g_01522
OG0000670	Prae.g_00830	Prbn.g_01521
OG0000671	Prae.g_00831	Prbn.g_01520
OG0000672	Prae.g_00832	Prbn.g_01519
OG0000673	Prae.g_00833	Prbn.g_01518
OG0000674	Prae.g_00834	Prbn.g_01517
OG0000675	Prae.g_00836	Prbn.g_01515
OG0000676	Prae.g_00837	Prbn.g_01514
OG0000677	Prae.g_00839	Prbn.g_01511
OG0000678	Prae.g_00841	Prbn.g_01509
OG0000679	Prae.g_00842	Prbn.g_01507
OG0000680	Prae.g_00843	Prbn.g_01506
OG0000681	Prae.g_00844	Prbn.g_01505
OG0000682	Prae.g_00845	Prbn.g_01504
OG0000683	Prae.g_00847	Prbn.g_01502
OG0000684	Prae.g_00848	Prbn.g_01501
OG0000685	Prae.g_00849	Prbn.g_01500
OG0000686	Prae.g_00850	Prbn.g_01499
OG0000687	Prae.g_00851	Prbn.g_01498
OG0000688	Prae.g_00852	Prbn.g_01497
OG0000689	Prae.g_00853	Prbn.g_01496
OG0000690	Prae.g_00854	Prbn.g_01495
OG0000691	Prae.g_00855	Prbn.g_01494
OG0000692	Prae.g_00857	Prbn.g_01490
OG0000693	Prae.g_00858	Prbn.g_01489
OG0000694	Prae.g_00859	Prbn.g_01488
OG0000695	Prae.g_00860	Prbn.g_01487
OG0000696	Prae.g_00861	Prbn.g_01486
OG0000697	Prae.g_00863	Prbn.g_01484
OG0000698	Prae.g_00865	Prbn.g_01480
OG0000699	Prae.g_00866	Prbn.g_01479
OG0000700	Prae.g_00892	Prbn.g_01930
OG0000701	Prae.g_00897	Prbn.g_01925
OG0000702	Prae.g_00900	Prbn.g_01632
OG0000703	Prae.g_00901	Prbn.g_01630
OG0000704	Prae.g_00902	Prbn.g_01629
OG0000705	Prae.g_00903	Prbn.g_01627
OG0000706	Prae.g_00904	Prbn.g_01626
OG0000707	Prae.g_00905	Prbn.g_01624
OG0000708	Prae.g_00906	Prbn.g_01623
OG0000709	Prae.g_00908	Prbn.g_01621
OG0000710	Prae.g_00909	Prbn.g_01620
OG0000711	Prae.g_00910	Prbn.g_01619
OG0000712	Prae.g_00911	Prbn.g_01618
OG0000713	Prae.g_00912	Prbn.g_01617
OG0000714	Prae.g_00914	Prbn.g_01615
OG0000715	Prae.g_00915	Prbn.g_01614
OG0000716	Prae.g_00917	Prbn.g_01612
OG0000717	Prae.g_00918	Prbn.g_01611
OG0000718	Prae.g_00919	Prbn.g_01610
OG0000719	Prae.g_00921	Prbn.g_01608
OG0000720	Prae.g_00922	Prbn.g_01607
OG0000721	Prae.g_00924	Prbn.g_01604
OG0000722	Prae.g_00925	Prbn.g_01603
OG0000723	Prae.g_00926	Prbn.g_01602
OG0000724	Prae.g_00927	Prbn.g_01600
OG0000725	Prae.g_00928	Prbn.g_01599
OG0000726	Prae.g_00929	Prbn.g_01598
OG0000727	Prae.g_00930	Prbn.g_01597
OG0000728	Prae.g_00931	Prbn.g_01596
OG0000729	Prae.g_00932	Prbn.g_01595
OG0000730	Prae.g_00933	Prbn.g_00846
OG0000731	Prae.g_00934	Prbn.g_00848
OG0000732	Prae.g_00935	Prbn.g_00849
OG0000733	Prae.g_00936	Prbn.g_00850
OG0000734	Prae.g_00937	Prbn.g_00851
OG0000735	Prae.g_00938	Prbn.g_00853
OG0000736	Prae.g_00939	Prbn.g_00854
OG0000737	Prae.g_00940	Prbn.g_00855
OG0000738	Prae.g_00941	Prbn.g_01442
OG0000739	Prae.g_00942	Prbn.g_01441
OG0000740	Prae.g_00943	Prbn.g_01440
OG0000741	Prae.g_00944	Prbn.g_01439
OG0000742	Prae.g_00946	Prbn.g_01437
OG0000743	Prae.g_00947	Prbn.g_01436
OG0000744	Prae.g_00948	Prbn.g_01435
OG0000745	Prae.g_00949	Prbn.g_01434
OG0000746	Prae.g_00950	Prbn.g_01433
OG0000747	Prae.g_00951	Prbn.g_01432
OG0000748	Prae.g_00952	Prbn.g_01431
OG0000749	Prae.g_00953	Prbn.g_01430
OG0000750	Prae.g_00954	Prbn.g_01428
OG0000751	Prae.g_00955	Prbn.g_01427
OG0000752	Prae.g_00956	Prbn.g_01368
OG0000753	Prae.g_00958	Prbn.g_01425
OG0000754	Prae.g_00959	Prbn.g_01424
OG0000755	Prae.g_00960	Prbn.g_01423
OG0000756	Prae.g_00961	Prbn.g_01421
OG0000757	Prae.g_00962	Prbn.g_01420
OG0000758	Prae.g_00963	Prbn.g_01419
OG0000759	Prae.g_00965	Prbn.g_01417
OG0000760	Prae.g_00966	Prbn.g_01416
OG0000761	Prae.g_00967	Prbn.g_01415
OG0000762	Prae.g_00969	Prbn.g_01413
OG0000763	Prae.g_00970	Prbn.g_01412
OG0000764	Prae.g_00971	Prbn.g_01411
OG0000765	Prae.g_00972	Prbn.g_01410
OG0000766	Prae.g_00973	Prbn.g_01409
OG0000767	Prae.g_00975	Prbn.g_01407
OG0000768	Prae.g_00976	Prbn.g_01406
OG0000769	Prae.g_00977	Prbn.g_01405
OG0000770	Prae.g_00978	Prbn.g_01404
OG0000771	Prae.g_00979	Prbn.g_01403
OG0000772	Prae.g_00980	Prbn.g_01123
OG0000773	Prae.g_00981	Prbn.g_01401
OG0000774	Prae.g_00982	Prbn.g_01400
OG0000775	Prae.g_00983	Prbn.g_01399
OG0000776	Prae.g_00985	Prbn.g_01396
OG0000777	Prae.g_00987	Prbn.g_01395
OG0000778	Prae.g_00988	Prbn.g_01394
OG0000779	Prae.g_00989	Prbn.g_01393
OG0000780	Prae.g_00991	Prbn.g_01391
OG0000781	Prae.g_00993	Prbn.g_01389
OG0000782	Prae.g_00994	Prbn.g_01388
OG0000783	Prae.g_01009	Prbn.g_01384
OG0000784	Prae.g_01011	Prbn.g_01382
OG0000785	Prae.g_01012	Prbn.g_01381
OG0000786	Prae.g_01013	Prbn.g_01380
OG0000787	Prae.g_01014	Prbn.g_01379
OG0000788	Prae.g_01018	Prbn.g_01373
OG0000789	Prae.g_01020	Prbn.g_01370
OG0000790	Prae.g_01021	Prbn.g_01369
OG0000791	Prae.g_01022	Prbn.g_01366
OG0000792	Prae.g_01023	Prbn.g_01365
OG0000793	Prae.g_01024	Prbn.g_01364
OG0000794	Prae.g_01026	Prbn.g_01361
OG0000795	Prae.g_01029	Prbn.g_01460
OG0000796	Prae.g_01030	Prbn.g_01461
OG0000797	Prae.g_01032	Prbn.g_01463
OG0000798	Prae.g_01033	Prbn.g_01464
OG0000799	Prae.g_01034	Prbn.g_01465
OG0000800	Prae.g_01035	Prbn.g_01466
OG0000801	Prae.g_01038	Prbn.g_01469
OG0000802	Prae.g_01039	Prbn.g_01470
OG0000803	Prae.g_01041	Prbn.g_01472
OG0000804	Prae.g_01042	Prbn.g_01473
OG0000805	Prae.g_01043	Prbn.g_01474
OG0000806	Prae.g_01045	Prbn.g_01476
OG0000807	Prae.g_01072	Prbn.g_00692
OG0000808	Prae.g_01081	Prbn.g_01039
OG0000809	Prae.g_01084	Prbn.g_01141
OG0000810	Prae.g_01085	Prbn.g_00473
OG0000811	Prae.g_01092	Prbn.g_01106
OG0000812	Prae.g_01096	Prbn.g_01147
OG0000813	Prae.g_01100	Prbn.g_00111
OG0000814	Prae.g_01102	Prbn.g_01120
OG0000815	Prae.g_01115	Prbn.g_01239
OG0000816	Prae.g_01131	Prbn.g_01651
OG0000817	Prae.g_01132	Prbn.g_01652
OG0000818	Prae.g_01137	Prbn.g_01028
OG0000819	Prae.g_01144	Prbn.g_01167
OG0000820	Prae.g_01148	Prbn.g_01173
OG0000821	Prae.g_01150	Prbn.g_01175
OG0000822	Prae.g_01151	Prbn.g_01176
OG0000823	Prae.g_01152	Prbn.g_01177
OG0000824	Prae.g_01153	Prbn.g_01178
OG0000825	Prae.g_01154	Prbn.g_01179
OG0000826	Prae.g_01155	Prbn.g_01180
OG0000827	Prae.g_01156	Prbn.g_01181
OG0000828	Prae.g_01157	Prbn.g_01182
OG0000829	Prae.g_01158	Prbn.g_01183
OG0000830	Prae.g_01159	Prbn.g_01185
OG0000831	Prae.g_01162	Prbn.g_01188
OG0000832	Prae.g_01164	Prbn.g_01190
OG0000833	Prae.g_01165	Prbn.g_01191
OG0000834	Prae.g_01166	Prbn.g_01192
OG0000835	Prae.g_01167	Prbn.g_01193
OG0000836	Prae.g_01168	Prbn.g_01194
OG0000837	Prae.g_01170	Prbn.g_01197
OG0000838	Prae.g_01171	Prbn.g_01198
OG0000839	Prae.g_01172	Prbn.g_01199
OG0000840	Prae.g_01173	Prbn.g_01200
OG0000841	Prae.g_01174	Prbn.g_01201
OG0000842	Prae.g_01175	Prbn.g_01203
OG0000843	Prae.g_01176	Prbn.g_01204
OG0000844	Prae.g_01177	Prbn.g_01205
OG0000845	Prae.g_01178	Prbn.g_01206
OG0000846	Prae.g_01181	Prbn.g_01208
OG0000847	Prae.g_01183	Prbn.g_01210
OG0000848	Prae.g_01184	Prbn.g_01211
OG0000849	Prae.g_01185	Prbn.g_00387
OG0000850	Prae.g_01186	Prbn.g_00388
OG0000851	Prae.g_01187	Prbn.g_00390
OG0000852	Prae.g_01189	Prbn.g_00392
OG0000853	Prae.g_01190	Prbn.g_00394
OG0000854	Prae.g_01192	Prbn.g_00396
OG0000855	Prae.g_01193	Prbn.g_00397
OG0000856	Prae.g_01194	Prbn.g_00398
OG0000857	Prae.g_01195	Prbn.g_00399
OG0000858	Prae.g_01196	Prbn.g_00400
OG0000859	Prae.g_01197	Prbn.g_00401
OG0000860	Prae.g_01198	Prbn.g_00402
OG0000861	Prae.g_01199	Prbn.g_00403
OG0000862	Prae.g_01200	Prbn.g_00404
OG0000863	Prae.g_01201	Prbn.g_00405
OG0000864	Prae.g_01202	Prbn.g_00406
OG0000865	Prae.g_01203	Prbn.g_00407
OG0000866	Prae.g_01204	Prbn.g_00408
OG0000867	Prae.g_01205	Prbn.g_00409
OG0000868	Prae.g_01206	Prbn.g_00410
OG0000869	Prae.g_01208	Prbn.g_00412
OG0000870	Prae.g_01209	Prbn.g_00413
OG0000871	Prae.g_01211	Prbn.g_00414
OG0000872	Prae.g_01212	Prbn.g_00415
OG0000873	Prae.g_01214	Prbn.g_00417
OG0000874	Prae.g_01215	Prbn.g_00418
OG0000875	Prae.g_01216	Prbn.g_00419
OG0000876	Prae.g_01217	Prbn.g_00420
OG0000877	Prae.g_01219	Prbn.g_00483
OG0000878	Prae.g_01293	Prbn.g_01671
OG0000879	Prae.g_01317	Prbn.g_01095
OG0000880	Prae.g_01318	Prbn.g_01094
OG0000881	Prae.g_01319	Prbn.g_01093
OG0000882	Prae.g_01320	Prbn.g_01092
OG0000883	Prae.g_01321	Prbn.g_01091
OG0000884	Prae.g_01324	Prbn.g_01089
OG0000885	Prae.g_01325	Prbn.g_01088
OG0000886	Prae.g_01326	Prbn.g_01087
OG0000887	Prae.g_01327	Prbn.g_01086
OG0000888	Prae.g_01328	Prbn.g_01085
OG0000889	Prae.g_01331	Prbn.g_01082
OG0000890	Prae.g_01332	Prbn.g_01081
OG0000891	Prae.g_01333	Prbn.g_01080
OG0000892	Prae.g_01335	Prbn.g_01077
OG0000893	Prae.g_01336	Prbn.g_01076
OG0000894	Prae.g_01337	Prbn.g_01075
OG0000895	Prae.g_01338	Prbn.g_01074
OG0000896	Prae.g_01339	Prbn.g_01073
OG0000897	Prae.g_01340	Prbn.g_01072
OG0000898	Prae.g_01342	Prbn.g_01069
OG0000899	Prae.g_01343	Prbn.g_01068
OG0000900	Prae.g_01350	Prbn.g_01216
OG0000901	Prae.g_01354	Prbn.g_01060
OG0000902	Prae.g_01355	Prbn.g_00615
OG0000903	Prae.g_01356	Prbn.g_01124
OG0000904	Prae.g_01358	Prbn.g_00883
OG0000905	Prae.g_01360	Prbn.g_01146
OG0000906	Prae.g_01362	Prbn.g_01164
OG0000907	Prae.g_01363	Prbn.g_01482
OG0000908	Prae.g_01366	Prbn.g_01127
OG0000909	Prae.g_01370	Prbn.g_01242
OG0000910	Prae.g_01371	Prbn.g_00153
OG0000911	Prae.g_01372	Prbn.g_00154
OG0000912	Prae.g_01373	Prbn.g_00155
OG0000913	Prae.g_01374	Prbn.g_00156
OG0000914	Prae.g_01375	Prbn.g_00157
OG0000915	Prae.g_01376	Prbn.g_00158
OG0000916	Prae.g_01377	Prbn.g_00159
OG0000917	Prae.g_01378	Prbn.g_00160
OG0000918	Prae.g_01379	Prbn.g_00161
OG0000919	Prae.g_01380	Prbn.g_00162
OG0000920	Prae.g_01381	Prbn.g_00163
OG0000921	Prae.g_01382	Prbn.g_00164
OG0000922	Prae.g_01383	Prbn.g_00165
OG0000923	Prae.g_01384	Prbn.g_00166
OG0000924	Prae.g_01385	Prbn.g_00167
OG0000925	Prae.g_01386	Prbn.g_00168
OG0000926	Prae.g_01426	Prbn.g_01014
OG0000927	Prae.g_01441	Prbn.g_00195
OG0000928	Prae.g_01442	Prbn.g_00196
OG0000929	Prae.g_01443	Prbn.g_00197
OG0000930	Prae.g_01444	Prbn.g_00198
OG0000931	Prae.g_01445	Prbn.g_00199
OG0000932	Prae.g_01447	Prbn.g_00201
OG0000933	Prae.g_01448	Prbn.g_00202
OG0000934	Prae.g_01449	Prbn.g_00203
OG0000935	Prae.g_01450	Prbn.g_00204
OG0000936	Prae.g_01451	Prbn.g_00205
OG0000937	Prae.g_01452	Prbn.g_00206
OG0000938	Prae.g_01453	Prbn.g_00207
OG0000939	Prae.g_01454	Prbn.g_00208
OG0000940	Prae.g_01455	Prbn.g_00209
OG0000941	Prae.g_01457	Prbn.g_00210
OG0000942	Prae.g_01458	Prbn.g_00211
OG0000943	Prae.g_01461	Prbn.g_00214
OG0000944	Prae.g_01462	Prbn.g_00215
OG0000945	Prae.g_01463	Prbn.g_00216
OG0000946	Prae.g_01464	Prbn.g_00217
OG0000947	Prae.g_01465	Prbn.g_00218
OG0000948	Prae.g_01466	Prbn.g_00219
OG0000949	Prae.g_01467	Prbn.g_00220
OG0000950	Prae.g_01468	Prbn.g_00221
OG0000951	Prae.g_01469	Prbn.g_00222
OG0000952	Prae.g_01470	Prbn.g_00223
OG0000953	Prae.g_01471	Prbn.g_00224
OG0000954	Prae.g_01472	Prbn.g_00225
OG0000955	Prae.g_01473	Prbn.g_00226
OG0000956	Prae.g_01474	Prbn.g_00227
OG0000957	Prae.g_01475	Prbn.g_00228
OG0000958	Prae.g_01476	Prbn.g_00229
OG0000959	Prae.g_01477	Prbn.g_00230
OG0000960	Prae.g_01478	Prbn.g_00231
OG0000961	Prae.g_01482	Prbn.g_00235
OG0000962	Prae.g_01483	Prbn.g_00236
OG0000963	Prae.g_01484	Prbn.g_00237
OG0000964	Prae.g_01486	Prbn.g_00239
OG0000965	Prae.g_01487	Prbn.g_00240
OG0000966	Prae.g_01488	Prbn.g_00241
OG0000967	Prae.g_01489	Prbn.g_00242
OG0000968	Prae.g_01490	Prbn.g_00243
OG0000969	Prae.g_01491	Prbn.g_00244
OG0000970	Prae.g_01492	Prbn.g_00245
OG0000971	Prae.g_01493	Prbn.g_00246
OG0000972	Prae.g_01494	Prbn.g_00247
OG0000973	Prae.g_01495	Prbn.g_00248
OG0000974	Prae.g_01497	Prbn.g_00250
OG0000975	Prae.g_01500	Prbn.g_00256
OG0000976	Prae.g_01502	Prbn.g_00258
OG0000977	Prae.g_01503	Prbn.g_00260
OG0000978	Prae.g_01504	Prbn.g_00262
OG0000979	Prae.g_01506	Prbn.g_00264
OG0000980	Prae.g_01507	Prbn.g_00265
OG0000981	Prae.g_01508	Prbn.g_00266
OG0000982	Prae.g_01509	Prbn.g_00267
OG0000983	Prae.g_01511	Prbn.g_00269
OG0000984	Prae.g_01512	Prbn.g_00270
OG0000985	Prae.g_01513	Prbn.g_00271
OG0000986	Prae.g_01514	Prbn.g_00272
OG0000987	Prae.g_01515	Prbn.g_00273
OG0000988	Prae.g_01516	Prbn.g_00274
OG0000989	Prae.g_01517	Prbn.g_00275
OG0000990	Prae.g_01518	Prbn.g_00276
OG0000991	Prae.g_01519	Prbn.g_00277
OG0000992	Prae.g_01520	Prbn.g_00278
OG0000993	Prae.g_01521	Prbn.g_00279
OG0000994	Prae.g_01522	Prbn.g_00280
OG0000995	Prae.g_01523	Prbn.g_00281
OG0000996	Prae.g_01524	Prbn.g_00282
OG0000997	Prae.g_01525	Prbn.g_00283
OG0000998	Prae.g_01526	Prbn.g_00284
OG0000999	Prae.g_01527	Prbn.g_00285
OG0001000	Prae.g_01528	Prbn.g_00286
OG0001001	Prae.g_01530	Prbn.g_00288
OG0001002	Prae.g_01531	Prbn.g_00289
OG0001003	Prae.g_01532	Prbn.g_00904
OG0001004	Prae.g_01533	Prbn.g_00903
OG0001005	Prae.g_01534	Prbn.g_00900
OG0001006	Prae.g_01535	Prbn.g_00899
OG0001007	Prae.g_01536	Prbn.g_00898
OG0001008	Prae.g_01538	Prbn.g_00896
OG0001009	Prae.g_01539	Prbn.g_00895
OG0001010	Prae.g_01547	Prbn.g_01688
OG0001011	Prae.g_01554	Prbn.g_00486
OG0001012	Prae.g_01582	Prbn.g_01531
OG0001013	Prae.g_01617	Prbn.g_01738
OG0001014	Prae.g_01618	Prbn.g_01739
OG0001015	Prae.g_01624	Prbn.g_01746
OG0001016	Prae.g_01625	Prbn.g_01747
OG0001017	Prae.g_01626	Prbn.g_01748
OG0001018	Prae.g_01627	Prbn.g_01749
OG0001019	Prae.g_01629	Prbn.g_01751
OG0001020	Prae.g_01630	Prbn.g_01752
OG0001021	Prae.g_01631	Prbn.g_01753
OG0001022	Prae.g_01632	Prbn.g_01754
OG0001023	Prae.g_01633	Prbn.g_01755
OG0001024	Prae.g_01634	Prbn.g_01757
OG0001025	Prae.g_01635	Prbn.g_01758
OG0001026	Prae.g_01637	Prbn.g_01759
OG0001027	Prae.g_01638	Prbn.g_01760
OG0001028	Prae.g_01639	Prbn.g_01761
OG0001029	Prae.g_01640	Prbn.g_01762
OG0001030	Prae.g_01641	Prbn.g_01763
OG0001031	Prae.g_01642	Prbn.g_01764
OG0001032	Prae.g_01643	Prbn.g_01765
OG0001033	Prae.g_01644	Prbn.g_01766
OG0001034	Prae.g_01645	Prbn.g_01767
OG0001035	Prae.g_01647	Prbn.g_01770
OG0001036	Prae.g_01648	Prbn.g_01771
OG0001037	Prae.g_01649	Prbn.g_01772
OG0001038	Prae.g_01650	Prbn.g_01773
OG0001039	Prae.g_01651	Prbn.g_01774
OG0001040	Prae.g_01652	Prbn.g_01775
OG0001041	Prae.g_01653	Prbn.g_01776
OG0001042	Prae.g_01654	Prbn.g_01777
OG0001043	Prae.g_01655	Prbn.g_01778
OG0001044	Prae.g_01656	Prbn.g_01779
OG0001045	Prae.g_01657	Prbn.g_01780
OG0001046	Prae.g_01658	Prbn.g_01781
OG0001047	Prae.g_01661	Prbn.g_01784
OG0001048	Prae.g_01663	Prbn.g_01786
OG0001049	Prae.g_01664	Prbn.g_01787
OG0001050	Prae.g_01665	Prbn.g_01788
OG0001051	Prae.g_01666	Prbn.g_01789
OG0001052	Prae.g_01667	Prbn.g_01790
OG0001053	Prae.g_01668	Prbn.g_01792
OG0001054	Prae.g_01670	Prbn.g_01794
OG0001055	Prae.g_01671	Prbn.g_01795
OG0001056	Prae.g_01672	Prbn.g_01796
OG0001057	Prae.g_01673	Prbn.g_01797
OG0001058	Prae.g_01674	Prbn.g_01798
OG0001059	Prae.g_01675	Prbn.g_01799
OG0001060	Prae.g_01676	Prbn.g_01800
OG0001061	Prae.g_01677	Prbn.g_01801
OG0001062	Prae.g_01678	Prbn.g_01802
OG0001063	Prae.g_01679	Prbn.g_01803
OG0001064	Prae.g_01681	Prbn.g_01805
OG0001065	Prae.g_01686	Prbn.g_01809
OG0001066	Prae.g_01687	Prbn.g_01811
OG0001067	Prae.g_01688	Prbn.g_01812
OG0001068	Prae.g_01690	Prbn.g_01815
OG0001069	Prae.g_01691	Prbn.g_01816
OG0001070	Prae.g_01692	Prbn.g_01817
OG0001071	Prae.g_01693	Prbn.g_01818
OG0001072	Prae.g_01694	Prbn.g_01819
OG0001073	Prae.g_01695	Prbn.g_01820
OG0001074	Prae.g_01696	Prbn.g_01821
OG0001075	Prae.g_01697	Prbn.g_01822
OG0001076	Prae.g_01698	Prbn.g_01823
OG0001077	Prae.g_01699	Prbn.g_01824
OG0001078	Prae.g_01700	Prbn.g_01825
OG0001079	Prae.g_01701	Prbn.g_01826
OG0001080	Prae.g_01702	Prbn.g_01827
OG0001081	Prae.g_01705	Prbn.g_01831
OG0001082	Prae.g_01706	Prbn.g_01832
OG0001083	Prae.g_01707	Prbn.g_01835
OG0001084	Prae.g_01709	Prbn.g_01834
OG0001085	Prae.g_01710	Prbn.g_01833
OG0001086	Prae.g_01711	Prbn.g_01830
OG0001087	Prae.g_01712	Prbn.g_01829
OG0001088	Prae.g_01713	Prbn.g_01828
OG0001089	Prae.g_01716	Prbn.g_01838
OG0001090	Prae.g_01718	Prbn.g_01840
OG0001091	Prae.g_01719	Prbn.g_01841
OG0001092	Prae.g_01720	Prbn.g_01842
OG0001093	Prae.g_01721	Prbn.g_01843
OG0001094	Prae.g_01722	Prbn.g_01844
OG0001095	Prae.g_01723	Prbn.g_01845
OG0001096	Prae.g_01724	Prbn.g_01846
OG0001097	Prae.g_01725	Prbn.g_01847
OG0001098	Prae.g_01726	Prbn.g_01848
OG0001099	Prae.g_01727	Prbn.g_01849
OG0001100	Prae.g_01728	Prbn.g_01850
OG0001101	Prae.g_01729	Prbn.g_01851
OG0001102	Prae.g_01730	Prbn.g_01852
OG0001103	Prae.g_01731	Prbn.g_01853
OG0001104	Prae.g_01732	Prbn.g_01854
OG0001105	Prae.g_01733	Prbn.g_01855
OG0001106	Prae.g_01734	Prbn.g_01856
OG0001107	Prae.g_01735	Prbn.g_01857
OG0001108	Prae.g_01736	Prbn.g_01858
OG0001109	Prae.g_01737	Prbn.g_01859
OG0001110	Prae.g_01738	Prbn.g_01860
OG0001111	Prae.g_01739	Prbn.g_01861
OG0001112	Prae.g_01740	Prbn.g_01862
OG0001113	Prae.g_01741	Prbn.g_01863
OG0001114	Prae.g_01742	Prbn.g_01864
OG0001115	Prae.g_01743	Prbn.g_01865
OG0001116	Prae.g_01744	Prbn.g_01866
OG0001117	Prae.g_01745	Prbn.g_01867
OG0001118	Prae.g_01746	Prbn.g_01868
OG0001119	Prae.g_01747	Prbn.g_01869
OG0001120	Prae.g_01748	Prbn.g_01870
OG0001121	Prae.g_01750	Prbn.g_01872
OG0001122	Prae.g_01751	Prbn.g_01873
OG0001123	Prae.g_01752	Prbn.g_01874
OG0001124	Prae.g_01754	Prbn.g_01876
