Orthogroup	Prae	Prbl
OG0000575	Prae.g_00629	Prbl.g_01031
OG0000576	Prae.g_00630	Prbl.g_01030
OG0000577	Prae.g_00631	Prbl.g_01412
OG0000578	Prae.g_00632	Prbl.g_01411
OG0000579	Prae.g_00633	Prbl.g_01409
OG0000580	Prae.g_00634	Prbl.g_01406
OG0000581	Prae.g_00635	Prbl.g_01405
OG0000582	Prae.g_00636	Prbl.g_01404
OG0000583	Prae.g_00637	Prbl.g_01403
OG0000584	Prae.g_00638	Prbl.g_01401
OG0000585	Prae.g_00639	Prbl.g_01400
OG0000586	Prae.g_00641	Prbl.g_01398
OG0000587	Prae.g_00642	Prbl.g_01397
OG0000588	Prae.g_00644	Prbl.g_01394
OG0000589	Prae.g_00645	Prbl.g_01392
OG0000590	Prae.g_00647	Prbl.g_00891
OG0000591	Prae.g_00653	Prbl.g_01915
OG0000592	Prae.g_00654	Prbl.g_00027
OG0000593	Prae.g_00655	Prbl.g_01242
OG0000594	Prae.g_00657	Prbl.g_02295
OG0000595	Prae.g_00658	Prbl.g_01046
OG0000596	Prae.g_00659	Prbl.g_01869
OG0000597	Prae.g_00661	Prbl.g_01847
OG0000598	Prae.g_00662	Prbl.g_01853
OG0000599	Prae.g_00663	Prbl.g_01857
OG0000600	Prae.g_00664	Prbl.g_01858
OG0000601	Prae.g_00666	Prbl.g_01872
OG0000602	Prae.g_00667	Prbl.g_01873
OG0000603	Prae.g_00668	Prbl.g_01874
OG0000604	Prae.g_00669	Prbl.g_00021
OG0000605	Prae.g_00670	Prbl.g_00022
OG0000606	Prae.g_00671	Prbl.g_00024
OG0000607	Prae.g_00673	Prbl.g_00026
OG0000608	Prae.g_00674	Prbl.g_02373
OG0000609	Prae.g_00678	Prbl.g_02137
OG0000610	Prae.g_00679	Prbl.g_00120
OG0000611	Prae.g_00712	Prbl.g_02565
OG0000612	Prae.g_00713	Prbl.g_02564
OG0000613	Prae.g_00714	Prbl.g_02563
OG0000614	Prae.g_00715	Prbl.g_02562
OG0000615	Prae.g_00717	Prbl.g_02561
OG0000616	Prae.g_00718	Prbl.g_02560
OG0000617	Prae.g_00719	Prbl.g_02559
OG0000618	Prae.g_00720	Prbl.g_02558
OG0000619	Prae.g_00721	Prbl.g_02556
OG0000620	Prae.g_00722	Prbl.g_02555
OG0000621	Prae.g_00723	Prbl.g_02554
OG0000622	Prae.g_00724	Prbl.g_02553
OG0000623	Prae.g_00725	Prbl.g_02552
OG0000624	Prae.g_00726	Prbl.g_02551
OG0000625	Prae.g_00727	Prbl.g_02550
OG0000626	Prae.g_00728	Prbl.g_02549
OG0000627	Prae.g_00729	Prbl.g_02426
OG0000628	Prae.g_00730	Prbl.g_02427
OG0000629	Prae.g_00731	Prbl.g_02430
OG0000630	Prae.g_00732	Prbl.g_02431
OG0000631	Prae.g_00734	Prbl.g_02434
OG0000632	Prae.g_00748	Prbl.g_00040
OG0000633	Prae.g_00752	Prbl.g_01904
OG0000634	Prae.g_00766	Prbl.g_00534
OG0000635	Prae.g_00770	Prbl.g_02470
OG0000636	Prae.g_00771	Prbl.g_02469
OG0000637	Prae.g_00772	Prbl.g_02468
OG0000638	Prae.g_00784	Prbl.g_01195
OG0000639	Prae.g_00793	Prbl.g_01930
OG0000640	Prae.g_00794	Prbl.g_02435
OG0000641	Prae.g_00797	Prbl.g_02440
OG0000642	Prae.g_00798	Prbl.g_02441
OG0000643	Prae.g_00799	Prbl.g_02442
OG0000644	Prae.g_00800	Prbl.g_02341
OG0000645	Prae.g_00801	Prbl.g_02340
OG0000646	Prae.g_00802	Prbl.g_02339
OG0000647	Prae.g_00803	Prbl.g_02338
OG0000648	Prae.g_00805	Prbl.g_02336
OG0000649	Prae.g_00806	Prbl.g_02335
OG0000650	Prae.g_00807	Prbl.g_02334
OG0000651	Prae.g_00808	Prbl.g_02333
OG0000652	Prae.g_00809	Prbl.g_02332
OG0000653	Prae.g_00810	Prbl.g_02331
OG0000654	Prae.g_00812	Prbl.g_02329
OG0000655	Prae.g_00814	Prbl.g_02327
OG0000656	Prae.g_00815	Prbl.g_02326
OG0000657	Prae.g_00816	Prbl.g_02325
OG0000658	Prae.g_00817	Prbl.g_02324
OG0000659	Prae.g_00818	Prbl.g_02323
OG0000660	Prae.g_00819	Prbl.g_02322
OG0000661	Prae.g_00820	Prbl.g_02320
OG0000662	Prae.g_00821	Prbl.g_02317
OG0000663	Prae.g_00822	Prbl.g_02316
OG0000664	Prae.g_00823	Prbl.g_02315
OG0000665	Prae.g_00824	Prbl.g_02314
OG0000666	Prae.g_00825	Prbl.g_02313
OG0000667	Prae.g_00826	Prbl.g_02312
OG0000668	Prae.g_00827	Prbl.g_02311
OG0000669	Prae.g_00829	Prbl.g_02309
OG0000670	Prae.g_00830	Prbl.g_02308
OG0000671	Prae.g_00831	Prbl.g_02307
OG0000672	Prae.g_00832	Prbl.g_02306
OG0000673	Prae.g_00833	Prbl.g_02305
OG0000674	Prae.g_00834	Prbl.g_02304
OG0000675	Prae.g_00836	Prbl.g_01534
OG0000676	Prae.g_00837	Prbl.g_01535
OG0000677	Prae.g_00839	Prbl.g_01538
OG0000678	Prae.g_00841	Prbl.g_01540
OG0000679	Prae.g_00842	Prbl.g_01542
OG0000680	Prae.g_00843	Prbl.g_01543
OG0000681	Prae.g_00844	Prbl.g_01544
OG0000682	Prae.g_00845	Prbl.g_01545
OG0000683	Prae.g_00847	Prbl.g_01547
OG0000684	Prae.g_00848	Prbl.g_01548
OG0000685	Prae.g_00849	Prbl.g_01549
OG0000686	Prae.g_00850	Prbl.g_01550
OG0000687	Prae.g_00851	Prbl.g_01551
OG0000688	Prae.g_00852	Prbl.g_01552
OG0000689	Prae.g_00853	Prbl.g_01554
OG0000690	Prae.g_00854	Prbl.g_01555
OG0000691	Prae.g_00855	Prbl.g_01556
OG0000692	Prae.g_00857	Prbl.g_01567
OG0000693	Prae.g_00858	Prbl.g_01568
OG0000694	Prae.g_00859	Prbl.g_01571
OG0000695	Prae.g_00860	Prbl.g_01576
OG0000696	Prae.g_00861	Prbl.g_01577
OG0000697	Prae.g_00863	Prbl.g_01579
OG0000698	Prae.g_00865	Prbl.g_02423
OG0000699	Prae.g_00866	Prbl.g_02546
OG0000700	Prae.g_00892	Prbl.g_02530
OG0000701	Prae.g_00897	Prbl.g_01329
OG0000702	Prae.g_00900	Prbl.g_01588
OG0000703	Prae.g_00901	Prbl.g_02414
OG0000704	Prae.g_00902	Prbl.g_01078
OG0000705	Prae.g_00903	Prbl.g_02413
OG0000706	Prae.g_00904	Prbl.g_02412
OG0000707	Prae.g_00905	Prbl.g_02410
OG0000708	Prae.g_00906	Prbl.g_02409
OG0000709	Prae.g_00908	Prbl.g_02407
OG0000710	Prae.g_00909	Prbl.g_02406
OG0000711	Prae.g_00910	Prbl.g_02405
OG0000712	Prae.g_00911	Prbl.g_02404
OG0000713	Prae.g_00912	Prbl.g_02403
OG0000714	Prae.g_00914	Prbl.g_02395
OG0000715	Prae.g_00915	Prbl.g_02393
OG0000716	Prae.g_00917	Prbl.g_02388
OG0000717	Prae.g_00918	Prbl.g_02386
OG0000718	Prae.g_00919	Prbl.g_02383
OG0000719	Prae.g_00921	Prbl.g_02368
OG0000720	Prae.g_00922	Prbl.g_02367
OG0000721	Prae.g_00924	Prbl.g_02365
OG0000722	Prae.g_00925	Prbl.g_02364
OG0000723	Prae.g_00926	Prbl.g_02363
OG0000724	Prae.g_00927	Prbl.g_02350
OG0000725	Prae.g_00928	Prbl.g_02351
OG0000726	Prae.g_00929	Prbl.g_02352
OG0000727	Prae.g_00930	Prbl.g_02353
OG0000728	Prae.g_00931	Prbl.g_02354
OG0000729	Prae.g_00932	Prbl.g_02356
OG0000730	Prae.g_00933	Prbl.g_02359
OG0000731	Prae.g_00934	Prbl.g_02348
OG0000732	Prae.g_00935	Prbl.g_02347
OG0000733	Prae.g_00936	Prbl.g_02346
OG0000734	Prae.g_00937	Prbl.g_02345
OG0000735	Prae.g_00938	Prbl.g_02344
OG0000736	Prae.g_00939	Prbl.g_02343
OG0000737	Prae.g_00940	Prbl.g_02342
OG0000738	Prae.g_00941	Prbl.g_02443
OG0000739	Prae.g_00942	Prbl.g_02444
OG0000740	Prae.g_00943	Prbl.g_02445
OG0000741	Prae.g_00944	Prbl.g_02447
OG0000742	Prae.g_00946	Prbl.g_02449
OG0000743	Prae.g_00947	Prbl.g_02450
OG0000744	Prae.g_00948	Prbl.g_02452
OG0000745	Prae.g_00949	Prbl.g_02453
OG0000746	Prae.g_00950	Prbl.g_02454
OG0000747	Prae.g_00951	Prbl.g_01688
OG0000748	Prae.g_00952	Prbl.g_02462
OG0000749	Prae.g_00953	Prbl.g_02463
OG0000750	Prae.g_00954	Prbl.g_02465
OG0000751	Prae.g_00955	Prbl.g_02466
OG0000752	Prae.g_00956	Prbl.g_02210
OG0000753	Prae.g_00958	Prbl.g_02471
OG0000754	Prae.g_00959	Prbl.g_02472
OG0000755	Prae.g_00960	Prbl.g_02473
OG0000756	Prae.g_00961	Prbl.g_02475
OG0000757	Prae.g_00962	Prbl.g_02476
OG0000758	Prae.g_00963	Prbl.g_02477
OG0000759	Prae.g_00965	Prbl.g_02482
OG0000760	Prae.g_00966	Prbl.g_02483
OG0000761	Prae.g_00967	Prbl.g_02485
OG0000762	Prae.g_00969	Prbl.g_02487
OG0000763	Prae.g_00970	Prbl.g_02489
OG0000764	Prae.g_00971	Prbl.g_02491
OG0000765	Prae.g_00972	Prbl.g_02492
OG0000766	Prae.g_00973	Prbl.g_02493
OG0000767	Prae.g_00975	Prbl.g_02495
OG0000768	Prae.g_00976	Prbl.g_02496
OG0000769	Prae.g_00977	Prbl.g_02497
OG0000770	Prae.g_00978	Prbl.g_02498
OG0000771	Prae.g_00979	Prbl.g_02499
OG0000772	Prae.g_00980	Prbl.g_02608
OG0000773	Prae.g_00981	Prbl.g_02501
OG0000774	Prae.g_00982	Prbl.g_02503
OG0000775	Prae.g_00983	Prbl.g_02505
OG0000776	Prae.g_00985	Prbl.g_02508
OG0000777	Prae.g_00987	Prbl.g_02509
OG0000778	Prae.g_00988	Prbl.g_02510
OG0000779	Prae.g_00989	Prbl.g_02514
OG0000780	Prae.g_00991	Prbl.g_02516
OG0000781	Prae.g_00993	Prbl.g_02520
OG0000782	Prae.g_00994	Prbl.g_02521
OG0000783	Prae.g_01009	Prbl.g_02526
OG0000784	Prae.g_01011	Prbl.g_02528
OG0000785	Prae.g_01012	Prbl.g_02529
OG0000786	Prae.g_01013	Prbl.g_02531
OG0000787	Prae.g_01014	Prbl.g_02532
OG0000788	Prae.g_01018	Prbl.g_02538
OG0000789	Prae.g_01020	Prbl.g_02541
OG0000790	Prae.g_01021	Prbl.g_02209
OG0000791	Prae.g_01022	Prbl.g_02542
OG0000792	Prae.g_01023	Prbl.g_02543
OG0000793	Prae.g_01024	Prbl.g_02544
OG0000794	Prae.g_01026	Prbl.g_02547
OG0000795	Prae.g_01029	Prbl.g_00939
OG0000796	Prae.g_01030	Prbl.g_00938
OG0000797	Prae.g_01032	Prbl.g_00935
OG0000798	Prae.g_01033	Prbl.g_00934
OG0000799	Prae.g_01034	Prbl.g_00933
OG0000800	Prae.g_01035	Prbl.g_00932
OG0000801	Prae.g_01038	Prbl.g_00929
OG0000802	Prae.g_01039	Prbl.g_00928
OG0000803	Prae.g_01041	Prbl.g_00925
OG0000804	Prae.g_01042	Prbl.g_00924
OG0000805	Prae.g_01043	Prbl.g_00923
OG0000806	Prae.g_01045	Prbl.g_00922
OG0000807	Prae.g_01072	Prbl.g_02575
OG0000808	Prae.g_01081	Prbl.g_01603
OG0000809	Prae.g_01084	Prbl.g_00472
OG0000810	Prae.g_01085	Prbl.g_01686
OG0000811	Prae.g_01092	Prbl.g_02062
OG0000812	Prae.g_01096	Prbl.g_01199
OG0000813	Prae.g_01100	Prbl.g_01208
OG0000814	Prae.g_01102	Prbl.g_00687
OG0000815	Prae.g_01115	Prbl.g_01621
OG0000816	Prae.g_01131	Prbl.g_02197
OG0000817	Prae.g_01132	Prbl.g_02203
OG0000818	Prae.g_01137	Prbl.g_01931
OG0000819	Prae.g_01144	Prbl.g_00694
OG0000820	Prae.g_01148	Prbl.g_00545
OG0000821	Prae.g_01150	Prbl.g_02066
OG0000822	Prae.g_01151	Prbl.g_02067
OG0000823	Prae.g_01152	Prbl.g_02068
OG0000824	Prae.g_01153	Prbl.g_02069
OG0000825	Prae.g_01154	Prbl.g_02071
OG0000826	Prae.g_01155	Prbl.g_02072
OG0000827	Prae.g_01156	Prbl.g_02075
OG0000828	Prae.g_01157	Prbl.g_02077
OG0000829	Prae.g_01158	Prbl.g_02078
OG0000830	Prae.g_01159	Prbl.g_02081
OG0000831	Prae.g_01162	Prbl.g_02083
OG0000832	Prae.g_01164	Prbl.g_02085
OG0000833	Prae.g_01165	Prbl.g_02086
OG0000834	Prae.g_01166	Prbl.g_02088
OG0000835	Prae.g_01167	Prbl.g_02089
OG0000836	Prae.g_01168	Prbl.g_02090
OG0000837	Prae.g_01170	Prbl.g_02100
OG0000838	Prae.g_01171	Prbl.g_02102
OG0000839	Prae.g_01172	Prbl.g_02103
OG0000840	Prae.g_01173	Prbl.g_02104
OG0000841	Prae.g_01174	Prbl.g_02105
OG0000842	Prae.g_01175	Prbl.g_00178
OG0000843	Prae.g_01176	Prbl.g_00179
OG0000844	Prae.g_01177	Prbl.g_00180
OG0000845	Prae.g_01178	Prbl.g_00181
OG0000846	Prae.g_01181	Prbl.g_00184
OG0000847	Prae.g_01183	Prbl.g_00185
OG0000848	Prae.g_01184	Prbl.g_01379
OG0000849	Prae.g_01185	Prbl.g_01382
OG0000850	Prae.g_01186	Prbl.g_01383
OG0000851	Prae.g_01187	Prbl.g_01120
OG0000852	Prae.g_01189	Prbl.g_01118
OG0000853	Prae.g_01190	Prbl.g_01116
OG0000854	Prae.g_01192	Prbl.g_01114
OG0000855	Prae.g_01193	Prbl.g_01113
OG0000856	Prae.g_01194	Prbl.g_01112
OG0000857	Prae.g_01195	Prbl.g_01111
OG0000858	Prae.g_01196	Prbl.g_01110
OG0000859	Prae.g_01197	Prbl.g_01109
OG0000860	Prae.g_01198	Prbl.g_01108
OG0000861	Prae.g_01199	Prbl.g_01377
OG0000862	Prae.g_01200	Prbl.g_01376
OG0000863	Prae.g_01201	Prbl.g_01375
OG0000864	Prae.g_01202	Prbl.g_01374
OG0000865	Prae.g_01203	Prbl.g_01372
OG0000866	Prae.g_01204	Prbl.g_02579
OG0000867	Prae.g_01205	Prbl.g_02580
OG0000868	Prae.g_01206	Prbl.g_02582
OG0000869	Prae.g_01208	Prbl.g_02585
OG0000870	Prae.g_01209	Prbl.g_02586
OG0000871	Prae.g_01211	Prbl.g_02590
OG0000872	Prae.g_01212	Prbl.g_02591
OG0000873	Prae.g_01214	Prbl.g_02593
OG0000874	Prae.g_01215	Prbl.g_02594
OG0000875	Prae.g_01216	Prbl.g_00187
OG0000876	Prae.g_01217	Prbl.g_00186
OG0000877	Prae.g_01219	Prbl.g_01103
OG0000878	Prae.g_01293	Prbl.g_00461
OG0000879	Prae.g_01317	Prbl.g_00115
OG0000880	Prae.g_01318	Prbl.g_00114
OG0000881	Prae.g_01319	Prbl.g_00113
OG0000882	Prae.g_01320	Prbl.g_01711
OG0000883	Prae.g_01321	Prbl.g_01713
OG0000884	Prae.g_01324	Prbl.g_01715
OG0000885	Prae.g_01325	Prbl.g_01716
OG0000886	Prae.g_01326	Prbl.g_01717
OG0000887	Prae.g_01327	Prbl.g_01718
OG0000888	Prae.g_01328	Prbl.g_01719
OG0000889	Prae.g_01331	Prbl.g_01723
OG0000890	Prae.g_01332	Prbl.g_01726
OG0000891	Prae.g_01333	Prbl.g_01727
OG0000892	Prae.g_01335	Prbl.g_01730
OG0000893	Prae.g_01336	Prbl.g_01731
OG0000894	Prae.g_01337	Prbl.g_01732
OG0000895	Prae.g_01338	Prbl.g_01733
OG0000896	Prae.g_01339	Prbl.g_01734
OG0000897	Prae.g_01340	Prbl.g_01735
OG0000898	Prae.g_01342	Prbl.g_01738
OG0000899	Prae.g_01343	Prbl.g_01739
OG0000900	Prae.g_01350	Prbl.g_00722
OG0000901	Prae.g_01354	Prbl.g_01333
OG0000902	Prae.g_01355	Prbl.g_00658
OG0000903	Prae.g_01356	Prbl.g_01572
OG0000904	Prae.g_01358	Prbl.g_01695
OG0000905	Prae.g_01360	Prbl.g_00926
OG0000906	Prae.g_01362	Prbl.g_02577
OG0000907	Prae.g_01363	Prbl.g_01586
OG0000908	Prae.g_01366	Prbl.g_00409
OG0000909	Prae.g_01370	Prbl.g_00501
OG0000910	Prae.g_01371	Prbl.g_00500
OG0000911	Prae.g_01372	Prbl.g_00499
OG0000912	Prae.g_01373	Prbl.g_00498
OG0000913	Prae.g_01374	Prbl.g_00497
OG0000914	Prae.g_01375	Prbl.g_00496
OG0000915	Prae.g_01376	Prbl.g_00495
OG0000916	Prae.g_01377	Prbl.g_00494
OG0000917	Prae.g_01378	Prbl.g_00492
OG0000918	Prae.g_01379	Prbl.g_00491
OG0000919	Prae.g_01380	Prbl.g_00490
OG0000920	Prae.g_01381	Prbl.g_00489
OG0000921	Prae.g_01382	Prbl.g_00488
OG0000922	Prae.g_01383	Prbl.g_00487
OG0000923	Prae.g_01384	Prbl.g_00486
OG0000924	Prae.g_01385	Prbl.g_00485
OG0000925	Prae.g_01386	Prbl.g_00484
OG0000926	Prae.g_01426	Prbl.g_00843
OG0000927	Prae.g_01441	Prbl.g_00152
OG0000928	Prae.g_01442	Prbl.g_00153
OG0000929	Prae.g_01443	Prbl.g_00154
OG0000930	Prae.g_01444	Prbl.g_00160
OG0000931	Prae.g_01445	Prbl.g_00161
OG0000932	Prae.g_01447	Prbl.g_00257
OG0000933	Prae.g_01448	Prbl.g_00255
OG0000934	Prae.g_01449	Prbl.g_00254
OG0000935	Prae.g_01450	Prbl.g_00253
OG0000936	Prae.g_01451	Prbl.g_00252
OG0000937	Prae.g_01452	Prbl.g_00251
OG0000938	Prae.g_01453	Prbl.g_00249
OG0000939	Prae.g_01454	Prbl.g_00248
OG0000940	Prae.g_01455	Prbl.g_00246
OG0000941	Prae.g_01457	Prbl.g_00244
OG0000942	Prae.g_01458	Prbl.g_00243
OG0000943	Prae.g_01461	Prbl.g_00240
OG0000944	Prae.g_01462	Prbl.g_00231
OG0000945	Prae.g_01463	Prbl.g_00230
OG0000946	Prae.g_01464	Prbl.g_00229
OG0000947	Prae.g_01465	Prbl.g_00228
OG0000948	Prae.g_01466	Prbl.g_00227
OG0000949	Prae.g_01467	Prbl.g_00226
OG0000950	Prae.g_01468	Prbl.g_00225
OG0000951	Prae.g_01469	Prbl.g_00224
OG0000952	Prae.g_01470	Prbl.g_00223
OG0000953	Prae.g_01471	Prbl.g_00222
OG0000954	Prae.g_01472	Prbl.g_00221
OG0000955	Prae.g_01473	Prbl.g_00220
OG0000956	Prae.g_01474	Prbl.g_00219
OG0000957	Prae.g_01475	Prbl.g_00218
OG0000958	Prae.g_01476	Prbl.g_00684
OG0000959	Prae.g_01477	Prbl.g_00685
OG0000960	Prae.g_01478	Prbl.g_00686
OG0000961	Prae.g_01482	Prbl.g_00693
OG0000962	Prae.g_01483	Prbl.g_00695
OG0000963	Prae.g_01484	Prbl.g_00696
OG0000964	Prae.g_01486	Prbl.g_00699
OG0000965	Prae.g_01487	Prbl.g_00700
OG0000966	Prae.g_01488	Prbl.g_00701
OG0000967	Prae.g_01489	Prbl.g_00702
OG0000968	Prae.g_01490	Prbl.g_00703
OG0000969	Prae.g_01491	Prbl.g_00704
OG0000970	Prae.g_01492	Prbl.g_00705
OG0000971	Prae.g_01493	Prbl.g_00706
OG0000972	Prae.g_01494	Prbl.g_00707
OG0000973	Prae.g_01495	Prbl.g_00708
OG0000974	Prae.g_01497	Prbl.g_00710
OG0000975	Prae.g_01500	Prbl.g_01086
OG0000976	Prae.g_01502	Prbl.g_00466
OG0000977	Prae.g_01503	Prbl.g_00456
OG0000978	Prae.g_01504	Prbl.g_00454
OG0000979	Prae.g_01506	Prbl.g_00452
OG0000980	Prae.g_01507	Prbl.g_00451
OG0000981	Prae.g_01508	Prbl.g_01604
OG0000982	Prae.g_01509	Prbl.g_00450
OG0000983	Prae.g_01511	Prbl.g_00448
OG0000984	Prae.g_01512	Prbl.g_00447
OG0000985	Prae.g_01513	Prbl.g_00446
OG0000986	Prae.g_01514	Prbl.g_00444
OG0000987	Prae.g_01515	Prbl.g_00443
OG0000988	Prae.g_01516	Prbl.g_00441
OG0000989	Prae.g_01517	Prbl.g_00440
OG0000990	Prae.g_01518	Prbl.g_00439
OG0000991	Prae.g_01519	Prbl.g_00438
OG0000992	Prae.g_01520	Prbl.g_00437
OG0000993	Prae.g_01521	Prbl.g_00436
OG0000994	Prae.g_01522	Prbl.g_00435
OG0000995	Prae.g_01523	Prbl.g_00433
OG0000996	Prae.g_01524	Prbl.g_00432
OG0000997	Prae.g_01525	Prbl.g_00431
OG0000998	Prae.g_01526	Prbl.g_00430
OG0000999	Prae.g_01527	Prbl.g_00429
OG0001000	Prae.g_01528	Prbl.g_00428
OG0001001	Prae.g_01530	Prbl.g_00427
OG0001002	Prae.g_01531	Prbl.g_00423
OG0001003	Prae.g_01532	Prbl.g_00422
OG0001004	Prae.g_01533	Prbl.g_01914
OG0001005	Prae.g_01534	Prbl.g_00420
OG0001006	Prae.g_01535	Prbl.g_00419
OG0001007	Prae.g_01536	Prbl.g_00418
OG0001008	Prae.g_01538	Prbl.g_00416
OG0001009	Prae.g_01539	Prbl.g_00415
OG0001010	Prae.g_01547	Prbl.g_01601
OG0001011	Prae.g_01554	Prbl.g_01627
OG0001012	Prae.g_01582	Prbl.g_02318
OG0001013	Prae.g_01617	Prbl.g_00404
OG0001014	Prae.g_01618	Prbl.g_00403
OG0001015	Prae.g_01624	Prbl.g_00393
OG0001016	Prae.g_01625	Prbl.g_00392
OG0001017	Prae.g_01626	Prbl.g_00391
OG0001018	Prae.g_01627	Prbl.g_00389
OG0001019	Prae.g_01629	Prbl.g_00385
OG0001020	Prae.g_01630	Prbl.g_00383
OG0001021	Prae.g_01631	Prbl.g_00382
OG0001022	Prae.g_01632	Prbl.g_00381
OG0001023	Prae.g_01633	Prbl.g_00380
OG0001024	Prae.g_01634	Prbl.g_00378
OG0001025	Prae.g_01635	Prbl.g_00377
OG0001026	Prae.g_01637	Prbl.g_00376
OG0001027	Prae.g_01638	Prbl.g_00375
OG0001028	Prae.g_01639	Prbl.g_00374
OG0001029	Prae.g_01640	Prbl.g_00373
OG0001030	Prae.g_01641	Prbl.g_00372
OG0001031	Prae.g_01642	Prbl.g_00371
OG0001032	Prae.g_01643	Prbl.g_00370
OG0001033	Prae.g_01644	Prbl.g_00369
OG0001034	Prae.g_01645	Prbl.g_00367
OG0001035	Prae.g_01647	Prbl.g_00365
OG0001036	Prae.g_01648	Prbl.g_00364
OG0001037	Prae.g_01649	Prbl.g_00362
OG0001038	Prae.g_01650	Prbl.g_00361
OG0001039	Prae.g_01651	Prbl.g_00360
OG0001040	Prae.g_01652	Prbl.g_00359
OG0001041	Prae.g_01653	Prbl.g_00358
OG0001042	Prae.g_01654	Prbl.g_00356
OG0001043	Prae.g_01655	Prbl.g_00355
OG0001044	Prae.g_01656	Prbl.g_00354
OG0001045	Prae.g_01657	Prbl.g_00353
OG0001046	Prae.g_01658	Prbl.g_00352
OG0001047	Prae.g_01661	Prbl.g_00348
OG0001048	Prae.g_01663	Prbl.g_00346
OG0001049	Prae.g_01664	Prbl.g_00345
OG0001050	Prae.g_01665	Prbl.g_00344
OG0001051	Prae.g_01666	Prbl.g_00343
OG0001052	Prae.g_01667	Prbl.g_00342
OG0001053	Prae.g_01668	Prbl.g_00340
OG0001054	Prae.g_01670	Prbl.g_00338
OG0001055	Prae.g_01671	Prbl.g_00337
OG0001056	Prae.g_01672	Prbl.g_00336
OG0001057	Prae.g_01673	Prbl.g_00335
OG0001058	Prae.g_01674	Prbl.g_00334
OG0001059	Prae.g_01675	Prbl.g_00333
OG0001060	Prae.g_01676	Prbl.g_00332
OG0001061	Prae.g_01677	Prbl.g_00331
OG0001062	Prae.g_01678	Prbl.g_00317
OG0001063	Prae.g_01679	Prbl.g_00316
OG0001064	Prae.g_01681	Prbl.g_02620
OG0001065	Prae.g_01686	Prbl.g_02680
OG0001066	Prae.g_01687	Prbl.g_02683
OG0001067	Prae.g_01688	Prbl.g_02684
OG0001068	Prae.g_01690	Prbl.g_01062
OG0001069	Prae.g_01691	Prbl.g_01061
OG0001070	Prae.g_01692	Prbl.g_01060
OG0001071	Prae.g_01693	Prbl.g_01059
OG0001072	Prae.g_01694	Prbl.g_01058
OG0001073	Prae.g_01695	Prbl.g_01057
OG0001074	Prae.g_01696	Prbl.g_01056
OG0001075	Prae.g_01697	Prbl.g_01055
OG0001076	Prae.g_01698	Prbl.g_01054
OG0001077	Prae.g_01699	Prbl.g_01053
OG0001078	Prae.g_01700	Prbl.g_01051
OG0001079	Prae.g_01701	Prbl.g_01050
OG0001080	Prae.g_01702	Prbl.g_01049
OG0001081	Prae.g_01705	Prbl.g_00954
OG0001082	Prae.g_01706	Prbl.g_00953
OG0001083	Prae.g_01707	Prbl.g_00949
OG0001084	Prae.g_01709	Prbl.g_00951
OG0001085	Prae.g_01710	Prbl.g_00952
OG0001086	Prae.g_01711	Prbl.g_00948
OG0001087	Prae.g_01712	Prbl.g_00947
OG0001088	Prae.g_01713	Prbl.g_01045
OG0001089	Prae.g_01716	Prbl.g_00956
OG0001090	Prae.g_01718	Prbl.g_00958
OG0001091	Prae.g_01719	Prbl.g_00959
OG0001092	Prae.g_01720	Prbl.g_00960
OG0001093	Prae.g_01721	Prbl.g_00961
OG0001094	Prae.g_01722	Prbl.g_00962
OG0001095	Prae.g_01723	Prbl.g_00963
OG0001096	Prae.g_01724	Prbl.g_00964
OG0001097	Prae.g_01725	Prbl.g_00965
OG0001098	Prae.g_01726	Prbl.g_00966
OG0001099	Prae.g_01727	Prbl.g_00967
OG0001100	Prae.g_01728	Prbl.g_00968
OG0001101	Prae.g_01729	Prbl.g_00969
OG0001102	Prae.g_01730	Prbl.g_00970
OG0001103	Prae.g_01731	Prbl.g_00971
OG0001104	Prae.g_01732	Prbl.g_00972
OG0001105	Prae.g_01733	Prbl.g_00973
OG0001106	Prae.g_01734	Prbl.g_00974
OG0001107	Prae.g_01735	Prbl.g_00975
OG0001108	Prae.g_01736	Prbl.g_00976
OG0001109	Prae.g_01737	Prbl.g_00977
OG0001110	Prae.g_01738	Prbl.g_00978
OG0001111	Prae.g_01739	Prbl.g_00979
OG0001112	Prae.g_01740	Prbl.g_00980
OG0001113	Prae.g_01741	Prbl.g_00981
OG0001114	Prae.g_01742	Prbl.g_00982
OG0001115	Prae.g_01743	Prbl.g_00983
OG0001116	Prae.g_01744	Prbl.g_00984
OG0001117	Prae.g_01745	Prbl.g_00985
OG0001118	Prae.g_01746	Prbl.g_00986
OG0001119	Prae.g_01747	Prbl.g_00987
OG0001120	Prae.g_01748	Prbl.g_00988
OG0001121	Prae.g_01750	Prbl.g_00991
OG0001122	Prae.g_01751	Prbl.g_00992
OG0001123	Prae.g_01752	Prbl.g_00993
OG0001124	Prae.g_01754	Prbl.g_00995
OG0001125	Prae.g_01756	Prbl.g_00997
OG0001126	Prae.g_01757	Prbl.g_00998
OG0001127	Prae.g_01759	Prbl.g_01127
OG0001128	Prae.g_01760	Prbl.g_01128
OG0001129	Prae.g_01761	Prbl.g_01131
OG0001130	Prae.g_01765	Prbl.g_01134
OG0001131	Prae.g_01766	Prbl.g_01135
OG0001132	Prae.g_01767	Prbl.g_01136
OG0001133	Prae.g_01768	Prbl.g_01137
