Orthogroup	Prae	Prba
OG0000569	Prae.g_00621	Prba.g_01670
OG0000570	Prae.g_00622	Prba.g_01669
OG0000571	Prae.g_00623	Prba.g_01668
OG0000572	Prae.g_00624	Prba.g_01667
OG0000573	Prae.g_00627	Prba.g_01664
OG0000574	Prae.g_00628	Prba.g_01663
OG0000575	Prae.g_00629	Prba.g_01662
OG0000576	Prae.g_00630	Prba.g_01661
OG0000577	Prae.g_00631	Prba.g_01660
OG0000578	Prae.g_00632	Prba.g_01659
OG0000579	Prae.g_00633	Prba.g_01658
OG0000580	Prae.g_00634	Prba.g_01657
OG0000581	Prae.g_00635	Prba.g_01656
OG0000582	Prae.g_00636	Prba.g_01655
OG0000583	Prae.g_00637	Prba.g_01654
OG0000584	Prae.g_00638	Prba.g_01653
OG0000585	Prae.g_00639	Prba.g_01652
OG0000586	Prae.g_00641	Prba.g_01650
OG0000587	Prae.g_00642	Prba.g_01649
OG0000588	Prae.g_00644	Prba.g_01647
OG0000589	Prae.g_00645	Prba.g_01646
OG0000590	Prae.g_00647	Prba.g_01644
OG0000591	Prae.g_00653	Prba.g_01638
OG0000592	Prae.g_00654	Prba.g_01637
OG0000593	Prae.g_00655	Prba.g_01636
OG0000594	Prae.g_00657	Prba.g_01634
OG0000595	Prae.g_00658	Prba.g_01633
OG0000596	Prae.g_00659	Prba.g_01632
OG0000597	Prae.g_00661	Prba.g_01630
OG0000598	Prae.g_00662	Prba.g_01629
OG0000599	Prae.g_00663	Prba.g_01628
OG0000600	Prae.g_00664	Prba.g_01627
OG0000601	Prae.g_00666	Prba.g_01625
OG0000602	Prae.g_00667	Prba.g_01624
OG0000603	Prae.g_00668	Prba.g_01623
OG0000604	Prae.g_00669	Prba.g_01622
OG0000605	Prae.g_00670	Prba.g_01621
OG0000606	Prae.g_00671	Prba.g_01620
OG0000607	Prae.g_00673	Prba.g_01618
OG0000608	Prae.g_00674	Prba.g_01617
OG0000609	Prae.g_00678	Prba.g_01613
OG0000610	Prae.g_00679	Prba.g_01612
OG0000611	Prae.g_00712	Prba.g_01593
OG0000612	Prae.g_00713	Prba.g_01592
OG0000613	Prae.g_00714	Prba.g_01591
OG0000614	Prae.g_00715	Prba.g_01590
OG0000615	Prae.g_00717	Prba.g_01588
OG0000616	Prae.g_00718	Prba.g_01587
OG0000617	Prae.g_00719	Prba.g_01586
OG0000618	Prae.g_00720	Prba.g_01585
OG0000619	Prae.g_00721	Prba.g_01584
OG0000620	Prae.g_00722	Prba.g_01583
OG0000621	Prae.g_00723	Prba.g_01582
OG0000622	Prae.g_00724	Prba.g_01581
OG0000623	Prae.g_00725	Prba.g_01580
OG0000624	Prae.g_00726	Prba.g_01579
OG0000625	Prae.g_00727	Prba.g_01578
OG0000626	Prae.g_00728	Prba.g_01577
OG0000627	Prae.g_00729	Prba.g_01576
OG0000628	Prae.g_00730	Prba.g_01575
OG0000629	Prae.g_00731	Prba.g_01574
OG0000630	Prae.g_00732	Prba.g_01573
OG0000631	Prae.g_00734	Prba.g_01571
OG0000632	Prae.g_00748	Prba.g_01558
OG0000633	Prae.g_00752	Prba.g_01554
OG0000634	Prae.g_00766	Prba.g_01541
OG0000635	Prae.g_00770	Prba.g_01534
OG0000636	Prae.g_00771	Prba.g_01533
OG0000637	Prae.g_00772	Prba.g_01532
OG0000638	Prae.g_00784	Prba.g_01521
OG0000639	Prae.g_00793	Prba.g_01512
OG0000640	Prae.g_00794	Prba.g_01510
OG0000641	Prae.g_00797	Prba.g_01508
OG0000642	Prae.g_00798	Prba.g_01507
OG0000643	Prae.g_00799	Prba.g_01506
OG0000644	Prae.g_00800	Prba.g_01505
OG0000645	Prae.g_00801	Prba.g_01504
OG0000646	Prae.g_00802	Prba.g_01503
OG0000647	Prae.g_00803	Prba.g_01502
OG0000648	Prae.g_00805	Prba.g_01500
OG0000649	Prae.g_00806	Prba.g_01499
OG0000650	Prae.g_00807	Prba.g_01498
OG0000651	Prae.g_00808	Prba.g_01497
OG0000652	Prae.g_00809	Prba.g_01496
OG0000653	Prae.g_00810	Prba.g_01495
OG0000654	Prae.g_00812	Prba.g_01493
OG0000655	Prae.g_00814	Prba.g_01491
OG0000656	Prae.g_00815	Prba.g_01490
OG0000657	Prae.g_00816	Prba.g_01489
OG0000658	Prae.g_00817	Prba.g_01488
OG0000659	Prae.g_00818	Prba.g_01487
OG0000660	Prae.g_00819	Prba.g_01486
OG0000661	Prae.g_00820	Prba.g_01485
OG0000662	Prae.g_00821	Prba.g_01484
OG0000663	Prae.g_00822	Prba.g_01483
OG0000664	Prae.g_00823	Prba.g_01482
OG0000665	Prae.g_00824	Prba.g_01481
OG0000666	Prae.g_00825	Prba.g_01480
OG0000667	Prae.g_00826	Prba.g_01479
OG0000668	Prae.g_00827	Prba.g_01478
OG0000669	Prae.g_00829	Prba.g_01476
OG0000670	Prae.g_00830	Prba.g_01475
OG0000671	Prae.g_00831	Prba.g_01474
OG0000672	Prae.g_00832	Prba.g_01473
OG0000673	Prae.g_00833	Prba.g_01472
OG0000674	Prae.g_00834	Prba.g_01471
OG0000675	Prae.g_00836	Prba.g_01469
OG0000676	Prae.g_00837	Prba.g_01468
OG0000677	Prae.g_00839	Prba.g_01465
OG0000678	Prae.g_00841	Prba.g_01463
OG0000679	Prae.g_00842	Prba.g_01462
OG0000680	Prae.g_00843	Prba.g_01461
OG0000681	Prae.g_00844	Prba.g_01460
OG0000682	Prae.g_00845	Prba.g_01459
OG0000683	Prae.g_00847	Prba.g_01457
OG0000684	Prae.g_00848	Prba.g_01456
OG0000685	Prae.g_00849	Prba.g_01455
OG0000686	Prae.g_00850	Prba.g_01454
OG0000687	Prae.g_00851	Prba.g_01453
OG0000688	Prae.g_00852	Prba.g_01452
OG0000689	Prae.g_00853	Prba.g_01451
OG0000690	Prae.g_00854	Prba.g_01450
OG0000691	Prae.g_00855	Prba.g_01449
OG0000692	Prae.g_00857	Prba.g_01447
OG0000693	Prae.g_00858	Prba.g_01446
OG0000694	Prae.g_00859	Prba.g_01445
OG0000695	Prae.g_00860	Prba.g_01444
OG0000696	Prae.g_00861	Prba.g_01443
OG0000697	Prae.g_00863	Prba.g_01441
OG0000698	Prae.g_00865	Prba.g_01439
OG0000699	Prae.g_00866	Prba.g_01438
OG0000700	Prae.g_00892	Prba.g_01411
OG0000701	Prae.g_00897	Prba.g_01407
OG0000702	Prae.g_00900	Prba.g_01404
OG0000703	Prae.g_00901	Prba.g_01403
OG0000704	Prae.g_00902	Prba.g_01402
OG0000705	Prae.g_00903	Prba.g_01401
OG0000706	Prae.g_00904	Prba.g_01400
OG0000707	Prae.g_00905	Prba.g_01398
OG0000708	Prae.g_00906	Prba.g_01397
OG0000709	Prae.g_00908	Prba.g_01395
OG0000710	Prae.g_00909	Prba.g_01394
OG0000711	Prae.g_00910	Prba.g_01393
OG0000712	Prae.g_00911	Prba.g_01392
OG0000713	Prae.g_00912	Prba.g_01391
OG0000714	Prae.g_00914	Prba.g_01389
OG0000715	Prae.g_00915	Prba.g_01388
OG0000716	Prae.g_00917	Prba.g_01386
OG0000717	Prae.g_00918	Prba.g_01385
OG0000718	Prae.g_00919	Prba.g_01384
OG0000719	Prae.g_00921	Prba.g_01382
OG0000720	Prae.g_00922	Prba.g_01381
OG0000721	Prae.g_00924	Prba.g_01379
OG0000722	Prae.g_00925	Prba.g_01378
OG0000723	Prae.g_00926	Prba.g_01377
OG0000724	Prae.g_00927	Prba.g_01375
OG0000725	Prae.g_00928	Prba.g_01374
OG0000726	Prae.g_00929	Prba.g_01373
OG0000727	Prae.g_00930	Prba.g_01372
OG0000728	Prae.g_00931	Prba.g_01371
OG0000729	Prae.g_00932	Prba.g_01370
OG0000730	Prae.g_00933	Prba.g_01369
OG0000731	Prae.g_00934	Prba.g_01368
OG0000732	Prae.g_00935	Prba.g_01367
OG0000733	Prae.g_00936	Prba.g_01366
OG0000734	Prae.g_00937	Prba.g_01365
OG0000735	Prae.g_00938	Prba.g_01363
OG0000736	Prae.g_00939	Prba.g_01362
OG0000737	Prae.g_00940	Prba.g_01361
OG0000738	Prae.g_00941	Prba.g_01360
OG0000739	Prae.g_00942	Prba.g_01359
OG0000740	Prae.g_00943	Prba.g_01358
OG0000741	Prae.g_00944	Prba.g_01357
OG0000742	Prae.g_00946	Prba.g_01355
OG0000743	Prae.g_00947	Prba.g_01354
OG0000744	Prae.g_00948	Prba.g_01353
OG0000745	Prae.g_00949	Prba.g_01352
OG0000746	Prae.g_00950	Prba.g_01351
OG0000747	Prae.g_00951	Prba.g_01350
OG0000748	Prae.g_00952	Prba.g_01349
OG0000749	Prae.g_00953	Prba.g_01348
OG0000750	Prae.g_00954	Prba.g_01347
OG0000751	Prae.g_00955	Prba.g_01346
OG0000752	Prae.g_00956	Prba.g_01345
OG0000753	Prae.g_00958	Prba.g_01343
OG0000754	Prae.g_00959	Prba.g_01342
OG0000755	Prae.g_00960	Prba.g_01341
OG0000756	Prae.g_00961	Prba.g_01340
OG0000757	Prae.g_00962	Prba.g_01339
OG0000758	Prae.g_00963	Prba.g_01338
OG0000759	Prae.g_00965	Prba.g_01336
OG0000760	Prae.g_00966	Prba.g_01335
OG0000761	Prae.g_00967	Prba.g_01334
OG0000762	Prae.g_00969	Prba.g_01332
OG0000763	Prae.g_00970	Prba.g_01331
OG0000764	Prae.g_00971	Prba.g_01330
OG0000765	Prae.g_00972	Prba.g_01329
OG0000766	Prae.g_00973	Prba.g_01328
OG0000767	Prae.g_00975	Prba.g_01326
OG0000768	Prae.g_00976	Prba.g_01325
OG0000769	Prae.g_00977	Prba.g_01324
OG0000770	Prae.g_00978	Prba.g_01323
OG0000771	Prae.g_00979	Prba.g_01322
OG0000772	Prae.g_00980	Prba.g_01321
OG0000773	Prae.g_00981	Prba.g_01320
OG0000774	Prae.g_00982	Prba.g_01319
OG0000775	Prae.g_00983	Prba.g_01318
OG0000776	Prae.g_00985	Prba.g_01316
OG0000777	Prae.g_00987	Prba.g_01314
OG0000778	Prae.g_00988	Prba.g_01313
OG0000779	Prae.g_00989	Prba.g_01312
OG0000780	Prae.g_00991	Prba.g_01310
OG0000781	Prae.g_00993	Prba.g_01308
OG0000782	Prae.g_00994	Prba.g_01307
OG0000783	Prae.g_01009	Prba.g_01295
OG0000784	Prae.g_01011	Prba.g_01293
OG0000785	Prae.g_01012	Prba.g_01292
OG0000786	Prae.g_01013	Prba.g_01291
OG0000787	Prae.g_01014	Prba.g_01290
OG0000788	Prae.g_01018	Prba.g_01286
OG0000789	Prae.g_01020	Prba.g_01284
OG0000790	Prae.g_01021	Prba.g_01283
OG0000791	Prae.g_01022	Prba.g_01282
OG0000792	Prae.g_01023	Prba.g_01281
OG0000793	Prae.g_01024	Prba.g_01280
OG0000794	Prae.g_01026	Prba.g_01278
OG0000795	Prae.g_01029	Prba.g_01275
OG0000796	Prae.g_01030	Prba.g_01274
OG0000797	Prae.g_01032	Prba.g_01272
OG0000798	Prae.g_01033	Prba.g_01271
OG0000799	Prae.g_01034	Prba.g_01270
OG0000800	Prae.g_01035	Prba.g_01269
OG0000801	Prae.g_01038	Prba.g_01266
OG0000802	Prae.g_01039	Prba.g_01265
OG0000803	Prae.g_01041	Prba.g_01263
OG0000804	Prae.g_01042	Prba.g_01262
OG0000805	Prae.g_01043	Prba.g_01261
OG0000806	Prae.g_01045	Prba.g_01259
OG0000807	Prae.g_01072	Prba.g_01234
OG0000808	Prae.g_01081	Prba.g_01225
OG0000809	Prae.g_01084	Prba.g_01222
OG0000810	Prae.g_01085	Prba.g_01221
OG0000811	Prae.g_01092	Prba.g_01214
OG0000812	Prae.g_01096	Prba.g_00749
OG0000813	Prae.g_01100	Prba.g_00745
OG0000814	Prae.g_01102	Prba.g_00743
OG0000815	Prae.g_01115	Prba.g_00729
OG0000816	Prae.g_01131	Prba.g_00096
OG0000817	Prae.g_01132	Prba.g_00095
OG0000818	Prae.g_01137	Prba.g_00090
OG0000819	Prae.g_01144	Prba.g_00083
OG0000820	Prae.g_01148	Prba.g_00079
OG0000821	Prae.g_01150	Prba.g_00077
OG0000822	Prae.g_01151	Prba.g_00076
OG0000823	Prae.g_01152	Prba.g_00075
OG0000824	Prae.g_01153	Prba.g_00074
OG0000825	Prae.g_01154	Prba.g_00073
OG0000826	Prae.g_01155	Prba.g_00072
OG0000827	Prae.g_01156	Prba.g_00071
OG0000828	Prae.g_01157	Prba.g_00070
OG0000829	Prae.g_01158	Prba.g_00069
OG0000830	Prae.g_01159	Prba.g_00068
OG0000831	Prae.g_01162	Prba.g_00065
OG0000832	Prae.g_01164	Prba.g_00063
OG0000833	Prae.g_01165	Prba.g_00062
OG0000834	Prae.g_01166	Prba.g_00060
OG0000835	Prae.g_01167	Prba.g_00059
OG0000836	Prae.g_01168	Prba.g_00058
OG0000837	Prae.g_01170	Prba.g_00056
OG0000838	Prae.g_01171	Prba.g_00055
OG0000839	Prae.g_01172	Prba.g_00054
OG0000840	Prae.g_01173	Prba.g_00053
OG0000841	Prae.g_01174	Prba.g_00052
OG0000842	Prae.g_01175	Prba.g_00051
OG0000843	Prae.g_01176	Prba.g_00050
OG0000844	Prae.g_01177	Prba.g_00049
OG0000845	Prae.g_01178	Prba.g_00048
OG0000846	Prae.g_01181	Prba.g_00045
OG0000847	Prae.g_01183	Prba.g_00043
OG0000848	Prae.g_01184	Prba.g_00042
OG0000849	Prae.g_01185	Prba.g_00041
OG0000850	Prae.g_01186	Prba.g_00040
OG0000851	Prae.g_01187	Prba.g_00039
OG0000852	Prae.g_01189	Prba.g_00037
OG0000853	Prae.g_01190	Prba.g_00036
OG0000854	Prae.g_01192	Prba.g_00034
OG0000855	Prae.g_01193	Prba.g_00033
OG0000856	Prae.g_01194	Prba.g_00032
OG0000857	Prae.g_01195	Prba.g_00031
OG0000858	Prae.g_01196	Prba.g_00030
OG0000859	Prae.g_01197	Prba.g_00029
OG0000860	Prae.g_01198	Prba.g_00028
OG0000861	Prae.g_01199	Prba.g_00027
OG0000862	Prae.g_01200	Prba.g_00026
OG0000863	Prae.g_01201	Prba.g_00025
OG0000864	Prae.g_01202	Prba.g_00024
OG0000865	Prae.g_01203	Prba.g_00023
OG0000866	Prae.g_01204	Prba.g_00022
OG0000867	Prae.g_01205	Prba.g_00021
OG0000868	Prae.g_01206	Prba.g_00020
OG0000869	Prae.g_01208	Prba.g_00018
OG0000870	Prae.g_01209	Prba.g_00017
OG0000871	Prae.g_01211	Prba.g_00015
OG0000872	Prae.g_01212	Prba.g_00014
OG0000873	Prae.g_01214	Prba.g_00012
OG0000874	Prae.g_01215	Prba.g_00011
OG0000875	Prae.g_01216	Prba.g_00010
OG0000876	Prae.g_01217	Prba.g_00009
OG0000877	Prae.g_01219	Prba.g_00007
OG0000878	Prae.g_01293	Prba.g_01167
OG0000879	Prae.g_01317	Prba.g_01181
OG0000880	Prae.g_01318	Prba.g_01182
OG0000881	Prae.g_01319	Prba.g_01183
OG0000882	Prae.g_01320	Prba.g_01184
OG0000883	Prae.g_01321	Prba.g_01185
OG0000884	Prae.g_01324	Prba.g_01187
OG0000885	Prae.g_01325	Prba.g_01188
OG0000886	Prae.g_01326	Prba.g_01189
OG0000887	Prae.g_01327	Prba.g_01190
OG0000888	Prae.g_01328	Prba.g_01191
OG0000889	Prae.g_01331	Prba.g_01194
OG0000890	Prae.g_01332	Prba.g_01195
OG0000891	Prae.g_01333	Prba.g_01196
OG0000892	Prae.g_01335	Prba.g_01198
OG0000893	Prae.g_01336	Prba.g_01199
OG0000894	Prae.g_01337	Prba.g_01200
OG0000895	Prae.g_01338	Prba.g_01201
OG0000896	Prae.g_01339	Prba.g_01202
OG0000897	Prae.g_01340	Prba.g_01203
OG0000898	Prae.g_01342	Prba.g_01205
OG0000899	Prae.g_01343	Prba.g_01206
OG0000900	Prae.g_01350	Prba.g_00214
OG0000901	Prae.g_01354	Prba.g_00210
OG0000902	Prae.g_01355	Prba.g_00209
OG0000903	Prae.g_01356	Prba.g_00208
OG0000904	Prae.g_01358	Prba.g_00206
OG0000905	Prae.g_01360	Prba.g_00204
OG0000906	Prae.g_01362	Prba.g_00202
OG0000907	Prae.g_01363	Prba.g_00201
OG0000908	Prae.g_01366	Prba.g_00198
OG0000909	Prae.g_01370	Prba.g_00194
OG0000910	Prae.g_01371	Prba.g_00193
OG0000911	Prae.g_01372	Prba.g_00192
OG0000912	Prae.g_01373	Prba.g_00191
OG0000913	Prae.g_01374	Prba.g_00190
OG0000914	Prae.g_01375	Prba.g_00189
OG0000915	Prae.g_01376	Prba.g_00188
OG0000916	Prae.g_01377	Prba.g_00187
OG0000917	Prae.g_01378	Prba.g_00186
OG0000918	Prae.g_01379	Prba.g_00185
OG0000919	Prae.g_01380	Prba.g_00184
OG0000920	Prae.g_01381	Prba.g_00183
OG0000921	Prae.g_01382	Prba.g_00182
OG0000922	Prae.g_01383	Prba.g_00181
OG0000923	Prae.g_01384	Prba.g_00180
OG0000924	Prae.g_01385	Prba.g_00179
OG0000925	Prae.g_01386	Prba.g_00178
OG0000926	Prae.g_01426	Prba.g_00154
OG0000927	Prae.g_01441	Prba.g_00115
OG0000928	Prae.g_01442	Prba.g_00114
OG0000929	Prae.g_01443	Prba.g_00113
OG0000930	Prae.g_01444	Prba.g_00112
OG0000931	Prae.g_01445	Prba.g_00111
OG0000932	Prae.g_01447	Prba.g_00109
OG0000933	Prae.g_01448	Prba.g_00108
OG0000934	Prae.g_01449	Prba.g_00107
OG0000935	Prae.g_01450	Prba.g_00106
OG0000936	Prae.g_01451	Prba.g_00105
OG0000937	Prae.g_01452	Prba.g_00720
OG0000938	Prae.g_01453	Prba.g_00719
OG0000939	Prae.g_01454	Prba.g_00718
OG0000940	Prae.g_01455	Prba.g_00717
OG0000941	Prae.g_01457	Prba.g_00715
OG0000942	Prae.g_01458	Prba.g_00714
OG0000943	Prae.g_01461	Prba.g_00711
OG0000944	Prae.g_01462	Prba.g_00710
OG0000945	Prae.g_01463	Prba.g_00709
OG0000946	Prae.g_01464	Prba.g_00708
OG0000947	Prae.g_01465	Prba.g_00707
OG0000948	Prae.g_01466	Prba.g_00706
OG0000949	Prae.g_01467	Prba.g_00705
OG0000950	Prae.g_01468	Prba.g_00704
OG0000951	Prae.g_01469	Prba.g_00703
OG0000952	Prae.g_01470	Prba.g_00702
OG0000953	Prae.g_01471	Prba.g_00701
OG0000954	Prae.g_01472	Prba.g_00700
OG0000955	Prae.g_01473	Prba.g_00699
OG0000956	Prae.g_01474	Prba.g_00698
OG0000957	Prae.g_01475	Prba.g_00697
OG0000958	Prae.g_01476	Prba.g_00696
OG0000959	Prae.g_01477	Prba.g_00695
OG0000960	Prae.g_01478	Prba.g_00694
OG0000961	Prae.g_01482	Prba.g_00690
OG0000962	Prae.g_01483	Prba.g_00689
OG0000963	Prae.g_01484	Prba.g_00688
OG0000964	Prae.g_01486	Prba.g_00686
OG0000965	Prae.g_01487	Prba.g_00685
OG0000966	Prae.g_01488	Prba.g_00684
OG0000967	Prae.g_01489	Prba.g_00683
OG0000968	Prae.g_01490	Prba.g_00682
OG0000969	Prae.g_01491	Prba.g_00681
OG0000970	Prae.g_01492	Prba.g_00680
OG0000971	Prae.g_01493	Prba.g_00679
OG0000972	Prae.g_01494	Prba.g_00678
OG0000973	Prae.g_01495	Prba.g_00677
OG0000974	Prae.g_01497	Prba.g_00350
OG0000975	Prae.g_01500	Prba.g_00347
OG0000976	Prae.g_01502	Prba.g_00345
OG0000977	Prae.g_01503	Prba.g_00344
OG0000978	Prae.g_01504	Prba.g_00343
OG0000979	Prae.g_01506	Prba.g_00341
OG0000980	Prae.g_01507	Prba.g_00340
OG0000981	Prae.g_01508	Prba.g_00339
OG0000982	Prae.g_01509	Prba.g_00338
OG0000983	Prae.g_01511	Prba.g_00336
OG0000984	Prae.g_01512	Prba.g_00335
OG0000985	Prae.g_01513	Prba.g_00334
OG0000986	Prae.g_01514	Prba.g_00333
OG0000987	Prae.g_01515	Prba.g_00332
OG0000988	Prae.g_01516	Prba.g_00331
OG0000989	Prae.g_01517	Prba.g_00330
OG0000990	Prae.g_01518	Prba.g_00329
OG0000991	Prae.g_01519	Prba.g_00328
OG0000992	Prae.g_01520	Prba.g_00327
OG0000993	Prae.g_01521	Prba.g_00326
OG0000994	Prae.g_01522	Prba.g_00325
OG0000995	Prae.g_01523	Prba.g_00324
OG0000996	Prae.g_01524	Prba.g_00323
OG0000997	Prae.g_01525	Prba.g_00322
OG0000998	Prae.g_01526	Prba.g_00321
OG0000999	Prae.g_01527	Prba.g_00320
OG0001000	Prae.g_01528	Prba.g_00319
OG0001001	Prae.g_01530	Prba.g_00317
OG0001002	Prae.g_01531	Prba.g_00316
OG0001003	Prae.g_01532	Prba.g_00315
OG0001004	Prae.g_01533	Prba.g_00314
OG0001005	Prae.g_01534	Prba.g_00313
OG0001006	Prae.g_01535	Prba.g_00312
OG0001007	Prae.g_01536	Prba.g_00311
OG0001008	Prae.g_01538	Prba.g_00309
OG0001009	Prae.g_01539	Prba.g_00308
OG0001010	Prae.g_01547	Prba.g_00300
OG0001011	Prae.g_01554	Prba.g_00293
OG0001012	Prae.g_01582	Prba.g_00266
OG0001013	Prae.g_01617	Prba.g_00232
OG0001014	Prae.g_01618	Prba.g_00231
OG0001015	Prae.g_01624	Prba.g_00619
OG0001016	Prae.g_01625	Prba.g_00618
OG0001017	Prae.g_01626	Prba.g_00617
OG0001018	Prae.g_01627	Prba.g_00616
OG0001019	Prae.g_01629	Prba.g_00614
OG0001020	Prae.g_01630	Prba.g_00613
OG0001021	Prae.g_01631	Prba.g_00612
OG0001022	Prae.g_01632	Prba.g_00611
OG0001023	Prae.g_01633	Prba.g_00610
OG0001024	Prae.g_01634	Prba.g_00609
OG0001025	Prae.g_01635	Prba.g_00608
OG0001026	Prae.g_01637	Prba.g_00606
OG0001027	Prae.g_01638	Prba.g_00605
OG0001028	Prae.g_01639	Prba.g_00604
OG0001029	Prae.g_01640	Prba.g_00603
OG0001030	Prae.g_01641	Prba.g_00602
OG0001031	Prae.g_01642	Prba.g_00601
OG0001032	Prae.g_01643	Prba.g_00600
OG0001033	Prae.g_01644	Prba.g_00599
OG0001034	Prae.g_01645	Prba.g_00598
OG0001035	Prae.g_01647	Prba.g_00596
OG0001036	Prae.g_01648	Prba.g_00595
OG0001037	Prae.g_01649	Prba.g_00594
OG0001038	Prae.g_01650	Prba.g_00593
OG0001039	Prae.g_01651	Prba.g_00592
OG0001040	Prae.g_01652	Prba.g_00591
OG0001041	Prae.g_01653	Prba.g_00590
OG0001042	Prae.g_01654	Prba.g_00589
OG0001043	Prae.g_01655	Prba.g_00588
OG0001044	Prae.g_01656	Prba.g_00587
OG0001045	Prae.g_01657	Prba.g_00586
OG0001046	Prae.g_01658	Prba.g_00585
OG0001047	Prae.g_01661	Prba.g_00582
OG0001048	Prae.g_01663	Prba.g_00580
OG0001049	Prae.g_01664	Prba.g_00579
OG0001050	Prae.g_01665	Prba.g_00578
OG0001051	Prae.g_01666	Prba.g_00577
OG0001052	Prae.g_01667	Prba.g_00576
OG0001053	Prae.g_01668	Prba.g_00574
OG0001054	Prae.g_01670	Prba.g_00573
OG0001055	Prae.g_01671	Prba.g_00572
OG0001056	Prae.g_01672	Prba.g_00571
OG0001057	Prae.g_01673	Prba.g_00570
OG0001058	Prae.g_01674	Prba.g_00569
OG0001059	Prae.g_01675	Prba.g_00568
OG0001060	Prae.g_01676	Prba.g_00567
OG0001061	Prae.g_01677	Prba.g_00566
OG0001062	Prae.g_01678	Prba.g_00565
OG0001063	Prae.g_01679	Prba.g_00564
OG0001064	Prae.g_01681	Prba.g_00352
OG0001065	Prae.g_01686	Prba.g_00357
OG0001066	Prae.g_01687	Prba.g_00358
OG0001067	Prae.g_01688	Prba.g_00359
OG0001068	Prae.g_01690	Prba.g_00361
OG0001069	Prae.g_01691	Prba.g_00362
OG0001070	Prae.g_01692	Prba.g_00363
OG0001071	Prae.g_01693	Prba.g_00364
OG0001072	Prae.g_01694	Prba.g_00365
OG0001073	Prae.g_01695	Prba.g_00366
OG0001074	Prae.g_01696	Prba.g_00367
OG0001075	Prae.g_01697	Prba.g_00368
OG0001076	Prae.g_01698	Prba.g_00369
OG0001077	Prae.g_01699	Prba.g_00370
OG0001078	Prae.g_01700	Prba.g_00371
OG0001079	Prae.g_01701	Prba.g_00372
OG0001080	Prae.g_01702	Prba.g_00373
OG0001081	Prae.g_01705	Prba.g_00376
OG0001082	Prae.g_01706	Prba.g_00377
OG0001083	Prae.g_01707	Prba.g_00378
OG0001084	Prae.g_01709	Prba.g_00380
OG0001085	Prae.g_01710	Prba.g_00381
OG0001086	Prae.g_01711	Prba.g_00382
OG0001087	Prae.g_01712	Prba.g_00383
OG0001088	Prae.g_01713	Prba.g_00384
OG0001089	Prae.g_01716	Prba.g_00387
OG0001090	Prae.g_01718	Prba.g_00389
OG0001091	Prae.g_01719	Prba.g_00390
OG0001092	Prae.g_01720	Prba.g_00391
OG0001093	Prae.g_01721	Prba.g_00392
OG0001094	Prae.g_01722	Prba.g_00393
OG0001095	Prae.g_01723	Prba.g_00394
OG0001096	Prae.g_01724	Prba.g_00395
OG0001097	Prae.g_01725	Prba.g_00396
OG0001098	Prae.g_01726	Prba.g_00397
OG0001099	Prae.g_01727	Prba.g_00398
OG0001100	Prae.g_01728	Prba.g_00399
OG0001101	Prae.g_01729	Prba.g_00400
OG0001102	Prae.g_01730	Prba.g_00401
OG0001103	Prae.g_01731	Prba.g_00402
OG0001104	Prae.g_01732	Prba.g_00403
OG0001105	Prae.g_01733	Prba.g_00404
OG0001106	Prae.g_01734	Prba.g_00405
OG0001107	Prae.g_01735	Prba.g_00406
OG0001108	Prae.g_01736	Prba.g_00407
OG0001109	Prae.g_01737	Prba.g_00408
OG0001110	Prae.g_01738	Prba.g_00409
OG0001111	Prae.g_01739	Prba.g_00410
OG0001112	Prae.g_01740	Prba.g_00411
OG0001113	Prae.g_01741	Prba.g_00412
OG0001114	Prae.g_01742	Prba.g_00413
OG0001115	Prae.g_01743	Prba.g_00414
OG0001116	Prae.g_01744	Prba.g_00415
OG0001117	Prae.g_01745	Prba.g_00416
OG0001118	Prae.g_01746	Prba.g_00417
OG0001119	Prae.g_01747	Prba.g_00418
OG0001120	Prae.g_01748	Prba.g_00419
OG0001121	Prae.g_01750	Prba.g_00421
OG0001122	Prae.g_01751	Prba.g_00422
OG0001123	Prae.g_01752	Prba.g_00423
OG0001124	Prae.g_01754	Prba.g_00425
OG0001125	Prae.g_01756	Prba.g_00427
OG0001126	Prae.g_01757	Prba.g_00428
OG0001127	Prae.g_01759	Prba.g_00430
OG0001128	Prae.g_01760	Prba.g_00431
OG0001129	Prae.g_01761	Prba.g_00432
OG0001130	Prae.g_01765	Prba.g_00435
OG0001131	Prae.g_01766	Prba.g_00436
OG0001132	Prae.g_01767	Prba.g_00437
OG0001133	Prae.g_01768	Prba.g_00438
OG0001134	Prae.g_01769	Prba.g_01048
OG0001135	Prae.g_01770	Prba.g_01049
OG0001136	Prae.g_01771	Prba.g_01050
OG0001137	Prae.g_01772	Prba.g_01051
OG0001138	Prae.g_01773	Prba.g_01052
OG0001139	Prae.g_01774	Prba.g_01053
OG0001140	Prae.g_01775	Prba.g_01054
OG0001141	Prae.g_01776	Prba.g_01055
OG0001142	Prae.g_01779	Prba.g_01059
OG0001143	Prae.g_01780	Prba.g_01060
OG0001144	Prae.g_01781	Prba.g_01061
OG0001145	Prae.g_01782	Prba.g_01062
OG0001146	Prae.g_01783	Prba.g_01063
OG0001147	Prae.g_01784	Prba.g_01064
OG0001148	Prae.g_01785	Prba.g_01065
OG0001149	Prae.g_01787	Prba.g_01067
OG0001150	Prae.g_01788	Prba.g_01068
