Orthogroup	Syaj	Syar
OG0000552	Syaj.g_00129	Syar.g_02683
OG0000553	Syaj.g_00133	Syar.g_02679
OG0000554	Syaj.g_00145	Syar.g_02352
OG0000555	Syaj.g_00163	Syar.g_02336
OG0000556	Syaj.g_00167	Syar.g_02332
OG0000557	Syaj.g_00178	Syar.g_02328
OG0000558	Syaj.g_00181	Syar.g_02326
OG0000559	Syaj.g_00185	Syar.g_02322
OG0000560	Syaj.g_00188	Syar.g_02320
OG0000561	Syaj.g_00189	Syar.g_02319
OG0000562	Syaj.g_00190	Syar.g_02318
OG0000563	Syaj.g_00191	Syar.g_02317
OG0000564	Syaj.g_00192	Syar.g_02316
OG0000565	Syaj.g_00195	Syar.g_02312
OG0000566	Syaj.g_00199	Syar.g_02308
OG0000567	Syaj.g_00203	Syar.g_02304
OG0000568	Syaj.g_00207	Syar.g_02302
OG0000569	Syaj.g_00208	Syar.g_02301
OG0000570	Syaj.g_00209	Syar.g_02300
OG0000571	Syaj.g_00213	Syar.g_02298
OG0000572	Syaj.g_00230	Syar.g_02201
OG0000573	Syaj.g_00238	Syar.g_02191
OG0000574	Syaj.g_00242	Syar.g_02190
OG0000575	Syaj.g_00247	Syar.g_03180
OG0000576	Syaj.g_00249	Syar.g_02187
OG0000577	Syaj.g_00250	Syar.g_02186
OG0000578	Syaj.g_00251	Syar.g_02185
OG0000579	Syaj.g_00252	Syar.g_02184
OG0000580	Syaj.g_00253	Syar.g_02183
OG0000581	Syaj.g_00261	Syar.g_02175
OG0000582	Syaj.g_01338	Syar.g_02131
OG0000583	Syaj.g_01337	Syar.g_02132
OG0000584	Syaj.g_01336	Syar.g_02133
OG0000585	Syaj.g_01334	Syar.g_02170
OG0000586	Syaj.g_01333	Syar.g_02171
OG0000587	Syaj.g_01331	Syar.g_02173
OG0000588	Syaj.g_01313	Syar.g_02275
OG0000589	Syaj.g_01308	Syar.g_02261
OG0000590	Syaj.g_01307	Syar.g_02260
OG0000591	Syaj.g_01299	Syar.g_02246
OG0000592	Syaj.g_01298	Syar.g_02245
OG0000593	Syaj.g_01287	Syar.g_02414
OG0000594	Syaj.g_01286	Syar.g_02415
OG0000595	Syaj.g_01285	Syar.g_02416
OG0000596	Syaj.g_01280	Syar.g_02421
OG0000597	Syaj.g_01277	Syar.g_02424
OG0000598	Syaj.g_01276	Syar.g_02425
OG0000599	Syaj.g_01273	Syar.g_02428
OG0000600	Syaj.g_01272	Syar.g_02429
OG0000601	Syaj.g_01271	Syar.g_02430
OG0000602	Syaj.g_01266	Syar.g_02435
OG0000603	Syaj.g_01265	Syar.g_02436
OG0000604	Syaj.g_01262	Syar.g_02438
OG0000605	Syaj.g_01153	Syar.g_02440
OG0000606	Syaj.g_00698	Syar.g_02443
OG0000607	Syaj.g_00702	Syar.g_02446
OG0000608	Syaj.g_00703	Syar.g_02447
OG0000609	Syaj.g_00705	Syar.g_02470
OG0000610	Syaj.g_00714	Syar.g_01917
OG0000611	Syaj.g_00717	Syar.g_01914
OG0000612	Syaj.g_00718	Syar.g_01913
OG0000613	Syaj.g_02500	Syar.g_00712
OG0000614	Syaj.g_00480	Syar.g_02012, Syar.g_01344
OG0000615	Syaj.g_01065	Syar.g_02603
OG0000616	Syaj.g_02245	Syar.g_00454
OG0000617	Syaj.g_00952	Syar.g_01576
OG0000618	Syaj.g_00951	Syar.g_01575
OG0000619	Syaj.g_00950	Syar.g_01574
OG0000620	Syaj.g_00945	Syar.g_01569
OG0000621	Syaj.g_00944	Syar.g_01568
OG0000622	Syaj.g_00943	Syar.g_01566
OG0000623	Syaj.g_00942	Syar.g_01565
OG0000624	Syaj.g_00940	Syar.g_01564
OG0000625	Syaj.g_00939	Syar.g_01563
OG0000626	Syaj.g_00938	Syar.g_01562
OG0000627	Syaj.g_00765	Syar.g_01868
OG0000628	Syaj.g_00766	Syar.g_01869
OG0000629	Syaj.g_00769	Syar.g_01872
OG0000630	Syaj.g_00773	Syar.g_02586
OG0000631	Syaj.g_00786	Syar.g_02579
OG0000632	Syaj.g_00787	Syar.g_02578
OG0000633	Syaj.g_00789	Syar.g_02576
OG0000634	Syaj.g_01030	Syar.g_02635
OG0000635	Syaj.g_01029	Syar.g_02636
OG0000636	Syaj.g_01024	Syar.g_02638
OG0000637	Syaj.g_01022	Syar.g_02640
OG0000638	Syaj.g_01021	Syar.g_02641
OG0000639	Syaj.g_01020	Syar.g_02642
OG0000640	Syaj.g_01019	Syar.g_02643
OG0000641	Syaj.g_01015	Syar.g_02648
OG0000642	Syaj.g_01014	Syar.g_02649
OG0000643	Syaj.g_01012	Syar.g_02650
OG0000644	Syaj.g_01011	Syar.g_02651
OG0000645	Syaj.g_01009	Syar.g_02652
OG0000646	Syaj.g_01006	Syar.g_02655
OG0000647	Syaj.g_01004	Syar.g_02657
OG0000648	Syaj.g_01001	Syar.g_02659
OG0000649	Syaj.g_01000	Syar.g_02660
OG0000650	Syaj.g_00999	Syar.g_02661
OG0000651	Syaj.g_00998	Syar.g_02662
OG0000652	Syaj.g_00997	Syar.g_02663
OG0000653	Syaj.g_00991	Syar.g_02665
OG0000654	Syaj.g_00990	Syar.g_02666
OG0000655	Syaj.g_00989	Syar.g_02667
OG0000656	Syaj.g_00986	Syar.g_02479
OG0000657	Syaj.g_00382	Syar.g_01812
OG0000658	Syaj.g_00379	Syar.g_01815
OG0000659	Syaj.g_00378	Syar.g_01816
OG0000660	Syaj.g_00374	Syar.g_01820
OG0000661	Syaj.g_00372	Syar.g_03175
OG0000662	Syaj.g_00370	Syar.g_01829
OG0000663	Syaj.g_00367	Syar.g_01832
OG0000664	Syaj.g_00358	Syar.g_01837
OG0000665	Syaj.g_01243	Syar.g_02774
OG0000666	Syaj.g_01154	Syar.g_01241
OG0000667	Syaj.g_02661	Syar.g_02346
OG0000668	Syaj.g_00816	Syar.g_01802
OG0000669	Syaj.g_00730	Syar.g_01627
OG0000670	Syaj.g_00733	Syar.g_01624
OG0000671	Syaj.g_00735	Syar.g_01622
OG0000672	Syaj.g_00739	Syar.g_01619
OG0000673	Syaj.g_00742	Syar.g_01615
OG0000674	Syaj.g_00744	Syar.g_01613
OG0000675	Syaj.g_00757	Syar.g_01612
OG0000676	Syaj.g_00759	Syar.g_01608
OG0000677	Syaj.g_00760	Syar.g_01607
OG0000678	Syaj.g_01075	Syar.g_02037
OG0000679	Syaj.g_01061	Syar.g_02606
OG0000680	Syaj.g_01060	Syar.g_02607
OG0000681	Syaj.g_01057	Syar.g_02610
OG0000682	Syaj.g_01056	Syar.g_02611
OG0000683	Syaj.g_01055	Syar.g_02612
OG0000684	Syaj.g_01051	Syar.g_02615
OG0000685	Syaj.g_01049	Syar.g_02617
OG0000686	Syaj.g_01048	Syar.g_02618
OG0000687	Syaj.g_01047	Syar.g_02619
OG0000688	Syaj.g_01041	Syar.g_02624
OG0000689	Syaj.g_01039	Syar.g_02626
OG0000690	Syaj.g_01038	Syar.g_02627
OG0000691	Syaj.g_01037	Syar.g_02628
OG0000692	Syaj.g_01036	Syar.g_02629
OG0000693	Syaj.g_01034	Syar.g_02631
OG0000694	Syaj.g_01033	Syar.g_02632
OG0000695	Syaj.g_00791	Syar.g_02573
OG0000696	Syaj.g_00792	Syar.g_02572
OG0000697	Syaj.g_00932	Syar.g_02570
OG0000698	Syaj.g_00929	Syar.g_02567
OG0000699	Syaj.g_00928	Syar.g_02566
OG0000700	Syaj.g_00927	Syar.g_02565
OG0000701	Syaj.g_00926	Syar.g_02564
OG0000702	Syaj.g_00916	Syar.g_02559
OG0000703	Syaj.g_00915	Syar.g_02557
OG0000704	Syaj.g_00913	Syar.g_02555
OG0000705	Syaj.g_00906	Syar.g_02547
OG0000706	Syaj.g_00905	Syar.g_02546
OG0000707	Syaj.g_00904	Syar.g_02545
OG0000708	Syaj.g_00901	Syar.g_02542
OG0000709	Syaj.g_00872	Syar.g_02534
OG0000710	Syaj.g_00867	Syar.g_02528
OG0000711	Syaj.g_00839	Syar.g_02499
OG0000712	Syaj.g_00837	Syar.g_02497
OG0000713	Syaj.g_00836	Syar.g_02496
OG0000714	Syaj.g_00834	Syar.g_02494
OG0000715	Syaj.g_00832	Syar.g_02492
OG0000716	Syaj.g_00825	Syar.g_02488
OG0000717	Syaj.g_00824	Syar.g_02487
OG0000718	Syaj.g_00820	Syar.g_02483
OG0000719	Syaj.g_00818	Syar.g_01804
OG0000720	Syaj.g_00805	Syar.g_01790
OG0000721	Syaj.g_00803	Syar.g_01788
OG0000722	Syaj.g_00802	Syar.g_01787
OG0000723	Syaj.g_00934	Syar.g_01560
OG0000724	Syaj.g_00421	Syar.g_01367, Syar.g_02120
OG0000725	Syaj.g_00430	Syar.g_01934
OG0000726	Syaj.g_00431	Syar.g_01935
OG0000727	Syaj.g_00432	Syar.g_01936
OG0000728	Syaj.g_00434	Syar.g_01938
OG0000729	Syaj.g_02397	Syar.g_00593
OG0000730	Syaj.g_02802	Syar.g_01115
OG0000731	Syaj.g_02814	Syar.g_01127
OG0000732	Syaj.g_02315	Syar.g_00522
OG0000733	Syaj.g_02151	Syar.g_02234
OG0000734	Syaj.g_01895	Syar.g_03128
OG0000735	Syaj.g_00286	Syar.g_01522
OG0000736	Syaj.g_00287	Syar.g_01523
OG0000737	Syaj.g_00288	Syar.g_01524
OG0000738	Syaj.g_00293	Syar.g_01530
OG0000739	Syaj.g_00295	Syar.g_01531
OG0000740	Syaj.g_00296	Syar.g_01532
OG0000741	Syaj.g_00299	Syar.g_01535
OG0000742	Syaj.g_00301	Syar.g_01538
OG0000743	Syaj.g_00303	Syar.g_01541
OG0000744	Syaj.g_00304	Syar.g_01542
OG0000745	Syaj.g_00306	Syar.g_01545
OG0000746	Syaj.g_00308	Syar.g_01549
OG0000747	Syaj.g_00309	Syar.g_01551
OG0000748	Syaj.g_00319	Syar.g_01945
OG0000749	Syaj.g_00322	Syar.g_01946
OG0000750	Syaj.g_00323	Syar.g_01947
OG0000751	Syaj.g_00331	Syar.g_01952
OG0000752	Syaj.g_00333	Syar.g_01954
OG0000753	Syaj.g_00336	Syar.g_01957
OG0000754	Syaj.g_00643	Syar.g_01963
OG0000755	Syaj.g_00631	Syar.g_01974
OG0000756	Syaj.g_00625	Syar.g_01975
OG0000757	Syaj.g_00614	Syar.g_01984
OG0000758	Syaj.g_00613	Syar.g_01985
OG0000759	Syaj.g_00612	Syar.g_01986
OG0000760	Syaj.g_00611	Syar.g_01987
OG0000761	Syaj.g_00609	Syar.g_01988
OG0000762	Syaj.g_00603	Syar.g_01992
OG0000763	Syaj.g_00597	Syar.g_01699
OG0000764	Syaj.g_00596	Syar.g_01700
OG0000765	Syaj.g_00577	Syar.g_01718
OG0000766	Syaj.g_00576	Syar.g_01719
OG0000767	Syaj.g_00574	Syar.g_01721
OG0000768	Syaj.g_00573	Syar.g_01722
OG0000769	Syaj.g_00571	Syar.g_01724
OG0000770	Syaj.g_00567	Syar.g_01727
OG0000771	Syaj.g_00415	Syar.g_01373
OG0000772	Syaj.g_01208	Syar.g_00746
OG0000773	Syaj.g_00280	Syar.g_02694
OG0000774	Syaj.g_01502	Syar.g_02771
OG0000775	Syaj.g_01504	Syar.g_02773
OG0000776	Syaj.g_01505	Syar.g_01755
OG0000777	Syaj.g_01506	Syar.g_01754
OG0000778	Syaj.g_01507	Syar.g_01753
OG0000779	Syaj.g_01513	Syar.g_02779
OG0000780	Syaj.g_01517	Syar.g_02781
OG0000781	Syaj.g_01521	Syar.g_02785
OG0000782	Syaj.g_01522	Syar.g_02786
OG0000783	Syaj.g_01524	Syar.g_02787
OG0000784	Syaj.g_01525	Syar.g_02788
OG0000785	Syaj.g_01526	Syar.g_02791
OG0000786	Syaj.g_00265	Syar.g_02795
OG0000787	Syaj.g_00264	Syar.g_02796
OG0000788	Syaj.g_01270	Syar.g_02331
OG0000789	Syaj.g_01121	Syar.g_02040
OG0000790	Syaj.g_00054	Syar.g_01456
OG0000791	Syaj.g_00053	Syar.g_01454
OG0000792	Syaj.g_00052	Syar.g_01453
OG0000793	Syaj.g_00047	Syar.g_01243
OG0000794	Syaj.g_00046	Syar.g_01242
OG0000795	Syaj.g_00045	Syar.g_01240
OG0000796	Syaj.g_00039	Syar.g_01236
OG0000797	Syaj.g_00038	Syar.g_01235
OG0000798	Syaj.g_02568	Syar.g_00222
OG0000799	Syaj.g_01352	Syar.g_02844
OG0000800	Syaj.g_01354	Syar.g_02843
OG0000801	Syaj.g_01355	Syar.g_02842
OG0000802	Syaj.g_01359	Syar.g_02825
OG0000803	Syaj.g_01363	Syar.g_02822
OG0000804	Syaj.g_01366	Syar.g_02819
OG0000805	Syaj.g_01369	Syar.g_02817
OG0000806	Syaj.g_01370	Syar.g_02815
OG0000807	Syaj.g_01372	Syar.g_02814
OG0000808	Syaj.g_01373	Syar.g_02813
OG0000809	Syaj.g_01376	Syar.g_02811
OG0000810	Syaj.g_01377	Syar.g_02810
OG0000811	Syaj.g_01385	Syar.g_02805
OG0000812	Syaj.g_01387	Syar.g_02803
OG0000813	Syaj.g_01388	Syar.g_02802
OG0000814	Syaj.g_01390	Syar.g_02800
OG0000815	Syaj.g_01391	Syar.g_02799
OG0000816	Syaj.g_01392	Syar.g_02797
OG0000817	Syaj.g_01393	Syar.g_02861
OG0000818	Syaj.g_01399	Syar.g_01418
OG0000819	Syaj.g_01400	Syar.g_01417
OG0000820	Syaj.g_01401	Syar.g_01416
OG0000821	Syaj.g_01412	Syar.g_01410
OG0000822	Syaj.g_01414	Syar.g_01408
OG0000823	Syaj.g_01415	Syar.g_01407
OG0000824	Syaj.g_01421	Syar.g_01402
OG0000825	Syaj.g_01422	Syar.g_01401
OG0000826	Syaj.g_01423	Syar.g_01400
OG0000827	Syaj.g_01424	Syar.g_01399
OG0000828	Syaj.g_01427	Syar.g_01396
OG0000829	Syaj.g_01428	Syar.g_01395
OG0000830	Syaj.g_01429	Syar.g_01394
OG0000831	Syaj.g_01431	Syar.g_01391
OG0000832	Syaj.g_01635	Syar.g_01213
OG0000833	Syaj.g_01647	Syar.g_02877
OG0000834	Syaj.g_01649	Syar.g_02878
OG0000835	Syaj.g_01650	Syar.g_02879
OG0000836	Syaj.g_01654	Syar.g_02881
OG0000837	Syaj.g_01661	Syar.g_02882
OG0000838	Syaj.g_01665	Syar.g_02886
OG0000839	Syaj.g_01666	Syar.g_02887
OG0000840	Syaj.g_01667	Syar.g_02888
OG0000841	Syaj.g_01668	Syar.g_02889
OG0000842	Syaj.g_01669	Syar.g_02890
OG0000843	Syaj.g_01670	Syar.g_02891
OG0000844	Syaj.g_01680	Syar.g_02893
OG0000845	Syaj.g_01681	Syar.g_02894
OG0000846	Syaj.g_01682	Syar.g_02895
OG0000847	Syaj.g_01683	Syar.g_02896
OG0000848	Syaj.g_01685	Syar.g_02898
OG0000849	Syaj.g_01686	Syar.g_02899
OG0000850	Syaj.g_01689	Syar.g_02902
OG0000851	Syaj.g_01694	Syar.g_02905
OG0000852	Syaj.g_01695	Syar.g_02906
OG0000853	Syaj.g_01699	Syar.g_02910
OG0000854	Syaj.g_01701	Syar.g_02912
OG0000855	Syaj.g_01702	Syar.g_02913
OG0000856	Syaj.g_01296	Syar.g_02243
OG0000857	Syaj.g_01005	Syar.g_02656
OG0000858	Syaj.g_01708	Syar.g_02920
OG0000859	Syaj.g_01709	Syar.g_02921
OG0000860	Syaj.g_01723	Syar.g_02931
OG0000861	Syaj.g_01724	Syar.g_02932
OG0000862	Syaj.g_01725	Syar.g_02942
OG0000863	Syaj.g_01728	Syar.g_02944
OG0000864	Syaj.g_01729	Syar.g_02945
OG0000865	Syaj.g_01730	Syar.g_02946
OG0000866	Syaj.g_01731	Syar.g_02947
OG0000867	Syaj.g_01732	Syar.g_02948
OG0000868	Syaj.g_01734	Syar.g_02950
OG0000869	Syaj.g_01742	Syar.g_02955
OG0000870	Syaj.g_01747	Syar.g_02960
OG0000871	Syaj.g_01748	Syar.g_02961
OG0000872	Syaj.g_01756	Syar.g_02967
OG0000873	Syaj.g_01759	Syar.g_02970
OG0000874	Syaj.g_01754	Syar.g_02974
OG0000875	Syaj.g_01762	Syar.g_02975
OG0000876	Syaj.g_02084	Syar.g_01828
OG0000877	Syaj.g_01586	Syar.g_02977
OG0000878	Syaj.g_01587	Syar.g_02978
OG0000879	Syaj.g_01588	Syar.g_02979
OG0000880	Syaj.g_01589	Syar.g_02980
OG0000881	Syaj.g_01595	Syar.g_02984
OG0000882	Syaj.g_01599	Syar.g_02989
OG0000883	Syaj.g_01601	Syar.g_02992
OG0000884	Syaj.g_01603	Syar.g_02994
OG0000885	Syaj.g_01604	Syar.g_02995
OG0000886	Syaj.g_01605	Syar.g_02996
OG0000887	Syaj.g_01606	Syar.g_02998
OG0000888	Syaj.g_01608	Syar.g_03000
OG0000889	Syaj.g_01610	Syar.g_03002
OG0000890	Syaj.g_01615	Syar.g_03005
OG0000891	Syaj.g_01616	Syar.g_03006
OG0000892	Syaj.g_01620	Syar.g_03008
OG0000893	Syaj.g_02636	Syar.g_00150
OG0000894	Syaj.g_02639	Syar.g_00145
OG0000895	Syaj.g_02643	Syar.g_00141
OG0000896	Syaj.g_02644	Syar.g_00140
OG0000897	Syaj.g_02646	Syar.g_00138
OG0000898	Syaj.g_02647	Syar.g_00137
OG0000899	Syaj.g_02648	Syar.g_00136
OG0000900	Syaj.g_02649	Syar.g_00135
OG0000901	Syaj.g_02654	Syar.g_00130
OG0000902	Syaj.g_02656	Syar.g_01013
OG0000903	Syaj.g_02689	Syar.g_01026
OG0000904	Syaj.g_02684	Syar.g_01021
OG0000905	Syaj.g_02678	Syar.g_01018
OG0000906	Syaj.g_02676	Syar.g_01015
OG0000907	Syaj.g_02692	Syar.g_01028
OG0000908	Syaj.g_02695	Syar.g_01031
OG0000909	Syaj.g_02696	Syar.g_01032
OG0000910	Syaj.g_02697	Syar.g_01033
OG0000911	Syaj.g_02699	Syar.g_01035
OG0000912	Syaj.g_02700	Syar.g_01036
OG0000913	Syaj.g_02701	Syar.g_01037
OG0000914	Syaj.g_02702	Syar.g_01038
OG0000915	Syaj.g_02704	Syar.g_01040
OG0000916	Syaj.g_02705	Syar.g_01041
OG0000917	Syaj.g_02706	Syar.g_01042
OG0000918	Syaj.g_02707	Syar.g_01043
OG0000919	Syaj.g_02708	Syar.g_01044
OG0000920	Syaj.g_02709	Syar.g_01045
OG0000921	Syaj.g_02710	Syar.g_01046
OG0000922	Syaj.g_02711	Syar.g_01047
OG0000923	Syaj.g_02715	Syar.g_01051
OG0000924	Syaj.g_02716	Syar.g_01052
OG0000925	Syaj.g_02717	Syar.g_01053
OG0000926	Syaj.g_02718	Syar.g_01054
OG0000927	Syaj.g_02720	Syar.g_01056
OG0000928	Syaj.g_02721	Syar.g_01057
OG0000929	Syaj.g_02722	Syar.g_01058
OG0000930	Syaj.g_02723	Syar.g_01059
OG0000931	Syaj.g_02724	Syar.g_01060
OG0000932	Syaj.g_02725	Syar.g_01061
OG0000933	Syaj.g_02731	Syar.g_01066
OG0000934	Syaj.g_02733	Syar.g_01068
OG0000935	Syaj.g_02734	Syar.g_01069
OG0000936	Syaj.g_02735	Syar.g_01070
OG0000937	Syaj.g_02736	Syar.g_01071
OG0000938	Syaj.g_02739	Syar.g_01074
OG0000939	Syaj.g_02740	Syar.g_01075
OG0000940	Syaj.g_02747	Syar.g_01081
OG0000941	Syaj.g_02749	Syar.g_01083
OG0000942	Syaj.g_02751	Syar.g_01085
OG0000943	Syaj.g_02752	Syar.g_01086
OG0000944	Syaj.g_02754	Syar.g_01088
OG0000945	Syaj.g_02756	Syar.g_01089
OG0000946	Syaj.g_02761	Syar.g_01095
OG0000947	Syaj.g_02764	Syar.g_01098
OG0000948	Syaj.g_02765	Syar.g_01099
OG0000949	Syaj.g_02474	Syar.g_00283
OG0000950	Syaj.g_02459	Syar.g_00661
OG0000951	Syaj.g_02452	Syar.g_00656
OG0000952	Syaj.g_02446	Syar.g_00651
OG0000953	Syaj.g_02442	Syar.g_00248
OG0000954	Syaj.g_02435	Syar.g_00258
OG0000955	Syaj.g_02434	Syar.g_00259
OG0000956	Syaj.g_02432	Syar.g_00261
OG0000957	Syaj.g_02419	Syar.g_00610
OG0000958	Syaj.g_02418	Syar.g_00609
OG0000959	Syaj.g_02413	Syar.g_00605
OG0000960	Syaj.g_02412	Syar.g_00604
OG0000961	Syaj.g_02402	Syar.g_00094
OG0000962	Syaj.g_02398	Syar.g_00594
OG0000963	Syaj.g_02393	Syar.g_00590
OG0000964	Syaj.g_02392	Syar.g_00589
OG0000965	Syaj.g_02391	Syar.g_00588
OG0000966	Syaj.g_02370	Syar.g_00549
OG0000967	Syaj.g_02334	Syar.g_00545
OG0000968	Syaj.g_02363	Syar.g_00542
OG0000969	Syaj.g_02338	Syar.g_00540
OG0000970	Syaj.g_02337	Syar.g_00539
OG0000971	Syaj.g_02331	Syar.g_00537
OG0000972	Syaj.g_02330	Syar.g_00536
OG0000973	Syaj.g_02329	Syar.g_00535
OG0000974	Syaj.g_02328	Syar.g_00534
OG0000975	Syaj.g_02327	Syar.g_00533
OG0000976	Syaj.g_02326	Syar.g_00532
OG0000977	Syaj.g_02324	Syar.g_00530
OG0000978	Syaj.g_02322	Syar.g_00529
OG0000979	Syaj.g_02319	Syar.g_00526
OG0000980	Syaj.g_02316	Syar.g_00523
OG0000981	Syaj.g_02313	Syar.g_00520
OG0000982	Syaj.g_02112	Syar.g_00331
OG0000983	Syaj.g_02113	Syar.g_00332
OG0000984	Syaj.g_02114	Syar.g_00333
OG0000985	Syaj.g_02116	Syar.g_00337
OG0000986	Syaj.g_02123	Syar.g_00344
OG0000987	Syaj.g_02125	Syar.g_00346
OG0000988	Syaj.g_02131	Syar.g_00352
OG0000989	Syaj.g_02142	Syar.g_00377
OG0000990	Syaj.g_02165	Syar.g_00697
OG0000991	Syaj.g_02168	Syar.g_00700
OG0000992	Syaj.g_02171	Syar.g_00704
OG0000993	Syaj.g_02173	Syar.g_00705
OG0000994	Syaj.g_02177	Syar.g_00708
OG0000995	Syaj.g_02182	Syar.g_03212, Syar.g_00624
OG0000996	Syaj.g_02221	Syar.g_00861
OG0000997	Syaj.g_02228	Syar.g_00437
OG0000998	Syaj.g_02230	Syar.g_00439
OG0000999	Syaj.g_02231	Syar.g_00440
OG0001000	Syaj.g_02236	Syar.g_00955, Syar.g_00444
OG0001001	Syaj.g_02241	Syar.g_00450
OG0001002	Syaj.g_02248	Syar.g_00457
OG0001003	Syaj.g_02250	Syar.g_00459
OG0001004	Syaj.g_02251	Syar.g_00460
OG0001005	Syaj.g_02252	Syar.g_00461
OG0001006	Syaj.g_02260	Syar.g_00468
OG0001007	Syaj.g_02262	Syar.g_00470
OG0001008	Syaj.g_01554	Syar.g_01178
OG0001009	Syaj.g_02294	Syar.g_00500
OG0001010	Syaj.g_02295	Syar.g_00501
OG0001011	Syaj.g_02296	Syar.g_00503
OG0001014	Syaj.g_02083	Syar.g_00914
OG0001015	Syaj.g_02082	Syar.g_00915
OG0001017	Syaj.g_01830	Syar.g_03050
OG0001018	Syaj.g_01832	Syar.g_03052
OG0001019	Syaj.g_01849	Syar.g_03086
OG0001020	Syaj.g_01862	Syar.g_03092
OG0001021	Syaj.g_01867	Syar.g_03098
OG0001022	Syaj.g_01872	Syar.g_03102
OG0001023	Syaj.g_01873	Syar.g_03103
OG0001024	Syaj.g_01877	Syar.g_02276
OG0001025	Syaj.g_01884	Syar.g_03115
OG0001026	Syaj.g_01897	Syar.g_03131
OG0001027	Syaj.g_01903	Syar.g_00031
OG0001028	Syaj.g_01905	Syar.g_00034
OG0001029	Syaj.g_01907	Syar.g_00036
OG0001030	Syaj.g_01933	Syar.g_00058
OG0001031	Syaj.g_02012	Syar.g_00129
OG0001032	Syaj.g_02015	Syar.g_01011
OG0001033	Syaj.g_02044	Syar.g_00962
OG0001034	Syaj.g_02875	Syar.g_03022
OG0001035	Syaj.g_02603	Syar.g_00171
OG0001036	Syaj.g_02599	Syar.g_00193
OG0001037	Syaj.g_02597	Syar.g_00195
OG0001038	Syaj.g_02567	Syar.g_00223
OG0001039	Syaj.g_02564	Syar.g_00226
OG0001040	Syaj.g_02561	Syar.g_00229
OG0001041	Syaj.g_02556	Syar.g_00234
OG0001042	Syaj.g_02527	Syar.g_00831
OG0001043	Syaj.g_02523	Syar.g_00826
OG0001044	Syaj.g_02804	Syar.g_01117
OG0001045	Syaj.g_02817	Syar.g_01130
OG0001046	Syaj.g_00851	Syar.g_02514
OG0001047	Syaj.g_01552	Syar.g_01180
OG0001048	Syaj.g_01551	Syar.g_01181
OG0001049	Syaj.g_01548	Syar.g_02872
OG0001050	Syaj.g_01547	Syar.g_02871
OG0001051	Syaj.g_01546	Syar.g_02870
OG0001052	Syaj.g_01448	Syar.g_01269
OG0001053	Syaj.g_00075	Syar.g_01472
OG0001054	Syaj.g_00092	Syar.g_01492
OG0001055	Syaj.g_00113	Syar.g_01513
OG0001056	Syaj.g_00149	Syar.g_02349
OG0001057	Syaj.g_00160	Syar.g_02341
OG0001058	Syaj.g_00183	Syar.g_02324
OG0001059	Syaj.g_00187	Syar.g_00422
OG0001060	Syaj.g_00193	Syar.g_02315
OG0001061	Syaj.g_00214	Syar.g_02297
OG0001062	Syaj.g_00216	Syar.g_02294
OG0001063	Syaj.g_00222	Syar.g_02209
OG0001064	Syaj.g_00223	Syar.g_02208
OG0001065	Syaj.g_00224	Syar.g_02207
OG0001066	Syaj.g_00225	Syar.g_02206
OG0001067	Syaj.g_00226	Syar.g_02205
OG0001068	Syaj.g_00227	Syar.g_02204
OG0001069	Syaj.g_00228	Syar.g_02203
OG0001070	Syaj.g_00231	Syar.g_02200
OG0001071	Syaj.g_00232	Syar.g_02199
OG0001072	Syaj.g_00236	Syar.g_02195
OG0001073	Syaj.g_00254	Syar.g_02182
OG0001074	Syaj.g_01327	Syar.g_02031
OG0001075	Syaj.g_01325	Syar.g_02215
OG0001076	Syaj.g_01305	Syar.g_02253
OG0001077	Syaj.g_01294	Syar.g_02240
OG0001078	Syaj.g_01282	Syar.g_02419
OG0001079	Syaj.g_01269	Syar.g_02431
OG0001080	Syaj.g_01135	Syar.g_02442
OG0001081	Syaj.g_00699	Syar.g_02444
OG0001082	Syaj.g_00700	Syar.g_02445
OG0001083	Syaj.g_00709	Syar.g_02473
OG0001084	Syaj.g_00711	Syar.g_02474
OG0001085	Syaj.g_00721	Syar.g_01688
OG0001086	Syaj.g_00723	Syar.g_01686
OG0001087	Syaj.g_00498	Syar.g_02347
OG0001088	Syaj.g_00494	Syar.g_00431
OG0001089	Syaj.g_00439	Syar.g_01942
OG0001090	Syaj.g_00959	Syar.g_01582
OG0001091	Syaj.g_00957	Syar.g_01580
OG0001092	Syaj.g_00954	Syar.g_01578
OG0001093	Syaj.g_00948	Syar.g_01572
OG0001094	Syaj.g_01032	Syar.g_02633
OG0001095	Syaj.g_01008	Syar.g_02653
OG0001096	Syaj.g_00988	Syar.g_02476
OG0001097	Syaj.g_00371	Syar.g_01823
OG0001098	Syaj.g_01132	Syar.g_01672
OG0001099	Syaj.g_01906	Syar.g_00035
OG0001100	Syaj.g_00732	Syar.g_01625
OG0001101	Syaj.g_00734	Syar.g_01623
OG0001102	Syaj.g_00737	Syar.g_01620
OG0001103	Syaj.g_00740	Syar.g_01618
OG0001104	Syaj.g_01050	Syar.g_02616
OG0001105	Syaj.g_01046	Syar.g_02620
OG0001106	Syaj.g_00912	Syar.g_02553
OG0001107	Syaj.g_00900	Syar.g_02541
OG0001109	Syaj.g_00868	Syar.g_02529
OG0001110	Syaj.g_00866	Syar.g_02527
OG0001111	Syaj.g_00864	Syar.g_02525
OG0001112	Syaj.g_00862	Syar.g_02523
