Orthogroup	Syaj	Prbh
OG0000532	Syaj.g_00080	Prbh.g_00344
OG0000533	Syaj.g_00081	Prbh.g_00343
OG0000534	Syaj.g_00082	Prbh.g_00342
OG0000535	Syaj.g_00083	Prbh.g_00341
OG0000536	Syaj.g_00084	Prbh.g_00340
OG0000537	Syaj.g_00085	Prbh.g_00339
OG0000538	Syaj.g_00096	Prbh.g_00329
OG0000539	Syaj.g_00097	Prbh.g_00328
OG0000540	Syaj.g_00098	Prbh.g_00327
OG0000541	Syaj.g_00099	Prbh.g_00326
OG0000542	Syaj.g_00102	Prbh.g_00325
OG0000543	Syaj.g_00104	Prbh.g_00323
OG0000544	Syaj.g_00105	Prbh.g_00322
OG0000545	Syaj.g_00107	Prbh.g_00320
OG0000546	Syaj.g_00109	Prbh.g_00317
OG0000547	Syaj.g_00111	Prbh.g_00315
OG0000548	Syaj.g_00112	Prbh.g_00314
OG0000549	Syaj.g_00118	Prbh.g_00311
OG0000550	Syaj.g_00123	Prbh.g_00306
OG0000551	Syaj.g_00128	Prbh.g_00303
OG0000552	Syaj.g_00129	Prbh.g_00302
OG0000553	Syaj.g_00133	Prbh.g_00301
OG0000554	Syaj.g_00145	Prbh.g_00295
OG0000555	Syaj.g_00163	Prbh.g_00288
OG0000556	Syaj.g_00167	Prbh.g_00286
OG0000557	Syaj.g_00178	Prbh.g_00285
OG0000558	Syaj.g_00181	Prbh.g_00283
OG0000559	Syaj.g_00185	Prbh.g_00279
OG0000560	Syaj.g_00188	Prbh.g_00276
OG0000561	Syaj.g_00189	Prbh.g_00275
OG0000562	Syaj.g_00190	Prbh.g_00274
OG0000563	Syaj.g_00191	Prbh.g_00273
OG0000564	Syaj.g_00192	Prbh.g_00272
OG0000565	Syaj.g_00195	Prbh.g_00269
OG0000566	Syaj.g_00199	Prbh.g_00265
OG0000567	Syaj.g_00203	Prbh.g_00261
OG0000568	Syaj.g_00207	Prbh.g_00260
OG0000569	Syaj.g_00208	Prbh.g_00259
OG0000570	Syaj.g_00209	Prbh.g_00258
OG0000571	Syaj.g_00213	Prbh.g_00256
OG0000572	Syaj.g_00230	Prbh.g_00244
OG0000573	Syaj.g_00238	Prbh.g_00238
OG0000574	Syaj.g_00242	Prbh.g_00237
OG0000575	Syaj.g_00247	Prbh.g_00233
OG0000576	Syaj.g_00249	Prbh.g_00231
OG0000577	Syaj.g_00250	Prbh.g_00230
OG0000578	Syaj.g_00251	Prbh.g_00229
OG0000579	Syaj.g_00252	Prbh.g_00228
OG0000580	Syaj.g_00253	Prbh.g_00227
OG0000581	Syaj.g_00261	Prbh.g_00224
OG0000582	Syaj.g_01338	Prbh.g_00221
OG0000583	Syaj.g_01337	Prbh.g_00220
OG0000584	Syaj.g_01336	Prbh.g_00219
OG0000585	Syaj.g_01334	Prbh.g_00217
OG0000586	Syaj.g_01333	Prbh.g_00216
OG0000587	Syaj.g_01331	Prbh.g_00215
OG0000588	Syaj.g_01313	Prbh.g_01465
OG0000589	Syaj.g_01308	Prbh.g_01462
OG0000590	Syaj.g_01307	Prbh.g_01461
OG0000591	Syaj.g_01299	Prbh.g_01457
OG0000592	Syaj.g_01298	Prbh.g_01456
OG0000593	Syaj.g_01287	Prbh.g_01221
OG0000594	Syaj.g_01286	Prbh.g_01220
OG0000595	Syaj.g_01285	Prbh.g_01219
OG0000596	Syaj.g_01280	Prbh.g_01216
OG0000597	Syaj.g_01277	Prbh.g_01213
OG0000598	Syaj.g_01276	Prbh.g_01212
OG0000599	Syaj.g_01273	Prbh.g_01209
OG0000600	Syaj.g_01272	Prbh.g_01208
OG0000601	Syaj.g_01271	Prbh.g_01207
OG0000602	Syaj.g_01266	Prbh.g_01205
OG0000603	Syaj.g_01265	Prbh.g_01204
OG0000604	Syaj.g_01262	Prbh.g_01203
OG0000605	Syaj.g_01153	Prbh.g_01202
OG0000606	Syaj.g_00698	Prbh.g_01199
OG0000607	Syaj.g_00702	Prbh.g_01196
OG0000608	Syaj.g_00703	Prbh.g_01195
OG0000609	Syaj.g_00705	Prbh.g_01194
OG0000610	Syaj.g_00714	Prbh.g_01188
OG0000611	Syaj.g_00717	Prbh.g_01185
OG0000612	Syaj.g_00718	Prbh.g_01184
OG0000613	Syaj.g_02500	Prbh.g_00907
OG0000614	Syaj.g_00480	Prbh.g_00928
OG0000615	Syaj.g_01065	Prbh.g_00939
OG0000616	Syaj.g_02245	Prbh.g_01487
OG0000617	Syaj.g_00952	Prbh.g_01167
OG0000618	Syaj.g_00951	Prbh.g_01166
OG0000619	Syaj.g_00950	Prbh.g_01165
OG0000620	Syaj.g_00945	Prbh.g_01162
OG0000621	Syaj.g_00944	Prbh.g_01161
OG0000622	Syaj.g_00943	Prbh.g_01160
OG0000623	Syaj.g_00942	Prbh.g_01159
OG0000624	Syaj.g_00940	Prbh.g_01157
OG0000625	Syaj.g_00939	Prbh.g_01156
OG0000626	Syaj.g_00938	Prbh.g_01155
OG0000627	Syaj.g_00765	Prbh.g_01154
OG0000628	Syaj.g_00766	Prbh.g_01153
OG0000629	Syaj.g_00769	Prbh.g_01151
OG0000630	Syaj.g_00773	Prbh.g_01148
OG0000631	Syaj.g_00786	Prbh.g_01056
OG0000632	Syaj.g_00787	Prbh.g_01057
OG0000633	Syaj.g_00789	Prbh.g_01058
OG0000634	Syaj.g_01030	Prbh.g_00949
OG0000635	Syaj.g_01029	Prbh.g_00950
OG0000636	Syaj.g_01024	Prbh.g_00952
OG0000637	Syaj.g_01022	Prbh.g_00954
OG0000638	Syaj.g_01021	Prbh.g_00955
OG0000639	Syaj.g_01020	Prbh.g_00956
OG0000640	Syaj.g_01019	Prbh.g_00957
OG0000641	Syaj.g_01015	Prbh.g_00961
OG0000642	Syaj.g_01014	Prbh.g_00962
OG0000643	Syaj.g_01012	Prbh.g_00963
OG0000644	Syaj.g_01011	Prbh.g_00964
OG0000645	Syaj.g_01009	Prbh.g_00965
OG0000646	Syaj.g_01006	Prbh.g_00967
OG0000647	Syaj.g_01004	Prbh.g_00969
OG0000648	Syaj.g_01001	Prbh.g_00971
OG0000649	Syaj.g_01000	Prbh.g_00972
OG0000650	Syaj.g_00999	Prbh.g_00973
OG0000651	Syaj.g_00998	Prbh.g_00974
OG0000652	Syaj.g_00997	Prbh.g_00975
OG0000653	Syaj.g_00991	Prbh.g_00977
OG0000654	Syaj.g_00990	Prbh.g_00978
OG0000655	Syaj.g_00989	Prbh.g_00979
OG0000656	Syaj.g_00986	Prbh.g_00982
OG0000657	Syaj.g_00382	Prbh.g_00989
OG0000658	Syaj.g_00379	Prbh.g_00991
OG0000659	Syaj.g_00378	Prbh.g_00992
OG0000660	Syaj.g_00374	Prbh.g_00996
OG0000661	Syaj.g_00372	Prbh.g_00998
OG0000662	Syaj.g_00370	Prbh.g_01001
OG0000663	Syaj.g_00367	Prbh.g_01003
OG0000664	Syaj.g_00358	Prbh.g_01004
OG0000665	Syaj.g_01243	Prbh.g_01010
OG0000666	Syaj.g_01154	Prbh.g_01011
OG0000667	Syaj.g_02661	Prbh.g_01015
OG0000668	Syaj.g_00816	Prbh.g_00857
OG0000669	Syaj.g_00730	Prbh.g_00868
OG0000670	Syaj.g_00733	Prbh.g_00871
OG0000671	Syaj.g_00735	Prbh.g_00873
OG0000672	Syaj.g_00739	Prbh.g_00876
OG0000673	Syaj.g_00742	Prbh.g_00879
OG0000674	Syaj.g_00744	Prbh.g_00881
OG0000675	Syaj.g_00757	Prbh.g_00882
OG0000676	Syaj.g_00759	Prbh.g_00884
OG0000677	Syaj.g_00760	Prbh.g_00885
OG0000678	Syaj.g_01075	Prbh.g_00887
OG0000679	Syaj.g_01061	Prbh.g_00891
OG0000680	Syaj.g_01060	Prbh.g_00892
OG0000681	Syaj.g_01057	Prbh.g_00895
OG0000682	Syaj.g_01056	Prbh.g_00896
OG0000683	Syaj.g_01055	Prbh.g_00897
OG0000684	Syaj.g_01051	Prbh.g_00898
OG0000685	Syaj.g_01049	Prbh.g_00900
OG0000686	Syaj.g_01048	Prbh.g_00901
OG0000687	Syaj.g_01047	Prbh.g_00902
OG0000688	Syaj.g_01041	Prbh.g_01179
OG0000689	Syaj.g_01039	Prbh.g_01178
OG0000690	Syaj.g_01038	Prbh.g_01177
OG0000691	Syaj.g_01037	Prbh.g_01176
OG0000692	Syaj.g_01036	Prbh.g_01174
OG0000693	Syaj.g_01034	Prbh.g_01173
OG0000694	Syaj.g_01033	Prbh.g_01172
OG0000695	Syaj.g_00791	Prbh.g_01060
OG0000696	Syaj.g_00792	Prbh.g_01061
OG0000697	Syaj.g_00932	Prbh.g_01062
OG0000698	Syaj.g_00929	Prbh.g_01065
OG0000699	Syaj.g_00928	Prbh.g_01066
OG0000700	Syaj.g_00927	Prbh.g_01067
OG0000701	Syaj.g_00926	Prbh.g_01068
OG0000702	Syaj.g_00916	Prbh.g_01070
OG0000703	Syaj.g_00915	Prbh.g_01071
OG0000704	Syaj.g_00913	Prbh.g_01073
OG0000705	Syaj.g_00906	Prbh.g_01079
OG0000706	Syaj.g_00905	Prbh.g_01080
OG0000707	Syaj.g_00904	Prbh.g_01081
OG0000708	Syaj.g_00901	Prbh.g_01083
OG0000709	Syaj.g_00872	Prbh.g_01087
OG0000710	Syaj.g_00867	Prbh.g_01090
OG0000711	Syaj.g_00839	Prbh.g_01106
OG0000712	Syaj.g_00837	Prbh.g_01107
OG0000713	Syaj.g_00836	Prbh.g_01108
OG0000714	Syaj.g_00834	Prbh.g_01109
OG0000715	Syaj.g_00832	Prbh.g_01111
OG0000716	Syaj.g_00825	Prbh.g_01113
OG0000717	Syaj.g_00824	Prbh.g_01114
OG0000718	Syaj.g_00820	Prbh.g_01116
OG0000719	Syaj.g_00818	Prbh.g_01118
OG0000720	Syaj.g_00805	Prbh.g_01129
OG0000721	Syaj.g_00803	Prbh.g_01133
OG0000722	Syaj.g_00802	Prbh.g_01134
OG0000723	Syaj.g_00934	Prbh.g_01138
OG0000724	Syaj.g_00421	Prbh.g_01036
OG0000725	Syaj.g_00430	Prbh.g_01030
OG0000726	Syaj.g_00431	Prbh.g_01029
OG0000727	Syaj.g_00432	Prbh.g_01028
OG0000728	Syaj.g_00434	Prbh.g_01026
OG0000729	Syaj.g_02397	Prbh.g_01351
OG0000730	Syaj.g_02802	Prbh.g_01325
OG0000731	Syaj.g_02814	Prbh.g_00432
OG0000733	Syaj.g_02151	Prbh.g_01867
OG0000734	Syaj.g_01895	Prbh.g_01299
OG0000735	Syaj.g_00286	Prbh.g_01297
OG0000736	Syaj.g_00287	Prbh.g_01296
OG0000737	Syaj.g_00288	Prbh.g_01295
OG0000738	Syaj.g_00293	Prbh.g_01291
OG0000739	Syaj.g_00295	Prbh.g_01290
OG0000740	Syaj.g_00296	Prbh.g_01289
OG0000741	Syaj.g_00299	Prbh.g_01287
OG0000742	Syaj.g_00301	Prbh.g_01284
OG0000743	Syaj.g_00303	Prbh.g_01282
OG0000744	Syaj.g_00304	Prbh.g_01280
OG0000745	Syaj.g_00306	Prbh.g_01279
OG0000746	Syaj.g_00308	Prbh.g_01277
OG0000747	Syaj.g_00309	Prbh.g_01276
OG0000748	Syaj.g_00319	Prbh.g_01272
OG0000749	Syaj.g_00322	Prbh.g_01271
OG0000750	Syaj.g_00323	Prbh.g_01270
OG0000751	Syaj.g_00331	Prbh.g_01267
OG0000752	Syaj.g_00333	Prbh.g_01265
OG0000753	Syaj.g_00336	Prbh.g_01262
OG0000754	Syaj.g_00643	Prbh.g_01260
OG0000755	Syaj.g_00631	Prbh.g_01254
OG0000756	Syaj.g_00625	Prbh.g_01253
OG0000757	Syaj.g_00614	Prbh.g_01246
OG0000758	Syaj.g_00613	Prbh.g_01245
OG0000759	Syaj.g_00612	Prbh.g_01244
OG0000760	Syaj.g_00611	Prbh.g_01243
OG0000761	Syaj.g_00609	Prbh.g_01242
OG0000762	Syaj.g_00603	Prbh.g_01241
OG0000763	Syaj.g_00597	Prbh.g_01239
OG0000764	Syaj.g_00596	Prbh.g_01238
OG0000765	Syaj.g_00577	Prbh.g_01230
OG0000766	Syaj.g_00576	Prbh.g_01229
OG0000767	Syaj.g_00574	Prbh.g_01227
OG0000768	Syaj.g_00573	Prbh.g_01226
OG0000769	Syaj.g_00571	Prbh.g_01224
OG0000770	Syaj.g_00567	Prbh.g_01451
OG0000771	Syaj.g_00415	Prbh.g_01397
OG0000772	Syaj.g_01208	Prbh.g_01845
OG0000773	Syaj.g_00280	Prbh.g_01364
OG0000774	Syaj.g_01502	Prbh.g_01366
OG0000775	Syaj.g_01504	Prbh.g_01368
OG0000776	Syaj.g_01505	Prbh.g_01369
OG0000777	Syaj.g_01506	Prbh.g_01370
OG0000778	Syaj.g_01507	Prbh.g_01371
OG0000779	Syaj.g_01513	Prbh.g_01375
OG0000780	Syaj.g_01517	Prbh.g_01376
OG0000781	Syaj.g_01521	Prbh.g_01379
OG0000782	Syaj.g_01522	Prbh.g_01380
OG0000783	Syaj.g_01524	Prbh.g_01381
OG0000784	Syaj.g_01525	Prbh.g_01382
OG0000785	Syaj.g_01526	Prbh.g_01384
OG0000786	Syaj.g_00265	Prbh.g_01387
OG0000787	Syaj.g_00264	Prbh.g_01388
OG0000788	Syaj.g_01270	Prbh.g_00206
OG0000789	Syaj.g_01121	Prbh.g_00196
OG0000790	Syaj.g_00054	Prbh.g_00014
OG0000791	Syaj.g_00053	Prbh.g_00016
OG0000792	Syaj.g_00052	Prbh.g_00017
OG0000793	Syaj.g_00047	Prbh.g_00021
OG0000794	Syaj.g_00046	Prbh.g_00022
OG0000795	Syaj.g_00045	Prbh.g_00023
OG0000796	Syaj.g_00039	Prbh.g_00027
OG0000797	Syaj.g_00038	Prbh.g_00028
OG0000798	Syaj.g_02568	Prbh.g_00033
OG0000799	Syaj.g_01352	Prbh.g_00079
OG0000800	Syaj.g_01354	Prbh.g_00080
OG0000801	Syaj.g_01355	Prbh.g_00081
OG0000802	Syaj.g_01359	Prbh.g_00083
OG0000803	Syaj.g_01363	Prbh.g_00085
OG0000804	Syaj.g_01366	Prbh.g_00086
OG0000805	Syaj.g_01369	Prbh.g_00088
OG0000806	Syaj.g_01370	Prbh.g_00090
OG0000807	Syaj.g_01372	Prbh.g_00091
OG0000808	Syaj.g_01373	Prbh.g_00092
OG0000809	Syaj.g_01376	Prbh.g_00094
OG0000810	Syaj.g_01377	Prbh.g_00095
OG0000811	Syaj.g_01385	Prbh.g_00102
OG0000812	Syaj.g_01387	Prbh.g_00104
OG0000813	Syaj.g_01388	Prbh.g_00105
OG0000814	Syaj.g_01390	Prbh.g_00107
OG0000815	Syaj.g_01391	Prbh.g_00108
OG0000816	Syaj.g_01392	Prbh.g_00110
OG0000817	Syaj.g_01393	Prbh.g_00111
OG0000818	Syaj.g_01399	Prbh.g_00116
OG0000819	Syaj.g_01400	Prbh.g_00117
OG0000820	Syaj.g_01401	Prbh.g_00118
OG0000821	Syaj.g_01412	Prbh.g_00122
OG0000822	Syaj.g_01414	Prbh.g_00123
OG0000823	Syaj.g_01415	Prbh.g_00124
OG0000824	Syaj.g_01421	Prbh.g_00127
OG0000825	Syaj.g_01422	Prbh.g_00128
OG0000826	Syaj.g_01423	Prbh.g_00129
OG0000827	Syaj.g_01424	Prbh.g_00130
OG0000828	Syaj.g_01427	Prbh.g_00133
OG0000829	Syaj.g_01428	Prbh.g_00134
OG0000830	Syaj.g_01429	Prbh.g_00135
OG0000831	Syaj.g_01431	Prbh.g_00137
OG0000832	Syaj.g_01635	Prbh.g_00147
OG0000833	Syaj.g_01647	Prbh.g_00156
OG0000834	Syaj.g_01649	Prbh.g_00157
OG0000835	Syaj.g_01650	Prbh.g_00158
OG0000836	Syaj.g_01654	Prbh.g_00159
OG0000837	Syaj.g_01661	Prbh.g_00160
OG0000838	Syaj.g_01665	Prbh.g_00163
OG0000839	Syaj.g_01666	Prbh.g_00164
OG0000840	Syaj.g_01667	Prbh.g_00165
OG0000841	Syaj.g_01668	Prbh.g_00166
OG0000842	Syaj.g_01669	Prbh.g_00167
OG0000843	Syaj.g_01670	Prbh.g_00168
OG0000844	Syaj.g_01680	Prbh.g_00169
OG0000845	Syaj.g_01681	Prbh.g_00170
OG0000846	Syaj.g_01682	Prbh.g_00171
OG0000847	Syaj.g_01683	Prbh.g_00172
OG0000848	Syaj.g_01685	Prbh.g_00173
OG0000849	Syaj.g_01686	Prbh.g_00174
OG0000850	Syaj.g_01689	Prbh.g_00176
OG0000851	Syaj.g_01694	Prbh.g_00177
OG0000852	Syaj.g_01695	Prbh.g_00178
OG0000853	Syaj.g_01699	Prbh.g_00183
OG0000854	Syaj.g_01701	Prbh.g_00185
OG0000855	Syaj.g_01702	Prbh.g_00186
OG0000856	Syaj.g_01296	Prbh.g_01454
OG0000857	Syaj.g_01005	Prbh.g_00968
OG0000858	Syaj.g_01708	Prbh.g_01789
OG0000859	Syaj.g_01709	Prbh.g_01788
OG0000860	Syaj.g_01723	Prbh.g_01780
OG0000861	Syaj.g_01724	Prbh.g_01779
OG0000862	Syaj.g_01725	Prbh.g_01778
OG0000863	Syaj.g_01728	Prbh.g_01776
OG0000864	Syaj.g_01729	Prbh.g_01775
OG0000865	Syaj.g_01730	Prbh.g_01774
OG0000866	Syaj.g_01731	Prbh.g_01773
OG0000867	Syaj.g_01732	Prbh.g_01772
OG0000868	Syaj.g_01734	Prbh.g_01770
OG0000869	Syaj.g_01742	Prbh.g_01767
OG0000870	Syaj.g_01747	Prbh.g_01762
OG0000871	Syaj.g_01748	Prbh.g_01761
OG0000872	Syaj.g_01756	Prbh.g_01760
OG0000873	Syaj.g_01759	Prbh.g_01757
OG0000874	Syaj.g_01754	Prbh.g_01754
OG0000875	Syaj.g_01762	Prbh.g_01752
OG0000876	Syaj.g_02084	Prbh.g_01751
OG0000877	Syaj.g_01586	Prbh.g_01749
OG0000878	Syaj.g_01587	Prbh.g_01748
OG0000879	Syaj.g_01588	Prbh.g_01747
OG0000880	Syaj.g_01589	Prbh.g_01746
OG0000881	Syaj.g_01595	Prbh.g_01742
OG0000882	Syaj.g_01599	Prbh.g_01737
OG0000883	Syaj.g_01601	Prbh.g_01735
OG0000884	Syaj.g_01603	Prbh.g_01733
OG0000885	Syaj.g_01604	Prbh.g_01732
OG0000886	Syaj.g_01605	Prbh.g_01731
OG0000887	Syaj.g_01606	Prbh.g_01730
OG0000888	Syaj.g_01608	Prbh.g_01728
OG0000889	Syaj.g_01610	Prbh.g_01726
OG0000890	Syaj.g_01615	Prbh.g_01725
OG0000891	Syaj.g_01616	Prbh.g_01724
OG0000892	Syaj.g_01620	Prbh.g_01723
OG0000893	Syaj.g_02636	Prbh.g_01719
OG0000894	Syaj.g_02639	Prbh.g_01716
OG0000895	Syaj.g_02643	Prbh.g_01712
OG0000896	Syaj.g_02644	Prbh.g_01711
OG0000897	Syaj.g_02646	Prbh.g_01709
OG0000898	Syaj.g_02647	Prbh.g_01708
OG0000899	Syaj.g_02648	Prbh.g_01707
OG0000900	Syaj.g_02649	Prbh.g_01706
OG0000901	Syaj.g_02654	Prbh.g_01703
OG0000902	Syaj.g_02656	Prbh.g_01701
OG0000903	Syaj.g_02689	Prbh.g_01697
OG0000904	Syaj.g_02684	Prbh.g_01692
OG0000905	Syaj.g_02678	Prbh.g_01699
OG0000906	Syaj.g_02676	Prbh.g_01700
OG0000907	Syaj.g_02692	Prbh.g_01687
OG0000908	Syaj.g_02695	Prbh.g_01684
OG0000909	Syaj.g_02696	Prbh.g_01683
OG0000910	Syaj.g_02697	Prbh.g_01682
OG0000911	Syaj.g_02699	Prbh.g_01680
OG0000912	Syaj.g_02700	Prbh.g_01679
OG0000913	Syaj.g_02701	Prbh.g_01678
OG0000914	Syaj.g_02702	Prbh.g_01677
OG0000915	Syaj.g_02704	Prbh.g_01676
OG0000916	Syaj.g_02705	Prbh.g_01675
OG0000917	Syaj.g_02706	Prbh.g_01674
OG0000918	Syaj.g_02707	Prbh.g_01673
OG0000919	Syaj.g_02708	Prbh.g_01672
OG0000920	Syaj.g_02709	Prbh.g_01671
OG0000921	Syaj.g_02710	Prbh.g_01670
OG0000922	Syaj.g_02711	Prbh.g_01669
OG0000923	Syaj.g_02715	Prbh.g_01665
OG0000924	Syaj.g_02716	Prbh.g_01664
OG0000925	Syaj.g_02717	Prbh.g_01663
OG0000926	Syaj.g_02718	Prbh.g_01662
OG0000927	Syaj.g_02720	Prbh.g_01660
OG0000928	Syaj.g_02721	Prbh.g_01659
OG0000929	Syaj.g_02722	Prbh.g_01658
OG0000930	Syaj.g_02723	Prbh.g_01657
OG0000931	Syaj.g_02724	Prbh.g_01656
OG0000932	Syaj.g_02725	Prbh.g_01655
OG0000933	Syaj.g_02731	Prbh.g_01651
OG0000934	Syaj.g_02733	Prbh.g_01649
OG0000935	Syaj.g_02734	Prbh.g_01648
OG0000936	Syaj.g_02735	Prbh.g_01647
OG0000937	Syaj.g_02736	Prbh.g_01646
OG0000938	Syaj.g_02739	Prbh.g_01643
OG0000939	Syaj.g_02740	Prbh.g_01642
OG0000940	Syaj.g_02747	Prbh.g_01635
OG0000941	Syaj.g_02749	Prbh.g_01633
OG0000942	Syaj.g_02751	Prbh.g_01631
OG0000943	Syaj.g_02752	Prbh.g_01630
OG0000944	Syaj.g_02754	Prbh.g_01628
OG0000945	Syaj.g_02756	Prbh.g_01627
OG0000946	Syaj.g_02761	Prbh.g_01621
OG0000947	Syaj.g_02764	Prbh.g_01619
OG0000948	Syaj.g_02765	Prbh.g_01618
OG0000949	Syaj.g_02474	Prbh.g_01615
OG0000950	Syaj.g_02459	Prbh.g_01608
OG0000951	Syaj.g_02452	Prbh.g_01604
OG0000952	Syaj.g_02446	Prbh.g_01600
OG0000953	Syaj.g_02442	Prbh.g_01596
OG0000954	Syaj.g_02435	Prbh.g_01592
OG0000955	Syaj.g_02434	Prbh.g_01591
OG0000956	Syaj.g_02432	Prbh.g_01589
OG0000957	Syaj.g_02419	Prbh.g_01583
OG0000958	Syaj.g_02418	Prbh.g_01582
OG0000959	Syaj.g_02413	Prbh.g_01578
OG0000960	Syaj.g_02412	Prbh.g_01577
OG0000961	Syaj.g_02402	Prbh.g_01574
OG0000962	Syaj.g_02398	Prbh.g_01572
OG0000963	Syaj.g_02393	Prbh.g_01568
OG0000964	Syaj.g_02392	Prbh.g_01567
OG0000965	Syaj.g_02391	Prbh.g_01566
OG0000966	Syaj.g_02370	Prbh.g_01560
OG0000967	Syaj.g_02334	Prbh.g_01556
OG0000968	Syaj.g_02363	Prbh.g_01554
OG0000969	Syaj.g_02338	Prbh.g_01553
OG0000970	Syaj.g_02337	Prbh.g_01552
OG0000971	Syaj.g_02331	Prbh.g_01551
OG0000972	Syaj.g_02330	Prbh.g_01550
OG0000973	Syaj.g_02329	Prbh.g_01549
OG0000974	Syaj.g_02328	Prbh.g_01548
OG0000975	Syaj.g_02327	Prbh.g_01547
OG0000976	Syaj.g_02326	Prbh.g_01546
OG0000977	Syaj.g_02324	Prbh.g_01545
OG0000978	Syaj.g_02322	Prbh.g_01544
OG0000979	Syaj.g_02319	Prbh.g_01541
OG0000980	Syaj.g_02316	Prbh.g_01539
OG0000981	Syaj.g_02313	Prbh.g_01536
OG0000982	Syaj.g_02112	Prbh.g_01534
OG0000983	Syaj.g_02113	Prbh.g_01533
OG0000984	Syaj.g_02114	Prbh.g_01532
OG0000985	Syaj.g_02116	Prbh.g_01529
OG0000986	Syaj.g_02123	Prbh.g_01527
OG0000987	Syaj.g_02125	Prbh.g_01526
OG0000988	Syaj.g_02131	Prbh.g_01523
OG0000989	Syaj.g_02142	Prbh.g_01519
OG0000990	Syaj.g_02165	Prbh.g_01514
OG0000991	Syaj.g_02168	Prbh.g_01513
OG0000992	Syaj.g_02171	Prbh.g_01510
OG0000993	Syaj.g_02173	Prbh.g_01509
OG0000994	Syaj.g_02177	Prbh.g_01508
OG0000995	Syaj.g_02182	Prbh.g_01504
OG0000996	Syaj.g_02221	Prbh.g_01503
OG0000997	Syaj.g_02228	Prbh.g_01501
OG0000998	Syaj.g_02230	Prbh.g_01499
OG0000999	Syaj.g_02231	Prbh.g_01498
OG0001000	Syaj.g_02236	Prbh.g_01495
OG0001001	Syaj.g_02241	Prbh.g_01490
OG0001002	Syaj.g_02248	Prbh.g_01485
OG0001003	Syaj.g_02250	Prbh.g_01484
OG0001004	Syaj.g_02251	Prbh.g_01483
OG0001005	Syaj.g_02252	Prbh.g_01482
OG0001006	Syaj.g_02260	Prbh.g_01478
OG0001007	Syaj.g_02262	Prbh.g_01476
OG0001008	Syaj.g_01554	Prbh.g_00395
OG0001009	Syaj.g_02294	Prbh.g_00753
OG0001010	Syaj.g_02295	Prbh.g_00752
OG0001011	Syaj.g_02296	Prbh.g_00751
OG0001012	Syaj.g_02108	Prbh.g_00739
OG0001014	Syaj.g_02083	Prbh.g_00729
OG0001015	Syaj.g_02082	Prbh.g_00728
OG0001016	Syaj.g_01824	Prbh.g_00709
OG0001017	Syaj.g_01830	Prbh.g_00705
OG0001018	Syaj.g_01832	Prbh.g_00703
OG0001019	Syaj.g_01849	Prbh.g_00694
OG0001020	Syaj.g_01862	Prbh.g_00693
OG0001021	Syaj.g_01867	Prbh.g_00692
OG0001022	Syaj.g_01872	Prbh.g_00689
OG0001023	Syaj.g_01873	Prbh.g_00688
OG0001024	Syaj.g_01877	Prbh.g_00685
OG0001025	Syaj.g_01884	Prbh.g_00678
OG0001026	Syaj.g_01897	Prbh.g_00670
OG0001027	Syaj.g_01903	Prbh.g_00669
OG0001028	Syaj.g_01905	Prbh.g_00667
OG0001029	Syaj.g_01907	Prbh.g_00666
OG0001030	Syaj.g_01933	Prbh.g_00650
OG0001031	Syaj.g_02012	Prbh.g_00596
OG0001032	Syaj.g_02015	Prbh.g_00595
OG0001033	Syaj.g_02044	Prbh.g_00574
OG0001034	Syaj.g_02875	Prbh.g_00544
OG0001035	Syaj.g_02603	Prbh.g_00524
OG0001036	Syaj.g_02599	Prbh.g_00520
OG0001037	Syaj.g_02597	Prbh.g_00519
OG0001038	Syaj.g_02567	Prbh.g_00501
OG0001039	Syaj.g_02564	Prbh.g_00498
OG0001040	Syaj.g_02561	Prbh.g_00496
OG0001041	Syaj.g_02556	Prbh.g_00491
OG0001042	Syaj.g_02527	Prbh.g_00474
OG0001043	Syaj.g_02523	Prbh.g_00473
OG0001044	Syaj.g_02804	Prbh.g_00440
OG0001045	Syaj.g_02817	Prbh.g_00430
OG0001046	Syaj.g_00851	Prbh.g_01877
OG0001047	Syaj.g_01552	Prbh.g_00393
OG0001048	Syaj.g_01551	Prbh.g_00392
OG0001049	Syaj.g_01548	Prbh.g_00390
OG0001050	Syaj.g_01547	Prbh.g_00389
OG0001051	Syaj.g_01546	Prbh.g_00388
OG0001052	Syaj.g_01448	Prbh.g_00360
OG0001053	Syaj.g_00075	Prbh.g_00348
OG0001054	Syaj.g_00092	Prbh.g_00333
OG0001055	Syaj.g_00113	Prbh.g_00313
OG0001056	Syaj.g_00149	Prbh.g_00293
OG0001057	Syaj.g_00160	Prbh.g_00289
OG0001058	Syaj.g_00183	Prbh.g_00281
OG0001059	Syaj.g_00187	Prbh.g_00277
OG0001060	Syaj.g_00193	Prbh.g_00270
OG0001061	Syaj.g_00214	Prbh.g_00255
OG0001062	Syaj.g_00216	Prbh.g_00253
OG0001063	Syaj.g_00222	Prbh.g_00251
OG0001064	Syaj.g_00223	Prbh.g_00250
OG0001065	Syaj.g_00224	Prbh.g_00249
OG0001066	Syaj.g_00225	Prbh.g_00248
OG0001067	Syaj.g_00226	Prbh.g_00247
OG0001068	Syaj.g_00227	Prbh.g_00246
OG0001069	Syaj.g_00228	Prbh.g_00245
OG0001070	Syaj.g_00231	Prbh.g_00243
