Orthogroup	Syaj	Praq
OG0000572	Syaj.g_00230	Praq.g_01017
OG0000573	Syaj.g_00238	Praq.g_01010
OG0000574	Syaj.g_00242	Praq.g_01009
OG0000575	Syaj.g_00247	Praq.g_01005
OG0000576	Syaj.g_00249	Praq.g_01003
OG0000577	Syaj.g_00250	Praq.g_01002
OG0000578	Syaj.g_00251	Praq.g_01001
OG0000579	Syaj.g_00252	Praq.g_01000
OG0000580	Syaj.g_00253	Praq.g_00999
OG0000581	Syaj.g_00261	Praq.g_00997
OG0000582	Syaj.g_01338	Praq.g_00994
OG0000583	Syaj.g_01337	Praq.g_00993
OG0000584	Syaj.g_01336	Praq.g_00992
OG0000585	Syaj.g_01334	Praq.g_00990
OG0000586	Syaj.g_01333	Praq.g_00989
OG0000587	Syaj.g_01331	Praq.g_00988
OG0000588	Syaj.g_01313	Praq.g_00984
OG0000589	Syaj.g_01308	Praq.g_00981
OG0000590	Syaj.g_01307	Praq.g_00980
OG0000591	Syaj.g_01299	Praq.g_00977
OG0000592	Syaj.g_01298	Praq.g_00976
OG0000593	Syaj.g_01287	Praq.g_00970
OG0000594	Syaj.g_01286	Praq.g_00969
OG0000595	Syaj.g_01285	Praq.g_00968
OG0000596	Syaj.g_01280	Praq.g_00964
OG0000597	Syaj.g_01277	Praq.g_00962
OG0000598	Syaj.g_01276	Praq.g_00961
OG0000599	Syaj.g_01273	Praq.g_00958
OG0000600	Syaj.g_01272	Praq.g_00957
OG0000601	Syaj.g_01271	Praq.g_00775
OG0000602	Syaj.g_01266	Praq.g_00777
OG0000603	Syaj.g_01265	Praq.g_00778
OG0000604	Syaj.g_01262	Praq.g_00779
OG0000605	Syaj.g_01153	Praq.g_00780
OG0000606	Syaj.g_00698	Praq.g_00783
OG0000607	Syaj.g_00702	Praq.g_00786
OG0000608	Syaj.g_00703	Praq.g_00787
OG0000609	Syaj.g_00705	Praq.g_00788
OG0000610	Syaj.g_00714	Praq.g_00793
OG0000611	Syaj.g_00717	Praq.g_00796
OG0000612	Syaj.g_00718	Praq.g_00797
OG0000613	Syaj.g_02500	Praq.g_00802
OG0000614	Syaj.g_00480	Praq.g_00821
OG0000615	Syaj.g_01065	Praq.g_00829
OG0000616	Syaj.g_02245	Praq.g_00833
OG0000617	Syaj.g_00952	Praq.g_00589
OG0000618	Syaj.g_00951	Praq.g_00590
OG0000619	Syaj.g_00950	Praq.g_00591
OG0000620	Syaj.g_00945	Praq.g_00594
OG0000621	Syaj.g_00944	Praq.g_00595
OG0000622	Syaj.g_00943	Praq.g_00596
OG0000623	Syaj.g_00942	Praq.g_00597
OG0000624	Syaj.g_00940	Praq.g_00598
OG0000625	Syaj.g_00939	Praq.g_00599
OG0000626	Syaj.g_00938	Praq.g_00600
OG0000627	Syaj.g_00765	Praq.g_00601
OG0000628	Syaj.g_00766	Praq.g_00602
OG0000629	Syaj.g_00769	Praq.g_00603
OG0000630	Syaj.g_00773	Praq.g_00606
OG0000631	Syaj.g_00786	Praq.g_00661
OG0000632	Syaj.g_00787	Praq.g_00662
OG0000633	Syaj.g_00789	Praq.g_00663
OG0000634	Syaj.g_01030	Praq.g_00666
OG0000635	Syaj.g_01029	Praq.g_00667
OG0000636	Syaj.g_01024	Praq.g_00669
OG0000637	Syaj.g_01022	Praq.g_00671
OG0000638	Syaj.g_01021	Praq.g_00672
OG0000639	Syaj.g_01020	Praq.g_00673
OG0000640	Syaj.g_01019	Praq.g_00674
OG0000641	Syaj.g_01015	Praq.g_00678
OG0000642	Syaj.g_01014	Praq.g_01407
OG0000643	Syaj.g_01012	Praq.g_01408
OG0000644	Syaj.g_01011	Praq.g_01409
OG0000645	Syaj.g_01009	Praq.g_01410
OG0000646	Syaj.g_01006	Praq.g_01412
OG0000647	Syaj.g_01004	Praq.g_01413
OG0000648	Syaj.g_01001	Praq.g_01415
OG0000649	Syaj.g_01000	Praq.g_01416
OG0000650	Syaj.g_00999	Praq.g_01417
OG0000651	Syaj.g_00998	Praq.g_01418
OG0000652	Syaj.g_00997	Praq.g_01419
OG0000653	Syaj.g_00991	Praq.g_01421
OG0000654	Syaj.g_00990	Praq.g_01422
OG0000655	Syaj.g_00989	Praq.g_01423
OG0000656	Syaj.g_00986	Praq.g_01426
OG0000657	Syaj.g_00382	Praq.g_01433
OG0000658	Syaj.g_00379	Praq.g_01434
OG0000659	Syaj.g_00378	Praq.g_01435
OG0000660	Syaj.g_00374	Praq.g_01439
OG0000661	Syaj.g_00372	Praq.g_01441
OG0000662	Syaj.g_00370	Praq.g_01443
OG0000663	Syaj.g_00367	Praq.g_01445
OG0000664	Syaj.g_00358	Praq.g_01446
OG0000665	Syaj.g_01243	Praq.g_01450
OG0000666	Syaj.g_01154	Praq.g_01451
OG0000667	Syaj.g_02661	Praq.g_01456
OG0000668	Syaj.g_00816	Praq.g_01473
OG0000669	Syaj.g_00730	Praq.g_01481
OG0000670	Syaj.g_00733	Praq.g_01483
OG0000671	Syaj.g_00735	Praq.g_01485
OG0000672	Syaj.g_00739	Praq.g_01488
OG0000673	Syaj.g_00742	Praq.g_01491
OG0000674	Syaj.g_00744	Praq.g_01493
OG0000675	Syaj.g_00757	Praq.g_01494
OG0000676	Syaj.g_00759	Praq.g_01496
OG0000677	Syaj.g_00760	Praq.g_01497
OG0000678	Syaj.g_01075	Praq.g_01499
OG0000679	Syaj.g_01061	Praq.g_01503
OG0000680	Syaj.g_01060	Praq.g_01504
OG0000681	Syaj.g_01057	Praq.g_01506
OG0000682	Syaj.g_01056	Praq.g_01507
OG0000683	Syaj.g_01055	Praq.g_01508
OG0000684	Syaj.g_01051	Praq.g_01510
OG0000685	Syaj.g_01049	Praq.g_01512
OG0000686	Syaj.g_01048	Praq.g_01513
OG0000687	Syaj.g_01047	Praq.g_01514
OG0000688	Syaj.g_01041	Praq.g_01517
OG0000689	Syaj.g_01039	Praq.g_01518
OG0000690	Syaj.g_01038	Praq.g_01519
OG0000691	Syaj.g_01037	Praq.g_01520
OG0000692	Syaj.g_01036	Praq.g_01522
OG0000693	Syaj.g_01034	Praq.g_01523
OG0000694	Syaj.g_01033	Praq.g_01524
OG0000695	Syaj.g_00791	Praq.g_01526
OG0000696	Syaj.g_00792	Praq.g_01527
OG0000697	Syaj.g_00932	Praq.g_01528
OG0000698	Syaj.g_00929	Praq.g_01531
OG0000699	Syaj.g_00928	Praq.g_01532
OG0000700	Syaj.g_00927	Praq.g_01533
OG0000701	Syaj.g_00926	Praq.g_01534
OG0000702	Syaj.g_00916	Praq.g_01536
OG0000703	Syaj.g_00915	Praq.g_01537
OG0000704	Syaj.g_00913	Praq.g_01538
OG0000705	Syaj.g_00906	Praq.g_01542
OG0000706	Syaj.g_00905	Praq.g_01543
OG0000707	Syaj.g_00904	Praq.g_01544
OG0000708	Syaj.g_00901	Praq.g_01545
OG0000709	Syaj.g_00872	Praq.g_01549
OG0000710	Syaj.g_00867	Praq.g_01552
OG0000711	Syaj.g_00839	Praq.g_01568
OG0000712	Syaj.g_00837	Praq.g_01570
OG0000713	Syaj.g_00836	Praq.g_01571
OG0000714	Syaj.g_00834	Praq.g_01572
OG0000715	Syaj.g_00832	Praq.g_01574
OG0000716	Syaj.g_00825	Praq.g_01576
OG0000717	Syaj.g_00824	Praq.g_01577
OG0000718	Syaj.g_00820	Praq.g_01588
OG0000719	Syaj.g_00818	Praq.g_01590
OG0000720	Syaj.g_00805	Praq.g_01599
OG0000721	Syaj.g_00803	Praq.g_01601
OG0000722	Syaj.g_00802	Praq.g_01602
OG0000723	Syaj.g_00934	Praq.g_01605
OG0000724	Syaj.g_00421	Praq.g_01614
OG0000725	Syaj.g_00430	Praq.g_01620
OG0000726	Syaj.g_00431	Praq.g_01621
OG0000727	Syaj.g_00432	Praq.g_01622
OG0000728	Syaj.g_00434	Praq.g_01624
OG0000729	Syaj.g_02397	Praq.g_01669
OG0000730	Syaj.g_02802	Praq.g_01273
OG0000731	Syaj.g_02814	Praq.g_01276
OG0000732	Syaj.g_02315	Praq.g_01282
OG0000733	Syaj.g_02151	Praq.g_01301
OG0000734	Syaj.g_01895	Praq.g_01318
OG0000735	Syaj.g_00286	Praq.g_01320
OG0000736	Syaj.g_00287	Praq.g_01321
OG0000737	Syaj.g_00288	Praq.g_01322
OG0000738	Syaj.g_00293	Praq.g_01326
OG0000739	Syaj.g_00295	Praq.g_01327
OG0000740	Syaj.g_00296	Praq.g_01328
OG0000741	Syaj.g_00299	Praq.g_01329
OG0000742	Syaj.g_00301	Praq.g_01332
OG0000743	Syaj.g_00303	Praq.g_01334
OG0000744	Syaj.g_00304	Praq.g_01335
OG0000745	Syaj.g_00306	Praq.g_01336
OG0000746	Syaj.g_00308	Praq.g_01338
OG0000747	Syaj.g_00309	Praq.g_01339
OG0000748	Syaj.g_00319	Praq.g_01342
OG0000749	Syaj.g_00322	Praq.g_01343
OG0000750	Syaj.g_00323	Praq.g_01344
OG0000751	Syaj.g_00331	Praq.g_01346
OG0000752	Syaj.g_00333	Praq.g_01348
OG0000753	Syaj.g_00336	Praq.g_01351
OG0000754	Syaj.g_00643	Praq.g_01354
OG0000755	Syaj.g_00631	Praq.g_01357
OG0000756	Syaj.g_00625	Praq.g_01358
OG0000757	Syaj.g_00614	Praq.g_01364
OG0000758	Syaj.g_00613	Praq.g_01365
OG0000759	Syaj.g_00612	Praq.g_01366
OG0000760	Syaj.g_00611	Praq.g_01367
OG0000761	Syaj.g_00609	Praq.g_01368
OG0000762	Syaj.g_00603	Praq.g_01369
OG0000763	Syaj.g_00597	Praq.g_01371
OG0000764	Syaj.g_00596	Praq.g_01372
OG0000765	Syaj.g_00577	Praq.g_01381
OG0000766	Syaj.g_00576	Praq.g_01382
OG0000767	Syaj.g_00574	Praq.g_01384
OG0000768	Syaj.g_00573	Praq.g_01385
OG0000769	Syaj.g_00571	Praq.g_01387
OG0000770	Syaj.g_00567	Praq.g_01389
OG0000771	Syaj.g_00415	Praq.g_00257
OG0000772	Syaj.g_01208	Praq.g_00112
OG0000773	Syaj.g_00280	Praq.g_00124
OG0000774	Syaj.g_01502	Praq.g_00126
OG0000775	Syaj.g_01504	Praq.g_00128
OG0000776	Syaj.g_01505	Praq.g_00129
OG0000777	Syaj.g_01506	Praq.g_00130
OG0000778	Syaj.g_01507	Praq.g_00131
OG0000779	Syaj.g_01513	Praq.g_00135
OG0000780	Syaj.g_01517	Praq.g_00136
OG0000781	Syaj.g_01521	Praq.g_00139
OG0000782	Syaj.g_01522	Praq.g_00140
OG0000783	Syaj.g_01524	Praq.g_00141
OG0000784	Syaj.g_01525	Praq.g_00142
OG0000785	Syaj.g_01526	Praq.g_00144
OG0000786	Syaj.g_00265	Praq.g_00146
OG0000787	Syaj.g_00264	Praq.g_00147
OG0000788	Syaj.g_01270	Praq.g_00162
OG0000789	Syaj.g_01121	Praq.g_00165
OG0000790	Syaj.g_00054	Praq.g_00182
OG0000791	Syaj.g_00053	Praq.g_00184
OG0000792	Syaj.g_00052	Praq.g_00185
OG0000793	Syaj.g_00047	Praq.g_00188
OG0000794	Syaj.g_00046	Praq.g_00189
OG0000795	Syaj.g_00045	Praq.g_00190
OG0000796	Syaj.g_00039	Praq.g_00194
OG0000797	Syaj.g_00038	Praq.g_00195
OG0000798	Syaj.g_02568	Praq.g_00222
OG0000799	Syaj.g_01352	Praq.g_00276
OG0000800	Syaj.g_01354	Praq.g_00277
OG0000801	Syaj.g_01355	Praq.g_00278
OG0000802	Syaj.g_01359	Praq.g_00280
OG0000803	Syaj.g_01363	Praq.g_00282
OG0000804	Syaj.g_01366	Praq.g_00283
OG0000805	Syaj.g_01369	Praq.g_00285
OG0000806	Syaj.g_01370	Praq.g_00287
OG0000807	Syaj.g_01372	Praq.g_00288
OG0000808	Syaj.g_01373	Praq.g_00289
OG0000809	Syaj.g_01376	Praq.g_00292
OG0000810	Syaj.g_01377	Praq.g_00293
OG0000811	Syaj.g_01385	Praq.g_00297
OG0000812	Syaj.g_01387	Praq.g_00299
OG0000813	Syaj.g_01388	Praq.g_00300
OG0000814	Syaj.g_01390	Praq.g_00302
OG0000815	Syaj.g_01391	Praq.g_00303
OG0000816	Syaj.g_01392	Praq.g_00305
OG0000817	Syaj.g_01393	Praq.g_00306
OG0000818	Syaj.g_01399	Praq.g_00311
OG0000819	Syaj.g_01400	Praq.g_00312
OG0000820	Syaj.g_01401	Praq.g_00313
OG0000821	Syaj.g_01412	Praq.g_00317
OG0000822	Syaj.g_01414	Praq.g_00318
OG0000823	Syaj.g_01415	Praq.g_00319
OG0000824	Syaj.g_01421	Praq.g_00322
OG0000825	Syaj.g_01422	Praq.g_00323
OG0000826	Syaj.g_01423	Praq.g_00324
OG0000827	Syaj.g_01424	Praq.g_00325
OG0000828	Syaj.g_01427	Praq.g_00328
OG0000829	Syaj.g_01428	Praq.g_00329
OG0000830	Syaj.g_01429	Praq.g_00330
OG0000831	Syaj.g_01431	Praq.g_00332
OG0000832	Syaj.g_01635	Praq.g_00338
OG0000833	Syaj.g_01647	Praq.g_00346
OG0000834	Syaj.g_01649	Praq.g_00347
OG0000835	Syaj.g_01650	Praq.g_00348
OG0000836	Syaj.g_01654	Praq.g_00349
OG0000837	Syaj.g_01661	Praq.g_00350
OG0000838	Syaj.g_01665	Praq.g_00352
OG0000839	Syaj.g_01666	Praq.g_00353
OG0000840	Syaj.g_01667	Praq.g_00354
OG0000841	Syaj.g_01668	Praq.g_00355
OG0000842	Syaj.g_01669	Praq.g_00356
OG0000843	Syaj.g_01670	Praq.g_00357
OG0000844	Syaj.g_01680	Praq.g_00358
OG0000845	Syaj.g_01681	Praq.g_00359
OG0000846	Syaj.g_01682	Praq.g_00360
OG0000847	Syaj.g_01683	Praq.g_00361
OG0000848	Syaj.g_01685	Praq.g_00362
OG0000849	Syaj.g_01686	Praq.g_00363
OG0000850	Syaj.g_01689	Praq.g_00365
OG0000851	Syaj.g_01694	Praq.g_00366
OG0000852	Syaj.g_01695	Praq.g_00367
OG0000853	Syaj.g_01699	Praq.g_00371
OG0000854	Syaj.g_01701	Praq.g_00373
OG0000855	Syaj.g_01702	Praq.g_00374
OG0000856	Syaj.g_01296	Praq.g_00001
OG0000857	Syaj.g_01005	Praq.g_00030
OG0000858	Syaj.g_01708	Praq.g_01953
OG0000859	Syaj.g_01709	Praq.g_01952
OG0000860	Syaj.g_01723	Praq.g_00495
OG0000861	Syaj.g_01724	Praq.g_00494
OG0000862	Syaj.g_01725	Praq.g_00493
OG0000863	Syaj.g_01728	Praq.g_00491
OG0000864	Syaj.g_01729	Praq.g_00490
OG0000865	Syaj.g_01730	Praq.g_00489
OG0000866	Syaj.g_01731	Praq.g_00488
OG0000867	Syaj.g_01732	Praq.g_00487
OG0000868	Syaj.g_01734	Praq.g_00486
OG0000869	Syaj.g_01742	Praq.g_00482
OG0000870	Syaj.g_01747	Praq.g_00477
OG0000871	Syaj.g_01748	Praq.g_00476
OG0000872	Syaj.g_01756	Praq.g_00475
OG0000873	Syaj.g_01759	Praq.g_00472
OG0000874	Syaj.g_01754	Praq.g_00469
OG0000875	Syaj.g_01762	Praq.g_00468
OG0000876	Syaj.g_02084	Praq.g_00467
OG0000877	Syaj.g_01586	Praq.g_00465
OG0000878	Syaj.g_01587	Praq.g_00464
OG0000879	Syaj.g_01588	Praq.g_00463
OG0000880	Syaj.g_01589	Praq.g_00462
OG0000881	Syaj.g_01595	Praq.g_00458
OG0000882	Syaj.g_01599	Praq.g_00453
OG0000883	Syaj.g_01601	Praq.g_00452
OG0000884	Syaj.g_01603	Praq.g_00450
OG0000885	Syaj.g_01604	Praq.g_00449
OG0000886	Syaj.g_01605	Praq.g_00448
OG0000887	Syaj.g_01606	Praq.g_00447
OG0000888	Syaj.g_01608	Praq.g_00445
OG0000889	Syaj.g_01610	Praq.g_00443
OG0000890	Syaj.g_01615	Praq.g_00442
OG0000891	Syaj.g_01616	Praq.g_00441
OG0000892	Syaj.g_01620	Praq.g_00956
OG0000893	Syaj.g_02636	Praq.g_00951
OG0000894	Syaj.g_02639	Praq.g_00949
OG0000895	Syaj.g_02643	Praq.g_00946
OG0000896	Syaj.g_02644	Praq.g_00945
OG0000897	Syaj.g_02646	Praq.g_00943
OG0000898	Syaj.g_02647	Praq.g_00942
OG0000899	Syaj.g_02648	Praq.g_00941
OG0000900	Syaj.g_02649	Praq.g_00940
OG0000901	Syaj.g_02654	Praq.g_00937
OG0000902	Syaj.g_02656	Praq.g_00935
OG0000903	Syaj.g_02689	Praq.g_00932
OG0000904	Syaj.g_02684	Praq.g_00930
OG0000905	Syaj.g_02678	Praq.g_00925
OG0000906	Syaj.g_02676	Praq.g_00924
OG0000907	Syaj.g_02692	Praq.g_00921
OG0000908	Syaj.g_02695	Praq.g_00918
OG0000909	Syaj.g_02696	Praq.g_00917
OG0000910	Syaj.g_02697	Praq.g_00916
OG0000911	Syaj.g_02699	Praq.g_00914
OG0000912	Syaj.g_02700	Praq.g_00913
OG0000913	Syaj.g_02701	Praq.g_00912
OG0000914	Syaj.g_02702	Praq.g_00911
OG0000915	Syaj.g_02704	Praq.g_00910
OG0000916	Syaj.g_02705	Praq.g_00909
OG0000917	Syaj.g_02706	Praq.g_00908
OG0000918	Syaj.g_02707	Praq.g_00907
OG0000919	Syaj.g_02708	Praq.g_00906
OG0000920	Syaj.g_02709	Praq.g_00905
OG0000921	Syaj.g_02710	Praq.g_00904
OG0000922	Syaj.g_02711	Praq.g_00903
OG0000923	Syaj.g_02715	Praq.g_00899
OG0000924	Syaj.g_02716	Praq.g_00898
OG0000925	Syaj.g_02717	Praq.g_00897
OG0000926	Syaj.g_02718	Praq.g_00896
OG0000927	Syaj.g_02720	Praq.g_00894
OG0000928	Syaj.g_02721	Praq.g_00893
OG0000929	Syaj.g_02722	Praq.g_00892
OG0000930	Syaj.g_02723	Praq.g_00891
OG0000931	Syaj.g_02724	Praq.g_00890
OG0000932	Syaj.g_02725	Praq.g_00889
OG0000933	Syaj.g_02731	Praq.g_00885
OG0000934	Syaj.g_02733	Praq.g_00883
OG0000935	Syaj.g_02734	Praq.g_00882
OG0000936	Syaj.g_02735	Praq.g_00881
OG0000937	Syaj.g_02736	Praq.g_00880
OG0000938	Syaj.g_02739	Praq.g_00878
OG0000939	Syaj.g_02740	Praq.g_00877
OG0000940	Syaj.g_02747	Praq.g_00871
OG0000941	Syaj.g_02749	Praq.g_00869
OG0000942	Syaj.g_02751	Praq.g_00867
OG0000943	Syaj.g_02752	Praq.g_00866
OG0000944	Syaj.g_02754	Praq.g_00865
OG0000945	Syaj.g_02756	Praq.g_00864
OG0000946	Syaj.g_02761	Praq.g_00727
OG0000947	Syaj.g_02764	Praq.g_00729
OG0000948	Syaj.g_02765	Praq.g_00730
OG0000949	Syaj.g_02474	Praq.g_00733
OG0000950	Syaj.g_02459	Praq.g_00738
OG0000951	Syaj.g_02452	Praq.g_00742
OG0000952	Syaj.g_02446	Praq.g_00746
OG0000953	Syaj.g_02442	Praq.g_00749
OG0000954	Syaj.g_02435	Praq.g_00753
OG0000955	Syaj.g_02434	Praq.g_00754
OG0000956	Syaj.g_02432	Praq.g_00756
OG0000957	Syaj.g_02419	Praq.g_00761
OG0000958	Syaj.g_02418	Praq.g_00762
OG0000959	Syaj.g_02413	Praq.g_00766
OG0000960	Syaj.g_02412	Praq.g_00767
OG0000961	Syaj.g_02402	Praq.g_00769
OG0000962	Syaj.g_02398	Praq.g_00771
OG0000963	Syaj.g_02393	Praq.g_00774
OG0000964	Syaj.g_02392	Praq.g_00679
OG0000965	Syaj.g_02391	Praq.g_00680
OG0000966	Syaj.g_02370	Praq.g_00687
OG0000967	Syaj.g_02334	Praq.g_00691
OG0000968	Syaj.g_02363	Praq.g_00693
OG0000969	Syaj.g_02338	Praq.g_00694
OG0000970	Syaj.g_02337	Praq.g_00695
OG0000971	Syaj.g_02331	Praq.g_00696
OG0000972	Syaj.g_02330	Praq.g_00697
OG0000973	Syaj.g_02329	Praq.g_00698
OG0000974	Syaj.g_02328	Praq.g_00699
OG0000975	Syaj.g_02327	Praq.g_00700
OG0000976	Syaj.g_02326	Praq.g_00701
OG0000977	Syaj.g_02324	Praq.g_00702
OG0000978	Syaj.g_02322	Praq.g_00703
OG0000979	Syaj.g_02319	Praq.g_00706
OG0000980	Syaj.g_02316	Praq.g_00708
OG0000981	Syaj.g_02313	Praq.g_00710
OG0000982	Syaj.g_02112	Praq.g_00712
OG0000983	Syaj.g_02113	Praq.g_00713
OG0000984	Syaj.g_02114	Praq.g_00714
OG0000985	Syaj.g_02116	Praq.g_00717
OG0000986	Syaj.g_02123	Praq.g_00719
OG0000987	Syaj.g_02125	Praq.g_00720
OG0000988	Syaj.g_02131	Praq.g_00723
OG0000989	Syaj.g_02142	Praq.g_00391
OG0000990	Syaj.g_02165	Praq.g_00394
OG0000991	Syaj.g_02168	Praq.g_00395
OG0000992	Syaj.g_02171	Praq.g_00397
OG0000993	Syaj.g_02173	Praq.g_00398
OG0000994	Syaj.g_02177	Praq.g_00399
OG0000995	Syaj.g_02182	Praq.g_00403
OG0000996	Syaj.g_02221	Praq.g_00404
OG0000997	Syaj.g_02228	Praq.g_00405
OG0000998	Syaj.g_02230	Praq.g_00407
OG0000999	Syaj.g_02231	Praq.g_00408
OG0001000	Syaj.g_02236	Praq.g_00411
OG0001001	Syaj.g_02241	Praq.g_00413
OG0001002	Syaj.g_02248	Praq.g_00417
OG0001003	Syaj.g_02250	Praq.g_00418
OG0001004	Syaj.g_02251	Praq.g_00419
OG0001005	Syaj.g_02252	Praq.g_00420
OG0001006	Syaj.g_02260	Praq.g_00424
OG0001007	Syaj.g_02262	Praq.g_00426
OG0001008	Syaj.g_01554	Praq.g_01120
OG0001009	Syaj.g_02294	Praq.g_01230
OG0001010	Syaj.g_02295	Praq.g_01231
OG0001011	Syaj.g_02296	Praq.g_01232
OG0001012	Syaj.g_02108	Praq.g_01258
OG0001014	Syaj.g_02083	Praq.g_01267
OG0001015	Syaj.g_02082	Praq.g_01268
OG0001016	Syaj.g_01824	Praq.g_01930
OG0001017	Syaj.g_01830	Praq.g_01926
OG0001018	Syaj.g_01832	Praq.g_01923
OG0001019	Syaj.g_01849	Praq.g_01914
OG0001020	Syaj.g_01862	Praq.g_01913
OG0001021	Syaj.g_01867	Praq.g_01912
OG0001022	Syaj.g_01872	Praq.g_01909
OG0001023	Syaj.g_01873	Praq.g_01908
OG0001024	Syaj.g_01877	Praq.g_01905
OG0001025	Syaj.g_01884	Praq.g_01899
OG0001026	Syaj.g_01897	Praq.g_01892
OG0001027	Syaj.g_01903	Praq.g_01891
OG0001028	Syaj.g_01905	Praq.g_01889
OG0001029	Syaj.g_01907	Praq.g_01888
OG0001030	Syaj.g_01933	Praq.g_01873
OG0001031	Syaj.g_02012	Praq.g_01816
OG0001032	Syaj.g_02015	Praq.g_01815
OG0001033	Syaj.g_02044	Praq.g_01794
OG0001034	Syaj.g_02875	Praq.g_01766
OG0001035	Syaj.g_02603	Praq.g_01749
OG0001036	Syaj.g_02599	Praq.g_01744
OG0001037	Syaj.g_02597	Praq.g_01743
OG0001038	Syaj.g_02567	Praq.g_01725
OG0001039	Syaj.g_02564	Praq.g_01722
OG0001040	Syaj.g_02561	Praq.g_01719
OG0001041	Syaj.g_02556	Praq.g_01715
OG0001042	Syaj.g_02527	Praq.g_01698
OG0001043	Syaj.g_02523	Praq.g_01697
OG0001044	Syaj.g_02804	Praq.g_01212
OG0001045	Syaj.g_02817	Praq.g_01203
OG0001046	Syaj.g_00851	Praq.g_01164
OG0001047	Syaj.g_01552	Praq.g_01118
OG0001048	Syaj.g_01551	Praq.g_01117
OG0001049	Syaj.g_01548	Praq.g_01115
OG0001050	Syaj.g_01547	Praq.g_01114
OG0001051	Syaj.g_01546	Praq.g_01113
OG0001052	Syaj.g_01448	Praq.g_00522
OG0001053	Syaj.g_00075	Praq.g_00534
OG0001054	Syaj.g_00092	Praq.g_01104
OG0001055	Syaj.g_00113	Praq.g_01085
OG0001056	Syaj.g_00149	Praq.g_01066
OG0001057	Syaj.g_00160	Praq.g_01061
OG0001058	Syaj.g_00183	Praq.g_01053
OG0001059	Syaj.g_00187	Praq.g_01049
OG0001060	Syaj.g_00193	Praq.g_01042
OG0001061	Syaj.g_00214	Praq.g_01029
OG0001062	Syaj.g_00216	Praq.g_01027
OG0001063	Syaj.g_00222	Praq.g_01025
OG0001064	Syaj.g_00223	Praq.g_01024
OG0001065	Syaj.g_00224	Praq.g_01023
OG0001066	Syaj.g_00225	Praq.g_01022
OG0001067	Syaj.g_00226	Praq.g_01021
OG0001068	Syaj.g_00227	Praq.g_01020
OG0001069	Syaj.g_00228	Praq.g_01019
OG0001070	Syaj.g_00231	Praq.g_01016
OG0001071	Syaj.g_00232	Praq.g_01015
OG0001072	Syaj.g_00236	Praq.g_01013
OG0001073	Syaj.g_00254	Praq.g_00998
OG0001074	Syaj.g_01327	Praq.g_00987
OG0001075	Syaj.g_01325	Praq.g_00986
OG0001076	Syaj.g_01305	Praq.g_00978
OG0001077	Syaj.g_01294	Praq.g_00974
OG0001078	Syaj.g_01282	Praq.g_00966
OG0001079	Syaj.g_01269	Praq.g_00776
OG0001080	Syaj.g_01135	Praq.g_00782
OG0001081	Syaj.g_00699	Praq.g_00784
OG0001082	Syaj.g_00700	Praq.g_00785
OG0001083	Syaj.g_00709	Praq.g_00790
OG0001084	Syaj.g_00711	Praq.g_00791
OG0001085	Syaj.g_00721	Praq.g_00799
OG0001086	Syaj.g_00723	Praq.g_00800
OG0001087	Syaj.g_00498	Praq.g_00817
OG0001088	Syaj.g_00494	Praq.g_00818
OG0001089	Syaj.g_00439	Praq.g_00826
OG0001090	Syaj.g_00959	Praq.g_00584
OG0001091	Syaj.g_00957	Praq.g_00586
OG0001092	Syaj.g_00954	Praq.g_00587
OG0001093	Syaj.g_00948	Praq.g_00592
OG0001094	Syaj.g_01032	Praq.g_00664
OG0001095	Syaj.g_01008	Praq.g_01411
OG0001096	Syaj.g_00988	Praq.g_01424
OG0001097	Syaj.g_00371	Praq.g_01442
OG0001098	Syaj.g_01132	Praq.g_01458
OG0001099	Syaj.g_01906	Praq.g_01478
OG0001100	Syaj.g_00732	Praq.g_01482
OG0001101	Syaj.g_00734	Praq.g_01484
OG0001102	Syaj.g_00737	Praq.g_01487
OG0001103	Syaj.g_00740	Praq.g_01489
OG0001104	Syaj.g_01050	Praq.g_01511
OG0001105	Syaj.g_01046	Praq.g_01515
OG0001106	Syaj.g_00912	Praq.g_01539
OG0001107	Syaj.g_00900	Praq.g_01546
OG0001108	Syaj.g_00870	Praq.g_01550
OG0001109	Syaj.g_00868	Praq.g_01551
OG0001110	Syaj.g_00866	Praq.g_01553
OG0001111	Syaj.g_00864	Praq.g_01554
OG0001112	Syaj.g_00862	Praq.g_01555
OG0001113	Syaj.g_00861	Praq.g_01556
OG0001114	Syaj.g_00860	Praq.g_01557
OG0001115	Syaj.g_00856	Praq.g_01559
OG0001116	Syaj.g_00854	Praq.g_01560
OG0001117	Syaj.g_00853	Praq.g_01561
OG0001118	Syaj.g_00852	Praq.g_01562
OG0001119	Syaj.g_00850	Praq.g_01563
OG0001120	Syaj.g_00846	Praq.g_01565
OG0001121	Syaj.g_00630	Praq.g_01298
OG0001122	Syaj.g_00817	Praq.g_01591
OG0001123	Syaj.g_00810	Praq.g_01595
OG0001124	Syaj.g_00808	Praq.g_01597
OG0001125	Syaj.g_00806	Praq.g_01598
OG0001126	Syaj.g_00413	Praq.g_01608
OG0001127	Syaj.g_00414	Praq.g_01609
OG0001128	Syaj.g_00417	Praq.g_01611
OG0001129	Syaj.g_00419	Praq.g_01612
OG0001130	Syaj.g_00420	Praq.g_01613
OG0001131	Syaj.g_01070	Praq.g_01649
