Orthogroup	Syaj	Prbi
OG0000536	Syaj.g_00084	Prbi.g_00494
OG0000537	Syaj.g_00085	Prbi.g_00495
OG0000538	Syaj.g_00096	Prbi.g_00503
OG0000539	Syaj.g_00097	Prbi.g_00504
OG0000540	Syaj.g_00098	Prbi.g_00505
OG0000541	Syaj.g_00099	Prbi.g_00506
OG0000542	Syaj.g_00102	Prbi.g_00508
OG0000543	Syaj.g_00104	Prbi.g_00510
OG0000544	Syaj.g_00105	Prbi.g_00511
OG0000545	Syaj.g_00107	Prbi.g_00513
OG0000546	Syaj.g_00109	Prbi.g_00516
OG0000547	Syaj.g_00111	Prbi.g_00518
OG0000548	Syaj.g_00112	Prbi.g_00519
OG0000549	Syaj.g_00118	Prbi.g_00521
OG0000550	Syaj.g_00123	Prbi.g_00526
OG0000551	Syaj.g_00128	Prbi.g_00530
OG0000552	Syaj.g_00129	Prbi.g_00531
OG0000553	Syaj.g_00133	Prbi.g_00532
OG0000554	Syaj.g_00145	Prbi.g_00537
OG0000555	Syaj.g_00163	Prbi.g_00545
OG0000556	Syaj.g_00167	Prbi.g_00547
OG0000557	Syaj.g_00178	Prbi.g_00548
OG0000558	Syaj.g_00181	Prbi.g_00550
OG0000559	Syaj.g_00185	Prbi.g_00554
OG0000560	Syaj.g_00188	Prbi.g_00557
OG0000561	Syaj.g_00189	Prbi.g_00558
OG0000562	Syaj.g_00190	Prbi.g_00559
OG0000563	Syaj.g_00191	Prbi.g_00560
OG0000564	Syaj.g_00192	Prbi.g_00561
OG0000565	Syaj.g_00195	Prbi.g_00564
OG0000566	Syaj.g_00199	Prbi.g_00566
OG0000567	Syaj.g_00203	Prbi.g_00570
OG0000568	Syaj.g_00207	Prbi.g_00571
OG0000569	Syaj.g_00208	Prbi.g_00572
OG0000570	Syaj.g_00209	Prbi.g_00573
OG0000571	Syaj.g_00213	Prbi.g_00575
OG0000572	Syaj.g_00230	Prbi.g_00588
OG0000573	Syaj.g_00238	Prbi.g_00594
OG0000574	Syaj.g_00242	Prbi.g_00595
OG0000575	Syaj.g_00247	Prbi.g_00599
OG0000576	Syaj.g_00249	Prbi.g_00601
OG0000577	Syaj.g_00250	Prbi.g_00602
OG0000578	Syaj.g_00251	Prbi.g_00603
OG0000579	Syaj.g_00252	Prbi.g_00604
OG0000580	Syaj.g_00253	Prbi.g_00605
OG0000581	Syaj.g_00261	Prbi.g_00607
OG0000582	Syaj.g_01338	Prbi.g_00610
OG0000583	Syaj.g_01337	Prbi.g_00611
OG0000584	Syaj.g_01336	Prbi.g_00612
OG0000585	Syaj.g_01334	Prbi.g_00614
OG0000586	Syaj.g_01333	Prbi.g_00615
OG0000587	Syaj.g_01331	Prbi.g_00616
OG0000588	Syaj.g_01313	Prbi.g_00620
OG0000589	Syaj.g_01308	Prbi.g_00623
OG0000590	Syaj.g_01307	Prbi.g_00624
OG0000591	Syaj.g_01299	Prbi.g_00627
OG0000592	Syaj.g_01298	Prbi.g_00628
OG0000593	Syaj.g_01287	Prbi.g_00635
OG0000594	Syaj.g_01286	Prbi.g_00636
OG0000595	Syaj.g_01285	Prbi.g_00637
OG0000596	Syaj.g_01280	Prbi.g_00641
OG0000597	Syaj.g_01277	Prbi.g_00643
OG0000598	Syaj.g_01276	Prbi.g_00644
OG0000599	Syaj.g_01273	Prbi.g_00647
OG0000600	Syaj.g_01272	Prbi.g_00648
OG0000601	Syaj.g_01271	Prbi.g_00649
OG0000602	Syaj.g_01266	Prbi.g_00651
OG0000603	Syaj.g_01265	Prbi.g_00652
OG0000604	Syaj.g_01262	Prbi.g_00653
OG0000605	Syaj.g_01153	Prbi.g_00654
OG0000606	Syaj.g_00698	Prbi.g_00657
OG0000607	Syaj.g_00702	Prbi.g_00660
OG0000608	Syaj.g_00703	Prbi.g_00661
OG0000609	Syaj.g_00705	Prbi.g_00662
OG0000610	Syaj.g_00714	Prbi.g_00667
OG0000611	Syaj.g_00717	Prbi.g_00670
OG0000612	Syaj.g_00718	Prbi.g_00671
OG0000613	Syaj.g_02500	Prbi.g_00676
OG0000614	Syaj.g_00480	Prbi.g_00695
OG0000615	Syaj.g_01065	Prbi.g_00704
OG0000616	Syaj.g_02245	Prbi.g_00708
OG0000617	Syaj.g_00952	Prbi.g_00751
OG0000618	Syaj.g_00951	Prbi.g_00752
OG0000619	Syaj.g_00950	Prbi.g_00753
OG0000620	Syaj.g_00945	Prbi.g_00756
OG0000621	Syaj.g_00944	Prbi.g_00757
OG0000622	Syaj.g_00943	Prbi.g_00758
OG0000623	Syaj.g_00942	Prbi.g_00759
OG0000624	Syaj.g_00940	Prbi.g_00760
OG0000625	Syaj.g_00939	Prbi.g_00761
OG0000626	Syaj.g_00938	Prbi.g_00762
OG0000627	Syaj.g_00765	Prbi.g_00763
OG0000628	Syaj.g_00766	Prbi.g_00764
OG0000629	Syaj.g_00769	Prbi.g_00765
OG0000630	Syaj.g_00773	Prbi.g_00768
OG0000631	Syaj.g_00786	Prbi.g_00838
OG0000632	Syaj.g_00787	Prbi.g_00839
OG0000633	Syaj.g_00789	Prbi.g_00840
OG0000634	Syaj.g_01030	Prbi.g_00843
OG0000635	Syaj.g_01029	Prbi.g_00844
OG0000636	Syaj.g_01024	Prbi.g_00846
OG0000637	Syaj.g_01022	Prbi.g_00848
OG0000638	Syaj.g_01021	Prbi.g_00849
OG0000639	Syaj.g_01020	Prbi.g_00850
OG0000640	Syaj.g_01019	Prbi.g_00851
OG0000641	Syaj.g_01015	Prbi.g_00855
OG0000642	Syaj.g_01014	Prbi.g_00856
OG0000643	Syaj.g_01012	Prbi.g_00857
OG0000644	Syaj.g_01011	Prbi.g_00858
OG0000645	Syaj.g_01009	Prbi.g_00859
OG0000646	Syaj.g_01006	Prbi.g_00861
OG0000647	Syaj.g_01004	Prbi.g_00862
OG0000648	Syaj.g_01001	Prbi.g_00864
OG0000649	Syaj.g_01000	Prbi.g_00865
OG0000650	Syaj.g_00999	Prbi.g_00866
OG0000651	Syaj.g_00998	Prbi.g_00867
OG0000652	Syaj.g_00997	Prbi.g_00868
OG0000653	Syaj.g_00991	Prbi.g_00870
OG0000654	Syaj.g_00990	Prbi.g_00871
OG0000655	Syaj.g_00989	Prbi.g_00872
OG0000656	Syaj.g_00986	Prbi.g_00875
OG0000657	Syaj.g_00382	Prbi.g_00883
OG0000658	Syaj.g_00379	Prbi.g_00884
OG0000659	Syaj.g_00378	Prbi.g_00885
OG0000660	Syaj.g_00374	Prbi.g_00889
OG0000661	Syaj.g_00372	Prbi.g_00891
OG0000662	Syaj.g_00370	Prbi.g_00893
OG0000663	Syaj.g_00367	Prbi.g_00895
OG0000664	Syaj.g_00358	Prbi.g_00896
OG0000665	Syaj.g_01243	Prbi.g_00900
OG0000666	Syaj.g_01154	Prbi.g_00901
OG0000667	Syaj.g_02661	Prbi.g_00905
OG0000668	Syaj.g_00816	Prbi.g_00934
OG0000669	Syaj.g_00730	Prbi.g_00942
OG0000670	Syaj.g_00733	Prbi.g_00944
OG0000671	Syaj.g_00735	Prbi.g_00946
OG0000672	Syaj.g_00739	Prbi.g_00949
OG0000673	Syaj.g_00742	Prbi.g_00952
OG0000674	Syaj.g_00744	Prbi.g_00954
OG0000675	Syaj.g_00757	Prbi.g_00955
OG0000676	Syaj.g_00759	Prbi.g_00957
OG0000677	Syaj.g_00760	Prbi.g_00958
OG0000678	Syaj.g_01075	Prbi.g_00960
OG0000679	Syaj.g_01061	Prbi.g_00964
OG0000680	Syaj.g_01060	Prbi.g_00965
OG0000681	Syaj.g_01057	Prbi.g_00968
OG0000682	Syaj.g_01056	Prbi.g_00969
OG0000683	Syaj.g_01055	Prbi.g_00970
OG0000684	Syaj.g_01051	Prbi.g_00971
OG0000685	Syaj.g_01049	Prbi.g_00973
OG0000686	Syaj.g_01048	Prbi.g_00974
OG0000687	Syaj.g_01047	Prbi.g_00975
OG0000688	Syaj.g_01041	Prbi.g_00978
OG0000689	Syaj.g_01039	Prbi.g_00979
OG0000690	Syaj.g_01038	Prbi.g_00980
OG0000691	Syaj.g_01037	Prbi.g_00981
OG0000692	Syaj.g_01036	Prbi.g_00983
OG0000693	Syaj.g_01034	Prbi.g_00984
OG0000694	Syaj.g_01033	Prbi.g_00985
OG0000695	Syaj.g_00791	Prbi.g_00987
OG0000696	Syaj.g_00792	Prbi.g_00988
OG0000697	Syaj.g_00932	Prbi.g_00989
OG0000698	Syaj.g_00929	Prbi.g_00992
OG0000699	Syaj.g_00928	Prbi.g_00993
OG0000700	Syaj.g_00927	Prbi.g_00994
OG0000701	Syaj.g_00926	Prbi.g_00995
OG0000702	Syaj.g_00916	Prbi.g_00997
OG0000703	Syaj.g_00915	Prbi.g_00998
OG0000704	Syaj.g_00913	Prbi.g_00999
OG0000705	Syaj.g_00906	Prbi.g_01003
OG0000706	Syaj.g_00905	Prbi.g_01004
OG0000707	Syaj.g_00904	Prbi.g_01005
OG0000708	Syaj.g_00901	Prbi.g_01006
OG0000709	Syaj.g_00872	Prbi.g_01010
OG0000710	Syaj.g_00867	Prbi.g_01013
OG0000711	Syaj.g_00839	Prbi.g_01030
OG0000712	Syaj.g_00837	Prbi.g_01032
OG0000713	Syaj.g_00836	Prbi.g_01033
OG0000714	Syaj.g_00834	Prbi.g_01034
OG0000715	Syaj.g_00832	Prbi.g_01036
OG0000716	Syaj.g_00825	Prbi.g_01038
OG0000717	Syaj.g_00824	Prbi.g_01039
OG0000718	Syaj.g_00820	Prbi.g_01055
OG0000719	Syaj.g_00818	Prbi.g_01057
OG0000720	Syaj.g_00805	Prbi.g_01066
OG0000721	Syaj.g_00803	Prbi.g_01068
OG0000722	Syaj.g_00802	Prbi.g_01069
OG0000723	Syaj.g_00934	Prbi.g_01072
OG0000724	Syaj.g_00421	Prbi.g_01081
OG0000725	Syaj.g_00430	Prbi.g_01087
OG0000726	Syaj.g_00431	Prbi.g_01088
OG0000727	Syaj.g_00432	Prbi.g_01089
OG0000728	Syaj.g_00434	Prbi.g_01091
OG0000729	Syaj.g_02397	Prbi.g_01138
OG0000730	Syaj.g_02802	Prbi.g_01142
OG0000731	Syaj.g_02814	Prbi.g_01146
OG0000732	Syaj.g_02315	Prbi.g_01155
OG0000733	Syaj.g_02151	Prbi.g_01175
OG0000734	Syaj.g_01895	Prbi.g_01192
OG0000735	Syaj.g_00286	Prbi.g_01194
OG0000736	Syaj.g_00287	Prbi.g_01195
OG0000737	Syaj.g_00288	Prbi.g_01196
OG0000738	Syaj.g_00293	Prbi.g_01200
OG0000739	Syaj.g_00295	Prbi.g_01201
OG0000740	Syaj.g_00296	Prbi.g_01202
OG0000741	Syaj.g_00299	Prbi.g_01203
OG0000742	Syaj.g_00301	Prbi.g_01206
OG0000743	Syaj.g_00303	Prbi.g_01208
OG0000744	Syaj.g_00304	Prbi.g_01209
OG0000745	Syaj.g_00306	Prbi.g_01210
OG0000746	Syaj.g_00308	Prbi.g_01212
OG0000747	Syaj.g_00309	Prbi.g_01213
OG0000748	Syaj.g_00319	Prbi.g_01216
OG0000749	Syaj.g_00322	Prbi.g_01217
OG0000750	Syaj.g_00323	Prbi.g_01218
OG0000751	Syaj.g_00331	Prbi.g_01220
OG0000752	Syaj.g_00333	Prbi.g_01222
OG0000753	Syaj.g_00336	Prbi.g_01225
OG0000754	Syaj.g_00643	Prbi.g_01228
OG0000755	Syaj.g_00631	Prbi.g_01231
OG0000756	Syaj.g_00625	Prbi.g_01232
OG0000757	Syaj.g_00614	Prbi.g_01238
OG0000758	Syaj.g_00613	Prbi.g_01239
OG0000759	Syaj.g_00612	Prbi.g_01240
OG0000760	Syaj.g_00611	Prbi.g_01241
OG0000761	Syaj.g_00609	Prbi.g_01242
OG0000762	Syaj.g_00603	Prbi.g_01243
OG0000763	Syaj.g_00597	Prbi.g_01245
OG0000764	Syaj.g_00596	Prbi.g_01246
OG0000765	Syaj.g_00577	Prbi.g_01255
OG0000766	Syaj.g_00576	Prbi.g_01256
OG0000767	Syaj.g_00574	Prbi.g_01258
OG0000768	Syaj.g_00573	Prbi.g_01259
OG0000769	Syaj.g_00571	Prbi.g_01261
OG0000770	Syaj.g_00567	Prbi.g_01263
OG0000771	Syaj.g_00415	Prbi.g_01277
OG0000772	Syaj.g_01208	Prbi.g_01363
OG0000773	Syaj.g_00280	Prbi.g_01382
OG0000774	Syaj.g_01502	Prbi.g_01384
OG0000775	Syaj.g_01504	Prbi.g_01386
OG0000776	Syaj.g_01505	Prbi.g_01387
OG0000777	Syaj.g_01506	Prbi.g_01388
OG0000778	Syaj.g_01507	Prbi.g_01389
OG0000779	Syaj.g_01513	Prbi.g_01393
OG0000780	Syaj.g_01517	Prbi.g_01394
OG0000781	Syaj.g_01521	Prbi.g_01397
OG0000782	Syaj.g_01522	Prbi.g_01398
OG0000783	Syaj.g_01524	Prbi.g_01399
OG0000784	Syaj.g_01525	Prbi.g_01400
OG0000785	Syaj.g_01526	Prbi.g_01402
OG0000786	Syaj.g_00265	Prbi.g_01404
OG0000787	Syaj.g_00264	Prbi.g_01405
OG0000788	Syaj.g_01270	Prbi.g_01426
OG0000789	Syaj.g_01121	Prbi.g_01429
OG0000790	Syaj.g_00054	Prbi.g_01444
OG0000791	Syaj.g_00053	Prbi.g_01446
OG0000792	Syaj.g_00052	Prbi.g_01447
OG0000793	Syaj.g_00047	Prbi.g_01450
OG0000794	Syaj.g_00046	Prbi.g_01451
OG0000795	Syaj.g_00045	Prbi.g_01452
OG0000796	Syaj.g_00039	Prbi.g_01456
OG0000797	Syaj.g_00038	Prbi.g_01457
OG0000799	Syaj.g_01352	Prbi.g_01571
OG0000800	Syaj.g_01354	Prbi.g_01572
OG0000801	Syaj.g_01355	Prbi.g_01573
OG0000802	Syaj.g_01359	Prbi.g_01575
OG0000803	Syaj.g_01363	Prbi.g_01577
OG0000804	Syaj.g_01366	Prbi.g_01578
OG0000805	Syaj.g_01369	Prbi.g_01580
OG0000806	Syaj.g_01370	Prbi.g_01582
OG0000807	Syaj.g_01372	Prbi.g_01583
OG0000808	Syaj.g_01373	Prbi.g_01584
OG0000809	Syaj.g_01376	Prbi.g_01587
OG0000810	Syaj.g_01377	Prbi.g_01588
OG0000811	Syaj.g_01385	Prbi.g_01594
OG0000812	Syaj.g_01387	Prbi.g_01596
OG0000813	Syaj.g_01388	Prbi.g_01597
OG0000814	Syaj.g_01390	Prbi.g_01599
OG0000815	Syaj.g_01391	Prbi.g_01600
OG0000816	Syaj.g_01392	Prbi.g_01602
OG0000817	Syaj.g_01393	Prbi.g_01603
OG0000818	Syaj.g_01399	Prbi.g_01608
OG0000819	Syaj.g_01400	Prbi.g_01609
OG0000820	Syaj.g_01401	Prbi.g_01610
OG0000821	Syaj.g_01412	Prbi.g_01613
OG0000822	Syaj.g_01414	Prbi.g_01614
OG0000823	Syaj.g_01415	Prbi.g_01615
OG0000824	Syaj.g_01421	Prbi.g_01618
OG0000825	Syaj.g_01422	Prbi.g_01619
OG0000826	Syaj.g_01423	Prbi.g_01620
OG0000827	Syaj.g_01424	Prbi.g_01621
OG0000828	Syaj.g_01427	Prbi.g_01624
OG0000829	Syaj.g_01428	Prbi.g_01625
OG0000830	Syaj.g_01429	Prbi.g_01626
OG0000831	Syaj.g_01431	Prbi.g_01628
OG0000832	Syaj.g_01635	Prbi.g_01634
OG0000833	Syaj.g_01647	Prbi.g_01642
OG0000834	Syaj.g_01649	Prbi.g_01643
OG0000835	Syaj.g_01650	Prbi.g_01644
OG0000836	Syaj.g_01654	Prbi.g_01645
OG0000837	Syaj.g_01661	Prbi.g_01646
OG0000838	Syaj.g_01665	Prbi.g_01648
OG0000839	Syaj.g_01666	Prbi.g_01649
OG0000840	Syaj.g_01667	Prbi.g_01650
OG0000841	Syaj.g_01668	Prbi.g_01651
OG0000842	Syaj.g_01669	Prbi.g_01652
OG0000843	Syaj.g_01670	Prbi.g_01653
OG0000844	Syaj.g_01680	Prbi.g_01654
OG0000845	Syaj.g_01681	Prbi.g_01655
OG0000846	Syaj.g_01682	Prbi.g_01656
OG0000847	Syaj.g_01683	Prbi.g_01657
OG0000848	Syaj.g_01685	Prbi.g_01658
OG0000849	Syaj.g_01686	Prbi.g_01659
OG0000850	Syaj.g_01689	Prbi.g_01661
OG0000851	Syaj.g_01694	Prbi.g_01662
OG0000852	Syaj.g_01695	Prbi.g_01663
OG0000853	Syaj.g_01699	Prbi.g_01667
OG0000854	Syaj.g_01701	Prbi.g_01669
OG0000855	Syaj.g_01702	Prbi.g_01670
OG0000856	Syaj.g_01296	Prbi.g_01685
OG0000857	Syaj.g_01005	Prbi.g_01711
OG0000858	Syaj.g_01708	Prbi.g_01781
OG0000859	Syaj.g_01709	Prbi.g_01782
OG0000860	Syaj.g_01723	Prbi.g_01789
OG0000861	Syaj.g_01724	Prbi.g_01790
OG0000862	Syaj.g_01725	Prbi.g_01791
OG0000863	Syaj.g_01728	Prbi.g_01793
OG0000864	Syaj.g_01729	Prbi.g_01794
OG0000865	Syaj.g_01730	Prbi.g_01795
OG0000866	Syaj.g_01731	Prbi.g_01796
OG0000867	Syaj.g_01732	Prbi.g_01797
OG0000868	Syaj.g_01734	Prbi.g_01798
OG0000869	Syaj.g_01742	Prbi.g_01802
OG0000870	Syaj.g_01747	Prbi.g_01807
OG0000871	Syaj.g_01748	Prbi.g_01808
OG0000872	Syaj.g_01756	Prbi.g_01809
OG0000873	Syaj.g_01759	Prbi.g_01812
OG0000874	Syaj.g_01754	Prbi.g_01815
OG0000875	Syaj.g_01762	Prbi.g_01816
OG0000876	Syaj.g_02084	Prbi.g_01817
OG0000877	Syaj.g_01586	Prbi.g_01819
OG0000878	Syaj.g_01587	Prbi.g_01820
OG0000879	Syaj.g_01588	Prbi.g_01821
OG0000880	Syaj.g_01589	Prbi.g_01822
OG0000881	Syaj.g_01595	Prbi.g_01826
OG0000882	Syaj.g_01599	Prbi.g_01831
OG0000883	Syaj.g_01601	Prbi.g_01832
OG0000884	Syaj.g_01603	Prbi.g_01834
OG0000885	Syaj.g_01604	Prbi.g_01835
OG0000886	Syaj.g_01605	Prbi.g_01836
OG0000887	Syaj.g_01606	Prbi.g_01837
OG0000888	Syaj.g_01608	Prbi.g_01839
OG0000889	Syaj.g_01610	Prbi.g_01841
OG0000890	Syaj.g_01615	Prbi.g_01842
OG0000891	Syaj.g_01616	Prbi.g_01843
OG0000892	Syaj.g_01620	Prbi.g_01845
OG0000893	Syaj.g_02636	Prbi.g_01848
OG0000894	Syaj.g_02639	Prbi.g_01850
OG0000895	Syaj.g_02643	Prbi.g_01853
OG0000896	Syaj.g_02644	Prbi.g_01854
OG0000897	Syaj.g_02646	Prbi.g_01856
OG0000898	Syaj.g_02647	Prbi.g_01857
OG0000899	Syaj.g_02648	Prbi.g_01858
OG0000900	Syaj.g_02649	Prbi.g_01859
OG0000901	Syaj.g_02654	Prbi.g_01863
OG0000902	Syaj.g_02656	Prbi.g_01865
OG0000903	Syaj.g_02689	Prbi.g_01868
OG0000904	Syaj.g_02684	Prbi.g_01870
OG0000905	Syaj.g_02678	Prbi.g_01875
OG0000906	Syaj.g_02676	Prbi.g_01876
OG0000907	Syaj.g_02692	Prbi.g_01896
OG0000908	Syaj.g_02695	Prbi.g_01899
OG0000909	Syaj.g_02696	Prbi.g_01900
OG0000910	Syaj.g_02697	Prbi.g_01901
OG0000911	Syaj.g_02699	Prbi.g_01903
OG0000912	Syaj.g_02700	Prbi.g_01904
OG0000913	Syaj.g_02701	Prbi.g_01905
OG0000914	Syaj.g_02702	Prbi.g_01906
OG0000915	Syaj.g_02704	Prbi.g_01907
OG0000916	Syaj.g_02705	Prbi.g_01908
OG0000917	Syaj.g_02706	Prbi.g_01909
OG0000918	Syaj.g_02707	Prbi.g_01910
OG0000919	Syaj.g_02708	Prbi.g_01911
OG0000920	Syaj.g_02709	Prbi.g_01912
OG0000921	Syaj.g_02710	Prbi.g_01913
OG0000922	Syaj.g_02711	Prbi.g_01914
OG0000923	Syaj.g_02715	Prbi.g_01918
OG0000924	Syaj.g_02716	Prbi.g_01919
OG0000925	Syaj.g_02717	Prbi.g_01920
OG0000926	Syaj.g_02718	Prbi.g_01921
OG0000927	Syaj.g_02720	Prbi.g_01923
OG0000928	Syaj.g_02721	Prbi.g_01924
OG0000929	Syaj.g_02722	Prbi.g_01925
OG0000930	Syaj.g_02723	Prbi.g_01926
OG0000931	Syaj.g_02724	Prbi.g_01927
OG0000932	Syaj.g_02725	Prbi.g_01928
OG0000933	Syaj.g_02731	Prbi.g_01932
OG0000934	Syaj.g_02733	Prbi.g_01934
OG0000935	Syaj.g_02734	Prbi.g_01935
OG0000936	Syaj.g_02735	Prbi.g_01936
OG0000937	Syaj.g_02736	Prbi.g_01937
OG0000938	Syaj.g_02739	Prbi.g_01939
OG0000939	Syaj.g_02740	Prbi.g_01940
OG0000940	Syaj.g_02747	Prbi.g_01947
OG0000941	Syaj.g_02749	Prbi.g_01949
OG0000942	Syaj.g_02751	Prbi.g_01951
OG0000943	Syaj.g_02752	Prbi.g_01952
OG0000944	Syaj.g_02754	Prbi.g_01953
OG0000945	Syaj.g_02756	Prbi.g_01954
OG0000946	Syaj.g_02761	Prbi.g_01958
OG0000947	Syaj.g_02764	Prbi.g_01960
OG0000948	Syaj.g_02765	Prbi.g_01961
OG0000949	Syaj.g_02474	Prbi.g_01964
OG0000950	Syaj.g_02459	Prbi.g_01969
OG0000951	Syaj.g_02452	Prbi.g_01973
OG0000952	Syaj.g_02446	Prbi.g_01977
OG0000953	Syaj.g_02442	Prbi.g_01980
OG0000954	Syaj.g_02435	Prbi.g_01984
OG0000955	Syaj.g_02434	Prbi.g_01985
OG0000956	Syaj.g_02432	Prbi.g_01987
OG0000957	Syaj.g_02419	Prbi.g_01992
OG0000958	Syaj.g_02418	Prbi.g_01993
OG0000959	Syaj.g_02413	Prbi.g_01997
OG0000960	Syaj.g_02412	Prbi.g_01998
OG0000961	Syaj.g_02402	Prbi.g_02000
OG0000962	Syaj.g_02398	Prbi.g_02002
OG0000963	Syaj.g_02393	Prbi.g_02006
OG0000964	Syaj.g_02392	Prbi.g_02007
OG0000965	Syaj.g_02391	Prbi.g_02008
OG0000966	Syaj.g_02370	Prbi.g_02027
OG0000967	Syaj.g_02334	Prbi.g_02032
OG0000968	Syaj.g_02363	Prbi.g_02034
OG0000969	Syaj.g_02338	Prbi.g_02035
OG0000970	Syaj.g_02337	Prbi.g_02036
OG0000971	Syaj.g_02331	Prbi.g_02037
OG0000972	Syaj.g_02330	Prbi.g_02038
OG0000973	Syaj.g_02329	Prbi.g_02039
OG0000974	Syaj.g_02328	Prbi.g_02040
OG0000975	Syaj.g_02327	Prbi.g_02041
OG0000976	Syaj.g_02326	Prbi.g_02042
OG0000977	Syaj.g_02324	Prbi.g_02043
OG0000978	Syaj.g_02322	Prbi.g_02044
OG0000979	Syaj.g_02319	Prbi.g_02047
OG0000980	Syaj.g_02316	Prbi.g_02049
OG0000981	Syaj.g_02313	Prbi.g_02051
OG0000982	Syaj.g_02112	Prbi.g_02053
OG0000983	Syaj.g_02113	Prbi.g_02054
OG0000984	Syaj.g_02114	Prbi.g_02055
OG0000985	Syaj.g_02116	Prbi.g_02058
OG0000986	Syaj.g_02123	Prbi.g_02060
OG0000987	Syaj.g_02125	Prbi.g_02061
OG0000988	Syaj.g_02131	Prbi.g_02064
OG0000989	Syaj.g_02142	Prbi.g_02068
OG0000990	Syaj.g_02165	Prbi.g_02071
OG0000991	Syaj.g_02168	Prbi.g_02072
OG0000992	Syaj.g_02171	Prbi.g_02074
OG0000993	Syaj.g_02173	Prbi.g_02075
OG0000994	Syaj.g_02177	Prbi.g_02076
OG0000995	Syaj.g_02182	Prbi.g_02080
OG0000996	Syaj.g_02221	Prbi.g_02081
OG0000997	Syaj.g_02228	Prbi.g_02082
OG0000998	Syaj.g_02230	Prbi.g_02084
OG0000999	Syaj.g_02231	Prbi.g_02085
OG0001000	Syaj.g_02236	Prbi.g_02088
OG0001001	Syaj.g_02241	Prbi.g_02090
OG0001002	Syaj.g_02248	Prbi.g_02094
OG0001003	Syaj.g_02250	Prbi.g_02095
OG0001004	Syaj.g_02251	Prbi.g_02096
OG0001005	Syaj.g_02252	Prbi.g_02097
OG0001006	Syaj.g_02260	Prbi.g_02101
OG0001007	Syaj.g_02262	Prbi.g_02103
OG0001008	Syaj.g_01554	Prbi.g_00438
OG0001009	Syaj.g_02294	Prbi.g_00027
OG0001010	Syaj.g_02295	Prbi.g_00028
OG0001011	Syaj.g_02296	Prbi.g_00029
OG0001012	Syaj.g_02108	Prbi.g_00052
OG0001014	Syaj.g_02083	Prbi.g_00062
OG0001015	Syaj.g_02082	Prbi.g_00063
OG0001016	Syaj.g_01824	Prbi.g_00080
OG0001017	Syaj.g_01830	Prbi.g_00084
OG0001018	Syaj.g_01832	Prbi.g_00087
OG0001019	Syaj.g_01849	Prbi.g_00096
OG0001020	Syaj.g_01862	Prbi.g_00097
OG0001021	Syaj.g_01867	Prbi.g_00098
OG0001022	Syaj.g_01872	Prbi.g_00101
OG0001023	Syaj.g_01873	Prbi.g_00102
OG0001024	Syaj.g_01877	Prbi.g_00105
OG0001025	Syaj.g_01884	Prbi.g_00111
OG0001026	Syaj.g_01897	Prbi.g_00118
OG0001027	Syaj.g_01903	Prbi.g_00119
OG0001028	Syaj.g_01905	Prbi.g_00121
OG0001029	Syaj.g_01907	Prbi.g_00123
OG0001030	Syaj.g_01933	Prbi.g_00138
OG0001031	Syaj.g_02012	Prbi.g_00210
OG0001032	Syaj.g_02015	Prbi.g_00211
OG0001033	Syaj.g_02044	Prbi.g_00232
OG0001034	Syaj.g_02875	Prbi.g_00260
OG0001035	Syaj.g_02603	Prbi.g_00278
OG0001036	Syaj.g_02599	Prbi.g_00283
OG0001037	Syaj.g_02597	Prbi.g_00284
OG0001038	Syaj.g_02567	Prbi.g_00302
OG0001039	Syaj.g_02564	Prbi.g_00305
OG0001040	Syaj.g_02561	Prbi.g_00307
OG0001041	Syaj.g_02556	Prbi.g_00311
OG0001042	Syaj.g_02527	Prbi.g_00328
OG0001043	Syaj.g_02523	Prbi.g_00329
OG0001044	Syaj.g_02804	Prbi.g_00357
OG0001045	Syaj.g_02817	Prbi.g_00366
OG0001046	Syaj.g_00851	Prbi.g_00403
OG0001047	Syaj.g_01552	Prbi.g_00440
OG0001048	Syaj.g_01551	Prbi.g_00441
OG0001049	Syaj.g_01548	Prbi.g_00443
OG0001050	Syaj.g_01547	Prbi.g_00444
OG0001051	Syaj.g_01546	Prbi.g_00445
OG0001052	Syaj.g_01448	Prbi.g_00474
OG0001053	Syaj.g_00075	Prbi.g_00486
OG0001054	Syaj.g_00092	Prbi.g_00501
OG0001055	Syaj.g_00113	Prbi.g_00520
OG0001056	Syaj.g_00149	Prbi.g_00539
OG0001057	Syaj.g_00160	Prbi.g_00544
OG0001058	Syaj.g_00183	Prbi.g_00552
OG0001059	Syaj.g_00187	Prbi.g_00556
OG0001060	Syaj.g_00193	Prbi.g_00563
OG0001061	Syaj.g_00214	Prbi.g_00576
OG0001062	Syaj.g_00216	Prbi.g_00578
OG0001063	Syaj.g_00222	Prbi.g_00580
OG0001064	Syaj.g_00223	Prbi.g_00581
OG0001065	Syaj.g_00224	Prbi.g_00582
OG0001066	Syaj.g_00225	Prbi.g_00583
OG0001067	Syaj.g_00226	Prbi.g_00584
OG0001068	Syaj.g_00227	Prbi.g_00585
OG0001069	Syaj.g_00228	Prbi.g_00586
OG0001070	Syaj.g_00231	Prbi.g_00589
OG0001071	Syaj.g_00232	Prbi.g_00590
OG0001072	Syaj.g_00236	Prbi.g_00592
OG0001073	Syaj.g_00254	Prbi.g_00606
OG0001074	Syaj.g_01327	Prbi.g_00617
