Orthogroup	Syaj	Prbk
OG0000537	Syaj.g_00085	Prbk.g_02075
OG0000538	Syaj.g_00096	Prbk.g_01865
OG0000539	Syaj.g_00097	Prbk.g_01041
OG0000540	Syaj.g_00098	Prbk.g_01042
OG0000541	Syaj.g_00099	Prbk.g_01043
OG0000542	Syaj.g_00102	Prbk.g_01046
OG0000543	Syaj.g_00104	Prbk.g_01048
OG0000544	Syaj.g_00105	Prbk.g_01049
OG0000545	Syaj.g_00107	Prbk.g_01050
OG0000546	Syaj.g_00109	Prbk.g_01052
OG0000547	Syaj.g_00111	Prbk.g_01054
OG0000548	Syaj.g_00112	Prbk.g_01055
OG0000549	Syaj.g_00118	Prbk.g_01061
OG0000550	Syaj.g_00123	Prbk.g_01066
OG0000551	Syaj.g_00128	Prbk.g_01070
OG0000552	Syaj.g_00129	Prbk.g_01071
OG0000553	Syaj.g_00133	Prbk.g_01076
OG0000554	Syaj.g_00145	Prbk.g_01081
OG0000555	Syaj.g_00163	Prbk.g_01099
OG0000556	Syaj.g_00167	Prbk.g_02686
OG0000557	Syaj.g_00178	Prbk.g_01898
OG0000558	Syaj.g_00181	Prbk.g_01895
OG0000559	Syaj.g_00185	Prbk.g_01891
OG0000560	Syaj.g_00188	Prbk.g_01888
OG0000561	Syaj.g_00189	Prbk.g_01887
OG0000562	Syaj.g_00190	Prbk.g_01886
OG0000563	Syaj.g_00191	Prbk.g_01885
OG0000564	Syaj.g_00192	Prbk.g_01884
OG0000565	Syaj.g_00195	Prbk.g_01881
OG0000566	Syaj.g_00199	Prbk.g_01877
OG0000567	Syaj.g_00203	Prbk.g_01873
OG0000568	Syaj.g_00207	Prbk.g_01871
OG0000569	Syaj.g_00208	Prbk.g_01104
OG0000570	Syaj.g_00209	Prbk.g_01105
OG0000571	Syaj.g_00213	Prbk.g_01108
OG0000572	Syaj.g_00230	Prbk.g_01124
OG0000573	Syaj.g_00238	Prbk.g_01131
OG0000574	Syaj.g_00242	Prbk.g_01132
OG0000575	Syaj.g_00247	Prbk.g_01141
OG0000576	Syaj.g_00249	Prbk.g_01143
OG0000577	Syaj.g_00250	Prbk.g_01144
OG0000578	Syaj.g_00251	Prbk.g_01145
OG0000579	Syaj.g_00252	Prbk.g_01146
OG0000580	Syaj.g_00253	Prbk.g_01147
OG0000581	Syaj.g_00261	Prbk.g_01151
OG0000582	Syaj.g_01338	Prbk.g_01155
OG0000583	Syaj.g_01337	Prbk.g_01156
OG0000584	Syaj.g_01336	Prbk.g_01157
OG0000585	Syaj.g_01334	Prbk.g_01159
OG0000586	Syaj.g_01333	Prbk.g_01161
OG0000587	Syaj.g_01331	Prbk.g_01163
OG0000588	Syaj.g_01313	Prbk.g_02605
OG0000589	Syaj.g_01308	Prbk.g_02608
OG0000590	Syaj.g_01307	Prbk.g_02609
OG0000591	Syaj.g_01299	Prbk.g_02616
OG0000592	Syaj.g_01298	Prbk.g_02617
OG0000593	Syaj.g_01287	Prbk.g_02627
OG0000594	Syaj.g_01286	Prbk.g_02628
OG0000595	Syaj.g_01285	Prbk.g_02629
OG0000596	Syaj.g_01280	Prbk.g_02634
OG0000597	Syaj.g_01277	Prbk.g_02637
OG0000598	Syaj.g_01276	Prbk.g_02638
OG0000599	Syaj.g_01273	Prbk.g_02648
OG0000600	Syaj.g_01272	Prbk.g_02649
OG0000601	Syaj.g_01271	Prbk.g_02650
OG0000602	Syaj.g_01266	Prbk.g_02654
OG0000603	Syaj.g_01265	Prbk.g_02655
OG0000604	Syaj.g_01262	Prbk.g_02656
OG0000605	Syaj.g_01153	Prbk.g_00740
OG0000606	Syaj.g_00698	Prbk.g_00729
OG0000607	Syaj.g_00702	Prbk.g_00726
OG0000608	Syaj.g_00703	Prbk.g_00725
OG0000609	Syaj.g_00705	Prbk.g_00723
OG0000610	Syaj.g_00714	Prbk.g_00715
OG0000611	Syaj.g_00717	Prbk.g_00712
OG0000612	Syaj.g_00718	Prbk.g_00711
OG0000613	Syaj.g_02500	Prbk.g_00478
OG0000614	Syaj.g_00480	Prbk.g_01802
OG0000615	Syaj.g_01065	Prbk.g_02429
OG0000616	Syaj.g_02245	Prbk.g_02262
OG0000617	Syaj.g_00952	Prbk.g_00613
OG0000618	Syaj.g_00951	Prbk.g_00612
OG0000619	Syaj.g_00950	Prbk.g_00611
OG0000620	Syaj.g_00945	Prbk.g_00607
OG0000621	Syaj.g_00944	Prbk.g_00606
OG0000622	Syaj.g_00943	Prbk.g_00605
OG0000623	Syaj.g_00942	Prbk.g_00604
OG0000624	Syaj.g_00940	Prbk.g_00603
OG0000625	Syaj.g_00939	Prbk.g_00602
OG0000626	Syaj.g_00938	Prbk.g_00601
OG0000627	Syaj.g_00765	Prbk.g_02376
OG0000628	Syaj.g_00766	Prbk.g_02375
OG0000629	Syaj.g_00769	Prbk.g_02372
OG0000630	Syaj.g_00773	Prbk.g_02368
OG0000631	Syaj.g_00786	Prbk.g_02362
OG0000632	Syaj.g_00787	Prbk.g_02361
OG0000633	Syaj.g_00789	Prbk.g_02360
OG0000634	Syaj.g_01030	Prbk.g_02464
OG0000635	Syaj.g_01029	Prbk.g_02465
OG0000636	Syaj.g_01024	Prbk.g_02467
OG0000637	Syaj.g_01022	Prbk.g_02469
OG0000638	Syaj.g_01021	Prbk.g_02470
OG0000639	Syaj.g_01020	Prbk.g_02471
OG0000640	Syaj.g_01019	Prbk.g_02472
OG0000641	Syaj.g_01015	Prbk.g_02476
OG0000642	Syaj.g_01014	Prbk.g_02477
OG0000643	Syaj.g_01012	Prbk.g_02478
OG0000644	Syaj.g_01011	Prbk.g_02479
OG0000645	Syaj.g_01009	Prbk.g_02480
OG0000646	Syaj.g_01006	Prbk.g_02483
OG0000647	Syaj.g_01004	Prbk.g_02486
OG0000648	Syaj.g_01001	Prbk.g_02488
OG0000649	Syaj.g_01000	Prbk.g_02489
OG0000650	Syaj.g_00999	Prbk.g_02490
OG0000651	Syaj.g_00998	Prbk.g_02491
OG0000652	Syaj.g_00997	Prbk.g_02492
OG0000653	Syaj.g_00991	Prbk.g_02494
OG0000654	Syaj.g_00990	Prbk.g_02495
OG0000655	Syaj.g_00989	Prbk.g_02496
OG0000656	Syaj.g_00986	Prbk.g_02499
OG0000657	Syaj.g_00382	Prbk.g_02532
OG0000658	Syaj.g_00379	Prbk.g_02534
OG0000659	Syaj.g_00378	Prbk.g_02535
OG0000660	Syaj.g_00374	Prbk.g_02539
OG0000661	Syaj.g_00372	Prbk.g_02541
OG0000662	Syaj.g_00370	Prbk.g_02543
OG0000663	Syaj.g_00367	Prbk.g_02546
OG0000664	Syaj.g_00358	Prbk.g_02547
OG0000665	Syaj.g_01243	Prbk.g_02560
OG0000666	Syaj.g_01154	Prbk.g_02563
OG0000667	Syaj.g_02661	Prbk.g_02570
OG0000668	Syaj.g_00816	Prbk.g_00582
OG0000669	Syaj.g_00730	Prbk.g_02580
OG0000670	Syaj.g_00733	Prbk.g_01662
OG0000671	Syaj.g_00735	Prbk.g_02391
OG0000672	Syaj.g_00739	Prbk.g_02394
OG0000673	Syaj.g_00742	Prbk.g_02397
OG0000674	Syaj.g_00744	Prbk.g_02399
OG0000675	Syaj.g_00757	Prbk.g_02400
OG0000676	Syaj.g_00759	Prbk.g_02408
OG0000677	Syaj.g_00760	Prbk.g_02410
OG0000678	Syaj.g_01075	Prbk.g_02415
OG0000679	Syaj.g_01061	Prbk.g_02435
OG0000680	Syaj.g_01060	Prbk.g_02436
OG0000681	Syaj.g_01057	Prbk.g_02438
OG0000682	Syaj.g_01056	Prbk.g_02439
OG0000683	Syaj.g_01055	Prbk.g_02440
OG0000684	Syaj.g_01051	Prbk.g_02453
OG0000685	Syaj.g_01049	Prbk.g_02451
OG0000686	Syaj.g_01048	Prbk.g_02450
OG0000687	Syaj.g_01047	Prbk.g_02449
OG0000688	Syaj.g_01041	Prbk.g_02455
OG0000689	Syaj.g_01039	Prbk.g_02456
OG0000690	Syaj.g_01038	Prbk.g_02457
OG0000691	Syaj.g_01037	Prbk.g_02458
OG0000692	Syaj.g_01036	Prbk.g_02459
OG0000693	Syaj.g_01034	Prbk.g_02460
OG0000694	Syaj.g_01033	Prbk.g_02461
OG0000695	Syaj.g_00791	Prbk.g_02358
OG0000696	Syaj.g_00792	Prbk.g_02357
OG0000697	Syaj.g_00932	Prbk.g_02355
OG0000698	Syaj.g_00929	Prbk.g_02352
OG0000699	Syaj.g_00928	Prbk.g_02350
OG0000700	Syaj.g_00927	Prbk.g_02349
OG0000701	Syaj.g_00926	Prbk.g_02348
OG0000702	Syaj.g_00916	Prbk.g_02340
OG0000703	Syaj.g_00915	Prbk.g_02339
OG0000704	Syaj.g_00913	Prbk.g_02337
OG0000705	Syaj.g_00906	Prbk.g_02331
OG0000706	Syaj.g_00905	Prbk.g_02330
OG0000707	Syaj.g_00904	Prbk.g_02329
OG0000708	Syaj.g_00901	Prbk.g_02327
OG0000709	Syaj.g_00872	Prbk.g_02320
OG0000710	Syaj.g_00867	Prbk.g_02316
OG0000711	Syaj.g_00839	Prbk.g_02293
OG0000712	Syaj.g_00837	Prbk.g_02292
OG0000713	Syaj.g_00836	Prbk.g_00562
OG0000714	Syaj.g_00834	Prbk.g_00566
OG0000715	Syaj.g_00832	Prbk.g_00568
OG0000716	Syaj.g_00825	Prbk.g_00572
OG0000717	Syaj.g_00824	Prbk.g_00573
OG0000718	Syaj.g_00820	Prbk.g_00578
OG0000719	Syaj.g_00818	Prbk.g_00580
OG0000720	Syaj.g_00805	Prbk.g_00593
OG0000721	Syaj.g_00803	Prbk.g_00594
OG0000722	Syaj.g_00802	Prbk.g_00595
OG0000723	Syaj.g_00934	Prbk.g_00599
OG0000724	Syaj.g_00421	Prbk.g_00061
OG0000725	Syaj.g_00430	Prbk.g_00054
OG0000726	Syaj.g_00431	Prbk.g_00053
OG0000727	Syaj.g_00432	Prbk.g_00052
OG0000728	Syaj.g_00434	Prbk.g_00051
OG0000729	Syaj.g_02397	Prbk.g_01531
OG0000730	Syaj.g_02802	Prbk.g_00869
OG0000731	Syaj.g_02814	Prbk.g_00879
OG0000732	Syaj.g_02315	Prbk.g_01601
OG0000733	Syaj.g_02151	Prbk.g_02202
OG0000734	Syaj.g_01895	Prbk.g_00004
OG0000735	Syaj.g_00286	Prbk.g_01037
OG0000736	Syaj.g_00287	Prbk.g_01036
OG0000737	Syaj.g_00288	Prbk.g_01035
OG0000738	Syaj.g_00293	Prbk.g_01028
OG0000739	Syaj.g_00295	Prbk.g_01026
OG0000740	Syaj.g_00296	Prbk.g_01025
OG0000741	Syaj.g_00299	Prbk.g_01022
OG0000742	Syaj.g_00301	Prbk.g_01020
OG0000743	Syaj.g_00303	Prbk.g_01018
OG0000744	Syaj.g_00304	Prbk.g_01017
OG0000745	Syaj.g_00306	Prbk.g_00141
OG0000746	Syaj.g_00308	Prbk.g_00143
OG0000747	Syaj.g_00309	Prbk.g_00144
OG0000748	Syaj.g_00319	Prbk.g_00156
OG0000749	Syaj.g_00322	Prbk.g_00157
OG0000750	Syaj.g_00323	Prbk.g_00158
OG0000751	Syaj.g_00331	Prbk.g_00105
OG0000752	Syaj.g_00333	Prbk.g_00103
OG0000753	Syaj.g_00336	Prbk.g_00100
OG0000754	Syaj.g_00643	Prbk.g_01501
OG0000755	Syaj.g_00631	Prbk.g_00139
OG0000756	Syaj.g_00625	Prbk.g_00138
OG0000757	Syaj.g_00614	Prbk.g_00131
OG0000758	Syaj.g_00613	Prbk.g_00130
OG0000759	Syaj.g_00612	Prbk.g_00129
OG0000760	Syaj.g_00611	Prbk.g_00128
OG0000761	Syaj.g_00609	Prbk.g_00127
OG0000762	Syaj.g_00603	Prbk.g_01503
OG0000763	Syaj.g_00597	Prbk.g_01505
OG0000764	Syaj.g_00596	Prbk.g_01506
OG0000765	Syaj.g_00577	Prbk.g_00178
OG0000766	Syaj.g_00576	Prbk.g_00177
OG0000767	Syaj.g_00574	Prbk.g_00175
OG0000768	Syaj.g_00573	Prbk.g_00174
OG0000769	Syaj.g_00571	Prbk.g_00098
OG0000770	Syaj.g_00567	Prbk.g_00122
OG0000771	Syaj.g_00415	Prbk.g_00066
OG0000772	Syaj.g_01208	Prbk.g_02011
OG0000773	Syaj.g_00280	Prbk.g_00162
OG0000774	Syaj.g_01502	Prbk.g_01192
OG0000775	Syaj.g_01504	Prbk.g_01190
OG0000776	Syaj.g_01505	Prbk.g_01189
OG0000777	Syaj.g_01506	Prbk.g_01188
OG0000778	Syaj.g_01507	Prbk.g_01187
OG0000779	Syaj.g_01513	Prbk.g_01182
OG0000780	Syaj.g_01517	Prbk.g_01179
OG0000781	Syaj.g_01521	Prbk.g_01175
OG0000782	Syaj.g_01522	Prbk.g_01174
OG0000783	Syaj.g_01524	Prbk.g_01173
OG0000784	Syaj.g_01525	Prbk.g_01172
OG0000785	Syaj.g_01526	Prbk.g_01170
OG0000786	Syaj.g_00265	Prbk.g_01167
OG0000787	Syaj.g_00264	Prbk.g_01166
OG0000788	Syaj.g_01270	Prbk.g_00334
OG0000789	Syaj.g_01121	Prbk.g_01691
OG0000790	Syaj.g_00054	Prbk.g_02048
OG0000791	Syaj.g_00053	Prbk.g_02046
OG0000792	Syaj.g_00052	Prbk.g_02045
OG0000793	Syaj.g_00047	Prbk.g_02041
OG0000794	Syaj.g_00046	Prbk.g_02040
OG0000795	Syaj.g_00045	Prbk.g_02039
OG0000796	Syaj.g_00039	Prbk.g_02035
OG0000797	Syaj.g_00038	Prbk.g_02034
OG0000798	Syaj.g_02568	Prbk.g_00414
OG0000799	Syaj.g_01352	Prbk.g_01929
OG0000800	Syaj.g_01354	Prbk.g_01930
OG0000801	Syaj.g_01355	Prbk.g_01931
OG0000802	Syaj.g_01359	Prbk.g_01938
OG0000803	Syaj.g_01363	Prbk.g_00244
OG0000804	Syaj.g_01366	Prbk.g_00246
OG0000805	Syaj.g_01369	Prbk.g_00248
OG0000806	Syaj.g_01370	Prbk.g_00250
OG0000807	Syaj.g_01372	Prbk.g_00252
OG0000808	Syaj.g_01373	Prbk.g_00253
OG0000809	Syaj.g_01376	Prbk.g_00257
OG0000810	Syaj.g_01377	Prbk.g_00258
OG0000811	Syaj.g_01385	Prbk.g_00270
OG0000812	Syaj.g_01387	Prbk.g_00272
OG0000813	Syaj.g_01388	Prbk.g_00273
OG0000814	Syaj.g_01390	Prbk.g_00275
OG0000815	Syaj.g_01391	Prbk.g_00276
OG0000816	Syaj.g_01392	Prbk.g_00278
OG0000817	Syaj.g_01393	Prbk.g_00279
OG0000818	Syaj.g_01399	Prbk.g_01237
OG0000819	Syaj.g_01400	Prbk.g_01236
OG0000820	Syaj.g_01401	Prbk.g_01235
OG0000821	Syaj.g_01412	Prbk.g_01228
OG0000822	Syaj.g_01414	Prbk.g_01226
OG0000823	Syaj.g_01415	Prbk.g_01225
OG0000824	Syaj.g_01421	Prbk.g_01221
OG0000825	Syaj.g_01422	Prbk.g_01220
OG0000826	Syaj.g_01423	Prbk.g_01219
OG0000827	Syaj.g_01424	Prbk.g_01218
OG0000828	Syaj.g_01427	Prbk.g_01215
OG0000829	Syaj.g_01428	Prbk.g_01214
OG0000830	Syaj.g_01429	Prbk.g_01213
OG0000831	Syaj.g_01431	Prbk.g_01211
OG0000832	Syaj.g_01635	Prbk.g_02006
OG0000833	Syaj.g_01647	Prbk.g_01998
OG0000834	Syaj.g_01649	Prbk.g_01997
OG0000835	Syaj.g_01650	Prbk.g_01996
OG0000836	Syaj.g_01654	Prbk.g_01994
OG0000837	Syaj.g_01661	Prbk.g_01993
OG0000838	Syaj.g_01665	Prbk.g_01990
OG0000839	Syaj.g_01666	Prbk.g_01989
OG0000840	Syaj.g_01667	Prbk.g_01988
OG0000841	Syaj.g_01668	Prbk.g_01987
OG0000842	Syaj.g_01669	Prbk.g_01986
OG0000843	Syaj.g_01670	Prbk.g_01985
OG0000844	Syaj.g_01680	Prbk.g_01983
OG0000845	Syaj.g_01681	Prbk.g_01982
OG0000846	Syaj.g_01682	Prbk.g_01981
OG0000847	Syaj.g_01683	Prbk.g_01980
OG0000848	Syaj.g_01685	Prbk.g_01979
OG0000849	Syaj.g_01686	Prbk.g_01978
OG0000850	Syaj.g_01689	Prbk.g_01977
OG0000851	Syaj.g_01694	Prbk.g_00937
OG0000852	Syaj.g_01695	Prbk.g_00936
OG0000853	Syaj.g_01699	Prbk.g_00932
OG0000854	Syaj.g_01701	Prbk.g_00930
OG0000855	Syaj.g_01702	Prbk.g_00929
OG0000856	Syaj.g_01296	Prbk.g_02619
OG0000857	Syaj.g_01005	Prbk.g_02485
OG0000858	Syaj.g_01708	Prbk.g_00918
OG0000859	Syaj.g_01709	Prbk.g_00917
OG0000860	Syaj.g_01723	Prbk.g_00905
OG0000861	Syaj.g_01724	Prbk.g_00904
OG0000862	Syaj.g_01725	Prbk.g_00902
OG0000863	Syaj.g_01728	Prbk.g_01451
OG0000864	Syaj.g_01729	Prbk.g_01450
OG0000865	Syaj.g_01730	Prbk.g_01449
OG0000866	Syaj.g_01731	Prbk.g_01448
OG0000867	Syaj.g_01732	Prbk.g_01447
OG0000868	Syaj.g_01734	Prbk.g_01445
OG0000869	Syaj.g_01742	Prbk.g_01442
OG0000870	Syaj.g_01747	Prbk.g_01437
OG0000871	Syaj.g_01748	Prbk.g_01436
OG0000872	Syaj.g_01756	Prbk.g_01434
OG0000873	Syaj.g_01759	Prbk.g_01431
OG0000874	Syaj.g_01754	Prbk.g_01427
OG0000875	Syaj.g_01762	Prbk.g_01426
OG0000876	Syaj.g_02084	Prbk.g_01425
OG0000877	Syaj.g_01586	Prbk.g_01422
OG0000878	Syaj.g_01587	Prbk.g_01421
OG0000879	Syaj.g_01588	Prbk.g_01420
OG0000880	Syaj.g_01589	Prbk.g_01419
OG0000881	Syaj.g_01595	Prbk.g_01414
OG0000882	Syaj.g_01599	Prbk.g_01409
OG0000883	Syaj.g_01601	Prbk.g_01407
OG0000884	Syaj.g_01603	Prbk.g_01405
OG0000885	Syaj.g_01604	Prbk.g_01404
OG0000886	Syaj.g_01605	Prbk.g_01403
OG0000887	Syaj.g_01606	Prbk.g_01402
OG0000888	Syaj.g_01608	Prbk.g_01400
OG0000889	Syaj.g_01610	Prbk.g_01398
OG0000890	Syaj.g_01615	Prbk.g_01384
OG0000891	Syaj.g_01616	Prbk.g_01383
OG0000892	Syaj.g_01620	Prbk.g_01381
OG0000893	Syaj.g_02636	Prbk.g_01901
OG0000894	Syaj.g_02639	Prbk.g_01905
OG0000895	Syaj.g_02643	Prbk.g_01910
OG0000896	Syaj.g_02644	Prbk.g_01911
OG0000897	Syaj.g_02646	Prbk.g_01913
OG0000898	Syaj.g_02647	Prbk.g_01914
OG0000899	Syaj.g_02648	Prbk.g_01915
OG0000900	Syaj.g_02649	Prbk.g_01916
OG0000901	Syaj.g_02654	Prbk.g_01920
OG0000902	Syaj.g_02656	Prbk.g_01922
OG0000903	Syaj.g_02689	Prbk.g_00990
OG0000904	Syaj.g_02684	Prbk.g_00995
OG0000905	Syaj.g_02678	Prbk.g_00997
OG0000906	Syaj.g_02676	Prbk.g_01926
OG0000907	Syaj.g_02692	Prbk.g_00988
OG0000908	Syaj.g_02695	Prbk.g_00985
OG0000909	Syaj.g_02696	Prbk.g_00984
OG0000910	Syaj.g_02697	Prbk.g_00983
OG0000911	Syaj.g_02699	Prbk.g_00981
OG0000912	Syaj.g_02700	Prbk.g_00980
OG0000913	Syaj.g_02701	Prbk.g_00979
OG0000914	Syaj.g_02702	Prbk.g_00978
OG0000915	Syaj.g_02704	Prbk.g_00977
OG0000916	Syaj.g_02705	Prbk.g_00976
OG0000917	Syaj.g_02706	Prbk.g_00975
OG0000918	Syaj.g_02707	Prbk.g_00974
OG0000919	Syaj.g_02708	Prbk.g_00973
OG0000920	Syaj.g_02709	Prbk.g_00972
OG0000921	Syaj.g_02710	Prbk.g_00971
OG0000922	Syaj.g_02711	Prbk.g_00970
OG0000923	Syaj.g_02715	Prbk.g_00966
OG0000924	Syaj.g_02716	Prbk.g_00965
OG0000925	Syaj.g_02717	Prbk.g_00964
OG0000926	Syaj.g_02718	Prbk.g_00963
OG0000927	Syaj.g_02720	Prbk.g_00961
OG0000928	Syaj.g_02721	Prbk.g_00960
OG0000929	Syaj.g_02722	Prbk.g_00959
OG0000930	Syaj.g_02723	Prbk.g_00958
OG0000931	Syaj.g_02724	Prbk.g_00957
OG0000932	Syaj.g_02725	Prbk.g_00956
OG0000933	Syaj.g_02731	Prbk.g_00951
OG0000934	Syaj.g_02733	Prbk.g_00949
OG0000935	Syaj.g_02734	Prbk.g_00948
OG0000936	Syaj.g_02735	Prbk.g_00947
OG0000937	Syaj.g_02736	Prbk.g_00946
OG0000938	Syaj.g_02739	Prbk.g_00797
OG0000939	Syaj.g_02740	Prbk.g_00798
OG0000940	Syaj.g_02747	Prbk.g_00807
OG0000941	Syaj.g_02749	Prbk.g_00809
OG0000942	Syaj.g_02751	Prbk.g_00811
OG0000943	Syaj.g_02752	Prbk.g_00812
OG0000944	Syaj.g_02754	Prbk.g_00814
OG0000945	Syaj.g_02756	Prbk.g_00816
OG0000946	Syaj.g_02761	Prbk.g_00844
OG0000947	Syaj.g_02764	Prbk.g_00847
OG0000948	Syaj.g_02765	Prbk.g_00848
OG0000949	Syaj.g_02474	Prbk.g_00851
OG0000950	Syaj.g_02459	Prbk.g_00513
OG0000951	Syaj.g_02452	Prbk.g_00518
OG0000952	Syaj.g_02446	Prbk.g_00525
OG0000953	Syaj.g_02442	Prbk.g_00529
OG0000954	Syaj.g_02435	Prbk.g_00216
OG0000955	Syaj.g_02434	Prbk.g_00217
OG0000956	Syaj.g_02432	Prbk.g_00219
OG0000957	Syaj.g_02419	Prbk.g_00235
OG0000958	Syaj.g_02418	Prbk.g_00236
OG0000959	Syaj.g_02413	Prbk.g_01482
OG0000960	Syaj.g_02412	Prbk.g_01483
OG0000961	Syaj.g_02402	Prbk.g_01494
OG0000962	Syaj.g_02398	Prbk.g_01530
OG0000963	Syaj.g_02393	Prbk.g_01535
OG0000964	Syaj.g_02392	Prbk.g_01536
OG0000965	Syaj.g_02391	Prbk.g_01537
OG0000966	Syaj.g_02370	Prbk.g_01571
OG0000967	Syaj.g_02334	Prbk.g_01577
OG0000968	Syaj.g_02363	Prbk.g_01580
OG0000969	Syaj.g_02338	Prbk.g_01582
OG0000970	Syaj.g_02337	Prbk.g_01583
OG0000971	Syaj.g_02331	Prbk.g_01585
OG0000972	Syaj.g_02330	Prbk.g_01586
OG0000973	Syaj.g_02329	Prbk.g_01587
OG0000974	Syaj.g_02328	Prbk.g_01588
OG0000975	Syaj.g_02327	Prbk.g_01589
OG0000976	Syaj.g_02326	Prbk.g_01590
OG0000977	Syaj.g_02324	Prbk.g_01592
OG0000978	Syaj.g_02322	Prbk.g_01593
OG0000979	Syaj.g_02319	Prbk.g_01596
OG0000980	Syaj.g_02316	Prbk.g_01600
OG0000981	Syaj.g_02313	Prbk.g_01603
OG0000982	Syaj.g_02112	Prbk.g_02161
OG0000983	Syaj.g_02113	Prbk.g_02162
OG0000984	Syaj.g_02114	Prbk.g_02163
OG0000985	Syaj.g_02116	Prbk.g_02167
OG0000986	Syaj.g_02123	Prbk.g_02169
OG0000987	Syaj.g_02125	Prbk.g_02171
OG0000988	Syaj.g_02131	Prbk.g_02175
OG0000989	Syaj.g_02142	Prbk.g_02185
OG0000990	Syaj.g_02165	Prbk.g_02207
OG0000991	Syaj.g_02168	Prbk.g_02210
OG0000992	Syaj.g_02171	Prbk.g_02213
OG0000993	Syaj.g_02173	Prbk.g_02214
OG0000994	Syaj.g_02177	Prbk.g_02217
OG0000995	Syaj.g_02182	Prbk.g_02226
OG0000996	Syaj.g_02221	Prbk.g_02239
OG0000997	Syaj.g_02228	Prbk.g_02248
OG0000998	Syaj.g_02230	Prbk.g_02250
OG0000999	Syaj.g_02231	Prbk.g_02251
OG0001000	Syaj.g_02236	Prbk.g_02254
OG0001001	Syaj.g_02241	Prbk.g_02258
OG0001002	Syaj.g_02248	Prbk.g_02265
OG0001003	Syaj.g_02250	Prbk.g_02267
OG0001004	Syaj.g_02251	Prbk.g_02268
OG0001005	Syaj.g_02252	Prbk.g_02270
OG0001006	Syaj.g_02260	Prbk.g_02276
OG0001007	Syaj.g_02262	Prbk.g_02278
OG0001008	Syaj.g_01554	Prbk.g_00327
OG0001009	Syaj.g_02294	Prbk.g_01622
OG0001010	Syaj.g_02295	Prbk.g_01621
OG0001011	Syaj.g_02296	Prbk.g_01619
OG0001012	Syaj.g_02108	Prbk.g_02158
OG0001014	Syaj.g_02083	Prbk.g_02124
OG0001015	Syaj.g_02082	Prbk.g_02123
OG0001016	Syaj.g_01824	Prbk.g_01315
OG0001017	Syaj.g_01830	Prbk.g_01309
OG0001018	Syaj.g_01832	Prbk.g_01307
OG0001019	Syaj.g_01849	Prbk.g_01294
OG0001020	Syaj.g_01862	Prbk.g_00035
OG0001021	Syaj.g_01867	Prbk.g_00031
OG0001022	Syaj.g_01872	Prbk.g_00026
OG0001023	Syaj.g_01873	Prbk.g_00025
OG0001024	Syaj.g_01877	Prbk.g_00021
OG0001025	Syaj.g_01884	Prbk.g_00014
OG0001026	Syaj.g_01897	Prbk.g_00001
OG0001027	Syaj.g_01903	Prbk.g_00190
OG0001028	Syaj.g_01905	Prbk.g_00192
OG0001029	Syaj.g_01907	Prbk.g_00194
OG0001030	Syaj.g_01933	Prbk.g_00547
OG0001031	Syaj.g_02012	Prbk.g_01275
OG0001032	Syaj.g_02015	Prbk.g_01272
OG0001033	Syaj.g_02044	Prbk.g_00633
OG0001034	Syaj.g_02875	Prbk.g_01521
OG0001035	Syaj.g_02603	Prbk.g_00372
OG0001036	Syaj.g_02599	Prbk.g_00376
OG0001037	Syaj.g_02597	Prbk.g_00378
OG0001038	Syaj.g_02567	Prbk.g_00415
OG0001039	Syaj.g_02564	Prbk.g_00418
OG0001040	Syaj.g_02561	Prbk.g_00421
OG0001041	Syaj.g_02556	Prbk.g_00426
OG0001042	Syaj.g_02527	Prbk.g_00451
OG0001043	Syaj.g_02523	Prbk.g_00453
OG0001044	Syaj.g_02804	Prbk.g_00870
OG0001045	Syaj.g_02817	Prbk.g_00882
OG0001046	Syaj.g_00851	Prbk.g_00924
OG0001047	Syaj.g_01552	Prbk.g_00325
OG0001048	Syaj.g_01551	Prbk.g_00324
OG0001049	Syaj.g_01548	Prbk.g_00321
OG0001050	Syaj.g_01547	Prbk.g_00320
OG0001051	Syaj.g_01546	Prbk.g_00319
OG0001052	Syaj.g_01448	Prbk.g_02109
OG0001053	Syaj.g_00075	Prbk.g_02064
OG0001054	Syaj.g_00092	Prbk.g_01861
OG0001055	Syaj.g_00113	Prbk.g_01056
OG0001056	Syaj.g_00149	Prbk.g_01085
OG0001057	Syaj.g_00160	Prbk.g_01097
OG0001058	Syaj.g_00183	Prbk.g_01893
OG0001059	Syaj.g_00187	Prbk.g_01889
OG0001060	Syaj.g_00193	Prbk.g_01882
OG0001061	Syaj.g_00214	Prbk.g_01109
OG0001062	Syaj.g_00216	Prbk.g_01111
OG0001063	Syaj.g_00222	Prbk.g_01115
OG0001064	Syaj.g_00223	Prbk.g_01116
OG0001065	Syaj.g_00224	Prbk.g_01117
OG0001066	Syaj.g_00225	Prbk.g_01118
OG0001067	Syaj.g_00226	Prbk.g_01119
OG0001068	Syaj.g_00227	Prbk.g_01120
OG0001069	Syaj.g_00228	Prbk.g_01121
OG0001070	Syaj.g_00231	Prbk.g_01125
OG0001071	Syaj.g_00232	Prbk.g_01126
OG0001072	Syaj.g_00236	Prbk.g_01129
OG0001073	Syaj.g_00254	Prbk.g_01148
OG0001074	Syaj.g_01327	Prbk.g_02602
