Orthogroup	Syaj	Prak
OG0000559	Syaj.g_00185	Prak.g_00511
OG0000560	Syaj.g_00188	Prak.g_00514
OG0000561	Syaj.g_00189	Prak.g_00515
OG0000562	Syaj.g_00190	Prak.g_00516
OG0000563	Syaj.g_00191	Prak.g_00517
OG0000564	Syaj.g_00192	Prak.g_00518
OG0000565	Syaj.g_00195	Prak.g_00520
OG0000566	Syaj.g_00199	Prak.g_00524
OG0000567	Syaj.g_00203	Prak.g_00528
OG0000568	Syaj.g_00207	Prak.g_00529
OG0000569	Syaj.g_00208	Prak.g_00530
OG0000570	Syaj.g_00209	Prak.g_00531
OG0000571	Syaj.g_00213	Prak.g_00533
OG0000572	Syaj.g_00230	Prak.g_00547
OG0000573	Syaj.g_00238	Prak.g_00553
OG0000574	Syaj.g_00242	Prak.g_00554
OG0000575	Syaj.g_00247	Prak.g_00558
OG0000576	Syaj.g_00249	Prak.g_00560
OG0000577	Syaj.g_00250	Prak.g_00561
OG0000578	Syaj.g_00251	Prak.g_00562
OG0000579	Syaj.g_00252	Prak.g_00563
OG0000580	Syaj.g_00253	Prak.g_00564
OG0000581	Syaj.g_00261	Prak.g_00567
OG0000582	Syaj.g_01338	Prak.g_00570
OG0000583	Syaj.g_01337	Prak.g_00571
OG0000584	Syaj.g_01336	Prak.g_00572
OG0000585	Syaj.g_01334	Prak.g_00574
OG0000586	Syaj.g_01333	Prak.g_00575
OG0000587	Syaj.g_01331	Prak.g_00576
OG0000588	Syaj.g_01313	Prak.g_00580
OG0000589	Syaj.g_01308	Prak.g_00582
OG0000590	Syaj.g_01307	Prak.g_00583
OG0000591	Syaj.g_01299	Prak.g_00587
OG0000592	Syaj.g_01298	Prak.g_00588
OG0000593	Syaj.g_01287	Prak.g_01111
OG0000594	Syaj.g_01286	Prak.g_01110
OG0000595	Syaj.g_01285	Prak.g_01109
OG0000596	Syaj.g_01280	Prak.g_01105
OG0000597	Syaj.g_01277	Prak.g_01102
OG0000598	Syaj.g_01276	Prak.g_01101
OG0000599	Syaj.g_01273	Prak.g_01098
OG0000600	Syaj.g_01272	Prak.g_01097
OG0000601	Syaj.g_01271	Prak.g_01096
OG0000602	Syaj.g_01266	Prak.g_01094
OG0000603	Syaj.g_01265	Prak.g_01093
OG0000604	Syaj.g_01262	Prak.g_01092
OG0000605	Syaj.g_01153	Prak.g_01091
OG0000606	Syaj.g_00698	Prak.g_01088
OG0000607	Syaj.g_00702	Prak.g_01085
OG0000608	Syaj.g_00703	Prak.g_01084
OG0000609	Syaj.g_00705	Prak.g_01083
OG0000610	Syaj.g_00714	Prak.g_01077
OG0000611	Syaj.g_00717	Prak.g_01074
OG0000612	Syaj.g_00718	Prak.g_01073
OG0000613	Syaj.g_02500	Prak.g_00800
OG0000614	Syaj.g_00480	Prak.g_00821
OG0000615	Syaj.g_01065	Prak.g_00832
OG0000616	Syaj.g_02245	Prak.g_01934
OG0000617	Syaj.g_00952	Prak.g_01057
OG0000618	Syaj.g_00951	Prak.g_01056
OG0000619	Syaj.g_00950	Prak.g_01055
OG0000620	Syaj.g_00945	Prak.g_01052
OG0000621	Syaj.g_00944	Prak.g_01051
OG0000622	Syaj.g_00943	Prak.g_01050
OG0000623	Syaj.g_00942	Prak.g_01049
OG0000624	Syaj.g_00940	Prak.g_01047
OG0000625	Syaj.g_00939	Prak.g_01046
OG0000626	Syaj.g_00938	Prak.g_01045
OG0000627	Syaj.g_00765	Prak.g_01044
OG0000628	Syaj.g_00766	Prak.g_01043
OG0000629	Syaj.g_00769	Prak.g_01042
OG0000630	Syaj.g_00773	Prak.g_01039
OG0000631	Syaj.g_00786	Prak.g_00946
OG0000632	Syaj.g_00787	Prak.g_00947
OG0000633	Syaj.g_00789	Prak.g_00948
OG0000634	Syaj.g_01030	Prak.g_00841
OG0000635	Syaj.g_01029	Prak.g_00842
OG0000636	Syaj.g_01024	Prak.g_00844
OG0000637	Syaj.g_01022	Prak.g_00846
OG0000638	Syaj.g_01021	Prak.g_00847
OG0000639	Syaj.g_01020	Prak.g_00848
OG0000640	Syaj.g_01019	Prak.g_00849
OG0000641	Syaj.g_01015	Prak.g_00853
OG0000642	Syaj.g_01014	Prak.g_00854
OG0000643	Syaj.g_01012	Prak.g_00855
OG0000644	Syaj.g_01011	Prak.g_00856
OG0000645	Syaj.g_01009	Prak.g_00857
OG0000646	Syaj.g_01006	Prak.g_00859
OG0000647	Syaj.g_01004	Prak.g_00861
OG0000648	Syaj.g_01001	Prak.g_00863
OG0000649	Syaj.g_01000	Prak.g_00864
OG0000650	Syaj.g_00999	Prak.g_00865
OG0000651	Syaj.g_00998	Prak.g_00866
OG0000652	Syaj.g_00997	Prak.g_00867
OG0000653	Syaj.g_00991	Prak.g_00869
OG0000654	Syaj.g_00990	Prak.g_00870
OG0000655	Syaj.g_00989	Prak.g_00871
OG0000656	Syaj.g_00986	Prak.g_00874
OG0000657	Syaj.g_00382	Prak.g_00882
OG0000658	Syaj.g_00379	Prak.g_00884
OG0000659	Syaj.g_00378	Prak.g_00885
OG0000660	Syaj.g_00374	Prak.g_00889
OG0000661	Syaj.g_00372	Prak.g_00891
OG0000662	Syaj.g_00370	Prak.g_00893
OG0000663	Syaj.g_00367	Prak.g_00895
OG0000664	Syaj.g_00358	Prak.g_00896
OG0000665	Syaj.g_01243	Prak.g_00902
OG0000666	Syaj.g_01154	Prak.g_00903
OG0000667	Syaj.g_02661	Prak.g_00907
OG0000668	Syaj.g_00816	Prak.g_00748
OG0000669	Syaj.g_00730	Prak.g_00759
OG0000670	Syaj.g_00733	Prak.g_00762
OG0000671	Syaj.g_00735	Prak.g_00765
OG0000672	Syaj.g_00739	Prak.g_00768
OG0000673	Syaj.g_00742	Prak.g_00771
OG0000674	Syaj.g_00744	Prak.g_00773
OG0000675	Syaj.g_00757	Prak.g_00774
OG0000676	Syaj.g_00759	Prak.g_00776
OG0000677	Syaj.g_00760	Prak.g_00777
OG0000678	Syaj.g_01075	Prak.g_00779
OG0000679	Syaj.g_01061	Prak.g_00783
OG0000680	Syaj.g_01060	Prak.g_00784
OG0000681	Syaj.g_01057	Prak.g_00787
OG0000682	Syaj.g_01056	Prak.g_00788
OG0000683	Syaj.g_01055	Prak.g_00789
OG0000684	Syaj.g_01051	Prak.g_00791
OG0000685	Syaj.g_01049	Prak.g_00793
OG0000686	Syaj.g_01048	Prak.g_00794
OG0000687	Syaj.g_01047	Prak.g_00795
OG0000688	Syaj.g_01041	Prak.g_01069
OG0000689	Syaj.g_01039	Prak.g_01068
OG0000690	Syaj.g_01038	Prak.g_01067
OG0000691	Syaj.g_01037	Prak.g_01066
OG0000692	Syaj.g_01036	Prak.g_01064
OG0000693	Syaj.g_01034	Prak.g_01063
OG0000694	Syaj.g_01033	Prak.g_01062
OG0000695	Syaj.g_00791	Prak.g_00950
OG0000696	Syaj.g_00792	Prak.g_00951
OG0000697	Syaj.g_00932	Prak.g_00952
OG0000698	Syaj.g_00929	Prak.g_00955
OG0000699	Syaj.g_00928	Prak.g_00956
OG0000700	Syaj.g_00927	Prak.g_00957
OG0000701	Syaj.g_00926	Prak.g_00958
OG0000702	Syaj.g_00916	Prak.g_00960
OG0000703	Syaj.g_00915	Prak.g_00961
OG0000704	Syaj.g_00913	Prak.g_00963
OG0000705	Syaj.g_00906	Prak.g_00966
OG0000706	Syaj.g_00905	Prak.g_00967
OG0000707	Syaj.g_00904	Prak.g_00968
OG0000708	Syaj.g_00901	Prak.g_00970
OG0000709	Syaj.g_00872	Prak.g_00974
OG0000710	Syaj.g_00867	Prak.g_00977
OG0000711	Syaj.g_00839	Prak.g_00995
OG0000712	Syaj.g_00837	Prak.g_00996
OG0000713	Syaj.g_00836	Prak.g_00997
OG0000714	Syaj.g_00834	Prak.g_00998
OG0000715	Syaj.g_00832	Prak.g_01000
OG0000716	Syaj.g_00825	Prak.g_01002
OG0000717	Syaj.g_00824	Prak.g_01003
OG0000718	Syaj.g_00820	Prak.g_01007
OG0000719	Syaj.g_00818	Prak.g_01009
OG0000720	Syaj.g_00805	Prak.g_01021
OG0000721	Syaj.g_00803	Prak.g_01025
OG0000722	Syaj.g_00802	Prak.g_01026
OG0000723	Syaj.g_00934	Prak.g_01030
OG0000724	Syaj.g_00421	Prak.g_00925
OG0000725	Syaj.g_00430	Prak.g_00919
OG0000726	Syaj.g_00431	Prak.g_00918
OG0000727	Syaj.g_00432	Prak.g_00917
OG0000728	Syaj.g_00434	Prak.g_00915
OG0000729	Syaj.g_02397	Prak.g_01255
OG0000730	Syaj.g_02802	Prak.g_01214
OG0000731	Syaj.g_02814	Prak.g_00362
OG0000732	Syaj.g_02315	Prak.g_01885
OG0000733	Syaj.g_02151	Prak.g_01551
OG0000734	Syaj.g_01895	Prak.g_01188
OG0000735	Syaj.g_00286	Prak.g_01186
OG0000736	Syaj.g_00287	Prak.g_01185
OG0000737	Syaj.g_00288	Prak.g_01184
OG0000738	Syaj.g_00293	Prak.g_01180
OG0000739	Syaj.g_00295	Prak.g_01179
OG0000740	Syaj.g_00296	Prak.g_01178
OG0000741	Syaj.g_00299	Prak.g_01176
OG0000742	Syaj.g_00301	Prak.g_01173
OG0000743	Syaj.g_00303	Prak.g_01171
OG0000744	Syaj.g_00304	Prak.g_01170
OG0000745	Syaj.g_00306	Prak.g_01169
OG0000746	Syaj.g_00308	Prak.g_01167
OG0000747	Syaj.g_00309	Prak.g_01166
OG0000748	Syaj.g_00319	Prak.g_01162
OG0000749	Syaj.g_00322	Prak.g_01161
OG0000750	Syaj.g_00323	Prak.g_01160
OG0000751	Syaj.g_00331	Prak.g_01157
OG0000752	Syaj.g_00333	Prak.g_01155
OG0000753	Syaj.g_00336	Prak.g_01153
OG0000754	Syaj.g_00643	Prak.g_01150
OG0000755	Syaj.g_00631	Prak.g_01144
OG0000756	Syaj.g_00625	Prak.g_01143
OG0000757	Syaj.g_00614	Prak.g_01136
OG0000758	Syaj.g_00613	Prak.g_01135
OG0000759	Syaj.g_00612	Prak.g_01134
OG0000760	Syaj.g_00611	Prak.g_01133
OG0000761	Syaj.g_00609	Prak.g_01132
OG0000762	Syaj.g_00603	Prak.g_01131
OG0000763	Syaj.g_00597	Prak.g_01129
OG0000764	Syaj.g_00596	Prak.g_01128
OG0000765	Syaj.g_00577	Prak.g_01120
OG0000766	Syaj.g_00576	Prak.g_01119
OG0000767	Syaj.g_00574	Prak.g_01117
OG0000768	Syaj.g_00573	Prak.g_01116
OG0000769	Syaj.g_00571	Prak.g_01114
OG0000770	Syaj.g_00567	Prak.g_00593
OG0000771	Syaj.g_00415	Prak.g_01487
OG0000772	Syaj.g_01208	Prak.g_01571
OG0000773	Syaj.g_00280	Prak.g_01268
OG0000774	Syaj.g_01502	Prak.g_01270
OG0000775	Syaj.g_01504	Prak.g_01272
OG0000776	Syaj.g_01505	Prak.g_01273
OG0000777	Syaj.g_01506	Prak.g_01274
OG0000778	Syaj.g_01507	Prak.g_01275
OG0000779	Syaj.g_01513	Prak.g_01279
OG0000780	Syaj.g_01517	Prak.g_01280
OG0000781	Syaj.g_01521	Prak.g_01284
OG0000782	Syaj.g_01522	Prak.g_01285
OG0000783	Syaj.g_01524	Prak.g_01286
OG0000784	Syaj.g_01525	Prak.g_01287
OG0000785	Syaj.g_01526	Prak.g_01289
OG0000786	Syaj.g_00265	Prak.g_01292
OG0000787	Syaj.g_00264	Prak.g_01293
OG0000788	Syaj.g_01270	Prak.g_00460
OG0000789	Syaj.g_01121	Prak.g_01490
OG0000790	Syaj.g_00054	Prak.g_01334
OG0000791	Syaj.g_00053	Prak.g_01336
OG0000792	Syaj.g_00052	Prak.g_01337
OG0000793	Syaj.g_00047	Prak.g_01340
OG0000794	Syaj.g_00046	Prak.g_01341
OG0000795	Syaj.g_00045	Prak.g_01342
OG0000796	Syaj.g_00039	Prak.g_01346
OG0000797	Syaj.g_00038	Prak.g_01347
OG0000799	Syaj.g_01352	Prak.g_01374
OG0000800	Syaj.g_01354	Prak.g_01375
OG0000801	Syaj.g_01355	Prak.g_01376
OG0000802	Syaj.g_01359	Prak.g_01378
OG0000803	Syaj.g_01363	Prak.g_01380
OG0000804	Syaj.g_01366	Prak.g_01381
OG0000805	Syaj.g_01369	Prak.g_01383
OG0000806	Syaj.g_01370	Prak.g_01385
OG0000807	Syaj.g_01372	Prak.g_01386
OG0000808	Syaj.g_01373	Prak.g_01387
OG0000809	Syaj.g_01376	Prak.g_01389
OG0000810	Syaj.g_01377	Prak.g_01390
OG0000811	Syaj.g_01385	Prak.g_01394
OG0000812	Syaj.g_01387	Prak.g_01396
OG0000813	Syaj.g_01388	Prak.g_01397
OG0000814	Syaj.g_01390	Prak.g_01399
OG0000815	Syaj.g_01391	Prak.g_01400
OG0000816	Syaj.g_01392	Prak.g_01402
OG0000817	Syaj.g_01393	Prak.g_01403
OG0000818	Syaj.g_01399	Prak.g_01408
OG0000819	Syaj.g_01400	Prak.g_01409
OG0000820	Syaj.g_01401	Prak.g_01410
OG0000821	Syaj.g_01412	Prak.g_01414
OG0000822	Syaj.g_01414	Prak.g_01415
OG0000823	Syaj.g_01415	Prak.g_01416
OG0000824	Syaj.g_01421	Prak.g_01419
OG0000825	Syaj.g_01422	Prak.g_01420
OG0000826	Syaj.g_01423	Prak.g_01421
OG0000827	Syaj.g_01424	Prak.g_01422
OG0000828	Syaj.g_01427	Prak.g_01425
OG0000829	Syaj.g_01428	Prak.g_01426
OG0000830	Syaj.g_01429	Prak.g_01427
OG0000831	Syaj.g_01431	Prak.g_01429
OG0000832	Syaj.g_01635	Prak.g_01439
OG0000833	Syaj.g_01647	Prak.g_01448
OG0000834	Syaj.g_01649	Prak.g_01449
OG0000835	Syaj.g_01650	Prak.g_01450
OG0000836	Syaj.g_01654	Prak.g_01451
OG0000837	Syaj.g_01661	Prak.g_01452
OG0000838	Syaj.g_01665	Prak.g_01454
OG0000839	Syaj.g_01666	Prak.g_01455
OG0000840	Syaj.g_01667	Prak.g_01456
OG0000841	Syaj.g_01668	Prak.g_01457
OG0000842	Syaj.g_01669	Prak.g_01458
OG0000843	Syaj.g_01670	Prak.g_01459
OG0000844	Syaj.g_01680	Prak.g_01460
OG0000845	Syaj.g_01681	Prak.g_01461
OG0000846	Syaj.g_01682	Prak.g_01462
OG0000847	Syaj.g_01683	Prak.g_01463
OG0000848	Syaj.g_01685	Prak.g_01464
OG0000849	Syaj.g_01686	Prak.g_01465
OG0000850	Syaj.g_01689	Prak.g_01467
OG0000851	Syaj.g_01694	Prak.g_01468
OG0000852	Syaj.g_01695	Prak.g_01469
OG0000853	Syaj.g_01699	Prak.g_01475
OG0000854	Syaj.g_01701	Prak.g_01477
OG0000855	Syaj.g_01702	Prak.g_01478
OG0000856	Syaj.g_01296	Prak.g_00590
OG0000857	Syaj.g_01005	Prak.g_00860
OG0000858	Syaj.g_01708	Prak.g_01638
OG0000859	Syaj.g_01709	Prak.g_01639
OG0000860	Syaj.g_01723	Prak.g_01647
OG0000861	Syaj.g_01724	Prak.g_01648
OG0000862	Syaj.g_01725	Prak.g_01649
OG0000863	Syaj.g_01728	Prak.g_01651
OG0000864	Syaj.g_01729	Prak.g_01652
OG0000865	Syaj.g_01730	Prak.g_01653
OG0000866	Syaj.g_01731	Prak.g_01654
OG0000867	Syaj.g_01732	Prak.g_01655
OG0000868	Syaj.g_01734	Prak.g_01657
OG0000869	Syaj.g_01742	Prak.g_01660
OG0000870	Syaj.g_01747	Prak.g_01665
OG0000871	Syaj.g_01748	Prak.g_01666
OG0000872	Syaj.g_01756	Prak.g_01667
OG0000873	Syaj.g_01759	Prak.g_01670
OG0000874	Syaj.g_01754	Prak.g_01673
OG0000875	Syaj.g_01762	Prak.g_01674
OG0000876	Syaj.g_02084	Prak.g_01675
OG0000877	Syaj.g_01586	Prak.g_01677
OG0000878	Syaj.g_01587	Prak.g_01678
OG0000879	Syaj.g_01588	Prak.g_01679
OG0000880	Syaj.g_01589	Prak.g_01680
OG0000881	Syaj.g_01595	Prak.g_01684
OG0000882	Syaj.g_01599	Prak.g_01689
OG0000883	Syaj.g_01601	Prak.g_01691
OG0000884	Syaj.g_01603	Prak.g_01693
OG0000885	Syaj.g_01604	Prak.g_01694
OG0000886	Syaj.g_01605	Prak.g_01695
OG0000887	Syaj.g_01606	Prak.g_01696
OG0000888	Syaj.g_01608	Prak.g_01698
OG0000889	Syaj.g_01610	Prak.g_01700
OG0000890	Syaj.g_01615	Prak.g_01701
OG0000891	Syaj.g_01616	Prak.g_01702
OG0000892	Syaj.g_01620	Prak.g_01704
OG0000893	Syaj.g_02636	Prak.g_01708
OG0000894	Syaj.g_02639	Prak.g_01711
OG0000895	Syaj.g_02643	Prak.g_01715
OG0000896	Syaj.g_02644	Prak.g_01716
OG0000897	Syaj.g_02646	Prak.g_01718
OG0000898	Syaj.g_02647	Prak.g_01719
OG0000899	Syaj.g_02648	Prak.g_01720
OG0000900	Syaj.g_02649	Prak.g_01721
OG0000901	Syaj.g_02654	Prak.g_01724
OG0000902	Syaj.g_02656	Prak.g_01726
OG0000903	Syaj.g_02689	Prak.g_01730
OG0000904	Syaj.g_02684	Prak.g_01734
OG0000905	Syaj.g_02678	Prak.g_01728
OG0000906	Syaj.g_02676	Prak.g_01727
OG0000907	Syaj.g_02692	Prak.g_01737
OG0000908	Syaj.g_02695	Prak.g_01740
OG0000909	Syaj.g_02696	Prak.g_01741
OG0000910	Syaj.g_02697	Prak.g_01742
OG0000911	Syaj.g_02699	Prak.g_01744
OG0000912	Syaj.g_02700	Prak.g_01745
OG0000913	Syaj.g_02701	Prak.g_01746
OG0000914	Syaj.g_02702	Prak.g_01747
OG0000915	Syaj.g_02704	Prak.g_01748
OG0000916	Syaj.g_02705	Prak.g_01749
OG0000917	Syaj.g_02706	Prak.g_01750
OG0000918	Syaj.g_02707	Prak.g_01751
OG0000919	Syaj.g_02708	Prak.g_01752
OG0000920	Syaj.g_02709	Prak.g_01753
OG0000921	Syaj.g_02710	Prak.g_01754
OG0000922	Syaj.g_02711	Prak.g_01755
OG0000923	Syaj.g_02715	Prak.g_01759
OG0000924	Syaj.g_02716	Prak.g_01760
OG0000925	Syaj.g_02717	Prak.g_01761
OG0000926	Syaj.g_02718	Prak.g_01762
OG0000927	Syaj.g_02720	Prak.g_01764
OG0000928	Syaj.g_02721	Prak.g_01765
OG0000929	Syaj.g_02722	Prak.g_01766
OG0000930	Syaj.g_02723	Prak.g_01767
OG0000931	Syaj.g_02724	Prak.g_01768
OG0000932	Syaj.g_02725	Prak.g_01769
OG0000933	Syaj.g_02731	Prak.g_01773
OG0000934	Syaj.g_02733	Prak.g_01775
OG0000935	Syaj.g_02734	Prak.g_01776
OG0000936	Syaj.g_02735	Prak.g_01777
OG0000937	Syaj.g_02736	Prak.g_01778
OG0000938	Syaj.g_02739	Prak.g_01781
OG0000939	Syaj.g_02740	Prak.g_01782
OG0000940	Syaj.g_02747	Prak.g_01789
OG0000941	Syaj.g_02749	Prak.g_01791
OG0000942	Syaj.g_02751	Prak.g_01793
OG0000943	Syaj.g_02752	Prak.g_01794
OG0000944	Syaj.g_02754	Prak.g_01796
OG0000945	Syaj.g_02756	Prak.g_01797
OG0000946	Syaj.g_02761	Prak.g_01802
OG0000947	Syaj.g_02764	Prak.g_01804
OG0000948	Syaj.g_02765	Prak.g_01805
OG0000949	Syaj.g_02474	Prak.g_01808
OG0000950	Syaj.g_02459	Prak.g_01815
OG0000951	Syaj.g_02452	Prak.g_01819
OG0000952	Syaj.g_02446	Prak.g_01823
OG0000953	Syaj.g_02442	Prak.g_01827
OG0000954	Syaj.g_02435	Prak.g_01831
OG0000955	Syaj.g_02434	Prak.g_01832
OG0000956	Syaj.g_02432	Prak.g_01834
OG0000957	Syaj.g_02419	Prak.g_01840
OG0000958	Syaj.g_02418	Prak.g_01841
OG0000959	Syaj.g_02413	Prak.g_01845
OG0000960	Syaj.g_02412	Prak.g_01846
OG0000961	Syaj.g_02402	Prak.g_01849
OG0000962	Syaj.g_02398	Prak.g_01851
OG0000963	Syaj.g_02393	Prak.g_01855
OG0000964	Syaj.g_02392	Prak.g_01856
OG0000965	Syaj.g_02391	Prak.g_01857
OG0000966	Syaj.g_02370	Prak.g_01863
OG0000967	Syaj.g_02334	Prak.g_01867
OG0000968	Syaj.g_02363	Prak.g_01869
OG0000969	Syaj.g_02338	Prak.g_01870
OG0000970	Syaj.g_02337	Prak.g_01871
OG0000971	Syaj.g_02331	Prak.g_01872
OG0000972	Syaj.g_02330	Prak.g_01873
OG0000973	Syaj.g_02329	Prak.g_01874
OG0000974	Syaj.g_02328	Prak.g_01875
OG0000975	Syaj.g_02327	Prak.g_01876
OG0000976	Syaj.g_02326	Prak.g_01877
OG0000977	Syaj.g_02324	Prak.g_01878
OG0000978	Syaj.g_02322	Prak.g_01879
OG0000979	Syaj.g_02319	Prak.g_01882
OG0000980	Syaj.g_02316	Prak.g_01884
OG0000981	Syaj.g_02313	Prak.g_01887
OG0000982	Syaj.g_02112	Prak.g_01889
OG0000983	Syaj.g_02113	Prak.g_01890
OG0000984	Syaj.g_02114	Prak.g_01891
OG0000985	Syaj.g_02116	Prak.g_01894
OG0000986	Syaj.g_02123	Prak.g_01896
OG0000987	Syaj.g_02125	Prak.g_01897
OG0000988	Syaj.g_02131	Prak.g_01900
OG0000989	Syaj.g_02142	Prak.g_01904
OG0000990	Syaj.g_02165	Prak.g_01908
OG0000991	Syaj.g_02168	Prak.g_01909
OG0000992	Syaj.g_02171	Prak.g_01912
OG0000993	Syaj.g_02173	Prak.g_01913
OG0000994	Syaj.g_02177	Prak.g_01914
OG0000995	Syaj.g_02182	Prak.g_01918
OG0000996	Syaj.g_02221	Prak.g_01919
OG0000997	Syaj.g_02228	Prak.g_01922
OG0000998	Syaj.g_02230	Prak.g_01924
OG0000999	Syaj.g_02231	Prak.g_01925
OG0001000	Syaj.g_02236	Prak.g_01928
OG0001001	Syaj.g_02241	Prak.g_01931
OG0001002	Syaj.g_02248	Prak.g_01936
OG0001003	Syaj.g_02250	Prak.g_01937
OG0001004	Syaj.g_02251	Prak.g_01938
OG0001005	Syaj.g_02252	Prak.g_01939
OG0001006	Syaj.g_02260	Prak.g_01943
OG0001007	Syaj.g_02262	Prak.g_01945
OG0001008	Syaj.g_01554	Prak.g_00399
OG0001009	Syaj.g_02294	Prak.g_00027
OG0001010	Syaj.g_02295	Prak.g_00028
OG0001011	Syaj.g_02296	Prak.g_00030
OG0001012	Syaj.g_02108	Prak.g_00044
OG0001014	Syaj.g_02083	Prak.g_00054
OG0001015	Syaj.g_02082	Prak.g_00056
OG0001016	Syaj.g_01824	Prak.g_00078
OG0001017	Syaj.g_01830	Prak.g_00082
OG0001018	Syaj.g_01832	Prak.g_00084
OG0001019	Syaj.g_01849	Prak.g_00093
OG0001020	Syaj.g_01862	Prak.g_00094
OG0001021	Syaj.g_01867	Prak.g_00095
OG0001022	Syaj.g_01872	Prak.g_00098
OG0001023	Syaj.g_01873	Prak.g_00099
OG0001024	Syaj.g_01877	Prak.g_00103
OG0001025	Syaj.g_01884	Prak.g_00110
OG0001026	Syaj.g_01897	Prak.g_00119
OG0001027	Syaj.g_01903	Prak.g_00120
OG0001028	Syaj.g_01905	Prak.g_00122
OG0001029	Syaj.g_01907	Prak.g_00123
OG0001030	Syaj.g_01933	Prak.g_00139
OG0001031	Syaj.g_02012	Prak.g_00199
OG0001032	Syaj.g_02015	Prak.g_00200
OG0001033	Syaj.g_02044	Prak.g_00221
OG0001034	Syaj.g_02875	Prak.g_00252
OG0001035	Syaj.g_02603	Prak.g_00272
OG0001036	Syaj.g_02599	Prak.g_00276
OG0001037	Syaj.g_02597	Prak.g_00277
OG0001038	Syaj.g_02567	Prak.g_00296
OG0001039	Syaj.g_02564	Prak.g_00299
OG0001040	Syaj.g_02561	Prak.g_00301
OG0001041	Syaj.g_02556	Prak.g_00306
OG0001042	Syaj.g_02527	Prak.g_00323
OG0001043	Syaj.g_02523	Prak.g_00324
OG0001044	Syaj.g_02804	Prak.g_00355
OG0001045	Syaj.g_02817	Prak.g_00364
OG0001046	Syaj.g_00851	Prak.g_01597
OG0001047	Syaj.g_01552	Prak.g_00401
OG0001048	Syaj.g_01551	Prak.g_00402
OG0001049	Syaj.g_01548	Prak.g_00404
OG0001050	Syaj.g_01547	Prak.g_00405
OG0001051	Syaj.g_01546	Prak.g_00406
OG0001052	Syaj.g_01448	Prak.g_00432
OG0001053	Syaj.g_00075	Prak.g_00444
OG0001054	Syaj.g_00092	Prak.g_00459
OG0001055	Syaj.g_00113	Prak.g_00478
OG0001056	Syaj.g_00149	Prak.g_00495
OG0001057	Syaj.g_00160	Prak.g_00500
OG0001058	Syaj.g_00183	Prak.g_00509
OG0001059	Syaj.g_00187	Prak.g_00513
OG0001060	Syaj.g_00193	Prak.g_00519
OG0001061	Syaj.g_00214	Prak.g_00534
OG0001062	Syaj.g_00216	Prak.g_00536
OG0001063	Syaj.g_00222	Prak.g_00538
OG0001064	Syaj.g_00223	Prak.g_00539
OG0001065	Syaj.g_00224	Prak.g_00540
OG0001066	Syaj.g_00225	Prak.g_00541
OG0001067	Syaj.g_00226	Prak.g_00542
OG0001068	Syaj.g_00227	Prak.g_00543
OG0001069	Syaj.g_00228	Prak.g_00544
OG0001070	Syaj.g_00231	Prak.g_00548
OG0001071	Syaj.g_00232	Prak.g_00549
OG0001072	Syaj.g_00236	Prak.g_00551
OG0001073	Syaj.g_00254	Prak.g_00565
OG0001074	Syaj.g_01327	Prak.g_00577
OG0001075	Syaj.g_01325	Prak.g_00578
OG0001076	Syaj.g_01305	Prak.g_00585
OG0001077	Syaj.g_01294	Prak.g_00591
OG0001078	Syaj.g_01282	Prak.g_01107
OG0001079	Syaj.g_01269	Prak.g_01095
OG0001080	Syaj.g_01135	Prak.g_01089
OG0001081	Syaj.g_00699	Prak.g_01087
OG0001082	Syaj.g_00700	Prak.g_01086
OG0001083	Syaj.g_00709	Prak.g_01081
OG0001084	Syaj.g_00711	Prak.g_01080
OG0001085	Syaj.g_00721	Prak.g_00797
OG0001086	Syaj.g_00723	Prak.g_00798
OG0001087	Syaj.g_00498	Prak.g_00816
OG0001088	Syaj.g_00494	Prak.g_00817
OG0001089	Syaj.g_00439	Prak.g_00828
OG0001090	Syaj.g_00959	Prak.g_00838
OG0001091	Syaj.g_00957	Prak.g_01060
OG0001092	Syaj.g_00954	Prak.g_01059
OG0001093	Syaj.g_00948	Prak.g_01054
OG0001094	Syaj.g_01032	Prak.g_01061
OG0001095	Syaj.g_01008	Prak.g_00858
OG0001096	Syaj.g_00988	Prak.g_00872
OG0001097	Syaj.g_00371	Prak.g_00892
OG0001098	Syaj.g_01132	Prak.g_00911
OG0001099	Syaj.g_01906	Prak.g_00753
OG0001100	Syaj.g_00732	Prak.g_00761
OG0001101	Syaj.g_00734	Prak.g_00764
OG0001102	Syaj.g_00737	Prak.g_00767
OG0001103	Syaj.g_00740	Prak.g_00769
OG0001104	Syaj.g_01050	Prak.g_00792
OG0001105	Syaj.g_01046	Prak.g_00796
OG0001106	Syaj.g_00912	Prak.g_00964
OG0001107	Syaj.g_00900	Prak.g_00971
OG0001108	Syaj.g_00870	Prak.g_00975
OG0001109	Syaj.g_00868	Prak.g_00976
OG0001110	Syaj.g_00866	Prak.g_00978
OG0001111	Syaj.g_00864	Prak.g_00979
OG0001112	Syaj.g_00862	Prak.g_00980
OG0001113	Syaj.g_00861	Prak.g_00981
OG0001114	Syaj.g_00860	Prak.g_00982
OG0001115	Syaj.g_00856	Prak.g_00984
OG0001116	Syaj.g_00854	Prak.g_00985
OG0001117	Syaj.g_00853	Prak.g_00986
OG0001118	Syaj.g_00852	Prak.g_00987
OG0001119	Syaj.g_00850	Prak.g_00988
