Orthogroup	Syaj	Prbc
OG0000535	Syaj.g_00083	Prbc.g_01549
OG0000536	Syaj.g_00084	Prbc.g_01550
OG0000537	Syaj.g_00085	Prbc.g_01551
OG0000538	Syaj.g_00096	Prbc.g_01580
OG0000539	Syaj.g_00097	Prbc.g_01581
OG0000540	Syaj.g_00098	Prbc.g_01582
OG0000541	Syaj.g_00099	Prbc.g_01583
OG0000542	Syaj.g_00102	Prbc.g_01585
OG0000543	Syaj.g_00104	Prbc.g_01587
OG0000544	Syaj.g_00105	Prbc.g_01588
OG0000545	Syaj.g_00107	Prbc.g_01590
OG0000546	Syaj.g_00109	Prbc.g_01593
OG0000547	Syaj.g_00111	Prbc.g_01595
OG0000548	Syaj.g_00112	Prbc.g_01596
OG0000549	Syaj.g_00118	Prbc.g_01599
OG0000550	Syaj.g_00123	Prbc.g_01603
OG0000551	Syaj.g_00128	Prbc.g_01606
OG0000552	Syaj.g_00129	Prbc.g_01607
OG0000553	Syaj.g_00133	Prbc.g_01608
OG0000554	Syaj.g_00145	Prbc.g_01613
OG0000555	Syaj.g_00163	Prbc.g_01621
OG0000556	Syaj.g_00167	Prbc.g_01623
OG0000557	Syaj.g_00178	Prbc.g_01624
OG0000558	Syaj.g_00181	Prbc.g_01627
OG0000559	Syaj.g_00185	Prbc.g_01631
OG0000560	Syaj.g_00188	Prbc.g_01634
OG0000561	Syaj.g_00189	Prbc.g_01635
OG0000562	Syaj.g_00190	Prbc.g_01636
OG0000563	Syaj.g_00191	Prbc.g_01637
OG0000564	Syaj.g_00192	Prbc.g_01638
OG0000565	Syaj.g_00195	Prbc.g_01641
OG0000566	Syaj.g_00199	Prbc.g_01643
OG0000567	Syaj.g_00203	Prbc.g_01647
OG0000568	Syaj.g_00207	Prbc.g_01648
OG0000569	Syaj.g_00208	Prbc.g_01649
OG0000570	Syaj.g_00209	Prbc.g_01650
OG0000571	Syaj.g_00213	Prbc.g_01652
OG0000572	Syaj.g_00230	Prbc.g_01663
OG0000573	Syaj.g_00238	Prbc.g_01668
OG0000574	Syaj.g_00242	Prbc.g_01670
OG0000575	Syaj.g_00247	Prbc.g_01673
OG0000576	Syaj.g_00249	Prbc.g_01675
OG0000577	Syaj.g_00250	Prbc.g_01676
OG0000578	Syaj.g_00251	Prbc.g_01677
OG0000579	Syaj.g_00252	Prbc.g_01678
OG0000580	Syaj.g_00253	Prbc.g_01679
OG0000581	Syaj.g_00261	Prbc.g_01682
OG0000582	Syaj.g_01338	Prbc.g_01685
OG0000583	Syaj.g_01337	Prbc.g_01686
OG0000584	Syaj.g_01336	Prbc.g_01687
OG0000585	Syaj.g_01334	Prbc.g_01689
OG0000586	Syaj.g_01333	Prbc.g_01690
OG0000587	Syaj.g_01331	Prbc.g_01691
OG0000588	Syaj.g_01313	Prbc.g_01695
OG0000589	Syaj.g_01308	Prbc.g_01698
OG0000590	Syaj.g_01307	Prbc.g_01699
OG0000591	Syaj.g_01299	Prbc.g_01702
OG0000592	Syaj.g_01298	Prbc.g_01703
OG0000593	Syaj.g_01287	Prbc.g_01709
OG0000594	Syaj.g_01286	Prbc.g_01710
OG0000595	Syaj.g_01285	Prbc.g_01711
OG0000596	Syaj.g_01280	Prbc.g_01715
OG0000597	Syaj.g_01277	Prbc.g_01717
OG0000598	Syaj.g_01276	Prbc.g_01718
OG0000599	Syaj.g_01273	Prbc.g_01721
OG0000600	Syaj.g_01272	Prbc.g_01722
OG0000601	Syaj.g_01271	Prbc.g_01723
OG0000602	Syaj.g_01266	Prbc.g_01725
OG0000603	Syaj.g_01265	Prbc.g_01726
OG0000604	Syaj.g_01262	Prbc.g_01727
OG0000605	Syaj.g_01153	Prbc.g_01728
OG0000606	Syaj.g_00698	Prbc.g_01731
OG0000607	Syaj.g_00702	Prbc.g_01734
OG0000608	Syaj.g_00703	Prbc.g_01735
OG0000609	Syaj.g_00705	Prbc.g_01736
OG0000610	Syaj.g_00714	Prbc.g_01742
OG0000611	Syaj.g_00717	Prbc.g_01745
OG0000612	Syaj.g_00718	Prbc.g_01746
OG0000613	Syaj.g_02500	Prbc.g_01752
OG0000614	Syaj.g_00480	Prbc.g_01775
OG0000615	Syaj.g_01065	Prbc.g_01782
OG0000616	Syaj.g_02245	Prbc.g_01055
OG0000617	Syaj.g_00952	Prbc.g_01793
OG0000618	Syaj.g_00951	Prbc.g_01794
OG0000619	Syaj.g_00950	Prbc.g_01795
OG0000620	Syaj.g_00945	Prbc.g_01798
OG0000621	Syaj.g_00944	Prbc.g_01799
OG0000622	Syaj.g_00943	Prbc.g_01800
OG0000623	Syaj.g_00942	Prbc.g_01801
OG0000624	Syaj.g_00940	Prbc.g_01803
OG0000625	Syaj.g_00939	Prbc.g_01804
OG0000626	Syaj.g_00938	Prbc.g_01805
OG0000627	Syaj.g_00765	Prbc.g_01807
OG0000628	Syaj.g_00766	Prbc.g_01808
OG0000629	Syaj.g_00769	Prbc.g_01809
OG0000630	Syaj.g_00773	Prbc.g_01812
OG0000631	Syaj.g_00786	Prbc.g_02007
OG0000632	Syaj.g_00787	Prbc.g_02008
OG0000633	Syaj.g_00789	Prbc.g_02009
OG0000634	Syaj.g_01030	Prbc.g_01854
OG0000635	Syaj.g_01029	Prbc.g_01855
OG0000636	Syaj.g_01024	Prbc.g_01857
OG0000637	Syaj.g_01022	Prbc.g_01859
OG0000638	Syaj.g_01021	Prbc.g_01860
OG0000639	Syaj.g_01020	Prbc.g_01861
OG0000640	Syaj.g_01019	Prbc.g_01862
OG0000641	Syaj.g_01015	Prbc.g_01866
OG0000642	Syaj.g_01014	Prbc.g_01867
OG0000643	Syaj.g_01012	Prbc.g_01868
OG0000644	Syaj.g_01011	Prbc.g_01869
OG0000645	Syaj.g_01009	Prbc.g_01870
OG0000646	Syaj.g_01006	Prbc.g_01873
OG0000647	Syaj.g_01004	Prbc.g_01875
OG0000648	Syaj.g_01001	Prbc.g_01877
OG0000649	Syaj.g_01000	Prbc.g_01878
OG0000650	Syaj.g_00999	Prbc.g_01879
OG0000651	Syaj.g_00998	Prbc.g_01880
OG0000652	Syaj.g_00997	Prbc.g_01881
OG0000653	Syaj.g_00991	Prbc.g_01883
OG0000654	Syaj.g_00990	Prbc.g_01884
OG0000655	Syaj.g_00989	Prbc.g_01885
OG0000656	Syaj.g_00986	Prbc.g_01888
OG0000657	Syaj.g_00382	Prbc.g_01895
OG0000658	Syaj.g_00379	Prbc.g_01897
OG0000659	Syaj.g_00378	Prbc.g_01898
OG0000660	Syaj.g_00374	Prbc.g_01903
OG0000661	Syaj.g_00372	Prbc.g_01905
OG0000662	Syaj.g_00370	Prbc.g_01907
OG0000663	Syaj.g_00367	Prbc.g_01909
OG0000664	Syaj.g_00358	Prbc.g_01910
OG0000665	Syaj.g_01243	Prbc.g_01914
OG0000666	Syaj.g_01154	Prbc.g_01915
OG0000667	Syaj.g_02661	Prbc.g_01919
OG0000668	Syaj.g_00816	Prbc.g_01959
OG0000669	Syaj.g_00730	Prbc.g_01967
OG0000670	Syaj.g_00733	Prbc.g_01970
OG0000671	Syaj.g_00735	Prbc.g_01972
OG0000672	Syaj.g_00739	Prbc.g_01975
OG0000673	Syaj.g_00742	Prbc.g_01978
OG0000674	Syaj.g_00744	Prbc.g_01980
OG0000675	Syaj.g_00757	Prbc.g_01981
OG0000676	Syaj.g_00759	Prbc.g_01983
OG0000677	Syaj.g_00760	Prbc.g_01984
OG0000678	Syaj.g_01075	Prbc.g_01987
OG0000679	Syaj.g_01061	Prbc.g_01991
OG0000680	Syaj.g_01060	Prbc.g_01992
OG0000681	Syaj.g_01057	Prbc.g_01995
OG0000682	Syaj.g_01056	Prbc.g_01996
OG0000683	Syaj.g_01055	Prbc.g_01997
OG0000684	Syaj.g_01051	Prbc.g_01837
OG0000685	Syaj.g_01049	Prbc.g_01839
OG0000686	Syaj.g_01048	Prbc.g_01840
OG0000687	Syaj.g_01047	Prbc.g_01841
OG0000688	Syaj.g_01041	Prbc.g_01844
OG0000689	Syaj.g_01039	Prbc.g_01845
OG0000690	Syaj.g_01038	Prbc.g_01846
OG0000691	Syaj.g_01037	Prbc.g_01847
OG0000692	Syaj.g_01036	Prbc.g_01849
OG0000693	Syaj.g_01034	Prbc.g_01850
OG0000694	Syaj.g_01033	Prbc.g_01851
OG0000695	Syaj.g_00791	Prbc.g_02011
OG0000696	Syaj.g_00792	Prbc.g_02012
OG0000697	Syaj.g_00932	Prbc.g_02013
OG0000698	Syaj.g_00929	Prbc.g_02016
OG0000699	Syaj.g_00928	Prbc.g_02017
OG0000700	Syaj.g_00927	Prbc.g_02018
OG0000701	Syaj.g_00926	Prbc.g_02019
OG0000702	Syaj.g_00916	Prbc.g_02021
OG0000703	Syaj.g_00915	Prbc.g_02022
OG0000704	Syaj.g_00913	Prbc.g_02023
OG0000705	Syaj.g_00906	Prbc.g_02029
OG0000706	Syaj.g_00905	Prbc.g_02030
OG0000707	Syaj.g_00904	Prbc.g_02031
OG0000708	Syaj.g_00901	Prbc.g_02033
OG0000709	Syaj.g_00872	Prbc.g_02037
OG0000710	Syaj.g_00867	Prbc.g_02040
OG0000711	Syaj.g_00839	Prbc.g_02055
OG0000712	Syaj.g_00837	Prbc.g_02057
OG0000713	Syaj.g_00836	Prbc.g_02058
OG0000714	Syaj.g_00834	Prbc.g_02059
OG0000715	Syaj.g_00832	Prbc.g_02061
OG0000716	Syaj.g_00825	Prbc.g_02062
OG0000717	Syaj.g_00824	Prbc.g_02063
OG0000718	Syaj.g_00820	Prbc.g_02079
OG0000719	Syaj.g_00818	Prbc.g_02080
OG0000720	Syaj.g_00805	Prbc.g_02091
OG0000721	Syaj.g_00803	Prbc.g_02092
OG0000722	Syaj.g_00802	Prbc.g_02093
OG0000723	Syaj.g_00934	Prbc.g_02097
OG0000724	Syaj.g_00421	Prbc.g_02108
OG0000725	Syaj.g_00430	Prbc.g_01934
OG0000726	Syaj.g_00431	Prbc.g_01933
OG0000727	Syaj.g_00432	Prbc.g_01932
OG0000728	Syaj.g_00434	Prbc.g_01930
OG0000729	Syaj.g_02397	Prbc.g_00201
OG0000730	Syaj.g_02802	Prbc.g_01244
OG0000731	Syaj.g_02814	Prbc.g_01252
OG0000732	Syaj.g_02315	Prbc.g_00987
OG0000733	Syaj.g_02151	Prbc.g_00897
OG0000734	Syaj.g_01895	Prbc.g_01462
OG0000735	Syaj.g_00286	Prbc.g_01460
OG0000736	Syaj.g_00287	Prbc.g_01459
OG0000737	Syaj.g_00288	Prbc.g_01458
OG0000738	Syaj.g_00293	Prbc.g_01454
OG0000739	Syaj.g_00295	Prbc.g_01453
OG0000740	Syaj.g_00296	Prbc.g_01452
OG0000741	Syaj.g_00299	Prbc.g_01450
OG0000742	Syaj.g_00301	Prbc.g_01447
OG0000743	Syaj.g_00303	Prbc.g_01445
OG0000744	Syaj.g_00304	Prbc.g_01444
OG0000745	Syaj.g_00306	Prbc.g_01442
OG0000746	Syaj.g_00308	Prbc.g_01440
OG0000747	Syaj.g_00309	Prbc.g_01439
OG0000748	Syaj.g_00319	Prbc.g_01435
OG0000749	Syaj.g_00322	Prbc.g_01434
OG0000750	Syaj.g_00323	Prbc.g_01433
OG0000751	Syaj.g_00331	Prbc.g_01430
OG0000752	Syaj.g_00333	Prbc.g_01428
OG0000753	Syaj.g_00336	Prbc.g_01426
OG0000754	Syaj.g_00643	Prbc.g_01422
OG0000755	Syaj.g_00631	Prbc.g_01418
OG0000756	Syaj.g_00625	Prbc.g_01417
OG0000757	Syaj.g_00614	Prbc.g_01410
OG0000758	Syaj.g_00613	Prbc.g_01409
OG0000759	Syaj.g_00612	Prbc.g_01408
OG0000760	Syaj.g_00611	Prbc.g_01407
OG0000761	Syaj.g_00609	Prbc.g_01406
OG0000762	Syaj.g_00603	Prbc.g_01405
OG0000763	Syaj.g_00597	Prbc.g_01403
OG0000764	Syaj.g_00596	Prbc.g_01402
OG0000765	Syaj.g_00577	Prbc.g_01394
OG0000766	Syaj.g_00576	Prbc.g_01393
OG0000767	Syaj.g_00574	Prbc.g_01392
OG0000768	Syaj.g_00573	Prbc.g_01391
OG0000769	Syaj.g_00571	Prbc.g_01389
OG0000770	Syaj.g_00567	Prbc.g_01388
OG0000771	Syaj.g_00415	Prbc.g_02103
OG0000772	Syaj.g_01208	Prbc.g_01320
OG0000773	Syaj.g_00280	Prbc.g_00557
OG0000774	Syaj.g_01502	Prbc.g_00560
OG0000775	Syaj.g_01504	Prbc.g_00561
OG0000776	Syaj.g_01505	Prbc.g_00562
OG0000777	Syaj.g_01506	Prbc.g_00563
OG0000778	Syaj.g_01507	Prbc.g_00564
OG0000779	Syaj.g_01513	Prbc.g_00568
OG0000780	Syaj.g_01517	Prbc.g_00569
OG0000781	Syaj.g_01521	Prbc.g_00571
OG0000782	Syaj.g_01522	Prbc.g_00572
OG0000783	Syaj.g_01524	Prbc.g_00573
OG0000784	Syaj.g_01525	Prbc.g_00574
OG0000785	Syaj.g_01526	Prbc.g_00576
OG0000786	Syaj.g_00265	Prbc.g_00579
OG0000787	Syaj.g_00264	Prbc.g_00580
OG0000788	Syaj.g_01270	Prbc.g_01820
OG0000789	Syaj.g_01121	Prbc.g_02100
OG0000790	Syaj.g_00054	Prbc.g_00662
OG0000791	Syaj.g_00053	Prbc.g_00664
OG0000792	Syaj.g_00052	Prbc.g_00665
OG0000793	Syaj.g_00047	Prbc.g_00668
OG0000794	Syaj.g_00046	Prbc.g_00669
OG0000795	Syaj.g_00045	Prbc.g_00670
OG0000796	Syaj.g_00039	Prbc.g_00674
OG0000797	Syaj.g_00038	Prbc.g_00675
OG0000799	Syaj.g_01352	Prbc.g_00690
OG0000800	Syaj.g_01354	Prbc.g_00691
OG0000801	Syaj.g_01355	Prbc.g_00692
OG0000802	Syaj.g_01359	Prbc.g_00694
OG0000803	Syaj.g_01363	Prbc.g_00696
OG0000804	Syaj.g_01366	Prbc.g_00697
OG0000805	Syaj.g_01369	Prbc.g_00699
OG0000806	Syaj.g_01370	Prbc.g_00701
OG0000807	Syaj.g_01372	Prbc.g_00702
OG0000808	Syaj.g_01373	Prbc.g_00703
OG0000809	Syaj.g_01376	Prbc.g_00707
OG0000810	Syaj.g_01377	Prbc.g_00708
OG0000811	Syaj.g_01385	Prbc.g_00712
OG0000812	Syaj.g_01387	Prbc.g_00714
OG0000813	Syaj.g_01388	Prbc.g_00715
OG0000814	Syaj.g_01390	Prbc.g_00717
OG0000815	Syaj.g_01391	Prbc.g_00718
OG0000816	Syaj.g_01392	Prbc.g_00720
OG0000817	Syaj.g_01393	Prbc.g_00721
OG0000818	Syaj.g_01399	Prbc.g_00725
OG0000819	Syaj.g_01400	Prbc.g_00726
OG0000820	Syaj.g_01401	Prbc.g_00727
OG0000821	Syaj.g_01412	Prbc.g_00730
OG0000822	Syaj.g_01414	Prbc.g_00731
OG0000823	Syaj.g_01415	Prbc.g_00732
OG0000824	Syaj.g_01421	Prbc.g_00735
OG0000825	Syaj.g_01422	Prbc.g_00736
OG0000826	Syaj.g_01423	Prbc.g_00737
OG0000827	Syaj.g_01424	Prbc.g_00738
OG0000828	Syaj.g_01427	Prbc.g_00741
OG0000829	Syaj.g_01428	Prbc.g_00742
OG0000830	Syaj.g_01429	Prbc.g_00743
OG0000831	Syaj.g_01431	Prbc.g_00745
OG0000832	Syaj.g_01635	Prbc.g_00755
OG0000833	Syaj.g_01647	Prbc.g_00763
OG0000834	Syaj.g_01649	Prbc.g_00764
OG0000835	Syaj.g_01650	Prbc.g_00765
OG0000836	Syaj.g_01654	Prbc.g_00766
OG0000837	Syaj.g_01661	Prbc.g_00767
OG0000838	Syaj.g_01665	Prbc.g_00769
OG0000839	Syaj.g_01666	Prbc.g_00770
OG0000840	Syaj.g_01667	Prbc.g_00771
OG0000841	Syaj.g_01668	Prbc.g_00772
OG0000842	Syaj.g_01669	Prbc.g_00773
OG0000843	Syaj.g_01670	Prbc.g_00774
OG0000844	Syaj.g_01680	Prbc.g_00775
OG0000845	Syaj.g_01681	Prbc.g_00776
OG0000846	Syaj.g_01682	Prbc.g_00777
OG0000847	Syaj.g_01683	Prbc.g_00778
OG0000848	Syaj.g_01685	Prbc.g_00779
OG0000849	Syaj.g_01686	Prbc.g_00780
OG0000850	Syaj.g_01689	Prbc.g_00782
OG0000851	Syaj.g_01694	Prbc.g_00783
OG0000852	Syaj.g_01695	Prbc.g_00784
OG0000853	Syaj.g_01699	Prbc.g_00789
OG0000854	Syaj.g_01701	Prbc.g_00791
OG0000855	Syaj.g_01702	Prbc.g_00792
OG0000856	Syaj.g_01296	Prbc.g_00677
OG0000857	Syaj.g_01005	Prbc.g_01874
OG0000858	Syaj.g_01708	Prbc.g_00827
OG0000859	Syaj.g_01709	Prbc.g_00828
OG0000860	Syaj.g_01723	Prbc.g_00834
OG0000861	Syaj.g_01724	Prbc.g_00835
OG0000862	Syaj.g_01725	Prbc.g_00836
OG0000863	Syaj.g_01728	Prbc.g_00837
OG0000864	Syaj.g_01729	Prbc.g_00838
OG0000865	Syaj.g_01730	Prbc.g_00839
OG0000866	Syaj.g_01731	Prbc.g_00840
OG0000867	Syaj.g_01732	Prbc.g_00841
OG0000868	Syaj.g_01734	Prbc.g_00842
OG0000869	Syaj.g_01742	Prbc.g_00845
OG0000870	Syaj.g_01747	Prbc.g_00850
OG0000871	Syaj.g_01748	Prbc.g_00851
OG0000872	Syaj.g_01756	Prbc.g_00852
OG0000873	Syaj.g_01759	Prbc.g_00855
OG0000874	Syaj.g_01754	Prbc.g_00858
OG0000875	Syaj.g_01762	Prbc.g_00860
OG0000876	Syaj.g_02084	Prbc.g_00861
OG0000877	Syaj.g_01586	Prbc.g_00863
OG0000878	Syaj.g_01587	Prbc.g_00864
OG0000879	Syaj.g_01588	Prbc.g_00865
OG0000880	Syaj.g_01589	Prbc.g_00866
OG0000881	Syaj.g_01595	Prbc.g_00869
OG0000882	Syaj.g_01599	Prbc.g_00874
OG0000883	Syaj.g_01601	Prbc.g_00876
OG0000884	Syaj.g_01603	Prbc.g_00878
OG0000885	Syaj.g_01604	Prbc.g_00879
OG0000886	Syaj.g_01605	Prbc.g_00880
OG0000887	Syaj.g_01606	Prbc.g_00881
OG0000888	Syaj.g_01608	Prbc.g_00883
OG0000889	Syaj.g_01610	Prbc.g_00885
OG0000890	Syaj.g_01615	Prbc.g_00886
OG0000891	Syaj.g_01616	Prbc.g_00887
OG0000892	Syaj.g_01620	Prbc.g_00889
OG0000893	Syaj.g_02636	Prbc.g_00933
OG0000894	Syaj.g_02639	Prbc.g_00936
OG0000895	Syaj.g_02643	Prbc.g_00939
OG0000896	Syaj.g_02644	Prbc.g_00940
OG0000897	Syaj.g_02646	Prbc.g_00942
OG0000898	Syaj.g_02647	Prbc.g_00943
OG0000899	Syaj.g_02648	Prbc.g_00944
OG0000900	Syaj.g_02649	Prbc.g_00945
OG0000901	Syaj.g_02654	Prbc.g_00948
OG0000902	Syaj.g_02656	Prbc.g_00950
OG0000903	Syaj.g_02689	Prbc.g_00960
OG0000904	Syaj.g_02684	Prbc.g_00955
OG0000905	Syaj.g_02678	Prbc.g_00952
OG0000906	Syaj.g_02676	Prbc.g_00951
OG0000907	Syaj.g_02692	Prbc.g_00327
OG0000908	Syaj.g_02695	Prbc.g_00324
OG0000909	Syaj.g_02696	Prbc.g_00323
OG0000910	Syaj.g_02697	Prbc.g_00322
OG0000911	Syaj.g_02699	Prbc.g_00320
OG0000912	Syaj.g_02700	Prbc.g_00319
OG0000913	Syaj.g_02701	Prbc.g_00318
OG0000914	Syaj.g_02702	Prbc.g_00317
OG0000915	Syaj.g_02704	Prbc.g_00316
OG0000916	Syaj.g_02705	Prbc.g_00315
OG0000917	Syaj.g_02706	Prbc.g_00314
OG0000918	Syaj.g_02707	Prbc.g_00313
OG0000919	Syaj.g_02708	Prbc.g_00312
OG0000920	Syaj.g_02709	Prbc.g_00311
OG0000921	Syaj.g_02710	Prbc.g_00310
OG0000922	Syaj.g_02711	Prbc.g_00309
OG0000923	Syaj.g_02715	Prbc.g_00305
OG0000924	Syaj.g_02716	Prbc.g_00304
OG0000925	Syaj.g_02717	Prbc.g_00303
OG0000926	Syaj.g_02718	Prbc.g_00302
OG0000927	Syaj.g_02720	Prbc.g_00300
OG0000928	Syaj.g_02721	Prbc.g_00299
OG0000929	Syaj.g_02722	Prbc.g_00298
OG0000930	Syaj.g_02723	Prbc.g_00297
OG0000931	Syaj.g_02724	Prbc.g_00296
OG0000932	Syaj.g_02725	Prbc.g_00295
OG0000933	Syaj.g_02731	Prbc.g_00291
OG0000934	Syaj.g_02733	Prbc.g_00289
OG0000935	Syaj.g_02734	Prbc.g_00288
OG0000936	Syaj.g_02735	Prbc.g_00287
OG0000937	Syaj.g_02736	Prbc.g_00286
OG0000938	Syaj.g_02739	Prbc.g_00283
OG0000939	Syaj.g_02740	Prbc.g_00282
OG0000940	Syaj.g_02747	Prbc.g_00275
OG0000941	Syaj.g_02749	Prbc.g_00273
OG0000942	Syaj.g_02751	Prbc.g_00271
OG0000943	Syaj.g_02752	Prbc.g_00270
OG0000944	Syaj.g_02754	Prbc.g_00268
OG0000945	Syaj.g_02756	Prbc.g_00267
OG0000946	Syaj.g_02761	Prbc.g_00248
OG0000947	Syaj.g_02764	Prbc.g_00246
OG0000948	Syaj.g_02765	Prbc.g_00245
OG0000949	Syaj.g_02474	Prbc.g_00242
OG0000950	Syaj.g_02459	Prbc.g_00237
OG0000951	Syaj.g_02452	Prbc.g_00233
OG0000952	Syaj.g_02446	Prbc.g_00229
OG0000953	Syaj.g_02442	Prbc.g_00225
OG0000954	Syaj.g_02435	Prbc.g_00221
OG0000955	Syaj.g_02434	Prbc.g_00220
OG0000956	Syaj.g_02432	Prbc.g_00218
OG0000957	Syaj.g_02419	Prbc.g_00213
OG0000958	Syaj.g_02418	Prbc.g_00212
OG0000959	Syaj.g_02413	Prbc.g_00208
OG0000960	Syaj.g_02412	Prbc.g_00207
OG0000961	Syaj.g_02402	Prbc.g_00204
OG0000962	Syaj.g_02398	Prbc.g_00202
OG0000963	Syaj.g_02393	Prbc.g_00197
OG0000964	Syaj.g_02392	Prbc.g_00196
OG0000965	Syaj.g_02391	Prbc.g_00195
OG0000966	Syaj.g_02370	Prbc.g_00965
OG0000967	Syaj.g_02334	Prbc.g_00969
OG0000968	Syaj.g_02363	Prbc.g_00971
OG0000969	Syaj.g_02338	Prbc.g_00972
OG0000970	Syaj.g_02337	Prbc.g_00973
OG0000971	Syaj.g_02331	Prbc.g_00974
OG0000972	Syaj.g_02330	Prbc.g_00975
OG0000973	Syaj.g_02329	Prbc.g_00976
OG0000974	Syaj.g_02328	Prbc.g_00977
OG0000975	Syaj.g_02327	Prbc.g_00978
OG0000976	Syaj.g_02326	Prbc.g_00979
OG0000977	Syaj.g_02324	Prbc.g_00980
OG0000978	Syaj.g_02322	Prbc.g_00981
OG0000979	Syaj.g_02319	Prbc.g_00984
OG0000980	Syaj.g_02316	Prbc.g_00986
OG0000981	Syaj.g_02313	Prbc.g_00989
OG0000982	Syaj.g_02112	Prbc.g_00991
OG0000983	Syaj.g_02113	Prbc.g_00992
OG0000984	Syaj.g_02114	Prbc.g_00993
OG0000985	Syaj.g_02116	Prbc.g_00996
OG0000986	Syaj.g_02123	Prbc.g_00998
OG0000987	Syaj.g_02125	Prbc.g_00999
OG0000988	Syaj.g_02131	Prbc.g_01002
OG0000989	Syaj.g_02142	Prbc.g_01006
OG0000990	Syaj.g_02165	Prbc.g_01011
OG0000991	Syaj.g_02168	Prbc.g_01012
OG0000992	Syaj.g_02171	Prbc.g_01015
OG0000993	Syaj.g_02173	Prbc.g_01016
OG0000994	Syaj.g_02177	Prbc.g_01017
OG0000995	Syaj.g_02182	Prbc.g_01021
OG0000996	Syaj.g_02221	Prbc.g_01022
OG0000997	Syaj.g_02228	Prbc.g_01043
OG0000998	Syaj.g_02230	Prbc.g_01045
OG0000999	Syaj.g_02231	Prbc.g_01046
OG0001000	Syaj.g_02236	Prbc.g_01049
OG0001001	Syaj.g_02241	Prbc.g_01052
OG0001002	Syaj.g_02248	Prbc.g_01057
OG0001003	Syaj.g_02250	Prbc.g_01060
OG0001004	Syaj.g_02251	Prbc.g_01061
OG0001005	Syaj.g_02252	Prbc.g_01062
OG0001006	Syaj.g_02260	Prbc.g_01067
OG0001007	Syaj.g_02262	Prbc.g_01069
OG0001008	Syaj.g_01554	Prbc.g_01498
OG0001009	Syaj.g_02294	Prbc.g_01097
OG0001010	Syaj.g_02295	Prbc.g_01098
OG0001011	Syaj.g_02296	Prbc.g_01099
OG0001012	Syaj.g_02108	Prbc.g_01121
OG0001014	Syaj.g_02083	Prbc.g_01129
OG0001015	Syaj.g_02082	Prbc.g_01130
OG0001016	Syaj.g_01824	Prbc.g_00500
OG0001017	Syaj.g_01830	Prbc.g_00496
OG0001018	Syaj.g_01832	Prbc.g_00493
OG0001019	Syaj.g_01849	Prbc.g_00484
OG0001020	Syaj.g_01862	Prbc.g_00483
OG0001021	Syaj.g_01867	Prbc.g_00482
OG0001022	Syaj.g_01872	Prbc.g_00479
OG0001023	Syaj.g_01873	Prbc.g_00478
OG0001024	Syaj.g_01877	Prbc.g_00475
OG0001025	Syaj.g_01884	Prbc.g_00468
OG0001026	Syaj.g_01897	Prbc.g_00460
OG0001027	Syaj.g_01903	Prbc.g_00459
OG0001028	Syaj.g_01905	Prbc.g_00457
OG0001029	Syaj.g_01907	Prbc.g_00455
OG0001030	Syaj.g_01933	Prbc.g_00439
OG0001031	Syaj.g_02012	Prbc.g_00385
OG0001032	Syaj.g_02015	Prbc.g_00384
OG0001033	Syaj.g_02044	Prbc.g_00364
OG0001034	Syaj.g_02875	Prbc.g_00334
OG0001035	Syaj.g_02603	Prbc.g_01150
OG0001036	Syaj.g_02599	Prbc.g_01154
OG0001037	Syaj.g_02597	Prbc.g_01155
OG0001038	Syaj.g_02567	Prbc.g_01171
OG0001039	Syaj.g_02564	Prbc.g_01173
OG0001040	Syaj.g_02561	Prbc.g_01176
OG0001041	Syaj.g_02556	Prbc.g_01180
OG0001042	Syaj.g_02527	Prbc.g_01196
OG0001043	Syaj.g_02523	Prbc.g_01197
OG0001044	Syaj.g_02804	Prbc.g_01245
OG0001045	Syaj.g_02817	Prbc.g_01254
OG0001046	Syaj.g_00851	Prbc.g_02168
OG0001047	Syaj.g_01552	Prbc.g_01500
OG0001048	Syaj.g_01551	Prbc.g_01501
OG0001049	Syaj.g_01548	Prbc.g_01503
OG0001050	Syaj.g_01547	Prbc.g_01504
OG0001051	Syaj.g_01546	Prbc.g_01505
OG0001052	Syaj.g_01448	Prbc.g_01531
OG0001053	Syaj.g_00075	Prbc.g_01543
OG0001054	Syaj.g_00092	Prbc.g_01557
OG0001055	Syaj.g_00113	Prbc.g_01597
OG0001056	Syaj.g_00149	Prbc.g_01615
OG0001057	Syaj.g_00160	Prbc.g_01620
OG0001058	Syaj.g_00183	Prbc.g_01629
OG0001059	Syaj.g_00187	Prbc.g_01633
OG0001060	Syaj.g_00193	Prbc.g_01640
OG0001061	Syaj.g_00214	Prbc.g_01653
OG0001062	Syaj.g_00216	Prbc.g_01655
OG0001063	Syaj.g_00222	Prbc.g_01656
OG0001064	Syaj.g_00223	Prbc.g_01657
OG0001065	Syaj.g_00224	Prbc.g_01658
OG0001066	Syaj.g_00225	Prbc.g_01659
OG0001067	Syaj.g_00226	Prbc.g_01660
OG0001068	Syaj.g_00227	Prbc.g_01661
OG0001069	Syaj.g_00228	Prbc.g_01662
OG0001070	Syaj.g_00231	Prbc.g_01664
OG0001071	Syaj.g_00232	Prbc.g_01665
OG0001072	Syaj.g_00236	Prbc.g_01666
OG0001073	Syaj.g_00254	Prbc.g_01680
