Orthogroup	Syaj	Prag
OG0000567	Syaj.g_00203	Prag.g_00546
OG0000568	Syaj.g_00207	Prag.g_00547
OG0000569	Syaj.g_00208	Prag.g_00548
OG0000570	Syaj.g_00209	Prag.g_00549
OG0000571	Syaj.g_00213	Prag.g_00551
OG0000572	Syaj.g_00230	Prag.g_00564
OG0000573	Syaj.g_00238	Prag.g_00570
OG0000574	Syaj.g_00242	Prag.g_00571
OG0000575	Syaj.g_00247	Prag.g_00575
OG0000576	Syaj.g_00249	Prag.g_00577
OG0000577	Syaj.g_00250	Prag.g_00578
OG0000578	Syaj.g_00251	Prag.g_00579
OG0000579	Syaj.g_00252	Prag.g_00580
OG0000580	Syaj.g_00253	Prag.g_00581
OG0000581	Syaj.g_00261	Prag.g_00583
OG0000582	Syaj.g_01338	Prag.g_00586
OG0000583	Syaj.g_01337	Prag.g_00587
OG0000584	Syaj.g_01336	Prag.g_00588
OG0000585	Syaj.g_01334	Prag.g_00590
OG0000586	Syaj.g_01333	Prag.g_00591
OG0000587	Syaj.g_01331	Prag.g_00592
OG0000588	Syaj.g_01313	Prag.g_00596
OG0000589	Syaj.g_01308	Prag.g_00599
OG0000590	Syaj.g_01307	Prag.g_00600
OG0000591	Syaj.g_01299	Prag.g_00603
OG0000592	Syaj.g_01298	Prag.g_00604
OG0000593	Syaj.g_01287	Prag.g_00610
OG0000594	Syaj.g_01286	Prag.g_00611
OG0000595	Syaj.g_01285	Prag.g_00612
OG0000596	Syaj.g_01280	Prag.g_00616
OG0000597	Syaj.g_01277	Prag.g_00618
OG0000598	Syaj.g_01276	Prag.g_00619
OG0000599	Syaj.g_01273	Prag.g_00622
OG0000600	Syaj.g_01272	Prag.g_00623
OG0000601	Syaj.g_01271	Prag.g_00624
OG0000602	Syaj.g_01266	Prag.g_00626
OG0000603	Syaj.g_01265	Prag.g_00627
OG0000604	Syaj.g_01262	Prag.g_00628
OG0000605	Syaj.g_01153	Prag.g_00629
OG0000606	Syaj.g_00698	Prag.g_00632
OG0000607	Syaj.g_00702	Prag.g_00635
OG0000608	Syaj.g_00703	Prag.g_00636
OG0000609	Syaj.g_00705	Prag.g_00637
OG0000610	Syaj.g_00714	Prag.g_00642
OG0000611	Syaj.g_00717	Prag.g_00645
OG0000612	Syaj.g_00718	Prag.g_00646
OG0000613	Syaj.g_02500	Prag.g_00651
OG0000614	Syaj.g_00480	Prag.g_00670
OG0000615	Syaj.g_01065	Prag.g_00678
OG0000616	Syaj.g_02245	Prag.g_00682
OG0000617	Syaj.g_00952	Prag.g_00698
OG0000618	Syaj.g_00951	Prag.g_00699
OG0000619	Syaj.g_00950	Prag.g_00700
OG0000620	Syaj.g_00945	Prag.g_00703
OG0000621	Syaj.g_00944	Prag.g_00704
OG0000622	Syaj.g_00943	Prag.g_00705
OG0000623	Syaj.g_00942	Prag.g_00706
OG0000624	Syaj.g_00940	Prag.g_00707
OG0000625	Syaj.g_00939	Prag.g_00708
OG0000626	Syaj.g_00938	Prag.g_00709
OG0000627	Syaj.g_00765	Prag.g_00710
OG0000628	Syaj.g_00766	Prag.g_00711
OG0000629	Syaj.g_00769	Prag.g_00712
OG0000630	Syaj.g_00773	Prag.g_00715
OG0000631	Syaj.g_00786	Prag.g_00797
OG0000632	Syaj.g_00787	Prag.g_00798
OG0000633	Syaj.g_00789	Prag.g_00799
OG0000634	Syaj.g_01030	Prag.g_00802
OG0000635	Syaj.g_01029	Prag.g_00803
OG0000636	Syaj.g_01024	Prag.g_00805
OG0000637	Syaj.g_01022	Prag.g_00807
OG0000638	Syaj.g_01021	Prag.g_00808
OG0000639	Syaj.g_01020	Prag.g_00809
OG0000640	Syaj.g_01019	Prag.g_00810
OG0000641	Syaj.g_01015	Prag.g_00814
OG0000642	Syaj.g_01014	Prag.g_00815
OG0000643	Syaj.g_01012	Prag.g_00816
OG0000644	Syaj.g_01011	Prag.g_00817
OG0000645	Syaj.g_01009	Prag.g_00818
OG0000646	Syaj.g_01006	Prag.g_00820
OG0000647	Syaj.g_01004	Prag.g_00821
OG0000648	Syaj.g_01001	Prag.g_00823
OG0000649	Syaj.g_01000	Prag.g_00824
OG0000650	Syaj.g_00999	Prag.g_00825
OG0000651	Syaj.g_00998	Prag.g_00826
OG0000652	Syaj.g_00997	Prag.g_00827
OG0000653	Syaj.g_00991	Prag.g_00829
OG0000654	Syaj.g_00990	Prag.g_00830
OG0000655	Syaj.g_00989	Prag.g_00831
OG0000656	Syaj.g_00986	Prag.g_00834
OG0000657	Syaj.g_00382	Prag.g_00840
OG0000658	Syaj.g_00379	Prag.g_00841
OG0000659	Syaj.g_00378	Prag.g_00842
OG0000660	Syaj.g_00374	Prag.g_00846
OG0000661	Syaj.g_00372	Prag.g_00848
OG0000662	Syaj.g_00370	Prag.g_00850
OG0000663	Syaj.g_00367	Prag.g_00852
OG0000664	Syaj.g_00358	Prag.g_00853
OG0000665	Syaj.g_01243	Prag.g_00857
OG0000666	Syaj.g_01154	Prag.g_00858
OG0000667	Syaj.g_02661	Prag.g_00862
OG0000668	Syaj.g_00816	Prag.g_00892
OG0000669	Syaj.g_00730	Prag.g_00898
OG0000670	Syaj.g_00733	Prag.g_00900
OG0000671	Syaj.g_00735	Prag.g_00902
OG0000672	Syaj.g_00739	Prag.g_00904
OG0000673	Syaj.g_00742	Prag.g_00907
OG0000674	Syaj.g_00744	Prag.g_00909
OG0000675	Syaj.g_00757	Prag.g_00910
OG0000676	Syaj.g_00759	Prag.g_00912
OG0000677	Syaj.g_00760	Prag.g_00913
OG0000678	Syaj.g_01075	Prag.g_00915
OG0000679	Syaj.g_01061	Prag.g_00919
OG0000680	Syaj.g_01060	Prag.g_00920
OG0000681	Syaj.g_01057	Prag.g_00922
OG0000682	Syaj.g_01056	Prag.g_00923
OG0000683	Syaj.g_01055	Prag.g_00924
OG0000684	Syaj.g_01051	Prag.g_00926
OG0000685	Syaj.g_01049	Prag.g_00928
OG0000686	Syaj.g_01048	Prag.g_00929
OG0000687	Syaj.g_01047	Prag.g_00930
OG0000688	Syaj.g_01041	Prag.g_00933
OG0000689	Syaj.g_01039	Prag.g_00934
OG0000690	Syaj.g_01038	Prag.g_00935
OG0000691	Syaj.g_01037	Prag.g_00936
OG0000692	Syaj.g_01036	Prag.g_00938
OG0000693	Syaj.g_01034	Prag.g_00939
OG0000694	Syaj.g_01033	Prag.g_00940
OG0000695	Syaj.g_00791	Prag.g_00942
OG0000696	Syaj.g_00792	Prag.g_00943
OG0000697	Syaj.g_00932	Prag.g_00944
OG0000698	Syaj.g_00929	Prag.g_00947
OG0000699	Syaj.g_00928	Prag.g_00948
OG0000700	Syaj.g_00927	Prag.g_00949
OG0000701	Syaj.g_00926	Prag.g_00950
OG0000702	Syaj.g_00916	Prag.g_00952
OG0000703	Syaj.g_00915	Prag.g_00953
OG0000704	Syaj.g_00913	Prag.g_00954
OG0000705	Syaj.g_00906	Prag.g_00958
OG0000706	Syaj.g_00905	Prag.g_00959
OG0000707	Syaj.g_00904	Prag.g_00960
OG0000708	Syaj.g_00901	Prag.g_00961
OG0000709	Syaj.g_00872	Prag.g_00965
OG0000710	Syaj.g_00867	Prag.g_00968
OG0000711	Syaj.g_00839	Prag.g_00985
OG0000712	Syaj.g_00837	Prag.g_00987
OG0000713	Syaj.g_00836	Prag.g_00988
OG0000714	Syaj.g_00834	Prag.g_00989
OG0000715	Syaj.g_00832	Prag.g_00991
OG0000716	Syaj.g_00825	Prag.g_00993
OG0000717	Syaj.g_00824	Prag.g_00994
OG0000718	Syaj.g_00820	Prag.g_01005
OG0000719	Syaj.g_00818	Prag.g_01007
OG0000720	Syaj.g_00805	Prag.g_01016
OG0000721	Syaj.g_00803	Prag.g_01018
OG0000722	Syaj.g_00802	Prag.g_01019
OG0000723	Syaj.g_00934	Prag.g_01022
OG0000724	Syaj.g_00421	Prag.g_01031
OG0000725	Syaj.g_00430	Prag.g_01037
OG0000726	Syaj.g_00431	Prag.g_01038
OG0000727	Syaj.g_00432	Prag.g_01039
OG0000728	Syaj.g_00434	Prag.g_01041
OG0000729	Syaj.g_02397	Prag.g_01087
OG0000730	Syaj.g_02802	Prag.g_01091
OG0000731	Syaj.g_02814	Prag.g_01095
OG0000732	Syaj.g_02315	Prag.g_01102
OG0000733	Syaj.g_02151	Prag.g_01121
OG0000734	Syaj.g_01895	Prag.g_01138
OG0000735	Syaj.g_00286	Prag.g_01140
OG0000736	Syaj.g_00287	Prag.g_01141
OG0000737	Syaj.g_00288	Prag.g_01142
OG0000738	Syaj.g_00293	Prag.g_01146
OG0000739	Syaj.g_00295	Prag.g_01147
OG0000740	Syaj.g_00296	Prag.g_01148
OG0000741	Syaj.g_00299	Prag.g_01149
OG0000742	Syaj.g_00301	Prag.g_01152
OG0000743	Syaj.g_00303	Prag.g_01154
OG0000744	Syaj.g_00304	Prag.g_01155
OG0000745	Syaj.g_00306	Prag.g_01156
OG0000746	Syaj.g_00308	Prag.g_01158
OG0000747	Syaj.g_00309	Prag.g_01159
OG0000748	Syaj.g_00319	Prag.g_01162
OG0000749	Syaj.g_00322	Prag.g_01163
OG0000750	Syaj.g_00323	Prag.g_01164
OG0000751	Syaj.g_00331	Prag.g_01166
OG0000752	Syaj.g_00333	Prag.g_01168
OG0000753	Syaj.g_00336	Prag.g_01171
OG0000754	Syaj.g_00643	Prag.g_01174
OG0000755	Syaj.g_00631	Prag.g_01177
OG0000756	Syaj.g_00625	Prag.g_01178
OG0000757	Syaj.g_00614	Prag.g_01184
OG0000758	Syaj.g_00613	Prag.g_01185
OG0000759	Syaj.g_00612	Prag.g_01186
OG0000760	Syaj.g_00611	Prag.g_01187
OG0000761	Syaj.g_00609	Prag.g_01188
OG0000762	Syaj.g_00603	Prag.g_01189
OG0000763	Syaj.g_00597	Prag.g_01191
OG0000764	Syaj.g_00596	Prag.g_01192
OG0000765	Syaj.g_00577	Prag.g_01201
OG0000766	Syaj.g_00576	Prag.g_01202
OG0000767	Syaj.g_00574	Prag.g_01204
OG0000768	Syaj.g_00573	Prag.g_01205
OG0000769	Syaj.g_00571	Prag.g_01207
OG0000770	Syaj.g_00567	Prag.g_01209
OG0000771	Syaj.g_00415	Prag.g_01219
OG0000772	Syaj.g_01208	Prag.g_01328
OG0000773	Syaj.g_00280	Prag.g_01344
OG0000774	Syaj.g_01502	Prag.g_01346
OG0000775	Syaj.g_01504	Prag.g_01350
OG0000776	Syaj.g_01505	Prag.g_01351
OG0000777	Syaj.g_01506	Prag.g_01352
OG0000778	Syaj.g_01507	Prag.g_01353
OG0000779	Syaj.g_01513	Prag.g_01357
OG0000780	Syaj.g_01517	Prag.g_01358
OG0000781	Syaj.g_01521	Prag.g_01361
OG0000782	Syaj.g_01522	Prag.g_01362
OG0000783	Syaj.g_01524	Prag.g_01363
OG0000784	Syaj.g_01525	Prag.g_01364
OG0000785	Syaj.g_01526	Prag.g_01366
OG0000786	Syaj.g_00265	Prag.g_01368
OG0000787	Syaj.g_00264	Prag.g_01369
OG0000788	Syaj.g_01270	Prag.g_01376
OG0000789	Syaj.g_01121	Prag.g_01379
OG0000790	Syaj.g_00054	Prag.g_01394
OG0000791	Syaj.g_00053	Prag.g_01396
OG0000792	Syaj.g_00052	Prag.g_01397
OG0000793	Syaj.g_00047	Prag.g_01400
OG0000794	Syaj.g_00046	Prag.g_01401
OG0000795	Syaj.g_00045	Prag.g_01402
OG0000796	Syaj.g_00039	Prag.g_01406
OG0000797	Syaj.g_00038	Prag.g_01407
OG0000798	Syaj.g_02568	Prag.g_01430
OG0000799	Syaj.g_01352	Prag.g_01470
OG0000800	Syaj.g_01354	Prag.g_01471
OG0000801	Syaj.g_01355	Prag.g_01472
OG0000802	Syaj.g_01359	Prag.g_01474
OG0000803	Syaj.g_01363	Prag.g_01476
OG0000804	Syaj.g_01366	Prag.g_01477
OG0000805	Syaj.g_01369	Prag.g_01479
OG0000806	Syaj.g_01370	Prag.g_01481
OG0000807	Syaj.g_01372	Prag.g_01482
OG0000808	Syaj.g_01373	Prag.g_01483
OG0000809	Syaj.g_01376	Prag.g_01486
OG0000810	Syaj.g_01377	Prag.g_01487
OG0000811	Syaj.g_01385	Prag.g_01493
OG0000812	Syaj.g_01387	Prag.g_01495
OG0000813	Syaj.g_01388	Prag.g_01496
OG0000814	Syaj.g_01390	Prag.g_01498
OG0000815	Syaj.g_01391	Prag.g_01499
OG0000816	Syaj.g_01392	Prag.g_01501
OG0000817	Syaj.g_01393	Prag.g_01502
OG0000818	Syaj.g_01399	Prag.g_01507
OG0000819	Syaj.g_01400	Prag.g_01508
OG0000820	Syaj.g_01401	Prag.g_01509
OG0000821	Syaj.g_01412	Prag.g_01512
OG0000822	Syaj.g_01414	Prag.g_01513
OG0000823	Syaj.g_01415	Prag.g_01514
OG0000824	Syaj.g_01421	Prag.g_01517
OG0000825	Syaj.g_01422	Prag.g_01518
OG0000826	Syaj.g_01423	Prag.g_01519
OG0000827	Syaj.g_01424	Prag.g_01520
OG0000828	Syaj.g_01427	Prag.g_01524
OG0000829	Syaj.g_01428	Prag.g_01525
OG0000830	Syaj.g_01429	Prag.g_01526
OG0000831	Syaj.g_01431	Prag.g_01528
OG0000832	Syaj.g_01635	Prag.g_01534
OG0000833	Syaj.g_01647	Prag.g_01542
OG0000834	Syaj.g_01649	Prag.g_01543
OG0000835	Syaj.g_01650	Prag.g_01544
OG0000836	Syaj.g_01654	Prag.g_01545
OG0000837	Syaj.g_01661	Prag.g_01546
OG0000838	Syaj.g_01665	Prag.g_01548
OG0000839	Syaj.g_01666	Prag.g_01549
OG0000840	Syaj.g_01667	Prag.g_01550
OG0000841	Syaj.g_01668	Prag.g_01551
OG0000842	Syaj.g_01669	Prag.g_01552
OG0000843	Syaj.g_01670	Prag.g_01553
OG0000844	Syaj.g_01680	Prag.g_01554
OG0000845	Syaj.g_01681	Prag.g_01555
OG0000846	Syaj.g_01682	Prag.g_01556
OG0000847	Syaj.g_01683	Prag.g_01557
OG0000848	Syaj.g_01685	Prag.g_01558
OG0000849	Syaj.g_01686	Prag.g_01559
OG0000850	Syaj.g_01689	Prag.g_01561
OG0000851	Syaj.g_01694	Prag.g_01562
OG0000852	Syaj.g_01695	Prag.g_01563
OG0000853	Syaj.g_01699	Prag.g_01567
OG0000854	Syaj.g_01701	Prag.g_01569
OG0000855	Syaj.g_01702	Prag.g_01570
OG0000856	Syaj.g_01296	Prag.g_01583
OG0000857	Syaj.g_01005	Prag.g_01611
OG0000858	Syaj.g_01708	Prag.g_01663
OG0000859	Syaj.g_01709	Prag.g_01664
OG0000860	Syaj.g_01723	Prag.g_01671
OG0000861	Syaj.g_01724	Prag.g_01672
OG0000862	Syaj.g_01725	Prag.g_01673
OG0000863	Syaj.g_01728	Prag.g_01675
OG0000864	Syaj.g_01729	Prag.g_01676
OG0000865	Syaj.g_01730	Prag.g_01677
OG0000866	Syaj.g_01731	Prag.g_01678
OG0000867	Syaj.g_01732	Prag.g_01679
OG0000868	Syaj.g_01734	Prag.g_01680
OG0000869	Syaj.g_01742	Prag.g_01684
OG0000870	Syaj.g_01747	Prag.g_01689
OG0000871	Syaj.g_01748	Prag.g_01690
OG0000872	Syaj.g_01756	Prag.g_01691
OG0000873	Syaj.g_01759	Prag.g_01694
OG0000874	Syaj.g_01754	Prag.g_01697
OG0000875	Syaj.g_01762	Prag.g_01698
OG0000876	Syaj.g_02084	Prag.g_01699
OG0000877	Syaj.g_01586	Prag.g_01701
OG0000878	Syaj.g_01587	Prag.g_01702
OG0000879	Syaj.g_01588	Prag.g_01703
OG0000880	Syaj.g_01589	Prag.g_01704
OG0000881	Syaj.g_01595	Prag.g_01708
OG0000882	Syaj.g_01599	Prag.g_01713
OG0000883	Syaj.g_01601	Prag.g_01715
OG0000884	Syaj.g_01603	Prag.g_01717
OG0000885	Syaj.g_01604	Prag.g_01718
OG0000886	Syaj.g_01605	Prag.g_01719
OG0000887	Syaj.g_01606	Prag.g_01720
OG0000888	Syaj.g_01608	Prag.g_01722
OG0000889	Syaj.g_01610	Prag.g_01724
OG0000890	Syaj.g_01615	Prag.g_01725
OG0000891	Syaj.g_01616	Prag.g_01726
OG0000892	Syaj.g_01620	Prag.g_01728
OG0000893	Syaj.g_02636	Prag.g_01732
OG0000894	Syaj.g_02639	Prag.g_01734
OG0000895	Syaj.g_02643	Prag.g_01737
OG0000896	Syaj.g_02644	Prag.g_01738
OG0000897	Syaj.g_02646	Prag.g_01740
OG0000898	Syaj.g_02647	Prag.g_01741
OG0000899	Syaj.g_02648	Prag.g_01742
OG0000900	Syaj.g_02649	Prag.g_01743
OG0000901	Syaj.g_02654	Prag.g_01746
OG0000902	Syaj.g_02656	Prag.g_01748
OG0000903	Syaj.g_02689	Prag.g_01751
OG0000904	Syaj.g_02684	Prag.g_01753
OG0000905	Syaj.g_02678	Prag.g_01757
OG0000906	Syaj.g_02676	Prag.g_01758
OG0000907	Syaj.g_02692	Prag.g_01762
OG0000908	Syaj.g_02695	Prag.g_01765
OG0000909	Syaj.g_02696	Prag.g_01766
OG0000910	Syaj.g_02697	Prag.g_01767
OG0000911	Syaj.g_02699	Prag.g_01769
OG0000912	Syaj.g_02700	Prag.g_01770
OG0000913	Syaj.g_02701	Prag.g_01771
OG0000914	Syaj.g_02702	Prag.g_01772
OG0000915	Syaj.g_02704	Prag.g_01773
OG0000916	Syaj.g_02705	Prag.g_01774
OG0000917	Syaj.g_02706	Prag.g_01775
OG0000918	Syaj.g_02707	Prag.g_01776
OG0000919	Syaj.g_02708	Prag.g_01777
OG0000920	Syaj.g_02709	Prag.g_01778
OG0000921	Syaj.g_02710	Prag.g_01779
OG0000922	Syaj.g_02711	Prag.g_01780
OG0000923	Syaj.g_02715	Prag.g_01784
OG0000924	Syaj.g_02716	Prag.g_01785
OG0000925	Syaj.g_02717	Prag.g_01786
OG0000926	Syaj.g_02718	Prag.g_01787
OG0000927	Syaj.g_02720	Prag.g_01789
OG0000928	Syaj.g_02721	Prag.g_01790
OG0000929	Syaj.g_02722	Prag.g_01791
OG0000930	Syaj.g_02723	Prag.g_01792
OG0000931	Syaj.g_02724	Prag.g_01793
OG0000932	Syaj.g_02725	Prag.g_01794
OG0000933	Syaj.g_02731	Prag.g_01798
OG0000934	Syaj.g_02733	Prag.g_01800
OG0000935	Syaj.g_02734	Prag.g_01801
OG0000936	Syaj.g_02735	Prag.g_01802
OG0000937	Syaj.g_02736	Prag.g_01803
OG0000938	Syaj.g_02739	Prag.g_01805
OG0000939	Syaj.g_02740	Prag.g_01806
OG0000940	Syaj.g_02747	Prag.g_01813
OG0000941	Syaj.g_02749	Prag.g_01815
OG0000942	Syaj.g_02751	Prag.g_01817
OG0000943	Syaj.g_02752	Prag.g_01818
OG0000944	Syaj.g_02754	Prag.g_01819
OG0000945	Syaj.g_02756	Prag.g_01820
OG0000946	Syaj.g_02761	Prag.g_01824
OG0000947	Syaj.g_02764	Prag.g_01826
OG0000948	Syaj.g_02765	Prag.g_01827
OG0000949	Syaj.g_02474	Prag.g_01830
OG0000950	Syaj.g_02459	Prag.g_01835
OG0000951	Syaj.g_02452	Prag.g_01839
OG0000952	Syaj.g_02446	Prag.g_01843
OG0000953	Syaj.g_02442	Prag.g_01846
OG0000954	Syaj.g_02435	Prag.g_01850
OG0000955	Syaj.g_02434	Prag.g_01851
OG0000956	Syaj.g_02432	Prag.g_01853
OG0000957	Syaj.g_02419	Prag.g_01859
OG0000958	Syaj.g_02418	Prag.g_01860
OG0000959	Syaj.g_02413	Prag.g_01864
OG0000960	Syaj.g_02412	Prag.g_01865
OG0000961	Syaj.g_02402	Prag.g_01867
OG0000962	Syaj.g_02398	Prag.g_01869
OG0000963	Syaj.g_02393	Prag.g_01873
OG0000964	Syaj.g_02392	Prag.g_01874
OG0000965	Syaj.g_02391	Prag.g_01875
OG0000966	Syaj.g_02370	Prag.g_01882
OG0000967	Syaj.g_02334	Prag.g_01886
OG0000968	Syaj.g_02363	Prag.g_01888
OG0000969	Syaj.g_02338	Prag.g_01889
OG0000970	Syaj.g_02337	Prag.g_01890
OG0000971	Syaj.g_02331	Prag.g_01891
OG0000972	Syaj.g_02330	Prag.g_01892
OG0000973	Syaj.g_02329	Prag.g_01893
OG0000974	Syaj.g_02328	Prag.g_01894
OG0000975	Syaj.g_02327	Prag.g_01895
OG0000976	Syaj.g_02326	Prag.g_01896
OG0000977	Syaj.g_02324	Prag.g_01897
OG0000978	Syaj.g_02322	Prag.g_01898
OG0000979	Syaj.g_02319	Prag.g_01901
OG0000980	Syaj.g_02316	Prag.g_01903
OG0000981	Syaj.g_02313	Prag.g_01905
OG0000982	Syaj.g_02112	Prag.g_01907
OG0000983	Syaj.g_02113	Prag.g_01908
OG0000984	Syaj.g_02114	Prag.g_01909
OG0000985	Syaj.g_02116	Prag.g_01912
OG0000986	Syaj.g_02123	Prag.g_01914
OG0000987	Syaj.g_02125	Prag.g_01915
OG0000988	Syaj.g_02131	Prag.g_01918
OG0000989	Syaj.g_02142	Prag.g_01922
OG0000990	Syaj.g_02165	Prag.g_01925
OG0000991	Syaj.g_02168	Prag.g_01926
OG0000992	Syaj.g_02171	Prag.g_01928
OG0000993	Syaj.g_02173	Prag.g_01929
OG0000994	Syaj.g_02177	Prag.g_01930
OG0000995	Syaj.g_02182	Prag.g_01934
OG0000996	Syaj.g_02221	Prag.g_01935
OG0000997	Syaj.g_02228	Prag.g_01936
OG0000998	Syaj.g_02230	Prag.g_01938
OG0000999	Syaj.g_02231	Prag.g_01939
OG0001000	Syaj.g_02236	Prag.g_01942
OG0001001	Syaj.g_02241	Prag.g_01944
OG0001002	Syaj.g_02248	Prag.g_01948
OG0001003	Syaj.g_02250	Prag.g_01949
OG0001004	Syaj.g_02251	Prag.g_01950
OG0001005	Syaj.g_02252	Prag.g_01951
OG0001006	Syaj.g_02260	Prag.g_01955
OG0001007	Syaj.g_02262	Prag.g_01957
OG0001008	Syaj.g_01554	Prag.g_00416
OG0001009	Syaj.g_02294	Prag.g_00027
OG0001010	Syaj.g_02295	Prag.g_00028
OG0001011	Syaj.g_02296	Prag.g_00029
OG0001012	Syaj.g_02108	Prag.g_00043
OG0001014	Syaj.g_02083	Prag.g_00051
OG0001015	Syaj.g_02082	Prag.g_00052
OG0001016	Syaj.g_01824	Prag.g_00067
OG0001017	Syaj.g_01830	Prag.g_00071
OG0001018	Syaj.g_01832	Prag.g_00074
OG0001019	Syaj.g_01849	Prag.g_00083
OG0001020	Syaj.g_01862	Prag.g_00084
OG0001021	Syaj.g_01867	Prag.g_00085
OG0001022	Syaj.g_01872	Prag.g_00087
OG0001023	Syaj.g_01873	Prag.g_00088
OG0001024	Syaj.g_01877	Prag.g_00091
OG0001025	Syaj.g_01884	Prag.g_00097
OG0001026	Syaj.g_01897	Prag.g_00104
OG0001027	Syaj.g_01903	Prag.g_00105
OG0001028	Syaj.g_01905	Prag.g_00107
OG0001029	Syaj.g_01907	Prag.g_00108
OG0001030	Syaj.g_01933	Prag.g_00123
OG0001031	Syaj.g_02012	Prag.g_00179
OG0001032	Syaj.g_02015	Prag.g_00180
OG0001033	Syaj.g_02044	Prag.g_00201
OG0001034	Syaj.g_02875	Prag.g_00229
OG0001035	Syaj.g_02603	Prag.g_00246
OG0001036	Syaj.g_02599	Prag.g_00250
OG0001037	Syaj.g_02597	Prag.g_00251
OG0001038	Syaj.g_02567	Prag.g_00269
OG0001039	Syaj.g_02564	Prag.g_00272
OG0001040	Syaj.g_02561	Prag.g_00274
OG0001041	Syaj.g_02556	Prag.g_00278
OG0001042	Syaj.g_02527	Prag.g_00295
OG0001043	Syaj.g_02523	Prag.g_00296
OG0001044	Syaj.g_02804	Prag.g_00328
OG0001045	Syaj.g_02817	Prag.g_00337
OG0001046	Syaj.g_00851	Prag.g_00372
OG0001047	Syaj.g_01552	Prag.g_00418
OG0001048	Syaj.g_01551	Prag.g_00419
OG0001049	Syaj.g_01548	Prag.g_00421
OG0001050	Syaj.g_01547	Prag.g_00422
OG0001051	Syaj.g_01546	Prag.g_00423
OG0001052	Syaj.g_01448	Prag.g_00450
OG0001053	Syaj.g_00075	Prag.g_00462
OG0001054	Syaj.g_00092	Prag.g_00477
OG0001055	Syaj.g_00113	Prag.g_00496
OG0001056	Syaj.g_00149	Prag.g_00515
OG0001057	Syaj.g_00160	Prag.g_00520
OG0001058	Syaj.g_00183	Prag.g_00528
OG0001059	Syaj.g_00187	Prag.g_00532
OG0001060	Syaj.g_00193	Prag.g_00539
OG0001061	Syaj.g_00214	Prag.g_00552
OG0001062	Syaj.g_00216	Prag.g_00554
OG0001063	Syaj.g_00222	Prag.g_00556
OG0001064	Syaj.g_00223	Prag.g_00557
OG0001065	Syaj.g_00224	Prag.g_00558
OG0001066	Syaj.g_00225	Prag.g_00559
OG0001067	Syaj.g_00226	Prag.g_00560
OG0001068	Syaj.g_00227	Prag.g_00561
OG0001069	Syaj.g_00228	Prag.g_00562
OG0001070	Syaj.g_00231	Prag.g_00565
OG0001071	Syaj.g_00232	Prag.g_00566
OG0001072	Syaj.g_00236	Prag.g_00568
OG0001073	Syaj.g_00254	Prag.g_00582
OG0001074	Syaj.g_01327	Prag.g_00593
OG0001075	Syaj.g_01325	Prag.g_00594
OG0001076	Syaj.g_01305	Prag.g_00602
OG0001077	Syaj.g_01294	Prag.g_00606
OG0001078	Syaj.g_01282	Prag.g_00614
OG0001079	Syaj.g_01269	Prag.g_00625
OG0001080	Syaj.g_01135	Prag.g_00631
OG0001081	Syaj.g_00699	Prag.g_00633
OG0001082	Syaj.g_00700	Prag.g_00634
OG0001083	Syaj.g_00709	Prag.g_00639
OG0001084	Syaj.g_00711	Prag.g_00640
OG0001085	Syaj.g_00721	Prag.g_00648
OG0001086	Syaj.g_00723	Prag.g_00649
OG0001087	Syaj.g_00498	Prag.g_00666
OG0001088	Syaj.g_00494	Prag.g_00667
OG0001089	Syaj.g_00439	Prag.g_00675
OG0001090	Syaj.g_00959	Prag.g_00693
OG0001091	Syaj.g_00957	Prag.g_00695
OG0001092	Syaj.g_00954	Prag.g_00696
OG0001093	Syaj.g_00948	Prag.g_00701
OG0001094	Syaj.g_01032	Prag.g_00800
OG0001095	Syaj.g_01008	Prag.g_00819
OG0001096	Syaj.g_00988	Prag.g_00832
OG0001097	Syaj.g_00371	Prag.g_00849
OG0001098	Syaj.g_01132	Prag.g_00864
OG0001099	Syaj.g_01906	Prag.g_00895
OG0001100	Syaj.g_00732	Prag.g_00899
OG0001101	Syaj.g_00734	Prag.g_00901
OG0001102	Syaj.g_00737	Prag.g_00903
OG0001103	Syaj.g_00740	Prag.g_00905
OG0001104	Syaj.g_01050	Prag.g_00927
OG0001105	Syaj.g_01046	Prag.g_00931
OG0001106	Syaj.g_00912	Prag.g_00955
OG0001107	Syaj.g_00900	Prag.g_00962
OG0001108	Syaj.g_00870	Prag.g_00966
OG0001109	Syaj.g_00868	Prag.g_00967
OG0001110	Syaj.g_00866	Prag.g_00969
OG0001111	Syaj.g_00864	Prag.g_00970
OG0001112	Syaj.g_00862	Prag.g_00971
OG0001113	Syaj.g_00861	Prag.g_00972
OG0001114	Syaj.g_00860	Prag.g_00973
OG0001115	Syaj.g_00856	Prag.g_00975
OG0001116	Syaj.g_00854	Prag.g_00976
OG0001117	Syaj.g_00853	Prag.g_00977
OG0001118	Syaj.g_00852	Prag.g_00978
OG0001119	Syaj.g_00850	Prag.g_00979
OG0001120	Syaj.g_00846	Prag.g_00981
OG0001121	Syaj.g_00630	Prag.g_01118, Prag.g_00984
OG0001122	Syaj.g_00817	Prag.g_01008
OG0001123	Syaj.g_00810	Prag.g_01012
OG0001124	Syaj.g_00808	Prag.g_01014
OG0001125	Syaj.g_00806	Prag.g_01015
OG0001126	Syaj.g_00413	Prag.g_01025
