Orthogroup	Syaj	Prbn
OG0000537	Syaj.g_00085	Prbn.g_00622
OG0000538	Syaj.g_00096	Prbn.g_00613
OG0000539	Syaj.g_00097	Prbn.g_00612
OG0000540	Syaj.g_00098	Prbn.g_00611
OG0000541	Syaj.g_00099	Prbn.g_00610
OG0000542	Syaj.g_00102	Prbn.g_00609
OG0000543	Syaj.g_00104	Prbn.g_00607
OG0000544	Syaj.g_00105	Prbn.g_00606
OG0000545	Syaj.g_00107	Prbn.g_00604
OG0000546	Syaj.g_00109	Prbn.g_00601
OG0000547	Syaj.g_00111	Prbn.g_00599
OG0000548	Syaj.g_00112	Prbn.g_00598
OG0000549	Syaj.g_00118	Prbn.g_00596
OG0000550	Syaj.g_00123	Prbn.g_00592
OG0000551	Syaj.g_00128	Prbn.g_00589
OG0000552	Syaj.g_00129	Prbn.g_00588
OG0000553	Syaj.g_00133	Prbn.g_00587
OG0000554	Syaj.g_00145	Prbn.g_00582
OG0000555	Syaj.g_00163	Prbn.g_00574
OG0000556	Syaj.g_00167	Prbn.g_00572
OG0000557	Syaj.g_00178	Prbn.g_00571
OG0000558	Syaj.g_00181	Prbn.g_00569
OG0000559	Syaj.g_00185	Prbn.g_00565
OG0000560	Syaj.g_00188	Prbn.g_00562
OG0000561	Syaj.g_00189	Prbn.g_00561
OG0000562	Syaj.g_00190	Prbn.g_00560
OG0000563	Syaj.g_00191	Prbn.g_00559
OG0000564	Syaj.g_00192	Prbn.g_00558
OG0000565	Syaj.g_00195	Prbn.g_00556
OG0000566	Syaj.g_00199	Prbn.g_00552
OG0000567	Syaj.g_00203	Prbn.g_00548
OG0000568	Syaj.g_00207	Prbn.g_00547
OG0000569	Syaj.g_00208	Prbn.g_00546
OG0000570	Syaj.g_00209	Prbn.g_00545
OG0000571	Syaj.g_00213	Prbn.g_00543
OG0000572	Syaj.g_00230	Prbn.g_00529
OG0000573	Syaj.g_00238	Prbn.g_00523
OG0000574	Syaj.g_00242	Prbn.g_00522
OG0000575	Syaj.g_00247	Prbn.g_00518
OG0000576	Syaj.g_00249	Prbn.g_00516
OG0000577	Syaj.g_00250	Prbn.g_00515
OG0000578	Syaj.g_00251	Prbn.g_00514
OG0000579	Syaj.g_00252	Prbn.g_00513
OG0000580	Syaj.g_00253	Prbn.g_00512
OG0000581	Syaj.g_00261	Prbn.g_00509
OG0000582	Syaj.g_01338	Prbn.g_00506
OG0000583	Syaj.g_01337	Prbn.g_00505
OG0000584	Syaj.g_01336	Prbn.g_00504
OG0000585	Syaj.g_01334	Prbn.g_00502
OG0000586	Syaj.g_01333	Prbn.g_00501
OG0000587	Syaj.g_01331	Prbn.g_00500
OG0000588	Syaj.g_01313	Prbn.g_00496
OG0000589	Syaj.g_01308	Prbn.g_00494
OG0000590	Syaj.g_01307	Prbn.g_00493
OG0000591	Syaj.g_01299	Prbn.g_00489
OG0000592	Syaj.g_01298	Prbn.g_00488
OG0000593	Syaj.g_01287	Prbn.g_00423
OG0000594	Syaj.g_01286	Prbn.g_00424
OG0000595	Syaj.g_01285	Prbn.g_00425
OG0000596	Syaj.g_01280	Prbn.g_00429
OG0000597	Syaj.g_01277	Prbn.g_00432
OG0000598	Syaj.g_01276	Prbn.g_00433
OG0000599	Syaj.g_01273	Prbn.g_00436
OG0000600	Syaj.g_01272	Prbn.g_00437
OG0000601	Syaj.g_01271	Prbn.g_00438
OG0000602	Syaj.g_01266	Prbn.g_00440
OG0000603	Syaj.g_01265	Prbn.g_00441
OG0000604	Syaj.g_01262	Prbn.g_00442
OG0000605	Syaj.g_01153	Prbn.g_00443
OG0000606	Syaj.g_00698	Prbn.g_00446
OG0000607	Syaj.g_00702	Prbn.g_00449
OG0000608	Syaj.g_00703	Prbn.g_00450
OG0000609	Syaj.g_00705	Prbn.g_00834
OG0000610	Syaj.g_00714	Prbn.g_00840
OG0000611	Syaj.g_00717	Prbn.g_00843
OG0000612	Syaj.g_00718	Prbn.g_00844
OG0000613	Syaj.g_02500	Prbn.g_01591
OG0000614	Syaj.g_00480	Prbn.g_01570
OG0000615	Syaj.g_01065	Prbn.g_01559
OG0000616	Syaj.g_02245	Prbn.g_00905
OG0000617	Syaj.g_00952	Prbn.g_00860
OG0000618	Syaj.g_00951	Prbn.g_00861
OG0000619	Syaj.g_00950	Prbn.g_00862
OG0000620	Syaj.g_00945	Prbn.g_01947
OG0000621	Syaj.g_00944	Prbn.g_01948
OG0000622	Syaj.g_00943	Prbn.g_01949
OG0000623	Syaj.g_00942	Prbn.g_01950
OG0000624	Syaj.g_00940	Prbn.g_01952
OG0000625	Syaj.g_00939	Prbn.g_01345
OG0000626	Syaj.g_00938	Prbn.g_01346
OG0000627	Syaj.g_00765	Prbn.g_01347
OG0000628	Syaj.g_00766	Prbn.g_01348
OG0000629	Syaj.g_00769	Prbn.g_01349
OG0000630	Syaj.g_00773	Prbn.g_01352
OG0000631	Syaj.g_00786	Prbn.g_01445
OG0000632	Syaj.g_00787	Prbn.g_01444
OG0000633	Syaj.g_00789	Prbn.g_01443
OG0000634	Syaj.g_01030	Prbn.g_01550
OG0000635	Syaj.g_01029	Prbn.g_01549
OG0000636	Syaj.g_01024	Prbn.g_01547
OG0000637	Syaj.g_01022	Prbn.g_01545
OG0000638	Syaj.g_01021	Prbn.g_01544
OG0000639	Syaj.g_01020	Prbn.g_01543
OG0000640	Syaj.g_01019	Prbn.g_01542
OG0000641	Syaj.g_01015	Prbn.g_01538
OG0000642	Syaj.g_01014	Prbn.g_01537
OG0000643	Syaj.g_01012	Prbn.g_01536
OG0000644	Syaj.g_01011	Prbn.g_01535
OG0000645	Syaj.g_01009	Prbn.g_01534
OG0000646	Syaj.g_01006	Prbn.g_01532
OG0000647	Syaj.g_01004	Prbn.g_01530
OG0000648	Syaj.g_01001	Prbn.g_01528
OG0000649	Syaj.g_01000	Prbn.g_01527
OG0000650	Syaj.g_00999	Prbn.g_01526
OG0000651	Syaj.g_00998	Prbn.g_01525
OG0000652	Syaj.g_00997	Prbn.g_01524
OG0000653	Syaj.g_00991	Prbn.g_01522
OG0000654	Syaj.g_00990	Prbn.g_01521
OG0000655	Syaj.g_00989	Prbn.g_01520
OG0000656	Syaj.g_00986	Prbn.g_01517
OG0000657	Syaj.g_00382	Prbn.g_01509
OG0000658	Syaj.g_00379	Prbn.g_01507
OG0000659	Syaj.g_00378	Prbn.g_01506
OG0000660	Syaj.g_00374	Prbn.g_01502
OG0000661	Syaj.g_00372	Prbn.g_01500
OG0000662	Syaj.g_00370	Prbn.g_01498
OG0000663	Syaj.g_00367	Prbn.g_01496
OG0000664	Syaj.g_00358	Prbn.g_01495
OG0000665	Syaj.g_01243	Prbn.g_01489
OG0000666	Syaj.g_01154	Prbn.g_01488
OG0000667	Syaj.g_02661	Prbn.g_01484
OG0000668	Syaj.g_00816	Prbn.g_01930
OG0000669	Syaj.g_00730	Prbn.g_01632
OG0000670	Syaj.g_00733	Prbn.g_01629
OG0000671	Syaj.g_00735	Prbn.g_01626
OG0000672	Syaj.g_00739	Prbn.g_01623
OG0000673	Syaj.g_00742	Prbn.g_01620
OG0000674	Syaj.g_00744	Prbn.g_01618
OG0000675	Syaj.g_00757	Prbn.g_01617
OG0000676	Syaj.g_00759	Prbn.g_01615
OG0000677	Syaj.g_00760	Prbn.g_01614
OG0000678	Syaj.g_01075	Prbn.g_01612
OG0000679	Syaj.g_01061	Prbn.g_01608
OG0000680	Syaj.g_01060	Prbn.g_01607
OG0000681	Syaj.g_01057	Prbn.g_01604
OG0000682	Syaj.g_01056	Prbn.g_01603
OG0000683	Syaj.g_01055	Prbn.g_01602
OG0000684	Syaj.g_01051	Prbn.g_01600
OG0000685	Syaj.g_01049	Prbn.g_01598
OG0000686	Syaj.g_01048	Prbn.g_01597
OG0000687	Syaj.g_01047	Prbn.g_01596
OG0000688	Syaj.g_01041	Prbn.g_00848
OG0000689	Syaj.g_01039	Prbn.g_00849
OG0000690	Syaj.g_01038	Prbn.g_00850
OG0000691	Syaj.g_01037	Prbn.g_00851
OG0000692	Syaj.g_01036	Prbn.g_00853
OG0000693	Syaj.g_01034	Prbn.g_00854
OG0000694	Syaj.g_01033	Prbn.g_00855
OG0000695	Syaj.g_00791	Prbn.g_01441
OG0000696	Syaj.g_00792	Prbn.g_01440
OG0000697	Syaj.g_00932	Prbn.g_01439
OG0000698	Syaj.g_00929	Prbn.g_01436
OG0000699	Syaj.g_00928	Prbn.g_01435
OG0000700	Syaj.g_00927	Prbn.g_01434
OG0000701	Syaj.g_00926	Prbn.g_01433
OG0000702	Syaj.g_00916	Prbn.g_01431
OG0000703	Syaj.g_00915	Prbn.g_01430
OG0000704	Syaj.g_00913	Prbn.g_01428
OG0000705	Syaj.g_00906	Prbn.g_01425
OG0000706	Syaj.g_00905	Prbn.g_01424
OG0000707	Syaj.g_00904	Prbn.g_01423
OG0000708	Syaj.g_00901	Prbn.g_01421
OG0000709	Syaj.g_00872	Prbn.g_01417
OG0000710	Syaj.g_00867	Prbn.g_01414
OG0000711	Syaj.g_00839	Prbn.g_01396
OG0000712	Syaj.g_00837	Prbn.g_01395
OG0000713	Syaj.g_00836	Prbn.g_01394
OG0000714	Syaj.g_00834	Prbn.g_01393
OG0000715	Syaj.g_00832	Prbn.g_01391
OG0000716	Syaj.g_00825	Prbn.g_01389
OG0000717	Syaj.g_00824	Prbn.g_01388
OG0000718	Syaj.g_00820	Prbn.g_01384
OG0000719	Syaj.g_00818	Prbn.g_01382
OG0000720	Syaj.g_00805	Prbn.g_01370
OG0000721	Syaj.g_00803	Prbn.g_01366
OG0000722	Syaj.g_00802	Prbn.g_01365
OG0000723	Syaj.g_00934	Prbn.g_01361
OG0000724	Syaj.g_00421	Prbn.g_01466
OG0000725	Syaj.g_00430	Prbn.g_01472
OG0000726	Syaj.g_00431	Prbn.g_01473
OG0000727	Syaj.g_00432	Prbn.g_01474
OG0000728	Syaj.g_00434	Prbn.g_01476
OG0000729	Syaj.g_02397	Prbn.g_01106
OG0000730	Syaj.g_02802	Prbn.g_01147
OG0000731	Syaj.g_02814	Prbn.g_00111
OG0000732	Syaj.g_02315	Prbn.g_00954
OG0000733	Syaj.g_02151	Prbn.g_01651
OG0000734	Syaj.g_01895	Prbn.g_01173
OG0000735	Syaj.g_00286	Prbn.g_01175
OG0000736	Syaj.g_00287	Prbn.g_01176
OG0000737	Syaj.g_00288	Prbn.g_01177
OG0000738	Syaj.g_00293	Prbn.g_01181
OG0000739	Syaj.g_00295	Prbn.g_01182
OG0000740	Syaj.g_00296	Prbn.g_01183
OG0000741	Syaj.g_00299	Prbn.g_01185
OG0000742	Syaj.g_00301	Prbn.g_01188
OG0000743	Syaj.g_00303	Prbn.g_01190
OG0000744	Syaj.g_00304	Prbn.g_01191
OG0000745	Syaj.g_00306	Prbn.g_01192
OG0000746	Syaj.g_00308	Prbn.g_01194
OG0000747	Syaj.g_00309	Prbn.g_01195
OG0000748	Syaj.g_00319	Prbn.g_01199
OG0000749	Syaj.g_00322	Prbn.g_01200
OG0000750	Syaj.g_00323	Prbn.g_01201
OG0000751	Syaj.g_00331	Prbn.g_01204
OG0000752	Syaj.g_00333	Prbn.g_01206
OG0000753	Syaj.g_00336	Prbn.g_01208
OG0000754	Syaj.g_00643	Prbn.g_01211
OG0000755	Syaj.g_00631	Prbn.g_00390
OG0000756	Syaj.g_00625	Prbn.g_00391
OG0000757	Syaj.g_00614	Prbn.g_00398
OG0000758	Syaj.g_00613	Prbn.g_00399
OG0000759	Syaj.g_00612	Prbn.g_00400
OG0000760	Syaj.g_00611	Prbn.g_00401
OG0000761	Syaj.g_00609	Prbn.g_00402
OG0000762	Syaj.g_00603	Prbn.g_00403
OG0000763	Syaj.g_00597	Prbn.g_00405
OG0000764	Syaj.g_00596	Prbn.g_00406
OG0000765	Syaj.g_00577	Prbn.g_00414
OG0000766	Syaj.g_00576	Prbn.g_00415
OG0000767	Syaj.g_00574	Prbn.g_00417
OG0000768	Syaj.g_00573	Prbn.g_00418
OG0000769	Syaj.g_00571	Prbn.g_00420
OG0000770	Syaj.g_00567	Prbn.g_00483
OG0000771	Syaj.g_00415	Prbn.g_00886
OG0000772	Syaj.g_01208	Prbn.g_01671
OG0000773	Syaj.g_00280	Prbn.g_01093
OG0000774	Syaj.g_01502	Prbn.g_01091
OG0000775	Syaj.g_01504	Prbn.g_01089
OG0000776	Syaj.g_01505	Prbn.g_01088
OG0000777	Syaj.g_01506	Prbn.g_01087
OG0000778	Syaj.g_01507	Prbn.g_01086
OG0000779	Syaj.g_01513	Prbn.g_01082
OG0000780	Syaj.g_01517	Prbn.g_01081
OG0000781	Syaj.g_01521	Prbn.g_01077
OG0000782	Syaj.g_01522	Prbn.g_01076
OG0000783	Syaj.g_01524	Prbn.g_01075
OG0000784	Syaj.g_01525	Prbn.g_01074
OG0000785	Syaj.g_01526	Prbn.g_01072
OG0000786	Syaj.g_00265	Prbn.g_01069
OG0000787	Syaj.g_00264	Prbn.g_01068
OG0000788	Syaj.g_01270	Prbn.g_00615
OG0000789	Syaj.g_01121	Prbn.g_00883
OG0000790	Syaj.g_00054	Prbn.g_00155
OG0000791	Syaj.g_00053	Prbn.g_00157
OG0000792	Syaj.g_00052	Prbn.g_00158
OG0000793	Syaj.g_00047	Prbn.g_00161
OG0000794	Syaj.g_00046	Prbn.g_00162
OG0000795	Syaj.g_00045	Prbn.g_00163
OG0000796	Syaj.g_00039	Prbn.g_00167
OG0000797	Syaj.g_00038	Prbn.g_00168
OG0000799	Syaj.g_01352	Prbn.g_00195
OG0000800	Syaj.g_01354	Prbn.g_00196
OG0000801	Syaj.g_01355	Prbn.g_00197
OG0000802	Syaj.g_01359	Prbn.g_00199
OG0000803	Syaj.g_01363	Prbn.g_00201
OG0000804	Syaj.g_01366	Prbn.g_00202
OG0000805	Syaj.g_01369	Prbn.g_00204
OG0000806	Syaj.g_01370	Prbn.g_00206
OG0000807	Syaj.g_01372	Prbn.g_00207
OG0000808	Syaj.g_01373	Prbn.g_00208
OG0000809	Syaj.g_01376	Prbn.g_00210
OG0000810	Syaj.g_01377	Prbn.g_00211
OG0000811	Syaj.g_01385	Prbn.g_00215
OG0000812	Syaj.g_01387	Prbn.g_00217
OG0000813	Syaj.g_01388	Prbn.g_00218
OG0000814	Syaj.g_01390	Prbn.g_00220
OG0000815	Syaj.g_01391	Prbn.g_00221
OG0000816	Syaj.g_01392	Prbn.g_00223
OG0000817	Syaj.g_01393	Prbn.g_00224
OG0000818	Syaj.g_01399	Prbn.g_00229
OG0000819	Syaj.g_01400	Prbn.g_00230
OG0000820	Syaj.g_01401	Prbn.g_00231
OG0000821	Syaj.g_01412	Prbn.g_00235
OG0000822	Syaj.g_01414	Prbn.g_00236
OG0000823	Syaj.g_01415	Prbn.g_00237
OG0000824	Syaj.g_01421	Prbn.g_00240
OG0000825	Syaj.g_01422	Prbn.g_00241
OG0000826	Syaj.g_01423	Prbn.g_00242
OG0000827	Syaj.g_01424	Prbn.g_00243
OG0000828	Syaj.g_01427	Prbn.g_00246
OG0000829	Syaj.g_01428	Prbn.g_00247
OG0000830	Syaj.g_01429	Prbn.g_00248
OG0000831	Syaj.g_01431	Prbn.g_00250
OG0000832	Syaj.g_01635	Prbn.g_00260
OG0000833	Syaj.g_01647	Prbn.g_00269
OG0000834	Syaj.g_01649	Prbn.g_00270
OG0000835	Syaj.g_01650	Prbn.g_00271
OG0000836	Syaj.g_01654	Prbn.g_00272
OG0000837	Syaj.g_01661	Prbn.g_00273
OG0000838	Syaj.g_01665	Prbn.g_00275
OG0000839	Syaj.g_01666	Prbn.g_00276
OG0000840	Syaj.g_01667	Prbn.g_00277
OG0000841	Syaj.g_01668	Prbn.g_00278
OG0000842	Syaj.g_01669	Prbn.g_00279
OG0000843	Syaj.g_01670	Prbn.g_00280
OG0000844	Syaj.g_01680	Prbn.g_00281
OG0000845	Syaj.g_01681	Prbn.g_00282
OG0000846	Syaj.g_01682	Prbn.g_00283
OG0000847	Syaj.g_01683	Prbn.g_00284
OG0000848	Syaj.g_01685	Prbn.g_00285
OG0000849	Syaj.g_01686	Prbn.g_00286
OG0000850	Syaj.g_01689	Prbn.g_00288
OG0000851	Syaj.g_01694	Prbn.g_00289
OG0000852	Syaj.g_01695	Prbn.g_00904
OG0000853	Syaj.g_01699	Prbn.g_00898
OG0000854	Syaj.g_01701	Prbn.g_00896
OG0000855	Syaj.g_01702	Prbn.g_00895
OG0000856	Syaj.g_01296	Prbn.g_00486
OG0000857	Syaj.g_01005	Prbn.g_01531
OG0000858	Syaj.g_01708	Prbn.g_01738
OG0000859	Syaj.g_01709	Prbn.g_01739
OG0000860	Syaj.g_01723	Prbn.g_01747
OG0000861	Syaj.g_01724	Prbn.g_01748
OG0000862	Syaj.g_01725	Prbn.g_01749
OG0000863	Syaj.g_01728	Prbn.g_01751
OG0000864	Syaj.g_01729	Prbn.g_01752
OG0000865	Syaj.g_01730	Prbn.g_01753
OG0000866	Syaj.g_01731	Prbn.g_01754
OG0000867	Syaj.g_01732	Prbn.g_01755
OG0000868	Syaj.g_01734	Prbn.g_01757
OG0000869	Syaj.g_01742	Prbn.g_01760
OG0000870	Syaj.g_01747	Prbn.g_01765
OG0000871	Syaj.g_01748	Prbn.g_01766
OG0000872	Syaj.g_01756	Prbn.g_01767
OG0000873	Syaj.g_01759	Prbn.g_01771
OG0000874	Syaj.g_01754	Prbn.g_01774
OG0000875	Syaj.g_01762	Prbn.g_01775
OG0000876	Syaj.g_02084	Prbn.g_01776
OG0000877	Syaj.g_01586	Prbn.g_01778
OG0000878	Syaj.g_01587	Prbn.g_01779
OG0000879	Syaj.g_01588	Prbn.g_01780
OG0000880	Syaj.g_01589	Prbn.g_01781
OG0000881	Syaj.g_01595	Prbn.g_01785
OG0000882	Syaj.g_01599	Prbn.g_01790
OG0000883	Syaj.g_01601	Prbn.g_01792
OG0000884	Syaj.g_01603	Prbn.g_01794
OG0000885	Syaj.g_01604	Prbn.g_01795
OG0000886	Syaj.g_01605	Prbn.g_01796
OG0000887	Syaj.g_01606	Prbn.g_01797
OG0000888	Syaj.g_01608	Prbn.g_01799
OG0000889	Syaj.g_01610	Prbn.g_01801
OG0000890	Syaj.g_01615	Prbn.g_01802
OG0000891	Syaj.g_01616	Prbn.g_01803
OG0000892	Syaj.g_01620	Prbn.g_01805
OG0000893	Syaj.g_02636	Prbn.g_01809
OG0000894	Syaj.g_02639	Prbn.g_01812
OG0000895	Syaj.g_02643	Prbn.g_01816
OG0000896	Syaj.g_02644	Prbn.g_01817
OG0000897	Syaj.g_02646	Prbn.g_01819
OG0000898	Syaj.g_02647	Prbn.g_01820
OG0000899	Syaj.g_02648	Prbn.g_01821
OG0000900	Syaj.g_02649	Prbn.g_01822
OG0000901	Syaj.g_02654	Prbn.g_01825
OG0000902	Syaj.g_02656	Prbn.g_01827
OG0000903	Syaj.g_02689	Prbn.g_01831
OG0000904	Syaj.g_02684	Prbn.g_01835
OG0000905	Syaj.g_02678	Prbn.g_01829
OG0000906	Syaj.g_02676	Prbn.g_01828
OG0000907	Syaj.g_02692	Prbn.g_01838
OG0000908	Syaj.g_02695	Prbn.g_01841
OG0000909	Syaj.g_02696	Prbn.g_01842
OG0000910	Syaj.g_02697	Prbn.g_01843
OG0000911	Syaj.g_02699	Prbn.g_01845
OG0000912	Syaj.g_02700	Prbn.g_01846
OG0000913	Syaj.g_02701	Prbn.g_01847
OG0000914	Syaj.g_02702	Prbn.g_01848
OG0000915	Syaj.g_02704	Prbn.g_01849
OG0000916	Syaj.g_02705	Prbn.g_01850
OG0000917	Syaj.g_02706	Prbn.g_01851
OG0000918	Syaj.g_02707	Prbn.g_01852
OG0000919	Syaj.g_02708	Prbn.g_01853
OG0000920	Syaj.g_02709	Prbn.g_01854
OG0000921	Syaj.g_02710	Prbn.g_01855
OG0000922	Syaj.g_02711	Prbn.g_01856
OG0000923	Syaj.g_02715	Prbn.g_01860
OG0000924	Syaj.g_02716	Prbn.g_01861
OG0000925	Syaj.g_02717	Prbn.g_01862
OG0000926	Syaj.g_02718	Prbn.g_01863
OG0000927	Syaj.g_02720	Prbn.g_01865
OG0000928	Syaj.g_02721	Prbn.g_01866
OG0000929	Syaj.g_02722	Prbn.g_01867
OG0000930	Syaj.g_02723	Prbn.g_01868
OG0000931	Syaj.g_02724	Prbn.g_01869
OG0000932	Syaj.g_02725	Prbn.g_01870
OG0000933	Syaj.g_02731	Prbn.g_01874
OG0000934	Syaj.g_02733	Prbn.g_01876
OG0000935	Syaj.g_02734	Prbn.g_01877
OG0000936	Syaj.g_02735	Prbn.g_01878
OG0000937	Syaj.g_02736	Prbn.g_01879
OG0000938	Syaj.g_02739	Prbn.g_01882
OG0000939	Syaj.g_02740	Prbn.g_01883
OG0000940	Syaj.g_02747	Prbn.g_01890
OG0000941	Syaj.g_02749	Prbn.g_01892
OG0000942	Syaj.g_02751	Prbn.g_01894
OG0000943	Syaj.g_02752	Prbn.g_01895
OG0000944	Syaj.g_02754	Prbn.g_01897
OG0000945	Syaj.g_02756	Prbn.g_01898
OG0000946	Syaj.g_02761	Prbn.g_01903
OG0000947	Syaj.g_02764	Prbn.g_01905
OG0000948	Syaj.g_02765	Prbn.g_01906
OG0000949	Syaj.g_02474	Prbn.g_01909
OG0000950	Syaj.g_02459	Prbn.g_01916
OG0000951	Syaj.g_02452	Prbn.g_01920
OG0000952	Syaj.g_02446	Prbn.g_01015
OG0000953	Syaj.g_02442	Prbn.g_01011
OG0000954	Syaj.g_02435	Prbn.g_01007
OG0000955	Syaj.g_02434	Prbn.g_01006
OG0000956	Syaj.g_02432	Prbn.g_01004
OG0000957	Syaj.g_02419	Prbn.g_00998
OG0000958	Syaj.g_02418	Prbn.g_00997
OG0000959	Syaj.g_02413	Prbn.g_00993
OG0000960	Syaj.g_02412	Prbn.g_00992
OG0000961	Syaj.g_02402	Prbn.g_00989
OG0000962	Syaj.g_02398	Prbn.g_00987
OG0000963	Syaj.g_02393	Prbn.g_00983
OG0000964	Syaj.g_02392	Prbn.g_00982
OG0000965	Syaj.g_02391	Prbn.g_00981
OG0000966	Syaj.g_02370	Prbn.g_00975
OG0000967	Syaj.g_02334	Prbn.g_00971
OG0000968	Syaj.g_02363	Prbn.g_00969
OG0000969	Syaj.g_02338	Prbn.g_00968
OG0000970	Syaj.g_02337	Prbn.g_00967
OG0000971	Syaj.g_02331	Prbn.g_00966
OG0000972	Syaj.g_02330	Prbn.g_00965
OG0000973	Syaj.g_02329	Prbn.g_00964
OG0000974	Syaj.g_02328	Prbn.g_00963
OG0000975	Syaj.g_02327	Prbn.g_00962
OG0000976	Syaj.g_02326	Prbn.g_00961
OG0000977	Syaj.g_02324	Prbn.g_00960
OG0000978	Syaj.g_02322	Prbn.g_00959
OG0000979	Syaj.g_02319	Prbn.g_00957
OG0000980	Syaj.g_02316	Prbn.g_00955
OG0000981	Syaj.g_02313	Prbn.g_00952
OG0000982	Syaj.g_02112	Prbn.g_00950
OG0000983	Syaj.g_02113	Prbn.g_00949
OG0000984	Syaj.g_02114	Prbn.g_00948
OG0000985	Syaj.g_02116	Prbn.g_00945
OG0000986	Syaj.g_02123	Prbn.g_00943
OG0000987	Syaj.g_02125	Prbn.g_00942
OG0000988	Syaj.g_02131	Prbn.g_00939
OG0000989	Syaj.g_02142	Prbn.g_00935
OG0000990	Syaj.g_02165	Prbn.g_00931
OG0000991	Syaj.g_02168	Prbn.g_00930
OG0000992	Syaj.g_02171	Prbn.g_00927
OG0000993	Syaj.g_02173	Prbn.g_00926
OG0000994	Syaj.g_02177	Prbn.g_00925
OG0000995	Syaj.g_02182	Prbn.g_00921
OG0000996	Syaj.g_02221	Prbn.g_00920
OG0000997	Syaj.g_02228	Prbn.g_00917
OG0000998	Syaj.g_02230	Prbn.g_00915
OG0000999	Syaj.g_02231	Prbn.g_00914
OG0001000	Syaj.g_02236	Prbn.g_00911
OG0001001	Syaj.g_02241	Prbn.g_00908
OG0001002	Syaj.g_02248	Prbn.g_00291
OG0001003	Syaj.g_02250	Prbn.g_00292
OG0001004	Syaj.g_02251	Prbn.g_00293
OG0001005	Syaj.g_02252	Prbn.g_00294
OG0001006	Syaj.g_02260	Prbn.g_00298
OG0001007	Syaj.g_02262	Prbn.g_00300
OG0001008	Syaj.g_01554	Prbn.g_00676
OG0001009	Syaj.g_02294	Prbn.g_00755
OG0001010	Syaj.g_02295	Prbn.g_00754
OG0001011	Syaj.g_02296	Prbn.g_00752
OG0001012	Syaj.g_02108	Prbn.g_00738
OG0001014	Syaj.g_02083	Prbn.g_00728
OG0001015	Syaj.g_02082	Prbn.g_00726
OG0001016	Syaj.g_01824	Prbn.g_00704
OG0001017	Syaj.g_01830	Prbn.g_01343
OG0001018	Syaj.g_01832	Prbn.g_01341
OG0001019	Syaj.g_01849	Prbn.g_01332
OG0001020	Syaj.g_01862	Prbn.g_01331
OG0001021	Syaj.g_01867	Prbn.g_01330
OG0001022	Syaj.g_01872	Prbn.g_01327
OG0001023	Syaj.g_01873	Prbn.g_01326
OG0001024	Syaj.g_01877	Prbn.g_01322
OG0001025	Syaj.g_01884	Prbn.g_01315
OG0001026	Syaj.g_01897	Prbn.g_01306
OG0001027	Syaj.g_01903	Prbn.g_01305
OG0001028	Syaj.g_01905	Prbn.g_01303
OG0001029	Syaj.g_01907	Prbn.g_01302
OG0001030	Syaj.g_01933	Prbn.g_01286
OG0001031	Syaj.g_02012	Prbn.g_00367
OG0001032	Syaj.g_02015	Prbn.g_00366
OG0001033	Syaj.g_02044	Prbn.g_00345
OG0001034	Syaj.g_02875	Prbn.g_00314
OG0001035	Syaj.g_02603	Prbn.g_00021
OG0001036	Syaj.g_02599	Prbn.g_00025
OG0001037	Syaj.g_02597	Prbn.g_00026
OG0001038	Syaj.g_02567	Prbn.g_00045
OG0001039	Syaj.g_02564	Prbn.g_00048
OG0001040	Syaj.g_02561	Prbn.g_00050
OG0001041	Syaj.g_02556	Prbn.g_00055
OG0001042	Syaj.g_02527	Prbn.g_00072
OG0001043	Syaj.g_02523	Prbn.g_00073
OG0001044	Syaj.g_02804	Prbn.g_00104
OG0001045	Syaj.g_02817	Prbn.g_00113
OG0001046	Syaj.g_00851	Prbn.g_01697
OG0001047	Syaj.g_01552	Prbn.g_00674
OG0001048	Syaj.g_01551	Prbn.g_00673
OG0001049	Syaj.g_01548	Prbn.g_00671
OG0001050	Syaj.g_01547	Prbn.g_00670
OG0001051	Syaj.g_01546	Prbn.g_00669
OG0001052	Syaj.g_01448	Prbn.g_00643
OG0001053	Syaj.g_00075	Prbn.g_00631
OG0001054	Syaj.g_00092	Prbn.g_00616
OG0001055	Syaj.g_00113	Prbn.g_00597
OG0001056	Syaj.g_00149	Prbn.g_00580
OG0001057	Syaj.g_00160	Prbn.g_00575
OG0001058	Syaj.g_00183	Prbn.g_00567
OG0001059	Syaj.g_00187	Prbn.g_00563
OG0001060	Syaj.g_00193	Prbn.g_00557
OG0001061	Syaj.g_00214	Prbn.g_00542
OG0001062	Syaj.g_00216	Prbn.g_00540
OG0001063	Syaj.g_00222	Prbn.g_00538
OG0001064	Syaj.g_00223	Prbn.g_00537
OG0001065	Syaj.g_00224	Prbn.g_00536
OG0001066	Syaj.g_00225	Prbn.g_00535
OG0001067	Syaj.g_00226	Prbn.g_00534
OG0001068	Syaj.g_00227	Prbn.g_00533
OG0001069	Syaj.g_00228	Prbn.g_00532
OG0001070	Syaj.g_00231	Prbn.g_00528
OG0001071	Syaj.g_00232	Prbn.g_00527
OG0001072	Syaj.g_00236	Prbn.g_00525
OG0001073	Syaj.g_00254	Prbn.g_00511
OG0001074	Syaj.g_01327	Prbn.g_00499
OG0001075	Syaj.g_01325	Prbn.g_00498
