Orthogroup	Syaj	Syap
OG0000593	Syaj.g_01287	Syap.g_00890
OG0000594	Syaj.g_01286	Syap.g_00891
OG0000595	Syaj.g_01285	Syap.g_00892
OG0000596	Syaj.g_01280	Syap.g_00898
OG0000597	Syaj.g_01277	Syap.g_00903
OG0000598	Syaj.g_01276	Syap.g_00904
OG0000599	Syaj.g_01273	Syap.g_00908
OG0000600	Syaj.g_01272	Syap.g_00909
OG0000601	Syaj.g_01271	Syap.g_00910
OG0000602	Syaj.g_01266	Syap.g_00640
OG0000603	Syaj.g_01265	Syap.g_00641
OG0000604	Syaj.g_01262	Syap.g_02769
OG0000605	Syaj.g_01153	Syap.g_02501, Syap.g_02771
OG0000606	Syaj.g_00698	Syap.g_02506
OG0000607	Syaj.g_00702	Syap.g_00093
OG0000608	Syaj.g_00703	Syap.g_00094
OG0000609	Syaj.g_00705	Syap.g_00096
OG0000610	Syaj.g_00714	Syap.g_01963
OG0000611	Syaj.g_00717	Syap.g_01958
OG0000612	Syaj.g_00718	Syap.g_01957
OG0000613	Syaj.g_02500	Syap.g_02480
OG0000615	Syaj.g_01065	Syap.g_00154
OG0000616	Syaj.g_02245	Syap.g_00127
OG0000617	Syaj.g_00952	Syap.g_00513
OG0000618	Syaj.g_00951	Syap.g_00514
OG0000619	Syaj.g_00950	Syap.g_00515
OG0000620	Syaj.g_00945	Syap.g_00520
OG0000621	Syaj.g_00944	Syap.g_00521
OG0000622	Syaj.g_00943	Syap.g_00523
OG0000623	Syaj.g_00942	Syap.g_00526
OG0000624	Syaj.g_00940	Syap.g_00527
OG0000625	Syaj.g_00939	Syap.g_00528
OG0000626	Syaj.g_00938	Syap.g_00529
OG0000627	Syaj.g_00765	Syap.g_00848
OG0000628	Syaj.g_00766	Syap.g_00850
OG0000629	Syaj.g_00769	Syap.g_02334
OG0000630	Syaj.g_00773	Syap.g_02793
OG0000631	Syaj.g_00786	Syap.g_01724
OG0000632	Syaj.g_00787	Syap.g_01725
OG0000633	Syaj.g_00789	Syap.g_01726
OG0000634	Syaj.g_01030	Syap.g_00190
OG0000635	Syaj.g_01029	Syap.g_00191
OG0000636	Syaj.g_01024	Syap.g_00193
OG0000637	Syaj.g_01022	Syap.g_00195
OG0000638	Syaj.g_01021	Syap.g_00196
OG0000639	Syaj.g_01020	Syap.g_00197
OG0000640	Syaj.g_01019	Syap.g_00198
OG0000641	Syaj.g_01015	Syap.g_00203
OG0000642	Syaj.g_01014	Syap.g_02732
OG0000643	Syaj.g_01012	Syap.g_02731
OG0000644	Syaj.g_01011	Syap.g_02730
OG0000645	Syaj.g_01009	Syap.g_02726
OG0000646	Syaj.g_01006	Syap.g_02723
OG0000647	Syaj.g_01004	Syap.g_02721
OG0000648	Syaj.g_01001	Syap.g_02719
OG0000649	Syaj.g_01000	Syap.g_02718
OG0000650	Syaj.g_00999	Syap.g_02717
OG0000651	Syaj.g_00998	Syap.g_02716
OG0000652	Syaj.g_00997	Syap.g_02715
OG0000653	Syaj.g_00991	Syap.g_02713
OG0000654	Syaj.g_00990	Syap.g_02711
OG0000655	Syaj.g_00989	Syap.g_02710
OG0000656	Syaj.g_00986	Syap.g_02706
OG0000657	Syaj.g_00382	Syap.g_01845
OG0000658	Syaj.g_00379	Syap.g_01841
OG0000659	Syaj.g_00378	Syap.g_01840
OG0000660	Syaj.g_00374	Syap.g_01835
OG0000662	Syaj.g_00370	Syap.g_00823
OG0000663	Syaj.g_00367	Syap.g_00826
OG0000664	Syaj.g_00358	Syap.g_00828
OG0000665	Syaj.g_01243	Syap.g_02331
OG0000666	Syaj.g_01154	Syap.g_01573
OG0000667	Syaj.g_02661	Syap.g_01979
OG0000668	Syaj.g_00816	Syap.g_02765
OG0000669	Syaj.g_00730	Syap.g_02371
OG0000670	Syaj.g_00733	Syap.g_02368
OG0000671	Syaj.g_00735	Syap.g_01260
OG0000672	Syaj.g_00739	Syap.g_01257
OG0000673	Syaj.g_00742	Syap.g_01253
OG0000674	Syaj.g_00744	Syap.g_01251
OG0000675	Syaj.g_00757	Syap.g_01250
OG0000676	Syaj.g_00759	Syap.g_01248
OG0000677	Syaj.g_00760	Syap.g_01246
OG0000678	Syaj.g_01075	Syap.g_01239
OG0000679	Syaj.g_01061	Syap.g_00157
OG0000680	Syaj.g_01060	Syap.g_00158
OG0000681	Syaj.g_01057	Syap.g_00163
OG0000682	Syaj.g_01056	Syap.g_00165
OG0000683	Syaj.g_01055	Syap.g_00166
OG0000684	Syaj.g_01051	Syap.g_00169
OG0000685	Syaj.g_01049	Syap.g_00172
OG0000686	Syaj.g_01048	Syap.g_00173
OG0000687	Syaj.g_01047	Syap.g_00174
OG0000688	Syaj.g_01041	Syap.g_00178
OG0000689	Syaj.g_01039	Syap.g_00180
OG0000690	Syaj.g_01038	Syap.g_00181
OG0000691	Syaj.g_01037	Syap.g_00182
OG0000692	Syaj.g_01036	Syap.g_00184
OG0000693	Syaj.g_01034	Syap.g_00185
OG0000694	Syaj.g_01033	Syap.g_00186
OG0000695	Syaj.g_00791	Syap.g_01729
OG0000696	Syaj.g_00792	Syap.g_01730
OG0000697	Syaj.g_00932	Syap.g_01734
OG0000698	Syaj.g_00929	Syap.g_01737
OG0000699	Syaj.g_00928	Syap.g_01738
OG0000700	Syaj.g_00927	Syap.g_01739
OG0000701	Syaj.g_00926	Syap.g_01740
OG0000702	Syaj.g_00916	Syap.g_01747
OG0000703	Syaj.g_00915	Syap.g_01750
OG0000704	Syaj.g_00913	Syap.g_01753
OG0000705	Syaj.g_00906	Syap.g_02022
OG0000706	Syaj.g_00905	Syap.g_02020
OG0000707	Syaj.g_00904	Syap.g_02019
OG0000708	Syaj.g_00901	Syap.g_02016
OG0000709	Syaj.g_00872	Syap.g_00121
OG0000711	Syaj.g_00839	Syap.g_02686
OG0000712	Syaj.g_00837	Syap.g_02688
OG0000713	Syaj.g_00836	Syap.g_02689
OG0000714	Syaj.g_00834	Syap.g_02691
OG0000715	Syaj.g_00832	Syap.g_02693
OG0000716	Syaj.g_00825	Syap.g_02696
OG0000717	Syaj.g_00824	Syap.g_02697
OG0000718	Syaj.g_00820	Syap.g_02701
OG0000719	Syaj.g_00818	Syap.g_02767
OG0000720	Syaj.g_00805	Syap.g_02780
OG0000721	Syaj.g_00803	Syap.g_02782
OG0000722	Syaj.g_00802	Syap.g_02783
OG0000723	Syaj.g_00934	Syap.g_00532
OG0000725	Syaj.g_00430	Syap.g_01559
OG0000726	Syaj.g_00431	Syap.g_01560
OG0000727	Syaj.g_00432	Syap.g_01561
OG0000728	Syaj.g_00434	Syap.g_01564
OG0000729	Syaj.g_02397	Syap.g_01122
OG0000730	Syaj.g_02802	Syap.g_00572
OG0000731	Syaj.g_02814	Syap.g_00560
OG0000732	Syaj.g_02315	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Syaj.g_02151	Syap.g_01971
OG0000734	Syaj.g_01895	Syap.g_02628
OG0000735	Syaj.g_00286	Syap.g_00244
OG0000736	Syaj.g_00287	Syap.g_00243
OG0000737	Syaj.g_00288	Syap.g_00242
OG0000738	Syaj.g_00293	Syap.g_00236
OG0000739	Syaj.g_00295	Syap.g_00235
OG0000740	Syaj.g_00296	Syap.g_00234
OG0000741	Syaj.g_00299	Syap.g_00231
OG0000742	Syaj.g_00301	Syap.g_00229
OG0000743	Syaj.g_00303	Syap.g_00226
OG0000744	Syaj.g_00304	Syap.g_00225
OG0000745	Syaj.g_00306	Syap.g_00222
OG0000746	Syaj.g_00308	Syap.g_00220
OG0000747	Syaj.g_00309	Syap.g_00219
OG0000748	Syaj.g_00319	Syap.g_00212
OG0000749	Syaj.g_00322	Syap.g_00211
OG0000750	Syaj.g_00323	Syap.g_00210
OG0000751	Syaj.g_00331	Syap.g_00205
OG0000752	Syaj.g_00333	Syap.g_01793
OG0000753	Syaj.g_00336	Syap.g_02775
OG0000754	Syaj.g_00643	Syap.g_01883
OG0000755	Syaj.g_00631	Syap.g_01893
OG0000757	Syaj.g_00614	Syap.g_00427
OG0000758	Syaj.g_00613	Syap.g_00428
OG0000759	Syaj.g_00612	Syap.g_00429
OG0000760	Syaj.g_00611	Syap.g_00430
OG0000761	Syaj.g_00609	Syap.g_00431
OG0000762	Syaj.g_00603	Syap.g_00434
OG0000763	Syaj.g_00597	Syap.g_02624
OG0000764	Syaj.g_00596	Syap.g_02623
OG0000765	Syaj.g_00577	Syap.g_02440
OG0000766	Syaj.g_00576	Syap.g_02439
OG0000767	Syaj.g_00574	Syap.g_02437
OG0000768	Syaj.g_00573	Syap.g_02436
OG0000769	Syaj.g_00571	Syap.g_02434
OG0000770	Syaj.g_00567	Syap.g_02431
OG0000772	Syaj.g_01208	Syap.g_02295
OG0000773	Syaj.g_00280	Syap.g_00885
OG0000774	Syaj.g_01502	Syap.g_01473
OG0000775	Syaj.g_01504	Syap.g_01475
OG0000776	Syaj.g_01505	Syap.g_01476
OG0000777	Syaj.g_01506	Syap.g_01478
OG0000778	Syaj.g_01507	Syap.g_01479
OG0000779	Syaj.g_01513	Syap.g_01494
OG0000780	Syaj.g_01517	Syap.g_01496
OG0000781	Syaj.g_01521	Syap.g_02609
OG0000782	Syaj.g_01522	Syap.g_02611
OG0000783	Syaj.g_01524	Syap.g_02612
OG0000784	Syaj.g_01525	Syap.g_02613
OG0000785	Syaj.g_01526	Syap.g_02281
OG0000786	Syaj.g_00265	Syap.g_02287
OG0000787	Syaj.g_00264	Syap.g_02288
OG0000788	Syaj.g_01270	Syap.g_01932
OG0000789	Syaj.g_01121	Syap.g_00372
OG0000791	Syaj.g_00053	Syap.g_02520
OG0000792	Syaj.g_00052	Syap.g_02519
OG0000793	Syaj.g_00047	Syap.g_02141
OG0000794	Syaj.g_00046	Syap.g_02200
OG0000795	Syaj.g_00045	Syap.g_02199
OG0000796	Syaj.g_00039	Syap.g_02448
OG0000797	Syaj.g_00038	Syap.g_02449
OG0000798	Syaj.g_02568	Syap.g_01363
OG0000799	Syaj.g_01352	Syap.g_02488
OG0000800	Syaj.g_01354	Syap.g_02487
OG0000801	Syaj.g_01355	Syap.g_02486
OG0000802	Syaj.g_01359	Syap.g_02659
OG0000803	Syaj.g_01363	Syap.g_02109
OG0000804	Syaj.g_01366	Syap.g_02113
OG0000805	Syaj.g_01369	Syap.g_02115
OG0000806	Syaj.g_01370	Syap.g_02117
OG0000807	Syaj.g_01372	Syap.g_02118
OG0000808	Syaj.g_01373	Syap.g_02119
OG0000809	Syaj.g_01376	Syap.g_02122
OG0000810	Syaj.g_01377	Syap.g_02124
OG0000811	Syaj.g_01385	Syap.g_02472
OG0000812	Syaj.g_01387	Syap.g_02474
OG0000813	Syaj.g_01388	Syap.g_02475
OG0000814	Syaj.g_01390	Syap.g_02753
OG0000815	Syaj.g_01391	Syap.g_02752
OG0000816	Syaj.g_01392	Syap.g_02289
OG0000817	Syaj.g_01393	Syap.g_02527
OG0000818	Syaj.g_01399	Syap.g_02001
OG0000819	Syaj.g_01400	Syap.g_02002
OG0000820	Syaj.g_01401	Syap.g_02003
OG0000821	Syaj.g_01412	Syap.g_02009
OG0000822	Syaj.g_01414	Syap.g_02011
OG0000824	Syaj.g_01421	Syap.g_00008
OG0000825	Syaj.g_01422	Syap.g_00009
OG0000826	Syaj.g_01423	Syap.g_00010
OG0000827	Syaj.g_01424	Syap.g_00011
OG0000828	Syaj.g_01427	Syap.g_00014
OG0000829	Syaj.g_01428	Syap.g_00015
OG0000830	Syaj.g_01429	Syap.g_00016
OG0000831	Syaj.g_01431	Syap.g_00019
OG0000832	Syaj.g_01635	Syap.g_00752
OG0000833	Syaj.g_01647	Syap.g_00021
OG0000834	Syaj.g_01649	Syap.g_00023
OG0000835	Syaj.g_01650	Syap.g_00024
OG0000836	Syaj.g_01654	Syap.g_00026
OG0000837	Syaj.g_01661	Syap.g_00027
OG0000838	Syaj.g_01665	Syap.g_00031
OG0000839	Syaj.g_01666	Syap.g_00032
OG0000840	Syaj.g_01667	Syap.g_00033
OG0000841	Syaj.g_01668	Syap.g_00034
OG0000842	Syaj.g_01669	Syap.g_00035
OG0000843	Syaj.g_01670	Syap.g_00036
OG0000844	Syaj.g_01680	Syap.g_00039
OG0000845	Syaj.g_01681	Syap.g_00040
OG0000846	Syaj.g_01682	Syap.g_00042
OG0000847	Syaj.g_01683	Syap.g_00043
OG0000848	Syaj.g_01685	Syap.g_00045
OG0000849	Syaj.g_01686	Syap.g_00046
OG0000850	Syaj.g_01689	Syap.g_00310
OG0000851	Syaj.g_01694	Syap.g_01214
OG0000852	Syaj.g_01695	Syap.g_01215
OG0000853	Syaj.g_01699	Syap.g_01219
OG0000854	Syaj.g_01701	Syap.g_01222
OG0000855	Syaj.g_01702	Syap.g_01223
OG0000856	Syaj.g_01296	Syap.g_01286
OG0000857	Syaj.g_01005	Syap.g_02722
OG0000858	Syaj.g_01708	Syap.g_00612
OG0000859	Syaj.g_01709	Syap.g_00613
OG0000860	Syaj.g_01723	Syap.g_00623
OG0000861	Syaj.g_01724	Syap.g_02789
OG0000862	Syaj.g_01725	Syap.g_01789
OG0000863	Syaj.g_01728	Syap.g_01784
OG0000864	Syaj.g_01729	Syap.g_01783
OG0000865	Syaj.g_01730	Syap.g_01781, Syap.g_01782
OG0000866	Syaj.g_01731	Syap.g_01780
OG0000867	Syaj.g_01732	Syap.g_01779
OG0000868	Syaj.g_01734	Syap.g_01775
OG0000869	Syaj.g_01742	Syap.g_01770
OG0000870	Syaj.g_01747	Syap.g_01401
OG0000871	Syaj.g_01748	Syap.g_01400
OG0000872	Syaj.g_01756	Syap.g_01394
OG0000873	Syaj.g_01759	Syap.g_01390
OG0000874	Syaj.g_01754	Syap.g_01388
OG0000875	Syaj.g_01762	Syap.g_01386
OG0000876	Syaj.g_02084	Syap.g_00822
OG0000877	Syaj.g_01586	Syap.g_01380
OG0000878	Syaj.g_01587	Syap.g_01378
OG0000879	Syaj.g_01588	Syap.g_01377
OG0000880	Syaj.g_01589	Syap.g_01376
OG0000882	Syaj.g_01599	Syap.g_01516
OG0000883	Syaj.g_01601	Syap.g_01511
OG0000884	Syaj.g_01603	Syap.g_01509
OG0000885	Syaj.g_01604	Syap.g_01508
OG0000886	Syaj.g_01605	Syap.g_01507
OG0000887	Syaj.g_01606	Syap.g_01506
OG0000888	Syaj.g_01608	Syap.g_01504
OG0000889	Syaj.g_01610	Syap.g_01502
OG0000890	Syaj.g_01615	Syap.g_01499
OG0000891	Syaj.g_01616	Syap.g_01498
OG0000892	Syaj.g_01620	Syap.g_02671
OG0000893	Syaj.g_02636	Syap.g_02497
OG0000894	Syaj.g_02639	Syap.g_02679
OG0000895	Syaj.g_02643	Syap.g_00546
OG0000896	Syaj.g_02644	Syap.g_00545
OG0000897	Syaj.g_02646	Syap.g_00543
OG0000898	Syaj.g_02647	Syap.g_00542
OG0000899	Syaj.g_02648	Syap.g_00541
OG0000900	Syaj.g_02649	Syap.g_00540
OG0000901	Syaj.g_02654	Syap.g_01930
OG0000902	Syaj.g_02656	Syap.g_01929
OG0000903	Syaj.g_02689	Syap.g_01916
OG0000904	Syaj.g_02684	Syap.g_01922
OG0000905	Syaj.g_02678	Syap.g_01925
OG0000906	Syaj.g_02676	Syap.g_01927
OG0000907	Syaj.g_02692	Syap.g_01914
OG0000908	Syaj.g_02695	Syap.g_01235
OG0000909	Syaj.g_02696	Syap.g_01236
OG0000910	Syaj.g_02697	Syap.g_01237
OG0000911	Syaj.g_02699	Syap.g_00511
OG0000912	Syaj.g_02700	Syap.g_00510
OG0000913	Syaj.g_02701	Syap.g_00509
OG0000914	Syaj.g_02702	Syap.g_00508
OG0000915	Syaj.g_02704	Syap.g_00506
OG0000916	Syaj.g_02705	Syap.g_00505
OG0000917	Syaj.g_02706	Syap.g_00504
OG0000918	Syaj.g_02707	Syap.g_00503
OG0000919	Syaj.g_02708	Syap.g_00502
OG0000920	Syaj.g_02709	Syap.g_00501
OG0000921	Syaj.g_02710	Syap.g_00500
OG0000922	Syaj.g_02711	Syap.g_00499
OG0000923	Syaj.g_02715	Syap.g_00495
OG0000924	Syaj.g_02716	Syap.g_00494
OG0000925	Syaj.g_02717	Syap.g_00493
OG0000926	Syaj.g_02718	Syap.g_00492
OG0000927	Syaj.g_02720	Syap.g_00490
OG0000928	Syaj.g_02721	Syap.g_00489
OG0000929	Syaj.g_02722	Syap.g_00488
OG0000930	Syaj.g_02723	Syap.g_00487
OG0000931	Syaj.g_02724	Syap.g_00486
OG0000932	Syaj.g_02725	Syap.g_00485
OG0000933	Syaj.g_02731	Syap.g_00479
OG0000934	Syaj.g_02733	Syap.g_00477
OG0000935	Syaj.g_02734	Syap.g_00476
OG0000936	Syaj.g_02735	Syap.g_00475
OG0000937	Syaj.g_02736	Syap.g_00474
OG0000938	Syaj.g_02739	Syap.g_00471
OG0000939	Syaj.g_02740	Syap.g_00469
OG0000940	Syaj.g_02747	Syap.g_00460
OG0000941	Syaj.g_02749	Syap.g_00458
OG0000942	Syaj.g_02751	Syap.g_00606
OG0000943	Syaj.g_02752	Syap.g_00604
OG0000944	Syaj.g_02754	Syap.g_00602
OG0000945	Syaj.g_02756	Syap.g_00601
OG0000946	Syaj.g_02761	Syap.g_00595
OG0000947	Syaj.g_02764	Syap.g_00591
OG0000948	Syaj.g_02765	Syap.g_00590
OG0000949	Syaj.g_02474	Syap.g_01051
OG0000950	Syaj.g_02459	Syap.g_01061
OG0000951	Syaj.g_02452	Syap.g_01070
OG0000952	Syaj.g_02446	Syap.g_01074
OG0000953	Syaj.g_02442	Syap.g_01078
OG0000954	Syaj.g_02435	Syap.g_01089
OG0000955	Syaj.g_02434	Syap.g_01090
OG0000956	Syaj.g_02432	Syap.g_01092
OG0000957	Syaj.g_02419	Syap.g_01109
OG0000958	Syaj.g_02418	Syap.g_01110
OG0000959	Syaj.g_02413	Syap.g_01114
OG0000960	Syaj.g_02412	Syap.g_01115
OG0000961	Syaj.g_02402	Syap.g_02170
OG0000962	Syaj.g_02398	Syap.g_01121
OG0000963	Syaj.g_02393	Syap.g_01124
OG0000964	Syaj.g_02392	Syap.g_01125
OG0000965	Syaj.g_02391	Syap.g_01126
OG0000966	Syaj.g_02370	Syap.g_01141
OG0000967	Syaj.g_02334	Syap.g_00633
OG0000968	Syaj.g_02363	Syap.g_00998
OG0000969	Syaj.g_02338	Syap.g_00996
OG0000970	Syaj.g_02337	Syap.g_00995
OG0000971	Syaj.g_02331	Syap.g_00993
OG0000972	Syaj.g_02330	Syap.g_00992
OG0000973	Syaj.g_02329	Syap.g_00991
OG0000974	Syaj.g_02328	Syap.g_00990
OG0000975	Syaj.g_02327	Syap.g_00989
OG0000976	Syaj.g_02326	Syap.g_00988
OG0000977	Syaj.g_02324	Syap.g_00986
OG0000978	Syaj.g_02322	Syap.g_00985
OG0000979	Syaj.g_02319	Syap.g_00980
OG0000980	Syaj.g_02316	Syap.g_00977
OG0000981	Syaj.g_02313	Syap.g_01812
OG0000982	Syaj.g_02112	Syap.g_00132
OG0000983	Syaj.g_02113	Syap.g_00134
OG0000984	Syaj.g_02114	Syap.g_00135
OG0000985	Syaj.g_02116	Syap.g_00140
OG0000986	Syaj.g_02123	Syap.g_01044
OG0000987	Syaj.g_02125	Syap.g_01033
OG0000988	Syaj.g_02131	Syap.g_01027
OG0000989	Syaj.g_02142	Syap.g_01011
OG0000990	Syaj.g_02165	Syap.g_02087
OG0000991	Syaj.g_02168	Syap.g_02091
OG0000992	Syaj.g_02171	Syap.g_02095
OG0000993	Syaj.g_02173	Syap.g_02097
OG0000994	Syaj.g_02177	Syap.g_02101
OG0000996	Syaj.g_02221	Syap.g_01817
OG0000997	Syaj.g_02228	Syap.g_02590
OG0000998	Syaj.g_02230	Syap.g_02591
OG0000999	Syaj.g_02231	Syap.g_02592
OG0001001	Syaj.g_02241	Syap.g_02605
OG0001002	Syaj.g_02248	Syap.g_00124
OG0001003	Syaj.g_02250	Syap.g_02310
OG0001004	Syaj.g_02251	Syap.g_02311
OG0001005	Syaj.g_02252	Syap.g_02312
OG0001006	Syaj.g_02260	Syap.g_00053
OG0001007	Syaj.g_02262	Syap.g_00055
OG0001008	Syaj.g_01554	Syap.g_02060
OG0001012	Syaj.g_02108	Syap.g_00371
OG0001016	Syaj.g_01824	Syap.g_01695
OG0001033	Syaj.g_02044	Syap.g_00105
OG0001035	Syaj.g_02603	Syap.g_01594
OG0001038	Syaj.g_02567	Syap.g_01362
OG0001039	Syaj.g_02564	Syap.g_01359
OG0001040	Syaj.g_02561	Syap.g_01356
OG0001041	Syaj.g_02556	Syap.g_01352
OG0001043	Syaj.g_02523	Syap.g_01676
OG0001044	Syaj.g_02804	Syap.g_00571
OG0001053	Syaj.g_00075	Syap.g_02253
OG0001054	Syaj.g_00092	Syap.g_00274
OG0001055	Syaj.g_00113	Syap.g_00252
OG0001059	Syaj.g_00187	Syap.g_00306
OG0001060	Syaj.g_00193	Syap.g_00299
OG0001061	Syaj.g_00214	Syap.g_01309
OG0001062	Syaj.g_00216	Syap.g_01314
OG0001072	Syaj.g_00236	Syap.g_00441
OG0001073	Syaj.g_00254	Syap.g_00122, Syap.g_00455
OG0001078	Syaj.g_01282	Syap.g_00896
OG0001080	Syaj.g_01135	Syap.g_02505
OG0001085	Syaj.g_00721	Syap.g_01953
OG0001094	Syaj.g_01032	Syap.g_00187
OG0001095	Syaj.g_01008	Syap.g_02725
OG0001096	Syaj.g_00988	Syap.g_02709
OG0001100	Syaj.g_00732	Syap.g_02369
OG0001102	Syaj.g_00737	Syap.g_01258
OG0001103	Syaj.g_00740	Syap.g_01256
OG0001104	Syaj.g_01050	Syap.g_00171
OG0001105	Syaj.g_01046	Syap.g_00175
OG0001107	Syaj.g_00900	Syap.g_02015
OG0001108	Syaj.g_00870	Syap.g_00119
OG0001122	Syaj.g_00817	Syap.g_02766
OG0001123	Syaj.g_00810	Syap.g_01872
OG0001133	Syaj.g_01302	Syap.g_01292
OG0001136	Syaj.g_00300	Syap.g_00230
OG0001137	Syaj.g_00318	Syap.g_00213
OG0001140	Syaj.g_00617	Syap.g_02134
OG0001152	Syaj.g_00040	Syap.g_02447
OG0001154	Syaj.g_01426	Syap.g_00013
OG0001155	Syaj.g_01637	Syap.g_00750
OG0001160	Syaj.g_01697	Syap.g_01217
OG0001162	Syaj.g_00979	Syap.g_02366
OG0001163	Syaj.g_01705	Syap.g_00609
OG0001164	Syaj.g_01711	Syap.g_00614
OG0001165	Syaj.g_01716	Syap.g_00619
OG0001168	Syaj.g_01594	Syap.g_01372
OG0001171	Syaj.g_01607	Syap.g_01505
OG0001172	Syaj.g_02641	Syap.g_00547
OG0001177	Syaj.g_02685	Syap.g_01920
OG0001178	Syaj.g_01726	Syap.g_01786, Syap.g_01787
OG0001179	Syaj.g_02719	Syap.g_00491
OG0001180	Syaj.g_02744	Syap.g_00097, Syap.g_00465
OG0001181	Syaj.g_02748	Syap.g_00459
OG0001183	Syaj.g_02762	Syap.g_00594
OG0001185	Syaj.g_02423	Syap.g_01104
OG0001186	Syaj.g_02339	Syap.g_01140
OG0001187	Syaj.g_02369	Syap.g_01142
OG0001188	Syaj.g_02336	Syap.g_00634
OG0001189	Syaj.g_02318	Syap.g_00979
OG0001191	Syaj.g_02128	Syap.g_01030
OG0001192	Syaj.g_02138	Syap.g_01021
OG0001197	Syaj.g_02246	Syap.g_00126
OG0001198	Syaj.g_02259	Syap.g_00052
OG0001199	Syaj.g_01825	Syap.g_01696
OG0001200	Syaj.g_01827	Syap.g_01698
OG0001202	Syaj.g_02032	Syap.g_01613
OG0001203	Syaj.g_02877	Syap.g_01154
OG0001204	Syaj.g_02621	Syap.g_01577
OG0001214	Syaj.g_01281	Syap.g_00897
OG0001218	Syaj.g_01434	Syap.g_00020
OG0001219	Syaj.g_00782	Syap.g_02794
OG0001221	Syaj.g_01067	Syap.g_01777
OG0001222	Syaj.g_00911	Syap.g_02027
OG0001224	Syaj.g_00423	Syap.g_01551
OG0001225	Syaj.g_00425	Syap.g_01553
OG0001228	Syaj.g_01565	Syap.g_01063
OG0001229	Syaj.g_00451	Syap.g_00827
OG0001231	Syaj.g_02279	Syap.g_00073
OG0001232	Syaj.g_01757	Syap.g_01393
OG0001235	Syaj.g_02679	Syap.g_01924
OG0001236	Syaj.g_02453	Syap.g_01069
OG0001237	Syaj.g_02447	Syap.g_01073
OG0001239	Syaj.g_01822	Syap.g_01693, Syap.g_01692
OG0001242	Syaj.g_01913	Syap.g_02227, Syap.g_02229
OG0001243	Syaj.g_01926	Syap.g_02219
OG0001244	Syaj.g_01960	Syap.g_02192
OG0001246	Syaj.g_00100	Syap.g_00267, Syap.g_01165
OG0001248	Syaj.g_00978	Syap.g_00423
OG0001250	Syaj.g_00375	Syap.g_01836
OG0001251	Syaj.g_02187	Syap.g_01549, Syap.g_01727
OG0001253	Syaj.g_01165	Syap.g_01969
OG0001256	Syaj.g_01704	Syap.g_01225
OG0001257	Syaj.g_01342	Syap.g_00374, Syap.g_00373
OG0001258	Syaj.g_01714	Syap.g_00617
OG0001260	Syaj.g_01617	Syap.g_01497
OG0001261	Syaj.g_02728	Syap.g_00482
OG0001262	Syaj.g_02320	Syap.g_00981
OG0001263	Syaj.g_01929	Syap.g_02216
OG0001265	Syaj.g_01911	Syap.g_02231
OG0001266	Syaj.g_02036	Syap.g_01618
OG0001267	Syaj.g_02565	Syap.g_01360
OG0001268	Syaj.g_02811	Syap.g_00563
OG0001270	Syaj.g_01558	Syap.g_02056
OG0001271	Syaj.g_01447	Syap.g_02759
OG0001272	Syaj.g_00078	Syap.g_02250
OG0001274	Syaj.g_02077	Syap.g_01897
OG0001275	Syaj.g_00827	Syap.g_02694
OG0001276	Syaj.g_00811	Syap.g_01873
OG0001277	Syaj.g_02227	Syap.g_01293
OG0001278	Syaj.g_00575	Syap.g_02438
OG0001279	Syaj.g_01356	Syap.g_02663
OG0001282	Syaj.g_00058	Syap.g_01701
OG0001284	Syaj.g_01688	Syap.g_00047
OG0001286	Syaj.g_02742	Syap.g_00467
OG0001287	Syaj.g_02415	Syap.g_00418
OG0001288	Syaj.g_02394	Syap.g_01123
OG0001289	Syaj.g_01845	Syap.g_02365
OG0001291	Syaj.g_01939	Syap.g_02207
OG0001292	Syaj.g_02616	Syap.g_01583
OG0001297	Syaj.g_00110	Syap.g_00255
OG0001299	Syaj.g_00716	Syap.g_01959
OG0001303	Syaj.g_00784	Syap.g_02795
OG0001304	Syaj.g_00795	Syap.g_00536
OG0001305	Syaj.g_00433	Syap.g_01562
OG0001306	Syaj.g_00285	Syap.g_00245
OG0001307	Syaj.g_02672	Syap.g_00403
OG0001310	Syaj.g_01735	Syap.g_01774
OG0001311	Syaj.g_00809	Syap.g_01871
OG0001312	Syaj.g_00931	Syap.g_01735
OG0001314	Syaj.g_00524, Syaj.g_01091, Syaj.g_01258	Syap.g_00330, Syap.g_00391
OG0001315	Syaj.g_02760	Syap.g_00596
OG0001319	Syaj.g_02576	Syap.g_02338
OG0001323	Syaj.g_00119	Syap.g_00757
OG0001326	Syaj.g_02196	Syap.g_02646
OG0001332	Syaj.g_01631	Syap.g_01548
OG0001333	Syaj.g_01593	Syap.g_01373
OG0001336	Syaj.g_02239	Syap.g_02602
OG0001337	Syaj.g_02795, Syaj.g_02786	Syap.g_00576
OG0001345	Syaj.g_00337	Syap.g_01877, Syap.g_02776
OG0001346	Syaj.g_01512	Syap.g_01484
OG0001347	Syaj.g_02497	Syap.g_02536
OG0001348	Syaj.g_00393	Syap.g_00938
OG0001349	Syaj.g_01763	Syap.g_01264, Syap.g_00851
OG0001351	Syaj.g_00272	Syap.g_01996
OG0001353	Syaj.g_00386	Syap.g_01849
OG0001358	Syaj.g_01309	Syap.g_00942
