Orthogroup	Syaj	Pras
OG0000563	Syaj.g_00191	Pras.g_01434
OG0000564	Syaj.g_00192	Pras.g_01435
OG0000565	Syaj.g_00195	Pras.g_01438
OG0000566	Syaj.g_00199	Pras.g_01440
OG0000567	Syaj.g_00203	Pras.g_01444
OG0000568	Syaj.g_00207	Pras.g_01445
OG0000569	Syaj.g_00208	Pras.g_01446
OG0000570	Syaj.g_00209	Pras.g_01447
OG0000571	Syaj.g_00213	Pras.g_01449
OG0000572	Syaj.g_00230	Pras.g_01463
OG0000573	Syaj.g_00238	Pras.g_01468
OG0000574	Syaj.g_00242	Pras.g_01469
OG0000575	Syaj.g_00247	Pras.g_01473
OG0000576	Syaj.g_00249	Pras.g_01475
OG0000577	Syaj.g_00250	Pras.g_01476
OG0000578	Syaj.g_00251	Pras.g_01477
OG0000579	Syaj.g_00252	Pras.g_01478
OG0000580	Syaj.g_00253	Pras.g_01479
OG0000581	Syaj.g_00261	Pras.g_01481
OG0000582	Syaj.g_01338	Pras.g_01484
OG0000583	Syaj.g_01337	Pras.g_01485
OG0000584	Syaj.g_01336	Pras.g_01486
OG0000585	Syaj.g_01334	Pras.g_01488
OG0000586	Syaj.g_01333	Pras.g_01489
OG0000587	Syaj.g_01331	Pras.g_01490
OG0000588	Syaj.g_01313	Pras.g_01494
OG0000589	Syaj.g_01308	Pras.g_01497
OG0000590	Syaj.g_01307	Pras.g_01498
OG0000591	Syaj.g_01299	Pras.g_01501
OG0000592	Syaj.g_01298	Pras.g_01502
OG0000593	Syaj.g_01287	Pras.g_01508
OG0000594	Syaj.g_01286	Pras.g_01509
OG0000595	Syaj.g_01285	Pras.g_01510
OG0000596	Syaj.g_01280	Pras.g_01514
OG0000597	Syaj.g_01277	Pras.g_01516
OG0000598	Syaj.g_01276	Pras.g_01517
OG0000599	Syaj.g_01273	Pras.g_01520
OG0000600	Syaj.g_01272	Pras.g_01521
OG0000601	Syaj.g_01271	Pras.g_01522
OG0000602	Syaj.g_01266	Pras.g_01524
OG0000603	Syaj.g_01265	Pras.g_01525
OG0000604	Syaj.g_01262	Pras.g_01526
OG0000605	Syaj.g_01153	Pras.g_01527
OG0000606	Syaj.g_00698	Pras.g_01530
OG0000607	Syaj.g_00702	Pras.g_01533
OG0000608	Syaj.g_00703	Pras.g_01534
OG0000609	Syaj.g_00705	Pras.g_01535
OG0000610	Syaj.g_00714	Pras.g_01540
OG0000611	Syaj.g_00717	Pras.g_01543
OG0000612	Syaj.g_00718	Pras.g_01544
OG0000613	Syaj.g_02500	Pras.g_01549
OG0000614	Syaj.g_00480	Pras.g_01568
OG0000615	Syaj.g_01065	Pras.g_01576
OG0000616	Syaj.g_02245	Pras.g_01580
OG0000617	Syaj.g_00952	Pras.g_01612
OG0000618	Syaj.g_00951	Pras.g_01613
OG0000619	Syaj.g_00950	Pras.g_01614
OG0000620	Syaj.g_00945	Pras.g_01617
OG0000621	Syaj.g_00944	Pras.g_01618
OG0000622	Syaj.g_00943	Pras.g_01619
OG0000623	Syaj.g_00942	Pras.g_01620
OG0000624	Syaj.g_00940	Pras.g_01621
OG0000625	Syaj.g_00939	Pras.g_01622
OG0000626	Syaj.g_00938	Pras.g_01623
OG0000627	Syaj.g_00765	Pras.g_01624
OG0000628	Syaj.g_00766	Pras.g_01625
OG0000629	Syaj.g_00769	Pras.g_01626
OG0000630	Syaj.g_00773	Pras.g_01629
OG0000631	Syaj.g_00786	Pras.g_01692
OG0000632	Syaj.g_00787	Pras.g_01693
OG0000633	Syaj.g_00789	Pras.g_01694
OG0000634	Syaj.g_01030	Pras.g_01697
OG0000635	Syaj.g_01029	Pras.g_01698
OG0000636	Syaj.g_01024	Pras.g_01700
OG0000637	Syaj.g_01022	Pras.g_01702
OG0000638	Syaj.g_01021	Pras.g_01703
OG0000639	Syaj.g_01020	Pras.g_01704
OG0000640	Syaj.g_01019	Pras.g_01705
OG0000641	Syaj.g_01015	Pras.g_01709
OG0000642	Syaj.g_01014	Pras.g_01710
OG0000643	Syaj.g_01012	Pras.g_01711
OG0000644	Syaj.g_01011	Pras.g_01712
OG0000645	Syaj.g_01009	Pras.g_01713
OG0000646	Syaj.g_01006	Pras.g_01715
OG0000647	Syaj.g_01004	Pras.g_01716
OG0000648	Syaj.g_01001	Pras.g_01718
OG0000649	Syaj.g_01000	Pras.g_01719
OG0000650	Syaj.g_00999	Pras.g_01720
OG0000651	Syaj.g_00998	Pras.g_01721
OG0000652	Syaj.g_00997	Pras.g_01722
OG0000653	Syaj.g_00991	Pras.g_01724
OG0000654	Syaj.g_00990	Pras.g_01725
OG0000655	Syaj.g_00989	Pras.g_01726
OG0000656	Syaj.g_00986	Pras.g_01729
OG0000657	Syaj.g_00382	Pras.g_01736
OG0000658	Syaj.g_00379	Pras.g_01737
OG0000659	Syaj.g_00378	Pras.g_01738
OG0000660	Syaj.g_00374	Pras.g_01742
OG0000661	Syaj.g_00372	Pras.g_01744
OG0000662	Syaj.g_00370	Pras.g_01746
OG0000663	Syaj.g_00367	Pras.g_01748
OG0000664	Syaj.g_00358	Pras.g_01749
OG0000665	Syaj.g_01243	Pras.g_01753
OG0000666	Syaj.g_01154	Pras.g_01754
OG0000667	Syaj.g_02661	Pras.g_01758
OG0000668	Syaj.g_00816	Pras.g_01788
OG0000669	Syaj.g_00730	Pras.g_01792
OG0000670	Syaj.g_00733	Pras.g_01794
OG0000671	Syaj.g_00735	Pras.g_01796
OG0000672	Syaj.g_00739	Pras.g_01799
OG0000673	Syaj.g_00742	Pras.g_01802
OG0000674	Syaj.g_00744	Pras.g_01804
OG0000675	Syaj.g_00757	Pras.g_01805
OG0000676	Syaj.g_00759	Pras.g_01807
OG0000677	Syaj.g_00760	Pras.g_01808
OG0000678	Syaj.g_01075	Pras.g_01810
OG0000679	Syaj.g_01061	Pras.g_01814
OG0000680	Syaj.g_01060	Pras.g_01815
OG0000681	Syaj.g_01057	Pras.g_01818
OG0000682	Syaj.g_01056	Pras.g_01819
OG0000683	Syaj.g_01055	Pras.g_01820
OG0000684	Syaj.g_01051	Pras.g_01821
OG0000685	Syaj.g_01049	Pras.g_01823
OG0000686	Syaj.g_01048	Pras.g_01824
OG0000687	Syaj.g_01047	Pras.g_01825
OG0000688	Syaj.g_01041	Pras.g_01828
OG0000689	Syaj.g_01039	Pras.g_01829
OG0000690	Syaj.g_01038	Pras.g_01830
OG0000691	Syaj.g_01037	Pras.g_01831
OG0000692	Syaj.g_01036	Pras.g_01833
OG0000693	Syaj.g_01034	Pras.g_01834
OG0000694	Syaj.g_01033	Pras.g_01835
OG0000695	Syaj.g_00791	Pras.g_01837
OG0000696	Syaj.g_00792	Pras.g_01838
OG0000697	Syaj.g_00932	Pras.g_01839
OG0000698	Syaj.g_00929	Pras.g_01842
OG0000699	Syaj.g_00928	Pras.g_01843
OG0000700	Syaj.g_00927	Pras.g_01844
OG0000701	Syaj.g_00926	Pras.g_01845
OG0000702	Syaj.g_00916	Pras.g_01847
OG0000703	Syaj.g_00915	Pras.g_01848
OG0000704	Syaj.g_00913	Pras.g_01849
OG0000705	Syaj.g_00906	Pras.g_01853
OG0000706	Syaj.g_00905	Pras.g_01854
OG0000707	Syaj.g_00904	Pras.g_01855
OG0000708	Syaj.g_00901	Pras.g_01856
OG0000709	Syaj.g_00872	Pras.g_01860
OG0000710	Syaj.g_00867	Pras.g_01863
OG0000711	Syaj.g_00839	Pras.g_01881
OG0000712	Syaj.g_00837	Pras.g_01883
OG0000713	Syaj.g_00836	Pras.g_01884
OG0000714	Syaj.g_00834	Pras.g_01885
OG0000715	Syaj.g_00832	Pras.g_01887
OG0000716	Syaj.g_00825	Pras.g_01889
OG0000717	Syaj.g_00824	Pras.g_01890
OG0000718	Syaj.g_00820	Pras.g_01903
OG0000719	Syaj.g_00818	Pras.g_01905
OG0000720	Syaj.g_00805	Pras.g_01914
OG0000721	Syaj.g_00803	Pras.g_01916
OG0000722	Syaj.g_00802	Pras.g_01917
OG0000723	Syaj.g_00934	Pras.g_01920
OG0000724	Syaj.g_00421	Pras.g_01929
OG0000725	Syaj.g_00430	Pras.g_01935
OG0000726	Syaj.g_00431	Pras.g_01936
OG0000727	Syaj.g_00432	Pras.g_01937
OG0000728	Syaj.g_00434	Pras.g_01939
OG0000729	Syaj.g_02397	Pras.g_01984
OG0000730	Syaj.g_02802	Pras.g_01988
OG0000731	Syaj.g_02814	Pras.g_01992
OG0000732	Syaj.g_02315	Pras.g_00003
OG0000733	Syaj.g_02151	Pras.g_00024
OG0000734	Syaj.g_01895	Pras.g_00041
OG0000735	Syaj.g_00286	Pras.g_00043
OG0000736	Syaj.g_00287	Pras.g_00044
OG0000737	Syaj.g_00288	Pras.g_00045
OG0000738	Syaj.g_00293	Pras.g_00049
OG0000739	Syaj.g_00295	Pras.g_00050
OG0000740	Syaj.g_00296	Pras.g_00051
OG0000741	Syaj.g_00299	Pras.g_00052
OG0000742	Syaj.g_00301	Pras.g_00055
OG0000743	Syaj.g_00303	Pras.g_00057
OG0000744	Syaj.g_00304	Pras.g_00058
OG0000745	Syaj.g_00306	Pras.g_00059
OG0000746	Syaj.g_00308	Pras.g_00061
OG0000747	Syaj.g_00309	Pras.g_00062
OG0000748	Syaj.g_00319	Pras.g_00065
OG0000749	Syaj.g_00322	Pras.g_00066
OG0000750	Syaj.g_00323	Pras.g_00067
OG0000751	Syaj.g_00331	Pras.g_00069
OG0000752	Syaj.g_00333	Pras.g_00071
OG0000753	Syaj.g_00336	Pras.g_00074
OG0000754	Syaj.g_00643	Pras.g_00077
OG0000755	Syaj.g_00631	Pras.g_00080
OG0000756	Syaj.g_00625	Pras.g_00081
OG0000757	Syaj.g_00614	Pras.g_00087
OG0000758	Syaj.g_00613	Pras.g_00088
OG0000759	Syaj.g_00612	Pras.g_00089
OG0000760	Syaj.g_00611	Pras.g_00090
OG0000761	Syaj.g_00609	Pras.g_00091
OG0000762	Syaj.g_00603	Pras.g_00092
OG0000763	Syaj.g_00597	Pras.g_00094
OG0000764	Syaj.g_00596	Pras.g_00095
OG0000765	Syaj.g_00577	Pras.g_00105
OG0000766	Syaj.g_00576	Pras.g_00106
OG0000767	Syaj.g_00574	Pras.g_00108
OG0000768	Syaj.g_00573	Pras.g_00109
OG0000769	Syaj.g_00571	Pras.g_00111
OG0000770	Syaj.g_00567	Pras.g_00113
OG0000771	Syaj.g_00415	Pras.g_00122
OG0000772	Syaj.g_01208	Pras.g_00178
OG0000773	Syaj.g_00280	Pras.g_00199
OG0000774	Syaj.g_01502	Pras.g_00201
OG0000775	Syaj.g_01504	Pras.g_00204
OG0000776	Syaj.g_01505	Pras.g_00205
OG0000777	Syaj.g_01506	Pras.g_00206
OG0000778	Syaj.g_01507	Pras.g_00207
OG0000779	Syaj.g_01513	Pras.g_00211
OG0000780	Syaj.g_01517	Pras.g_00212
OG0000781	Syaj.g_01521	Pras.g_00214
OG0000782	Syaj.g_01522	Pras.g_00216
OG0000783	Syaj.g_01524	Pras.g_00217
OG0000784	Syaj.g_01525	Pras.g_00218
OG0000785	Syaj.g_01526	Pras.g_00220
OG0000786	Syaj.g_00265	Pras.g_00223
OG0000787	Syaj.g_00264	Pras.g_00224
OG0000788	Syaj.g_01270	Pras.g_00237
OG0000789	Syaj.g_01121	Pras.g_00240
OG0000790	Syaj.g_00054	Pras.g_00255
OG0000791	Syaj.g_00053	Pras.g_00257
OG0000792	Syaj.g_00052	Pras.g_00258
OG0000793	Syaj.g_00047	Pras.g_00261
OG0000794	Syaj.g_00046	Pras.g_00262
OG0000795	Syaj.g_00045	Pras.g_00263
OG0000796	Syaj.g_00039	Pras.g_00267
OG0000797	Syaj.g_00038	Pras.g_00268
OG0000798	Syaj.g_02568	Pras.g_00286
OG0000799	Syaj.g_01352	Pras.g_00332
OG0000800	Syaj.g_01354	Pras.g_00333
OG0000801	Syaj.g_01355	Pras.g_00334
OG0000802	Syaj.g_01359	Pras.g_00336
OG0000803	Syaj.g_01363	Pras.g_00338
OG0000804	Syaj.g_01366	Pras.g_00339
OG0000805	Syaj.g_01369	Pras.g_00341
OG0000806	Syaj.g_01370	Pras.g_00343
OG0000807	Syaj.g_01372	Pras.g_00344
OG0000808	Syaj.g_01373	Pras.g_00345
OG0000809	Syaj.g_01376	Pras.g_00348
OG0000810	Syaj.g_01377	Pras.g_00349
OG0000811	Syaj.g_01385	Pras.g_00353
OG0000812	Syaj.g_01387	Pras.g_00355
OG0000813	Syaj.g_01388	Pras.g_00356
OG0000814	Syaj.g_01390	Pras.g_00358
OG0000815	Syaj.g_01391	Pras.g_00359
OG0000816	Syaj.g_01392	Pras.g_00361
OG0000817	Syaj.g_01393	Pras.g_00362
OG0000818	Syaj.g_01399	Pras.g_00367
OG0000819	Syaj.g_01400	Pras.g_00368
OG0000820	Syaj.g_01401	Pras.g_00369
OG0000821	Syaj.g_01412	Pras.g_00373
OG0000822	Syaj.g_01414	Pras.g_00374
OG0000823	Syaj.g_01415	Pras.g_00375
OG0000824	Syaj.g_01421	Pras.g_00378
OG0000825	Syaj.g_01422	Pras.g_00379
OG0000826	Syaj.g_01423	Pras.g_00380
OG0000827	Syaj.g_01424	Pras.g_00381
OG0000828	Syaj.g_01427	Pras.g_00385
OG0000829	Syaj.g_01428	Pras.g_00386
OG0000830	Syaj.g_01429	Pras.g_00387
OG0000831	Syaj.g_01431	Pras.g_00389
OG0000832	Syaj.g_01635	Pras.g_00395
OG0000833	Syaj.g_01647	Pras.g_00405
OG0000834	Syaj.g_01649	Pras.g_00406
OG0000835	Syaj.g_01650	Pras.g_00407
OG0000836	Syaj.g_01654	Pras.g_00408
OG0000837	Syaj.g_01661	Pras.g_00409
OG0000838	Syaj.g_01665	Pras.g_00411
OG0000839	Syaj.g_01666	Pras.g_00412
OG0000840	Syaj.g_01667	Pras.g_00413
OG0000841	Syaj.g_01668	Pras.g_00414
OG0000842	Syaj.g_01669	Pras.g_00415
OG0000843	Syaj.g_01670	Pras.g_00416
OG0000844	Syaj.g_01680	Pras.g_00417
OG0000845	Syaj.g_01681	Pras.g_00418
OG0000846	Syaj.g_01682	Pras.g_00419
OG0000847	Syaj.g_01683	Pras.g_00420
OG0000848	Syaj.g_01685	Pras.g_00421
OG0000849	Syaj.g_01686	Pras.g_00422
OG0000850	Syaj.g_01689	Pras.g_00424
OG0000851	Syaj.g_01694	Pras.g_00425
OG0000852	Syaj.g_01695	Pras.g_00426
OG0000853	Syaj.g_01699	Pras.g_00430
OG0000854	Syaj.g_01701	Pras.g_00432
OG0000855	Syaj.g_01702	Pras.g_00433
OG0000856	Syaj.g_01296	Pras.g_00448
OG0000857	Syaj.g_01005	Pras.g_00473
OG0000858	Syaj.g_01708	Pras.g_00544
OG0000859	Syaj.g_01709	Pras.g_00545
OG0000860	Syaj.g_01723	Pras.g_00552
OG0000861	Syaj.g_01724	Pras.g_00553
OG0000862	Syaj.g_01725	Pras.g_00554
OG0000863	Syaj.g_01728	Pras.g_00556
OG0000864	Syaj.g_01729	Pras.g_00557
OG0000865	Syaj.g_01730	Pras.g_00558
OG0000866	Syaj.g_01731	Pras.g_00559
OG0000867	Syaj.g_01732	Pras.g_00560
OG0000868	Syaj.g_01734	Pras.g_00561
OG0000869	Syaj.g_01742	Pras.g_00565
OG0000870	Syaj.g_01747	Pras.g_00570
OG0000871	Syaj.g_01748	Pras.g_00571
OG0000872	Syaj.g_01756	Pras.g_00572
OG0000873	Syaj.g_01759	Pras.g_00575
OG0000874	Syaj.g_01754	Pras.g_00578
OG0000875	Syaj.g_01762	Pras.g_00579
OG0000876	Syaj.g_02084	Pras.g_00580
OG0000877	Syaj.g_01586	Pras.g_00582
OG0000878	Syaj.g_01587	Pras.g_00583
OG0000879	Syaj.g_01588	Pras.g_00584
OG0000880	Syaj.g_01589	Pras.g_00585
OG0000881	Syaj.g_01595	Pras.g_00589
OG0000882	Syaj.g_01599	Pras.g_00594
OG0000883	Syaj.g_01601	Pras.g_00596
OG0000884	Syaj.g_01603	Pras.g_00598
OG0000885	Syaj.g_01604	Pras.g_00599
OG0000886	Syaj.g_01605	Pras.g_00600
OG0000887	Syaj.g_01606	Pras.g_00601
OG0000888	Syaj.g_01608	Pras.g_00603
OG0000889	Syaj.g_01610	Pras.g_00605
OG0000890	Syaj.g_01615	Pras.g_00606
OG0000891	Syaj.g_01616	Pras.g_00607
OG0000892	Syaj.g_01620	Pras.g_00609
OG0000893	Syaj.g_02636	Pras.g_00613
OG0000894	Syaj.g_02639	Pras.g_00615
OG0000895	Syaj.g_02643	Pras.g_00618
OG0000896	Syaj.g_02644	Pras.g_00619
OG0000897	Syaj.g_02646	Pras.g_00621
OG0000898	Syaj.g_02647	Pras.g_00622
OG0000899	Syaj.g_02648	Pras.g_00623
OG0000900	Syaj.g_02649	Pras.g_00624
OG0000901	Syaj.g_02654	Pras.g_00627
OG0000902	Syaj.g_02656	Pras.g_00629
OG0000903	Syaj.g_02689	Pras.g_00632
OG0000904	Syaj.g_02684	Pras.g_00634
OG0000905	Syaj.g_02678	Pras.g_00639
OG0000906	Syaj.g_02676	Pras.g_00640
OG0000907	Syaj.g_02692	Pras.g_00645
OG0000908	Syaj.g_02695	Pras.g_00648
OG0000909	Syaj.g_02696	Pras.g_00649
OG0000910	Syaj.g_02697	Pras.g_00650
OG0000911	Syaj.g_02699	Pras.g_00652
OG0000912	Syaj.g_02700	Pras.g_00653
OG0000913	Syaj.g_02701	Pras.g_00654
OG0000914	Syaj.g_02702	Pras.g_00655
OG0000915	Syaj.g_02704	Pras.g_00656
OG0000916	Syaj.g_02705	Pras.g_00657
OG0000917	Syaj.g_02706	Pras.g_00658
OG0000918	Syaj.g_02707	Pras.g_00659
OG0000919	Syaj.g_02708	Pras.g_00660
OG0000920	Syaj.g_02709	Pras.g_00661
OG0000921	Syaj.g_02710	Pras.g_00662
OG0000922	Syaj.g_02711	Pras.g_00663
OG0000923	Syaj.g_02715	Pras.g_00667
OG0000924	Syaj.g_02716	Pras.g_00668
OG0000925	Syaj.g_02717	Pras.g_00669
OG0000926	Syaj.g_02718	Pras.g_00670
OG0000927	Syaj.g_02720	Pras.g_00672
OG0000928	Syaj.g_02721	Pras.g_00673
OG0000929	Syaj.g_02722	Pras.g_00674
OG0000930	Syaj.g_02723	Pras.g_00675
OG0000931	Syaj.g_02724	Pras.g_00676
OG0000932	Syaj.g_02725	Pras.g_00677
OG0000933	Syaj.g_02731	Pras.g_00681
OG0000934	Syaj.g_02733	Pras.g_00683
OG0000935	Syaj.g_02734	Pras.g_00684
OG0000936	Syaj.g_02735	Pras.g_00685
OG0000937	Syaj.g_02736	Pras.g_00686
OG0000938	Syaj.g_02739	Pras.g_00688
OG0000939	Syaj.g_02740	Pras.g_00689
OG0000940	Syaj.g_02747	Pras.g_00696
OG0000941	Syaj.g_02749	Pras.g_00698
OG0000942	Syaj.g_02751	Pras.g_00700
OG0000943	Syaj.g_02752	Pras.g_00701
OG0000944	Syaj.g_02754	Pras.g_00702
OG0000945	Syaj.g_02756	Pras.g_00703
OG0000946	Syaj.g_02761	Pras.g_00707
OG0000947	Syaj.g_02764	Pras.g_00709
OG0000948	Syaj.g_02765	Pras.g_00710
OG0000949	Syaj.g_02474	Pras.g_00713
OG0000950	Syaj.g_02459	Pras.g_00718
OG0000951	Syaj.g_02452	Pras.g_00722
OG0000952	Syaj.g_02446	Pras.g_00726
OG0000953	Syaj.g_02442	Pras.g_00729
OG0000954	Syaj.g_02435	Pras.g_00733
OG0000955	Syaj.g_02434	Pras.g_00734
OG0000956	Syaj.g_02432	Pras.g_00736
OG0000957	Syaj.g_02419	Pras.g_00741
OG0000958	Syaj.g_02418	Pras.g_00742
OG0000959	Syaj.g_02413	Pras.g_00746
OG0000960	Syaj.g_02412	Pras.g_00747
OG0000961	Syaj.g_02402	Pras.g_00749
OG0000962	Syaj.g_02398	Pras.g_00751
OG0000963	Syaj.g_02393	Pras.g_00755
OG0000964	Syaj.g_02392	Pras.g_00756
OG0000965	Syaj.g_02391	Pras.g_00757
OG0000966	Syaj.g_02370	Pras.g_00765
OG0000967	Syaj.g_02334	Pras.g_00770
OG0000968	Syaj.g_02363	Pras.g_00772
OG0000969	Syaj.g_02338	Pras.g_00773
OG0000970	Syaj.g_02337	Pras.g_00774
OG0000971	Syaj.g_02331	Pras.g_00775
OG0000972	Syaj.g_02330	Pras.g_00776
OG0000973	Syaj.g_02329	Pras.g_00777
OG0000974	Syaj.g_02328	Pras.g_00778
OG0000975	Syaj.g_02327	Pras.g_00779
OG0000976	Syaj.g_02326	Pras.g_00780
OG0000977	Syaj.g_02324	Pras.g_00781
OG0000978	Syaj.g_02322	Pras.g_00782
OG0000979	Syaj.g_02319	Pras.g_00785
OG0000980	Syaj.g_02316	Pras.g_00787
OG0000981	Syaj.g_02313	Pras.g_00789
OG0000982	Syaj.g_02112	Pras.g_00791
OG0000983	Syaj.g_02113	Pras.g_00792
OG0000984	Syaj.g_02114	Pras.g_00793
OG0000985	Syaj.g_02116	Pras.g_00796
OG0000986	Syaj.g_02123	Pras.g_00798
OG0000987	Syaj.g_02125	Pras.g_00799
OG0000988	Syaj.g_02131	Pras.g_00802
OG0000989	Syaj.g_02142	Pras.g_00805
OG0000990	Syaj.g_02165	Pras.g_00808
OG0000991	Syaj.g_02168	Pras.g_00809
OG0000992	Syaj.g_02171	Pras.g_00812
OG0000993	Syaj.g_02173	Pras.g_00813
OG0000994	Syaj.g_02177	Pras.g_00814
OG0000995	Syaj.g_02182	Pras.g_00818
OG0000996	Syaj.g_02221	Pras.g_00819
OG0000997	Syaj.g_02228	Pras.g_00820
OG0000998	Syaj.g_02230	Pras.g_00822
OG0000999	Syaj.g_02231	Pras.g_00823
OG0001000	Syaj.g_02236	Pras.g_00826
OG0001001	Syaj.g_02241	Pras.g_00828
OG0001002	Syaj.g_02248	Pras.g_00832
OG0001003	Syaj.g_02250	Pras.g_00834
OG0001004	Syaj.g_02251	Pras.g_00835
OG0001005	Syaj.g_02252	Pras.g_00836
OG0001006	Syaj.g_02260	Pras.g_00840
OG0001007	Syaj.g_02262	Pras.g_00842
OG0001008	Syaj.g_01554	Pras.g_01315
OG0001009	Syaj.g_02294	Pras.g_00869
OG0001010	Syaj.g_02295	Pras.g_00870
OG0001011	Syaj.g_02296	Pras.g_00871
OG0001012	Syaj.g_02108	Pras.g_00896
OG0001014	Syaj.g_02083	Pras.g_00904
OG0001015	Syaj.g_02082	Pras.g_00905
OG0001016	Syaj.g_01824	Pras.g_00924
OG0001017	Syaj.g_01830	Pras.g_00928
OG0001018	Syaj.g_01832	Pras.g_00931
OG0001019	Syaj.g_01849	Pras.g_00940
OG0001020	Syaj.g_01862	Pras.g_00941
OG0001021	Syaj.g_01867	Pras.g_00942
OG0001022	Syaj.g_01872	Pras.g_00945
OG0001023	Syaj.g_01873	Pras.g_00946
OG0001024	Syaj.g_01877	Pras.g_00949
OG0001025	Syaj.g_01884	Pras.g_00955
OG0001026	Syaj.g_01897	Pras.g_00962
OG0001027	Syaj.g_01903	Pras.g_00963
OG0001028	Syaj.g_01905	Pras.g_00965
OG0001029	Syaj.g_01907	Pras.g_00966
OG0001030	Syaj.g_01933	Pras.g_00981
OG0001031	Syaj.g_02012	Pras.g_01037
OG0001032	Syaj.g_02015	Pras.g_01038
OG0001033	Syaj.g_02044	Pras.g_01060
OG0001034	Syaj.g_02875	Pras.g_01088
OG0001035	Syaj.g_02603	Pras.g_01106
OG0001036	Syaj.g_02599	Pras.g_01111
OG0001037	Syaj.g_02597	Pras.g_01112
OG0001038	Syaj.g_02567	Pras.g_01130
OG0001039	Syaj.g_02564	Pras.g_01133
OG0001040	Syaj.g_02561	Pras.g_01135
OG0001041	Syaj.g_02556	Pras.g_01139
OG0001042	Syaj.g_02527	Pras.g_01156
OG0001043	Syaj.g_02523	Pras.g_01157
OG0001044	Syaj.g_02804	Pras.g_01186
OG0001045	Syaj.g_02817	Pras.g_01195
OG0001046	Syaj.g_00851	Pras.g_01232
OG0001047	Syaj.g_01552	Pras.g_01317
OG0001048	Syaj.g_01551	Pras.g_01318
OG0001049	Syaj.g_01548	Pras.g_01320
OG0001050	Syaj.g_01547	Pras.g_01321
OG0001051	Syaj.g_01546	Pras.g_01322
OG0001052	Syaj.g_01448	Pras.g_01349
OG0001053	Syaj.g_00075	Pras.g_01361
OG0001054	Syaj.g_00092	Pras.g_01376
OG0001055	Syaj.g_00113	Pras.g_01395
OG0001056	Syaj.g_00149	Pras.g_01413
OG0001057	Syaj.g_00160	Pras.g_01418
OG0001058	Syaj.g_00183	Pras.g_01426
OG0001059	Syaj.g_00187	Pras.g_01430
OG0001060	Syaj.g_00193	Pras.g_01437
OG0001061	Syaj.g_00214	Pras.g_01450
OG0001062	Syaj.g_00216	Pras.g_01452
OG0001063	Syaj.g_00222	Pras.g_01454
OG0001064	Syaj.g_00223	Pras.g_01455
OG0001065	Syaj.g_00224	Pras.g_01456
OG0001066	Syaj.g_00225	Pras.g_01457
OG0001067	Syaj.g_00226	Pras.g_01459
OG0001068	Syaj.g_00227	Pras.g_01460
OG0001069	Syaj.g_00228	Pras.g_01461
OG0001070	Syaj.g_00231	Pras.g_01464
OG0001071	Syaj.g_00232	Pras.g_01465
OG0001072	Syaj.g_00236	Pras.g_01466
OG0001073	Syaj.g_00254	Pras.g_01480
OG0001074	Syaj.g_01327	Pras.g_01491
OG0001075	Syaj.g_01325	Pras.g_01492
OG0001076	Syaj.g_01305	Pras.g_01500
OG0001077	Syaj.g_01294	Pras.g_01504
OG0001078	Syaj.g_01282	Pras.g_01512
OG0001079	Syaj.g_01269	Pras.g_01523
OG0001080	Syaj.g_01135	Pras.g_01529
OG0001081	Syaj.g_00699	Pras.g_01531
OG0001082	Syaj.g_00700	Pras.g_01532
OG0001083	Syaj.g_00709	Pras.g_01537
OG0001084	Syaj.g_00711	Pras.g_01538
OG0001085	Syaj.g_00721	Pras.g_01546
OG0001086	Syaj.g_00723	Pras.g_01547
OG0001087	Syaj.g_00498	Pras.g_01564
OG0001088	Syaj.g_00494	Pras.g_01565
OG0001089	Syaj.g_00439	Pras.g_01573
OG0001090	Syaj.g_00959	Pras.g_01607
OG0001091	Syaj.g_00957	Pras.g_01609
OG0001092	Syaj.g_00954	Pras.g_01610
OG0001093	Syaj.g_00948	Pras.g_01615
OG0001094	Syaj.g_01032	Pras.g_01695
OG0001095	Syaj.g_01008	Pras.g_01714
OG0001096	Syaj.g_00988	Pras.g_01727
OG0001097	Syaj.g_00371	Pras.g_01745
OG0001098	Syaj.g_01132	Pras.g_01760
OG0001099	Syaj.g_01906	Pras.g_01791
OG0001100	Syaj.g_00732	Pras.g_01793
OG0001101	Syaj.g_00734	Pras.g_01795
OG0001102	Syaj.g_00737	Pras.g_01798
OG0001103	Syaj.g_00740	Pras.g_01800
OG0001104	Syaj.g_01050	Pras.g_01822
OG0001105	Syaj.g_01046	Pras.g_01826
OG0001106	Syaj.g_00912	Pras.g_01850
OG0001107	Syaj.g_00900	Pras.g_01857
OG0001108	Syaj.g_00870	Pras.g_01861
OG0001109	Syaj.g_00868	Pras.g_01862
OG0001110	Syaj.g_00866	Pras.g_01864
OG0001111	Syaj.g_00864	Pras.g_01865
OG0001112	Syaj.g_00862	Pras.g_01866
OG0001113	Syaj.g_00861	Pras.g_01867
OG0001114	Syaj.g_00860	Pras.g_01868
OG0001115	Syaj.g_00856	Pras.g_01870
OG0001116	Syaj.g_00854	Pras.g_01871
OG0001117	Syaj.g_00853	Pras.g_01872
OG0001118	Syaj.g_00852	Pras.g_01873
OG0001119	Syaj.g_00850	Pras.g_01874
OG0001120	Syaj.g_00846	Pras.g_01876
OG0001121	Syaj.g_00630	Pras.g_00021, Pras.g_01880
OG0001122	Syaj.g_00817	Pras.g_01906
