Orthogroup	Syaj	Pram
OG0000554	Syaj.g_00145	Pram.g_00472
OG0000555	Syaj.g_00163	Pram.g_00479
OG0000556	Syaj.g_00167	Pram.g_00481
OG0000557	Syaj.g_00178	Pram.g_00482
OG0000558	Syaj.g_00181	Pram.g_00484
OG0000559	Syaj.g_00185	Pram.g_00488
OG0000560	Syaj.g_00188	Pram.g_00491
OG0000561	Syaj.g_00189	Pram.g_00492
OG0000562	Syaj.g_00190	Pram.g_00493
OG0000563	Syaj.g_00191	Pram.g_00494
OG0000564	Syaj.g_00192	Pram.g_00495
OG0000565	Syaj.g_00195	Pram.g_00498
OG0000566	Syaj.g_00199	Pram.g_00502
OG0000567	Syaj.g_00203	Pram.g_00506
OG0000568	Syaj.g_00207	Pram.g_00507
OG0000569	Syaj.g_00208	Pram.g_00508
OG0000570	Syaj.g_00209	Pram.g_00509
OG0000571	Syaj.g_00213	Pram.g_00511
OG0000572	Syaj.g_00230	Pram.g_00523
OG0000573	Syaj.g_00238	Pram.g_00529
OG0000574	Syaj.g_00242	Pram.g_00530
OG0000575	Syaj.g_00247	Pram.g_00534
OG0000576	Syaj.g_00249	Pram.g_00536
OG0000577	Syaj.g_00250	Pram.g_00537
OG0000578	Syaj.g_00251	Pram.g_00538
OG0000579	Syaj.g_00252	Pram.g_00539
OG0000580	Syaj.g_00253	Pram.g_00540
OG0000581	Syaj.g_00261	Pram.g_00543
OG0000582	Syaj.g_01338	Pram.g_00546
OG0000583	Syaj.g_01337	Pram.g_00547
OG0000584	Syaj.g_01336	Pram.g_00548
OG0000585	Syaj.g_01334	Pram.g_00550
OG0000586	Syaj.g_01333	Pram.g_00551
OG0000587	Syaj.g_01331	Pram.g_00552
OG0000588	Syaj.g_01313	Pram.g_00556
OG0000589	Syaj.g_01308	Pram.g_00559
OG0000590	Syaj.g_01307	Pram.g_00560
OG0000591	Syaj.g_01299	Pram.g_00564
OG0000592	Syaj.g_01298	Pram.g_00565
OG0000593	Syaj.g_01287	Pram.g_01078
OG0000594	Syaj.g_01286	Pram.g_01077
OG0000595	Syaj.g_01285	Pram.g_01076
OG0000596	Syaj.g_01280	Pram.g_01073
OG0000597	Syaj.g_01277	Pram.g_01070
OG0000598	Syaj.g_01276	Pram.g_01069
OG0000599	Syaj.g_01273	Pram.g_01066
OG0000600	Syaj.g_01272	Pram.g_01065
OG0000601	Syaj.g_01271	Pram.g_01064
OG0000602	Syaj.g_01266	Pram.g_01062
OG0000603	Syaj.g_01265	Pram.g_01061
OG0000604	Syaj.g_01262	Pram.g_01060
OG0000605	Syaj.g_01153	Pram.g_01059
OG0000606	Syaj.g_00698	Pram.g_01056
OG0000607	Syaj.g_00702	Pram.g_01053
OG0000608	Syaj.g_00703	Pram.g_01052
OG0000609	Syaj.g_00705	Pram.g_01051
OG0000610	Syaj.g_00714	Pram.g_01045
OG0000611	Syaj.g_00717	Pram.g_01042
OG0000612	Syaj.g_00718	Pram.g_01041
OG0000613	Syaj.g_02500	Pram.g_00763
OG0000614	Syaj.g_00480	Pram.g_00784
OG0000615	Syaj.g_01065	Pram.g_00795
OG0000616	Syaj.g_02245	Pram.g_01927
OG0000617	Syaj.g_00952	Pram.g_01024
OG0000618	Syaj.g_00951	Pram.g_01023
OG0000619	Syaj.g_00950	Pram.g_01022
OG0000620	Syaj.g_00945	Pram.g_01019
OG0000621	Syaj.g_00944	Pram.g_01018
OG0000622	Syaj.g_00943	Pram.g_01017
OG0000623	Syaj.g_00942	Pram.g_01016
OG0000624	Syaj.g_00940	Pram.g_01014
OG0000625	Syaj.g_00939	Pram.g_01013
OG0000626	Syaj.g_00938	Pram.g_01012
OG0000627	Syaj.g_00765	Pram.g_01011
OG0000628	Syaj.g_00766	Pram.g_01010
OG0000629	Syaj.g_00769	Pram.g_01008
OG0000630	Syaj.g_00773	Pram.g_01005
OG0000631	Syaj.g_00786	Pram.g_00913
OG0000632	Syaj.g_00787	Pram.g_00914
OG0000633	Syaj.g_00789	Pram.g_00915
OG0000634	Syaj.g_01030	Pram.g_00805
OG0000635	Syaj.g_01029	Pram.g_00806
OG0000636	Syaj.g_01024	Pram.g_00808
OG0000637	Syaj.g_01022	Pram.g_00810
OG0000638	Syaj.g_01021	Pram.g_00811
OG0000639	Syaj.g_01020	Pram.g_00812
OG0000640	Syaj.g_01019	Pram.g_00813
OG0000641	Syaj.g_01015	Pram.g_00817
OG0000642	Syaj.g_01014	Pram.g_00818
OG0000643	Syaj.g_01012	Pram.g_00819
OG0000644	Syaj.g_01011	Pram.g_00820
OG0000645	Syaj.g_01009	Pram.g_00821
OG0000646	Syaj.g_01006	Pram.g_00823
OG0000647	Syaj.g_01004	Pram.g_00825
OG0000648	Syaj.g_01001	Pram.g_00827
OG0000649	Syaj.g_01000	Pram.g_00828
OG0000650	Syaj.g_00999	Pram.g_00829
OG0000651	Syaj.g_00998	Pram.g_00830
OG0000652	Syaj.g_00997	Pram.g_00831
OG0000653	Syaj.g_00991	Pram.g_00833
OG0000654	Syaj.g_00990	Pram.g_00834
OG0000655	Syaj.g_00989	Pram.g_00835
OG0000656	Syaj.g_00986	Pram.g_00838
OG0000657	Syaj.g_00382	Pram.g_00845
OG0000658	Syaj.g_00379	Pram.g_00847
OG0000659	Syaj.g_00378	Pram.g_00848
OG0000660	Syaj.g_00374	Pram.g_00852
OG0000661	Syaj.g_00372	Pram.g_00854
OG0000662	Syaj.g_00370	Pram.g_00857
OG0000663	Syaj.g_00367	Pram.g_00859
OG0000664	Syaj.g_00358	Pram.g_00860
OG0000665	Syaj.g_01243	Pram.g_00866
OG0000666	Syaj.g_01154	Pram.g_00867
OG0000667	Syaj.g_02661	Pram.g_00872
OG0000668	Syaj.g_00816	Pram.g_00713
OG0000669	Syaj.g_00730	Pram.g_00724
OG0000670	Syaj.g_00733	Pram.g_00727
OG0000671	Syaj.g_00735	Pram.g_00729
OG0000672	Syaj.g_00739	Pram.g_00732
OG0000673	Syaj.g_00742	Pram.g_00735
OG0000674	Syaj.g_00744	Pram.g_00737
OG0000675	Syaj.g_00757	Pram.g_00738
OG0000676	Syaj.g_00759	Pram.g_00740
OG0000677	Syaj.g_00760	Pram.g_00741
OG0000678	Syaj.g_01075	Pram.g_00743
OG0000679	Syaj.g_01061	Pram.g_00747
OG0000680	Syaj.g_01060	Pram.g_00748
OG0000681	Syaj.g_01057	Pram.g_00751
OG0000682	Syaj.g_01056	Pram.g_00752
OG0000683	Syaj.g_01055	Pram.g_00753
OG0000684	Syaj.g_01051	Pram.g_00754
OG0000685	Syaj.g_01049	Pram.g_00756
OG0000686	Syaj.g_01048	Pram.g_00757
OG0000687	Syaj.g_01047	Pram.g_00758
OG0000688	Syaj.g_01041	Pram.g_01036
OG0000689	Syaj.g_01039	Pram.g_01035
OG0000690	Syaj.g_01038	Pram.g_01034
OG0000691	Syaj.g_01037	Pram.g_01033
OG0000692	Syaj.g_01036	Pram.g_01031
OG0000693	Syaj.g_01034	Pram.g_01030
OG0000694	Syaj.g_01033	Pram.g_01029
OG0000695	Syaj.g_00791	Pram.g_00917
OG0000696	Syaj.g_00792	Pram.g_00918
OG0000697	Syaj.g_00932	Pram.g_00919
OG0000698	Syaj.g_00929	Pram.g_00922
OG0000699	Syaj.g_00928	Pram.g_00923
OG0000700	Syaj.g_00927	Pram.g_00924
OG0000701	Syaj.g_00926	Pram.g_00925
OG0000702	Syaj.g_00916	Pram.g_00927
OG0000703	Syaj.g_00915	Pram.g_00928
OG0000704	Syaj.g_00913	Pram.g_00930
OG0000705	Syaj.g_00906	Pram.g_00936
OG0000706	Syaj.g_00905	Pram.g_00937
OG0000707	Syaj.g_00904	Pram.g_00938
OG0000708	Syaj.g_00901	Pram.g_00940
OG0000709	Syaj.g_00872	Pram.g_00944
OG0000710	Syaj.g_00867	Pram.g_00947
OG0000711	Syaj.g_00839	Pram.g_00963
OG0000712	Syaj.g_00837	Pram.g_00964
OG0000713	Syaj.g_00836	Pram.g_00965
OG0000714	Syaj.g_00834	Pram.g_00966
OG0000715	Syaj.g_00832	Pram.g_00968
OG0000716	Syaj.g_00825	Pram.g_00970
OG0000717	Syaj.g_00824	Pram.g_00971
OG0000718	Syaj.g_00820	Pram.g_00973
OG0000719	Syaj.g_00818	Pram.g_00975
OG0000720	Syaj.g_00805	Pram.g_00986
OG0000721	Syaj.g_00803	Pram.g_00990
OG0000722	Syaj.g_00802	Pram.g_00991
OG0000723	Syaj.g_00934	Pram.g_00995
OG0000724	Syaj.g_00421	Pram.g_00893
OG0000725	Syaj.g_00430	Pram.g_00887
OG0000726	Syaj.g_00431	Pram.g_00886
OG0000727	Syaj.g_00432	Pram.g_00885
OG0000728	Syaj.g_00434	Pram.g_00883
OG0000729	Syaj.g_02397	Pram.g_01208
OG0000730	Syaj.g_02802	Pram.g_01182
OG0000731	Syaj.g_02814	Pram.g_00335
OG0000733	Syaj.g_02151	Pram.g_01547
OG0000734	Syaj.g_01895	Pram.g_01156
OG0000735	Syaj.g_00286	Pram.g_01154
OG0000736	Syaj.g_00287	Pram.g_01153
OG0000737	Syaj.g_00288	Pram.g_01152
OG0000738	Syaj.g_00293	Pram.g_01148
OG0000739	Syaj.g_00295	Pram.g_01147
OG0000740	Syaj.g_00296	Pram.g_01146
OG0000741	Syaj.g_00299	Pram.g_01144
OG0000742	Syaj.g_00301	Pram.g_01141
OG0000743	Syaj.g_00303	Pram.g_01139
OG0000744	Syaj.g_00304	Pram.g_01137
OG0000745	Syaj.g_00306	Pram.g_01136
OG0000746	Syaj.g_00308	Pram.g_01134
OG0000747	Syaj.g_00309	Pram.g_01133
OG0000748	Syaj.g_00319	Pram.g_01129
OG0000749	Syaj.g_00322	Pram.g_01128
OG0000750	Syaj.g_00323	Pram.g_01127
OG0000751	Syaj.g_00331	Pram.g_01124
OG0000752	Syaj.g_00333	Pram.g_01122
OG0000753	Syaj.g_00336	Pram.g_01119
OG0000754	Syaj.g_00643	Pram.g_01117
OG0000755	Syaj.g_00631	Pram.g_01111
OG0000756	Syaj.g_00625	Pram.g_01110
OG0000757	Syaj.g_00614	Pram.g_01103
OG0000758	Syaj.g_00613	Pram.g_01102
OG0000759	Syaj.g_00612	Pram.g_01101
OG0000760	Syaj.g_00611	Pram.g_01100
OG0000761	Syaj.g_00609	Pram.g_01099
OG0000762	Syaj.g_00603	Pram.g_01098
OG0000763	Syaj.g_00597	Pram.g_01096
OG0000764	Syaj.g_00596	Pram.g_01095
OG0000765	Syaj.g_00577	Pram.g_01087
OG0000766	Syaj.g_00576	Pram.g_01086
OG0000767	Syaj.g_00574	Pram.g_01084
OG0000768	Syaj.g_00573	Pram.g_01083
OG0000769	Syaj.g_00571	Pram.g_01081
OG0000770	Syaj.g_00567	Pram.g_00570
OG0000771	Syaj.g_00415	Pram.g_01254
OG0000772	Syaj.g_01208	Pram.g_01569
OG0000773	Syaj.g_00280	Pram.g_01221
OG0000774	Syaj.g_01502	Pram.g_01223
OG0000775	Syaj.g_01504	Pram.g_01225
OG0000776	Syaj.g_01505	Pram.g_01226
OG0000777	Syaj.g_01506	Pram.g_01227
OG0000778	Syaj.g_01507	Pram.g_01228
OG0000779	Syaj.g_01513	Pram.g_01232
OG0000780	Syaj.g_01517	Pram.g_01233
OG0000781	Syaj.g_01521	Pram.g_01236
OG0000782	Syaj.g_01522	Pram.g_01237
OG0000783	Syaj.g_01524	Pram.g_01238
OG0000784	Syaj.g_01525	Pram.g_01239
OG0000785	Syaj.g_01526	Pram.g_01241
OG0000786	Syaj.g_00265	Pram.g_01244
OG0000787	Syaj.g_00264	Pram.g_01245
OG0000788	Syaj.g_01270	Pram.g_01271
OG0000789	Syaj.g_01121	Pram.g_01281
OG0000790	Syaj.g_00054	Pram.g_01463
OG0000791	Syaj.g_00053	Pram.g_01461
OG0000792	Syaj.g_00052	Pram.g_01460
OG0000793	Syaj.g_00047	Pram.g_01456
OG0000794	Syaj.g_00046	Pram.g_01455
OG0000795	Syaj.g_00045	Pram.g_01454
OG0000796	Syaj.g_00039	Pram.g_01450
OG0000797	Syaj.g_00038	Pram.g_01449
OG0000798	Syaj.g_02568	Pram.g_01444
OG0000799	Syaj.g_01352	Pram.g_01398
OG0000800	Syaj.g_01354	Pram.g_01397
OG0000801	Syaj.g_01355	Pram.g_01396
OG0000802	Syaj.g_01359	Pram.g_01394
OG0000803	Syaj.g_01363	Pram.g_01392
OG0000804	Syaj.g_01366	Pram.g_01391
OG0000805	Syaj.g_01369	Pram.g_01389
OG0000806	Syaj.g_01370	Pram.g_01387
OG0000807	Syaj.g_01372	Pram.g_01386
OG0000808	Syaj.g_01373	Pram.g_01385
OG0000809	Syaj.g_01376	Pram.g_01383
OG0000810	Syaj.g_01377	Pram.g_01382
OG0000811	Syaj.g_01385	Pram.g_01375
OG0000812	Syaj.g_01387	Pram.g_01373
OG0000813	Syaj.g_01388	Pram.g_01372
OG0000814	Syaj.g_01390	Pram.g_01370
OG0000815	Syaj.g_01391	Pram.g_01369
OG0000816	Syaj.g_01392	Pram.g_01367
OG0000817	Syaj.g_01393	Pram.g_01366
OG0000818	Syaj.g_01399	Pram.g_01361
OG0000819	Syaj.g_01400	Pram.g_01360
OG0000820	Syaj.g_01401	Pram.g_01359
OG0000821	Syaj.g_01412	Pram.g_01355
OG0000822	Syaj.g_01414	Pram.g_01354
OG0000823	Syaj.g_01415	Pram.g_01353
OG0000824	Syaj.g_01421	Pram.g_01350
OG0000825	Syaj.g_01422	Pram.g_01349
OG0000826	Syaj.g_01423	Pram.g_01348
OG0000827	Syaj.g_01424	Pram.g_01347
OG0000828	Syaj.g_01427	Pram.g_01344
OG0000829	Syaj.g_01428	Pram.g_01343
OG0000830	Syaj.g_01429	Pram.g_01342
OG0000831	Syaj.g_01431	Pram.g_01340
OG0000832	Syaj.g_01635	Pram.g_01330
OG0000833	Syaj.g_01647	Pram.g_01321
OG0000834	Syaj.g_01649	Pram.g_01320
OG0000835	Syaj.g_01650	Pram.g_01319
OG0000836	Syaj.g_01654	Pram.g_01318
OG0000837	Syaj.g_01661	Pram.g_01317
OG0000838	Syaj.g_01665	Pram.g_01314
OG0000839	Syaj.g_01666	Pram.g_01313
OG0000840	Syaj.g_01667	Pram.g_01312
OG0000841	Syaj.g_01668	Pram.g_01311
OG0000842	Syaj.g_01669	Pram.g_01310
OG0000843	Syaj.g_01670	Pram.g_01309
OG0000844	Syaj.g_01680	Pram.g_01308
OG0000845	Syaj.g_01681	Pram.g_01307
OG0000846	Syaj.g_01682	Pram.g_01306
OG0000847	Syaj.g_01683	Pram.g_01305
OG0000848	Syaj.g_01685	Pram.g_01304
OG0000849	Syaj.g_01686	Pram.g_01303
OG0000850	Syaj.g_01689	Pram.g_01301
OG0000851	Syaj.g_01694	Pram.g_01300
OG0000852	Syaj.g_01695	Pram.g_01299
OG0000853	Syaj.g_01699	Pram.g_01294
OG0000854	Syaj.g_01701	Pram.g_01292
OG0000855	Syaj.g_01702	Pram.g_01291
OG0000856	Syaj.g_01296	Pram.g_00567
OG0000857	Syaj.g_01005	Pram.g_00824
OG0000858	Syaj.g_01708	Pram.g_01625
OG0000859	Syaj.g_01709	Pram.g_01626
OG0000860	Syaj.g_01723	Pram.g_01634
OG0000861	Syaj.g_01724	Pram.g_01635
OG0000862	Syaj.g_01725	Pram.g_01636
OG0000863	Syaj.g_01728	Pram.g_01638
OG0000864	Syaj.g_01729	Pram.g_01639
OG0000865	Syaj.g_01730	Pram.g_01640
OG0000866	Syaj.g_01731	Pram.g_01641
OG0000867	Syaj.g_01732	Pram.g_01642
OG0000868	Syaj.g_01734	Pram.g_01644
OG0000869	Syaj.g_01742	Pram.g_01647
OG0000870	Syaj.g_01747	Pram.g_01652
OG0000871	Syaj.g_01748	Pram.g_01653
OG0000872	Syaj.g_01756	Pram.g_01654
OG0000873	Syaj.g_01759	Pram.g_01657
OG0000874	Syaj.g_01754	Pram.g_01660
OG0000875	Syaj.g_01762	Pram.g_01662
OG0000876	Syaj.g_02084	Pram.g_01663
OG0000877	Syaj.g_01586	Pram.g_01665
OG0000878	Syaj.g_01587	Pram.g_01666
OG0000879	Syaj.g_01588	Pram.g_01667
OG0000880	Syaj.g_01589	Pram.g_01668
OG0000881	Syaj.g_01595	Pram.g_01672
OG0000882	Syaj.g_01599	Pram.g_01677
OG0000883	Syaj.g_01601	Pram.g_01679
OG0000884	Syaj.g_01603	Pram.g_01681
OG0000885	Syaj.g_01604	Pram.g_01682
OG0000886	Syaj.g_01605	Pram.g_01683
OG0000887	Syaj.g_01606	Pram.g_01684
OG0000888	Syaj.g_01608	Pram.g_01686
OG0000889	Syaj.g_01610	Pram.g_01688
OG0000890	Syaj.g_01615	Pram.g_01689
OG0000891	Syaj.g_01616	Pram.g_01690
OG0000892	Syaj.g_01620	Pram.g_01691
OG0000893	Syaj.g_02636	Pram.g_01695
OG0000894	Syaj.g_02639	Pram.g_01698
OG0000895	Syaj.g_02643	Pram.g_01702
OG0000896	Syaj.g_02644	Pram.g_01703
OG0000897	Syaj.g_02646	Pram.g_01705
OG0000898	Syaj.g_02647	Pram.g_01706
OG0000899	Syaj.g_02648	Pram.g_01707
OG0000900	Syaj.g_02649	Pram.g_01708
OG0000901	Syaj.g_02654	Pram.g_01711
OG0000902	Syaj.g_02656	Pram.g_01713
OG0000903	Syaj.g_02689	Pram.g_01717
OG0000904	Syaj.g_02684	Pram.g_01722
OG0000905	Syaj.g_02678	Pram.g_01715
OG0000906	Syaj.g_02676	Pram.g_01714
OG0000907	Syaj.g_02692	Pram.g_01727
OG0000908	Syaj.g_02695	Pram.g_01730
OG0000909	Syaj.g_02696	Pram.g_01731
OG0000910	Syaj.g_02697	Pram.g_01732
OG0000911	Syaj.g_02699	Pram.g_01734
OG0000912	Syaj.g_02700	Pram.g_01735
OG0000913	Syaj.g_02701	Pram.g_01736
OG0000914	Syaj.g_02702	Pram.g_01737
OG0000915	Syaj.g_02704	Pram.g_01738
OG0000916	Syaj.g_02705	Pram.g_01739
OG0000917	Syaj.g_02706	Pram.g_01740
OG0000918	Syaj.g_02707	Pram.g_01741
OG0000919	Syaj.g_02708	Pram.g_01742
OG0000920	Syaj.g_02709	Pram.g_01743
OG0000921	Syaj.g_02710	Pram.g_01744
OG0000922	Syaj.g_02711	Pram.g_01745
OG0000923	Syaj.g_02715	Pram.g_01749
OG0000924	Syaj.g_02716	Pram.g_01750
OG0000925	Syaj.g_02717	Pram.g_01751
OG0000926	Syaj.g_02718	Pram.g_01752
OG0000927	Syaj.g_02720	Pram.g_01754
OG0000928	Syaj.g_02721	Pram.g_01755
OG0000929	Syaj.g_02722	Pram.g_01756
OG0000930	Syaj.g_02723	Pram.g_01757
OG0000931	Syaj.g_02724	Pram.g_01758
OG0000932	Syaj.g_02725	Pram.g_01759
OG0000933	Syaj.g_02731	Pram.g_01763
OG0000934	Syaj.g_02733	Pram.g_01765
OG0000935	Syaj.g_02734	Pram.g_01766
OG0000936	Syaj.g_02735	Pram.g_01767
OG0000937	Syaj.g_02736	Pram.g_01768
OG0000938	Syaj.g_02739	Pram.g_01771
OG0000939	Syaj.g_02740	Pram.g_01772
OG0000940	Syaj.g_02747	Pram.g_01779
OG0000941	Syaj.g_02749	Pram.g_01781
OG0000942	Syaj.g_02751	Pram.g_01783
OG0000943	Syaj.g_02752	Pram.g_01784
OG0000944	Syaj.g_02754	Pram.g_01786
OG0000945	Syaj.g_02756	Pram.g_01787
OG0000946	Syaj.g_02761	Pram.g_01793
OG0000947	Syaj.g_02764	Pram.g_01795
OG0000948	Syaj.g_02765	Pram.g_01796
OG0000949	Syaj.g_02474	Pram.g_01799
OG0000950	Syaj.g_02459	Pram.g_01806
OG0000951	Syaj.g_02452	Pram.g_01810
OG0000952	Syaj.g_02446	Pram.g_01814
OG0000953	Syaj.g_02442	Pram.g_01818
OG0000954	Syaj.g_02435	Pram.g_01822
OG0000955	Syaj.g_02434	Pram.g_01823
OG0000956	Syaj.g_02432	Pram.g_01825
OG0000957	Syaj.g_02419	Pram.g_01831
OG0000958	Syaj.g_02418	Pram.g_01832
OG0000959	Syaj.g_02413	Pram.g_01836
OG0000960	Syaj.g_02412	Pram.g_01837
OG0000961	Syaj.g_02402	Pram.g_01840
OG0000962	Syaj.g_02398	Pram.g_01842
OG0000963	Syaj.g_02393	Pram.g_01846
OG0000964	Syaj.g_02392	Pram.g_01847
OG0000965	Syaj.g_02391	Pram.g_01848
OG0000966	Syaj.g_02370	Pram.g_01854
OG0000967	Syaj.g_02334	Pram.g_01858
OG0000968	Syaj.g_02363	Pram.g_01860
OG0000969	Syaj.g_02338	Pram.g_01861
OG0000970	Syaj.g_02337	Pram.g_01862
OG0000971	Syaj.g_02331	Pram.g_01863
OG0000972	Syaj.g_02330	Pram.g_01864
OG0000973	Syaj.g_02329	Pram.g_01865
OG0000974	Syaj.g_02328	Pram.g_01866
OG0000975	Syaj.g_02327	Pram.g_01867
OG0000976	Syaj.g_02326	Pram.g_01868
OG0000977	Syaj.g_02324	Pram.g_01869
OG0000978	Syaj.g_02322	Pram.g_01870
OG0000979	Syaj.g_02319	Pram.g_01873
OG0000980	Syaj.g_02316	Pram.g_01875
OG0000981	Syaj.g_02313	Pram.g_01878
OG0000982	Syaj.g_02112	Pram.g_01880
OG0000983	Syaj.g_02113	Pram.g_01881
OG0000984	Syaj.g_02114	Pram.g_01882
OG0000985	Syaj.g_02116	Pram.g_01885
OG0000986	Syaj.g_02123	Pram.g_01887
OG0000987	Syaj.g_02125	Pram.g_01888
OG0000988	Syaj.g_02131	Pram.g_01891
OG0000989	Syaj.g_02142	Pram.g_01895
OG0000990	Syaj.g_02165	Pram.g_01900
OG0000991	Syaj.g_02168	Pram.g_01901
OG0000992	Syaj.g_02171	Pram.g_01904
OG0000993	Syaj.g_02173	Pram.g_01905
OG0000994	Syaj.g_02177	Pram.g_01906
OG0000995	Syaj.g_02182	Pram.g_01910
OG0000996	Syaj.g_02221	Pram.g_01911
OG0000997	Syaj.g_02228	Pram.g_01913
OG0000998	Syaj.g_02230	Pram.g_01915
OG0000999	Syaj.g_02231	Pram.g_01916
OG0001000	Syaj.g_02236	Pram.g_01919
OG0001001	Syaj.g_02241	Pram.g_01924
OG0001002	Syaj.g_02248	Pram.g_01929
OG0001003	Syaj.g_02250	Pram.g_01930
OG0001004	Syaj.g_02251	Pram.g_01931
OG0001005	Syaj.g_02252	Pram.g_01932
OG0001006	Syaj.g_02260	Pram.g_01936
OG0001007	Syaj.g_02262	Pram.g_01938
OG0001008	Syaj.g_01554	Pram.g_00372
OG0001009	Syaj.g_02294	Pram.g_00014
OG0001010	Syaj.g_02295	Pram.g_00015
OG0001011	Syaj.g_02296	Pram.g_00016
OG0001012	Syaj.g_02108	Pram.g_00028
OG0001014	Syaj.g_02083	Pram.g_00038
OG0001015	Syaj.g_02082	Pram.g_00039
OG0001016	Syaj.g_01824	Pram.g_00058
OG0001017	Syaj.g_01830	Pram.g_00062
OG0001018	Syaj.g_01832	Pram.g_00064
OG0001019	Syaj.g_01849	Pram.g_00073
OG0001020	Syaj.g_01862	Pram.g_00074
OG0001021	Syaj.g_01867	Pram.g_00075
OG0001022	Syaj.g_01872	Pram.g_00078
OG0001023	Syaj.g_01873	Pram.g_00079
OG0001024	Syaj.g_01877	Pram.g_00082
OG0001025	Syaj.g_01884	Pram.g_00089
OG0001026	Syaj.g_01897	Pram.g_00097
OG0001027	Syaj.g_01903	Pram.g_00098
OG0001028	Syaj.g_01905	Pram.g_00100
OG0001029	Syaj.g_01907	Pram.g_00101
OG0001030	Syaj.g_01933	Pram.g_00117
OG0001031	Syaj.g_02012	Pram.g_00171
OG0001032	Syaj.g_02015	Pram.g_00172
OG0001033	Syaj.g_02044	Pram.g_00193
OG0001034	Syaj.g_02875	Pram.g_00223
OG0001035	Syaj.g_02603	Pram.g_00243
OG0001036	Syaj.g_02599	Pram.g_00247
OG0001037	Syaj.g_02597	Pram.g_00248
OG0001038	Syaj.g_02567	Pram.g_00266
OG0001039	Syaj.g_02564	Pram.g_00269
OG0001040	Syaj.g_02561	Pram.g_00271
OG0001041	Syaj.g_02556	Pram.g_00276
OG0001042	Syaj.g_02527	Pram.g_00293
OG0001043	Syaj.g_02523	Pram.g_00294
OG0001044	Syaj.g_02804	Pram.g_00327
OG0001045	Syaj.g_02817	Pram.g_00337
OG0001046	Syaj.g_00851	Pram.g_01537
OG0001047	Syaj.g_01552	Pram.g_00374
OG0001048	Syaj.g_01551	Pram.g_00375
OG0001049	Syaj.g_01548	Pram.g_00377
OG0001050	Syaj.g_01547	Pram.g_00378
OG0001051	Syaj.g_01546	Pram.g_00379
OG0001052	Syaj.g_01448	Pram.g_00407
OG0001053	Syaj.g_00075	Pram.g_00419
OG0001054	Syaj.g_00092	Pram.g_00434
OG0001055	Syaj.g_00113	Pram.g_00454
OG0001056	Syaj.g_00149	Pram.g_00474
OG0001057	Syaj.g_00160	Pram.g_00478
OG0001058	Syaj.g_00183	Pram.g_00486
OG0001059	Syaj.g_00187	Pram.g_00490
OG0001060	Syaj.g_00193	Pram.g_00497
OG0001061	Syaj.g_00214	Pram.g_00512
OG0001062	Syaj.g_00216	Pram.g_00514
OG0001063	Syaj.g_00222	Pram.g_00516
OG0001064	Syaj.g_00223	Pram.g_00517
OG0001065	Syaj.g_00224	Pram.g_00518
OG0001066	Syaj.g_00225	Pram.g_00519
OG0001067	Syaj.g_00226	Pram.g_00520
OG0001068	Syaj.g_00227	Pram.g_00521
OG0001069	Syaj.g_00228	Pram.g_00522
OG0001070	Syaj.g_00231	Pram.g_00524
OG0001071	Syaj.g_00232	Pram.g_00525
OG0001072	Syaj.g_00236	Pram.g_00527
OG0001073	Syaj.g_00254	Pram.g_00541
OG0001074	Syaj.g_01327	Pram.g_00553
OG0001075	Syaj.g_01325	Pram.g_00554
OG0001076	Syaj.g_01305	Pram.g_00562
OG0001077	Syaj.g_01294	Pram.g_00568
OG0001078	Syaj.g_01282	Pram.g_01074
OG0001079	Syaj.g_01269	Pram.g_01063
OG0001080	Syaj.g_01135	Pram.g_01057
OG0001081	Syaj.g_00699	Pram.g_01055
OG0001082	Syaj.g_00700	Pram.g_01054
OG0001083	Syaj.g_00709	Pram.g_01049
OG0001084	Syaj.g_00711	Pram.g_01048
OG0001085	Syaj.g_00721	Pram.g_00760
OG0001086	Syaj.g_00723	Pram.g_00761
OG0001087	Syaj.g_00498	Pram.g_00779
OG0001088	Syaj.g_00494	Pram.g_00780
OG0001089	Syaj.g_00439	Pram.g_00791
OG0001090	Syaj.g_00959	Pram.g_00802
OG0001091	Syaj.g_00957	Pram.g_01027
OG0001092	Syaj.g_00954	Pram.g_01026
OG0001093	Syaj.g_00948	Pram.g_01021
OG0001094	Syaj.g_01032	Pram.g_01028
OG0001095	Syaj.g_01008	Pram.g_00822
OG0001096	Syaj.g_00988	Pram.g_00836
OG0001097	Syaj.g_00371	Pram.g_00855
OG0001098	Syaj.g_01132	Pram.g_00876
OG0001099	Syaj.g_01906	Pram.g_00717
OG0001100	Syaj.g_00732	Pram.g_00726
OG0001101	Syaj.g_00734	Pram.g_00728
OG0001102	Syaj.g_00737	Pram.g_00731
OG0001103	Syaj.g_00740	Pram.g_00733
OG0001104	Syaj.g_01050	Pram.g_00755
OG0001105	Syaj.g_01046	Pram.g_00759
OG0001106	Syaj.g_00912	Pram.g_00931
OG0001107	Syaj.g_00900	Pram.g_00941
OG0001108	Syaj.g_00870	Pram.g_00945
OG0001109	Syaj.g_00868	Pram.g_00946
OG0001110	Syaj.g_00866	Pram.g_00948
OG0001111	Syaj.g_00864	Pram.g_00949
OG0001112	Syaj.g_00862	Pram.g_00950
OG0001113	Syaj.g_00861	Pram.g_00951
OG0001114	Syaj.g_00860	Pram.g_00952
