Orthogroup	Prad	Prai
OG0000570	Prad.g_01222	Prai.g_00677
OG0000571	Prad.g_01223	Prai.g_00678
OG0000572	Prad.g_01224	Prai.g_00679
OG0000573	Prad.g_01227	Prai.g_00682
OG0000574	Prad.g_01228	Prai.g_00683
OG0000575	Prad.g_01229	Prai.g_00684
OG0000576	Prad.g_01230	Prai.g_00685
OG0000577	Prad.g_01231	Prai.g_00686
OG0000578	Prad.g_01232	Prai.g_00687
OG0000579	Prad.g_01233	Prai.g_00688
OG0000580	Prad.g_01234	Prai.g_00689
OG0000581	Prad.g_01235	Prai.g_00690
OG0000582	Prad.g_01236	Prai.g_00691
OG0000583	Prad.g_01237	Prai.g_00692
OG0000584	Prad.g_01238	Prai.g_00693
OG0000585	Prad.g_01239	Prai.g_00694
OG0000586	Prad.g_01241	Prai.g_00696
OG0000587	Prad.g_01242	Prai.g_00697
OG0000588	Prad.g_01244	Prai.g_00699
OG0000589	Prad.g_01245	Prai.g_00700
OG0000590	Prad.g_01247	Prai.g_00702
OG0000591	Prad.g_01253	Prai.g_00708
OG0000592	Prad.g_01254	Prai.g_00709
OG0000593	Prad.g_01255	Prai.g_00710
OG0000594	Prad.g_01257	Prai.g_00712
OG0000595	Prad.g_01258	Prai.g_00713
OG0000596	Prad.g_01259	Prai.g_00714
OG0000597	Prad.g_01261	Prai.g_00716
OG0000598	Prad.g_01262	Prai.g_00717
OG0000599	Prad.g_01263	Prai.g_00718
OG0000600	Prad.g_01264	Prai.g_00719
OG0000601	Prad.g_01266	Prai.g_00721
OG0000602	Prad.g_01267	Prai.g_00722
OG0000603	Prad.g_01268	Prai.g_00723
OG0000604	Prad.g_01269	Prai.g_00724
OG0000605	Prad.g_01270	Prai.g_00725
OG0000606	Prad.g_01271	Prai.g_00726
OG0000607	Prad.g_01273	Prai.g_00728
OG0000608	Prad.g_01274	Prai.g_00729
OG0000609	Prad.g_01278	Prai.g_00732
OG0000610	Prad.g_01279	Prai.g_00733
OG0000611	Prad.g_01050	Prai.g_00749
OG0000612	Prad.g_01051	Prai.g_00750
OG0000613	Prad.g_01052	Prai.g_00751
OG0000614	Prad.g_01053	Prai.g_00752
OG0000615	Prad.g_01055	Prai.g_00754
OG0000616	Prad.g_01056	Prai.g_00755
OG0000617	Prad.g_01057	Prai.g_00756
OG0000618	Prad.g_01058	Prai.g_00757
OG0000619	Prad.g_01059	Prai.g_00758
OG0000620	Prad.g_01060	Prai.g_00759
OG0000621	Prad.g_01061	Prai.g_00760
OG0000622	Prad.g_01062	Prai.g_00761
OG0000623	Prad.g_01063	Prai.g_00762
OG0000624	Prad.g_01064	Prai.g_00763
OG0000625	Prad.g_01065	Prai.g_00764
OG0000626	Prad.g_01066	Prai.g_00765
OG0000627	Prad.g_01067	Prai.g_00766
OG0000628	Prad.g_01068	Prai.g_00767
OG0000629	Prad.g_01069	Prai.g_00768
OG0000630	Prad.g_01070	Prai.g_00769
OG0000631	Prad.g_01072	Prai.g_00771
OG0000632	Prad.g_01088	Prai.g_00899
OG0000633	Prad.g_01092	Prai.g_00894
OG0000634	Prad.g_01107	Prai.g_00883
OG0000635	Prad.g_01109	Prai.g_00882
OG0000636	Prad.g_01110	Prai.g_00881
OG0000637	Prad.g_01111	Prai.g_00880
OG0000638	Prad.g_01123	Prai.g_00869
OG0000639	Prad.g_01132	Prai.g_00860
OG0000640	Prad.g_01134	Prai.g_00858
OG0000641	Prad.g_01137	Prai.g_00857
OG0000642	Prad.g_01138	Prai.g_00856
OG0000643	Prad.g_01139	Prai.g_00855
OG0000644	Prad.g_01140	Prai.g_00854
OG0000645	Prad.g_01141	Prai.g_00853
OG0000646	Prad.g_01142	Prai.g_00852
OG0000647	Prad.g_01143	Prai.g_00851
OG0000648	Prad.g_01145	Prai.g_00849
OG0000649	Prad.g_01146	Prai.g_00848
OG0000650	Prad.g_01147	Prai.g_00847
OG0000651	Prad.g_01148	Prai.g_00846
OG0000652	Prad.g_01149	Prai.g_00845
OG0000653	Prad.g_01150	Prai.g_00844
OG0000654	Prad.g_01152	Prai.g_00842
OG0000655	Prad.g_01154	Prai.g_00839
OG0000656	Prad.g_01155	Prai.g_00838
OG0000657	Prad.g_01156	Prai.g_00837
OG0000658	Prad.g_01157	Prai.g_00836
OG0000659	Prad.g_01158	Prai.g_00835
OG0000660	Prad.g_01159	Prai.g_00834
OG0000661	Prad.g_01160	Prai.g_00833
OG0000662	Prad.g_01161	Prai.g_00832
OG0000663	Prad.g_01162	Prai.g_00831
OG0000664	Prad.g_01163	Prai.g_00830
OG0000665	Prad.g_01164	Prai.g_00829
OG0000666	Prad.g_01165	Prai.g_00828
OG0000667	Prad.g_01166	Prai.g_00827
OG0000668	Prad.g_01167	Prai.g_00826
OG0000669	Prad.g_01169	Prai.g_00824
OG0000670	Prad.g_01170	Prai.g_00823
OG0000671	Prad.g_01171	Prai.g_00822
OG0000672	Prad.g_01172	Prai.g_00821
OG0000673	Prad.g_01173	Prai.g_00820
OG0000674	Prad.g_01174	Prai.g_00819
OG0000675	Prad.g_01176	Prai.g_00817
OG0000676	Prad.g_01177	Prai.g_00816
OG0000677	Prad.g_01180	Prai.g_00813
OG0000678	Prad.g_01182	Prai.g_00811
OG0000679	Prad.g_01183	Prai.g_00810
OG0000680	Prad.g_01184	Prai.g_00809
OG0000681	Prad.g_01185	Prai.g_00808
OG0000682	Prad.g_00308	Prai.g_00807
OG0000683	Prad.g_00306	Prai.g_00805
OG0000684	Prad.g_00305	Prai.g_00804
OG0000685	Prad.g_00304	Prai.g_00803
OG0000686	Prad.g_00303	Prai.g_00802
OG0000687	Prad.g_00302	Prai.g_00801
OG0000688	Prad.g_00301	Prai.g_00800
OG0000689	Prad.g_00300	Prai.g_00799
OG0000690	Prad.g_00299	Prai.g_00798
OG0000691	Prad.g_00298	Prai.g_00797
OG0000692	Prad.g_00296	Prai.g_00795
OG0000693	Prad.g_00295	Prai.g_00794
OG0000694	Prad.g_00294	Prai.g_00793
OG0000695	Prad.g_00293	Prai.g_00792
OG0000696	Prad.g_00292	Prai.g_00791
OG0000697	Prad.g_00290	Prai.g_00789
OG0000698	Prad.g_00288	Prai.g_00787
OG0000699	Prad.g_00287	Prai.g_00786
OG0000700	Prad.g_00260	Prai.g_01060
OG0000701	Prad.g_00256	Prai.g_01057
OG0000702	Prad.g_00253	Prai.g_01054
OG0000703	Prad.g_00252	Prai.g_01053
OG0000704	Prad.g_00251	Prai.g_01052
OG0000705	Prad.g_00250	Prai.g_01051
OG0000706	Prad.g_00249	Prai.g_01050
OG0000707	Prad.g_00248	Prai.g_01049
OG0000708	Prad.g_00247	Prai.g_01048
OG0000709	Prad.g_00245	Prai.g_01046
OG0000710	Prad.g_00244	Prai.g_01045
OG0000711	Prad.g_00243	Prai.g_01044
OG0000712	Prad.g_00242	Prai.g_01043
OG0000713	Prad.g_00241	Prai.g_01042
OG0000714	Prad.g_00239	Prai.g_01040
OG0000715	Prad.g_00238	Prai.g_01039
OG0000716	Prad.g_00236	Prai.g_01037
OG0000717	Prad.g_00235	Prai.g_01036
OG0000718	Prad.g_00234	Prai.g_01035
OG0000719	Prad.g_00232	Prai.g_01033
OG0000720	Prad.g_00231	Prai.g_01032
OG0000721	Prad.g_00228	Prai.g_01030
OG0000722	Prad.g_00227	Prai.g_01029
OG0000723	Prad.g_00226	Prai.g_01028
OG0000724	Prad.g_00224	Prai.g_01027
OG0000725	Prad.g_00223	Prai.g_01026
OG0000726	Prad.g_00222	Prai.g_01025
OG0000727	Prad.g_00221	Prai.g_01024
OG0000728	Prad.g_00220	Prai.g_01023
OG0000729	Prad.g_00219	Prai.g_01022
OG0000730	Prad.g_00218	Prai.g_01021
OG0000731	Prad.g_00217	Prai.g_01020
OG0000732	Prad.g_00216	Prai.g_01019
OG0000733	Prad.g_00215	Prai.g_01018
OG0000734	Prad.g_00214	Prai.g_01017
OG0000735	Prad.g_00212	Prai.g_01015
OG0000736	Prad.g_00211	Prai.g_01014
OG0000737	Prad.g_00210	Prai.g_01013
OG0000738	Prad.g_00209	Prai.g_01012
OG0000739	Prad.g_00208	Prai.g_01011
OG0000740	Prad.g_00207	Prai.g_01010
OG0000741	Prad.g_00206	Prai.g_01009
OG0000742	Prad.g_00204	Prai.g_01007
OG0000743	Prad.g_00203	Prai.g_01006
OG0000744	Prad.g_00202	Prai.g_01005
OG0000745	Prad.g_00201	Prai.g_01004
OG0000746	Prad.g_00200	Prai.g_01003
OG0000747	Prad.g_00199	Prai.g_01002
OG0000748	Prad.g_00198	Prai.g_01001
OG0000749	Prad.g_00197	Prai.g_01000
OG0000750	Prad.g_00196	Prai.g_00999
OG0000751	Prad.g_00195	Prai.g_00998
OG0000752	Prad.g_00194	Prai.g_00997
OG0000753	Prad.g_00192	Prai.g_00995
OG0000754	Prad.g_00191	Prai.g_00994
OG0000755	Prad.g_00190	Prai.g_00993
OG0000756	Prad.g_00189	Prai.g_00992
OG0000757	Prad.g_00188	Prai.g_00991
OG0000758	Prad.g_00187	Prai.g_00990
OG0000759	Prad.g_00185	Prai.g_00988
OG0000760	Prad.g_00184	Prai.g_00987
OG0000761	Prad.g_00183	Prai.g_00986
OG0000762	Prad.g_00181	Prai.g_00984
OG0000763	Prad.g_00180	Prai.g_00983
OG0000764	Prad.g_00179	Prai.g_00982
OG0000765	Prad.g_00178	Prai.g_00981
OG0000766	Prad.g_00177	Prai.g_00980
OG0000767	Prad.g_00175	Prai.g_00978
OG0000768	Prad.g_00174	Prai.g_00977
OG0000769	Prad.g_00173	Prai.g_00976
OG0000770	Prad.g_00172	Prai.g_00975
OG0000771	Prad.g_00171	Prai.g_00974
OG0000772	Prad.g_00170	Prai.g_00973
OG0000773	Prad.g_00169	Prai.g_00972
OG0000774	Prad.g_00168	Prai.g_00971
OG0000775	Prad.g_00167	Prai.g_00970
OG0000776	Prad.g_00165	Prai.g_00968
OG0000777	Prad.g_00163	Prai.g_00966
OG0000778	Prad.g_00162	Prai.g_00965
OG0000779	Prad.g_00161	Prai.g_00964
OG0000780	Prad.g_00159	Prai.g_00962
OG0000781	Prad.g_00157	Prai.g_00960
OG0000782	Prad.g_00156	Prai.g_00959
OG0000783	Prad.g_00144	Prai.g_00948
OG0000784	Prad.g_00142	Prai.g_00946
OG0000785	Prad.g_00141	Prai.g_00945
OG0000786	Prad.g_00140	Prai.g_00944
OG0000787	Prad.g_00139	Prai.g_00943
OG0000788	Prad.g_00135	Prai.g_00940
OG0000789	Prad.g_01039	Prai.g_00938
OG0000790	Prad.g_01038	Prai.g_00937
OG0000791	Prad.g_01037	Prai.g_00936
OG0000792	Prad.g_01036	Prai.g_00935
OG0000793	Prad.g_01035	Prai.g_00934
OG0000794	Prad.g_01033	Prai.g_00932
OG0000795	Prad.g_01030	Prai.g_00929
OG0000796	Prad.g_01029	Prai.g_00928
OG0000797	Prad.g_01026	Prai.g_00926
OG0000798	Prad.g_01025	Prai.g_00925
OG0000799	Prad.g_01024	Prai.g_00924
OG0000800	Prad.g_01023	Prai.g_00923
OG0000801	Prad.g_01020	Prai.g_00920
OG0000802	Prad.g_01019	Prai.g_00919
OG0000803	Prad.g_01017	Prai.g_00917
OG0000804	Prad.g_01016	Prai.g_00916
OG0000805	Prad.g_01015	Prai.g_00915
OG0000806	Prad.g_01013	Prai.g_00913
OG0000807	Prad.g_00990	Prai.g_01088
OG0000808	Prad.g_00981	Prai.g_01098
OG0000809	Prad.g_00978	Prai.g_01101
OG0000810	Prad.g_00977	Prai.g_01102
OG0000811	Prad.g_00970	Prai.g_01109
OG0000812	Prad.g_00635	Prai.g_01113
OG0000813	Prad.g_00639	Prai.g_01117
OG0000814	Prad.g_00641	Prai.g_01119
OG0000815	Prad.g_00655	Prai.g_01130
OG0000816	Prad.g_01988	Prai.g_01144
OG0000817	Prad.g_01987	Prai.g_01145
OG0000818	Prad.g_01522	Prai.g_01151
OG0000819	Prad.g_01515	Prai.g_01153
OG0000820	Prad.g_01511	Prai.g_01157
OG0000821	Prad.g_01509	Prai.g_01159
OG0000822	Prad.g_01508	Prai.g_01160
OG0000823	Prad.g_01507	Prai.g_01161
OG0000824	Prad.g_01506	Prai.g_01162
OG0000825	Prad.g_01505	Prai.g_01163
OG0000826	Prad.g_01504	Prai.g_01164
OG0000827	Prad.g_01503	Prai.g_01165
OG0000828	Prad.g_01502	Prai.g_01166
OG0000829	Prad.g_01501	Prai.g_01167
OG0000830	Prad.g_01500	Prai.g_01168
OG0000831	Prad.g_01497	Prai.g_01170
OG0000832	Prad.g_01495	Prai.g_01172
OG0000833	Prad.g_01494	Prai.g_01173
OG0000834	Prad.g_01493	Prai.g_01174
OG0000835	Prad.g_01492	Prai.g_01175
OG0000836	Prad.g_01491	Prai.g_01176
OG0000837	Prad.g_01489	Prai.g_01178
OG0000838	Prad.g_01488	Prai.g_01179
OG0000839	Prad.g_01487	Prai.g_01180
OG0000840	Prad.g_01486	Prai.g_01181
OG0000841	Prad.g_01485	Prai.g_01182
OG0000842	Prad.g_01484	Prai.g_01183
OG0000843	Prad.g_01483	Prai.g_01184
OG0000844	Prad.g_01482	Prai.g_01185
OG0000845	Prad.g_01481	Prai.g_01186
OG0000846	Prad.g_01478	Prai.g_01189
OG0000847	Prad.g_01476	Prai.g_01191
OG0000848	Prad.g_01475	Prai.g_01192
OG0000849	Prad.g_01474	Prai.g_01193
OG0000850	Prad.g_01473	Prai.g_01194
OG0000851	Prad.g_01472	Prai.g_01196
OG0000852	Prad.g_01469	Prai.g_01198
OG0000853	Prad.g_01468	Prai.g_01200
OG0000854	Prad.g_01466	Prai.g_01202
OG0000855	Prad.g_01465	Prai.g_01203
OG0000856	Prad.g_01464	Prai.g_01204
OG0000857	Prad.g_01463	Prai.g_01205
OG0000858	Prad.g_01462	Prai.g_01206
OG0000859	Prad.g_01461	Prai.g_01207
OG0000860	Prad.g_01460	Prai.g_01208
OG0000861	Prad.g_01459	Prai.g_01209
OG0000862	Prad.g_01458	Prai.g_01210
OG0000863	Prad.g_01457	Prai.g_01211
OG0000864	Prad.g_01456	Prai.g_01212
OG0000865	Prad.g_01455	Prai.g_01213
OG0000866	Prad.g_01454	Prai.g_01214
OG0000867	Prad.g_01453	Prai.g_01215
OG0000868	Prad.g_01452	Prai.g_01216
OG0000869	Prad.g_01450	Prai.g_01218
OG0000870	Prad.g_01449	Prai.g_01219
OG0000871	Prad.g_01447	Prai.g_01221
OG0000872	Prad.g_01446	Prai.g_01222
OG0000873	Prad.g_01444	Prai.g_01224
OG0000874	Prad.g_01443	Prai.g_01225
OG0000875	Prad.g_01442	Prai.g_01226
OG0000876	Prad.g_01441	Prai.g_01227
OG0000877	Prad.g_01439	Prai.g_01229
OG0000878	Prad.g_00341	Prai.g_01310
OG0000879	Prad.g_00359	Prai.g_01323
OG0000880	Prad.g_00360	Prai.g_01324
OG0000881	Prad.g_00361	Prai.g_01325
OG0000882	Prad.g_00362	Prai.g_01326
OG0000883	Prad.g_00363	Prai.g_01327
OG0000884	Prad.g_00365	Prai.g_01330
OG0000885	Prad.g_00366	Prai.g_01331
OG0000886	Prad.g_00631	Prai.g_01332
OG0000887	Prad.g_00630	Prai.g_01333
OG0000888	Prad.g_00629	Prai.g_01334
OG0000889	Prad.g_00626	Prai.g_01337
OG0000890	Prad.g_00625	Prai.g_01338
OG0000891	Prad.g_00624	Prai.g_01339
OG0000892	Prad.g_00622	Prai.g_01341
OG0000893	Prad.g_00621	Prai.g_01342
OG0000894	Prad.g_00620	Prai.g_01343
OG0000895	Prad.g_00619	Prai.g_01344
OG0000896	Prad.g_00618	Prai.g_01345
OG0000897	Prad.g_00617	Prai.g_01346
OG0000898	Prad.g_00615	Prai.g_01348
OG0000899	Prad.g_00614	Prai.g_01349
OG0000900	Prad.g_00612	Prai.g_01353
OG0000901	Prad.g_00608	Prai.g_01357
OG0000902	Prad.g_00607	Prai.g_01358
OG0000904	Prad.g_00604	Prai.g_01360
OG0000905	Prad.g_00602	Prai.g_01362
OG0000906	Prad.g_00600	Prai.g_01364
OG0000907	Prad.g_00599	Prai.g_01365
OG0000908	Prad.g_00596	Prai.g_01368
OG0000909	Prad.g_00592	Prai.g_01372
OG0000910	Prad.g_00591	Prai.g_01373
OG0000911	Prad.g_00590	Prai.g_01374
OG0000912	Prad.g_00589	Prai.g_01375
OG0000913	Prad.g_00588	Prai.g_01376
OG0000914	Prad.g_00587	Prai.g_01377
OG0000915	Prad.g_00586	Prai.g_01378
OG0000916	Prad.g_00585	Prai.g_01379
OG0000917	Prad.g_00584	Prai.g_01380
OG0000918	Prad.g_00583	Prai.g_01381
OG0000919	Prad.g_00582	Prai.g_01382
OG0000920	Prad.g_00581	Prai.g_01383
OG0000921	Prad.g_00580	Prai.g_01384
OG0000922	Prad.g_00579	Prai.g_01385
OG0000923	Prad.g_00578	Prai.g_01386
OG0000924	Prad.g_00577	Prai.g_01387
OG0000925	Prad.g_00576	Prai.g_01388
OG0000926	Prad.g_00567	Prai.g_01392
OG0000927	Prad.g_00533	Prai.g_01445
OG0000928	Prad.g_00532	Prai.g_01446
OG0000929	Prad.g_00531	Prai.g_01447
OG0000930	Prad.g_00530	Prai.g_01448
OG0000931	Prad.g_00529	Prai.g_01449
OG0000932	Prad.g_00527	Prai.g_01451
OG0000933	Prad.g_00526	Prai.g_01452
OG0000934	Prad.g_00525	Prai.g_01453
OG0000935	Prad.g_00524	Prai.g_01454
OG0000936	Prad.g_00523	Prai.g_01455
OG0000937	Prad.g_00522	Prai.g_01456
OG0000938	Prad.g_00521	Prai.g_01457
OG0000939	Prad.g_00520	Prai.g_01458
OG0000940	Prad.g_00519	Prai.g_01459
OG0000941	Prad.g_00517	Prai.g_01461
OG0000942	Prad.g_00516	Prai.g_01462
OG0000943	Prad.g_00513	Prai.g_01465
OG0000944	Prad.g_00512	Prai.g_01466
OG0000945	Prad.g_00511	Prai.g_01467
OG0000946	Prad.g_00510	Prai.g_01468
OG0000947	Prad.g_00509	Prai.g_01469
OG0000948	Prad.g_00508	Prai.g_01470
OG0000949	Prad.g_00507	Prai.g_01471
OG0000950	Prad.g_00506	Prai.g_01472
OG0000951	Prad.g_00505	Prai.g_01473
OG0000952	Prad.g_00504	Prai.g_01474
OG0000953	Prad.g_00503	Prai.g_01475
OG0000954	Prad.g_00502	Prai.g_01476
OG0000955	Prad.g_00501	Prai.g_01477
OG0000956	Prad.g_00500	Prai.g_01478
OG0000957	Prad.g_00499	Prai.g_01479
OG0000958	Prad.g_00498	Prai.g_01480
OG0000959	Prad.g_00497	Prai.g_01481
OG0000960	Prad.g_00496	Prai.g_01482
OG0000961	Prad.g_00491	Prai.g_01485
OG0000962	Prad.g_00490	Prai.g_01486
OG0000963	Prad.g_00489	Prai.g_01487
OG0000964	Prad.g_00487	Prai.g_01489
OG0000965	Prad.g_00486	Prai.g_01490
OG0000966	Prad.g_00485	Prai.g_01491
OG0000967	Prad.g_00484	Prai.g_01492
OG0000968	Prad.g_00483	Prai.g_01493
OG0000969	Prad.g_00482	Prai.g_01494
OG0000970	Prad.g_00481	Prai.g_01495
OG0000971	Prad.g_00480	Prai.g_01496
OG0000972	Prad.g_00479	Prai.g_01497
OG0000973	Prad.g_00478	Prai.g_01498
OG0000974	Prad.g_00476	Prai.g_01500
OG0000975	Prad.g_00473	Prai.g_01502
OG0000976	Prad.g_00471	Prai.g_01504
OG0000977	Prad.g_00470	Prai.g_01505
OG0000978	Prad.g_00469	Prai.g_01507
OG0000979	Prad.g_00467	Prai.g_01509
OG0000980	Prad.g_00466	Prai.g_01510
OG0000981	Prad.g_00465	Prai.g_01511
OG0000982	Prad.g_00464	Prai.g_01512
OG0000983	Prad.g_00462	Prai.g_01514
OG0000984	Prad.g_00461	Prai.g_01515
OG0000985	Prad.g_00460	Prai.g_01516
OG0000986	Prad.g_00459	Prai.g_01517
OG0000987	Prad.g_00458	Prai.g_01518
OG0000988	Prad.g_00457	Prai.g_01519
OG0000989	Prad.g_00456	Prai.g_01520
OG0000990	Prad.g_00455	Prai.g_01521
OG0000991	Prad.g_00454	Prai.g_01522
OG0000992	Prad.g_00453	Prai.g_01523
OG0000993	Prad.g_00452	Prai.g_01524
OG0000994	Prad.g_00451	Prai.g_01525
OG0000995	Prad.g_00450	Prai.g_01526
OG0000996	Prad.g_00449	Prai.g_01527
OG0000997	Prad.g_00448	Prai.g_01528
OG0000998	Prad.g_00447	Prai.g_01529
OG0000999	Prad.g_00446	Prai.g_01530
OG0001000	Prad.g_00445	Prai.g_01531
OG0001001	Prad.g_00443	Prai.g_01533
OG0001002	Prad.g_00442	Prai.g_01534
OG0001003	Prad.g_00441	Prai.g_01535
OG0001004	Prad.g_00440	Prai.g_01536
OG0001005	Prad.g_00439	Prai.g_01537
OG0001006	Prad.g_00438	Prai.g_01538
OG0001007	Prad.g_00437	Prai.g_01539
OG0001008	Prad.g_00435	Prai.g_01541
OG0001009	Prad.g_00434	Prai.g_01542
OG0001010	Prad.g_00426	Prai.g_01550
OG0001011	Prad.g_00419	Prai.g_01558
OG0001012	Prad.g_00388	Prai.g_01597
OG0001013	Prad.g_00947	Prai.g_01632
OG0001014	Prad.g_00946	Prai.g_01633
OG0001015	Prad.g_00940	Prai.g_01639
OG0001016	Prad.g_00939	Prai.g_01640
OG0001017	Prad.g_00938	Prai.g_01641
OG0001018	Prad.g_00937	Prai.g_01642
OG0001019	Prad.g_00935	Prai.g_01644
OG0001020	Prad.g_00934	Prai.g_01645
OG0001021	Prad.g_00933	Prai.g_01646
OG0001022	Prad.g_00932	Prai.g_01647
OG0001023	Prad.g_00931	Prai.g_01648
OG0001024	Prad.g_00930	Prai.g_01649
OG0001025	Prad.g_00929	Prai.g_01650
OG0001026	Prad.g_00927	Prai.g_01652
OG0001027	Prad.g_00926	Prai.g_01653
OG0001028	Prad.g_00925	Prai.g_01654
OG0001029	Prad.g_00924	Prai.g_01655
OG0001030	Prad.g_00923	Prai.g_01656
OG0001031	Prad.g_00922	Prai.g_01657
OG0001032	Prad.g_00921	Prai.g_01658
OG0001033	Prad.g_00920	Prai.g_01659
OG0001034	Prad.g_00919	Prai.g_01660
OG0001035	Prad.g_00917	Prai.g_01662
OG0001036	Prad.g_00916	Prai.g_01663
OG0001037	Prad.g_00915	Prai.g_01664
OG0001038	Prad.g_00914	Prai.g_01665
OG0001039	Prad.g_00913	Prai.g_01666
OG0001040	Prad.g_00912	Prai.g_01667
OG0001041	Prad.g_00911	Prai.g_01668
OG0001042	Prad.g_00910	Prai.g_01669
OG0001043	Prad.g_00909	Prai.g_01670
OG0001044	Prad.g_00908	Prai.g_01671
OG0001045	Prad.g_00907	Prai.g_01672
OG0001046	Prad.g_00906	Prai.g_01673
OG0001047	Prad.g_00903	Prai.g_01676
OG0001048	Prad.g_00901	Prai.g_01678
OG0001049	Prad.g_00900	Prai.g_01679
OG0001050	Prad.g_00899	Prai.g_01680
OG0001051	Prad.g_00898	Prai.g_01681
OG0001052	Prad.g_00897	Prai.g_01682
OG0001053	Prad.g_00895	Prai.g_01683
OG0001054	Prad.g_00893	Prai.g_01685
OG0001055	Prad.g_00892	Prai.g_01686
OG0001056	Prad.g_00891	Prai.g_01687
OG0001057	Prad.g_00890	Prai.g_01688
OG0001058	Prad.g_00889	Prai.g_01689
OG0001059	Prad.g_00888	Prai.g_01690
OG0001060	Prad.g_00887	Prai.g_01691
OG0001061	Prad.g_00886	Prai.g_01692
OG0001062	Prad.g_00885	Prai.g_01693
OG0001063	Prad.g_00884	Prai.g_01694
OG0001064	Prad.g_00882	Prai.g_01696
OG0001065	Prad.g_00879	Prai.g_01701
OG0001066	Prad.g_00878	Prai.g_01702
OG0001067	Prad.g_00877	Prai.g_01703
OG0001068	Prad.g_00875	Prai.g_01705
OG0001069	Prad.g_00874	Prai.g_01706
OG0001070	Prad.g_00873	Prai.g_01707
OG0001071	Prad.g_00872	Prai.g_01708
OG0001072	Prad.g_00871	Prai.g_01709
OG0001073	Prad.g_00870	Prai.g_01710
OG0001074	Prad.g_00869	Prai.g_01711
OG0001075	Prad.g_00868	Prai.g_01712
OG0001076	Prad.g_00867	Prai.g_01713
OG0001077	Prad.g_00866	Prai.g_01714
OG0001078	Prad.g_00865	Prai.g_01715
OG0001079	Prad.g_00864	Prai.g_01716
OG0001080	Prad.g_00863	Prai.g_01717
OG0001081	Prad.g_00860	Prai.g_01720
OG0001082	Prad.g_00859	Prai.g_01721
OG0001083	Prad.g_00858	Prai.g_01722
OG0001084	Prad.g_00856	Prai.g_01724
OG0001085	Prad.g_00855	Prai.g_01725
OG0001086	Prad.g_00854	Prai.g_01726
OG0001087	Prad.g_00853	Prai.g_01727
OG0001088	Prad.g_00852	Prai.g_01728
OG0001089	Prad.g_00849	Prai.g_01734
OG0001090	Prad.g_00847	Prai.g_01736
OG0001091	Prad.g_00846	Prai.g_01737
OG0001092	Prad.g_00845	Prai.g_01738
OG0001093	Prad.g_00844	Prai.g_01739
OG0001094	Prad.g_00843	Prai.g_01740
OG0001095	Prad.g_00842	Prai.g_01741
OG0001096	Prad.g_00841	Prai.g_01742
OG0001097	Prad.g_00840	Prai.g_01743
OG0001098	Prad.g_00839	Prai.g_01744
OG0001099	Prad.g_00838	Prai.g_01746
OG0001100	Prad.g_00837	Prai.g_01747
OG0001101	Prad.g_00836	Prai.g_01748
OG0001102	Prad.g_00835	Prai.g_01749
OG0001103	Prad.g_00834	Prai.g_01750
OG0001104	Prad.g_00833	Prai.g_01751
OG0001105	Prad.g_00832	Prai.g_01752
OG0001106	Prad.g_00831	Prai.g_01753
OG0001107	Prad.g_00830	Prai.g_01754
OG0001108	Prad.g_00829	Prai.g_01755
OG0001109	Prad.g_00828	Prai.g_01756
OG0001110	Prad.g_00827	Prai.g_01757
OG0001111	Prad.g_00826	Prai.g_01758
OG0001112	Prad.g_00825	Prai.g_01759
OG0001113	Prad.g_00824	Prai.g_01760
OG0001114	Prad.g_00823	Prai.g_01761
OG0001115	Prad.g_00822	Prai.g_01762
OG0001116	Prad.g_00821	Prai.g_01763
OG0001117	Prad.g_00820	Prai.g_01764
OG0001118	Prad.g_00819	Prai.g_01765
OG0001119	Prad.g_00818	Prai.g_01766
OG0001120	Prad.g_00817	Prai.g_01767
OG0001121	Prad.g_00815	Prai.g_01769
OG0001122	Prad.g_00814	Prai.g_01770
OG0001123	Prad.g_00813	Prai.g_01776
OG0001124	Prad.g_00811	Prai.g_01778
OG0001125	Prad.g_00809	Prai.g_01780
OG0001126	Prad.g_00808	Prai.g_01781
OG0001127	Prad.g_00806	Prai.g_01783
OG0001128	Prad.g_00805	Prai.g_01784
OG0001129	Prad.g_00804	Prai.g_01785
OG0001130	Prad.g_00801	Prai.g_01788
OG0001131	Prad.g_00800	Prai.g_01789
OG0001132	Prad.g_00799	Prai.g_01790
OG0001133	Prad.g_00798	Prai.g_01791
OG0001134	Prad.g_00797	Prai.g_01792
OG0001135	Prad.g_00796	Prai.g_01793
OG0001136	Prad.g_00795	Prai.g_01794
OG0001137	Prad.g_00794	Prai.g_01795
OG0001138	Prad.g_00793	Prai.g_01796
OG0001139	Prad.g_00792	Prai.g_01797
OG0001140	Prad.g_00791	Prai.g_01798
OG0001141	Prad.g_00790	Prai.g_01799
OG0001142	Prad.g_00787	Prai.g_01802
OG0001143	Prad.g_00786	Prai.g_01803
OG0001144	Prad.g_00785	Prai.g_01804
OG0001145	Prad.g_00784	Prai.g_01805
OG0001146	Prad.g_00783	Prai.g_01806
OG0001147	Prad.g_00782	Prai.g_01807
OG0001148	Prad.g_00781	Prai.g_01808
OG0001149	Prad.g_00779	Prai.g_01810
OG0001150	Prad.g_00778	Prai.g_01811
OG0001151	Prad.g_00776	Prai.g_01813
OG0001152	Prad.g_00775	Prai.g_01814
