Orthogroup	Prad	Prap
OG0000584	Prad.g_01238	Prap.g_00361
OG0000585	Prad.g_01239	Prap.g_00360
OG0000586	Prad.g_01241	Prap.g_00358
OG0000587	Prad.g_01242	Prap.g_00357
OG0000588	Prad.g_01244	Prap.g_00831
OG0000589	Prad.g_01245	Prap.g_00830
OG0000590	Prad.g_01247	Prap.g_00828
OG0000591	Prad.g_01253	Prap.g_00822
OG0000592	Prad.g_01254	Prap.g_00821
OG0000593	Prad.g_01255	Prap.g_00820
OG0000594	Prad.g_01257	Prap.g_00817
OG0000595	Prad.g_01258	Prap.g_00816
OG0000596	Prad.g_01259	Prap.g_00815
OG0000597	Prad.g_01261	Prap.g_00813
OG0000598	Prad.g_01262	Prap.g_00812
OG0000599	Prad.g_01263	Prap.g_00811
OG0000600	Prad.g_01264	Prap.g_00810
OG0000601	Prad.g_01266	Prap.g_00807
OG0000602	Prad.g_01267	Prap.g_00806
OG0000603	Prad.g_01268	Prap.g_00805
OG0000604	Prad.g_01269	Prap.g_00802
OG0000605	Prad.g_01270	Prap.g_00801
OG0000606	Prad.g_01271	Prap.g_00800
OG0000607	Prad.g_01273	Prap.g_00798
OG0000608	Prad.g_01274	Prap.g_00796
OG0000609	Prad.g_01278	Prap.g_01489
OG0000610	Prad.g_01279	Prap.g_00872
OG0000611	Prad.g_01050	Prap.g_00790
OG0000612	Prad.g_01051	Prap.g_00789
OG0000613	Prad.g_01052	Prap.g_00344
OG0000614	Prad.g_01053	Prap.g_00343
OG0000615	Prad.g_01055	Prap.g_00341
OG0000616	Prad.g_01056	Prap.g_00340
OG0000617	Prad.g_01057	Prap.g_00339
OG0000618	Prad.g_01058	Prap.g_00338
OG0000619	Prad.g_01059	Prap.g_00337
OG0000620	Prad.g_01060	Prap.g_00336
OG0000621	Prad.g_01061	Prap.g_00335
OG0000622	Prad.g_01062	Prap.g_00334
OG0000623	Prad.g_01063	Prap.g_00333
OG0000624	Prad.g_01064	Prap.g_00331
OG0000625	Prad.g_01065	Prap.g_00330
OG0000626	Prad.g_01066	Prap.g_00329
OG0000627	Prad.g_01067	Prap.g_00328
OG0000628	Prad.g_01068	Prap.g_00327
OG0000629	Prad.g_01069	Prap.g_00326
OG0000630	Prad.g_01070	Prap.g_00325
OG0000631	Prad.g_01072	Prap.g_00323
OG0000632	Prad.g_01088	Prap.g_00322
OG0000633	Prad.g_01092	Prap.g_00036
OG0000634	Prad.g_01107	Prap.g_00545
OG0000635	Prad.g_01109	Prap.g_01121
OG0000636	Prad.g_01110	Prap.g_01122
OG0000637	Prad.g_01111	Prap.g_01123
OG0000638	Prad.g_01123	Prap.g_01375
OG0000639	Prad.g_01132	Prap.g_00688
OG0000640	Prad.g_01134	Prap.g_00685
OG0000641	Prad.g_01137	Prap.g_00683
OG0000642	Prad.g_01138	Prap.g_00682
OG0000643	Prad.g_01139	Prap.g_00681
OG0000644	Prad.g_01140	Prap.g_00345
OG0000645	Prad.g_01141	Prap.g_00788
OG0000646	Prad.g_01142	Prap.g_00787
OG0000647	Prad.g_01143	Prap.g_00786
OG0000648	Prad.g_01145	Prap.g_00784
OG0000649	Prad.g_01146	Prap.g_00783
OG0000650	Prad.g_01147	Prap.g_00782
OG0000651	Prad.g_01148	Prap.g_00781
OG0000652	Prad.g_01149	Prap.g_00780
OG0000653	Prad.g_01150	Prap.g_00779
OG0000654	Prad.g_01152	Prap.g_00777
OG0000655	Prad.g_01154	Prap.g_00775
OG0000656	Prad.g_01155	Prap.g_00774
OG0000657	Prad.g_01156	Prap.g_00773
OG0000658	Prad.g_01157	Prap.g_00772
OG0000659	Prad.g_01158	Prap.g_00771
OG0000660	Prad.g_01159	Prap.g_00770
OG0000661	Prad.g_01160	Prap.g_00769
OG0000662	Prad.g_01161	Prap.g_00767
OG0000663	Prad.g_01162	Prap.g_00766
OG0000664	Prad.g_01163	Prap.g_00765
OG0000665	Prad.g_01164	Prap.g_00764
OG0000666	Prad.g_01165	Prap.g_00763
OG0000667	Prad.g_01166	Prap.g_00762
OG0000668	Prad.g_01167	Prap.g_00761
OG0000669	Prad.g_01169	Prap.g_00759
OG0000670	Prad.g_01170	Prap.g_00758
OG0000671	Prad.g_01171	Prap.g_00757
OG0000672	Prad.g_01172	Prap.g_00756
OG0000673	Prad.g_01173	Prap.g_00755
OG0000674	Prad.g_01174	Prap.g_00754
OG0000675	Prad.g_01176	Prap.g_00752
OG0000676	Prad.g_01177	Prap.g_00751
OG0000677	Prad.g_01180	Prap.g_00748
OG0000678	Prad.g_01182	Prap.g_00746
OG0000679	Prad.g_01183	Prap.g_00744
OG0000680	Prad.g_01184	Prap.g_00743
OG0000681	Prad.g_01185	Prap.g_00742
OG0000682	Prad.g_00308	Prap.g_00741
OG0000683	Prad.g_00306	Prap.g_00739
OG0000684	Prad.g_00305	Prap.g_00738
OG0000685	Prad.g_00304	Prap.g_00737
OG0000686	Prad.g_00303	Prap.g_00736
OG0000687	Prad.g_00302	Prap.g_00735
OG0000688	Prad.g_00301	Prap.g_00734
OG0000689	Prad.g_00300	Prap.g_00733
OG0000690	Prad.g_00299	Prap.g_00732
OG0000691	Prad.g_00298	Prap.g_00731
OG0000692	Prad.g_00296	Prap.g_00727
OG0000693	Prad.g_00295	Prap.g_00726
OG0000694	Prad.g_00294	Prap.g_00725
OG0000695	Prad.g_00293	Prap.g_00724
OG0000696	Prad.g_00292	Prap.g_00723
OG0000697	Prad.g_00290	Prap.g_00721
OG0000698	Prad.g_00288	Prap.g_00717
OG0000699	Prad.g_00287	Prap.g_00716
OG0000700	Prad.g_00260	Prap.g_00660
OG0000701	Prad.g_00256	Prap.g_00655
OG0000702	Prad.g_00253	Prap.g_00869
OG0000703	Prad.g_00252	Prap.g_00867
OG0000704	Prad.g_00251	Prap.g_00866
OG0000705	Prad.g_00250	Prap.g_00864
OG0000706	Prad.g_00249	Prap.g_00863
OG0000707	Prad.g_00248	Prap.g_00861
OG0000708	Prad.g_00247	Prap.g_00860
OG0000709	Prad.g_00245	Prap.g_00858
OG0000710	Prad.g_00244	Prap.g_00857
OG0000711	Prad.g_00243	Prap.g_00856
OG0000712	Prad.g_00242	Prap.g_00855
OG0000713	Prad.g_00241	Prap.g_00854
OG0000714	Prad.g_00239	Prap.g_00852
OG0000715	Prad.g_00238	Prap.g_00851
OG0000716	Prad.g_00236	Prap.g_00849
OG0000717	Prad.g_00235	Prap.g_00848
OG0000718	Prad.g_00234	Prap.g_00847
OG0000719	Prad.g_00232	Prap.g_00845
OG0000720	Prad.g_00231	Prap.g_00844
OG0000721	Prad.g_00228	Prap.g_00841
OG0000722	Prad.g_00227	Prap.g_00840
OG0000723	Prad.g_00226	Prap.g_00839
OG0000724	Prad.g_00224	Prap.g_00837
OG0000725	Prad.g_00223	Prap.g_00836
OG0000726	Prad.g_00222	Prap.g_00835
OG0000727	Prad.g_00221	Prap.g_00834
OG0000728	Prad.g_00220	Prap.g_00833
OG0000729	Prad.g_00219	Prap.g_00832
OG0000730	Prad.g_00218	Prap.g_00355
OG0000731	Prad.g_00217	Prap.g_00353
OG0000732	Prad.g_00216	Prap.g_00352
OG0000733	Prad.g_00215	Prap.g_00351
OG0000734	Prad.g_00214	Prap.g_00350
OG0000735	Prad.g_00212	Prap.g_00348
OG0000736	Prad.g_00211	Prap.g_00347
OG0000737	Prad.g_00210	Prap.g_00346
OG0000738	Prad.g_00209	Prap.g_00680
OG0000739	Prad.g_00208	Prap.g_00679
OG0000740	Prad.g_00207	Prap.g_00678
OG0000741	Prad.g_00206	Prap.g_00677
OG0000742	Prad.g_00204	Prap.g_00675
OG0000743	Prad.g_00203	Prap.g_00239
OG0000744	Prad.g_00202	Prap.g_00240
OG0000745	Prad.g_00201	Prap.g_00241
OG0000746	Prad.g_00200	Prap.g_00242
OG0000747	Prad.g_00199	Prap.g_00243
OG0000748	Prad.g_00198	Prap.g_00244
OG0000749	Prad.g_00197	Prap.g_00245
OG0000750	Prad.g_00196	Prap.g_00247
OG0000751	Prad.g_00195	Prap.g_00248
OG0000752	Prad.g_00194	Prap.g_00307
OG0000753	Prad.g_00192	Prap.g_00250
OG0000754	Prad.g_00191	Prap.g_00251
OG0000755	Prad.g_00190	Prap.g_00252
OG0000756	Prad.g_00189	Prap.g_00254
OG0000757	Prad.g_00188	Prap.g_00255
OG0000758	Prad.g_00187	Prap.g_00256
OG0000759	Prad.g_00185	Prap.g_00258
OG0000760	Prad.g_00184	Prap.g_00259
OG0000761	Prad.g_00183	Prap.g_00260
OG0000762	Prad.g_00181	Prap.g_00262
OG0000763	Prad.g_00180	Prap.g_00263
OG0000764	Prad.g_00179	Prap.g_00264
OG0000765	Prad.g_00178	Prap.g_00265
OG0000766	Prad.g_00177	Prap.g_00266
OG0000767	Prad.g_00175	Prap.g_00268
OG0000768	Prad.g_00174	Prap.g_00269
OG0000769	Prad.g_00173	Prap.g_00270
OG0000770	Prad.g_00172	Prap.g_00271
OG0000771	Prad.g_00171	Prap.g_00272
OG0000772	Prad.g_00170	Prap.g_00522
OG0000773	Prad.g_00169	Prap.g_00274
OG0000774	Prad.g_00168	Prap.g_00275
OG0000775	Prad.g_00167	Prap.g_00276
OG0000776	Prad.g_00165	Prap.g_00279
OG0000777	Prad.g_00163	Prap.g_00280
OG0000778	Prad.g_00162	Prap.g_00281
OG0000779	Prad.g_00161	Prap.g_00282
OG0000780	Prad.g_00159	Prap.g_00284
OG0000781	Prad.g_00157	Prap.g_00286
OG0000782	Prad.g_00156	Prap.g_00287
OG0000783	Prad.g_00144	Prap.g_00291
OG0000784	Prad.g_00142	Prap.g_00293
OG0000785	Prad.g_00141	Prap.g_00294
OG0000786	Prad.g_00140	Prap.g_00295
OG0000787	Prad.g_00139	Prap.g_00296
OG0000788	Prad.g_00135	Prap.g_00302
OG0000789	Prad.g_01039	Prap.g_00305
OG0000790	Prad.g_01038	Prap.g_00306
OG0000791	Prad.g_01037	Prap.g_00309
OG0000792	Prad.g_01036	Prap.g_00310
OG0000793	Prad.g_01035	Prap.g_00311
OG0000794	Prad.g_01033	Prap.g_00314
OG0000795	Prad.g_01030	Prap.g_00697
OG0000796	Prad.g_01029	Prap.g_00698
OG0000797	Prad.g_01026	Prap.g_00700
OG0000798	Prad.g_01025	Prap.g_00701
OG0000799	Prad.g_01024	Prap.g_00702
OG0000800	Prad.g_01023	Prap.g_00703
OG0000801	Prad.g_01020	Prap.g_00706
OG0000802	Prad.g_01019	Prap.g_00707
OG0000803	Prad.g_01017	Prap.g_00709
OG0000804	Prad.g_01016	Prap.g_00710
OG0000805	Prad.g_01015	Prap.g_00711
OG0000806	Prad.g_01013	Prap.g_00713
OG0000807	Prad.g_00990	Prap.g_01345
OG0000808	Prad.g_00981	Prap.g_00020
OG0000809	Prad.g_00978	Prap.g_00504
OG0000810	Prad.g_00977	Prap.g_01126
OG0000811	Prad.g_00970	Prap.g_00539
OG0000812	Prad.g_00635	Prap.g_00498
OG0000813	Prad.g_00639	Prap.g_01366
OG0000814	Prad.g_00641	Prap.g_00525
OG0000815	Prad.g_00655	Prap.g_00058
OG0000816	Prad.g_01988	Prap.g_01882
OG0000817	Prad.g_01987	Prap.g_01881
OG0000818	Prad.g_01522	Prap.g_00031
OG0000819	Prad.g_01515	Prap.g_00478
OG0000820	Prad.g_01511	Prap.g_00472
OG0000821	Prad.g_01509	Prap.g_00470
OG0000822	Prad.g_01508	Prap.g_00469
OG0000823	Prad.g_01507	Prap.g_00468
OG0000824	Prad.g_01506	Prap.g_00467
OG0000825	Prad.g_01505	Prap.g_00466
OG0000826	Prad.g_01504	Prap.g_00465
OG0000827	Prad.g_01503	Prap.g_00464
OG0000828	Prad.g_01502	Prap.g_00463
OG0000829	Prad.g_01501	Prap.g_00462
OG0000830	Prad.g_01500	Prap.g_00460
OG0000831	Prad.g_01497	Prap.g_00457
OG0000832	Prad.g_01495	Prap.g_00455
OG0000833	Prad.g_01494	Prap.g_00454
OG0000834	Prad.g_01493	Prap.g_00453
OG0000835	Prad.g_01492	Prap.g_00452
OG0000836	Prad.g_01491	Prap.g_00451
OG0000837	Prad.g_01489	Prap.g_00448
OG0000838	Prad.g_01488	Prap.g_00447
OG0000839	Prad.g_01487	Prap.g_00446
OG0000840	Prad.g_01486	Prap.g_00445
OG0000841	Prad.g_01485	Prap.g_00444
OG0000842	Prad.g_01484	Prap.g_00442
OG0000843	Prad.g_01483	Prap.g_00441
OG0000844	Prad.g_01482	Prap.g_00440
OG0000845	Prad.g_01481	Prap.g_00439
OG0000846	Prad.g_01478	Prap.g_00437
OG0000847	Prad.g_01476	Prap.g_00435
OG0000848	Prad.g_01475	Prap.g_00434
OG0000849	Prad.g_01474	Prap.g_00431
OG0000850	Prad.g_01473	Prap.g_00430
OG0000851	Prad.g_01472	Prap.g_00428
OG0000852	Prad.g_01469	Prap.g_00426
OG0000853	Prad.g_01468	Prap.g_00424
OG0000854	Prad.g_01466	Prap.g_00422
OG0000855	Prad.g_01465	Prap.g_00421
OG0000856	Prad.g_01464	Prap.g_00420
OG0000857	Prad.g_01463	Prap.g_00419
OG0000858	Prad.g_01462	Prap.g_00418
OG0000859	Prad.g_01461	Prap.g_00417
OG0000860	Prad.g_01460	Prap.g_00416
OG0000861	Prad.g_01459	Prap.g_00415
OG0000862	Prad.g_01458	Prap.g_00414
OG0000863	Prad.g_01457	Prap.g_00413
OG0000864	Prad.g_01456	Prap.g_00412
OG0000865	Prad.g_01455	Prap.g_00411
OG0000866	Prad.g_01454	Prap.g_00410
OG0000867	Prad.g_01453	Prap.g_00409
OG0000868	Prad.g_01452	Prap.g_00408
OG0000869	Prad.g_01450	Prap.g_00406
OG0000870	Prad.g_01449	Prap.g_00405
OG0000871	Prad.g_01447	Prap.g_00404
OG0000872	Prad.g_01446	Prap.g_00403
OG0000873	Prad.g_01444	Prap.g_00401
OG0000874	Prad.g_01443	Prap.g_00400
OG0000875	Prad.g_01442	Prap.g_00399
OG0000876	Prad.g_01441	Prap.g_00398
OG0000877	Prad.g_01439	Prap.g_01136
OG0000878	Prad.g_00341	Prap.g_01853
OG0000879	Prad.g_00359	Prap.g_00550
OG0000880	Prad.g_00360	Prap.g_00551
OG0000881	Prad.g_00361	Prap.g_00552
OG0000882	Prad.g_00362	Prap.g_00553
OG0000883	Prad.g_00363	Prap.g_00554
OG0000884	Prad.g_00365	Prap.g_00556
OG0000885	Prad.g_00366	Prap.g_00557
OG0000886	Prad.g_00631	Prap.g_00558
OG0000887	Prad.g_00630	Prap.g_00559
OG0000888	Prad.g_00629	Prap.g_00560
OG0000889	Prad.g_00626	Prap.g_00563
OG0000890	Prad.g_00625	Prap.g_00564
OG0000891	Prad.g_00624	Prap.g_00565
OG0000892	Prad.g_00622	Prap.g_00568
OG0000893	Prad.g_00621	Prap.g_00569
OG0000894	Prad.g_00620	Prap.g_00570
OG0000895	Prad.g_00619	Prap.g_00571
OG0000896	Prad.g_00618	Prap.g_00572
OG0000897	Prad.g_00617	Prap.g_00573
OG0000898	Prad.g_00615	Prap.g_00576
OG0000899	Prad.g_00614	Prap.g_00577
OG0000900	Prad.g_00612	Prap.g_01928
OG0000901	Prad.g_00608	Prap.g_00585
OG0000902	Prad.g_00607	Prap.g_01268
OG0000903	Prad.g_00606	Prap.g_00521
OG0000904	Prad.g_00604	Prap.g_00220
OG0000905	Prad.g_00602	Prap.g_00499
OG0000906	Prad.g_00600	Prap.g_00481
OG0000907	Prad.g_00599	Prap.g_00719
OG0000908	Prad.g_00596	Prap.g_00518
OG0000909	Prad.g_00592	Prap.g_00061
OG0000910	Prad.g_00591	Prap.g_00062
OG0000911	Prad.g_00590	Prap.g_00063
OG0000912	Prad.g_00589	Prap.g_00064
OG0000913	Prad.g_00588	Prap.g_00065
OG0000914	Prad.g_00587	Prap.g_00066
OG0000915	Prad.g_00586	Prap.g_00067
OG0000916	Prad.g_00585	Prap.g_00068
OG0000917	Prad.g_00584	Prap.g_00069
OG0000918	Prad.g_00583	Prap.g_00070
OG0000919	Prad.g_00582	Prap.g_00071
OG0000920	Prad.g_00581	Prap.g_00072
OG0000921	Prad.g_00580	Prap.g_00073
OG0000922	Prad.g_00579	Prap.g_00074
OG0000923	Prad.g_00578	Prap.g_00075
OG0000924	Prad.g_00577	Prap.g_00076
OG0000925	Prad.g_00576	Prap.g_00077
OG0000926	Prad.g_00567	Prap.g_01598
OG0000927	Prad.g_00533	Prap.g_00104
OG0000928	Prad.g_00532	Prap.g_00105
OG0000929	Prad.g_00531	Prap.g_00106
OG0000930	Prad.g_00530	Prap.g_00107
OG0000931	Prad.g_00529	Prap.g_00108
OG0000932	Prad.g_00527	Prap.g_00110
OG0000933	Prad.g_00526	Prap.g_00111
OG0000934	Prad.g_00525	Prap.g_00112
OG0000935	Prad.g_00524	Prap.g_00113
OG0000936	Prad.g_00523	Prap.g_00114
OG0000937	Prad.g_00522	Prap.g_00115
OG0000938	Prad.g_00521	Prap.g_00116
OG0000939	Prad.g_00520	Prap.g_00117
OG0000940	Prad.g_00519	Prap.g_00118
OG0000941	Prad.g_00517	Prap.g_00119
OG0000942	Prad.g_00516	Prap.g_00120
OG0000943	Prad.g_00513	Prap.g_00123
OG0000944	Prad.g_00512	Prap.g_00124
OG0000945	Prad.g_00511	Prap.g_00125
OG0000946	Prad.g_00510	Prap.g_00126
OG0000947	Prad.g_00509	Prap.g_00127
OG0000948	Prad.g_00508	Prap.g_00128
OG0000949	Prad.g_00507	Prap.g_00129
OG0000950	Prad.g_00506	Prap.g_00130
OG0000951	Prad.g_00505	Prap.g_00131
OG0000952	Prad.g_00504	Prap.g_00132
OG0000953	Prad.g_00503	Prap.g_00133
OG0000954	Prad.g_00502	Prap.g_00134
OG0000955	Prad.g_00501	Prap.g_00135
OG0000956	Prad.g_00500	Prap.g_00136
OG0000957	Prad.g_00499	Prap.g_00137
OG0000958	Prad.g_00498	Prap.g_00138
OG0000959	Prad.g_00497	Prap.g_00139
OG0000960	Prad.g_00496	Prap.g_00140
OG0000961	Prad.g_00491	Prap.g_00144
OG0000962	Prad.g_00490	Prap.g_00145
OG0000963	Prad.g_00489	Prap.g_00146
OG0000964	Prad.g_00487	Prap.g_00148
OG0000965	Prad.g_00486	Prap.g_00149
OG0000966	Prad.g_00485	Prap.g_00150
OG0000967	Prad.g_00484	Prap.g_00151
OG0000968	Prad.g_00483	Prap.g_00152
OG0000969	Prad.g_00482	Prap.g_00153
OG0000970	Prad.g_00481	Prap.g_00154
OG0000971	Prad.g_00480	Prap.g_00155
OG0000972	Prad.g_00479	Prap.g_00156
OG0000973	Prad.g_00478	Prap.g_00157
OG0000974	Prad.g_00476	Prap.g_00159
OG0000975	Prad.g_00473	Prap.g_00165
OG0000976	Prad.g_00471	Prap.g_00167
OG0000977	Prad.g_00470	Prap.g_00169
OG0000978	Prad.g_00469	Prap.g_00171
OG0000979	Prad.g_00467	Prap.g_00173
OG0000980	Prad.g_00466	Prap.g_00174
OG0000981	Prad.g_00465	Prap.g_00175
OG0000982	Prad.g_00464	Prap.g_00176
OG0000983	Prad.g_00462	Prap.g_00178
OG0000984	Prad.g_00461	Prap.g_00179
OG0000985	Prad.g_00460	Prap.g_00180
OG0000986	Prad.g_00459	Prap.g_00181
OG0000987	Prad.g_00458	Prap.g_00182
OG0000988	Prad.g_00457	Prap.g_00183
OG0000989	Prad.g_00456	Prap.g_00184
OG0000990	Prad.g_00455	Prap.g_00185
OG0000991	Prad.g_00454	Prap.g_00186
OG0000992	Prad.g_00453	Prap.g_00187
OG0000993	Prad.g_00452	Prap.g_00188
OG0000994	Prad.g_00451	Prap.g_00189
OG0000995	Prad.g_00450	Prap.g_00190
OG0000996	Prad.g_00449	Prap.g_00191
OG0000997	Prad.g_00448	Prap.g_00192
OG0000998	Prad.g_00447	Prap.g_00193
OG0000999	Prad.g_00446	Prap.g_00194
OG0001000	Prad.g_00445	Prap.g_00195
OG0001001	Prad.g_00443	Prap.g_00197
OG0001002	Prad.g_00442	Prap.g_00198
OG0001003	Prad.g_00441	Prap.g_00199
OG0001004	Prad.g_00440	Prap.g_00200
OG0001005	Prad.g_00439	Prap.g_00203
OG0001006	Prad.g_00438	Prap.g_00204
OG0001007	Prad.g_00437	Prap.g_00205
OG0001008	Prad.g_00435	Prap.g_00207
OG0001009	Prad.g_00434	Prap.g_00208
OG0001010	Prad.g_00426	Prap.g_01836
OG0001011	Prad.g_00419	Prap.g_01139
OG0001012	Prad.g_00388	Prap.g_00768
OG0001013	Prad.g_00947	Prap.g_01786
OG0001014	Prad.g_00946	Prap.g_01785
OG0001015	Prad.g_00940	Prap.g_01778
OG0001016	Prad.g_00939	Prap.g_01777
OG0001017	Prad.g_00938	Prap.g_01776
OG0001018	Prad.g_00937	Prap.g_01775
OG0001019	Prad.g_00935	Prap.g_01773
OG0001020	Prad.g_00934	Prap.g_01772
OG0001021	Prad.g_00933	Prap.g_01771
OG0001022	Prad.g_00932	Prap.g_01770
OG0001023	Prad.g_00931	Prap.g_01769
OG0001024	Prad.g_00930	Prap.g_01767
OG0001025	Prad.g_00929	Prap.g_01766
OG0001026	Prad.g_00927	Prap.g_01765
OG0001027	Prad.g_00926	Prap.g_01764
OG0001028	Prad.g_00925	Prap.g_01763
OG0001029	Prad.g_00924	Prap.g_01762
OG0001030	Prad.g_00923	Prap.g_01761
OG0001031	Prad.g_00922	Prap.g_01760
OG0001032	Prad.g_00921	Prap.g_01759
OG0001033	Prad.g_00920	Prap.g_01758
OG0001034	Prad.g_00919	Prap.g_01757
OG0001035	Prad.g_00917	Prap.g_01754
OG0001036	Prad.g_00916	Prap.g_01753
OG0001037	Prad.g_00915	Prap.g_01752
OG0001038	Prad.g_00914	Prap.g_01751
OG0001039	Prad.g_00913	Prap.g_01750
OG0001040	Prad.g_00912	Prap.g_01749
OG0001041	Prad.g_00911	Prap.g_01748
OG0001042	Prad.g_00910	Prap.g_01747
OG0001043	Prad.g_00909	Prap.g_01746
OG0001044	Prad.g_00908	Prap.g_01745
OG0001045	Prad.g_00907	Prap.g_01744
OG0001046	Prad.g_00906	Prap.g_01743
OG0001047	Prad.g_00903	Prap.g_01740
OG0001048	Prad.g_00901	Prap.g_01738
OG0001049	Prad.g_00900	Prap.g_01737
OG0001050	Prad.g_00899	Prap.g_01736
OG0001051	Prad.g_00898	Prap.g_01735
OG0001052	Prad.g_00897	Prap.g_01734
OG0001053	Prad.g_00895	Prap.g_01732
OG0001054	Prad.g_00893	Prap.g_01730
OG0001055	Prad.g_00892	Prap.g_01729
OG0001056	Prad.g_00891	Prap.g_01728
OG0001057	Prad.g_00890	Prap.g_01727
OG0001058	Prad.g_00889	Prap.g_01726
OG0001059	Prad.g_00888	Prap.g_01725
OG0001060	Prad.g_00887	Prap.g_01724
OG0001061	Prad.g_00886	Prap.g_01723
OG0001062	Prad.g_00885	Prap.g_01722
OG0001063	Prad.g_00884	Prap.g_01721
OG0001064	Prad.g_00882	Prap.g_01719
OG0001065	Prad.g_00879	Prap.g_01715
OG0001066	Prad.g_00878	Prap.g_01713
OG0001067	Prad.g_00877	Prap.g_01712
OG0001068	Prad.g_00875	Prap.g_01709
OG0001069	Prad.g_00874	Prap.g_01708
OG0001070	Prad.g_00873	Prap.g_01707
OG0001071	Prad.g_00872	Prap.g_01706
OG0001072	Prad.g_00871	Prap.g_01705
OG0001073	Prad.g_00870	Prap.g_01704
OG0001074	Prad.g_00869	Prap.g_01703
OG0001075	Prad.g_00868	Prap.g_01702
OG0001076	Prad.g_00867	Prap.g_01701
OG0001077	Prad.g_00866	Prap.g_01700
OG0001078	Prad.g_00865	Prap.g_01699
OG0001079	Prad.g_00864	Prap.g_01698
OG0001080	Prad.g_00863	Prap.g_01697
OG0001081	Prad.g_00860	Prap.g_01693
OG0001082	Prad.g_00859	Prap.g_01692
OG0001083	Prad.g_00858	Prap.g_01689
OG0001084	Prad.g_00856	Prap.g_01690
OG0001085	Prad.g_00855	Prap.g_01691
OG0001086	Prad.g_00854	Prap.g_01694
OG0001087	Prad.g_00853	Prap.g_01695
OG0001088	Prad.g_00852	Prap.g_01696
OG0001089	Prad.g_00849	Prap.g_01686
OG0001090	Prad.g_00847	Prap.g_01684
OG0001091	Prad.g_00846	Prap.g_01683
OG0001092	Prad.g_00845	Prap.g_01682
OG0001093	Prad.g_00844	Prap.g_01681
OG0001094	Prad.g_00843	Prap.g_01680
OG0001095	Prad.g_00842	Prap.g_01679
OG0001096	Prad.g_00841	Prap.g_01678
OG0001097	Prad.g_00840	Prap.g_01677
OG0001098	Prad.g_00839	Prap.g_01676
OG0001099	Prad.g_00838	Prap.g_01675
OG0001100	Prad.g_00837	Prap.g_01674
OG0001101	Prad.g_00836	Prap.g_01673
OG0001102	Prad.g_00835	Prap.g_01672
OG0001103	Prad.g_00834	Prap.g_01671
OG0001104	Prad.g_00833	Prap.g_01670
OG0001105	Prad.g_00832	Prap.g_01669
OG0001106	Prad.g_00831	Prap.g_01668
OG0001107	Prad.g_00830	Prap.g_01667
OG0001108	Prad.g_00829	Prap.g_01666
OG0001109	Prad.g_00828	Prap.g_01665
OG0001110	Prad.g_00827	Prap.g_01664
OG0001111	Prad.g_00826	Prap.g_01663
OG0001112	Prad.g_00825	Prap.g_01662
OG0001113	Prad.g_00824	Prap.g_01661
OG0001114	Prad.g_00823	Prap.g_01660
OG0001115	Prad.g_00822	Prap.g_01659
OG0001116	Prad.g_00821	Prap.g_01658
OG0001117	Prad.g_00820	Prap.g_01657
OG0001118	Prad.g_00819	Prap.g_01656
OG0001119	Prad.g_00818	Prap.g_01655
OG0001120	Prad.g_00817	Prap.g_01654
OG0001121	Prad.g_00815	Prap.g_01652
OG0001122	Prad.g_00814	Prap.g_01651
OG0001123	Prad.g_00813	Prap.g_01650
OG0001124	Prad.g_00811	Prap.g_01647
OG0001125	Prad.g_00809	Prap.g_01645
OG0001126	Prad.g_00808	Prap.g_01644
OG0001127	Prad.g_00806	Prap.g_01641
OG0001128	Prad.g_00805	Prap.g_01640
OG0001129	Prad.g_00804	Prap.g_01639
OG0001130	Prad.g_00801	Prap.g_01636
OG0001131	Prad.g_00800	Prap.g_01635
OG0001132	Prad.g_00799	Prap.g_01634
OG0001133	Prad.g_00798	Prap.g_01633
OG0001134	Prad.g_00797	Prap.g_01632
OG0001135	Prad.g_00796	Prap.g_01631
OG0001136	Prad.g_00795	Prap.g_01630
OG0001137	Prad.g_00794	Prap.g_01629
OG0001138	Prad.g_00793	Prap.g_01628
OG0001139	Prad.g_00792	Prap.g_01626
OG0001140	Prad.g_00791	Prap.g_01625
OG0001141	Prad.g_00790	Prap.g_01624
OG0001142	Prad.g_00787	Prap.g_01620
OG0001143	Prad.g_00786	Prap.g_01619
OG0001144	Prad.g_00785	Prap.g_01618
OG0001145	Prad.g_00784	Prap.g_01617
OG0001146	Prad.g_00783	Prap.g_01616
OG0001147	Prad.g_00782	Prap.g_01615
OG0001148	Prad.g_00781	Prap.g_01614
OG0001149	Prad.g_00779	Prap.g_01612
OG0001150	Prad.g_00778	Prap.g_01611
OG0001151	Prad.g_00776	Prap.g_01607
OG0001152	Prad.g_00775	Prap.g_01606
OG0001153	Prad.g_00774	Prap.g_01605
OG0001154	Prad.g_00772	Prap.g_01603
OG0001155	Prad.g_00770	Prap.g_01601
OG0001156	Prad.g_00768	Prap.g_01599
OG0001157	Prad.g_00767	Prap.g_01597
OG0001158	Prad.g_00765	Prap.g_01595
OG0001159	Prad.g_00764	Prap.g_01594
OG0001160	Prad.g_00763	Prap.g_01593
OG0001161	Prad.g_00762	Prap.g_01592
OG0001162	Prad.g_01641	Prap.g_01591
OG0001163	Prad.g_01640	Prap.g_01590
OG0001164	Prad.g_01639	Prap.g_01589
OG0001165	Prad.g_01638	Prap.g_01588
