Orthogroup	Praw	Prbn
OG0000560	Praw.g_00594	Prbn.g_00562
OG0000561	Praw.g_00593	Prbn.g_00561
OG0000562	Praw.g_00592	Prbn.g_00560
OG0000563	Praw.g_00591	Prbn.g_00559
OG0000564	Praw.g_00590	Prbn.g_00558
OG0000565	Praw.g_00587	Prbn.g_00556
OG0000566	Praw.g_00585	Prbn.g_00552
OG0000567	Praw.g_00581	Prbn.g_00548
OG0000568	Praw.g_00580	Prbn.g_00547
OG0000569	Praw.g_00579	Prbn.g_00546
OG0000570	Praw.g_00578	Prbn.g_00545
OG0000571	Praw.g_00576	Prbn.g_00543
OG0000572	Praw.g_01933	Prbn.g_00529
OG0000573	Praw.g_01938	Prbn.g_00523
OG0000574	Praw.g_01939	Prbn.g_00522
OG0000575	Praw.g_01943	Prbn.g_00518
OG0000576	Praw.g_01945	Prbn.g_00516
OG0000577	Praw.g_01946	Prbn.g_00515
OG0000578	Praw.g_01947	Prbn.g_00514
OG0000579	Praw.g_01948	Prbn.g_00513
OG0000580	Praw.g_01949	Prbn.g_00512
OG0000581	Praw.g_00141	Prbn.g_00509
OG0000582	Praw.g_00144	Prbn.g_00506
OG0000583	Praw.g_00145	Prbn.g_00505
OG0000584	Praw.g_00146	Prbn.g_00504
OG0000585	Praw.g_00148	Prbn.g_00502
OG0000586	Praw.g_00149	Prbn.g_00501
OG0000587	Praw.g_00150	Prbn.g_00500
OG0000588	Praw.g_00154	Prbn.g_00496
OG0000589	Praw.g_00157	Prbn.g_00494
OG0000590	Praw.g_00158	Prbn.g_00493
OG0000591	Praw.g_00161	Prbn.g_00489
OG0000592	Praw.g_00162	Prbn.g_00488
OG0000593	Praw.g_00168	Prbn.g_00423
OG0000594	Praw.g_00169	Prbn.g_00424
OG0000595	Praw.g_01888	Prbn.g_00425
OG0000596	Praw.g_01884	Prbn.g_00429
OG0000597	Praw.g_01882	Prbn.g_00432
OG0000598	Praw.g_01881	Prbn.g_00433
OG0000599	Praw.g_01878	Prbn.g_00436
OG0000600	Praw.g_01877	Prbn.g_00437
OG0000601	Praw.g_01876	Prbn.g_00438
OG0000602	Praw.g_01874	Prbn.g_00440
OG0000603	Praw.g_01873	Prbn.g_00441
OG0000604	Praw.g_01872	Prbn.g_00442
OG0000605	Praw.g_01871	Prbn.g_00443
OG0000606	Praw.g_01868	Prbn.g_00446
OG0000607	Praw.g_01865	Prbn.g_00449
OG0000608	Praw.g_01864	Prbn.g_00450
OG0000609	Praw.g_01863	Prbn.g_00834
OG0000610	Praw.g_01858	Prbn.g_00840
OG0000611	Praw.g_01855	Prbn.g_00843
OG0000612	Praw.g_01854	Prbn.g_00844
OG0000613	Praw.g_01849	Prbn.g_01591
OG0000614	Praw.g_01830	Prbn.g_01570
OG0000615	Praw.g_01822	Prbn.g_01559
OG0000616	Praw.g_01818	Prbn.g_00905
OG0000617	Praw.g_01803	Prbn.g_00860
OG0000618	Praw.g_01802	Prbn.g_00861
OG0000619	Praw.g_01801	Prbn.g_00862
OG0000620	Praw.g_01798	Prbn.g_01947
OG0000621	Praw.g_01797	Prbn.g_01948
OG0000622	Praw.g_01796	Prbn.g_01949
OG0000623	Praw.g_01795	Prbn.g_01950
OG0000624	Praw.g_01794	Prbn.g_01952
OG0000625	Praw.g_01793	Prbn.g_01345
OG0000626	Praw.g_01792	Prbn.g_01346
OG0000627	Praw.g_01791	Prbn.g_01347
OG0000628	Praw.g_01790	Prbn.g_01348
OG0000629	Praw.g_01789	Prbn.g_01349
OG0000630	Praw.g_01786	Prbn.g_01352
OG0000631	Praw.g_01706	Prbn.g_01445
OG0000632	Praw.g_01705	Prbn.g_01444
OG0000633	Praw.g_01704	Prbn.g_01443
OG0000634	Praw.g_01701	Prbn.g_01550
OG0000635	Praw.g_01700	Prbn.g_01549
OG0000636	Praw.g_01698	Prbn.g_01547
OG0000637	Praw.g_01696	Prbn.g_01545
OG0000638	Praw.g_01695	Prbn.g_01544
OG0000639	Praw.g_01694	Prbn.g_01543
OG0000640	Praw.g_01693	Prbn.g_01542
OG0000641	Praw.g_01689	Prbn.g_01538
OG0000642	Praw.g_01688	Prbn.g_01537
OG0000643	Praw.g_01687	Prbn.g_01536
OG0000644	Praw.g_01686	Prbn.g_01535
OG0000645	Praw.g_01685	Prbn.g_01534
OG0000646	Praw.g_01683	Prbn.g_01532
OG0000647	Praw.g_01682	Prbn.g_01530
OG0000648	Praw.g_01680	Prbn.g_01528
OG0000649	Praw.g_01679	Prbn.g_01527
OG0000650	Praw.g_01678	Prbn.g_01526
OG0000651	Praw.g_01677	Prbn.g_01525
OG0000652	Praw.g_01676	Prbn.g_01524
OG0000653	Praw.g_01674	Prbn.g_01522
OG0000654	Praw.g_01673	Prbn.g_01521
OG0000655	Praw.g_01672	Prbn.g_01520
OG0000656	Praw.g_01669	Prbn.g_01517
OG0000657	Praw.g_01663	Prbn.g_01509
OG0000658	Praw.g_01662	Prbn.g_01507
OG0000659	Praw.g_01661	Prbn.g_01506
OG0000660	Praw.g_01657	Prbn.g_01502
OG0000661	Praw.g_01655	Prbn.g_01500
OG0000662	Praw.g_01653	Prbn.g_01498
OG0000663	Praw.g_01651	Prbn.g_01496
OG0000664	Praw.g_01650	Prbn.g_01495
OG0000665	Praw.g_01646	Prbn.g_01489
OG0000666	Praw.g_01645	Prbn.g_01488
OG0000667	Praw.g_01641	Prbn.g_01484
OG0000668	Praw.g_01611	Prbn.g_01930
OG0000669	Praw.g_01605	Prbn.g_01632
OG0000670	Praw.g_01603	Prbn.g_01629
OG0000671	Praw.g_01601	Prbn.g_01626
OG0000672	Praw.g_01599	Prbn.g_01623
OG0000673	Praw.g_01596	Prbn.g_01620
OG0000674	Praw.g_01594	Prbn.g_01618
OG0000675	Praw.g_01593	Prbn.g_01617
OG0000676	Praw.g_01591	Prbn.g_01615
OG0000677	Praw.g_01590	Prbn.g_01614
OG0000678	Praw.g_01588	Prbn.g_01612
OG0000679	Praw.g_01584	Prbn.g_01608
OG0000680	Praw.g_01583	Prbn.g_01607
OG0000681	Praw.g_01581	Prbn.g_01604
OG0000682	Praw.g_01580	Prbn.g_01603
OG0000683	Praw.g_01579	Prbn.g_01602
OG0000684	Praw.g_01577	Prbn.g_01600
OG0000685	Praw.g_01575	Prbn.g_01598
OG0000686	Praw.g_01574	Prbn.g_01597
OG0000687	Praw.g_01573	Prbn.g_01596
OG0000688	Praw.g_01570	Prbn.g_00848
OG0000689	Praw.g_01569	Prbn.g_00849
OG0000690	Praw.g_01568	Prbn.g_00850
OG0000691	Praw.g_01567	Prbn.g_00851
OG0000692	Praw.g_01565	Prbn.g_00853
OG0000693	Praw.g_01564	Prbn.g_00854
OG0000694	Praw.g_01563	Prbn.g_00855
OG0000695	Praw.g_01561	Prbn.g_01441
OG0000696	Praw.g_01560	Prbn.g_01440
OG0000697	Praw.g_01559	Prbn.g_01439
OG0000698	Praw.g_01556	Prbn.g_01436
OG0000699	Praw.g_01555	Prbn.g_01435
OG0000700	Praw.g_01554	Prbn.g_01434
OG0000701	Praw.g_01553	Prbn.g_01433
OG0000702	Praw.g_01551	Prbn.g_01431
OG0000703	Praw.g_01550	Prbn.g_01430
OG0000704	Praw.g_01549	Prbn.g_01428
OG0000705	Praw.g_01545	Prbn.g_01425
OG0000706	Praw.g_01544	Prbn.g_01424
OG0000707	Praw.g_01543	Prbn.g_01423
OG0000708	Praw.g_01542	Prbn.g_01421
OG0000709	Praw.g_01538	Prbn.g_01417
OG0000710	Praw.g_01535	Prbn.g_01414
OG0000711	Praw.g_01518	Prbn.g_01396
OG0000712	Praw.g_01516	Prbn.g_01395
OG0000713	Praw.g_01515	Prbn.g_01394
OG0000714	Praw.g_01514	Prbn.g_01393
OG0000715	Praw.g_01512	Prbn.g_01391
OG0000716	Praw.g_01510	Prbn.g_01389
OG0000717	Praw.g_01509	Prbn.g_01388
OG0000718	Praw.g_01498	Prbn.g_01384
OG0000719	Praw.g_01496	Prbn.g_01382
OG0000720	Praw.g_01487	Prbn.g_01370
OG0000721	Praw.g_01485	Prbn.g_01366
OG0000722	Praw.g_01484	Prbn.g_01365
OG0000723	Praw.g_01481	Prbn.g_01361
OG0000724	Praw.g_01472	Prbn.g_01466
OG0000725	Praw.g_01466	Prbn.g_01472
OG0000726	Praw.g_01465	Prbn.g_01473
OG0000727	Praw.g_01464	Prbn.g_01474
OG0000728	Praw.g_01462	Prbn.g_01476
OG0000729	Praw.g_01416	Prbn.g_01106
OG0000730	Praw.g_00172	Prbn.g_01147
OG0000731	Praw.g_00176	Prbn.g_00111
OG0000732	Praw.g_00183	Prbn.g_00954
OG0000733	Praw.g_00202	Prbn.g_01651
OG0000734	Praw.g_00219	Prbn.g_01173
OG0000735	Praw.g_00221	Prbn.g_01175
OG0000736	Praw.g_00222	Prbn.g_01176
OG0000737	Praw.g_00223	Prbn.g_01177
OG0000738	Praw.g_00227	Prbn.g_01181
OG0000739	Praw.g_00228	Prbn.g_01182
OG0000740	Praw.g_00229	Prbn.g_01183
OG0000741	Praw.g_00230	Prbn.g_01185
OG0000742	Praw.g_00233	Prbn.g_01188
OG0000743	Praw.g_00235	Prbn.g_01190
OG0000744	Praw.g_00236	Prbn.g_01191
OG0000745	Praw.g_00237	Prbn.g_01192
OG0000746	Praw.g_00239	Prbn.g_01194
OG0000747	Praw.g_00240	Prbn.g_01195
OG0000748	Praw.g_00243	Prbn.g_01199
OG0000749	Praw.g_00244	Prbn.g_01200
OG0000750	Praw.g_00245	Prbn.g_01201
OG0000751	Praw.g_00247	Prbn.g_01204
OG0000752	Praw.g_00249	Prbn.g_01206
OG0000753	Praw.g_00252	Prbn.g_01208
OG0000754	Praw.g_00255	Prbn.g_01211
OG0000755	Praw.g_00258	Prbn.g_00390
OG0000756	Praw.g_00259	Prbn.g_00391
OG0000757	Praw.g_00265	Prbn.g_00398
OG0000758	Praw.g_00266	Prbn.g_00399
OG0000759	Praw.g_00267	Prbn.g_00400
OG0000760	Praw.g_00268	Prbn.g_00401
OG0000761	Praw.g_00269	Prbn.g_00402
OG0000762	Praw.g_00270	Prbn.g_00403
OG0000763	Praw.g_00272	Prbn.g_00405
OG0000764	Praw.g_00273	Prbn.g_00406
OG0000765	Praw.g_00282	Prbn.g_00414
OG0000766	Praw.g_00283	Prbn.g_00415
OG0000767	Praw.g_00285	Prbn.g_00417
OG0000768	Praw.g_00286	Prbn.g_00418
OG0000769	Praw.g_00288	Prbn.g_00420
OG0000770	Praw.g_00290	Prbn.g_00483
OG0000771	Praw.g_00904	Prbn.g_00886
OG0000772	Praw.g_00954	Prbn.g_01671
OG0000773	Praw.g_00970	Prbn.g_01093
OG0000774	Praw.g_00972	Prbn.g_01091
OG0000775	Praw.g_00976	Prbn.g_01089
OG0000776	Praw.g_00977	Prbn.g_01088
OG0000777	Praw.g_00978	Prbn.g_01087
OG0000778	Praw.g_00979	Prbn.g_01086
OG0000779	Praw.g_00983	Prbn.g_01082
OG0000780	Praw.g_00984	Prbn.g_01081
OG0000781	Praw.g_00987	Prbn.g_01077
OG0000782	Praw.g_00988	Prbn.g_01076
OG0000783	Praw.g_00989	Prbn.g_01075
OG0000784	Praw.g_00990	Prbn.g_01074
OG0000785	Praw.g_00992	Prbn.g_01072
OG0000786	Praw.g_00994	Prbn.g_01069
OG0000787	Praw.g_00995	Prbn.g_01068
OG0000788	Praw.g_01002	Prbn.g_00615
OG0000789	Praw.g_01006	Prbn.g_00883
OG0000790	Praw.g_01021	Prbn.g_00155
OG0000791	Praw.g_01023	Prbn.g_00157
OG0000792	Praw.g_01024	Prbn.g_00158
OG0000793	Praw.g_01027	Prbn.g_00161
OG0000794	Praw.g_01028	Prbn.g_00162
OG0000795	Praw.g_01029	Prbn.g_00163
OG0000796	Praw.g_01033	Prbn.g_00167
OG0000797	Praw.g_01034	Prbn.g_00168
OG0000798	Praw.g_01057	Prbn.g_01055
OG0000799	Praw.g_01101	Prbn.g_00195
OG0000800	Praw.g_01100	Prbn.g_00196
OG0000801	Praw.g_01099	Prbn.g_00197
OG0000802	Praw.g_01097	Prbn.g_00199
OG0000803	Praw.g_01095	Prbn.g_00201
OG0000804	Praw.g_01094	Prbn.g_00202
OG0000805	Praw.g_01092	Prbn.g_00204
OG0000806	Praw.g_01090	Prbn.g_00206
OG0000807	Praw.g_01089	Prbn.g_00207
OG0000808	Praw.g_01088	Prbn.g_00208
OG0000809	Praw.g_01085	Prbn.g_00210
OG0000810	Praw.g_01084	Prbn.g_00211
OG0000811	Praw.g_01077	Prbn.g_00215
OG0000812	Praw.g_01075	Prbn.g_00217
OG0000813	Praw.g_00343	Prbn.g_00218
OG0000814	Praw.g_00345	Prbn.g_00220
OG0000815	Praw.g_00346	Prbn.g_00221
OG0000816	Praw.g_00348	Prbn.g_00223
OG0000817	Praw.g_00349	Prbn.g_00224
OG0000818	Praw.g_00354	Prbn.g_00229
OG0000819	Praw.g_00355	Prbn.g_00230
OG0000820	Praw.g_00356	Prbn.g_00231
OG0000821	Praw.g_00359	Prbn.g_00235
OG0000822	Praw.g_00360	Prbn.g_00236
OG0000823	Praw.g_00361	Prbn.g_00237
OG0000824	Praw.g_00364	Prbn.g_00240
OG0000825	Praw.g_00365	Prbn.g_00241
OG0000826	Praw.g_00366	Prbn.g_00242
OG0000827	Praw.g_00367	Prbn.g_00243
OG0000828	Praw.g_00371	Prbn.g_00246
OG0000829	Praw.g_00372	Prbn.g_00247
OG0000830	Praw.g_00373	Prbn.g_00248
OG0000831	Praw.g_00375	Prbn.g_00250
OG0000832	Praw.g_00381	Prbn.g_00260
OG0000833	Praw.g_00389	Prbn.g_00269
OG0000834	Praw.g_00390	Prbn.g_00270
OG0000835	Praw.g_00391	Prbn.g_00271
OG0000836	Praw.g_00392	Prbn.g_00272
OG0000837	Praw.g_00393	Prbn.g_00273
OG0000838	Praw.g_00395	Prbn.g_00275
OG0000839	Praw.g_00396	Prbn.g_00276
OG0000840	Praw.g_00397	Prbn.g_00277
OG0000841	Praw.g_00398	Prbn.g_00278
OG0000842	Praw.g_00399	Prbn.g_00279
OG0000843	Praw.g_00400	Prbn.g_00280
OG0000844	Praw.g_00401	Prbn.g_00281
OG0000845	Praw.g_00402	Prbn.g_00282
OG0000846	Praw.g_00403	Prbn.g_00283
OG0000847	Praw.g_00404	Prbn.g_00284
OG0000848	Praw.g_00405	Prbn.g_00285
OG0000849	Praw.g_00406	Prbn.g_00286
OG0000850	Praw.g_00408	Prbn.g_00288
OG0000851	Praw.g_00409	Prbn.g_00289
OG0000852	Praw.g_00410	Prbn.g_00904
OG0000853	Praw.g_00414	Prbn.g_00898
OG0000854	Praw.g_00416	Prbn.g_00896
OG0000855	Praw.g_00417	Prbn.g_00895
OG0000856	Praw.g_00430	Prbn.g_00486
OG0000857	Praw.g_00458	Prbn.g_01531
OG0000858	Praw.g_00509	Prbn.g_01738
OG0000859	Praw.g_00510	Prbn.g_01739
OG0000860	Praw.g_00517	Prbn.g_01747
OG0000861	Praw.g_00518	Prbn.g_01748
OG0000862	Praw.g_00519	Prbn.g_01749
OG0000863	Praw.g_00521	Prbn.g_01751
OG0000864	Praw.g_00522	Prbn.g_01752
OG0000865	Praw.g_00523	Prbn.g_01753
OG0000866	Praw.g_00524	Prbn.g_01754
OG0000867	Praw.g_00525	Prbn.g_01755
OG0000868	Praw.g_00526	Prbn.g_01757
OG0000869	Praw.g_00530	Prbn.g_01760
OG0000870	Praw.g_00535	Prbn.g_01765
OG0000871	Praw.g_00536	Prbn.g_01766
OG0000872	Praw.g_00537	Prbn.g_01767
OG0000873	Praw.g_00540	Prbn.g_01771
OG0000874	Praw.g_00543	Prbn.g_01774
OG0000875	Praw.g_00544	Prbn.g_01775
OG0000876	Praw.g_00545	Prbn.g_01776
OG0000877	Praw.g_00547	Prbn.g_01778
OG0000878	Praw.g_00548	Prbn.g_01779
OG0000879	Praw.g_00549	Prbn.g_01780
OG0000880	Praw.g_00550	Prbn.g_01781
OG0000881	Praw.g_00554	Prbn.g_01785
OG0000882	Praw.g_00559	Prbn.g_01790
OG0000883	Praw.g_00561	Prbn.g_01792
OG0000884	Praw.g_00563	Prbn.g_01794
OG0000885	Praw.g_00564	Prbn.g_01795
OG0000886	Praw.g_00565	Prbn.g_01796
OG0000887	Praw.g_00566	Prbn.g_01797
OG0000888	Praw.g_00568	Prbn.g_01799
OG0000889	Praw.g_00570	Prbn.g_01801
OG0000890	Praw.g_00571	Prbn.g_01802
OG0000891	Praw.g_00572	Prbn.g_01803
OG0000892	Praw.g_01921	Prbn.g_01805
OG0000893	Praw.g_01917	Prbn.g_01809
OG0000894	Praw.g_01915	Prbn.g_01812
OG0000895	Praw.g_01912	Prbn.g_01816
OG0000896	Praw.g_01911	Prbn.g_01817
OG0000897	Praw.g_01909	Prbn.g_01819
OG0000898	Praw.g_01908	Prbn.g_01820
OG0000899	Praw.g_01907	Prbn.g_01821
OG0000900	Praw.g_01906	Prbn.g_01822
OG0000901	Praw.g_01903	Prbn.g_01825
OG0000902	Praw.g_01901	Prbn.g_01827
OG0000903	Praw.g_01898	Prbn.g_01831
OG0000904	Praw.g_01896	Prbn.g_01835
OG0000905	Praw.g_01892	Prbn.g_01829
OG0000906	Praw.g_01891	Prbn.g_01828
OG0000907	Praw.g_00138	Prbn.g_01838
OG0000908	Praw.g_00135	Prbn.g_01841
OG0000909	Praw.g_00134	Prbn.g_01842
OG0000910	Praw.g_00133	Prbn.g_01843
OG0000911	Praw.g_00131	Prbn.g_01845
OG0000912	Praw.g_00130	Prbn.g_01846
OG0000913	Praw.g_00129	Prbn.g_01847
OG0000914	Praw.g_00128	Prbn.g_01848
OG0000915	Praw.g_00127	Prbn.g_01849
OG0000916	Praw.g_00126	Prbn.g_01850
OG0000917	Praw.g_00125	Prbn.g_01851
OG0000918	Praw.g_00124	Prbn.g_01852
OG0000919	Praw.g_00123	Prbn.g_01853
OG0000920	Praw.g_00122	Prbn.g_01854
OG0000921	Praw.g_00121	Prbn.g_01855
OG0000922	Praw.g_00120	Prbn.g_01856
OG0000923	Praw.g_00116	Prbn.g_01860
OG0000924	Praw.g_00115	Prbn.g_01861
OG0000925	Praw.g_00114	Prbn.g_01862
OG0000926	Praw.g_00113	Prbn.g_01863
OG0000927	Praw.g_00111	Prbn.g_01865
OG0000928	Praw.g_00110	Prbn.g_01866
OG0000929	Praw.g_00109	Prbn.g_01867
OG0000930	Praw.g_00108	Prbn.g_01868
OG0000931	Praw.g_00107	Prbn.g_01869
OG0000932	Praw.g_00106	Prbn.g_01870
OG0000933	Praw.g_00102	Prbn.g_01874
OG0000934	Praw.g_00100	Prbn.g_01876
OG0000935	Praw.g_00099	Prbn.g_01877
OG0000936	Praw.g_00098	Prbn.g_01878
OG0000937	Praw.g_00097	Prbn.g_01879
OG0000938	Praw.g_00095	Prbn.g_01882
OG0000939	Praw.g_00094	Prbn.g_01883
OG0000940	Praw.g_00087	Prbn.g_01890
OG0000941	Praw.g_00085	Prbn.g_01892
OG0000942	Praw.g_00083	Prbn.g_01894
OG0000943	Praw.g_00082	Prbn.g_01895
OG0000944	Praw.g_00081	Prbn.g_01897
OG0000945	Praw.g_00080	Prbn.g_01898
OG0000946	Praw.g_00076	Prbn.g_01903
OG0000947	Praw.g_00074	Prbn.g_01905
OG0000948	Praw.g_00073	Prbn.g_01906
OG0000949	Praw.g_00070	Prbn.g_01909
OG0000950	Praw.g_00065	Prbn.g_01916
OG0000951	Praw.g_00061	Prbn.g_01920
OG0000952	Praw.g_00057	Prbn.g_01015
OG0000953	Praw.g_00054	Prbn.g_01011
OG0000954	Praw.g_00050	Prbn.g_01007
OG0000955	Praw.g_00049	Prbn.g_01006
OG0000956	Praw.g_00047	Prbn.g_01004
OG0000957	Praw.g_00041	Prbn.g_00998
OG0000958	Praw.g_00040	Prbn.g_00997
OG0000959	Praw.g_00036	Prbn.g_00993
OG0000960	Praw.g_00035	Prbn.g_00992
OG0000961	Praw.g_00033	Prbn.g_00989
OG0000962	Praw.g_00031	Prbn.g_00987
OG0000963	Praw.g_00027	Prbn.g_00983
OG0000964	Praw.g_00026	Prbn.g_00982
OG0000965	Praw.g_00025	Prbn.g_00981
OG0000966	Praw.g_00018	Prbn.g_00975
OG0000967	Praw.g_00014	Prbn.g_00971
OG0000968	Praw.g_00012	Prbn.g_00969
OG0000969	Praw.g_00011	Prbn.g_00968
OG0000970	Praw.g_00010	Prbn.g_00967
OG0000971	Praw.g_00009	Prbn.g_00966
OG0000972	Praw.g_00008	Prbn.g_00965
OG0000973	Praw.g_00007	Prbn.g_00964
OG0000974	Praw.g_00006	Prbn.g_00963
OG0000975	Praw.g_00005	Prbn.g_00962
OG0000976	Praw.g_00004	Prbn.g_00961
OG0000977	Praw.g_00003	Prbn.g_00960
OG0000978	Praw.g_00002	Prbn.g_00959
OG0000979	Praw.g_01192	Prbn.g_00957
OG0000980	Praw.g_01190	Prbn.g_00955
OG0000981	Praw.g_01188	Prbn.g_00952
OG0000982	Praw.g_01186	Prbn.g_00950
OG0000983	Praw.g_01185	Prbn.g_00949
OG0000984	Praw.g_01184	Prbn.g_00948
OG0000985	Praw.g_01181	Prbn.g_00945
OG0000986	Praw.g_01179	Prbn.g_00943
OG0000987	Praw.g_01178	Prbn.g_00942
OG0000988	Praw.g_01175	Prbn.g_00939
OG0000989	Praw.g_01171	Prbn.g_00935
OG0000990	Praw.g_01168	Prbn.g_00931
OG0000991	Praw.g_01167	Prbn.g_00930
OG0000992	Praw.g_01165	Prbn.g_00927
OG0000993	Praw.g_01164	Prbn.g_00926
OG0000994	Praw.g_01163	Prbn.g_00925
OG0000995	Praw.g_01159	Prbn.g_00921
OG0000996	Praw.g_01158	Prbn.g_00920
OG0000997	Praw.g_01157	Prbn.g_00917
OG0000998	Praw.g_01155	Prbn.g_00915
OG0000999	Praw.g_01154	Prbn.g_00914
OG0001000	Praw.g_01151	Prbn.g_00911
OG0001001	Praw.g_01149	Prbn.g_00908
OG0001002	Praw.g_01145	Prbn.g_00291
OG0001003	Praw.g_01144	Prbn.g_00292
OG0001004	Praw.g_01143	Prbn.g_00293
OG0001005	Praw.g_01142	Prbn.g_00294
OG0001006	Praw.g_01138	Prbn.g_00298
OG0001007	Praw.g_01136	Prbn.g_00300
OG0001008	Praw.g_00710	Prbn.g_00676
OG0001009	Praw.g_01401	Prbn.g_00755
OG0001010	Praw.g_01400	Prbn.g_00754
OG0001011	Praw.g_01399	Prbn.g_00752
OG0001012	Praw.g_01385	Prbn.g_00738
OG0001013	Praw.g_01380	Prbn.g_00731
OG0001014	Praw.g_01377	Prbn.g_00728
OG0001015	Praw.g_01376	Prbn.g_00726
OG0001016	Praw.g_01361	Prbn.g_00704
OG0001017	Praw.g_01357	Prbn.g_01343
OG0001018	Praw.g_01354	Prbn.g_01341
OG0001019	Praw.g_01345	Prbn.g_01332
OG0001020	Praw.g_01344	Prbn.g_01331
OG0001021	Praw.g_01343	Prbn.g_01330
OG0001022	Praw.g_01341	Prbn.g_01327
OG0001023	Praw.g_01340	Prbn.g_01326
OG0001024	Praw.g_01337	Prbn.g_01322
OG0001025	Praw.g_01331	Prbn.g_01315
OG0001026	Praw.g_01324	Prbn.g_01306
OG0001027	Praw.g_01323	Prbn.g_01305
OG0001028	Praw.g_01321	Prbn.g_01303
OG0001029	Praw.g_01320	Prbn.g_01302
OG0001030	Praw.g_01305	Prbn.g_01286
OG0001031	Praw.g_01249	Prbn.g_00367
OG0001032	Praw.g_01248	Prbn.g_00366
OG0001033	Praw.g_01227	Prbn.g_00345
OG0001034	Praw.g_01199	Prbn.g_00314
OG0001035	Praw.g_00879	Prbn.g_00021
OG0001036	Praw.g_00875	Prbn.g_00025
OG0001037	Praw.g_00874	Prbn.g_00026
OG0001038	Praw.g_00856	Prbn.g_00045
OG0001039	Praw.g_00853	Prbn.g_00048
OG0001040	Praw.g_00851	Prbn.g_00050
OG0001041	Praw.g_00847	Prbn.g_00055
OG0001042	Praw.g_00830	Prbn.g_00072
OG0001043	Praw.g_00829	Prbn.g_00073
OG0001044	Praw.g_00797	Prbn.g_00104
OG0001045	Praw.g_00789	Prbn.g_00113
OG0001046	Praw.g_00754	Prbn.g_01697
OG0001047	Praw.g_00708	Prbn.g_00674
OG0001048	Praw.g_00707	Prbn.g_00673
OG0001049	Praw.g_00705	Prbn.g_00671
OG0001050	Praw.g_00704	Prbn.g_00670
OG0001051	Praw.g_00703	Prbn.g_00669
OG0001052	Praw.g_00676	Prbn.g_00643
OG0001053	Praw.g_00665	Prbn.g_00631
OG0001054	Praw.g_00650	Prbn.g_00616
OG0001055	Praw.g_00631	Prbn.g_00597
OG0001056	Praw.g_00612	Prbn.g_00580
OG0001057	Praw.g_00607	Prbn.g_00575
OG0001058	Praw.g_00599	Prbn.g_00567
OG0001059	Praw.g_00595	Prbn.g_00563
OG0001060	Praw.g_00588	Prbn.g_00557
OG0001061	Praw.g_00575	Prbn.g_00542
OG0001062	Praw.g_01923	Prbn.g_00540
OG0001063	Praw.g_01925	Prbn.g_00538
OG0001064	Praw.g_01926	Prbn.g_00537
OG0001065	Praw.g_01927	Prbn.g_00536
OG0001066	Praw.g_01928	Prbn.g_00535
OG0001067	Praw.g_01929	Prbn.g_00534
OG0001068	Praw.g_01930	Prbn.g_00533
OG0001069	Praw.g_01931	Prbn.g_00532
OG0001070	Praw.g_01934	Prbn.g_00528
OG0001071	Praw.g_01935	Prbn.g_00527
OG0001073	Praw.g_00140	Prbn.g_00511
OG0001074	Praw.g_00151	Prbn.g_00499
OG0001075	Praw.g_00152	Prbn.g_00498
OG0001076	Praw.g_00160	Prbn.g_00491
OG0001077	Praw.g_00164	Prbn.g_00485
OG0001078	Praw.g_01886	Prbn.g_00427
OG0001079	Praw.g_01875	Prbn.g_00439
OG0001080	Praw.g_01869	Prbn.g_00445
OG0001081	Praw.g_01867	Prbn.g_00447
OG0001082	Praw.g_01866	Prbn.g_00448
OG0001083	Praw.g_01861	Prbn.g_00836
OG0001084	Praw.g_01860	Prbn.g_00837
OG0001085	Praw.g_01852	Prbn.g_01594
OG0001086	Praw.g_01851	Prbn.g_01593
OG0001087	Praw.g_01834	Prbn.g_01575
OG0001088	Praw.g_01833	Prbn.g_01574
OG0001089	Praw.g_01825	Prbn.g_01563
OG0001090	Praw.g_01808	Prbn.g_01553
OG0001091	Praw.g_01806	Prbn.g_00857
OG0001092	Praw.g_01805	Prbn.g_00858
OG0001093	Praw.g_01800	Prbn.g_00863
OG0001094	Praw.g_01703	Prbn.g_00856
OG0001095	Praw.g_01684	Prbn.g_01533
OG0001096	Praw.g_01671	Prbn.g_01519
OG0001097	Praw.g_01654	Prbn.g_01499
OG0001098	Praw.g_01639	Prbn.g_01480
OG0001099	Praw.g_01608	Prbn.g_01925
OG0001100	Praw.g_01604	Prbn.g_01630
OG0001101	Praw.g_01602	Prbn.g_01627
OG0001102	Praw.g_01600	Prbn.g_01624
OG0001103	Praw.g_01598	Prbn.g_01622
OG0001104	Praw.g_01576	Prbn.g_01599
OG0001105	Praw.g_01572	Prbn.g_01595
OG0001106	Praw.g_01548	Prbn.g_01427
OG0001107	Praw.g_01541	Prbn.g_01420
OG0001108	Praw.g_01537	Prbn.g_01416
OG0001109	Praw.g_01536	Prbn.g_01415
OG0001110	Praw.g_01534	Prbn.g_01413
OG0001111	Praw.g_01533	Prbn.g_01412
OG0001112	Praw.g_01532	Prbn.g_01411
OG0001113	Praw.g_01531	Prbn.g_01410
OG0001114	Praw.g_01530	Prbn.g_01409
OG0001115	Praw.g_01528	Prbn.g_01407
OG0001116	Praw.g_01527	Prbn.g_01406
OG0001117	Praw.g_01526	Prbn.g_01405
OG0001118	Praw.g_01525	Prbn.g_01404
OG0001119	Praw.g_01524	Prbn.g_01403
