Orthogroup	Praw	Syat
OG0000609	Praw.g_01863	Syat.g_00344
OG0000610	Praw.g_01858	Syat.g_00399
OG0000611	Praw.g_01855	Syat.g_00402
OG0000612	Praw.g_01854	Syat.g_00403
OG0000613	Praw.g_01849	Syat.g_02129
OG0000614	Praw.g_01830	Syat.g_01084
OG0000615	Praw.g_01822	Syat.g_00442
OG0000616	Praw.g_01818	Syat.g_02397
OG0000617	Praw.g_01803	Syat.g_00665
OG0000618	Praw.g_01802	Syat.g_00666
OG0000619	Praw.g_01801	Syat.g_00667
OG0000620	Praw.g_01798	Syat.g_02591
OG0000621	Praw.g_01797	Syat.g_02590
OG0000622	Praw.g_01796	Syat.g_02572
OG0000623	Praw.g_01795	Syat.g_00672
OG0000624	Praw.g_01794	Syat.g_00673
OG0000625	Praw.g_01793	Syat.g_00674
OG0000626	Praw.g_01792	Syat.g_00675
OG0000627	Praw.g_01791	Syat.g_00641
OG0000628	Praw.g_01790	Syat.g_00640
OG0000629	Praw.g_01789	Syat.g_00637
OG0000630	Praw.g_01786	Syat.g_00631
OG0000631	Praw.g_01706	Syat.g_00624
OG0000632	Praw.g_01705	Syat.g_00623
OG0000633	Praw.g_01704	Syat.g_00622
OG0000634	Praw.g_01701	Syat.g_00475
OG0000635	Praw.g_01700	Syat.g_00476
OG0000636	Praw.g_01698	Syat.g_00478
OG0000637	Praw.g_01696	Syat.g_00480
OG0000638	Praw.g_01695	Syat.g_00481
OG0000639	Praw.g_01694	Syat.g_00482
OG0000640	Praw.g_01693	Syat.g_00483
OG0000641	Praw.g_01689	Syat.g_00488
OG0000642	Praw.g_01688	Syat.g_00489
OG0000643	Praw.g_01687	Syat.g_00494
OG0000644	Praw.g_01686	Syat.g_00495
OG0000645	Praw.g_01685	Syat.g_00496
OG0000646	Praw.g_01683	Syat.g_00499
OG0000647	Praw.g_01682	Syat.g_00501
OG0000648	Praw.g_01680	Syat.g_00504
OG0000649	Praw.g_01679	Syat.g_00505
OG0000650	Praw.g_01678	Syat.g_00506
OG0000651	Praw.g_01677	Syat.g_00507
OG0000652	Praw.g_01676	Syat.g_00508
OG0000653	Praw.g_01674	Syat.g_00510
OG0000654	Praw.g_01673	Syat.g_00514
OG0000655	Praw.g_01672	Syat.g_00515
OG0000656	Praw.g_01669	Syat.g_00518
OG0000657	Praw.g_01663	Syat.g_00720
OG0000658	Praw.g_01662	Syat.g_00723
OG0000659	Praw.g_01661	Syat.g_00724
OG0000660	Praw.g_01657	Syat.g_00740
OG0000661	Praw.g_01655	Syat.g_00742
OG0000662	Praw.g_01653	Syat.g_00746
OG0000663	Praw.g_01651	Syat.g_00749
OG0000664	Praw.g_01650	Syat.g_00752
OG0000665	Praw.g_01646	Syat.g_03302
OG0000666	Praw.g_01645	Syat.g_01415
OG0000667	Praw.g_01641	Syat.g_00958, Syat.g_03278
OG0000668	Praw.g_01611	Syat.g_00710
OG0000669	Praw.g_01605	Syat.g_00416
OG0000670	Praw.g_01603	Syat.g_00419
OG0000671	Praw.g_01601	Syat.g_00421
OG0000672	Praw.g_01599	Syat.g_00424
OG0000673	Praw.g_01596	Syat.g_00430
OG0000674	Praw.g_01594	Syat.g_00432
OG0000675	Praw.g_01593	Syat.g_00433
OG0000676	Praw.g_01591	Syat.g_00436
OG0000677	Praw.g_01590	Syat.g_00437
OG0000678	Praw.g_01588	Syat.g_00439
OG0000679	Praw.g_01584	Syat.g_00448
OG0000680	Praw.g_01583	Syat.g_00449
OG0000681	Praw.g_01581	Syat.g_00452
OG0000682	Praw.g_01580	Syat.g_00453
OG0000683	Praw.g_01579	Syat.g_00454
OG0000684	Praw.g_01577	Syat.g_00457
OG0000685	Praw.g_01575	Syat.g_02571
OG0000686	Praw.g_01574	Syat.g_00459
OG0000687	Praw.g_01573	Syat.g_00460
OG0000688	Praw.g_01570	Syat.g_00463
OG0000689	Praw.g_01569	Syat.g_00465
OG0000690	Praw.g_01568	Syat.g_00466
OG0000691	Praw.g_01567	Syat.g_00467
OG0000692	Praw.g_01565	Syat.g_00469
OG0000693	Praw.g_01564	Syat.g_00471
OG0000694	Praw.g_01563	Syat.g_00472
OG0000695	Praw.g_01561	Syat.g_00619
OG0000696	Praw.g_01560	Syat.g_00618
OG0000697	Praw.g_01559	Syat.g_00616
OG0000698	Praw.g_01556	Syat.g_00613
OG0000699	Praw.g_01555	Syat.g_00611
OG0000700	Praw.g_01554	Syat.g_00610
OG0000701	Praw.g_01553	Syat.g_00609
OG0000702	Praw.g_01551	Syat.g_00606
OG0000703	Praw.g_01550	Syat.g_00601
OG0000704	Praw.g_01549	Syat.g_00599
OG0000705	Praw.g_01545	Syat.g_00592
OG0000706	Praw.g_01544	Syat.g_00591
OG0000707	Praw.g_01543	Syat.g_00590
OG0000708	Praw.g_01542	Syat.g_00587
OG0000709	Praw.g_01538	Syat.g_00573
OG0000710	Praw.g_01535	Syat.g_00567
OG0000711	Praw.g_01518	Syat.g_00539
OG0000712	Praw.g_01516	Syat.g_00537
OG0000713	Praw.g_01515	Syat.g_00536
OG0000714	Praw.g_01514	Syat.g_00532
OG0000715	Praw.g_01512	Syat.g_00530
OG0000716	Praw.g_01510	Syat.g_00527
OG0000717	Praw.g_01509	Syat.g_00526
OG0000718	Praw.g_01498	Syat.g_00522
OG0000719	Praw.g_01496	Syat.g_00712
OG0000720	Praw.g_01487	Syat.g_00699
OG0000721	Praw.g_01485	Syat.g_00697
OG0000722	Praw.g_01484	Syat.g_00696
OG0000723	Praw.g_01481	Syat.g_00686
OG0000724	Praw.g_01472	Syat.g_00782
OG0000725	Praw.g_01466	Syat.g_00810
OG0000726	Praw.g_01465	Syat.g_00811
OG0000727	Praw.g_01464	Syat.g_00812
OG0000728	Praw.g_01462	Syat.g_00814
OG0000729	Praw.g_01416	Syat.g_02224
OG0000730	Praw.g_00172	Syat.g_01617
OG0000731	Praw.g_00176	Syat.g_01605
OG0000732	Praw.g_00183	Syat.g_02290
OG0000733	Praw.g_00202	Syat.g_03285
OG0000734	Praw.g_00219	Syat.g_01579
OG0000735	Praw.g_00221	Syat.g_03235
OG0000736	Praw.g_00222	Syat.g_03236
OG0000737	Praw.g_00223	Syat.g_03237
OG0000738	Praw.g_00227	Syat.g_03251
OG0000739	Praw.g_00228	Syat.g_03252
OG0000740	Praw.g_00229	Syat.g_03253
OG0000741	Praw.g_00230	Syat.g_03256
OG0000742	Praw.g_00233	Syat.g_03259
OG0000743	Praw.g_00235	Syat.g_03262
OG0000744	Praw.g_00236	Syat.g_03263
OG0000745	Praw.g_00237	Syat.g_03266
OG0000746	Praw.g_00239	Syat.g_00314
OG0000747	Praw.g_00240	Syat.g_00313
OG0000748	Praw.g_00243	Syat.g_00305
OG0000749	Praw.g_00244	Syat.g_00303
OG0000750	Praw.g_00245	Syat.g_00302
OG0000751	Praw.g_00247	Syat.g_00296
OG0000752	Praw.g_00249	Syat.g_00294
OG0000753	Praw.g_00252	Syat.g_00291
OG0000754	Praw.g_00255	Syat.g_00250
OG0000755	Praw.g_00258	Syat.g_00217
OG0000756	Praw.g_00259	Syat.g_00216
OG0000757	Praw.g_00265	Syat.g_00205
OG0000758	Praw.g_00266	Syat.g_00204
OG0000759	Praw.g_00267	Syat.g_00203
OG0000760	Praw.g_00268	Syat.g_00202
OG0000761	Praw.g_00269	Syat.g_00201
OG0000762	Praw.g_00270	Syat.g_00199
OG0000763	Praw.g_00272	Syat.g_00924
OG0000764	Praw.g_00273	Syat.g_00923
OG0000765	Praw.g_00282	Syat.g_00897
OG0000766	Praw.g_00283	Syat.g_00896
OG0000767	Praw.g_00285	Syat.g_00894
OG0000768	Praw.g_00286	Syat.g_00893
OG0000769	Praw.g_00288	Syat.g_00891
OG0000770	Praw.g_00290	Syat.g_00886
OG0000771	Praw.g_00904	Syat.g_00788
OG0000772	Praw.g_00954	Syat.g_01768
OG0000773	Praw.g_00970	Syat.g_01114
OG0000774	Praw.g_00972	Syat.g_01146
OG0000775	Praw.g_00976	Syat.g_01148
OG0000776	Praw.g_00977	Syat.g_01149
OG0000777	Praw.g_00978	Syat.g_01150
OG0000778	Praw.g_00979	Syat.g_01151
OG0000779	Praw.g_00983	Syat.g_01154
OG0000780	Praw.g_00984	Syat.g_01157
OG0000781	Praw.g_00987	Syat.g_01161
OG0000782	Praw.g_00988	Syat.g_01162
OG0000783	Praw.g_00989	Syat.g_01163
OG0000784	Praw.g_00990	Syat.g_01164
OG0000785	Praw.g_00992	Syat.g_01166
OG0000786	Praw.g_00994	Syat.g_01170
OG0000787	Praw.g_00995	Syat.g_01171
OG0000788	Praw.g_01002	Syat.g_00087
OG0000789	Praw.g_01006	Syat.g_00845
OG0000790	Praw.g_01021	Syat.g_01300
OG0000791	Praw.g_01023	Syat.g_01302
OG0000792	Praw.g_01024	Syat.g_01303
OG0000793	Praw.g_01027	Syat.g_01412
OG0000794	Praw.g_01028	Syat.g_01414
OG0000795	Praw.g_01029	Syat.g_01416
OG0000796	Praw.g_01033	Syat.g_01422
OG0000797	Praw.g_01034	Syat.g_01423
OG0000798	Praw.g_01057	Syat.g_02057, Syat.g_01214
OG0000799	Praw.g_01101	Syat.g_01256
OG0000800	Praw.g_01100	Syat.g_01255
OG0000801	Praw.g_01099	Syat.g_01253
OG0000802	Praw.g_01097	Syat.g_01245
OG0000803	Praw.g_01095	Syat.g_01241
OG0000804	Praw.g_01094	Syat.g_01238
OG0000805	Praw.g_01092	Syat.g_01236
OG0000806	Praw.g_01090	Syat.g_01234
OG0000807	Praw.g_01089	Syat.g_01233
OG0000808	Praw.g_01088	Syat.g_01232
OG0000809	Praw.g_01085	Syat.g_01229
OG0000810	Praw.g_01084	Syat.g_01228
OG0000811	Praw.g_01077	Syat.g_01186
OG0000812	Praw.g_01075	Syat.g_01182
OG0000813	Praw.g_00343	Syat.g_01181
OG0000814	Praw.g_00345	Syat.g_01179
OG0000815	Praw.g_00346	Syat.g_01177
OG0000816	Praw.g_00348	Syat.g_01175
OG0000817	Praw.g_00349	Syat.g_01279
OG0000818	Praw.g_00354	Syat.g_01325
OG0000819	Praw.g_00355	Syat.g_01326
OG0000820	Praw.g_00356	Syat.g_01327
OG0000821	Praw.g_00359	Syat.g_01333
OG0000822	Praw.g_00360	Syat.g_01335
OG0000823	Praw.g_00361	Syat.g_01336
OG0000824	Praw.g_00364	Syat.g_01342
OG0000825	Praw.g_00365	Syat.g_01343
OG0000826	Praw.g_00366	Syat.g_01344
OG0000827	Praw.g_00367	Syat.g_01345
OG0000828	Praw.g_00371	Syat.g_01348
OG0000829	Praw.g_00372	Syat.g_01349
OG0000830	Praw.g_00373	Syat.g_01350
OG0000831	Praw.g_00375	Syat.g_01353
OG0000832	Praw.g_00381	Syat.g_02982
OG0000833	Praw.g_00389	Syat.g_03072
OG0000834	Praw.g_00390	Syat.g_03073
OG0000835	Praw.g_00391	Syat.g_03075
OG0000836	Praw.g_00392	Syat.g_03078
OG0000837	Praw.g_00393	Syat.g_03079
OG0000838	Praw.g_00395	Syat.g_03083
OG0000839	Praw.g_00396	Syat.g_03084
OG0000840	Praw.g_00397	Syat.g_03085
OG0000841	Praw.g_00398	Syat.g_03086
OG0000842	Praw.g_00399	Syat.g_03087
OG0000843	Praw.g_00400	Syat.g_03088
OG0000844	Praw.g_00401	Syat.g_03090
OG0000845	Praw.g_00402	Syat.g_03091
OG0000846	Praw.g_00403	Syat.g_03092
OG0000847	Praw.g_00404	Syat.g_03093
OG0000848	Praw.g_00405	Syat.g_03095
OG0000849	Praw.g_00406	Syat.g_03096
OG0000850	Praw.g_00408	Syat.g_03098
OG0000851	Praw.g_00409	Syat.g_03101
OG0000852	Praw.g_00410	Syat.g_03102
OG0000853	Praw.g_00414	Syat.g_03106
OG0000854	Praw.g_00416	Syat.g_03108
OG0000855	Praw.g_00417	Syat.g_03109
OG0000856	Praw.g_00430	Syat.g_03305
OG0000857	Praw.g_00458	Syat.g_00500
OG0000858	Praw.g_00509	Syat.g_03114
OG0000859	Praw.g_00510	Syat.g_03115
OG0000860	Praw.g_00517	Syat.g_03126
OG0000861	Praw.g_00518	Syat.g_03127
OG0000862	Praw.g_00519	Syat.g_03136
OG0000863	Praw.g_00521	Syat.g_03138
OG0000864	Praw.g_00522	Syat.g_03139
OG0000865	Praw.g_00523	Syat.g_03140
OG0000866	Praw.g_00524	Syat.g_03141
OG0000867	Praw.g_00525	Syat.g_03142
OG0000868	Praw.g_00526	Syat.g_03067
OG0000869	Praw.g_00530	Syat.g_03054
OG0000870	Praw.g_00535	Syat.g_03049
OG0000871	Praw.g_00536	Syat.g_03048
OG0000872	Praw.g_00537	Syat.g_03042
OG0000873	Praw.g_00540	Syat.g_03039
OG0000874	Praw.g_00543	Syat.g_03037
OG0000875	Praw.g_00544	Syat.g_03035
OG0000876	Praw.g_00545	Syat.g_00745
OG0000877	Praw.g_00547	Syat.g_03024
OG0000878	Praw.g_00548	Syat.g_03023
OG0000879	Praw.g_00549	Syat.g_03022
OG0000880	Praw.g_00550	Syat.g_03021
OG0000881	Praw.g_00554	Syat.g_03016
OG0000882	Praw.g_00559	Syat.g_03011
OG0000883	Praw.g_00561	Syat.g_03007
OG0000884	Praw.g_00563	Syat.g_03005
OG0000885	Praw.g_00564	Syat.g_03004
OG0000886	Praw.g_00565	Syat.g_03003
OG0000887	Praw.g_00566	Syat.g_03002
OG0000888	Praw.g_00568	Syat.g_03000
OG0000889	Praw.g_00570	Syat.g_02997
OG0000890	Praw.g_00571	Syat.g_02994
OG0000891	Praw.g_00572	Syat.g_02993
OG0000892	Praw.g_01921	Syat.g_02992
OG0000893	Praw.g_01917	Syat.g_01864
OG0000894	Praw.g_01915	Syat.g_01860
OG0000895	Praw.g_01912	Syat.g_01856
OG0000896	Praw.g_01911	Syat.g_01855
OG0000897	Praw.g_01909	Syat.g_01853
OG0000898	Praw.g_01908	Syat.g_01852
OG0000899	Praw.g_01907	Syat.g_01851
OG0000900	Praw.g_01906	Syat.g_01850
OG0000901	Praw.g_01903	Syat.g_01845
OG0000902	Praw.g_01901	Syat.g_01843
OG0000903	Praw.g_01898	Syat.g_01830
OG0000904	Praw.g_01896	Syat.g_01834
OG0000905	Praw.g_01892	Syat.g_01839
OG0000906	Praw.g_01891	Syat.g_01841
OG0000907	Praw.g_00138	Syat.g_01828
OG0000908	Praw.g_00135	Syat.g_01825
OG0000909	Praw.g_00134	Syat.g_01824
OG0000910	Praw.g_00133	Syat.g_01823
OG0000911	Praw.g_00131	Syat.g_01821
OG0000912	Praw.g_00130	Syat.g_01820
OG0000913	Praw.g_00129	Syat.g_01819
OG0000914	Praw.g_00128	Syat.g_01818
OG0000915	Praw.g_00127	Syat.g_01816
OG0000916	Praw.g_00126	Syat.g_01815
OG0000917	Praw.g_00125	Syat.g_01814
OG0000918	Praw.g_00124	Syat.g_01813
OG0000919	Praw.g_00123	Syat.g_01812
OG0000920	Praw.g_00122	Syat.g_01811
OG0000921	Praw.g_00121	Syat.g_01810
OG0000922	Praw.g_00120	Syat.g_01809
OG0000923	Praw.g_00116	Syat.g_01805
OG0000924	Praw.g_00115	Syat.g_01804
OG0000925	Praw.g_00114	Syat.g_01803
OG0000926	Praw.g_00113	Syat.g_01802
OG0000927	Praw.g_00111	Syat.g_01800
OG0000928	Praw.g_00110	Syat.g_01799
OG0000929	Praw.g_00109	Syat.g_01798
OG0000930	Praw.g_00108	Syat.g_01797
OG0000931	Praw.g_00107	Syat.g_01796
OG0000932	Praw.g_00106	Syat.g_01794
OG0000933	Praw.g_00102	Syat.g_01788
OG0000934	Praw.g_00100	Syat.g_01786
OG0000935	Praw.g_00099	Syat.g_01665
OG0000936	Praw.g_00098	Syat.g_01664
OG0000937	Praw.g_00097	Syat.g_01663
OG0000938	Praw.g_00095	Syat.g_01659
OG0000939	Praw.g_00094	Syat.g_01658
OG0000940	Praw.g_00087	Syat.g_01651
OG0000941	Praw.g_00085	Syat.g_01649
OG0000942	Praw.g_00083	Syat.g_01647
OG0000943	Praw.g_00082	Syat.g_01646
OG0000944	Praw.g_00081	Syat.g_01644
OG0000945	Praw.g_00080	Syat.g_01643
OG0000946	Praw.g_00076	Syat.g_01633
OG0000947	Praw.g_00074	Syat.g_01630
OG0000948	Praw.g_00073	Syat.g_01629
OG0000949	Praw.g_00070	Syat.g_02142
OG0000950	Praw.g_00065	Syat.g_02152
OG0000951	Praw.g_00061	Syat.g_02157
OG0000952	Praw.g_00057	Syat.g_02162
OG0000953	Praw.g_00054	Syat.g_02166
OG0000954	Praw.g_00050	Syat.g_02187
OG0000955	Praw.g_00049	Syat.g_02188
OG0000956	Praw.g_00047	Syat.g_02191
OG0000957	Praw.g_00041	Syat.g_02204
OG0000958	Praw.g_00040	Syat.g_02205
OG0000959	Praw.g_00036	Syat.g_02212
OG0000960	Praw.g_00035	Syat.g_02213
OG0000961	Praw.g_00033	Syat.g_02873
OG0000962	Praw.g_00031	Syat.g_02223
OG0000963	Praw.g_00027	Syat.g_02226
OG0000964	Praw.g_00026	Syat.g_02227
OG0000965	Praw.g_00025	Syat.g_02228
OG0000966	Praw.g_00018	Syat.g_02259
OG0000967	Praw.g_00014	Syat.g_02263
OG0000968	Praw.g_00012	Syat.g_02269
OG0000969	Praw.g_00011	Syat.g_02271
OG0000970	Praw.g_00010	Syat.g_02272
OG0000971	Praw.g_00009	Syat.g_02274
OG0000972	Praw.g_00008	Syat.g_02275
OG0000973	Praw.g_00007	Syat.g_02276
OG0000974	Praw.g_00006	Syat.g_02277
OG0000975	Praw.g_00005	Syat.g_02278
OG0000976	Praw.g_00004	Syat.g_02279
OG0000977	Praw.g_00003	Syat.g_02281
OG0000978	Praw.g_00002	Syat.g_02283
OG0000979	Praw.g_01192	Syat.g_02286
OG0000980	Praw.g_01190	Syat.g_02289
OG0000981	Praw.g_01188	Syat.g_02292
OG0000982	Praw.g_01186	Syat.g_02691
OG0000983	Praw.g_01185	Syat.g_02690
OG0000984	Praw.g_01184	Syat.g_02689
OG0000985	Praw.g_01181	Syat.g_02685
OG0000986	Praw.g_01179	Syat.g_02680
OG0000987	Praw.g_01178	Syat.g_02678
OG0000988	Praw.g_01175	Syat.g_02672
OG0000989	Praw.g_01171	Syat.g_02657
OG0000990	Praw.g_01168	Syat.g_02500
OG0000991	Praw.g_01167	Syat.g_02503
OG0000992	Praw.g_01165	Syat.g_02507
OG0000993	Praw.g_01164	Syat.g_02508
OG0000994	Praw.g_01163	Syat.g_02512
OG0000995	Praw.g_01159	Syat.g_02517
OG0000996	Praw.g_01158	Syat.g_02446
OG0000997	Praw.g_01157	Syat.g_02417
OG0000998	Praw.g_01155	Syat.g_02415
OG0000999	Praw.g_01154	Syat.g_02414
OG0001001	Praw.g_01149	Syat.g_02400
OG0001002	Praw.g_01145	Syat.g_02394
OG0001003	Praw.g_01144	Syat.g_02392
OG0001004	Praw.g_01143	Syat.g_02391
OG0001005	Praw.g_01142	Syat.g_02390
OG0001006	Praw.g_01138	Syat.g_02378
OG0001007	Praw.g_01136	Syat.g_02376
OG0001008	Praw.g_00710	Syat.g_02971
OG0001009	Praw.g_01401	Syat.g_02311
OG0001010	Praw.g_01400	Syat.g_02310
OG0001011	Praw.g_01399	Syat.g_02308
OG0001012	Praw.g_01385	Syat.g_01004
OG0001013	Praw.g_01380	Syat.g_02716
OG0001014	Praw.g_01377	Syat.g_02721
OG0001015	Praw.g_01376	Syat.g_02722
OG0001016	Praw.g_01361	Syat.g_01474
OG0001017	Praw.g_01357	Syat.g_01480
OG0001018	Praw.g_01354	Syat.g_01482
OG0001019	Praw.g_01345	Syat.g_01532
OG0001020	Praw.g_01344	Syat.g_01539
OG0001021	Praw.g_01343	Syat.g_01552
OG0001022	Praw.g_01341	Syat.g_01555
OG0001023	Praw.g_01340	Syat.g_01556
OG0001024	Praw.g_01337	Syat.g_01560
OG0001025	Praw.g_01331	Syat.g_01566
OG0001026	Praw.g_01324	Syat.g_01582
OG0001027	Praw.g_01323	Syat.g_02947
OG0001028	Praw.g_01321	Syat.g_02944
OG0001029	Praw.g_01320	Syat.g_02942
OG0001030	Praw.g_01305	Syat.g_02922
OG0001031	Praw.g_01249	Syat.g_02836
OG0001032	Praw.g_01248	Syat.g_02834
OG0001033	Praw.g_01227	Syat.g_02784
OG0001034	Praw.g_01199	Syat.g_01448
OG0001035	Praw.g_00879	Syat.g_01885
OG0001036	Praw.g_00875	Syat.g_01939
OG0001037	Praw.g_00874	Syat.g_01941
OG0001038	Praw.g_00856	Syat.g_02058
OG0001039	Praw.g_00853	Syat.g_02061
OG0001040	Praw.g_00851	Syat.g_02064
OG0001041	Praw.g_00847	Syat.g_02070
OG0001042	Praw.g_00830	Syat.g_02100
OG0001043	Praw.g_00829	Syat.g_02103
OG0001044	Praw.g_00797	Syat.g_01615
OG0001045	Praw.g_00789	Syat.g_01602
OG0001046	Praw.g_00754	Syat.g_00552
OG0001047	Praw.g_00708	Syat.g_02973
OG0001048	Praw.g_00707	Syat.g_02974
OG0001049	Praw.g_00705	Syat.g_01290
OG0001050	Praw.g_00704	Syat.g_01289
OG0001051	Praw.g_00703	Syat.g_01288
OG0001052	Praw.g_00676	Syat.g_01375
OG0001053	Praw.g_00665	Syat.g_03173
OG0001054	Praw.g_00650	Syat.g_03192
OG0001055	Praw.g_00631	Syat.g_03224
OG0001056	Praw.g_00612	Syat.g_03275
OG0001057	Praw.g_00607	Syat.g_00102
OG0001058	Praw.g_00599	Syat.g_00079
OG0001059	Praw.g_00595	Syat.g_00075
OG0001061	Praw.g_00575	Syat.g_00051
OG0001062	Praw.g_01923	Syat.g_00048
OG0001063	Praw.g_01925	Syat.g_00042
OG0001064	Praw.g_01926	Syat.g_00041
OG0001065	Praw.g_01927	Syat.g_00040
OG0001066	Praw.g_01928	Syat.g_00039
OG0001067	Praw.g_01929	Syat.g_00038
OG0001068	Praw.g_01930	Syat.g_00037
OG0001069	Praw.g_01931	Syat.g_00036
OG0001070	Praw.g_01934	Syat.g_00032
OG0001071	Praw.g_01935	Syat.g_00031
OG0001073	Praw.g_00140	Syat.g_00009
OG0001074	Praw.g_00151	Syat.g_01015
OG0001075	Praw.g_00152	Syat.g_01037
OG0001076	Praw.g_00160	Syat.g_03315
OG0001077	Praw.g_00164	Syat.g_03290
OG0001078	Praw.g_01886	Syat.g_00118
OG0001079	Praw.g_01875	Syat.g_00378
OG0001080	Praw.g_01869	Syat.g_00368
OG0001081	Praw.g_01867	Syat.g_00366
OG0001082	Praw.g_01866	Syat.g_00365
OG0001083	Praw.g_01861	Syat.g_00390
OG0001084	Praw.g_01860	Syat.g_00391
OG0001085	Praw.g_01852	Syat.g_00408
OG0001086	Praw.g_01851	Syat.g_00410
OG0001087	Praw.g_01834	Syat.g_03277
OG0001088	Praw.g_01833	Syat.g_02496
OG0001089	Praw.g_01825	Syat.g_00818
OG0001090	Praw.g_01808	Syat.g_00659
OG0001091	Praw.g_01806	Syat.g_00661
OG0001092	Praw.g_01805	Syat.g_00663
OG0001093	Praw.g_01800	Syat.g_00669
OG0001094	Praw.g_01703	Syat.g_00473
OG0001095	Praw.g_01684	Syat.g_00497
OG0001096	Praw.g_01671	Syat.g_00516
OG0001097	Praw.g_01654	Syat.g_00743
OG0001098	Praw.g_01639	Syat.g_01672
OG0001099	Praw.g_01608	Syat.g_02943
OG0001100	Praw.g_01604	Syat.g_00418
OG0001101	Praw.g_01602	Syat.g_00420
OG0001102	Praw.g_01600	Syat.g_00423
OG0001103	Praw.g_01598	Syat.g_00425
OG0001104	Praw.g_01576	Syat.g_00458
OG0001105	Praw.g_01572	Syat.g_00461
OG0001106	Praw.g_01548	Syat.g_00598
OG0001107	Praw.g_01541	Syat.g_00580
OG0001108	Praw.g_01537	Syat.g_00570
OG0001109	Praw.g_01536	Syat.g_00568
OG0001110	Praw.g_01534	Syat.g_00566
OG0001111	Praw.g_01533	Syat.g_00564
OG0001112	Praw.g_01532	Syat.g_00562
OG0001113	Praw.g_01531	Syat.g_00561
OG0001114	Praw.g_01530	Syat.g_00560
OG0001115	Praw.g_01528	Syat.g_00557
OG0001116	Praw.g_01527	Syat.g_00555
OG0001117	Praw.g_01526	Syat.g_00554
OG0001118	Praw.g_01525	Syat.g_00553
OG0001119	Praw.g_01524	Syat.g_00551
OG0001120	Praw.g_01522	Syat.g_00546
OG0001122	Praw.g_01495	Syat.g_00711
OG0001123	Praw.g_01491	Syat.g_00704
OG0001124	Praw.g_01489	Syat.g_00702
OG0001125	Praw.g_01488	Syat.g_00700
OG0001126	Praw.g_01478	Syat.g_00790
OG0001127	Praw.g_01477	Syat.g_00789
OG0001128	Praw.g_01475	Syat.g_00786
OG0001129	Praw.g_01474	Syat.g_00784
OG0001130	Praw.g_01473	Syat.g_00783
OG0001131	Praw.g_01437	Syat.g_01674
OG0001132	Praw.g_01427	Syat.g_00965
OG0001133	Praw.g_00187	Syat.g_03311
OG0001136	Praw.g_00231	Syat.g_03257
OG0001137	Praw.g_00242	Syat.g_00306
OG0001138	Praw.g_00260	Syat.g_00214
OG0001139	Praw.g_00261	Syat.g_00209
OG0001140	Praw.g_00262	Syat.g_00208
OG0001141	Praw.g_00263	Syat.g_00207
OG0001142	Praw.g_00264	Syat.g_00206
OG0001143	Praw.g_00271	Syat.g_00925
OG0001144	Praw.g_00276	Syat.g_00906
OG0001145	Praw.g_00971	Syat.g_01117
OG0001146	Praw.g_00985	Syat.g_01158
OG0001147	Praw.g_01001	Syat.g_01368
OG0001148	Praw.g_01018	Syat.g_01297
OG0001149	Praw.g_01019	Syat.g_01298
OG0001150	Praw.g_01020	Syat.g_01299
OG0001151	Praw.g_01031	Syat.g_01420
OG0001152	Praw.g_01032	Syat.g_01421
OG0001153	Praw.g_00368	Syat.g_01346
OG0001154	Praw.g_00370	Syat.g_01347
OG0001155	Praw.g_00382	Syat.g_02774
OG0001156	Praw.g_00385	Syat.g_02978
OG0001157	Praw.g_00386	Syat.g_02977
OG0001158	Praw.g_00387	Syat.g_02976
OG0001159	Praw.g_00388	Syat.g_02975
OG0001160	Praw.g_00412	Syat.g_03104
OG0001161	Praw.g_00423	Syat.g_02384
OG0001162	Praw.g_00434	Syat.g_01528
OG0001163	Praw.g_00507	Syat.g_03112
OG0001164	Praw.g_00511	Syat.g_03116
OG0001165	Praw.g_00514	Syat.g_03121
OG0001166	Praw.g_00534	Syat.g_03050
OG0001167	Praw.g_00551	Syat.g_03019
OG0001168	Praw.g_00553	Syat.g_03017
OG0001169	Praw.g_00555	Syat.g_03015
OG0001170	Praw.g_00557	Syat.g_03013
OG0001171	Praw.g_00567	Syat.g_03001
OG0001172	Praw.g_01914	Syat.g_01858
OG0001173	Praw.g_01913	Syat.g_01857
OG0001174	Praw.g_01905	Syat.g_01849
OG0001175	Praw.g_01904	Syat.g_01848
OG0001176	Praw.g_01897	Syat.g_01831
OG0001178	Praw.g_01890	Syat.g_03137
OG0001180	Praw.g_00090	Syat.g_01654
OG0001181	Praw.g_00086	Syat.g_01650
OG0001182	Praw.g_00079	Syat.g_01642
OG0001183	Praw.g_00075	Syat.g_01632
OG0001184	Praw.g_00059	Syat.g_02160
OG0001185	Praw.g_00045	Syat.g_02200
OG0001186	Praw.g_00021	Syat.g_02235
OG0001187	Praw.g_00017	Syat.g_02256
OG0001188	Praw.g_00015	Syat.g_02261
OG0001189	Praw.g_01191	Syat.g_02287
OG0001190	Praw.g_01187	Syat.g_02692
OG0001191	Praw.g_01177	Syat.g_02675
OG0001192	Praw.g_01172	Syat.g_02663
OG0001193	Praw.g_01162	Syat.g_02513
OG0001194	Praw.g_01161	Syat.g_02515
OG0001195	Praw.g_01160	Syat.g_02516
OG0001196	Praw.g_01147	Syat.g_02398
OG0001197	Praw.g_01146	Syat.g_02396
