Orthogroup	Praw	Prah
OG0000586	Praw.g_00149	Prah.g_01387
OG0000587	Praw.g_00150	Prah.g_01385
OG0000588	Praw.g_00154	Prah.g_00529
OG0000589	Praw.g_00157	Prah.g_00526
OG0000590	Praw.g_00158	Prah.g_00525
OG0000591	Praw.g_00161	Prah.g_00518
OG0000592	Praw.g_00162	Prah.g_00517
OG0000593	Praw.g_00168	Prah.g_00505
OG0000594	Praw.g_00169	Prah.g_00504
OG0000595	Praw.g_01888	Prah.g_00503
OG0000596	Praw.g_01884	Prah.g_00498
OG0000597	Praw.g_01882	Prah.g_00495
OG0000598	Praw.g_01881	Prah.g_00494
OG0000599	Praw.g_01878	Prah.g_00485
OG0000600	Praw.g_01877	Prah.g_00484
OG0000601	Praw.g_01876	Prah.g_00483
OG0000602	Praw.g_01874	Prah.g_00478
OG0000603	Praw.g_01873	Prah.g_00477
OG0000604	Praw.g_01872	Prah.g_00476
OG0000605	Praw.g_01871	Prah.g_00474
OG0000606	Praw.g_01868	Prah.g_00466
OG0000607	Praw.g_01865	Prah.g_00463
OG0000608	Praw.g_01864	Prah.g_00462
OG0000609	Praw.g_01863	Prah.g_00460
OG0000610	Praw.g_01858	Prah.g_00452
OG0000611	Praw.g_01855	Prah.g_00449
OG0000612	Praw.g_01854	Prah.g_00448
OG0000613	Praw.g_01849	Prah.g_02193
OG0000614	Praw.g_01830	Prah.g_00985
OG0000615	Praw.g_01822	Prah.g_00706
OG0000616	Praw.g_01818	Prah.g_02588
OG0000617	Praw.g_01803	Prah.g_00881
OG0000618	Praw.g_01802	Prah.g_00880
OG0000619	Praw.g_01801	Prah.g_00879
OG0000620	Praw.g_01798	Prah.g_00875
OG0000621	Praw.g_01797	Prah.g_00874
OG0000622	Praw.g_01796	Prah.g_00873
OG0000623	Praw.g_01795	Prah.g_00872
OG0000624	Praw.g_01794	Prah.g_00871
OG0000625	Praw.g_01793	Prah.g_00870
OG0000626	Praw.g_01792	Prah.g_00869
OG0000627	Praw.g_01791	Prah.g_00746
OG0000628	Praw.g_01790	Prah.g_00747
OG0000629	Praw.g_01789	Prah.g_00750
OG0000630	Praw.g_01786	Prah.g_00754
OG0000631	Praw.g_01706	Prah.g_00758
OG0000632	Praw.g_01705	Prah.g_00759
OG0000633	Praw.g_01704	Prah.g_00760
OG0000634	Praw.g_01701	Prah.g_00671
OG0000635	Praw.g_01700	Prah.g_00670
OG0000636	Praw.g_01698	Prah.g_00668
OG0000637	Praw.g_01696	Prah.g_00666
OG0000638	Praw.g_01695	Prah.g_00665
OG0000639	Praw.g_01694	Prah.g_00664
OG0000640	Praw.g_01693	Prah.g_00663
OG0000641	Praw.g_01689	Prah.g_00659
OG0000642	Praw.g_01688	Prah.g_00658
OG0000643	Praw.g_01687	Prah.g_00657
OG0000644	Praw.g_01686	Prah.g_00656
OG0000645	Praw.g_01685	Prah.g_00655
OG0000646	Praw.g_01683	Prah.g_00652
OG0000647	Praw.g_01682	Prah.g_00650
OG0000648	Praw.g_01680	Prah.g_00648
OG0000649	Praw.g_01679	Prah.g_00647
OG0000650	Praw.g_01678	Prah.g_00646
OG0000651	Praw.g_01677	Prah.g_00645
OG0000652	Praw.g_01676	Prah.g_00644
OG0000653	Praw.g_01674	Prah.g_00640
OG0000654	Praw.g_01673	Prah.g_00639
OG0000655	Praw.g_01672	Prah.g_00638
OG0000656	Praw.g_01669	Prah.g_00635
OG0000657	Praw.g_01663	Prah.g_00603
OG0000658	Praw.g_01662	Prah.g_00601
OG0000659	Praw.g_01661	Prah.g_00600
OG0000660	Praw.g_01657	Prah.g_00596
OG0000661	Praw.g_01655	Prah.g_00594
OG0000662	Praw.g_01653	Prah.g_00592
OG0000663	Praw.g_01651	Prah.g_00589
OG0000664	Praw.g_01650	Prah.g_00588
OG0000665	Praw.g_01646	Prah.g_00574
OG0000666	Praw.g_01645	Prah.g_00572
OG0000667	Praw.g_01641	Prah.g_00564
OG0000668	Praw.g_01611	Prah.g_00850
OG0000669	Praw.g_01605	Prah.g_00558
OG0000670	Praw.g_01603	Prah.g_01212
OG0000671	Praw.g_01601	Prah.g_00738
OG0000672	Praw.g_01599	Prah.g_00735
OG0000673	Praw.g_01596	Prah.g_00732
OG0000674	Praw.g_01594	Prah.g_00730
OG0000675	Praw.g_01593	Prah.g_00729
OG0000676	Praw.g_01591	Prah.g_00726
OG0000677	Praw.g_01590	Prah.g_00724
OG0000678	Praw.g_01588	Prah.g_00721
OG0000679	Praw.g_01584	Prah.g_00702
OG0000680	Praw.g_01583	Prah.g_00701
OG0000681	Praw.g_01581	Prah.g_00699
OG0000682	Praw.g_01580	Prah.g_00698
OG0000683	Praw.g_01579	Prah.g_00697
OG0000684	Praw.g_01577	Prah.g_00683
OG0000685	Praw.g_01575	Prah.g_00685
OG0000686	Praw.g_01574	Prah.g_00686
OG0000687	Praw.g_01573	Prah.g_00687
OG0000688	Praw.g_01570	Prah.g_00681
OG0000689	Praw.g_01569	Prah.g_00680
OG0000690	Praw.g_01568	Prah.g_00679
OG0000691	Praw.g_01567	Prah.g_00678
OG0000692	Praw.g_01565	Prah.g_00677
OG0000693	Praw.g_01564	Prah.g_00675
OG0000694	Praw.g_01563	Prah.g_00674
OG0000695	Praw.g_01561	Prah.g_00762
OG0000696	Praw.g_01560	Prah.g_00763
OG0000697	Praw.g_01559	Prah.g_00765
OG0000698	Praw.g_01556	Prah.g_00768
OG0000699	Praw.g_01555	Prah.g_00770
OG0000700	Praw.g_01554	Prah.g_00771
OG0000701	Praw.g_01553	Prah.g_00772
OG0000702	Praw.g_01551	Prah.g_00780
OG0000703	Praw.g_01550	Prah.g_00781
OG0000704	Praw.g_01549	Prah.g_00783
OG0000705	Praw.g_01545	Prah.g_00789
OG0000706	Praw.g_01544	Prah.g_00790
OG0000707	Praw.g_01543	Prah.g_00791
OG0000708	Praw.g_01542	Prah.g_00793
OG0000709	Praw.g_01538	Prah.g_00800
OG0000710	Praw.g_01535	Prah.g_00805
OG0000711	Praw.g_01518	Prah.g_00828
OG0000712	Praw.g_01516	Prah.g_00829
OG0000713	Praw.g_01515	Prah.g_00830
OG0000714	Praw.g_01514	Prah.g_00833
OG0000715	Praw.g_01512	Prah.g_00835
OG0000716	Praw.g_01510	Prah.g_00839
OG0000717	Praw.g_01509	Prah.g_00840
OG0000718	Praw.g_01498	Prah.g_00846
OG0000719	Praw.g_01496	Prah.g_00848
OG0000720	Praw.g_01487	Prah.g_00861
OG0000721	Praw.g_01485	Prah.g_00862
OG0000722	Praw.g_01484	Prah.g_00863
OG0000723	Praw.g_01481	Prah.g_00867
OG0000724	Praw.g_01472	Prah.g_00910
OG0000725	Praw.g_01466	Prah.g_00919
OG0000726	Praw.g_01465	Prah.g_00920
OG0000727	Praw.g_01464	Prah.g_00921
OG0000728	Praw.g_01462	Prah.g_00922
OG0000729	Praw.g_01416	Prah.g_00133
OG0000730	Praw.g_00172	Prah.g_01942
OG0000731	Praw.g_00176	Prah.g_01932
OG0000732	Praw.g_00183	Prah.g_00054
OG0000733	Praw.g_00202	Prah.g_02532
OG0000734	Praw.g_00219	Prah.g_01905
OG0000735	Praw.g_00221	Prah.g_01340
OG0000736	Praw.g_00222	Prah.g_01339
OG0000737	Praw.g_00223	Prah.g_01338
OG0000738	Praw.g_00227	Prah.g_01331
OG0000739	Praw.g_00228	Prah.g_01329
OG0000740	Praw.g_00229	Prah.g_01328
OG0000741	Praw.g_00230	Prah.g_01325
OG0000742	Praw.g_00233	Prah.g_01323
OG0000743	Praw.g_00235	Prah.g_01321
OG0000744	Praw.g_00236	Prah.g_01320
OG0000745	Praw.g_00237	Prah.g_01318
OG0000746	Praw.g_00239	Prah.g_01316
OG0000747	Praw.g_00240	Prah.g_01315
OG0000748	Praw.g_00243	Prah.g_01304
OG0000749	Praw.g_00244	Prah.g_01303
OG0000750	Praw.g_00245	Prah.g_01302
OG0000751	Praw.g_00247	Prah.g_01297
OG0000752	Praw.g_00249	Prah.g_01295
OG0000753	Praw.g_00252	Prah.g_01292
OG0000754	Praw.g_00255	Prah.g_01262
OG0000755	Praw.g_00258	Prah.g_01255
OG0000756	Praw.g_00259	Prah.g_01254
OG0000757	Praw.g_00265	Prah.g_01247
OG0000758	Praw.g_00266	Prah.g_01246
OG0000759	Praw.g_00267	Prah.g_01245
OG0000760	Praw.g_00268	Prah.g_01244
OG0000761	Praw.g_00269	Prah.g_01243
OG0000762	Praw.g_00270	Prah.g_01263
OG0000763	Praw.g_00272	Prah.g_01265
OG0000764	Praw.g_00273	Prah.g_01266
OG0000765	Praw.g_00282	Prah.g_01282
OG0000766	Praw.g_00283	Prah.g_01283
OG0000767	Praw.g_00285	Prah.g_01285
OG0000768	Praw.g_00286	Prah.g_01286
OG0000769	Praw.g_00288	Prah.g_01290
OG0000770	Praw.g_00290	Prah.g_01239
OG0000771	Praw.g_00904	Prah.g_00905
OG0000772	Praw.g_00954	Prah.g_01610
OG0000773	Praw.g_00970	Prah.g_01351
OG0000774	Praw.g_00972	Prah.g_01355
OG0000775	Praw.g_00976	Prah.g_01357
OG0000776	Praw.g_00977	Prah.g_01358
OG0000777	Praw.g_00978	Prah.g_01359
OG0000778	Praw.g_00979	Prah.g_01360
OG0000779	Praw.g_00983	Prah.g_01365
OG0000780	Praw.g_00984	Prah.g_01368
OG0000781	Praw.g_00987	Prah.g_01372
OG0000782	Praw.g_00988	Prah.g_01373
OG0000783	Praw.g_00989	Prah.g_01374
OG0000784	Praw.g_00990	Prah.g_01375
OG0000785	Praw.g_00992	Prah.g_01377
OG0000786	Praw.g_00994	Prah.g_01380
OG0000787	Praw.g_00995	Prah.g_01381
OG0000788	Praw.g_01002	Prah.g_00224
OG0000789	Praw.g_01006	Prah.g_01183
OG0000790	Praw.g_01021	Prah.g_01580
OG0000791	Praw.g_01023	Prah.g_01582
OG0000792	Praw.g_01024	Prah.g_01583
OG0000793	Praw.g_01027	Prah.g_01587
OG0000794	Praw.g_01028	Prah.g_01588
OG0000795	Praw.g_01029	Prah.g_01589
OG0000796	Praw.g_01033	Prah.g_01593
OG0000797	Praw.g_01034	Prah.g_01594
OG0000798	Praw.g_01057	Prah.g_02131
OG0000799	Praw.g_01101	Prah.g_00435
OG0000800	Praw.g_01100	Prah.g_00434
OG0000801	Praw.g_01099	Prah.g_00433
OG0000802	Praw.g_01097	Prah.g_00427
OG0000803	Praw.g_01095	Prah.g_00423
OG0000804	Praw.g_01094	Prah.g_00421
OG0000805	Praw.g_01092	Prah.g_00419
OG0000806	Praw.g_01090	Prah.g_00417
OG0000807	Praw.g_01089	Prah.g_00415
OG0000808	Praw.g_01088	Prah.g_00414
OG0000809	Praw.g_01085	Prah.g_00410
OG0000810	Praw.g_01084	Prah.g_00409
OG0000811	Praw.g_01077	Prah.g_00403
OG0000812	Praw.g_01075	Prah.g_00401
OG0000813	Praw.g_00343	Prah.g_00400
OG0000814	Praw.g_00345	Prah.g_00398
OG0000815	Praw.g_00346	Prah.g_00397
OG0000816	Praw.g_00348	Prah.g_00395
OG0000817	Praw.g_00349	Prah.g_00394
OG0000818	Praw.g_00354	Prah.g_00386
OG0000819	Praw.g_00355	Prah.g_00385
OG0000820	Praw.g_00356	Prah.g_00384
OG0000821	Praw.g_00359	Prah.g_00379
OG0000822	Praw.g_00360	Prah.g_00376
OG0000823	Praw.g_00361	Prah.g_00374
OG0000824	Praw.g_00364	Prah.g_00370
OG0000825	Praw.g_00365	Prah.g_00369
OG0000826	Praw.g_00366	Prah.g_00368
OG0000827	Praw.g_00367	Prah.g_00367
OG0000828	Praw.g_00371	Prah.g_00364
OG0000829	Praw.g_00372	Prah.g_00363
OG0000830	Praw.g_00373	Prah.g_00362
OG0000831	Praw.g_00375	Prah.g_00360
OG0000832	Praw.g_00381	Prah.g_01615
OG0000833	Praw.g_00389	Prah.g_01623
OG0000834	Praw.g_00390	Prah.g_01624
OG0000835	Praw.g_00391	Prah.g_01625
OG0000836	Praw.g_00392	Prah.g_01627
OG0000837	Praw.g_00393	Prah.g_01628
OG0000838	Praw.g_00395	Prah.g_01632
OG0000839	Praw.g_00396	Prah.g_01633
OG0000840	Praw.g_00397	Prah.g_01634
OG0000841	Praw.g_00398	Prah.g_01635
OG0000842	Praw.g_00399	Prah.g_01636
OG0000843	Praw.g_00400	Prah.g_01637
OG0000844	Praw.g_00401	Prah.g_01639
OG0000845	Praw.g_00402	Prah.g_01640
OG0000846	Praw.g_00403	Prah.g_01641
OG0000847	Praw.g_00404	Prah.g_01642
OG0000848	Praw.g_00405	Prah.g_01643
OG0000849	Praw.g_00406	Prah.g_01644
OG0000850	Praw.g_00408	Prah.g_01645
OG0000851	Praw.g_00409	Prah.g_01648
OG0000852	Praw.g_00410	Prah.g_01649
OG0000853	Praw.g_00414	Prah.g_01653
OG0000854	Praw.g_00416	Prah.g_01655
OG0000855	Praw.g_00417	Prah.g_01656
OG0000856	Praw.g_00430	Prah.g_00515
OG0000857	Praw.g_00458	Prah.g_00651
OG0000858	Praw.g_00509	Prah.g_01667
OG0000859	Praw.g_00510	Prah.g_01668
OG0000860	Praw.g_00517	Prah.g_01678
OG0000861	Praw.g_00518	Prah.g_01679
OG0000862	Praw.g_00519	Prah.g_01681
OG0000863	Praw.g_00521	Prah.g_01685
OG0000864	Praw.g_00522	Prah.g_01687
OG0000865	Praw.g_00523	Prah.g_01688
OG0000866	Praw.g_00524	Prah.g_01689
OG0000867	Praw.g_00525	Prah.g_01690
OG0000868	Praw.g_00526	Prah.g_01692
OG0000869	Praw.g_00530	Prah.g_01695
OG0000870	Praw.g_00535	Prah.g_01700
OG0000871	Praw.g_00536	Prah.g_01701
OG0000872	Praw.g_00537	Prah.g_01703
OG0000873	Praw.g_00540	Prah.g_01707
OG0000874	Praw.g_00543	Prah.g_01711
OG0000875	Praw.g_00544	Prah.g_01713
OG0000876	Praw.g_00545	Prah.g_01714
OG0000877	Praw.g_00547	Prah.g_01717
OG0000878	Praw.g_00548	Prah.g_01718
OG0000879	Praw.g_00549	Prah.g_01719
OG0000880	Praw.g_00550	Prah.g_01720
OG0000881	Praw.g_00554	Prah.g_01728
OG0000882	Praw.g_00559	Prah.g_01733
OG0000883	Praw.g_00561	Prah.g_01736
OG0000884	Praw.g_00563	Prah.g_01738
OG0000885	Praw.g_00564	Prah.g_01739
OG0000886	Praw.g_00565	Prah.g_01740
OG0000887	Praw.g_00566	Prah.g_01741
OG0000888	Praw.g_00568	Prah.g_01743
OG0000889	Praw.g_00570	Prah.g_01745
OG0000890	Praw.g_00571	Prah.g_01759
OG0000891	Praw.g_00572	Prah.g_01760
OG0000892	Praw.g_01921	Prah.g_01762
OG0000893	Praw.g_01917	Prah.g_02073
OG0000894	Praw.g_01915	Prah.g_02070
OG0000895	Praw.g_01912	Prah.g_02066
OG0000896	Praw.g_01911	Prah.g_02065
OG0000897	Praw.g_01909	Prah.g_02063
OG0000898	Praw.g_01908	Prah.g_02062
OG0000899	Praw.g_01907	Prah.g_02061
OG0000900	Praw.g_01906	Prah.g_02060
OG0000901	Praw.g_01903	Prah.g_02056
OG0000902	Praw.g_01901	Prah.g_02054
OG0000903	Praw.g_01898	Prah.g_02041
OG0000904	Praw.g_01896	Prah.g_02046
OG0000905	Praw.g_01892	Prah.g_02048
OG0000906	Praw.g_01891	Prah.g_02050
OG0000907	Praw.g_00138	Prah.g_02039
OG0000908	Praw.g_00135	Prah.g_02036
OG0000909	Praw.g_00134	Prah.g_02035
OG0000910	Praw.g_00133	Prah.g_02034
OG0000911	Praw.g_00131	Prah.g_02032
OG0000912	Praw.g_00130	Prah.g_02031
OG0000913	Praw.g_00129	Prah.g_02030
OG0000914	Praw.g_00128	Prah.g_02029
OG0000915	Praw.g_00127	Prah.g_02028
OG0000916	Praw.g_00126	Prah.g_02027
OG0000917	Praw.g_00125	Prah.g_02026
OG0000918	Praw.g_00124	Prah.g_02025
OG0000919	Praw.g_00123	Prah.g_02024
OG0000920	Praw.g_00122	Prah.g_02023
OG0000921	Praw.g_00121	Prah.g_02022
OG0000922	Praw.g_00120	Prah.g_02021
OG0000923	Praw.g_00116	Prah.g_02017
OG0000924	Praw.g_00115	Prah.g_02016
OG0000925	Praw.g_00114	Prah.g_02015
OG0000926	Praw.g_00113	Prah.g_02014
OG0000927	Praw.g_00111	Prah.g_02012
OG0000928	Praw.g_00110	Prah.g_02011
OG0000929	Praw.g_00109	Prah.g_02010
OG0000930	Praw.g_00108	Prah.g_02009
OG0000931	Praw.g_00107	Prah.g_02008
OG0000932	Praw.g_00106	Prah.g_02007
OG0000933	Praw.g_00102	Prah.g_02002
OG0000934	Praw.g_00100	Prah.g_02000
OG0000935	Praw.g_00099	Prah.g_01999
OG0000936	Praw.g_00098	Prah.g_01998
OG0000937	Praw.g_00097	Prah.g_01997
OG0000938	Praw.g_00095	Prah.g_01994
OG0000939	Praw.g_00094	Prah.g_01993
OG0000940	Praw.g_00087	Prah.g_01985
OG0000941	Praw.g_00085	Prah.g_01983
OG0000942	Praw.g_00083	Prah.g_01981
OG0000943	Praw.g_00082	Prah.g_01980
OG0000944	Praw.g_00081	Prah.g_01978
OG0000945	Praw.g_00080	Prah.g_01977
OG0000946	Praw.g_00076	Prah.g_01966
OG0000947	Praw.g_00074	Prah.g_01963
OG0000948	Praw.g_00073	Prah.g_01962
OG0000949	Praw.g_00070	Prah.g_01958
OG0000950	Praw.g_00065	Prah.g_02231
OG0000951	Praw.g_00061	Prah.g_02236
OG0000952	Praw.g_00057	Prah.g_02241
OG0000953	Praw.g_00054	Prah.g_02245
OG0000954	Praw.g_00050	Prah.g_00167
OG0000955	Praw.g_00049	Prah.g_00166
OG0000956	Praw.g_00047	Prah.g_00164
OG0000957	Praw.g_00041	Prah.g_00152
OG0000958	Praw.g_00040	Prah.g_00151
OG0000959	Praw.g_00036	Prah.g_00146
OG0000960	Praw.g_00035	Prah.g_00145
OG0000961	Praw.g_00033	Prah.g_00136
OG0000962	Praw.g_00031	Prah.g_00134
OG0000963	Praw.g_00027	Prah.g_00129
OG0000964	Praw.g_00026	Prah.g_00128
OG0000965	Praw.g_00025	Prah.g_00127
OG0000966	Praw.g_00018	Prah.g_00086
OG0000967	Praw.g_00014	Prah.g_00079
OG0000968	Praw.g_00012	Prah.g_00076
OG0000969	Praw.g_00011	Prah.g_00074
OG0000970	Praw.g_00010	Prah.g_00073
OG0000971	Praw.g_00009	Prah.g_00071
OG0000972	Praw.g_00008	Prah.g_00070
OG0000973	Praw.g_00007	Prah.g_00068
OG0000974	Praw.g_00006	Prah.g_00067
OG0000975	Praw.g_00005	Prah.g_00066
OG0000976	Praw.g_00004	Prah.g_00065
OG0000977	Praw.g_00003	Prah.g_00063
OG0000978	Praw.g_00002	Prah.g_00062
OG0000979	Praw.g_01192	Prah.g_00059
OG0000980	Praw.g_01190	Prah.g_00055
OG0000981	Praw.g_01188	Prah.g_00052
OG0000982	Praw.g_01186	Prah.g_02491
OG0000983	Praw.g_01185	Prah.g_02492
OG0000984	Praw.g_01184	Prah.g_02493
OG0000985	Praw.g_01181	Prah.g_02497
OG0000986	Praw.g_01179	Prah.g_02499
OG0000987	Praw.g_01178	Prah.g_02501
OG0000988	Praw.g_01175	Prah.g_02505
OG0000989	Praw.g_01171	Prah.g_02513
OG0000990	Praw.g_01168	Prah.g_02536
OG0000991	Praw.g_01167	Prah.g_02540
OG0000992	Praw.g_01165	Prah.g_02543
OG0000993	Praw.g_01164	Prah.g_02544
OG0000994	Praw.g_01163	Prah.g_02547
OG0000995	Praw.g_01159	Prah.g_02552
OG0000996	Praw.g_01158	Prah.g_02565
OG0000997	Praw.g_01157	Prah.g_02574
OG0000998	Praw.g_01155	Prah.g_02576
OG0000999	Praw.g_01154	Prah.g_02577
OG0001000	Praw.g_01151	Prah.g_02580
OG0001001	Praw.g_01149	Prah.g_02584
OG0001002	Praw.g_01145	Prah.g_02591
OG0001003	Praw.g_01144	Prah.g_02593
OG0001004	Praw.g_01143	Prah.g_02594
OG0001005	Praw.g_01142	Prah.g_02596
OG0001006	Praw.g_01138	Prah.g_02602
OG0001007	Praw.g_01136	Prah.g_02604
OG0001008	Praw.g_00710	Prah.g_00231
OG0001009	Praw.g_01401	Prah.g_00033
OG0001010	Praw.g_01400	Prah.g_00034
OG0001011	Praw.g_01399	Prah.g_00036
OG0001012	Praw.g_01385	Prah.g_02488
OG0001013	Praw.g_01380	Prah.g_02466
OG0001014	Praw.g_01377	Prah.g_02454
OG0001015	Praw.g_01376	Prah.g_02453
OG0001016	Praw.g_01361	Prah.g_01843
OG0001017	Praw.g_01357	Prah.g_01849
OG0001018	Praw.g_01354	Prah.g_01851
OG0001019	Praw.g_01345	Prah.g_01867
OG0001020	Praw.g_01344	Prah.g_01873
OG0001021	Praw.g_01343	Prah.g_01877
OG0001022	Praw.g_01341	Prah.g_01882
OG0001023	Praw.g_01340	Prah.g_01883
OG0001024	Praw.g_01337	Prah.g_01887
OG0001025	Praw.g_01331	Prah.g_01894
OG0001026	Praw.g_01324	Prah.g_01908
OG0001027	Praw.g_01323	Prah.g_00195
OG0001028	Praw.g_01321	Prah.g_00193
OG0001029	Praw.g_01320	Prah.g_00191
OG0001030	Praw.g_01305	Prah.g_02257
OG0001031	Praw.g_01249	Prah.g_02336
OG0001032	Praw.g_01248	Prah.g_02339
OG0001033	Praw.g_01227	Prah.g_02372
OG0001034	Praw.g_01199	Prah.g_01779
OG0001035	Praw.g_00879	Prah.g_02099
OG0001036	Praw.g_00875	Prah.g_02103
OG0001037	Praw.g_00874	Prah.g_02105
OG0001038	Praw.g_00856	Prah.g_02132
OG0001039	Praw.g_00853	Prah.g_02135
OG0001040	Praw.g_00851	Prah.g_02138
OG0001041	Praw.g_00847	Prah.g_02143
OG0001042	Praw.g_00830	Prah.g_02168
OG0001043	Praw.g_00829	Prah.g_02170
OG0001044	Praw.g_00797	Prah.g_01941
OG0001045	Praw.g_00789	Prah.g_01929
OG0001046	Praw.g_00754	Prah.g_01661
OG0001047	Praw.g_00708	Prah.g_00233
OG0001048	Praw.g_00707	Prah.g_00234
OG0001049	Praw.g_00705	Prah.g_00237
OG0001050	Praw.g_00704	Prah.g_00238
OG0001051	Praw.g_00703	Prah.g_00239
OG0001052	Praw.g_00676	Prah.g_00308
OG0001053	Praw.g_00665	Prah.g_01563
OG0001054	Praw.g_00650	Prah.g_01545
OG0001055	Praw.g_00631	Prah.g_01524
OG0001056	Praw.g_00612	Prah.g_01496
OG0001057	Praw.g_00607	Prah.g_01482
OG0001058	Praw.g_00599	Prah.g_01468
OG0001059	Praw.g_00595	Prah.g_01464
OG0001060	Praw.g_00588	Prah.g_01458
OG0001061	Praw.g_00575	Prah.g_01440
OG0001062	Praw.g_01923	Prah.g_01438
OG0001063	Praw.g_01925	Prah.g_01434
OG0001064	Praw.g_01926	Prah.g_01433
OG0001065	Praw.g_01927	Prah.g_01432
OG0001066	Praw.g_01928	Prah.g_01431
OG0001067	Praw.g_01929	Prah.g_01430
OG0001068	Praw.g_01930	Prah.g_01429
OG0001069	Praw.g_01931	Prah.g_01428
OG0001070	Praw.g_01934	Prah.g_01424
OG0001071	Praw.g_01935	Prah.g_01423
OG0001073	Praw.g_00140	Prah.g_01399
OG0001074	Praw.g_00151	Prah.g_00532
OG0001075	Praw.g_00152	Prah.g_00531
OG0001076	Praw.g_00160	Prah.g_00523
OG0001077	Praw.g_00164	Prah.g_00513
OG0001078	Praw.g_01886	Prah.g_00500
OG0001079	Praw.g_01875	Prah.g_00482
OG0001080	Praw.g_01869	Prah.g_00472
OG0001081	Praw.g_01867	Prah.g_00465
OG0001082	Praw.g_01866	Prah.g_00464
OG0001083	Praw.g_01861	Prah.g_00456
OG0001084	Praw.g_01860	Prah.g_00455
OG0001085	Praw.g_01852	Prah.g_00444
OG0001086	Praw.g_01851	Prah.g_00442
OG0001087	Praw.g_01834	Prah.g_00968
OG0001088	Praw.g_01833	Prah.g_00972
OG0001089	Praw.g_01825	Prah.g_01025
OG0001090	Praw.g_01808	Prah.g_00886
OG0001091	Praw.g_01806	Prah.g_00884
OG0001092	Praw.g_01805	Prah.g_00882
OG0001093	Praw.g_01800	Prah.g_00878
OG0001094	Praw.g_01703	Prah.g_00673
OG0001095	Praw.g_01684	Prah.g_00654
OG0001096	Praw.g_01671	Prah.g_00637
OG0001097	Praw.g_01654	Prah.g_00593
OG0001098	Praw.g_01639	Prah.g_00743
OG0001099	Praw.g_01608	Prah.g_00192
OG0001100	Praw.g_01604	Prah.g_00740
OG0001101	Praw.g_01602	Prah.g_00739
OG0001102	Praw.g_01600	Prah.g_00736
OG0001103	Praw.g_01598	Prah.g_00734
OG0001104	Praw.g_01576	Prah.g_00684
OG0001105	Praw.g_01572	Prah.g_00689
OG0001106	Praw.g_01548	Prah.g_00784
OG0001107	Praw.g_01541	Prah.g_00794
OG0001108	Praw.g_01537	Prah.g_00801
OG0001109	Praw.g_01536	Prah.g_00803
OG0001110	Praw.g_01534	Prah.g_00806
OG0001111	Praw.g_01533	Prah.g_00808
OG0001112	Praw.g_01532	Prah.g_00810
OG0001113	Praw.g_01531	Prah.g_00811
OG0001114	Praw.g_01530	Prah.g_00812
OG0001115	Praw.g_01528	Prah.g_00814
OG0001116	Praw.g_01527	Prah.g_00815
OG0001117	Praw.g_01526	Prah.g_00816
OG0001118	Praw.g_01525	Prah.g_00817
OG0001119	Praw.g_01524	Prah.g_00818
OG0001120	Praw.g_01522	Prah.g_00821
OG0001122	Praw.g_01495	Prah.g_00849
OG0001123	Praw.g_01491	Prah.g_00856
OG0001124	Praw.g_01489	Prah.g_00858
OG0001125	Praw.g_01488	Prah.g_00860
OG0001126	Praw.g_01478	Prah.g_00903
OG0001127	Praw.g_01477	Prah.g_00904
OG0001128	Praw.g_01475	Prah.g_00907
OG0001129	Praw.g_01474	Prah.g_00908
OG0001130	Praw.g_01473	Prah.g_00909
OG0001131	Praw.g_01437	Prah.g_00893
OG0001132	Praw.g_01427	Prah.g_00539
OG0001133	Praw.g_00187	Prah.g_00521
OG0001134	Praw.g_00201	Prah.g_02524
OG0001136	Praw.g_00231	Prah.g_01324
OG0001137	Praw.g_00242	Prah.g_01305
OG0001138	Praw.g_00260	Prah.g_01253
OG0001139	Praw.g_00261	Prah.g_01251
OG0001140	Praw.g_00262	Prah.g_01250
OG0001141	Praw.g_00263	Prah.g_01249
OG0001142	Praw.g_00264	Prah.g_01248
OG0001143	Praw.g_00271	Prah.g_01264
OG0001144	Praw.g_00276	Prah.g_01273
OG0001145	Praw.g_00971	Prah.g_01353
OG0001146	Praw.g_00985	Prah.g_01369
OG0001147	Praw.g_01001	Prah.g_00323
OG0001148	Praw.g_01018	Prah.g_01577
OG0001149	Praw.g_01019	Prah.g_01578
OG0001150	Praw.g_01020	Prah.g_01579
OG0001151	Praw.g_01031	Prah.g_01591
OG0001152	Praw.g_01032	Prah.g_01592
OG0001153	Praw.g_00368	Prah.g_00366
OG0001154	Praw.g_00370	Prah.g_00365
OG0001155	Praw.g_00382	Prah.g_01617
OG0001156	Praw.g_00385	Prah.g_01620
OG0001157	Praw.g_00386	Prah.g_00538
OG0001158	Praw.g_00387	Prah.g_01621
OG0001159	Praw.g_00388	Prah.g_01622
OG0001160	Praw.g_00412	Prah.g_01651
OG0001161	Praw.g_00423	Prah.g_00541
OG0001162	Praw.g_00434	Prah.g_01050
OG0001163	Praw.g_00507	Prah.g_01665
OG0001164	Praw.g_00511	Prah.g_01670
OG0001165	Praw.g_00514	Prah.g_01673
OG0001166	Praw.g_00534	Prah.g_01699
OG0001167	Praw.g_00551	Prah.g_01725
OG0001168	Praw.g_00553	Prah.g_01727
OG0001169	Praw.g_00555	Prah.g_01729
OG0001170	Praw.g_00557	Prah.g_01731
