Orthogroup	Praw	Syag
OG0000593	Praw.g_00168	Syag.g_00406
OG0000594	Praw.g_00169	Syag.g_00407
OG0000595	Praw.g_01888	Syag.g_00408
OG0000596	Praw.g_01884	Syag.g_00413
OG0000597	Praw.g_01882	Syag.g_00416
OG0000598	Praw.g_01881	Syag.g_00417
OG0000599	Praw.g_01878	Syag.g_00424
OG0000600	Praw.g_01877	Syag.g_00425
OG0000601	Praw.g_01876	Syag.g_00426
OG0000602	Praw.g_01874	Syag.g_00431
OG0000603	Praw.g_01873	Syag.g_00432
OG0000604	Praw.g_01872	Syag.g_00434
OG0000605	Praw.g_01871	Syag.g_00522
OG0000606	Praw.g_01868	Syag.g_00550
OG0000607	Praw.g_01865	Syag.g_00553
OG0000608	Praw.g_01864	Syag.g_00554
OG0000609	Praw.g_01863	Syag.g_00556
OG0000610	Praw.g_01858	Syag.g_00580
OG0000611	Praw.g_01855	Syag.g_00583
OG0000612	Praw.g_01854	Syag.g_00584
OG0000613	Praw.g_01849	Syag.g_02533
OG0000614	Praw.g_01830	Syag.g_01004
OG0000615	Praw.g_01822	Syag.g_00630
OG0000616	Praw.g_01818	Syag.g_02255
OG0000617	Praw.g_01803	Syag.g_00915
OG0000618	Praw.g_01802	Syag.g_00914
OG0000619	Praw.g_01801	Syag.g_00913
OG0000620	Praw.g_01798	Syag.g_00906
OG0000621	Praw.g_01797	Syag.g_00905
OG0000622	Praw.g_01796	Syag.g_00904
OG0000623	Praw.g_01795	Syag.g_00903
OG0000624	Praw.g_01794	Syag.g_00901
OG0000625	Praw.g_01793	Syag.g_00900
OG0000626	Praw.g_01792	Syag.g_00899
OG0000627	Praw.g_01791	Syag.g_00756
OG0000628	Praw.g_01790	Syag.g_00757
OG0000629	Praw.g_01789	Syag.g_00761
OG0000630	Praw.g_01786	Syag.g_00765
OG0000631	Praw.g_01706	Syag.g_00772
OG0000632	Praw.g_01705	Syag.g_00773
OG0000633	Praw.g_01704	Syag.g_00774
OG0000634	Praw.g_01701	Syag.g_00663
OG0000635	Praw.g_01700	Syag.g_00664
OG0000636	Praw.g_01698	Syag.g_00666
OG0000637	Praw.g_01696	Syag.g_00668
OG0000638	Praw.g_01695	Syag.g_00669
OG0000639	Praw.g_01694	Syag.g_00670
OG0000640	Praw.g_01693	Syag.g_00671
OG0000641	Praw.g_01689	Syag.g_00675
OG0000642	Praw.g_01688	Syag.g_00676
OG0000643	Praw.g_01687	Syag.g_00677
OG0000644	Praw.g_01686	Syag.g_00678
OG0000645	Praw.g_01685	Syag.g_00680
OG0000646	Praw.g_01683	Syag.g_00683
OG0000647	Praw.g_01682	Syag.g_00685
OG0000648	Praw.g_01680	Syag.g_00694
OG0000649	Praw.g_01679	Syag.g_00695
OG0000650	Praw.g_01678	Syag.g_00696
OG0000651	Praw.g_01677	Syag.g_00697
OG0000652	Praw.g_01676	Syag.g_00698
OG0000653	Praw.g_01674	Syag.g_00700
OG0000654	Praw.g_01673	Syag.g_00701
OG0000655	Praw.g_01672	Syag.g_00702
OG0000656	Praw.g_01669	Syag.g_00705
OG0000657	Praw.g_01663	Syag.g_00719
OG0000658	Praw.g_01662	Syag.g_00721
OG0000659	Praw.g_01661	Syag.g_00722
OG0000660	Praw.g_01657	Syag.g_00726
OG0000661	Praw.g_01655	Syag.g_00728
OG0000662	Praw.g_01653	Syag.g_00730
OG0000663	Praw.g_01651	Syag.g_00733
OG0000664	Praw.g_01650	Syag.g_00734
OG0000665	Praw.g_01646	Syag.g_00456
OG0000666	Praw.g_01645	Syag.g_00445
OG0000667	Praw.g_01641	Syag.g_00574
OG0000668	Praw.g_01611	Syag.g_00868
OG0000669	Praw.g_01605	Syag.g_00600
OG0000670	Praw.g_01603	Syag.g_00399
OG0000671	Praw.g_01601	Syag.g_00604
OG0000672	Praw.g_01599	Syag.g_00607
OG0000673	Praw.g_01596	Syag.g_00610
OG0000674	Praw.g_01594	Syag.g_00612
OG0000675	Praw.g_01593	Syag.g_00613
OG0000676	Praw.g_01591	Syag.g_00615
OG0000677	Praw.g_01590	Syag.g_00616
OG0000678	Praw.g_01588	Syag.g_00622
OG0000679	Praw.g_01584	Syag.g_00633
OG0000680	Praw.g_01583	Syag.g_00634
OG0000681	Praw.g_01581	Syag.g_00637
OG0000682	Praw.g_01580	Syag.g_00638
OG0000683	Praw.g_01579	Syag.g_00639
OG0000684	Praw.g_01577	Syag.g_00641
OG0000685	Praw.g_01575	Syag.g_00643
OG0000686	Praw.g_01574	Syag.g_00644
OG0000687	Praw.g_01573	Syag.g_00645
OG0000688	Praw.g_01570	Syag.g_00651
OG0000689	Praw.g_01569	Syag.g_00653
OG0000690	Praw.g_01568	Syag.g_00654
OG0000691	Praw.g_01567	Syag.g_00655
OG0000692	Praw.g_01565	Syag.g_00656
OG0000693	Praw.g_01564	Syag.g_00658
OG0000694	Praw.g_01563	Syag.g_00659
OG0000695	Praw.g_01561	Syag.g_00776
OG0000696	Praw.g_01560	Syag.g_00777
OG0000697	Praw.g_01559	Syag.g_00778
OG0000698	Praw.g_01556	Syag.g_00781
OG0000699	Praw.g_01555	Syag.g_00782
OG0000700	Praw.g_01554	Syag.g_00783
OG0000701	Praw.g_01553	Syag.g_00784
OG0000702	Praw.g_01551	Syag.g_00792
OG0000703	Praw.g_01550	Syag.g_00793
OG0000704	Praw.g_01549	Syag.g_00795
OG0000705	Praw.g_01545	Syag.g_00802
OG0000706	Praw.g_01544	Syag.g_00803
OG0000707	Praw.g_01543	Syag.g_00804
OG0000708	Praw.g_01542	Syag.g_00807
OG0000709	Praw.g_01538	Syag.g_00816
OG0000710	Praw.g_01535	Syag.g_00820
OG0000711	Praw.g_01518	Syag.g_00848
OG0000712	Praw.g_01516	Syag.g_00850
OG0000713	Praw.g_01515	Syag.g_00851
OG0000714	Praw.g_01514	Syag.g_00853
OG0000715	Praw.g_01512	Syag.g_00855
OG0000716	Praw.g_01510	Syag.g_00859
OG0000717	Praw.g_01509	Syag.g_00860
OG0000718	Praw.g_01498	Syag.g_00864
OG0000719	Praw.g_01496	Syag.g_00866
OG0000720	Praw.g_01487	Syag.g_00880
OG0000721	Praw.g_01485	Syag.g_00882
OG0000722	Praw.g_01484	Syag.g_00883
OG0000723	Praw.g_01481	Syag.g_00897
OG0000724	Praw.g_01472	Syag.g_00967
OG0000725	Praw.g_01466	Syag.g_00978
OG0000726	Praw.g_01465	Syag.g_00979
OG0000727	Praw.g_01464	Syag.g_00980
OG0000728	Praw.g_01462	Syag.g_00982
OG0000729	Praw.g_01416	Syag.g_02376
OG0000730	Praw.g_00172	Syag.g_02840
OG0000731	Praw.g_00176	Syag.g_02853
OG0000732	Praw.g_00183	Syag.g_02331
OG0000733	Praw.g_00202	Syag.g_00145
OG0000734	Praw.g_00219	Syag.g_01892
OG0000735	Praw.g_00221	Syag.g_01159
OG0000736	Praw.g_00222	Syag.g_01158
OG0000737	Praw.g_00223	Syag.g_01157
OG0000738	Praw.g_00227	Syag.g_01152
OG0000739	Praw.g_00228	Syag.g_01149
OG0000740	Praw.g_00229	Syag.g_01148
OG0000741	Praw.g_00230	Syag.g_01145
OG0000742	Praw.g_00233	Syag.g_01142
OG0000743	Praw.g_00235	Syag.g_01140
OG0000744	Praw.g_00236	Syag.g_01139
OG0000745	Praw.g_00237	Syag.g_01137
OG0000746	Praw.g_00239	Syag.g_01135
OG0000747	Praw.g_00240	Syag.g_01134
OG0000748	Praw.g_00243	Syag.g_01122
OG0000749	Praw.g_00244	Syag.g_01121
OG0000750	Praw.g_00245	Syag.g_01120
OG0000751	Praw.g_00247	Syag.g_01114
OG0000752	Praw.g_00249	Syag.g_01112
OG0000753	Praw.g_00252	Syag.g_01109
OG0000754	Praw.g_00255	Syag.g_01103
OG0000755	Praw.g_00258	Syag.g_01092
OG0000756	Praw.g_00259	Syag.g_01091
OG0000757	Praw.g_00265	Syag.g_01084
OG0000758	Praw.g_00266	Syag.g_01083
OG0000759	Praw.g_00267	Syag.g_01082
OG0000760	Praw.g_00268	Syag.g_01081
OG0000761	Praw.g_00269	Syag.g_01080
OG0000762	Praw.g_00270	Syag.g_01078
OG0000763	Praw.g_00272	Syag.g_01076
OG0000764	Praw.g_00273	Syag.g_01075
OG0000765	Praw.g_00282	Syag.g_01056
OG0000766	Praw.g_00283	Syag.g_01055
OG0000767	Praw.g_00285	Syag.g_01053
OG0000768	Praw.g_00286	Syag.g_01052
OG0000769	Praw.g_00288	Syag.g_01047
OG0000770	Praw.g_00290	Syag.g_01043
OG0000771	Praw.g_00904	Syag.g_00959
OG0000772	Praw.g_00954	Syag.g_02043
OG0000773	Praw.g_00970	Syag.g_01168
OG0000774	Praw.g_00972	Syag.g_01182
OG0000775	Praw.g_00976	Syag.g_01185
OG0000776	Praw.g_00977	Syag.g_01186
OG0000777	Praw.g_00978	Syag.g_01187
OG0000778	Praw.g_00979	Syag.g_01188
OG0000779	Praw.g_00983	Syag.g_01194
OG0000780	Praw.g_00984	Syag.g_01217
OG0000781	Praw.g_00987	Syag.g_01221
OG0000782	Praw.g_00988	Syag.g_01222
OG0000783	Praw.g_00989	Syag.g_01223
OG0000784	Praw.g_00990	Syag.g_01224
OG0000785	Praw.g_00992	Syag.g_01226
OG0000786	Praw.g_00994	Syag.g_01235
OG0000787	Praw.g_00995	Syag.g_01236
OG0000788	Praw.g_01002	Syag.g_00427
OG0000789	Praw.g_01006	Syag.g_00453
OG0000790	Praw.g_01021	Syag.g_01542
OG0000791	Praw.g_01023	Syag.g_01544
OG0000792	Praw.g_01024	Syag.g_01545
OG0000793	Praw.g_01027	Syag.g_01550
OG0000794	Praw.g_01028	Syag.g_01551
OG0000795	Praw.g_01029	Syag.g_01552
OG0000796	Praw.g_01033	Syag.g_01556
OG0000797	Praw.g_01034	Syag.g_01557
OG0000798	Praw.g_01057	Syag.g_02601
OG0000799	Praw.g_01101	Syag.g_01278
OG0000800	Praw.g_01100	Syag.g_01280
OG0000801	Praw.g_01099	Syag.g_01285
OG0000802	Praw.g_01097	Syag.g_01293
OG0000803	Praw.g_01095	Syag.g_01321
OG0000804	Praw.g_01094	Syag.g_01438
OG0000805	Praw.g_01092	Syag.g_01433
OG0000806	Praw.g_01090	Syag.g_01429
OG0000807	Praw.g_01089	Syag.g_01428
OG0000808	Praw.g_01088	Syag.g_01427
OG0000809	Praw.g_01085	Syag.g_01423
OG0000810	Praw.g_01084	Syag.g_01422
OG0000811	Praw.g_01077	Syag.g_01413
OG0000812	Praw.g_01075	Syag.g_01411
OG0000813	Praw.g_00343	Syag.g_01410
OG0000814	Praw.g_00345	Syag.g_01408
OG0000815	Praw.g_00346	Syag.g_01407
OG0000816	Praw.g_00348	Syag.g_01405
OG0000817	Praw.g_00349	Syag.g_01404
OG0000818	Praw.g_00354	Syag.g_01400
OG0000819	Praw.g_00355	Syag.g_01399
OG0000820	Praw.g_00356	Syag.g_01398
OG0000821	Praw.g_00359	Syag.g_01388
OG0000822	Praw.g_00360	Syag.g_01386
OG0000823	Praw.g_00361	Syag.g_01385
OG0000824	Praw.g_00364	Syag.g_01379
OG0000825	Praw.g_00365	Syag.g_01378
OG0000826	Praw.g_00366	Syag.g_01377
OG0000827	Praw.g_00367	Syag.g_01376
OG0000828	Praw.g_00371	Syag.g_01373
OG0000829	Praw.g_00372	Syag.g_01372
OG0000830	Praw.g_00373	Syag.g_01371
OG0000831	Praw.g_00375	Syag.g_01367
OG0000832	Praw.g_00381	Syag.g_01614
OG0000833	Praw.g_00389	Syag.g_01628
OG0000834	Praw.g_00390	Syag.g_01632
OG0000835	Praw.g_00391	Syag.g_01633
OG0000836	Praw.g_00392	Syag.g_01637
OG0000837	Praw.g_00393	Syag.g_01638
OG0000838	Praw.g_00395	Syag.g_01642
OG0000839	Praw.g_00396	Syag.g_01643
OG0000840	Praw.g_00397	Syag.g_01644
OG0000841	Praw.g_00398	Syag.g_01645
OG0000842	Praw.g_00399	Syag.g_01646
OG0000843	Praw.g_00400	Syag.g_01647
OG0000844	Praw.g_00401	Syag.g_01649
OG0000845	Praw.g_00402	Syag.g_01650
OG0000846	Praw.g_00403	Syag.g_01651
OG0000847	Praw.g_00404	Syag.g_01652
OG0000848	Praw.g_00405	Syag.g_01654
OG0000849	Praw.g_00406	Syag.g_01655
OG0000850	Praw.g_00408	Syag.g_01657
OG0000851	Praw.g_00409	Syag.g_01663
OG0000852	Praw.g_00410	Syag.g_01664
OG0000853	Praw.g_00414	Syag.g_01668
OG0000854	Praw.g_00416	Syag.g_01670
OG0000855	Praw.g_00417	Syag.g_01671
OG0000856	Praw.g_00430	Syag.g_00386
OG0000857	Praw.g_00458	Syag.g_00684
OG0000858	Praw.g_00509	Syag.g_01677
OG0000859	Praw.g_00510	Syag.g_01678
OG0000860	Praw.g_00517	Syag.g_01689
OG0000861	Praw.g_00518	Syag.g_01690
OG0000862	Praw.g_00519	Syag.g_01693
OG0000863	Praw.g_00521	Syag.g_01695
OG0000864	Praw.g_00522	Syag.g_01696
OG0000865	Praw.g_00523	Syag.g_01697
OG0000866	Praw.g_00524	Syag.g_01698
OG0000867	Praw.g_00525	Syag.g_01699
OG0000868	Praw.g_00526	Syag.g_01707
OG0000869	Praw.g_00530	Syag.g_01711
OG0000870	Praw.g_00535	Syag.g_01716
OG0000871	Praw.g_00536	Syag.g_01717
OG0000872	Praw.g_00537	Syag.g_01723
OG0000873	Praw.g_00540	Syag.g_01726
OG0000874	Praw.g_00543	Syag.g_01729
OG0000875	Praw.g_00544	Syag.g_01731
OG0000876	Praw.g_00545	Syag.g_01732
OG0000877	Praw.g_00547	Syag.g_01734
OG0000878	Praw.g_00548	Syag.g_01735
OG0000879	Praw.g_00549	Syag.g_02356
OG0000880	Praw.g_00550	Syag.g_01736
OG0000881	Praw.g_00554	Syag.g_01741
OG0000882	Praw.g_00559	Syag.g_01746
OG0000883	Praw.g_00561	Syag.g_01749
OG0000884	Praw.g_00563	Syag.g_01751
OG0000885	Praw.g_00564	Syag.g_01752
OG0000886	Praw.g_00565	Syag.g_01753
OG0000887	Praw.g_00566	Syag.g_01754
OG0000888	Praw.g_00568	Syag.g_01756
OG0000889	Praw.g_00570	Syag.g_01758
OG0000890	Praw.g_00571	Syag.g_01761
OG0000891	Praw.g_00572	Syag.g_01762
OG0000892	Praw.g_01921	Syag.g_01765
OG0000893	Praw.g_01917	Syag.g_02688
OG0000894	Praw.g_01915	Syag.g_02691
OG0000895	Praw.g_01912	Syag.g_02695
OG0000896	Praw.g_01911	Syag.g_02696
OG0000897	Praw.g_01909	Syag.g_02699
OG0000898	Praw.g_01908	Syag.g_02700
OG0000899	Praw.g_01907	Syag.g_02701
OG0000900	Praw.g_01906	Syag.g_02702
OG0000901	Praw.g_01903	Syag.g_02707
OG0000902	Praw.g_01901	Syag.g_02709
OG0000903	Praw.g_01898	Syag.g_02724
OG0000904	Praw.g_01896	Syag.g_02718
OG0000905	Praw.g_01892	Syag.g_02714
OG0000906	Praw.g_01891	Syag.g_02711
OG0000907	Praw.g_00138	Syag.g_02727
OG0000908	Praw.g_00135	Syag.g_02730
OG0000909	Praw.g_00134	Syag.g_02731
OG0000910	Praw.g_00133	Syag.g_02732
OG0000911	Praw.g_00131	Syag.g_02734
OG0000912	Praw.g_00130	Syag.g_02735
OG0000913	Praw.g_00129	Syag.g_02736
OG0000914	Praw.g_00128	Syag.g_02737
OG0000915	Praw.g_00127	Syag.g_02739
OG0000916	Praw.g_00126	Syag.g_02740
OG0000917	Praw.g_00125	Syag.g_02741
OG0000918	Praw.g_00124	Syag.g_02742
OG0000919	Praw.g_00123	Syag.g_02743
OG0000920	Praw.g_00122	Syag.g_02744
OG0000921	Praw.g_00121	Syag.g_02745
OG0000922	Praw.g_00120	Syag.g_02746
OG0000923	Praw.g_00116	Syag.g_02750
OG0000924	Praw.g_00115	Syag.g_02751
OG0000925	Praw.g_00114	Syag.g_02752
OG0000926	Praw.g_00113	Syag.g_02753
OG0000927	Praw.g_00111	Syag.g_02755
OG0000928	Praw.g_00110	Syag.g_02756
OG0000929	Praw.g_00109	Syag.g_02757
OG0000930	Praw.g_00108	Syag.g_02758
OG0000931	Praw.g_00107	Syag.g_02759
OG0000932	Praw.g_00106	Syag.g_02760
OG0000933	Praw.g_00102	Syag.g_02766
OG0000934	Praw.g_00100	Syag.g_02768
OG0000935	Praw.g_00099	Syag.g_02769
OG0000936	Praw.g_00098	Syag.g_02770
OG0000937	Praw.g_00097	Syag.g_02771
OG0000938	Praw.g_00095	Syag.g_02774
OG0000939	Praw.g_00094	Syag.g_02775
OG0000940	Praw.g_00087	Syag.g_02783
OG0000941	Praw.g_00085	Syag.g_02785
OG0000942	Praw.g_00083	Syag.g_02787
OG0000943	Praw.g_00082	Syag.g_02788
OG0000944	Praw.g_00081	Syag.g_02790
OG0000945	Praw.g_00080	Syag.g_02792
OG0000946	Praw.g_00076	Syag.g_02797
OG0000947	Praw.g_00074	Syag.g_02801
OG0000948	Praw.g_00073	Syag.g_02802
OG0000949	Praw.g_00070	Syag.g_02449
OG0000950	Praw.g_00065	Syag.g_02436
OG0000951	Praw.g_00061	Syag.g_02431
OG0000952	Praw.g_00057	Syag.g_02423
OG0000953	Praw.g_00054	Syag.g_02415
OG0000954	Praw.g_00050	Syag.g_02409
OG0000955	Praw.g_00049	Syag.g_02408
OG0000956	Praw.g_00047	Syag.g_02406
OG0000957	Praw.g_00041	Syag.g_02395
OG0000958	Praw.g_00040	Syag.g_02394
OG0000959	Praw.g_00036	Syag.g_02389
OG0000960	Praw.g_00035	Syag.g_02388
OG0000961	Praw.g_00033	Syag.g_02379
OG0000962	Praw.g_00031	Syag.g_02377
OG0000963	Praw.g_00027	Syag.g_02372
OG0000964	Praw.g_00026	Syag.g_02371
OG0000965	Praw.g_00025	Syag.g_02370
OG0000966	Praw.g_00018	Syag.g_02362
OG0000967	Praw.g_00014	Syag.g_02358
OG0000968	Praw.g_00012	Syag.g_02355
OG0000969	Praw.g_00011	Syag.g_02354
OG0000970	Praw.g_00010	Syag.g_02353
OG0000971	Praw.g_00009	Syag.g_02348
OG0000972	Praw.g_00008	Syag.g_02347
OG0000973	Praw.g_00007	Syag.g_02346
OG0000974	Praw.g_00006	Syag.g_02345
OG0000975	Praw.g_00005	Syag.g_02344
OG0000976	Praw.g_00004	Syag.g_02343
OG0000977	Praw.g_00003	Syag.g_02340
OG0000978	Praw.g_00002	Syag.g_02338
OG0000979	Praw.g_01192	Syag.g_02335
OG0000980	Praw.g_01190	Syag.g_02332
OG0000981	Praw.g_01188	Syag.g_02329
OG0000982	Praw.g_01186	Syag.g_02127
OG0000983	Praw.g_01185	Syag.g_02128
OG0000984	Praw.g_01184	Syag.g_02129
OG0000985	Praw.g_01181	Syag.g_02133
OG0000986	Praw.g_01179	Syag.g_02138
OG0000987	Praw.g_01178	Syag.g_02140
OG0000988	Praw.g_01175	Syag.g_02145
OG0000989	Praw.g_01171	Syag.g_02156
OG0000990	Praw.g_01168	Syag.g_02169
OG0000991	Praw.g_01167	Syag.g_02174
OG0000992	Praw.g_01165	Syag.g_02177
OG0000993	Praw.g_01164	Syag.g_02178
OG0000994	Praw.g_01163	Syag.g_02181
OG0000995	Praw.g_01159	Syag.g_02187
OG0000996	Praw.g_01158	Syag.g_02229
OG0000997	Praw.g_01157	Syag.g_02239
OG0000998	Praw.g_01155	Syag.g_02241
OG0000999	Praw.g_01154	Syag.g_02242
OG0001000	Praw.g_01151	Syag.g_02246
OG0001001	Praw.g_01149	Syag.g_02251
OG0001002	Praw.g_01145	Syag.g_02258
OG0001003	Praw.g_01144	Syag.g_02260
OG0001004	Praw.g_01143	Syag.g_02261
OG0001005	Praw.g_01142	Syag.g_02263
OG0001006	Praw.g_01138	Syag.g_02270
OG0001007	Praw.g_01136	Syag.g_02272
OG0001008	Praw.g_00710	Syag.g_00034
OG0001009	Praw.g_01401	Syag.g_02304
OG0001010	Praw.g_01400	Syag.g_02305
OG0001011	Praw.g_01399	Syag.g_02307
OG0001012	Praw.g_01385	Syag.g_02123
OG0001013	Praw.g_01380	Syag.g_02098
OG0001014	Praw.g_01377	Syag.g_02084
OG0001015	Praw.g_01376	Syag.g_02083
OG0001016	Praw.g_01361	Syag.g_01824
OG0001017	Praw.g_01357	Syag.g_01830
OG0001018	Praw.g_01354	Syag.g_01832
OG0001019	Praw.g_01345	Syag.g_01854
OG0001020	Praw.g_01344	Syag.g_01861
OG0001021	Praw.g_01343	Syag.g_01865
OG0001022	Praw.g_01341	Syag.g_01870
OG0001023	Praw.g_01340	Syag.g_01871
OG0001024	Praw.g_01337	Syag.g_01875
OG0001025	Praw.g_01331	Syag.g_01882
OG0001026	Praw.g_01324	Syag.g_01894
OG0001027	Praw.g_01323	Syag.g_01902
OG0001028	Praw.g_01321	Syag.g_01904
OG0001029	Praw.g_01320	Syag.g_01906
OG0001030	Praw.g_01305	Syag.g_01927
OG0001031	Praw.g_01249	Syag.g_02000
OG0001032	Praw.g_01248	Syag.g_02005
OG0001033	Praw.g_01227	Syag.g_02048
OG0001034	Praw.g_01199	Syag.g_01784
OG0001035	Praw.g_00879	Syag.g_02635
OG0001036	Praw.g_00875	Syag.g_02630
OG0001037	Praw.g_00874	Syag.g_02628
OG0001038	Praw.g_00856	Syag.g_02600
OG0001039	Praw.g_00853	Syag.g_02597
OG0001040	Praw.g_00851	Syag.g_02594
OG0001041	Praw.g_00847	Syag.g_02589
OG0001042	Praw.g_00830	Syag.g_02564
OG0001043	Praw.g_00829	Syag.g_02560
OG0001044	Praw.g_00797	Syag.g_02842
OG0001045	Praw.g_00789	Syag.g_02856
OG0001046	Praw.g_00754	Syag.g_00836
OG0001047	Praw.g_00708	Syag.g_00036
OG0001048	Praw.g_00707	Syag.g_00037
OG0001049	Praw.g_00705	Syag.g_00040
OG0001050	Praw.g_00704	Syag.g_00041
OG0001051	Praw.g_00703	Syag.g_00042
OG0001052	Praw.g_00676	Syag.g_01352
OG0001053	Praw.g_00665	Syag.g_01525
OG0001054	Praw.g_00650	Syag.g_01506
OG0001055	Praw.g_00631	Syag.g_01485
OG0001056	Praw.g_00612	Syag.g_01449
OG0001057	Praw.g_00607	Syag.g_01241
OG0001058	Praw.g_00599	Syag.g_00271
OG0001059	Praw.g_00595	Syag.g_00275
OG0001060	Praw.g_00588	Syag.g_00282
OG0001061	Praw.g_00575	Syag.g_00302
OG0001062	Praw.g_01923	Syag.g_00304
OG0001063	Praw.g_01925	Syag.g_00310
OG0001064	Praw.g_01926	Syag.g_00311
OG0001065	Praw.g_01927	Syag.g_00312
OG0001066	Praw.g_01928	Syag.g_00313
OG0001067	Praw.g_01929	Syag.g_00314
OG0001068	Praw.g_01930	Syag.g_00315
OG0001069	Praw.g_01931	Syag.g_00317
OG0001070	Praw.g_01934	Syag.g_00321
OG0001071	Praw.g_01935	Syag.g_00322
OG0001073	Praw.g_00140	Syag.g_00342
OG0001074	Praw.g_00151	Syag.g_00467
OG0001075	Praw.g_00152	Syag.g_00362
OG0001076	Praw.g_00160	Syag.g_00378
OG0001077	Praw.g_00164	Syag.g_00388
OG0001078	Praw.g_01886	Syag.g_00411
OG0001079	Praw.g_01875	Syag.g_00428
OG0001080	Praw.g_01869	Syag.g_00495
OG0001081	Praw.g_01867	Syag.g_00551
OG0001082	Praw.g_01866	Syag.g_00552
OG0001083	Praw.g_01861	Syag.g_00565
OG0001084	Praw.g_01860	Syag.g_00569
OG0001085	Praw.g_01852	Syag.g_00592
OG0001086	Praw.g_01851	Syag.g_00594
OG0001087	Praw.g_01834	Syag.g_01018
OG0001088	Praw.g_01833	Syag.g_01016
OG0001089	Praw.g_01825	Syag.g_00986
OG0001090	Praw.g_01808	Syag.g_00922
OG0001091	Praw.g_01806	Syag.g_00919
OG0001092	Praw.g_01805	Syag.g_00917
OG0001093	Praw.g_01800	Syag.g_00910
OG0001094	Praw.g_01703	Syag.g_00661
OG0001095	Praw.g_01684	Syag.g_00681
OG0001096	Praw.g_01671	Syag.g_00703
OG0001097	Praw.g_01654	Syag.g_00729
OG0001098	Praw.g_01639	Syag.g_00744
OG0001099	Praw.g_01608	Syag.g_01905
OG0001101	Praw.g_01602	Syag.g_00603
OG0001102	Praw.g_01600	Syag.g_00606
OG0001103	Praw.g_01598	Syag.g_00608
OG0001104	Praw.g_01576	Syag.g_00642
OG0001105	Praw.g_01572	Syag.g_00646
OG0001106	Praw.g_01548	Syag.g_00796
OG0001107	Praw.g_01541	Syag.g_00808
OG0001108	Praw.g_01537	Syag.g_00817
OG0001109	Praw.g_01536	Syag.g_00819
OG0001110	Praw.g_01534	Syag.g_00821
OG0001111	Praw.g_01533	Syag.g_00823
OG0001112	Praw.g_01532	Syag.g_00825
OG0001113	Praw.g_01531	Syag.g_00826
OG0001114	Praw.g_01530	Syag.g_00827
OG0001115	Praw.g_01528	Syag.g_00831
OG0001116	Praw.g_01527	Syag.g_00833
OG0001117	Praw.g_01526	Syag.g_00834
OG0001118	Praw.g_01525	Syag.g_00835
OG0001119	Praw.g_01524	Syag.g_00837
OG0001120	Praw.g_01522	Syag.g_00841
OG0001121	Praw.g_00199, Praw.g_01519	Syag.g_01584
OG0001122	Praw.g_01495	Syag.g_00867
OG0001123	Praw.g_01491	Syag.g_00875
OG0001124	Praw.g_01489	Syag.g_00877
OG0001125	Praw.g_01488	Syag.g_00879
OG0001126	Praw.g_01478	Syag.g_00957
OG0001127	Praw.g_01477	Syag.g_00958
OG0001128	Praw.g_01475	Syag.g_00961
OG0001129	Praw.g_01474	Syag.g_00963
OG0001130	Praw.g_01473	Syag.g_00964
OG0001131	Praw.g_01437	Syag.g_00624
OG0001132	Praw.g_01427	Syag.g_00096
OG0001133	Praw.g_00187	Syag.g_00380
OG0001134	Praw.g_00201	Syag.g_02164
OG0001135	Praw.g_00204	Syag.g_00147
OG0001136	Praw.g_00231	Syag.g_01144
OG0001137	Praw.g_00242	Syag.g_01123
OG0001138	Praw.g_00260	Syag.g_01090
OG0001139	Praw.g_00261	Syag.g_01088
OG0001140	Praw.g_00262	Syag.g_01087
OG0001141	Praw.g_00263	Syag.g_01086
OG0001142	Praw.g_00264	Syag.g_01085
OG0001143	Praw.g_00271	Syag.g_01077
OG0001144	Praw.g_00276	Syag.g_01064
OG0001145	Praw.g_00971	Syag.g_01169
OG0001146	Praw.g_00985	Syag.g_01218
OG0001147	Praw.g_01001	Syag.g_01360
OG0001148	Praw.g_01018	Syag.g_01539
OG0001149	Praw.g_01019	Syag.g_01540
OG0001150	Praw.g_01020	Syag.g_01541
OG0001151	Praw.g_01031	Syag.g_01554
OG0001152	Praw.g_01032	Syag.g_01555
OG0001153	Praw.g_00368	Syag.g_01375
OG0001154	Praw.g_00370	Syag.g_01374
OG0001155	Praw.g_00382	Syag.g_01616
OG0001156	Praw.g_00385	Syag.g_01619
OG0001157	Praw.g_00386	Syag.g_01620
OG0001158	Praw.g_00387	Syag.g_01621
OG0001159	Praw.g_00388	Syag.g_01622, Syag.g_01625
OG0001160	Praw.g_00412	Syag.g_01666
OG0001161	Praw.g_00423	Syag.g_02163
OG0001162	Praw.g_00434	Syag.g_01238
OG0001163	Praw.g_00507	Syag.g_01674
OG0001164	Praw.g_00511	Syag.g_01680
OG0001165	Praw.g_00514	Syag.g_01685
OG0001166	Praw.g_00534	Syag.g_01715
OG0001167	Praw.g_00551	Syag.g_02383
OG0001168	Praw.g_00553	Syag.g_01740
OG0001169	Praw.g_00555	Syag.g_01742
OG0001170	Praw.g_00557	Syag.g_01744
OG0001171	Praw.g_00567	Syag.g_01755
OG0001172	Praw.g_01914	Syag.g_02693
OG0001173	Praw.g_01913	Syag.g_02694
OG0001174	Praw.g_01905	Syag.g_02703
OG0001175	Praw.g_01904	Syag.g_02704
