Orthogroup	Praw	Syam
OG0000597	Praw.g_01882	Syam.g_01462
OG0000598	Praw.g_01881	Syam.g_01461
OG0000599	Praw.g_01878	Syam.g_01458
OG0000600	Praw.g_01877	Syam.g_01457
OG0000601	Praw.g_01876	Syam.g_01456
OG0000602	Praw.g_01874	Syam.g_01451
OG0000603	Praw.g_01873	Syam.g_01450
OG0000604	Praw.g_01872	Syam.g_01447
OG0000605	Praw.g_01871	Syam.g_01031
OG0000606	Praw.g_01868	Syam.g_01387
OG0000607	Praw.g_01865	Syam.g_01384
OG0000608	Praw.g_01864	Syam.g_01383
OG0000609	Praw.g_01863	Syam.g_01380
OG0000610	Praw.g_01858	Syam.g_01373
OG0000611	Praw.g_01855	Syam.g_01370
OG0000612	Praw.g_01854	Syam.g_01369
OG0000613	Praw.g_01849	Syam.g_00170
OG0000614	Praw.g_01830	Syam.g_00801
OG0000615	Praw.g_01822	Syam.g_01332
OG0000616	Praw.g_01818	Syam.g_02430
OG0000617	Praw.g_01803	Syam.g_01240
OG0000618	Praw.g_01802	Syam.g_01239
OG0000619	Praw.g_01801	Syam.g_01238
OG0000620	Praw.g_01798	Syam.g_01233
OG0000621	Praw.g_01797	Syam.g_01232
OG0000622	Praw.g_01796	Syam.g_01231
OG0000623	Praw.g_01795	Syam.g_01230
OG0000624	Praw.g_01794	Syam.g_01228
OG0000625	Praw.g_01793	Syam.g_01227
OG0000626	Praw.g_01792	Syam.g_01226
OG0000627	Praw.g_01791	Syam.g_01065
OG0000628	Praw.g_01790	Syam.g_01067
OG0000629	Praw.g_01789	Syam.g_01070
OG0000630	Praw.g_01786	Syam.g_01074
OG0000631	Praw.g_01706	Syam.g_01084
OG0000632	Praw.g_01705	Syam.g_01085
OG0000633	Praw.g_01704	Syam.g_01086
OG0000634	Praw.g_01701	Syam.g_01294
OG0000635	Praw.g_01700	Syam.g_01293
OG0000636	Praw.g_01698	Syam.g_01291
OG0000637	Praw.g_01696	Syam.g_01289
OG0000638	Praw.g_01695	Syam.g_01288
OG0000639	Praw.g_01694	Syam.g_01287
OG0000640	Praw.g_01693	Syam.g_01286
OG0000641	Praw.g_01689	Syam.g_01282
OG0000642	Praw.g_01688	Syam.g_01281
OG0000643	Praw.g_01687	Syam.g_01280
OG0000644	Praw.g_01686	Syam.g_01279
OG0000645	Praw.g_01685	Syam.g_01277
OG0000646	Praw.g_01683	Syam.g_01274
OG0000647	Praw.g_01682	Syam.g_01272
OG0000648	Praw.g_01680	Syam.g_01269
OG0000649	Praw.g_01679	Syam.g_01268
OG0000650	Praw.g_01678	Syam.g_01267
OG0000651	Praw.g_01677	Syam.g_01266
OG0000652	Praw.g_01676	Syam.g_01265
OG0000653	Praw.g_01674	Syam.g_01263
OG0000654	Praw.g_01673	Syam.g_01262
OG0000655	Praw.g_01672	Syam.g_01261
OG0000656	Praw.g_01669	Syam.g_01258
OG0000657	Praw.g_01663	Syam.g_00739
OG0000658	Praw.g_01662	Syam.g_00735
OG0000659	Praw.g_01661	Syam.g_00734
OG0000660	Praw.g_01657	Syam.g_00730
OG0000661	Praw.g_01655	Syam.g_00728
OG0000662	Praw.g_01653	Syam.g_00726
OG0000663	Praw.g_01651	Syam.g_00723
OG0000664	Praw.g_01650	Syam.g_00722
OG0000665	Praw.g_01646	Syam.g_02027
OG0000666	Praw.g_01645	Syam.g_01030
OG0000667	Praw.g_01641	Syam.g_00937
OG0000668	Praw.g_01611	Syam.g_01185
OG0000669	Praw.g_01605	Syam.g_01358
OG0000670	Praw.g_01603	Syam.g_00528
OG0000671	Praw.g_01601	Syam.g_01354
OG0000672	Praw.g_01599	Syam.g_01351
OG0000673	Praw.g_01596	Syam.g_01348
OG0000674	Praw.g_01594	Syam.g_01346
OG0000675	Praw.g_01593	Syam.g_01345
OG0000676	Praw.g_01591	Syam.g_01343
OG0000677	Praw.g_01590	Syam.g_01342
OG0000678	Praw.g_01588	Syam.g_01339
OG0000679	Praw.g_01584	Syam.g_01323
OG0000680	Praw.g_01583	Syam.g_01322
OG0000681	Praw.g_01581	Syam.g_01319
OG0000682	Praw.g_01580	Syam.g_01318
OG0000683	Praw.g_01579	Syam.g_01317
OG0000684	Praw.g_01577	Syam.g_01312
OG0000685	Praw.g_01575	Syam.g_01310
OG0000686	Praw.g_01574	Syam.g_01309
OG0000687	Praw.g_01573	Syam.g_01308
OG0000688	Praw.g_01570	Syam.g_01304
OG0000689	Praw.g_01569	Syam.g_01302
OG0000690	Praw.g_01568	Syam.g_01301
OG0000691	Praw.g_01567	Syam.g_01300
OG0000692	Praw.g_01565	Syam.g_01299
OG0000693	Praw.g_01564	Syam.g_01298
OG0000694	Praw.g_01563	Syam.g_01297
OG0000695	Praw.g_01561	Syam.g_01088
OG0000696	Praw.g_01560	Syam.g_01089
OG0000697	Praw.g_01559	Syam.g_01091
OG0000698	Praw.g_01556	Syam.g_01094
OG0000699	Praw.g_01555	Syam.g_01096
OG0000700	Praw.g_01554	Syam.g_01097
OG0000701	Praw.g_01553	Syam.g_01098
OG0000702	Praw.g_01551	Syam.g_01106
OG0000703	Praw.g_01550	Syam.g_01107
OG0000704	Praw.g_01549	Syam.g_01109
OG0000705	Praw.g_01545	Syam.g_01116
OG0000706	Praw.g_01544	Syam.g_01117
OG0000707	Praw.g_01543	Syam.g_01118
OG0000708	Praw.g_01542	Syam.g_01121
OG0000709	Praw.g_01538	Syam.g_01131
OG0000710	Praw.g_01535	Syam.g_01135
OG0000711	Praw.g_01518	Syam.g_01165
OG0000712	Praw.g_01516	Syam.g_01167
OG0000713	Praw.g_01515	Syam.g_01168
OG0000714	Praw.g_01514	Syam.g_01170
OG0000715	Praw.g_01512	Syam.g_01172
OG0000716	Praw.g_01510	Syam.g_01176
OG0000717	Praw.g_01509	Syam.g_01177
OG0000718	Praw.g_01498	Syam.g_01181
OG0000719	Praw.g_01496	Syam.g_01183
OG0000720	Praw.g_01487	Syam.g_01197
OG0000721	Praw.g_01485	Syam.g_01199
OG0000722	Praw.g_01484	Syam.g_01200
OG0000723	Praw.g_01481	Syam.g_01224
OG0000724	Praw.g_01472	Syam.g_00768
OG0000725	Praw.g_01466	Syam.g_00777
OG0000726	Praw.g_01465	Syam.g_00778
OG0000727	Praw.g_01464	Syam.g_00779
OG0000728	Praw.g_01462	Syam.g_00781
OG0000729	Praw.g_01416	Syam.g_00105
OG0000730	Praw.g_00172	Syam.g_00454
OG0000731	Praw.g_00176	Syam.g_00466
OG0000732	Praw.g_00183	Syam.g_00051
OG0000733	Praw.g_00202	Syam.g_02339
OG0000734	Praw.g_00219	Syam.g_02128
OG0000735	Praw.g_00221	Syam.g_01810
OG0000736	Praw.g_00222	Syam.g_01809
OG0000737	Praw.g_00223	Syam.g_01808
OG0000738	Praw.g_00227	Syam.g_01803
OG0000739	Praw.g_00228	Syam.g_01802
OG0000740	Praw.g_00229	Syam.g_01801
OG0000741	Praw.g_00230	Syam.g_01798
OG0000742	Praw.g_00233	Syam.g_01796
OG0000743	Praw.g_00235	Syam.g_01794
OG0000744	Praw.g_00236	Syam.g_01793
OG0000745	Praw.g_00237	Syam.g_01791
OG0000746	Praw.g_00239	Syam.g_01789
OG0000747	Praw.g_00240	Syam.g_01788
OG0000748	Praw.g_00243	Syam.g_01779
OG0000749	Praw.g_00244	Syam.g_01776
OG0000750	Praw.g_00245	Syam.g_01775
OG0000751	Praw.g_00247	Syam.g_01770
OG0000752	Praw.g_00249	Syam.g_01768
OG0000753	Praw.g_00252	Syam.g_01765
OG0000754	Praw.g_00255	Syam.g_00910
OG0000755	Praw.g_00258	Syam.g_00900
OG0000756	Praw.g_00259	Syam.g_00899
OG0000757	Praw.g_00265	Syam.g_00891
OG0000758	Praw.g_00266	Syam.g_00890
OG0000759	Praw.g_00267	Syam.g_00889
OG0000760	Praw.g_00268	Syam.g_00888
OG0000761	Praw.g_00269	Syam.g_00886
OG0000762	Praw.g_00270	Syam.g_00884
OG0000763	Praw.g_00272	Syam.g_00882
OG0000764	Praw.g_00273	Syam.g_00881
OG0000765	Praw.g_00282	Syam.g_00864
OG0000766	Praw.g_00283	Syam.g_00863
OG0000767	Praw.g_00285	Syam.g_00861
OG0000768	Praw.g_00286	Syam.g_00860
OG0000769	Praw.g_00288	Syam.g_00858
OG0000770	Praw.g_00290	Syam.g_00855
OG0000771	Praw.g_00904	Syam.g_00762
OG0000772	Praw.g_00954	Syam.g_01005
OG0000773	Praw.g_00970	Syam.g_01816
OG0000774	Praw.g_00972	Syam.g_01820
OG0000775	Praw.g_00976	Syam.g_01823
OG0000776	Praw.g_00977	Syam.g_01824
OG0000777	Praw.g_00978	Syam.g_01825
OG0000778	Praw.g_00979	Syam.g_01826
OG0000779	Praw.g_00983	Syam.g_01832
OG0000780	Praw.g_00984	Syam.g_01835
OG0000781	Praw.g_00987	Syam.g_01839
OG0000782	Praw.g_00988	Syam.g_01840
OG0000783	Praw.g_00989	Syam.g_01841
OG0000784	Praw.g_00990	Syam.g_01842
OG0000785	Praw.g_00992	Syam.g_01844
OG0000786	Praw.g_00994	Syam.g_01700
OG0000787	Praw.g_00995	Syam.g_01701
OG0000788	Praw.g_01002	Syam.g_01455
OG0000789	Praw.g_01006	Syam.g_01044
OG0000790	Praw.g_01021	Syam.g_00570
OG0000791	Praw.g_01023	Syam.g_00568
OG0000792	Praw.g_01024	Syam.g_00567
OG0000793	Praw.g_01027	Syam.g_00562
OG0000794	Praw.g_01028	Syam.g_00561
OG0000795	Praw.g_01029	Syam.g_00560
OG0000796	Praw.g_01033	Syam.g_00556
OG0000797	Praw.g_01034	Syam.g_00555
OG0000798	Praw.g_01057	Syam.g_00233
OG0000799	Praw.g_01101	Syam.g_01585
OG0000800	Praw.g_01100	Syam.g_01588
OG0000801	Praw.g_01099	Syam.g_01589
OG0000802	Praw.g_01097	Syam.g_01592
OG0000803	Praw.g_01095	Syam.g_01597
OG0000804	Praw.g_01094	Syam.g_01600
OG0000805	Praw.g_01092	Syam.g_01602
OG0000806	Praw.g_01090	Syam.g_01604
OG0000807	Praw.g_01089	Syam.g_01606
OG0000808	Praw.g_01088	Syam.g_01607
OG0000809	Praw.g_01085	Syam.g_01610
OG0000810	Praw.g_01084	Syam.g_01611
OG0000811	Praw.g_01077	Syam.g_01616
OG0000812	Praw.g_01075	Syam.g_01618
OG0000813	Praw.g_00343	Syam.g_01619
OG0000814	Praw.g_00345	Syam.g_01621
OG0000815	Praw.g_00346	Syam.g_01622
OG0000816	Praw.g_00348	Syam.g_01624
OG0000817	Praw.g_00349	Syam.g_01625
OG0000818	Praw.g_00354	Syam.g_01631
OG0000819	Praw.g_00355	Syam.g_01632
OG0000820	Praw.g_00356	Syam.g_01633
OG0000821	Praw.g_00359	Syam.g_01639
OG0000822	Praw.g_00360	Syam.g_01641
OG0000823	Praw.g_00361	Syam.g_01642
OG0000824	Praw.g_00364	Syam.g_01648
OG0000825	Praw.g_00365	Syam.g_01649
OG0000826	Praw.g_00366	Syam.g_01650
OG0000827	Praw.g_00367	Syam.g_01651
OG0000828	Praw.g_00371	Syam.g_01655
OG0000829	Praw.g_00372	Syam.g_01656
OG0000830	Praw.g_00373	Syam.g_01657
OG0000831	Praw.g_00375	Syam.g_01659
OG0000832	Praw.g_00381	Syam.g_01923
OG0000833	Praw.g_00389	Syam.g_01932
OG0000834	Praw.g_00390	Syam.g_01933
OG0000835	Praw.g_00391	Syam.g_01934
OG0000836	Praw.g_00392	Syam.g_01937
OG0000837	Praw.g_00393	Syam.g_01938
OG0000838	Praw.g_00395	Syam.g_01946
OG0000839	Praw.g_00396	Syam.g_01947
OG0000840	Praw.g_00397	Syam.g_01948
OG0000841	Praw.g_00398	Syam.g_01949
OG0000842	Praw.g_00399	Syam.g_01950
OG0000843	Praw.g_00400	Syam.g_01951
OG0000844	Praw.g_00401	Syam.g_01953
OG0000845	Praw.g_00402	Syam.g_01954
OG0000846	Praw.g_00403	Syam.g_01955
OG0000847	Praw.g_00404	Syam.g_01956
OG0000848	Praw.g_00405	Syam.g_01958
OG0000849	Praw.g_00406	Syam.g_01959
OG0000850	Praw.g_00408	Syam.g_01961
OG0000851	Praw.g_00409	Syam.g_01966
OG0000852	Praw.g_00410	Syam.g_01967
OG0000853	Praw.g_00414	Syam.g_01971
OG0000854	Praw.g_00416	Syam.g_01973
OG0000855	Praw.g_00417	Syam.g_01974
OG0000856	Praw.g_00430	Syam.g_01483
OG0000857	Praw.g_00458	Syam.g_01273
OG0000858	Praw.g_00509	Syam.g_01980
OG0000859	Praw.g_00510	Syam.g_01981
OG0000860	Praw.g_00517	Syam.g_01992
OG0000861	Praw.g_00518	Syam.g_01993
OG0000862	Praw.g_00519	Syam.g_01994
OG0000863	Praw.g_00521	Syam.g_01996
OG0000864	Praw.g_00522	Syam.g_01997
OG0000865	Praw.g_00523	Syam.g_01998
OG0000866	Praw.g_00524	Syam.g_01999
OG0000867	Praw.g_00525	Syam.g_02000
OG0000868	Praw.g_00526	Syam.g_02003
OG0000869	Praw.g_00530	Syam.g_02007
OG0000870	Praw.g_00535	Syam.g_02012
OG0000871	Praw.g_00536	Syam.g_02013
OG0000872	Praw.g_00537	Syam.g_02021
OG0000873	Praw.g_00540	Syam.g_02024
OG0000874	Praw.g_00543	Syam.g_02019
OG0000875	Praw.g_00544	Syam.g_02026
OG0000876	Praw.g_00545	Syam.g_01877
OG0000877	Praw.g_00547	Syam.g_01882
OG0000878	Praw.g_00548	Syam.g_01883
OG0000879	Praw.g_00549	Syam.g_01884
OG0000880	Praw.g_00550	Syam.g_01885
OG0000881	Praw.g_00554	Syam.g_01891
OG0000882	Praw.g_00559	Syam.g_01896
OG0000883	Praw.g_00561	Syam.g_01898
OG0000884	Praw.g_00563	Syam.g_01900
OG0000885	Praw.g_00564	Syam.g_01901
OG0000886	Praw.g_00565	Syam.g_01902
OG0000887	Praw.g_00566	Syam.g_01903
OG0000888	Praw.g_00568	Syam.g_01905
OG0000889	Praw.g_00570	Syam.g_01907
OG0000890	Praw.g_00571	Syam.g_01910
OG0000891	Praw.g_00572	Syam.g_01911
OG0000892	Praw.g_01921	Syam.g_01913
OG0000893	Praw.g_01917	Syam.g_00287
OG0000894	Praw.g_01915	Syam.g_00290
OG0000895	Praw.g_01912	Syam.g_00294
OG0000896	Praw.g_01911	Syam.g_00295
OG0000897	Praw.g_01909	Syam.g_00297
OG0000898	Praw.g_01908	Syam.g_00298
OG0000899	Praw.g_01907	Syam.g_00299
OG0000900	Praw.g_01906	Syam.g_00300
OG0000901	Praw.g_01903	Syam.g_00305
OG0000902	Praw.g_01901	Syam.g_00307
OG0000903	Praw.g_01898	Syam.g_00322
OG0000904	Praw.g_01896	Syam.g_00317
OG0000905	Praw.g_01892	Syam.g_00312
OG0000906	Praw.g_01891	Syam.g_00309
OG0000907	Praw.g_00138	Syam.g_00324
OG0000908	Praw.g_00135	Syam.g_00327
OG0000909	Praw.g_00134	Syam.g_00328
OG0000910	Praw.g_00133	Syam.g_00329
OG0000911	Praw.g_00131	Syam.g_00331
OG0000912	Praw.g_00130	Syam.g_00332
OG0000913	Praw.g_00129	Syam.g_00333
OG0000914	Praw.g_00128	Syam.g_00334
OG0000915	Praw.g_00127	Syam.g_00336
OG0000916	Praw.g_00126	Syam.g_00337
OG0000917	Praw.g_00125	Syam.g_00338
OG0000918	Praw.g_00124	Syam.g_00339
OG0000919	Praw.g_00123	Syam.g_00340
OG0000920	Praw.g_00122	Syam.g_00341
OG0000921	Praw.g_00121	Syam.g_00342
OG0000922	Praw.g_00120	Syam.g_00343
OG0000923	Praw.g_00116	Syam.g_00347
OG0000924	Praw.g_00115	Syam.g_00348
OG0000925	Praw.g_00114	Syam.g_00349
OG0000926	Praw.g_00113	Syam.g_00350
OG0000927	Praw.g_00111	Syam.g_00352
OG0000928	Praw.g_00110	Syam.g_00353
OG0000929	Praw.g_00109	Syam.g_00354
OG0000930	Praw.g_00108	Syam.g_00355
OG0000931	Praw.g_00107	Syam.g_00356
OG0000932	Praw.g_00106	Syam.g_00357
OG0000933	Praw.g_00102	Syam.g_00363
OG0000934	Praw.g_00100	Syam.g_00365
OG0000935	Praw.g_00099	Syam.g_00366
OG0000936	Praw.g_00098	Syam.g_00368
OG0000937	Praw.g_00097	Syam.g_00369
OG0000938	Praw.g_00095	Syam.g_00373
OG0000939	Praw.g_00094	Syam.g_00374
OG0000940	Praw.g_00087	Syam.g_00381
OG0000941	Praw.g_00085	Syam.g_00383
OG0000942	Praw.g_00083	Syam.g_00385
OG0000943	Praw.g_00082	Syam.g_00386
OG0000944	Praw.g_00081	Syam.g_00388
OG0000945	Praw.g_00080	Syam.g_00390
OG0000946	Praw.g_00076	Syam.g_00395
OG0000947	Praw.g_00074	Syam.g_00398
OG0000948	Praw.g_00073	Syam.g_00399
OG0000949	Praw.g_00070	Syam.g_00159
OG0000950	Praw.g_00065	Syam.g_00150
OG0000951	Praw.g_00061	Syam.g_00145
OG0000952	Praw.g_00057	Syam.g_00140
OG0000953	Praw.g_00054	Syam.g_00136
OG0000954	Praw.g_00050	Syam.g_00131
OG0000955	Praw.g_00049	Syam.g_00130
OG0000956	Praw.g_00047	Syam.g_00128
OG0000957	Praw.g_00041	Syam.g_00117
OG0000958	Praw.g_00040	Syam.g_00116
OG0000959	Praw.g_00036	Syam.g_00112
OG0000960	Praw.g_00035	Syam.g_00111
OG0000961	Praw.g_00033	Syam.g_00108
OG0000962	Praw.g_00031	Syam.g_00106
OG0000963	Praw.g_00027	Syam.g_00101
OG0000964	Praw.g_00026	Syam.g_00100
OG0000965	Praw.g_00025	Syam.g_00099
OG0000966	Praw.g_00018	Syam.g_00074
OG0000967	Praw.g_00014	Syam.g_00069
OG0000968	Praw.g_00012	Syam.g_00077
OG0000969	Praw.g_00011	Syam.g_00072
OG0000970	Praw.g_00010	Syam.g_00071
OG0000971	Praw.g_00009	Syam.g_00066
OG0000972	Praw.g_00008	Syam.g_00065
OG0000973	Praw.g_00007	Syam.g_00064
OG0000974	Praw.g_00006	Syam.g_00063
OG0000975	Praw.g_00005	Syam.g_00062
OG0000976	Praw.g_00004	Syam.g_00061
OG0000977	Praw.g_00003	Syam.g_00059
OG0000978	Praw.g_00002	Syam.g_00058
OG0000979	Praw.g_01192	Syam.g_00055
OG0000980	Praw.g_01190	Syam.g_00052
OG0000981	Praw.g_01188	Syam.g_00049
OG0000982	Praw.g_01186	Syam.g_02314
OG0000983	Praw.g_01185	Syam.g_02315
OG0000984	Praw.g_01184	Syam.g_02316
OG0000985	Praw.g_01181	Syam.g_02318
OG0000986	Praw.g_01179	Syam.g_02320
OG0000987	Praw.g_01178	Syam.g_02322
OG0000988	Praw.g_01175	Syam.g_02327
OG0000989	Praw.g_01171	Syam.g_02334
OG0000990	Praw.g_01168	Syam.g_02346
OG0000991	Praw.g_01167	Syam.g_02348
OG0000992	Praw.g_01165	Syam.g_02351
OG0000993	Praw.g_01164	Syam.g_02352
OG0000994	Praw.g_01163	Syam.g_02354
OG0000995	Praw.g_01159	Syam.g_02359
OG0000996	Praw.g_01158	Syam.g_02405
OG0000997	Praw.g_01157	Syam.g_02416
OG0000998	Praw.g_01155	Syam.g_02418
OG0000999	Praw.g_01154	Syam.g_02419
OG0001000	Praw.g_01151	Syam.g_02422
OG0001001	Praw.g_01149	Syam.g_02427
OG0001002	Praw.g_01145	Syam.g_02433
OG0001003	Praw.g_01144	Syam.g_02434
OG0001004	Praw.g_01143	Syam.g_02435
OG0001005	Praw.g_01142	Syam.g_02436
OG0001006	Praw.g_01138	Syam.g_02444
OG0001007	Praw.g_01136	Syam.g_02446
OG0001008	Praw.g_00710	Syam.g_01866
OG0001009	Praw.g_01401	Syam.g_00032
OG0001010	Praw.g_01400	Syam.g_00033
OG0001011	Praw.g_01399	Syam.g_00034
OG0001012	Praw.g_01385	Syam.g_02310
OG0001013	Praw.g_01380	Syam.g_02296
OG0001014	Praw.g_01377	Syam.g_02292
OG0001015	Praw.g_01376	Syam.g_02291
OG0001016	Praw.g_01361	Syam.g_02067
OG0001017	Praw.g_01357	Syam.g_02073
OG0001018	Praw.g_01354	Syam.g_02075
OG0001019	Praw.g_01345	Syam.g_02093
OG0001020	Praw.g_01344	Syam.g_02098
OG0001021	Praw.g_01343	Syam.g_02102
OG0001022	Praw.g_01341	Syam.g_02106
OG0001023	Praw.g_01340	Syam.g_02107
OG0001024	Praw.g_01337	Syam.g_02111
OG0001025	Praw.g_01331	Syam.g_02118
OG0001026	Praw.g_01324	Syam.g_02130
OG0001027	Praw.g_01323	Syam.g_02135
OG0001028	Praw.g_01321	Syam.g_02137
OG0001029	Praw.g_01320	Syam.g_02139
OG0001030	Praw.g_01305	Syam.g_02163
OG0001031	Praw.g_01249	Syam.g_02239
OG0001032	Praw.g_01248	Syam.g_02241
OG0001033	Praw.g_01227	Syam.g_02265
OG0001034	Praw.g_01199	Syam.g_00508
OG0001035	Praw.g_00879	Syam.g_00265
OG0001036	Praw.g_00875	Syam.g_00261
OG0001037	Praw.g_00874	Syam.g_00259
OG0001038	Praw.g_00856	Syam.g_00232
OG0001039	Praw.g_00853	Syam.g_00229
OG0001040	Praw.g_00851	Syam.g_00226
OG0001041	Praw.g_00847	Syam.g_00221
OG0001042	Praw.g_00830	Syam.g_00196
OG0001043	Praw.g_00829	Syam.g_00192
OG0001044	Praw.g_00797	Syam.g_00456
OG0001045	Praw.g_00789	Syam.g_00469
OG0001046	Praw.g_00754	Syam.g_01151
OG0001047	Praw.g_00708	Syam.g_01864
OG0001048	Praw.g_00707	Syam.g_01863
OG0001049	Praw.g_00705	Syam.g_01855
OG0001050	Praw.g_00704	Syam.g_01854
OG0001051	Praw.g_00703	Syam.g_01853
OG0001052	Praw.g_00676	Syam.g_01672
OG0001053	Praw.g_00665	Syam.g_00586
OG0001054	Praw.g_00650	Syam.g_00603
OG0001055	Praw.g_00631	Syam.g_00624
OG0001056	Praw.g_00612	Syam.g_00656
OG0001057	Praw.g_00607	Syam.g_00664
OG0001058	Praw.g_00599	Syam.g_00677
OG0001059	Praw.g_00595	Syam.g_00681
OG0001060	Praw.g_00588	Syam.g_00688
OG0001061	Praw.g_00575	Syam.g_01744
OG0001062	Praw.g_01923	Syam.g_01742
OG0001063	Praw.g_01925	Syam.g_01737
OG0001064	Praw.g_01926	Syam.g_01736
OG0001065	Praw.g_01927	Syam.g_01735
OG0001066	Praw.g_01928	Syam.g_01734
OG0001067	Praw.g_01929	Syam.g_01733
OG0001068	Praw.g_01930	Syam.g_01732
OG0001069	Praw.g_01931	Syam.g_01731
OG0001070	Praw.g_01934	Syam.g_01728
OG0001071	Praw.g_01935	Syam.g_01727
OG0001073	Praw.g_00140	Syam.g_01709
OG0001074	Praw.g_00151	Syam.g_01504
OG0001075	Praw.g_00152	Syam.g_01502
OG0001076	Praw.g_00160	Syam.g_01491
OG0001077	Praw.g_00164	Syam.g_01480
OG0001078	Praw.g_01886	Syam.g_01467
OG0001079	Praw.g_01875	Syam.g_01454
OG0001080	Praw.g_01869	Syam.g_01034
OG0001081	Praw.g_01867	Syam.g_01386
OG0001082	Praw.g_01866	Syam.g_01385
OG0001083	Praw.g_01861	Syam.g_01377
OG0001084	Praw.g_01860	Syam.g_01376
OG0001085	Praw.g_01852	Syam.g_01366
OG0001086	Praw.g_01851	Syam.g_01364
OG0001087	Praw.g_01834	Syam.g_00813
OG0001088	Praw.g_01833	Syam.g_00809
OG0001089	Praw.g_01825	Syam.g_00785
OG0001090	Praw.g_01808	Syam.g_01246
OG0001091	Praw.g_01806	Syam.g_01244
OG0001092	Praw.g_01805	Syam.g_01242
OG0001093	Praw.g_01800	Syam.g_01236
OG0001094	Praw.g_01703	Syam.g_01296
OG0001095	Praw.g_01684	Syam.g_01276
OG0001096	Praw.g_01671	Syam.g_01260
OG0001097	Praw.g_01654	Syam.g_00727
OG0001098	Praw.g_01639	Syam.g_01037
OG0001099	Praw.g_01608	Syam.g_02138
OG0001100	Praw.g_01604	Syam.g_01356
OG0001101	Praw.g_01602	Syam.g_01355
OG0001103	Praw.g_01598	Syam.g_01350
OG0001104	Praw.g_01576	Syam.g_01311
OG0001105	Praw.g_01572	Syam.g_01307
OG0001106	Praw.g_01548	Syam.g_01110
OG0001107	Praw.g_01541	Syam.g_01122
OG0001108	Praw.g_01537	Syam.g_01132
OG0001109	Praw.g_01536	Syam.g_01134
OG0001110	Praw.g_01534	Syam.g_01136
OG0001111	Praw.g_01533	Syam.g_01138
OG0001112	Praw.g_01532	Syam.g_01140
OG0001113	Praw.g_01531	Syam.g_01141
OG0001114	Praw.g_01530	Syam.g_01142
OG0001115	Praw.g_01528	Syam.g_01146
OG0001116	Praw.g_01527	Syam.g_01148
OG0001117	Praw.g_01526	Syam.g_01149
OG0001118	Praw.g_01525	Syam.g_01150
OG0001119	Praw.g_01524	Syam.g_01152
OG0001120	Praw.g_01522	Syam.g_01156
OG0001121	Praw.g_00199, Praw.g_01519	Syam.g_00970
OG0001122	Praw.g_01495	Syam.g_01184
OG0001123	Praw.g_01491	Syam.g_01191
OG0001124	Praw.g_01489	Syam.g_01194
OG0001125	Praw.g_01488	Syam.g_01196
OG0001126	Praw.g_01478	Syam.g_00757
OG0001127	Praw.g_01477	Syam.g_00758
OG0001128	Praw.g_01475	Syam.g_00764
OG0001129	Praw.g_01474	Syam.g_00766
OG0001130	Praw.g_01473	Syam.g_00767
OG0001131	Praw.g_01437	Syam.g_01337
OG0001132	Praw.g_01427	Syam.g_01020
OG0001134	Praw.g_00201	Syam.g_00915
OG0001136	Praw.g_00231	Syam.g_01797
OG0001137	Praw.g_00242	Syam.g_01780
OG0001138	Praw.g_00260	Syam.g_00898
OG0001139	Praw.g_00261	Syam.g_00896
OG0001140	Praw.g_00262	Syam.g_00895
OG0001141	Praw.g_00263	Syam.g_00894
OG0001142	Praw.g_00264	Syam.g_00892
OG0001143	Praw.g_00271	Syam.g_00883
OG0001144	Praw.g_00276	Syam.g_00873
OG0001145	Praw.g_00971	Syam.g_01817
OG0001146	Praw.g_00985	Syam.g_01836
OG0001147	Praw.g_01001	Syam.g_01665
OG0001148	Praw.g_01018	Syam.g_00573
OG0001149	Praw.g_01019	Syam.g_00572
OG0001150	Praw.g_01020	Syam.g_00571
OG0001151	Praw.g_01031	Syam.g_00558
OG0001152	Praw.g_01032	Syam.g_00557
OG0001153	Praw.g_00368	Syam.g_01652
OG0001154	Praw.g_00370	Syam.g_01654
OG0001155	Praw.g_00382	Syam.g_01925
OG0001156	Praw.g_00385	Syam.g_01928
OG0001157	Praw.g_00386	Syam.g_01929
OG0001158	Praw.g_00387	Syam.g_01930
OG0001159	Praw.g_00388	Syam.g_01931
OG0001160	Praw.g_00412	Syam.g_01969
OG0001161	Praw.g_00423	Syam.g_02338
OG0001162	Praw.g_00434	Syam.g_01257
OG0001163	Praw.g_00507	Syam.g_01977
OG0001164	Praw.g_00511	Syam.g_01983
OG0001165	Praw.g_00514	Syam.g_01988
OG0001166	Praw.g_00534	Syam.g_02011
OG0001167	Praw.g_00551	Syam.g_01888
OG0001168	Praw.g_00553	Syam.g_01890
OG0001169	Praw.g_00555	Syam.g_01892
OG0001170	Praw.g_00557	Syam.g_01894
OG0001171	Praw.g_00567	Syam.g_01904
OG0001172	Praw.g_01914	Syam.g_00292
OG0001173	Praw.g_01913	Syam.g_00293
OG0001174	Praw.g_01905	Syam.g_00301
OG0001175	Praw.g_01904	Syam.g_00302
OG0001176	Praw.g_01897	Syam.g_00321
OG0001177	Praw.g_01895	Syam.g_00319
OG0001178	Praw.g_01890	Syam.g_01995
OG0001179	Praw.g_00112	Syam.g_00351
OG0001180	Praw.g_00090	Syam.g_00378
OG0001181	Praw.g_00086	Syam.g_00382
OG0001182	Praw.g_00079	Syam.g_00391
