Orthogroup	Praw	Praj
OG0000565	Praw.g_00587	Praj.g_00552
OG0000566	Praw.g_00585	Praj.g_00554
OG0000567	Praw.g_00581	Praj.g_00558
OG0000568	Praw.g_00580	Praj.g_00559
OG0000569	Praw.g_00579	Praj.g_00560
OG0000570	Praw.g_00578	Praj.g_00561
OG0000571	Praw.g_00576	Praj.g_00563
OG0000572	Praw.g_01933	Praj.g_00574
OG0000573	Praw.g_01938	Praj.g_00579
OG0000574	Praw.g_01939	Praj.g_00581
OG0000575	Praw.g_01943	Praj.g_00584
OG0000576	Praw.g_01945	Praj.g_00586
OG0000577	Praw.g_01946	Praj.g_00587
OG0000578	Praw.g_01947	Praj.g_00588
OG0000579	Praw.g_01948	Praj.g_00589
OG0000580	Praw.g_01949	Praj.g_00590
OG0000581	Praw.g_00141	Praj.g_00593
OG0000582	Praw.g_00144	Praj.g_00596
OG0000583	Praw.g_00145	Praj.g_00597
OG0000584	Praw.g_00146	Praj.g_00598
OG0000585	Praw.g_00148	Praj.g_00600
OG0000586	Praw.g_00149	Praj.g_00601
OG0000587	Praw.g_00150	Praj.g_00602
OG0000588	Praw.g_00154	Praj.g_00606
OG0000589	Praw.g_00157	Praj.g_00609
OG0000590	Praw.g_00158	Praj.g_00610
OG0000591	Praw.g_00161	Praj.g_00613
OG0000592	Praw.g_00162	Praj.g_00614
OG0000593	Praw.g_00168	Praj.g_00620
OG0000594	Praw.g_00169	Praj.g_00621
OG0000595	Praw.g_01888	Praj.g_00622
OG0000596	Praw.g_01884	Praj.g_00626
OG0000597	Praw.g_01882	Praj.g_00628
OG0000598	Praw.g_01881	Praj.g_00629
OG0000599	Praw.g_01878	Praj.g_00632
OG0000600	Praw.g_01877	Praj.g_00633
OG0000601	Praw.g_01876	Praj.g_00634
OG0000602	Praw.g_01874	Praj.g_00636
OG0000603	Praw.g_01873	Praj.g_00637
OG0000604	Praw.g_01872	Praj.g_00638
OG0000605	Praw.g_01871	Praj.g_00639
OG0000606	Praw.g_01868	Praj.g_00642
OG0000607	Praw.g_01865	Praj.g_00645
OG0000608	Praw.g_01864	Praj.g_00646
OG0000609	Praw.g_01863	Praj.g_00647
OG0000610	Praw.g_01858	Praj.g_00653
OG0000611	Praw.g_01855	Praj.g_00656
OG0000612	Praw.g_01854	Praj.g_00657
OG0000613	Praw.g_01849	Praj.g_00663
OG0000614	Praw.g_01830	Praj.g_00686
OG0000615	Praw.g_01822	Praj.g_00693
OG0000616	Praw.g_01818	Praj.g_02137
OG0000617	Praw.g_01803	Praj.g_00704
OG0000618	Praw.g_01802	Praj.g_00705
OG0000619	Praw.g_01801	Praj.g_00706
OG0000620	Praw.g_01798	Praj.g_00709
OG0000621	Praw.g_01797	Praj.g_00710
OG0000622	Praw.g_01796	Praj.g_00711
OG0000623	Praw.g_01795	Praj.g_00712
OG0000624	Praw.g_01794	Praj.g_00714
OG0000625	Praw.g_01793	Praj.g_00715
OG0000626	Praw.g_01792	Praj.g_00716
OG0000627	Praw.g_01791	Praj.g_00718
OG0000628	Praw.g_01790	Praj.g_00719
OG0000629	Praw.g_01789	Praj.g_00720
OG0000630	Praw.g_01786	Praj.g_00723
OG0000631	Praw.g_01706	Praj.g_00917
OG0000632	Praw.g_01705	Praj.g_00918
OG0000633	Praw.g_01704	Praj.g_00919
OG0000634	Praw.g_01701	Praj.g_00765
OG0000635	Praw.g_01700	Praj.g_00766
OG0000636	Praw.g_01698	Praj.g_00768
OG0000637	Praw.g_01696	Praj.g_00770
OG0000638	Praw.g_01695	Praj.g_00771
OG0000639	Praw.g_01694	Praj.g_00772
OG0000640	Praw.g_01693	Praj.g_00773
OG0000641	Praw.g_01689	Praj.g_00777
OG0000642	Praw.g_01688	Praj.g_00778
OG0000643	Praw.g_01687	Praj.g_00779
OG0000644	Praw.g_01686	Praj.g_00780
OG0000645	Praw.g_01685	Praj.g_00781
OG0000646	Praw.g_01683	Praj.g_00784
OG0000647	Praw.g_01682	Praj.g_00786
OG0000648	Praw.g_01680	Praj.g_00788
OG0000649	Praw.g_01679	Praj.g_00789
OG0000650	Praw.g_01678	Praj.g_00790
OG0000651	Praw.g_01677	Praj.g_00791
OG0000652	Praw.g_01676	Praj.g_00792
OG0000653	Praw.g_01674	Praj.g_00794
OG0000654	Praw.g_01673	Praj.g_00795
OG0000655	Praw.g_01672	Praj.g_00796
OG0000656	Praw.g_01669	Praj.g_00799
OG0000657	Praw.g_01663	Praj.g_00806
OG0000658	Praw.g_01662	Praj.g_00808
OG0000659	Praw.g_01661	Praj.g_00809
OG0000660	Praw.g_01657	Praj.g_00814
OG0000661	Praw.g_01655	Praj.g_00816
OG0000662	Praw.g_01653	Praj.g_00818
OG0000663	Praw.g_01651	Praj.g_00820
OG0000664	Praw.g_01650	Praj.g_00821
OG0000665	Praw.g_01646	Praj.g_00826
OG0000666	Praw.g_01645	Praj.g_00827
OG0000667	Praw.g_01641	Praj.g_00831
OG0000668	Praw.g_01611	Praj.g_00869
OG0000669	Praw.g_01605	Praj.g_00877
OG0000670	Praw.g_01603	Praj.g_00880
OG0000671	Praw.g_01601	Praj.g_00882
OG0000672	Praw.g_01599	Praj.g_00885
OG0000673	Praw.g_01596	Praj.g_00888
OG0000674	Praw.g_01594	Praj.g_00890
OG0000675	Praw.g_01593	Praj.g_00891
OG0000676	Praw.g_01591	Praj.g_00893
OG0000677	Praw.g_01590	Praj.g_00894
OG0000678	Praw.g_01588	Praj.g_00897
OG0000679	Praw.g_01584	Praj.g_00901
OG0000680	Praw.g_01583	Praj.g_00902
OG0000681	Praw.g_01581	Praj.g_00905
OG0000682	Praw.g_01580	Praj.g_00906
OG0000683	Praw.g_01579	Praj.g_00907
OG0000684	Praw.g_01577	Praj.g_00748
OG0000685	Praw.g_01575	Praj.g_00750
OG0000686	Praw.g_01574	Praj.g_00751
OG0000687	Praw.g_01573	Praj.g_00752
OG0000688	Praw.g_01570	Praj.g_00755
OG0000689	Praw.g_01569	Praj.g_00756
OG0000690	Praw.g_01568	Praj.g_00757
OG0000691	Praw.g_01567	Praj.g_00758
OG0000692	Praw.g_01565	Praj.g_00760
OG0000693	Praw.g_01564	Praj.g_00761
OG0000694	Praw.g_01563	Praj.g_00762
OG0000695	Praw.g_01561	Praj.g_00921
OG0000696	Praw.g_01560	Praj.g_00922
OG0000697	Praw.g_01559	Praj.g_00923
OG0000698	Praw.g_01556	Praj.g_00926
OG0000699	Praw.g_01555	Praj.g_00927
OG0000700	Praw.g_01554	Praj.g_00928
OG0000701	Praw.g_01553	Praj.g_00929
OG0000702	Praw.g_01551	Praj.g_00931
OG0000703	Praw.g_01550	Praj.g_00932
OG0000704	Praw.g_01549	Praj.g_00933
OG0000705	Praw.g_01545	Praj.g_00939
OG0000706	Praw.g_01544	Praj.g_00940
OG0000707	Praw.g_01543	Praj.g_00941
OG0000708	Praw.g_01542	Praj.g_00943
OG0000709	Praw.g_01538	Praj.g_00947
OG0000710	Praw.g_01535	Praj.g_00950
OG0000711	Praw.g_01518	Praj.g_00966
OG0000712	Praw.g_01516	Praj.g_00968
OG0000713	Praw.g_01515	Praj.g_00969
OG0000714	Praw.g_01514	Praj.g_00970
OG0000715	Praw.g_01512	Praj.g_00972
OG0000716	Praw.g_01510	Praj.g_00973
OG0000717	Praw.g_01509	Praj.g_00974
OG0000718	Praw.g_01498	Praj.g_00991
OG0000719	Praw.g_01496	Praj.g_00992
OG0000720	Praw.g_01487	Praj.g_01002
OG0000721	Praw.g_01485	Praj.g_01003
OG0000722	Praw.g_01484	Praj.g_01004
OG0000723	Praw.g_01481	Praj.g_01008
OG0000724	Praw.g_01472	Praj.g_01019
OG0000725	Praw.g_01466	Praj.g_00845
OG0000726	Praw.g_01465	Praj.g_00844
OG0000727	Praw.g_01464	Praj.g_00843
OG0000728	Praw.g_01462	Praj.g_00841
OG0000729	Praw.g_01416	Praj.g_02022
OG0000730	Praw.g_00172	Praj.g_00378
OG0000731	Praw.g_00176	Praj.g_00386
OG0000732	Praw.g_00183	Praj.g_02081
OG0000733	Praw.g_00202	Praj.g_01833
OG0000734	Praw.g_00219	Praj.g_01476
OG0000735	Praw.g_00221	Praj.g_01474
OG0000736	Praw.g_00222	Praj.g_01473
OG0000737	Praw.g_00223	Praj.g_01472
OG0000738	Praw.g_00227	Praj.g_01468
OG0000739	Praw.g_00228	Praj.g_01467
OG0000740	Praw.g_00229	Praj.g_01466
OG0000741	Praw.g_00230	Praj.g_01464
OG0000742	Praw.g_00233	Praj.g_01462
OG0000743	Praw.g_00235	Praj.g_01460
OG0000744	Praw.g_00236	Praj.g_01459
OG0000745	Praw.g_00237	Praj.g_01458
OG0000746	Praw.g_00239	Praj.g_01456
OG0000747	Praw.g_00240	Praj.g_01455
OG0000748	Praw.g_00243	Praj.g_01451
OG0000749	Praw.g_00244	Praj.g_01450
OG0000750	Praw.g_00245	Praj.g_01449
OG0000751	Praw.g_00247	Praj.g_01446
OG0000752	Praw.g_00249	Praj.g_01444
OG0000753	Praw.g_00252	Praj.g_01442
OG0000754	Praw.g_00255	Praj.g_01438
OG0000755	Praw.g_00258	Praj.g_01434
OG0000756	Praw.g_00259	Praj.g_01433
OG0000757	Praw.g_00265	Praj.g_01426
OG0000758	Praw.g_00266	Praj.g_01425
OG0000759	Praw.g_00267	Praj.g_01424
OG0000760	Praw.g_00268	Praj.g_01423
OG0000761	Praw.g_00269	Praj.g_01422
OG0000762	Praw.g_00270	Praj.g_01421
OG0000763	Praw.g_00272	Praj.g_01419
OG0000764	Praw.g_00273	Praj.g_01418
OG0000765	Praw.g_00282	Praj.g_01409
OG0000766	Praw.g_00283	Praj.g_01408
OG0000767	Praw.g_00285	Praj.g_01407
OG0000768	Praw.g_00286	Praj.g_01406
OG0000769	Praw.g_00288	Praj.g_01404
OG0000770	Praw.g_00290	Praj.g_01403
OG0000771	Praw.g_00904	Praj.g_01014
OG0000772	Praw.g_00954	Praj.g_01246
OG0000773	Praw.g_00970	Praj.g_01519
OG0000774	Praw.g_00972	Praj.g_01522
OG0000775	Praw.g_00976	Praj.g_01523
OG0000776	Praw.g_00977	Praj.g_01524
OG0000777	Praw.g_00978	Praj.g_01525
OG0000778	Praw.g_00979	Praj.g_01526
OG0000779	Praw.g_00983	Praj.g_01530
OG0000780	Praw.g_00984	Praj.g_01531
OG0000781	Praw.g_00987	Praj.g_01534
OG0000782	Praw.g_00988	Praj.g_01535
OG0000783	Praw.g_00989	Praj.g_01536
OG0000784	Praw.g_00990	Praj.g_01537
OG0000785	Praw.g_00992	Praj.g_01539
OG0000786	Praw.g_00994	Praj.g_01542
OG0000787	Praw.g_00995	Praj.g_01543
OG0000788	Praw.g_01002	Praj.g_00732
OG0000789	Praw.g_01006	Praj.g_01011
OG0000790	Praw.g_01021	Praj.g_01580
OG0000791	Praw.g_01023	Praj.g_01582
OG0000792	Praw.g_01024	Praj.g_01583
OG0000793	Praw.g_01027	Praj.g_01586
OG0000794	Praw.g_01028	Praj.g_01587
OG0000795	Praw.g_01029	Praj.g_01588
OG0000796	Praw.g_01033	Praj.g_01592
OG0000797	Praw.g_01034	Praj.g_01593
OG0000799	Praw.g_01101	Praj.g_01613
OG0000800	Praw.g_01100	Praj.g_01614
OG0000801	Praw.g_01099	Praj.g_01615
OG0000802	Praw.g_01097	Praj.g_01617
OG0000803	Praw.g_01095	Praj.g_01619
OG0000804	Praw.g_01094	Praj.g_01620
OG0000805	Praw.g_01092	Praj.g_01622
OG0000806	Praw.g_01090	Praj.g_01624
OG0000807	Praw.g_01089	Praj.g_01625
OG0000808	Praw.g_01088	Praj.g_01626
OG0000809	Praw.g_01085	Praj.g_01630
OG0000810	Praw.g_01084	Praj.g_01631
OG0000811	Praw.g_01077	Praj.g_01635
OG0000812	Praw.g_01075	Praj.g_01637
OG0000813	Praw.g_00343	Praj.g_01638
OG0000814	Praw.g_00345	Praj.g_01640
OG0000815	Praw.g_00346	Praj.g_01641
OG0000816	Praw.g_00348	Praj.g_01643
OG0000817	Praw.g_00349	Praj.g_01644
OG0000818	Praw.g_00354	Praj.g_01648
OG0000819	Praw.g_00355	Praj.g_01649
OG0000820	Praw.g_00356	Praj.g_01650
OG0000821	Praw.g_00359	Praj.g_01653
OG0000822	Praw.g_00360	Praj.g_01654
OG0000823	Praw.g_00361	Praj.g_01655
OG0000824	Praw.g_00364	Praj.g_01658
OG0000825	Praw.g_00365	Praj.g_01659
OG0000826	Praw.g_00366	Praj.g_01660
OG0000827	Praw.g_00367	Praj.g_01661
OG0000828	Praw.g_00371	Praj.g_01664
OG0000829	Praw.g_00372	Praj.g_01665
OG0000830	Praw.g_00373	Praj.g_01666
OG0000831	Praw.g_00375	Praj.g_01668
OG0000832	Praw.g_00381	Praj.g_01678
OG0000833	Praw.g_00389	Praj.g_01686
OG0000834	Praw.g_00390	Praj.g_01687
OG0000835	Praw.g_00391	Praj.g_01688
OG0000836	Praw.g_00392	Praj.g_01690
OG0000837	Praw.g_00393	Praj.g_01691
OG0000838	Praw.g_00395	Praj.g_01693
OG0000839	Praw.g_00396	Praj.g_01694
OG0000840	Praw.g_00397	Praj.g_01695
OG0000841	Praw.g_00398	Praj.g_01696
OG0000842	Praw.g_00399	Praj.g_01697
OG0000843	Praw.g_00400	Praj.g_01698
OG0000844	Praw.g_00401	Praj.g_01699
OG0000845	Praw.g_00402	Praj.g_01700
OG0000846	Praw.g_00403	Praj.g_01701
OG0000847	Praw.g_00404	Praj.g_01702
OG0000848	Praw.g_00405	Praj.g_01703
OG0000849	Praw.g_00406	Praj.g_01704
OG0000850	Praw.g_00408	Praj.g_01706
OG0000851	Praw.g_00409	Praj.g_01707
OG0000852	Praw.g_00410	Praj.g_01708
OG0000853	Praw.g_00414	Praj.g_01713
OG0000854	Praw.g_00416	Praj.g_01715
OG0000855	Praw.g_00417	Praj.g_01716
OG0000856	Praw.g_00430	Praj.g_01599
OG0000857	Praw.g_00458	Praj.g_00785
OG0000858	Praw.g_00509	Praj.g_01763
OG0000859	Praw.g_00510	Praj.g_01764
OG0000860	Praw.g_00517	Praj.g_01770
OG0000861	Praw.g_00518	Praj.g_01771
OG0000862	Praw.g_00519	Praj.g_01772
OG0000863	Praw.g_00521	Praj.g_01773
OG0000864	Praw.g_00522	Praj.g_01774
OG0000865	Praw.g_00523	Praj.g_01775
OG0000866	Praw.g_00524	Praj.g_01776
OG0000867	Praw.g_00525	Praj.g_01777
OG0000868	Praw.g_00526	Praj.g_01778
OG0000869	Praw.g_00530	Praj.g_01781
OG0000870	Praw.g_00535	Praj.g_01786
OG0000871	Praw.g_00536	Praj.g_01787
OG0000872	Praw.g_00537	Praj.g_01788
OG0000873	Praw.g_00540	Praj.g_01791
OG0000874	Praw.g_00543	Praj.g_01794
OG0000875	Praw.g_00544	Praj.g_01796
OG0000876	Praw.g_00545	Praj.g_01797
OG0000877	Praw.g_00547	Praj.g_01799
OG0000878	Praw.g_00548	Praj.g_01800
OG0000879	Praw.g_00549	Praj.g_01801
OG0000880	Praw.g_00550	Praj.g_01802
OG0000881	Praw.g_00554	Praj.g_01805
OG0000882	Praw.g_00559	Praj.g_01810
OG0000883	Praw.g_00561	Praj.g_01812
OG0000884	Praw.g_00563	Praj.g_01814
OG0000885	Praw.g_00564	Praj.g_01815
OG0000886	Praw.g_00565	Praj.g_01816
OG0000887	Praw.g_00566	Praj.g_01817
OG0000888	Praw.g_00568	Praj.g_01819
OG0000889	Praw.g_00570	Praj.g_01821
OG0000890	Praw.g_00571	Praj.g_01822
OG0000891	Praw.g_00572	Praj.g_01823
OG0000892	Praw.g_01921	Praj.g_01825
OG0000893	Praw.g_01917	Praj.g_01868
OG0000894	Praw.g_01915	Praj.g_01871
OG0000895	Praw.g_01912	Praj.g_01874
OG0000896	Praw.g_01911	Praj.g_01875
OG0000897	Praw.g_01909	Praj.g_01877
OG0000898	Praw.g_01908	Praj.g_01878
OG0000899	Praw.g_01907	Praj.g_01879
OG0000900	Praw.g_01906	Praj.g_01880
OG0000901	Praw.g_01903	Praj.g_01883
OG0000902	Praw.g_01901	Praj.g_01885
OG0000903	Praw.g_01898	Praj.g_01894
OG0000904	Praw.g_01896	Praj.g_01889
OG0000905	Praw.g_01892	Praj.g_01887
OG0000906	Praw.g_01891	Praj.g_01886
OG0000907	Praw.g_00138	Praj.g_01909
OG0000908	Praw.g_00135	Praj.g_01912
OG0000909	Praw.g_00134	Praj.g_01913
OG0000910	Praw.g_00133	Praj.g_01914
OG0000911	Praw.g_00131	Praj.g_01916
OG0000912	Praw.g_00130	Praj.g_01917
OG0000913	Praw.g_00129	Praj.g_01918
OG0000914	Praw.g_00128	Praj.g_01919
OG0000915	Praw.g_00127	Praj.g_01920
OG0000916	Praw.g_00126	Praj.g_01921
OG0000917	Praw.g_00125	Praj.g_01922
OG0000918	Praw.g_00124	Praj.g_01923
OG0000919	Praw.g_00123	Praj.g_01924
OG0000920	Praw.g_00122	Praj.g_01925
OG0000921	Praw.g_00121	Praj.g_01926
OG0000922	Praw.g_00120	Praj.g_01927
OG0000923	Praw.g_00116	Praj.g_01931
OG0000924	Praw.g_00115	Praj.g_01932
OG0000925	Praw.g_00114	Praj.g_01933
OG0000926	Praw.g_00113	Praj.g_01934
OG0000927	Praw.g_00111	Praj.g_01936
OG0000928	Praw.g_00110	Praj.g_01937
OG0000929	Praw.g_00109	Praj.g_01938
OG0000930	Praw.g_00108	Praj.g_01939
OG0000931	Praw.g_00107	Praj.g_01940
OG0000932	Praw.g_00106	Praj.g_01941
OG0000933	Praw.g_00102	Praj.g_01945
OG0000934	Praw.g_00100	Praj.g_01947
OG0000935	Praw.g_00099	Praj.g_01948
OG0000936	Praw.g_00098	Praj.g_01949
OG0000937	Praw.g_00097	Praj.g_01950
OG0000938	Praw.g_00095	Praj.g_01953
OG0000939	Praw.g_00094	Praj.g_01954
OG0000940	Praw.g_00087	Praj.g_01961
OG0000941	Praw.g_00085	Praj.g_01963
OG0000942	Praw.g_00083	Praj.g_01965
OG0000943	Praw.g_00082	Praj.g_01966
OG0000944	Praw.g_00081	Praj.g_01968
OG0000945	Praw.g_00080	Praj.g_01969
OG0000946	Praw.g_00076	Praj.g_01975
OG0000947	Praw.g_00074	Praj.g_01977
OG0000948	Praw.g_00073	Praj.g_01978
OG0000949	Praw.g_00070	Praj.g_01981
OG0000950	Praw.g_00065	Praj.g_01986
OG0000951	Praw.g_00061	Praj.g_01990
OG0000952	Praw.g_00057	Praj.g_01994
OG0000953	Praw.g_00054	Praj.g_01998
OG0000954	Praw.g_00050	Praj.g_02002
OG0000955	Praw.g_00049	Praj.g_02003
OG0000956	Praw.g_00047	Praj.g_02005
OG0000957	Praw.g_00041	Praj.g_02010
OG0000958	Praw.g_00040	Praj.g_02011
OG0000959	Praw.g_00036	Praj.g_02015
OG0000960	Praw.g_00035	Praj.g_02016
OG0000961	Praw.g_00033	Praj.g_02019
OG0000962	Praw.g_00031	Praj.g_02021
OG0000963	Praw.g_00027	Praj.g_02026
OG0000964	Praw.g_00026	Praj.g_02027
OG0000965	Praw.g_00025	Praj.g_02028
OG0000966	Praw.g_00018	Praj.g_02059
OG0000967	Praw.g_00014	Praj.g_02063
OG0000968	Praw.g_00012	Praj.g_02065
OG0000969	Praw.g_00011	Praj.g_02066
OG0000970	Praw.g_00010	Praj.g_02067
OG0000971	Praw.g_00009	Praj.g_02068
OG0000972	Praw.g_00008	Praj.g_02069
OG0000973	Praw.g_00007	Praj.g_02070
OG0000974	Praw.g_00006	Praj.g_02071
OG0000975	Praw.g_00005	Praj.g_02072
OG0000976	Praw.g_00004	Praj.g_02073
OG0000977	Praw.g_00003	Praj.g_02074
OG0000978	Praw.g_00002	Praj.g_02075
OG0000979	Praw.g_01192	Praj.g_02078
OG0000980	Praw.g_01190	Praj.g_02080
OG0000981	Praw.g_01188	Praj.g_02083
OG0000982	Praw.g_01186	Praj.g_02085
OG0000983	Praw.g_01185	Praj.g_02086
OG0000984	Praw.g_01184	Praj.g_02087
OG0000985	Praw.g_01181	Praj.g_02090
OG0000986	Praw.g_01179	Praj.g_02092
OG0000987	Praw.g_01178	Praj.g_02093
OG0000988	Praw.g_01175	Praj.g_02096
OG0000989	Praw.g_01171	Praj.g_02100
OG0000990	Praw.g_01168	Praj.g_02105
OG0000991	Praw.g_01167	Praj.g_02106
OG0000992	Praw.g_01165	Praj.g_02109
OG0000993	Praw.g_01164	Praj.g_02110
OG0000994	Praw.g_01163	Praj.g_02111
OG0000995	Praw.g_01159	Praj.g_02115
OG0000996	Praw.g_01158	Praj.g_02116
OG0000997	Praw.g_01157	Praj.g_02124
OG0000998	Praw.g_01155	Praj.g_02126
OG0000999	Praw.g_01154	Praj.g_02127
OG0001000	Praw.g_01151	Praj.g_02130, Praj.g_02131
OG0001001	Praw.g_01149	Praj.g_02134
OG0001002	Praw.g_01145	Praj.g_02139
OG0001003	Praw.g_01144	Praj.g_02141
OG0001004	Praw.g_01143	Praj.g_02142
OG0001005	Praw.g_01142	Praj.g_02143
OG0001006	Praw.g_01138	Praj.g_02147
OG0001007	Praw.g_01136	Praj.g_02149
OG0001008	Praw.g_00710	Praj.g_00431
OG0001009	Praw.g_01401	Praj.g_00027
OG0001010	Praw.g_01400	Praj.g_00028
OG0001011	Praw.g_01399	Praj.g_00029
OG0001012	Praw.g_01385	Praj.g_00047
OG0001013	Praw.g_01380	Praj.g_00052
OG0001014	Praw.g_01377	Praj.g_00055
OG0001015	Praw.g_01376	Praj.g_00056
OG0001016	Praw.g_01361	Praj.g_00111
OG0001017	Praw.g_01357	Praj.g_00115
OG0001018	Praw.g_01354	Praj.g_00118
OG0001019	Praw.g_01345	Praj.g_00127
OG0001020	Praw.g_01344	Praj.g_00128
OG0001021	Praw.g_01343	Praj.g_00129
OG0001022	Praw.g_01341	Praj.g_00132
OG0001023	Praw.g_01340	Praj.g_00133
OG0001024	Praw.g_01337	Praj.g_00136
OG0001025	Praw.g_01331	Praj.g_00143
OG0001026	Praw.g_01324	Praj.g_00151
OG0001027	Praw.g_01323	Praj.g_00152
OG0001028	Praw.g_01321	Praj.g_00154
OG0001029	Praw.g_01320	Praj.g_00156
OG0001030	Praw.g_01305	Praj.g_00172
OG0001031	Praw.g_01249	Praj.g_00226
OG0001032	Praw.g_01248	Praj.g_00227
OG0001033	Praw.g_01227	Praj.g_00247
OG0001034	Praw.g_01199	Praj.g_00276
OG0001035	Praw.g_00879	Praj.g_00293
OG0001036	Praw.g_00875	Praj.g_00297
OG0001037	Praw.g_00874	Praj.g_00298
OG0001038	Praw.g_00856	Praj.g_00314
OG0001039	Praw.g_00853	Praj.g_00316
OG0001040	Praw.g_00851	Praj.g_00319
OG0001041	Praw.g_00847	Praj.g_00323
OG0001042	Praw.g_00830	Praj.g_00339
OG0001043	Praw.g_00829	Praj.g_00340
OG0001044	Praw.g_00797	Praj.g_00379
OG0001045	Praw.g_00789	Praj.g_00388
OG0001046	Praw.g_00754	Praj.g_01081
OG0001047	Praw.g_00708	Praj.g_00433
OG0001048	Praw.g_00707	Praj.g_00434
OG0001049	Praw.g_00705	Praj.g_00436
OG0001050	Praw.g_00704	Praj.g_00437
OG0001051	Praw.g_00703	Praj.g_00438
OG0001052	Praw.g_00676	Praj.g_00464
OG0001053	Praw.g_00665	Praj.g_00476
OG0001054	Praw.g_00650	Praj.g_00490
OG0001055	Praw.g_00631	Praj.g_00509
OG0001056	Praw.g_00612	Praj.g_00527
OG0001057	Praw.g_00607	Praj.g_00532
OG0001058	Praw.g_00599	Praj.g_00540
OG0001059	Praw.g_00595	Praj.g_00544
OG0001060	Praw.g_00588	Praj.g_00551
OG0001061	Praw.g_00575	Praj.g_00564
OG0001062	Praw.g_01923	Praj.g_00566
OG0001063	Praw.g_01925	Praj.g_00567
OG0001064	Praw.g_01926	Praj.g_00568
OG0001065	Praw.g_01927	Praj.g_00569
OG0001066	Praw.g_01928	Praj.g_00570
OG0001067	Praw.g_01929	Praj.g_00571
OG0001068	Praw.g_01930	Praj.g_00572
OG0001069	Praw.g_01931	Praj.g_00573
OG0001070	Praw.g_01934	Praj.g_00575
OG0001071	Praw.g_01935	Praj.g_00576
OG0001073	Praw.g_00140	Praj.g_00591
OG0001074	Praw.g_00151	Praj.g_00603
OG0001075	Praw.g_00152	Praj.g_00604
OG0001076	Praw.g_00160	Praj.g_00611
OG0001077	Praw.g_00164	Praj.g_00616
OG0001078	Praw.g_01886	Praj.g_00624
OG0001079	Praw.g_01875	Praj.g_00635
OG0001080	Praw.g_01869	Praj.g_00641
OG0001081	Praw.g_01867	Praj.g_00643
OG0001082	Praw.g_01866	Praj.g_00644
OG0001083	Praw.g_01861	Praj.g_00649
OG0001084	Praw.g_01860	Praj.g_00650
OG0001085	Praw.g_01852	Praj.g_00660
OG0001086	Praw.g_01851	Praj.g_00661
OG0001087	Praw.g_01834	Praj.g_00681
OG0001088	Praw.g_01833	Praj.g_00682
OG0001089	Praw.g_01825	Praj.g_00690
OG0001090	Praw.g_01808	Praj.g_00699
OG0001091	Praw.g_01806	Praj.g_00701
OG0001092	Praw.g_01805	Praj.g_00702
OG0001093	Praw.g_01800	Praj.g_00707
OG0001094	Praw.g_01703	Praj.g_00763
OG0001095	Praw.g_01684	Praj.g_00782
OG0001096	Praw.g_01671	Praj.g_00797
OG0001097	Praw.g_01654	Praj.g_00817
OG0001098	Praw.g_01639	Praj.g_00835
OG0001099	Praw.g_01608	Praj.g_00872
OG0001100	Praw.g_01604	Praj.g_00879
OG0001101	Praw.g_01602	Praj.g_00881
OG0001102	Praw.g_01600	Praj.g_00884
OG0001103	Praw.g_01598	Praj.g_00886
OG0001104	Praw.g_01576	Praj.g_00749
OG0001105	Praw.g_01572	Praj.g_00753
OG0001106	Praw.g_01548	Praj.g_00934
OG0001107	Praw.g_01541	Praj.g_00944
OG0001108	Praw.g_01537	Praj.g_00948
OG0001109	Praw.g_01536	Praj.g_00949
OG0001110	Praw.g_01534	Praj.g_00951
OG0001111	Praw.g_01533	Praj.g_00952
OG0001112	Praw.g_01532	Praj.g_00953
OG0001113	Praw.g_01531	Praj.g_00954
OG0001114	Praw.g_01530	Praj.g_00955
OG0001115	Praw.g_01528	Praj.g_00957
OG0001116	Praw.g_01527	Praj.g_00958
OG0001117	Praw.g_01526	Praj.g_00959
OG0001118	Praw.g_01525	Praj.g_00960
OG0001119	Praw.g_01524	Praj.g_00961
OG0001120	Praw.g_01522	Praj.g_00963
OG0001121	Praw.g_00199, Praw.g_01519	Praj.g_01563
OG0001122	Praw.g_01495	Praj.g_00993
OG0001123	Praw.g_01491	Praj.g_00997
OG0001124	Praw.g_01489	Praj.g_00999
OG0001125	Praw.g_01488	Praj.g_01001
OG0001126	Praw.g_01478	Praj.g_01012
OG0001127	Praw.g_01477	Praj.g_01013
OG0001128	Praw.g_01475	Praj.g_01016
OG0001129	Praw.g_01474	Praj.g_01017
OG0001130	Praw.g_01473	Praj.g_01018
OG0001131	Praw.g_01437	Praj.g_00852
OG0001132	Praw.g_01427	Praj.g_01063
OG0001133	Praw.g_00187	Praj.g_01040
OG0001134	Praw.g_00201	Praj.g_01832
OG0001135	Praw.g_00204	Praj.g_01835
OG0001136	Praw.g_00231	Praj.g_01463
OG0001137	Praw.g_00242	Praj.g_01452
OG0001138	Praw.g_00260	Praj.g_01432
OG0001139	Praw.g_00261	Praj.g_01430
OG0001140	Praw.g_00262	Praj.g_01429
OG0001141	Praw.g_00263	Praj.g_01428
OG0001142	Praw.g_00264	Praj.g_01427
OG0001143	Praw.g_00271	Praj.g_01420
OG0001144	Praw.g_00276	Praj.g_01415
OG0001145	Praw.g_00971	Praj.g_01520
OG0001146	Praw.g_00985	Praj.g_01532
OG0001147	Praw.g_01001	Praj.g_01550
