Orthogroup	Praw	Prat
OG0000581	Praw.g_00141	Prat.g_00568
OG0000582	Praw.g_00144	Prat.g_00571
OG0000583	Praw.g_00145	Prat.g_00572
OG0000584	Praw.g_00146	Prat.g_00573
OG0000585	Praw.g_00148	Prat.g_00575
OG0000586	Praw.g_00149	Prat.g_00576
OG0000587	Praw.g_00150	Prat.g_00577
OG0000588	Praw.g_00154	Prat.g_00582
OG0000589	Praw.g_00157	Prat.g_00584
OG0000590	Praw.g_00158	Prat.g_00585
OG0000591	Praw.g_00161	Prat.g_00589
OG0000592	Praw.g_00162	Prat.g_00590
OG0000593	Praw.g_00168	Prat.g_01094
OG0000594	Praw.g_00169	Prat.g_01093
OG0000595	Praw.g_01888	Prat.g_01091
OG0000596	Praw.g_01884	Prat.g_01087
OG0000597	Praw.g_01882	Prat.g_01084
OG0000598	Praw.g_01881	Prat.g_01083
OG0000599	Praw.g_01878	Prat.g_01080
OG0000600	Praw.g_01877	Prat.g_01079
OG0000601	Praw.g_01876	Prat.g_01078
OG0000602	Praw.g_01874	Prat.g_01076
OG0000603	Praw.g_01873	Prat.g_01075
OG0000604	Praw.g_01872	Prat.g_01074
OG0000605	Praw.g_01871	Prat.g_01073
OG0000606	Praw.g_01868	Prat.g_01070
OG0000607	Praw.g_01865	Prat.g_01067
OG0000608	Praw.g_01864	Prat.g_01066
OG0000609	Praw.g_01863	Prat.g_01065
OG0000610	Praw.g_01858	Prat.g_01059
OG0000611	Praw.g_01855	Prat.g_01056
OG0000612	Praw.g_01854	Prat.g_01055
OG0000613	Praw.g_01849	Prat.g_00747
OG0000614	Praw.g_01830	Prat.g_00767
OG0000615	Praw.g_01822	Prat.g_00777
OG0000616	Praw.g_01818	Prat.g_01882
OG0000617	Praw.g_01803	Prat.g_00797
OG0000618	Praw.g_01802	Prat.g_00798
OG0000619	Praw.g_01801	Prat.g_00799
OG0000620	Praw.g_01798	Prat.g_00802
OG0000621	Praw.g_01797	Prat.g_00803
OG0000622	Praw.g_01796	Prat.g_00804
OG0000623	Praw.g_01795	Prat.g_00805
OG0000624	Praw.g_01794	Prat.g_00807
OG0000625	Praw.g_01793	Prat.g_00808
OG0000626	Praw.g_01792	Prat.g_00809
OG0000627	Praw.g_01791	Prat.g_00811
OG0000628	Praw.g_01790	Prat.g_00812
OG0000629	Praw.g_01789	Prat.g_00813
OG0000630	Praw.g_01786	Prat.g_00816
OG0000631	Praw.g_01706	Prat.g_00865
OG0000632	Praw.g_01705	Prat.g_00866
OG0000633	Praw.g_01704	Prat.g_00867
OG0000634	Praw.g_01701	Prat.g_01041
OG0000635	Praw.g_01700	Prat.g_01040
OG0000636	Praw.g_01698	Prat.g_01038
OG0000637	Praw.g_01696	Prat.g_01036
OG0000638	Praw.g_01695	Prat.g_01035
OG0000639	Praw.g_01694	Prat.g_01034
OG0000640	Praw.g_01693	Prat.g_01033
OG0000641	Praw.g_01689	Prat.g_01029
OG0000642	Praw.g_01688	Prat.g_01028
OG0000643	Praw.g_01687	Prat.g_01027
OG0000644	Praw.g_01686	Prat.g_01026
OG0000645	Praw.g_01685	Prat.g_01025
OG0000646	Praw.g_01683	Prat.g_01023
OG0000647	Praw.g_01682	Prat.g_01021
OG0000648	Praw.g_01680	Prat.g_01019
OG0000649	Praw.g_01679	Prat.g_01018
OG0000650	Praw.g_01678	Prat.g_01017
OG0000651	Praw.g_01677	Prat.g_01016
OG0000652	Praw.g_01676	Prat.g_01015
OG0000653	Praw.g_01674	Prat.g_01013
OG0000654	Praw.g_01673	Prat.g_01012
OG0000655	Praw.g_01672	Prat.g_01011
OG0000656	Praw.g_01669	Prat.g_01008
OG0000657	Praw.g_01663	Prat.g_01002
OG0000658	Praw.g_01662	Prat.g_01001
OG0000659	Praw.g_01661	Prat.g_01000
OG0000660	Praw.g_01657	Prat.g_00996
OG0000661	Praw.g_01655	Prat.g_00994
OG0000662	Praw.g_01653	Prat.g_00992
OG0000663	Praw.g_01651	Prat.g_00990
OG0000664	Praw.g_01650	Prat.g_00989
OG0000665	Praw.g_01646	Prat.g_00983
OG0000666	Praw.g_01645	Prat.g_00982
OG0000667	Praw.g_01641	Prat.g_00978
OG0000668	Praw.g_01611	Prat.g_00694
OG0000669	Praw.g_01605	Prat.g_00705
OG0000670	Praw.g_01603	Prat.g_00708
OG0000671	Praw.g_01601	Prat.g_00710
OG0000672	Praw.g_01599	Prat.g_00713
OG0000673	Praw.g_01596	Prat.g_00717
OG0000674	Praw.g_01594	Prat.g_00719
OG0000675	Praw.g_01593	Prat.g_00720
OG0000676	Praw.g_01591	Prat.g_00722
OG0000677	Praw.g_01590	Prat.g_00723
OG0000678	Praw.g_01588	Prat.g_00725
OG0000679	Praw.g_01584	Prat.g_00730
OG0000680	Praw.g_01583	Prat.g_00731
OG0000681	Praw.g_01581	Prat.g_00734
OG0000682	Praw.g_01580	Prat.g_00735
OG0000683	Praw.g_01579	Prat.g_00736
OG0000684	Praw.g_01577	Prat.g_00738
OG0000685	Praw.g_01575	Prat.g_00740
OG0000686	Praw.g_01574	Prat.g_00741
OG0000687	Praw.g_01573	Prat.g_00742
OG0000688	Praw.g_01570	Prat.g_01051
OG0000689	Praw.g_01569	Prat.g_01050
OG0000690	Praw.g_01568	Prat.g_01049
OG0000691	Praw.g_01567	Prat.g_01048
OG0000692	Praw.g_01565	Prat.g_01046
OG0000693	Praw.g_01564	Prat.g_01045
OG0000694	Praw.g_01563	Prat.g_01044
OG0000695	Praw.g_01561	Prat.g_00869
OG0000696	Praw.g_01560	Prat.g_00870
OG0000697	Praw.g_01559	Prat.g_00871
OG0000698	Praw.g_01556	Prat.g_00874
OG0000699	Praw.g_01555	Prat.g_00876
OG0000700	Praw.g_01554	Prat.g_00877
OG0000701	Praw.g_01553	Prat.g_00878
OG0000702	Praw.g_01551	Prat.g_00880
OG0000703	Praw.g_01550	Prat.g_00881
OG0000704	Praw.g_01549	Prat.g_00883
OG0000705	Praw.g_01545	Prat.g_00889
OG0000706	Praw.g_01544	Prat.g_00890
OG0000707	Praw.g_01543	Prat.g_00891
OG0000708	Praw.g_01542	Prat.g_00893
OG0000709	Praw.g_01538	Prat.g_00897
OG0000710	Praw.g_01535	Prat.g_00900
OG0000711	Praw.g_01518	Prat.g_00916
OG0000712	Praw.g_01516	Prat.g_00917
OG0000713	Praw.g_01515	Prat.g_00918
OG0000714	Praw.g_01514	Prat.g_00919
OG0000715	Praw.g_01512	Prat.g_00921
OG0000716	Praw.g_01510	Prat.g_00923
OG0000717	Praw.g_01509	Prat.g_00924
OG0000718	Praw.g_01498	Prat.g_00929
OG0000719	Praw.g_01496	Prat.g_00931
OG0000720	Praw.g_01487	Prat.g_00942
OG0000721	Praw.g_01485	Prat.g_00946
OG0000722	Praw.g_01484	Prat.g_00947
OG0000723	Praw.g_01481	Prat.g_00951
OG0000724	Praw.g_01472	Prat.g_00960
OG0000725	Praw.g_01466	Prat.g_00966
OG0000726	Praw.g_01465	Prat.g_00967
OG0000727	Praw.g_01464	Prat.g_00968
OG0000728	Praw.g_01462	Prat.g_00970
OG0000729	Praw.g_01416	Prat.g_01214
OG0000730	Praw.g_00172	Prat.g_01199
OG0000731	Praw.g_00176	Prat.g_00354
OG0000732	Praw.g_00183	Prat.g_01831
OG0000733	Praw.g_00202	Prat.g_01560
OG0000734	Praw.g_00219	Prat.g_01171
OG0000735	Praw.g_00221	Prat.g_01169
OG0000736	Praw.g_00222	Prat.g_01168
OG0000737	Praw.g_00223	Prat.g_01167
OG0000738	Praw.g_00227	Prat.g_01163
OG0000739	Praw.g_00228	Prat.g_01162
OG0000740	Praw.g_00229	Prat.g_01161
OG0000741	Praw.g_00230	Prat.g_01159
OG0000742	Praw.g_00233	Prat.g_01157
OG0000743	Praw.g_00235	Prat.g_01155
OG0000744	Praw.g_00236	Prat.g_01154
OG0000745	Praw.g_00237	Prat.g_01153
OG0000746	Praw.g_00239	Prat.g_01151
OG0000747	Praw.g_00240	Prat.g_01150
OG0000748	Praw.g_00243	Prat.g_01146
OG0000749	Praw.g_00244	Prat.g_01145
OG0000750	Praw.g_00245	Prat.g_01144
OG0000751	Praw.g_00247	Prat.g_01141
OG0000752	Praw.g_00249	Prat.g_01139
OG0000753	Praw.g_00252	Prat.g_01136
OG0000754	Praw.g_00255	Prat.g_01134
OG0000755	Praw.g_00258	Prat.g_01128
OG0000756	Praw.g_00259	Prat.g_01127
OG0000757	Praw.g_00265	Prat.g_01121
OG0000758	Praw.g_00266	Prat.g_01120
OG0000759	Praw.g_00267	Prat.g_01119
OG0000760	Praw.g_00268	Prat.g_01118
OG0000761	Praw.g_00269	Prat.g_01117
OG0000762	Praw.g_00270	Prat.g_01116
OG0000763	Praw.g_00272	Prat.g_01114
OG0000764	Praw.g_00273	Prat.g_01113
OG0000765	Praw.g_00282	Prat.g_01104
OG0000766	Praw.g_00283	Prat.g_01103
OG0000767	Praw.g_00285	Prat.g_01101
OG0000768	Praw.g_00286	Prat.g_01100
OG0000769	Praw.g_00288	Prat.g_01098
OG0000770	Praw.g_00290	Prat.g_00594
OG0000771	Praw.g_00904	Prat.g_01509
OG0000772	Praw.g_00954	Prat.g_00626
OG0000773	Praw.g_00970	Prat.g_01240
OG0000774	Praw.g_00972	Prat.g_01242
OG0000775	Praw.g_00976	Prat.g_01244
OG0000776	Praw.g_00977	Prat.g_01245
OG0000777	Praw.g_00978	Prat.g_01246
OG0000778	Praw.g_00979	Prat.g_01247
OG0000779	Praw.g_00983	Prat.g_01251
OG0000780	Praw.g_00984	Prat.g_01252
OG0000781	Praw.g_00987	Prat.g_01255
OG0000782	Praw.g_00988	Prat.g_01256
OG0000783	Praw.g_00989	Prat.g_01257
OG0000784	Praw.g_00990	Prat.g_01258
OG0000785	Praw.g_00992	Prat.g_01260
OG0000786	Praw.g_00994	Prat.g_01263
OG0000787	Praw.g_00995	Prat.g_01264
OG0000788	Praw.g_01002	Prat.g_01471
OG0000789	Praw.g_01006	Prat.g_01455
OG0000790	Praw.g_01021	Prat.g_01296
OG0000791	Praw.g_01023	Prat.g_01298
OG0000792	Praw.g_01024	Prat.g_01299
OG0000793	Praw.g_01027	Prat.g_01302
OG0000794	Praw.g_01028	Prat.g_01303
OG0000795	Praw.g_01029	Prat.g_01304
OG0000796	Praw.g_01033	Prat.g_01308
OG0000797	Praw.g_01034	Prat.g_01309
OG0000799	Praw.g_01101	Prat.g_01333
OG0000800	Praw.g_01100	Prat.g_01334
OG0000801	Praw.g_01099	Prat.g_01335
OG0000802	Praw.g_01097	Prat.g_01337
OG0000803	Praw.g_01095	Prat.g_01339
OG0000804	Praw.g_01094	Prat.g_01340
OG0000805	Praw.g_01092	Prat.g_01342
OG0000806	Praw.g_01090	Prat.g_01344
OG0000807	Praw.g_01089	Prat.g_01345
OG0000808	Praw.g_01088	Prat.g_01346
OG0000809	Praw.g_01085	Prat.g_01350
OG0000810	Praw.g_01084	Prat.g_01351
OG0000811	Praw.g_01077	Prat.g_01356
OG0000812	Praw.g_01075	Prat.g_01358
OG0000813	Praw.g_00343	Prat.g_01359
OG0000814	Praw.g_00345	Prat.g_01361
OG0000815	Praw.g_00346	Prat.g_01362
OG0000816	Praw.g_00348	Prat.g_01364
OG0000817	Praw.g_00349	Prat.g_01365
OG0000818	Praw.g_00354	Prat.g_01370
OG0000819	Praw.g_00355	Prat.g_01371
OG0000820	Praw.g_00356	Prat.g_01372
OG0000821	Praw.g_00359	Prat.g_01378
OG0000822	Praw.g_00360	Prat.g_01379
OG0000823	Praw.g_00361	Prat.g_01380
OG0000824	Praw.g_00364	Prat.g_01383
OG0000825	Praw.g_00365	Prat.g_01384
OG0000826	Praw.g_00366	Prat.g_01385
OG0000827	Praw.g_00367	Prat.g_01386
OG0000828	Praw.g_00371	Prat.g_01389
OG0000829	Praw.g_00372	Prat.g_01390
OG0000830	Praw.g_00373	Prat.g_01391
OG0000831	Praw.g_00375	Prat.g_01393
OG0000832	Praw.g_00381	Prat.g_01405
OG0000833	Praw.g_00389	Prat.g_01414
OG0000834	Praw.g_00390	Prat.g_01415
OG0000835	Praw.g_00391	Prat.g_01416
OG0000836	Praw.g_00392	Prat.g_01417
OG0000837	Praw.g_00393	Prat.g_01418
OG0000838	Praw.g_00395	Prat.g_01421
OG0000839	Praw.g_00396	Prat.g_01422
OG0000840	Praw.g_00397	Prat.g_01423
OG0000841	Praw.g_00398	Prat.g_01424
OG0000842	Praw.g_00399	Prat.g_01425
OG0000843	Praw.g_00400	Prat.g_01426
OG0000844	Praw.g_00401	Prat.g_01427
OG0000845	Praw.g_00402	Prat.g_01428
OG0000846	Praw.g_00403	Prat.g_01429
OG0000847	Praw.g_00404	Prat.g_01430
OG0000848	Praw.g_00405	Prat.g_01431
OG0000849	Praw.g_00406	Prat.g_01432
OG0000850	Praw.g_00408	Prat.g_01434
OG0000851	Praw.g_00409	Prat.g_01435
OG0000852	Praw.g_00410	Prat.g_01436
OG0000853	Praw.g_00414	Prat.g_01441
OG0000854	Praw.g_00416	Prat.g_01443
OG0000855	Praw.g_00417	Prat.g_01444
OG0000856	Praw.g_00430	Prat.g_01457
OG0000857	Praw.g_00458	Prat.g_01022
OG0000858	Praw.g_00509	Prat.g_01585
OG0000859	Praw.g_00510	Prat.g_01586
OG0000860	Praw.g_00517	Prat.g_01594
OG0000861	Praw.g_00518	Prat.g_01595
OG0000862	Praw.g_00519	Prat.g_01596
OG0000863	Praw.g_00521	Prat.g_01598
OG0000864	Praw.g_00522	Prat.g_01599
OG0000865	Praw.g_00523	Prat.g_01600
OG0000866	Praw.g_00524	Prat.g_01601
OG0000867	Praw.g_00525	Prat.g_01602
OG0000868	Praw.g_00526	Prat.g_01603
OG0000869	Praw.g_00530	Prat.g_01606
OG0000870	Praw.g_00535	Prat.g_01611
OG0000871	Praw.g_00536	Prat.g_01612
OG0000872	Praw.g_00537	Prat.g_01613
OG0000873	Praw.g_00540	Prat.g_01616
OG0000874	Praw.g_00543	Prat.g_01619
OG0000875	Praw.g_00544	Prat.g_01621
OG0000876	Praw.g_00545	Prat.g_01622
OG0000877	Praw.g_00547	Prat.g_01624
OG0000878	Praw.g_00548	Prat.g_01625
OG0000879	Praw.g_00549	Prat.g_01626
OG0000880	Praw.g_00550	Prat.g_01627
OG0000881	Praw.g_00554	Prat.g_01631
OG0000882	Praw.g_00559	Prat.g_01636
OG0000883	Praw.g_00561	Prat.g_01639
OG0000884	Praw.g_00563	Prat.g_01641
OG0000885	Praw.g_00564	Prat.g_01642
OG0000886	Praw.g_00565	Prat.g_01643
OG0000887	Praw.g_00566	Prat.g_01644
OG0000888	Praw.g_00568	Prat.g_01646
OG0000889	Praw.g_00570	Prat.g_01648
OG0000890	Praw.g_00571	Prat.g_01649
OG0000891	Praw.g_00572	Prat.g_01650
OG0000892	Praw.g_01921	Prat.g_01652
OG0000893	Praw.g_01917	Prat.g_01655
OG0000894	Praw.g_01915	Prat.g_01658
OG0000895	Praw.g_01912	Prat.g_01662
OG0000896	Praw.g_01911	Prat.g_01663
OG0000897	Praw.g_01909	Prat.g_01665
OG0000898	Praw.g_01908	Prat.g_01666
OG0000899	Praw.g_01907	Prat.g_01667
OG0000900	Praw.g_01906	Prat.g_01668
OG0000901	Praw.g_01903	Prat.g_01671
OG0000902	Praw.g_01901	Prat.g_01673
OG0000903	Praw.g_01898	Prat.g_01677
OG0000904	Praw.g_01896	Prat.g_01682
OG0000905	Praw.g_01892	Prat.g_01675
OG0000906	Praw.g_01891	Prat.g_01674
OG0000907	Praw.g_00138	Prat.g_01684
OG0000908	Praw.g_00135	Prat.g_01687
OG0000909	Praw.g_00134	Prat.g_01688
OG0000910	Praw.g_00133	Prat.g_01689
OG0000911	Praw.g_00131	Prat.g_01691
OG0000912	Praw.g_00130	Prat.g_01692
OG0000913	Praw.g_00129	Prat.g_01693
OG0000914	Praw.g_00128	Prat.g_01694
OG0000915	Praw.g_00127	Prat.g_01695
OG0000916	Praw.g_00126	Prat.g_01696
OG0000917	Praw.g_00125	Prat.g_01697
OG0000918	Praw.g_00124	Prat.g_01698
OG0000919	Praw.g_00123	Prat.g_01699
OG0000920	Praw.g_00122	Prat.g_01700
OG0000921	Praw.g_00121	Prat.g_01701
OG0000922	Praw.g_00120	Prat.g_01702
OG0000923	Praw.g_00116	Prat.g_01706
OG0000924	Praw.g_00115	Prat.g_01707
OG0000925	Praw.g_00114	Prat.g_01708
OG0000926	Praw.g_00113	Prat.g_01709
OG0000927	Praw.g_00111	Prat.g_01711
OG0000928	Praw.g_00110	Prat.g_01712
OG0000929	Praw.g_00109	Prat.g_01713
OG0000930	Praw.g_00108	Prat.g_01714
OG0000931	Praw.g_00107	Prat.g_01715
OG0000932	Praw.g_00106	Prat.g_01327
OG0000933	Praw.g_00102	Prat.g_01719
OG0000934	Praw.g_00100	Prat.g_01721
OG0000935	Praw.g_00099	Prat.g_01722
OG0000936	Praw.g_00098	Prat.g_01723
OG0000937	Praw.g_00097	Prat.g_01724
OG0000938	Praw.g_00095	Prat.g_01727
OG0000939	Praw.g_00094	Prat.g_01728
OG0000940	Praw.g_00087	Prat.g_01735
OG0000941	Praw.g_00085	Prat.g_01737
OG0000942	Praw.g_00083	Prat.g_01739
OG0000943	Praw.g_00082	Prat.g_01740
OG0000944	Praw.g_00081	Prat.g_01742
OG0000945	Praw.g_00080	Prat.g_01744
OG0000946	Praw.g_00076	Prat.g_01748
OG0000947	Praw.g_00074	Prat.g_01750
OG0000948	Praw.g_00073	Prat.g_01751
OG0000949	Praw.g_00070	Prat.g_01754
OG0000950	Praw.g_00065	Prat.g_01760
OG0000951	Praw.g_00061	Prat.g_01764
OG0000952	Praw.g_00057	Prat.g_01768
OG0000953	Praw.g_00054	Prat.g_01772
OG0000954	Praw.g_00050	Prat.g_01777
OG0000955	Praw.g_00049	Prat.g_01778
OG0000956	Praw.g_00047	Prat.g_01780
OG0000957	Praw.g_00041	Prat.g_01786
OG0000958	Praw.g_00040	Prat.g_01787
OG0000959	Praw.g_00036	Prat.g_01791
OG0000960	Praw.g_00035	Prat.g_01792
OG0000961	Praw.g_00033	Prat.g_01795
OG0000962	Praw.g_00031	Prat.g_01797
OG0000963	Praw.g_00027	Prat.g_01801
OG0000964	Praw.g_00026	Prat.g_01802
OG0000965	Praw.g_00025	Prat.g_01803
OG0000966	Praw.g_00018	Prat.g_01809
OG0000967	Praw.g_00014	Prat.g_01813
OG0000968	Praw.g_00012	Prat.g_01815
OG0000969	Praw.g_00011	Prat.g_01816
OG0000970	Praw.g_00010	Prat.g_01817
OG0000971	Praw.g_00009	Prat.g_01818
OG0000972	Praw.g_00008	Prat.g_01819
OG0000973	Praw.g_00007	Prat.g_01820
OG0000974	Praw.g_00006	Prat.g_01821
OG0000975	Praw.g_00005	Prat.g_01822
OG0000976	Praw.g_00004	Prat.g_01823
OG0000977	Praw.g_00003	Prat.g_01824
OG0000978	Praw.g_00002	Prat.g_01825
OG0000979	Praw.g_01192	Prat.g_01828
OG0000980	Praw.g_01190	Prat.g_01830
OG0000981	Praw.g_01188	Prat.g_01833
OG0000982	Praw.g_01186	Prat.g_01835
OG0000983	Praw.g_01185	Prat.g_01836
OG0000984	Praw.g_01184	Prat.g_01837
OG0000985	Praw.g_01181	Prat.g_01840
OG0000986	Praw.g_01179	Prat.g_01842
OG0000987	Praw.g_01178	Prat.g_01843
OG0000988	Praw.g_01175	Prat.g_01846
OG0000989	Praw.g_01171	Prat.g_01850
OG0000990	Praw.g_01168	Prat.g_01856
OG0000991	Praw.g_01167	Prat.g_01857
OG0000992	Praw.g_01165	Prat.g_01860
OG0000993	Praw.g_01164	Prat.g_01861
OG0000994	Praw.g_01163	Prat.g_01862
OG0000995	Praw.g_01159	Prat.g_01866
OG0000996	Praw.g_01158	Prat.g_01867
OG0000997	Praw.g_01157	Prat.g_01869
OG0000998	Praw.g_01155	Prat.g_01871
OG0000999	Praw.g_01154	Prat.g_01872
OG0001000	Praw.g_01151	Prat.g_01875
OG0001001	Praw.g_01149	Prat.g_01879
OG0001002	Praw.g_01145	Prat.g_01884
OG0001003	Praw.g_01144	Prat.g_01885
OG0001004	Praw.g_01143	Prat.g_01886
OG0001005	Praw.g_01142	Prat.g_01887
OG0001006	Praw.g_01138	Prat.g_01891
OG0001007	Praw.g_01136	Prat.g_01893
OG0001008	Praw.g_00710	Prat.g_00397
OG0001009	Praw.g_01401	Prat.g_00028
OG0001010	Praw.g_01400	Prat.g_00029
OG0001011	Praw.g_01399	Prat.g_00031
OG0001012	Praw.g_01385	Prat.g_00046
OG0001013	Praw.g_01380	Prat.g_00053
OG0001014	Praw.g_01377	Prat.g_00056
OG0001015	Praw.g_01376	Prat.g_00057
OG0001016	Praw.g_01361	Prat.g_00070
OG0001017	Praw.g_01357	Prat.g_00074
OG0001018	Praw.g_01354	Prat.g_00076
OG0001019	Praw.g_01345	Prat.g_00087
OG0001020	Praw.g_01344	Prat.g_00088
OG0001021	Praw.g_01343	Prat.g_00089
OG0001022	Praw.g_01341	Prat.g_00091
OG0001023	Praw.g_01340	Prat.g_00092
OG0001024	Praw.g_01337	Prat.g_00095
OG0001025	Praw.g_01331	Prat.g_00102
OG0001026	Praw.g_01324	Prat.g_00110
OG0001027	Praw.g_01323	Prat.g_00111
OG0001028	Praw.g_01321	Prat.g_00113
OG0001029	Praw.g_01320	Prat.g_00114
OG0001030	Praw.g_01305	Prat.g_00130
OG0001031	Praw.g_01249	Prat.g_00188
OG0001032	Praw.g_01248	Prat.g_00189
OG0001033	Praw.g_01227	Prat.g_00210
OG0001034	Praw.g_01199	Prat.g_00241
OG0001035	Praw.g_00879	Prat.g_00261
OG0001036	Praw.g_00875	Prat.g_00266
OG0001037	Praw.g_00874	Prat.g_00267
OG0001038	Praw.g_00856	Prat.g_00285
OG0001039	Praw.g_00853	Prat.g_00288
OG0001040	Praw.g_00851	Prat.g_00291
OG0001041	Praw.g_00847	Prat.g_00295
OG0001042	Praw.g_00830	Prat.g_00312
OG0001043	Praw.g_00829	Prat.g_00313
OG0001044	Praw.g_00797	Prat.g_00347
OG0001045	Praw.g_00789	Prat.g_00356
OG0001046	Praw.g_00754	Prat.g_01469
OG0001047	Praw.g_00708	Prat.g_00399
OG0001048	Praw.g_00707	Prat.g_00400
OG0001049	Praw.g_00705	Prat.g_00403
OG0001050	Praw.g_00704	Prat.g_00404
OG0001051	Praw.g_00703	Prat.g_00405
OG0001052	Praw.g_00676	Prat.g_00430
OG0001053	Praw.g_00665	Prat.g_00443
OG0001054	Praw.g_00650	Prat.g_00459
OG0001055	Praw.g_00631	Prat.g_00480
OG0001056	Praw.g_00612	Prat.g_00498
OG0001057	Praw.g_00607	Prat.g_00502
OG0001058	Praw.g_00599	Prat.g_00510
OG0001059	Praw.g_00595	Prat.g_00515
OG0001060	Praw.g_00588	Prat.g_00522
OG0001061	Praw.g_00575	Prat.g_00538
OG0001062	Praw.g_01923	Prat.g_00540
OG0001063	Praw.g_01925	Prat.g_00542
OG0001064	Praw.g_01926	Prat.g_00543
OG0001065	Praw.g_01927	Prat.g_00544
OG0001066	Praw.g_01928	Prat.g_00545
OG0001067	Praw.g_01929	Prat.g_00546
OG0001068	Praw.g_01930	Prat.g_00547
OG0001069	Praw.g_01931	Prat.g_00548
OG0001070	Praw.g_01934	Prat.g_00550
OG0001071	Praw.g_01935	Prat.g_00551
OG0001073	Praw.g_00140	Prat.g_00566
OG0001074	Praw.g_00151	Prat.g_00579
OG0001075	Praw.g_00152	Prat.g_00580
OG0001076	Praw.g_00160	Prat.g_00587
OG0001077	Praw.g_00164	Prat.g_00592
OG0001078	Praw.g_01886	Prat.g_01089
OG0001079	Praw.g_01875	Prat.g_01077
OG0001080	Praw.g_01869	Prat.g_01071
OG0001081	Praw.g_01867	Prat.g_01069
OG0001082	Praw.g_01866	Prat.g_01068
OG0001083	Praw.g_01861	Prat.g_01063
OG0001084	Praw.g_01860	Prat.g_01062
OG0001085	Praw.g_01852	Prat.g_00744
OG0001086	Praw.g_01851	Prat.g_00745
OG0001087	Praw.g_01834	Prat.g_00762
OG0001088	Praw.g_01833	Prat.g_00763
OG0001089	Praw.g_01825	Prat.g_00774
OG0001090	Praw.g_01808	Prat.g_00789
OG0001091	Praw.g_01806	Prat.g_00791
OG0001092	Praw.g_01805	Prat.g_00792
OG0001093	Praw.g_01800	Prat.g_00800
OG0001094	Praw.g_01703	Prat.g_01043
OG0001095	Praw.g_01684	Prat.g_01024
OG0001096	Praw.g_01671	Prat.g_01010
OG0001097	Praw.g_01654	Prat.g_00993
OG0001098	Praw.g_01639	Prat.g_00974
OG0001099	Praw.g_01608	Prat.g_00699
OG0001100	Praw.g_01604	Prat.g_00707
OG0001101	Praw.g_01602	Prat.g_00709
OG0001102	Praw.g_01600	Prat.g_00712
OG0001103	Praw.g_01598	Prat.g_00715
OG0001104	Praw.g_01576	Prat.g_00739
OG0001105	Praw.g_01572	Prat.g_00743
OG0001106	Praw.g_01548	Prat.g_00884
OG0001107	Praw.g_01541	Prat.g_00894
OG0001108	Praw.g_01537	Prat.g_00898
OG0001109	Praw.g_01536	Prat.g_00899
OG0001110	Praw.g_01534	Prat.g_00901
OG0001111	Praw.g_01533	Prat.g_00902
OG0001112	Praw.g_01532	Prat.g_00903
OG0001113	Praw.g_01531	Prat.g_00904
OG0001114	Praw.g_01530	Prat.g_00905
OG0001115	Praw.g_01528	Prat.g_00907
OG0001116	Praw.g_01527	Prat.g_00908
OG0001117	Praw.g_01526	Prat.g_00909
OG0001118	Praw.g_01525	Prat.g_00910
OG0001119	Praw.g_01524	Prat.g_00911
OG0001120	Praw.g_01522	Prat.g_00913
OG0001122	Praw.g_01495	Prat.g_00932
OG0001123	Praw.g_01491	Prat.g_00937
OG0001124	Praw.g_01489	Prat.g_00939
OG0001125	Praw.g_01488	Prat.g_00941
OG0001126	Praw.g_01478	Prat.g_00955
OG0001127	Praw.g_01477	Prat.g_00956
OG0001128	Praw.g_01475	Prat.g_00957
OG0001129	Praw.g_01474	Prat.g_00958
OG0001130	Praw.g_01473	Prat.g_00959
OG0001131	Praw.g_01437	Prat.g_01204
OG0001132	Praw.g_01427	Prat.g_01479
OG0001133	Praw.g_00187	Prat.g_01211
OG0001134	Praw.g_00201	Prat.g_01495, Prat.g_01561
OG0001135	Praw.g_00204	Prat.g_01557
OG0001136	Praw.g_00231	Prat.g_01158
OG0001137	Praw.g_00242	Prat.g_01147
OG0001138	Praw.g_00260	Prat.g_01126
OG0001139	Praw.g_00261	Prat.g_01124
OG0001141	Praw.g_00263	Prat.g_01123
OG0001142	Praw.g_00264	Prat.g_01122
OG0001143	Praw.g_00271	Prat.g_01115
OG0001144	Praw.g_00276	Prat.g_01110
OG0001145	Praw.g_00971	Prat.g_01241
OG0001146	Praw.g_00985	Prat.g_01253
OG0001147	Praw.g_01001	Prat.g_01287
OG0001148	Praw.g_01018	Prat.g_01293
OG0001149	Praw.g_01019	Prat.g_01294
OG0001150	Praw.g_01020	Prat.g_01295
OG0001151	Praw.g_01031	Prat.g_01306
OG0001152	Praw.g_01032	Prat.g_01307
OG0001153	Praw.g_00368	Prat.g_01387
OG0001154	Praw.g_00370	Prat.g_01388
OG0001155	Praw.g_00382	Prat.g_01407
OG0001156	Praw.g_00385	Prat.g_01410
OG0001157	Praw.g_00386	Prat.g_01411
OG0001158	Praw.g_00387	Prat.g_01412
OG0001159	Praw.g_00388	Prat.g_01413
OG0001160	Praw.g_00412	Prat.g_01439
OG0001161	Praw.g_00423	Prat.g_01502
OG0001162	Praw.g_00434	Prat.g_01500
OG0001163	Praw.g_00507	Prat.g_01583
OG0001164	Praw.g_00511	Prat.g_01587
OG0001165	Praw.g_00514	Prat.g_01590
OG0001166	Praw.g_00534	Prat.g_01610
