Orthogroup	Pran	Prbb
OG0000549	Pran.g_01579	Prbb.g_00599
OG0000550	Pran.g_01578	Prbb.g_00600
OG0000551	Pran.g_01577	Prbb.g_00601
OG0000552	Pran.g_01576	Prbb.g_00602
OG0000553	Pran.g_01575	Prbb.g_00603
OG0000554	Pran.g_01574	Prbb.g_00604
OG0000555	Pran.g_01573	Prbb.g_00606
OG0000556	Pran.g_01572	Prbb.g_00607
OG0000557	Pran.g_01571	Prbb.g_00608
OG0000558	Pran.g_01570	Prbb.g_00609
OG0000559	Pran.g_01569	Prbb.g_00610
OG0000560	Pran.g_01568	Prbb.g_00611
OG0000561	Pran.g_01567	Prbb.g_00612
OG0000562	Pran.g_01566	Prbb.g_00613
OG0000563	Pran.g_01565	Prbb.g_00614
OG0000564	Pran.g_01564	Prbb.g_00615
OG0000565	Pran.g_01563	Prbb.g_00616
OG0000566	Pran.g_01562	Prbb.g_00617
OG0000567	Pran.g_01561	Prbb.g_00618
OG0000568	Pran.g_01560	Prbb.g_00619
OG0000569	Pran.g_01557	Prbb.g_00622
OG0000570	Pran.g_01556	Prbb.g_00623
OG0000571	Pran.g_01554	Prbb.g_00624
OG0000572	Pran.g_01553	Prbb.g_00626
OG0000573	Pran.g_01552	Prbb.g_00627
OG0000574	Pran.g_01551	Prbb.g_00628
OG0000575	Pran.g_01550	Prbb.g_00629
OG0000576	Pran.g_01549	Prbb.g_00630
OG0000577	Pran.g_01548	Prbb.g_00631
OG0000578	Pran.g_01547	Prbb.g_00632
OG0000579	Pran.g_01546	Prbb.g_00633
OG0000580	Pran.g_01545	Prbb.g_00634
OG0000581	Pran.g_01544	Prbb.g_00635
OG0000582	Pran.g_01543	Prbb.g_00636
OG0000583	Pran.g_01542	Prbb.g_00637
OG0000584	Pran.g_01540	Prbb.g_00639
OG0000585	Pran.g_01539	Prbb.g_00640
OG0000586	Pran.g_01538	Prbb.g_00641
OG0000587	Pran.g_01537	Prbb.g_00642
OG0000588	Pran.g_01536	Prbb.g_00643
OG0000589	Pran.g_01535	Prbb.g_00644
OG0000590	Pran.g_01534	Prbb.g_00645
OG0000591	Pran.g_01533	Prbb.g_00646
OG0000592	Pran.g_01532	Prbb.g_00647
OG0000593	Pran.g_01531	Prbb.g_00648
OG0000594	Pran.g_01530	Prbb.g_00649
OG0000595	Pran.g_01529	Prbb.g_00650
OG0000596	Pran.g_01528	Prbb.g_00651
OG0000597	Pran.g_01524	Prbb.g_00655
OG0000598	Pran.g_01523	Prbb.g_00656
OG0000599	Pran.g_01522	Prbb.g_00657
OG0000600	Pran.g_01521	Prbb.g_00658
OG0000601	Pran.g_01520	Prbb.g_00659
OG0000602	Pran.g_01519	Prbb.g_00660
OG0000603	Pran.g_01518	Prbb.g_00661
OG0000604	Pran.g_01517	Prbb.g_00662
OG0000605	Pran.g_01516	Prbb.g_00664
OG0000606	Pran.g_01515	Prbb.g_00665
OG0000607	Pran.g_01514	Prbb.g_00667
OG0000608	Pran.g_01513	Prbb.g_00668
OG0000609	Pran.g_01511	Prbb.g_00670
OG0000610	Pran.g_01510	Prbb.g_00671
OG0000611	Pran.g_01508	Prbb.g_00674
OG0000612	Pran.g_01507	Prbb.g_00675
OG0000613	Pran.g_01505	Prbb.g_00677
OG0000614	Pran.g_01499	Prbb.g_00684
OG0000615	Pran.g_01498	Prbb.g_00685
OG0000616	Pran.g_01497	Prbb.g_00686
OG0000617	Pran.g_01495	Prbb.g_00689
OG0000618	Pran.g_01494	Prbb.g_00690
OG0000619	Pran.g_01493	Prbb.g_00691
OG0000620	Pran.g_01491	Prbb.g_00693
OG0000621	Pran.g_01490	Prbb.g_00694
OG0000622	Pran.g_01489	Prbb.g_00695
OG0000623	Pran.g_01488	Prbb.g_00696
OG0000624	Pran.g_01486	Prbb.g_00700
OG0000625	Pran.g_01485	Prbb.g_00701
OG0000626	Pran.g_01484	Prbb.g_00702
OG0000627	Pran.g_01483	Prbb.g_01450
OG0000628	Pran.g_01482	Prbb.g_00703
OG0000629	Pran.g_01481	Prbb.g_00705
OG0000630	Pran.g_01479	Prbb.g_00707
OG0000631	Pran.g_01478	Prbb.g_00708
OG0000632	Pran.g_01472	Prbb.g_02176
OG0000633	Pran.g_01471	Prbb.g_01260
OG0000634	Pran.g_01459	Prbb.g_00714
OG0000635	Pran.g_01457	Prbb.g_00716
OG0000636	Pran.g_01456	Prbb.g_00717
OG0000637	Pran.g_01454	Prbb.g_00719
OG0000638	Pran.g_01453	Prbb.g_00720
OG0000639	Pran.g_01452	Prbb.g_00721
OG0000640	Pran.g_01451	Prbb.g_00722
OG0000641	Pran.g_01450	Prbb.g_00723
OG0000642	Pran.g_01449	Prbb.g_00724
OG0000643	Pran.g_01448	Prbb.g_00725
OG0000644	Pran.g_01446	Prbb.g_00727
OG0000645	Pran.g_01445	Prbb.g_00729
OG0000646	Pran.g_01444	Prbb.g_00730
OG0000647	Pran.g_01443	Prbb.g_00731
OG0000648	Pran.g_01442	Prbb.g_00733
OG0000649	Pran.g_01441	Prbb.g_00734
OG0000650	Pran.g_01440	Prbb.g_00735
OG0000651	Pran.g_01439	Prbb.g_00736
OG0000652	Pran.g_01437	Prbb.g_00738
OG0000653	Pran.g_01418	Prbb.g_00086
OG0000654	Pran.g_01415	Prbb.g_00108
OG0000655	Pran.g_01405, Pran.g_01763	Prbb.g_01452
OG0000656	Pran.g_01400	Prbb.g_01099
OG0000657	Pran.g_01378	Prbb.g_00983
OG0000658	Pran.g_01377	Prbb.g_00982
OG0000659	Pran.g_01376	Prbb.g_00981
OG0000660	Pran.g_01365	Prbb.g_00389
OG0000661	Pran.g_01356	Prbb.g_00958
OG0000662	Pran.g_01354	Prbb.g_00960
OG0000663	Pran.g_01352	Prbb.g_00962
OG0000664	Pran.g_01351	Prbb.g_00963
OG0000665	Pran.g_01350	Prbb.g_00964
OG0000666	Pran.g_01349	Prbb.g_00777
OG0000667	Pran.g_01348	Prbb.g_00778
OG0000668	Pran.g_01347	Prbb.g_00779
OG0000669	Pran.g_01346	Prbb.g_00780
OG0000670	Pran.g_01344	Prbb.g_00782
OG0000671	Pran.g_01343	Prbb.g_00783
OG0000672	Pran.g_01342	Prbb.g_00784
OG0000673	Pran.g_01341	Prbb.g_00785
OG0000674	Pran.g_01340	Prbb.g_00786
OG0000675	Pran.g_01339	Prbb.g_00787
OG0000676	Pran.g_01337	Prbb.g_00789
OG0000677	Pran.g_01335	Prbb.g_00791
OG0000678	Pran.g_01334	Prbb.g_00792
OG0000679	Pran.g_01333	Prbb.g_00793
OG0000680	Pran.g_01332	Prbb.g_00794
OG0000681	Pran.g_01331	Prbb.g_00795
OG0000682	Pran.g_01330	Prbb.g_00796
OG0000683	Pran.g_01329	Prbb.g_00798
OG0000684	Pran.g_01328	Prbb.g_00800
OG0000685	Pran.g_01327	Prbb.g_00801
OG0000686	Pran.g_01326	Prbb.g_00802
OG0000687	Pran.g_01325	Prbb.g_00803
OG0000688	Pran.g_01324	Prbb.g_00804
OG0000689	Pran.g_01323	Prbb.g_00805
OG0000690	Pran.g_01322	Prbb.g_00806
OG0000691	Pran.g_01320	Prbb.g_00808
OG0000692	Pran.g_01319	Prbb.g_00809
OG0000693	Pran.g_01318	Prbb.g_00810
OG0000694	Pran.g_01317	Prbb.g_00811
OG0000695	Pran.g_01316	Prbb.g_00812
OG0000696	Pran.g_01315	Prbb.g_00813
OG0000697	Pran.g_01313	Prbb.g_00814
OG0000698	Pran.g_01312	Prbb.g_00815
OG0000699	Pran.g_01309	Prbb.g_00818
OG0000700	Pran.g_01308	Prbb.g_00819
OG0000701	Pran.g_01307	Prbb.g_00821
OG0000702	Pran.g_01306	Prbb.g_00822
OG0000703	Pran.g_01305	Prbb.g_00823
OG0000704	Pran.g_01304	Prbb.g_00824
OG0000705	Pran.g_01302	Prbb.g_00827
OG0000706	Pran.g_01301	Prbb.g_00828
OG0000707	Pran.g_01300	Prbb.g_00829
OG0000708	Pran.g_01299	Prbb.g_00830
OG0000709	Pran.g_01298	Prbb.g_00831
OG0000710	Pran.g_01297	Prbb.g_00832
OG0000711	Pran.g_01296	Prbb.g_00833
OG0000712	Pran.g_01295	Prbb.g_00834
OG0000713	Pran.g_01294	Prbb.g_00835
OG0000714	Pran.g_01292	Prbb.g_00837
OG0000715	Pran.g_01291	Prbb.g_00838
OG0000716	Pran.g_01290	Prbb.g_00839
OG0000717	Pran.g_01289	Prbb.g_00840
OG0000718	Pran.g_01287	Prbb.g_00841
OG0000719	Pran.g_01285	Prbb.g_00843
OG0000720	Pran.g_01283	Prbb.g_00847
OG0000721	Pran.g_01282	Prbb.g_00848
OG0000722	Pran.g_00413	Prbb.g_00914
OG0000723	Pran.g_00418	Prbb.g_00917
OG0000724	Pran.g_00421	Prbb.g_00922
OG0000725	Pran.g_00422	Prbb.g_00924
OG0000726	Pran.g_00423	Prbb.g_00925
OG0000727	Pran.g_00424	Prbb.g_00926
OG0000728	Pran.g_00425	Prbb.g_00927
OG0000729	Pran.g_00426	Prbb.g_00929
OG0000730	Pran.g_00427	Prbb.g_00930
OG0000731	Pran.g_00429	Prbb.g_00932
OG0000732	Pran.g_00430	Prbb.g_00933
OG0000733	Pran.g_00431	Prbb.g_00934
OG0000734	Pran.g_00432	Prbb.g_00935
OG0000735	Pran.g_00433	Prbb.g_00936
OG0000736	Pran.g_00435	Prbb.g_00938
OG0000737	Pran.g_00436	Prbb.g_00939
OG0000738	Pran.g_00438	Prbb.g_00942
OG0000739	Pran.g_00439	Prbb.g_00943
OG0000740	Pran.g_00440	Prbb.g_00944
OG0000741	Pran.g_00442	Prbb.g_00946
OG0000742	Pran.g_00443	Prbb.g_00947
OG0000743	Pran.g_00446	Prbb.g_00951
OG0000744	Pran.g_00447	Prbb.g_00952
OG0000745	Pran.g_00449	Prbb.g_00762
OG0000746	Pran.g_00450	Prbb.g_00763
OG0000747	Pran.g_00451	Prbb.g_00764
OG0000748	Pran.g_00452	Prbb.g_00765
OG0000749	Pran.g_00453	Prbb.g_00766
OG0000750	Pran.g_00454	Prbb.g_00767
OG0000751	Pran.g_00456	Prbb.g_00769
OG0000752	Pran.g_00457	Prbb.g_00770
OG0000753	Pran.g_00458	Prbb.g_00771
OG0000754	Pran.g_00459	Prbb.g_00772
OG0000755	Pran.g_00461	Prbb.g_00774
OG0000756	Pran.g_00462	Prbb.g_00775
OG0000757	Pran.g_00463	Prbb.g_00776
OG0000758	Pran.g_00464	Prbb.g_00965
OG0000759	Pran.g_00465	Prbb.g_00966
OG0000760	Pran.g_00466	Prbb.g_00967
OG0000761	Pran.g_00467	Prbb.g_00968
OG0000762	Pran.g_00469	Prbb.g_00970
OG0000763	Pran.g_00470	Prbb.g_00971
OG0000764	Pran.g_00471	Prbb.g_00972
OG0000765	Pran.g_00472	Prbb.g_00973
OG0000766	Pran.g_00473	Prbb.g_00974
OG0000767	Pran.g_00474	Prbb.g_00975
OG0000768	Pran.g_00475	Prbb.g_00976
OG0000769	Pran.g_00476	Prbb.g_00977
OG0000770	Pran.g_00477	Prbb.g_00978
OG0000771	Pran.g_00478	Prbb.g_00979
OG0000772	Pran.g_00479	Prbb.g_00893
OG0000773	Pran.g_00481	Prbb.g_00984
OG0000774	Pran.g_00482	Prbb.g_00985
OG0000775	Pran.g_00483	Prbb.g_00986
OG0000776	Pran.g_00484	Prbb.g_00988
OG0000777	Pran.g_00485	Prbb.g_00989
OG0000778	Pran.g_00486	Prbb.g_00990
OG0000779	Pran.g_00488	Prbb.g_00992
OG0000780	Pran.g_00489	Prbb.g_00993
OG0000781	Pran.g_00490	Prbb.g_00994
OG0000782	Pran.g_00492	Prbb.g_00996
OG0000783	Pran.g_00493	Prbb.g_00997
OG0000784	Pran.g_00494	Prbb.g_00998
OG0000785	Pran.g_00495	Prbb.g_00999
OG0000786	Pran.g_00496	Prbb.g_01000
OG0000787	Pran.g_00498	Prbb.g_01002
OG0000788	Pran.g_00499	Prbb.g_01003
OG0000789	Pran.g_00500	Prbb.g_01004
OG0000790	Pran.g_00501	Prbb.g_01005
OG0000791	Pran.g_00502	Prbb.g_01006
OG0000792	Pran.g_00503	Prbb.g_00101
OG0000793	Pran.g_00504	Prbb.g_01007
OG0000794	Pran.g_00505	Prbb.g_01008
OG0000795	Pran.g_00506	Prbb.g_01009
OG0000796	Pran.g_00508	Prbb.g_01010
OG0000797	Pran.g_00510	Prbb.g_01012
OG0000798	Pran.g_00511	Prbb.g_01013
OG0000799	Pran.g_00512	Prbb.g_01014
OG0000800	Pran.g_00513	Prbb.g_01015
OG0000801	Pran.g_00514	Prbb.g_01016
OG0000802	Pran.g_00516	Prbb.g_01017
OG0000803	Pran.g_00517	Prbb.g_01018
OG0000804	Pran.g_00537	Prbb.g_01036
OG0000805	Pran.g_00539	Prbb.g_01037
OG0000806	Pran.g_00540	Prbb.g_01038
OG0000807	Pran.g_00541	Prbb.g_01039
OG0000808	Pran.g_00542	Prbb.g_01040
OG0000809	Pran.g_00546	Prbb.g_01045
OG0000810	Pran.g_00547	Prbb.g_01047
OG0000811	Pran.g_00548	Prbb.g_01048
OG0000812	Pran.g_00549	Prbb.g_00892
OG0000813	Pran.g_00550	Prbb.g_01049
OG0000814	Pran.g_00551	Prbb.g_01050
OG0000815	Pran.g_00552	Prbb.g_01051
OG0000816	Pran.g_00554	Prbb.g_01054
OG0000817	Pran.g_00557	Prbb.g_01058
OG0000818	Pran.g_00558	Prbb.g_01059
OG0000819	Pran.g_00560	Prbb.g_01062
OG0000820	Pran.g_00561	Prbb.g_01063
OG0000821	Pran.g_00562	Prbb.g_01064
OG0000822	Pran.g_00563	Prbb.g_01065
OG0000823	Pran.g_00566	Prbb.g_01068
OG0000824	Pran.g_00567	Prbb.g_01069
OG0000825	Pran.g_00569	Prbb.g_00891
OG0000826	Pran.g_00570	Prbb.g_00890
OG0000827	Pran.g_00571	Prbb.g_00889
OG0000828	Pran.g_00573	Prbb.g_00887
OG0000829	Pran.g_00154	Prbb.g_00897
OG0000830	Pran.g_00144	Prbb.g_01108
OG0000831	Pran.g_00141	Prbb.g_01090
OG0000832	Pran.g_00140	Prbb.g_01783
OG0000833	Pran.g_00133	Prbb.g_02071
OG0000834	Pran.g_00129	Prbb.g_00392
OG0000835	Pran.g_00125	Prbb.g_00400
OG0000836	Pran.g_00123	Prbb.g_01780
OG0000837	Pran.g_00110	Prbb.g_01085
OG0000838	Pran.g_00092	Prbb.g_01888
OG0000839	Pran.g_00091	Prbb.g_01889
OG0000840	Pran.g_00085	Prbb.g_01126
OG0000841	Pran.g_00078	Prbb.g_01539
OG0000842	Pran.g_00075	Prbb.g_01533
OG0000843	Pran.g_00073	Prbb.g_01531
OG0000844	Pran.g_00072	Prbb.g_01530
OG0000845	Pran.g_00071	Prbb.g_01529
OG0000846	Pran.g_00070	Prbb.g_01528
OG0000847	Pran.g_00069	Prbb.g_01527
OG0000848	Pran.g_00068	Prbb.g_01526
OG0000849	Pran.g_00067	Prbb.g_01525
OG0000850	Pran.g_00066	Prbb.g_01524
OG0000851	Pran.g_00064	Prbb.g_01521
OG0000852	Pran.g_00061	Prbb.g_01518
OG0000853	Pran.g_00059	Prbb.g_01516
OG0000854	Pran.g_00058	Prbb.g_01515
OG0000855	Pran.g_00057	Prbb.g_01513
OG0000856	Pran.g_00056	Prbb.g_01512
OG0000857	Pran.g_00055	Prbb.g_01511
OG0000858	Pran.g_00053	Prbb.g_01508
OG0000859	Pran.g_00052	Prbb.g_01507
OG0000860	Pran.g_00051	Prbb.g_01506
OG0000861	Pran.g_00050	Prbb.g_01505
OG0000862	Pran.g_00049	Prbb.g_01504
OG0000863	Pran.g_00048	Prbb.g_01502
OG0000864	Pran.g_00047	Prbb.g_01501
OG0000865	Pran.g_00046	Prbb.g_01500
OG0000866	Pran.g_00045	Prbb.g_01499
OG0000867	Pran.g_00042	Prbb.g_01497
OG0000868	Pran.g_00040	Prbb.g_01495
OG0000869	Pran.g_00039	Prbb.g_01493
OG0000870	Pran.g_00038	Prbb.g_01491
OG0000871	Pran.g_00037	Prbb.g_01490
OG0000872	Pran.g_00036	Prbb.g_01488
OG0000873	Pran.g_00035	Prbb.g_01487
OG0000874	Pran.g_00034	Prbb.g_01486
OG0000875	Pran.g_00033	Prbb.g_01484
OG0000876	Pran.g_00031	Prbb.g_01482
OG0000877	Pran.g_00030	Prbb.g_01481
OG0000878	Pran.g_00029	Prbb.g_01480
OG0000879	Pran.g_00028	Prbb.g_01479
OG0000880	Pran.g_00027	Prbb.g_01478
OG0000881	Pran.g_00026	Prbb.g_01477
OG0000882	Pran.g_00025	Prbb.g_01476
OG0000883	Pran.g_00024	Prbb.g_01475
OG0000884	Pran.g_00023	Prbb.g_01474
OG0000885	Pran.g_00022	Prbb.g_01473
OG0000886	Pran.g_00021	Prbb.g_01472
OG0000887	Pran.g_00020	Prbb.g_01471
OG0000888	Pran.g_00019	Prbb.g_01470
OG0000889	Pran.g_00018	Prbb.g_01469
OG0000890	Pran.g_00017	Prbb.g_01468
OG0000891	Pran.g_00016	Prbb.g_01467
OG0000892	Pran.g_00015	Prbb.g_01465
OG0000893	Pran.g_00014	Prbb.g_01464
OG0000894	Pran.g_00012	Prbb.g_01463
OG0000895	Pran.g_00011	Prbb.g_01462
OG0000896	Pran.g_00009	Prbb.g_01461
OG0000897	Pran.g_00008	Prbb.g_01460
OG0000898	Pran.g_00007	Prbb.g_01459
OG0000899	Pran.g_00006	Prbb.g_01458
OG0000900	Pran.g_00004	Prbb.g_01457
OG0000901	Pran.g_00899	Prbb.g_01291
OG0000902	Pran.g_00887	Prbb.g_01575
OG0000903	Pran.g_00886	Prbb.g_01576
OG0000904	Pran.g_00885	Prbb.g_01577
OG0000905	Pran.g_00884	Prbb.g_01578
OG0000906	Pran.g_00883	Prbb.g_01580
OG0000907	Pran.g_00881	Prbb.g_01581
OG0000908	Pran.g_00880	Prbb.g_01582
OG0000909	Pran.g_00879	Prbb.g_01583
OG0000910	Pran.g_00878	Prbb.g_01584
OG0000911	Pran.g_00877	Prbb.g_01585
OG0000912	Pran.g_00874	Prbb.g_01588
OG0000913	Pran.g_00873	Prbb.g_01589
OG0000914	Pran.g_00872	Prbb.g_01590
OG0000915	Pran.g_00870	Prbb.g_01592
OG0000916	Pran.g_00869	Prbb.g_01593
OG0000917	Pran.g_00868	Prbb.g_01594
OG0000918	Pran.g_00867	Prbb.g_01595
OG0000919	Pran.g_00866	Prbb.g_01596
OG0000920	Pran.g_00865	Prbb.g_01597
OG0000921	Pran.g_00863	Prbb.g_01600
OG0000922	Pran.g_00862	Prbb.g_01601
OG0000923	Pran.g_00855	Prbb.g_01608
OG0000925	Pran.g_00854	Prbb.g_01612
OG0000926	Pran.g_00853	Prbb.g_00746
OG0000927	Pran.g_00852	Prbb.g_01541
OG0000928	Pran.g_00850	Prbb.g_01057
OG0000929	Pran.g_00848	Prbb.g_01789
OG0000930	Pran.g_00847	Prbb.g_01637
OG0000931	Pran.g_00846	Prbb.g_00845
OG0000932	Pran.g_00843	Prbb.g_01201
OG0000933	Pran.g_00839	Prbb.g_01641
OG0000934	Pran.g_00838	Prbb.g_01642
OG0000935	Pran.g_00837	Prbb.g_01643
OG0000936	Pran.g_00836	Prbb.g_01644
OG0000937	Pran.g_00835	Prbb.g_01645
OG0000938	Pran.g_00834	Prbb.g_01646
OG0000939	Pran.g_00833	Prbb.g_01647
OG0000940	Pran.g_00832	Prbb.g_01648
OG0000941	Pran.g_00831	Prbb.g_01649
OG0000942	Pran.g_00830	Prbb.g_01650
OG0000943	Pran.g_00829	Prbb.g_01651
OG0000944	Pran.g_00828	Prbb.g_01652
OG0000945	Pran.g_00827	Prbb.g_01653
OG0000946	Pran.g_00826	Prbb.g_01654
OG0000947	Pran.g_00825	Prbb.g_01655
OG0000948	Pran.g_00824	Prbb.g_01656
OG0000949	Pran.g_00823	Prbb.g_01657
OG0000950	Pran.g_00822	Prbb.g_02044
OG0000951	Pran.g_00751	Prbb.g_01668
OG0000952	Pran.g_00750	Prbb.g_01669
OG0000953	Pran.g_00749	Prbb.g_01670
OG0000954	Pran.g_00748	Prbb.g_01671
OG0000955	Pran.g_00747	Prbb.g_01672
OG0000956	Pran.g_00745	Prbb.g_01674
OG0000957	Pran.g_00744	Prbb.g_01675
OG0000958	Pran.g_00743	Prbb.g_01676
OG0000959	Pran.g_00742	Prbb.g_01677
OG0000960	Pran.g_00741	Prbb.g_01678
OG0000961	Pran.g_00740	Prbb.g_01679
OG0000962	Pran.g_00739	Prbb.g_01680
OG0000963	Pran.g_00738	Prbb.g_01681
OG0000964	Pran.g_00737	Prbb.g_01683
OG0000965	Pran.g_00735	Prbb.g_01684
OG0000966	Pran.g_00734	Prbb.g_01685
OG0000967	Pran.g_00731	Prbb.g_01688
OG0000968	Pran.g_00730	Prbb.g_01689
OG0000969	Pran.g_00729	Prbb.g_01690
OG0000970	Pran.g_00728	Prbb.g_01691
OG0000971	Pran.g_00727	Prbb.g_01692
OG0000972	Pran.g_00726	Prbb.g_01693
OG0000973	Pran.g_00724	Prbb.g_01695
OG0000974	Pran.g_00723	Prbb.g_01696
OG0000975	Pran.g_00722	Prbb.g_01697
OG0000976	Pran.g_00721	Prbb.g_01698
OG0000977	Pran.g_00720	Prbb.g_01699
OG0000978	Pran.g_00719	Prbb.g_01700
OG0000979	Pran.g_00718	Prbb.g_01701
OG0000980	Pran.g_00717	Prbb.g_00465
OG0000981	Pran.g_00716	Prbb.g_01702
OG0000982	Pran.g_00715	Prbb.g_01703
OG0000983	Pran.g_00714	Prbb.g_01704
OG0000984	Pran.g_00710	Prbb.g_01707
OG0000985	Pran.g_00709	Prbb.g_01708
OG0000986	Pran.g_00708	Prbb.g_01709
OG0000987	Pran.g_00706	Prbb.g_01711
OG0000988	Pran.g_00705	Prbb.g_01712
OG0000989	Pran.g_00704	Prbb.g_01713
OG0000990	Pran.g_00703	Prbb.g_01714
OG0000991	Pran.g_00702	Prbb.g_01715
OG0000992	Pran.g_00701	Prbb.g_01716
OG0000993	Pran.g_00700	Prbb.g_01717
OG0000994	Pran.g_00699	Prbb.g_01718
OG0000995	Pran.g_00698	Prbb.g_01719
OG0000996	Pran.g_00697	Prbb.g_01720
OG0000997	Pran.g_00695	Prbb.g_01722
OG0000998	Pran.g_00692	Prbb.g_01728
OG0000999	Pran.g_00690	Prbb.g_01731
OG0001000	Pran.g_00689	Prbb.g_01732
OG0001001	Pran.g_00688	Prbb.g_01733
OG0001002	Pran.g_00686	Prbb.g_01735
OG0001003	Pran.g_00685	Prbb.g_01736
OG0001004	Pran.g_00684	Prbb.g_01737
OG0001005	Pran.g_00683	Prbb.g_01738
OG0001006	Pran.g_00681	Prbb.g_01740
OG0001007	Pran.g_00680	Prbb.g_01741
OG0001008	Pran.g_00679	Prbb.g_01742
OG0001009	Pran.g_00678	Prbb.g_01744
OG0001010	Pran.g_00677	Prbb.g_01745
OG0001011	Pran.g_00676	Prbb.g_01746
OG0001012	Pran.g_00675	Prbb.g_01747
OG0001013	Pran.g_00674	Prbb.g_01748
OG0001014	Pran.g_00673	Prbb.g_01749
OG0001015	Pran.g_00672	Prbb.g_01750
OG0001016	Pran.g_00671	Prbb.g_01751
OG0001017	Pran.g_00670	Prbb.g_01752
OG0001018	Pran.g_00669	Prbb.g_01753
OG0001019	Pran.g_00668	Prbb.g_01754
OG0001020	Pran.g_00667	Prbb.g_01755
OG0001021	Pran.g_00666	Prbb.g_01756
OG0001022	Pran.g_00665	Prbb.g_01757
OG0001023	Pran.g_00664	Prbb.g_01758
OG0001024	Pran.g_00662	Prbb.g_01760
OG0001025	Pran.g_00661	Prbb.g_01761
OG0001026	Pran.g_00660	Prbb.g_01762
OG0001027	Pran.g_00659	Prbb.g_01763
OG0001028	Pran.g_00658	Prbb.g_01765
OG0001029	Pran.g_00657	Prbb.g_01766
OG0001030	Pran.g_00654	Prbb.g_01769
OG0001031	Pran.g_00653	Prbb.g_01770
OG0001032	Pran.g_00646	Prbb.g_01555
OG0001033	Pran.g_00636	Prbb.g_01659
OG0001034	Pran.g_00598	Prbb.g_00799
OG0001035	Pran.g_00964	Prbb.g_01817
OG0001036	Pran.g_00965	Prbb.g_01818
OG0001037	Pran.g_00971	Prbb.g_01824
OG0001038	Pran.g_00972	Prbb.g_01825
OG0001039	Pran.g_00973	Prbb.g_01826
OG0001040	Pran.g_00974	Prbb.g_01827
OG0001041	Pran.g_00976	Prbb.g_01828
OG0001042	Pran.g_00977	Prbb.g_01829
OG0001043	Pran.g_00978	Prbb.g_01830
OG0001044	Pran.g_00979	Prbb.g_01831
OG0001045	Pran.g_00980	Prbb.g_01832
OG0001046	Pran.g_00981	Prbb.g_01833
OG0001047	Pran.g_00982	Prbb.g_01834
OG0001048	Pran.g_00984	Prbb.g_01835
OG0001049	Pran.g_00985	Prbb.g_01836
OG0001050	Pran.g_00986	Prbb.g_01837
OG0001051	Pran.g_00987	Prbb.g_01838
OG0001052	Pran.g_00988	Prbb.g_01839
OG0001053	Pran.g_00989	Prbb.g_01840
OG0001054	Pran.g_00990	Prbb.g_01841
OG0001055	Pran.g_00991	Prbb.g_01842
OG0001056	Pran.g_00992	Prbb.g_01843
OG0001057	Pran.g_00994	Prbb.g_01845
OG0001058	Pran.g_00995	Prbb.g_01846
OG0001059	Pran.g_00996	Prbb.g_01847
OG0001060	Pran.g_00997	Prbb.g_01848
OG0001061	Pran.g_00998	Prbb.g_01849
OG0001062	Pran.g_00999	Prbb.g_01851
OG0001063	Pran.g_01000	Prbb.g_01852
OG0001064	Pran.g_01001	Prbb.g_01853
OG0001065	Pran.g_01002	Prbb.g_01854
OG0001066	Pran.g_01003	Prbb.g_01855
OG0001067	Pran.g_01004	Prbb.g_01856
OG0001068	Pran.g_01005	Prbb.g_01857
OG0001069	Pran.g_01008	Prbb.g_01859
OG0001070	Pran.g_01010	Prbb.g_01861
OG0001071	Pran.g_01011	Prbb.g_01862
OG0001072	Pran.g_01012	Prbb.g_01863
OG0001073	Pran.g_01013	Prbb.g_01864
OG0001074	Pran.g_01014	Prbb.g_01865
OG0001075	Pran.g_01015	Prbb.g_01867
OG0001076	Pran.g_01017	Prbb.g_01869
OG0001077	Pran.g_01018	Prbb.g_01870
OG0001078	Pran.g_01019	Prbb.g_01871
OG0001079	Pran.g_01020	Prbb.g_01872
OG0001080	Pran.g_01021	Prbb.g_01873
OG0001081	Pran.g_01022	Prbb.g_01874
OG0001082	Pran.g_01023	Prbb.g_01875
OG0001083	Pran.g_01024	Prbb.g_01876
OG0001084	Pran.g_01025	Prbb.g_01877
OG0001085	Pran.g_01026	Prbb.g_01878
OG0001086	Pran.g_01032	Prbb.g_01922
OG0001087	Pran.g_01033	Prbb.g_01924
OG0001088	Pran.g_01034	Prbb.g_01925
OG0001089	Pran.g_01036	Prbb.g_01927
OG0001090	Pran.g_01037	Prbb.g_01928
OG0001091	Pran.g_01038	Prbb.g_01929
OG0001092	Pran.g_01039	Prbb.g_01930
OG0001093	Pran.g_01040	Prbb.g_01931
OG0001094	Pran.g_01041	Prbb.g_01932
OG0001095	Pran.g_01042	Prbb.g_01933
OG0001096	Pran.g_01044	Prbb.g_01934
OG0001097	Pran.g_01045	Prbb.g_01935
OG0001098	Pran.g_01046	Prbb.g_01936
OG0001099	Pran.g_01047	Prbb.g_01937
OG0001100	Pran.g_01048	Prbb.g_01938
OG0001101	Pran.g_01049	Prbb.g_01939
OG0001102	Pran.g_01052	Prbb.g_01948
OG0001103	Pran.g_01053	Prbb.g_01947
OG0001104	Pran.g_01054	Prbb.g_01943
OG0001105	Pran.g_01055	Prbb.g_01945
OG0001106	Pran.g_01057	Prbb.g_01942
OG0001107	Pran.g_01058	Prbb.g_01941
OG0001108	Pran.g_01059	Prbb.g_01940
