Orthogroup	Pran	Prar
OG0000580	Pran.g_01545	Prar.g_01463
OG0000581	Pran.g_01544	Prar.g_01464
OG0000582	Pran.g_01543	Prar.g_01465
OG0000583	Pran.g_01542	Prar.g_01466
OG0000584	Pran.g_01540	Prar.g_01468
OG0000585	Pran.g_01539	Prar.g_01469
OG0000586	Pran.g_01538	Prar.g_01470
OG0000587	Pran.g_01537	Prar.g_01471
OG0000588	Pran.g_01536	Prar.g_01472
OG0000589	Pran.g_01535	Prar.g_01473
OG0000590	Pran.g_01534	Prar.g_01474
OG0000591	Pran.g_01533	Prar.g_01475
OG0000592	Pran.g_01532	Prar.g_01476
OG0000593	Pran.g_01531	Prar.g_01477
OG0000594	Pran.g_01530	Prar.g_01478
OG0000595	Pran.g_01529	Prar.g_01479
OG0000596	Pran.g_01528	Prar.g_01480
OG0000597	Pran.g_01524	Prar.g_01484
OG0000598	Pran.g_01523	Prar.g_01485
OG0000599	Pran.g_01522	Prar.g_01486
OG0000600	Pran.g_01521	Prar.g_01487
OG0000601	Pran.g_01520	Prar.g_01488
OG0000602	Pran.g_01519	Prar.g_01489
OG0000603	Pran.g_01518	Prar.g_01490
OG0000604	Pran.g_01517	Prar.g_01491
OG0000605	Pran.g_01516	Prar.g_01492
OG0000606	Pran.g_01515	Prar.g_01493
OG0000607	Pran.g_01514	Prar.g_01494
OG0000608	Pran.g_01513	Prar.g_01495
OG0000609	Pran.g_01511	Prar.g_01497
OG0000610	Pran.g_01510	Prar.g_01498
OG0000611	Pran.g_01508	Prar.g_01500
OG0000612	Pran.g_01507	Prar.g_01501
OG0000613	Pran.g_01505	Prar.g_01503
OG0000614	Pran.g_01499	Prar.g_01509
OG0000615	Pran.g_01498	Prar.g_01510
OG0000616	Pran.g_01497	Prar.g_01511
OG0000617	Pran.g_01495	Prar.g_01513
OG0000618	Pran.g_01494	Prar.g_01514
OG0000619	Pran.g_01493	Prar.g_01515
OG0000620	Pran.g_01491	Prar.g_01517
OG0000621	Pran.g_01490	Prar.g_01518
OG0000622	Pran.g_01489	Prar.g_01519
OG0000623	Pran.g_01488	Prar.g_01520
OG0000624	Pran.g_01486	Prar.g_01522
OG0000625	Pran.g_01485	Prar.g_01523
OG0000626	Pran.g_01484	Prar.g_01524
OG0000627	Pran.g_01483	Prar.g_01525
OG0000628	Pran.g_01482	Prar.g_01526
OG0000629	Pran.g_01481	Prar.g_01527
OG0000630	Pran.g_01479	Prar.g_01529
OG0000631	Pran.g_01478	Prar.g_01530
OG0000632	Pran.g_01472	Prar.g_01534
OG0000633	Pran.g_01471	Prar.g_01535
OG0000634	Pran.g_01459	Prar.g_01600
OG0000635	Pran.g_01457	Prar.g_01602
OG0000636	Pran.g_01456	Prar.g_01603
OG0000637	Pran.g_01454	Prar.g_01605
OG0000638	Pran.g_01453	Prar.g_01606
OG0000639	Pran.g_01452	Prar.g_01607
OG0000640	Pran.g_01451	Prar.g_01608
OG0000641	Pran.g_01450	Prar.g_01609
OG0000642	Pran.g_01449	Prar.g_01610
OG0000643	Pran.g_01448	Prar.g_01611
OG0000644	Pran.g_01446	Prar.g_01613
OG0000645	Pran.g_01445	Prar.g_01614
OG0000646	Pran.g_01444	Prar.g_01615
OG0000647	Pran.g_01443	Prar.g_01616
OG0000648	Pran.g_01442	Prar.g_01617
OG0000649	Pran.g_01441	Prar.g_01618
OG0000650	Pran.g_01440	Prar.g_01619
OG0000651	Pran.g_01439	Prar.g_01620
OG0000652	Pran.g_01437	Prar.g_01622
OG0000653	Pran.g_01418	Prar.g_01636
OG0000654	Pran.g_01415	Prar.g_01638
OG0000655	Pran.g_01405	Prar.g_01646
OG0000656	Pran.g_01400	Prar.g_01651
OG0000657	Pran.g_01378	Prar.g_01652
OG0000658	Pran.g_01377	Prar.g_01653
OG0000659	Pran.g_01376	Prar.g_01654
OG0000660	Pran.g_01365	Prar.g_01661
OG0000661	Pran.g_01356	Prar.g_01670
OG0000662	Pran.g_01354	Prar.g_01672
OG0000663	Pran.g_01352	Prar.g_01675
OG0000664	Pran.g_01351	Prar.g_01676
OG0000665	Pran.g_01350	Prar.g_01677
OG0000666	Pran.g_01349	Prar.g_01678
OG0000667	Pran.g_01348	Prar.g_01679
OG0000668	Pran.g_01347	Prar.g_01680
OG0000669	Pran.g_01346	Prar.g_01681
OG0000670	Pran.g_01344	Prar.g_01683
OG0000671	Pran.g_01343	Prar.g_01684
OG0000672	Pran.g_01342	Prar.g_01685
OG0000673	Pran.g_01341	Prar.g_01686
OG0000674	Pran.g_01340	Prar.g_01687
OG0000675	Pran.g_01339	Prar.g_01688
OG0000676	Pran.g_01337	Prar.g_01690
OG0000677	Pran.g_01335	Prar.g_01692
OG0000678	Pran.g_01334	Prar.g_01693
OG0000679	Pran.g_01333	Prar.g_01694
OG0000680	Pran.g_01332	Prar.g_01695
OG0000681	Pran.g_01331	Prar.g_01696
OG0000682	Pran.g_01330	Prar.g_01697
OG0000683	Pran.g_01329	Prar.g_01698
OG0000684	Pran.g_01328	Prar.g_01699
OG0000685	Pran.g_01327	Prar.g_01700
OG0000686	Pran.g_01326	Prar.g_01701
OG0000687	Pran.g_01325	Prar.g_01702
OG0000688	Pran.g_01324	Prar.g_01703
OG0000689	Pran.g_01323	Prar.g_01704
OG0000690	Pran.g_01322	Prar.g_01705
OG0000691	Pran.g_01320	Prar.g_01707
OG0000692	Pran.g_01319	Prar.g_01708
OG0000693	Pran.g_01318	Prar.g_01709
OG0000694	Pran.g_01317	Prar.g_01710
OG0000695	Pran.g_01316	Prar.g_01711
OG0000696	Pran.g_01315	Prar.g_01712
OG0000697	Pran.g_01313	Prar.g_01714
OG0000698	Pran.g_01312	Prar.g_01715
OG0000699	Pran.g_01309	Prar.g_01718
OG0000700	Pran.g_01308	Prar.g_01719
OG0000701	Pran.g_01307	Prar.g_01720
OG0000702	Pran.g_01306	Prar.g_01721
OG0000703	Pran.g_01305	Prar.g_01722
OG0000704	Pran.g_01304	Prar.g_01723
OG0000705	Pran.g_01302	Prar.g_01725
OG0000706	Pran.g_01301	Prar.g_01726
OG0000707	Pran.g_01300	Prar.g_01727
OG0000708	Pran.g_01299	Prar.g_01728
OG0000709	Pran.g_01298	Prar.g_01729
OG0000710	Pran.g_01297	Prar.g_01730
OG0000711	Pran.g_01296	Prar.g_01731
OG0000712	Pran.g_01295	Prar.g_01732
OG0000713	Pran.g_01294	Prar.g_01733
OG0000714	Pran.g_01292	Prar.g_01735
OG0000715	Pran.g_01291	Prar.g_01736
OG0000716	Pran.g_01290	Prar.g_01737
OG0000717	Pran.g_01289	Prar.g_01738
OG0000718	Pran.g_01287	Prar.g_01740
OG0000719	Pran.g_01285	Prar.g_01742
OG0000720	Pran.g_01283	Prar.g_01744
OG0000721	Pran.g_01282	Prar.g_01745
OG0000722	Pran.g_00413	Prar.g_01759
OG0000723	Pran.g_00418	Prar.g_01764
OG0000724	Pran.g_00421	Prar.g_01767
OG0000725	Pran.g_00422	Prar.g_01768
OG0000726	Pran.g_00423	Prar.g_01769
OG0000727	Pran.g_00424	Prar.g_01770
OG0000728	Pran.g_00425	Prar.g_01771
OG0000729	Pran.g_00426	Prar.g_01773
OG0000730	Pran.g_00427	Prar.g_01774
OG0000731	Pran.g_00429	Prar.g_01776
OG0000732	Pran.g_00430	Prar.g_01777
OG0000733	Pran.g_00431	Prar.g_01778
OG0000734	Pran.g_00432	Prar.g_01779
OG0000735	Pran.g_00433	Prar.g_01780
OG0000736	Pran.g_00435	Prar.g_01782
OG0000737	Pran.g_00436	Prar.g_01783
OG0000738	Pran.g_00438	Prar.g_01785
OG0000739	Pran.g_00439	Prar.g_01786
OG0000740	Pran.g_00440	Prar.g_01787
OG0000741	Pran.g_00442	Prar.g_01789
OG0000742	Pran.g_00443	Prar.g_01790
OG0000743	Pran.g_00446	Prar.g_01793
OG0000744	Pran.g_00447	Prar.g_01794
OG0000745	Pran.g_00449	Prar.g_01795
OG0000746	Pran.g_00450	Prar.g_01796
OG0000747	Pran.g_00451	Prar.g_01797
OG0000748	Pran.g_00452	Prar.g_01798
OG0000749	Pran.g_00453	Prar.g_01799
OG0000750	Pran.g_00454	Prar.g_01800
OG0000751	Pran.g_00456	Prar.g_01802
OG0000752	Pran.g_00457	Prar.g_01803
OG0000753	Pran.g_00458	Prar.g_01804
OG0000754	Pran.g_00459	Prar.g_01805
OG0000755	Pran.g_00461	Prar.g_01807
OG0000756	Pran.g_00462	Prar.g_01808
OG0000757	Pran.g_00463	Prar.g_01809
OG0000758	Pran.g_00464	Prar.g_01810
OG0000759	Pran.g_00465	Prar.g_01811
OG0000760	Pran.g_00466	Prar.g_01812
OG0000761	Pran.g_00467	Prar.g_01813
OG0000762	Pran.g_00469	Prar.g_01815
OG0000763	Pran.g_00470	Prar.g_01816
OG0000764	Pran.g_00471	Prar.g_01817
OG0000765	Pran.g_00472	Prar.g_01818
OG0000766	Pran.g_00473	Prar.g_01819
OG0000767	Pran.g_00474	Prar.g_01820
OG0000768	Pran.g_00475	Prar.g_01821
OG0000769	Pran.g_00476	Prar.g_01822
OG0000770	Pran.g_00477	Prar.g_01823
OG0000771	Pran.g_00478	Prar.g_01824
OG0000772	Pran.g_00479	Prar.g_01825
OG0000773	Pran.g_00481	Prar.g_01827
OG0000774	Pran.g_00482	Prar.g_01828
OG0000775	Pran.g_00483	Prar.g_01829
OG0000776	Pran.g_00484	Prar.g_01830
OG0000777	Pran.g_00485	Prar.g_01831
OG0000778	Pran.g_00486	Prar.g_01832
OG0000779	Pran.g_00488	Prar.g_01834
OG0000780	Pran.g_00489	Prar.g_01835
OG0000781	Pran.g_00490	Prar.g_01836
OG0000782	Pran.g_00492	Prar.g_01838
OG0000783	Pran.g_00493	Prar.g_01839
OG0000784	Pran.g_00494	Prar.g_01840
OG0000785	Pran.g_00495	Prar.g_01841
OG0000786	Pran.g_00496	Prar.g_01842
OG0000787	Pran.g_00498	Prar.g_01844
OG0000788	Pran.g_00499	Prar.g_01845
OG0000789	Pran.g_00500	Prar.g_01846
OG0000790	Pran.g_00501	Prar.g_01847
OG0000791	Pran.g_00502	Prar.g_01848
OG0000792	Pran.g_00503	Prar.g_01849
OG0000793	Pran.g_00504	Prar.g_01850
OG0000794	Pran.g_00505	Prar.g_01851
OG0000795	Pran.g_00506	Prar.g_01852
OG0000796	Pran.g_00508	Prar.g_01853
OG0000797	Pran.g_00510	Prar.g_01855
OG0000798	Pran.g_00511	Prar.g_01856
OG0000799	Pran.g_00512	Prar.g_01857
OG0000800	Pran.g_00513	Prar.g_01858
OG0000801	Pran.g_00514	Prar.g_01859
OG0000802	Pran.g_00516	Prar.g_01861
OG0000803	Pran.g_00517	Prar.g_01862
OG0000804	Pran.g_00537	Prar.g_01873
OG0000805	Pran.g_00539	Prar.g_01875
OG0000806	Pran.g_00540	Prar.g_01876
OG0000807	Pran.g_00541	Prar.g_01877
OG0000808	Pran.g_00542	Prar.g_01878
OG0000809	Pran.g_00546	Prar.g_01882
OG0000810	Pran.g_00547	Prar.g_01883
OG0000811	Pran.g_00548	Prar.g_01884
OG0000812	Pran.g_00549	Prar.g_01885
OG0000813	Pran.g_00550	Prar.g_01886
OG0000814	Pran.g_00551	Prar.g_01887
OG0000815	Pran.g_00552	Prar.g_01888
OG0000816	Pran.g_00554	Prar.g_01890
OG0000817	Pran.g_00557	Prar.g_01893
OG0000818	Pran.g_00558	Prar.g_01894
OG0000819	Pran.g_00560	Prar.g_01896
OG0000820	Pran.g_00561	Prar.g_01897
OG0000821	Pran.g_00562	Prar.g_01898
OG0000822	Pran.g_00563	Prar.g_01899
OG0000823	Pran.g_00566	Prar.g_01902
OG0000824	Pran.g_00567	Prar.g_01903
OG0000825	Pran.g_00569	Prar.g_01905
OG0000826	Pran.g_00570	Prar.g_01906
OG0000827	Pran.g_00571	Prar.g_01907
OG0000828	Pran.g_00573	Prar.g_01909
OG0000829	Pran.g_00154	Prar.g_01935
OG0000830	Pran.g_00144	Prar.g_01944
OG0000831	Pran.g_00141	Prar.g_01947
OG0000832	Pran.g_00140	Prar.g_01948
OG0000833	Pran.g_00133	Prar.g_01955
OG0000834	Pran.g_00129	Prar.g_01324
OG0000835	Pran.g_00125	Prar.g_01320
OG0000836	Pran.g_00123	Prar.g_01318
OG0000837	Pran.g_00110	Prar.g_01309
OG0000838	Pran.g_00092	Prar.g_01295
OG0000839	Pran.g_00091	Prar.g_01294
OG0000840	Pran.g_00085	Prar.g_01289
OG0000841	Pran.g_00078	Prar.g_01282
OG0000842	Pran.g_00075	Prar.g_01278
OG0000843	Pran.g_00073	Prar.g_01276
OG0000844	Pran.g_00072	Prar.g_01275
OG0000845	Pran.g_00071	Prar.g_01274
OG0000846	Pran.g_00070	Prar.g_01273
OG0000847	Pran.g_00069	Prar.g_01272
OG0000848	Pran.g_00068	Prar.g_01271
OG0000849	Pran.g_00067	Prar.g_01270
OG0000850	Pran.g_00066	Prar.g_01269
OG0000851	Pran.g_00064	Prar.g_01267
OG0000852	Pran.g_00061	Prar.g_01264
OG0000853	Pran.g_00059	Prar.g_01262
OG0000854	Pran.g_00058	Prar.g_01261
OG0000855	Pran.g_00057	Prar.g_01260
OG0000856	Pran.g_00056	Prar.g_01259
OG0000857	Pran.g_00055	Prar.g_01258
OG0000858	Pran.g_00053	Prar.g_01256
OG0000859	Pran.g_00052	Prar.g_01255
OG0000860	Pran.g_00051	Prar.g_01254
OG0000861	Pran.g_00050	Prar.g_01253
OG0000862	Pran.g_00049	Prar.g_01252
OG0000863	Pran.g_00048	Prar.g_01251
OG0000864	Pran.g_00047	Prar.g_01250
OG0000865	Pran.g_00046	Prar.g_01249
OG0000866	Pran.g_00045	Prar.g_01248
OG0000867	Pran.g_00042	Prar.g_01245
OG0000868	Pran.g_00040	Prar.g_01243
OG0000869	Pran.g_00039	Prar.g_01242
OG0000870	Pran.g_00038	Prar.g_01241
OG0000871	Pran.g_00037	Prar.g_01240
OG0000872	Pran.g_00036	Prar.g_01239
OG0000873	Pran.g_00035	Prar.g_01238
OG0000874	Pran.g_00034	Prar.g_01237
OG0000875	Pran.g_00033	Prar.g_01236
OG0000876	Pran.g_00031	Prar.g_01234
OG0000877	Pran.g_00030	Prar.g_01233
OG0000878	Pran.g_00029	Prar.g_01232
OG0000879	Pran.g_00028	Prar.g_01231
OG0000880	Pran.g_00027	Prar.g_01230
OG0000881	Pran.g_00026	Prar.g_01229
OG0000882	Pran.g_00025	Prar.g_01228
OG0000883	Pran.g_00024	Prar.g_01227
OG0000884	Pran.g_00023	Prar.g_01226
OG0000885	Pran.g_00022	Prar.g_01225
OG0000886	Pran.g_00021	Prar.g_01224
OG0000887	Pran.g_00020	Prar.g_01223
OG0000888	Pran.g_00019	Prar.g_01222
OG0000889	Pran.g_00018	Prar.g_01221
OG0000890	Pran.g_00017	Prar.g_01220
OG0000891	Pran.g_00016	Prar.g_01219
OG0000892	Pran.g_00015	Prar.g_01218
OG0000893	Pran.g_00014	Prar.g_01217
OG0000894	Pran.g_00012	Prar.g_01215
OG0000895	Pran.g_00011	Prar.g_01214
OG0000896	Pran.g_00009	Prar.g_01212
OG0000897	Pran.g_00008	Prar.g_01211
OG0000898	Pran.g_00007	Prar.g_01210
OG0000899	Pran.g_00006	Prar.g_01209
OG0000900	Pran.g_00004	Prar.g_01207
OG0000901	Pran.g_00899	Prar.g_00976
OG0000902	Pran.g_00887	Prar.g_00966
OG0000903	Pran.g_00886	Prar.g_00965
OG0000904	Pran.g_00885	Prar.g_00964
OG0000905	Pran.g_00884	Prar.g_00963
OG0000906	Pran.g_00883	Prar.g_00962
OG0000907	Pran.g_00881	Prar.g_00960
OG0000908	Pran.g_00880	Prar.g_00959
OG0000909	Pran.g_00879	Prar.g_00958
OG0000910	Pran.g_00878	Prar.g_00957
OG0000911	Pran.g_00877	Prar.g_00956
OG0000912	Pran.g_00874	Prar.g_00953
OG0000913	Pran.g_00873	Prar.g_00952
OG0000914	Pran.g_00872	Prar.g_00951
OG0000915	Pran.g_00870	Prar.g_00949
OG0000916	Pran.g_00869	Prar.g_00948
OG0000917	Pran.g_00868	Prar.g_00947
OG0000918	Pran.g_00867	Prar.g_00946
OG0000919	Pran.g_00866	Prar.g_00945
OG0000920	Pran.g_00865	Prar.g_00944
OG0000921	Pran.g_00863	Prar.g_00942
OG0000922	Pran.g_00862	Prar.g_00941
OG0000923	Pran.g_00855	Prar.g_00929
OG0000925	Pran.g_00854	Prar.g_00925
OG0000926	Pran.g_00853	Prar.g_00924
OG0000927	Pran.g_00852	Prar.g_00923
OG0000928	Pran.g_00850	Prar.g_00921
OG0000929	Pran.g_00848	Prar.g_00919
OG0000930	Pran.g_00847	Prar.g_00917
OG0000931	Pran.g_00846	Prar.g_00916
OG0000932	Pran.g_00843	Prar.g_00913
OG0000933	Pran.g_00839	Prar.g_00909
OG0000934	Pran.g_00838	Prar.g_00908
OG0000935	Pran.g_00837	Prar.g_00907
OG0000936	Pran.g_00836	Prar.g_00906
OG0000937	Pran.g_00835	Prar.g_00905
OG0000938	Pran.g_00834	Prar.g_00904
OG0000939	Pran.g_00833	Prar.g_00903
OG0000940	Pran.g_00832	Prar.g_00902
OG0000941	Pran.g_00831	Prar.g_00901
OG0000942	Pran.g_00830	Prar.g_00900
OG0000943	Pran.g_00829	Prar.g_00899
OG0000944	Pran.g_00828	Prar.g_00898
OG0000945	Pran.g_00827	Prar.g_00897
OG0000946	Pran.g_00826	Prar.g_00896
OG0000947	Pran.g_00825	Prar.g_00895
OG0000948	Pran.g_00824	Prar.g_00894
OG0000949	Pran.g_00823	Prar.g_00893
OG0000950	Pran.g_00822	Prar.g_00375
OG0000951	Pran.g_00751	Prar.g_00357
OG0000952	Pran.g_00750	Prar.g_00356
OG0000953	Pran.g_00749	Prar.g_00355
OG0000954	Pran.g_00748	Prar.g_00354
OG0000955	Pran.g_00747	Prar.g_00353
OG0000956	Pran.g_00745	Prar.g_00351
OG0000957	Pran.g_00744	Prar.g_00350
OG0000958	Pran.g_00743	Prar.g_00349
OG0000959	Pran.g_00742	Prar.g_00348
OG0000960	Pran.g_00741	Prar.g_00347
OG0000961	Pran.g_00740	Prar.g_00346
OG0000962	Pran.g_00739	Prar.g_00345
OG0000963	Pran.g_00738	Prar.g_00344
OG0000964	Pran.g_00737	Prar.g_00343
OG0000965	Pran.g_00735	Prar.g_00341
OG0000966	Pran.g_00734	Prar.g_00340
OG0000967	Pran.g_00731	Prar.g_00337
OG0000968	Pran.g_00730	Prar.g_00336
OG0000969	Pran.g_00729	Prar.g_00335
OG0000970	Pran.g_00728	Prar.g_00842
OG0000971	Pran.g_00727	Prar.g_00841
OG0000972	Pran.g_00726	Prar.g_00840
OG0000973	Pran.g_00724	Prar.g_00838
OG0000974	Pran.g_00723	Prar.g_00837
OG0000975	Pran.g_00722	Prar.g_00836
OG0000976	Pran.g_00721	Prar.g_00835
OG0000977	Pran.g_00720	Prar.g_00834
OG0000978	Pran.g_00719	Prar.g_00833
OG0000979	Pran.g_00718	Prar.g_00832
OG0000980	Pran.g_00717	Prar.g_00831
OG0000981	Pran.g_00716	Prar.g_00830
OG0000982	Pran.g_00715	Prar.g_00829
OG0000983	Pran.g_00714	Prar.g_00828
OG0000984	Pran.g_00710	Prar.g_00824
OG0000985	Pran.g_00709	Prar.g_00823
OG0000986	Pran.g_00708	Prar.g_00822
OG0000987	Pran.g_00706	Prar.g_00820
OG0000988	Pran.g_00705	Prar.g_00819
OG0000989	Pran.g_00704	Prar.g_00818
OG0000990	Pran.g_00703	Prar.g_00817
OG0000991	Pran.g_00702	Prar.g_00816
OG0000992	Pran.g_00701	Prar.g_00815
OG0000993	Pran.g_00700	Prar.g_00814
OG0000994	Pran.g_00699	Prar.g_00813
OG0000995	Pran.g_00698	Prar.g_00812
OG0000996	Pran.g_00697	Prar.g_00811
OG0000997	Pran.g_00695	Prar.g_00809
OG0000998	Pran.g_00692	Prar.g_00806
OG0000999	Pran.g_00690	Prar.g_00804
OG0001000	Pran.g_00689	Prar.g_00803
OG0001001	Pran.g_00688	Prar.g_00802
OG0001002	Pran.g_00686	Prar.g_00800
OG0001003	Pran.g_00685	Prar.g_00799
OG0001004	Pran.g_00684	Prar.g_00798
OG0001005	Pran.g_00683	Prar.g_00797
OG0001006	Pran.g_00681	Prar.g_00795
OG0001007	Pran.g_00680	Prar.g_00794
OG0001008	Pran.g_00679	Prar.g_00793
OG0001009	Pran.g_00678	Prar.g_00792
OG0001010	Pran.g_00677	Prar.g_00791
OG0001011	Pran.g_00676	Prar.g_00790
OG0001012	Pran.g_00675	Prar.g_00789
OG0001013	Pran.g_00674	Prar.g_00788
OG0001014	Pran.g_00673	Prar.g_00787
OG0001015	Pran.g_00672	Prar.g_00786
OG0001016	Pran.g_00671	Prar.g_00785
OG0001017	Pran.g_00670	Prar.g_00784
OG0001018	Pran.g_00669	Prar.g_00783
OG0001019	Pran.g_00668	Prar.g_00782
OG0001020	Pran.g_00667	Prar.g_00781
OG0001021	Pran.g_00666	Prar.g_00780
OG0001022	Pran.g_00665	Prar.g_00779
OG0001023	Pran.g_00664	Prar.g_00778
OG0001024	Pran.g_00662	Prar.g_00776
OG0001025	Pran.g_00661	Prar.g_00775
OG0001026	Pran.g_00660	Prar.g_00774
OG0001027	Pran.g_00659	Prar.g_00773
OG0001028	Pran.g_00658	Prar.g_00772
OG0001029	Pran.g_00657	Prar.g_00771
OG0001030	Pran.g_00654	Prar.g_00768
OG0001031	Pran.g_00653	Prar.g_00767
OG0001032	Pran.g_00646	Prar.g_00760
OG0001033	Pran.g_00636	Prar.g_00753
OG0001034	Pran.g_00598	Prar.g_00725
OG0001035	Pran.g_00964	Prar.g_01149
OG0001036	Pran.g_00965	Prar.g_01148
OG0001037	Pran.g_00971	Prar.g_01142
OG0001038	Pran.g_00972	Prar.g_01141
OG0001039	Pran.g_00973	Prar.g_01140
OG0001040	Pran.g_00974	Prar.g_01139
OG0001041	Pran.g_00976	Prar.g_01137
OG0001042	Pran.g_00977	Prar.g_01136
OG0001043	Pran.g_00978	Prar.g_01135
OG0001044	Pran.g_00979	Prar.g_01134
OG0001045	Pran.g_00980	Prar.g_01133
OG0001046	Pran.g_00981	Prar.g_01132
OG0001047	Pran.g_00982	Prar.g_01131
OG0001048	Pran.g_00984	Prar.g_01129
OG0001049	Pran.g_00985	Prar.g_01128
OG0001050	Pran.g_00986	Prar.g_01127
OG0001051	Pran.g_00987	Prar.g_01126
OG0001052	Pran.g_00988	Prar.g_01125
OG0001053	Pran.g_00989	Prar.g_01124
OG0001054	Pran.g_00990	Prar.g_01123
OG0001055	Pran.g_00991	Prar.g_01122
OG0001056	Pran.g_00992	Prar.g_01121
OG0001057	Pran.g_00994	Prar.g_01964
OG0001058	Pran.g_00995	Prar.g_01965
OG0001059	Pran.g_00996	Prar.g_01966
OG0001060	Pran.g_00997	Prar.g_01967
OG0001061	Pran.g_00998	Prar.g_01968
OG0001062	Pran.g_00999	Prar.g_01969
OG0001063	Pran.g_01000	Prar.g_01970
OG0001064	Pran.g_01001	Prar.g_01971
OG0001065	Pran.g_01002	Prar.g_01963
OG0001066	Pran.g_01003	Prar.g_01962
OG0001067	Pran.g_01004	Prar.g_01961
OG0001068	Pran.g_01005	Prar.g_01960
OG0001069	Pran.g_01008	Prar.g_01957
OG0001070	Pran.g_01010	Prar.g_00596
OG0001071	Pran.g_01011	Prar.g_00597
OG0001072	Pran.g_01012	Prar.g_00598
OG0001073	Pran.g_01013	Prar.g_00599
OG0001074	Pran.g_01014	Prar.g_00600
OG0001075	Pran.g_01015	Prar.g_00601
OG0001076	Pran.g_01017	Prar.g_00603
OG0001077	Pran.g_01018	Prar.g_00604
OG0001078	Pran.g_01019	Prar.g_00605
OG0001079	Pran.g_01020	Prar.g_00606
OG0001080	Pran.g_01021	Prar.g_00607
OG0001081	Pran.g_01022	Prar.g_00608
OG0001082	Pran.g_01023	Prar.g_00609
OG0001083	Pran.g_01024	Prar.g_00610
OG0001084	Pran.g_01025	Prar.g_00611
OG0001085	Pran.g_01026	Prar.g_00612
OG0001086	Pran.g_01032	Prar.g_01114
OG0001087	Pran.g_01033	Prar.g_01113
OG0001088	Pran.g_01034	Prar.g_01112
OG0001089	Pran.g_01036	Prar.g_01110
OG0001090	Pran.g_01037	Prar.g_01109
OG0001091	Pran.g_01038	Prar.g_01108
OG0001092	Pran.g_01039	Prar.g_01107
OG0001093	Pran.g_01040	Prar.g_01106
OG0001094	Pran.g_01041	Prar.g_01105
OG0001095	Pran.g_01042	Prar.g_01104
OG0001096	Pran.g_01044	Prar.g_01103
OG0001097	Pran.g_01045	Prar.g_01102
OG0001098	Pran.g_01046	Prar.g_01101
OG0001099	Pran.g_01047	Prar.g_01100
OG0001100	Pran.g_01048	Prar.g_01099
OG0001101	Pran.g_01049	Prar.g_01098
OG0001102	Pran.g_01052	Prar.g_01095
OG0001103	Pran.g_01053	Prar.g_01094
OG0001104	Pran.g_01054	Prar.g_01093
OG0001105	Pran.g_01055	Prar.g_01091
OG0001106	Pran.g_01057	Prar.g_01089
OG0001107	Pran.g_01058	Prar.g_01088
OG0001108	Pran.g_01059	Prar.g_01087
OG0001109	Pran.g_01062	Prar.g_01069
OG0001110	Pran.g_01064	Prar.g_01067
OG0001111	Pran.g_01065	Prar.g_01066
OG0001112	Pran.g_01066	Prar.g_01065
OG0001113	Pran.g_01067	Prar.g_01064
OG0001114	Pran.g_01069	Prar.g_01063
OG0001115	Pran.g_01070	Prar.g_01062
OG0001116	Pran.g_01071	Prar.g_01061
OG0001117	Pran.g_01072	Prar.g_01060
OG0001118	Pran.g_01073	Prar.g_01059
OG0001119	Pran.g_01074	Prar.g_01058
OG0001120	Pran.g_01075	Prar.g_01057
OG0001121	Pran.g_01076	Prar.g_01056
OG0001122	Pran.g_01077	Prar.g_01055
OG0001123	Pran.g_01078	Prar.g_01054
OG0001124	Pran.g_01079	Prar.g_01053
OG0001125	Pran.g_01080	Prar.g_01052
OG0001126	Pran.g_01081	Prar.g_01051
OG0001127	Pran.g_01082	Prar.g_01050
OG0001128	Pran.g_01083	Prar.g_01049
OG0001129	Pran.g_01084	Prar.g_01048
OG0001130	Pran.g_01085	Prar.g_01047
OG0001131	Pran.g_01086	Prar.g_01046
OG0001132	Pran.g_01087	Prar.g_01045
OG0001133	Pran.g_01088	Prar.g_01044
OG0001134	Pran.g_01089	Prar.g_01043
OG0001135	Pran.g_01090	Prar.g_01042
OG0001136	Pran.g_01091	Prar.g_01041
OG0001137	Pran.g_01092	Prar.g_01040
OG0001138	Pran.g_01093	Prar.g_01039
OG0001139	Pran.g_01094	Prar.g_01038
OG0001140	Pran.g_01095	Prar.g_01037
OG0001141	Pran.g_01097	Prar.g_01035
OG0001142	Pran.g_01098	Prar.g_01034
OG0001143	Pran.g_01099	Prar.g_01033
OG0001144	Pran.g_01101	Prar.g_01031
OG0001145	Pran.g_01103	Prar.g_01029
OG0001146	Pran.g_01104	Prar.g_01028
OG0001147	Pran.g_01106	Prar.g_01026
OG0001148	Pran.g_01107	Prar.g_01025
OG0001149	Pran.g_01108	Prar.g_01024
OG0001150	Pran.g_01111	Prar.g_01022
OG0001151	Pran.g_01112	Prar.g_01021
OG0001152	Pran.g_01113	Prar.g_01020
OG0001153	Pran.g_01114	Prar.g_01019
OG0001154	Pran.g_01115	Prar.g_01018
OG0001155	Pran.g_01116	Prar.g_01017
OG0001156	Pran.g_01117	Prar.g_01016
OG0001157	Pran.g_01119	Prar.g_01014
OG0001158	Pran.g_01120	Prar.g_01013
OG0001159	Pran.g_01121	Prar.g_01012
OG0001160	Pran.g_01122	Prar.g_01011
OG0001161	Pran.g_01125	Prar.g_00617
OG0001162	Pran.g_01126	Prar.g_00618
