Orthogroup	Pran	Prat
OG0000588	Pran.g_01536	Prat.g_01082
OG0000589	Pran.g_01535	Prat.g_01081
OG0000590	Pran.g_01534	Prat.g_01080
OG0000591	Pran.g_01533	Prat.g_01079
OG0000592	Pran.g_01532	Prat.g_01078
OG0000593	Pran.g_01531	Prat.g_01077
OG0000594	Pran.g_01530	Prat.g_01076
OG0000595	Pran.g_01529	Prat.g_01075
OG0000596	Pran.g_01528	Prat.g_01074
OG0000597	Pran.g_01524	Prat.g_01070
OG0000598	Pran.g_01523	Prat.g_01069
OG0000599	Pran.g_01522	Prat.g_01068
OG0000600	Pran.g_01521	Prat.g_01067
OG0000601	Pran.g_01520	Prat.g_01066
OG0000602	Pran.g_01519	Prat.g_01065
OG0000603	Pran.g_01518	Prat.g_01064
OG0000604	Pran.g_01517	Prat.g_01063
OG0000605	Pran.g_01516	Prat.g_01062
OG0000606	Pran.g_01515	Prat.g_01061
OG0000607	Pran.g_01514	Prat.g_01059
OG0000608	Pran.g_01513	Prat.g_01058
OG0000609	Pran.g_01511	Prat.g_01056
OG0000610	Pran.g_01510	Prat.g_01055
OG0000611	Pran.g_01508	Prat.g_00744
OG0000612	Pran.g_01507	Prat.g_00745
OG0000613	Pran.g_01505	Prat.g_00747
OG0000614	Pran.g_01499	Prat.g_00752
OG0000615	Pran.g_01498	Prat.g_00753
OG0000616	Pran.g_01497	Prat.g_00754
OG0000617	Pran.g_01495	Prat.g_00757
OG0000618	Pran.g_01494	Prat.g_00758
OG0000619	Pran.g_01493	Prat.g_00759
OG0000620	Pran.g_01491	Prat.g_00761
OG0000621	Pran.g_01490	Prat.g_00762
OG0000622	Pran.g_01489	Prat.g_00763
OG0000623	Pran.g_01488	Prat.g_00764
OG0000624	Pran.g_01486	Prat.g_00767
OG0000625	Pran.g_01485	Prat.g_00768
OG0000626	Pran.g_01484	Prat.g_00769
OG0000627	Pran.g_01483	Prat.g_00772
OG0000628	Pran.g_01482	Prat.g_00773
OG0000629	Pran.g_01481	Prat.g_00774
OG0000630	Pran.g_01479	Prat.g_00776
OG0000631	Pran.g_01478	Prat.g_00777
OG0000632	Pran.g_01472	Prat.g_01882
OG0000633	Pran.g_01471	Prat.g_00826
OG0000634	Pran.g_01459	Prat.g_00789
OG0000635	Pran.g_01457	Prat.g_00791
OG0000636	Pran.g_01456	Prat.g_00792
OG0000637	Pran.g_01454	Prat.g_00797
OG0000638	Pran.g_01453	Prat.g_00798
OG0000639	Pran.g_01452	Prat.g_00799
OG0000640	Pran.g_01451	Prat.g_00800
OG0000641	Pran.g_01450	Prat.g_00801
OG0000642	Pran.g_01449	Prat.g_00802
OG0000643	Pran.g_01448	Prat.g_00803
OG0000644	Pran.g_01446	Prat.g_00805
OG0000645	Pran.g_01445	Prat.g_00807
OG0000646	Pran.g_01444	Prat.g_00808
OG0000647	Pran.g_01443	Prat.g_00809
OG0000648	Pran.g_01442	Prat.g_00811
OG0000649	Pran.g_01441	Prat.g_00812
OG0000650	Pran.g_01440	Prat.g_00813
OG0000651	Pran.g_01439	Prat.g_00814
OG0000652	Pran.g_01437	Prat.g_00816
OG0000653	Pran.g_01418	Prat.g_01225
OG0000654	Pran.g_01415	Prat.g_01486
OG0000655	Pran.g_01405, Pran.g_01763	Prat.g_00600
OG0000656	Pran.g_01400	Prat.g_01472
OG0000657	Pran.g_01378	Prat.g_00888
OG0000658	Pran.g_01377	Prat.g_00887
OG0000659	Pran.g_01376	Prat.g_00886
OG0000660	Pran.g_01365	Prat.g_00345
OG0000661	Pran.g_01356	Prat.g_00859
OG0000662	Pran.g_01354	Prat.g_00863
OG0000663	Pran.g_01352	Prat.g_00865
OG0000664	Pran.g_01351	Prat.g_00866
OG0000665	Pran.g_01350	Prat.g_00867
OG0000666	Pran.g_01349	Prat.g_01043
OG0000667	Pran.g_01348	Prat.g_01042
OG0000668	Pran.g_01347	Prat.g_01041
OG0000669	Pran.g_01346	Prat.g_01040
OG0000670	Pran.g_01344	Prat.g_01038
OG0000671	Pran.g_01343	Prat.g_01037
OG0000672	Pran.g_01342	Prat.g_01036
OG0000673	Pran.g_01341	Prat.g_01035
OG0000674	Pran.g_01340	Prat.g_01034
OG0000675	Pran.g_01339	Prat.g_01033
OG0000676	Pran.g_01337	Prat.g_01031
OG0000677	Pran.g_01335	Prat.g_01029
OG0000678	Pran.g_01334	Prat.g_01028
OG0000679	Pran.g_01333	Prat.g_01027
OG0000680	Pran.g_01332	Prat.g_01026
OG0000681	Pran.g_01331	Prat.g_01025
OG0000682	Pran.g_01330	Prat.g_01024
OG0000683	Pran.g_01329	Prat.g_01023
OG0000684	Pran.g_01328	Prat.g_01021
OG0000685	Pran.g_01327	Prat.g_01020
OG0000686	Pran.g_01326	Prat.g_01019
OG0000687	Pran.g_01325	Prat.g_01018
OG0000688	Pran.g_01324	Prat.g_01017
OG0000689	Pran.g_01323	Prat.g_01016
OG0000690	Pran.g_01322	Prat.g_01015
OG0000691	Pran.g_01320	Prat.g_01013
OG0000692	Pran.g_01319	Prat.g_01012
OG0000693	Pran.g_01318	Prat.g_01011
OG0000694	Pran.g_01317	Prat.g_01010
OG0000695	Pran.g_01316	Prat.g_01009
OG0000696	Pran.g_01315	Prat.g_01008
OG0000697	Pran.g_01313	Prat.g_01007
OG0000698	Pran.g_01312	Prat.g_01006
OG0000699	Pran.g_01309	Prat.g_01003
OG0000700	Pran.g_01308	Prat.g_01002
OG0000701	Pran.g_01307	Prat.g_01001
OG0000702	Pran.g_01306	Prat.g_01000
OG0000703	Pran.g_01305	Prat.g_00999
OG0000704	Pran.g_01304	Prat.g_00998
OG0000705	Pran.g_01302	Prat.g_00996
OG0000706	Pran.g_01301	Prat.g_00995
OG0000707	Pran.g_01300	Prat.g_00994
OG0000708	Pran.g_01299	Prat.g_00993
OG0000709	Pran.g_01298	Prat.g_00992
OG0000710	Pran.g_01297	Prat.g_00991
OG0000711	Pran.g_01296	Prat.g_00990
OG0000712	Pran.g_01295	Prat.g_00989
OG0000713	Pran.g_01294	Prat.g_00988
OG0000714	Pran.g_01292	Prat.g_00984
OG0000715	Pran.g_01291	Prat.g_00983
OG0000716	Pran.g_01290	Prat.g_00982
OG0000717	Pran.g_01289	Prat.g_00981
OG0000718	Pran.g_01287	Prat.g_00980
OG0000719	Pran.g_01285	Prat.g_00978
OG0000720	Pran.g_01283	Prat.g_00974
OG0000721	Pran.g_01282	Prat.g_00973
OG0000722	Pran.g_00413	Prat.g_00694
OG0000723	Pran.g_00418	Prat.g_00699
OG0000724	Pran.g_00421	Prat.g_00705
OG0000725	Pran.g_00422	Prat.g_00707
OG0000726	Pran.g_00423	Prat.g_00708
OG0000727	Pran.g_00424	Prat.g_00709
OG0000728	Pran.g_00425	Prat.g_00710
OG0000729	Pran.g_00426	Prat.g_00712
OG0000730	Pran.g_00427	Prat.g_00713
OG0000731	Pran.g_00429	Prat.g_00716
OG0000732	Pran.g_00430	Prat.g_00717
OG0000733	Pran.g_00431	Prat.g_00718
OG0000734	Pran.g_00432	Prat.g_00719
OG0000735	Pran.g_00433	Prat.g_00720
OG0000736	Pran.g_00435	Prat.g_00722
OG0000737	Pran.g_00436	Prat.g_00723
OG0000738	Pran.g_00438	Prat.g_00725
OG0000739	Pran.g_00439	Prat.g_00726
OG0000740	Pran.g_00440	Prat.g_00728
OG0000741	Pran.g_00442	Prat.g_00730
OG0000742	Pran.g_00443	Prat.g_00731
OG0000743	Pran.g_00446	Prat.g_00735
OG0000744	Pran.g_00447	Prat.g_00736
OG0000745	Pran.g_00449	Prat.g_00738
OG0000746	Pran.g_00450	Prat.g_00739
OG0000747	Pran.g_00451	Prat.g_00740
OG0000748	Pran.g_00452	Prat.g_00741
OG0000749	Pran.g_00453	Prat.g_00742
OG0000750	Pran.g_00454	Prat.g_00743
OG0000751	Pran.g_00456	Prat.g_01051
OG0000752	Pran.g_00457	Prat.g_01050
OG0000753	Pran.g_00458	Prat.g_01049
OG0000754	Pran.g_00459	Prat.g_01048
OG0000755	Pran.g_00461	Prat.g_01046
OG0000756	Pran.g_00462	Prat.g_01045
OG0000757	Pran.g_00463	Prat.g_01044
OG0000758	Pran.g_00464	Prat.g_00868
OG0000759	Pran.g_00465	Prat.g_00869
OG0000760	Pran.g_00466	Prat.g_00870
OG0000761	Pran.g_00467	Prat.g_00871
OG0000762	Pran.g_00469	Prat.g_00873
OG0000763	Pran.g_00470	Prat.g_00874
OG0000764	Pran.g_00471	Prat.g_00876
OG0000765	Pran.g_00472	Prat.g_00877
OG0000766	Pran.g_00473	Prat.g_00878
OG0000767	Pran.g_00474	Prat.g_00879
OG0000768	Pran.g_00475	Prat.g_00880
OG0000769	Pran.g_00476	Prat.g_00881
OG0000770	Pran.g_00477	Prat.g_00883
OG0000771	Pran.g_00478	Prat.g_00884
OG0000772	Pran.g_00479	Prat.g_00944
OG0000773	Pran.g_00481	Prat.g_00889
OG0000774	Pran.g_00482	Prat.g_00890
OG0000775	Pran.g_00483	Prat.g_00891
OG0000776	Pran.g_00484	Prat.g_00893
OG0000777	Pran.g_00485	Prat.g_00894
OG0000778	Pran.g_00486	Prat.g_00895
OG0000779	Pran.g_00488	Prat.g_00897
OG0000780	Pran.g_00489	Prat.g_00898
OG0000781	Pran.g_00490	Prat.g_00899
OG0000782	Pran.g_00492	Prat.g_00901
OG0000783	Pran.g_00493	Prat.g_00902
OG0000784	Pran.g_00494	Prat.g_00903
OG0000785	Pran.g_00495	Prat.g_00904
OG0000786	Pran.g_00496	Prat.g_00905
OG0000787	Pran.g_00498	Prat.g_00907
OG0000788	Pran.g_00499	Prat.g_00908
OG0000789	Pran.g_00500	Prat.g_00909
OG0000790	Pran.g_00501	Prat.g_00910
OG0000791	Pran.g_00502	Prat.g_00911
OG0000792	Pran.g_00503	Prat.g_00912
OG0000793	Pran.g_00504	Prat.g_00913
OG0000794	Pran.g_00505	Prat.g_00914
OG0000795	Pran.g_00506	Prat.g_00915
OG0000796	Pran.g_00508	Prat.g_00916
OG0000797	Pran.g_00510	Prat.g_00917
OG0000798	Pran.g_00511	Prat.g_00918
OG0000799	Pran.g_00512	Prat.g_00919
OG0000800	Pran.g_00513	Prat.g_00920
OG0000801	Pran.g_00514	Prat.g_00921
OG0000802	Pran.g_00516	Prat.g_00923
OG0000803	Pran.g_00517	Prat.g_00924
OG0000804	Pran.g_00537	Prat.g_00929
OG0000805	Pran.g_00539	Prat.g_00931
OG0000806	Pran.g_00540	Prat.g_00932
OG0000807	Pran.g_00541	Prat.g_00933
OG0000808	Pran.g_00542	Prat.g_00934
OG0000809	Pran.g_00546	Prat.g_00939
OG0000810	Pran.g_00547	Prat.g_00941
OG0000811	Pran.g_00548	Prat.g_00942
OG0000812	Pran.g_00549	Prat.g_00943
OG0000813	Pran.g_00550	Prat.g_00946
OG0000814	Pran.g_00551	Prat.g_00947
OG0000815	Pran.g_00552	Prat.g_00948
OG0000816	Pran.g_00554	Prat.g_00951
OG0000817	Pran.g_00557	Prat.g_00955
OG0000818	Pran.g_00558	Prat.g_00956
OG0000819	Pran.g_00560	Prat.g_00957
OG0000820	Pran.g_00561	Prat.g_00958
OG0000821	Pran.g_00562	Prat.g_00959
OG0000822	Pran.g_00563	Prat.g_00960
OG0000823	Pran.g_00566	Prat.g_00963
OG0000824	Pran.g_00567	Prat.g_00964
OG0000825	Pran.g_00569	Prat.g_00966
OG0000826	Pran.g_00570	Prat.g_00967
OG0000827	Pran.g_00571	Prat.g_00968
OG0000828	Pran.g_00573	Prat.g_00970
OG0000829	Pran.g_00154	Prat.g_01204
OG0000830	Pran.g_00144	Prat.g_01479
OG0000831	Pran.g_00141	Prat.g_01197
OG0000832	Pran.g_00140	Prat.g_01480
OG0000833	Pran.g_00133	Prat.g_01214
OG0000834	Pran.g_00129	Prat.g_01199
OG0000835	Pran.g_00125	Prat.g_00354
OG0000836	Pran.g_00123	Prat.g_01373
OG0000837	Pran.g_00110	Prat.g_01211
OG0000838	Pran.g_00092	Prat.g_01560
OG0000839	Pran.g_00091	Prat.g_01559
OG0000840	Pran.g_00085	Prat.g_01175
OG0000841	Pran.g_00078	Prat.g_01177
OG0000842	Pran.g_00075	Prat.g_01171
OG0000843	Pran.g_00073	Prat.g_01169
OG0000844	Pran.g_00072	Prat.g_01168
OG0000845	Pran.g_00071	Prat.g_01167
OG0000846	Pran.g_00070	Prat.g_01166
OG0000847	Pran.g_00069	Prat.g_01165
OG0000848	Pran.g_00068	Prat.g_01164
OG0000849	Pran.g_00067	Prat.g_01163
OG0000850	Pran.g_00066	Prat.g_01162
OG0000851	Pran.g_00064	Prat.g_01159
OG0000852	Pran.g_00061	Prat.g_01157
OG0000853	Pran.g_00059	Prat.g_01155
OG0000854	Pran.g_00058	Prat.g_01154
OG0000855	Pran.g_00057	Prat.g_01153
OG0000856	Pran.g_00056	Prat.g_01152
OG0000857	Pran.g_00055	Prat.g_01151
OG0000858	Pran.g_00053	Prat.g_01148
OG0000859	Pran.g_00052	Prat.g_01147
OG0000860	Pran.g_00051	Prat.g_01146
OG0000861	Pran.g_00050	Prat.g_01145
OG0000862	Pran.g_00049	Prat.g_01144
OG0000863	Pran.g_00048	Prat.g_01142
OG0000864	Pran.g_00047	Prat.g_01141
OG0000865	Pran.g_00046	Prat.g_01140
OG0000866	Pran.g_00045	Prat.g_01139
OG0000867	Pran.g_00042	Prat.g_01136
OG0000868	Pran.g_00040	Prat.g_01135
OG0000869	Pran.g_00039	Prat.g_01134
OG0000870	Pran.g_00038	Prat.g_01131
OG0000871	Pran.g_00037	Prat.g_01130
OG0000872	Pran.g_00036	Prat.g_01128
OG0000873	Pran.g_00035	Prat.g_01127
OG0000874	Pran.g_00034	Prat.g_01126
OG0000875	Pran.g_00033	Prat.g_01124
OG0000876	Pran.g_00031	Prat.g_01123
OG0000877	Pran.g_00030	Prat.g_01122
OG0000878	Pran.g_00029	Prat.g_01121
OG0000879	Pran.g_00028	Prat.g_01120
OG0000880	Pran.g_00027	Prat.g_01119
OG0000881	Pran.g_00026	Prat.g_01118
OG0000882	Pran.g_00025	Prat.g_01117
OG0000883	Pran.g_00024	Prat.g_01116
OG0000884	Pran.g_00023	Prat.g_01115
OG0000885	Pran.g_00022	Prat.g_01114
OG0000886	Pran.g_00021	Prat.g_01113
OG0000887	Pran.g_00020	Prat.g_01112
OG0000888	Pran.g_00019	Prat.g_01111
OG0000889	Pran.g_00018	Prat.g_01110
OG0000890	Pran.g_00017	Prat.g_01108
OG0000891	Pran.g_00016	Prat.g_01107
OG0000892	Pran.g_00015	Prat.g_01106
OG0000893	Pran.g_00014	Prat.g_01105
OG0000894	Pran.g_00012	Prat.g_01104
OG0000895	Pran.g_00011	Prat.g_01103
OG0000896	Pran.g_00009	Prat.g_01101
OG0000897	Pran.g_00008	Prat.g_01100
OG0000898	Pran.g_00007	Prat.g_01099
OG0000899	Pran.g_00006	Prat.g_01098
OG0000900	Pran.g_00004	Prat.g_00594
OG0000901	Pran.g_00899	Prat.g_00626
OG0000902	Pran.g_00887	Prat.g_01238
OG0000903	Pran.g_00886	Prat.g_01239
OG0000904	Pran.g_00885	Prat.g_01240
OG0000905	Pran.g_00884	Prat.g_01241
OG0000906	Pran.g_00883	Prat.g_01242
OG0000907	Pran.g_00881	Prat.g_01244
OG0000908	Pran.g_00880	Prat.g_01245
OG0000909	Pran.g_00879	Prat.g_01246
OG0000910	Pran.g_00878	Prat.g_01247
OG0000911	Pran.g_00877	Prat.g_01248
OG0000912	Pran.g_00874	Prat.g_01251
OG0000913	Pran.g_00873	Prat.g_01252
OG0000914	Pran.g_00872	Prat.g_01253
OG0000915	Pran.g_00870	Prat.g_01255
OG0000916	Pran.g_00869	Prat.g_01256
OG0000917	Pran.g_00868	Prat.g_01257
OG0000918	Pran.g_00867	Prat.g_01258
OG0000919	Pran.g_00866	Prat.g_01259
OG0000920	Pran.g_00865	Prat.g_01260
OG0000921	Pran.g_00863	Prat.g_01263
OG0000922	Pran.g_00862	Prat.g_01264
OG0000923	Pran.g_00855	Prat.g_01282
OG0000925	Pran.g_00854	Prat.g_01287
OG0000926	Pran.g_00853	Prat.g_01471
OG0000927	Pran.g_00852	Prat.g_01178
OG0000928	Pran.g_00850	Prat.g_01455
OG0000929	Pran.g_00848	Prat.g_01200
OG0000930	Pran.g_00847	Prat.g_01181
OG0000931	Pran.g_00846	Prat.g_00976
OG0000932	Pran.g_00843	Prat.g_01228
OG0000933	Pran.g_00839	Prat.g_01293
OG0000934	Pran.g_00838	Prat.g_01294
OG0000935	Pran.g_00837	Prat.g_01295
OG0000936	Pran.g_00836	Prat.g_01296
OG0000937	Pran.g_00835	Prat.g_01297
OG0000938	Pran.g_00834	Prat.g_01298
OG0000939	Pran.g_00833	Prat.g_01299
OG0000940	Pran.g_00832	Prat.g_01300
OG0000941	Pran.g_00831	Prat.g_01301
OG0000942	Pran.g_00830	Prat.g_01302
OG0000943	Pran.g_00829	Prat.g_01303
OG0000944	Pran.g_00828	Prat.g_01304
OG0000945	Pran.g_00827	Prat.g_01305
OG0000946	Pran.g_00826	Prat.g_01306
OG0000947	Pran.g_00825	Prat.g_01307
OG0000948	Pran.g_00824	Prat.g_01308
OG0000949	Pran.g_00823	Prat.g_01309
OG0000950	Pran.g_00822	Prat.g_01769
OG0000951	Pran.g_00751	Prat.g_01333
OG0000952	Pran.g_00750	Prat.g_01334
OG0000953	Pran.g_00749	Prat.g_01335
OG0000954	Pran.g_00748	Prat.g_01336
OG0000955	Pran.g_00747	Prat.g_01337
OG0000956	Pran.g_00745	Prat.g_01339
OG0000957	Pran.g_00744	Prat.g_01340
OG0000958	Pran.g_00743	Prat.g_01341
OG0000959	Pran.g_00742	Prat.g_01342
OG0000960	Pran.g_00741	Prat.g_01343
OG0000961	Pran.g_00740	Prat.g_01344
OG0000962	Pran.g_00739	Prat.g_01345
OG0000963	Pran.g_00738	Prat.g_01346
OG0000964	Pran.g_00737	Prat.g_01348
OG0000965	Pran.g_00735	Prat.g_01350
OG0000966	Pran.g_00734	Prat.g_01351
OG0000967	Pran.g_00731	Prat.g_01355
OG0000968	Pran.g_00730	Prat.g_01356
OG0000969	Pran.g_00729	Prat.g_01357
OG0000970	Pran.g_00728	Prat.g_01358
OG0000971	Pran.g_00727	Prat.g_01359
OG0000972	Pran.g_00726	Prat.g_01360
OG0000973	Pran.g_00724	Prat.g_01362
OG0000974	Pran.g_00723	Prat.g_01363
OG0000975	Pran.g_00722	Prat.g_01364
OG0000976	Pran.g_00721	Prat.g_01365
OG0000977	Pran.g_00720	Prat.g_01366
OG0000978	Pran.g_00719	Prat.g_01367
OG0000979	Pran.g_00718	Prat.g_01368
OG0000980	Pran.g_00717	Prat.g_01369
OG0000981	Pran.g_00716	Prat.g_01370
OG0000982	Pran.g_00715	Prat.g_01371
OG0000983	Pran.g_00714	Prat.g_01372
OG0000984	Pran.g_00710	Prat.g_01378
OG0000985	Pran.g_00709	Prat.g_01379
OG0000986	Pran.g_00708	Prat.g_01380
OG0000987	Pran.g_00706	Prat.g_01382
OG0000988	Pran.g_00705	Prat.g_01383
OG0000989	Pran.g_00704	Prat.g_01384
OG0000990	Pran.g_00703	Prat.g_01385
OG0000991	Pran.g_00702	Prat.g_01386
OG0000992	Pran.g_00701	Prat.g_01387
OG0000993	Pran.g_00700	Prat.g_01388
OG0000994	Pran.g_00699	Prat.g_01389
OG0000995	Pran.g_00698	Prat.g_01390
OG0000996	Pran.g_00697	Prat.g_01391
OG0000997	Pran.g_00695	Prat.g_01393
OG0000998	Pran.g_00692	Prat.g_01399
OG0000999	Pran.g_00690	Prat.g_01403
OG0001000	Pran.g_00689	Prat.g_01405
OG0001001	Pran.g_00688	Prat.g_01407
OG0001002	Pran.g_00686	Prat.g_01409
OG0001003	Pran.g_00685	Prat.g_01410
OG0001004	Pran.g_00684	Prat.g_01411
OG0001005	Pran.g_00683	Prat.g_01412
OG0001006	Pran.g_00681	Prat.g_01414
OG0001007	Pran.g_00680	Prat.g_01415
OG0001008	Pran.g_00679	Prat.g_01416
OG0001009	Pran.g_00678	Prat.g_01417
OG0001010	Pran.g_00677	Prat.g_01418
OG0001011	Pran.g_00676	Prat.g_01420
OG0001012	Pran.g_00675	Prat.g_01421
OG0001013	Pran.g_00674	Prat.g_01422
OG0001014	Pran.g_00673	Prat.g_01423
OG0001015	Pran.g_00672	Prat.g_01424
OG0001016	Pran.g_00671	Prat.g_01425
OG0001017	Pran.g_00670	Prat.g_01426
OG0001018	Pran.g_00669	Prat.g_01427
OG0001019	Pran.g_00668	Prat.g_01428
OG0001020	Pran.g_00667	Prat.g_01429
OG0001021	Pran.g_00666	Prat.g_01430
OG0001022	Pran.g_00665	Prat.g_01431
OG0001023	Pran.g_00664	Prat.g_01432
OG0001024	Pran.g_00662	Prat.g_01434
OG0001025	Pran.g_00661	Prat.g_01435
OG0001026	Pran.g_00660	Prat.g_01436
OG0001027	Pran.g_00659	Prat.g_01437
OG0001028	Pran.g_00658	Prat.g_01439
OG0001029	Pran.g_00657	Prat.g_01440
OG0001030	Pran.g_00654	Prat.g_01443
OG0001031	Pran.g_00653	Prat.g_01444
OG0001032	Pran.g_00646	Prat.g_01502
OG0001033	Pran.g_00636	Prat.g_01457
OG0001034	Pran.g_00598	Prat.g_01022
OG0001035	Pran.g_00964	Prat.g_01585
OG0001036	Pran.g_00965	Prat.g_01586
OG0001037	Pran.g_00971	Prat.g_01593
OG0001038	Pran.g_00972	Prat.g_01594
OG0001039	Pran.g_00973	Prat.g_01595
OG0001040	Pran.g_00974	Prat.g_01596
OG0001041	Pran.g_00976	Prat.g_01598
OG0001042	Pran.g_00977	Prat.g_01599
OG0001043	Pran.g_00978	Prat.g_01600
OG0001044	Pran.g_00979	Prat.g_01601
OG0001045	Pran.g_00980	Prat.g_01602
OG0001046	Pran.g_00981	Prat.g_01603
OG0001047	Pran.g_00982	Prat.g_01604
OG0001048	Pran.g_00984	Prat.g_01605
OG0001049	Pran.g_00985	Prat.g_01606
OG0001050	Pran.g_00986	Prat.g_01607
OG0001051	Pran.g_00987	Prat.g_01608
OG0001052	Pran.g_00988	Prat.g_01609
OG0001053	Pran.g_00989	Prat.g_01610
OG0001054	Pran.g_00990	Prat.g_01611
OG0001055	Pran.g_00991	Prat.g_01612
OG0001056	Pran.g_00992	Prat.g_01613
OG0001057	Pran.g_00994	Prat.g_01615
OG0001058	Pran.g_00995	Prat.g_01616
OG0001059	Pran.g_00996	Prat.g_01617
OG0001060	Pran.g_00997	Prat.g_01618
OG0001061	Pran.g_00998	Prat.g_01619
OG0001062	Pran.g_00999	Prat.g_01621
OG0001063	Pran.g_01000	Prat.g_01622
OG0001064	Pran.g_01001	Prat.g_01623
OG0001065	Pran.g_01002	Prat.g_01624
OG0001066	Pran.g_01003	Prat.g_01625
OG0001067	Pran.g_01004	Prat.g_01626
OG0001068	Pran.g_01005	Prat.g_01627
OG0001069	Pran.g_01008	Prat.g_01630
OG0001070	Pran.g_01010	Prat.g_01632
OG0001071	Pran.g_01011	Prat.g_01633
OG0001072	Pran.g_01012	Prat.g_01634
OG0001073	Pran.g_01013	Prat.g_01635
OG0001074	Pran.g_01014	Prat.g_01636
OG0001075	Pran.g_01015	Prat.g_01639
OG0001076	Pran.g_01017	Prat.g_01641
OG0001077	Pran.g_01018	Prat.g_01642
OG0001078	Pran.g_01019	Prat.g_01643
OG0001079	Pran.g_01020	Prat.g_01644
OG0001080	Pran.g_01021	Prat.g_01645
OG0001081	Pran.g_01022	Prat.g_01646
OG0001082	Pran.g_01023	Prat.g_01647
OG0001083	Pran.g_01024	Prat.g_01648
OG0001084	Pran.g_01025	Prat.g_01649
OG0001085	Pran.g_01026	Prat.g_01650
OG0001086	Pran.g_01032	Prat.g_01655
OG0001087	Pran.g_01033	Prat.g_01657
OG0001088	Pran.g_01034	Prat.g_01658
OG0001089	Pran.g_01036	Prat.g_01661
OG0001090	Pran.g_01037	Prat.g_01662
OG0001091	Pran.g_01038	Prat.g_01663
OG0001092	Pran.g_01039	Prat.g_01664
OG0001093	Pran.g_01040	Prat.g_01665
OG0001094	Pran.g_01041	Prat.g_01666
OG0001095	Pran.g_01042	Prat.g_01667
OG0001096	Pran.g_01044	Prat.g_01668
OG0001097	Pran.g_01045	Prat.g_01669
OG0001098	Pran.g_01046	Prat.g_01670
OG0001099	Pran.g_01047	Prat.g_01671
OG0001100	Pran.g_01048	Prat.g_01672
OG0001101	Pran.g_01049	Prat.g_01673
OG0001102	Pran.g_01052	Prat.g_01677
OG0001103	Pran.g_01053	Prat.g_01678
OG0001104	Pran.g_01054	Prat.g_01682
OG0001105	Pran.g_01055	Prat.g_01680
OG0001106	Pran.g_01057	Prat.g_01676
OG0001107	Pran.g_01058	Prat.g_01675
OG0001108	Pran.g_01059	Prat.g_01674
OG0001109	Pran.g_01062	Prat.g_01684
OG0001110	Pran.g_01064	Prat.g_01686
OG0001111	Pran.g_01065	Prat.g_01687
OG0001112	Pran.g_01066	Prat.g_01688
OG0001113	Pran.g_01067	Prat.g_01689
OG0001114	Pran.g_01069	Prat.g_01690
OG0001115	Pran.g_01070	Prat.g_01691
OG0001116	Pran.g_01071	Prat.g_01692
OG0001117	Pran.g_01072	Prat.g_01693
OG0001118	Pran.g_01073	Prat.g_01694
OG0001119	Pran.g_01074	Prat.g_01695
OG0001120	Pran.g_01075	Prat.g_01696
OG0001121	Pran.g_01076	Prat.g_01697
OG0001122	Pran.g_01077	Prat.g_01698
OG0001123	Pran.g_01078	Prat.g_01699
OG0001124	Pran.g_01079	Prat.g_01700
OG0001125	Pran.g_01080	Prat.g_01701
OG0001126	Pran.g_01081	Prat.g_01702
OG0001127	Pran.g_01082	Prat.g_01703
OG0001128	Pran.g_01083	Prat.g_01704
OG0001129	Pran.g_01084	Prat.g_01705
OG0001130	Pran.g_01085	Prat.g_01706
OG0001131	Pran.g_01086	Prat.g_01707
OG0001132	Pran.g_01087	Prat.g_01708
OG0001133	Pran.g_01088	Prat.g_01709
OG0001134	Pran.g_01089	Prat.g_01710
OG0001135	Pran.g_01090	Prat.g_01711
OG0001136	Pran.g_01091	Prat.g_01712
OG0001137	Pran.g_01092	Prat.g_01713
OG0001138	Pran.g_01093	Prat.g_01714
OG0001139	Pran.g_01094	Prat.g_01715
OG0001140	Pran.g_01095	Prat.g_01327
OG0001141	Pran.g_01097	Prat.g_01717
OG0001142	Pran.g_01098	Prat.g_01718
OG0001143	Pran.g_01099	Prat.g_01719
OG0001144	Pran.g_01101	Prat.g_01721
OG0001145	Pran.g_01103	Prat.g_01723
OG0001146	Pran.g_01104	Prat.g_01724
OG0001147	Pran.g_01106	Prat.g_01727
OG0001148	Pran.g_01107	Prat.g_01728
OG0001149	Pran.g_01108	Prat.g_01729
OG0001150	Pran.g_01111	Prat.g_01732
OG0001151	Pran.g_01112	Prat.g_01733
OG0001152	Pran.g_01113	Prat.g_01734
OG0001153	Pran.g_01114	Prat.g_01735
OG0001154	Pran.g_01115	Prat.g_01736
OG0001155	Pran.g_01116	Prat.g_01737
OG0001156	Pran.g_01117	Prat.g_01738
OG0001157	Pran.g_01119	Prat.g_01740
OG0001158	Pran.g_01120	Prat.g_01742
OG0001159	Pran.g_01121	Prat.g_01744
OG0001160	Pran.g_01122	Prat.g_01745
OG0001161	Pran.g_01125	Prat.g_01748
OG0001162	Pran.g_01126	Prat.g_01749
OG0001163	Pran.g_01127	Prat.g_01750
OG0001164	Pran.g_01128	Prat.g_01751
OG0001165	Pran.g_01129	Prat.g_01752
OG0001166	Pran.g_01130	Prat.g_01753
OG0001167	Pran.g_01131	Prat.g_01754
OG0001168	Pran.g_01133	Prat.g_01756
OG0001169	Pran.g_01134	Prat.g_01757
OG0001170	Pran.g_01136	Prat.g_01760
