Orthogroup	Prag	Prat
OG0000588	Prag.g_00620	Prat.g_01082
OG0000589	Prag.g_00621	Prat.g_01081
OG0000590	Prag.g_00622	Prat.g_01080
OG0000591	Prag.g_00623	Prat.g_01079
OG0000592	Prag.g_00624	Prat.g_01078
OG0000593	Prag.g_00625	Prat.g_01077
OG0000594	Prag.g_00626	Prat.g_01076
OG0000595	Prag.g_00627	Prat.g_01075
OG0000596	Prag.g_00628	Prat.g_01074
OG0000597	Prag.g_00632	Prat.g_01070
OG0000598	Prag.g_00633	Prat.g_01069
OG0000599	Prag.g_00634	Prat.g_01068
OG0000600	Prag.g_00635	Prat.g_01067
OG0000601	Prag.g_00636	Prat.g_01066
OG0000602	Prag.g_00637	Prat.g_01065
OG0000603	Prag.g_00638	Prat.g_01064
OG0000604	Prag.g_00639	Prat.g_01063
OG0000605	Prag.g_00640	Prat.g_01062
OG0000606	Prag.g_00641	Prat.g_01061
OG0000607	Prag.g_00642	Prat.g_01059
OG0000608	Prag.g_00643	Prat.g_01058
OG0000609	Prag.g_00645	Prat.g_01056
OG0000610	Prag.g_00646	Prat.g_01055
OG0000611	Prag.g_00648	Prat.g_00744
OG0000612	Prag.g_00649	Prat.g_00745
OG0000613	Prag.g_00651	Prat.g_00747
OG0000614	Prag.g_00657	Prat.g_00752
OG0000615	Prag.g_00658	Prat.g_00753
OG0000616	Prag.g_00659	Prat.g_00754
OG0000617	Prag.g_00661	Prat.g_00757
OG0000618	Prag.g_00662	Prat.g_00758
OG0000619	Prag.g_00663	Prat.g_00759
OG0000620	Prag.g_00665	Prat.g_00761
OG0000621	Prag.g_00666	Prat.g_00762
OG0000622	Prag.g_00667	Prat.g_00763
OG0000623	Prag.g_00668	Prat.g_00764
OG0000624	Prag.g_00670	Prat.g_00767
OG0000625	Prag.g_00671	Prat.g_00768
OG0000626	Prag.g_00672	Prat.g_00769
OG0000627	Prag.g_00673	Prat.g_00772
OG0000628	Prag.g_00674	Prat.g_00773
OG0000629	Prag.g_00675	Prat.g_00774
OG0000630	Prag.g_00677	Prat.g_00776
OG0000631	Prag.g_00678	Prat.g_00777
OG0000632	Prag.g_00682	Prat.g_01882
OG0000633	Prag.g_00683	Prat.g_00826
OG0000634	Prag.g_00693	Prat.g_00789
OG0000635	Prag.g_00695	Prat.g_00791
OG0000636	Prag.g_00696	Prat.g_00792
OG0000637	Prag.g_00698	Prat.g_00797
OG0000638	Prag.g_00699	Prat.g_00798
OG0000639	Prag.g_00700	Prat.g_00799
OG0000640	Prag.g_00701	Prat.g_00800
OG0000641	Prag.g_00702	Prat.g_00801
OG0000642	Prag.g_00703	Prat.g_00802
OG0000643	Prag.g_00704	Prat.g_00803
OG0000644	Prag.g_00706	Prat.g_00805
OG0000645	Prag.g_00707	Prat.g_00807
OG0000646	Prag.g_00708	Prat.g_00808
OG0000647	Prag.g_00709	Prat.g_00809
OG0000648	Prag.g_00710	Prat.g_00811
OG0000649	Prag.g_00711	Prat.g_00812
OG0000650	Prag.g_00712	Prat.g_00813
OG0000651	Prag.g_00713	Prat.g_00814
OG0000652	Prag.g_00715	Prat.g_00816
OG0000653	Prag.g_00742	Prat.g_01225
OG0000654	Prag.g_00744	Prat.g_01486
OG0000655	Prag.g_00754	Prat.g_00600
OG0000656	Prag.g_00758	Prat.g_01472
OG0000657	Prag.g_00771	Prat.g_00888
OG0000658	Prag.g_00772	Prat.g_00887
OG0000659	Prag.g_00773	Prat.g_00886
OG0000660	Prag.g_00784	Prat.g_00345
OG0000661	Prag.g_00793	Prat.g_00859
OG0000662	Prag.g_00795	Prat.g_00863
OG0000663	Prag.g_00797	Prat.g_00865
OG0000664	Prag.g_00798	Prat.g_00866
OG0000665	Prag.g_00799	Prat.g_00867
OG0000666	Prag.g_00800	Prat.g_01043
OG0000667	Prag.g_00801	Prat.g_01042
OG0000668	Prag.g_00802	Prat.g_01041
OG0000669	Prag.g_00803	Prat.g_01040
OG0000670	Prag.g_00805	Prat.g_01038
OG0000671	Prag.g_00806	Prat.g_01037
OG0000672	Prag.g_00807	Prat.g_01036
OG0000673	Prag.g_00808	Prat.g_01035
OG0000674	Prag.g_00809	Prat.g_01034
OG0000675	Prag.g_00810	Prat.g_01033
OG0000676	Prag.g_00812	Prat.g_01031
OG0000677	Prag.g_00814	Prat.g_01029
OG0000678	Prag.g_00815	Prat.g_01028
OG0000679	Prag.g_00816	Prat.g_01027
OG0000680	Prag.g_00817	Prat.g_01026
OG0000681	Prag.g_00818	Prat.g_01025
OG0000682	Prag.g_00819	Prat.g_01024
OG0000683	Prag.g_00820	Prat.g_01023
OG0000684	Prag.g_00821	Prat.g_01021
OG0000685	Prag.g_00822	Prat.g_01020
OG0000686	Prag.g_00823	Prat.g_01019
OG0000687	Prag.g_00824	Prat.g_01018
OG0000688	Prag.g_00825	Prat.g_01017
OG0000689	Prag.g_00826	Prat.g_01016
OG0000690	Prag.g_00827	Prat.g_01015
OG0000691	Prag.g_00829	Prat.g_01013
OG0000692	Prag.g_00830	Prat.g_01012
OG0000693	Prag.g_00831	Prat.g_01011
OG0000694	Prag.g_00832	Prat.g_01010
OG0000695	Prag.g_00833	Prat.g_01009
OG0000696	Prag.g_00834	Prat.g_01008
OG0000697	Prag.g_00835	Prat.g_01007
OG0000698	Prag.g_00836	Prat.g_01006
OG0000699	Prag.g_00839	Prat.g_01003
OG0000700	Prag.g_00840	Prat.g_01002
OG0000701	Prag.g_00841	Prat.g_01001
OG0000702	Prag.g_00842	Prat.g_01000
OG0000703	Prag.g_00843	Prat.g_00999
OG0000704	Prag.g_00844	Prat.g_00998
OG0000705	Prag.g_00846	Prat.g_00996
OG0000706	Prag.g_00847	Prat.g_00995
OG0000707	Prag.g_00848	Prat.g_00994
OG0000708	Prag.g_00849	Prat.g_00993
OG0000709	Prag.g_00850	Prat.g_00992
OG0000710	Prag.g_00851	Prat.g_00991
OG0000711	Prag.g_00852	Prat.g_00990
OG0000712	Prag.g_00853	Prat.g_00989
OG0000713	Prag.g_00854	Prat.g_00988
OG0000714	Prag.g_00856	Prat.g_00984
OG0000715	Prag.g_00857	Prat.g_00983
OG0000716	Prag.g_00858	Prat.g_00982
OG0000717	Prag.g_00859	Prat.g_00981
OG0000718	Prag.g_00860	Prat.g_00980
OG0000719	Prag.g_00862	Prat.g_00978
OG0000720	Prag.g_00864	Prat.g_00974
OG0000721	Prag.g_00865	Prat.g_00973
OG0000722	Prag.g_00892	Prat.g_00694
OG0000723	Prag.g_00895	Prat.g_00699
OG0000724	Prag.g_00898	Prat.g_00705
OG0000725	Prag.g_00899	Prat.g_00707
OG0000726	Prag.g_00900	Prat.g_00708
OG0000727	Prag.g_00901	Prat.g_00709
OG0000728	Prag.g_00902	Prat.g_00710
OG0000729	Prag.g_00903	Prat.g_00712
OG0000730	Prag.g_00904	Prat.g_00713
OG0000731	Prag.g_00906	Prat.g_00716
OG0000732	Prag.g_00907	Prat.g_00717
OG0000733	Prag.g_00908	Prat.g_00718
OG0000734	Prag.g_00909	Prat.g_00719
OG0000735	Prag.g_00910	Prat.g_00720
OG0000736	Prag.g_00912	Prat.g_00722
OG0000737	Prag.g_00913	Prat.g_00723
OG0000738	Prag.g_00915	Prat.g_00725
OG0000739	Prag.g_00916	Prat.g_00726
OG0000740	Prag.g_00917	Prat.g_00728
OG0000741	Prag.g_00919	Prat.g_00730
OG0000742	Prag.g_00920	Prat.g_00731
OG0000743	Prag.g_00923	Prat.g_00735
OG0000744	Prag.g_00924	Prat.g_00736
OG0000745	Prag.g_00926	Prat.g_00738
OG0000746	Prag.g_00927	Prat.g_00739
OG0000747	Prag.g_00928	Prat.g_00740
OG0000748	Prag.g_00929	Prat.g_00741
OG0000749	Prag.g_00930	Prat.g_00742
OG0000750	Prag.g_00931	Prat.g_00743
OG0000751	Prag.g_00933	Prat.g_01051
OG0000752	Prag.g_00934	Prat.g_01050
OG0000753	Prag.g_00935	Prat.g_01049
OG0000754	Prag.g_00936	Prat.g_01048
OG0000755	Prag.g_00938	Prat.g_01046
OG0000756	Prag.g_00939	Prat.g_01045
OG0000757	Prag.g_00940	Prat.g_01044
OG0000758	Prag.g_00941	Prat.g_00868
OG0000759	Prag.g_00942	Prat.g_00869
OG0000760	Prag.g_00943	Prat.g_00870
OG0000761	Prag.g_00944	Prat.g_00871
OG0000762	Prag.g_00946	Prat.g_00873
OG0000763	Prag.g_00947	Prat.g_00874
OG0000764	Prag.g_00948	Prat.g_00876
OG0000765	Prag.g_00949	Prat.g_00877
OG0000766	Prag.g_00950	Prat.g_00878
OG0000767	Prag.g_00951	Prat.g_00879
OG0000768	Prag.g_00952	Prat.g_00880
OG0000769	Prag.g_00953	Prat.g_00881
OG0000770	Prag.g_00954	Prat.g_00883
OG0000771	Prag.g_00955	Prat.g_00884
OG0000772	Prag.g_00956	Prat.g_00944
OG0000773	Prag.g_00958	Prat.g_00889
OG0000774	Prag.g_00959	Prat.g_00890
OG0000775	Prag.g_00960	Prat.g_00891
OG0000776	Prag.g_00961	Prat.g_00893
OG0000777	Prag.g_00962	Prat.g_00894
OG0000778	Prag.g_00963	Prat.g_00895
OG0000779	Prag.g_00965	Prat.g_00897
OG0000780	Prag.g_00966	Prat.g_00898
OG0000781	Prag.g_00967	Prat.g_00899
OG0000782	Prag.g_00969	Prat.g_00901
OG0000783	Prag.g_00970	Prat.g_00902
OG0000784	Prag.g_00971	Prat.g_00903
OG0000785	Prag.g_00972	Prat.g_00904
OG0000786	Prag.g_00973	Prat.g_00905
OG0000787	Prag.g_00975	Prat.g_00907
OG0000788	Prag.g_00976	Prat.g_00908
OG0000789	Prag.g_00977	Prat.g_00909
OG0000790	Prag.g_00978	Prat.g_00910
OG0000791	Prag.g_00979	Prat.g_00911
OG0000792	Prag.g_00980	Prat.g_00912
OG0000793	Prag.g_00981	Prat.g_00913
OG0000794	Prag.g_00982	Prat.g_00914
OG0000795	Prag.g_00983	Prat.g_00915
OG0000796	Prag.g_00985	Prat.g_00916
OG0000797	Prag.g_00987	Prat.g_00917
OG0000798	Prag.g_00988	Prat.g_00918
OG0000799	Prag.g_00989	Prat.g_00919
OG0000800	Prag.g_00990	Prat.g_00920
OG0000801	Prag.g_00991	Prat.g_00921
OG0000802	Prag.g_00993	Prat.g_00923
OG0000803	Prag.g_00994	Prat.g_00924
OG0000804	Prag.g_01005	Prat.g_00929
OG0000805	Prag.g_01007	Prat.g_00931
OG0000806	Prag.g_01008	Prat.g_00932
OG0000807	Prag.g_01009	Prat.g_00933
OG0000808	Prag.g_01010	Prat.g_00934
OG0000809	Prag.g_01014	Prat.g_00939
OG0000810	Prag.g_01015	Prat.g_00941
OG0000811	Prag.g_01016	Prat.g_00942
OG0000812	Prag.g_01017	Prat.g_00943
OG0000813	Prag.g_01018	Prat.g_00946
OG0000814	Prag.g_01019	Prat.g_00947
OG0000815	Prag.g_01020	Prat.g_00948
OG0000816	Prag.g_01022	Prat.g_00951
OG0000817	Prag.g_01025	Prat.g_00955
OG0000818	Prag.g_01026	Prat.g_00956
OG0000819	Prag.g_01028	Prat.g_00957
OG0000820	Prag.g_01029	Prat.g_00958
OG0000821	Prag.g_01030	Prat.g_00959
OG0000822	Prag.g_01031	Prat.g_00960
OG0000823	Prag.g_01034	Prat.g_00963
OG0000824	Prag.g_01035	Prat.g_00964
OG0000825	Prag.g_01037	Prat.g_00966
OG0000826	Prag.g_01038	Prat.g_00967
OG0000827	Prag.g_01039	Prat.g_00968
OG0000828	Prag.g_01041	Prat.g_00970
OG0000829	Prag.g_01066	Prat.g_01204
OG0000830	Prag.g_01076	Prat.g_01479
OG0000831	Prag.g_01079	Prat.g_01197
OG0000832	Prag.g_01080	Prat.g_01480
OG0000833	Prag.g_01087	Prat.g_01214
OG0000834	Prag.g_01091	Prat.g_01199
OG0000835	Prag.g_01095	Prat.g_00354
OG0000836	Prag.g_01097	Prat.g_01373
OG0000837	Prag.g_01106	Prat.g_01211
OG0000838	Prag.g_01121	Prat.g_01560
OG0000839	Prag.g_01122	Prat.g_01559
OG0000840	Prag.g_01127	Prat.g_01175
OG0000841	Prag.g_01134	Prat.g_01177
OG0000842	Prag.g_01138	Prat.g_01171
OG0000843	Prag.g_01140	Prat.g_01169
OG0000844	Prag.g_01141	Prat.g_01168
OG0000845	Prag.g_01142	Prat.g_01167
OG0000846	Prag.g_01143	Prat.g_01166
OG0000847	Prag.g_01144	Prat.g_01165
OG0000848	Prag.g_01145	Prat.g_01164
OG0000849	Prag.g_01146	Prat.g_01163
OG0000850	Prag.g_01147	Prat.g_01162
OG0000851	Prag.g_01149	Prat.g_01159
OG0000852	Prag.g_01152	Prat.g_01157
OG0000853	Prag.g_01154	Prat.g_01155
OG0000854	Prag.g_01155	Prat.g_01154
OG0000855	Prag.g_01156	Prat.g_01153
OG0000856	Prag.g_01157	Prat.g_01152
OG0000857	Prag.g_01158	Prat.g_01151
OG0000858	Prag.g_01160	Prat.g_01148
OG0000859	Prag.g_01161	Prat.g_01147
OG0000860	Prag.g_01162	Prat.g_01146
OG0000861	Prag.g_01163	Prat.g_01145
OG0000862	Prag.g_01164	Prat.g_01144
OG0000863	Prag.g_01165	Prat.g_01142
OG0000864	Prag.g_01166	Prat.g_01141
OG0000865	Prag.g_01167	Prat.g_01140
OG0000866	Prag.g_01168	Prat.g_01139
OG0000867	Prag.g_01171	Prat.g_01136
OG0000868	Prag.g_01173	Prat.g_01135
OG0000869	Prag.g_01174	Prat.g_01134
OG0000870	Prag.g_01175	Prat.g_01131
OG0000871	Prag.g_01176	Prat.g_01130
OG0000872	Prag.g_01177	Prat.g_01128
OG0000873	Prag.g_01178	Prat.g_01127
OG0000874	Prag.g_01179	Prat.g_01126
OG0000875	Prag.g_01180	Prat.g_01124
OG0000876	Prag.g_01182	Prat.g_01123
OG0000877	Prag.g_01183	Prat.g_01122
OG0000878	Prag.g_01184	Prat.g_01121
OG0000879	Prag.g_01185	Prat.g_01120
OG0000880	Prag.g_01186	Prat.g_01119
OG0000881	Prag.g_01187	Prat.g_01118
OG0000882	Prag.g_01188	Prat.g_01117
OG0000883	Prag.g_01189	Prat.g_01116
OG0000884	Prag.g_01190	Prat.g_01115
OG0000885	Prag.g_01191	Prat.g_01114
OG0000886	Prag.g_01192	Prat.g_01113
OG0000887	Prag.g_01193	Prat.g_01112
OG0000888	Prag.g_01194	Prat.g_01111
OG0000889	Prag.g_01195	Prat.g_01110
OG0000890	Prag.g_01196	Prat.g_01108
OG0000891	Prag.g_01197	Prat.g_01107
OG0000892	Prag.g_01198	Prat.g_01106
OG0000893	Prag.g_01199	Prat.g_01105
OG0000894	Prag.g_01201	Prat.g_01104
OG0000895	Prag.g_01202	Prat.g_01103
OG0000896	Prag.g_01204	Prat.g_01101
OG0000897	Prag.g_01205	Prat.g_01100
OG0000898	Prag.g_01206	Prat.g_01099
OG0000899	Prag.g_01207	Prat.g_01098
OG0000900	Prag.g_01209	Prat.g_00594
OG0000901	Prag.g_01328	Prat.g_00626
OG0000902	Prag.g_01342	Prat.g_01238
OG0000903	Prag.g_01343	Prat.g_01239
OG0000904	Prag.g_01344	Prat.g_01240
OG0000905	Prag.g_01345	Prat.g_01241
OG0000906	Prag.g_01346	Prat.g_01242
OG0000907	Prag.g_01350	Prat.g_01244
OG0000908	Prag.g_01351	Prat.g_01245
OG0000909	Prag.g_01352	Prat.g_01246
OG0000910	Prag.g_01353	Prat.g_01247
OG0000911	Prag.g_01354	Prat.g_01248
OG0000912	Prag.g_01357	Prat.g_01251
OG0000913	Prag.g_01358	Prat.g_01252
OG0000914	Prag.g_01359	Prat.g_01253
OG0000915	Prag.g_01361	Prat.g_01255
OG0000916	Prag.g_01362	Prat.g_01256
OG0000917	Prag.g_01363	Prat.g_01257
OG0000918	Prag.g_01364	Prat.g_01258
OG0000919	Prag.g_01365	Prat.g_01259
OG0000920	Prag.g_01366	Prat.g_01260
OG0000921	Prag.g_01368	Prat.g_01263
OG0000922	Prag.g_01369	Prat.g_01264
OG0000923	Prag.g_01371	Prat.g_01282
OG0000924	Prag.g_01372	Prat.g_01283
OG0000925	Prag.g_01375	Prat.g_01287
OG0000926	Prag.g_01376	Prat.g_01471
OG0000927	Prag.g_01377	Prat.g_01178
OG0000928	Prag.g_01379	Prat.g_01455
OG0000929	Prag.g_01381	Prat.g_01200
OG0000930	Prag.g_01383	Prat.g_01181
OG0000931	Prag.g_01384	Prat.g_00976
OG0000932	Prag.g_01387	Prat.g_01228
OG0000933	Prag.g_01391	Prat.g_01293
OG0000934	Prag.g_01392	Prat.g_01294
OG0000935	Prag.g_01393	Prat.g_01295
OG0000936	Prag.g_01394	Prat.g_01296
OG0000937	Prag.g_01395	Prat.g_01297
OG0000938	Prag.g_01396	Prat.g_01298
OG0000939	Prag.g_01397	Prat.g_01299
OG0000940	Prag.g_01398	Prat.g_01300
OG0000941	Prag.g_01399	Prat.g_01301
OG0000942	Prag.g_01400	Prat.g_01302
OG0000943	Prag.g_01401	Prat.g_01303
OG0000944	Prag.g_01402	Prat.g_01304
OG0000945	Prag.g_01403	Prat.g_01305
OG0000946	Prag.g_01404	Prat.g_01306
OG0000947	Prag.g_01405	Prat.g_01307
OG0000948	Prag.g_01406	Prat.g_01308
OG0000949	Prag.g_01407	Prat.g_01309
OG0000950	Prag.g_01425	Prat.g_01769
OG0000951	Prag.g_01470	Prat.g_01333
OG0000952	Prag.g_01471	Prat.g_01334
OG0000953	Prag.g_01472	Prat.g_01335
OG0000954	Prag.g_01473	Prat.g_01336
OG0000955	Prag.g_01474	Prat.g_01337
OG0000956	Prag.g_01476	Prat.g_01339
OG0000957	Prag.g_01477	Prat.g_01340
OG0000958	Prag.g_01478	Prat.g_01341
OG0000959	Prag.g_01479	Prat.g_01342
OG0000960	Prag.g_01480	Prat.g_01343
OG0000961	Prag.g_01481	Prat.g_01344
OG0000962	Prag.g_01482	Prat.g_01345
OG0000963	Prag.g_01483	Prat.g_01346
OG0000964	Prag.g_01484	Prat.g_01348
OG0000965	Prag.g_01486	Prat.g_01350
OG0000966	Prag.g_01487	Prat.g_01351
OG0000967	Prag.g_01492	Prat.g_01355
OG0000968	Prag.g_01493	Prat.g_01356
OG0000969	Prag.g_01494	Prat.g_01357
OG0000970	Prag.g_01495	Prat.g_01358
OG0000971	Prag.g_01496	Prat.g_01359
OG0000972	Prag.g_01497	Prat.g_01360
OG0000973	Prag.g_01499	Prat.g_01362
OG0000974	Prag.g_01500	Prat.g_01363
OG0000975	Prag.g_01501	Prat.g_01364
OG0000976	Prag.g_01502	Prat.g_01365
OG0000977	Prag.g_01503	Prat.g_01366
OG0000978	Prag.g_01504	Prat.g_01367
OG0000979	Prag.g_01505	Prat.g_01368
OG0000980	Prag.g_01506	Prat.g_01369
OG0000981	Prag.g_01507	Prat.g_01370
OG0000982	Prag.g_01508	Prat.g_01371
OG0000983	Prag.g_01509	Prat.g_01372
OG0000984	Prag.g_01512	Prat.g_01378
OG0000985	Prag.g_01513	Prat.g_01379
OG0000986	Prag.g_01514	Prat.g_01380
OG0000987	Prag.g_01516	Prat.g_01382
OG0000988	Prag.g_01517	Prat.g_01383
OG0000989	Prag.g_01518	Prat.g_01384
OG0000990	Prag.g_01519	Prat.g_01385
OG0000991	Prag.g_01520	Prat.g_01386
OG0000992	Prag.g_01521	Prat.g_01387
OG0000993	Prag.g_01523	Prat.g_01388
OG0000994	Prag.g_01524	Prat.g_01389
OG0000995	Prag.g_01525	Prat.g_01390
OG0000996	Prag.g_01526	Prat.g_01391
OG0000997	Prag.g_01528	Prat.g_01393
OG0000998	Prag.g_01531	Prat.g_01399
OG0000999	Prag.g_01533	Prat.g_01403
OG0001000	Prag.g_01534	Prat.g_01405
OG0001001	Prag.g_01535	Prat.g_01407
OG0001002	Prag.g_01537	Prat.g_01409
OG0001003	Prag.g_01538	Prat.g_01410
OG0001004	Prag.g_01539	Prat.g_01411
OG0001005	Prag.g_01540	Prat.g_01412
OG0001006	Prag.g_01542	Prat.g_01414
OG0001007	Prag.g_01543	Prat.g_01415
OG0001008	Prag.g_01544	Prat.g_01416
OG0001009	Prag.g_01545	Prat.g_01417
OG0001010	Prag.g_01546	Prat.g_01418
OG0001011	Prag.g_01547	Prat.g_01420
OG0001012	Prag.g_01548	Prat.g_01421
OG0001013	Prag.g_01549	Prat.g_01422
OG0001014	Prag.g_01550	Prat.g_01423
OG0001015	Prag.g_01551	Prat.g_01424
OG0001016	Prag.g_01552	Prat.g_01425
OG0001017	Prag.g_01553	Prat.g_01426
OG0001018	Prag.g_01554	Prat.g_01427
OG0001019	Prag.g_01555	Prat.g_01428
OG0001020	Prag.g_01556	Prat.g_01429
OG0001021	Prag.g_01557	Prat.g_01430
OG0001022	Prag.g_01558	Prat.g_01431
OG0001023	Prag.g_01559	Prat.g_01432
OG0001024	Prag.g_01561	Prat.g_01434
OG0001025	Prag.g_01562	Prat.g_01435
OG0001026	Prag.g_01563	Prat.g_01436
OG0001027	Prag.g_01564	Prat.g_01437
OG0001028	Prag.g_01565	Prat.g_01439
OG0001029	Prag.g_01566	Prat.g_01440
OG0001030	Prag.g_01569	Prat.g_01443
OG0001031	Prag.g_01570	Prat.g_01444
OG0001032	Prag.g_01576	Prat.g_01502
OG0001033	Prag.g_01583	Prat.g_01457
OG0001034	Prag.g_01611	Prat.g_01022
OG0001035	Prag.g_01663	Prat.g_01585
OG0001036	Prag.g_01664	Prat.g_01586
OG0001037	Prag.g_01670	Prat.g_01593
OG0001038	Prag.g_01671	Prat.g_01594
OG0001039	Prag.g_01672	Prat.g_01595
OG0001040	Prag.g_01673	Prat.g_01596
OG0001041	Prag.g_01675	Prat.g_01598
OG0001042	Prag.g_01676	Prat.g_01599
OG0001043	Prag.g_01677	Prat.g_01600
OG0001044	Prag.g_01678	Prat.g_01601
OG0001045	Prag.g_01679	Prat.g_01602
OG0001046	Prag.g_01680	Prat.g_01603
OG0001047	Prag.g_01681	Prat.g_01604
OG0001048	Prag.g_01683	Prat.g_01605
OG0001049	Prag.g_01684	Prat.g_01606
OG0001050	Prag.g_01685	Prat.g_01607
OG0001051	Prag.g_01686	Prat.g_01608
OG0001052	Prag.g_01687	Prat.g_01609
OG0001053	Prag.g_01688	Prat.g_01610
OG0001054	Prag.g_01689	Prat.g_01611
OG0001055	Prag.g_01690	Prat.g_01612
OG0001056	Prag.g_01691	Prat.g_01613
OG0001057	Prag.g_01693	Prat.g_01615
OG0001058	Prag.g_01694	Prat.g_01616
OG0001059	Prag.g_01695	Prat.g_01617
OG0001060	Prag.g_01696	Prat.g_01618
OG0001061	Prag.g_01697	Prat.g_01619
OG0001062	Prag.g_01698	Prat.g_01621
OG0001063	Prag.g_01699	Prat.g_01622
OG0001064	Prag.g_01700	Prat.g_01623
OG0001065	Prag.g_01701	Prat.g_01624
OG0001066	Prag.g_01702	Prat.g_01625
OG0001067	Prag.g_01703	Prat.g_01626
OG0001068	Prag.g_01704	Prat.g_01627
OG0001069	Prag.g_01707	Prat.g_01630
OG0001070	Prag.g_01709	Prat.g_01632
OG0001071	Prag.g_01710	Prat.g_01633
OG0001072	Prag.g_01711	Prat.g_01634
OG0001073	Prag.g_01712	Prat.g_01635
OG0001074	Prag.g_01713	Prat.g_01636
OG0001075	Prag.g_01715	Prat.g_01639
OG0001076	Prag.g_01717	Prat.g_01641
OG0001077	Prag.g_01718	Prat.g_01642
OG0001078	Prag.g_01719	Prat.g_01643
OG0001079	Prag.g_01720	Prat.g_01644
OG0001080	Prag.g_01721	Prat.g_01645
OG0001081	Prag.g_01722	Prat.g_01646
OG0001082	Prag.g_01723	Prat.g_01647
OG0001083	Prag.g_01724	Prat.g_01648
OG0001084	Prag.g_01725	Prat.g_01649
OG0001085	Prag.g_01726	Prat.g_01650
OG0001086	Prag.g_01732	Prat.g_01655
OG0001087	Prag.g_01733	Prat.g_01657
OG0001088	Prag.g_01734	Prat.g_01658
OG0001089	Prag.g_01736	Prat.g_01661
OG0001090	Prag.g_01737	Prat.g_01662
OG0001091	Prag.g_01738	Prat.g_01663
OG0001092	Prag.g_01739	Prat.g_01664
OG0001093	Prag.g_01740	Prat.g_01665
OG0001094	Prag.g_01741	Prat.g_01666
OG0001095	Prag.g_01742	Prat.g_01667
OG0001096	Prag.g_01743	Prat.g_01668
OG0001097	Prag.g_01744	Prat.g_01669
OG0001098	Prag.g_01745	Prat.g_01670
OG0001099	Prag.g_01746	Prat.g_01671
OG0001100	Prag.g_01747	Prat.g_01672
OG0001101	Prag.g_01748	Prat.g_01673
OG0001102	Prag.g_01751	Prat.g_01677
OG0001103	Prag.g_01752	Prat.g_01678
OG0001104	Prag.g_01753	Prat.g_01682
OG0001105	Prag.g_01754	Prat.g_01680
OG0001106	Prag.g_01756	Prat.g_01676
OG0001107	Prag.g_01757	Prat.g_01675
OG0001108	Prag.g_01758	Prat.g_01674
OG0001109	Prag.g_01762	Prat.g_01684
OG0001110	Prag.g_01764	Prat.g_01686
OG0001111	Prag.g_01765	Prat.g_01687
OG0001112	Prag.g_01766	Prat.g_01688
OG0001113	Prag.g_01767	Prat.g_01689
OG0001114	Prag.g_01768	Prat.g_01690
OG0001115	Prag.g_01769	Prat.g_01691
OG0001116	Prag.g_01770	Prat.g_01692
OG0001117	Prag.g_01771	Prat.g_01693
OG0001118	Prag.g_01772	Prat.g_01694
OG0001119	Prag.g_01773	Prat.g_01695
OG0001120	Prag.g_01774	Prat.g_01696
OG0001121	Prag.g_01775	Prat.g_01697
OG0001122	Prag.g_01776	Prat.g_01698
OG0001123	Prag.g_01777	Prat.g_01699
OG0001124	Prag.g_01778	Prat.g_01700
OG0001125	Prag.g_01779	Prat.g_01701
OG0001126	Prag.g_01780	Prat.g_01702
OG0001127	Prag.g_01781	Prat.g_01703
OG0001128	Prag.g_01782	Prat.g_01704
OG0001129	Prag.g_01783	Prat.g_01705
OG0001130	Prag.g_01784	Prat.g_01706
OG0001131	Prag.g_01785	Prat.g_01707
OG0001132	Prag.g_01786	Prat.g_01708
OG0001133	Prag.g_01787	Prat.g_01709
OG0001134	Prag.g_01788	Prat.g_01710
OG0001135	Prag.g_01789	Prat.g_01711
OG0001136	Prag.g_01790	Prat.g_01712
OG0001137	Prag.g_01791	Prat.g_01713
OG0001138	Prag.g_01792	Prat.g_01714
OG0001139	Prag.g_01793	Prat.g_01715
OG0001140	Prag.g_01794	Prat.g_01327
OG0001141	Prag.g_01796	Prat.g_01717
OG0001142	Prag.g_01797	Prat.g_01718
OG0001143	Prag.g_01798	Prat.g_01719
OG0001144	Prag.g_01800	Prat.g_01721
OG0001145	Prag.g_01802	Prat.g_01723
OG0001146	Prag.g_01803	Prat.g_01724
OG0001147	Prag.g_01805	Prat.g_01727
OG0001148	Prag.g_01806	Prat.g_01728
OG0001149	Prag.g_01807	Prat.g_01729
OG0001150	Prag.g_01810	Prat.g_01732
OG0001151	Prag.g_01811	Prat.g_01733
OG0001152	Prag.g_01812	Prat.g_01734
OG0001153	Prag.g_01813	Prat.g_01735
OG0001154	Prag.g_01814	Prat.g_01736
OG0001155	Prag.g_01815	Prat.g_01737
OG0001156	Prag.g_01816	Prat.g_01738
OG0001157	Prag.g_01818	Prat.g_01740
OG0001158	Prag.g_01819	Prat.g_01742
OG0001159	Prag.g_01820	Prat.g_01744
OG0001160	Prag.g_01821	Prat.g_01745
OG0001161	Prag.g_01824	Prat.g_01748
OG0001162	Prag.g_01825	Prat.g_01749
OG0001163	Prag.g_01826	Prat.g_01750
OG0001164	Prag.g_01827	Prat.g_01751
OG0001165	Prag.g_01828	Prat.g_01752
OG0001166	Prag.g_01829	Prat.g_01753
OG0001167	Prag.g_01830	Prat.g_01754
OG0001168	Prag.g_01832	Prat.g_01756
OG0001169	Prag.g_01833	Prat.g_01757
