Orthogroup	Prag	Pral
OG0000584	Prag.g_00616	Pral.g_01439
OG0000585	Prag.g_00617	Pral.g_01440
OG0000586	Prag.g_00618	Pral.g_01441
OG0000587	Prag.g_00619	Pral.g_01442
OG0000588	Prag.g_00620	Pral.g_01443
OG0000589	Prag.g_00621	Pral.g_01444
OG0000590	Prag.g_00622	Pral.g_01445
OG0000591	Prag.g_00623	Pral.g_01446
OG0000592	Prag.g_00624	Pral.g_01447
OG0000593	Prag.g_00625	Pral.g_01448
OG0000594	Prag.g_00626	Pral.g_01449
OG0000595	Prag.g_00627	Pral.g_01450
OG0000596	Prag.g_00628	Pral.g_01451
OG0000597	Prag.g_00632	Pral.g_01455
OG0000598	Prag.g_00633	Pral.g_01456
OG0000599	Prag.g_00634	Pral.g_01457
OG0000600	Prag.g_00635	Pral.g_01458
OG0000601	Prag.g_00636	Pral.g_01459
OG0000602	Prag.g_00637	Pral.g_01460
OG0000603	Prag.g_00638	Pral.g_01461
OG0000604	Prag.g_00639	Pral.g_01462
OG0000605	Prag.g_00640	Pral.g_01463
OG0000606	Prag.g_00641	Pral.g_01464
OG0000607	Prag.g_00642	Pral.g_01466
OG0000608	Prag.g_00643	Pral.g_01467
OG0000609	Prag.g_00645	Pral.g_01469
OG0000610	Prag.g_00646	Pral.g_01470
OG0000611	Prag.g_00648	Pral.g_01772
OG0000612	Prag.g_00649	Pral.g_01771
OG0000613	Prag.g_00651	Pral.g_01769
OG0000614	Prag.g_00657	Pral.g_01763
OG0000615	Prag.g_00658	Pral.g_01762
OG0000616	Prag.g_00659	Pral.g_01761
OG0000617	Prag.g_00661	Pral.g_01758
OG0000618	Prag.g_00662	Pral.g_01757
OG0000619	Prag.g_00663	Pral.g_01756
OG0000620	Prag.g_00665	Pral.g_01754
OG0000621	Prag.g_00666	Pral.g_01753
OG0000622	Prag.g_00667	Pral.g_01752
OG0000623	Prag.g_00668	Pral.g_01751
OG0000624	Prag.g_00670	Pral.g_01748
OG0000625	Prag.g_00671	Pral.g_01747
OG0000626	Prag.g_00672	Pral.g_01746
OG0000627	Prag.g_00673	Pral.g_01743
OG0000628	Prag.g_00674	Pral.g_01742
OG0000629	Prag.g_00675	Pral.g_01741
OG0000630	Prag.g_00677	Pral.g_01739
OG0000631	Prag.g_00678	Pral.g_01737
OG0000632	Prag.g_00682	Pral.g_00399
OG0000633	Prag.g_00683	Pral.g_01691
OG0000634	Prag.g_00693	Pral.g_01728
OG0000635	Prag.g_00695	Pral.g_01726
OG0000636	Prag.g_00696	Pral.g_01725
OG0000637	Prag.g_00698	Pral.g_01723
OG0000638	Prag.g_00699	Pral.g_01722
OG0000639	Prag.g_00700	Pral.g_01721
OG0000640	Prag.g_00701	Pral.g_01720
OG0000641	Prag.g_00702	Pral.g_01719
OG0000642	Prag.g_00703	Pral.g_01718
OG0000643	Prag.g_00704	Pral.g_01717
OG0000644	Prag.g_00706	Pral.g_01715
OG0000645	Prag.g_00707	Pral.g_01713
OG0000646	Prag.g_00708	Pral.g_01712
OG0000647	Prag.g_00709	Pral.g_01711
OG0000648	Prag.g_00710	Pral.g_01709
OG0000649	Prag.g_00711	Pral.g_01708
OG0000650	Prag.g_00712	Pral.g_01707
OG0000651	Prag.g_00713	Pral.g_01706
OG0000652	Prag.g_00715	Pral.g_01704
OG0000653	Prag.g_00742	Pral.g_01304
OG0000654	Prag.g_00744	Pral.g_00023
OG0000655	Prag.g_00754	Pral.g_00451
OG0000656	Prag.g_00758	Pral.g_01037
OG0000657	Prag.g_00771	Pral.g_01635
OG0000658	Prag.g_00772	Pral.g_01636
OG0000659	Prag.g_00773	Pral.g_01637
OG0000660	Prag.g_00784	Pral.g_00701
OG0000661	Prag.g_00793	Pral.g_01663
OG0000662	Prag.g_00795	Pral.g_01660
OG0000663	Prag.g_00797	Pral.g_01658
OG0000664	Prag.g_00798	Pral.g_01657
OG0000665	Prag.g_00799	Pral.g_01656
OG0000666	Prag.g_00800	Pral.g_01482
OG0000667	Prag.g_00801	Pral.g_01483
OG0000668	Prag.g_00802	Pral.g_01484
OG0000669	Prag.g_00803	Pral.g_01485
OG0000670	Prag.g_00805	Pral.g_01487
OG0000671	Prag.g_00806	Pral.g_01488
OG0000672	Prag.g_00807	Pral.g_01489
OG0000673	Prag.g_00808	Pral.g_01490
OG0000674	Prag.g_00809	Pral.g_01491
OG0000675	Prag.g_00810	Pral.g_01492
OG0000676	Prag.g_00812	Pral.g_01494
OG0000677	Prag.g_00814	Pral.g_01496
OG0000678	Prag.g_00815	Pral.g_01497
OG0000679	Prag.g_00816	Pral.g_01498
OG0000680	Prag.g_00817	Pral.g_01499
OG0000681	Prag.g_00818	Pral.g_01500
OG0000682	Prag.g_00819	Pral.g_01501
OG0000683	Prag.g_00820	Pral.g_01502
OG0000684	Prag.g_00821	Pral.g_01504
OG0000685	Prag.g_00822	Pral.g_01505
OG0000686	Prag.g_00823	Pral.g_01506
OG0000687	Prag.g_00824	Pral.g_01507
OG0000688	Prag.g_00825	Pral.g_01508
OG0000689	Prag.g_00826	Pral.g_01509
OG0000690	Prag.g_00827	Pral.g_01510
OG0000691	Prag.g_00829	Pral.g_01512
OG0000692	Prag.g_00830	Pral.g_01513
OG0000693	Prag.g_00831	Pral.g_01514
OG0000694	Prag.g_00832	Pral.g_01515
OG0000695	Prag.g_00833	Pral.g_01516
OG0000696	Prag.g_00834	Pral.g_01517
OG0000697	Prag.g_00835	Pral.g_01518
OG0000698	Prag.g_00836	Pral.g_01519
OG0000699	Prag.g_00839	Pral.g_01523
OG0000700	Prag.g_00840	Pral.g_01524
OG0000701	Prag.g_00841	Pral.g_01525
OG0000702	Prag.g_00842	Pral.g_01526
OG0000703	Prag.g_00843	Pral.g_01527
OG0000704	Prag.g_00844	Pral.g_01528
OG0000705	Prag.g_00846	Pral.g_01530
OG0000706	Prag.g_00847	Pral.g_01531
OG0000707	Prag.g_00848	Pral.g_01532
OG0000708	Prag.g_00849	Pral.g_01533
OG0000709	Prag.g_00850	Pral.g_01534
OG0000710	Prag.g_00851	Pral.g_01535
OG0000711	Prag.g_00852	Pral.g_01536
OG0000712	Prag.g_00853	Pral.g_01537
OG0000713	Prag.g_00854	Pral.g_01538
OG0000714	Prag.g_00856	Pral.g_01542
OG0000715	Prag.g_00857	Pral.g_01543
OG0000716	Prag.g_00858	Pral.g_01544
OG0000717	Prag.g_00859	Pral.g_01545
OG0000718	Prag.g_00860	Pral.g_01546
OG0000719	Prag.g_00862	Pral.g_01548
OG0000720	Prag.g_00864	Pral.g_01552
OG0000721	Prag.g_00865	Pral.g_01553
OG0000722	Prag.g_00892	Pral.g_01820
OG0000723	Prag.g_00895	Pral.g_01815
OG0000724	Prag.g_00898	Pral.g_01809
OG0000725	Prag.g_00899	Pral.g_01807
OG0000726	Prag.g_00900	Pral.g_01806
OG0000727	Prag.g_00901	Pral.g_01805
OG0000728	Prag.g_00902	Pral.g_01804
OG0000729	Prag.g_00903	Pral.g_01802
OG0000730	Prag.g_00904	Pral.g_01801
OG0000731	Prag.g_00906	Pral.g_01799
OG0000732	Prag.g_00907	Pral.g_01798
OG0000733	Prag.g_00908	Pral.g_01797
OG0000734	Prag.g_00909	Pral.g_01796
OG0000735	Prag.g_00910	Pral.g_01795
OG0000736	Prag.g_00912	Pral.g_01793
OG0000737	Prag.g_00913	Pral.g_01792
OG0000738	Prag.g_00915	Pral.g_01790
OG0000739	Prag.g_00916	Pral.g_01789
OG0000740	Prag.g_00917	Pral.g_01788
OG0000741	Prag.g_00919	Pral.g_01786
OG0000742	Prag.g_00920	Pral.g_01785
OG0000743	Prag.g_00923	Pral.g_01781
OG0000744	Prag.g_00924	Pral.g_01780
OG0000745	Prag.g_00926	Pral.g_01778
OG0000746	Prag.g_00927	Pral.g_01777
OG0000747	Prag.g_00928	Pral.g_01776
OG0000748	Prag.g_00929	Pral.g_01775
OG0000749	Prag.g_00930	Pral.g_01774
OG0000750	Prag.g_00931	Pral.g_01773
OG0000751	Prag.g_00933	Pral.g_01474
OG0000752	Prag.g_00934	Pral.g_01475
OG0000753	Prag.g_00935	Pral.g_01476
OG0000754	Prag.g_00936	Pral.g_01477
OG0000755	Prag.g_00938	Pral.g_01479
OG0000756	Prag.g_00939	Pral.g_01480
OG0000757	Prag.g_00940	Pral.g_01481
OG0000758	Prag.g_00941	Pral.g_01655
OG0000759	Prag.g_00942	Pral.g_01654
OG0000760	Prag.g_00943	Pral.g_01653
OG0000761	Prag.g_00944	Pral.g_01652
OG0000762	Prag.g_00946	Pral.g_01650
OG0000763	Prag.g_00947	Pral.g_01649
OG0000764	Prag.g_00948	Pral.g_01647
OG0000765	Prag.g_00949	Pral.g_01646
OG0000766	Prag.g_00950	Pral.g_01645
OG0000767	Prag.g_00951	Pral.g_01644
OG0000768	Prag.g_00952	Pral.g_01643
OG0000769	Prag.g_00953	Pral.g_01642
OG0000770	Prag.g_00954	Pral.g_01640
OG0000771	Prag.g_00955	Pral.g_01639
OG0000772	Prag.g_00956	Pral.g_01605
OG0000773	Prag.g_00958	Pral.g_01634
OG0000774	Prag.g_00959	Pral.g_01633
OG0000775	Prag.g_00960	Pral.g_01632
OG0000776	Prag.g_00961	Pral.g_01630
OG0000777	Prag.g_00962	Pral.g_01629
OG0000778	Prag.g_00963	Pral.g_01628
OG0000779	Prag.g_00965	Pral.g_01626
OG0000780	Prag.g_00966	Pral.g_01625
OG0000781	Prag.g_00967	Pral.g_01624
OG0000782	Prag.g_00969	Pral.g_01622
OG0000783	Prag.g_00970	Pral.g_01621
OG0000784	Prag.g_00971	Pral.g_01620
OG0000785	Prag.g_00972	Pral.g_01619
OG0000786	Prag.g_00973	Pral.g_01618
OG0000787	Prag.g_00975	Pral.g_01616
OG0000788	Prag.g_00976	Pral.g_01615
OG0000789	Prag.g_00977	Pral.g_01614
OG0000790	Prag.g_00978	Pral.g_01613
OG0000791	Prag.g_00979	Pral.g_01612
OG0000792	Prag.g_00980	Pral.g_00050
OG0000793	Prag.g_00981	Pral.g_01611
OG0000794	Prag.g_00982	Pral.g_01610
OG0000795	Prag.g_00983	Pral.g_01578
OG0000796	Prag.g_00985	Pral.g_01579
OG0000797	Prag.g_00987	Pral.g_01580
OG0000798	Prag.g_00988	Pral.g_01581
OG0000799	Prag.g_00989	Pral.g_01582
OG0000800	Prag.g_00990	Pral.g_01583
OG0000801	Prag.g_00991	Pral.g_01584
OG0000802	Prag.g_00993	Pral.g_01586
OG0000803	Prag.g_00994	Pral.g_01587
OG0000804	Prag.g_01005	Pral.g_01590
OG0000805	Prag.g_01007	Pral.g_01592
OG0000806	Prag.g_01008	Pral.g_01593
OG0000807	Prag.g_01009	Pral.g_01594
OG0000808	Prag.g_01010	Pral.g_01595
OG0000809	Prag.g_01014	Pral.g_01600
OG0000810	Prag.g_01015	Pral.g_01602
OG0000811	Prag.g_01016	Pral.g_01603
OG0000812	Prag.g_01017	Pral.g_01604
OG0000813	Prag.g_01018	Pral.g_01607
OG0000814	Prag.g_01019	Pral.g_01608
OG0000815	Prag.g_01020	Pral.g_01609
OG0000816	Prag.g_01022	Pral.g_01575
OG0000817	Prag.g_01025	Pral.g_01571
OG0000818	Prag.g_01026	Pral.g_01570
OG0000819	Prag.g_01028	Pral.g_01569
OG0000820	Prag.g_01029	Pral.g_01568
OG0000821	Prag.g_01030	Pral.g_01567
OG0000822	Prag.g_01031	Pral.g_01566
OG0000823	Prag.g_01034	Pral.g_01563
OG0000824	Prag.g_01035	Pral.g_01562
OG0000825	Prag.g_01037	Pral.g_01560
OG0000826	Prag.g_01038	Pral.g_01559
OG0000827	Prag.g_01039	Pral.g_01558
OG0000828	Prag.g_01041	Pral.g_01556
OG0000829	Prag.g_01066	Pral.g_01321
OG0000830	Prag.g_01076	Pral.g_01033
OG0000831	Prag.g_01079	Pral.g_01327
OG0000832	Prag.g_01080	Pral.g_01032
OG0000833	Prag.g_01087	Pral.g_01311
OG0000834	Prag.g_01091	Pral.g_01324
OG0000835	Prag.g_01095	Pral.g_00692
OG0000836	Prag.g_01097	Pral.g_01141
OG0000837	Prag.g_01106	Pral.g_01314
OG0000838	Prag.g_01121	Pral.g_00077
OG0000839	Prag.g_01122	Pral.g_00076
OG0000840	Prag.g_01127	Pral.g_01902
OG0000841	Prag.g_01134	Pral.g_01346
OG0000842	Prag.g_01138	Pral.g_01351
OG0000843	Prag.g_01140	Pral.g_01353
OG0000844	Prag.g_01141	Pral.g_01354
OG0000845	Prag.g_01142	Pral.g_01355
OG0000846	Prag.g_01143	Pral.g_01356
OG0000847	Prag.g_01144	Pral.g_01357
OG0000848	Prag.g_01145	Pral.g_01358
OG0000849	Prag.g_01146	Pral.g_01359
OG0000850	Prag.g_01147	Pral.g_01360
OG0000851	Prag.g_01149	Pral.g_01363
OG0000852	Prag.g_01152	Pral.g_01366
OG0000853	Prag.g_01154	Pral.g_01368
OG0000854	Prag.g_01155	Pral.g_01369
OG0000855	Prag.g_01156	Pral.g_01370
OG0000856	Prag.g_01157	Pral.g_01371
OG0000857	Prag.g_01158	Pral.g_01372
OG0000858	Prag.g_01160	Pral.g_01376
OG0000859	Prag.g_01161	Pral.g_01377
OG0000860	Prag.g_01162	Pral.g_01378
OG0000861	Prag.g_01163	Pral.g_01379
OG0000862	Prag.g_01164	Pral.g_01380
OG0000863	Prag.g_01165	Pral.g_01382
OG0000864	Prag.g_01166	Pral.g_01383
OG0000865	Prag.g_01167	Pral.g_01384
OG0000866	Prag.g_01168	Pral.g_01385
OG0000867	Prag.g_01171	Pral.g_01388
OG0000868	Prag.g_01173	Pral.g_01390
OG0000869	Prag.g_01174	Pral.g_01391
OG0000870	Prag.g_01175	Pral.g_01394
OG0000871	Prag.g_01176	Pral.g_01395
OG0000872	Prag.g_01177	Pral.g_01399
OG0000873	Prag.g_01178	Pral.g_01400
OG0000874	Prag.g_01179	Pral.g_01401
OG0000875	Prag.g_01180	Pral.g_01403
OG0000876	Prag.g_01182	Pral.g_01404
OG0000877	Prag.g_01183	Pral.g_01405
OG0000878	Prag.g_01184	Pral.g_01406
OG0000879	Prag.g_01185	Pral.g_01407
OG0000880	Prag.g_01186	Pral.g_01408
OG0000881	Prag.g_01187	Pral.g_01409
OG0000882	Prag.g_01188	Pral.g_01410
OG0000883	Prag.g_01189	Pral.g_01411
OG0000884	Prag.g_01190	Pral.g_01412
OG0000885	Prag.g_01191	Pral.g_01413
OG0000886	Prag.g_01192	Pral.g_01414
OG0000887	Prag.g_01193	Pral.g_01415
OG0000888	Prag.g_01194	Pral.g_01416
OG0000889	Prag.g_01195	Pral.g_01417
OG0000890	Prag.g_01196	Pral.g_01419
OG0000891	Prag.g_01197	Pral.g_01420
OG0000892	Prag.g_01198	Pral.g_01421
OG0000893	Prag.g_01199	Pral.g_01422
OG0000894	Prag.g_01201	Pral.g_01423
OG0000895	Prag.g_01202	Pral.g_01424
OG0000896	Prag.g_01204	Pral.g_01426
OG0000897	Prag.g_01205	Pral.g_01427
OG0000898	Prag.g_01206	Pral.g_01428
OG0000899	Prag.g_01207	Pral.g_01429
OG0000900	Prag.g_01209	Pral.g_00456
OG0000901	Prag.g_01328	Pral.g_01893
OG0000902	Prag.g_01342	Pral.g_01292
OG0000903	Prag.g_01343	Pral.g_01291
OG0000904	Prag.g_01344	Pral.g_01290
OG0000905	Prag.g_01345	Pral.g_01289
OG0000906	Prag.g_01346	Pral.g_01288
OG0000907	Prag.g_01350	Pral.g_01286
OG0000908	Prag.g_01351	Pral.g_01285
OG0000909	Prag.g_01352	Pral.g_01284
OG0000910	Prag.g_01353	Pral.g_01283
OG0000911	Prag.g_01354	Pral.g_01282
OG0000912	Prag.g_01357	Pral.g_01279
OG0000913	Prag.g_01358	Pral.g_01278
OG0000914	Prag.g_01359	Pral.g_01277
OG0000915	Prag.g_01361	Pral.g_01275
OG0000916	Prag.g_01362	Pral.g_01274
OG0000917	Prag.g_01363	Pral.g_01273
OG0000918	Prag.g_01364	Pral.g_01272
OG0000919	Prag.g_01365	Pral.g_01271
OG0000920	Prag.g_01366	Pral.g_01270
OG0000921	Prag.g_01368	Pral.g_01267
OG0000922	Prag.g_01369	Pral.g_01266
OG0000923	Prag.g_01371	Pral.g_01239
OG0000924	Prag.g_01372	Pral.g_01238
OG0000925	Prag.g_01375	Pral.g_01235
OG0000926	Prag.g_01376	Pral.g_00440
OG0000927	Prag.g_01377	Pral.g_01345
OG0000928	Prag.g_01379	Pral.g_01060
OG0000929	Prag.g_01381	Pral.g_01323
OG0000930	Prag.g_01383	Pral.g_01343
OG0000931	Prag.g_01384	Pral.g_01550
OG0000932	Prag.g_01387	Pral.g_01299
OG0000933	Prag.g_01391	Pral.g_01220
OG0000934	Prag.g_01392	Pral.g_01219
OG0000935	Prag.g_01393	Pral.g_01218
OG0000936	Prag.g_01394	Pral.g_01217
OG0000937	Prag.g_01395	Pral.g_01216
OG0000938	Prag.g_01396	Pral.g_01215
OG0000939	Prag.g_01397	Pral.g_01214
OG0000940	Prag.g_01398	Pral.g_01213
OG0000941	Prag.g_01399	Pral.g_01212
OG0000942	Prag.g_01400	Pral.g_01211
OG0000943	Prag.g_01401	Pral.g_01210
OG0000944	Prag.g_01402	Pral.g_01209
OG0000945	Prag.g_01403	Pral.g_01208
OG0000946	Prag.g_01404	Pral.g_01207
OG0000947	Prag.g_01405	Pral.g_01206
OG0000948	Prag.g_01406	Pral.g_01205
OG0000949	Prag.g_01407	Pral.g_01204
OG0000950	Prag.g_01425	Pral.g_00287
OG0000951	Prag.g_01470	Pral.g_01184
OG0000952	Prag.g_01471	Pral.g_01183
OG0000953	Prag.g_01472	Pral.g_01182
OG0000954	Prag.g_01473	Pral.g_01181
OG0000955	Prag.g_01474	Pral.g_01180
OG0000956	Prag.g_01476	Pral.g_01178
OG0000957	Prag.g_01477	Pral.g_01177
OG0000958	Prag.g_01478	Pral.g_01176
OG0000959	Prag.g_01479	Pral.g_01175
OG0000960	Prag.g_01480	Pral.g_01174
OG0000961	Prag.g_01481	Pral.g_01173
OG0000962	Prag.g_01482	Pral.g_01172
OG0000963	Prag.g_01483	Pral.g_01171
OG0000964	Prag.g_01484	Pral.g_01169
OG0000965	Prag.g_01486	Pral.g_01167
OG0000966	Prag.g_01487	Pral.g_01166
OG0000967	Prag.g_01492	Pral.g_01159
OG0000968	Prag.g_01493	Pral.g_01158
OG0000969	Prag.g_01494	Pral.g_01157
OG0000970	Prag.g_01495	Pral.g_01156
OG0000971	Prag.g_01496	Pral.g_01155
OG0000972	Prag.g_01497	Pral.g_01154
OG0000973	Prag.g_01499	Pral.g_01152
OG0000974	Prag.g_01500	Pral.g_01151
OG0000975	Prag.g_01501	Pral.g_01150
OG0000976	Prag.g_01502	Pral.g_01149
OG0000977	Prag.g_01503	Pral.g_01148
OG0000978	Prag.g_01504	Pral.g_01147
OG0000979	Prag.g_01505	Pral.g_01146
OG0000980	Prag.g_01506	Pral.g_01145
OG0000981	Prag.g_01507	Pral.g_01144
OG0000982	Prag.g_01508	Pral.g_01143
OG0000983	Prag.g_01509	Pral.g_01142
OG0000984	Prag.g_01512	Pral.g_01137
OG0000985	Prag.g_01513	Pral.g_01136
OG0000986	Prag.g_01514	Pral.g_01135
OG0000987	Prag.g_01516	Pral.g_01133
OG0000988	Prag.g_01517	Pral.g_01132
OG0000989	Prag.g_01518	Pral.g_01131
OG0000990	Prag.g_01519	Pral.g_01130
OG0000991	Prag.g_01520	Pral.g_01129
OG0000992	Prag.g_01521	Pral.g_01128
OG0000993	Prag.g_01523	Pral.g_01127
OG0000994	Prag.g_01524	Pral.g_01126
OG0000995	Prag.g_01525	Pral.g_01125
OG0000996	Prag.g_01526	Pral.g_01124
OG0000997	Prag.g_01528	Pral.g_01122
OG0000998	Prag.g_01531	Pral.g_01115
OG0000999	Prag.g_01533	Pral.g_01112
OG0001000	Prag.g_01534	Pral.g_01110
OG0001001	Prag.g_01535	Pral.g_01108
OG0001002	Prag.g_01537	Pral.g_01106
OG0001003	Prag.g_01538	Pral.g_01105
OG0001004	Prag.g_01539	Pral.g_01104
OG0001005	Prag.g_01540	Pral.g_01103
OG0001006	Prag.g_01542	Pral.g_01101
OG0001007	Prag.g_01543	Pral.g_01100
OG0001008	Prag.g_01544	Pral.g_01099
OG0001009	Prag.g_01545	Pral.g_01098
OG0001010	Prag.g_01546	Pral.g_01097
OG0001011	Prag.g_01547	Pral.g_01095
OG0001012	Prag.g_01548	Pral.g_01094
OG0001013	Prag.g_01549	Pral.g_01093
OG0001014	Prag.g_01550	Pral.g_01092
OG0001015	Prag.g_01551	Pral.g_01091
OG0001016	Prag.g_01552	Pral.g_01090
OG0001017	Prag.g_01553	Pral.g_01089
OG0001018	Prag.g_01554	Pral.g_01088
OG0001019	Prag.g_01555	Pral.g_01087
OG0001020	Prag.g_01556	Pral.g_01086
OG0001021	Prag.g_01557	Pral.g_01085
OG0001022	Prag.g_01558	Pral.g_01084
OG0001023	Prag.g_01559	Pral.g_01083
OG0001024	Prag.g_01561	Pral.g_01081
OG0001025	Prag.g_01562	Pral.g_01080
OG0001026	Prag.g_01563	Pral.g_01079
OG0001027	Prag.g_01564	Pral.g_01078
OG0001028	Prag.g_01565	Pral.g_01076
OG0001029	Prag.g_01566	Pral.g_01075
OG0001030	Prag.g_01569	Pral.g_01072
OG0001031	Prag.g_01570	Pral.g_01071
OG0001032	Prag.g_01576	Pral.g_00045
OG0001033	Prag.g_01583	Pral.g_01058
OG0001034	Prag.g_01611	Pral.g_01503
OG0001035	Prag.g_01663	Pral.g_00100
OG0001036	Prag.g_01664	Pral.g_00101
OG0001037	Prag.g_01670	Pral.g_00108
OG0001038	Prag.g_01671	Pral.g_00109
OG0001039	Prag.g_01672	Pral.g_00110
OG0001040	Prag.g_01673	Pral.g_00111
OG0001041	Prag.g_01675	Pral.g_00113
OG0001042	Prag.g_01676	Pral.g_00114
OG0001043	Prag.g_01677	Pral.g_00115
OG0001044	Prag.g_01678	Pral.g_00116
OG0001045	Prag.g_01679	Pral.g_00117
OG0001046	Prag.g_01680	Pral.g_00119
OG0001047	Prag.g_01681	Pral.g_00120
OG0001048	Prag.g_01683	Pral.g_00121
OG0001049	Prag.g_01684	Pral.g_00122
OG0001050	Prag.g_01685	Pral.g_00123
OG0001051	Prag.g_01686	Pral.g_00124
OG0001052	Prag.g_01687	Pral.g_00125
OG0001053	Prag.g_01688	Pral.g_00126
OG0001054	Prag.g_01689	Pral.g_00127
OG0001055	Prag.g_01690	Pral.g_00128
OG0001056	Prag.g_01691	Pral.g_00129
OG0001057	Prag.g_01693	Pral.g_00131
OG0001058	Prag.g_01694	Pral.g_00132
OG0001059	Prag.g_01695	Pral.g_00133
OG0001060	Prag.g_01696	Pral.g_00134
OG0001061	Prag.g_01697	Pral.g_00135
OG0001062	Prag.g_01698	Pral.g_00136
OG0001063	Prag.g_01699	Pral.g_00137
OG0001064	Prag.g_01700	Pral.g_00138
OG0001065	Prag.g_01701	Pral.g_00139
OG0001066	Prag.g_01702	Pral.g_00140
OG0001067	Prag.g_01703	Pral.g_00141
OG0001068	Prag.g_01704	Pral.g_00142
OG0001069	Prag.g_01707	Pral.g_00145
OG0001070	Prag.g_01709	Pral.g_00147
OG0001071	Prag.g_01710	Pral.g_00148
OG0001072	Prag.g_01711	Pral.g_00149
OG0001073	Prag.g_01712	Pral.g_00150
OG0001074	Prag.g_01713	Pral.g_00151
OG0001075	Prag.g_01715	Pral.g_00154
OG0001076	Prag.g_01717	Pral.g_00156
OG0001077	Prag.g_01718	Pral.g_00157
OG0001078	Prag.g_01719	Pral.g_00158
OG0001079	Prag.g_01720	Pral.g_00159
OG0001080	Prag.g_01721	Pral.g_00160
OG0001081	Prag.g_01722	Pral.g_00161
OG0001082	Prag.g_01723	Pral.g_00162
OG0001083	Prag.g_01724	Pral.g_00163
OG0001084	Prag.g_01725	Pral.g_00164
OG0001085	Prag.g_01726	Pral.g_00165
OG0001086	Prag.g_01732	Pral.g_00170
OG0001087	Prag.g_01733	Pral.g_00172
OG0001088	Prag.g_01734	Pral.g_00173
OG0001089	Prag.g_01736	Pral.g_00176
OG0001090	Prag.g_01737	Pral.g_00177
OG0001091	Prag.g_01738	Pral.g_00178
OG0001092	Prag.g_01739	Pral.g_00179
OG0001093	Prag.g_01740	Pral.g_00180
OG0001094	Prag.g_01741	Pral.g_00181
OG0001095	Prag.g_01742	Pral.g_00182
OG0001096	Prag.g_01743	Pral.g_00183
OG0001097	Prag.g_01744	Pral.g_00184
OG0001098	Prag.g_01745	Pral.g_00185
OG0001099	Prag.g_01746	Pral.g_00187
OG0001100	Prag.g_01747	Pral.g_00188
OG0001101	Prag.g_01748	Pral.g_00189
OG0001102	Prag.g_01751	Pral.g_00193
OG0001103	Prag.g_01752	Pral.g_00194
OG0001104	Prag.g_01753	Pral.g_00198
OG0001105	Prag.g_01754	Pral.g_00196
OG0001106	Prag.g_01756	Pral.g_00192
OG0001107	Prag.g_01757	Pral.g_00191
OG0001108	Prag.g_01758	Pral.g_00190
OG0001109	Prag.g_01762	Pral.g_00200
OG0001110	Prag.g_01764	Pral.g_00202
OG0001111	Prag.g_01765	Pral.g_00203
OG0001112	Prag.g_01766	Pral.g_00204
OG0001113	Prag.g_01767	Pral.g_00205
OG0001114	Prag.g_01768	Pral.g_00206
OG0001115	Prag.g_01769	Pral.g_00207
OG0001116	Prag.g_01770	Pral.g_00208
OG0001117	Prag.g_01771	Pral.g_00209
OG0001118	Prag.g_01772	Pral.g_00210
OG0001119	Prag.g_01773	Pral.g_00211
OG0001120	Prag.g_01774	Pral.g_00212
OG0001121	Prag.g_01775	Pral.g_00213
OG0001122	Prag.g_01776	Pral.g_00214
OG0001123	Prag.g_01777	Pral.g_00215
OG0001124	Prag.g_01778	Pral.g_00216
OG0001125	Prag.g_01779	Pral.g_00217
OG0001126	Prag.g_01780	Pral.g_00218
OG0001127	Prag.g_01781	Pral.g_00219
OG0001128	Prag.g_01782	Pral.g_00220
OG0001129	Prag.g_01783	Pral.g_00221
OG0001130	Prag.g_01784	Pral.g_00222
OG0001131	Prag.g_01785	Pral.g_00223
OG0001132	Prag.g_01786	Pral.g_00224
OG0001133	Prag.g_01787	Pral.g_00225
OG0001134	Prag.g_01788	Pral.g_00226
OG0001135	Prag.g_01789	Pral.g_00227
OG0001136	Prag.g_01790	Pral.g_00228
OG0001137	Prag.g_01791	Pral.g_00229
OG0001138	Prag.g_01792	Pral.g_00230
OG0001139	Prag.g_01793	Pral.g_00232
OG0001140	Prag.g_01794	Pral.g_01190
OG0001141	Prag.g_01796	Pral.g_00234
OG0001142	Prag.g_01797	Pral.g_00235
OG0001143	Prag.g_01798	Pral.g_00236
OG0001144	Prag.g_01800	Pral.g_00238
OG0001145	Prag.g_01802	Pral.g_00240
OG0001146	Prag.g_01803	Pral.g_00241
OG0001147	Prag.g_01805	Pral.g_00244
OG0001148	Prag.g_01806	Pral.g_00245
OG0001149	Prag.g_01807	Pral.g_00246
OG0001150	Prag.g_01810	Pral.g_00249
OG0001151	Prag.g_01811	Pral.g_00250
OG0001152	Prag.g_01812	Pral.g_00251
OG0001153	Prag.g_01813	Pral.g_00252
OG0001154	Prag.g_01814	Pral.g_00253
OG0001155	Prag.g_01815	Pral.g_00254
OG0001156	Prag.g_01816	Pral.g_00255
OG0001157	Prag.g_01818	Pral.g_00257
OG0001158	Prag.g_01819	Pral.g_00259
OG0001159	Prag.g_01820	Pral.g_00260
OG0001160	Prag.g_01821	Pral.g_00261
OG0001161	Prag.g_01824	Pral.g_00266
OG0001162	Prag.g_01825	Pral.g_00267
OG0001163	Prag.g_01826	Pral.g_00268
OG0001164	Prag.g_01827	Pral.g_00269
OG0001165	Prag.g_01828	Pral.g_00270
