Orthogroup	Prag	Prak
OG0000590	Prag.g_00622	Prak.g_01098
OG0000591	Prag.g_00623	Prak.g_01097
OG0000592	Prag.g_00624	Prak.g_01096
OG0000593	Prag.g_00625	Prak.g_01095
OG0000594	Prag.g_00626	Prak.g_01094
OG0000595	Prag.g_00627	Prak.g_01093
OG0000596	Prag.g_00628	Prak.g_01092
OG0000597	Prag.g_00632	Prak.g_01088
OG0000598	Prag.g_00633	Prak.g_01087
OG0000599	Prag.g_00634	Prak.g_01086
OG0000600	Prag.g_00635	Prak.g_01085
OG0000601	Prag.g_00636	Prak.g_01084
OG0000602	Prag.g_00637	Prak.g_01083
OG0000603	Prag.g_00638	Prak.g_01082
OG0000604	Prag.g_00639	Prak.g_01081
OG0000605	Prag.g_00640	Prak.g_01080
OG0000606	Prag.g_00641	Prak.g_01079
OG0000607	Prag.g_00642	Prak.g_01077
OG0000608	Prag.g_00643	Prak.g_01076
OG0000609	Prag.g_00645	Prak.g_01074
OG0000610	Prag.g_00646	Prak.g_01073
OG0000611	Prag.g_00648	Prak.g_00797
OG0000612	Prag.g_00649	Prak.g_00798
OG0000613	Prag.g_00651	Prak.g_00800
OG0000614	Prag.g_00657	Prak.g_00806
OG0000615	Prag.g_00658	Prak.g_00807
OG0000616	Prag.g_00659	Prak.g_00808
OG0000617	Prag.g_00661	Prak.g_00811
OG0000618	Prag.g_00662	Prak.g_00812
OG0000619	Prag.g_00663	Prak.g_00813
OG0000620	Prag.g_00665	Prak.g_00815
OG0000621	Prag.g_00666	Prak.g_00816
OG0000622	Prag.g_00667	Prak.g_00817
OG0000623	Prag.g_00668	Prak.g_00818
OG0000624	Prag.g_00670	Prak.g_00821
OG0000625	Prag.g_00671	Prak.g_00822
OG0000626	Prag.g_00672	Prak.g_00823
OG0000627	Prag.g_00673	Prak.g_00826
OG0000628	Prag.g_00674	Prak.g_00827
OG0000629	Prag.g_00675	Prak.g_00828
OG0000630	Prag.g_00677	Prak.g_00830
OG0000631	Prag.g_00678	Prak.g_00832
OG0000632	Prag.g_00682	Prak.g_01934
OG0000633	Prag.g_00683	Prak.g_00756
OG0000634	Prag.g_00693	Prak.g_00838
OG0000635	Prag.g_00695	Prak.g_01060
OG0000636	Prag.g_00696	Prak.g_01059
OG0000637	Prag.g_00698	Prak.g_01057
OG0000638	Prag.g_00699	Prak.g_01056
OG0000639	Prag.g_00700	Prak.g_01055
OG0000640	Prag.g_00701	Prak.g_01054
OG0000641	Prag.g_00702	Prak.g_01053
OG0000642	Prag.g_00703	Prak.g_01052
OG0000643	Prag.g_00704	Prak.g_01051
OG0000644	Prag.g_00706	Prak.g_01049
OG0000645	Prag.g_00707	Prak.g_01047
OG0000646	Prag.g_00708	Prak.g_01046
OG0000647	Prag.g_00709	Prak.g_01045
OG0000648	Prag.g_00710	Prak.g_01044
OG0000649	Prag.g_00711	Prak.g_01043
OG0000650	Prag.g_00712	Prak.g_01042
OG0000651	Prag.g_00713	Prak.g_01041
OG0000652	Prag.g_00715	Prak.g_01039
OG0000653	Prag.g_00742	Prak.g_01227
OG0000654	Prag.g_00744	Prak.g_00728
OG0000655	Prag.g_00754	Prak.g_00599
OG0000656	Prag.g_00758	Prak.g_01261
OG0000657	Prag.g_00771	Prak.g_00608
OG0000658	Prag.g_00772	Prak.g_00607
OG0000659	Prag.g_00773	Prak.g_00606
OG0000660	Prag.g_00784	Prak.g_00353
OG0000661	Prag.g_00793	Prak.g_00940
OG0000662	Prag.g_00795	Prak.g_00944
OG0000663	Prag.g_00797	Prak.g_00946
OG0000664	Prag.g_00798	Prak.g_00947
OG0000665	Prag.g_00799	Prak.g_00948
OG0000666	Prag.g_00800	Prak.g_01061
OG0000667	Prag.g_00801	Prak.g_00840
OG0000668	Prag.g_00802	Prak.g_00841
OG0000669	Prag.g_00803	Prak.g_00842
OG0000670	Prag.g_00805	Prak.g_00844
OG0000671	Prag.g_00806	Prak.g_00845
OG0000672	Prag.g_00807	Prak.g_00846
OG0000673	Prag.g_00808	Prak.g_00847
OG0000674	Prag.g_00809	Prak.g_00848
OG0000675	Prag.g_00810	Prak.g_00849
OG0000676	Prag.g_00812	Prak.g_00851
OG0000677	Prag.g_00814	Prak.g_00853
OG0000678	Prag.g_00815	Prak.g_00854
OG0000679	Prag.g_00816	Prak.g_00855
OG0000680	Prag.g_00817	Prak.g_00856
OG0000681	Prag.g_00818	Prak.g_00857
OG0000682	Prag.g_00819	Prak.g_00858
OG0000683	Prag.g_00820	Prak.g_00859
OG0000684	Prag.g_00821	Prak.g_00861
OG0000685	Prag.g_00822	Prak.g_00862
OG0000686	Prag.g_00823	Prak.g_00863
OG0000687	Prag.g_00824	Prak.g_00864
OG0000688	Prag.g_00825	Prak.g_00865
OG0000689	Prag.g_00826	Prak.g_00866
OG0000690	Prag.g_00827	Prak.g_00867
OG0000691	Prag.g_00829	Prak.g_00869
OG0000692	Prag.g_00830	Prak.g_00870
OG0000693	Prag.g_00831	Prak.g_00871
OG0000694	Prag.g_00832	Prak.g_00872
OG0000695	Prag.g_00833	Prak.g_00873
OG0000696	Prag.g_00834	Prak.g_00874
OG0000697	Prag.g_00835	Prak.g_00876
OG0000698	Prag.g_00836	Prak.g_00877
OG0000699	Prag.g_00839	Prak.g_00881
OG0000700	Prag.g_00840	Prak.g_00882
OG0000701	Prag.g_00841	Prak.g_00884
OG0000702	Prag.g_00842	Prak.g_00885
OG0000703	Prag.g_00843	Prak.g_00886
OG0000704	Prag.g_00844	Prak.g_00887
OG0000705	Prag.g_00846	Prak.g_00889
OG0000706	Prag.g_00847	Prak.g_00890
OG0000707	Prag.g_00848	Prak.g_00891
OG0000708	Prag.g_00849	Prak.g_00892
OG0000709	Prag.g_00850	Prak.g_00893
OG0000710	Prag.g_00851	Prak.g_00894
OG0000711	Prag.g_00852	Prak.g_00895
OG0000712	Prag.g_00853	Prak.g_00896
OG0000713	Prag.g_00854	Prak.g_00897
OG0000714	Prag.g_00856	Prak.g_00901
OG0000715	Prag.g_00857	Prak.g_00902
OG0000716	Prag.g_00858	Prak.g_00903
OG0000717	Prag.g_00859	Prak.g_00904
OG0000718	Prag.g_00860	Prak.g_00905
OG0000719	Prag.g_00862	Prak.g_00907
OG0000720	Prag.g_00864	Prak.g_00911
OG0000721	Prag.g_00865	Prak.g_00912
OG0000722	Prag.g_00892	Prak.g_00748
OG0000723	Prag.g_00895	Prak.g_00753
OG0000724	Prag.g_00898	Prak.g_00759
OG0000725	Prag.g_00899	Prak.g_00761
OG0000726	Prag.g_00900	Prak.g_00762
OG0000727	Prag.g_00901	Prak.g_00764
OG0000728	Prag.g_00902	Prak.g_00765
OG0000729	Prag.g_00903	Prak.g_00767
OG0000730	Prag.g_00904	Prak.g_00768
OG0000731	Prag.g_00906	Prak.g_00770
OG0000732	Prag.g_00907	Prak.g_00771
OG0000733	Prag.g_00908	Prak.g_00772
OG0000734	Prag.g_00909	Prak.g_00773
OG0000735	Prag.g_00910	Prak.g_00774
OG0000736	Prag.g_00912	Prak.g_00776
OG0000737	Prag.g_00913	Prak.g_00777
OG0000738	Prag.g_00915	Prak.g_00779
OG0000739	Prag.g_00916	Prak.g_00780
OG0000740	Prag.g_00917	Prak.g_00781
OG0000741	Prag.g_00919	Prak.g_00783
OG0000742	Prag.g_00920	Prak.g_00784
OG0000743	Prag.g_00923	Prak.g_00788
OG0000744	Prag.g_00924	Prak.g_00789
OG0000745	Prag.g_00926	Prak.g_00791
OG0000746	Prag.g_00927	Prak.g_00792
OG0000747	Prag.g_00928	Prak.g_00793
OG0000748	Prag.g_00929	Prak.g_00794
OG0000749	Prag.g_00930	Prak.g_00795
OG0000750	Prag.g_00931	Prak.g_00796
OG0000751	Prag.g_00933	Prak.g_01069
OG0000752	Prag.g_00934	Prak.g_01068
OG0000753	Prag.g_00935	Prak.g_01067
OG0000754	Prag.g_00936	Prak.g_01066
OG0000755	Prag.g_00938	Prak.g_01064
OG0000756	Prag.g_00939	Prak.g_01063
OG0000757	Prag.g_00940	Prak.g_01062
OG0000758	Prag.g_00941	Prak.g_00949
OG0000759	Prag.g_00942	Prak.g_00950
OG0000760	Prag.g_00943	Prak.g_00951
OG0000761	Prag.g_00944	Prak.g_00952
OG0000762	Prag.g_00946	Prak.g_00954
OG0000763	Prag.g_00947	Prak.g_00955
OG0000764	Prag.g_00948	Prak.g_00956
OG0000765	Prag.g_00949	Prak.g_00957
OG0000766	Prag.g_00950	Prak.g_00958
OG0000767	Prag.g_00951	Prak.g_00959
OG0000768	Prag.g_00952	Prak.g_00960
OG0000769	Prag.g_00953	Prak.g_00961
OG0000770	Prag.g_00954	Prak.g_00963
OG0000771	Prag.g_00955	Prak.g_00964
OG0000772	Prag.g_00956	Prak.g_01023
OG0000773	Prag.g_00958	Prak.g_00966
OG0000774	Prag.g_00959	Prak.g_00967
OG0000775	Prag.g_00960	Prak.g_00968
OG0000776	Prag.g_00961	Prak.g_00970
OG0000777	Prag.g_00962	Prak.g_00971
OG0000778	Prag.g_00963	Prak.g_00972
OG0000779	Prag.g_00965	Prak.g_00974
OG0000780	Prag.g_00966	Prak.g_00975
OG0000781	Prag.g_00967	Prak.g_00976
OG0000782	Prag.g_00969	Prak.g_00978
OG0000783	Prag.g_00970	Prak.g_00979
OG0000784	Prag.g_00971	Prak.g_00980
OG0000785	Prag.g_00972	Prak.g_00981
OG0000786	Prag.g_00973	Prak.g_00982
OG0000787	Prag.g_00975	Prak.g_00984
OG0000788	Prag.g_00976	Prak.g_00985
OG0000789	Prag.g_00977	Prak.g_00986
OG0000790	Prag.g_00978	Prak.g_00987
OG0000791	Prag.g_00979	Prak.g_00988
OG0000792	Prag.g_00980	Prak.g_01238
OG0000793	Prag.g_00981	Prak.g_00990
OG0000794	Prag.g_00982	Prak.g_00991
OG0000795	Prag.g_00983	Prak.g_00992
OG0000796	Prag.g_00985	Prak.g_00995
OG0000797	Prag.g_00987	Prak.g_00996
OG0000798	Prag.g_00988	Prak.g_00997
OG0000799	Prag.g_00989	Prak.g_00998
OG0000800	Prag.g_00990	Prak.g_00999
OG0000801	Prag.g_00991	Prak.g_01000
OG0000802	Prag.g_00993	Prak.g_01002
OG0000803	Prag.g_00994	Prak.g_01003
OG0000804	Prag.g_01005	Prak.g_01007
OG0000805	Prag.g_01007	Prak.g_01009
OG0000806	Prag.g_01008	Prak.g_01010
OG0000807	Prag.g_01009	Prak.g_01011
OG0000808	Prag.g_01010	Prak.g_01012
OG0000809	Prag.g_01014	Prak.g_01018
OG0000810	Prag.g_01015	Prak.g_01020
OG0000811	Prag.g_01016	Prak.g_01021
OG0000812	Prag.g_01017	Prak.g_01022
OG0000813	Prag.g_01018	Prak.g_01025
OG0000814	Prag.g_01019	Prak.g_01026
OG0000815	Prag.g_01020	Prak.g_01027
OG0000816	Prag.g_01022	Prak.g_01030
OG0000817	Prag.g_01025	Prak.g_00931
OG0000818	Prag.g_01026	Prak.g_00930
OG0000819	Prag.g_01028	Prak.g_00928
OG0000820	Prag.g_01029	Prak.g_00927
OG0000821	Prag.g_01030	Prak.g_00926
OG0000822	Prag.g_01031	Prak.g_00925
OG0000823	Prag.g_01034	Prak.g_00922
OG0000824	Prag.g_01035	Prak.g_00921
OG0000825	Prag.g_01037	Prak.g_00919
OG0000826	Prag.g_01038	Prak.g_00918
OG0000827	Prag.g_01039	Prak.g_00917
OG0000828	Prag.g_01041	Prak.g_00915
OG0000829	Prag.g_01066	Prak.g_00383
OG0000830	Prag.g_01076	Prak.g_00712
OG0000831	Prag.g_01079	Prak.g_01220
OG0000832	Prag.g_01080	Prak.g_00603
OG0000833	Prag.g_01087	Prak.g_01255
OG0000834	Prag.g_01091	Prak.g_01214
OG0000835	Prag.g_01095	Prak.g_00362
OG0000836	Prag.g_01097	Prak.g_01241
OG0000837	Prag.g_01106	Prak.g_01328
OG0000838	Prag.g_01121	Prak.g_01551
OG0000839	Prag.g_01122	Prak.g_01552
OG0000840	Prag.g_01127	Prak.g_00723
OG0000841	Prag.g_01134	Prak.g_01194
OG0000842	Prag.g_01138	Prak.g_01188
OG0000843	Prag.g_01140	Prak.g_01186
OG0000844	Prag.g_01141	Prak.g_01185
OG0000845	Prag.g_01142	Prak.g_01184
OG0000846	Prag.g_01143	Prak.g_01183
OG0000847	Prag.g_01144	Prak.g_01182
OG0000848	Prag.g_01145	Prak.g_01181
OG0000849	Prag.g_01146	Prak.g_01180
OG0000850	Prag.g_01147	Prak.g_01179
OG0000851	Prag.g_01149	Prak.g_01176
OG0000852	Prag.g_01152	Prak.g_01173
OG0000853	Prag.g_01154	Prak.g_01171
OG0000854	Prag.g_01155	Prak.g_01170
OG0000855	Prag.g_01156	Prak.g_01169
OG0000856	Prag.g_01157	Prak.g_01168
OG0000857	Prag.g_01158	Prak.g_01167
OG0000858	Prag.g_01160	Prak.g_01164
OG0000859	Prag.g_01161	Prak.g_01163
OG0000860	Prag.g_01162	Prak.g_01162
OG0000861	Prag.g_01163	Prak.g_01161
OG0000862	Prag.g_01164	Prak.g_01160
OG0000863	Prag.g_01165	Prak.g_01158
OG0000864	Prag.g_01166	Prak.g_01157
OG0000865	Prag.g_01167	Prak.g_01156
OG0000866	Prag.g_01168	Prak.g_01155
OG0000867	Prag.g_01171	Prak.g_01153
OG0000868	Prag.g_01173	Prak.g_01151
OG0000869	Prag.g_01174	Prak.g_01150
OG0000870	Prag.g_01175	Prak.g_01147
OG0000871	Prag.g_01176	Prak.g_01146
OG0000872	Prag.g_01177	Prak.g_01144
OG0000873	Prag.g_01178	Prak.g_01143
OG0000874	Prag.g_01179	Prak.g_01142
OG0000875	Prag.g_01180	Prak.g_01140
OG0000876	Prag.g_01182	Prak.g_01138
OG0000877	Prag.g_01183	Prak.g_01137
OG0000878	Prag.g_01184	Prak.g_01136
OG0000879	Prag.g_01185	Prak.g_01135
OG0000880	Prag.g_01186	Prak.g_01134
OG0000881	Prag.g_01187	Prak.g_01133
OG0000882	Prag.g_01188	Prak.g_01132
OG0000883	Prag.g_01189	Prak.g_01131
OG0000884	Prag.g_01190	Prak.g_01130
OG0000885	Prag.g_01191	Prak.g_01129
OG0000886	Prag.g_01192	Prak.g_01128
OG0000887	Prag.g_01193	Prak.g_01127
OG0000888	Prag.g_01194	Prak.g_01126
OG0000889	Prag.g_01195	Prak.g_01125
OG0000890	Prag.g_01196	Prak.g_01124
OG0000891	Prag.g_01197	Prak.g_01123
OG0000892	Prag.g_01198	Prak.g_01122
OG0000893	Prag.g_01199	Prak.g_01121
OG0000894	Prag.g_01201	Prak.g_01120
OG0000895	Prag.g_01202	Prak.g_01119
OG0000896	Prag.g_01204	Prak.g_01117
OG0000897	Prag.g_01205	Prak.g_01116
OG0000898	Prag.g_01206	Prak.g_01115
OG0000899	Prag.g_01207	Prak.g_01114
OG0000900	Prag.g_01209	Prak.g_00593
OG0000901	Prag.g_01328	Prak.g_01571
OG0000902	Prag.g_01342	Prak.g_01266
OG0000903	Prag.g_01343	Prak.g_01267
OG0000904	Prag.g_01344	Prak.g_01268
OG0000905	Prag.g_01345	Prak.g_01269
OG0000906	Prag.g_01346	Prak.g_01270
OG0000907	Prag.g_01350	Prak.g_01272
OG0000908	Prag.g_01351	Prak.g_01273
OG0000909	Prag.g_01352	Prak.g_01274
OG0000910	Prag.g_01353	Prak.g_01275
OG0000911	Prag.g_01354	Prak.g_01276
OG0000912	Prag.g_01357	Prak.g_01279
OG0000913	Prag.g_01358	Prak.g_01280
OG0000914	Prag.g_01359	Prak.g_01281
OG0000915	Prag.g_01361	Prak.g_01284
OG0000916	Prag.g_01362	Prak.g_01285
OG0000917	Prag.g_01363	Prak.g_01286
OG0000918	Prag.g_01364	Prak.g_01287
OG0000919	Prag.g_01365	Prak.g_01288
OG0000920	Prag.g_01366	Prak.g_01289
OG0000921	Prag.g_01368	Prak.g_01292
OG0000922	Prag.g_01369	Prak.g_01293
OG0000923	Prag.g_01371	Prak.g_01305
OG0000924	Prag.g_01372	Prak.g_01304
OG0000925	Prag.g_01375	Prak.g_01301
OG0000926	Prag.g_01376	Prak.g_00460
OG0000927	Prag.g_01377	Prak.g_01237
OG0000928	Prag.g_01379	Prak.g_01490
OG0000929	Prag.g_01381	Prak.g_01215
OG0000930	Prag.g_01383	Prak.g_01197
OG0000931	Prag.g_01384	Prak.g_00909
OG0000932	Prag.g_01387	Prak.g_01234
OG0000933	Prag.g_01391	Prak.g_01331
OG0000934	Prag.g_01392	Prak.g_01332
OG0000935	Prag.g_01393	Prak.g_01333
OG0000936	Prag.g_01394	Prak.g_01334
OG0000937	Prag.g_01395	Prak.g_01335
OG0000938	Prag.g_01396	Prak.g_01336
OG0000939	Prag.g_01397	Prak.g_01337
OG0000940	Prag.g_01398	Prak.g_01338
OG0000941	Prag.g_01399	Prak.g_01339
OG0000942	Prag.g_01400	Prak.g_01340
OG0000943	Prag.g_01401	Prak.g_01341
OG0000944	Prag.g_01402	Prak.g_01342
OG0000945	Prag.g_01403	Prak.g_01343
OG0000946	Prag.g_01404	Prak.g_01344
OG0000947	Prag.g_01405	Prak.g_01345
OG0000948	Prag.g_01406	Prak.g_01346
OG0000949	Prag.g_01407	Prak.g_01347
OG0000950	Prag.g_01425	Prak.g_01824
OG0000951	Prag.g_01470	Prak.g_01374
OG0000952	Prag.g_01471	Prak.g_01375
OG0000953	Prag.g_01472	Prak.g_01376
OG0000954	Prag.g_01473	Prak.g_01377
OG0000955	Prag.g_01474	Prak.g_01378
OG0000956	Prag.g_01476	Prak.g_01380
OG0000957	Prag.g_01477	Prak.g_01381
OG0000958	Prag.g_01478	Prak.g_01382
OG0000959	Prag.g_01479	Prak.g_01383
OG0000960	Prag.g_01480	Prak.g_01384
OG0000961	Prag.g_01481	Prak.g_01385
OG0000962	Prag.g_01482	Prak.g_01386
OG0000963	Prag.g_01483	Prak.g_01387
OG0000964	Prag.g_01484	Prak.g_01388
OG0000965	Prag.g_01486	Prak.g_01389
OG0000966	Prag.g_01487	Prak.g_01390
OG0000967	Prag.g_01492	Prak.g_01393
OG0000968	Prag.g_01493	Prak.g_01394
OG0000969	Prag.g_01494	Prak.g_01395
OG0000970	Prag.g_01495	Prak.g_01396
OG0000971	Prag.g_01496	Prak.g_01397
OG0000972	Prag.g_01497	Prak.g_01398
OG0000973	Prag.g_01499	Prak.g_01400
OG0000974	Prag.g_01500	Prak.g_01401
OG0000975	Prag.g_01501	Prak.g_01402
OG0000976	Prag.g_01502	Prak.g_01403
OG0000977	Prag.g_01503	Prak.g_01404
OG0000978	Prag.g_01504	Prak.g_01405
OG0000979	Prag.g_01505	Prak.g_01406
OG0000980	Prag.g_01506	Prak.g_01407
OG0000981	Prag.g_01507	Prak.g_01408
OG0000982	Prag.g_01508	Prak.g_01409
OG0000983	Prag.g_01509	Prak.g_01410
OG0000984	Prag.g_01512	Prak.g_01414
OG0000985	Prag.g_01513	Prak.g_01415
OG0000986	Prag.g_01514	Prak.g_01416
OG0000987	Prag.g_01516	Prak.g_01418
OG0000988	Prag.g_01517	Prak.g_01419
OG0000989	Prag.g_01518	Prak.g_01420
OG0000990	Prag.g_01519	Prak.g_01421
OG0000991	Prag.g_01520	Prak.g_01422
OG0000992	Prag.g_01521	Prak.g_01423
OG0000993	Prag.g_01523	Prak.g_01424
OG0000994	Prag.g_01524	Prak.g_01425
OG0000995	Prag.g_01525	Prak.g_01426
OG0000996	Prag.g_01526	Prak.g_01427
OG0000997	Prag.g_01528	Prak.g_01429
OG0000998	Prag.g_01531	Prak.g_01435
OG0000999	Prag.g_01533	Prak.g_01437
OG0001000	Prag.g_01534	Prak.g_01439
OG0001001	Prag.g_01535	Prak.g_01441
OG0001002	Prag.g_01537	Prak.g_01443
OG0001003	Prag.g_01538	Prak.g_01444
OG0001004	Prag.g_01539	Prak.g_01445
OG0001005	Prag.g_01540	Prak.g_01446
OG0001006	Prag.g_01542	Prak.g_01448
OG0001007	Prag.g_01543	Prak.g_01449
OG0001008	Prag.g_01544	Prak.g_01450
OG0001009	Prag.g_01545	Prak.g_01451
OG0001010	Prag.g_01546	Prak.g_01452
OG0001011	Prag.g_01547	Prak.g_01453
OG0001012	Prag.g_01548	Prak.g_01454
OG0001013	Prag.g_01549	Prak.g_01455
OG0001014	Prag.g_01550	Prak.g_01456
OG0001015	Prag.g_01551	Prak.g_01457
OG0001016	Prag.g_01552	Prak.g_01458
OG0001017	Prag.g_01553	Prak.g_01459
OG0001018	Prag.g_01554	Prak.g_01460
OG0001019	Prag.g_01555	Prak.g_01461
OG0001020	Prag.g_01556	Prak.g_01462
OG0001021	Prag.g_01557	Prak.g_01463
OG0001022	Prag.g_01558	Prak.g_01464
OG0001023	Prag.g_01559	Prak.g_01465
OG0001024	Prag.g_01561	Prak.g_01467
OG0001025	Prag.g_01562	Prak.g_01468
OG0001026	Prag.g_01563	Prak.g_01469
OG0001027	Prag.g_01564	Prak.g_01470
OG0001028	Prag.g_01565	Prak.g_01473
OG0001029	Prag.g_01566	Prak.g_01474
OG0001030	Prag.g_01569	Prak.g_01477
OG0001031	Prag.g_01570	Prak.g_01478
OG0001032	Prag.g_01576	Prak.g_01588
OG0001033	Prag.g_01583	Prak.g_00590
OG0001034	Prag.g_01611	Prak.g_00860
OG0001035	Prag.g_01663	Prak.g_01638
OG0001036	Prag.g_01664	Prak.g_01639
OG0001037	Prag.g_01670	Prak.g_01646
OG0001038	Prag.g_01671	Prak.g_01647
OG0001039	Prag.g_01672	Prak.g_01648
OG0001040	Prag.g_01673	Prak.g_01649
OG0001041	Prag.g_01675	Prak.g_01651
OG0001042	Prag.g_01676	Prak.g_01652
OG0001043	Prag.g_01677	Prak.g_01653
OG0001044	Prag.g_01678	Prak.g_01654
OG0001045	Prag.g_01679	Prak.g_01655
OG0001046	Prag.g_01680	Prak.g_01657
OG0001047	Prag.g_01681	Prak.g_01658
OG0001048	Prag.g_01683	Prak.g_01659
OG0001049	Prag.g_01684	Prak.g_01660
OG0001050	Prag.g_01685	Prak.g_01661
OG0001051	Prag.g_01686	Prak.g_01662
OG0001052	Prag.g_01687	Prak.g_01663
OG0001053	Prag.g_01688	Prak.g_01664
OG0001054	Prag.g_01689	Prak.g_01665
OG0001055	Prag.g_01690	Prak.g_01666
OG0001056	Prag.g_01691	Prak.g_01667
OG0001057	Prag.g_01693	Prak.g_01669
OG0001058	Prag.g_01694	Prak.g_01670
OG0001059	Prag.g_01695	Prak.g_01671
OG0001060	Prag.g_01696	Prak.g_01672
OG0001061	Prag.g_01697	Prak.g_01673
OG0001062	Prag.g_01698	Prak.g_01674
OG0001063	Prag.g_01699	Prak.g_01675
OG0001064	Prag.g_01700	Prak.g_01676
OG0001065	Prag.g_01701	Prak.g_01677
OG0001066	Prag.g_01702	Prak.g_01678
OG0001067	Prag.g_01703	Prak.g_01679
OG0001068	Prag.g_01704	Prak.g_01680
OG0001069	Prag.g_01707	Prak.g_01683
OG0001070	Prag.g_01709	Prak.g_01685
OG0001071	Prag.g_01710	Prak.g_01686
OG0001072	Prag.g_01711	Prak.g_01687
OG0001073	Prag.g_01712	Prak.g_01688
OG0001074	Prag.g_01713	Prak.g_01689
OG0001075	Prag.g_01715	Prak.g_01691
OG0001076	Prag.g_01717	Prak.g_01693
OG0001077	Prag.g_01718	Prak.g_01694
OG0001078	Prag.g_01719	Prak.g_01695
OG0001079	Prag.g_01720	Prak.g_01696
OG0001080	Prag.g_01721	Prak.g_01697
OG0001081	Prag.g_01722	Prak.g_01698
OG0001082	Prag.g_01723	Prak.g_01699
OG0001083	Prag.g_01724	Prak.g_01700
OG0001084	Prag.g_01725	Prak.g_01701
OG0001085	Prag.g_01726	Prak.g_01702
OG0001086	Prag.g_01732	Prak.g_01708
OG0001087	Prag.g_01733	Prak.g_01710
OG0001088	Prag.g_01734	Prak.g_01711
OG0001089	Prag.g_01736	Prak.g_01714
OG0001090	Prag.g_01737	Prak.g_01715
OG0001091	Prag.g_01738	Prak.g_01716
OG0001092	Prag.g_01739	Prak.g_01717
OG0001093	Prag.g_01740	Prak.g_01718
OG0001094	Prag.g_01741	Prak.g_01719
OG0001095	Prag.g_01742	Prak.g_01720
OG0001096	Prag.g_01743	Prak.g_01721
OG0001097	Prag.g_01744	Prak.g_01722
OG0001098	Prag.g_01745	Prak.g_01723
OG0001099	Prag.g_01746	Prak.g_01724
OG0001100	Prag.g_01747	Prak.g_01725
OG0001101	Prag.g_01748	Prak.g_01726
OG0001102	Prag.g_01751	Prak.g_01730
OG0001103	Prag.g_01752	Prak.g_01731
OG0001104	Prag.g_01753	Prak.g_01734
OG0001105	Prag.g_01754	Prak.g_01733
OG0001106	Prag.g_01756	Prak.g_01729
OG0001107	Prag.g_01757	Prak.g_01728
OG0001108	Prag.g_01758	Prak.g_01727
OG0001109	Prag.g_01762	Prak.g_01737
OG0001110	Prag.g_01764	Prak.g_01739
OG0001111	Prag.g_01765	Prak.g_01740
OG0001112	Prag.g_01766	Prak.g_01741
OG0001113	Prag.g_01767	Prak.g_01742
OG0001114	Prag.g_01768	Prak.g_01743
OG0001115	Prag.g_01769	Prak.g_01744
OG0001116	Prag.g_01770	Prak.g_01745
OG0001117	Prag.g_01771	Prak.g_01746
OG0001118	Prag.g_01772	Prak.g_01747
OG0001119	Prag.g_01773	Prak.g_01748
OG0001120	Prag.g_01774	Prak.g_01749
OG0001121	Prag.g_01775	Prak.g_01750
OG0001122	Prag.g_01776	Prak.g_01751
OG0001123	Prag.g_01777	Prak.g_01752
OG0001124	Prag.g_01778	Prak.g_01753
OG0001125	Prag.g_01779	Prak.g_01754
OG0001126	Prag.g_01780	Prak.g_01755
OG0001127	Prag.g_01781	Prak.g_01756
OG0001128	Prag.g_01782	Prak.g_01757
OG0001129	Prag.g_01783	Prak.g_01758
OG0001130	Prag.g_01784	Prak.g_01759
OG0001131	Prag.g_01785	Prak.g_01760
OG0001132	Prag.g_01786	Prak.g_01761
OG0001133	Prag.g_01787	Prak.g_01762
OG0001134	Prag.g_01788	Prak.g_01763
OG0001135	Prag.g_01789	Prak.g_01764
OG0001136	Prag.g_01790	Prak.g_01765
OG0001137	Prag.g_01791	Prak.g_01766
OG0001138	Prag.g_01792	Prak.g_01767
OG0001139	Prag.g_01793	Prak.g_01768
OG0001140	Prag.g_01794	Prak.g_01769
OG0001141	Prag.g_01796	Prak.g_01771
OG0001142	Prag.g_01797	Prak.g_01772
OG0001143	Prag.g_01798	Prak.g_01773
OG0001144	Prag.g_01800	Prak.g_01775
OG0001145	Prag.g_01802	Prak.g_01777
OG0001146	Prag.g_01803	Prak.g_01778
OG0001147	Prag.g_01805	Prak.g_01781
OG0001148	Prag.g_01806	Prak.g_01782
OG0001149	Prag.g_01807	Prak.g_01783
OG0001150	Prag.g_01810	Prak.g_01786
OG0001151	Prag.g_01811	Prak.g_01787
OG0001152	Prag.g_01812	Prak.g_01788
OG0001153	Prag.g_01813	Prak.g_01789
OG0001154	Prag.g_01814	Prak.g_01790
OG0001155	Prag.g_01815	Prak.g_01791
OG0001156	Prag.g_01816	Prak.g_01792
OG0001157	Prag.g_01818	Prak.g_01794
OG0001158	Prag.g_01819	Prak.g_01796
OG0001159	Prag.g_01820	Prak.g_01797
OG0001160	Prag.g_01821	Prak.g_01798
OG0001161	Prag.g_01824	Prak.g_01802
OG0001162	Prag.g_01825	Prak.g_01803
OG0001163	Prag.g_01826	Prak.g_01804
OG0001164	Prag.g_01827	Prak.g_01805
OG0001165	Prag.g_01828	Prak.g_01806
OG0001166	Prag.g_01829	Prak.g_01807
OG0001167	Prag.g_01830	Prak.g_01808
OG0001168	Prag.g_01832	Prak.g_01810
OG0001169	Prag.g_01833	Prak.g_01811
OG0001170	Prag.g_01835	Prak.g_01815
OG0001171	Prag.g_01836	Prak.g_01816
