Orthogroup	Prag	Prbl
OG0000578	Prag.g_00609	Prbl.g_01634
OG0000579	Prag.g_00610	Prbl.g_01635
OG0000580	Prag.g_00611	Prbl.g_01636
OG0000581	Prag.g_00612	Prbl.g_01637
OG0000582	Prag.g_00613	Prbl.g_01639
OG0000583	Prag.g_00614	Prbl.g_01640
OG0000584	Prag.g_00616	Prbl.g_01642
OG0000585	Prag.g_00617	Prbl.g_01643
OG0000586	Prag.g_00618	Prbl.g_01645
OG0000587	Prag.g_00619	Prbl.g_01646
OG0000588	Prag.g_00620	Prbl.g_01647
OG0000589	Prag.g_00621	Prbl.g_01655
OG0000590	Prag.g_00622	Prbl.g_01656
OG0000591	Prag.g_00623	Prbl.g_01657
OG0000592	Prag.g_00624	Prbl.g_01658
OG0000593	Prag.g_00625	Prbl.g_01659
OG0000594	Prag.g_00626	Prbl.g_01662
OG0000595	Prag.g_00627	Prbl.g_01663
OG0000596	Prag.g_00628	Prbl.g_01664
OG0000597	Prag.g_00632	Prbl.g_01032
OG0000598	Prag.g_00633	Prbl.g_01031
OG0000599	Prag.g_00634	Prbl.g_01030
OG0000600	Prag.g_00635	Prbl.g_01412
OG0000601	Prag.g_00636	Prbl.g_01411
OG0000602	Prag.g_00637	Prbl.g_01409
OG0000603	Prag.g_00638	Prbl.g_01406
OG0000604	Prag.g_00639	Prbl.g_01405
OG0000605	Prag.g_00640	Prbl.g_01404
OG0000606	Prag.g_00641	Prbl.g_01403
OG0000607	Prag.g_00642	Prbl.g_01401
OG0000608	Prag.g_00643	Prbl.g_01400
OG0000609	Prag.g_00645	Prbl.g_01398
OG0000610	Prag.g_00646	Prbl.g_01397
OG0000611	Prag.g_00648	Prbl.g_01394
OG0000612	Prag.g_00649	Prbl.g_01392
OG0000613	Prag.g_00651	Prbl.g_00891
OG0000614	Prag.g_00657	Prbl.g_01915
OG0000615	Prag.g_00658	Prbl.g_00027
OG0000616	Prag.g_00659	Prbl.g_01242
OG0000617	Prag.g_00661	Prbl.g_02295
OG0000618	Prag.g_00662	Prbl.g_01046
OG0000619	Prag.g_00663	Prbl.g_01869
OG0000620	Prag.g_00665	Prbl.g_01847
OG0000621	Prag.g_00666	Prbl.g_01853
OG0000622	Prag.g_00667	Prbl.g_01857
OG0000623	Prag.g_00668	Prbl.g_01858
OG0000624	Prag.g_00670	Prbl.g_01872
OG0000625	Prag.g_00671	Prbl.g_01873
OG0000626	Prag.g_00672	Prbl.g_01874
OG0000627	Prag.g_00673	Prbl.g_00021
OG0000628	Prag.g_00674	Prbl.g_00022
OG0000629	Prag.g_00675	Prbl.g_00024
OG0000630	Prag.g_00677	Prbl.g_00026
OG0000631	Prag.g_00678	Prbl.g_02373
OG0000632	Prag.g_00682	Prbl.g_02137
OG0000633	Prag.g_00683	Prbl.g_00120
OG0000634	Prag.g_00693	Prbl.g_02565
OG0000635	Prag.g_00695	Prbl.g_02563
OG0000636	Prag.g_00696	Prbl.g_02562
OG0000637	Prag.g_00698	Prbl.g_02561
OG0000638	Prag.g_00699	Prbl.g_02560
OG0000639	Prag.g_00700	Prbl.g_02559
OG0000640	Prag.g_00701	Prbl.g_02558
OG0000641	Prag.g_00702	Prbl.g_02556
OG0000642	Prag.g_00703	Prbl.g_02555
OG0000643	Prag.g_00704	Prbl.g_02554
OG0000644	Prag.g_00706	Prbl.g_02552
OG0000645	Prag.g_00707	Prbl.g_02551
OG0000646	Prag.g_00708	Prbl.g_02550
OG0000647	Prag.g_00709	Prbl.g_02549
OG0000648	Prag.g_00710	Prbl.g_02426
OG0000649	Prag.g_00711	Prbl.g_02427
OG0000650	Prag.g_00712	Prbl.g_02430
OG0000651	Prag.g_00713	Prbl.g_02431
OG0000652	Prag.g_00715	Prbl.g_02434
OG0000653	Prag.g_00742	Prbl.g_02285
OG0000654	Prag.g_00744	Prbl.g_01904
OG0000656	Prag.g_00758	Prbl.g_00534
OG0000657	Prag.g_00771	Prbl.g_02470
OG0000658	Prag.g_00772	Prbl.g_02469
OG0000659	Prag.g_00773	Prbl.g_02468
OG0000660	Prag.g_00784	Prbl.g_01195
OG0000661	Prag.g_00793	Prbl.g_01930
OG0000662	Prag.g_00795	Prbl.g_02435
OG0000663	Prag.g_00797	Prbl.g_02440
OG0000664	Prag.g_00798	Prbl.g_02441
OG0000665	Prag.g_00799	Prbl.g_02442
OG0000666	Prag.g_00800	Prbl.g_02341
OG0000667	Prag.g_00801	Prbl.g_02340
OG0000668	Prag.g_00802	Prbl.g_02339
OG0000669	Prag.g_00803	Prbl.g_02338
OG0000670	Prag.g_00805	Prbl.g_02336
OG0000671	Prag.g_00806	Prbl.g_02335
OG0000672	Prag.g_00807	Prbl.g_02334
OG0000673	Prag.g_00808	Prbl.g_02333
OG0000674	Prag.g_00809	Prbl.g_02332
OG0000675	Prag.g_00810	Prbl.g_02331
OG0000676	Prag.g_00812	Prbl.g_02329
OG0000677	Prag.g_00814	Prbl.g_02327
OG0000678	Prag.g_00815	Prbl.g_02326
OG0000679	Prag.g_00816	Prbl.g_02325
OG0000680	Prag.g_00817	Prbl.g_02324
OG0000681	Prag.g_00818	Prbl.g_02323
OG0000682	Prag.g_00819	Prbl.g_02322
OG0000683	Prag.g_00820	Prbl.g_02320
OG0000684	Prag.g_00821	Prbl.g_02317
OG0000685	Prag.g_00822	Prbl.g_02316
OG0000686	Prag.g_00823	Prbl.g_02315
OG0000687	Prag.g_00824	Prbl.g_02314
OG0000688	Prag.g_00825	Prbl.g_02313
OG0000689	Prag.g_00826	Prbl.g_02312
OG0000690	Prag.g_00827	Prbl.g_02311
OG0000691	Prag.g_00829	Prbl.g_02309
OG0000692	Prag.g_00830	Prbl.g_02308
OG0000693	Prag.g_00831	Prbl.g_02307
OG0000694	Prag.g_00832	Prbl.g_02306
OG0000695	Prag.g_00833	Prbl.g_02305
OG0000696	Prag.g_00834	Prbl.g_02304
OG0000697	Prag.g_00835	Prbl.g_01534
OG0000698	Prag.g_00836	Prbl.g_01535
OG0000699	Prag.g_00839	Prbl.g_01539
OG0000700	Prag.g_00840	Prbl.g_01540
OG0000701	Prag.g_00841	Prbl.g_01542
OG0000702	Prag.g_00842	Prbl.g_01543
OG0000703	Prag.g_00843	Prbl.g_01544
OG0000704	Prag.g_00844	Prbl.g_01545
OG0000705	Prag.g_00846	Prbl.g_01547
OG0000706	Prag.g_00847	Prbl.g_01548
OG0000707	Prag.g_00848	Prbl.g_01549
OG0000708	Prag.g_00849	Prbl.g_01550
OG0000709	Prag.g_00850	Prbl.g_01551
OG0000710	Prag.g_00851	Prbl.g_01552
OG0000711	Prag.g_00852	Prbl.g_01554
OG0000712	Prag.g_00853	Prbl.g_01555
OG0000713	Prag.g_00854	Prbl.g_01556
OG0000714	Prag.g_00856	Prbl.g_01567
OG0000715	Prag.g_00857	Prbl.g_01568
OG0000716	Prag.g_00858	Prbl.g_01571
OG0000717	Prag.g_00859	Prbl.g_01576
OG0000718	Prag.g_00860	Prbl.g_01577
OG0000719	Prag.g_00862	Prbl.g_01579
OG0000720	Prag.g_00864	Prbl.g_02423
OG0000721	Prag.g_00865	Prbl.g_02546
OG0000722	Prag.g_00892	Prbl.g_02530
OG0000723	Prag.g_00895	Prbl.g_01329
OG0000724	Prag.g_00898	Prbl.g_01588
OG0000725	Prag.g_00899	Prbl.g_02414
OG0000726	Prag.g_00900	Prbl.g_01078
OG0000727	Prag.g_00901	Prbl.g_02413
OG0000728	Prag.g_00902	Prbl.g_02412
OG0000729	Prag.g_00903	Prbl.g_02410
OG0000730	Prag.g_00904	Prbl.g_02409
OG0000731	Prag.g_00906	Prbl.g_02407
OG0000732	Prag.g_00907	Prbl.g_02406
OG0000733	Prag.g_00908	Prbl.g_02405
OG0000734	Prag.g_00909	Prbl.g_02404
OG0000735	Prag.g_00910	Prbl.g_02403
OG0000736	Prag.g_00912	Prbl.g_02395
OG0000737	Prag.g_00913	Prbl.g_02393
OG0000738	Prag.g_00915	Prbl.g_02388
OG0000739	Prag.g_00916	Prbl.g_02386
OG0000740	Prag.g_00917	Prbl.g_02383
OG0000741	Prag.g_00919	Prbl.g_02368
OG0000742	Prag.g_00920	Prbl.g_02367
OG0000743	Prag.g_00923	Prbl.g_02364
OG0000744	Prag.g_00924	Prbl.g_02363
OG0000745	Prag.g_00926	Prbl.g_02350
OG0000746	Prag.g_00927	Prbl.g_02351
OG0000747	Prag.g_00928	Prbl.g_02352
OG0000748	Prag.g_00929	Prbl.g_02353
OG0000749	Prag.g_00930	Prbl.g_02354
OG0000750	Prag.g_00931	Prbl.g_02356
OG0000751	Prag.g_00933	Prbl.g_02348
OG0000752	Prag.g_00934	Prbl.g_02347
OG0000753	Prag.g_00935	Prbl.g_02346
OG0000754	Prag.g_00936	Prbl.g_02345
OG0000755	Prag.g_00938	Prbl.g_02344
OG0000756	Prag.g_00939	Prbl.g_02343
OG0000757	Prag.g_00940	Prbl.g_02342
OG0000758	Prag.g_00941	Prbl.g_02443
OG0000759	Prag.g_00942	Prbl.g_02444
OG0000760	Prag.g_00943	Prbl.g_02445
OG0000761	Prag.g_00944	Prbl.g_02447
OG0000762	Prag.g_00946	Prbl.g_02449
OG0000763	Prag.g_00947	Prbl.g_02450
OG0000764	Prag.g_00948	Prbl.g_02452
OG0000765	Prag.g_00949	Prbl.g_02453
OG0000766	Prag.g_00950	Prbl.g_02454
OG0000767	Prag.g_00951	Prbl.g_01688
OG0000768	Prag.g_00952	Prbl.g_02462
OG0000769	Prag.g_00953	Prbl.g_02463
OG0000770	Prag.g_00954	Prbl.g_02465
OG0000771	Prag.g_00955	Prbl.g_02466
OG0000772	Prag.g_00956	Prbl.g_02210
OG0000773	Prag.g_00958	Prbl.g_02471
OG0000774	Prag.g_00959	Prbl.g_02472
OG0000775	Prag.g_00960	Prbl.g_02473
OG0000776	Prag.g_00961	Prbl.g_02475
OG0000777	Prag.g_00962	Prbl.g_02476
OG0000778	Prag.g_00963	Prbl.g_02477
OG0000779	Prag.g_00965	Prbl.g_02482
OG0000780	Prag.g_00966	Prbl.g_02483
OG0000781	Prag.g_00967	Prbl.g_02485
OG0000782	Prag.g_00969	Prbl.g_02487
OG0000783	Prag.g_00970	Prbl.g_02489
OG0000784	Prag.g_00971	Prbl.g_02491
OG0000785	Prag.g_00972	Prbl.g_02492
OG0000786	Prag.g_00973	Prbl.g_02493
OG0000787	Prag.g_00975	Prbl.g_02495
OG0000788	Prag.g_00976	Prbl.g_02496
OG0000789	Prag.g_00977	Prbl.g_02497
OG0000790	Prag.g_00978	Prbl.g_02498
OG0000791	Prag.g_00979	Prbl.g_02499
OG0000792	Prag.g_00980	Prbl.g_02608
OG0000793	Prag.g_00981	Prbl.g_02501
OG0000794	Prag.g_00982	Prbl.g_02503
OG0000795	Prag.g_00983	Prbl.g_02505
OG0000796	Prag.g_00985	Prbl.g_02508
OG0000797	Prag.g_00987	Prbl.g_02509
OG0000798	Prag.g_00988	Prbl.g_02510
OG0000799	Prag.g_00989	Prbl.g_02514
OG0000800	Prag.g_00990	Prbl.g_02515
OG0000801	Prag.g_00991	Prbl.g_02516
OG0000802	Prag.g_00993	Prbl.g_02520
OG0000803	Prag.g_00994	Prbl.g_02521
OG0000804	Prag.g_01005	Prbl.g_02526
OG0000805	Prag.g_01007	Prbl.g_02528
OG0000806	Prag.g_01008	Prbl.g_02529
OG0000807	Prag.g_01009	Prbl.g_02531
OG0000808	Prag.g_01010	Prbl.g_02532
OG0000809	Prag.g_01014	Prbl.g_02538
OG0000810	Prag.g_01015	Prbl.g_02540
OG0000811	Prag.g_01016	Prbl.g_02541
OG0000812	Prag.g_01017	Prbl.g_02209
OG0000813	Prag.g_01018	Prbl.g_02542
OG0000814	Prag.g_01019	Prbl.g_02543
OG0000815	Prag.g_01020	Prbl.g_02544
OG0000816	Prag.g_01022	Prbl.g_02547
OG0000817	Prag.g_01025	Prbl.g_00939
OG0000818	Prag.g_01026	Prbl.g_00938
OG0000819	Prag.g_01028	Prbl.g_00935
OG0000820	Prag.g_01029	Prbl.g_00934
OG0000821	Prag.g_01030	Prbl.g_00933
OG0000822	Prag.g_01031	Prbl.g_00932
OG0000823	Prag.g_01034	Prbl.g_00929
OG0000824	Prag.g_01035	Prbl.g_00928
OG0000825	Prag.g_01037	Prbl.g_00925
OG0000826	Prag.g_01038	Prbl.g_00924
OG0000827	Prag.g_01039	Prbl.g_00923
OG0000828	Prag.g_01041	Prbl.g_00922
OG0000829	Prag.g_01066	Prbl.g_02575
OG0000830	Prag.g_01076	Prbl.g_01603
OG0000831	Prag.g_01079	Prbl.g_00472
OG0000832	Prag.g_01080	Prbl.g_01686
OG0000833	Prag.g_01087	Prbl.g_02062
OG0000834	Prag.g_01091	Prbl.g_01199
OG0000835	Prag.g_01095	Prbl.g_01208
OG0000836	Prag.g_01097	Prbl.g_00687
OG0000837	Prag.g_01106	Prbl.g_01621
OG0000838	Prag.g_01121	Prbl.g_02197
OG0000839	Prag.g_01122	Prbl.g_02203
OG0000840	Prag.g_01127	Prbl.g_01931
OG0000841	Prag.g_01134	Prbl.g_00694
OG0000842	Prag.g_01138	Prbl.g_00545
OG0000843	Prag.g_01140	Prbl.g_02066
OG0000844	Prag.g_01141	Prbl.g_02067
OG0000845	Prag.g_01142	Prbl.g_02068
OG0000846	Prag.g_01143	Prbl.g_02069
OG0000847	Prag.g_01144	Prbl.g_02071
OG0000848	Prag.g_01145	Prbl.g_02072
OG0000849	Prag.g_01146	Prbl.g_02075
OG0000850	Prag.g_01147	Prbl.g_02077
OG0000851	Prag.g_01149	Prbl.g_02081
OG0000852	Prag.g_01152	Prbl.g_02083
OG0000853	Prag.g_01154	Prbl.g_02085
OG0000854	Prag.g_01155	Prbl.g_02086
OG0000855	Prag.g_01156	Prbl.g_02088
OG0000856	Prag.g_01157	Prbl.g_02089
OG0000857	Prag.g_01158	Prbl.g_02090
OG0000858	Prag.g_01160	Prbl.g_02100
OG0000859	Prag.g_01161	Prbl.g_02102
OG0000860	Prag.g_01162	Prbl.g_02103
OG0000861	Prag.g_01163	Prbl.g_02104
OG0000862	Prag.g_01164	Prbl.g_02105
OG0000863	Prag.g_01165	Prbl.g_00178
OG0000864	Prag.g_01166	Prbl.g_00179
OG0000865	Prag.g_01167	Prbl.g_00180
OG0000866	Prag.g_01168	Prbl.g_00181
OG0000867	Prag.g_01171	Prbl.g_00184
OG0000868	Prag.g_01173	Prbl.g_00185
OG0000869	Prag.g_01174	Prbl.g_01379
OG0000870	Prag.g_01175	Prbl.g_01382
OG0000871	Prag.g_01176	Prbl.g_01383
OG0000872	Prag.g_01177	Prbl.g_01120
OG0000873	Prag.g_01178	Prbl.g_01119
OG0000874	Prag.g_01179	Prbl.g_01118
OG0000875	Prag.g_01180	Prbl.g_01116
OG0000876	Prag.g_01182	Prbl.g_01114
OG0000877	Prag.g_01183	Prbl.g_01113
OG0000878	Prag.g_01184	Prbl.g_01112
OG0000879	Prag.g_01185	Prbl.g_01111
OG0000880	Prag.g_01186	Prbl.g_01110
OG0000881	Prag.g_01187	Prbl.g_01109
OG0000882	Prag.g_01188	Prbl.g_01108
OG0000883	Prag.g_01189	Prbl.g_01377
OG0000884	Prag.g_01190	Prbl.g_01376
OG0000885	Prag.g_01191	Prbl.g_01375
OG0000886	Prag.g_01192	Prbl.g_01374
OG0000887	Prag.g_01193	Prbl.g_01372
OG0000888	Prag.g_01194	Prbl.g_02579
OG0000889	Prag.g_01195	Prbl.g_02580
OG0000890	Prag.g_01196	Prbl.g_02582
OG0000891	Prag.g_01197	Prbl.g_02583
OG0000892	Prag.g_01198	Prbl.g_02585
OG0000893	Prag.g_01199	Prbl.g_02586
OG0000894	Prag.g_01201	Prbl.g_02590
OG0000895	Prag.g_01202	Prbl.g_02591
OG0000896	Prag.g_01204	Prbl.g_02593
OG0000897	Prag.g_01205	Prbl.g_02594
OG0000898	Prag.g_01206	Prbl.g_00187
OG0000899	Prag.g_01207	Prbl.g_00186
OG0000900	Prag.g_01209	Prbl.g_01103
OG0000901	Prag.g_01328	Prbl.g_00461
OG0000902	Prag.g_01342	Prbl.g_00115
OG0000903	Prag.g_01343	Prbl.g_00114
OG0000904	Prag.g_01344	Prbl.g_00113
OG0000905	Prag.g_01345	Prbl.g_01711
OG0000906	Prag.g_01346	Prbl.g_01713
OG0000907	Prag.g_01350	Prbl.g_01715
OG0000908	Prag.g_01351	Prbl.g_01716
OG0000909	Prag.g_01352	Prbl.g_01717
OG0000910	Prag.g_01353	Prbl.g_01718
OG0000911	Prag.g_01354	Prbl.g_01719
OG0000912	Prag.g_01357	Prbl.g_01723
OG0000913	Prag.g_01358	Prbl.g_01726
OG0000914	Prag.g_01359	Prbl.g_01727
OG0000915	Prag.g_01361	Prbl.g_01730
OG0000916	Prag.g_01362	Prbl.g_01731
OG0000917	Prag.g_01363	Prbl.g_01732
OG0000918	Prag.g_01364	Prbl.g_01733
OG0000919	Prag.g_01365	Prbl.g_01734
OG0000920	Prag.g_01366	Prbl.g_01735
OG0000921	Prag.g_01368	Prbl.g_01738
OG0000922	Prag.g_01369	Prbl.g_01739
OG0000923	Prag.g_01371	Prbl.g_00722
OG0000924	Prag.g_01372	Prbl.g_00723
OG0000925	Prag.g_01375	Prbl.g_01333
OG0000926	Prag.g_01376	Prbl.g_00658
OG0000927	Prag.g_01377	Prbl.g_01572
OG0000928	Prag.g_01379	Prbl.g_01695
OG0000929	Prag.g_01381	Prbl.g_00926
OG0000930	Prag.g_01383	Prbl.g_02577
OG0000931	Prag.g_01384	Prbl.g_01586
OG0000932	Prag.g_01387	Prbl.g_00409
OG0000933	Prag.g_01391	Prbl.g_00501
OG0000934	Prag.g_01392	Prbl.g_00500
OG0000935	Prag.g_01393	Prbl.g_00499
OG0000936	Prag.g_01394	Prbl.g_00498
OG0000937	Prag.g_01395	Prbl.g_00497
OG0000938	Prag.g_01396	Prbl.g_00496
OG0000939	Prag.g_01397	Prbl.g_00495
OG0000940	Prag.g_01398	Prbl.g_00494
OG0000941	Prag.g_01399	Prbl.g_00492
OG0000942	Prag.g_01400	Prbl.g_00491
OG0000943	Prag.g_01401	Prbl.g_00490
OG0000944	Prag.g_01402	Prbl.g_00489
OG0000945	Prag.g_01403	Prbl.g_00488
OG0000946	Prag.g_01404	Prbl.g_00487
OG0000947	Prag.g_01405	Prbl.g_00486
OG0000948	Prag.g_01406	Prbl.g_00485
OG0000949	Prag.g_01407	Prbl.g_00484
OG0000950	Prag.g_01425	Prbl.g_00843
OG0000951	Prag.g_01470	Prbl.g_00152
OG0000952	Prag.g_01471	Prbl.g_00153
OG0000953	Prag.g_01472	Prbl.g_00154
OG0000954	Prag.g_01473	Prbl.g_00160
OG0000955	Prag.g_01474	Prbl.g_00161
OG0000956	Prag.g_01476	Prbl.g_00257
OG0000957	Prag.g_01477	Prbl.g_00255
OG0000958	Prag.g_01478	Prbl.g_00254
OG0000959	Prag.g_01479	Prbl.g_00253
OG0000960	Prag.g_01480	Prbl.g_00252
OG0000961	Prag.g_01481	Prbl.g_00251
OG0000962	Prag.g_01482	Prbl.g_00249
OG0000963	Prag.g_01483	Prbl.g_00248
OG0000964	Prag.g_01484	Prbl.g_00246
OG0000965	Prag.g_01486	Prbl.g_00244
OG0000966	Prag.g_01487	Prbl.g_00243
OG0000967	Prag.g_01492	Prbl.g_00240
OG0000968	Prag.g_01493	Prbl.g_00231
OG0000969	Prag.g_01494	Prbl.g_00230
OG0000970	Prag.g_01495	Prbl.g_00229
OG0000971	Prag.g_01496	Prbl.g_00228
OG0000972	Prag.g_01497	Prbl.g_00227
OG0000973	Prag.g_01499	Prbl.g_00225
OG0000974	Prag.g_01500	Prbl.g_00224
OG0000975	Prag.g_01501	Prbl.g_00223
OG0000976	Prag.g_01502	Prbl.g_00222
OG0000977	Prag.g_01503	Prbl.g_00221
OG0000978	Prag.g_01504	Prbl.g_00220
OG0000979	Prag.g_01505	Prbl.g_00219
OG0000980	Prag.g_01506	Prbl.g_00218
OG0000981	Prag.g_01507	Prbl.g_00684
OG0000982	Prag.g_01508	Prbl.g_00685
OG0000983	Prag.g_01509	Prbl.g_00686
OG0000984	Prag.g_01512	Prbl.g_00693
OG0000985	Prag.g_01513	Prbl.g_00695
OG0000986	Prag.g_01514	Prbl.g_00696
OG0000987	Prag.g_01516	Prbl.g_00699
OG0000988	Prag.g_01517	Prbl.g_00700
OG0000989	Prag.g_01518	Prbl.g_00701
OG0000990	Prag.g_01519	Prbl.g_00702
OG0000991	Prag.g_01520	Prbl.g_00703
OG0000992	Prag.g_01521	Prbl.g_00704
OG0000993	Prag.g_01523	Prbl.g_00705
OG0000994	Prag.g_01524	Prbl.g_00706
OG0000995	Prag.g_01525	Prbl.g_00707
OG0000996	Prag.g_01526	Prbl.g_00708
OG0000997	Prag.g_01528	Prbl.g_00710
OG0000998	Prag.g_01531	Prbl.g_01086
OG0000999	Prag.g_01533	Prbl.g_00466
OG0001000	Prag.g_01534	Prbl.g_00456
OG0001001	Prag.g_01535	Prbl.g_00454
OG0001002	Prag.g_01537	Prbl.g_00452
OG0001003	Prag.g_01538	Prbl.g_00451
OG0001004	Prag.g_01539	Prbl.g_01604
OG0001005	Prag.g_01540	Prbl.g_00450
OG0001006	Prag.g_01542	Prbl.g_00448
OG0001007	Prag.g_01543	Prbl.g_00447
OG0001008	Prag.g_01544	Prbl.g_00446
OG0001009	Prag.g_01545	Prbl.g_00444
OG0001010	Prag.g_01546	Prbl.g_00443
OG0001011	Prag.g_01547	Prbl.g_00441
OG0001012	Prag.g_01548	Prbl.g_00440
OG0001013	Prag.g_01549	Prbl.g_00439
OG0001014	Prag.g_01550	Prbl.g_00438
OG0001015	Prag.g_01551	Prbl.g_00437
OG0001016	Prag.g_01552	Prbl.g_00436
OG0001017	Prag.g_01553	Prbl.g_00435
OG0001018	Prag.g_01554	Prbl.g_00433
OG0001019	Prag.g_01555	Prbl.g_00432
OG0001020	Prag.g_01556	Prbl.g_00431
OG0001021	Prag.g_01557	Prbl.g_00430
OG0001022	Prag.g_01558	Prbl.g_00429
OG0001023	Prag.g_01559	Prbl.g_00428
OG0001024	Prag.g_01561	Prbl.g_00427
OG0001025	Prag.g_01562	Prbl.g_00423
OG0001026	Prag.g_01563	Prbl.g_00422
OG0001027	Prag.g_01564	Prbl.g_01914
OG0001028	Prag.g_01565	Prbl.g_00420
OG0001029	Prag.g_01566	Prbl.g_00419
OG0001030	Prag.g_01569	Prbl.g_00416
OG0001031	Prag.g_01570	Prbl.g_00415
OG0001032	Prag.g_01576	Prbl.g_01601
OG0001033	Prag.g_01583	Prbl.g_01627
OG0001034	Prag.g_01611	Prbl.g_02318
OG0001035	Prag.g_01663	Prbl.g_00404
OG0001036	Prag.g_01664	Prbl.g_00403
OG0001037	Prag.g_01670	Prbl.g_00393
OG0001038	Prag.g_01671	Prbl.g_00392
OG0001039	Prag.g_01672	Prbl.g_00391
OG0001040	Prag.g_01673	Prbl.g_00389
OG0001041	Prag.g_01675	Prbl.g_00385
OG0001042	Prag.g_01676	Prbl.g_00383
OG0001043	Prag.g_01677	Prbl.g_00382
OG0001044	Prag.g_01678	Prbl.g_00381
OG0001045	Prag.g_01679	Prbl.g_00380
OG0001046	Prag.g_01680	Prbl.g_00378
OG0001047	Prag.g_01681	Prbl.g_00377
OG0001048	Prag.g_01683	Prbl.g_00376
OG0001049	Prag.g_01684	Prbl.g_00375
OG0001050	Prag.g_01685	Prbl.g_00374
OG0001051	Prag.g_01686	Prbl.g_00373
OG0001052	Prag.g_01687	Prbl.g_00372
OG0001053	Prag.g_01688	Prbl.g_00371
OG0001054	Prag.g_01689	Prbl.g_00370
OG0001055	Prag.g_01690	Prbl.g_00369
OG0001056	Prag.g_01691	Prbl.g_00367
OG0001057	Prag.g_01693	Prbl.g_00365
OG0001058	Prag.g_01694	Prbl.g_00364
OG0001059	Prag.g_01695	Prbl.g_00362
OG0001060	Prag.g_01696	Prbl.g_00361
OG0001061	Prag.g_01697	Prbl.g_00360
OG0001062	Prag.g_01698	Prbl.g_00359
OG0001063	Prag.g_01699	Prbl.g_00358
OG0001064	Prag.g_01700	Prbl.g_00356
OG0001065	Prag.g_01701	Prbl.g_00355
OG0001066	Prag.g_01702	Prbl.g_00354
OG0001067	Prag.g_01703	Prbl.g_00353
OG0001068	Prag.g_01704	Prbl.g_00352
OG0001069	Prag.g_01707	Prbl.g_00348
OG0001070	Prag.g_01709	Prbl.g_00346
OG0001071	Prag.g_01710	Prbl.g_00345
OG0001072	Prag.g_01711	Prbl.g_00344
OG0001073	Prag.g_01712	Prbl.g_00343
OG0001074	Prag.g_01713	Prbl.g_00342
OG0001075	Prag.g_01715	Prbl.g_00340
OG0001076	Prag.g_01717	Prbl.g_00338
OG0001077	Prag.g_01718	Prbl.g_00337
OG0001078	Prag.g_01719	Prbl.g_00336
OG0001079	Prag.g_01720	Prbl.g_00335
OG0001080	Prag.g_01721	Prbl.g_00334
OG0001081	Prag.g_01722	Prbl.g_00333
OG0001082	Prag.g_01723	Prbl.g_00332
OG0001083	Prag.g_01724	Prbl.g_00331
OG0001084	Prag.g_01725	Prbl.g_00317
OG0001085	Prag.g_01726	Prbl.g_00316
OG0001086	Prag.g_01732	Prbl.g_02680
OG0001087	Prag.g_01733	Prbl.g_02683
OG0001088	Prag.g_01734	Prbl.g_02684
OG0001089	Prag.g_01736	Prbl.g_01062
OG0001090	Prag.g_01737	Prbl.g_01061
OG0001091	Prag.g_01738	Prbl.g_01060
OG0001092	Prag.g_01739	Prbl.g_01059
OG0001093	Prag.g_01740	Prbl.g_01058
OG0001094	Prag.g_01741	Prbl.g_01057
OG0001095	Prag.g_01742	Prbl.g_01056
OG0001096	Prag.g_01743	Prbl.g_01055
OG0001097	Prag.g_01744	Prbl.g_01054
OG0001098	Prag.g_01745	Prbl.g_01053
OG0001099	Prag.g_01746	Prbl.g_01051
OG0001100	Prag.g_01747	Prbl.g_01050
OG0001101	Prag.g_01748	Prbl.g_01049
OG0001102	Prag.g_01751	Prbl.g_00954
OG0001103	Prag.g_01752	Prbl.g_00953
OG0001104	Prag.g_01753	Prbl.g_00949
OG0001105	Prag.g_01754	Prbl.g_00951
OG0001106	Prag.g_01756	Prbl.g_00948
OG0001107	Prag.g_01757	Prbl.g_00947
OG0001108	Prag.g_01758	Prbl.g_01045
OG0001109	Prag.g_01762	Prbl.g_00956
OG0001110	Prag.g_01764	Prbl.g_00958
OG0001111	Prag.g_01765	Prbl.g_00959
OG0001112	Prag.g_01766	Prbl.g_00960
OG0001113	Prag.g_01767	Prbl.g_00961
OG0001114	Prag.g_01768	Prbl.g_00962
OG0001115	Prag.g_01769	Prbl.g_00963
OG0001116	Prag.g_01770	Prbl.g_00964
OG0001117	Prag.g_01771	Prbl.g_00965
OG0001118	Prag.g_01772	Prbl.g_00966
OG0001119	Prag.g_01773	Prbl.g_00967
OG0001120	Prag.g_01774	Prbl.g_00968
OG0001121	Prag.g_01775	Prbl.g_00969
OG0001122	Prag.g_01776	Prbl.g_00970
OG0001123	Prag.g_01777	Prbl.g_00971
OG0001124	Prag.g_01778	Prbl.g_00972
OG0001125	Prag.g_01779	Prbl.g_00973
OG0001126	Prag.g_01780	Prbl.g_00974
OG0001127	Prag.g_01781	Prbl.g_00975
OG0001128	Prag.g_01782	Prbl.g_00976
OG0001129	Prag.g_01783	Prbl.g_00977
OG0001130	Prag.g_01784	Prbl.g_00978
OG0001131	Prag.g_01785	Prbl.g_00979
OG0001132	Prag.g_01786	Prbl.g_00980
OG0001133	Prag.g_01787	Prbl.g_00981
OG0001134	Prag.g_01788	Prbl.g_00982
OG0001135	Prag.g_01789	Prbl.g_00983
OG0001136	Prag.g_01790	Prbl.g_00984
OG0001137	Prag.g_01791	Prbl.g_00985
