Orthogroup	Prbc	Syam
OG0000570	Prbc.g_01650	Syam.g_01749
OG0000571	Prbc.g_01652	Syam.g_01745
OG0000572	Prbc.g_01663	Syam.g_01729
OG0000573	Prbc.g_01668	Syam.g_01721
OG0000574	Prbc.g_01670	Syam.g_01720
OG0000575	Prbc.g_01673	Syam.g_01716
OG0000576	Prbc.g_01675	Syam.g_01714
OG0000577	Prbc.g_01676	Syam.g_01713
OG0000578	Prbc.g_01677	Syam.g_01712
OG0000579	Prbc.g_01678	Syam.g_01711
OG0000580	Prbc.g_01679	Syam.g_01710
OG0000581	Prbc.g_01682	Syam.g_01704
OG0000582	Prbc.g_01685	Syam.g_01513
OG0000583	Prbc.g_01686	Syam.g_01512
OG0000584	Prbc.g_01687	Syam.g_01511
OG0000585	Prbc.g_01689	Syam.g_01509
OG0000586	Prbc.g_01690	Syam.g_01508
OG0000587	Prbc.g_01691	Syam.g_01506
OG0000588	Prbc.g_01695	Syam.g_01498
OG0000589	Prbc.g_01698	Syam.g_01494
OG0000590	Prbc.g_01699	Syam.g_01493
OG0000591	Prbc.g_01702	Syam.g_01486
OG0000592	Prbc.g_01703	Syam.g_01485
OG0000593	Prbc.g_01709	Syam.g_01471
OG0000594	Prbc.g_01710	Syam.g_01470
OG0000595	Prbc.g_01711	Syam.g_01469
OG0000596	Prbc.g_01715	Syam.g_01465
OG0000597	Prbc.g_01717	Syam.g_01462
OG0000598	Prbc.g_01718	Syam.g_01461
OG0000599	Prbc.g_01721	Syam.g_01458
OG0000600	Prbc.g_01722	Syam.g_01457
OG0000601	Prbc.g_01723	Syam.g_01456
OG0000602	Prbc.g_01725	Syam.g_01451
OG0000603	Prbc.g_01726	Syam.g_01450
OG0000604	Prbc.g_01727	Syam.g_01447
OG0000605	Prbc.g_01728	Syam.g_01031
OG0000606	Prbc.g_01731	Syam.g_01387
OG0000607	Prbc.g_01734	Syam.g_01384
OG0000608	Prbc.g_01735	Syam.g_01383
OG0000609	Prbc.g_01736	Syam.g_01380
OG0000610	Prbc.g_01742	Syam.g_01373
OG0000611	Prbc.g_01745	Syam.g_01370
OG0000612	Prbc.g_01746	Syam.g_01369
OG0000613	Prbc.g_01752	Syam.g_00170
OG0000614	Prbc.g_01775	Syam.g_00801
OG0000615	Prbc.g_01782	Syam.g_01332
OG0000616	Prbc.g_01055	Syam.g_02430
OG0000617	Prbc.g_01793	Syam.g_01240
OG0000618	Prbc.g_01794	Syam.g_01239
OG0000619	Prbc.g_01795	Syam.g_01238
OG0000620	Prbc.g_01798	Syam.g_01233
OG0000621	Prbc.g_01799	Syam.g_01232
OG0000622	Prbc.g_01800	Syam.g_01231
OG0000623	Prbc.g_01801	Syam.g_01230
OG0000624	Prbc.g_01803	Syam.g_01228
OG0000625	Prbc.g_01804	Syam.g_01227
OG0000626	Prbc.g_01805	Syam.g_01226
OG0000627	Prbc.g_01807	Syam.g_01065
OG0000628	Prbc.g_01808	Syam.g_01067
OG0000629	Prbc.g_01809	Syam.g_01070
OG0000630	Prbc.g_01812	Syam.g_01074
OG0000631	Prbc.g_02007	Syam.g_01084
OG0000632	Prbc.g_02008	Syam.g_01085
OG0000633	Prbc.g_02009	Syam.g_01086
OG0000634	Prbc.g_01854	Syam.g_01294
OG0000635	Prbc.g_01855	Syam.g_01293
OG0000636	Prbc.g_01857	Syam.g_01291
OG0000637	Prbc.g_01859	Syam.g_01289
OG0000638	Prbc.g_01860	Syam.g_01288
OG0000639	Prbc.g_01861	Syam.g_01287
OG0000640	Prbc.g_01862	Syam.g_01286
OG0000641	Prbc.g_01866	Syam.g_01282
OG0000642	Prbc.g_01867	Syam.g_01281
OG0000643	Prbc.g_01868	Syam.g_01280
OG0000644	Prbc.g_01869	Syam.g_01279
OG0000645	Prbc.g_01870	Syam.g_01277
OG0000646	Prbc.g_01873	Syam.g_01274
OG0000647	Prbc.g_01875	Syam.g_01272
OG0000648	Prbc.g_01877	Syam.g_01269
OG0000649	Prbc.g_01878	Syam.g_01268
OG0000650	Prbc.g_01879	Syam.g_01267
OG0000651	Prbc.g_01880	Syam.g_01266
OG0000652	Prbc.g_01881	Syam.g_01265
OG0000653	Prbc.g_01883	Syam.g_01263
OG0000654	Prbc.g_01884	Syam.g_01262
OG0000655	Prbc.g_01885	Syam.g_01261
OG0000656	Prbc.g_01888	Syam.g_01258
OG0000657	Prbc.g_01895	Syam.g_00739
OG0000658	Prbc.g_01897	Syam.g_00735
OG0000659	Prbc.g_01898	Syam.g_00734
OG0000660	Prbc.g_01903	Syam.g_00730
OG0000661	Prbc.g_01905	Syam.g_00728
OG0000662	Prbc.g_01907	Syam.g_00726
OG0000663	Prbc.g_01909	Syam.g_00723
OG0000664	Prbc.g_01910	Syam.g_00722
OG0000665	Prbc.g_01914	Syam.g_02027
OG0000666	Prbc.g_01915	Syam.g_01030
OG0000667	Prbc.g_01919	Syam.g_00937
OG0000668	Prbc.g_01959	Syam.g_01185
OG0000669	Prbc.g_01967	Syam.g_01358
OG0000670	Prbc.g_01970	Syam.g_00528
OG0000671	Prbc.g_01972	Syam.g_01354
OG0000672	Prbc.g_01975	Syam.g_01351
OG0000673	Prbc.g_01978	Syam.g_01348
OG0000674	Prbc.g_01980	Syam.g_01346
OG0000675	Prbc.g_01981	Syam.g_01345
OG0000676	Prbc.g_01983	Syam.g_01343
OG0000677	Prbc.g_01984	Syam.g_01342
OG0000678	Prbc.g_01987	Syam.g_01339
OG0000679	Prbc.g_01991	Syam.g_01323
OG0000680	Prbc.g_01992	Syam.g_01322
OG0000681	Prbc.g_01995	Syam.g_01319
OG0000682	Prbc.g_01996	Syam.g_01318
OG0000683	Prbc.g_01997	Syam.g_01317
OG0000684	Prbc.g_01837	Syam.g_01312
OG0000685	Prbc.g_01839	Syam.g_01310
OG0000686	Prbc.g_01840	Syam.g_01309
OG0000687	Prbc.g_01841	Syam.g_01308
OG0000688	Prbc.g_01844	Syam.g_01304
OG0000689	Prbc.g_01845	Syam.g_01302
OG0000690	Prbc.g_01846	Syam.g_01301
OG0000691	Prbc.g_01847	Syam.g_01300
OG0000692	Prbc.g_01849	Syam.g_01299
OG0000693	Prbc.g_01850	Syam.g_01298
OG0000694	Prbc.g_01851	Syam.g_01297
OG0000695	Prbc.g_02011	Syam.g_01088
OG0000696	Prbc.g_02012	Syam.g_01089
OG0000697	Prbc.g_02013	Syam.g_01091
OG0000698	Prbc.g_02016	Syam.g_01094
OG0000699	Prbc.g_02017	Syam.g_01096
OG0000700	Prbc.g_02018	Syam.g_01097
OG0000701	Prbc.g_02019	Syam.g_01098
OG0000702	Prbc.g_02021	Syam.g_01106
OG0000703	Prbc.g_02022	Syam.g_01107
OG0000704	Prbc.g_02023	Syam.g_01109
OG0000705	Prbc.g_02029	Syam.g_01116
OG0000706	Prbc.g_02030	Syam.g_01117
OG0000707	Prbc.g_02031	Syam.g_01118
OG0000708	Prbc.g_02033	Syam.g_01121
OG0000709	Prbc.g_02037	Syam.g_01131
OG0000710	Prbc.g_02040	Syam.g_01135
OG0000711	Prbc.g_02055	Syam.g_01165
OG0000712	Prbc.g_02057	Syam.g_01167
OG0000713	Prbc.g_02058	Syam.g_01168
OG0000714	Prbc.g_02059	Syam.g_01170
OG0000715	Prbc.g_02061	Syam.g_01172
OG0000716	Prbc.g_02062	Syam.g_01176
OG0000717	Prbc.g_02063	Syam.g_01177
OG0000718	Prbc.g_02079	Syam.g_01181
OG0000719	Prbc.g_02080	Syam.g_01183
OG0000720	Prbc.g_02091	Syam.g_01197
OG0000721	Prbc.g_02092	Syam.g_01199
OG0000722	Prbc.g_02093	Syam.g_01200
OG0000723	Prbc.g_02097	Syam.g_01224
OG0000724	Prbc.g_02108	Syam.g_00768
OG0000725	Prbc.g_01934	Syam.g_00777
OG0000726	Prbc.g_01933	Syam.g_00778
OG0000727	Prbc.g_01932	Syam.g_00779
OG0000728	Prbc.g_01930	Syam.g_00781
OG0000729	Prbc.g_00201	Syam.g_00105
OG0000730	Prbc.g_01244	Syam.g_00454
OG0000731	Prbc.g_01252	Syam.g_00466
OG0000732	Prbc.g_00987	Syam.g_00051
OG0000733	Prbc.g_00897	Syam.g_02339
OG0000734	Prbc.g_01462	Syam.g_02128
OG0000735	Prbc.g_01460	Syam.g_01810
OG0000736	Prbc.g_01459	Syam.g_01809
OG0000737	Prbc.g_01458	Syam.g_01808
OG0000738	Prbc.g_01454	Syam.g_01803
OG0000739	Prbc.g_01453	Syam.g_01802
OG0000740	Prbc.g_01452	Syam.g_01801
OG0000741	Prbc.g_01450	Syam.g_01798
OG0000742	Prbc.g_01447	Syam.g_01796
OG0000743	Prbc.g_01445	Syam.g_01794
OG0000744	Prbc.g_01444	Syam.g_01793
OG0000745	Prbc.g_01442	Syam.g_01791
OG0000746	Prbc.g_01440	Syam.g_01789
OG0000747	Prbc.g_01439	Syam.g_01788
OG0000748	Prbc.g_01435	Syam.g_01779
OG0000749	Prbc.g_01434	Syam.g_01776
OG0000750	Prbc.g_01433	Syam.g_01775
OG0000751	Prbc.g_01430	Syam.g_01770
OG0000752	Prbc.g_01428	Syam.g_01768
OG0000753	Prbc.g_01426	Syam.g_01765
OG0000754	Prbc.g_01422	Syam.g_00910
OG0000755	Prbc.g_01418	Syam.g_00900
OG0000756	Prbc.g_01417	Syam.g_00899
OG0000757	Prbc.g_01410	Syam.g_00891
OG0000758	Prbc.g_01409	Syam.g_00890
OG0000759	Prbc.g_01408	Syam.g_00889
OG0000760	Prbc.g_01407	Syam.g_00888
OG0000761	Prbc.g_01406	Syam.g_00886
OG0000762	Prbc.g_01405	Syam.g_00884
OG0000763	Prbc.g_01403	Syam.g_00882
OG0000764	Prbc.g_01402	Syam.g_00881
OG0000765	Prbc.g_01394	Syam.g_00864
OG0000766	Prbc.g_01393	Syam.g_00863
OG0000767	Prbc.g_01392	Syam.g_00861
OG0000768	Prbc.g_01391	Syam.g_00860
OG0000769	Prbc.g_01389	Syam.g_00858
OG0000770	Prbc.g_01388	Syam.g_00855
OG0000771	Prbc.g_02103	Syam.g_00762
OG0000772	Prbc.g_01320	Syam.g_01005
OG0000773	Prbc.g_00557	Syam.g_01816
OG0000774	Prbc.g_00560	Syam.g_01820
OG0000775	Prbc.g_00561	Syam.g_01823
OG0000776	Prbc.g_00562	Syam.g_01824
OG0000777	Prbc.g_00563	Syam.g_01825
OG0000778	Prbc.g_00564	Syam.g_01826
OG0000779	Prbc.g_00568	Syam.g_01832
OG0000780	Prbc.g_00569	Syam.g_01835
OG0000781	Prbc.g_00571	Syam.g_01839
OG0000782	Prbc.g_00572	Syam.g_01840
OG0000783	Prbc.g_00573	Syam.g_01841
OG0000784	Prbc.g_00574	Syam.g_01842
OG0000785	Prbc.g_00576	Syam.g_01844
OG0000786	Prbc.g_00579	Syam.g_01700
OG0000787	Prbc.g_00580	Syam.g_01701
OG0000788	Prbc.g_01820	Syam.g_01455
OG0000789	Prbc.g_02100	Syam.g_01044
OG0000790	Prbc.g_00662	Syam.g_00570
OG0000791	Prbc.g_00664	Syam.g_00568
OG0000792	Prbc.g_00665	Syam.g_00567
OG0000793	Prbc.g_00668	Syam.g_00562
OG0000794	Prbc.g_00669	Syam.g_00561
OG0000795	Prbc.g_00670	Syam.g_00560
OG0000796	Prbc.g_00674	Syam.g_00556
OG0000797	Prbc.g_00675	Syam.g_00555
OG0000799	Prbc.g_00690	Syam.g_01585
OG0000800	Prbc.g_00691	Syam.g_01588
OG0000801	Prbc.g_00692	Syam.g_01589
OG0000802	Prbc.g_00694	Syam.g_01592
OG0000803	Prbc.g_00696	Syam.g_01597
OG0000804	Prbc.g_00697	Syam.g_01600
OG0000805	Prbc.g_00699	Syam.g_01602
OG0000806	Prbc.g_00701	Syam.g_01604
OG0000807	Prbc.g_00702	Syam.g_01606
OG0000808	Prbc.g_00703	Syam.g_01607
OG0000809	Prbc.g_00707	Syam.g_01610
OG0000810	Prbc.g_00708	Syam.g_01611
OG0000811	Prbc.g_00712	Syam.g_01616
OG0000812	Prbc.g_00714	Syam.g_01618
OG0000813	Prbc.g_00715	Syam.g_01619
OG0000814	Prbc.g_00717	Syam.g_01621
OG0000815	Prbc.g_00718	Syam.g_01622
OG0000816	Prbc.g_00720	Syam.g_01624
OG0000817	Prbc.g_00721	Syam.g_01625
OG0000818	Prbc.g_00725	Syam.g_01631
OG0000819	Prbc.g_00726	Syam.g_01632
OG0000820	Prbc.g_00727	Syam.g_01633
OG0000821	Prbc.g_00730	Syam.g_01639
OG0000822	Prbc.g_00731	Syam.g_01641
OG0000823	Prbc.g_00732	Syam.g_01642
OG0000824	Prbc.g_00735	Syam.g_01648
OG0000825	Prbc.g_00736	Syam.g_01649
OG0000826	Prbc.g_00737	Syam.g_01650
OG0000827	Prbc.g_00738	Syam.g_01651
OG0000828	Prbc.g_00741	Syam.g_01655
OG0000829	Prbc.g_00742	Syam.g_01656
OG0000830	Prbc.g_00743	Syam.g_01657
OG0000831	Prbc.g_00745	Syam.g_01659
OG0000832	Prbc.g_00755	Syam.g_01923
OG0000833	Prbc.g_00763	Syam.g_01932
OG0000834	Prbc.g_00764	Syam.g_01933
OG0000835	Prbc.g_00765	Syam.g_01934
OG0000836	Prbc.g_00766	Syam.g_01937
OG0000837	Prbc.g_00767	Syam.g_01938
OG0000838	Prbc.g_00769	Syam.g_01946
OG0000839	Prbc.g_00770	Syam.g_01947
OG0000840	Prbc.g_00771	Syam.g_01948
OG0000841	Prbc.g_00772	Syam.g_01949
OG0000842	Prbc.g_00773	Syam.g_01950
OG0000843	Prbc.g_00774	Syam.g_01951
OG0000844	Prbc.g_00775	Syam.g_01953
OG0000845	Prbc.g_00776	Syam.g_01954
OG0000846	Prbc.g_00777	Syam.g_01955
OG0000847	Prbc.g_00778	Syam.g_01956
OG0000848	Prbc.g_00779	Syam.g_01958
OG0000849	Prbc.g_00780	Syam.g_01959
OG0000850	Prbc.g_00782	Syam.g_01961
OG0000851	Prbc.g_00783	Syam.g_01966
OG0000852	Prbc.g_00784	Syam.g_01967
OG0000853	Prbc.g_00789	Syam.g_01971
OG0000854	Prbc.g_00791	Syam.g_01973
OG0000855	Prbc.g_00792	Syam.g_01974
OG0000856	Prbc.g_00677	Syam.g_01483
OG0000857	Prbc.g_01874	Syam.g_01273
OG0000858	Prbc.g_00827	Syam.g_01980
OG0000859	Prbc.g_00828	Syam.g_01981
OG0000860	Prbc.g_00834	Syam.g_01992
OG0000861	Prbc.g_00835	Syam.g_01993
OG0000862	Prbc.g_00836	Syam.g_01994
OG0000863	Prbc.g_00837	Syam.g_01996
OG0000864	Prbc.g_00838	Syam.g_01997
OG0000865	Prbc.g_00839	Syam.g_01998
OG0000866	Prbc.g_00840	Syam.g_01999
OG0000867	Prbc.g_00841	Syam.g_02000
OG0000868	Prbc.g_00842	Syam.g_02003
OG0000869	Prbc.g_00845	Syam.g_02007
OG0000870	Prbc.g_00850	Syam.g_02012
OG0000871	Prbc.g_00851	Syam.g_02013
OG0000872	Prbc.g_00852	Syam.g_02021
OG0000873	Prbc.g_00855	Syam.g_02024
OG0000874	Prbc.g_00858	Syam.g_02019
OG0000875	Prbc.g_00860	Syam.g_02026
OG0000876	Prbc.g_00861	Syam.g_01877
OG0000877	Prbc.g_00863	Syam.g_01882
OG0000878	Prbc.g_00864	Syam.g_01883
OG0000879	Prbc.g_00865	Syam.g_01884
OG0000880	Prbc.g_00866	Syam.g_01885
OG0000881	Prbc.g_00869	Syam.g_01891
OG0000882	Prbc.g_00874	Syam.g_01896
OG0000883	Prbc.g_00876	Syam.g_01898
OG0000884	Prbc.g_00878	Syam.g_01900
OG0000885	Prbc.g_00879	Syam.g_01901
OG0000886	Prbc.g_00880	Syam.g_01902
OG0000887	Prbc.g_00881	Syam.g_01903
OG0000888	Prbc.g_00883	Syam.g_01905
OG0000889	Prbc.g_00885	Syam.g_01907
OG0000890	Prbc.g_00886	Syam.g_01910
OG0000891	Prbc.g_00887	Syam.g_01911
OG0000892	Prbc.g_00889	Syam.g_01913
OG0000893	Prbc.g_00933	Syam.g_00287
OG0000894	Prbc.g_00936	Syam.g_00290
OG0000895	Prbc.g_00939	Syam.g_00294
OG0000896	Prbc.g_00940	Syam.g_00295
OG0000897	Prbc.g_00942	Syam.g_00297
OG0000898	Prbc.g_00943	Syam.g_00298
OG0000899	Prbc.g_00944	Syam.g_00299
OG0000900	Prbc.g_00945	Syam.g_00300
OG0000901	Prbc.g_00948	Syam.g_00305
OG0000902	Prbc.g_00950	Syam.g_00307
OG0000903	Prbc.g_00960	Syam.g_00322
OG0000904	Prbc.g_00955	Syam.g_00317
OG0000905	Prbc.g_00952	Syam.g_00312
OG0000906	Prbc.g_00951	Syam.g_00309
OG0000907	Prbc.g_00327	Syam.g_00324
OG0000908	Prbc.g_00324	Syam.g_00327
OG0000909	Prbc.g_00323	Syam.g_00328
OG0000910	Prbc.g_00322	Syam.g_00329
OG0000911	Prbc.g_00320	Syam.g_00331
OG0000912	Prbc.g_00319	Syam.g_00332
OG0000913	Prbc.g_00318	Syam.g_00333
OG0000914	Prbc.g_00317	Syam.g_00334
OG0000915	Prbc.g_00316	Syam.g_00336
OG0000916	Prbc.g_00315	Syam.g_00337
OG0000917	Prbc.g_00314	Syam.g_00338
OG0000918	Prbc.g_00313	Syam.g_00339
OG0000919	Prbc.g_00312	Syam.g_00340
OG0000920	Prbc.g_00311	Syam.g_00341
OG0000921	Prbc.g_00310	Syam.g_00342
OG0000922	Prbc.g_00309	Syam.g_00343
OG0000923	Prbc.g_00305	Syam.g_00347
OG0000924	Prbc.g_00304	Syam.g_00348
OG0000925	Prbc.g_00303	Syam.g_00349
OG0000926	Prbc.g_00302	Syam.g_00350
OG0000927	Prbc.g_00300	Syam.g_00352
OG0000928	Prbc.g_00299	Syam.g_00353
OG0000929	Prbc.g_00298	Syam.g_00354
OG0000930	Prbc.g_00297	Syam.g_00355
OG0000931	Prbc.g_00296	Syam.g_00356
OG0000932	Prbc.g_00295	Syam.g_00357
OG0000933	Prbc.g_00291	Syam.g_00363
OG0000934	Prbc.g_00289	Syam.g_00365
OG0000935	Prbc.g_00288	Syam.g_00366
OG0000936	Prbc.g_00287	Syam.g_00368
OG0000937	Prbc.g_00286	Syam.g_00369
OG0000938	Prbc.g_00283	Syam.g_00373
OG0000939	Prbc.g_00282	Syam.g_00374
OG0000940	Prbc.g_00275	Syam.g_00381
OG0000941	Prbc.g_00273	Syam.g_00383
OG0000942	Prbc.g_00271	Syam.g_00385
OG0000943	Prbc.g_00270	Syam.g_00386
OG0000944	Prbc.g_00268	Syam.g_00388
OG0000945	Prbc.g_00267	Syam.g_00390
OG0000946	Prbc.g_00248	Syam.g_00395
OG0000947	Prbc.g_00246	Syam.g_00398
OG0000948	Prbc.g_00245	Syam.g_00399
OG0000949	Prbc.g_00242	Syam.g_00159
OG0000950	Prbc.g_00237	Syam.g_00150
OG0000951	Prbc.g_00233	Syam.g_00145
OG0000952	Prbc.g_00229	Syam.g_00140
OG0000953	Prbc.g_00225	Syam.g_00136
OG0000954	Prbc.g_00221	Syam.g_00131
OG0000955	Prbc.g_00220	Syam.g_00130
OG0000956	Prbc.g_00218	Syam.g_00128
OG0000957	Prbc.g_00213	Syam.g_00117
OG0000958	Prbc.g_00212	Syam.g_00116
OG0000959	Prbc.g_00208	Syam.g_00112
OG0000960	Prbc.g_00207	Syam.g_00111
OG0000961	Prbc.g_00204	Syam.g_00108
OG0000962	Prbc.g_00202	Syam.g_00106
OG0000963	Prbc.g_00197	Syam.g_00101
OG0000964	Prbc.g_00196	Syam.g_00100
OG0000965	Prbc.g_00195	Syam.g_00099
OG0000966	Prbc.g_00965	Syam.g_00074
OG0000967	Prbc.g_00969	Syam.g_00069
OG0000968	Prbc.g_00971	Syam.g_00077
OG0000969	Prbc.g_00972	Syam.g_00072
OG0000970	Prbc.g_00973	Syam.g_00071
OG0000971	Prbc.g_00974	Syam.g_00066
OG0000972	Prbc.g_00975	Syam.g_00065
OG0000973	Prbc.g_00976	Syam.g_00064
OG0000974	Prbc.g_00977	Syam.g_00063
OG0000975	Prbc.g_00978	Syam.g_00062
OG0000976	Prbc.g_00979	Syam.g_00061
OG0000977	Prbc.g_00980	Syam.g_00059
OG0000978	Prbc.g_00981	Syam.g_00058
OG0000979	Prbc.g_00984	Syam.g_00055
OG0000980	Prbc.g_00986	Syam.g_00052
OG0000981	Prbc.g_00989	Syam.g_00049
OG0000982	Prbc.g_00991	Syam.g_02314
OG0000983	Prbc.g_00992	Syam.g_02315
OG0000984	Prbc.g_00993	Syam.g_02316
OG0000985	Prbc.g_00996	Syam.g_02318
OG0000986	Prbc.g_00998	Syam.g_02320
OG0000987	Prbc.g_00999	Syam.g_02322
OG0000988	Prbc.g_01002	Syam.g_02327
OG0000989	Prbc.g_01006	Syam.g_02334
OG0000990	Prbc.g_01011	Syam.g_02346
OG0000991	Prbc.g_01012	Syam.g_02348
OG0000992	Prbc.g_01015	Syam.g_02351
OG0000993	Prbc.g_01016	Syam.g_02352
OG0000994	Prbc.g_01017	Syam.g_02354
OG0000995	Prbc.g_01021	Syam.g_02359
OG0000996	Prbc.g_01022	Syam.g_02405
OG0000997	Prbc.g_01043	Syam.g_02416
OG0000998	Prbc.g_01045	Syam.g_02418
OG0000999	Prbc.g_01046	Syam.g_02419
OG0001000	Prbc.g_01049	Syam.g_02422
OG0001001	Prbc.g_01052	Syam.g_02427
OG0001002	Prbc.g_01057	Syam.g_02433
OG0001003	Prbc.g_01060	Syam.g_02434
OG0001004	Prbc.g_01061	Syam.g_02435
OG0001005	Prbc.g_01062	Syam.g_02436
OG0001006	Prbc.g_01067	Syam.g_02444
OG0001007	Prbc.g_01069	Syam.g_02446
OG0001008	Prbc.g_01498	Syam.g_01866
OG0001009	Prbc.g_01097	Syam.g_00032
OG0001010	Prbc.g_01098	Syam.g_00033
OG0001011	Prbc.g_01099	Syam.g_00034
OG0001012	Prbc.g_01121	Syam.g_02310
OG0001013	Prbc.g_01126	Syam.g_02296
OG0001014	Prbc.g_01129	Syam.g_02292
OG0001015	Prbc.g_01130	Syam.g_02291
OG0001016	Prbc.g_00500	Syam.g_02067
OG0001017	Prbc.g_00496	Syam.g_02073
OG0001018	Prbc.g_00493	Syam.g_02075
OG0001019	Prbc.g_00484	Syam.g_02093
OG0001020	Prbc.g_00483	Syam.g_02098
OG0001021	Prbc.g_00482	Syam.g_02102
OG0001022	Prbc.g_00479	Syam.g_02106
OG0001023	Prbc.g_00478	Syam.g_02107
OG0001024	Prbc.g_00475	Syam.g_02111
OG0001025	Prbc.g_00468	Syam.g_02118
OG0001026	Prbc.g_00460	Syam.g_02130
OG0001027	Prbc.g_00459	Syam.g_02135
OG0001028	Prbc.g_00457	Syam.g_02137
OG0001029	Prbc.g_00455	Syam.g_02139
OG0001030	Prbc.g_00439	Syam.g_02163
OG0001031	Prbc.g_00385	Syam.g_02239
OG0001032	Prbc.g_00384	Syam.g_02241
OG0001033	Prbc.g_00364	Syam.g_02265
OG0001034	Prbc.g_00334	Syam.g_00508
OG0001035	Prbc.g_01150	Syam.g_00265
OG0001036	Prbc.g_01154	Syam.g_00261
OG0001037	Prbc.g_01155	Syam.g_00259
OG0001038	Prbc.g_01171	Syam.g_00232
OG0001039	Prbc.g_01173	Syam.g_00229
OG0001040	Prbc.g_01176	Syam.g_00226
OG0001041	Prbc.g_01180	Syam.g_00221
OG0001042	Prbc.g_01196	Syam.g_00196
OG0001043	Prbc.g_01197	Syam.g_00192
OG0001044	Prbc.g_01245	Syam.g_00456
OG0001045	Prbc.g_01254	Syam.g_00469
OG0001046	Prbc.g_02168	Syam.g_01151
OG0001047	Prbc.g_01500	Syam.g_01864
OG0001048	Prbc.g_01501	Syam.g_01863
OG0001049	Prbc.g_01503	Syam.g_01855
OG0001050	Prbc.g_01504	Syam.g_01854
OG0001051	Prbc.g_01505	Syam.g_01853
OG0001052	Prbc.g_01531	Syam.g_01672
OG0001053	Prbc.g_01543	Syam.g_00586
OG0001054	Prbc.g_01557	Syam.g_00603
OG0001055	Prbc.g_01597	Syam.g_00624
OG0001056	Prbc.g_01615	Syam.g_00656
OG0001057	Prbc.g_01620	Syam.g_00664
OG0001058	Prbc.g_01629	Syam.g_00677
OG0001059	Prbc.g_01633	Syam.g_00681
OG0001060	Prbc.g_01640	Syam.g_00688
OG0001061	Prbc.g_01653	Syam.g_01744
OG0001062	Prbc.g_01655	Syam.g_01742
OG0001063	Prbc.g_01656	Syam.g_01737
OG0001064	Prbc.g_01657	Syam.g_01736
OG0001065	Prbc.g_01658	Syam.g_01735
OG0001066	Prbc.g_01659	Syam.g_01734
OG0001067	Prbc.g_01660	Syam.g_01733
OG0001068	Prbc.g_01661	Syam.g_01732
OG0001069	Prbc.g_01662	Syam.g_01731
OG0001070	Prbc.g_01664	Syam.g_01728
OG0001071	Prbc.g_01665	Syam.g_01727
OG0001072	Prbc.g_01666	Syam.g_01723
OG0001073	Prbc.g_01680	Syam.g_01709
OG0001074	Prbc.g_01692	Syam.g_01504
OG0001075	Prbc.g_01693	Syam.g_01502
OG0001076	Prbc.g_01700	Syam.g_01491
OG0001077	Prbc.g_01705	Syam.g_01480
OG0001078	Prbc.g_01713	Syam.g_01467
OG0001079	Prbc.g_01724	Syam.g_01454
OG0001080	Prbc.g_01730	Syam.g_01034
OG0001081	Prbc.g_01732	Syam.g_01386
OG0001082	Prbc.g_01733	Syam.g_01385
OG0001083	Prbc.g_01738	Syam.g_01377
OG0001084	Prbc.g_01739	Syam.g_01376
OG0001085	Prbc.g_01749	Syam.g_01366
OG0001086	Prbc.g_01750	Syam.g_01364
OG0001087	Prbc.g_01770	Syam.g_00813
OG0001088	Prbc.g_01771	Syam.g_00809
OG0001089	Prbc.g_01779	Syam.g_00785
OG0001090	Prbc.g_01788	Syam.g_01246
OG0001091	Prbc.g_01790	Syam.g_01244
OG0001092	Prbc.g_01791	Syam.g_01242
OG0001093	Prbc.g_01796	Syam.g_01236
OG0001094	Prbc.g_01852	Syam.g_01296
OG0001095	Prbc.g_01871	Syam.g_01276
OG0001096	Prbc.g_01886	Syam.g_01260
OG0001097	Prbc.g_01906	Syam.g_00727
OG0001098	Prbc.g_01923	Syam.g_01037
OG0001099	Prbc.g_01962	Syam.g_02138
OG0001100	Prbc.g_01969	Syam.g_01356
OG0001101	Prbc.g_01971	Syam.g_01355
OG0001103	Prbc.g_01976	Syam.g_01350
OG0001104	Prbc.g_01838	Syam.g_01311
OG0001105	Prbc.g_01842	Syam.g_01307
OG0001106	Prbc.g_02024	Syam.g_01110
OG0001107	Prbc.g_02034	Syam.g_01122
OG0001108	Prbc.g_02038	Syam.g_01132
OG0001109	Prbc.g_02039	Syam.g_01134
OG0001110	Prbc.g_02041	Syam.g_01136
OG0001111	Prbc.g_02042	Syam.g_01138
OG0001112	Prbc.g_02043	Syam.g_01140
OG0001113	Prbc.g_02044	Syam.g_01141
OG0001114	Prbc.g_02045	Syam.g_01142
OG0001115	Prbc.g_02047	Syam.g_01146
OG0001116	Prbc.g_02048	Syam.g_01148
OG0001117	Prbc.g_02049	Syam.g_01149
OG0001118	Prbc.g_02050	Syam.g_01150
OG0001119	Prbc.g_02051	Syam.g_01152
OG0001120	Prbc.g_02052	Syam.g_01156
OG0001121	Prbc.g_00645	Syam.g_00970
OG0001122	Prbc.g_02081	Syam.g_01184
OG0001123	Prbc.g_02086	Syam.g_01191
OG0001124	Prbc.g_02088	Syam.g_01194
OG0001125	Prbc.g_02090	Syam.g_01196
OG0001126	Prbc.g_02101	Syam.g_00757
OG0001127	Prbc.g_02102	Syam.g_00758
OG0001128	Prbc.g_02105	Syam.g_00764
OG0001129	Prbc.g_02106	Syam.g_00766
OG0001130	Prbc.g_02107	Syam.g_00767
