Orthogroup	Prbc	Syar
OG0000548	Prbc.g_01596	Syar.g_01512
OG0000549	Prbc.g_01599	Syar.g_02693
OG0000550	Prbc.g_01603	Syar.g_02689
OG0000551	Prbc.g_01606	Syar.g_02684
OG0000552	Prbc.g_01607	Syar.g_02683
OG0000553	Prbc.g_01608	Syar.g_02679
OG0000554	Prbc.g_01613	Syar.g_02352
OG0000555	Prbc.g_01621	Syar.g_02336
OG0000556	Prbc.g_01623	Syar.g_02332
OG0000557	Prbc.g_01624	Syar.g_02328
OG0000558	Prbc.g_01627	Syar.g_02326
OG0000559	Prbc.g_01631	Syar.g_02322
OG0000560	Prbc.g_01634	Syar.g_02320
OG0000561	Prbc.g_01635	Syar.g_02319
OG0000562	Prbc.g_01636	Syar.g_02318
OG0000563	Prbc.g_01637	Syar.g_02317
OG0000564	Prbc.g_01638	Syar.g_02316
OG0000565	Prbc.g_01641	Syar.g_02312
OG0000566	Prbc.g_01643	Syar.g_02308
OG0000567	Prbc.g_01647	Syar.g_02304
OG0000568	Prbc.g_01648	Syar.g_02302
OG0000569	Prbc.g_01649	Syar.g_02301
OG0000570	Prbc.g_01650	Syar.g_02300
OG0000571	Prbc.g_01652	Syar.g_02298
OG0000572	Prbc.g_01663	Syar.g_02201
OG0000573	Prbc.g_01668	Syar.g_02191
OG0000574	Prbc.g_01670	Syar.g_02190
OG0000575	Prbc.g_01673	Syar.g_03180
OG0000576	Prbc.g_01675	Syar.g_02187
OG0000577	Prbc.g_01676	Syar.g_02186
OG0000578	Prbc.g_01677	Syar.g_02185
OG0000579	Prbc.g_01678	Syar.g_02184
OG0000580	Prbc.g_01679	Syar.g_02183
OG0000581	Prbc.g_01682	Syar.g_02175
OG0000582	Prbc.g_01685	Syar.g_02131
OG0000583	Prbc.g_01686	Syar.g_02132
OG0000584	Prbc.g_01687	Syar.g_02133
OG0000585	Prbc.g_01689	Syar.g_02170
OG0000586	Prbc.g_01690	Syar.g_02171
OG0000587	Prbc.g_01691	Syar.g_02173
OG0000588	Prbc.g_01695	Syar.g_02275
OG0000589	Prbc.g_01698	Syar.g_02261
OG0000590	Prbc.g_01699	Syar.g_02260
OG0000591	Prbc.g_01702	Syar.g_02246
OG0000592	Prbc.g_01703	Syar.g_02245
OG0000593	Prbc.g_01709	Syar.g_02414
OG0000594	Prbc.g_01710	Syar.g_02415
OG0000595	Prbc.g_01711	Syar.g_02416
OG0000596	Prbc.g_01715	Syar.g_02421
OG0000597	Prbc.g_01717	Syar.g_02424
OG0000598	Prbc.g_01718	Syar.g_02425
OG0000599	Prbc.g_01721	Syar.g_02428
OG0000600	Prbc.g_01722	Syar.g_02429
OG0000601	Prbc.g_01723	Syar.g_02430
OG0000602	Prbc.g_01725	Syar.g_02435
OG0000603	Prbc.g_01726	Syar.g_02436
OG0000604	Prbc.g_01727	Syar.g_02438
OG0000605	Prbc.g_01728	Syar.g_02440
OG0000606	Prbc.g_01731	Syar.g_02443
OG0000607	Prbc.g_01734	Syar.g_02446
OG0000608	Prbc.g_01735	Syar.g_02447
OG0000609	Prbc.g_01736	Syar.g_02470
OG0000610	Prbc.g_01742	Syar.g_01917
OG0000611	Prbc.g_01745	Syar.g_01914
OG0000612	Prbc.g_01746	Syar.g_01913
OG0000613	Prbc.g_01752	Syar.g_00712
OG0000614	Prbc.g_01775	Syar.g_02012, Syar.g_01344
OG0000615	Prbc.g_01782	Syar.g_02603
OG0000616	Prbc.g_01055	Syar.g_00454
OG0000617	Prbc.g_01793	Syar.g_01576
OG0000618	Prbc.g_01794	Syar.g_01575
OG0000619	Prbc.g_01795	Syar.g_01574
OG0000620	Prbc.g_01798	Syar.g_01569
OG0000621	Prbc.g_01799	Syar.g_01568
OG0000622	Prbc.g_01800	Syar.g_01566
OG0000623	Prbc.g_01801	Syar.g_01565
OG0000624	Prbc.g_01803	Syar.g_01564
OG0000625	Prbc.g_01804	Syar.g_01563
OG0000626	Prbc.g_01805	Syar.g_01562
OG0000627	Prbc.g_01807	Syar.g_01868
OG0000628	Prbc.g_01808	Syar.g_01869
OG0000629	Prbc.g_01809	Syar.g_01872
OG0000630	Prbc.g_01812	Syar.g_02586
OG0000631	Prbc.g_02007	Syar.g_02579
OG0000632	Prbc.g_02008	Syar.g_02578
OG0000633	Prbc.g_02009	Syar.g_02576
OG0000634	Prbc.g_01854	Syar.g_02635
OG0000635	Prbc.g_01855	Syar.g_02636
OG0000636	Prbc.g_01857	Syar.g_02638
OG0000637	Prbc.g_01859	Syar.g_02640
OG0000638	Prbc.g_01860	Syar.g_02641
OG0000639	Prbc.g_01861	Syar.g_02642
OG0000640	Prbc.g_01862	Syar.g_02643
OG0000641	Prbc.g_01866	Syar.g_02648
OG0000642	Prbc.g_01867	Syar.g_02649
OG0000643	Prbc.g_01868	Syar.g_02650
OG0000644	Prbc.g_01869	Syar.g_02651
OG0000645	Prbc.g_01870	Syar.g_02652
OG0000646	Prbc.g_01873	Syar.g_02655
OG0000647	Prbc.g_01875	Syar.g_02657
OG0000648	Prbc.g_01877	Syar.g_02659
OG0000649	Prbc.g_01878	Syar.g_02660
OG0000650	Prbc.g_01879	Syar.g_02661
OG0000651	Prbc.g_01880	Syar.g_02662
OG0000652	Prbc.g_01881	Syar.g_02663
OG0000653	Prbc.g_01883	Syar.g_02665
OG0000654	Prbc.g_01884	Syar.g_02666
OG0000655	Prbc.g_01885	Syar.g_02667
OG0000656	Prbc.g_01888	Syar.g_02479
OG0000657	Prbc.g_01895	Syar.g_01812
OG0000658	Prbc.g_01897	Syar.g_01815
OG0000659	Prbc.g_01898	Syar.g_01816
OG0000660	Prbc.g_01903	Syar.g_01820
OG0000661	Prbc.g_01905	Syar.g_03175, Syar.g_01822
OG0000662	Prbc.g_01907	Syar.g_01829
OG0000663	Prbc.g_01909	Syar.g_01832
OG0000664	Prbc.g_01910	Syar.g_01837
OG0000665	Prbc.g_01914	Syar.g_02774
OG0000666	Prbc.g_01915	Syar.g_01241
OG0000667	Prbc.g_01919	Syar.g_02346
OG0000668	Prbc.g_01959	Syar.g_01802
OG0000669	Prbc.g_01967	Syar.g_01627
OG0000670	Prbc.g_01970	Syar.g_01624
OG0000671	Prbc.g_01972	Syar.g_01622
OG0000672	Prbc.g_01975	Syar.g_01619
OG0000673	Prbc.g_01978	Syar.g_01615
OG0000674	Prbc.g_01980	Syar.g_01613
OG0000675	Prbc.g_01981	Syar.g_01612
OG0000676	Prbc.g_01983	Syar.g_01608
OG0000677	Prbc.g_01984	Syar.g_01607
OG0000678	Prbc.g_01987	Syar.g_02037
OG0000679	Prbc.g_01991	Syar.g_02606
OG0000680	Prbc.g_01992	Syar.g_02607
OG0000681	Prbc.g_01995	Syar.g_02610
OG0000682	Prbc.g_01996	Syar.g_02611
OG0000683	Prbc.g_01997	Syar.g_02612
OG0000684	Prbc.g_01837	Syar.g_02615
OG0000685	Prbc.g_01839	Syar.g_02617
OG0000686	Prbc.g_01840	Syar.g_02618
OG0000687	Prbc.g_01841	Syar.g_02619
OG0000688	Prbc.g_01844	Syar.g_02624
OG0000689	Prbc.g_01845	Syar.g_02626
OG0000690	Prbc.g_01846	Syar.g_02627
OG0000691	Prbc.g_01847	Syar.g_02628
OG0000692	Prbc.g_01849	Syar.g_02629
OG0000693	Prbc.g_01850	Syar.g_02631
OG0000694	Prbc.g_01851	Syar.g_02632
OG0000695	Prbc.g_02011	Syar.g_02573
OG0000696	Prbc.g_02012	Syar.g_02572
OG0000697	Prbc.g_02013	Syar.g_02570
OG0000698	Prbc.g_02016	Syar.g_02567
OG0000699	Prbc.g_02017	Syar.g_02566
OG0000700	Prbc.g_02018	Syar.g_02565
OG0000701	Prbc.g_02019	Syar.g_02564
OG0000702	Prbc.g_02021	Syar.g_02559
OG0000703	Prbc.g_02022	Syar.g_02557
OG0000704	Prbc.g_02023	Syar.g_02555
OG0000705	Prbc.g_02029	Syar.g_02547
OG0000706	Prbc.g_02030	Syar.g_02546
OG0000707	Prbc.g_02031	Syar.g_02545
OG0000708	Prbc.g_02033	Syar.g_02542
OG0000709	Prbc.g_02037	Syar.g_02534
OG0000710	Prbc.g_02040	Syar.g_02528
OG0000711	Prbc.g_02055	Syar.g_02499
OG0000712	Prbc.g_02057	Syar.g_02497
OG0000713	Prbc.g_02058	Syar.g_02496
OG0000714	Prbc.g_02059	Syar.g_02494
OG0000715	Prbc.g_02061	Syar.g_02492
OG0000716	Prbc.g_02062	Syar.g_02488
OG0000717	Prbc.g_02063	Syar.g_02487
OG0000718	Prbc.g_02079	Syar.g_02483
OG0000719	Prbc.g_02080	Syar.g_01804
OG0000720	Prbc.g_02091	Syar.g_01790
OG0000721	Prbc.g_02092	Syar.g_01788
OG0000722	Prbc.g_02093	Syar.g_01787
OG0000723	Prbc.g_02097	Syar.g_01560
OG0000724	Prbc.g_02108	Syar.g_01367, Syar.g_02120
OG0000725	Prbc.g_01934	Syar.g_01934
OG0000726	Prbc.g_01933	Syar.g_01935
OG0000727	Prbc.g_01932	Syar.g_01936
OG0000728	Prbc.g_01930	Syar.g_01938
OG0000729	Prbc.g_00201	Syar.g_00593
OG0000730	Prbc.g_01244	Syar.g_01115
OG0000731	Prbc.g_01252	Syar.g_01127
OG0000732	Prbc.g_00987	Syar.g_00522
OG0000733	Prbc.g_00897	Syar.g_02234
OG0000734	Prbc.g_01462	Syar.g_03128
OG0000735	Prbc.g_01460	Syar.g_01522
OG0000736	Prbc.g_01459	Syar.g_01523
OG0000737	Prbc.g_01458	Syar.g_01524
OG0000738	Prbc.g_01454	Syar.g_01530
OG0000739	Prbc.g_01453	Syar.g_01531
OG0000740	Prbc.g_01452	Syar.g_01532
OG0000741	Prbc.g_01450	Syar.g_01535
OG0000742	Prbc.g_01447	Syar.g_01538
OG0000743	Prbc.g_01445	Syar.g_01541
OG0000744	Prbc.g_01444	Syar.g_01542
OG0000745	Prbc.g_01442	Syar.g_01545
OG0000746	Prbc.g_01440	Syar.g_01549
OG0000747	Prbc.g_01439	Syar.g_01551
OG0000748	Prbc.g_01435	Syar.g_01945
OG0000749	Prbc.g_01434	Syar.g_01946
OG0000750	Prbc.g_01433	Syar.g_01947
OG0000751	Prbc.g_01430	Syar.g_01952
OG0000752	Prbc.g_01428	Syar.g_01954
OG0000753	Prbc.g_01426	Syar.g_01957
OG0000754	Prbc.g_01422	Syar.g_01963
OG0000755	Prbc.g_01418	Syar.g_01974
OG0000756	Prbc.g_01417	Syar.g_01975
OG0000757	Prbc.g_01410	Syar.g_01984
OG0000758	Prbc.g_01409	Syar.g_01985
OG0000759	Prbc.g_01408	Syar.g_01986
OG0000760	Prbc.g_01407	Syar.g_01987
OG0000761	Prbc.g_01406	Syar.g_01988
OG0000762	Prbc.g_01405	Syar.g_01992
OG0000763	Prbc.g_01403	Syar.g_01699
OG0000764	Prbc.g_01402	Syar.g_01700
OG0000765	Prbc.g_01394	Syar.g_01718
OG0000766	Prbc.g_01393	Syar.g_01719
OG0000767	Prbc.g_01392	Syar.g_01721
OG0000768	Prbc.g_01391	Syar.g_01722
OG0000769	Prbc.g_01389	Syar.g_01724
OG0000770	Prbc.g_01388	Syar.g_01727
OG0000771	Prbc.g_02103	Syar.g_01373
OG0000772	Prbc.g_01320	Syar.g_00746
OG0000773	Prbc.g_00557	Syar.g_02694
OG0000774	Prbc.g_00560	Syar.g_02771
OG0000775	Prbc.g_00561	Syar.g_02773
OG0000776	Prbc.g_00562	Syar.g_01755
OG0000777	Prbc.g_00563	Syar.g_01754
OG0000778	Prbc.g_00564	Syar.g_01753
OG0000779	Prbc.g_00568	Syar.g_02779
OG0000780	Prbc.g_00569	Syar.g_02781
OG0000781	Prbc.g_00571	Syar.g_02785
OG0000782	Prbc.g_00572	Syar.g_02786
OG0000783	Prbc.g_00573	Syar.g_02787
OG0000784	Prbc.g_00574	Syar.g_02788
OG0000785	Prbc.g_00576	Syar.g_02791
OG0000786	Prbc.g_00579	Syar.g_02795
OG0000787	Prbc.g_00580	Syar.g_02796
OG0000788	Prbc.g_01820	Syar.g_02331
OG0000789	Prbc.g_02100	Syar.g_02040
OG0000790	Prbc.g_00662	Syar.g_01456
OG0000791	Prbc.g_00664	Syar.g_01454
OG0000792	Prbc.g_00665	Syar.g_01453
OG0000793	Prbc.g_00668	Syar.g_01243
OG0000794	Prbc.g_00669	Syar.g_01242
OG0000795	Prbc.g_00670	Syar.g_01240
OG0000796	Prbc.g_00674	Syar.g_01236
OG0000797	Prbc.g_00675	Syar.g_01235
OG0000799	Prbc.g_00690	Syar.g_02844
OG0000800	Prbc.g_00691	Syar.g_02843
OG0000801	Prbc.g_00692	Syar.g_02842
OG0000802	Prbc.g_00694	Syar.g_02825
OG0000803	Prbc.g_00696	Syar.g_02822
OG0000804	Prbc.g_00697	Syar.g_02819
OG0000805	Prbc.g_00699	Syar.g_02817
OG0000806	Prbc.g_00701	Syar.g_02815
OG0000807	Prbc.g_00702	Syar.g_02814
OG0000808	Prbc.g_00703	Syar.g_02813
OG0000809	Prbc.g_00707	Syar.g_02811
OG0000810	Prbc.g_00708	Syar.g_02810
OG0000811	Prbc.g_00712	Syar.g_02805
OG0000812	Prbc.g_00714	Syar.g_02803
OG0000813	Prbc.g_00715	Syar.g_02802
OG0000814	Prbc.g_00717	Syar.g_02800
OG0000815	Prbc.g_00718	Syar.g_02799
OG0000816	Prbc.g_00720	Syar.g_02797
OG0000817	Prbc.g_00721	Syar.g_02861
OG0000818	Prbc.g_00725	Syar.g_01418
OG0000819	Prbc.g_00726	Syar.g_01417
OG0000820	Prbc.g_00727	Syar.g_01416
OG0000821	Prbc.g_00730	Syar.g_01410
OG0000822	Prbc.g_00731	Syar.g_01408
OG0000823	Prbc.g_00732	Syar.g_01407
OG0000824	Prbc.g_00735	Syar.g_01402
OG0000825	Prbc.g_00736	Syar.g_01401
OG0000826	Prbc.g_00737	Syar.g_01400
OG0000827	Prbc.g_00738	Syar.g_01399
OG0000828	Prbc.g_00741	Syar.g_01396
OG0000829	Prbc.g_00742	Syar.g_01395
OG0000830	Prbc.g_00743	Syar.g_01394
OG0000831	Prbc.g_00745	Syar.g_01391
OG0000832	Prbc.g_00755	Syar.g_01213
OG0000833	Prbc.g_00763	Syar.g_02877
OG0000834	Prbc.g_00764	Syar.g_02878
OG0000835	Prbc.g_00765	Syar.g_02879
OG0000836	Prbc.g_00766	Syar.g_02881
OG0000837	Prbc.g_00767	Syar.g_02882
OG0000838	Prbc.g_00769	Syar.g_02886
OG0000839	Prbc.g_00770	Syar.g_02887
OG0000840	Prbc.g_00771	Syar.g_02888
OG0000841	Prbc.g_00772	Syar.g_02889
OG0000842	Prbc.g_00773	Syar.g_02890
OG0000843	Prbc.g_00774	Syar.g_02891
OG0000844	Prbc.g_00775	Syar.g_02893
OG0000845	Prbc.g_00776	Syar.g_02894
OG0000846	Prbc.g_00777	Syar.g_02895
OG0000847	Prbc.g_00778	Syar.g_02896
OG0000848	Prbc.g_00779	Syar.g_02898
OG0000849	Prbc.g_00780	Syar.g_02899
OG0000850	Prbc.g_00782	Syar.g_02902
OG0000851	Prbc.g_00783	Syar.g_02905
OG0000852	Prbc.g_00784	Syar.g_02906
OG0000853	Prbc.g_00789	Syar.g_02910
OG0000854	Prbc.g_00791	Syar.g_02912
OG0000855	Prbc.g_00792	Syar.g_02913
OG0000856	Prbc.g_00677	Syar.g_02243
OG0000857	Prbc.g_01874	Syar.g_02656
OG0000858	Prbc.g_00827	Syar.g_02920
OG0000859	Prbc.g_00828	Syar.g_02921
OG0000860	Prbc.g_00834	Syar.g_02931
OG0000861	Prbc.g_00835	Syar.g_02932
OG0000862	Prbc.g_00836	Syar.g_02942
OG0000863	Prbc.g_00837	Syar.g_02944
OG0000864	Prbc.g_00838	Syar.g_02945
OG0000865	Prbc.g_00839	Syar.g_02946
OG0000866	Prbc.g_00840	Syar.g_02947
OG0000867	Prbc.g_00841	Syar.g_02948
OG0000868	Prbc.g_00842	Syar.g_02950
OG0000869	Prbc.g_00845	Syar.g_02955
OG0000870	Prbc.g_00850	Syar.g_02960
OG0000871	Prbc.g_00851	Syar.g_02961
OG0000872	Prbc.g_00852	Syar.g_02967
OG0000873	Prbc.g_00855	Syar.g_02970
OG0000874	Prbc.g_00858	Syar.g_02974
OG0000875	Prbc.g_00860	Syar.g_02975
OG0000876	Prbc.g_00861	Syar.g_01828
OG0000877	Prbc.g_00863	Syar.g_02977
OG0000878	Prbc.g_00864	Syar.g_02978
OG0000879	Prbc.g_00865	Syar.g_02979
OG0000880	Prbc.g_00866	Syar.g_02980
OG0000881	Prbc.g_00869	Syar.g_02984
OG0000882	Prbc.g_00874	Syar.g_02989
OG0000883	Prbc.g_00876	Syar.g_02992
OG0000884	Prbc.g_00878	Syar.g_02994
OG0000885	Prbc.g_00879	Syar.g_02995
OG0000886	Prbc.g_00880	Syar.g_02996
OG0000887	Prbc.g_00881	Syar.g_02998
OG0000888	Prbc.g_00883	Syar.g_03000
OG0000889	Prbc.g_00885	Syar.g_03002
OG0000890	Prbc.g_00886	Syar.g_03005
OG0000891	Prbc.g_00887	Syar.g_03006
OG0000892	Prbc.g_00889	Syar.g_03008
OG0000893	Prbc.g_00933	Syar.g_00150
OG0000894	Prbc.g_00936	Syar.g_00145
OG0000895	Prbc.g_00939	Syar.g_00141
OG0000896	Prbc.g_00940	Syar.g_00140
OG0000897	Prbc.g_00942	Syar.g_00138
OG0000898	Prbc.g_00943	Syar.g_00137
OG0000899	Prbc.g_00944	Syar.g_00136
OG0000900	Prbc.g_00945	Syar.g_00135
OG0000901	Prbc.g_00948	Syar.g_00130
OG0000902	Prbc.g_00950	Syar.g_01013
OG0000903	Prbc.g_00960	Syar.g_01026
OG0000904	Prbc.g_00955	Syar.g_01021
OG0000905	Prbc.g_00952	Syar.g_01018
OG0000906	Prbc.g_00951	Syar.g_01015
OG0000907	Prbc.g_00327	Syar.g_01028
OG0000908	Prbc.g_00324	Syar.g_01031
OG0000909	Prbc.g_00323	Syar.g_01032
OG0000910	Prbc.g_00322	Syar.g_01033
OG0000911	Prbc.g_00320	Syar.g_01035
OG0000912	Prbc.g_00319	Syar.g_01036
OG0000913	Prbc.g_00318	Syar.g_01037
OG0000914	Prbc.g_00317	Syar.g_01038
OG0000915	Prbc.g_00316	Syar.g_01040
OG0000916	Prbc.g_00315	Syar.g_01041
OG0000917	Prbc.g_00314	Syar.g_01042
OG0000918	Prbc.g_00313	Syar.g_01043
OG0000919	Prbc.g_00312	Syar.g_01044
OG0000920	Prbc.g_00311	Syar.g_01045
OG0000921	Prbc.g_00310	Syar.g_01046
OG0000922	Prbc.g_00309	Syar.g_01047
OG0000923	Prbc.g_00305	Syar.g_01051
OG0000924	Prbc.g_00304	Syar.g_01052
OG0000925	Prbc.g_00303	Syar.g_01053
OG0000926	Prbc.g_00302	Syar.g_01054
OG0000927	Prbc.g_00300	Syar.g_01056
OG0000928	Prbc.g_00299	Syar.g_01057
OG0000929	Prbc.g_00298	Syar.g_01058
OG0000930	Prbc.g_00297	Syar.g_01059
OG0000931	Prbc.g_00296	Syar.g_01060
OG0000932	Prbc.g_00295	Syar.g_01061
OG0000933	Prbc.g_00291	Syar.g_01066
OG0000934	Prbc.g_00289	Syar.g_01068
OG0000935	Prbc.g_00288	Syar.g_01069
OG0000936	Prbc.g_00287	Syar.g_01070
OG0000937	Prbc.g_00286	Syar.g_01071
OG0000938	Prbc.g_00283	Syar.g_01074
OG0000939	Prbc.g_00282	Syar.g_01075
OG0000940	Prbc.g_00275	Syar.g_01081
OG0000941	Prbc.g_00273	Syar.g_01083
OG0000942	Prbc.g_00271	Syar.g_01085
OG0000943	Prbc.g_00270	Syar.g_01086
OG0000944	Prbc.g_00268	Syar.g_01088
OG0000945	Prbc.g_00267	Syar.g_01089
OG0000946	Prbc.g_00248	Syar.g_01095
OG0000947	Prbc.g_00246	Syar.g_01098
OG0000948	Prbc.g_00245	Syar.g_01099
OG0000949	Prbc.g_00242	Syar.g_00283
OG0000950	Prbc.g_00237	Syar.g_00661
OG0000951	Prbc.g_00233	Syar.g_00656
OG0000952	Prbc.g_00229	Syar.g_00651
OG0000953	Prbc.g_00225	Syar.g_00248
OG0000954	Prbc.g_00221	Syar.g_00258
OG0000955	Prbc.g_00220	Syar.g_00259
OG0000956	Prbc.g_00218	Syar.g_00261
OG0000957	Prbc.g_00213	Syar.g_00610
OG0000958	Prbc.g_00212	Syar.g_00609
OG0000959	Prbc.g_00208	Syar.g_00605
OG0000960	Prbc.g_00207	Syar.g_00604
OG0000961	Prbc.g_00204	Syar.g_00094
OG0000962	Prbc.g_00202	Syar.g_00594
OG0000963	Prbc.g_00197	Syar.g_00590
OG0000964	Prbc.g_00196	Syar.g_00589
OG0000965	Prbc.g_00195	Syar.g_00588
OG0000966	Prbc.g_00965	Syar.g_00549
OG0000967	Prbc.g_00969	Syar.g_00545
OG0000968	Prbc.g_00971	Syar.g_00542
OG0000969	Prbc.g_00972	Syar.g_00540
OG0000970	Prbc.g_00973	Syar.g_00539
OG0000971	Prbc.g_00974	Syar.g_00537
OG0000972	Prbc.g_00975	Syar.g_00536
OG0000973	Prbc.g_00976	Syar.g_00535
OG0000974	Prbc.g_00977	Syar.g_00534
OG0000975	Prbc.g_00978	Syar.g_00533
OG0000976	Prbc.g_00979	Syar.g_00532
OG0000977	Prbc.g_00980	Syar.g_00530
OG0000978	Prbc.g_00981	Syar.g_00529
OG0000979	Prbc.g_00984	Syar.g_00526
OG0000980	Prbc.g_00986	Syar.g_00523
OG0000981	Prbc.g_00989	Syar.g_00520
OG0000982	Prbc.g_00991	Syar.g_00331
OG0000983	Prbc.g_00992	Syar.g_00332
OG0000984	Prbc.g_00993	Syar.g_00333
OG0000985	Prbc.g_00996	Syar.g_00337
OG0000986	Prbc.g_00998	Syar.g_00344
OG0000987	Prbc.g_00999	Syar.g_00346
OG0000988	Prbc.g_01002	Syar.g_00352
OG0000989	Prbc.g_01006	Syar.g_00377
OG0000990	Prbc.g_01011	Syar.g_00697
OG0000991	Prbc.g_01012	Syar.g_00700
OG0000992	Prbc.g_01015	Syar.g_00704
OG0000993	Prbc.g_01016	Syar.g_00705
OG0000994	Prbc.g_01017	Syar.g_00708
OG0000995	Prbc.g_01021	Syar.g_03212, Syar.g_00624
OG0000996	Prbc.g_01022	Syar.g_00861
OG0000997	Prbc.g_01043	Syar.g_00437
OG0000998	Prbc.g_01045	Syar.g_00439
OG0000999	Prbc.g_01046	Syar.g_00440
OG0001000	Prbc.g_01049	Syar.g_00955, Syar.g_00444
OG0001001	Prbc.g_01052	Syar.g_00450
OG0001002	Prbc.g_01057	Syar.g_00457
OG0001003	Prbc.g_01060	Syar.g_00459
OG0001004	Prbc.g_01061	Syar.g_00460
OG0001005	Prbc.g_01062	Syar.g_00461
OG0001006	Prbc.g_01067	Syar.g_00468
OG0001007	Prbc.g_01069	Syar.g_00470
OG0001008	Prbc.g_01498	Syar.g_01178
OG0001009	Prbc.g_01097	Syar.g_00500
OG0001010	Prbc.g_01098	Syar.g_00501
OG0001011	Prbc.g_01099	Syar.g_00503
OG0001013	Prbc.g_01126	Syar.g_00906
OG0001014	Prbc.g_01129	Syar.g_00914
OG0001015	Prbc.g_01130	Syar.g_00915
OG0001017	Prbc.g_00496	Syar.g_03050
OG0001018	Prbc.g_00493	Syar.g_03052
OG0001019	Prbc.g_00484	Syar.g_03086
OG0001020	Prbc.g_00483	Syar.g_03092
OG0001021	Prbc.g_00482	Syar.g_03098
OG0001022	Prbc.g_00479	Syar.g_03102
OG0001023	Prbc.g_00478	Syar.g_03103
OG0001024	Prbc.g_00475	Syar.g_02276
OG0001025	Prbc.g_00468	Syar.g_03115
OG0001026	Prbc.g_00460	Syar.g_03131
OG0001027	Prbc.g_00459	Syar.g_00031
OG0001028	Prbc.g_00457	Syar.g_00034
OG0001029	Prbc.g_00455	Syar.g_00036
OG0001030	Prbc.g_00439	Syar.g_00058
OG0001031	Prbc.g_00385	Syar.g_00129
OG0001032	Prbc.g_00384	Syar.g_01011
OG0001033	Prbc.g_00364	Syar.g_00962
OG0001034	Prbc.g_00334	Syar.g_03022
OG0001035	Prbc.g_01150	Syar.g_00171
OG0001036	Prbc.g_01154	Syar.g_00193
OG0001037	Prbc.g_01155	Syar.g_00195
OG0001038	Prbc.g_01171	Syar.g_00223
OG0001039	Prbc.g_01173	Syar.g_00226
OG0001040	Prbc.g_01176	Syar.g_00229
OG0001041	Prbc.g_01180	Syar.g_00234
OG0001042	Prbc.g_01196	Syar.g_00831
OG0001043	Prbc.g_01197	Syar.g_00826
OG0001044	Prbc.g_01245	Syar.g_01117
OG0001045	Prbc.g_01254	Syar.g_01130
OG0001046	Prbc.g_02168	Syar.g_02514
OG0001047	Prbc.g_01500	Syar.g_01180
OG0001048	Prbc.g_01501	Syar.g_01181
OG0001049	Prbc.g_01503	Syar.g_02872
OG0001050	Prbc.g_01504	Syar.g_02871
OG0001051	Prbc.g_01505	Syar.g_02870
OG0001052	Prbc.g_01531	Syar.g_01269
OG0001053	Prbc.g_01543	Syar.g_01472
OG0001054	Prbc.g_01557	Syar.g_01492
OG0001055	Prbc.g_01597	Syar.g_01513
OG0001056	Prbc.g_01615	Syar.g_02349
OG0001057	Prbc.g_01620	Syar.g_02341
OG0001058	Prbc.g_01629	Syar.g_02324
OG0001059	Prbc.g_01633	Syar.g_00422
OG0001060	Prbc.g_01640	Syar.g_02315
OG0001061	Prbc.g_01653	Syar.g_02297
OG0001062	Prbc.g_01655	Syar.g_02294
OG0001063	Prbc.g_01656	Syar.g_02209
OG0001064	Prbc.g_01657	Syar.g_02208
OG0001065	Prbc.g_01658	Syar.g_02207
OG0001066	Prbc.g_01659	Syar.g_02206
OG0001067	Prbc.g_01660	Syar.g_02205
OG0001068	Prbc.g_01661	Syar.g_02204
OG0001069	Prbc.g_01662	Syar.g_02203
OG0001070	Prbc.g_01664	Syar.g_02200
OG0001071	Prbc.g_01665	Syar.g_02199
OG0001072	Prbc.g_01666	Syar.g_02195
OG0001073	Prbc.g_01680	Syar.g_02182
OG0001074	Prbc.g_01692	Syar.g_02031
OG0001075	Prbc.g_01693	Syar.g_02215
OG0001076	Prbc.g_01700	Syar.g_02253
OG0001077	Prbc.g_01705	Syar.g_02240
OG0001078	Prbc.g_01713	Syar.g_02419
OG0001079	Prbc.g_01724	Syar.g_02431
OG0001080	Prbc.g_01730	Syar.g_02442
OG0001081	Prbc.g_01732	Syar.g_02444
OG0001082	Prbc.g_01733	Syar.g_02445
OG0001083	Prbc.g_01738	Syar.g_02473
OG0001084	Prbc.g_01739	Syar.g_02474
OG0001085	Prbc.g_01749	Syar.g_01688
OG0001086	Prbc.g_01750	Syar.g_01686
OG0001087	Prbc.g_01770	Syar.g_02347
OG0001088	Prbc.g_01771	Syar.g_00431
OG0001089	Prbc.g_01779	Syar.g_01942
OG0001090	Prbc.g_01788	Syar.g_01582
OG0001091	Prbc.g_01790	Syar.g_01580
OG0001092	Prbc.g_01791	Syar.g_01578
OG0001093	Prbc.g_01796	Syar.g_01572
OG0001094	Prbc.g_01852	Syar.g_02633
OG0001095	Prbc.g_01871	Syar.g_02653
OG0001096	Prbc.g_01886	Syar.g_02476
OG0001097	Prbc.g_01906	Syar.g_01823
OG0001098	Prbc.g_01923	Syar.g_01672
OG0001099	Prbc.g_01962	Syar.g_00035
OG0001100	Prbc.g_01969	Syar.g_01625
OG0001101	Prbc.g_01971	Syar.g_01623
OG0001102	Prbc.g_01974	Syar.g_01620
OG0001103	Prbc.g_01976	Syar.g_01618
OG0001104	Prbc.g_01838	Syar.g_02616
OG0001105	Prbc.g_01842	Syar.g_02620
OG0001106	Prbc.g_02024	Syar.g_02553
OG0001107	Prbc.g_02034	Syar.g_02541
