Orthogroup	Prbc	Prap
OG0000543	Prbc.g_01587	Prap.g_01260
OG0000544	Prbc.g_01588	Prap.g_01259
OG0000545	Prbc.g_01590	Prap.g_01257
OG0000546	Prbc.g_01593	Prap.g_01254
OG0000547	Prbc.g_01595	Prap.g_01252
OG0000548	Prbc.g_01596	Prap.g_01251
OG0000549	Prbc.g_01599	Prap.g_01249
OG0000550	Prbc.g_01603	Prap.g_01245
OG0000551	Prbc.g_01606	Prap.g_01242
OG0000552	Prbc.g_01607	Prap.g_01241
OG0000553	Prbc.g_01608	Prap.g_01240
OG0000554	Prbc.g_01613	Prap.g_01235
OG0000555	Prbc.g_01621	Prap.g_01227
OG0000556	Prbc.g_01623	Prap.g_01225
OG0000557	Prbc.g_01624	Prap.g_01224
OG0000558	Prbc.g_01627	Prap.g_01222
OG0000559	Prbc.g_01631	Prap.g_01218
OG0000560	Prbc.g_01634	Prap.g_01215
OG0000561	Prbc.g_01635	Prap.g_01214
OG0000562	Prbc.g_01636	Prap.g_01213
OG0000563	Prbc.g_01637	Prap.g_01212
OG0000564	Prbc.g_01638	Prap.g_01211
OG0000565	Prbc.g_01641	Prap.g_01209
OG0000566	Prbc.g_01643	Prap.g_01205
OG0000567	Prbc.g_01647	Prap.g_01201
OG0000568	Prbc.g_01648	Prap.g_01200
OG0000569	Prbc.g_01649	Prap.g_01199
OG0000570	Prbc.g_01650	Prap.g_01198
OG0000571	Prbc.g_01652	Prap.g_01196
OG0000572	Prbc.g_01663	Prap.g_01182
OG0000573	Prbc.g_01668	Prap.g_01176
OG0000574	Prbc.g_01670	Prap.g_01175
OG0000575	Prbc.g_01673	Prap.g_01171
OG0000576	Prbc.g_01675	Prap.g_01169
OG0000577	Prbc.g_01676	Prap.g_01168
OG0000578	Prbc.g_01677	Prap.g_01167
OG0000579	Prbc.g_01678	Prap.g_01166
OG0000580	Prbc.g_01679	Prap.g_01165
OG0000581	Prbc.g_01682	Prap.g_01162
OG0000582	Prbc.g_01685	Prap.g_01159
OG0000583	Prbc.g_01686	Prap.g_01158
OG0000584	Prbc.g_01687	Prap.g_01157
OG0000585	Prbc.g_01689	Prap.g_01155
OG0000586	Prbc.g_01690	Prap.g_01154
OG0000587	Prbc.g_01691	Prap.g_01153
OG0000588	Prbc.g_01695	Prap.g_01149
OG0000589	Prbc.g_01698	Prap.g_01147
OG0000590	Prbc.g_01699	Prap.g_01146
OG0000591	Prbc.g_01702	Prap.g_01142
OG0000592	Prbc.g_01703	Prap.g_01141
OG0000593	Prbc.g_01709	Prap.g_00395
OG0000594	Prbc.g_01710	Prap.g_00394
OG0000595	Prbc.g_01711	Prap.g_00393
OG0000596	Prbc.g_01715	Prap.g_00389
OG0000597	Prbc.g_01717	Prap.g_00386
OG0000598	Prbc.g_01718	Prap.g_00385
OG0000599	Prbc.g_01721	Prap.g_00382
OG0000600	Prbc.g_01722	Prap.g_00381
OG0000601	Prbc.g_01723	Prap.g_00380
OG0000602	Prbc.g_01725	Prap.g_00378
OG0000603	Prbc.g_01726	Prap.g_00377
OG0000604	Prbc.g_01727	Prap.g_00376
OG0000605	Prbc.g_01728	Prap.g_00375
OG0000606	Prbc.g_01731	Prap.g_00372
OG0000607	Prbc.g_01734	Prap.g_00369
OG0000608	Prbc.g_01735	Prap.g_00368
OG0000609	Prbc.g_01736	Prap.g_00367
OG0000610	Prbc.g_01742	Prap.g_00361
OG0000611	Prbc.g_01745	Prap.g_00358
OG0000612	Prbc.g_01746	Prap.g_00357
OG0000613	Prbc.g_01752	Prap.g_00828
OG0000614	Prbc.g_01775	Prap.g_00807
OG0000615	Prbc.g_01782	Prap.g_00796
OG0000616	Prbc.g_01055	Prap.g_01489
OG0000617	Prbc.g_01793	Prap.g_00341
OG0000618	Prbc.g_01794	Prap.g_00340
OG0000619	Prbc.g_01795	Prap.g_00339
OG0000620	Prbc.g_01798	Prap.g_00336
OG0000621	Prbc.g_01799	Prap.g_00335
OG0000622	Prbc.g_01800	Prap.g_00334
OG0000623	Prbc.g_01801	Prap.g_00333
OG0000624	Prbc.g_01803	Prap.g_00331
OG0000625	Prbc.g_01804	Prap.g_00330
OG0000626	Prbc.g_01805	Prap.g_00329
OG0000627	Prbc.g_01807	Prap.g_00328
OG0000628	Prbc.g_01808	Prap.g_00327
OG0000629	Prbc.g_01809	Prap.g_00326
OG0000630	Prbc.g_01812	Prap.g_00323
OG0000631	Prbc.g_02007	Prap.g_00683
OG0000632	Prbc.g_02008	Prap.g_00682
OG0000633	Prbc.g_02009	Prap.g_00681
OG0000634	Prbc.g_01854	Prap.g_00787
OG0000635	Prbc.g_01855	Prap.g_00786
OG0000636	Prbc.g_01857	Prap.g_00784
OG0000637	Prbc.g_01859	Prap.g_00782
OG0000638	Prbc.g_01860	Prap.g_00781
OG0000639	Prbc.g_01861	Prap.g_00780
OG0000640	Prbc.g_01862	Prap.g_00779
OG0000641	Prbc.g_01866	Prap.g_00775
OG0000642	Prbc.g_01867	Prap.g_00774
OG0000643	Prbc.g_01868	Prap.g_00773
OG0000644	Prbc.g_01869	Prap.g_00772
OG0000645	Prbc.g_01870	Prap.g_00771
OG0000646	Prbc.g_01873	Prap.g_00769
OG0000647	Prbc.g_01875	Prap.g_00767
OG0000648	Prbc.g_01877	Prap.g_00765
OG0000649	Prbc.g_01878	Prap.g_00764
OG0000650	Prbc.g_01879	Prap.g_00763
OG0000651	Prbc.g_01880	Prap.g_00762
OG0000652	Prbc.g_01881	Prap.g_00761
OG0000653	Prbc.g_01883	Prap.g_00759
OG0000654	Prbc.g_01884	Prap.g_00758
OG0000655	Prbc.g_01885	Prap.g_00757
OG0000656	Prbc.g_01888	Prap.g_00754
OG0000657	Prbc.g_01895	Prap.g_00746
OG0000658	Prbc.g_01897	Prap.g_00744
OG0000659	Prbc.g_01898	Prap.g_00743
OG0000660	Prbc.g_01903	Prap.g_00739
OG0000661	Prbc.g_01905	Prap.g_00737
OG0000662	Prbc.g_01907	Prap.g_00735
OG0000663	Prbc.g_01909	Prap.g_00733
OG0000664	Prbc.g_01910	Prap.g_00732
OG0000665	Prbc.g_01914	Prap.g_00726
OG0000666	Prbc.g_01915	Prap.g_00725
OG0000667	Prbc.g_01919	Prap.g_00721
OG0000668	Prbc.g_01959	Prap.g_00660
OG0000669	Prbc.g_01967	Prap.g_00869
OG0000670	Prbc.g_01970	Prap.g_00866
OG0000671	Prbc.g_01972	Prap.g_00863
OG0000672	Prbc.g_01975	Prap.g_00860
OG0000673	Prbc.g_01978	Prap.g_00857
OG0000674	Prbc.g_01980	Prap.g_00855
OG0000675	Prbc.g_01981	Prap.g_00854
OG0000676	Prbc.g_01983	Prap.g_00852
OG0000677	Prbc.g_01984	Prap.g_00851
OG0000678	Prbc.g_01987	Prap.g_00849
OG0000679	Prbc.g_01991	Prap.g_00845
OG0000680	Prbc.g_01992	Prap.g_00844
OG0000681	Prbc.g_01995	Prap.g_00841
OG0000682	Prbc.g_01996	Prap.g_00840
OG0000683	Prbc.g_01997	Prap.g_00839
OG0000684	Prbc.g_01837	Prap.g_00837
OG0000685	Prbc.g_01839	Prap.g_00835
OG0000686	Prbc.g_01840	Prap.g_00834
OG0000687	Prbc.g_01841	Prap.g_00833
OG0000688	Prbc.g_01844	Prap.g_00353
OG0000689	Prbc.g_01845	Prap.g_00352
OG0000690	Prbc.g_01846	Prap.g_00351
OG0000691	Prbc.g_01847	Prap.g_00350
OG0000692	Prbc.g_01849	Prap.g_00348
OG0000693	Prbc.g_01850	Prap.g_00347
OG0000694	Prbc.g_01851	Prap.g_00346
OG0000695	Prbc.g_02011	Prap.g_00679
OG0000696	Prbc.g_02012	Prap.g_00678
OG0000697	Prbc.g_02013	Prap.g_00677
OG0000698	Prbc.g_02016	Prap.g_00239
OG0000699	Prbc.g_02017	Prap.g_00240
OG0000700	Prbc.g_02018	Prap.g_00241
OG0000701	Prbc.g_02019	Prap.g_00242
OG0000702	Prbc.g_02021	Prap.g_00244
OG0000703	Prbc.g_02022	Prap.g_00245
OG0000704	Prbc.g_02023	Prap.g_00247
OG0000705	Prbc.g_02029	Prap.g_00250
OG0000706	Prbc.g_02030	Prap.g_00251
OG0000707	Prbc.g_02031	Prap.g_00252
OG0000708	Prbc.g_02033	Prap.g_00254
OG0000709	Prbc.g_02037	Prap.g_00258
OG0000710	Prbc.g_02040	Prap.g_00261
OG0000711	Prbc.g_02055	Prap.g_00279
OG0000712	Prbc.g_02057	Prap.g_00280
OG0000713	Prbc.g_02058	Prap.g_00281
OG0000714	Prbc.g_02059	Prap.g_00282
OG0000715	Prbc.g_02061	Prap.g_00284
OG0000716	Prbc.g_02062	Prap.g_00286
OG0000717	Prbc.g_02063	Prap.g_00287
OG0000718	Prbc.g_02079	Prap.g_00291
OG0000719	Prbc.g_02080	Prap.g_00293
OG0000720	Prbc.g_02091	Prap.g_00305
OG0000721	Prbc.g_02092	Prap.g_00309
OG0000722	Prbc.g_02093	Prap.g_00310
OG0000723	Prbc.g_02097	Prap.g_00314
OG0000724	Prbc.g_02108	Prap.g_00703
OG0000725	Prbc.g_01934	Prap.g_00709
OG0000726	Prbc.g_01933	Prap.g_00710
OG0000727	Prbc.g_01932	Prap.g_00711
OG0000728	Prbc.g_01930	Prap.g_00713
OG0000729	Prbc.g_00201	Prap.g_00539
OG0000730	Prbc.g_01244	Prap.g_00498
OG0000731	Prbc.g_01252	Prap.g_01366
OG0000732	Prbc.g_00987	Prap.g_01538
OG0000733	Prbc.g_00897	Prap.g_01882
OG0000734	Prbc.g_01462	Prap.g_00472
OG0000735	Prbc.g_01460	Prap.g_00470
OG0000736	Prbc.g_01459	Prap.g_00469
OG0000737	Prbc.g_01458	Prap.g_00468
OG0000738	Prbc.g_01454	Prap.g_00464
OG0000739	Prbc.g_01453	Prap.g_00463
OG0000740	Prbc.g_01452	Prap.g_00462
OG0000741	Prbc.g_01450	Prap.g_00460
OG0000742	Prbc.g_01447	Prap.g_00457
OG0000743	Prbc.g_01445	Prap.g_00455
OG0000744	Prbc.g_01444	Prap.g_00454
OG0000745	Prbc.g_01442	Prap.g_00453
OG0000746	Prbc.g_01440	Prap.g_00451
OG0000747	Prbc.g_01439	Prap.g_00450
OG0000748	Prbc.g_01435	Prap.g_00446
OG0000749	Prbc.g_01434	Prap.g_00445
OG0000750	Prbc.g_01433	Prap.g_00444
OG0000751	Prbc.g_01430	Prap.g_00441
OG0000752	Prbc.g_01428	Prap.g_00439
OG0000753	Prbc.g_01426	Prap.g_00437
OG0000754	Prbc.g_01422	Prap.g_00434
OG0000755	Prbc.g_01418	Prap.g_00428
OG0000756	Prbc.g_01417	Prap.g_00427
OG0000757	Prbc.g_01410	Prap.g_00420
OG0000758	Prbc.g_01409	Prap.g_00419
OG0000759	Prbc.g_01408	Prap.g_00418
OG0000760	Prbc.g_01407	Prap.g_00417
OG0000761	Prbc.g_01406	Prap.g_00416
OG0000762	Prbc.g_01405	Prap.g_00415
OG0000763	Prbc.g_01403	Prap.g_00413
OG0000764	Prbc.g_01402	Prap.g_00412
OG0000765	Prbc.g_01394	Prap.g_00404
OG0000766	Prbc.g_01393	Prap.g_00403
OG0000767	Prbc.g_01392	Prap.g_00401
OG0000768	Prbc.g_01391	Prap.g_00400
OG0000769	Prbc.g_01389	Prap.g_00398
OG0000770	Prbc.g_01388	Prap.g_01136
OG0000771	Prbc.g_02103	Prap.g_00217
OG0000772	Prbc.g_01320	Prap.g_01853
OG0000773	Prbc.g_00557	Prap.g_00552
OG0000774	Prbc.g_00560	Prap.g_00554
OG0000775	Prbc.g_00561	Prap.g_00556
OG0000776	Prbc.g_00562	Prap.g_00557
OG0000777	Prbc.g_00563	Prap.g_00558
OG0000778	Prbc.g_00564	Prap.g_00559
OG0000779	Prbc.g_00568	Prap.g_00563
OG0000780	Prbc.g_00569	Prap.g_00564
OG0000781	Prbc.g_00571	Prap.g_00568
OG0000782	Prbc.g_00572	Prap.g_00569
OG0000783	Prbc.g_00573	Prap.g_00570
OG0000784	Prbc.g_00574	Prap.g_00571
OG0000785	Prbc.g_00576	Prap.g_00573
OG0000786	Prbc.g_00579	Prap.g_00576
OG0000787	Prbc.g_00580	Prap.g_00577
OG0000788	Prbc.g_01820	Prap.g_01268
OG0000789	Prbc.g_02100	Prap.g_00220
OG0000790	Prbc.g_00662	Prap.g_00064
OG0000791	Prbc.g_00664	Prap.g_00066
OG0000792	Prbc.g_00665	Prap.g_00067
OG0000793	Prbc.g_00668	Prap.g_00070
OG0000794	Prbc.g_00669	Prap.g_00071
OG0000795	Prbc.g_00670	Prap.g_00072
OG0000796	Prbc.g_00674	Prap.g_00076
OG0000797	Prbc.g_00675	Prap.g_00077
OG0000799	Prbc.g_00690	Prap.g_00104
OG0000800	Prbc.g_00691	Prap.g_00105
OG0000801	Prbc.g_00692	Prap.g_00106
OG0000802	Prbc.g_00694	Prap.g_00108
OG0000803	Prbc.g_00696	Prap.g_00110
OG0000804	Prbc.g_00697	Prap.g_00111
OG0000805	Prbc.g_00699	Prap.g_00113
OG0000806	Prbc.g_00701	Prap.g_00115
OG0000807	Prbc.g_00702	Prap.g_00116
OG0000808	Prbc.g_00703	Prap.g_00117
OG0000809	Prbc.g_00707	Prap.g_00119
OG0000810	Prbc.g_00708	Prap.g_00120
OG0000811	Prbc.g_00712	Prap.g_00124
OG0000812	Prbc.g_00714	Prap.g_00126
OG0000813	Prbc.g_00715	Prap.g_00127
OG0000814	Prbc.g_00717	Prap.g_00129
OG0000815	Prbc.g_00718	Prap.g_00130
OG0000816	Prbc.g_00720	Prap.g_00132
OG0000817	Prbc.g_00721	Prap.g_00133
OG0000818	Prbc.g_00725	Prap.g_00138
OG0000819	Prbc.g_00726	Prap.g_00139
OG0000820	Prbc.g_00727	Prap.g_00140
OG0000821	Prbc.g_00730	Prap.g_00144
OG0000822	Prbc.g_00731	Prap.g_00145
OG0000823	Prbc.g_00732	Prap.g_00146
OG0000824	Prbc.g_00735	Prap.g_00149
OG0000825	Prbc.g_00736	Prap.g_00150
OG0000826	Prbc.g_00737	Prap.g_00151
OG0000827	Prbc.g_00738	Prap.g_00152
OG0000828	Prbc.g_00741	Prap.g_00155
OG0000829	Prbc.g_00742	Prap.g_00156
OG0000830	Prbc.g_00743	Prap.g_00157
OG0000831	Prbc.g_00745	Prap.g_00159
OG0000832	Prbc.g_00755	Prap.g_00169
OG0000833	Prbc.g_00763	Prap.g_00178
OG0000834	Prbc.g_00764	Prap.g_00179
OG0000835	Prbc.g_00765	Prap.g_00180
OG0000836	Prbc.g_00766	Prap.g_00181
OG0000837	Prbc.g_00767	Prap.g_00182
OG0000838	Prbc.g_00769	Prap.g_00184
OG0000839	Prbc.g_00770	Prap.g_00185
OG0000840	Prbc.g_00771	Prap.g_00186
OG0000841	Prbc.g_00772	Prap.g_00187
OG0000842	Prbc.g_00773	Prap.g_00188
OG0000843	Prbc.g_00774	Prap.g_00189
OG0000844	Prbc.g_00775	Prap.g_00190
OG0000845	Prbc.g_00776	Prap.g_00191
OG0000846	Prbc.g_00777	Prap.g_00192
OG0000847	Prbc.g_00778	Prap.g_00193
OG0000848	Prbc.g_00779	Prap.g_00194
OG0000849	Prbc.g_00780	Prap.g_00195
OG0000850	Prbc.g_00782	Prap.g_00197
OG0000851	Prbc.g_00783	Prap.g_00198
OG0000852	Prbc.g_00784	Prap.g_00199
OG0000853	Prbc.g_00789	Prap.g_00205
OG0000854	Prbc.g_00791	Prap.g_00207
OG0000855	Prbc.g_00792	Prap.g_00208
OG0000856	Prbc.g_00677	Prap.g_01139
OG0000857	Prbc.g_01874	Prap.g_00768
OG0000858	Prbc.g_00827	Prap.g_01786
OG0000859	Prbc.g_00828	Prap.g_01785
OG0000860	Prbc.g_00834	Prap.g_01777
OG0000861	Prbc.g_00835	Prap.g_01776
OG0000862	Prbc.g_00836	Prap.g_01775
OG0000863	Prbc.g_00837	Prap.g_01773
OG0000864	Prbc.g_00838	Prap.g_01772
OG0000865	Prbc.g_00839	Prap.g_01771
OG0000866	Prbc.g_00840	Prap.g_01770
OG0000867	Prbc.g_00841	Prap.g_01769
OG0000868	Prbc.g_00842	Prap.g_01767
OG0000869	Prbc.g_00845	Prap.g_01764
OG0000870	Prbc.g_00850	Prap.g_01759
OG0000871	Prbc.g_00851	Prap.g_01758
OG0000872	Prbc.g_00852	Prap.g_01757
OG0000873	Prbc.g_00855	Prap.g_01753
OG0000874	Prbc.g_00858	Prap.g_01750
OG0000875	Prbc.g_00860	Prap.g_01749
OG0000876	Prbc.g_00861	Prap.g_01748
OG0000877	Prbc.g_00863	Prap.g_01746
OG0000878	Prbc.g_00864	Prap.g_01745
OG0000879	Prbc.g_00865	Prap.g_01744
OG0000880	Prbc.g_00866	Prap.g_01743
OG0000881	Prbc.g_00869	Prap.g_01739
OG0000882	Prbc.g_00874	Prap.g_01734
OG0000883	Prbc.g_00876	Prap.g_01732
OG0000884	Prbc.g_00878	Prap.g_01730
OG0000885	Prbc.g_00879	Prap.g_01729
OG0000886	Prbc.g_00880	Prap.g_01728
OG0000887	Prbc.g_00881	Prap.g_01727
OG0000888	Prbc.g_00883	Prap.g_01725
OG0000889	Prbc.g_00885	Prap.g_01723
OG0000890	Prbc.g_00886	Prap.g_01722
OG0000891	Prbc.g_00887	Prap.g_01721
OG0000892	Prbc.g_00889	Prap.g_01719
OG0000893	Prbc.g_00933	Prap.g_01715
OG0000894	Prbc.g_00936	Prap.g_01712
OG0000895	Prbc.g_00939	Prap.g_01708
OG0000896	Prbc.g_00940	Prap.g_01707
OG0000897	Prbc.g_00942	Prap.g_01705
OG0000898	Prbc.g_00943	Prap.g_01704
OG0000899	Prbc.g_00944	Prap.g_01703
OG0000900	Prbc.g_00945	Prap.g_01702
OG0000901	Prbc.g_00948	Prap.g_01699
OG0000902	Prbc.g_00950	Prap.g_01697
OG0000903	Prbc.g_00960	Prap.g_01693
OG0000904	Prbc.g_00955	Prap.g_01689
OG0000905	Prbc.g_00952	Prap.g_01695
OG0000906	Prbc.g_00951	Prap.g_01696
OG0000907	Prbc.g_00327	Prap.g_01686
OG0000908	Prbc.g_00324	Prap.g_01683
OG0000909	Prbc.g_00323	Prap.g_01682
OG0000910	Prbc.g_00322	Prap.g_01681
OG0000911	Prbc.g_00320	Prap.g_01679
OG0000912	Prbc.g_00319	Prap.g_01678
OG0000913	Prbc.g_00318	Prap.g_01677
OG0000914	Prbc.g_00317	Prap.g_01676
OG0000915	Prbc.g_00316	Prap.g_01675
OG0000916	Prbc.g_00315	Prap.g_01674
OG0000917	Prbc.g_00314	Prap.g_01673
OG0000918	Prbc.g_00313	Prap.g_01672
OG0000919	Prbc.g_00312	Prap.g_01671
OG0000920	Prbc.g_00311	Prap.g_01670
OG0000921	Prbc.g_00310	Prap.g_01669
OG0000922	Prbc.g_00309	Prap.g_01668
OG0000923	Prbc.g_00305	Prap.g_01664
OG0000924	Prbc.g_00304	Prap.g_01663
OG0000925	Prbc.g_00303	Prap.g_01662
OG0000926	Prbc.g_00302	Prap.g_01661
OG0000927	Prbc.g_00300	Prap.g_01659
OG0000928	Prbc.g_00299	Prap.g_01658
OG0000929	Prbc.g_00298	Prap.g_01657
OG0000930	Prbc.g_00297	Prap.g_01656
OG0000931	Prbc.g_00296	Prap.g_01655
OG0000932	Prbc.g_00295	Prap.g_01654
OG0000933	Prbc.g_00291	Prap.g_01650
OG0000934	Prbc.g_00289	Prap.g_01647
OG0000935	Prbc.g_00288	Prap.g_01646
OG0000936	Prbc.g_00287	Prap.g_01645
OG0000937	Prbc.g_00286	Prap.g_01644
OG0000938	Prbc.g_00283	Prap.g_01641
OG0000939	Prbc.g_00282	Prap.g_01640
OG0000940	Prbc.g_00275	Prap.g_01633
OG0000941	Prbc.g_00273	Prap.g_01631
OG0000942	Prbc.g_00271	Prap.g_01629
OG0000943	Prbc.g_00270	Prap.g_01628
OG0000944	Prbc.g_00268	Prap.g_01626
OG0000945	Prbc.g_00267	Prap.g_01625
OG0000946	Prbc.g_00248	Prap.g_01620
OG0000947	Prbc.g_00246	Prap.g_01618
OG0000948	Prbc.g_00245	Prap.g_01617
OG0000949	Prbc.g_00242	Prap.g_01614
OG0000950	Prbc.g_00237	Prap.g_01607
OG0000951	Prbc.g_00233	Prap.g_01603
OG0000952	Prbc.g_00229	Prap.g_01599
OG0000953	Prbc.g_00225	Prap.g_01595
OG0000954	Prbc.g_00221	Prap.g_01591
OG0000955	Prbc.g_00220	Prap.g_01590
OG0000956	Prbc.g_00218	Prap.g_01588
OG0000957	Prbc.g_00213	Prap.g_01582
OG0000958	Prbc.g_00212	Prap.g_01581
OG0000959	Prbc.g_00208	Prap.g_01577
OG0000960	Prbc.g_00207	Prap.g_01576
OG0000961	Prbc.g_00204	Prap.g_01573
OG0000962	Prbc.g_00202	Prap.g_01571
OG0000963	Prbc.g_00197	Prap.g_01567
OG0000964	Prbc.g_00196	Prap.g_01566
OG0000965	Prbc.g_00195	Prap.g_01565
OG0000966	Prbc.g_00965	Prap.g_01559
OG0000967	Prbc.g_00969	Prap.g_01555
OG0000968	Prbc.g_00971	Prap.g_01553
OG0000969	Prbc.g_00972	Prap.g_01552
OG0000970	Prbc.g_00973	Prap.g_01551
OG0000971	Prbc.g_00974	Prap.g_01550
OG0000972	Prbc.g_00975	Prap.g_01549
OG0000973	Prbc.g_00976	Prap.g_01548
OG0000974	Prbc.g_00977	Prap.g_01547
OG0000975	Prbc.g_00978	Prap.g_01546
OG0000976	Prbc.g_00979	Prap.g_01545
OG0000977	Prbc.g_00980	Prap.g_01544
OG0000978	Prbc.g_00981	Prap.g_01543
OG0000979	Prbc.g_00984	Prap.g_01541
OG0000980	Prbc.g_00986	Prap.g_01539
OG0000981	Prbc.g_00989	Prap.g_01536
OG0000982	Prbc.g_00991	Prap.g_01534
OG0000983	Prbc.g_00992	Prap.g_01533
OG0000984	Prbc.g_00993	Prap.g_01532
OG0000985	Prbc.g_00996	Prap.g_01529
OG0000986	Prbc.g_00998	Prap.g_01527
OG0000987	Prbc.g_00999	Prap.g_01526
OG0000988	Prbc.g_01002	Prap.g_01523
OG0000989	Prbc.g_01006	Prap.g_01519
OG0000990	Prbc.g_01011	Prap.g_01515
OG0000991	Prbc.g_01012	Prap.g_01514
OG0000992	Prbc.g_01015	Prap.g_01511
OG0000993	Prbc.g_01016	Prap.g_01510
OG0000994	Prbc.g_01017	Prap.g_01509
OG0000995	Prbc.g_01021	Prap.g_01505
OG0000996	Prbc.g_01022	Prap.g_01504
OG0000997	Prbc.g_01043	Prap.g_01501
OG0000998	Prbc.g_01045	Prap.g_01499
OG0000999	Prbc.g_01046	Prap.g_01498
OG0001000	Prbc.g_01049	Prap.g_01495
OG0001001	Prbc.g_01052	Prap.g_01492
OG0001002	Prbc.g_01057	Prap.g_01874
OG0001003	Prbc.g_01060	Prap.g_01873
OG0001004	Prbc.g_01061	Prap.g_01872
OG0001005	Prbc.g_01062	Prap.g_01871
OG0001006	Prbc.g_01067	Prap.g_00056
OG0001007	Prbc.g_01069	Prap.g_00054
OG0001008	Prbc.g_01498	Prap.g_01329
OG0001009	Prbc.g_01097	Prap.g_00928
OG0001010	Prbc.g_01098	Prap.g_00927
OG0001011	Prbc.g_01099	Prap.g_00925
OG0001012	Prbc.g_01121	Prap.g_00911
OG0001013	Prbc.g_01126	Prap.g_00904
OG0001014	Prbc.g_01129	Prap.g_00901
OG0001015	Prbc.g_01130	Prap.g_00899
OG0001016	Prbc.g_00500	Prap.g_00877
OG0001017	Prbc.g_00496	Prap.g_01100
OG0001018	Prbc.g_00493	Prap.g_01098
OG0001019	Prbc.g_00484	Prap.g_01089
OG0001020	Prbc.g_00483	Prap.g_01088
OG0001021	Prbc.g_00482	Prap.g_01087
OG0001022	Prbc.g_00479	Prap.g_01084
OG0001023	Prbc.g_00478	Prap.g_01083
OG0001024	Prbc.g_00475	Prap.g_01079
OG0001025	Prbc.g_00468	Prap.g_01072
OG0001026	Prbc.g_00460	Prap.g_01063
OG0001027	Prbc.g_00459	Prap.g_01062
OG0001028	Prbc.g_00457	Prap.g_01060
OG0001029	Prbc.g_00455	Prap.g_01059
OG0001030	Prbc.g_00439	Prap.g_01043
OG0001031	Prbc.g_00385	Prap.g_00983
OG0001032	Prbc.g_00384	Prap.g_00982
OG0001033	Prbc.g_00364	Prap.g_00961
OG0001034	Prbc.g_00334	Prap.g_01476
OG0001035	Prbc.g_01150	Prap.g_01456
OG0001036	Prbc.g_01154	Prap.g_01452
OG0001037	Prbc.g_01155	Prap.g_01451
OG0001038	Prbc.g_01171	Prap.g_01432
OG0001039	Prbc.g_01173	Prap.g_01429
OG0001040	Prbc.g_01176	Prap.g_01427
OG0001041	Prbc.g_01180	Prap.g_01422
OG0001042	Prbc.g_01196	Prap.g_01405
OG0001043	Prbc.g_01197	Prap.g_01404
OG0001044	Prbc.g_01245	Prap.g_01373
OG0001045	Prbc.g_01254	Prap.g_01364
OG0001046	Prbc.g_02168	Prap.g_01827
OG0001047	Prbc.g_01500	Prap.g_01327
OG0001048	Prbc.g_01501	Prap.g_01326
OG0001049	Prbc.g_01503	Prap.g_01324
OG0001050	Prbc.g_01504	Prap.g_01323
OG0001051	Prbc.g_01505	Prap.g_01322
OG0001052	Prbc.g_01531	Prap.g_01296
OG0001053	Prbc.g_01543	Prap.g_01284
OG0001054	Prbc.g_01557	Prap.g_01269
OG0001055	Prbc.g_01597	Prap.g_01250
OG0001056	Prbc.g_01615	Prap.g_01233
OG0001057	Prbc.g_01620	Prap.g_01228
OG0001058	Prbc.g_01629	Prap.g_01220
OG0001059	Prbc.g_01633	Prap.g_01216
OG0001060	Prbc.g_01640	Prap.g_01210
OG0001061	Prbc.g_01653	Prap.g_01195
OG0001062	Prbc.g_01655	Prap.g_01193
OG0001063	Prbc.g_01656	Prap.g_01191
OG0001064	Prbc.g_01657	Prap.g_01190
OG0001065	Prbc.g_01658	Prap.g_01189
OG0001066	Prbc.g_01659	Prap.g_01188
OG0001067	Prbc.g_01660	Prap.g_01187
OG0001068	Prbc.g_01661	Prap.g_01186
OG0001069	Prbc.g_01662	Prap.g_01185
OG0001070	Prbc.g_01664	Prap.g_01181
OG0001071	Prbc.g_01665	Prap.g_01180
OG0001072	Prbc.g_01666	Prap.g_01178
OG0001073	Prbc.g_01680	Prap.g_01164
OG0001074	Prbc.g_01692	Prap.g_01152
OG0001075	Prbc.g_01693	Prap.g_01151
OG0001076	Prbc.g_01700	Prap.g_01144
OG0001077	Prbc.g_01705	Prap.g_01138
OG0001078	Prbc.g_01713	Prap.g_00391
OG0001079	Prbc.g_01724	Prap.g_00379
OG0001080	Prbc.g_01730	Prap.g_00373
OG0001081	Prbc.g_01732	Prap.g_00371
OG0001082	Prbc.g_01733	Prap.g_00370
OG0001083	Prbc.g_01738	Prap.g_00365
OG0001084	Prbc.g_01739	Prap.g_00364
OG0001085	Prbc.g_01749	Prap.g_00831
OG0001086	Prbc.g_01750	Prap.g_00830
OG0001087	Prbc.g_01770	Prap.g_00812
OG0001088	Prbc.g_01771	Prap.g_00811
OG0001089	Prbc.g_01779	Prap.g_00800
OG0001090	Prbc.g_01788	Prap.g_00790
OG0001091	Prbc.g_01790	Prap.g_00344
OG0001092	Prbc.g_01791	Prap.g_00343
OG0001093	Prbc.g_01796	Prap.g_00338
OG0001094	Prbc.g_01852	Prap.g_00345
OG0001095	Prbc.g_01871	Prap.g_00770
OG0001096	Prbc.g_01886	Prap.g_00756
OG0001097	Prbc.g_01906	Prap.g_00736
OG0001098	Prbc.g_01923	Prap.g_00717
OG0001099	Prbc.g_01962	Prap.g_00655
OG0001100	Prbc.g_01969	Prap.g_00867
OG0001101	Prbc.g_01971	Prap.g_00864
OG0001102	Prbc.g_01974	Prap.g_00861
