Orthogroup	Prbc	Prbn
OG0000521	Prbc.g_01514	Prbn.g_00657
OG0000522	Prbc.g_01516	Prbn.g_00655
OG0000523	Prbc.g_01517	Prbn.g_00654
OG0000524	Prbc.g_01524	Prbn.g_00649
OG0000525	Prbc.g_01528	Prbn.g_00645
OG0000526	Prbc.g_01529	Prbn.g_00644
OG0000527	Prbc.g_01532	Prbn.g_00641
OG0000528	Prbc.g_01538	Prbn.g_00636
OG0000529	Prbc.g_01541	Prbn.g_00633
OG0000530	Prbc.g_01544	Prbn.g_00630
OG0000531	Prbc.g_01545	Prbn.g_00629
OG0000532	Prbc.g_01546	Prbn.g_00627
OG0000533	Prbc.g_01547	Prbn.g_00626
OG0000534	Prbc.g_01548	Prbn.g_00625
OG0000535	Prbc.g_01549	Prbn.g_00624
OG0000536	Prbc.g_01550	Prbn.g_00623
OG0000537	Prbc.g_01551	Prbn.g_00622
OG0000538	Prbc.g_01580	Prbn.g_00613
OG0000539	Prbc.g_01581	Prbn.g_00612
OG0000540	Prbc.g_01582	Prbn.g_00611
OG0000541	Prbc.g_01583	Prbn.g_00610
OG0000542	Prbc.g_01585	Prbn.g_00609
OG0000543	Prbc.g_01587	Prbn.g_00607
OG0000544	Prbc.g_01588	Prbn.g_00606
OG0000545	Prbc.g_01590	Prbn.g_00604
OG0000546	Prbc.g_01593	Prbn.g_00601
OG0000547	Prbc.g_01595	Prbn.g_00599
OG0000548	Prbc.g_01596	Prbn.g_00598
OG0000549	Prbc.g_01599	Prbn.g_00596
OG0000550	Prbc.g_01603	Prbn.g_00592
OG0000551	Prbc.g_01606	Prbn.g_00589
OG0000552	Prbc.g_01607	Prbn.g_00588
OG0000553	Prbc.g_01608	Prbn.g_00587
OG0000554	Prbc.g_01613	Prbn.g_00582
OG0000555	Prbc.g_01621	Prbn.g_00574
OG0000556	Prbc.g_01623	Prbn.g_00572
OG0000557	Prbc.g_01624	Prbn.g_00571
OG0000558	Prbc.g_01627	Prbn.g_00569
OG0000559	Prbc.g_01631	Prbn.g_00565
OG0000560	Prbc.g_01634	Prbn.g_00562
OG0000561	Prbc.g_01635	Prbn.g_00561
OG0000562	Prbc.g_01636	Prbn.g_00560
OG0000563	Prbc.g_01637	Prbn.g_00559
OG0000564	Prbc.g_01638	Prbn.g_00558
OG0000565	Prbc.g_01641	Prbn.g_00556
OG0000566	Prbc.g_01643	Prbn.g_00552
OG0000567	Prbc.g_01647	Prbn.g_00548
OG0000568	Prbc.g_01648	Prbn.g_00547
OG0000569	Prbc.g_01649	Prbn.g_00546
OG0000570	Prbc.g_01650	Prbn.g_00545
OG0000571	Prbc.g_01652	Prbn.g_00543
OG0000572	Prbc.g_01663	Prbn.g_00529
OG0000573	Prbc.g_01668	Prbn.g_00523
OG0000574	Prbc.g_01670	Prbn.g_00522
OG0000575	Prbc.g_01673	Prbn.g_00518
OG0000576	Prbc.g_01675	Prbn.g_00516
OG0000577	Prbc.g_01676	Prbn.g_00515
OG0000578	Prbc.g_01677	Prbn.g_00514
OG0000579	Prbc.g_01678	Prbn.g_00513
OG0000580	Prbc.g_01679	Prbn.g_00512
OG0000581	Prbc.g_01682	Prbn.g_00509
OG0000582	Prbc.g_01685	Prbn.g_00506
OG0000583	Prbc.g_01686	Prbn.g_00505
OG0000584	Prbc.g_01687	Prbn.g_00504
OG0000585	Prbc.g_01689	Prbn.g_00502
OG0000586	Prbc.g_01690	Prbn.g_00501
OG0000587	Prbc.g_01691	Prbn.g_00500
OG0000588	Prbc.g_01695	Prbn.g_00496
OG0000589	Prbc.g_01698	Prbn.g_00494
OG0000590	Prbc.g_01699	Prbn.g_00493
OG0000591	Prbc.g_01702	Prbn.g_00489
OG0000592	Prbc.g_01703	Prbn.g_00488
OG0000593	Prbc.g_01709	Prbn.g_00423
OG0000594	Prbc.g_01710	Prbn.g_00424
OG0000595	Prbc.g_01711	Prbn.g_00425
OG0000596	Prbc.g_01715	Prbn.g_00429
OG0000597	Prbc.g_01717	Prbn.g_00432
OG0000598	Prbc.g_01718	Prbn.g_00433
OG0000599	Prbc.g_01721	Prbn.g_00436
OG0000600	Prbc.g_01722	Prbn.g_00437
OG0000601	Prbc.g_01723	Prbn.g_00438
OG0000602	Prbc.g_01725	Prbn.g_00440
OG0000603	Prbc.g_01726	Prbn.g_00441
OG0000604	Prbc.g_01727	Prbn.g_00442
OG0000605	Prbc.g_01728	Prbn.g_00443
OG0000606	Prbc.g_01731	Prbn.g_00446
OG0000607	Prbc.g_01734	Prbn.g_00449
OG0000608	Prbc.g_01735	Prbn.g_00450
OG0000609	Prbc.g_01736	Prbn.g_00834
OG0000610	Prbc.g_01742	Prbn.g_00840
OG0000611	Prbc.g_01745	Prbn.g_00843
OG0000612	Prbc.g_01746	Prbn.g_00844
OG0000613	Prbc.g_01752	Prbn.g_01591
OG0000614	Prbc.g_01775	Prbn.g_01570
OG0000615	Prbc.g_01782	Prbn.g_01559
OG0000616	Prbc.g_01055	Prbn.g_00905
OG0000617	Prbc.g_01793	Prbn.g_00860
OG0000618	Prbc.g_01794	Prbn.g_00861
OG0000619	Prbc.g_01795	Prbn.g_00862
OG0000620	Prbc.g_01798	Prbn.g_01947
OG0000621	Prbc.g_01799	Prbn.g_01948
OG0000622	Prbc.g_01800	Prbn.g_01949
OG0000623	Prbc.g_01801	Prbn.g_01950
OG0000624	Prbc.g_01803	Prbn.g_01952
OG0000625	Prbc.g_01804	Prbn.g_01345
OG0000626	Prbc.g_01805	Prbn.g_01346
OG0000627	Prbc.g_01807	Prbn.g_01347
OG0000628	Prbc.g_01808	Prbn.g_01348
OG0000629	Prbc.g_01809	Prbn.g_01349
OG0000630	Prbc.g_01812	Prbn.g_01352
OG0000631	Prbc.g_02007	Prbn.g_01445
OG0000632	Prbc.g_02008	Prbn.g_01444
OG0000633	Prbc.g_02009	Prbn.g_01443
OG0000634	Prbc.g_01854	Prbn.g_01550
OG0000635	Prbc.g_01855	Prbn.g_01549
OG0000636	Prbc.g_01857	Prbn.g_01547
OG0000637	Prbc.g_01859	Prbn.g_01545
OG0000638	Prbc.g_01860	Prbn.g_01544
OG0000639	Prbc.g_01861	Prbn.g_01543
OG0000640	Prbc.g_01862	Prbn.g_01542
OG0000641	Prbc.g_01866	Prbn.g_01538
OG0000642	Prbc.g_01867	Prbn.g_01537
OG0000643	Prbc.g_01868	Prbn.g_01536
OG0000644	Prbc.g_01869	Prbn.g_01535
OG0000645	Prbc.g_01870	Prbn.g_01534
OG0000646	Prbc.g_01873	Prbn.g_01532
OG0000647	Prbc.g_01875	Prbn.g_01530
OG0000648	Prbc.g_01877	Prbn.g_01528
OG0000649	Prbc.g_01878	Prbn.g_01527
OG0000650	Prbc.g_01879	Prbn.g_01526
OG0000651	Prbc.g_01880	Prbn.g_01525
OG0000652	Prbc.g_01881	Prbn.g_01524
OG0000653	Prbc.g_01883	Prbn.g_01522
OG0000654	Prbc.g_01884	Prbn.g_01521
OG0000655	Prbc.g_01885	Prbn.g_01520
OG0000656	Prbc.g_01888	Prbn.g_01517
OG0000657	Prbc.g_01895	Prbn.g_01509
OG0000658	Prbc.g_01897	Prbn.g_01507
OG0000659	Prbc.g_01898	Prbn.g_01506
OG0000660	Prbc.g_01903	Prbn.g_01502
OG0000661	Prbc.g_01905	Prbn.g_01500
OG0000662	Prbc.g_01907	Prbn.g_01498
OG0000663	Prbc.g_01909	Prbn.g_01496
OG0000664	Prbc.g_01910	Prbn.g_01495
OG0000665	Prbc.g_01914	Prbn.g_01489
OG0000666	Prbc.g_01915	Prbn.g_01488
OG0000667	Prbc.g_01919	Prbn.g_01484
OG0000668	Prbc.g_01959	Prbn.g_01930
OG0000669	Prbc.g_01967	Prbn.g_01632
OG0000670	Prbc.g_01970	Prbn.g_01629
OG0000671	Prbc.g_01972	Prbn.g_01626
OG0000672	Prbc.g_01975	Prbn.g_01623
OG0000673	Prbc.g_01978	Prbn.g_01620
OG0000674	Prbc.g_01980	Prbn.g_01618
OG0000675	Prbc.g_01981	Prbn.g_01617
OG0000676	Prbc.g_01983	Prbn.g_01615
OG0000677	Prbc.g_01984	Prbn.g_01614
OG0000678	Prbc.g_01987	Prbn.g_01612
OG0000679	Prbc.g_01991	Prbn.g_01608
OG0000680	Prbc.g_01992	Prbn.g_01607
OG0000681	Prbc.g_01995	Prbn.g_01604
OG0000682	Prbc.g_01996	Prbn.g_01603
OG0000683	Prbc.g_01997	Prbn.g_01602
OG0000684	Prbc.g_01837	Prbn.g_01600
OG0000685	Prbc.g_01839	Prbn.g_01598
OG0000686	Prbc.g_01840	Prbn.g_01597
OG0000687	Prbc.g_01841	Prbn.g_01596
OG0000688	Prbc.g_01844	Prbn.g_00848
OG0000689	Prbc.g_01845	Prbn.g_00849
OG0000690	Prbc.g_01846	Prbn.g_00850
OG0000691	Prbc.g_01847	Prbn.g_00851
OG0000692	Prbc.g_01849	Prbn.g_00853
OG0000693	Prbc.g_01850	Prbn.g_00854
OG0000694	Prbc.g_01851	Prbn.g_00855
OG0000695	Prbc.g_02011	Prbn.g_01441
OG0000696	Prbc.g_02012	Prbn.g_01440
OG0000697	Prbc.g_02013	Prbn.g_01439
OG0000698	Prbc.g_02016	Prbn.g_01436
OG0000699	Prbc.g_02017	Prbn.g_01435
OG0000700	Prbc.g_02018	Prbn.g_01434
OG0000701	Prbc.g_02019	Prbn.g_01433
OG0000702	Prbc.g_02021	Prbn.g_01431
OG0000703	Prbc.g_02022	Prbn.g_01430
OG0000704	Prbc.g_02023	Prbn.g_01428
OG0000705	Prbc.g_02029	Prbn.g_01425
OG0000706	Prbc.g_02030	Prbn.g_01424
OG0000707	Prbc.g_02031	Prbn.g_01423
OG0000708	Prbc.g_02033	Prbn.g_01421
OG0000709	Prbc.g_02037	Prbn.g_01417
OG0000710	Prbc.g_02040	Prbn.g_01414
OG0000711	Prbc.g_02055	Prbn.g_01396
OG0000712	Prbc.g_02057	Prbn.g_01395
OG0000713	Prbc.g_02058	Prbn.g_01394
OG0000714	Prbc.g_02059	Prbn.g_01393
OG0000715	Prbc.g_02061	Prbn.g_01391
OG0000716	Prbc.g_02062	Prbn.g_01389
OG0000717	Prbc.g_02063	Prbn.g_01388
OG0000718	Prbc.g_02079	Prbn.g_01384
OG0000719	Prbc.g_02080	Prbn.g_01382
OG0000720	Prbc.g_02091	Prbn.g_01370
OG0000721	Prbc.g_02092	Prbn.g_01366
OG0000722	Prbc.g_02093	Prbn.g_01365
OG0000723	Prbc.g_02097	Prbn.g_01361
OG0000724	Prbc.g_02108	Prbn.g_01466
OG0000725	Prbc.g_01934	Prbn.g_01472
OG0000726	Prbc.g_01933	Prbn.g_01473
OG0000727	Prbc.g_01932	Prbn.g_01474
OG0000728	Prbc.g_01930	Prbn.g_01476
OG0000729	Prbc.g_00201	Prbn.g_01106
OG0000730	Prbc.g_01244	Prbn.g_01147
OG0000731	Prbc.g_01252	Prbn.g_00111
OG0000732	Prbc.g_00987	Prbn.g_00954
OG0000733	Prbc.g_00897	Prbn.g_01651
OG0000734	Prbc.g_01462	Prbn.g_01173
OG0000735	Prbc.g_01460	Prbn.g_01175
OG0000736	Prbc.g_01459	Prbn.g_01176
OG0000737	Prbc.g_01458	Prbn.g_01177
OG0000738	Prbc.g_01454	Prbn.g_01181
OG0000739	Prbc.g_01453	Prbn.g_01182
OG0000740	Prbc.g_01452	Prbn.g_01183
OG0000741	Prbc.g_01450	Prbn.g_01185
OG0000742	Prbc.g_01447	Prbn.g_01188
OG0000743	Prbc.g_01445	Prbn.g_01190
OG0000744	Prbc.g_01444	Prbn.g_01191
OG0000745	Prbc.g_01442	Prbn.g_01192
OG0000746	Prbc.g_01440	Prbn.g_01194
OG0000747	Prbc.g_01439	Prbn.g_01195
OG0000748	Prbc.g_01435	Prbn.g_01199
OG0000749	Prbc.g_01434	Prbn.g_01200
OG0000750	Prbc.g_01433	Prbn.g_01201
OG0000751	Prbc.g_01430	Prbn.g_01204
OG0000752	Prbc.g_01428	Prbn.g_01206
OG0000753	Prbc.g_01426	Prbn.g_01208
OG0000754	Prbc.g_01422	Prbn.g_01211
OG0000755	Prbc.g_01418	Prbn.g_00390
OG0000756	Prbc.g_01417	Prbn.g_00391
OG0000757	Prbc.g_01410	Prbn.g_00398
OG0000758	Prbc.g_01409	Prbn.g_00399
OG0000759	Prbc.g_01408	Prbn.g_00400
OG0000760	Prbc.g_01407	Prbn.g_00401
OG0000761	Prbc.g_01406	Prbn.g_00402
OG0000762	Prbc.g_01405	Prbn.g_00403
OG0000763	Prbc.g_01403	Prbn.g_00405
OG0000764	Prbc.g_01402	Prbn.g_00406
OG0000765	Prbc.g_01394	Prbn.g_00414
OG0000766	Prbc.g_01393	Prbn.g_00415
OG0000767	Prbc.g_01392	Prbn.g_00417
OG0000768	Prbc.g_01391	Prbn.g_00418
OG0000769	Prbc.g_01389	Prbn.g_00420
OG0000770	Prbc.g_01388	Prbn.g_00483
OG0000771	Prbc.g_02103	Prbn.g_00886
OG0000772	Prbc.g_01320	Prbn.g_01671
OG0000773	Prbc.g_00557	Prbn.g_01093
OG0000774	Prbc.g_00560	Prbn.g_01091
OG0000775	Prbc.g_00561	Prbn.g_01089
OG0000776	Prbc.g_00562	Prbn.g_01088
OG0000777	Prbc.g_00563	Prbn.g_01087
OG0000778	Prbc.g_00564	Prbn.g_01086
OG0000779	Prbc.g_00568	Prbn.g_01082
OG0000780	Prbc.g_00569	Prbn.g_01081
OG0000781	Prbc.g_00571	Prbn.g_01077
OG0000782	Prbc.g_00572	Prbn.g_01076
OG0000783	Prbc.g_00573	Prbn.g_01075
OG0000784	Prbc.g_00574	Prbn.g_01074
OG0000785	Prbc.g_00576	Prbn.g_01072
OG0000786	Prbc.g_00579	Prbn.g_01069
OG0000787	Prbc.g_00580	Prbn.g_01068
OG0000788	Prbc.g_01820	Prbn.g_00615
OG0000789	Prbc.g_02100	Prbn.g_00883
OG0000790	Prbc.g_00662	Prbn.g_00155
OG0000791	Prbc.g_00664	Prbn.g_00157
OG0000792	Prbc.g_00665	Prbn.g_00158
OG0000793	Prbc.g_00668	Prbn.g_00161
OG0000794	Prbc.g_00669	Prbn.g_00162
OG0000795	Prbc.g_00670	Prbn.g_00163
OG0000796	Prbc.g_00674	Prbn.g_00167
OG0000797	Prbc.g_00675	Prbn.g_00168
OG0000799	Prbc.g_00690	Prbn.g_00195
OG0000800	Prbc.g_00691	Prbn.g_00196
OG0000801	Prbc.g_00692	Prbn.g_00197
OG0000802	Prbc.g_00694	Prbn.g_00199
OG0000803	Prbc.g_00696	Prbn.g_00201
OG0000804	Prbc.g_00697	Prbn.g_00202
OG0000805	Prbc.g_00699	Prbn.g_00204
OG0000806	Prbc.g_00701	Prbn.g_00206
OG0000807	Prbc.g_00702	Prbn.g_00207
OG0000808	Prbc.g_00703	Prbn.g_00208
OG0000809	Prbc.g_00707	Prbn.g_00210
OG0000810	Prbc.g_00708	Prbn.g_00211
OG0000811	Prbc.g_00712	Prbn.g_00215
OG0000812	Prbc.g_00714	Prbn.g_00217
OG0000813	Prbc.g_00715	Prbn.g_00218
OG0000814	Prbc.g_00717	Prbn.g_00220
OG0000815	Prbc.g_00718	Prbn.g_00221
OG0000816	Prbc.g_00720	Prbn.g_00223
OG0000817	Prbc.g_00721	Prbn.g_00224
OG0000818	Prbc.g_00725	Prbn.g_00229
OG0000819	Prbc.g_00726	Prbn.g_00230
OG0000820	Prbc.g_00727	Prbn.g_00231
OG0000821	Prbc.g_00730	Prbn.g_00235
OG0000822	Prbc.g_00731	Prbn.g_00236
OG0000823	Prbc.g_00732	Prbn.g_00237
OG0000824	Prbc.g_00735	Prbn.g_00240
OG0000825	Prbc.g_00736	Prbn.g_00241
OG0000826	Prbc.g_00737	Prbn.g_00242
OG0000827	Prbc.g_00738	Prbn.g_00243
OG0000828	Prbc.g_00741	Prbn.g_00246
OG0000829	Prbc.g_00742	Prbn.g_00247
OG0000830	Prbc.g_00743	Prbn.g_00248
OG0000831	Prbc.g_00745	Prbn.g_00250
OG0000832	Prbc.g_00755	Prbn.g_00260
OG0000833	Prbc.g_00763	Prbn.g_00269
OG0000834	Prbc.g_00764	Prbn.g_00270
OG0000835	Prbc.g_00765	Prbn.g_00271
OG0000836	Prbc.g_00766	Prbn.g_00272
OG0000837	Prbc.g_00767	Prbn.g_00273
OG0000838	Prbc.g_00769	Prbn.g_00275
OG0000839	Prbc.g_00770	Prbn.g_00276
OG0000840	Prbc.g_00771	Prbn.g_00277
OG0000841	Prbc.g_00772	Prbn.g_00278
OG0000842	Prbc.g_00773	Prbn.g_00279
OG0000843	Prbc.g_00774	Prbn.g_00280
OG0000844	Prbc.g_00775	Prbn.g_00281
OG0000845	Prbc.g_00776	Prbn.g_00282
OG0000846	Prbc.g_00777	Prbn.g_00283
OG0000847	Prbc.g_00778	Prbn.g_00284
OG0000848	Prbc.g_00779	Prbn.g_00285
OG0000849	Prbc.g_00780	Prbn.g_00286
OG0000850	Prbc.g_00782	Prbn.g_00288
OG0000851	Prbc.g_00783	Prbn.g_00289
OG0000852	Prbc.g_00784	Prbn.g_00904
OG0000853	Prbc.g_00789	Prbn.g_00898
OG0000854	Prbc.g_00791	Prbn.g_00896
OG0000855	Prbc.g_00792	Prbn.g_00895
OG0000856	Prbc.g_00677	Prbn.g_00486
OG0000857	Prbc.g_01874	Prbn.g_01531
OG0000858	Prbc.g_00827	Prbn.g_01738
OG0000859	Prbc.g_00828	Prbn.g_01739
OG0000860	Prbc.g_00834	Prbn.g_01747
OG0000861	Prbc.g_00835	Prbn.g_01748
OG0000862	Prbc.g_00836	Prbn.g_01749
OG0000863	Prbc.g_00837	Prbn.g_01751
OG0000864	Prbc.g_00838	Prbn.g_01752
OG0000865	Prbc.g_00839	Prbn.g_01753
OG0000866	Prbc.g_00840	Prbn.g_01754
OG0000867	Prbc.g_00841	Prbn.g_01755
OG0000868	Prbc.g_00842	Prbn.g_01757
OG0000869	Prbc.g_00845	Prbn.g_01760
OG0000870	Prbc.g_00850	Prbn.g_01765
OG0000871	Prbc.g_00851	Prbn.g_01766
OG0000872	Prbc.g_00852	Prbn.g_01767
OG0000873	Prbc.g_00855	Prbn.g_01771
OG0000874	Prbc.g_00858	Prbn.g_01774
OG0000875	Prbc.g_00860	Prbn.g_01775
OG0000876	Prbc.g_00861	Prbn.g_01776
OG0000877	Prbc.g_00863	Prbn.g_01778
OG0000878	Prbc.g_00864	Prbn.g_01779
OG0000879	Prbc.g_00865	Prbn.g_01780
OG0000880	Prbc.g_00866	Prbn.g_01781
OG0000881	Prbc.g_00869	Prbn.g_01785
OG0000882	Prbc.g_00874	Prbn.g_01790
OG0000883	Prbc.g_00876	Prbn.g_01792
OG0000884	Prbc.g_00878	Prbn.g_01794
OG0000885	Prbc.g_00879	Prbn.g_01795
OG0000886	Prbc.g_00880	Prbn.g_01796
OG0000887	Prbc.g_00881	Prbn.g_01797
OG0000888	Prbc.g_00883	Prbn.g_01799
OG0000889	Prbc.g_00885	Prbn.g_01801
OG0000890	Prbc.g_00886	Prbn.g_01802
OG0000891	Prbc.g_00887	Prbn.g_01803
OG0000892	Prbc.g_00889	Prbn.g_01805
OG0000893	Prbc.g_00933	Prbn.g_01809
OG0000894	Prbc.g_00936	Prbn.g_01812
OG0000895	Prbc.g_00939	Prbn.g_01816
OG0000896	Prbc.g_00940	Prbn.g_01817
OG0000897	Prbc.g_00942	Prbn.g_01819
OG0000898	Prbc.g_00943	Prbn.g_01820
OG0000899	Prbc.g_00944	Prbn.g_01821
OG0000900	Prbc.g_00945	Prbn.g_01822
OG0000901	Prbc.g_00948	Prbn.g_01825
OG0000902	Prbc.g_00950	Prbn.g_01827
OG0000903	Prbc.g_00960	Prbn.g_01831
OG0000904	Prbc.g_00955	Prbn.g_01835
OG0000905	Prbc.g_00952	Prbn.g_01829
OG0000906	Prbc.g_00951	Prbn.g_01828
OG0000907	Prbc.g_00327	Prbn.g_01838
OG0000908	Prbc.g_00324	Prbn.g_01841
OG0000909	Prbc.g_00323	Prbn.g_01842
OG0000910	Prbc.g_00322	Prbn.g_01843
OG0000911	Prbc.g_00320	Prbn.g_01845
OG0000912	Prbc.g_00319	Prbn.g_01846
OG0000913	Prbc.g_00318	Prbn.g_01847
OG0000914	Prbc.g_00317	Prbn.g_01848
OG0000915	Prbc.g_00316	Prbn.g_01849
OG0000916	Prbc.g_00315	Prbn.g_01850
OG0000917	Prbc.g_00314	Prbn.g_01851
OG0000918	Prbc.g_00313	Prbn.g_01852
OG0000919	Prbc.g_00312	Prbn.g_01853
OG0000920	Prbc.g_00311	Prbn.g_01854
OG0000921	Prbc.g_00310	Prbn.g_01855
OG0000922	Prbc.g_00309	Prbn.g_01856
OG0000923	Prbc.g_00305	Prbn.g_01860
OG0000924	Prbc.g_00304	Prbn.g_01861
OG0000925	Prbc.g_00303	Prbn.g_01862
OG0000926	Prbc.g_00302	Prbn.g_01863
OG0000927	Prbc.g_00300	Prbn.g_01865
OG0000928	Prbc.g_00299	Prbn.g_01866
OG0000929	Prbc.g_00298	Prbn.g_01867
OG0000930	Prbc.g_00297	Prbn.g_01868
OG0000931	Prbc.g_00296	Prbn.g_01869
OG0000932	Prbc.g_00295	Prbn.g_01870
OG0000933	Prbc.g_00291	Prbn.g_01874
OG0000934	Prbc.g_00289	Prbn.g_01876
OG0000935	Prbc.g_00288	Prbn.g_01877
OG0000936	Prbc.g_00287	Prbn.g_01878
OG0000937	Prbc.g_00286	Prbn.g_01879
OG0000938	Prbc.g_00283	Prbn.g_01882
OG0000939	Prbc.g_00282	Prbn.g_01883
OG0000940	Prbc.g_00275	Prbn.g_01890
OG0000941	Prbc.g_00273	Prbn.g_01892
OG0000942	Prbc.g_00271	Prbn.g_01894
OG0000943	Prbc.g_00270	Prbn.g_01895
OG0000944	Prbc.g_00268	Prbn.g_01897
OG0000945	Prbc.g_00267	Prbn.g_01898
OG0000946	Prbc.g_00248	Prbn.g_01903
OG0000947	Prbc.g_00246	Prbn.g_01905
OG0000948	Prbc.g_00245	Prbn.g_01906
OG0000949	Prbc.g_00242	Prbn.g_01909
OG0000950	Prbc.g_00237	Prbn.g_01916
OG0000951	Prbc.g_00233	Prbn.g_01920
OG0000952	Prbc.g_00229	Prbn.g_01015
OG0000953	Prbc.g_00225	Prbn.g_01011
OG0000954	Prbc.g_00221	Prbn.g_01007
OG0000955	Prbc.g_00220	Prbn.g_01006
OG0000956	Prbc.g_00218	Prbn.g_01004
OG0000957	Prbc.g_00213	Prbn.g_00998
OG0000958	Prbc.g_00212	Prbn.g_00997
OG0000959	Prbc.g_00208	Prbn.g_00993
OG0000960	Prbc.g_00207	Prbn.g_00992
OG0000961	Prbc.g_00204	Prbn.g_00989
OG0000962	Prbc.g_00202	Prbn.g_00987
OG0000963	Prbc.g_00197	Prbn.g_00983
OG0000964	Prbc.g_00196	Prbn.g_00982
OG0000965	Prbc.g_00195	Prbn.g_00981
OG0000966	Prbc.g_00965	Prbn.g_00975
OG0000967	Prbc.g_00969	Prbn.g_00971
OG0000968	Prbc.g_00971	Prbn.g_00969
OG0000969	Prbc.g_00972	Prbn.g_00968
OG0000970	Prbc.g_00973	Prbn.g_00967
OG0000971	Prbc.g_00974	Prbn.g_00966
OG0000972	Prbc.g_00975	Prbn.g_00965
OG0000973	Prbc.g_00976	Prbn.g_00964
OG0000974	Prbc.g_00977	Prbn.g_00963
OG0000975	Prbc.g_00978	Prbn.g_00962
OG0000976	Prbc.g_00979	Prbn.g_00961
OG0000977	Prbc.g_00980	Prbn.g_00960
OG0000978	Prbc.g_00981	Prbn.g_00959
OG0000979	Prbc.g_00984	Prbn.g_00957
OG0000980	Prbc.g_00986	Prbn.g_00955
OG0000981	Prbc.g_00989	Prbn.g_00952
OG0000982	Prbc.g_00991	Prbn.g_00950
OG0000983	Prbc.g_00992	Prbn.g_00949
OG0000984	Prbc.g_00993	Prbn.g_00948
OG0000985	Prbc.g_00996	Prbn.g_00945
OG0000986	Prbc.g_00998	Prbn.g_00943
OG0000987	Prbc.g_00999	Prbn.g_00942
OG0000988	Prbc.g_01002	Prbn.g_00939
OG0000989	Prbc.g_01006	Prbn.g_00935
OG0000990	Prbc.g_01011	Prbn.g_00931
OG0000991	Prbc.g_01012	Prbn.g_00930
OG0000992	Prbc.g_01015	Prbn.g_00927
OG0000993	Prbc.g_01016	Prbn.g_00926
OG0000994	Prbc.g_01017	Prbn.g_00925
OG0000995	Prbc.g_01021	Prbn.g_00921
OG0000996	Prbc.g_01022	Prbn.g_00920
OG0000997	Prbc.g_01043	Prbn.g_00917
OG0000998	Prbc.g_01045	Prbn.g_00915
OG0000999	Prbc.g_01046	Prbn.g_00914
OG0001000	Prbc.g_01049	Prbn.g_00911
OG0001001	Prbc.g_01052	Prbn.g_00908
OG0001002	Prbc.g_01057	Prbn.g_00291
OG0001003	Prbc.g_01060	Prbn.g_00292
OG0001004	Prbc.g_01061	Prbn.g_00293
OG0001005	Prbc.g_01062	Prbn.g_00294
OG0001006	Prbc.g_01067	Prbn.g_00298
OG0001007	Prbc.g_01069	Prbn.g_00300
OG0001008	Prbc.g_01498	Prbn.g_00676
OG0001009	Prbc.g_01097	Prbn.g_00755
OG0001010	Prbc.g_01098	Prbn.g_00754
OG0001011	Prbc.g_01099	Prbn.g_00752
OG0001012	Prbc.g_01121	Prbn.g_00738
OG0001013	Prbc.g_01126	Prbn.g_00731
OG0001014	Prbc.g_01129	Prbn.g_00728
OG0001015	Prbc.g_01130	Prbn.g_00726
OG0001016	Prbc.g_00500	Prbn.g_00704
OG0001017	Prbc.g_00496	Prbn.g_01343
OG0001018	Prbc.g_00493	Prbn.g_01341
OG0001019	Prbc.g_00484	Prbn.g_01332
OG0001020	Prbc.g_00483	Prbn.g_01331
OG0001021	Prbc.g_00482	Prbn.g_01330
OG0001022	Prbc.g_00479	Prbn.g_01327
OG0001023	Prbc.g_00478	Prbn.g_01326
OG0001024	Prbc.g_00475	Prbn.g_01322
OG0001025	Prbc.g_00468	Prbn.g_01315
OG0001026	Prbc.g_00460	Prbn.g_01306
OG0001027	Prbc.g_00459	Prbn.g_01305
OG0001028	Prbc.g_00457	Prbn.g_01303
OG0001029	Prbc.g_00455	Prbn.g_01302
OG0001030	Prbc.g_00439	Prbn.g_01286
OG0001031	Prbc.g_00385	Prbn.g_00367
OG0001032	Prbc.g_00384	Prbn.g_00366
OG0001033	Prbc.g_00364	Prbn.g_00345
OG0001034	Prbc.g_00334	Prbn.g_00314
OG0001035	Prbc.g_01150	Prbn.g_00021
OG0001036	Prbc.g_01154	Prbn.g_00025
OG0001037	Prbc.g_01155	Prbn.g_00026
OG0001038	Prbc.g_01171	Prbn.g_00045
OG0001039	Prbc.g_01173	Prbn.g_00048
OG0001040	Prbc.g_01176	Prbn.g_00050
OG0001041	Prbc.g_01180	Prbn.g_00055
OG0001042	Prbc.g_01196	Prbn.g_00072
OG0001043	Prbc.g_01197	Prbn.g_00073
OG0001044	Prbc.g_01245	Prbn.g_00104
OG0001045	Prbc.g_01254	Prbn.g_00113
OG0001046	Prbc.g_02168	Prbn.g_01697
OG0001047	Prbc.g_01500	Prbn.g_00674
OG0001048	Prbc.g_01501	Prbn.g_00673
OG0001049	Prbc.g_01503	Prbn.g_00671
OG0001050	Prbc.g_01504	Prbn.g_00670
OG0001051	Prbc.g_01505	Prbn.g_00669
OG0001052	Prbc.g_01531	Prbn.g_00643
OG0001053	Prbc.g_01543	Prbn.g_00631
OG0001054	Prbc.g_01557	Prbn.g_00616
OG0001055	Prbc.g_01597	Prbn.g_00597
OG0001056	Prbc.g_01615	Prbn.g_00580
OG0001057	Prbc.g_01620	Prbn.g_00575
OG0001058	Prbc.g_01629	Prbn.g_00567
