Orthogroup	Prbc	Syag
OG0000567	Prbc.g_01647	Syag.g_00292
OG0000568	Prbc.g_01648	Syag.g_00295
OG0000569	Prbc.g_01649	Syag.g_00296
OG0000570	Prbc.g_01650	Syag.g_00297
OG0000571	Prbc.g_01652	Syag.g_00301
OG0000572	Prbc.g_01663	Syag.g_00251, Syag.g_00320
OG0000573	Prbc.g_01668	Syag.g_00329
OG0000574	Prbc.g_01670	Syag.g_00330
OG0000575	Prbc.g_01673	Syag.g_00335
OG0000576	Prbc.g_01675	Syag.g_00337
OG0000577	Prbc.g_01676	Syag.g_00338
OG0000578	Prbc.g_01677	Syag.g_00339
OG0000579	Prbc.g_01678	Syag.g_00340
OG0000580	Prbc.g_01679	Syag.g_00341
OG0000581	Prbc.g_01682	Syag.g_00348
OG0000582	Prbc.g_01685	Syag.g_00353
OG0000583	Prbc.g_01686	Syag.g_00354
OG0000584	Prbc.g_01687	Syag.g_00355
OG0000585	Prbc.g_01689	Syag.g_00357
OG0000586	Prbc.g_01690	Syag.g_00358
OG0000587	Prbc.g_01691	Syag.g_00360
OG0000588	Prbc.g_01695	Syag.g_00371
OG0000589	Prbc.g_01698	Syag.g_00375
OG0000590	Prbc.g_01699	Syag.g_00376
OG0000591	Prbc.g_01702	Syag.g_00383
OG0000592	Prbc.g_01703	Syag.g_00384
OG0000593	Prbc.g_01709	Syag.g_00406
OG0000594	Prbc.g_01710	Syag.g_00407
OG0000595	Prbc.g_01711	Syag.g_00408
OG0000596	Prbc.g_01715	Syag.g_00413
OG0000597	Prbc.g_01717	Syag.g_00416
OG0000598	Prbc.g_01718	Syag.g_00417
OG0000599	Prbc.g_01721	Syag.g_00424
OG0000600	Prbc.g_01722	Syag.g_00425
OG0000601	Prbc.g_01723	Syag.g_00426
OG0000602	Prbc.g_01725	Syag.g_00431
OG0000603	Prbc.g_01726	Syag.g_00432
OG0000604	Prbc.g_01727	Syag.g_00434
OG0000605	Prbc.g_01728	Syag.g_00522
OG0000606	Prbc.g_01731	Syag.g_00550
OG0000607	Prbc.g_01734	Syag.g_00553
OG0000608	Prbc.g_01735	Syag.g_00554
OG0000609	Prbc.g_01736	Syag.g_00556
OG0000610	Prbc.g_01742	Syag.g_00580
OG0000611	Prbc.g_01745	Syag.g_00583
OG0000612	Prbc.g_01746	Syag.g_00584
OG0000613	Prbc.g_01752	Syag.g_02533
OG0000614	Prbc.g_01775	Syag.g_01004
OG0000615	Prbc.g_01782	Syag.g_00630
OG0000616	Prbc.g_01055	Syag.g_02255
OG0000617	Prbc.g_01793	Syag.g_00915
OG0000618	Prbc.g_01794	Syag.g_00914
OG0000619	Prbc.g_01795	Syag.g_00913
OG0000620	Prbc.g_01798	Syag.g_00906
OG0000621	Prbc.g_01799	Syag.g_00905
OG0000622	Prbc.g_01800	Syag.g_00904
OG0000623	Prbc.g_01801	Syag.g_00903
OG0000624	Prbc.g_01803	Syag.g_00901
OG0000625	Prbc.g_01804	Syag.g_00900
OG0000626	Prbc.g_01805	Syag.g_00899
OG0000627	Prbc.g_01807	Syag.g_00756
OG0000628	Prbc.g_01808	Syag.g_00757
OG0000629	Prbc.g_01809	Syag.g_00761
OG0000630	Prbc.g_01812	Syag.g_00765
OG0000631	Prbc.g_02007	Syag.g_00772
OG0000632	Prbc.g_02008	Syag.g_00773
OG0000633	Prbc.g_02009	Syag.g_00774
OG0000634	Prbc.g_01854	Syag.g_00663
OG0000635	Prbc.g_01855	Syag.g_00664
OG0000636	Prbc.g_01857	Syag.g_00666
OG0000637	Prbc.g_01859	Syag.g_00668
OG0000638	Prbc.g_01860	Syag.g_00669
OG0000639	Prbc.g_01861	Syag.g_00670
OG0000640	Prbc.g_01862	Syag.g_00671
OG0000641	Prbc.g_01866	Syag.g_00675
OG0000642	Prbc.g_01867	Syag.g_00676
OG0000643	Prbc.g_01868	Syag.g_00677
OG0000644	Prbc.g_01869	Syag.g_00678
OG0000645	Prbc.g_01870	Syag.g_00680
OG0000646	Prbc.g_01873	Syag.g_00683
OG0000647	Prbc.g_01875	Syag.g_00685
OG0000648	Prbc.g_01877	Syag.g_00694
OG0000649	Prbc.g_01878	Syag.g_00695
OG0000650	Prbc.g_01879	Syag.g_00696
OG0000651	Prbc.g_01880	Syag.g_00697
OG0000652	Prbc.g_01881	Syag.g_00698
OG0000653	Prbc.g_01883	Syag.g_00700
OG0000654	Prbc.g_01884	Syag.g_00701
OG0000655	Prbc.g_01885	Syag.g_00702
OG0000656	Prbc.g_01888	Syag.g_00705
OG0000657	Prbc.g_01895	Syag.g_00719
OG0000658	Prbc.g_01897	Syag.g_00721
OG0000659	Prbc.g_01898	Syag.g_00722
OG0000660	Prbc.g_01903	Syag.g_00726
OG0000661	Prbc.g_01905	Syag.g_00728
OG0000662	Prbc.g_01907	Syag.g_00730
OG0000663	Prbc.g_01909	Syag.g_00733
OG0000664	Prbc.g_01910	Syag.g_00734
OG0000665	Prbc.g_01914	Syag.g_00456
OG0000666	Prbc.g_01915	Syag.g_00445
OG0000667	Prbc.g_01919	Syag.g_00574
OG0000668	Prbc.g_01959	Syag.g_00868
OG0000669	Prbc.g_01967	Syag.g_00600
OG0000670	Prbc.g_01970	Syag.g_00399
OG0000671	Prbc.g_01972	Syag.g_00604
OG0000672	Prbc.g_01975	Syag.g_00607
OG0000673	Prbc.g_01978	Syag.g_00610
OG0000674	Prbc.g_01980	Syag.g_00612
OG0000675	Prbc.g_01981	Syag.g_00613
OG0000676	Prbc.g_01983	Syag.g_00615
OG0000677	Prbc.g_01984	Syag.g_00616
OG0000678	Prbc.g_01987	Syag.g_00622
OG0000679	Prbc.g_01991	Syag.g_00633
OG0000680	Prbc.g_01992	Syag.g_00634
OG0000681	Prbc.g_01995	Syag.g_00637
OG0000682	Prbc.g_01996	Syag.g_00638
OG0000683	Prbc.g_01997	Syag.g_00639
OG0000684	Prbc.g_01837	Syag.g_00641
OG0000685	Prbc.g_01839	Syag.g_00643
OG0000686	Prbc.g_01840	Syag.g_00644
OG0000687	Prbc.g_01841	Syag.g_00645
OG0000688	Prbc.g_01844	Syag.g_00651
OG0000689	Prbc.g_01845	Syag.g_00653
OG0000690	Prbc.g_01846	Syag.g_00654
OG0000691	Prbc.g_01847	Syag.g_00655
OG0000692	Prbc.g_01849	Syag.g_00656
OG0000693	Prbc.g_01850	Syag.g_00658
OG0000694	Prbc.g_01851	Syag.g_00659
OG0000695	Prbc.g_02011	Syag.g_00776
OG0000696	Prbc.g_02012	Syag.g_00777
OG0000697	Prbc.g_02013	Syag.g_00778
OG0000698	Prbc.g_02016	Syag.g_00781
OG0000699	Prbc.g_02017	Syag.g_00782
OG0000700	Prbc.g_02018	Syag.g_00783
OG0000701	Prbc.g_02019	Syag.g_00784
OG0000702	Prbc.g_02021	Syag.g_00792
OG0000703	Prbc.g_02022	Syag.g_00793
OG0000704	Prbc.g_02023	Syag.g_00795
OG0000705	Prbc.g_02029	Syag.g_00802
OG0000706	Prbc.g_02030	Syag.g_00803
OG0000707	Prbc.g_02031	Syag.g_00804
OG0000708	Prbc.g_02033	Syag.g_00807
OG0000709	Prbc.g_02037	Syag.g_00816
OG0000710	Prbc.g_02040	Syag.g_00820
OG0000711	Prbc.g_02055	Syag.g_00848
OG0000712	Prbc.g_02057	Syag.g_00850
OG0000713	Prbc.g_02058	Syag.g_00851
OG0000714	Prbc.g_02059	Syag.g_00853
OG0000715	Prbc.g_02061	Syag.g_00855
OG0000716	Prbc.g_02062	Syag.g_00859
OG0000717	Prbc.g_02063	Syag.g_00860
OG0000718	Prbc.g_02079	Syag.g_00864
OG0000719	Prbc.g_02080	Syag.g_00866
OG0000720	Prbc.g_02091	Syag.g_00880
OG0000721	Prbc.g_02092	Syag.g_00882
OG0000722	Prbc.g_02093	Syag.g_00883
OG0000723	Prbc.g_02097	Syag.g_00897
OG0000724	Prbc.g_02108	Syag.g_00967
OG0000725	Prbc.g_01934	Syag.g_00978
OG0000726	Prbc.g_01933	Syag.g_00979
OG0000727	Prbc.g_01932	Syag.g_00980
OG0000728	Prbc.g_01930	Syag.g_00982
OG0000729	Prbc.g_00201	Syag.g_02376
OG0000730	Prbc.g_01244	Syag.g_02840
OG0000731	Prbc.g_01252	Syag.g_02853
OG0000732	Prbc.g_00987	Syag.g_02331
OG0000733	Prbc.g_00897	Syag.g_00145
OG0000734	Prbc.g_01462	Syag.g_01892
OG0000735	Prbc.g_01460	Syag.g_01159
OG0000736	Prbc.g_01459	Syag.g_01158
OG0000737	Prbc.g_01458	Syag.g_01157
OG0000738	Prbc.g_01454	Syag.g_01152
OG0000739	Prbc.g_01453	Syag.g_01149
OG0000740	Prbc.g_01452	Syag.g_01148
OG0000741	Prbc.g_01450	Syag.g_01145
OG0000742	Prbc.g_01447	Syag.g_01142
OG0000743	Prbc.g_01445	Syag.g_01140
OG0000744	Prbc.g_01444	Syag.g_01139
OG0000745	Prbc.g_01442	Syag.g_01137
OG0000746	Prbc.g_01440	Syag.g_01135
OG0000747	Prbc.g_01439	Syag.g_01134
OG0000748	Prbc.g_01435	Syag.g_01122
OG0000749	Prbc.g_01434	Syag.g_01121
OG0000750	Prbc.g_01433	Syag.g_01120
OG0000751	Prbc.g_01430	Syag.g_01114
OG0000752	Prbc.g_01428	Syag.g_01112
OG0000753	Prbc.g_01426	Syag.g_01109
OG0000754	Prbc.g_01422	Syag.g_01103
OG0000755	Prbc.g_01418	Syag.g_01092
OG0000756	Prbc.g_01417	Syag.g_01091
OG0000757	Prbc.g_01410	Syag.g_01084
OG0000758	Prbc.g_01409	Syag.g_01083
OG0000759	Prbc.g_01408	Syag.g_01082
OG0000760	Prbc.g_01407	Syag.g_01081
OG0000761	Prbc.g_01406	Syag.g_01080
OG0000762	Prbc.g_01405	Syag.g_01078
OG0000763	Prbc.g_01403	Syag.g_01076
OG0000764	Prbc.g_01402	Syag.g_01075
OG0000765	Prbc.g_01394	Syag.g_01056
OG0000766	Prbc.g_01393	Syag.g_01055
OG0000767	Prbc.g_01392	Syag.g_01053
OG0000768	Prbc.g_01391	Syag.g_01052
OG0000769	Prbc.g_01389	Syag.g_01047
OG0000770	Prbc.g_01388	Syag.g_01043
OG0000771	Prbc.g_02103	Syag.g_00959
OG0000772	Prbc.g_01320	Syag.g_02043
OG0000773	Prbc.g_00557	Syag.g_01168
OG0000774	Prbc.g_00560	Syag.g_01182
OG0000775	Prbc.g_00561	Syag.g_01185
OG0000776	Prbc.g_00562	Syag.g_01186
OG0000777	Prbc.g_00563	Syag.g_01187
OG0000778	Prbc.g_00564	Syag.g_01188
OG0000779	Prbc.g_00568	Syag.g_01194
OG0000780	Prbc.g_00569	Syag.g_01217
OG0000781	Prbc.g_00571	Syag.g_01221
OG0000782	Prbc.g_00572	Syag.g_01222
OG0000783	Prbc.g_00573	Syag.g_01223
OG0000784	Prbc.g_00574	Syag.g_01224
OG0000785	Prbc.g_00576	Syag.g_01226
OG0000786	Prbc.g_00579	Syag.g_01235
OG0000787	Prbc.g_00580	Syag.g_01236
OG0000788	Prbc.g_01820	Syag.g_00427
OG0000789	Prbc.g_02100	Syag.g_00453
OG0000790	Prbc.g_00662	Syag.g_01542
OG0000791	Prbc.g_00664	Syag.g_01544
OG0000792	Prbc.g_00665	Syag.g_01545
OG0000793	Prbc.g_00668	Syag.g_01550
OG0000794	Prbc.g_00669	Syag.g_01551
OG0000795	Prbc.g_00670	Syag.g_01552
OG0000796	Prbc.g_00674	Syag.g_01556
OG0000797	Prbc.g_00675	Syag.g_01557
OG0000799	Prbc.g_00690	Syag.g_01278
OG0000800	Prbc.g_00691	Syag.g_01280
OG0000801	Prbc.g_00692	Syag.g_01285
OG0000802	Prbc.g_00694	Syag.g_01293
OG0000803	Prbc.g_00696	Syag.g_01321
OG0000804	Prbc.g_00697	Syag.g_01438
OG0000805	Prbc.g_00699	Syag.g_01433
OG0000806	Prbc.g_00701	Syag.g_01429
OG0000807	Prbc.g_00702	Syag.g_01428
OG0000808	Prbc.g_00703	Syag.g_01427
OG0000809	Prbc.g_00707	Syag.g_01423
OG0000810	Prbc.g_00708	Syag.g_01422
OG0000811	Prbc.g_00712	Syag.g_01413
OG0000812	Prbc.g_00714	Syag.g_01411
OG0000813	Prbc.g_00715	Syag.g_01410
OG0000814	Prbc.g_00717	Syag.g_01408
OG0000815	Prbc.g_00718	Syag.g_01407
OG0000816	Prbc.g_00720	Syag.g_01405
OG0000817	Prbc.g_00721	Syag.g_01404
OG0000818	Prbc.g_00725	Syag.g_01400
OG0000819	Prbc.g_00726	Syag.g_01399
OG0000820	Prbc.g_00727	Syag.g_01398
OG0000821	Prbc.g_00730	Syag.g_01388
OG0000822	Prbc.g_00731	Syag.g_01386
OG0000823	Prbc.g_00732	Syag.g_01385
OG0000824	Prbc.g_00735	Syag.g_01379
OG0000825	Prbc.g_00736	Syag.g_01378
OG0000826	Prbc.g_00737	Syag.g_01377
OG0000827	Prbc.g_00738	Syag.g_01376
OG0000828	Prbc.g_00741	Syag.g_01373
OG0000829	Prbc.g_00742	Syag.g_01372
OG0000830	Prbc.g_00743	Syag.g_01371
OG0000831	Prbc.g_00745	Syag.g_01367
OG0000832	Prbc.g_00755	Syag.g_01614
OG0000833	Prbc.g_00763	Syag.g_01628
OG0000834	Prbc.g_00764	Syag.g_01632
OG0000835	Prbc.g_00765	Syag.g_01633
OG0000836	Prbc.g_00766	Syag.g_01637
OG0000837	Prbc.g_00767	Syag.g_01638
OG0000838	Prbc.g_00769	Syag.g_01642
OG0000839	Prbc.g_00770	Syag.g_01643
OG0000840	Prbc.g_00771	Syag.g_01644
OG0000841	Prbc.g_00772	Syag.g_01645
OG0000842	Prbc.g_00773	Syag.g_01646
OG0000843	Prbc.g_00774	Syag.g_01647
OG0000844	Prbc.g_00775	Syag.g_01649
OG0000845	Prbc.g_00776	Syag.g_01650
OG0000846	Prbc.g_00777	Syag.g_01651
OG0000847	Prbc.g_00778	Syag.g_01652
OG0000848	Prbc.g_00779	Syag.g_01654
OG0000849	Prbc.g_00780	Syag.g_01655
OG0000850	Prbc.g_00782	Syag.g_01657
OG0000851	Prbc.g_00783	Syag.g_01663
OG0000852	Prbc.g_00784	Syag.g_01664
OG0000853	Prbc.g_00789	Syag.g_01668
OG0000854	Prbc.g_00791	Syag.g_01670
OG0000855	Prbc.g_00792	Syag.g_01671
OG0000856	Prbc.g_00677	Syag.g_00386
OG0000857	Prbc.g_01874	Syag.g_00684
OG0000858	Prbc.g_00827	Syag.g_01677
OG0000859	Prbc.g_00828	Syag.g_01678
OG0000860	Prbc.g_00834	Syag.g_01689
OG0000861	Prbc.g_00835	Syag.g_01690
OG0000862	Prbc.g_00836	Syag.g_01693
OG0000863	Prbc.g_00837	Syag.g_01695
OG0000864	Prbc.g_00838	Syag.g_01696
OG0000865	Prbc.g_00839	Syag.g_01697
OG0000866	Prbc.g_00840	Syag.g_01698
OG0000867	Prbc.g_00841	Syag.g_01699
OG0000868	Prbc.g_00842	Syag.g_01707
OG0000869	Prbc.g_00845	Syag.g_01711
OG0000870	Prbc.g_00850	Syag.g_01716
OG0000871	Prbc.g_00851	Syag.g_01717
OG0000872	Prbc.g_00852	Syag.g_01723
OG0000873	Prbc.g_00855	Syag.g_01726
OG0000874	Prbc.g_00858	Syag.g_01729
OG0000875	Prbc.g_00860	Syag.g_01731
OG0000876	Prbc.g_00861	Syag.g_01732
OG0000877	Prbc.g_00863	Syag.g_01734
OG0000878	Prbc.g_00864	Syag.g_01735
OG0000879	Prbc.g_00865	Syag.g_02356
OG0000880	Prbc.g_00866	Syag.g_01736
OG0000881	Prbc.g_00869	Syag.g_01741
OG0000882	Prbc.g_00874	Syag.g_01746
OG0000883	Prbc.g_00876	Syag.g_01749
OG0000884	Prbc.g_00878	Syag.g_01751
OG0000885	Prbc.g_00879	Syag.g_01752
OG0000886	Prbc.g_00880	Syag.g_01753
OG0000887	Prbc.g_00881	Syag.g_01754
OG0000888	Prbc.g_00883	Syag.g_01756
OG0000889	Prbc.g_00885	Syag.g_01758
OG0000890	Prbc.g_00886	Syag.g_01761
OG0000891	Prbc.g_00887	Syag.g_01762
OG0000892	Prbc.g_00889	Syag.g_01765
OG0000893	Prbc.g_00933	Syag.g_02688
OG0000894	Prbc.g_00936	Syag.g_02691
OG0000895	Prbc.g_00939	Syag.g_02695
OG0000896	Prbc.g_00940	Syag.g_02696
OG0000897	Prbc.g_00942	Syag.g_02699
OG0000898	Prbc.g_00943	Syag.g_02700
OG0000899	Prbc.g_00944	Syag.g_02701
OG0000900	Prbc.g_00945	Syag.g_02702
OG0000901	Prbc.g_00948	Syag.g_02707
OG0000902	Prbc.g_00950	Syag.g_02709
OG0000903	Prbc.g_00960	Syag.g_02724
OG0000904	Prbc.g_00955	Syag.g_02718
OG0000905	Prbc.g_00952	Syag.g_02714
OG0000906	Prbc.g_00951	Syag.g_02711
OG0000907	Prbc.g_00327	Syag.g_02727
OG0000908	Prbc.g_00324	Syag.g_02730
OG0000909	Prbc.g_00323	Syag.g_02731
OG0000910	Prbc.g_00322	Syag.g_02732
OG0000911	Prbc.g_00320	Syag.g_02734
OG0000912	Prbc.g_00319	Syag.g_02735
OG0000913	Prbc.g_00318	Syag.g_02736
OG0000914	Prbc.g_00317	Syag.g_02737
OG0000915	Prbc.g_00316	Syag.g_02739
OG0000916	Prbc.g_00315	Syag.g_02740
OG0000917	Prbc.g_00314	Syag.g_02741
OG0000918	Prbc.g_00313	Syag.g_02742
OG0000919	Prbc.g_00312	Syag.g_02743
OG0000920	Prbc.g_00311	Syag.g_02744
OG0000921	Prbc.g_00310	Syag.g_02745
OG0000922	Prbc.g_00309	Syag.g_02746
OG0000923	Prbc.g_00305	Syag.g_02750
OG0000924	Prbc.g_00304	Syag.g_02751
OG0000925	Prbc.g_00303	Syag.g_02752
OG0000926	Prbc.g_00302	Syag.g_02753
OG0000927	Prbc.g_00300	Syag.g_02755
OG0000928	Prbc.g_00299	Syag.g_02756
OG0000929	Prbc.g_00298	Syag.g_02757
OG0000930	Prbc.g_00297	Syag.g_02758
OG0000931	Prbc.g_00296	Syag.g_02759
OG0000932	Prbc.g_00295	Syag.g_02760
OG0000933	Prbc.g_00291	Syag.g_02766
OG0000934	Prbc.g_00289	Syag.g_02768
OG0000935	Prbc.g_00288	Syag.g_02769
OG0000936	Prbc.g_00287	Syag.g_02770
OG0000937	Prbc.g_00286	Syag.g_02771
OG0000938	Prbc.g_00283	Syag.g_02774
OG0000939	Prbc.g_00282	Syag.g_02775
OG0000940	Prbc.g_00275	Syag.g_02783
OG0000941	Prbc.g_00273	Syag.g_02785
OG0000942	Prbc.g_00271	Syag.g_02787
OG0000943	Prbc.g_00270	Syag.g_02788
OG0000944	Prbc.g_00268	Syag.g_02790
OG0000945	Prbc.g_00267	Syag.g_02792
OG0000946	Prbc.g_00248	Syag.g_02797
OG0000947	Prbc.g_00246	Syag.g_02801
OG0000948	Prbc.g_00245	Syag.g_02802
OG0000949	Prbc.g_00242	Syag.g_02449
OG0000950	Prbc.g_00237	Syag.g_02436
OG0000951	Prbc.g_00233	Syag.g_02431
OG0000952	Prbc.g_00229	Syag.g_02423
OG0000953	Prbc.g_00225	Syag.g_02415
OG0000954	Prbc.g_00221	Syag.g_02409
OG0000955	Prbc.g_00220	Syag.g_02408
OG0000956	Prbc.g_00218	Syag.g_02406
OG0000957	Prbc.g_00213	Syag.g_02395
OG0000958	Prbc.g_00212	Syag.g_02394
OG0000959	Prbc.g_00208	Syag.g_02389
OG0000960	Prbc.g_00207	Syag.g_02388
OG0000961	Prbc.g_00204	Syag.g_02379
OG0000962	Prbc.g_00202	Syag.g_02377
OG0000963	Prbc.g_00197	Syag.g_02372
OG0000964	Prbc.g_00196	Syag.g_02371
OG0000965	Prbc.g_00195	Syag.g_02370
OG0000966	Prbc.g_00965	Syag.g_02362
OG0000967	Prbc.g_00969	Syag.g_02358
OG0000968	Prbc.g_00971	Syag.g_02355
OG0000969	Prbc.g_00972	Syag.g_02354
OG0000970	Prbc.g_00973	Syag.g_02353
OG0000971	Prbc.g_00974	Syag.g_02348
OG0000972	Prbc.g_00975	Syag.g_02347
OG0000973	Prbc.g_00976	Syag.g_02346
OG0000974	Prbc.g_00977	Syag.g_02345
OG0000975	Prbc.g_00978	Syag.g_02344
OG0000976	Prbc.g_00979	Syag.g_02343
OG0000977	Prbc.g_00980	Syag.g_02340
OG0000978	Prbc.g_00981	Syag.g_02338
OG0000979	Prbc.g_00984	Syag.g_02335
OG0000980	Prbc.g_00986	Syag.g_02332
OG0000981	Prbc.g_00989	Syag.g_02329
OG0000982	Prbc.g_00991	Syag.g_02127
OG0000983	Prbc.g_00992	Syag.g_02128
OG0000984	Prbc.g_00993	Syag.g_02129
OG0000985	Prbc.g_00996	Syag.g_02133
OG0000986	Prbc.g_00998	Syag.g_02138
OG0000987	Prbc.g_00999	Syag.g_02140
OG0000988	Prbc.g_01002	Syag.g_02145
OG0000989	Prbc.g_01006	Syag.g_02156
OG0000990	Prbc.g_01011	Syag.g_02169
OG0000991	Prbc.g_01012	Syag.g_02174
OG0000992	Prbc.g_01015	Syag.g_02177
OG0000993	Prbc.g_01016	Syag.g_02178
OG0000994	Prbc.g_01017	Syag.g_02181
OG0000995	Prbc.g_01021	Syag.g_02187
OG0000996	Prbc.g_01022	Syag.g_02229
OG0000997	Prbc.g_01043	Syag.g_02239
OG0000998	Prbc.g_01045	Syag.g_02241
OG0000999	Prbc.g_01046	Syag.g_02242
OG0001000	Prbc.g_01049	Syag.g_02246
OG0001001	Prbc.g_01052	Syag.g_02251
OG0001002	Prbc.g_01057	Syag.g_02258
OG0001003	Prbc.g_01060	Syag.g_02260
OG0001004	Prbc.g_01061	Syag.g_02261
OG0001005	Prbc.g_01062	Syag.g_02263
OG0001006	Prbc.g_01067	Syag.g_02270
OG0001007	Prbc.g_01069	Syag.g_02272
OG0001008	Prbc.g_01498	Syag.g_00034
OG0001009	Prbc.g_01097	Syag.g_02304
OG0001010	Prbc.g_01098	Syag.g_02305
OG0001011	Prbc.g_01099	Syag.g_02307
OG0001012	Prbc.g_01121	Syag.g_02123
OG0001013	Prbc.g_01126	Syag.g_02098
OG0001014	Prbc.g_01129	Syag.g_02084
OG0001015	Prbc.g_01130	Syag.g_02083
OG0001016	Prbc.g_00500	Syag.g_01824
OG0001017	Prbc.g_00496	Syag.g_01830
OG0001018	Prbc.g_00493	Syag.g_01832
OG0001019	Prbc.g_00484	Syag.g_01854
OG0001020	Prbc.g_00483	Syag.g_01861
OG0001021	Prbc.g_00482	Syag.g_01865
OG0001022	Prbc.g_00479	Syag.g_01870
OG0001023	Prbc.g_00478	Syag.g_01871
OG0001024	Prbc.g_00475	Syag.g_01875
OG0001025	Prbc.g_00468	Syag.g_01882
OG0001026	Prbc.g_00460	Syag.g_01894
OG0001027	Prbc.g_00459	Syag.g_01902
OG0001028	Prbc.g_00457	Syag.g_01904
OG0001029	Prbc.g_00455	Syag.g_01906
OG0001030	Prbc.g_00439	Syag.g_01927
OG0001031	Prbc.g_00385	Syag.g_02000
OG0001032	Prbc.g_00384	Syag.g_02005
OG0001033	Prbc.g_00364	Syag.g_02048
OG0001034	Prbc.g_00334	Syag.g_01784
OG0001035	Prbc.g_01150	Syag.g_02635
OG0001036	Prbc.g_01154	Syag.g_02630
OG0001037	Prbc.g_01155	Syag.g_02628
OG0001038	Prbc.g_01171	Syag.g_02600
OG0001039	Prbc.g_01173	Syag.g_02597
OG0001040	Prbc.g_01176	Syag.g_02594
OG0001041	Prbc.g_01180	Syag.g_02589
OG0001042	Prbc.g_01196	Syag.g_02564
OG0001043	Prbc.g_01197	Syag.g_02560
OG0001044	Prbc.g_01245	Syag.g_02842
OG0001045	Prbc.g_01254	Syag.g_02856
OG0001046	Prbc.g_02168	Syag.g_00836
OG0001047	Prbc.g_01500	Syag.g_00036
OG0001048	Prbc.g_01501	Syag.g_00037
OG0001049	Prbc.g_01503	Syag.g_00040
OG0001050	Prbc.g_01504	Syag.g_00041
OG0001051	Prbc.g_01505	Syag.g_00042
OG0001052	Prbc.g_01531	Syag.g_01352
OG0001053	Prbc.g_01543	Syag.g_01525
OG0001054	Prbc.g_01557	Syag.g_01506
OG0001055	Prbc.g_01597	Syag.g_01485
OG0001056	Prbc.g_01615	Syag.g_01449
OG0001057	Prbc.g_01620	Syag.g_01241
OG0001058	Prbc.g_01629	Syag.g_00271
OG0001059	Prbc.g_01633	Syag.g_00275
OG0001060	Prbc.g_01640	Syag.g_00282
OG0001061	Prbc.g_01653	Syag.g_00302
OG0001062	Prbc.g_01655	Syag.g_00304
OG0001063	Prbc.g_01656	Syag.g_00310
OG0001064	Prbc.g_01657	Syag.g_00311
OG0001065	Prbc.g_01658	Syag.g_00312
OG0001066	Prbc.g_01659	Syag.g_00313
OG0001067	Prbc.g_01660	Syag.g_00314
OG0001068	Prbc.g_01661	Syag.g_00315
OG0001069	Prbc.g_01662	Syag.g_00317
OG0001070	Prbc.g_01664	Syag.g_00321
OG0001071	Prbc.g_01665	Syag.g_00322
OG0001072	Prbc.g_01666	Syag.g_00327
OG0001073	Prbc.g_01680	Syag.g_00342
OG0001074	Prbc.g_01692	Syag.g_00467
OG0001075	Prbc.g_01693	Syag.g_00362
OG0001076	Prbc.g_01700	Syag.g_00378
OG0001077	Prbc.g_01705	Syag.g_00388
OG0001078	Prbc.g_01713	Syag.g_00411
OG0001079	Prbc.g_01724	Syag.g_00428
OG0001080	Prbc.g_01730	Syag.g_00495
OG0001081	Prbc.g_01732	Syag.g_00551
OG0001082	Prbc.g_01733	Syag.g_00552
OG0001083	Prbc.g_01738	Syag.g_00565
OG0001084	Prbc.g_01739	Syag.g_00569
OG0001085	Prbc.g_01749	Syag.g_00592
OG0001086	Prbc.g_01750	Syag.g_00594
OG0001087	Prbc.g_01770	Syag.g_01018
OG0001088	Prbc.g_01771	Syag.g_01016
OG0001089	Prbc.g_01779	Syag.g_00986
OG0001090	Prbc.g_01788	Syag.g_00922
OG0001091	Prbc.g_01790	Syag.g_00919
OG0001092	Prbc.g_01791	Syag.g_00917
OG0001093	Prbc.g_01796	Syag.g_00910
OG0001094	Prbc.g_01852	Syag.g_00661
OG0001095	Prbc.g_01871	Syag.g_00681
OG0001096	Prbc.g_01886	Syag.g_00703
OG0001097	Prbc.g_01906	Syag.g_00729
OG0001098	Prbc.g_01923	Syag.g_00744
OG0001099	Prbc.g_01962	Syag.g_01905
OG0001101	Prbc.g_01971	Syag.g_00603
OG0001102	Prbc.g_01974	Syag.g_00606
OG0001103	Prbc.g_01976	Syag.g_00608
OG0001104	Prbc.g_01838	Syag.g_00642
OG0001105	Prbc.g_01842	Syag.g_00646
OG0001106	Prbc.g_02024	Syag.g_00796
OG0001107	Prbc.g_02034	Syag.g_00808
OG0001108	Prbc.g_02038	Syag.g_00817
OG0001109	Prbc.g_02039	Syag.g_00819
OG0001110	Prbc.g_02041	Syag.g_00821
OG0001111	Prbc.g_02042	Syag.g_00823
OG0001112	Prbc.g_02043	Syag.g_00825
OG0001113	Prbc.g_02044	Syag.g_00826
OG0001114	Prbc.g_02045	Syag.g_00827
OG0001115	Prbc.g_02047	Syag.g_00831
OG0001116	Prbc.g_02048	Syag.g_00833
OG0001117	Prbc.g_02049	Syag.g_00834
OG0001118	Prbc.g_02050	Syag.g_00835
OG0001119	Prbc.g_02051	Syag.g_00837
OG0001120	Prbc.g_02052	Syag.g_00841
OG0001121	Prbc.g_00645	Syag.g_01584
OG0001122	Prbc.g_02081	Syag.g_00867
OG0001123	Prbc.g_02086	Syag.g_00875
OG0001124	Prbc.g_02088	Syag.g_00877
OG0001125	Prbc.g_02090	Syag.g_00879
OG0001126	Prbc.g_02101	Syag.g_00957
OG0001127	Prbc.g_02102	Syag.g_00958
